#name (cmd = mergePeaks -d given ./ENCODE_processed_files/GATA1_idr_cutoff.tsv ./ENCODE_processed_files/TAL1_idr_cutoff.tsv)	chr	start	end	strand	Stat	Parent files	Total subpeaks	./ENCODE_processed_files/GATA1_idr_cutoff.tsv	./ENCODE_processed_files/TAL1_idr_cutoff.tsv
Merged-chr17-39622122-1	chr17	39621922	39622322	+	591.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34407
Merged-chr17-40111802-1	chr17	40111602	40112002	+	629.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34408
Merged-chr17-40219156-1	chr17	40218956	40219356	+	583.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34409
Merged-chr17-41796198-1	chr17	41795998	41796398	+	596.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34410
Merged-chr17-43309961-1	chr17	43309761	43310161	+	648.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34412
Merged-chr17-46047155-1	chr17	46046955	46047355	+	694.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34413
Merged-chr17-48179351-1	chr17	48179151	48179551	+	605.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34414
Merged-chr17-55567385-1	chr17	55567185	55567585	+	559.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34416
Merged-chr17-57846784-1	chr17	57846584	57846984	+	585.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34417
Merged-chr17-57994581-1	chr17	57994381	57994781	+	704.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34418
Merged-chr17-58518782-1	chr17	58518582	58518982	+	674.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34419
Merged-chr11-63535119-1	chr11	63534919	63535319	+	968.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22400
Merged-chr11-65478748-1	chr11	65478548	65478948	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22402
Merged-chr11-67240055-1	chr11	67239855	67240255	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22403
Merged-chr11-69297539-1	chr11	69297339	69297739	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22404
Merged-chr11-74480908-1	chr11	74480708	74481108	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22405
Merged-chr17-64172791-1	chr17	64172591	64172991	+	603.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34420
Merged-chr11-83071853-1	chr11	83071653	83072053	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22406
Merged-chr17-64500967-1	chr17	64500767	64501167	+	700.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34421
Merged-chr17-76558749-1	chr17	76558549	76558949	+	674.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34425
Merged-chr17-77959805-1	chr17	77959605	77960005	+	664.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34426
Merged-chr17-78759442-1	chr17	78759242	78759642	+	672.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34427
Merged-chr17-82212814-1	chr17	82212614	82213014	+	667.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34428
Merged-chr17_GL000205v2_random-63134-1	chr17_GL000205v2_random	62934	63334	+	726.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34429
Merged-chr12-8996925-1	chr12	8996725	8997125	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22411
Merged-chr12-14702032-1	chr12	14701832	14702232	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22412
Merged-chr12-47648407-1	chr12	47648207	47648607	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22416
Merged-chr18-9659103-1	chr18	9658903	9659303	+	663.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34431
Merged-chr12-49577784-1	chr12	49577584	49577984	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22418
Merged-chr18-12439029-1	chr18	12438829	12439229	+	628.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34433
Merged-chr12-53618313-1	chr12	53618113	53618513	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22419
Merged-chr18-21704744-1	chr18	21704544	21704944	+	706.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34434
Merged-chr18-23433528-1	chr18	23433328	23433728	+	704.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34437
Merged-chr18-31419883-1	chr18	31419683	31420083	+	655.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34438
Merged-chr18-35046020-1	chr18	35045820	35046220	+	698.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34439
Merged-chr8-79893771-1	chr8	79893571	79893971	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10400
Merged-chr9-127939642-1	chr9	127939442	127939842	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10402
Merged-chr12-54288479-1	chr12	54288279	54288679	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22420
Merged-chr1-22042952-1	chr1	22042752	22043152	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10406
Merged-chr12-56582019-1	chr12	56581819	56582219	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22421
Merged-chr12-56637033-1	chr12	56636833	56637233	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22422
Merged-chr12-57642249-1	chr12	57642049	57642449	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22424
Merged-chr12-64404154-1	chr12	64403954	64404354	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22425
Merged-chr12-68630294-1	chr12	68630094	68630494	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22426
Merged-chr19-3036348-1	chr19	3036148	3036548	+	567.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34442
Merged-chr12-93502196-1	chr12	93501996	93502396	+	799.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22429
Merged-chr19-5622763-1	chr19	5622563	5622963	+	669.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34444
Merged-chr19-6022414-1	chr19	6022214	6022614	+	693.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34445
Merged-chr2-217078073-1	chr2	217077873	217078273	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_3900
Merged-chr15-95170877-1	chr15	95170677	95171077	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2300
Merged-chr1-28902875-1	chr1	28902675	28903075	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2304
Merged-chr1-156973594-1	chr1	156973394	156973794	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10411
Merged-chr1-185267492-1	chr1	185267292	185267692	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10413
Merged-chr12-102455985-1	chr12	102455785	102456185	+	803.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22431
Merged-chr10-74641843-1	chr10	74641643	74642043	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10417
Merged-chr12-107107580-1	chr12	107107380	107107780	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22432
Merged-chr10-79127336-1	chr10	79127136	79127536	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10418
Merged-chr12-108856988-1	chr12	108856788	108857188	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22433
Merged-chr10-102646031-1	chr10	102645831	102646231	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10419
Merged-chr12-110469296-1	chr12	110469096	110469496	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22435
Merged-chr19-7652270-1	chr19	7652070	7652470	+	584.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34450
Merged-chr19-12676522-1	chr19	12676322	12676722	+	648.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34453
Merged-chr12-123019891-1	chr12	123019691	123020091	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22439
Merged-chr19-12722772-1	chr19	12722572	12722972	+	717.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34454
Merged-chr19-17078862-1	chr19	17078662	17079062	+	685.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34456
Merged-chr19-17267401-1	chr19	17267201	17267601	+	689.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34457
Merged-chr19-18321770-1	chr19	18321570	18321970	+	637.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34458
Merged-chr19-23764868-1	chr19	23764668	23765068	+	690.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34459
Merged-chr8-66118755-1	chr8	66118555	66118955	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2311
Merged-chr15-64461988-1	chr15	64461788	64462188	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2314
Merged-chr17-48219797-1	chr17	48219597	48219997	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2316
Merged-chr18-30568571-1	chr18	30568371	30568771	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2317
Merged-chr19-44695904-1	chr19	44695704	44696104	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2319
Merged-chr10-109982317-1	chr10	109982117	109982517	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10420
Merged-chr11-82989421-1	chr11	82989221	82989621	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10422
Merged-chr12-76781474-1	chr12	76781274	76781674	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10424
Merged-chr12-124875214-1	chr12	124875014	124875414	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22440
Merged-chr12-130448186-1	chr12	130447986	130448386	+	811.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22442
Merged-chr13-16689020-1	chr13	16688820	16689220	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22443
Merged-chr14-100673230-1	chr14	100673030	100673430	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10428
Merged-chr13-27183117-1	chr13	27182917	27183317	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22444
Merged-chr19-28050033-1	chr19	28049833	28050233	+	700.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34460
Merged-chr14-23123632-1	chr14	23123432	23123832	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22446
Merged-chr19-35269588-1	chr19	35269388	35269788	+	648.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34461
Merged-chr19-35693890-1	chr19	35693690	35694090	+	683.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34462
Merged-chr14-34555039-1	chr14	34554839	34555239	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22448
Merged-chr19-35745127-1	chr19	35744927	35745327	+	660.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34463
Merged-chr19-41866484-1	chr19	41866284	41866684	+	635.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34466
Merged-chr19-45494041-1	chr19	45493841	45494241	+	597.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34467
Merged-chr7-140317791-1	chr7	140317591	140317991	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_3924
Merged-chr8-140630598-1	chr8	140630398	140630798	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_3926
Merged-chr5-98954822-1	chr5	98954622	98955022	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2320
Merged-chr5-113043034-1	chr5	113042834	113043234	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2321
Merged-chr6-36118782-1	chr6	36118582	36118982	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2323
Merged-chr16-18869215-1	chr16	18869015	18869415	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10430
Merged-chr17-16194493-1	chr17	16194293	16194693	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10434
Merged-chr14-52692436-1	chr14	52692236	52692636	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22450
Merged-chr17-35802052-1	chr17	35801852	35802252	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10435
Merged-chr14-54495046-1	chr14	54494846	54495246	+	969.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22451
Merged-chr19-52873172-1	chr19	52872972	52873372	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10439
Merged-chr14-69767711-1	chr14	69767511	69767911	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22455
Merged-chr19-49478995-1	chr19	49478795	49479195	+	698.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34470
Merged-chr15-36952054-1	chr15	36951854	36952254	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22458
Merged-chr19-51744699-1	chr19	51744499	51744899	+	659.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34473
Merged-chr15-38454125-1	chr15	38453925	38454325	+	865.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22459
Merged-chr19-57435081-1	chr19	57434881	57435281	+	667.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34475
Merged-chr2-3116665-1	chr2	3116465	3116865	+	583.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34476
Merged-chr2-3734272-1	chr2	3734072	3734472	+	650.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34477
Merged-chr2-9223427-1	chr2	9223227	9223627	+	699.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34478
Merged-chr2-16636614-1	chr2	16636414	16636814	+	603.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34479
Merged-chr12-21413858-1	chr12	21413658	21414058	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_3932
Merged-chr15-65237158-1	chr15	65236958	65237358	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_3934
Merged-chr15-74546263-1	chr15	74546063	74546463	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_3935
Merged-chr16-8868474-1	chr16	8868274	8868674	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_3936
Merged-chr2-12705960-1	chr2	12705760	12706160	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_3938
Merged-chr2-191836971-1	chr2	191836771	191837171	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_3939
Merged-chr19-3047870-1	chr19	3047670	3048070	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2330
Merged-chr3-179615611-1	chr3	179615411	179615811	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2334
Merged-chr6-14618964-1	chr6	14618764	14619164	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2335
Merged-chr6-19968408-1	chr6	19968208	19968608	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2336
Merged-chrX-53256046-1	chrX	53255846	53256246	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2338
Merged-chr1-42949690-1	chr1	42949490	42949890	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2339
Merged-chr2-46972623-1	chr2	46972423	46972823	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10440
Merged-chr2-176273056-1	chr2	176272856	176273256	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10441
Merged-chr2-217159100-1	chr2	217158900	217159300	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10442
Merged-chr15-38508837-1	chr15	38508637	38509037	+	963.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22460
Merged-chr20-43580199-1	chr20	43579999	43580399	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10445
Merged-chr20-53937377-1	chr20	53937177	53937577	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10446
Merged-chr15-79970381-1	chr15	79970181	79970581	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22464
Merged-chr21-45278832-1	chr21	45278632	45279032	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10449
Merged-chr2-24182039-1	chr2	24181839	24182239	+	591.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34480
Merged-chr15-83099464-1	chr15	83099264	83099664	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22465
Merged-chr2-26244758-1	chr2	26244558	26244958	+	670.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34481
Merged-chr15-87703452-1	chr15	87703252	87703652	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22466
Merged-chr2-27655103-1	chr2	27654903	27655303	+	678.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34482
Merged-chr15-92905172-1	chr15	92904972	92905372	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22468
Merged-chr2-38376365-1	chr2	38376165	38376565	+	667.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34484
Merged-chr16-97147-1	chr16	96947	97347	+	819.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22469
Merged-chr2-47783193-1	chr2	47782993	47783393	+	636.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34485
Merged-chr2-58628320-1	chr2	58628120	58628520	+	691.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34486
Merged-chr2-68122467-1	chr2	68122267	68122667	+	684.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34489
Merged-chr4-144019456-1	chr4	144019256	144019656	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_3941
Merged-chr11-12149987-1	chr11	12149787	12150187	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_3946
Merged-chr12-50563132-1	chr12	50562932	50563332	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_3947
Merged-chr12-62249003-1	chr12	62248803	62249203	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_3948
Merged-chr13-98796920-1	chr13	98796720	98797120	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_3949
Merged-chr4-48681302-1	chr4	48681102	48681502	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2344
Merged-chr1-29202965-1	chr1	29202765	29203165	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2348
Merged-chr11-460771-1	chr11	460571	460971	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2349
Merged-chr22-21014886-1	chr22	21014686	21015086	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10450
Merged-chr3-4977695-1	chr3	4977495	4977895	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10451
Merged-chr3-36958826-1	chr3	36958626	36959026	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10453
Merged-chr3-42856247-1	chr3	42856047	42856447	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10454
Merged-chr16-4246928-1	chr16	4246728	4247128	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22471
Merged-chr3-124831793-1	chr3	124831593	124831993	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10457
Merged-chr16-12340621-1	chr16	12340421	12340821	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22472
Merged-chr16-14632657-1	chr16	14632457	14632857	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22473
Merged-chr2-73386310-1	chr2	73386110	73386510	+	646.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34490
Merged-chr16-21509314-1	chr16	21509114	21509514	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22476
Merged-chr16-23330977-1	chr16	23330777	23331177	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22477
Merged-chr2-99337239-1	chr2	99337039	99337439	+	624.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34493
Merged-chr2-102616069-1	chr2	102615869	102616269	+	671.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34494
Merged-chr16-28332808-1	chr16	28332608	28333008	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22479
Merged-chr2-110204999-1	chr2	110204799	110205199	+	682.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34495
Merged-chr2-110678834-1	chr2	110678634	110679034	+	611.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34496
Merged-chr2-113756464-1	chr2	113756264	113756664	+	635.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34497
Merged-chr2-144267573-1	chr2	144267373	144267773	+	694.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34498
Merged-chr2-151288004-1	chr2	151287804	151288204	+	666.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_34499
Merged-chr14-75486645-1	chr14	75486445	75486845	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_3950
Merged-chr15-84935871-1	chr15	84935671	84936071	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_3951
Merged-chr19-46629914-1	chr19	46629714	46630114	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_3956
Merged-chr2-64649256-1	chr2	64649056	64649456	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2353
Merged-chr9-112811310-1	chr9	112811110	112811510	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2356
Merged-chr1-12175335-1	chr1	12175135	12175535	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2357
Merged-chr11-113665259-1	chr11	113665059	113665459	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2359
Merged-chr3-184230370-1	chr3	184230170	184230570	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10460
Merged-chr4-51851804-1	chr4	51851604	51852004	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10462
Merged-chr4-85577454-1	chr4	85577254	85577654	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10464
Merged-chr4-96472430-1	chr4	96472230	96472630	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10465
Merged-chr16-29004938-1	chr16	29004738	29005138	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22480
Merged-chr16-29607579-1	chr16	29607379	29607779	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22481
Merged-chr5-160436209-1	chr5	160436009	160436409	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10469
Merged-chr16-48269192-1	chr16	48268992	48269392	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22484
Merged-chr16-63760416-1	chr16	63760216	63760616	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22487
Merged-chr5-38608363-1	chr5	38608163	38608563	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_3964
Merged-chr5-169803287-1	chr5	169803087	169803487	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_3965
Merged-chr9-72580372-1	chr9	72580172	72580572	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_3968
Merged-chr17-79819248-1	chr17	79819048	79819448	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2361
Merged-chr20-5782341-1	chr20	5782141	5782541	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_2365
Merged-chr6-27810105-1	chr6	27809905	27810305	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10471
Merged-chr6-33902005-1	chr6	33901805	33902205	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10472
Merged-chr6-34969787-1	chr6	34969587	34969987	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10473
Merged-chr6-130993627-1	chr6	130993427	130993827	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10476
Merged-chr16-81739031-1	chr16	81738831	81739231	+	622.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22491
Merged-chr16-87723379-1	chr16	87723179	87723579	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22492
Merged-chr6-159978033-1	chr6	159977833	159978233	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_10478
Merged-chr17-12114938-1	chr17	12114738	12115138	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22493
Merged-chr17-21612953-1	chr17	21612753	21613153	+	1000.000000	./ENCODE_processed_files/TAL1_idr_cutoff.tsv	1		345_22494
