#PeakID(python scan_motif.py ./ENCODE_processed_files/ETS1_idr.fa ETS1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
503_1756	chr1	37514616	37515016	+	1000	99.0	[]	[]	[10.150553]	[143]	[]	[37514837]
503_17563	chr19	38233816	38234216	+	766	29.0	[]	[]	[8.77996]	[129]	[]	[38234041]
503_17564	chr19	38255561	38255961	+	1000	29.0	[]	[]	[7.208534]	[105]	[]	[38255736]
503_17566	chr19	38728148	38728548	+	854	29.0	[8.8589115]	[124]	[]	[]	[38728367]	[]
503_1757	chr1	52365951	52366351	+	1000	99.0	[10.897183]	[111]	[]	[]	[52366155]	[]
503_17572	chr19	42450337	42450737	+	1000	29.0	[]	[]	[12.327155, 8.638506]	[105, 191]	[]	[42450498, 42450584]
503_17575	chr19	44141330	44141730	+	1000	29.0	[]	[]	[11.851124]	[191]	[]	[44141569]
503_17576	chr19	44448316	44448716	+	1000	29.0	[12.963955, 11.2133]	[71, 77]	[]	[]	[44448482, 44448488]	[]
503_17587	chr19	50835753	50836153	+	1000	29.0	[]	[]	[7.2925353]	[141]	[]	[50835947]
503_17588	chr19	53431763	53432163	+	1000	29.0	[7.4008026]	[137]	[]	[]	[53431987]	[]
503_17589	chr19	55503932	55504332	+	1000	29.0	[11.455031]	[182]	[]	[]	[55504117]	[]
503_17591	chr2	6909728	6910128	+	1000	29.0	[9.276331]	[90]	[]	[]	[6909912]	[]
503_17592	chr2	11132600	11133000	+	1000	29.0	[11.455031]	[132]	[]	[]	[11132830]	[]
503_17594	chr2	20348492	20348892	+	1000	29.0	[6.892782]	[164]	[]	[]	[20348730]	[]
503_17599	chr2	44044146	44044546	+	1000	29.0	[]	[]	[11.455031]	[153]	[]	[44044389]
503_176	chr22	19431597	19431997	+	1000	222.0	[]	[]	[7.750857]	[135]	[]	[19431826]
503_1760	chr1	224434632	224435032	+	1000	99.0	[11.819135]	[107]	[14.901949]	[138]	[224434818]	[224434849]
503_17600	chr2	46914018	46914418	+	1000	29.0	[]	[]	[8.638506, 6.993913, 6.615002]	[90, 103, 181]	[]	[46914178, 46914191, 46914269]
503_17605	chr2	70104603	70105003	+	1000	29.0	[7.3395963]	[72]	[]	[]	[70104774]	[]
503_17609	chr2	74421942	74422342	+	1000	29.0	[10.796905]	[112]	[]	[]	[74422149]	[]
503_1761	chr10	11898540	11898940	+	1000	99.0	[12.376983]	[95]	[]	[]	[11898718]	[]
503_17618	chr2	112794077	112794477	+	785	29.0	[9.276331]	[143]	[]	[]	[112794289]	[]
503_17626	chr2	219459451	219459851	+	1000	29.0	[]	[]	[9.783327]	[133]	[]	[219459634]
503_17633	chr20	38692718	38693118	+	1000	29.0	[6.8419666]	[117]	[]	[]	[38692896]	[]
503_17639	chr20	49785739	49786139	+	1000	29.0	[9.276331]	[129]	[]	[]	[49785955]	[]
503_17644	chr21	5154404	5154804	+	719	29.0	[10.835977]	[112]	[]	[]	[5154574]	[]
503_17645	chr21	31735686	31736086	+	785	29.0	[]	[]	[6.8936343]	[84]	[]	[31735870]
503_17648	chr21	36860096	36860496	+	984	29.0	[8.830775, 7.4008026]	[152, 170]	[]	[]	[36860327, 36860345]	[]
503_17653	chr21	45308989	45309389	+	982	29.0	[6.615002]	[131]	[]	[]	[45309176]	[]
503_17656	chr22	19114979	19115379	+	1000	29.0	[6.4858923]	[142]	[]	[]	[19115145]	[]
503_1767	chr12	57782598	57782998	+	1000	99.0	[6.993913]	[151]	[6.4858923]	[135]	[57782844]	[57782828]
503_17673	chr22	19996985	19997385	+	993	29.0	[6.461904]	[137]	[]	[]	[19997146]	[]
503_17678	chr22	20244566	20244966	+	1000	29.0	[]	[]	[12.327155]	[100]	[]	[20244752]
503_1768	chr12	132710610	132711010	+	1000	99.0	[9.975595]	[144]	[9.834179]	[128]	[132710787]	[132710771]
503_17684	chr22	20798486	20798886	+	1000	29.0	[7.349987]	[166]	[9.005733]	[116]	[20798718]	[20798668]
503_17687	chr22	20878594	20878994	+	1000	29.0	[8.77996]	[192]	[]	[]	[20878829]	[]
503_17690	chr22	21028691	21029091	+	1000	29.0	[7.750857]	[120]	[]	[]	[21028889]	[]
503_17697	chr22	21750825	21751225	+	1000	29.0	[]	[]	[8.830775]	[107]	[]	[21751023]
503_17699	chr22	21803726	21804126	+	1000	29.0	[]	[]	[7.915865]	[165]	[]	[21803937]
503_17700	chr22	21823419	21823819	+	1000	29.0	[8.423885, 8.423885, 6.993913]	[99, 110, 121]	[]	[]	[21823581, 21823592, 21823603]	[]
503_17702	chr22	21989059	21989459	+	1000	29.0	[10.897183]	[153]	[]	[]	[21989309]	[]
503_1772	chr16	69762101	69762501	+	1000	99.0	[9.834179]	[176]	[7.3395963]	[116]	[69762345]	[69762285]
503_17720	chr22	22667966	22668366	+	1000	29.0	[7.7460794]	[202]	[]	[]	[22668201]	[]
503_17727	chr22	22862899	22863299	+	1000	29.0	[11.819135]	[101]	[]	[]	[22863093]	[]
503_17729	chr22	22931092	22931492	+	1000	29.0	[]	[]	[7.7460794]	[166]	[]	[22931282]
503_1773	chr16	75623142	75623542	+	1000	99.0	[]	[]	[6.8315754]	[123]	[]	[75623364]
503_17735	chr22	38127216	38127616	+	1000	29.0	[]	[]	[7.659544]	[188]	[]	[38127433]
503_17736	chr22	38412611	38413011	+	1000	29.0	[6.615002]	[171]	[]	[]	[38412828]	[]
503_17737	chr22	41666731	41667131	+	1000	29.0	[]	[]	[8.445345]	[137]	[]	[41666950]
503_17739	chr22_KI270733v1_random	134918	135318	+	1000	29.0	[8.681774]	[96]	[]	[]	[135114]	[]
503_1775	chr16	88773766	88774166	+	1000	99.0	[6.993913]	[154]	[]	[]	[88773965]	[]
503_17757	chr3	72169583	72169983	+	1000	29.0	[6.8936343]	[141]	[]	[]	[72169797]	[]
503_1776	chr19	10119755	10120155	+	1000	99.0	[]	[]	[14.901949]	[102]	[]	[10119922]
503_17764	chr3	129599514	129599914	+	940	29.0	[7.57576]	[57]	[]	[]	[129599666]	[]
503_17765	chr3	138187242	138187642	+	1000	29.0	[]	[]	[10.698719]	[116]	[]	[138187403]
503_17768	chr3	143120429	143120829	+	779	29.0	[]	[]	[8.8909]	[168]	[]	[143120615]
503_1778	chr19	17267226	17267626	+	1000	99.0	[]	[]	[12.885004]	[132]	[]	[17267448]
503_17782	chr4	2390177	2390577	+	1000	29.0	[10.389162]	[164]	[]	[]	[2390388]	[]
503_17784	chr4	17636676	17637076	+	1000	29.0	[7.4008026]	[112]	[]	[]	[17636853]	[]
503_17790	chr4	118835041	118835441	+	1000	29.0	[10.897183]	[138]	[]	[]	[118835237]	[]
503_17791	chr4	122364990	122365390	+	899	29.0	[8.830775]	[146]	[]	[]	[122365216]	[]
503_178	chr16	67846618	67847018	+	1000	221.0	[8.681774]	[134]	[]	[]	[67846848]	[]
503_1780	chr2	53786778	53787178	+	1000	99.0	[9.875317, 9.467575]	[155, 179]	[]	[]	[53786988, 53787012]	[]
503_17801	chr5	54744341	54744741	+	806	29.0	[]	[]	[10.897183]	[78]	[]	[54744516]
503_17802	chr5	109743726	109744126	+	1000	29.0	[]	[]	[10.310211]	[105]	[]	[109743927]
503_17806	chr5	126680250	126680650	+	1000	29.0	[7.885317]	[124]	[10.150553]	[121]	[126680459]	[126680456]
503_17815	chr5	141524744	141525144	+	1000	29.0	[6.4858923]	[196]	[]	[]	[141524962]	[]
503_17817	chr5	148682289	148682689	+	1000	29.0	[]	[]	[9.80219]	[131]	[]	[148682516]
503_17821	chr5	151126133	151126533	+	1000	29.0	[6.615002]	[106]	[]	[]	[151126338]	[]
503_17822	chr5	154405145	154405545	+	1000	29.0	[6.406941]	[153]	[]	[]	[154405371]	[]
503_17824	chr6	3409718	3410118	+	1000	29.0	[6.993913]	[106]	[]	[]	[3409894]	[]
503_17825	chr6	13912960	13913360	+	1000	29.0	[10.310211]	[111]	[]	[]	[13913169]	[]
503_17826	chr6	14710975	14711375	+	1000	29.0	[8.261184, 8.8589115]	[104, 174]	[]	[]	[14711133, 14711203]	[]
503_17827	chr6	15036753	15037153	+	1000	29.0	[]	[]	[8.880239]	[129]	[]	[15036952]
503_1783	chr21	25734737	25735137	+	1000	99.0	[]	[]	[12.885004]	[130]	[]	[25734905]
503_17845	chr6	32081278	32081678	+	1000	29.0	[]	[]	[14.901949]	[112]	[]	[32081437]
503_17849	chr6	33744381	33744781	+	1000	29.0	[6.4858923]	[151]	[]	[]	[33744619]	[]
503_17861	chr6	73653132	73653532	+	1000	29.0	[7.896186]	[98]	[]	[]	[73653293]	[]
503_17865	chr6	119312851	119313251	+	1000	29.0	[6.6215615]	[128]	[]	[]	[119313065]	[]
503_17868	chr6	150186543	150186943	+	1000	29.0	[6.993913, 8.497711]	[107, 193]	[]	[]	[150186703, 150186789]	[]
503_17872	chr6	161168183	161168583	+	1000	29.0	[]	[]	[6.615002]	[214]	[]	[161168406]
503_17878	chr7	1532475	1532875	+	1000	29.0	[]	[]	[7.3395963]	[126]	[]	[1532662]
503_17884	chr7	23531118	23531518	+	889	29.0	[7.2023387]	[188]	[]	[]	[23531330]	[]
503_17887	chr7	44955705	44956105	+	873	29.0	[10.897183]	[133]	[]	[]	[44955878]	[]
503_17889	chr7	50467968	50468368	+	1000	29.0	[6.591707]	[97]	[]	[]	[50468123]	[]
503_17890	chr7	66557495	66557895	+	1000	29.0	[]	[]	[7.1916623]	[189]	[]	[66557728]
503_17896	chr7	95772389	95772789	+	1000	29.0	[9.276331]	[206]	[]	[]	[95772597]	[]
503_1790	chr7	99505018	99505418	+	1000	99.0	[8.354743]	[92]	[12.885004]	[166]	[99505190]	[99505264]
503_17908	chr7	107103283	107103683	+	1000	29.0	[10.310211]	[155]	[]	[]	[107103515]	[]
503_17909	chr7	123532854	123533254	+	1000	29.0	[]	[]	[7.367616]	[120]	[]	[123533019]
503_1791	chr7	126701040	126701440	+	1000	99.0	[7.7103596]	[81]	[8.77996]	[139]	[126701217]	[126701275]
503_17912	chr7	128792772	128793172	+	1000	29.0	[]	[]	[12.327155]	[198]	[]	[128793013]
503_17913	chr7	130154951	130155351	+	1000	29.0	[6.862329]	[150]	[]	[]	[130155141]	[]
503_17919	chr7	139936790	139937190	+	1000	29.0	[6.8936343]	[168]	[]	[]	[139937020]	[]
503_1792	chr7	127392543	127392943	+	1000	99.0	[10.310211]	[124]	[]	[]	[127392734]	[]
503_17926	chr8	15582546	15582946	+	1000	29.0	[6.4858923]	[86]	[]	[]	[15582723]	[]
503_17927	chr8	19817987	19818387	+	826	29.0	[]	[]	[6.615002]	[185]	[]	[19818183]
503_17929	chr8	63039305	63039705	+	1000	29.0	[]	[]	[7.8463583]	[121]	[]	[63039509]
503_17931	chr8	101108777	101109177	+	1000	29.0	[]	[]	[6.615002]	[77]	[]	[101108931]
503_17934	chr8	107305074	107305474	+	1000	29.0	[8.261184]	[103]	[]	[]	[107305251]	[]
503_17935	chr8	140458129	140458529	+	1000	29.0	[6.924771]	[178]	[9.276331]	[146]	[140458343]	[140458311]
503_17944	chr9	87510023	87510423	+	1000	29.0	[10.310211]	[138]	[]	[]	[87510241]	[]
503_17946	chr9	93450326	93450726	+	1000	29.0	[8.423885]	[75]	[7.349987]	[164]	[93450486]	[93450575]
503_17948	chr9	96383565	96383965	+	553	29.0	[8.261184]	[63]	[]	[]	[96383724]	[]
503_1795	chr9	137277496	137277896	+	1000	99.0	[9.913131]	[200]	[8.638506, 7.8463583]	[184, 218]	[137277699]	[137277683, 137277717]
503_17950	chr9	98583983	98584383	+	1000	29.0	[12.963955, 7.2380586, 10.310211]	[116, 138, 183]	[]	[]	[98584148, 98584170, 98584215]	[]
503_17951	chr9	99104329	99104729	+	1000	29.0	[6.751365]	[157]	[]	[]	[99104505]	[]
503_17952	chr9	114398069	114398469	+	1000	29.0	[6.993913]	[188]	[]	[]	[114398298]	[]
503_17957	chr9	123339321	123339721	+	1000	29.0	[7.659544]	[115]	[]	[]	[123339503]	[]
503_17959	chr9	127452017	127452417	+	1000	29.0	[7.259386]	[181]	[]	[]	[127452232]	[]
503_17971	chr9	131054114	131054514	+	931	29.0	[]	[]	[9.276331]	[197]	[]	[131054365]
503_17977	chr9	133027129	133027529	+	544	29.0	[]	[]	[12.327155]	[118]	[]	[133027333]
503_17995	chrX	153953292	153953692	+	1000	29.0	[7.0065327]	[99]	[]	[]	[153953484]	[]
503_17997	chr1	1058303	1058703	+	1000	28.0	[8.880239]	[86]	[]	[]	[1058470]	[]
503_180	chr11	65858090	65858490	+	1000	220.0	[8.214487]	[77]	[]	[]	[65858264]	[]
503_1800	chr10	5666463	5666863	+	1000	98.0	[6.406941]	[130]	[]	[]	[5666667]	[]
503_18003	chr1	7608883	7609283	+	923	28.0	[]	[]	[10.310211, 6.406941]	[115, 168]	[]	[7609080, 7609133]
503_18007	chr1	19179866	19180266	+	1000	28.0	[13.371697, 12.327155]	[124, 144]	[]	[]	[19180076, 19180096]	[]
503_18008	chr1	19644555	19644955	+	1000	28.0	[]	[]	[6.4167504]	[166]	[]	[19644729]
503_18010	chr1	21910756	21911156	+	1000	28.0	[]	[]	[7.349987]	[156]	[]	[21910993]
503_18014	chr1	25800808	25801208	+	1000	28.0	[7.099728]	[88]	[]	[]	[25800965]	[]
503_18017	chr1	26914142	26914542	+	1000	28.0	[7.4008026]	[208]	[]	[]	[26914359]	[]
503_1802	chr11	65084017	65084417	+	1000	98.0	[7.3395963]	[115]	[]	[]	[65084216]	[]
503_18020	chr1	28258536	28258936	+	664	28.0	[8.830775]	[87]	[]	[]	[28258692]	[]
503_18024	chr1	30708077	30708477	+	1000	28.0	[]	[]	[7.1016955]	[121]	[]	[30708287]
503_18026	chr1	30911295	30911695	+	1000	28.0	[]	[]	[7.3005238]	[179]	[]	[30911480]
503_18027	chr1	31413174	31413574	+	956	28.0	[]	[]	[6.615002]	[195]	[]	[31413401]
503_18030	chr1	34843047	34843447	+	910	28.0	[]	[]	[10.897183, 12.327155]	[94, 124]	[]	[34843213, 34843243]
503_18031	chr1	35202064	35202464	+	1000	28.0	[]	[]	[7.259386]	[152]	[]	[35202305]
503_18033	chr1	37561774	37562174	+	1000	28.0	[]	[]	[9.913131]	[73]	[]	[37561927]
503_18034	chr1	38745306	38745706	+	996	28.0	[]	[]	[10.698719]	[188]	[]	[38745534]
503_18046	chr1	65255799	65256199	+	1000	28.0	[11.941725]	[94]	[]	[]	[65255992]	[]
503_18048	chr1	77704743	77705143	+	1000	28.0	[]	[]	[11.819135]	[146]	[]	[77704974]
503_1805	chr15	43185216	43185616	+	1000	98.0	[7.2583613, 11.405568]	[76, 103]	[]	[]	[43185389, 43185416]	[]
503_18054	chr1	99766383	99766783	+	796	28.0	[]	[]	[14.901949]	[222]	[]	[99766633]
503_1806	chr15	65295894	65296294	+	1000	98.0	[]	[]	[7.2088985]	[122]	[]	[65296101]
503_18062	chr1	153609095	153609495	+	1000	28.0	[]	[]	[7.01007]	[177]	[]	[153609312]
503_1807	chr16	57447232	57447632	+	1000	98.0	[]	[]	[9.834179, 6.993913]	[111, 143]	[]	[57447432, 57447464]
503_1808	chr16	70251743	70252143	+	1000	98.0	[]	[]	[7.1473274]	[134]	[]	[70251956]
503_18080	chr1	206504223	206504623	+	1000	28.0	[8.8909]	[106]	[]	[]	[206504375]	[]
503_18082	chr1	211722493	211722893	+	1000	28.0	[]	[]	[6.751365]	[151]	[]	[211722663]
503_18083	chr1	212606761	212607161	+	1000	28.0	[]	[]	[6.7055626]	[139]	[]	[212606988]
503_18087	chr1	225962261	225962661	+	1000	28.0	[7.4008026]	[193]	[]	[]	[225962495]	[]
503_1809	chr17	1456086	1456486	+	1000	98.0	[11.072505]	[84]	[]	[]	[1456259]	[]
503_18090	chr1	232805247	232805647	+	1000	28.0	[]	[]	[6.892782]	[181]	[]	[232805431]
503_18091	chr1	233904461	233904861	+	1000	28.0	[6.7055626]	[111]	[]	[]	[233904631]	[]
503_18093	chr1	234725337	234725737	+	1000	28.0	[]	[]	[8.631947]	[127]	[]	[234725518]
503_18094	chr1	234842829	234843229	+	1000	28.0	[10.897183]	[98]	[]	[]	[234843018]	[]
503_18095	chr1	244350495	244350895	+	1000	28.0	[6.406941]	[183]	[]	[]	[244350744]	[]
503_18096	chr1	246699180	246699580	+	1000	28.0	[6.6215615]	[183]	[]	[]	[246699375]	[]
503_18098	chr1	247471583	247471983	+	1000	28.0	[9.1897955]	[134]	[]	[]	[247471800]	[]
503_18108	chr10	79129310	79129710	+	994	28.0	[]	[]	[7.8463583]	[161]	[]	[79129551]
503_18115	chr11	3797880	3798280	+	1000	28.0	[]	[]	[6.7055626]	[130]	[]	[3798055]
503_18119	chr11	13873220	13873620	+	892	28.0	[]	[]	[7.499129]	[142]	[]	[13873433]
503_18123	chr11	38518019	38518419	+	1000	28.0	[7.766382]	[220]	[]	[]	[38518247]	[]
503_18124	chr11	45880149	45880549	+	1000	28.0	[10.050274]	[112]	[]	[]	[45880335]	[]
503_18130	chr11	64146001	64146401	+	1000	28.0	[6.892782]	[69]	[]	[]	[64146164]	[]
503_18141	chr11	71772137	71772537	+	964	28.0	[12.327155]	[144]	[]	[]	[71772347]	[]
503_18142	chr11	72224863	72225263	+	939	28.0	[]	[]	[7.4008026]	[239]	[]	[72225112]
503_18146	chr11	73289343	73289743	+	1000	28.0	[6.4858923]	[137]	[]	[]	[73289521]	[]
503_18147	chr11	73307716	73308116	+	1000	28.0	[]	[]	[6.4167504]	[159]	[]	[73307950]
503_18149	chr11	78046125	78046525	+	1000	28.0	[8.681774]	[110]	[]	[]	[78046299]	[]
503_18152	chr11	117946817	117947217	+	1000	28.0	[]	[]	[8.322755]	[132]	[]	[117947017]
503_18161	chr12	47779355	47779755	+	1000	28.0	[]	[]	[7.3395963]	[132]	[]	[47779518]
503_18169	chr12	57459420	57459820	+	1000	28.0	[7.1016955]	[114]	[]	[]	[57459575]	[]
503_18170	chr12	57737153	57737553	+	1000	28.0	[6.924771, 8.445345]	[92, 171]	[]	[]	[57737317, 57737396]	[]
503_18174	chr12	94100264	94100664	+	1000	28.0	[]	[]	[6.6256638]	[134]	[]	[94100483]
503_18188	chr12	132471099	132471499	+	705	28.0	[6.882673, 8.423885]	[88, 138]	[]	[]	[132471262, 132471312]	[]
503_18195	chr13	52159423	52159823	+	991	28.0	[]	[]	[6.924771]	[120]	[]	[52159590]
503_182	chr9	129823985	129824385	+	1000	220.0	[]	[]	[13.471976]	[67]	[]	[129824152]
503_1820	chr2	96305318	96305718	+	1000	98.0	[6.993913]	[79]	[]	[]	[96305479]	[]
503_18204	chr14	67541754	67542154	+	787	28.0	[]	[]	[10.327956]	[101]	[]	[67541941]
503_18207	chr14	90801230	90801630	+	1000	28.0	[11.819135, 6.730932]	[123, 138]	[]	[]	[90801453, 90801468]	[]
503_18208	chr14	92039914	92040314	+	1000	28.0	[6.780644]	[95]	[]	[]	[92040102]	[]
503_18211	chr14	103923905	103924305	+	1000	28.0	[8.77996, 8.77996]	[124, 164]	[]	[]	[103924108, 103924148]	[]
503_18213	chr15	41934877	41935277	+	988	28.0	[]	[]	[8.830775]	[85]	[]	[41935042]
503_18214	chr15	58111772	58112172	+	1000	28.0	[10.150553, 9.783327]	[118, 142]	[8.112281]	[115]	[58111985, 58112009]	[58111982]
503_18215	chr15	67076230	67076630	+	1000	28.0	[]	[]	[12.885004]	[182]	[]	[67076475]
503_18225	chr16	188650	189050	+	1000	28.0	[12.327155]	[136]	[]	[]	[188843]	[]
503_18228	chr16	8880125	8880525	+	1000	28.0	[]	[]	[8.311011]	[121]	[]	[8880304]
503_18232	chr16	22001007	22001407	+	1000	28.0	[]	[]	[7.2925353]	[141]	[]	[22001217]
503_18233	chr16	29689455	29689855	+	1000	28.0	[12.963955, 8.672809]	[74, 94]	[]	[]	[29689625, 29689645]	[]
503_18239	chr16	67530120	67530520	+	1000	28.0	[10.310211]	[125]	[]	[]	[67530313]	[]
503_18244	chr16	84726027	84726427	+	1000	28.0	[6.406941]	[139]	[7.916553]	[160]	[84726256]	[84726277]
503_18266	chr17	41528157	41528557	+	1000	28.0	[7.795907]	[151]	[]	[]	[41528379]	[]
503_18277	chr17	49407998	49408398	+	955	28.0	[]	[]	[6.406941]	[165]	[]	[49408194]
503_1828	chr5	134411718	134412118	+	1000	98.0	[9.1684675]	[58]	[]	[]	[134411875]	[]
503_18280	chr17	59154230	59154630	+	1000	28.0	[7.349987]	[221]	[8.123926]	[230]	[59154469]	[59154478]
503_18282	chr17	74326047	74326447	+	1000	28.0	[]	[]	[7.2428365]	[105]	[]	[74326221]
503_18288	chr17	82093893	82094293	+	1000	28.0	[6.993913]	[186]	[]	[]	[82094133]	[]
503_18290	chr17	82876678	82877078	+	661	28.0	[6.406941]	[131]	[]	[]	[82876883]	[]
503_18292	chr18	12271627	12272027	+	1000	28.0	[8.880239]	[93]	[]	[]	[12271811]	[]
503_18295	chr18	70025630	70026030	+	1000	28.0	[]	[]	[8.631947]	[77]	[]	[70025790]
503_1830	chr5	139439380	139439780	+	1000	98.0	[]	[]	[6.406941]	[115]	[]	[139439576]
503_18300	chr19	1131988	1132388	+	1000	28.0	[7.4008026]	[116]	[]	[]	[1132165]	[]
503_1831	chr5	150357428	150357828	+	1000	98.0	[12.885004]	[121]	[]	[]	[150357648]	[]
503_18310	chr19	4636210	4636610	+	934	28.0	[7.2706137]	[135]	[]	[]	[4636429]	[]
503_18314	chr19	8033500	8033900	+	1000	28.0	[]	[]	[10.310211]	[182]	[]	[8033747]
503_18318	chr19	10415705	10416105	+	1000	28.0	[6.615002]	[146]	[]	[]	[10415918]	[]
503_18324	chr19	12064724	12065124	+	1000	28.0	[6.8936343]	[150]	[]	[]	[12064950]	[]
503_18326	chr19	12778231	12778631	+	1000	28.0	[]	[]	[10.150553]	[170]	[]	[12778467]
503_18330	chr19	14775811	14776211	+	1000	28.0	[7.753163]	[138]	[]	[]	[14776025]	[]
503_18333	chr19	18401814	18402214	+	1000	28.0	[8.130486]	[115]	[]	[]	[18402014]	[]
503_18337	chr19	19444513	19444913	+	1000	28.0	[9.005733]	[220]	[]	[]	[19444762]	[]
503_18349	chr19	47446959	47447359	+	1000	28.0	[]	[]	[8.497711]	[239]	[]	[47447202]
503_18357	chr19	50377479	50377879	+	1000	28.0	[8.322755]	[150]	[]	[]	[50377729]	[]
503_18362	chr19	54518805	54519205	+	1000	28.0	[]	[]	[10.796905]	[133]	[]	[54518984]
503_18379	chr2	46315413	46315813	+	1000	28.0	[]	[]	[12.327155]	[127]	[]	[46315630]
503_1838	chr8	124538917	124539317	+	1000	98.0	[10.421151, 11.851124]	[64, 70]	[9.1897955]	[97]	[124539070, 124539076]	[124539103]
503_18386	chr2	73069040	73069440	+	1000	28.0	[8.322755]	[152]	[]	[]	[73069285]	[]
503_18387	chr2	85266398	85266798	+	1000	28.0	[]	[]	[13.471976]	[130]	[]	[85266627]
503_1839	chr9	111630992	111631392	+	1000	98.0	[13.471976]	[118]	[]	[]	[111631209]	[]
503_18390	chr2	96321150	96321550	+	1000	28.0	[]	[]	[7.753163]	[146]	[]	[96321346]
503_18392	chr2	100278952	100279352	+	1000	28.0	[]	[]	[12.327155]	[139]	[]	[100279113]
503_18396	chr2	157492220	157492620	+	1000	28.0	[6.8419666]	[87]	[]	[]	[157492388]	[]
503_1840	chr9	135992623	135993023	+	1000	98.0	[7.3587046]	[159]	[6.993913]	[149]	[135992868]	[135992858]
503_18409	chr20	2800727	2801127	+	1000	28.0	[]	[]	[6.8936343]	[182]	[]	[2800978]
503_18411	chr20	25248025	25248425	+	1000	28.0	[10.421151]	[106]	[]	[]	[25248207]	[]
503_18413	chr20	32582874	32583274	+	899	28.0	[]	[]	[6.4858923]	[179]	[]	[32583093]
503_18415	chr20	38452885	38453285	+	1000	28.0	[7.57576]	[192]	[]	[]	[38453124]	[]
503_18416	chr20	41116214	41116614	+	1000	28.0	[]	[]	[11.433704]	[150]	[]	[41116436]
503_18417	chr20	43459058	43459458	+	1000	28.0	[13.471976]	[112]	[]	[]	[43459268]	[]
503_18420	chr20	49281193	49281593	+	963	28.0	[8.372218]	[92]	[]	[]	[49281380]	[]
503_18422	chr20	49765141	49765541	+	1000	28.0	[10.310211]	[171]	[]	[]	[49765351]	[]
503_18429	chr20	63699186	63699586	+	1000	28.0	[6.615002]	[109]	[6.9994493]	[103]	[63699368]	[63699362]
503_18430	chr20	63858686	63859086	+	1000	28.0	[6.730932]	[177]	[]	[]	[63858897]	[]
503_18431	chr20	63957770	63958170	+	1000	28.0	[8.631947]	[126]	[]	[]	[63957928]	[]
503_18438	chr22	16809697	16810097	+	1000	28.0	[]	[]	[7.7103596]	[125]	[]	[16809878]
503_18442	chr22	19195702	19196102	+	1000	28.0	[12.327155]	[138]	[]	[]	[19195892]	[]
503_18445	chr22	19515732	19516132	+	1000	28.0	[]	[]	[7.3005238]	[169]	[]	[19515932]
503_18447	chr22	19658378	19658778	+	1000	28.0	[8.830775]	[126]	[]	[]	[19658552]	[]
503_1845	chr1	169794767	169795167	+	1000	97.0	[]	[]	[8.681774]	[105]	[]	[169794945]
503_18451	chr22	19814330	19814730	+	910	28.0	[]	[]	[10.310211]	[190]	[]	[19814548]
503_18452	chr22	19817943	19818343	+	970	28.0	[6.615002]	[189]	[]	[]	[19818183]	[]
503_18458	chr22	20052754	20053154	+	1000	28.0	[8.261184]	[146]	[]	[]	[20052930]	[]
503_1846	chr1	205631300	205631700	+	1000	97.0	[]	[]	[12.327155]	[181]	[]	[205631530]
503_18464	chr22	20433751	20434151	+	1000	28.0	[9.975595]	[139]	[]	[]	[20433937]	[]
503_18469	chr22	20578224	20578624	+	1000	28.0	[]	[]	[6.780644]	[98]	[]	[20578421]
503_1847	chr1	226186377	226186777	+	1000	97.0	[6.973274]	[111]	[]	[]	[226186532]	[]
503_18471	chr22	20611724	20612124	+	1000	28.0	[8.372218]	[143]	[]	[]	[20611922]	[]
503_18473	chr22	20811134	20811534	+	839	28.0	[7.3005238]	[117]	[7.7460794]	[185]	[20811311]	[20811379]
503_18475	chr22	20978320	20978720	+	1000	28.0	[]	[]	[6.8936343]	[106]	[]	[20978523]
503_18478	chr22	21025238	21025638	+	1000	28.0	[8.830775]	[150]	[10.796905]	[74]	[21025475]	[21025399]
503_18479	chr22	21455404	21455804	+	1000	28.0	[8.880239, 8.880239]	[177, 196]	[]	[]	[21455625, 21455644]	[]
503_18485	chr22	21819417	21819817	+	1000	28.0	[6.406941]	[122]	[]	[]	[21819626]	[]
503_18487	chr22	21886257	21886657	+	1000	28.0	[]	[]	[8.830775]	[140]	[]	[21886466]
503_18493	chr22	22081402	22081802	+	1000	28.0	[9.276331]	[77]	[]	[]	[22081570]	[]
503_18502	chr22	22593263	22593663	+	1000	28.0	[]	[]	[6.892782]	[148]	[]	[22593503]
503_18504	chr22	22660882	22661282	+	1000	28.0	[7.349987]	[120]	[]	[]	[22661091]	[]
503_18505	chr22	22703610	22704010	+	998	28.0	[]	[]	[8.112281]	[228]	[]	[22703848]
503_18506	chr22	22736014	22736414	+	1000	28.0	[10.796905]	[91]	[]	[]	[22736192]	[]
503_1851	chr12	48814609	48815009	+	1000	97.0	[6.859596]	[113]	[]	[]	[48814799]	[]
503_18512	chr22	22939605	22940005	+	1000	28.0	[]	[]	[6.406941]	[109]	[]	[22939792]
503_1852	chr12	64222050	64222450	+	1000	97.0	[]	[]	[11.405568]	[136]	[]	[64222284]
503_18522	chr22	29096950	29097350	+	624	28.0	[]	[]	[12.376983]	[136]	[]	[29097179]
503_18525	chr22	31081175	31081575	+	1000	28.0	[]	[]	[7.4201775]	[109]	[]	[31081369]
