#PeakID(python identify_motif.py ./ENCODE_processed_files/NFATC3_idr.fa NFATC3 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
28_158	chr1	21022316	21022716	+	1000	143.5	[]	[]	[10.276439]	[131]	[]	[21022517]
28_15803	chrX	13126860	13127260	+	924	32.5	[10.276439]	[184]	[]	[]	[13127103]	[]
28_15814	chr1	5915925	5916325	+	866	32.0	[7.657809]	[137]	[]	[]	[5916137]	[]
28_15828	chr1	23340797	23341197	+	852	32.0	[]	[]	[10.276439]	[162]	[]	[23341022]
28_15830	chr1	24644109	24644509	+	929	32.0	[]	[]	[7.408826]	[80]	[]	[24644269]
28_15831	chr1	25810845	25811245	+	916	32.0	[7.408826]	[139]	[]	[]	[25811057]	[]
28_1584	chr19	40750180	40750580	+	1000	63.0	[]	[]	[7.0441737]	[89]	[]	[40750356]
28_15849	chr1	44043952	44044352	+	805	32.0	[7.408826]	[146]	[]	[]	[44044121]	[]
28_15851	chr1	51617099	51617499	+	892	32.0	[7.408826]	[76]	[]	[]	[51617265]	[]
28_1586	chr2	86440806	86441206	+	1000	63.0	[7.408826]	[203]	[]	[]	[86441020]	[]
28_15860	chr1	92922228	92922628	+	879	32.0	[10.276439]	[104]	[]	[]	[92922417]	[]
28_15861	chr1	99646272	99646672	+	869	32.0	[]	[]	[10.276439]	[101]	[]	[99646454]
28_15875	chr1	150364222	150364622	+	790	32.0	[9.601446]	[141]	[]	[]	[150364430]	[]
28_15878	chr1	151060130	151060530	+	885	32.0	[]	[]	[7.0441737]	[82]	[]	[151060304]
28_15880	chr1	153634313	153634713	+	857	32.0	[]	[]	[7.0441737, 7.408826]	[187, 236]	[]	[153634514, 153634563]
28_15889	chr1	160367937	160368337	+	609	32.0	[]	[]	[7.408826]	[211]	[]	[160368168]
28_15893	chr1	172746305	172746705	+	557	32.0	[7.408826]	[144]	[]	[]	[172746544]	[]
28_159	chr1	143217242	143217642	+	1000	143.0	[]	[]	[7.657809, 7.657809, 10.276439, 7.657809]	[138, 186, 202, 212]	[]	[143217397, 143217445, 143217461, 143217471]
28_15903	chr1	202501193	202501593	+	834	32.0	[7.657809, 10.276439]	[148, 218]	[]	[]	[202501367, 202501437]	[]
28_15913	chr1	226990482	226990882	+	898	32.0	[7.408826]	[211]	[]	[]	[226990703]	[]
28_15922	chr1	243264701	243265101	+	846	32.0	[]	[]	[7.408826]	[118]	[]	[243264900]
28_15928	chr10	5449257	5449657	+	875	32.0	[7.408826]	[128]	[7.0441737]	[175]	[5449447]	[5449494]
28_15930	chr10	11610409	11610809	+	687	32.0	[10.276439, 10.276439]	[137, 157]	[]	[]	[11610633, 11610653]	[]
28_15932	chr10	17023383	17023783	+	926	32.0	[7.0441737]	[157]	[10.276439]	[98]	[17023619]	[17023560]
28_15936	chr10	35090563	35090963	+	864	32.0	[7.657809]	[78]	[]	[]	[35090714]	[]
28_15941	chr10	50660059	50660459	+	855	32.0	[9.601446]	[159]	[]	[]	[50660276]	[]
28_15947	chr10	70715839	70716239	+	840	32.0	[10.276439]	[150]	[]	[]	[70716075]	[]
28_1596	chr6	28725254	28725654	+	1000	63.0	[7.408826]	[102]	[]	[]	[28725446]	[]
28_15960	chr11	46560441	46560841	+	913	32.0	[]	[]	[7.408826]	[203]	[]	[46560677]
28_15964	chr11	57277907	57278307	+	855	32.0	[]	[]	[7.408826, 7.408826]	[112, 118]	[]	[57278103, 57278109]
28_1597	chr7	106865398	106865798	+	1000	63.0	[]	[]	[7.408826]	[231]	[]	[106865643]
28_15977	chr11	77619604	77620004	+	906	32.0	[7.408826]	[136]	[10.276439]	[147]	[77619809]	[77619820]
28_15978	chr11	83194764	83195164	+	900	32.0	[7.408826, 10.276439]	[51, 59]	[]	[]	[83194915, 83194923]	[]
28_1598	chr7	111486526	111486926	+	1000	63.0	[]	[]	[7.657809]	[99]	[]	[111486698]
28_15984	chr11	102348097	102348497	+	923	32.0	[7.408826]	[229]	[]	[]	[102348334]	[]
28_15993	chr12	31982604	31983004	+	872	32.0	[]	[]	[10.276439]	[220]	[]	[31982850]
28_15994	chr12	46371050	46371450	+	878	32.0	[]	[]	[7.0441737]	[128]	[]	[46371227]
28_15998	chr12	49842694	49843094	+	901	32.0	[]	[]	[7.408826]	[138]	[]	[49842908]
28_16003	chr12	56161355	56161755	+	934	32.0	[7.408826]	[139]	[]	[]	[56161594]	[]
28_16010	chr12	75977881	75978281	+	882	32.0	[]	[]	[7.408826]	[128]	[]	[75978090]
28_16021	chr12	122063149	122063549	+	917	32.0	[]	[]	[7.0441737]	[208]	[]	[122063359]
28_16026	chr13	50319472	50319872	+	775	32.0	[]	[]	[7.408826]	[159]	[]	[50319658]
28_16038	chr14	74713041	74713441	+	875	32.0	[7.408826]	[234]	[]	[]	[74713280]	[]
28_16058	chr15	65184084	65184484	+	836	32.0	[10.276439]	[159]	[]	[]	[65184272]	[]
28_16073	chr16	1963959	1964359	+	659	32.0	[]	[]	[7.657809]	[109]	[]	[1964118]
28_16081	chr16	50229078	50229478	+	878	32.0	[]	[]	[7.408826]	[193]	[]	[50229284]
28_16085	chr16	66947170	66947570	+	919	32.0	[7.408826]	[220]	[7.657809]	[187]	[66947418]	[66947385]
28_16092	chr17	8376732	8377132	+	941	32.0	[]	[]	[10.276439]	[77]	[]	[8376885]
28_161	chr3	128879639	128880039	+	1000	142.5	[7.408826]	[102]	[]	[]	[128879820]	[]
28_16102	chr17	38800187	38800587	+	918	32.0	[]	[]	[10.276439]	[135]	[]	[38800402]
28_16103	chr17	42287043	42287443	+	856	32.0	[7.408826]	[95]	[10.276439]	[154]	[42287209]	[42287268]
28_16105	chr17	43760376	43760776	+	881	32.0	[]	[]	[7.0441737]	[172]	[]	[43760576]
28_16107	chr17	48011326	48011726	+	831	32.0	[]	[]	[7.408826]	[90]	[]	[48011510]
28_1612	chr1	167229763	167230163	+	1000	62.5	[7.657809]	[133]	[]	[]	[167229976]	[]
28_16127	chr17	80544758	80545158	+	832	32.0	[7.408826]	[134]	[]	[]	[80544944]	[]
28_16130	chr18	9335388	9335788	+	909	32.0	[7.0441737]	[141]	[]	[]	[9335574]	[]
28_16131	chr18	11907961	11908361	+	767	32.0	[7.408826]	[122]	[]	[]	[11908113]	[]
28_16134	chr18	35040906	35041306	+	846	32.0	[]	[]	[9.601446, 7.408826]	[154, 159]	[]	[35041124, 35041129]
28_16137	chr18	55893466	55893866	+	791	32.0	[7.0441737]	[164]	[]	[]	[55893696]	[]
28_16138	chr18	57819866	57820266	+	920	32.0	[7.408826, 10.276439]	[70, 152]	[7.408826]	[105]	[57820033, 57820115]	[57820068]
28_1614	chr1	212242251	212242651	+	1000	62.5	[7.408826, 10.276439]	[100, 158]	[]	[]	[212242425, 212242483]	[]
28_16140	chr19	980421	980821	+	871	32.0	[7.657809]	[182]	[]	[]	[980644]	[]
28_16149	chr19	11833316	11833716	+	813	32.0	[]	[]	[7.408826]	[142]	[]	[11833480]
28_1615	chr1	248825938	248826338	+	1000	62.5	[]	[]	[9.601446]	[130]	[]	[248826164]
28_1616	chr10	7252099	7252499	+	1000	62.5	[]	[]	[10.276439]	[125]	[]	[7252316]
28_16160	chr19	45178252	45178652	+	807	32.0	[9.601446]	[126]	[]	[]	[45178471]	[]
28_16179	chr2	10369767	10370167	+	800	32.0	[]	[]	[10.276439]	[140]	[]	[10369933]
28_16181	chr2	37231375	37231775	+	769	32.0	[9.601446]	[155]	[7.0441737]	[88]	[37231603]	[37231536]
28_16182	chr2	37877350	37877750	+	928	32.0	[7.0441737, 10.276439]	[166, 219]	[]	[]	[37877535, 37877588]	[]
28_16190	chr2	68122288	68122688	+	926	32.0	[10.276439, 7.408826]	[171, 201]	[]	[]	[68122495, 68122525]	[]
28_162	chr22	21947612	21948012	+	1000	141.5	[]	[]	[7.0441737]	[131]	[]	[21947831]
28_1620	chr12	23887393	23887793	+	1000	62.5	[10.276439]	[116]	[]	[]	[23887586]	[]
28_16207	chr2	169141836	169142236	+	943	32.0	[10.276439]	[207]	[]	[]	[169142080]	[]
28_16211	chr2	172557097	172557497	+	890	32.0	[7.408826]	[112]	[]	[]	[172557282]	[]
28_16217	chr2	191678894	191679294	+	930	32.0	[9.601446]	[118]	[]	[]	[191679065]	[]
28_16225	chr20	49276462	49276862	+	923	32.0	[]	[]	[7.408826]	[195]	[]	[49276669]
28_16226	chr20	49678966	49679366	+	939	32.0	[]	[]	[10.276439]	[112]	[]	[49679167]
28_16228	chr20	50691108	50691508	+	921	32.0	[7.657809]	[94]	[]	[]	[50691259]	[]
28_16236	chr21	36028477	36028877	+	734	32.0	[7.657809]	[184]	[]	[]	[36028701]	[]
28_16270	chr22	22731931	22732331	+	894	32.0	[]	[]	[10.276439]	[111]	[]	[22732120]
28_16281	chr22	42959765	42960165	+	896	32.0	[7.408826]	[64]	[]	[]	[42959917]	[]
28_16282	chr3	5126549	5126949	+	751	32.0	[10.276439]	[189]	[]	[]	[5126790]	[]
28_16287	chr3	15331058	15331458	+	876	32.0	[7.657809, 10.276439]	[139, 189]	[]	[]	[15331225, 15331275]	[]
28_16291	chr3	23804541	23804941	+	925	32.0	[]	[]	[10.276439, 10.276439]	[128, 172]	[]	[23804718, 23804762]
28_16299	chr3	43389742	43390142	+	841	32.0	[10.276439]	[166]	[9.601446, 7.0441737]	[84, 90]	[43389982]	[43389900, 43389906]
28_16314	chr3	170865325	170865725	+	726	32.0	[7.657809]	[160]	[]	[]	[170865547]	[]
28_16320	chr3	194404601	194405001	+	935	32.0	[9.601446]	[68]	[]	[]	[194404767]	[]
28_16321	chr4	1980984	1981384	+	791	32.0	[10.276439]	[150]	[7.408826]	[112]	[1981202]	[1981164]
28_16324	chr4	38605792	38606192	+	915	32.0	[7.0441737]	[150]	[]	[]	[38605973]	[]
28_16330	chr4	56467873	56468273	+	890	32.0	[7.657809]	[144]	[]	[]	[56468086]	[]
28_16333	chr4	86960606	86961006	+	923	32.0	[10.276439]	[109]	[]	[]	[86960780]	[]
28_16337	chr4	139178147	139178547	+	658	32.0	[10.276439]	[184]	[]	[]	[139178374]	[]
28_16338	chr4	139656604	139657004	+	902	32.0	[]	[]	[7.657809]	[193]	[]	[139656819]
28_16345	chr4	185039652	185040052	+	580	32.0	[7.408826]	[92]	[]	[]	[185039805]	[]
28_1635	chr3	24351646	24352046	+	1000	62.5	[10.276439]	[178]	[]	[]	[24351891]	[]
28_16370	chr5	179763001	179763401	+	801	32.0	[7.408826]	[207]	[7.0441737, 7.408826]	[146, 182]	[179763213]	[179763152, 179763188]
28_16377	chr6	6676872	6677272	+	887	32.0	[7.408826]	[209]	[]	[]	[6677106]	[]
28_16378	chr6	7468407	7468807	+	714	32.0	[7.0441737]	[129]	[]	[]	[7468582]	[]
28_1638	chr3	141331906	141332306	+	1000	62.5	[7.408826, 7.408826]	[77, 163]	[]	[]	[141332058, 141332144]	[]
28_16380	chr6	16126693	16127093	+	929	32.0	[]	[]	[7.657809]	[231]	[]	[16126927]
28_16389	chr6	35470127	35470527	+	812	32.0	[7.0441737]	[178]	[]	[]	[35470336]	[]
28_16392	chr6	43771996	43772396	+	843	32.0	[7.408826, 7.408826]	[133, 160]	[]	[]	[43772187, 43772214]	[]
28_16394	chr6	43933943	43934343	+	926	32.0	[7.408826]	[206]	[]	[]	[43934181]	[]
28_16405	chr6	100228580	100228980	+	750	32.0	[]	[]	[10.276439, 9.601446]	[100, 167]	[]	[100228759, 100228826]
28_16407	chr6	108782303	108782703	+	868	32.0	[7.0441737]	[149]	[]	[]	[108782478]	[]
28_16416	chr6	149719365	149719765	+	844	32.0	[]	[]	[7.408826]	[118]	[]	[149719573]
28_16422	chr6	169722532	169722932	+	912	32.0	[9.601446]	[132]	[]	[]	[169722692]	[]
28_16424	chr7	19709108	19709508	+	930	32.0	[10.276439]	[134]	[]	[]	[19709333]	[]
28_16428	chr7	23347764	23348164	+	926	32.0	[7.408826]	[80]	[]	[]	[23347937]	[]
28_16436	chr7	72925245	72925645	+	878	32.0	[]	[]	[9.601446]	[131]	[]	[72925469]
28_16462	chr7	130904253	130904653	+	931	32.0	[]	[]	[7.408826]	[150]	[]	[130904439]
28_16470	chr7	152463098	152463498	+	785	32.0	[7.0441737]	[136]	[]	[]	[152463258]	[]
28_16471	chr7	156891858	156892258	+	931	32.0	[10.276439]	[166]	[]	[]	[156892101]	[]
28_16477	chr8	41508367	41508767	+	873	32.0	[7.0441737]	[85]	[]	[]	[41508541]	[]
28_16480	chr8	66428715	66429115	+	838	32.0	[7.408826]	[184]	[]	[]	[66428957]	[]
28_16481	chr8	85973183	85973583	+	753	32.0	[]	[]	[7.408826, 7.0441737]	[178, 191]	[]	[85973378, 85973391]
28_16483	chr8	90196198	90196598	+	897	32.0	[]	[]	[7.0441737, 7.657809]	[189, 204]	[]	[90196395, 90196410]
28_165	chr6	31541672	31542072	+	1000	140.0	[]	[]	[10.276439]	[156]	[]	[31541917]
28_16500	chr9	83981586	83981986	+	846	32.0	[7.408826]	[109]	[]	[]	[83981775]	[]
28_16501	chr9	94181503	94181903	+	772	32.0	[]	[]	[7.408826, 7.0441737]	[117, 206]	[]	[94181656, 94181745]
28_16508	chr9	114493485	114493885	+	939	32.0	[10.276439]	[84]	[7.408826, 7.408826, 7.408826]	[151, 158, 173]	[114493644]	[114493711, 114493718, 114493733]
28_16512	chr9	123265515	123265915	+	894	32.0	[7.408826]	[230]	[]	[]	[123265749]	[]
28_16513	chr9	124594831	124595231	+	872	32.0	[7.408826]	[164]	[]	[]	[124595077]	[]
28_16543	chr1	9930049	9930449	+	730	31.5	[10.276439]	[213]	[]	[]	[9930298]	[]
28_16563	chr1	40222429	40222829	+	898	31.5	[]	[]	[7.657809]	[148]	[]	[40222620]
28_16572	chr1	53860832	53861232	+	839	31.5	[]	[]	[10.276439]	[133]	[]	[53861019]
28_16576	chr1	58815925	58816325	+	783	31.5	[10.276439]	[150]	[]	[]	[58816081]	[]
28_16584	chr1	99766370	99766770	+	868	31.5	[]	[]	[7.408826]	[142]	[]	[99766585]
28_16586	chr1	100439928	100440328	+	756	31.5	[]	[]	[7.408826]	[175]	[]	[100440163]
28_16599	chr1	151539740	151540140	+	605	31.5	[7.0441737]	[138]	[]	[]	[151539971]	[]
28_16602	chr1	156502820	156503220	+	904	31.5	[9.601446, 9.601446]	[147, 157]	[]	[]	[156503057, 156503067]	[]
28_16603	chr1	156601273	156601673	+	809	31.5	[]	[]	[9.601446, 9.601446]	[86, 128]	[]	[156601431, 156601473]
28_16614	chr1	180603386	180603786	+	899	31.5	[]	[]	[7.657809]	[140]	[]	[180603584]
28_16616	chr1	186212528	186212928	+	717	31.5	[]	[]	[7.657809]	[124]	[]	[186212752]
28_16633	chr1	243268119	243268519	+	904	31.5	[7.408826, 10.276439]	[192, 198]	[]	[]	[243268313, 243268319]	[]
28_16637	chr10	5441953	5442353	+	607	31.5	[10.276439]	[174]	[]	[]	[5442143]	[]
28_16649	chr10	50625636	50626036	+	845	31.5	[]	[]	[7.408826]	[88]	[]	[50625805]
28_16650	chr10	60434423	60434823	+	575	31.5	[]	[]	[7.657809, 7.657809, 10.276439]	[125, 168, 196]	[]	[60434588, 60434631, 60434659]
28_16657	chr10	72270993	72271393	+	893	31.5	[]	[]	[7.0441737]	[164]	[]	[72271225]
28_16668	chr10	119595330	119595730	+	901	31.5	[]	[]	[10.276439, 7.408826, 7.657809]	[120, 129, 157]	[]	[119595519, 119595528, 119595556]
28_16671	chr11	2781610	2782010	+	821	31.5	[10.276439]	[192]	[9.601446]	[148]	[2781828]	[2781784]
28_16699	chr11	95923321	95923721	+	888	31.5	[]	[]	[7.408826, 10.276439, 7.408826]	[107, 133, 156]	[]	[95923476, 95923502, 95923525]
28_167	chr2	90398350	90398750	+	1000	139.0	[]	[]	[7.657809, 7.657809, 7.657809, 7.657809, 7.657809]	[103, 113, 136, 149, 159]	[]	[90398534, 90398544, 90398567, 90398580, 90398590]
28_1670	chr11	70419993	70420393	+	1000	62.0	[7.408826]	[215]	[]	[]	[70420219]	[]
28_16704	chr12	6493962	6494362	+	879	31.5	[]	[]	[7.408826]	[201]	[]	[6494187]
28_16711	chr12	50167508	50167908	+	860	31.5	[]	[]	[7.657809]	[120]	[]	[50167727]
28_16712	chr12	50505641	50506041	+	867	31.5	[7.408826]	[150]	[]	[]	[50505870]	[]
28_16714	chr12	55738751	55739151	+	735	31.5	[7.0441737, 7.657809]	[106, 128]	[]	[]	[55738934, 55738956]	[]
28_16717	chr12	56337845	56338245	+	869	31.5	[]	[]	[7.657809]	[182]	[]	[56338071]
28_16720	chr12	57583103	57583503	+	794	31.5	[7.408826]	[94]	[]	[]	[57583283]	[]
28_16721	chr12	62602256	62602656	+	879	31.5	[]	[]	[9.601446]	[226]	[]	[62602500]
28_16723	chr12	68236562	68236962	+	915	31.5	[]	[]	[7.657809]	[124]	[]	[68236780]
28_16725	chr12	93570688	93571088	+	852	31.5	[]	[]	[10.276439, 10.276439]	[125, 136]	[]	[93570900, 93570911]
28_16745	chr13	114128973	114129373	+	890	31.5	[]	[]	[10.276439]	[115]	[]	[114129150]
28_16748	chr14	22822931	22823331	+	888	31.5	[]	[]	[10.276439]	[122]	[]	[22823117]
28_16750	chr14	23010316	23010716	+	885	31.5	[10.276439]	[149]	[]	[]	[23010544]	[]
28_16758	chr15	44853388	44853788	+	669	31.5	[10.276439]	[150]	[]	[]	[44853626]	[]
28_16760	chr15	50235876	50236276	+	544	31.5	[10.276439]	[211]	[]	[]	[50236122]	[]
28_16761	chr15	51162960	51163360	+	706	31.5	[7.657809]	[138]	[10.276439]	[210]	[51163118]	[51163190]
28_16763	chr15	59688332	59688732	+	644	31.5	[]	[]	[9.601446]	[72]	[]	[59688483]
28_16765	chr15	63050802	63051202	+	888	31.5	[10.276439]	[117]	[10.276439, 7.657809]	[78, 147]	[63051016]	[63050977, 63051046]
28_16771	chr15	90265228	90265628	+	887	31.5	[10.276439]	[191]	[10.276439]	[152]	[90265474]	[90265435]
28_16779	chr16	14486409	14486809	+	848	31.5	[]	[]	[7.657809]	[91]	[]	[14486591]
28_16785	chr16	46688374	46688774	+	834	31.5	[]	[]	[7.408826]	[124]	[]	[46688562]
28_16799	chr17	27893467	27893867	+	574	31.5	[7.408826]	[133]	[]	[]	[27893671]	[]
28_16808	chr17	42798324	42798724	+	738	31.5	[]	[]	[7.657809]	[190]	[]	[42798570]
28_16810	chr17	45150696	45151096	+	827	31.5	[]	[]	[10.276439]	[138]	[]	[45150921]
28_16811	chr17	47842972	47843372	+	823	31.5	[7.657809]	[62]	[]	[]	[47843125]	[]
28_16812	chr17	48501130	48501530	+	905	31.5	[]	[]	[7.408826]	[178]	[]	[48501329]
28_16815	chr17	57243117	57243517	+	743	31.5	[7.408826]	[98]	[7.657809]	[148]	[57243306]	[57243356]
28_16817	chr17	59762521	59762921	+	897	31.5	[]	[]	[10.276439]	[123]	[]	[59762698]
28_16822	chr17	75855493	75855893	+	895	31.5	[]	[]	[9.601446]	[112]	[]	[75855665]
28_16826	chr17_GL000205v2_random	57780	58180	+	835	31.5	[7.408826, 7.657809]	[115, 178]	[]	[]	[57966, 58029]	[]
28_1683	chr3	171876682	171877082	+	1000	62.0	[10.276439]	[119]	[]	[]	[171876883]	[]
28_16831	chr18	35143992	35144392	+	832	31.5	[10.276439]	[115]	[]	[]	[35144205]	[]
28_1684	chr3	177357456	177357856	+	1000	62.0	[]	[]	[10.276439, 10.276439]	[119, 134]	[]	[177357674, 177357689]
28_16849	chr19	14206890	14207290	+	688	31.5	[10.276439]	[167]	[7.408826]	[183]	[14207091]	[14207107]
28_1686	chr6	4941762	4942162	+	1000	62.0	[10.276439]	[127]	[7.408826]	[117]	[4941988]	[4941978]
28_16872	chr19	57389778	57390178	+	905	31.5	[]	[]	[9.601446]	[87]	[]	[57389954]
28_16877	chr2	24972087	24972487	+	739	31.5	[]	[]	[10.276439]	[132]	[]	[24972299]
28_1689	chr6	26031864	26032264	+	1000	62.0	[9.601446]	[146]	[7.408826, 7.408826]	[217, 222]	[26032031]	[26032102, 26032107]
28_16894	chr2	88055056	88055456	+	888	31.5	[7.408826]	[205]	[]	[]	[88055294]	[]
28_16896	chr2	88600049	88600449	+	889	31.5	[7.408826]	[184]	[]	[]	[88600236]	[]
28_16902	chr2	111416397	111416797	+	896	31.5	[]	[]	[7.408826, 7.657809]	[135, 155]	[]	[111416621, 111416641]
28_16903	chr2	112021654	112022054	+	881	31.5	[7.408826]	[122]	[]	[]	[112021826]	[]
28_16910	chr2	151619222	151619622	+	877	31.5	[9.601446]	[188]	[7.408826]	[156]	[151619472]	[151619440]
28_16911	chr2	152036894	152037294	+	878	31.5	[10.276439]	[125]	[]	[]	[152037065]	[]
28_16915	chr2	166344499	166344899	+	782	31.5	[]	[]	[10.276439]	[126]	[]	[166344714]
28_16929	chr2	176002337	176002737	+	594	31.5	[]	[]	[7.408826]	[186]	[]	[176002566]
28_1693	chr6	133701590	133701990	+	1000	62.0	[]	[]	[10.276439]	[118]	[]	[133701799]
28_16932	chr2	181742815	181743215	+	579	31.5	[10.276439]	[164]	[7.657809]	[102]	[181743060]	[181742998]
28_16940	chr20	5608449	5608849	+	879	31.5	[]	[]	[10.276439]	[124]	[]	[5608642]
28_16945	chr20	36048544	36048944	+	773	31.5	[7.408826]	[158]	[]	[]	[36048786]	[]
28_1696	chr7	56062383	56062783	+	1000	62.0	[]	[]	[7.408826]	[113]	[]	[56062592]
28_16980	chr22	20834943	20835343	+	853	31.5	[7.408826, 7.408826]	[124, 162]	[]	[]	[20835123, 20835161]	[]
28_1699	chr1	16266553	16266953	+	1000	61.5	[]	[]	[10.276439]	[88]	[]	[16266707]
28_16993	chr22	22703519	22703919	+	888	31.5	[]	[]	[10.276439]	[61]	[]	[22703678]
28_17	chr16	34588051	34588451	+	1000	583.5	[]	[]	[7.657809, 7.657809, 7.657809, 7.657809]	[80, 96, 106, 145]	[]	[34588230, 34588246, 34588256, 34588295]
28_17005	chr3	4867217	4867617	+	867	31.5	[7.657809]	[181]	[]	[]	[4867457]	[]
28_17021	chr3	65604737	65605137	+	715	31.5	[10.276439]	[155]	[7.657809]	[123]	[65604964]	[65604932]
28_17026	chr3	152268836	152269236	+	610	31.5	[7.0441737, 9.601446]	[83, 90]	[7.657809]	[108]	[152268994, 152269001]	[152269019]
28_17030	chr3	179258969	179259369	+	580	31.5	[7.408826]	[109]	[]	[]	[179259160]	[]
28_17034	chr3	185821001	185821401	+	875	31.5	[]	[]	[7.408826, 7.408826, 7.657809]	[167, 172, 244]	[]	[185821170, 185821175, 185821247]
28_17036	chr3	186784675	186785075	+	859	31.5	[7.0441737]	[116]	[7.657809]	[124]	[186784882]	[186784890]
28_17045	chr4	15479159	15479559	+	882	31.5	[]	[]	[7.0441737]	[192]	[]	[15479402]
28_17047	chr4	38673562	38673962	+	845	31.5	[9.601446]	[218]	[]	[]	[38673794]	[]
28_17049	chr4	48141143	48141543	+	827	31.5	[7.657809, 7.657809]	[87, 146]	[]	[]	[48141302, 48141361]	[]
28_17051	chr4	55949263	55949663	+	838	31.5	[10.276439]	[218]	[]	[]	[55949505]	[]
28_17053	chr4	70734567	70734967	+	659	31.5	[7.408826]	[173]	[]	[]	[70734753]	[]
28_17058	chr4	81786246	81786646	+	886	31.5	[7.408826]	[137]	[]	[]	[81786480]	[]
28_17059	chr4	85741845	85742245	+	836	31.5	[]	[]	[7.0441737]	[179]	[]	[85742074]
28_17060	chr4	87054372	87054772	+	756	31.5	[]	[]	[7.408826]	[207]	[]	[87054609]
28_17065	chr4	108972874	108973274	+	911	31.5	[]	[]	[10.276439, 10.276439]	[104, 126]	[]	[108973048, 108973070]
28_17070	chr4	146521479	146521879	+	884	31.5	[7.408826]	[141]	[]	[]	[146521691]	[]
28_17072	chr4	159105624	159106024	+	906	31.5	[7.408826]	[128]	[]	[]	[159105790]	[]
28_17074	chr5	10760130	10760530	+	893	31.5	[]	[]	[9.601446]	[101]	[]	[10760291]
28_17086	chr5	75512287	75512687	+	836	31.5	[]	[]	[7.408826]	[128]	[]	[75512495]
28_17087	chr5	80247082	80247482	+	894	31.5	[]	[]	[10.276439, 10.276439]	[180, 188]	[]	[80247280, 80247288]
28_17099	chr5	157544527	157544927	+	828	31.5	[]	[]	[7.657809]	[89]	[]	[157544706]
28_17100	chr5	163459268	163459668	+	884	31.5	[7.408826]	[95]	[]	[]	[163459456]	[]
28_17101	chr5	164360503	164360903	+	884	31.5	[7.657809]	[144]	[]	[]	[164360666]	[]
28_17110	chr6	14777941	14778341	+	922	31.5	[7.408826, 7.408826, 7.408826]	[108, 169, 194]	[]	[]	[14778095, 14778156, 14778181]	[]
28_17127	chr6	33197422	33197822	+	849	31.5	[]	[]	[7.408826]	[116]	[]	[33197584]
28_17131	chr6	36984591	36984991	+	898	31.5	[7.0441737]	[180]	[]	[]	[36984795]	[]
28_17140	chr6	43927960	43928360	+	800	31.5	[]	[]	[7.408826]	[126]	[]	[43928168]
28_17149	chr6	79868066	79868466	+	824	31.5	[7.408826]	[164]	[]	[]	[79868264]	[]
28_17150	chr6	89035879	89036279	+	832	31.5	[7.408826]	[138]	[]	[]	[89036106]	[]
28_17156	chr6	104941586	104941986	+	822	31.5	[]	[]	[7.408826, 7.408826, 7.0441737]	[66, 80, 121]	[]	[104941752, 104941766, 104941807]
28_17166	chr6	138001655	138002055	+	694	31.5	[7.657809]	[89]	[]	[]	[138001827]	[]
28_17177	chr6	166343169	166343569	+	870	31.5	[10.276439]	[108]	[]	[]	[166343354]	[]
28_17183	chr7	6691616	6692016	+	885	31.5	[10.276439]	[165]	[]	[]	[6691863]	[]
28_17184	chr7	16463806	16464206	+	903	31.5	[]	[]	[7.408826]	[172]	[]	[16463997]
28_172	chr11	114215885	114216285	+	1000	138.0	[10.276439, 10.276439]	[62, 129]	[]	[]	[114216042, 114216109]	[]
28_17203	chr7	96199441	96199841	+	878	31.5	[7.0441737]	[117]	[]	[]	[96199610]	[]
28_17211	chr7	123682543	123682943	+	897	31.5	[7.0441737]	[133]	[]	[]	[123682697]	[]
28_17221	chr7	139365441	139365841	+	862	31.5	[7.657809]	[158]	[7.657809]	[154]	[139365688]	[139365684]
28_17248	chr8	105633238	105633638	+	867	31.5	[7.408826, 10.276439]	[113, 129]	[]	[]	[105633424, 105633440]	[]
28_17254	chr8	130329835	130330235	+	679	31.5	[]	[]	[10.276439]	[163]	[]	[130330079]
28_17281	chr9	131020405	131020805	+	883	31.5	[7.657809]	[223]	[]	[]	[131020643]	[]
28_17293	chr1	8409368	8409768	+	619	31.0	[10.276439]	[189]	[]	[]	[8409579]	[]
28_17296	chr1	11550728	11551128	+	775	31.0	[]	[]	[10.276439]	[134]	[]	[11550926]
28_1730	chr3	46549265	46549665	+	1000	61.5	[7.408826]	[154]	[]	[]	[46549503]	[]
28_17304	chr1	16236401	16236801	+	803	31.0	[]	[]	[7.408826]	[135]	[]	[16236610]
28_17317	chr1	26541907	26542307	+	673	31.0	[7.408826]	[94]	[]	[]	[26542066]	[]
28_17329	chr1	52423622	52424022	+	761	31.0	[10.276439]	[159]	[]	[]	[52423812]	[]
28_17335	chr1	88595322	88595722	+	874	31.0	[7.408826]	[139]	[7.408826]	[155]	[88595539]	[88595555]
28_17351	chr1	154962114	154962514	+	866	31.0	[]	[]	[10.276439]	[145]	[]	[154962353]
28_17353	chr1	161610283	161610683	+	867	31.0	[7.408826]	[194]	[]	[]	[161610484]	[]
28_17362	chr1	186374579	186374979	+	813	31.0	[]	[]	[7.408826]	[95]	[]	[186374733]
