#PeakID(python identify_motif.py ./ENCODE_processed_files/FOSL1_idr.fa FOSL1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
46_17667	chr10	45404089	45404489	+	1000	56.0	[9.314332]	[177]	[6.770823]	[177]	[45404320]	[45404320]
46_17668	chr10	71638679	71639079	+	1000	56.0	[8.192566]	[119]	[]	[]	[71638832]	[]
46_17670	chr10	77247017	77247417	+	1000	56.0	[8.247404, 11.972782]	[72, 103]	[8.412937, 13.811987]	[72, 103]	[77247183, 77247214]	[77247183, 77247214]
46_17671	chr10	86959104	86959504	+	1000	56.0	[13.185543]	[111]	[11.060178]	[111]	[86959308]	[86959308]
46_17677	chr11	10568557	10568957	+	1000	56.0	[10.894309]	[139]	[8.619093]	[139]	[10568794]	[10568794]
46_1771	chr18	23354651	23355051	+	1000	219.0	[14.247998, 11.337273]	[105, 120]	[11.536771, 9.4802]	[105, 120]	[23354850, 23354865]	[23354850, 23354865]
46_17713	chr12	112419296	112419696	+	1000	56.0	[6.1712556, 6.1712556]	[125, 139]	[]	[]	[112419453, 112419467]	[]
46_17715	chr12	122362786	122363186	+	1000	56.0	[13.351411]	[80]	[15.626627]	[80]	[122362945]	[122362945]
46_17722	chr13	109698744	109699144	+	1000	56.0	[6.770823]	[131]	[9.314332]	[131]	[109698972]	[109698972]
46_17724	chr14	65006370	65006770	+	1000	56.0	[13.811987]	[152]	[11.972782]	[152]	[65006619]	[65006619]
46_17727	chr15	34708386	34708786	+	1000	56.0	[6.6049547, 6.5652514]	[83, 95]	[]	[]	[34708563, 34708575]	[]
46_17730	chr15	41981372	41981772	+	1000	56.0	[10.910327]	[123]	[13.335394]	[123]	[41981568]	[41981568]
46_17737	chr15	90361984	90362384	+	1000	56.0	[7.2474165]	[120]	[10.376787]	[120]	[90362190]	[90362190]
46_17738	chr16	229089	229489	+	1000	56.0	[11.520754]	[138]	[9.531697]	[138]	[229270]	[229270]
46_17748	chr16	81551455	81551855	+	1000	56.0	[7.935703]	[126]	[]	[]	[81551679]	[]
46_1775	chr3	196274592	196274992	+	1000	219.0	[13.351411]	[114]	[15.626627]	[114]	[196274801]	[196274801]
46_17751	chr16	84732914	84733314	+	1000	56.0	[10.910327]	[83]	[13.335394]	[83]	[84733090]	[84733090]
46_17756	chr17	30550439	30550839	+	1000	56.0	[10.910327]	[115]	[13.335394]	[115]	[30550652]	[30550652]
46_1776	chr6	3176729	3177129	+	1000	219.0	[12.433358]	[116]	[10.158142]	[116]	[3176938]	[3176938]
46_17764	chr17	57375736	57376136	+	1000	56.0	[8.619093]	[108]	[10.894309]	[108]	[57375936]	[57375936]
46_17765	chr17	57432599	57432999	+	1000	56.0	[11.520754]	[87]	[9.531697]	[87]	[57432772]	[57432772]
46_17774	chr17	76382988	76383388	+	1000	56.0	[9.245538]	[133]	[11.806913]	[133]	[76383197]	[76383197]
46_17779	chr18	629246	629646	+	1000	56.0	[7.9948344]	[122]	[7.693106]	[122]	[629463]	[629463]
46_1778	chr9	34992381	34992781	+	1000	219.0	[10.158142, 9.245538]	[90, 107]	[12.433358, 11.806913]	[90, 107]	[34992567, 34992584]	[34992567, 34992584]
46_1779	chr9	97922089	97922489	+	1000	219.0	[8.22585]	[126]	[]	[]	[97922308]	[]
46_17793	chr19	50728242	50728642	+	1000	56.0	[9.675097]	[203]	[7.1132793]	[203]	[50728491]	[50728491]
46_17798	chr2	27799174	27799574	+	1000	56.0	[11.536771]	[159]	[14.247998]	[159]	[27799362]	[27799362]
46_17803	chr2	48508365	48508765	+	1000	56.0	[7.693106]	[133]	[7.9948344]	[133]	[48508588]	[48508588]
46_17808	chr2	86217175	86217575	+	1000	56.0	[10.5189495, 9.373464]	[129, 175]	[7.322488, 9.507747]	[129, 175]	[86217376, 86217422]	[86217376, 86217422]
46_1781	chrX	123803457	123803857	+	1000	219.0	[11.060178]	[138]	[13.185543]	[138]	[123803664]	[123803664]
46_17810	chr2	102082999	102083399	+	1000	56.0	[13.335394]	[121]	[10.910327]	[121]	[102083211]	[102083211]
46_17813	chr2	144354911	144355311	+	1000	56.0	[10.04049]	[69]	[7.2976503]	[69]	[144355063]	[144355063]
46_17814	chr2	152611811	152612211	+	1000	56.0	[10.910327]	[98]	[13.335394]	[98]	[152612002]	[152612002]
46_17815	chr2	169584603	169585003	+	1000	56.0	[7.7492566]	[118]	[]	[]	[169584785]	[]
46_17819	chr2	190335048	190335448	+	1000	56.0	[9.507747]	[183]	[9.373464]	[183]	[190335250]	[190335250]
46_17821	chr2	215410844	215411244	+	1000	56.0	[14.247998, 14.247998]	[99, 137]	[11.536771, 11.536771]	[99, 137]	[215411022, 215411060]	[215411022, 215411060]
46_17824	chr20	53934355	53934755	+	1000	56.0	[9.799835]	[94]	[12.225017]	[94]	[53934531]	[53934531]
46_17830	chr21	42097782	42098182	+	1000	56.0	[10.910327]	[118]	[13.335394]	[118]	[42097995]	[42097995]
46_17837	chr22	22631285	22631685	+	1000	56.0	[7.376905]	[156]	[9.637747]	[156]	[22631531]	[22631531]
46_17842	chr3	4533702	4534102	+	1000	56.0	[8.325933]	[143]	[]	[]	[4533930]	[]
46_17844	chr3	5330475	5330875	+	1000	56.0	[10.158142]	[69]	[12.433358]	[69]	[5330628]	[5330628]
46_17845	chr3	10370434	10370834	+	1000	56.0	[11.520754]	[141]	[9.531697]	[141]	[10370649]	[10370649]
46_1785	chr1	153059261	153059661	+	1000	218.0	[9.245538]	[109]	[11.806913]	[109]	[153059460]	[153059460]
46_17852	chr3	45095319	45095719	+	1000	56.0	[7.7856965]	[171]	[6.458852]	[151]	[45095540]	[45095520]
46_17856	chr3	49500928	49501328	+	1000	56.0	[6.770823]	[163]	[9.314332]	[163]	[49501143]	[49501143]
46_1786	chr1	235011663	235012063	+	1000	218.0	[10.410377, 13.351411]	[87, 117]	[8.4212055, 15.626627]	[87, 117]	[235011833, 235011863]	[235011833, 235011863]
46_17862	chr3	116005403	116005803	+	1000	56.0	[8.619093]	[103]	[10.894309]	[103]	[116005601]	[116005601]
46_17864	chr3	150319879	150320279	+	1000	56.0	[11.972782]	[108]	[13.811987]	[108]	[150320072]	[150320072]
46_17866	chr3	152268872	152269272	+	1000	56.0	[7.8604574]	[83]	[]	[]	[152269026]	[]
46_17867	chr3	155196680	155197080	+	1000	56.0	[13.351411]	[103]	[15.626627]	[103]	[155196878]	[155196878]
46_17869	chr3	169914321	169914721	+	1000	56.0	[15.626627]	[108]	[13.351411]	[108]	[169914481]	[169914481]
46_17873	chr3	179760917	179761317	+	1000	56.0	[13.351411]	[113]	[15.626627]	[113]	[179761124]	[179761124]
46_17876	chr4	23930657	23931057	+	1000	56.0	[7.6834273, 7.3256807]	[115, 151]	[9.940776]	[115]	[23930849, 23930885]	[23930849]
46_17877	chr4	26787893	26788293	+	1000	56.0	[7.979266, 12.433358]	[104, 127]	[7.7086744, 10.158142]	[104, 127]	[26788057, 26788080]	[26788057, 26788080]
46_17880	chr4	40212855	40213255	+	1000	56.0	[15.626627]	[168]	[13.351411]	[168]	[40213094]	[40213094]
46_17888	chr4	119113188	119113588	+	1000	56.0	[13.811987]	[87]	[11.972782]	[87]	[119113365]	[119113365]
46_17894	chr4	173546740	173547140	+	1000	56.0	[7.6834273, 6.6477385]	[157, 184]	[9.940776]	[157]	[173546955, 173546982]	[173546955]
46_17895	chr5	3105151	3105551	+	1000	56.0	[15.626627]	[95]	[13.351411]	[95]	[3105341]	[3105341]
46_17901	chr5	81827528	81827928	+	1000	56.0	[11.79898]	[96]	[11.8145485, 7.935703]	[96, 147]	[81827701]	[81827701, 81827752]
46_17902	chr5	90965088	90965488	+	1000	56.0	[9.704563, 6.770823, 11.060178]	[81, 87, 138]	[7.2525406, 9.314332, 13.185543]	[81, 87, 138]	[90965262, 90965268, 90965319]	[90965262, 90965268, 90965319]
46_17903	chr5	96932761	96933161	+	1000	56.0	[6.15906]	[108]	[]	[]	[96932937]	[]
46_17909	chr5	139273945	139274345	+	1000	56.0	[]	[]	[7.231399]	[128]	[]	[139274162]
46_17910	chr5	143355722	143356122	+	1000	56.0	[10.158142]	[82]	[12.433358]	[82]	[143355890]	[143355890]
46_17912	chr5	151740290	151740690	+	1000	56.0	[10.435919]	[88]	[9.98434]	[88]	[151740465]	[151740465]
46_17918	chr6	3363281	3363681	+	1000	56.0	[13.351411]	[134]	[15.626627]	[134]	[3363490]	[3363490]
46_1792	chr17	81912727	81913127	+	1000	218.0	[11.536771]	[116]	[14.247998]	[116]	[81912941]	[81912941]
46_17921	chr6	12265770	12266170	+	1000	56.0	[13.185543]	[108]	[11.060178]	[108]	[12265954]	[12265954]
46_17922	chr6	12275073	12275473	+	1000	56.0	[13.351411]	[159]	[15.626627]	[159]	[12275290]	[12275290]
46_17923	chr6	13454591	13454991	+	1000	56.0	[11.536771]	[96]	[14.247998]	[96]	[13454756]	[13454756]
46_17926	chr6	14877104	14877504	+	1000	56.0	[11.972782]	[101]	[13.811987]	[101]	[14877301]	[14877301]
46_17934	chr6	35346565	35346965	+	1000	56.0	[13.185543]	[118]	[11.060178]	[118]	[35346749]	[35346749]
46_17939	chr6	47168255	47168655	+	1000	56.0	[]	[]	[7.0230985]	[103]	[]	[47168453]
46_17945	chr6	105553137	105553537	+	1000	56.0	[13.185543]	[140]	[11.060178]	[140]	[105553326]	[105553326]
46_17946	chr6	107211933	107212333	+	1000	56.0	[15.626627]	[100]	[13.351411]	[100]	[107212112]	[107212112]
46_17947	chr6	110874510	110874910	+	1000	56.0	[]	[]	[8.661861]	[111]	[]	[110874718]
46_17948	chr6	117677515	117677915	+	1000	56.0	[7.599406]	[75]	[]	[]	[117677682]	[]
46_17949	chr6	122712428	122712828	+	1000	56.0	[13.335394]	[139]	[10.910327]	[139]	[122712647]	[122712647]
46_17957	chr6	169214680	169215080	+	1000	56.0	[11.520754]	[150]	[9.531697]	[150]	[169214918]	[169214918]
46_17958	chr7	1044008	1044408	+	1000	56.0	[10.894309]	[140]	[8.619093]	[140]	[1044233]	[1044233]
46_1796	chr3	115790759	115791159	+	1000	218.0	[15.626627, 10.410377, 15.626627]	[98, 115, 140]	[13.351411, 8.4212055, 13.351411]	[98, 115, 140]	[115790940, 115790957, 115790982]	[115790940, 115790957, 115790982]
46_17964	chr7	32829438	32829838	+	1000	56.0	[11.755416]	[197]	[9.062057]	[197]	[32829675]	[32829675]
46_1797	chr5	119036125	119036525	+	1000	218.0	[9.799835, 10.047792, 10.910327, 13.351411]	[68, 77, 98, 123]	[12.225017, 7.691646, 13.335394, 15.626627]	[68, 77, 98, 123]	[119036281, 119036290, 119036311, 119036336]	[119036281, 119036290, 119036311, 119036336]
46_17970	chr7	92528486	92528886	+	1000	56.0	[6.5652514]	[146]	[]	[]	[92528730]	[]
46_17972	chr7	99103289	99103689	+	1000	56.0	[11.337273, 13.185543]	[139, 156]	[9.4802, 11.060178]	[139, 156]	[99103502, 99103519]	[99103502, 99103519]
46_17976	chr7	103119806	103120206	+	1000	56.0	[8.259117]	[104]	[]	[]	[103119963]	[]
46_17983	chr7	135748677	135749077	+	1000	56.0	[12.433358]	[120]	[10.158142]	[120]	[135748854]	[135748854]
46_17984	chr7	138186831	138187231	+	1000	56.0	[11.972782]	[97]	[13.811987]	[97]	[138187027]	[138187027]
46_18	chr18	22667942	22668342	+	1000	580.0	[13.351411, 14.247998]	[80, 92]	[15.626627, 11.536771]	[80, 92]	[22668122, 22668134]	[22668122, 22668134]
46_180	chr7	116465755	116466155	+	1000	403.0	[7.508601, 14.247998]	[87, 107]	[9.783932, 11.536771, 6.825211]	[87, 107, 149]	[116465933, 116465953]	[116465933, 116465953, 116465995]
46_18002	chr8	65596656	65597056	+	1000	56.0	[15.626627]	[140]	[13.351411]	[140]	[65596863]	[65596863]
46_18003	chr8	66925295	66925695	+	1000	56.0	[9.940776]	[126]	[7.6834273]	[126]	[66925490]	[66925490]
46_18009	chr8	125273849	125274249	+	1000	56.0	[9.999908]	[100]	[10.420351]	[100]	[125274039]	[125274039]
46_18010	chr8	129710420	129710820	+	1000	56.0	[11.060178]	[188]	[7.4133296, 13.185543]	[168, 188]	[129710665]	[129710645, 129710665]
46_18013	chr9	6757204	6757604	+	1000	56.0	[10.696422]	[144]	[8.13516]	[144]	[6757366]	[6757366]
46_18020	chr9	100098951	100099351	+	1000	56.0	[]	[]	[6.947411]	[118]	[]	[100099155]
46_18022	chr9	110066868	110067268	+	1000	56.0	[9.062057]	[116]	[11.755416]	[116]	[110067084]	[110067084]
46_18027	chrX	12974486	12974886	+	1000	56.0	[9.245538]	[83]	[11.806913]	[83]	[12974648]	[12974648]
46_1803	chr11	120124902	120125302	+	1000	217.0	[9.373464, 13.185543, 10.158142]	[100, 129, 164]	[9.507747, 11.060178, 12.433358]	[100, 129, 164]	[120125082, 120125111, 120125146]	[120125082, 120125111, 120125146]
46_18031	chrX	100643887	100644287	+	1000	56.0	[11.060178]	[107]	[13.185543]	[107]	[100644089]	[100644089]
46_18035	chr1	8097414	8097814	+	1000	55.0	[13.185543]	[72]	[11.060178]	[72]	[8097577]	[8097577]
46_1804	chr2	28276116	28276516	+	1000	217.0	[11.972782, 11.806913]	[99, 143]	[13.811987, 9.245538]	[99, 143]	[28276307, 28276351]	[28276307, 28276351]
46_18047	chr1	27342837	27343237	+	1000	55.0	[10.894309]	[102]	[8.619093]	[102]	[27343035]	[27343035]
46_18052	chr1	40450863	40451263	+	1000	55.0	[7.935703]	[154]	[6.488914]	[106]	[40451064]	[40451016]
46_18053	chr1	41200718	41201118	+	1000	55.0	[7.3608875]	[100]	[]	[]	[41200881]	[]
46_18056	chr1	46183193	46183593	+	1000	55.0	[9.523314]	[156]	[9.357896]	[156]	[46183434]	[46183434]
46_18057	chr1	47215699	47216099	+	1000	55.0	[9.9498005]	[120]	[12.075051]	[120]	[47215896]	[47215896]
46_18061	chr1	54542543	54542943	+	1000	55.0	[7.0866723, 13.335394]	[86, 117]	[10.910327]	[117]	[54542709, 54542740]	[54542740]
46_18062	chr1	54971357	54971757	+	1000	55.0	[11.8145485]	[180]	[11.79898]	[180]	[54971603]	[54971603]
46_18067	chr1	112704826	112705226	+	1000	55.0	[]	[]	[7.383864]	[64]	[]	[112704977]
46_18075	chr1	154272216	154272616	+	1000	55.0	[]	[]	[6.847221]	[174]	[]	[154272461]
46_18078	chr1	161307275	161307675	+	1000	55.0	[9.245538]	[157]	[11.806913]	[157]	[161307509]	[161307509]
46_18085	chr1	184366914	184367314	+	1000	55.0	[9.999908]	[153]	[10.420351]	[153]	[184367113]	[184367113]
46_18089	chr1	221738985	221739385	+	1000	55.0	[8.325933]	[139]	[]	[]	[221739184]	[]
46_1809	chr5	57383211	57383611	+	1000	217.0	[11.536771]	[161]	[14.247998]	[161]	[57383452]	[57383452]
46_18090	chr1	221994163	221994563	+	1000	55.0	[13.335394, 9.9498005]	[101, 136]	[10.910327, 12.075051]	[101, 136]	[221994323, 221994358]	[221994323, 221994358]
46_18092	chr1	228463655	228464055	+	1000	55.0	[6.1800203]	[142]	[]	[]	[228463892]	[]
46_1810	chr6	14728554	14728954	+	1000	217.0	[9.314332]	[105]	[6.770823]	[105]	[14728758]	[14728758]
46_18101	chr10	17123391	17123791	+	1000	55.0	[13.811987]	[95]	[11.972782]	[95]	[17123579]	[17123579]
46_1811	chr6	119129917	119130317	+	1000	217.0	[13.351411, 13.351411]	[82, 118]	[15.626627, 15.626627]	[82, 118]	[119130097, 119130133]	[119130097, 119130133]
46_18111	chr10	63084385	63084785	+	1000	55.0	[15.626627]	[97]	[13.351411]	[97]	[63084578]	[63084578]
46_18122	chr10	100364741	100365141	+	1000	55.0	[12.225017]	[112]	[9.799835]	[112]	[100364941]	[100364941]
46_18124	chr10	118482833	118483233	+	1000	55.0	[6.1695843]	[79]	[]	[]	[118483012]	[]
46_18128	chr11	12287881	12288281	+	1000	55.0	[11.972782]	[68]	[13.811987]	[68]	[12288048]	[12288048]
46_18130	chr11	34493512	34493912	+	1000	55.0	[11.536771]	[94]	[14.247998]	[94]	[34493701]	[34493701]
46_18137	chr11	60841847	60842247	+	1000	55.0	[]	[]	[6.847221]	[109]	[]	[60842027]
46_18141	chr11	64358859	64359259	+	1000	55.0	[10.894309]	[122]	[8.619093]	[122]	[64359079]	[64359079]
46_18146	chr11	68677413	68677813	+	1000	55.0	[9.245538]	[111]	[11.806913]	[111]	[68677608]	[68677608]
46_18147	chr11	72080588	72080988	+	1000	55.0	[]	[]	[7.517559]	[156]	[]	[72080833]
46_18154	chr11	95338415	95338815	+	1000	55.0	[]	[]	[6.228079]	[73]	[]	[95338584]
46_18158	chr11	124108122	124108522	+	1000	55.0	[9.062057]	[130]	[11.755416]	[130]	[124108352]	[124108352]
46_1816	chr11	57424732	57425132	+	1000	216.0	[13.335394]	[145]	[10.910327]	[145]	[57424967]	[57424967]
46_18161	chr11	129930324	129930724	+	1000	55.0	[9.4802]	[151]	[11.337273]	[151]	[129930571]	[129930571]
46_1817	chr12	93785206	93785606	+	1000	216.0	[8.13516, 11.536771, 6.458852]	[88, 116, 120]	[10.696422, 14.247998]	[88, 116]	[93785384, 93785412, 93785416]	[93785384, 93785412]
46_18174	chr12	52280298	52280698	+	1000	55.0	[]	[]	[8.22585]	[98]	[]	[52280469]
46_18178	chr12	92078200	92078600	+	1000	55.0	[11.806913]	[78]	[9.245538]	[78]	[92078367]	[92078367]
46_1818	chr13	28476159	28476559	+	1000	216.0	[12.433358, 9.464183]	[94, 105]	[10.158142, 6.6209717]	[94, 105]	[28476346, 28476357]	[28476346, 28476357]
46_18183	chr12	117487203	117487603	+	1000	55.0	[11.520754, 7.7086744, 10.910327]	[96, 112, 166]	[9.531697, 7.979266, 13.335394]	[96, 112, 166]	[117487373, 117487389, 117487443]	[117487373, 117487389, 117487443]
46_18184	chr12	119902105	119902505	+	1000	55.0	[10.894309]	[150]	[8.619093]	[150]	[119902351]	[119902351]
46_18186	chr13	23428134	23428534	+	1000	55.0	[10.910327]	[132]	[13.335394]	[132]	[23428356]	[23428356]
46_18188	chr13	30340515	30340915	+	1000	55.0	[13.185543, 9.388495]	[112, 148]	[11.060178, 7.3998814]	[112, 148]	[30340672, 30340708]	[30340672, 30340708]
46_18189	chr13	40164079	40164479	+	1000	55.0	[13.351411, 6.854523]	[173, 193]	[15.626627]	[173]	[40164290, 40164310]	[40164290]
46_1819	chr16	88264977	88265377	+	1000	216.0	[10.158142]	[120]	[12.433358]	[120]	[88265197]	[88265197]
46_18192	chr14	24429720	24430120	+	1000	55.0	[10.696422]	[143]	[8.13516]	[143]	[24429940]	[24429940]
46_18198	chr14	92586227	92586627	+	1000	55.0	[11.337273]	[66]	[9.4802]	[66]	[92586391]	[92586391]
46_182	chr5	76372580	76372980	+	1000	401.0	[11.060178, 15.626627]	[63, 110]	[13.185543, 13.351411]	[63, 110]	[76372739, 76372786]	[76372739, 76372786]
46_18202	chr15	33852474	33852874	+	1000	55.0	[14.247998]	[108]	[11.536771]	[108]	[33852665]	[33852665]
46_18210	chr15	65818916	65819316	+	1000	55.0	[]	[]	[7.7131166]	[179]	[]	[65819156]
46_18212	chr15	75335884	75336284	+	1000	55.0	[]	[]	[6.379597]	[113]	[]	[75336093]
46_18213	chr15	81023720	81024120	+	1000	55.0	[8.896188]	[84]	[7.1889668, 8.077866]	[84, 127]	[81023894]	[81023894, 81023937]
46_18215	chr15	88467252	88467652	+	1000	55.0	[6.1800203]	[170]	[]	[]	[88467495]	[]
46_18237	chr16	75402198	75402598	+	1000	55.0	[10.420351]	[98]	[9.999908]	[98]	[75402372]	[75402372]
46_18238	chr16	80569422	80569822	+	1000	55.0	[7.1301107]	[155]	[]	[]	[80569664]	[]
46_18239	chr16	81523402	81523802	+	1000	55.0	[6.1712556]	[104]	[]	[]	[81523605]	[]
46_18241	chr16	87485723	87486123	+	1000	55.0	[11.337273]	[150]	[9.4802]	[150]	[87485966]	[87485966]
46_18246	chr17	40850263	40850663	+	1000	55.0	[9.245538, 6.235713]	[131, 155]	[11.806913, 6.139215]	[131, 155]	[40850478, 40850502]	[40850478, 40850502]
46_1825	chr3	186259806	186260206	+	1000	216.0	[9.245538]	[113]	[11.806913]	[113]	[186260018]	[186260018]
46_18251	chr17	51640332	51640732	+	1000	55.0	[8.619093, 15.626627]	[55, 93]	[10.894309, 13.351411]	[55, 93]	[51640486, 51640524]	[51640486, 51640524]
46_18256	chr17	59565257	59565657	+	1000	55.0	[7.1301107]	[80]	[]	[]	[59565434]	[]
46_1827	chr4	38967243	38967643	+	1000	216.0	[15.626627]	[100]	[13.351411]	[100]	[38967427]	[38967427]
46_18271	chr18	67360122	67360522	+	1000	55.0	[15.626627]	[114]	[13.351411]	[114]	[67360310]	[67360310]
46_18285	chr19	39347313	39347713	+	1000	55.0	[9.783817]	[152]	[7.5087156]	[152]	[39347542]	[39347542]
46_18291	chr2	675917	676317	+	1000	55.0	[11.79898]	[110]	[11.8145485, 7.0230985]	[110, 131]	[676073]	[676073, 676094]
46_18292	chr2	3558168	3558568	+	1000	55.0	[8.22585]	[116]	[]	[]	[3558359]	[]
46_183	chr8	125664427	125664827	+	1000	401.0	[9.245538, 13.811987]	[57, 117]	[11.806913, 8.077866, 11.972782]	[57, 66, 117]	[125664583, 125664643]	[125664583, 125664592, 125664643]
46_1830	chr6	8083277	8083677	+	1000	216.0	[10.158142]	[154]	[6.4070673, 12.433358]	[94, 154]	[8083514]	[8083454, 8083514]
46_18302	chr2	96148457	96148857	+	1000	55.0	[9.531697]	[96]	[11.520754]	[96]	[96148652]	[96148652]
46_1831	chr7	50197579	50197979	+	1000	216.0	[13.351411, 10.894309]	[71, 126]	[15.626627, 8.619093]	[71, 126]	[50197732, 50197787]	[50197732, 50197787]
46_18311	chr2	204541593	204541993	+	1000	55.0	[9.314332, 8.233152]	[138, 173]	[6.770823, 6.313017]	[138, 173]	[204541802, 204541837]	[204541802, 204541837]
46_18313	chr2	230416023	230416423	+	1000	55.0	[8.619093]	[97]	[10.894309]	[97]	[230416174]	[230416174]
46_18314	chr20	5514161	5514561	+	1000	55.0	[10.696422]	[128]	[8.13516]	[128]	[5514377]	[5514377]
46_18315	chr20	9218596	9218996	+	1000	55.0	[15.626627]	[171]	[13.351411]	[171]	[9218817]	[9218817]
46_18319	chr20	33789588	33789988	+	1000	55.0	[9.357896, 13.185543]	[94, 145]	[9.523314, 11.060178]	[94, 145]	[33789778, 33789829]	[33789778, 33789829]
46_1832	chr7	142809240	142809640	+	1000	216.0	[11.536771]	[107]	[14.247998]	[107]	[142809438]	[142809438]
46_18320	chr20	35875491	35875891	+	1000	55.0	[11.806913]	[136]	[9.245538]	[136]	[35875710]	[35875710]
46_18322	chr20	38083646	38084046	+	1000	55.0	[6.6049547, 7.322488]	[80, 118]	[10.5189495]	[118]	[38083821, 38083859]	[38083859]
46_18323	chr20	38854743	38855143	+	1000	55.0	[10.910327]	[182]	[7.3465133, 6.4444776, 13.335394]	[128, 132, 182]	[38854992]	[38854938, 38854942, 38854992]
46_18328	chr21	34548987	34549387	+	1000	55.0	[13.335394]	[121]	[10.910327]	[121]	[34549204]	[34549204]
46_18329	chr21	35395726	35396126	+	1000	55.0	[11.79898]	[118]	[11.8145485]	[118]	[35395935]	[35395935]
46_18334	chr22	21457125	21457525	+	1000	55.0	[10.158142]	[111]	[12.433358]	[111]	[21457317]	[21457317]
46_18335	chr22	22070253	22070653	+	1000	55.0	[10.894309]	[117]	[8.619093, 7.279962]	[117, 155]	[22070414]	[22070414, 22070452]
46_18345	chr3	17339288	17339688	+	1000	55.0	[9.37329]	[114]	[7.2959795]	[114]	[17339465]	[17339465]
46_1835	chrX	131565856	131566256	+	1000	216.0	[9.986708]	[132]	[7.5617204]	[132]	[131566074]	[131566074]
46_18350	chr3	51539470	51539870	+	1000	55.0	[]	[]	[7.5586495]	[166]	[]	[51539680]
46_18351	chr3	58260395	58260795	+	1000	55.0	[11.536771]	[102]	[14.247998]	[102]	[58260589]	[58260589]
46_18352	chr3	72169562	72169962	+	1000	55.0	[6.1695843]	[159]	[]	[]	[72169805]	[]
46_18354	chr3	124587089	124587489	+	1000	55.0	[13.185543]	[190]	[11.060178]	[190]	[124587320]	[124587320]
46_18356	chr3	129490310	129490710	+	1000	55.0	[]	[]	[8.227716]	[117]	[]	[129490507]
46_1836	chr1	156126292	156126692	+	1000	215.0	[11.806913]	[94]	[9.245538]	[94]	[156126480]	[156126480]
46_18360	chr3	152026248	152026648	+	1000	55.0	[9.314332]	[97]	[6.770823]	[97]	[152026440]	[152026440]
46_18361	chr3	172635553	172635953	+	1000	55.0	[15.626627]	[105]	[13.351411]	[105]	[172635729]	[172635729]
46_18362	chr3	183265905	183266305	+	1000	55.0	[8.101571, 7.7086744]	[149, 162]	[9.522633, 7.979266]	[149, 162]	[183266125, 183266138]	[183266125, 183266138]
46_18367	chr4	80006901	80007301	+	1000	55.0	[6.1712556]	[166]	[]	[]	[80007145]	[]
46_18369	chr4	98794531	98794931	+	1000	55.0	[9.245538]	[155]	[11.806913]	[155]	[98794767]	[98794767]
46_18381	chr5	96565852	96566252	+	1000	55.0	[9.245538]	[108]	[11.806913]	[108]	[96566051]	[96566051]
46_18386	chr5	126961583	126961983	+	1000	55.0	[11.060178]	[221]	[13.185543]	[221]	[126961822]	[126961822]
46_18390	chr5	142828889	142829289	+	1000	55.0	[7.5087156]	[115]	[9.783817]	[115]	[142829088]	[142829088]
46_18391	chr5	143191746	143192146	+	1000	55.0	[10.894309]	[135]	[8.619093]	[135]	[143191949]	[143191949]
46_18392	chr5	148973029	148973429	+	1000	55.0	[11.806913]	[150]	[9.245538]	[150]	[148973255]	[148973255]
46_18396	chr5	160165075	160165475	+	1000	55.0	[]	[]	[6.413076]	[126]	[]	[160165294]
46_18398	chr5	169706737	169707137	+	1000	55.0	[7.9948344]	[124]	[7.693106]	[124]	[169706931]	[169706931]
46_18399	chr5	179620858	179621258	+	1000	55.0	[7.2474165]	[144]	[10.376787]	[144]	[179621054]	[179621054]
46_1841	chr11	12167022	12167422	+	1000	215.0	[15.626627]	[104]	[13.351411]	[104]	[12167217]	[12167217]
46_18419	chr6	34472415	34472815	+	1000	55.0	[10.158142]	[105]	[12.433358]	[105]	[34472616]	[34472616]
46_18424	chr6	43687459	43687859	+	1000	55.0	[13.811987]	[123]	[11.972782]	[123]	[43687659]	[43687659]
46_18428	chr6	75735890	75736290	+	1000	55.0	[8.227716, 12.075051]	[106, 142]	[9.9498005]	[142]	[75736057, 75736093]	[75736093]
46_18432	chr6	135191605	135192005	+	1000	55.0	[7.08223]	[144]	[7.066662]	[144]	[135191779]	[135191779]
46_18451	chr7	92642188	92642588	+	1000	55.0	[9.062057, 9.9498005]	[83, 102]	[11.755416, 12.075051]	[83, 102]	[92642359, 92642378]	[92642359, 92642378]
46_1846	chr15	34217593	34217993	+	1000	215.0	[15.626627]	[103]	[6.7068706, 13.351411]	[93, 103]	[34217793]	[34217783, 34217793]
46_18465	chr8	10818896	10819296	+	1000	55.0	[11.806913]	[80]	[9.245538]	[80]	[10819074]	[10819074]
46_18466	chr8	11902170	11902570	+	1000	55.0	[]	[]	[6.854523]	[137]	[]	[11902343]
46_18467	chr8	21914845	21915245	+	1000	55.0	[11.536771]	[106]	[14.247998]	[106]	[21915042]	[21915042]
46_18471	chr8	29341141	29341541	+	1000	55.0	[9.531697]	[143]	[11.520754, 6.4444776]	[143, 147]	[29341378]	[29341378, 29341382]
46_18473	chr8	37521380	37521780	+	1000	55.0	[9.314332]	[176]	[6.770823]	[176]	[37521620]	[37521620]
