#PeakID(python identify_motif.py ./ENCODE_processed_files/IRF2_idr.fa IRF2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
642_1553	chr10	91198770	91199170	+	1000	92.0	[]	[]	[12.521293, 5.7271333]	[106, 112]	[]	[91198976, 91198982]
642_15532	chr15	40081597	40081997	+	1000	33.0	[10.130272]	[152]	[5.863081]	[128]	[40081840]	[40081816]
642_15533	chr15	40104767	40105167	+	1000	33.0	[]	[]	[4.457846]	[134]	[]	[40104995]
642_15539	chr15	44817809	44818209	+	1000	33.0	[10.006039, 10.006039]	[61, 89]	[]	[]	[44817966, 44817994]	[]
642_15540	chr15	52677608	52678008	+	1000	33.0	[]	[]	[3.2771003]	[179]	[]	[52677847]
642_15541	chr15	56886844	56887244	+	1000	33.0	[]	[]	[6.7129197, 5.863081]	[121, 127]	[]	[56887023, 56887029]
642_15543	chr15	58048188	58048588	+	1000	33.0	[18.919323]	[165]	[]	[]	[58048418]	[]
642_15552	chr15	74461569	74461969	+	1000	33.0	[3.5372808]	[176]	[]	[]	[74461811]	[]
642_15555	chr15	81107848	81108248	+	1000	33.0	[5.863081]	[75]	[]	[]	[81108014]	[]
642_15558	chr15	85707393	85707793	+	640	33.0	[]	[]	[16.66425, 3.6080077]	[114, 120]	[]	[85707603, 85707609]
642_15568	chr16	11126364	11126764	+	1000	33.0	[3.3478272]	[95]	[3.3478272]	[168]	[11126536]	[11126609]
642_15570	chr16	20806614	20807014	+	1000	33.0	[]	[]	[10.006039]	[72]	[]	[20806785]
642_15579	chr16	47449716	47450116	+	937	33.0	[3.3478272]	[152]	[18.919323, 12.521293]	[134, 140]	[47449932]	[47449914, 47449920]
642_15582	chr16	54930334	54930734	+	862	33.0	[4.3336134, 12.261112]	[109, 185]	[]	[]	[54930507, 54930583]	[]
642_15602	chr17	27544561	27544961	+	607	33.0	[3.3478272]	[123]	[3.6080077]	[102]	[27544756]	[27544735]
642_15603	chr17	28724930	28725330	+	1000	33.0	[5.7271333]	[137]	[]	[]	[28725109]	[]
642_15616	chr17	40322445	40322845	+	1000	33.0	[5.9873137]	[120]	[]	[]	[40322631]	[]
642_15617	chr17	42378978	42379378	+	739	33.0	[]	[]	[5.6029005, 13.246898]	[167, 173]	[]	[42379206, 42379212]
642_15618	chr17	42843375	42843775	+	902	33.0	[]	[]	[3.3478272]	[142]	[]	[42843610]
642_15622	chr17	46942508	46942908	+	951	33.0	[5.863081]	[70]	[]	[]	[46942674]	[]
642_1563	chr17	39754365	39754765	+	1000	92.0	[]	[]	[10.006039]	[148]	[]	[39754608]
642_1565	chr17	59155206	59155606	+	1000	92.0	[]	[]	[10.266219]	[135]	[]	[59155423]
642_15650	chr18	9476232	9476632	+	1000	33.0	[]	[]	[3.6080077]	[148]	[]	[9476387]
642_15654	chr18	34871453	34871853	+	1000	33.0	[16.66425]	[107]	[]	[]	[34871638]	[]
642_15659	chr19	1876008	1876408	+	986	33.0	[]	[]	[5.6029005]	[118]	[]	[1876188]
642_1566	chr17	80832812	80833212	+	1000	92.0	[]	[]	[12.261112, 12.521293]	[125, 131]	[]	[80833035, 80833041]
642_15668	chr19	8050750	8051150	+	1000	33.0	[4.3336134]	[115]	[]	[]	[8050962]	[]
642_1567	chr18	59900753	59901153	+	1000	92.0	[]	[]	[10.266219]	[126]	[]	[59900973]
642_15687	chr19	45075222	45075622	+	1000	33.0	[10.006039]	[104]	[]	[]	[45075413]	[]
642_1569	chr19	56140791	56141191	+	1000	92.0	[]	[]	[3.3478272]	[156]	[]	[56141041]
642_15702	chr2	290018	290418	+	792	33.0	[4.3336134]	[105]	[4.457846, 6.5886865]	[160, 168]	[290205]	[290260, 290268]
642_15704	chr2	12492986	12493386	+	1000	33.0	[]	[]	[12.261112]	[180]	[]	[12493234]
642_15709	chr2	26970175	26970575	+	1000	33.0	[4.3336134]	[119]	[]	[]	[26970370]	[]
642_15715	chr2	42196511	42196911	+	863	33.0	[6.5886865]	[204]	[]	[]	[42196726]	[]
642_15716	chr2	42913416	42913816	+	1000	33.0	[4.593794]	[226]	[]	[]	[42913657]	[]
642_15727	chr2	65366663	65367063	+	904	33.0	[4.3336134, 5.863081]	[143, 150]	[3.3478272]	[175]	[65366851, 65366858]	[65366883]
642_1573	chr22	21866735	21867135	+	1000	92.0	[3.6080077]	[167]	[]	[]	[21866947]	[]
642_15746	chr2	144458528	144458928	+	1000	33.0	[]	[]	[12.521293]	[97]	[]	[144458720]
642_15747	chr2	148646028	148646428	+	1000	33.0	[]	[]	[3.3478272, 5.3194]	[201, 207]	[]	[148646240, 148646246]
642_15762	chr2	229740447	229740847	+	1000	33.0	[]	[]	[12.521293]	[104]	[]	[229740640]
642_15764	chr2	233566562	233566962	+	1000	33.0	[3.3478272]	[91]	[]	[]	[233566714]	[]
642_15768	chr20	23350476	23350876	+	994	33.0	[12.261112]	[95]	[]	[]	[23350657]	[]
642_15772	chr20	37693759	37694159	+	1000	33.0	[]	[]	[3.3478272]	[151]	[]	[37693990]
642_15777	chr20	41116269	41116669	+	812	33.0	[]	[]	[3.3478272]	[125]	[]	[41116473]
642_1578	chr6	26494076	26494476	+	1000	92.0	[10.266219]	[80]	[3.7322407]	[156]	[26494249]	[26494325]
642_15782	chr20	49219165	49219565	+	1000	33.0	[3.3478272]	[133]	[]	[]	[49219390]	[]
642_15790	chr20	62121584	62121984	+	1000	33.0	[10.991825]	[87]	[]	[]	[62121758]	[]
642_15798	chr21	37208034	37208434	+	1000	33.0	[4.3336134]	[114]	[]	[]	[37208207]	[]
642_158	chr7	93117892	93118292	+	1000	423.0	[]	[]	[12.521293, 7.7509656]	[125, 131]	[]	[93118105, 93118111]
642_1580	chr6	136647484	136647884	+	1000	92.0	[]	[]	[12.521293]	[108]	[]	[136647690]
642_15819	chr22	20781105	20781505	+	1000	33.0	[6.5886865]	[112]	[]	[]	[20781301]	[]
642_1583	chr7	151243343	151243743	+	1000	92.0	[16.66425, 5.6029005]	[125, 131]	[]	[]	[151243551, 151243557]	[]
642_1584	chr9	130863606	130864006	+	1000	92.0	[]	[]	[4.4393797]	[125]	[]	[130863805]
642_15845	chr22	22187163	22187563	+	948	33.0	[3.3478272]	[152]	[]	[]	[22187366]	[]
642_15864	chr22	29040683	29041083	+	1000	33.0	[3.3478272]	[89]	[]	[]	[29040843]	[]
642_15867	chr22	37803110	37803510	+	983	33.0	[4.4393797, 5.863081]	[177, 194]	[3.3478272]	[165]	[37803317, 37803334]	[37803305]
642_15878	chr3	15205638	15206038	+	1000	33.0	[3.3478272]	[142]	[]	[]	[15205795]	[]
642_15879	chr3	15804430	15804830	+	1000	33.0	[3.3478272]	[142]	[]	[]	[15804651]	[]
642_1588	chr1	193059210	193059610	+	1000	91.0	[5.9873137]	[164]	[]	[]	[193059457]	[]
642_15887	chr3	44323323	44323723	+	1000	33.0	[]	[]	[5.4251657]	[68]	[]	[44323481]
642_15888	chr3	44712401	44712801	+	583	33.0	[]	[]	[5.863081]	[171]	[]	[44712649]
642_159	chr6	26401968	26402368	+	1000	422.0	[]	[]	[10.266219]	[97]	[]	[26402165]
642_1590	chr1	245953834	245954234	+	1000	91.0	[7.7509656, 18.919323, 5.6029005, 10.266219]	[81, 94, 100, 118]	[]	[]	[245954006, 245954019, 245954025, 245954043]	[]
642_15901	chr3	138594314	138594714	+	1000	33.0	[]	[]	[5.6029005]	[181]	[]	[138594516]
642_1591	chr12	21655560	21655960	+	1000	91.0	[7.7509656, 10.266219, 10.006039]	[82, 88, 105]	[]	[]	[21655737, 21655743, 21655760]	[]
642_15913	chr3	181700416	181700816	+	754	33.0	[]	[]	[12.261112]	[156]	[]	[181700658]
642_15926	chr4	38662085	38662485	+	1000	33.0	[]	[]	[4.457846]	[128]	[]	[38662259]
642_15931	chr4	51844540	51844940	+	1000	33.0	[6.5886865]	[166]	[]	[]	[51844749]	[]
642_15938	chr4	83011006	83011406	+	865	33.0	[]	[]	[3.3478272]	[161]	[]	[83011220]
642_1595	chr15	41402327	41402727	+	1000	91.0	[3.3478272]	[121]	[]	[]	[41402539]	[]
642_1596	chr15	45637524	45637924	+	1000	91.0	[16.66425, 5.863081]	[71, 77]	[]	[]	[45637691, 45637697]	[]
642_15962	chr5	39137713	39138113	+	1000	33.0	[5.6029005]	[183]	[]	[]	[39137954]	[]
642_15963	chr5	39224051	39224451	+	1000	33.0	[3.3478272, 13.246898]	[151, 174]	[]	[]	[39224244, 39224267]	[]
642_15976	chr5	82165828	82166228	+	940	33.0	[]	[]	[3.3478272]	[91]	[]	[82165988]
642_15977	chr5	82388913	82389313	+	1000	33.0	[]	[]	[3.6080077]	[205]	[]	[82389163]
642_15979	chr5	98905837	98906237	+	573	33.0	[3.3478272]	[104]	[3.3478272]	[129]	[98906010]	[98906035]
642_15980	chr5	109742931	109743331	+	1000	33.0	[]	[]	[18.919323, 7.7509656]	[141, 175]	[]	[109743129, 109743163]
642_1600	chr19	1383642	1384042	+	1000	91.0	[5.6029005]	[60]	[5.863081]	[89]	[1383793]	[1383822]
642_16005	chr6	558091	558491	+	1000	33.0	[16.66425]	[113]	[]	[]	[558303]	[]
642_16019	chr6	18262910	18263310	+	758	33.0	[]	[]	[6.848867]	[213]	[]	[18263157]
642_16027	chr6	28218546	28218946	+	973	33.0	[]	[]	[4.3336134]	[177]	[]	[28218782]
642_16029	chr6	30396818	30397218	+	1000	33.0	[5.6029005]	[117]	[]	[]	[30397030]	[]
642_16035	chr6	33414509	33414909	+	1000	33.0	[]	[]	[3.6080077]	[145]	[]	[33414724]
642_16048	chr6	57221967	57222367	+	1000	33.0	[]	[]	[12.3853445]	[105]	[]	[57222155]
642_16056	chr6	90466417	90466817	+	932	33.0	[4.3336134]	[146]	[]	[]	[90466628]	[]
642_1607	chr3	15630150	15630550	+	1000	91.0	[18.919323]	[150]	[]	[]	[15630391]	[]
642_16074	chr6	146880981	146881381	+	935	33.0	[3.6080077]	[219]	[3.3478272]	[194]	[146881202]	[146881177]
642_16076	chr6	150335221	150335621	+	932	33.0	[3.4720602]	[199]	[]	[]	[150335422]	[]
642_16078	chr6	151014317	151014717	+	869	33.0	[]	[]	[3.3478272]	[72]	[]	[151014487]
642_1608	chr5	65624859	65625259	+	1000	91.0	[3.6080077, 5.6029005, 4.3336134]	[117, 123, 162]	[]	[]	[65625057, 65625063, 65625102]	[]
642_16089	chr7	16465536	16465936	+	953	33.0	[]	[]	[3.3478272, 5.6029005]	[76, 145]	[]	[16465709, 16465778]
642_16093	chr7	26200441	26200841	+	990	33.0	[3.3478272]	[133]	[]	[]	[26200643]	[]
642_16096	chr7	65980690	65981090	+	1000	33.0	[]	[]	[3.3478272]	[207]	[]	[65980892]
642_16098	chr7	66740309	66740709	+	1000	33.0	[]	[]	[3.3478272]	[166]	[]	[66740537]
642_161	chr5	177300248	177300648	+	1000	418.0	[]	[]	[12.521293, 5.9873137]	[109, 115]	[]	[177300454, 177300460]
642_16115	chr7	106600344	106600744	+	1000	33.0	[7.7509656]	[140]	[]	[]	[106600505]	[]
642_16120	chr7	111532065	111532465	+	1000	33.0	[]	[]	[3.3478272]	[145]	[]	[111532279]
642_16121	chr7	113087322	113087722	+	1000	33.0	[]	[]	[3.3478272]	[166]	[]	[113087516]
642_16123	chr7	120725368	120725768	+	1000	33.0	[]	[]	[3.6080077]	[192]	[]	[120725608]
642_16124	chr7	121024154	121024554	+	1000	33.0	[]	[]	[7.7509656]	[147]	[]	[121024365]
642_16127	chr7	123682626	123683026	+	1000	33.0	[7.7509656]	[79]	[]	[]	[123682789]	[]
642_16129	chr7	129298278	129298678	+	1000	33.0	[]	[]	[10.006039]	[143]	[]	[129298500]
642_1614	chr7	123727867	123728267	+	1000	91.0	[]	[]	[5.6029005, 16.66425]	[112, 118]	[]	[123728072, 123728078]
642_1616	chr9	6931958	6932358	+	1000	91.0	[13.246898]	[118]	[]	[]	[6932156]	[]
642_16177	chr8	52713063	52713463	+	786	33.0	[6.694453]	[157]	[]	[]	[52713310]	[]
642_16181	chr8	89848221	89848621	+	930	33.0	[3.3478272]	[223]	[]	[]	[89848448]	[]
642_1619	chr11	83286262	83286662	+	1000	90.0	[3.4720602]	[113]	[3.3478272]	[150]	[83286437]	[83286474]
642_16194	chr8	143597194	143597594	+	1000	33.0	[3.3478272]	[222]	[]	[]	[143597436]	[]
642_16197	chr9	36400087	36400487	+	1000	33.0	[]	[]	[5.6029005]	[151]	[]	[36400294]
642_16199	chr9	37146492	37146892	+	1000	33.0	[3.3478272]	[129]	[]	[]	[37146703]	[]
642_16203	chr9	91948103	91948503	+	1000	33.0	[3.4720602]	[95]	[]	[]	[91948280]	[]
642_16211	chr9	107341038	107341438	+	1000	33.0	[5.6029005, 3.3478272]	[208, 220]	[]	[]	[107341251, 107341263]	[]
642_16238	chr9	132406685	132407085	+	1000	33.0	[5.6029005]	[114]	[]	[]	[132406840]	[]
642_16249	chrX	110318285	110318685	+	1000	33.0	[13.246898, 4.3336134]	[95, 126]	[]	[]	[110318475, 110318506]	[]
642_16251	chrX	123860469	123860869	+	1000	33.0	[3.3478272, 12.521293]	[89, 95]	[]	[]	[123860652, 123860658]	[]
642_16263	chr1	10066933	10067333	+	1000	32.0	[]	[]	[3.4720602]	[144]	[]	[10067162]
642_16271	chr1	20575229	20575629	+	863	32.0	[5.6029005]	[153]	[]	[]	[20575477]	[]
642_16273	chr1	23657717	23658117	+	997	32.0	[5.6029005]	[81]	[]	[]	[23657884]	[]
642_16274	chr1	23964841	23965241	+	1000	32.0	[4.457846]	[160]	[]	[]	[23965061]	[]
642_16285	chr1	31100790	31101190	+	1000	32.0	[5.863081]	[89]	[]	[]	[31100953]	[]
642_16287	chr1	32741281	32741681	+	913	32.0	[]	[]	[6.5886865]	[169]	[]	[32741497]
642_16292	chr1	39213834	39214234	+	1000	32.0	[]	[]	[3.3478272, 3.3478272]	[124, 128]	[]	[39214017, 39214021]
642_16298	chr1	40694346	40694746	+	1000	32.0	[]	[]	[14.409177]	[173]	[]	[40694595]
642_16302	chr1	43834741	43835141	+	941	32.0	[5.7271333]	[232]	[]	[]	[43834978]	[]
642_16311	chr1	47424359	47424759	+	618	32.0	[3.3478272]	[100]	[]	[]	[47424542]	[]
642_16312	chr1	51469372	51469772	+	811	32.0	[6.694453]	[130]	[]	[]	[51469527]	[]
642_16320	chr1	52726947	52727347	+	1000	32.0	[]	[]	[4.3336134]	[152]	[]	[52727170]
642_16322	chr1	58781737	58782137	+	811	32.0	[]	[]	[3.4720602]	[189]	[]	[58781961]
642_16323	chr1	65309685	65310085	+	1000	32.0	[5.7271333]	[136]	[]	[]	[65309862]	[]
642_16335	chr1	89821538	89821938	+	1000	32.0	[]	[]	[3.3478272]	[109]	[]	[89821735]
642_16339	chr1	100266002	100266402	+	1000	32.0	[]	[]	[12.261112]	[214]	[]	[100266238]
642_16343	chr1	109394334	109394734	+	1000	32.0	[]	[]	[5.863081]	[154]	[]	[109394557]
642_16346	chr1	110783354	110783754	+	1000	32.0	[12.3853445]	[192]	[5.3194]	[160]	[110783556]	[110783524]
642_16358	chr1	155909943	155910343	+	1000	32.0	[3.3478272]	[183]	[]	[]	[155910150]	[]
642_1636	chr4	70688166	70688566	+	1000	90.0	[]	[]	[3.3478272]	[96]	[]	[70688362]
642_16374	chr1	167819923	167820323	+	724	32.0	[]	[]	[4.593794]	[124]	[]	[167820108]
642_16379	chr1	173866586	173866986	+	1000	32.0	[4.3336134, 5.6029005, 3.4720602]	[158, 172, 186]	[]	[]	[173866800, 173866814, 173866828]	[]
642_16395	chr1	206106523	206106923	+	1000	32.0	[3.2771003]	[90]	[]	[]	[206106676]	[]
642_16396	chr1	206590405	206590805	+	1000	32.0	[]	[]	[3.3478272]	[105]	[]	[206590571]
642_164	chr11	63536598	63536998	+	1000	416.0	[4.593794, 18.919323, 13.246898]	[90, 96, 102]	[]	[]	[63536780, 63536786, 63536792]	[]
642_16417	chr1	229270414	229270814	+	1000	32.0	[3.3478272]	[128]	[]	[]	[229270616]	[]
642_16420	chr1	231242324	231242724	+	1000	32.0	[]	[]	[12.521293]	[93]	[]	[231242499]
642_16421	chr1	233112770	233113170	+	587	32.0	[5.6029005]	[123]	[]	[]	[233112985]	[]
642_16424	chr1	234978810	234979210	+	1000	32.0	[]	[]	[6.5886865]	[177]	[]	[234978992]
642_16434	chr10	21528918	21529318	+	1000	32.0	[3.3478272]	[138]	[]	[]	[21529101]	[]
642_16435	chr10	22230281	22230681	+	958	32.0	[5.6029005]	[151]	[3.6080077]	[163]	[22230499]	[22230511]
642_16449	chr10	41852128	41852528	+	628	32.0	[]	[]	[3.6080077]	[127]	[]	[41852355]
642_16456	chr10	48981453	48981853	+	965	32.0	[]	[]	[10.006039]	[200]	[]	[48981678]
642_1646	chr9	68747049	68747449	+	1000	90.0	[6.1232615]	[147]	[]	[]	[68747287]	[]
642_16467	chr10	74244011	74244411	+	1000	32.0	[10.266219, 5.6029005]	[178, 184]	[]	[]	[74244253, 74244259]	[]
642_1647	chr9	130825222	130825622	+	1000	90.0	[]	[]	[3.3478272]	[244]	[]	[130825469]
642_16474	chr10	95907289	95907689	+	1000	32.0	[6.848867]	[107]	[]	[]	[95907493]	[]
642_16481	chr11	723201	723601	+	1000	32.0	[3.4720602, 18.919323]	[101, 107]	[]	[]	[723376, 723382]	[]
642_16490	chr11	45843154	45843554	+	1000	32.0	[5.863081]	[200]	[]	[]	[45843398]	[]
642_16493	chr11	57644723	57645123	+	568	32.0	[3.3478272]	[174]	[]	[]	[57644935]	[]
642_1650	chr1	54053289	54053689	+	1000	89.0	[3.3478272]	[140]	[]	[]	[54053527]	[]
642_16505	chr11	65614077	65614477	+	1000	32.0	[]	[]	[16.66425]	[114]	[]	[65614290]
642_16517	chr11	73964291	73964691	+	679	32.0	[]	[]	[5.6029005]	[82]	[]	[73964444]
642_16527	chr11	95066966	95067366	+	995	32.0	[4.457846]	[114]	[]	[]	[95067153]	[]
642_16540	chr12	4215204	4215604	+	573	32.0	[]	[]	[12.521293]	[102]	[]	[4215382]
642_16547	chr12	43805500	43805900	+	1000	32.0	[]	[]	[10.006039]	[186]	[]	[43805690]
642_16548	chr12	45989606	45990006	+	1000	32.0	[]	[]	[8.949526]	[166]	[]	[45989832]
642_1655	chr10	45580428	45580828	+	1000	89.0	[10.266219]	[110]	[16.66425]	[151]	[45580615]	[45580656]
642_1656	chr10	61830728	61831128	+	1000	89.0	[16.66425, 3.3478272]	[73, 113]	[]	[]	[61830893, 61830933]	[]
642_16562	chr12	54261971	54262371	+	1000	32.0	[3.4720602]	[224]	[]	[]	[54262217]	[]
642_16575	chr12	96401096	96401496	+	801	32.0	[]	[]	[6.5886865, 4.3336134]	[119, 125]	[]	[96401260, 96401266]
642_16577	chr12	98644722	98645122	+	1000	32.0	[5.863081]	[198]	[]	[]	[98644970]	[]
642_1658	chr11	14657073	14657473	+	1000	89.0	[3.5372808, 6.848867, 4.3336134]	[130, 136, 145]	[]	[]	[14657300, 14657306, 14657315]	[]
642_16583	chr12	109461006	109461406	+	1000	32.0	[]	[]	[6.5886865]	[108]	[]	[109461208]
642_1659	chr15	42273990	42274390	+	1000	89.0	[]	[]	[5.863081]	[123]	[]	[42274201]
642_16595	chr13	41054143	41054543	+	1000	32.0	[3.3478272]	[116]	[]	[]	[41054354]	[]
642_16596	chr13	48817161	48817561	+	1000	32.0	[3.3478272, 18.919323]	[90, 96]	[]	[]	[48817338, 48817344]	[]
642_16597	chr13	50126218	50126618	+	673	32.0	[3.6080077]	[217]	[]	[]	[50126447]	[]
642_16605	chr13	90697111	90697511	+	944	32.0	[3.4720602]	[160]	[]	[]	[90697304]	[]
642_1661	chr16	30922343	30922743	+	1000	89.0	[]	[]	[6.848867, 3.3478272, 4.457846]	[68, 109, 133]	[]	[30922505, 30922546, 30922570]
642_16619	chr14	23327991	23328391	+	958	32.0	[7.8751984]	[74]	[]	[]	[23328151]	[]
642_16620	chr14	34043662	34044062	+	1000	32.0	[6.5886865, 10.006039]	[92, 149]	[]	[]	[34043835, 34043892]	[]
642_16623	chr14	58749253	58749653	+	1000	32.0	[]	[]	[5.863081]	[90]	[]	[58749438]
642_16639	chr15	66369768	66370168	+	897	32.0	[4.3336134]	[177]	[]	[]	[66369968]	[]
642_16645	chr15	72231182	72231582	+	1000	32.0	[]	[]	[6.5886865]	[91]	[]	[72231367]
642_16646	chr15	72232218	72232618	+	1000	32.0	[5.7271333]	[115]	[18.919323]	[163]	[72232379]	[72232427]
642_16656	chr15	89017384	89017784	+	1000	32.0	[5.6029005]	[123]	[]	[]	[89017570]	[]
642_16658	chr15	90598128	90598528	+	737	32.0	[]	[]	[3.3478272]	[86]	[]	[90598310]
642_16666	chr16	8572911	8573311	+	953	32.0	[]	[]	[3.6080077]	[116]	[]	[8573066]
642_1667	chr3	15098984	15099384	+	1000	89.0	[5.863081]	[112]	[]	[]	[15099173]	[]
642_1668	chr5	220012	220412	+	1000	89.0	[]	[]	[4.3336134, 5.863081, 4.593794]	[103, 109, 115]	[]	[220209, 220215, 220221]
642_16689	chr16	75764155	75764555	+	568	32.0	[]	[]	[4.593794]	[82]	[]	[75764326]
642_16695	chr16	85086704	85087104	+	1000	32.0	[]	[]	[5.863081]	[165]	[]	[85086950]
642_167	chr14	58245050	58245450	+	1000	413.0	[12.521293, 6.5886865]	[86, 92]	[5.6029005]	[61]	[58245235, 58245241]	[58245210]
642_16711	chr17	29370087	29370487	+	1000	32.0	[3.3478272, 4.3336134]	[61, 136]	[]	[]	[29370241, 29370316]	[]
642_16731	chr17	49764103	49764503	+	556	32.0	[]	[]	[6.5886865, 3.6080077, 3.3478272]	[135, 207, 208]	[]	[49764256, 49764328, 49764329]
642_16736	chr17	60526004	60526404	+	1000	32.0	[3.3478272]	[78]	[]	[]	[60526163]	[]
642_1674	chr7	41704996	41705396	+	1000	89.0	[]	[]	[13.246898, 12.261112]	[109, 115]	[]	[41705200, 41705206]
642_16742	chr17	75109828	75110228	+	1000	32.0	[]	[]	[4.593794]	[157]	[]	[75110057]
642_1675	chr7	76318647	76319047	+	1000	89.0	[]	[]	[10.266219]	[81]	[]	[76318825]
642_16751	chr17	81034998	81035398	+	772	32.0	[]	[]	[5.6029005, 3.3478272]	[78, 84]	[]	[81035159, 81035165]
642_16763	chr18	75057148	75057548	+	1000	32.0	[]	[]	[10.266219]	[123]	[]	[75057364]
642_16781	chr19	14439985	14440385	+	959	32.0	[6.5886865]	[139]	[]	[]	[14440212]	[]
642_16820	chr19	57599733	57600133	+	599	32.0	[]	[]	[3.3478272]	[140]	[]	[57599916]
642_16822	chr2	12287078	12287478	+	1000	32.0	[10.266219]	[108]	[]	[]	[12287245]	[]
642_16824	chr2	25878487	25878887	+	840	32.0	[5.6029005]	[178]	[]	[]	[25878724]	[]
642_16827	chr2	27628814	27629214	+	1000	32.0	[]	[]	[3.2771003]	[123]	[]	[27629005]
642_16828	chr2	28753269	28753669	+	959	32.0	[3.3478272, 5.6029005]	[122, 159]	[]	[]	[28753436, 28753473]	[]
642_16831	chr2	33477653	33478053	+	703	32.0	[6.694453]	[150]	[3.3478272]	[246]	[33477804]	[33477900]
642_16839	chr2	60756172	60756572	+	1000	32.0	[5.6029005, 6.5886865]	[143, 180]	[]	[]	[60756358, 60756395]	[]
642_1684	chr2	11744112	11744512	+	1000	88.0	[3.3478272]	[134]	[]	[]	[11744341]	[]
642_16844	chr2	68122282	68122682	+	928	32.0	[]	[]	[5.6029005]	[83]	[]	[68122454]
642_16853	chr2	88600056	88600456	+	660	32.0	[3.3478272]	[127]	[]	[]	[88600214]	[]
642_16860	chr2	112784224	112784624	+	1000	32.0	[3.4720602]	[57]	[]	[]	[112784380]	[]
642_16863	chr2	119218739	119219139	+	1000	32.0	[3.4720602, 3.3478272]	[135, 142]	[]	[]	[119218973, 119218980]	[]
642_16864	chr2	144456544	144456944	+	1000	32.0	[]	[]	[3.2771003]	[215]	[]	[144456791]
642_16880	chr2	178450109	178450509	+	1000	32.0	[12.261112]	[100]	[12.261112]	[137]	[178450273]	[178450310]
642_16881	chr2	183037070	183037470	+	569	32.0	[3.3478272]	[191]	[]	[]	[183037280]	[]
642_16893	chr20	10622490	10622890	+	921	32.0	[3.6080077]	[82]	[]	[]	[10622666]	[]
642_16896	chr20	23419904	23420304	+	1000	32.0	[7.8751984]	[92]	[18.919323]	[74]	[23420094]	[23420076]
642_16914	chr21	31667902	31668302	+	920	32.0	[]	[]	[6.5886865, 18.919323, 8.736752]	[105, 111, 117]	[]	[31668089, 31668095, 31668101]
642_16928	chr21	45439263	45439663	+	874	32.0	[]	[]	[12.261112]	[113]	[]	[45439417]
642_16934	chr22	19110903	19111303	+	1000	32.0	[5.6029005]	[126]	[]	[]	[19111123]	[]
642_16940	chr22	19427445	19427845	+	716	32.0	[3.3478272]	[178]	[]	[]	[19427655]	[]
642_16945	chr22	19960555	19960955	+	769	32.0	[]	[]	[3.3478272]	[141]	[]	[19960721]
642_16947	chr22	20116124	20116524	+	936	32.0	[]	[]	[3.6080077]	[113]	[]	[20116324]
642_16954	chr22	20671330	20671730	+	984	32.0	[]	[]	[7.7509656]	[126]	[]	[20671524]
642_16957	chr22	20889020	20889420	+	933	32.0	[4.3336134]	[157]	[]	[]	[20889253]	[]
642_1697	chr3	43288379	43288779	+	1000	88.0	[18.919323]	[95]	[]	[]	[43288572]	[]
642_16981	chr22	22493408	22493808	+	1000	32.0	[3.3478272]	[94]	[]	[]	[22493570]	[]
642_1699	chr4	83455823	83456223	+	1000	88.0	[5.6029005, 3.3478272]	[136, 147]	[]	[]	[83456055, 83456066]	[]
642_16992	chr22	23159194	23159594	+	1000	32.0	[]	[]	[3.4720602]	[181]	[]	[23159418]
642_17	chr8	89983881	89984281	+	1000	704.0	[10.266219]	[86]	[]	[]	[89984067]	[]
642_1700	chr5	98215879	98216279	+	1000	88.0	[]	[]	[18.919323, 10.006039]	[119, 125]	[]	[98216085, 98216091]
642_17017	chr3	40310801	40311201	+	894	32.0	[4.593794, 4.3336134]	[172, 198]	[]	[]	[40311026, 40311052]	[]
642_17030	chr3	69739137	69739537	+	972	32.0	[]	[]	[3.3478272]	[103]	[]	[69739323]
642_17031	chr3	71062909	71063309	+	1000	32.0	[]	[]	[6.694453]	[91]	[]	[71063077]
642_17036	chr3	124730297	124730697	+	1000	32.0	[]	[]	[3.6080077]	[147]	[]	[124730530]
642_1704	chr7	99505047	99505447	+	1000	88.0	[]	[]	[5.863081]	[161]	[]	[99505295]
642_17049	chr3	154323439	154323839	+	1000	32.0	[4.4393797]	[218]	[5.3194]	[125]	[154323686]	[154323593]
642_17057	chr3	182365071	182365471	+	933	32.0	[]	[]	[3.3478272, 3.7322407, 7.7509656]	[90, 107, 165]	[]	[182365236, 182365253, 182365311]
642_17074	chr4	8468738	8469138	+	776	32.0	[]	[]	[3.6080077]	[148]	[]	[8468974]
642_17080	chr4	74320392	74320792	+	1000	32.0	[]	[]	[10.266219]	[93]	[]	[74320581]
642_17093	chr4	153466417	153466817	+	1000	32.0	[13.246898]	[153]	[]	[]	[153466617]	[]
642_17095	chr4	158671120	158671520	+	802	32.0	[5.6029005, 4.593794]	[170, 180]	[]	[]	[158671336, 158671346]	[]
642_17101	chr5	34655515	34655915	+	869	32.0	[]	[]	[4.3336134]	[136]	[]	[34655678]
642_17104	chr5	65926341	65926741	+	1000	32.0	[]	[]	[7.7509656]	[155]	[]	[65926555]
642_17114	chr5	98954428	98954828	+	808	32.0	[3.7322407]	[195]	[]	[]	[98954653]	[]
