#PeakID(python scan_motif.py ./ENCODE_processed_files/PKNOX1_idr.fa PKNOX1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
36_13995	chr14	61342984	61343384	+	780	97.0	[9.112087]	[108]	[]	[]	[61343144]	[]
36_13997	chr15	58405552	58405952	+	922	97.0	[]	[]	[13.296596]	[142]	[]	[58405770]
36_13999	chr15	92904013	92904413	+	1000	97.0	[9.336362]	[129]	[]	[]	[92904223]	[]
36_14	chr15	84631204	84631604	+	1000	1196.5	[]	[]	[10.388675]	[78]	[]	[84631381]
36_140	chr19	45370467	45370867	+	1000	887.0	[]	[]	[10.419522, 10.813077]	[94, 98]	[]	[45370661, 45370665]
36_1400	chr6	37222681	37223081	+	1000	581.0	[11.785644, 7.657629]	[100, 112]	[]	[]	[37222881, 37222893]	[]
36_14001	chr17	39972186	39972586	+	1000	97.0	[9.136437, 12.082027]	[92, 96]	[]	[]	[39972377, 39972381]	[]
36_14002	chr17	56350628	56351028	+	984	97.0	[]	[]	[14.610782]	[87]	[]	[56350811]
36_14003	chr18	1488307	1488707	+	913	97.0	[]	[]	[14.610782]	[109]	[]	[1488503]
36_14005	chr18	6929746	6930146	+	899	97.0	[]	[]	[7.5943837]	[126]	[]	[6929934]
36_14006	chr19	816546	816946	+	819	97.0	[]	[]	[8.284322, 8.907162]	[165, 193]	[]	[816703, 816731]
36_14008	chr19	7656991	7657391	+	859	97.0	[]	[]	[12.082027, 10.711831]	[104, 108]	[]	[7657192, 7657196]
36_14009	chr2	226791513	226791913	+	1000	97.0	[10.821276]	[108]	[]	[]	[226791713]	[]
36_1401	chr10	72935382	72935782	+	1000	580.5	[9.263231]	[88]	[12.172607]	[103]	[72935567]	[72935582]
36_14011	chr20	53129523	53129923	+	1000	97.0	[]	[]	[12.91743]	[111]	[]	[53129725]
36_14016	chr22	21734860	21735260	+	975	97.0	[]	[]	[12.213435]	[117]	[]	[21735050]
36_14017	chr22	23510176	23510576	+	794	97.0	[]	[]	[12.172607]	[137]	[]	[23510405]
36_14019	chr22	39898957	39899357	+	756	97.0	[]	[]	[9.336362, 14.959101]	[98, 102]	[]	[39899151, 39899155]
36_1402	chr10	97498649	97499049	+	1000	580.5	[14.492824]	[96]	[]	[]	[97498844]	[]
36_14020	chr22	41049216	41049616	+	1000	97.0	[7.2228217]	[132]	[]	[]	[41049433]	[]
36_14021	chr22	46604418	46604818	+	734	97.0	[]	[]	[8.416778]	[153]	[]	[46604645]
36_14022	chr3	19866763	19867163	+	1000	97.0	[]	[]	[7.1979733]	[108]	[]	[19866966]
36_14023	chr3	114056520	114056920	+	1000	97.0	[8.50106]	[129]	[]	[]	[114056746]	[]
36_14027	chr4	10330327	10330727	+	1000	97.0	[11.351634, 10.053806]	[115, 158]	[9.758735]	[144]	[10330512, 10330555]	[10330541]
36_14028	chr5	76197118	76197518	+	1000	97.0	[11.785644]	[107]	[]	[]	[76197322]	[]
36_1403	chr19	48780693	48781093	+	1000	580.5	[]	[]	[8.0269785]	[93]	[]	[48780885]
36_14032	chr5	139198102	139198502	+	1000	97.0	[7.978272]	[97]	[]	[]	[139198286]	[]
36_14033	chr5	150350555	150350955	+	1000	97.0	[12.135462]	[152]	[]	[]	[150350789]	[]
36_14034	chr5	150595422	150595822	+	1000	97.0	[]	[]	[7.59214]	[113]	[]	[150595623]
36_14035	chr6	15533669	15534069	+	1000	97.0	[]	[]	[14.492824]	[122]	[]	[15533879]
36_14036	chr6	28497318	28497718	+	1000	97.0	[]	[]	[12.213435, 11.459053]	[99, 120]	[]	[28497490, 28497511]
36_14039	chr6	125703884	125704284	+	1000	97.0	[13.296596]	[142]	[7.2170777]	[132]	[125704122]	[125704112]
36_14040	chr6	144284703	144285103	+	828	97.0	[13.520257]	[126]	[]	[]	[144284906]	[]
36_14041	chr7	25557379	25557779	+	978	97.0	[14.492824]	[100]	[]	[]	[25557564]	[]
36_14042	chr7	44856983	44857383	+	1000	97.0	[]	[]	[8.391615]	[106]	[]	[44857178]
36_14043	chr8	9152357	9152757	+	938	97.0	[10.76784]	[117]	[]	[]	[9152563]	[]
36_14046	chr8	143895441	143895841	+	991	97.0	[8.152741]	[166]	[14.492824]	[93]	[143895689]	[143895616]
36_14047	chr9	98117910	98118310	+	1000	97.0	[]	[]	[9.692398]	[168]	[]	[98118141]
36_1405	chr10	69211128	69211528	+	1000	580.0	[11.964068]	[114]	[10.053806]	[101]	[69211341]	[69211328]
36_14051	chrX	3029037	3029437	+	1000	97.0	[7.63498, 13.520257]	[124, 128]	[]	[]	[3029245, 3029249]	[]
36_14052	chrX	110157453	110157853	+	732	97.0	[11.351634]	[70]	[]	[]	[110157604]	[]
36_14054	chr1	2166218	2166618	+	1000	96.5	[14.492824]	[95]	[]	[]	[2166393]	[]
36_14057	chr1	27943404	27943804	+	993	96.5	[]	[]	[7.592575]	[141]	[]	[27943625]
36_14058	chr1	28062866	28063266	+	1000	96.5	[]	[]	[7.3646345]	[126]	[]	[28063069]
36_14059	chr1	29868951	29869351	+	995	96.5	[7.0489435, 8.875516]	[100, 104]	[7.48246]	[73]	[29869147, 29869151]	[29869120]
36_1406	chr3	4533738	4534138	+	1000	580.0	[12.082027]	[102]	[8.569473]	[122]	[4533938]	[4533958]
36_14064	chr1	203639016	203639416	+	999	96.5	[8.832022]	[164]	[]	[]	[203639251]	[]
36_14065	chr1	248859470	248859870	+	1000	96.5	[]	[]	[8.122609, 7.1693687]	[121, 134]	[]	[248859673, 248859686]
36_14068	chr11	9936749	9937149	+	1000	96.5	[8.391301]	[97]	[10.827915]	[113]	[9936938]	[9936954]
36_1407	chr4	40265221	40265621	+	1000	580.0	[]	[]	[14.492824]	[113]	[]	[40265429]
36_14070	chr11	75334308	75334708	+	1000	96.5	[12.082027]	[102]	[]	[]	[75334477]	[]
36_14071	chr11	82893561	82893961	+	974	96.5	[14.492824]	[118]	[]	[]	[82893767]	[]
36_14072	chr12	1661549	1661949	+	1000	96.5	[]	[]	[12.948277]	[148]	[]	[1661771]
36_14075	chr12	121391843	121392243	+	970	96.5	[8.817093]	[132]	[9.214431]	[157]	[121392022]	[121392047]
36_14077	chr14	57150436	57150836	+	1000	96.5	[]	[]	[14.959101]	[125]	[]	[57150654]
36_14078	chr14	76993788	76994188	+	971	96.5	[10.053806]	[194]	[]	[]	[76994037]	[]
36_14079	chr15	42992620	42993020	+	778	96.5	[8.605968]	[62]	[14.610782]	[98]	[42992780]	[42992816]
36_1408	chr6	44477271	44477671	+	1000	580.0	[11.459053]	[104]	[9.3400135]	[82]	[44477475]	[44477453]
36_14080	chr15	82210047	82210447	+	874	96.5	[]	[]	[7.7539153]	[151]	[]	[82210287]
36_14082	chr16	23901284	23901684	+	632	96.5	[8.047822]	[116]	[]	[]	[23901499]	[]
36_14084	chr16	50659246	50659646	+	1000	96.5	[9.692398]	[107]	[7.1636424]	[106]	[50659452]	[50659451]
36_14085	chr17	29433460	29433860	+	1000	96.5	[]	[]	[11.382482]	[113]	[]	[29433670]
36_14088	chr19	1037805	1038205	+	951	96.5	[8.99568]	[144]	[12.948277, 8.829581]	[122, 126]	[1038022]	[1038000, 1038004]
36_1409	chr7	1768818	1769218	+	1000	580.0	[12.48378]	[58]	[]	[]	[1768973]	[]
36_14090	chr19	10492143	10492543	+	1000	96.5	[]	[]	[7.4202857]	[117]	[]	[10492352]
36_14093	chr2	10343124	10343524	+	609	96.5	[]	[]	[11.136967]	[125]	[]	[10343294]
36_14096	chr2	99787741	99788141	+	801	96.5	[7.995231, 9.606707]	[109, 113]	[]	[]	[99787943, 99787947]	[]
36_14098	chr2	197011973	197012373	+	1000	96.5	[13.044986]	[118]	[]	[]	[197012187]	[]
36_141	chr22	37844308	37844708	+	1000	887.0	[14.610782, 9.336362]	[94, 98]	[]	[]	[37844501, 37844505]	[]
36_1410	chr19	1275281	1275681	+	1000	579.5	[14.610782]	[128]	[]	[]	[1275499]	[]
36_14101	chr22	39902855	39903255	+	1000	96.5	[14.610782]	[110]	[]	[]	[39903056]	[]
36_14103	chr3	9731203	9731603	+	1000	96.5	[]	[]	[7.09704]	[126]	[]	[9731360]
36_14106	chr3	42811437	42811837	+	920	96.5	[]	[]	[7.9442024]	[112]	[]	[42811595]
36_14107	chr3	100404127	100404527	+	1000	96.5	[]	[]	[12.430346]	[118]	[]	[100404338]
36_14109	chr3	197353135	197353535	+	1000	96.5	[12.799472, 8.668286, 8.668286, 14.610782]	[142, 148, 154, 175]	[]	[]	[197353332, 197353338, 197353344, 197353365]	[]
36_1411	chr19	17616888	17617288	+	1000	579.5	[]	[]	[14.959101]	[97]	[]	[17617077]
36_14110	chr4	37002616	37003016	+	1000	96.5	[]	[]	[14.492824, 8.668286]	[89, 142]	[]	[37002798, 37002851]
36_14112	chr5	105033645	105034045	+	1000	96.5	[9.191207, 8.786245]	[186, 225]	[]	[]	[105033846, 105033885]	[]
36_14113	chr5	111530388	111530788	+	969	96.5	[]	[]	[9.256888]	[273]	[]	[111530603]
36_14114	chr5	124808972	124809372	+	866	96.5	[]	[]	[10.388675]	[98]	[]	[124809155]
36_14118	chr6	34740656	34741056	+	1000	96.5	[]	[]	[10.838625]	[198]	[]	[34740871]
36_14119	chr6	37501893	37502293	+	1000	96.5	[10.364809, 7.117401]	[99, 144]	[]	[]	[37502074, 37502119]	[]
36_1412	chr6	31815143	31815543	+	1000	579.0	[]	[]	[8.684296]	[168]	[]	[31815294]
36_14122	chr7	132846073	132846473	+	884	96.5	[]	[]	[12.213435]	[105]	[]	[132846273]
36_14124	chr7	150911882	150912282	+	1000	96.5	[]	[]	[14.959101]	[119]	[]	[150912086]
36_14125	chr8	144473724	144474124	+	1000	96.5	[10.482768, 8.302331]	[120, 124]	[]	[]	[144473933, 144473937]	[]
36_14126	chr9	14531793	14532193	+	726	96.5	[8.210917]	[98]	[]	[]	[14531961]	[]
36_14127	chr9	124388717	124389117	+	829	96.5	[]	[]	[7.0765295]	[87]	[]	[124388886]
36_1413	chrX	11111027	11111427	+	1000	578.5	[13.520257]	[106]	[]	[]	[11111225]	[]
36_14130	chr9	136354790	136355190	+	936	96.5	[12.082027, 12.172607]	[83, 158]	[]	[]	[136354949, 136355024]	[]
36_14131	chr9	136483132	136483532	+	640	96.5	[]	[]	[7.2873273, 7.1693687]	[79, 126]	[]	[136483290, 136483337]
36_14132	chrX	49079790	49080190	+	994	96.5	[9.640777]	[161]	[]	[]	[49080000]	[]
36_14133	chr1	19057114	19057514	+	1000	96.0	[]	[]	[8.247687]	[103]	[]	[19057317]
36_14134	chr1	22162984	22163384	+	1000	96.0	[]	[]	[9.572288]	[243]	[]	[22163209]
36_14138	chr1	171313880	171314280	+	1000	96.0	[]	[]	[10.589416]	[136]	[]	[171314106]
36_14139	chr1	197179059	197179459	+	1000	96.0	[8.913801]	[124]	[]	[]	[197179251]	[]
36_1414	chr19	23395405	23395805	+	1000	578.0	[14.492824, 12.799472]	[96, 139]	[]	[]	[23395590, 23395633]	[]
36_14140	chr1	212438912	212439312	+	832	96.0	[]	[]	[10.053806]	[179]	[]	[212439119]
36_14145	chr10	70671064	70671464	+	809	96.0	[]	[]	[10.838625, 7.826244]	[218, 273]	[]	[70671247, 70671302]
36_14147	chr10	116609611	116610011	+	1000	96.0	[]	[]	[9.51774, 9.816082]	[111, 158]	[]	[116609782, 116609829]
36_14150	chr11	36073458	36073858	+	978	96.0	[]	[]	[8.60517]	[120]	[]	[36073657]
36_14151	chr11	44569172	44569572	+	1000	96.0	[8.220192, 7.712342]	[128, 147]	[]	[]	[44569377, 44569396]	[]
36_14153	chr11	118976318	118976718	+	1000	96.0	[12.799472]	[124]	[]	[]	[118976535]	[]
36_14154	chr12	49892326	49892726	+	938	96.0	[]	[]	[8.869831]	[121]	[]	[49892533]
36_14158	chr12	120894421	120894821	+	1000	96.0	[]	[]	[8.099306, 9.592721]	[123, 127]	[]	[120894619, 120894623]
36_1416	chr14	35390924	35391324	+	1000	577.5	[]	[]	[7.0576324]	[114]	[]	[35391132]
36_14160	chr14	63508090	63508490	+	882	96.0	[]	[]	[10.419522, 12.799472, 12.799472]	[112, 116, 131]	[]	[63508297, 63508301, 63508316]
36_14162	chr15	22649445	22649845	+	1000	96.0	[]	[]	[11.391476]	[163]	[]	[22649692]
36_14163	chr15	51130308	51130708	+	906	96.0	[9.611549]	[130]	[]	[]	[51130538]	[]
36_14164	chr16	85377297	85377697	+	1000	96.0	[9.214431]	[143]	[10.736993]	[122]	[85377520]	[85377499]
36_14168	chr17	63442534	63442934	+	1000	96.0	[9.145273]	[112]	[]	[]	[63442698]	[]
36_14169	chr17	65144113	65144513	+	809	96.0	[14.492824]	[118]	[]	[]	[65144315]	[]
36_14173	chr19	8002449	8002849	+	1000	96.0	[11.136967]	[143]	[]	[]	[8002680]	[]
36_14174	chr19	20565685	20566085	+	940	96.0	[14.492824]	[115]	[]	[]	[20565899]	[]
36_14175	chr19	38338956	38339356	+	972	96.0	[11.350836]	[121]	[]	[]	[38339163]	[]
36_14176	chr19	48866304	48866704	+	998	96.0	[]	[]	[11.865117]	[114]	[]	[48866507]
36_1418	chr1	26487417	26487817	+	1000	577.0	[]	[]	[10.270717]	[57]	[]	[26487574]
36_14180	chr2	112542205	112542605	+	561	96.0	[7.070417]	[148]	[]	[]	[112542441]	[]
36_14181	chr21	36589366	36589766	+	1000	96.0	[13.296596]	[141]	[]	[]	[36589603]	[]
36_14182	chr21	42532817	42533217	+	966	96.0	[]	[]	[11.350836]	[159]	[]	[42533014]
36_14183	chr22	31618778	31619178	+	952	96.0	[]	[]	[7.134114]	[85]	[]	[31618956]
36_14185	chr3	72535781	72536181	+	1000	96.0	[7.780564]	[109]	[]	[]	[72535983]	[]
36_14186	chr4	138053508	138053908	+	971	96.0	[8.317065]	[151]	[]	[]	[138053738]	[]
36_14188	chr5	58072177	58072577	+	1000	96.0	[]	[]	[12.638885]	[117]	[]	[58072380]
36_14189	chr5	139696102	139696502	+	1000	96.0	[8.832022]	[228]	[]	[]	[139696348]	[]
36_1419	chr10	72098771	72099171	+	1000	577.0	[8.196015, 12.91743]	[90, 107]	[]	[]	[72098958, 72098975]	[]
36_14190	chr6	15896102	15896502	+	908	96.0	[]	[]	[7.2369456]	[230]	[]	[15896349]
36_14192	chr6	34865114	34865514	+	735	96.0	[]	[]	[7.48246]	[125]	[]	[34865293]
36_14193	chr6	37021752	37022152	+	1000	96.0	[12.017504]	[168]	[]	[]	[37021994]	[]
36_14194	chr6	111211368	111211768	+	1000	96.0	[10.229236]	[103]	[]	[]	[111211552]	[]
36_14195	chr6	131001053	131001453	+	1000	96.0	[11.964068]	[113]	[7.126075]	[69]	[131001252]	[131001208]
36_14199	chr7	65081134	65081534	+	1000	96.0	[8.8627205]	[71]	[]	[]	[65081304]	[]
36_142	chr4	48780142	48780542	+	1000	887.0	[8.823982]	[162]	[]	[]	[48780337]	[]
36_1420	chr21	34951046	34951446	+	1000	577.0	[10.337806]	[77]	[14.492824, 9.031418]	[107, 146]	[34951221]	[34951251, 34951290]
36_14201	chr7	106185699	106186099	+	865	96.0	[14.610782]	[123]	[8.509574]	[174]	[106185889]	[106185940]
36_14202	chr7	106280899	106281299	+	993	96.0	[12.430346]	[137]	[]	[]	[106281119]	[]
36_14205	chr8	37763516	37763916	+	886	96.0	[]	[]	[11.200042]	[106]	[]	[37763715]
36_14206	chr8	89761585	89761985	+	983	96.0	[]	[]	[13.520257]	[108]	[]	[89761767]
36_14207	chr8	97762990	97763390	+	737	96.0	[]	[]	[7.1685324]	[289]	[]	[97763196]
36_14209	chr9	87492640	87493040	+	826	96.0	[]	[]	[14.492824]	[126]	[]	[87492856]
36_1421	chr6	144279483	144279883	+	1000	577.0	[7.7875047, 14.959101, 14.959101]	[63, 105, 125]	[]	[]	[144279636, 144279678, 144279698]	[]
36_14211	chr9	131154676	131155076	+	662	96.0	[10.831086, 8.022175]	[132, 136]	[]	[]	[131154891, 131154895]	[]
36_14212	chrX	11588113	11588513	+	913	96.0	[]	[]	[9.136437]	[107]	[]	[11588314]
36_14213	chrX	12950272	12950672	+	1000	96.0	[]	[]	[7.6974354]	[246]	[]	[12950478]
36_14215	chrX	48573660	48574060	+	1000	96.0	[]	[]	[7.2170777]	[86]	[]	[48573845]
36_14219	chr1	147414480	147414880	+	668	95.5	[]	[]	[14.959101]	[149]	[]	[147414699]
36_14220	chr1	168469708	168470108	+	944	95.5	[7.5943837]	[119]	[8.003936]	[72]	[168469922]	[168469875]
36_14221	chr1	186304991	186305391	+	1000	95.5	[]	[]	[11.351634]	[113]	[]	[186305198]
36_14222	chr1	207055601	207056001	+	859	95.5	[11.925329, 7.412284]	[96, 140]	[]	[]	[207055793, 207055837]	[]
36_14223	chr10	7168412	7168812	+	1000	95.5	[7.063966]	[145]	[9.909346]	[134]	[7168651]	[7168640]
36_14224	chr10	11499404	11499804	+	991	95.5	[7.8090506, 8.068459]	[150, 154]	[]	[]	[11499597, 11499601]	[]
36_14225	chr10	28807322	28807722	+	854	95.5	[8.302331]	[91]	[]	[]	[28807501]	[]
36_14226	chr10	32980459	32980859	+	970	95.5	[8.159381]	[163]	[]	[]	[32980642]	[]
36_14227	chr10	95324430	95324830	+	851	95.5	[7.5829563]	[185]	[]	[]	[95324634]	[]
36_1423	chr11	68030446	68030846	+	1000	576.0	[7.6317334]	[147]	[]	[]	[68030687]	[]
36_14230	chr11	47513341	47513741	+	1000	95.5	[]	[]	[10.838625]	[67]	[]	[47513494]
36_14233	chr11	87036919	87037319	+	607	95.5	[7.4739327, 13.265748]	[90, 117]	[]	[]	[87037070, 87037097]	[]
36_14235	chr12	7960751	7961151	+	1000	95.5	[9.2220545]	[78]	[10.364809]	[117]	[7960921]	[7960960]
36_14237	chr12	52910406	52910806	+	898	95.5	[14.492824]	[104]	[]	[]	[52910599]	[]
36_14238	chr12	82650572	82650972	+	1000	95.5	[14.610782]	[112]	[]	[]	[82650764]	[]
36_1424	chr3	156604698	156605098	+	1000	576.0	[]	[]	[7.601528, 9.137733]	[89, 106]	[]	[156604884, 156604901]
36_14240	chr13	27960734	27961134	+	740	95.5	[9.909346]	[115]	[]	[]	[27960937]	[]
36_14241	chr13	50511851	50512251	+	907	95.5	[12.799472]	[114]	[]	[]	[50512030]	[]
36_14242	chr13	110412227	110412627	+	1000	95.5	[]	[]	[7.601135]	[123]	[]	[110412448]
36_14243	chr15	36888028	36888428	+	987	95.5	[]	[]	[10.838625]	[104]	[]	[36888223]
36_14244	chr15	44792685	44793085	+	1000	95.5	[]	[]	[12.799472]	[67]	[]	[44792845]
36_14245	chr15	44796508	44796908	+	713	95.5	[8.317065]	[169]	[]	[]	[44796708]	[]
36_14247	chr15	97729219	97729619	+	1000	95.5	[14.492824]	[126]	[8.853726]	[151]	[97729423]	[97729448]
36_14248	chr15	97993309	97993709	+	877	95.5	[7.7539153, 8.092959]	[116, 135]	[]	[]	[97993465, 97993484]	[]
36_14249	chr15	101455593	101455993	+	848	95.5	[9.218403]	[191]	[10.229236]	[110]	[101455834]	[101455753]
36_1425	chr5	149930777	149931177	+	1000	576.0	[]	[]	[13.171939]	[98]	[]	[149930968]
36_14252	chr17	7583797	7584197	+	648	95.5	[9.272988]	[231]	[]	[]	[7584042]	[]
36_14255	chr17	59561032	59561432	+	823	95.5	[]	[]	[11.903602]	[104]	[]	[59561222]
36_14257	chr2	25362006	25362406	+	1000	95.5	[10.821276]	[98]	[]	[]	[25362176]	[]
36_1426	chr6	157529246	157529646	+	1000	576.0	[14.959101]	[91]	[]	[]	[157529435]	[]
36_14260	chr2	74328104	74328504	+	1000	95.5	[7.260291, 8.829581, 14.610782]	[129, 197, 201]	[]	[]	[74328265, 74328333, 74328337]	[]
36_14263	chr20	24309509	24309909	+	1000	95.5	[14.492824]	[141]	[]	[]	[24309725]	[]
36_14264	chr20	58190887	58191287	+	1000	95.5	[]	[]	[12.290566]	[117]	[]	[58191085]
36_14266	chr22	37538714	37539114	+	1000	95.5	[9.310323, 8.820263]	[121, 125]	[]	[]	[37538900, 37538904]	[]
36_14268	chr3	8972543	8972943	+	1000	95.5	[8.913801, 9.328332]	[124, 151]	[7.48357]	[174]	[8972719, 8972746]	[8972769]
36_14270	chr3	32553972	32554372	+	928	95.5	[14.492824]	[104]	[]	[]	[32554160]	[]
36_14271	chr3	133489011	133489411	+	1000	95.5	[10.419522]	[121]	[]	[]	[133489223]	[]
36_14272	chr3	139321118	139321518	+	1000	95.5	[13.296596]	[107]	[]	[]	[139321287]	[]
36_14273	chr4	3656074	3656474	+	975	95.5	[]	[]	[10.88456, 8.258101, 8.183076]	[79, 109, 129]	[]	[3656227, 3656257, 3656277]
36_14274	chr4	49314736	49315136	+	1000	95.5	[10.482768]	[133]	[]	[]	[49314966]	[]
36_14277	chr5	10842780	10843180	+	1000	95.5	[]	[]	[14.959101]	[115]	[]	[10842988]
36_14279	chr5	143249128	143249528	+	1000	95.5	[8.121894]	[202]	[]	[]	[143249343]	[]
36_1428	chr11	93326681	93327081	+	1000	575.5	[14.959101]	[96]	[]	[]	[93326875]	[]
36_14280	chr5	178787032	178787432	+	1000	95.5	[8.790392]	[159]	[]	[]	[178787282]	[]
36_14281	chr6	31822198	31822598	+	673	95.5	[7.5943837]	[268]	[]	[]	[31822426]	[]
36_14282	chr6	33454258	33454658	+	657	95.5	[]	[]	[7.7875047]	[253]	[]	[33454476]
36_14283	chr6	37033157	37033557	+	1000	95.5	[11.903602]	[115]	[7.9090195]	[133]	[37033329]	[37033347]
36_14285	chr6	110826191	110826591	+	1000	95.5	[8.51087]	[94]	[]	[]	[110826383]	[]
36_14287	chr6	129710127	129710527	+	888	95.5	[]	[]	[7.5943837, 9.2220545]	[152, 171]	[]	[129710294, 129710313]
36_1429	chr12	7293683	7294083	+	1000	575.5	[12.430346, 9.68913]	[111, 150]	[]	[]	[7293878, 7293917]	[]
36_14291	chr7	16657809	16658209	+	1000	95.5	[8.605968]	[240]	[]	[]	[16658045]	[]
36_14292	chr7	95772381	95772781	+	1000	95.5	[]	[]	[8.786245]	[113]	[]	[95772574]
36_14293	chr7	98280905	98281305	+	1000	95.5	[]	[]	[13.520257]	[122]	[]	[98281114]
36_14294	chr7	105261608	105262008	+	917	95.5	[]	[]	[7.615973, 10.040716]	[95, 114]	[]	[105261793, 105261812]
36_14295	chr7	107027741	107028141	+	971	95.5	[]	[]	[10.827915]	[161]	[]	[107027912]
36_14296	chr7	130373817	130374217	+	1000	95.5	[]	[]	[9.018479]	[114]	[]	[130374016]
36_14297	chr8	11336419	11336819	+	839	95.5	[]	[]	[8.29916]	[102]	[]	[11336580]
36_14298	chr8	52695271	52695671	+	1000	95.5	[9.392856]	[65]	[]	[]	[52695429]	[]
36_143	chr15	41283681	41284081	+	1000	886.5	[10.774591]	[91]	[]	[]	[41283872]	[]
36_1430	chr5	173839311	173839711	+	1000	575.5	[]	[]	[9.336362]	[103]	[]	[173839514]
36_14301	chr8	130356098	130356498	+	916	95.5	[9.167285]	[106]	[]	[]	[130356291]	[]
36_14302	chr9	35728212	35728612	+	637	95.5	[10.171764]	[107]	[]	[]	[35728410]	[]
36_14303	chr9	91780270	91780670	+	1000	95.5	[7.2228217]	[108]	[]	[]	[91780474]	[]
36_14304	chrX	110321124	110321524	+	1000	95.5	[8.354469]	[103]	[13.265748]	[110]	[110321318]	[110321325]
36_14305	chrX	152733080	152733480	+	656	95.5	[]	[]	[13.296596]	[99]	[]	[152733276]
36_14306	chr1	10472373	10472773	+	1000	95.0	[]	[]	[7.2130113]	[183]	[]	[10472568]
36_14307	chr1	21974513	21974913	+	756	95.0	[]	[]	[7.391851]	[90]	[]	[21974692]
36_14309	chr1	51569355	51569755	+	976	95.0	[7.482768]	[161]	[]	[]	[51569595]	[]
36_1431	chr7	101882806	101883206	+	1000	575.5	[7.7539153]	[125]	[]	[]	[101883026]	[]
36_14310	chr1	53462759	53463159	+	1000	95.0	[14.959101]	[173]	[]	[]	[53462986]	[]
36_14311	chr1	67339702	67340102	+	1000	95.0	[10.55093]	[102]	[]	[]	[67339896]	[]
36_14312	chr1	89763251	89763651	+	549	95.0	[]	[]	[8.869831]	[94]	[]	[89763432]
36_14318	chr1	179016811	179017211	+	802	95.0	[]	[]	[7.0880456, 10.945533]	[76, 94]	[]	[179016978, 179016996]
36_1432	chr21	36319896	36320296	+	1000	575.0	[]	[]	[7.117401]	[88]	[]	[36320080]
36_14320	chr1	226881556	226881956	+	942	95.0	[14.959101, 7.6738567]	[92, 96]	[]	[]	[226881748, 226881752]	[]
36_14321	chr10	24574740	24575140	+	1000	95.0	[11.964068]	[200]	[]	[]	[24574957]	[]
36_14322	chr10	132076215	132076615	+	646	95.0	[10.426273]	[109]	[7.313423]	[144]	[132076411]	[132076446]
36_14323	chr11	59742763	59743163	+	998	95.0	[]	[]	[14.492824]	[115]	[]	[59742967]
36_14324	chr11	64181632	64182032	+	1000	95.0	[8.661647]	[183]	[]	[]	[64181799]	[]
36_14326	chr12	50053640	50054040	+	581	95.0	[10.324151]	[101]	[8.6082115]	[116]	[50053828]	[50053843]
36_14327	chr12	62874038	62874438	+	974	95.0	[12.799472, 10.724771]	[95, 106]	[]	[]	[62874231, 62874242]	[]
36_14329	chr14	75860716	75861116	+	1000	95.0	[]	[]	[14.492824]	[98]	[]	[75860902]
36_1433	chr6	109237027	109237427	+	1000	575.0	[11.964068, 7.265854]	[101, 134]	[]	[]	[109237195, 109237228]	[]
36_14330	chr15	28769225	28769625	+	763	95.0	[]	[]	[9.59378, 8.50926]	[109, 163]	[]	[28769417, 28769471]
36_14334	chr16	15988414	15988814	+	768	95.0	[8.99568]	[109]	[]	[]	[15988612]	[]
36_14337	chr16	75594387	75594787	+	728	95.0	[10.597214]	[212]	[]	[]	[75594585]	[]
36_14338	chr17	7440752	7441152	+	639	95.0	[12.082027, 10.388675, 10.388675, 10.388675, 10.388675, 7.1636424]	[73, 77, 81, 85, 89, 108]	[7.372182]	[107]	[7440906, 7440910, 7440914, 7440918, 7440922, 7440941]	[7440940]
36_1434	chr9	3525853	3526253	+	1000	575.0	[13.171939]	[117]	[]	[]	[3526057]	[]
36_14341	chr17	58616251	58616651	+	955	95.0	[]	[]	[14.492824]	[138]	[]	[58616466]
36_14342	chr17	82947598	82947998	+	969	95.0	[]	[]	[14.492824, 14.492824]	[86, 103]	[]	[82947784, 82947801]
36_14348	chr2	27271655	27272055	+	1000	95.0	[9.309166]	[97]	[]	[]	[27271839]	[]
36_1435	chrX	49191075	49191475	+	1000	575.0	[8.50106]	[149]	[]	[]	[49191291]	[]
36_14352	chr22	17486276	17486676	+	1000	95.0	[]	[]	[12.290566, 7.8810873, 7.1975245]	[96, 120, 159]	[]	[17486461, 17486485, 17486524]
36_14353	chr3	14633850	14634250	+	1000	95.0	[7.12374]	[74]	[]	[]	[14634020]	[]
36_14354	chr3	17861027	17861427	+	892	95.0	[]	[]	[7.063966]	[208]	[]	[17861262]
36_14355	chr3	33229115	33229515	+	758	95.0	[]	[]	[13.265748, 8.07561]	[116, 142]	[]	[33229323, 33229349]
36_14356	chr3	45239293	45239693	+	1000	95.0	[]	[]	[14.610782]	[114]	[]	[45239503]
36_14358	chr3	185470289	185470689	+	989	95.0	[]	[]	[9.465427]	[111]	[]	[185470488]
36_14359	chr3	185880585	185880985	+	1000	95.0	[12.269929]	[107]	[]	[]	[185880778]	[]
36_1436	chr15	41566105	41566505	+	1000	574.5	[14.492824]	[88]	[]	[]	[41566291]	[]
36_14362	chr5	150357381	150357781	+	981	95.0	[8.8627205]	[214]	[]	[]	[150357573]	[]
