#PeakID(python identify_motif.py ./ENCODE_processed_files/SP1_idr.fa SP1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
328_2593	chr19	15180887	15181287	+	1000	102.5	[]	[]	[4.2984014]	[142]	[]	[15181038]
328_2594	chr19	17470015	17470415	+	1000	102.5	[]	[]	[13.218197, 14.538916]	[62, 136]	[]	[17470172, 17470246]
328_2595	chr19	42220016	42220416	+	1000	102.5	[3.384018]	[109]	[8.399983]	[89]	[42220206]	[42220186]
328_260	chr1	41360978	41361378	+	1000	312.0	[10.286185, 5.9237213]	[110, 123]	[14.13605]	[149]	[41361178, 41361191]	[41361217]
328_2601	chr8	129939791	129940191	+	1000	102.5	[8.417766, 8.180872]	[91, 170]	[13.511243, 4.609024, 5.515194, 15.602369]	[109, 114, 141, 163]	[129939949, 129940028]	[129939967, 129939972, 129939999, 129940021]
328_2603	chr1	244652823	244653223	+	1000	102.0	[15.4701605, 9.481986]	[92, 132]	[5.656467]	[164]	[244653001, 244653041]	[244653073]
328_2605	chr10	102501994	102502394	+	1000	102.0	[]	[]	[3.1854029]	[192]	[]	[102502207]
328_2606	chr11	62621942	62622342	+	1000	102.0	[3.0891826]	[129]	[]	[]	[62622117]	[]
328_2607	chr16	67846472	67846872	+	1000	102.0	[]	[]	[10.758533, 2.680663]	[98, 103]	[]	[67846626, 67846631]
328_261	chr1	10398752	10399152	+	1000	311.5	[8.968522]	[126]	[3.2668262, 4.164089]	[61, 111]	[10398975]	[10398910, 10398960]
328_2610	chr3	138594222	138594622	+	1000	102.0	[2.9196424, 5.553004]	[83, 88]	[19.620882]	[119]	[138594393, 138594398]	[138594429]
328_2612	chr8	37762305	37762705	+	1000	102.0	[]	[]	[8.983283]	[127]	[]	[37762506]
328_2615	chr1	156054558	156054958	+	1000	101.5	[]	[]	[10.209243]	[113]	[]	[156054728]
328_2616	chr10	87862213	87862613	+	1000	101.5	[15.302202]	[89]	[]	[]	[87862368]	[]
328_2619	chr15	74873015	74873415	+	1000	101.5	[]	[]	[3.576048]	[168]	[]	[74873183]
328_2621	chr17	47323680	47324080	+	1000	101.5	[]	[]	[3.9643886, 11.272854]	[65, 136]	[]	[47323836, 47323907]
328_2622	chr17	75904813	75905213	+	1000	101.5	[12.740425]	[144]	[6.4374228]	[234]	[75904969]	[75905059]
328_2623	chr19	45001752	45002152	+	1000	101.5	[]	[]	[19.063852, 20.7584, 10.731344, 3.4484568, 5.559375]	[70, 100, 154, 159, 160]	[]	[45001908, 45001938, 45001992, 45001997, 45001998]
328_2625	chr3	10320961	10321361	+	1000	101.5	[3.2446797, 7.8031883]	[203, 208]	[6.1023126]	[135]	[10321206, 10321211]	[10321138]
328_2626	chr4	112636828	112637228	+	1000	101.5	[5.1637464]	[224]	[]	[]	[112637042]	[]
328_2627	chr5	178130770	178131170	+	1000	101.5	[5.9007764]	[119]	[7.348711]	[144]	[178130940]	[178130965]
328_2628	chr8	124474485	124474885	+	1000	101.5	[]	[]	[8.549899]	[146]	[]	[124474712]
328_263	chr21	44428385	44428785	+	1000	311.5	[5.77725, 5.77725, 7.11136, 11.636296]	[62, 99, 118, 137]	[2.8708024, 2.8708024, 2.8436131]	[74, 111, 149]	[44428542, 44428579, 44428598, 44428617]	[44428554, 44428591, 44428629]
328_2631	chr1	45687049	45687449	+	1000	101.0	[]	[]	[7.639889]	[203]	[]	[45687292]
328_2635	chr10	13161270	13161670	+	1000	101.0	[]	[]	[3.5798736]	[167]	[]	[13161487]
328_2637	chr10	133308814	133309214	+	1000	101.0	[4.6371827]	[194]	[4.347141]	[153]	[133309032]	[133308991]
328_2639	chr16	28822456	28822856	+	1000	101.0	[5.7770267]	[151]	[]	[]	[28822700]	[]
328_264	chr17	78840733	78841133	+	1000	311.0	[12.749798]	[119]	[12.70108]	[90]	[78840943]	[78840914]
328_2640	chr16	69330427	69330827	+	1000	101.0	[5.0503855, 4.0282707]	[74, 78]	[]	[]	[69330588, 69330592]	[]
328_2643	chr19	10403373	10403773	+	1000	101.0	[13.604382, 9.833273]	[91, 125]	[]	[]	[10403552, 10403586]	[]
328_2644	chr19	42396815	42397215	+	1000	101.0	[]	[]	[10.177867]	[190]	[]	[42397052]
328_2645	chr2	171433838	171434238	+	1000	101.0	[2.9278672, 5.488273, 4.3161116]	[150, 152, 180]	[]	[]	[171434057, 171434059, 171434087]	[]
328_2646	chr2	216412205	216412605	+	1000	101.0	[3.8433647]	[104]	[]	[]	[216412390]	[]
328_2647	chr2	237966644	237967044	+	1000	101.0	[3.2396371, 10.158095, 3.939537]	[88, 101, 142]	[]	[]	[237966814, 237966827, 237966868]	[]
328_2648	chr20	63980904	63981304	+	1000	101.0	[]	[]	[15.79779]	[110]	[]	[63981076]
328_265	chr5	173887934	173888334	+	1000	311.0	[]	[]	[4.0523286]	[99]	[]	[173888128]
328_2651	chr22	30968983	30969383	+	1000	101.0	[7.420619]	[126]	[]	[]	[30969173]	[]
328_2652	chr3	49856370	49856770	+	1000	101.0	[]	[]	[6.7890167]	[135]	[]	[49856598]
328_2653	chr4	82430297	82430697	+	1000	101.0	[6.464027]	[125]	[]	[]	[82430459]	[]
328_2657	chr9	113275392	113275792	+	1000	101.0	[3.9747214]	[89]	[]	[]	[113275548]	[]
328_2659	chrX	20141726	20142126	+	1000	101.0	[12.183395]	[69]	[6.9443455]	[94]	[20141883]	[20141908]
328_2661	chr1	1692999	1693399	+	1000	100.5	[13.493458]	[78]	[3.257744]	[71]	[1693165]	[1693158]
328_2668	chr19	5720083	5720483	+	1000	100.5	[]	[]	[5.816098, 9.509105]	[121, 146]	[]	[5720252, 5720277]
328_2670	chr21	44873652	44874052	+	1000	100.5	[]	[]	[9.338533]	[177]	[]	[44873902]
328_2676	chr6	158819239	158819639	+	1000	100.5	[13.40779]	[106]	[5.003452]	[92]	[158819415]	[158819401]
328_2678	chr7	149771647	149772047	+	1000	100.5	[10.945224, 2.6211183, 13.70639, 8.978996]	[110, 116, 122, 136]	[]	[]	[149771825, 149771831, 149771837, 149771851]	[]
328_2679	chr9	79571463	79571863	+	1000	100.5	[4.1363134]	[128]	[]	[]	[79571640]	[]
328_268	chr15	84654152	84654552	+	1000	310.0	[]	[]	[12.552537, 16.027414]	[99, 118]	[]	[84654344, 84654363]
328_2681	chrX	18425259	18425659	+	1000	100.5	[]	[]	[13.672578]	[112]	[]	[18425470]
328_2682	chr1	19251353	19251753	+	1000	100.0	[3.9792423, 5.6257415]	[78, 117]	[]	[]	[19251521, 19251560]	[]
328_2689	chr19	47515259	47515659	+	1000	100.0	[12.839522]	[149]	[]	[]	[47515497]	[]
328_2690	chr2	65227519	65227919	+	1000	100.0	[]	[]	[2.9624958]	[207]	[]	[65227762]
328_2691	chr2	207769820	207770220	+	1000	100.0	[9.651694]	[167]	[]	[]	[207770017]	[]
328_2693	chr7	99408603	99409003	+	1000	100.0	[8.148441]	[110]	[3.457551]	[140]	[99408763]	[99408793]
328_2694	chr9	34665917	34666317	+	1000	100.0	[]	[]	[7.5979147, 4.9506702, 4.059154]	[90, 117, 143]	[]	[34666106, 34666133, 34666159]
328_2697	chr11	33161335	33161735	+	1000	99.5	[]	[]	[7.875461, 19.152483]	[86, 119]	[]	[33161512, 33161545]
328_2699	chr11	73376153	73376553	+	1000	99.5	[]	[]	[7.6519732, 10.958337]	[96, 120]	[]	[73376330, 73376354]
328_270	chr19	8321249	8321649	+	1000	309.0	[]	[]	[4.525815, 12.677065]	[87, 112]	[]	[8321424, 8321449]
328_2703	chr15	79923589	79923989	+	1000	99.5	[4.552244]	[97]	[14.76909]	[148]	[79923746]	[79923797]
328_2704	chr16	89192711	89193111	+	1000	99.5	[17.791183, 15.957969, 3.1700454]	[95, 115, 152]	[]	[]	[89192896, 89192916, 89192953]	[]
328_2708	chr19	4182324	4182724	+	1000	99.5	[4.6902905]	[218]	[]	[]	[4182513]	[]
328_2710	chr19	29941925	29942325	+	1000	99.5	[4.3555527]	[106]	[19.063852]	[145]	[29942120]	[29942159]
328_2712	chr2	96305429	96305829	+	1000	99.5	[]	[]	[11.031784, 7.914069, 6.9529805, 8.328678, 5.2816496]	[78, 83, 94, 113, 150]	[]	[96305601, 96305606, 96305617, 96305636, 96305673]
328_2713	chr2	159286476	159286876	+	1000	99.5	[19.063852]	[234]	[]	[]	[159286702]	[]
328_2715	chr21	39349325	39349725	+	1000	99.5	[11.636296]	[68]	[]	[]	[39349486]	[]
328_2716	chr22	42090689	42091089	+	1000	99.5	[]	[]	[2.791409]	[102]	[]	[42090856]
328_2717	chr3	194672296	194672696	+	1000	99.5	[6.2252316]	[200]	[]	[]	[194672521]	[]
328_272	chr1	114757805	114758205	+	1000	308.5	[]	[]	[7.6521964]	[151]	[]	[114758038]
328_2720	chr6	43174479	43174879	+	1000	99.5	[]	[]	[14.546076]	[137]	[]	[43174660]
328_2725	chr9	137430165	137430565	+	1000	99.5	[15.523996, 15.7789755, 20.262814]	[113, 129, 147]	[]	[]	[137430360, 137430376, 137430394]	[]
328_2729	chr1	248837979	248838379	+	1000	99.0	[8.90493]	[235]	[15.34917, 3.2578015]	[173, 179]	[248838223]	[248838161, 248838167]
328_273	chr22	42614738	42615138	+	1000	308.5	[5.9874115]	[60]	[]	[]	[42614897]	[]
328_2735	chr16	1992248	1992648	+	1000	99.0	[]	[]	[10.177867, 4.4818726, 9.827289, 17.261343, 8.117637]	[82, 88, 99, 140, 164]	[]	[1992416, 1992422, 1992433, 1992474, 1992498]
328_2737	chr16	29805326	29805726	+	1000	99.0	[]	[]	[2.618266]	[122]	[]	[29805521]
328_2739	chr17	6651476	6651876	+	1000	99.0	[9.208644, 3.4086018]	[86, 117]	[7.6930723, 14.811122]	[76, 149]	[6651651, 6651682]	[6651641, 6651714]
328_2740	chr17	7329480	7329880	+	1000	99.0	[10.421368]	[122]	[6.247192]	[139]	[7329670]	[7329687]
328_2742	chr20	63432061	63432461	+	1000	99.0	[9.491299, 4.422446, 3.6503432, 4.428709, 9.491299, 5.749428]	[65, 83, 101, 119, 137, 155]	[]	[]	[63432221, 63432239, 63432257, 63432275, 63432293, 63432311]	[]
328_2744	chr6	10747473	10747873	+	1000	99.0	[6.357996, 9.924946, 19.620882]	[71, 83, 130]	[]	[]	[10747627, 10747639, 10747686]	[]
328_2747	chr8	144137558	144137958	+	1000	99.0	[]	[]	[14.720269]	[109]	[]	[144137755]
328_2749	chr9	130693530	130693930	+	1000	99.0	[7.7397456, 4.2991605]	[94, 104]	[]	[]	[130693690, 130693700]	[]
328_2754	chr1	235367199	235367599	+	1000	98.5	[]	[]	[8.674666]	[125]	[]	[235367399]
328_2755	chr10	51699660	51700060	+	1000	98.5	[]	[]	[3.338372]	[157]	[]	[51699899]
328_2758	chr17	44006686	44007086	+	1000	98.5	[]	[]	[11.1029415]	[149]	[]	[44006929]
328_2759	chr19	7488839	7489239	+	1000	98.5	[]	[]	[18.568264]	[121]	[]	[7489053]
328_2760	chr19	12610663	12611063	+	1000	98.5	[]	[]	[14.26342, 7.082859]	[96, 124]	[]	[12610853, 12610881]
328_2761	chr19	39125516	39125916	+	1000	98.5	[9.611114, 12.056949]	[84, 101]	[]	[]	[39125700, 39125717]	[]
328_2763	chr20	33720200	33720600	+	1000	98.5	[5.8295374]	[232]	[]	[]	[33720447]	[]
328_2765	chr5	138331730	138332130	+	1000	98.5	[10.522852]	[202]	[9.464526]	[169]	[138331977]	[138331944]
328_2766	chr7	100852429	100852829	+	1000	98.5	[]	[]	[4.2075458, 10.986323]	[137, 164]	[]	[100852635, 100852662]
328_2774	chr19	49765443	49765843	+	1000	98.0	[9.280631]	[214]	[]	[]	[49765685]	[]
328_2775	chr22	40044552	40044952	+	1000	98.0	[]	[]	[3.7146254]	[113]	[]	[40044757]
328_2777	chr5	64768613	64769013	+	1000	98.0	[5.24046]	[176]	[]	[]	[64768798]	[]
328_2779	chr5	181160452	181160852	+	1000	98.0	[]	[]	[5.105667, 13.493458]	[131, 161]	[]	[181160670, 181160700]
328_278	chr19	7605564	7605964	+	1000	306.5	[3.0351353]	[237]	[]	[]	[7605795]	[]
328_2780	chr6	26171771	26172171	+	1000	98.0	[15.400939]	[114]	[]	[]	[26171943]	[]
328_2781	chr6	31736356	31736756	+	1000	98.0	[7.016662]	[102]	[3.5661626, 9.082379]	[119, 136]	[31736549]	[31736566, 31736583]
328_2784	chr6	73653861	73654261	+	1000	98.0	[4.472761, 4.203779, 9.611114, 2.6470556]	[114, 130, 139, 145]	[]	[]	[73654027, 73654043, 73654052, 73654058]	[]
328_2785	chr7	44606459	44606859	+	1000	98.0	[3.2558362]	[169]	[]	[]	[44606668]	[]
328_2787	chrX	49269109	49269509	+	1000	98.0	[5.2542706]	[142]	[]	[]	[49269293]	[]
328_2788	chrX	101097935	101098335	+	1000	98.0	[5.770125]	[121]	[3.1505742]	[167]	[101098121]	[101098167]
328_2789	chr1	155085002	155085402	+	1000	97.5	[]	[]	[3.3514469, 4.4455724, 7.2481413]	[70, 82, 101]	[]	[155085169, 155085181, 155085200]
328_279	chr21	33641681	33642081	+	1000	305.5	[2.7722044, 14.580015]	[127, 132]	[4.636098, 3.691421, 3.7360759]	[113, 125, 159]	[33641886, 33641891]	[33641872, 33641884, 33641918]
328_2790	chr10	75234169	75234569	+	1000	97.5	[]	[]	[13.069298, 9.354616, 14.403408]	[55, 88, 121]	[]	[75234323, 75234356, 75234389]
328_2791	chr10	130110671	130111071	+	1000	97.5	[11.878309]	[80]	[3.2940297, 3.4683292]	[125, 130]	[130110824]	[130110869, 130110874]
328_2793	chr11	119381584	119381984	+	1000	97.5	[4.0838594]	[102]	[]	[]	[119381772]	[]
328_2794	chr13	114019431	114019831	+	1000	97.5	[]	[]	[4.830855]	[199]	[]	[114019635]
328_2795	chr16	181285	181685	+	1000	97.5	[5.6331587]	[77]	[5.607732]	[157]	[181444]	[181524]
328_2797	chr17	37609218	37609618	+	1000	97.5	[5.023354, 4.5897856]	[197, 202]	[]	[]	[37609436, 37609441]	[]
328_28	chr9	95875415	95875815	+	1000	641.0	[10.508942]	[57]	[]	[]	[95875569]	[]
328_2801	chr3	39384124	39384524	+	1000	97.5	[12.804706]	[81]	[3.8088377, 11.366746]	[61, 149]	[39384304]	[39384284, 39384372]
328_2804	chr7	143901982	143902382	+	1000	97.5	[]	[]	[4.470773, 4.5481253, 4.7513733]	[111, 116, 126]	[]	[143902186, 143902191, 143902201]
328_2807	chr9	122213945	122214345	+	1000	97.5	[6.621884, 16.274563, 10.731344, 5.578826]	[77, 109, 130, 135]	[]	[]	[122214116, 122214148, 122214169, 122214174]	[]
328_2808	chr9	136728010	136728410	+	1000	97.5	[4.6096745, 7.720261, 8.449977]	[104, 151, 162]	[]	[]	[136728196, 136728243, 136728254]	[]
328_2809	chrX	19343622	19344022	+	1000	97.5	[7.1443105]	[126]	[11.249546]	[179]	[19343789]	[19343842]
328_281	chr17	82022852	82023252	+	1000	303.5	[7.1443105]	[106]	[]	[]	[82023034]	[]
328_2811	chr1	43649927	43650327	+	1000	97.0	[]	[]	[9.101392]	[228]	[]	[43650152]
328_2812	chr1	203861383	203861783	+	1000	97.0	[5.6348863]	[105]	[]	[]	[203861551]	[]
328_2813	chr1	247210742	247211142	+	1000	97.0	[19.063852]	[166]	[]	[]	[247210942]	[]
328_2814	chr10	96043285	96043685	+	1000	97.0	[]	[]	[10.701999]	[145]	[]	[96043521]
328_2817	chr11	108467375	108467775	+	1000	97.0	[10.750168, 8.924956]	[126, 140]	[]	[]	[108467567, 108467581]	[]
328_2819	chr12	49110725	49111125	+	1000	97.0	[]	[]	[6.6715775]	[140]	[]	[49110903]
328_282	chr22	19144507	19144907	+	1000	303.0	[]	[]	[9.741419]	[89]	[]	[19144690]
328_2820	chr12	53079262	53079662	+	1000	97.0	[4.2444663, 5.600314]	[75, 80]	[5.6317973]	[166]	[53079417, 53079422]	[53079508]
328_2823	chr12	110613894	110614294	+	1000	97.0	[5.359592, 3.137272, 7.114601]	[61, 105, 120]	[]	[]	[110614047, 110614091, 110614106]	[]
328_2824	chr13	99498429	99498829	+	1000	97.0	[4.0178523, 15.368152, 2.6211183, 10.329152]	[145, 158, 164, 170]	[]	[]	[99498633, 99498646, 99498652, 99498658]	[]
328_2825	chr13	102845636	102846036	+	1000	97.0	[]	[]	[10.435502]	[102]	[]	[102845788]
328_2826	chr15	43792032	43792432	+	1000	97.0	[]	[]	[4.567485]	[159]	[]	[43792264]
328_2827	chr19	14419269	14419669	+	1000	97.0	[]	[]	[11.21588]	[188]	[]	[14419483]
328_2832	chr6	137219219	137219619	+	1000	97.0	[3.9247177]	[101]	[7.6220484, 17.261343]	[153, 170]	[137219392]	[137219444, 137219461]
328_2833	chr7	45111579	45111979	+	1000	97.0	[5.933848, 16.654987]	[78, 100]	[]	[]	[45111751, 45111773]	[]
328_2835	chr9	136978085	136978485	+	1000	97.0	[]	[]	[3.7038794]	[236]	[]	[136978323]
328_2836	chr1	169485746	169486146	+	1000	96.5	[4.446525]	[155]	[]	[]	[169485987]	[]
328_2838	chr10	110225649	110226049	+	1000	96.5	[]	[]	[6.2381287]	[151]	[]	[110225898]
328_2839	chr11	77994829	77995229	+	1000	96.5	[]	[]	[3.7595465]	[114]	[]	[77995024]
328_2840	chr12	92145705	92146105	+	1000	96.5	[]	[]	[4.8349495]	[105]	[]	[92145895]
328_2842	chr17	2029893	2030293	+	1000	96.5	[13.856636, 9.277255]	[101, 119]	[]	[]	[2030052, 2030070]	[]
328_2847	chr3	157174768	157175168	+	1000	96.5	[13.5042]	[121]	[]	[]	[157174943]	[]
328_2848	chr4	140523890	140524290	+	1000	96.5	[]	[]	[10.413139]	[179]	[]	[140524115]
328_2849	chr6	33204345	33204745	+	1000	96.5	[16.50567]	[93]	[]	[]	[33204514]	[]
328_285	chr11	65570158	65570558	+	1000	302.0	[4.318768, 5.9569783]	[78, 83]	[]	[]	[65570336, 65570341]	[]
328_2850	chr7	44796415	44796815	+	1000	96.5	[]	[]	[9.91024]	[202]	[]	[44796630]
328_2851	chr8	98117042	98117442	+	1000	96.5	[]	[]	[7.7511816]	[94]	[]	[98117211]
328_2857	chr11	124953933	124954333	+	1000	96.0	[]	[]	[4.154557]	[122]	[]	[124954133]
328_2859	chr14	31420445	31420845	+	1000	96.0	[6.905849]	[192]	[12.680872]	[108]	[31420686]	[31420602]
328_2860	chr16	29790572	29790972	+	1000	96.0	[]	[]	[5.7591815]	[177]	[]	[29790734]
328_2861	chr16	75647479	75647879	+	1000	96.0	[8.121862]	[165]	[6.8333287]	[189]	[75647703]	[75647727]
328_2862	chr17	48025003	48025403	+	1000	96.0	[]	[]	[13.266247]	[144]	[]	[48025195]
328_2866	chr2	60756005	60756405	+	1000	96.0	[]	[]	[17.721739, 14.26342]	[88, 119]	[]	[60756189, 60756220]
328_2867	chr2	112645540	112645940	+	1000	96.0	[]	[]	[17.16471, 6.3844957]	[129, 147]	[]	[112645754, 112645772]
328_2868	chr20	23358086	23358486	+	1000	96.0	[]	[]	[9.045947, 3.4928784]	[102, 131]	[]	[23358285, 23358314]
328_2869	chr20	34955602	34956002	+	1000	96.0	[]	[]	[19.063852]	[114]	[]	[34955785]
328_2873	chr4	103198274	103198674	+	1000	96.0	[]	[]	[4.9900994, 7.3789577]	[68, 133]	[]	[103198435, 103198500]
328_2875	chr9	40991929	40992329	+	1000	96.0	[9.429107]	[84]	[]	[]	[40992086]	[]
328_2877	chr1	36306835	36307235	+	1000	95.5	[2.5238419]	[136]	[8.066453, 11.543353]	[84, 147]	[36307049]	[36306997, 36307060]
328_2883	chr15	76905058	76905458	+	1000	95.5	[2.7618265, 6.4461827]	[199, 238]	[]	[]	[76905234, 76905273]	[]
328_2887	chr17	58007512	58007912	+	1000	95.5	[]	[]	[13.90782]	[122]	[]	[58007669]
328_2888	chr19	37655853	37656253	+	1000	95.5	[7.4814224]	[156]	[]	[]	[37656101]	[]
328_2889	chr2	238060681	238061081	+	1000	95.5	[19.620882, 6.6712594]	[82, 115]	[]	[]	[238060844, 238060877]	[]
328_289	chr19	17337262	17337662	+	1000	301.0	[]	[]	[2.973514]	[172]	[]	[17337466]
328_2895	chr4	25376996	25377396	+	1000	95.5	[9.754101]	[115]	[3.815056]	[181]	[25377178]	[25377244]
328_2898	chr1	38012445	38012845	+	1000	95.0	[]	[]	[2.9477684]	[245]	[]	[38012685]
328_290	chr19	48860011	48860411	+	1000	301.0	[]	[]	[9.328602]	[149]	[]	[48860204]
328_2901	chr1	209806003	209806403	+	1000	95.0	[12.504266, 20.262814]	[94, 113]	[]	[]	[209806179, 209806198]	[]
328_2903	chr10	84139231	84139631	+	1000	95.0	[9.373597, 9.373597]	[122, 143]	[]	[]	[84139392, 84139413]	[]
328_2907	chr16	70114006	70114406	+	1000	95.0	[4.7221165, 3.109907]	[68, 133]	[13.604382]	[86]	[70114163, 70114228]	[70114181]
328_2909	chr19	38945566	38945966	+	1000	95.0	[]	[]	[4.4846845, 8.036608, 4.4846845, 7.6069484]	[89, 108, 130, 147]	[]	[38945754, 38945773, 38945795, 38945812]
328_291	chr7	100874783	100875183	+	1000	301.0	[7.7587266]	[168]	[]	[]	[100875021]	[]
328_2910	chr2	61764103	61764503	+	1000	95.0	[]	[]	[7.0945587, 4.154557]	[165, 214]	[]	[61764287, 61764336]
328_2913	chr7	65750739	65751139	+	1000	95.0	[]	[]	[2.9028428]	[124]	[]	[65750933]
328_2914	chr7	101182424	101182824	+	1000	95.0	[8.538193, 8.674666]	[162, 210]	[]	[]	[101182623, 101182671]	[]
328_2916	chrX	120629970	120630370	+	1000	95.0	[9.4293585]	[161]	[]	[]	[120630201]	[]
328_2918	chr1	44213286	44213686	+	1000	94.5	[]	[]	[7.100826]	[153]	[]	[44213490]
328_2924	chr10	101783208	101783608	+	1000	94.5	[13.761835, 13.73358]	[106, 153]	[]	[]	[101783409, 101783456]	[]
328_2925	chr11	805104	805504	+	1000	94.5	[15.965972, 14.811122, 5.0467815]	[85, 99, 114]	[13.245386]	[70]	[805271, 805285, 805300]	[805256]
328_2926	chr11	72112195	72112595	+	1000	94.5	[]	[]	[3.2321563]	[112]	[]	[72112400]
328_2927	chr14	77097978	77098378	+	1000	94.5	[]	[]	[6.0840964]	[162]	[]	[77098214]
328_2928	chr19	11814006	11814406	+	1000	94.5	[]	[]	[14.403408, 10.327285]	[113, 150]	[]	[11814185, 11814222]
328_2929	chr19	49487294	49487694	+	1000	94.5	[4.303858]	[169]	[]	[]	[49487463]	[]
328_293	chr1	16644507	16644907	+	1000	300.5	[7.098832]	[147]	[]	[]	[16644719]	[]
328_2930	chr20	1118318	1118718	+	1000	94.5	[11.766853, 3.5867753]	[84, 89]	[]	[]	[1118497, 1118502]	[]
328_2931	chr22	50251150	50251550	+	1000	94.5	[6.1043987]	[122]	[]	[]	[50251330]	[]
328_2936	chr8	42338253	42338653	+	1000	94.5	[14.386477, 7.4380927, 7.465282, 11.51787]	[69, 74, 79, 119]	[]	[]	[42338417, 42338422, 42338427, 42338467]	[]
328_2939	chr10	97498395	97498795	+	1000	94.0	[2.7794363]	[238]	[]	[]	[97498626]	[]
328_294	chr16	28936494	28936894	+	1000	300.5	[5.2113795, 9.509105, 4.3707523]	[106, 168, 189]	[5.1861296]	[180]	[28936646, 28936708, 28936729]	[28936720]
328_2941	chr12	49741311	49741711	+	1000	94.0	[]	[]	[9.833273]	[102]	[]	[49741492]
328_2946	chr17	38853600	38854000	+	1000	94.0	[15.79779]	[93]	[3.8849208, 3.18132]	[115, 147]	[38853773]	[38853795, 38853827]
328_2947	chr17	64130090	64130490	+	1000	94.0	[]	[]	[8.890144, 6.40612, 10.886182, 10.731344]	[123, 134, 157, 173]	[]	[64130263, 64130274, 64130297, 64130313]
328_2948	chr18	36067423	36067823	+	1000	94.0	[6.098862, 14.006831]	[107, 112]	[7.847344]	[179]	[36067588, 36067593]	[36067660]
328_2949	chr19	39970800	39971200	+	1000	94.0	[7.680112]	[124]	[6.5715036]	[191]	[39970969]	[39971036]
328_2950	chr2	110677996	110678396	+	1000	94.0	[3.5998602, 9.459349]	[98, 125]	[3.963262]	[78]	[110678167, 110678194]	[110678147]
328_2952	chr20	44966243	44966643	+	1000	94.0	[9.304511, 5.553004]	[137, 142]	[8.67491, 5.8173285]	[130, 195]	[44966429, 44966434]	[44966422, 44966487]
328_2954	chr3	43769581	43769981	+	1000	94.0	[]	[]	[10.610353, 6.7051535]	[291, 313]	[]	[43769776, 43769798]
328_2955	chr4	25914027	25914427	+	1000	94.0	[3.1591136]	[82]	[]	[]	[25914208]	[]
328_2959	chr12	119877176	119877576	+	1000	93.5	[6.359074, 17.32727]	[135, 140]	[]	[]	[119877390, 119877395]	[]
328_2960	chr13	24922659	24923059	+	1000	93.5	[15.368152]	[123]	[]	[]	[24922855]	[]
328_2962	chr17	32349891	32350291	+	1000	93.5	[7.791905, 9.382884]	[88, 139]	[2.9915295]	[169]	[32350052, 32350103]	[32350133]
328_2963	chr19	893055	893455	+	1000	93.5	[3.2615948, 7.2481413]	[91, 96]	[]	[]	[893236, 893241]	[]
328_2964	chr19	9827647	9828047	+	1000	93.5	[13.853896]	[111]	[11.318607]	[129]	[9827846]	[9827864]
328_2965	chr19	17390907	17391307	+	1000	93.5	[3.3737068, 8.8987875, 6.8945227, 3.8723235]	[98, 103, 122, 175]	[]	[]	[17391079, 17391084, 17391103, 17391156]	[]
328_2968	chr2	219253808	219254208	+	1000	93.5	[16.097958]	[143]	[12.775146, 2.7718303]	[179, 184]	[219254007]	[219254043, 219254048]
328_297	chr21	36156329	36156729	+	1000	300.0	[4.456964, 7.109983, 10.688726, 17.300081]	[91, 104, 136, 169]	[]	[]	[36156483, 36156496, 36156528, 36156561]	[]
328_2971	chr4	4290009	4290409	+	1000	93.5	[17.16471, 4.4554844]	[76, 81]	[9.355182]	[140]	[4290181, 4290186]	[4290245]
328_2975	chr8	144517762	144518162	+	1000	93.5	[]	[]	[3.7058432, 6.655119]	[107, 167]	[]	[144517942, 144518002]
328_2978	chr1	70410960	70411360	+	1000	93.0	[7.85877, 7.7986555]	[124, 193]	[]	[]	[70411130, 70411199]	[]
328_2979	chr1	85259507	85259907	+	1000	93.0	[10.915214, 14.084427, 3.9977741]	[100, 117, 150]	[]	[]	[85259699, 85259716, 85259749]	[]
328_298	chr14	103333784	103334184	+	1000	299.5	[3.2914152, 8.872077]	[53, 59]	[4.2611604]	[133]	[103333935, 103333941]	[103334015]
328_2980	chr1	108876811	108877211	+	1000	93.0	[]	[]	[4.5029807]	[168]	[]	[108876991]
328_2982	chr11	63838682	63839082	+	1000	93.0	[]	[]	[9.188223, 17.748928, 2.9584532, 2.6957326, 9.545579]	[88, 106, 120, 126, 132]	[]	[63838840, 63838858, 63838872, 63838878, 63838884]
328_2983	chr11	67353381	67353781	+	1000	93.0	[4.4988136]	[147]	[]	[]	[67353571]	[]
328_2985	chr11	126211476	126211876	+	1000	93.0	[3.8420205]	[87]	[9.796561, 7.6313663]	[76, 130]	[126211659]	[126211648, 126211702]
328_2989	chr17	18260274	18260674	+	1000	93.0	[4.5985427]	[120]	[12.77808]	[155]	[18260462]	[18260497]
328_299	chr17	17972426	17972826	+	1000	299.5	[5.5237164]	[125]	[]	[]	[17972612]	[]
328_2990	chr17	35567805	35568205	+	1000	93.0	[3.6431766, 6.8829093]	[117, 168]	[]	[]	[35567977, 35568028]	[]
328_2994	chr19	48965022	48965422	+	1000	93.0	[10.809716]	[162]	[]	[]	[48965204]	[]
