#PeakID(python identify_motif.py ./ENCODE_processed_files/NR2C2_idr.fa NR2C2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
151_13126	chr6	34200568	34200968	+	936	88.0	[9.443364]	[130]	[]	[]	[34200795]	[]
151_13127	chr6	36320373	36320773	+	1000	88.0	[]	[]	[9.443364]	[135]	[]	[36320603]
151_13139	chr6	166258025	166258425	+	1000	88.0	[9.443364, 9.443364, 9.164563]	[96, 103, 114]	[]	[]	[166258216, 166258223, 166258234]	[]
151_13140	chr7	23802169	23802569	+	1000	88.0	[]	[]	[7.9852743]	[88]	[]	[23802336]
151_13142	chr7	41881498	41881898	+	1000	88.0	[]	[]	[9.164563]	[141]	[]	[41881713]
151_13144	chr7	84822905	84823305	+	1000	88.0	[]	[]	[9.443364]	[155]	[]	[84823148]
151_13145	chr7	99833243	99833643	+	1000	88.0	[]	[]	[9.443364]	[145]	[]	[99833460]
151_13153	chr8	8825748	8826148	+	1000	88.0	[]	[]	[9.443364]	[143]	[]	[8825990]
151_13157	chr8	97763554	97763954	+	1000	88.0	[]	[]	[9.443364, 9.164563]	[129, 143]	[]	[97763757, 97763771]
151_13164	chr9	116445762	116446162	+	1000	88.0	[9.164563]	[88]	[]	[]	[116445945]	[]
151_13167	chrX	65999551	65999951	+	1000	88.0	[]	[]	[9.164563]	[150]	[]	[65999705]
151_13173	chr1	16391443	16391843	+	1000	87.0	[9.443364]	[142]	[9.443364]	[118]	[16391651]	[16391627]
151_13174	chr1	23483804	23484204	+	1000	87.0	[]	[]	[7.7064734, 7.7064734]	[140, 147]	[]	[23483971, 23483978]
151_13176	chr1	41361031	41361431	+	1000	87.0	[7.7064734]	[123]	[]	[]	[41361224]	[]
151_1318	chr5	43120783	43121183	+	1000	429.0	[9.164563]	[165]	[7.7064734]	[150]	[43121024]	[43121009]
151_13181	chr1	114458301	114458701	+	1000	87.0	[]	[]	[9.164563, 9.164563]	[86, 161]	[]	[114458466, 114458541]
151_13187	chr1	185015628	185016028	+	1000	87.0	[]	[]	[9.443364]	[92]	[]	[185015808]
151_13197	chr10	31951991	31952391	+	1000	87.0	[]	[]	[9.443364]	[84]	[]	[31952172]
151_132	chr1	213051038	213051438	+	1000	1169.0	[]	[]	[9.164563]	[109]	[]	[213051240]
151_13200	chr10	49188219	49188619	+	1000	87.0	[]	[]	[9.164563]	[89]	[]	[49188400]
151_13201	chr10	50554866	50555266	+	1000	87.0	[9.164563]	[102]	[]	[]	[50555057]	[]
151_13203	chr10	96677445	96677845	+	1000	87.0	[]	[]	[9.443364]	[94]	[]	[96677637]
151_13205	chr10	100009612	100010012	+	1000	87.0	[]	[]	[7.7064734, 9.443364]	[70, 122]	[]	[100009782, 100009834]
151_13207	chr11	14852570	14852970	+	1000	87.0	[]	[]	[9.164563]	[73]	[]	[14852735]
151_13209	chr11	33927145	33927545	+	1000	87.0	[]	[]	[9.443364]	[73]	[]	[33927311]
151_13213	chr11	62099475	62099875	+	1000	87.0	[9.443364]	[100]	[]	[]	[62099670]	[]
151_13214	chr11	68817504	68817904	+	969	87.0	[9.164563, 9.164563, 9.164563, 9.164563]	[67, 87, 107, 129]	[]	[]	[68817670, 68817690, 68817710, 68817732]	[]
151_13218	chr11	78415540	78415940	+	1000	87.0	[]	[]	[9.164563]	[127]	[]	[78415732]
151_13219	chr11	94676740	94677140	+	1000	87.0	[9.443364]	[83]	[]	[]	[94676912]	[]
151_13225	chr12	52980675	52981075	+	1000	87.0	[]	[]	[9.443364]	[120]	[]	[52980868]
151_13227	chr12	53425083	53425483	+	1000	87.0	[]	[]	[9.164563, 9.164563, 9.164563]	[106, 134, 155]	[]	[53425270, 53425298, 53425319]
151_1323	chr2	27020337	27020737	+	1000	428.0	[]	[]	[9.164563]	[100]	[]	[27020522]
151_13233	chr12	93762963	93763363	+	1000	87.0	[]	[]	[9.443364, 9.443364]	[168, 173]	[]	[93763198, 93763203]
151_13237	chr15	35547980	35548380	+	1000	87.0	[7.9852743]	[73]	[]	[]	[35548140]	[]
151_13248	chr16	11364332	11364732	+	1000	87.0	[]	[]	[9.443364, 9.443364]	[60, 136]	[]	[11364486, 11364562]
151_1325	chr1	25933455	25933855	+	1000	427.0	[]	[]	[9.443364]	[90]	[]	[25933634]
151_13251	chr16	57069605	57070005	+	1000	87.0	[]	[]	[9.443364, 9.164563, 9.443364]	[114, 129, 144]	[]	[57069808, 57069823, 57069838]
151_13257	chr17	27107980	27108380	+	1000	87.0	[9.443364]	[86]	[]	[]	[27108161]	[]
151_13268	chr18	57910873	57911273	+	1000	87.0	[7.7064734]	[158]	[]	[]	[57911070]	[]
151_13274	chr19	16823112	16823512	+	1000	87.0	[9.443364]	[160]	[]	[]	[16823345]	[]
151_13279	chr19	50082311	50082711	+	1000	87.0	[]	[]	[9.443364]	[74]	[]	[50082475]
151_13288	chr2	88543635	88544035	+	1000	87.0	[9.443364, 9.443364]	[102, 116]	[]	[]	[88543831, 88543845]	[]
151_13289	chr2	101311346	101311746	+	1000	87.0	[9.164563]	[187]	[]	[]	[101311590]	[]
151_13291	chr2	157221530	157221930	+	1000	87.0	[9.443364]	[104]	[]	[]	[157221706]	[]
151_13293	chr2	173354481	173354881	+	1000	87.0	[9.443364, 7.7064734]	[203, 221]	[]	[]	[173354708, 173354726]	[]
151_13299	chr20	36083157	36083557	+	1000	87.0	[9.443364]	[150]	[]	[]	[36083400]	[]
151_13307	chr21	33980233	33980633	+	586	87.0	[9.443364]	[97]	[]	[]	[33980430]	[]
151_13315	chr22	20429434	20429834	+	1000	87.0	[9.164563]	[152]	[]	[]	[20429669]	[]
151_13317	chr22	23210702	23211102	+	1000	87.0	[9.164563]	[79]	[]	[]	[23210857]	[]
151_1332	chr5	132496344	132496744	+	1000	426.0	[9.164563]	[73]	[9.443364]	[95]	[132496509]	[132496531]
151_13325	chr3	172701741	172702141	+	991	87.0	[]	[]	[9.443364]	[117]	[]	[172701930]
151_13326	chr3	186930036	186930436	+	1000	87.0	[]	[]	[9.164563]	[144]	[]	[186930234]
151_13327	chr3	195709700	195710100	+	1000	87.0	[9.443364]	[152]	[]	[]	[195709891]	[]
151_13328	chr3	197335427	197335827	+	1000	87.0	[]	[]	[9.443364]	[107]	[]	[197335585]
151_13329	chr4	10403666	10404066	+	1000	87.0	[9.164563]	[124]	[]	[]	[10403870]	[]
151_13334	chr4	157204581	157204981	+	914	87.0	[]	[]	[9.164563]	[98]	[]	[157204777]
151_13343	chr5	172793878	172794278	+	941	87.0	[7.9852743]	[102]	[]	[]	[172794059]	[]
151_13347	chr6	2853717	2854117	+	1000	87.0	[]	[]	[9.443364]	[144]	[]	[2853871]
151_1335	chr12	57522145	57522545	+	1000	425.0	[9.443364, 7.9852743, 9.164563]	[61, 84, 117]	[9.443364]	[103]	[57522299, 57522322, 57522355]	[57522341]
151_13365	chr6	139518151	139518551	+	1000	87.0	[9.443364]	[173]	[]	[]	[139518400]	[]
151_13368	chr6	166850688	166851088	+	949	87.0	[]	[]	[9.164563, 9.443364]	[178, 185]	[]	[166850904, 166850911]
151_13370	chr7	5555577	5555977	+	1000	87.0	[]	[]	[9.164563]	[96]	[]	[5555758]
151_13371	chr7	36037244	36037644	+	1000	87.0	[]	[]	[9.443364]	[165]	[]	[36037483]
151_13374	chr7	75914782	75915182	+	1000	87.0	[]	[]	[7.7064734]	[101]	[]	[75914950]
151_13377	chr7	135745951	135746351	+	1000	87.0	[]	[]	[9.443364]	[119]	[]	[135746137]
151_13383	chr8	11866453	11866853	+	1000	87.0	[9.443364, 9.443364]	[108, 116]	[]	[]	[11866645, 11866653]	[]
151_13390	chr8	144373081	144373481	+	1000	87.0	[9.443364, 9.443364, 9.443364, 9.443364]	[116, 136, 156, 176]	[]	[]	[144373259, 144373279, 144373299, 144373319]	[]
151_13397	chrX	134536808	134537208	+	1000	87.0	[9.164563]	[122]	[9.443364]	[116]	[134537001]	[134536995]
151_13400	chr1	1109737	1110137	+	1000	86.0	[9.164563]	[158]	[]	[]	[1109959]	[]
151_13406	chr1	46452246	46452646	+	880	86.0	[9.443364]	[142]	[]	[]	[46452459]	[]
151_13413	chr1	201571003	201571403	+	1000	86.0	[]	[]	[9.443364]	[156]	[]	[201571218]
151_13416	chr1	228130917	228131317	+	1000	86.0	[9.443364]	[76]	[9.443364]	[122]	[228131088]	[228131134]
151_13420	chr10	11166004	11166404	+	1000	86.0	[9.164563]	[111]	[]	[]	[11166207]	[]
151_1343	chr1	26189355	26189755	+	1000	423.0	[]	[]	[9.443364, 7.9852743, 9.443364, 9.164563, 9.443364, 9.164563]	[57, 77, 85, 92, 117, 124]	[]	[26189511, 26189531, 26189539, 26189546, 26189571, 26189578]
151_13434	chr11	65367091	65367491	+	1000	86.0	[]	[]	[9.443364]	[96]	[]	[65367269]
151_13440	chr12	45729948	45730348	+	1000	86.0	[]	[]	[9.164563]	[173]	[]	[45730197]
151_13441	chr12	49551497	49551897	+	1000	86.0	[]	[]	[9.164563, 9.443364]	[84, 152]	[]	[49551651, 49551719]
151_13448	chr12	104523329	104523729	+	1000	86.0	[]	[]	[9.443364]	[123]	[]	[104523547]
151_13449	chr12	109154641	109155041	+	1000	86.0	[7.7064734]	[86]	[]	[]	[109154813]	[]
151_13452	chr12	127147316	127147716	+	1000	86.0	[9.164563]	[86]	[]	[]	[127147494]	[]
151_13459	chr14	32010621	32011021	+	1000	86.0	[]	[]	[9.443364]	[82]	[]	[32010794]
151_1346	chr22	32474573	32474973	+	1000	423.0	[7.7064734]	[111]	[]	[]	[32474772]	[]
151_13462	chr15	34252541	34252941	+	1000	86.0	[9.443364]	[105]	[]	[]	[34252695]	[]
151_13490	chr19	4831558	4831958	+	1000	86.0	[9.443364]	[204]	[]	[]	[4831788]	[]
151_13492	chr19	35388632	35389032	+	1000	86.0	[]	[]	[9.164563]	[160]	[]	[35388860]
151_13494	chr19	47182436	47182836	+	774	86.0	[]	[]	[9.164563]	[88]	[]	[47182620]
151_13501	chr2	26330092	26330492	+	1000	86.0	[9.164563]	[149]	[]	[]	[26330335]	[]
151_13502	chr2	26736130	26736530	+	1000	86.0	[9.443364]	[111]	[9.443364]	[66]	[26736328]	[26736283]
151_13510	chr2	144130545	144130945	+	1000	86.0	[9.443364]	[104]	[]	[]	[144130747]	[]
151_13515	chr2	174039591	174039991	+	1000	86.0	[]	[]	[9.443364]	[102]	[]	[174039762]
151_13527	chr21	46134203	46134603	+	1000	86.0	[9.164563, 9.164563, 9.164563, 9.164563, 9.164563, 9.164563, 9.164563, 9.164563, 9.164563, 9.164563, 9.164563]	[126, 133, 140, 153, 165, 177, 183, 195, 201, 213, 219]	[]	[]	[46134358, 46134365, 46134372, 46134385, 46134397, 46134409, 46134415, 46134427, 46134433, 46134445, 46134451]	[]
151_13529	chr22	40636623	40637023	+	1000	86.0	[7.7064734]	[93]	[]	[]	[40636800]	[]
151_13541	chr4	126779688	126780088	+	1000	86.0	[]	[]	[9.164563]	[183]	[]	[126779913]
151_13552	chr5	173736901	173737301	+	1000	86.0	[9.443364]	[143]	[]	[]	[173737136]	[]
151_13570	chr6	137170324	137170724	+	1000	86.0	[9.164563]	[75]	[]	[]	[137170479]	[]
151_13571	chr7	975246	975646	+	1000	86.0	[]	[]	[7.9852743]	[64]	[]	[975410]
151_13574	chr7	20230129	20230529	+	1000	86.0	[]	[]	[9.443364, 9.164563]	[122, 128]	[]	[20230350, 20230356]
151_13576	chr7	134062463	134062863	+	1000	86.0	[]	[]	[9.443364]	[173]	[]	[134062703]
151_1358	chr12	126772170	126772570	+	1000	420.0	[]	[]	[9.164563]	[111]	[]	[126772364]
151_13582	chr8	30731339	30731739	+	1000	86.0	[]	[]	[9.164563]	[210]	[]	[30731574]
151_13585	chr8	92877448	92877848	+	1000	86.0	[]	[]	[9.443364]	[160]	[]	[92877694]
151_13586	chr8	95091500	95091900	+	1000	86.0	[]	[]	[9.443364]	[147]	[]	[95091724]
151_13587	chr8	101097694	101098094	+	1000	86.0	[]	[]	[9.443364]	[146]	[]	[101097915]
151_1359	chr9	104775246	104775646	+	1000	420.0	[]	[]	[9.443364]	[129]	[]	[104775471]
151_13596	chr9	128328982	128329382	+	1000	86.0	[]	[]	[9.443364]	[145]	[]	[128329172]
151_1360	chr17	44689553	44689953	+	1000	419.0	[9.164563]	[105]	[]	[]	[44689758]	[]
151_13602	chrX	136768455	136768855	+	1000	86.0	[9.164563]	[80]	[]	[]	[136768618]	[]
151_13604	chr1	15833173	15833573	+	1000	85.0	[7.9852743]	[145]	[]	[]	[15833348]	[]
151_13606	chr1	21027928	21028328	+	1000	85.0	[9.164563]	[133]	[]	[]	[21028133]	[]
151_13609	chr1	29251152	29251552	+	1000	85.0	[9.443364, 9.164563, 9.164563, 9.443364, 9.164563, 9.164563]	[86, 101, 114, 128, 135, 165]	[]	[]	[29251322, 29251337, 29251350, 29251364, 29251371, 29251401]	[]
151_13610	chr1	37440605	37441005	+	1000	85.0	[]	[]	[9.443364]	[61]	[]	[37440761]
151_13622	chr1	156394012	156394412	+	1000	85.0	[9.443364, 9.164563]	[69, 77]	[]	[]	[156394175, 156394183]	[]
151_13625	chr1	186112249	186112649	+	1000	85.0	[9.443364]	[122]	[]	[]	[186112460]	[]
151_1363	chr1	15524489	15524889	+	1000	418.0	[9.164563, 9.164563]	[165, 177]	[]	[]	[15524718, 15524730]	[]
151_13638	chr10	31928534	31928934	+	1000	85.0	[7.7064734]	[112]	[]	[]	[31928740]	[]
151_13639	chr10	59895552	59895952	+	1000	85.0	[9.443364]	[113]	[]	[]	[59895762]	[]
151_13643	chr10	79270523	79270923	+	1000	85.0	[9.443364, 9.443364]	[117, 139]	[]	[]	[79270683, 79270705]	[]
151_13644	chr10	79347784	79348184	+	1000	85.0	[9.443364]	[98]	[]	[]	[79347978]	[]
151_1365	chr7	75994242	75994642	+	1000	418.0	[]	[]	[9.164563, 7.7064734, 9.164563, 7.7064734]	[83, 98, 105, 137]	[]	[75994409, 75994424, 75994431, 75994463]
151_13659	chr12	50749403	50749803	+	1000	85.0	[]	[]	[9.443364]	[113]	[]	[50749601]
151_1366	chr11	5280609	5281009	+	1000	417.0	[]	[]	[9.164563]	[145]	[]	[5280840]
151_13660	chr12	57816459	57816859	+	1000	85.0	[]	[]	[9.443364]	[139]	[]	[57816677]
151_13664	chr12	110055685	110056085	+	1000	85.0	[9.164563]	[217]	[]	[]	[110055911]	[]
151_13666	chr13	113748087	113748487	+	1000	85.0	[]	[]	[9.164563]	[144]	[]	[113748330]
151_13668	chr14	102319500	102319900	+	1000	85.0	[]	[]	[7.7064734]	[160]	[]	[102319734]
151_13685	chr16	29350021	29350421	+	1000	85.0	[]	[]	[9.164563, 9.443364]	[97, 119]	[]	[29350208, 29350230]
151_13696	chr17	74893643	74894043	+	1000	85.0	[]	[]	[7.7064734]	[144]	[]	[74893867]
151_13711	chr19	39258272	39258672	+	1000	85.0	[9.443364]	[114]	[]	[]	[39258479]	[]
151_13713	chr19	41353691	41354091	+	1000	85.0	[7.7064734]	[205]	[]	[]	[41353934]	[]
151_13719	chr19	47788889	47789289	+	1000	85.0	[9.164563]	[68]	[]	[]	[47789047]	[]
151_13726	chr2	10635398	10635798	+	1000	85.0	[]	[]	[9.164563]	[97]	[]	[10635576]
151_13727	chr2	38386435	38386835	+	1000	85.0	[9.443364, 9.443364]	[106, 159]	[]	[]	[38386620, 38386673]	[]
151_13734	chr2	196262606	196263006	+	1000	85.0	[]	[]	[9.443364]	[107]	[]	[196262785]
151_13739	chr2	227451182	227451582	+	1000	85.0	[]	[]	[9.164563]	[108]	[]	[227451379]
151_13741	chr2	232483305	232483705	+	1000	85.0	[9.164563, 9.164563, 9.164563]	[124, 131, 145]	[]	[]	[232483520, 232483527, 232483541]	[]
151_13744	chr20	34322745	34323145	+	1000	85.0	[7.9852743]	[78]	[]	[]	[34322914]	[]
151_13745	chr20	43579907	43580307	+	1000	85.0	[9.443364]	[101]	[]	[]	[43580067]	[]
151_13750	chr21	34110588	34110988	+	1000	85.0	[]	[]	[9.443364]	[72]	[]	[34110753]
151_13753	chr22	23161682	23162082	+	987	85.0	[9.164563]	[72]	[]	[]	[23161849]	[]
151_13754	chr22	31227766	31228166	+	1000	85.0	[9.164563]	[127]	[]	[]	[31227972]	[]
151_13763	chr3	180912212	180912612	+	1000	85.0	[9.164563, 7.9852743]	[115, 125]	[]	[]	[180912415, 180912425]	[]
151_13765	chr3	187210878	187211278	+	1000	85.0	[9.443364]	[119]	[9.164563]	[106]	[187211096]	[187211083]
151_13778	chr5	62432604	62433004	+	1000	85.0	[9.443364]	[152]	[]	[]	[62432854]	[]
151_13787	chr5	173703410	173703810	+	1000	85.0	[]	[]	[9.164563]	[181]	[]	[173703633]
151_13789	chr6	3288380	3288780	+	1000	85.0	[9.443364]	[138]	[]	[]	[3288578]	[]
151_1379	chr7	4682052	4682452	+	1000	414.0	[]	[]	[7.9852743]	[99]	[]	[4682241]
151_13791	chr6	31567556	31567956	+	893	85.0	[]	[]	[9.443364, 9.443364]	[132, 156]	[]	[31567773, 31567797]
151_138	chr12	102119920	102120320	+	1000	1167.0	[7.7064734]	[113]	[]	[]	[102120127]	[]
151_13802	chr6	143098016	143098416	+	1000	85.0	[9.443364]	[121]	[]	[]	[143098236]	[]
151_13808	chr7	103996007	103996407	+	1000	85.0	[9.443364]	[85]	[]	[]	[103996174]	[]
151_13810	chr7	127838773	127839173	+	1000	85.0	[7.9852743]	[193]	[]	[]	[127839018]	[]
151_13812	chr7	133167274	133167674	+	1000	85.0	[9.443364]	[95]	[]	[]	[133167468]	[]
151_13813	chr7	140294448	140294848	+	1000	85.0	[]	[]	[9.443364]	[129]	[]	[140294670]
151_13822	chr8	124626949	124627349	+	1000	85.0	[]	[]	[9.164563]	[129]	[]	[124627174]
151_13829	chr9	87494953	87495353	+	1000	85.0	[]	[]	[9.443364]	[169]	[]	[87495201]
151_13837	chr1	1989060	1989460	+	1000	84.0	[]	[]	[9.164563]	[167]	[]	[1989263]
151_13838	chr1	6204824	6205224	+	1000	84.0	[]	[]	[7.9852743]	[130]	[]	[6204979]
151_13842	chr1	11727139	11727539	+	859	84.0	[9.164563]	[142]	[9.164563, 9.164563]	[115, 134]	[11727373]	[11727346, 11727365]
151_13850	chr1	51637028	51637428	+	1000	84.0	[9.443364]	[156]	[]	[]	[51637276]	[]
151_13853	chr1	113846617	113847017	+	1000	84.0	[]	[]	[9.443364]	[74]	[]	[113846789]
151_13856	chr1	151277240	151277640	+	1000	84.0	[]	[]	[9.443364, 9.443364]	[83, 143]	[]	[151277423, 151277483]
151_13868	chr1	193111597	193111997	+	1000	84.0	[]	[]	[7.9852743]	[117]	[]	[193111803]
151_13870	chr1	201634171	201634571	+	1000	84.0	[9.443364]	[161]	[]	[]	[201634414]	[]
151_13872	chr1	219883952	219884352	+	865	84.0	[9.443364]	[184]	[]	[]	[219884187]	[]
151_13880	chr10	60827871	60828271	+	1000	84.0	[9.443364]	[133]	[9.443364]	[145]	[60828026]	[60828038]
151_13886	chr10	97418423	97418823	+	1000	84.0	[9.164563]	[99]	[]	[]	[97418583]	[]
151_13888	chr10	121157983	121158383	+	1000	84.0	[9.164563]	[70]	[]	[]	[121158142]	[]
151_1389	chr1	20185719	20186119	+	1000	410.0	[]	[]	[7.9852743]	[179]	[]	[20185956]
151_13891	chr11	3515833	3516233	+	1000	84.0	[9.164563]	[125]	[9.443364, 9.443364]	[108, 117]	[3516029]	[3516012, 3516021]
151_13898	chr11	68857520	68857920	+	1000	84.0	[9.443364]	[54]	[]	[]	[68857672]	[]
151_13899	chr11	75351767	75352167	+	1000	84.0	[7.9852743]	[96]	[]	[]	[75351925]	[]
151_13906	chr12	1130233	1130633	+	1000	84.0	[9.164563]	[124]	[]	[]	[1130424]	[]
151_13908	chr12	31757047	31757447	+	1000	84.0	[]	[]	[9.443364]	[142]	[]	[31757281]
151_13917	chr12	124228042	124228442	+	1000	84.0	[9.164563]	[224]	[]	[]	[124228284]	[]
151_13920	chr13	60267573	60267973	+	1000	84.0	[9.164563]	[141]	[]	[]	[60267786]	[]
151_13921	chr13	99050204	99050604	+	1000	84.0	[]	[]	[9.443364]	[81]	[]	[99050367]
151_13927	chr14	80930698	80931098	+	1000	84.0	[]	[]	[9.443364]	[79]	[]	[80930870]
151_1393	chr18	50374675	50375075	+	1000	410.0	[]	[]	[9.443364]	[84]	[]	[50374854]
151_13931	chr15	50116422	50116822	+	1000	84.0	[]	[]	[9.443364]	[84]	[]	[50116584]
151_13936	chr16	11363165	11363565	+	1000	84.0	[]	[]	[9.443364]	[123]	[]	[11363381]
151_13938	chr16	29676037	29676437	+	1000	84.0	[9.164563]	[120]	[]	[]	[29676239]	[]
151_13941	chr16	65975091	65975491	+	1000	84.0	[]	[]	[9.164563]	[89]	[]	[65975258]
151_13949	chr17	3968978	3969378	+	1000	84.0	[7.9852743]	[215]	[]	[]	[3969228]	[]
151_1395	chr2	54955652	54956052	+	1000	410.0	[]	[]	[9.443364]	[62]	[]	[54955814]
151_13961	chr17	66579240	66579640	+	1000	84.0	[9.164563, 9.443364]	[97, 104]	[]	[]	[66579432, 66579439]	[]
151_13962	chr17	73031603	73032003	+	916	84.0	[]	[]	[9.164563]	[155]	[]	[73031802]
151_13964	chr17	75738271	75738671	+	1000	84.0	[9.443364]	[140]	[]	[]	[75738429]	[]
151_13966	chr17	77233897	77234297	+	1000	84.0	[9.443364, 9.443364]	[91, 132]	[]	[]	[77234085, 77234126]	[]
151_13977	chr19	4204658	4205058	+	1000	84.0	[9.443364]	[142]	[]	[]	[4204887]	[]
151_13978	chr19	8569038	8569438	+	562	84.0	[9.164563]	[67]	[]	[]	[8569198]	[]
151_13985	chr19	39969806	39970206	+	1000	84.0	[9.443364]	[101]	[]	[]	[39970000]	[]
151_1399	chr10	72260375	72260775	+	1000	409.0	[9.164563]	[93]	[]	[]	[72260562]	[]
151_13999	chr2	70168741	70169141	+	1000	84.0	[]	[]	[9.443364]	[144]	[]	[70168942]
151_140	chr3	47513256	47513656	+	1000	1166.0	[7.7064734, 7.7064734]	[94, 115]	[]	[]	[47513434, 47513455]	[]
151_14000	chr2	73344018	73344418	+	1000	84.0	[]	[]	[9.443364]	[59]	[]	[73344171]
151_1401	chr22	20769042	20769442	+	1000	409.0	[]	[]	[9.164563]	[85]	[]	[20769221]
151_14010	chr2	192140425	192140825	+	1000	84.0	[7.9852743]	[99]	[]	[]	[192140608]	[]
151_14014	chr20	36863640	36864040	+	1000	84.0	[9.164563]	[141]	[7.7064734]	[129]	[36863866]	[36863854]
151_14017	chr20	48930821	48931221	+	1000	84.0	[9.443364, 9.443364, 9.164563]	[79, 106, 158]	[]	[]	[48930986, 48931013, 48931065]	[]
151_14024	chr21	37709444	37709844	+	1000	84.0	[]	[]	[9.443364]	[171]	[]	[37709687]
151_14027	chr22	19483832	19484232	+	1000	84.0	[7.9852743, 9.443364]	[168, 175]	[]	[]	[19484054, 19484061]	[]
151_14028	chr22	21056074	21056474	+	1000	84.0	[9.443364]	[126]	[]	[]	[21056287]	[]
151_14039	chr3	148931559	148931959	+	769	84.0	[9.164563]	[139]	[]	[]	[148931786]	[]
151_14056	chr5	173714570	173714970	+	1000	84.0	[]	[]	[9.443364]	[164]	[]	[173714767]
151_14061	chr6	17701871	17702271	+	1000	84.0	[]	[]	[9.443364]	[141]	[]	[17702094]
151_1407	chr6	149129425	149129825	+	1000	408.0	[]	[]	[9.443364, 9.443364]	[116, 123]	[]	[149129640, 149129647]
151_1408	chr9	35748989	35749389	+	1000	407.0	[]	[]	[9.164563, 9.164563]	[115, 133]	[]	[35749189, 35749207]
151_14086	chr8	90580190	90580590	+	1000	84.0	[]	[]	[9.443364]	[192]	[]	[90580430]
151_14087	chr8	102737420	102737820	+	1000	84.0	[]	[]	[9.443364]	[136]	[]	[102737586]
151_141	chr9	131531076	131531476	+	1000	1166.0	[7.9852743]	[83]	[]	[]	[131531249]	[]
151_14100	chr9	129861540	129861940	+	1000	84.0	[]	[]	[9.164563]	[122]	[]	[129861753]
151_14101	chr9	132977729	132978129	+	1000	84.0	[9.443364]	[156]	[]	[]	[132977950]	[]
151_1411	chr19	14574300	14574700	+	1000	406.0	[9.443364]	[116]	[]	[]	[14574499]	[]
151_14130	chr1	116877946	116878346	+	1000	83.0	[]	[]	[9.443364]	[221]	[]	[116878157]
151_14133	chr1	157262474	157262874	+	1000	83.0	[9.443364]	[134]	[]	[]	[157262654]	[]
151_14149	chr10	44990308	44990708	+	1000	83.0	[9.443364]	[104]	[]	[]	[44990497]	[]
151_14150	chr10	50539044	50539444	+	1000	83.0	[]	[]	[9.164563]	[67]	[]	[50539207]
151_14152	chr10	70297212	70297612	+	1000	83.0	[]	[]	[9.443364, 9.443364]	[119, 126]	[]	[70297428, 70297435]
151_14156	chr11	1763704	1764104	+	1000	83.0	[7.7064734, 7.7064734]	[75, 85]	[9.164563]	[143]	[1763873, 1763883]	[1763941]
151_14159	chr11	19508124	19508524	+	1000	83.0	[]	[]	[9.443364]	[139]	[]	[19508345]
151_14160	chr11	93197494	93197894	+	1000	83.0	[9.164563]	[110]	[]	[]	[93197651]	[]
151_14167	chr12	49267603	49268003	+	1000	83.0	[9.443364]	[114]	[]	[]	[49267805]	[]
151_14169	chr12	50933353	50933753	+	1000	83.0	[9.164563]	[131]	[9.443364]	[188]	[50933544]	[50933601]
151_1417	chr11	66843250	66843650	+	1000	405.0	[9.164563]	[100]	[]	[]	[66843443]	[]
151_14173	chr12	107684937	107685337	+	1000	83.0	[]	[]	[9.443364]	[131]	[]	[107685161]
151_14176	chr12	119229791	119230191	+	1000	83.0	[7.9852743]	[108]	[]	[]	[119229995]	[]
151_14177	chr12	123928881	123929281	+	1000	83.0	[9.443364]	[97]	[9.164563, 9.164563]	[111, 118]	[123929061]	[123929075, 123929082]
151_14178	chr14	55191043	55191443	+	1000	83.0	[9.443364, 9.443364]	[159, 200]	[]	[]	[55191234, 55191275]	[]
151_1418	chr17	31549456	31549856	+	1000	405.0	[9.164563]	[116]	[9.164563]	[105]	[31549666]	[31549655]
151_14180	chr14	77028782	77029182	+	1000	83.0	[]	[]	[9.443364]	[156]	[]	[77028981]
151_1419	chr19	10879072	10879472	+	1000	405.0	[9.443364]	[63]	[]	[]	[10879226]	[]
151_14192	chr16	15487794	15488194	+	1000	83.0	[]	[]	[9.443364]	[127]	[]	[15487986]
151_14202	chr17	6492896	6493296	+	1000	83.0	[9.443364, 7.9852743, 9.164563, 9.443364]	[70, 84, 89, 108]	[]	[]	[6493066, 6493080, 6493085, 6493104]	[]
151_14218	chr17	82289930	82290330	+	1000	83.0	[]	[]	[9.164563]	[89]	[]	[82290111]
151_14219	chr18	2316866	2317266	+	1000	83.0	[9.443364]	[170]	[]	[]	[2317104]	[]
151_14222	chr18	54700529	54700929	+	1000	83.0	[9.443364]	[158]	[]	[]	[54700769]	[]
151_14224	chr18	57146873	57147273	+	1000	83.0	[9.443364]	[87]	[]	[]	[57147045]	[]
151_14231	chr19	41501303	41501703	+	1000	83.0	[]	[]	[9.164563]	[113]	[]	[41501516]
151_14233	chr19	46713823	46714223	+	1000	83.0	[]	[]	[9.164563]	[157]	[]	[46714068]
151_14234	chr2	25209922	25210322	+	1000	83.0	[9.443364]	[155]	[]	[]	[25210140]	[]
151_14238	chr2	112004146	112004546	+	1000	83.0	[]	[]	[9.164563]	[121]	[]	[112004346]
151_1425	chr13	28658914	28659314	+	1000	404.0	[7.7064734]	[128]	[]	[]	[28659134]	[]
