#PeakID(python identify_motif.py ./ENCODE_processed_files/MEF2A_idr.fa MEF2A --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
9_16117	chr2	113997170	113997570	+	604	23.0	[9.705145]	[135]	[]	[]	[113997367]	[]
9_1612	chrX	101483720	101484120	+	1000	72.0	[]	[]	[7.923, 12.872151]	[96, 134]	[]	[101483903, 101483941]
9_16120	chr2	144935782	144936182	+	660	23.0	[11.791661]	[129]	[]	[]	[144935987]	[]
9_16121	chr2	145667752	145668152	+	758	23.0	[12.299063]	[101]	[6.760707]	[77]	[145667943]	[145667919]
9_16122	chr2	145759548	145759948	+	731	23.0	[]	[]	[12.613945]	[76]	[]	[145759724]
9_16125	chr2	152569161	152569561	+	587	23.0	[13.067403]	[122]	[]	[]	[152569359]	[]
9_16126	chr2	152715797	152716197	+	635	23.0	[6.415022]	[137]	[]	[]	[152715979]	[]
9_16128	chr2	156331605	156332005	+	711	23.0	[7.163769]	[153]	[]	[]	[156331784]	[]
9_1613	chr1	17419786	17420186	+	1000	71.0	[]	[]	[12.640175]	[82]	[]	[17419968]
9_16130	chr2	161273092	161273492	+	761	23.0	[6.1815386]	[93]	[]	[]	[161273284]	[]
9_16137	chr2	169802915	169803315	+	657	23.0	[]	[]	[8.768598]	[130]	[]	[169803145]
9_16138	chr2	169925385	169925785	+	722	23.0	[]	[]	[5.8419495, 10.661777, 6.7453504]	[104, 118, 175]	[]	[169925538, 169925552, 169925609]
9_16139	chr2	169933104	169933504	+	670	23.0	[]	[]	[6.7900605]	[106]	[]	[169933299]
9_16141	chr2	171876725	171877125	+	699	23.0	[7.1641073]	[119]	[]	[]	[171876944]	[]
9_1615	chr1	113819969	113820369	+	1000	71.0	[7.2615194]	[74]	[9.073612, 9.146556]	[74, 90]	[113820141]	[113820141, 113820157]
9_16151	chr2	187580721	187581121	+	585	23.0	[6.05843, 8.405594]	[160, 181]	[]	[]	[187580884, 187580905]	[]
9_16156	chr2	200963731	200964131	+	757	23.0	[6.385992]	[131]	[]	[]	[200963956]	[]
9_16161	chr2	226863023	226863423	+	699	23.0	[17.315159]	[99]	[]	[]	[226863184]	[]
9_16167	chr20	33838027	33838427	+	690	23.0	[]	[]	[7.886566]	[118]	[]	[33838206]
9_16171	chr20	38040273	38040673	+	680	23.0	[]	[]	[7.2767115]	[125]	[]	[38040461]
9_16176	chr20	46406657	46407057	+	714	23.0	[]	[]	[7.348653]	[151]	[]	[46406902]
9_16177	chr20	47289448	47289848	+	649	23.0	[8.7347145]	[144]	[]	[]	[47289674]	[]
9_1618	chr1	203282193	203282593	+	1000	71.0	[6.1815386]	[111]	[]	[]	[203282398]	[]
9_16182	chr20	53547754	53548154	+	669	23.0	[]	[]	[12.613945]	[78]	[]	[53547920]
9_16186	chr21	29313807	29314207	+	779	23.0	[]	[]	[5.96853]	[88]	[]	[29313968]
9_16191	chr21	36125503	36125903	+	763	23.0	[7.1491137]	[198]	[]	[]	[36125752]	[]
9_16192	chr21	37419193	37419593	+	591	23.0	[]	[]	[7.310393, 7.8419547]	[96, 97]	[]	[37419373, 37419374]
9_162	chr15	81092157	81092557	+	1000	257.0	[13.469811]	[90]	[5.673355]	[90]	[81092345]	[81092345]
9_1620	chr1	224503459	224503859	+	1000	71.0	[]	[]	[5.5777826]	[71]	[]	[224503616]
9_16202	chr22	19207262	19207662	+	583	23.0	[11.847828]	[186]	[]	[]	[19207493]	[]
9_16203	chr22	19265702	19266102	+	584	23.0	[]	[]	[10.382992]	[141]	[]	[19265882]
9_16204	chr22	19267319	19267719	+	747	23.0	[]	[]	[10.463239]	[97]	[]	[19267508]
9_16205	chr22	19380211	19380611	+	770	23.0	[10.133494]	[194]	[]	[]	[19380418]	[]
9_16208	chr22	19491500	19491900	+	782	23.0	[]	[]	[5.7609663]	[207]	[]	[19491714]
9_1621	chr10	3808080	3808480	+	1000	71.0	[]	[]	[16.258217, 7.6240788]	[106, 156]	[]	[3808278, 3808328]
9_16217	chr22	20048280	20048680	+	587	23.0	[]	[]	[8.951781]	[174]	[]	[20048476]
9_16218	chr22	20387693	20388093	+	729	23.0	[9.801105]	[82]	[]	[]	[20387848]	[]
9_16219	chr22	20408667	20409067	+	628	23.0	[]	[]	[6.21491]	[95]	[]	[20408829]
9_1622	chr10	43415569	43415969	+	1000	71.0	[13.110946, 6.2870255]	[149, 157]	[]	[]	[43415788, 43415796]	[]
9_16221	chr22	20413285	20413685	+	683	23.0	[]	[]	[6.0590153]	[134]	[]	[20413483]
9_16223	chr22	20463399	20463799	+	685	23.0	[6.8324847]	[188]	[]	[]	[20463608]	[]
9_16226	chr22	20665676	20666076	+	733	23.0	[]	[]	[10.647586, 8.446115]	[100, 154]	[]	[20665831, 20665885]
9_1623	chr10	50271893	50272293	+	1000	71.0	[]	[]	[9.108248]	[135]	[]	[50272113]
9_16230	chr22	20838543	20838943	+	708	23.0	[9.605836, 8.206055]	[125, 157]	[]	[]	[20838750, 20838782]	[]
9_16237	chr22	21110611	21111011	+	799	23.0	[]	[]	[10.133494]	[101]	[]	[21110783]
9_16238	chr22	21663227	21663627	+	738	23.0	[]	[]	[12.16521, 9.5953865]	[158, 195]	[]	[21663395, 21663432]
9_16242	chr22	21977589	21977989	+	568	23.0	[]	[]	[7.448347]	[151]	[]	[21977807]
9_16245	chr22	22043765	22044165	+	749	23.0	[7.343793]	[214]	[]	[]	[22044008]	[]
9_16248	chr22	22217709	22218109	+	711	23.0	[11.036327]	[141]	[8.898896, 6.3231277]	[136, 141]	[22217870]	[22217865, 22217870]
9_16249	chr22	22369946	22370346	+	723	23.0	[5.7632356]	[168]	[]	[]	[22370175]	[]
9_1625	chr11	44333220	44333620	+	1000	71.0	[5.9134917]	[107]	[]	[]	[44333419]	[]
9_16250	chr22	22421603	22422003	+	749	23.0	[]	[]	[7.348653, 7.2629213]	[176, 205]	[]	[22421794, 22421823]
9_16252	chr22	22609489	22609889	+	771	23.0	[7.2498093]	[188]	[]	[]	[22609735]	[]
9_16253	chr22	22718565	22718965	+	749	23.0	[]	[]	[6.339522]	[195]	[]	[22718781]
9_16254	chr22	22743424	22743824	+	799	23.0	[]	[]	[6.992061]	[189]	[]	[22743633]
9_1626	chr11	109999976	110000376	+	1000	71.0	[8.714746]	[105]	[]	[]	[110000158]	[]
9_16261	chr22	22984243	22984643	+	708	23.0	[]	[]	[8.405594]	[106]	[]	[22984402]
9_16263	chr22	23022972	23023372	+	760	23.0	[7.391603]	[203]	[]	[]	[23023179]	[]
9_1627	chr14	34718778	34719178	+	1000	71.0	[]	[]	[9.146556]	[88]	[]	[34718957]
9_16272	chr22	32649464	32649864	+	694	23.0	[6.4920115]	[99]	[]	[]	[32649619]	[]
9_16274	chr22	39899017	39899417	+	640	23.0	[6.8510647]	[62]	[]	[]	[39899174]	[]
9_16276	chr22	40965896	40966296	+	783	23.0	[9.503056]	[135]	[]	[]	[40966123]	[]
9_16278	chr3	4343118	4343518	+	752	23.0	[7.471963]	[138]	[]	[]	[4343336]	[]
9_16281	chr3	8970950	8971350	+	764	23.0	[7.3636165]	[78]	[]	[]	[8971118]	[]
9_16289	chr3	20065210	20065610	+	727	23.0	[]	[]	[7.6431217]	[104]	[]	[20065391]
9_1629	chr15	50307763	50308163	+	1000	71.0	[]	[]	[14.124345]	[132]	[]	[50307977]
9_16290	chr3	23938893	23939293	+	641	23.0	[6.429423, 6.81257]	[207, 208]	[]	[]	[23939142, 23939143]	[]
9_16292	chr3	24661013	24661413	+	724	23.0	[]	[]	[8.898557]	[109]	[]	[24661204]
9_16293	chr3	32592093	32592493	+	703	23.0	[8.50857]	[73]	[9.144152, 12.613945]	[73, 127]	[32592262]	[32592262, 32592316]
9_16297	chr3	39050876	39051276	+	724	23.0	[]	[]	[6.0057917]	[188]	[]	[39051125]
9_16299	chr3	42603024	42603424	+	653	23.0	[5.8072977]	[176]	[6.0057917]	[172]	[42603215]	[42603211]
9_163	chr4	80143356	80143756	+	1000	257.0	[13.469811, 6.047686]	[121, 159]	[5.673355]	[121]	[80143568, 80143606]	[80143568]
9_16307	chr3	71356436	71356836	+	749	23.0	[]	[]	[14.124345]	[86]	[]	[71356619]
9_1631	chr15	63258676	63259076	+	1000	71.0	[]	[]	[7.765152]	[94]	[]	[63258865]
9_1632	chr16	15055151	15055551	+	1000	71.0	[15.057976]	[102]	[]	[]	[15055351]	[]
9_16321	chr3	143974823	143975223	+	686	23.0	[]	[]	[6.2187686]	[188]	[]	[143975051]
9_16322	chr3	150433413	150433813	+	610	23.0	[]	[]	[7.471963, 7.1491137]	[138, 144]	[]	[150433644, 150433650]
9_16323	chr3	150865226	150865626	+	631	23.0	[7.8043694]	[89]	[9.234844, 8.482584]	[89, 122]	[150865388]	[150865388, 150865421]
9_16325	chr3	157534865	157535265	+	744	23.0	[]	[]	[7.2088623, 5.629383]	[89, 160]	[]	[157535039, 157535110]
9_16328	chr3	171511418	171511818	+	776	23.0	[]	[]	[5.674137, 7.4256425]	[179, 193]	[]	[171511651, 171511665]
9_16329	chr3	171748505	171748905	+	603	23.0	[6.0366282, 6.492525]	[114, 175]	[]	[]	[171748665, 171748726]	[]
9_16335	chr3	179149927	179150327	+	619	23.0	[7.791581]	[193]	[]	[]	[179150137]	[]
9_16336	chr3	183889830	183890230	+	783	23.0	[11.401335]	[149]	[11.401335]	[149]	[183890062]	[183890062]
9_16340	chr3	185547232	185547632	+	599	23.0	[5.953337]	[153]	[]	[]	[185547456]	[]
9_16342	chr3	195171178	195171578	+	560	23.0	[]	[]	[12.640175]	[114]	[]	[195171380]
9_16344	chr3	195896622	195897022	+	684	23.0	[]	[]	[5.968529]	[100]	[]	[195896798]
9_16345	chr3	196519095	196519495	+	773	23.0	[]	[]	[6.8321147]	[144]	[]	[196519320]
9_16354	chr4	40121370	40121770	+	591	23.0	[9.600976]	[136]	[]	[]	[40121534]	[]
9_16355	chr4	55385216	55385616	+	773	23.0	[]	[]	[5.6577077]	[130]	[]	[55385441]
9_16357	chr4	70632037	70632437	+	579	23.0	[14.422394, 6.985101]	[90, 96]	[]	[]	[70632214, 70632220]	[]
9_16359	chr4	74134244	74134644	+	711	23.0	[6.5259814]	[85]	[]	[]	[74134420]	[]
9_1636	chr18	22466000	22466400	+	1000	71.0	[15.057976]	[160]	[]	[]	[22466244]	[]
9_16361	chr4	76994018	76994418	+	674	23.0	[15.057976]	[152]	[]	[]	[76994255]	[]
9_16365	chr4	83075720	83076120	+	715	23.0	[10.175916]	[81]	[]	[]	[83075878]	[]
9_16367	chr4	98939777	98940177	+	665	23.0	[9.605836]	[123]	[10.140694]	[86]	[98939973]	[98939936]
9_1637	chr19	11535943	11536343	+	1000	71.0	[9.154484]	[81]	[6.958328]	[81]	[11536124]	[11536124]
9_16373	chr4	139154524	139154924	+	729	23.0	[]	[]	[5.9609766]	[74]	[]	[139154687]
9_16377	chr4	153540611	153541011	+	594	23.0	[15.057976]	[107]	[]	[]	[153540790]	[]
9_16378	chr4	169010012	169010412	+	767	23.0	[7.8416157, 5.7609663]	[111, 149]	[]	[]	[169010174, 169010212]	[]
9_16379	chr4	176302229	176302629	+	582	23.0	[14.048844]	[125]	[]	[]	[176302432]	[]
9_1638	chr19	28606367	28606767	+	1000	71.0	[5.8574743]	[117]	[9.275898]	[117]	[28606572]	[28606572]
9_16385	chr5	10740338	10740738	+	765	23.0	[7.87519]	[113]	[]	[]	[10740507]	[]
9_1639	chr21	35026730	35027130	+	1000	71.0	[]	[]	[8.951781]	[137]	[]	[35026953]
9_16394	chr5	54742374	54742774	+	699	23.0	[]	[]	[7.3964634]	[185]	[]	[54742615]
9_16395	chr5	55304649	55305049	+	656	23.0	[9.406297]	[197]	[]	[]	[55304898]	[]
9_16396	chr5	61331828	61332228	+	656	23.0	[]	[]	[11.56397]	[135]	[]	[61332036]
9_16398	chr5	68333945	68334345	+	705	23.0	[]	[]	[6.2986765]	[135]	[]	[68334162]
9_164	chr10	132517267	132517667	+	1000	256.0	[17.315159]	[89]	[10.647586]	[132]	[132517446]	[132517489]
9_16401	chr5	72843488	72843888	+	700	23.0	[]	[]	[5.6418214]	[105]	[]	[72843691]
9_16405	chr5	79611409	79611809	+	745	23.0	[]	[]	[6.7789245]	[130]	[]	[79611632]
9_16406	chr5	90640771	90641171	+	727	23.0	[]	[]	[7.348653]	[82]	[]	[90640927]
9_1641	chr22	21555993	21556393	+	1000	71.0	[6.9079847]	[149]	[]	[]	[21556239]	[]
9_16410	chr5	120405871	120406271	+	736	23.0	[]	[]	[8.366189]	[98]	[]	[120406069]
9_16411	chr5	124836212	124836612	+	713	23.0	[14.124345]	[110]	[]	[]	[124836406]	[]
9_16418	chr5	138186029	138186429	+	818	23.0	[]	[]	[8.794827]	[112]	[]	[138186198]
9_16424	chr5	141960734	141961134	+	698	23.0	[7.240729]	[170]	[]	[]	[141960984]	[]
9_16425	chr5	142113815	142114215	+	693	23.0	[7.395123, 6.576346]	[145, 162]	[]	[]	[142114005, 142114022]	[]
9_16426	chr5	142537883	142538283	+	683	23.0	[9.026804]	[87]	[]	[]	[142538070]	[]
9_1643	chr3	183636870	183637270	+	1000	71.0	[13.929092]	[111]	[8.580311]	[111]	[183637061]	[183637061]
9_16433	chr5	173867139	173867539	+	780	23.0	[10.73472]	[145]	[]	[]	[173867302]	[]
9_16434	chr5	173923680	173924080	+	568	23.0	[7.353701, 14.124345]	[88, 127]	[]	[]	[173923846, 173923885]	[]
9_16438	chr5	180341505	180341905	+	671	23.0	[]	[]	[13.067403]	[99]	[]	[180341693]
9_16439	chr5	181210827	181211227	+	761	23.0	[]	[]	[6.4807563]	[64]	[]	[181210986]
9_16440	chr6	373812	374212	+	702	23.0	[]	[]	[17.315159]	[112]	[]	[374008]
9_16441	chr6	2769806	2770206	+	760	23.0	[6.3096714]	[132]	[8.444085, 5.729208]	[145, 172]	[2769959]	[2769972, 2769999]
9_16444	chr6	6658868	6659268	+	681	23.0	[9.406297]	[94]	[]	[]	[6659062]	[]
9_16445	chr6	6683894	6684294	+	658	23.0	[5.693151, 6.670806]	[58, 118]	[]	[]	[6684049, 6684109]	[]
9_16449	chr6	7106059	7106459	+	736	23.0	[7.253473]	[175]	[]	[]	[7106296]	[]
9_16454	chr6	15441141	15441541	+	762	23.0	[10.326717, 10.752679, 6.329377]	[88, 138, 149]	[6.124391]	[149]	[15441300, 15441350, 15441361]	[15441361]
9_16457	chr6	18246890	18247290	+	728	23.0	[16.258217]	[106]	[]	[]	[18247052]	[]
9_16458	chr6	18263143	18263543	+	707	23.0	[8.018886]	[195]	[]	[]	[18263352]	[]
9_16460	chr6	20126565	20126965	+	687	23.0	[8.069534]	[112]	[]	[]	[20126759]	[]
9_16463	chr6	25265759	25266159	+	742	23.0	[]	[]	[9.354596]	[165]	[]	[25266009]
9_16466	chr6	26303595	26303995	+	730	23.0	[5.5267315]	[96]	[]	[]	[26303775]	[]
9_16469	chr6	26607412	26607812	+	705	23.0	[]	[]	[6.32433]	[180]	[]	[26607594]
9_16472	chr6	27811776	27812176	+	738	23.0	[8.600847]	[208]	[]	[]	[27812007]	[]
9_16475	chr6	28458608	28459008	+	679	23.0	[]	[]	[7.090447, 11.156079]	[94, 104]	[]	[28458772, 28458782]
9_16476	chr6	28954975	28955375	+	787	23.0	[5.6322427, 8.262975, 8.319862]	[145, 146, 156]	[]	[]	[28955190, 28955191, 28955201]	[]
9_16478	chr6	30544381	30544781	+	795	23.0	[]	[]	[5.6132436]	[227]	[]	[30544626]
9_1648	chr6	119172748	119173148	+	1000	71.0	[]	[]	[10.132373]	[95]	[]	[119172939]
9_16483	chr6	32868138	32868538	+	761	23.0	[]	[]	[8.482584]	[89]	[]	[32868316]
9_16484	chr6	32970564	32970964	+	734	23.0	[]	[]	[6.404572]	[114]	[]	[32970762]
9_16486	chr6	34331030	34331430	+	742	23.0	[5.587118]	[68]	[]	[]	[34331195]	[]
9_16489	chr6	37310907	37311307	+	728	23.0	[8.580311]	[127]	[13.929092, 6.977661]	[127, 141]	[37311134]	[37311134, 37311148]
9_1649	chr6	163339099	163339499	+	1000	71.0	[13.067403]	[126]	[]	[]	[163339306]	[]
9_16493	chr6	41816060	41816460	+	773	23.0	[]	[]	[17.315159]	[94]	[]	[41816216]
9_16496	chr6	44248179	44248579	+	781	23.0	[5.970019]	[163]	[]	[]	[44248370]	[]
9_165	chr1	10066988	10067388	+	1000	255.0	[]	[]	[17.315159]	[97]	[]	[10067179]
9_1650	chr7	128343731	128344131	+	1000	71.0	[5.6466813]	[97]	[]	[]	[128343917]	[]
9_16503	chr6	79149897	79150297	+	732	23.0	[]	[]	[17.315159]	[120]	[]	[79150100]
9_16506	chr6	89600451	89600851	+	545	23.0	[]	[]	[12.299063]	[126]	[]	[89600668]
9_1651	chr7	151028580	151028980	+	1000	71.0	[]	[]	[13.554542]	[102]	[]	[151028770]
9_16515	chr6	129667608	129668008	+	704	23.0	[6.866074]	[117]	[]	[]	[129667822]	[]
9_1652	chr8	140421728	140422128	+	1000	71.0	[14.001035]	[99]	[]	[]	[140421925]	[]
9_16524	chr6	143726987	143727387	+	596	23.0	[5.677468]	[161]	[]	[]	[143727234]	[]
9_16526	chr6	144104941	144105341	+	544	23.0	[]	[]	[7.2842565]	[71]	[]	[144105099]
9_16529	chr6	149615798	149616198	+	747	23.0	[13.554542]	[65]	[]	[]	[149615958]	[]
9_16530	chr6	149767171	149767571	+	750	23.0	[]	[]	[8.595365, 5.681778]	[104, 156]	[]	[149767368, 149767420]
9_16536	chr6	157317008	157317408	+	705	23.0	[6.7898498]	[200]	[]	[]	[157317219]	[]
9_16537	chr6	157418620	157419020	+	541	23.0	[7.9313207]	[62]	[12.54541]	[146]	[157418781]	[157418865]
9_16538	chr6	157813467	157813867	+	765	23.0	[5.8359895]	[164]	[]	[]	[157813633]	[]
9_1654	chr9	137518981	137519381	+	1000	71.0	[13.554542]	[139]	[]	[]	[137519203]	[]
9_16543	chr6	161207049	161207449	+	713	23.0	[7.847002]	[145]	[6.415022]	[204]	[161207225]	[161207284]
9_16544	chr6	166383528	166383928	+	741	23.0	[6.6802025]	[167]	[]	[]	[166383706]	[]
9_16550	chr7	1742015	1742415	+	760	23.0	[]	[]	[11.098821]	[116]	[]	[1742221]
9_16551	chr7	5457410	5457810	+	731	23.0	[]	[]	[6.951866]	[192]	[]	[5457649]
9_16553	chr7	12701405	12701805	+	793	23.0	[]	[]	[7.3636165]	[114]	[]	[12701599]
9_16554	chr7	12929605	12930005	+	598	23.0	[]	[]	[11.791661]	[100]	[]	[12929760]
9_16555	chr7	13262913	13263313	+	764	23.0	[]	[]	[14.001035]	[64]	[]	[13263067]
9_16557	chr7	20268851	20269251	+	611	23.0	[12.904769]	[144]	[7.5559874]	[144]	[20269073]	[20269073]
9_1656	chr1	43345092	43345492	+	1000	70.0	[]	[]	[6.2537904]	[133]	[]	[43345294]
9_16560	chr7	23479413	23479813	+	714	23.0	[7.1166778]	[125]	[]	[]	[23479637]	[]
9_16563	chr7	30430724	30431124	+	717	23.0	[13.067403]	[124]	[]	[]	[30430920]	[]
9_1657	chr1	67433763	67434163	+	1000	70.0	[6.9706955, 6.9339843]	[113, 144]	[]	[]	[67433965, 67433996]	[]
9_16572	chr7	64891611	64892011	+	753	23.0	[]	[]	[5.9829335]	[179]	[]	[64891854]
9_16575	chr7	66951598	66951998	+	667	23.0	[]	[]	[5.60273]	[162]	[]	[66951825]
9_16576	chr7	73793544	73793944	+	663	23.0	[]	[]	[6.670806]	[119]	[]	[73793753]
9_1658	chr1	108913065	108913465	+	1000	70.0	[6.9357142]	[101]	[]	[]	[108913264]	[]
9_16584	chr7	98097005	98097405	+	800	23.0	[10.168475]	[184]	[9.532893]	[184]	[98097248]	[98097248]
9_16589	chr7	100435158	100435558	+	788	23.0	[8.863191]	[155]	[]	[]	[100435322]	[]
9_1659	chr1	109370670	109371070	+	1000	70.0	[13.356004, 9.154484]	[98, 115]	[6.958328]	[115]	[109370866, 109370883]	[109370883]
9_16594	chr7	101941785	101942185	+	762	23.0	[]	[]	[7.770012]	[126]	[]	[101941952]
9_166	chr7	74649945	74650345	+	1000	255.0	[8.7441635]	[62]	[16.258217]	[91]	[74650106]	[74650135]
9_1660	chr1	155094357	155094757	+	1000	70.0	[14.422394]	[108]	[]	[]	[155094548]	[]
9_16601	chr7	105137357	105137757	+	693	23.0	[13.323187]	[144]	[]	[]	[105137550]	[]
9_16603	chr7	105718603	105719003	+	700	23.0	[13.365452]	[115]	[]	[]	[105718803]	[]
9_16606	chr7	106042692	106043092	+	610	23.0	[6.016751]	[70]	[]	[]	[106042851]	[]
9_16612	chr7	107463182	107463582	+	757	23.0	[]	[]	[9.326051]	[203]	[]	[107463415]
9_16617	chr7	112869318	112869718	+	758	23.0	[6.0057917]	[201]	[]	[]	[112869564]	[]
9_16619	chr7	120972291	120972691	+	779	23.0	[6.4920115]	[102]	[]	[]	[120972457]	[]
9_1662	chr11	62105183	62105583	+	1000	70.0	[14.124345]	[130]	[]	[]	[62105402]	[]
9_16620	chr7	121044136	121044536	+	761	23.0	[]	[]	[6.453705]	[175]	[]	[121044365]
9_16629	chr7	128859610	128860010	+	710	23.0	[7.886566]	[199]	[]	[]	[128859850]	[]
9_1663	chr12	6765228	6765628	+	1000	70.0	[11.557004]	[77]	[]	[]	[6765405]	[]
9_16630	chr7	129377253	129377653	+	746	23.0	[]	[]	[7.923]	[151]	[]	[129377474]
9_16631	chr7	129472308	129472708	+	714	23.0	[8.316198]	[107]	[]	[]	[129472467]	[]
9_16633	chr7	130207076	130207476	+	795	23.0	[]	[]	[5.7609663, 7.791581]	[117, 128]	[]	[130207242, 130207253]
9_16638	chr7	132773627	132774027	+	746	23.0	[]	[]	[6.356479]	[192]	[]	[132773831]
9_1664	chr13	91353548	91353948	+	1000	70.0	[6.8127646]	[154]	[7.2384796, 7.8416157]	[170, 206]	[91353737]	[91353753, 91353789]
9_16641	chr7	133252605	133253005	+	782	23.0	[5.6707325]	[110]	[]	[]	[133252780]	[]
9_16643	chr7	134458935	134459335	+	772	23.0	[12.54541]	[94]	[]	[]	[134459122]	[]
9_16644	chr7	135512124	135512524	+	653	23.0	[10.661777]	[56]	[]	[]	[135512276]	[]
9_1665	chr14	103427482	103427882	+	1000	70.0	[]	[]	[10.795629]	[111]	[]	[103427685]
9_16657	chr7	143257690	143258090	+	766	23.0	[]	[]	[6.0057917, 8.400734]	[166, 181]	[]	[143257902, 143257917]
9_16665	chr7	156768750	156769150	+	757	23.0	[]	[]	[12.991903]	[87]	[]	[156768934]
9_16668	chr7	158859441	158859841	+	809	23.0	[]	[]	[7.3636165, 13.110946]	[163, 172]	[]	[158859666, 158859675]
9_1667	chr15	59492837	59493237	+	1000	70.0	[]	[]	[14.124345, 10.5505705]	[76, 110]	[]	[59493007, 59493041]
9_16670	chr8	6767977	6768377	+	626	23.0	[7.240729, 8.481095, 7.9996214]	[115, 117, 121]	[]	[]	[6768177, 6768179, 6768183]	[]
9_16673	chr8	17233134	17233534	+	767	23.0	[17.315159]	[135]	[]	[]	[17233353]	[]
9_16678	chr8	30842253	30842653	+	728	23.0	[5.7684174]	[121]	[5.93512, 11.368717]	[108, 121]	[30842450]	[30842437, 30842450]
9_16680	chr8	30932864	30933264	+	793	23.0	[8.370614]	[152]	[7.1166778]	[187]	[30933026]	[30933061]
9_16682	chr8	43124316	43124716	+	615	23.0	[]	[]	[7.9313207]	[101]	[]	[43124474]
9_16684	chr8	56007045	56007445	+	548	23.0	[]	[]	[12.620911]	[118]	[]	[56007210]
9_1669	chr17	69882264	69882664	+	1000	70.0	[]	[]	[14.422394]	[113]	[]	[69882459]
9_16691	chr8	93730914	93731314	+	806	23.0	[11.791661]	[165]	[]	[]	[93731159]	[]
9_16696	chr8	105346632	105347032	+	692	23.0	[11.197635]	[188]	[]	[]	[105346875]	[]
9_1670	chr19	42280842	42281242	+	1000	70.0	[]	[]	[17.315159]	[106]	[]	[42281044]
9_1671	chr19	45428713	45429113	+	1000	70.0	[8.015269, 9.364033]	[79, 98]	[15.811725]	[79]	[45428889, 45428908]	[45428889]
9_16710	chr8	130356046	130356446	+	556	23.0	[7.1166778]	[177]	[]	[]	[130356284]	[]
9_16714	chr8	143016547	143016947	+	782	23.0	[5.5194044]	[69]	[6.2045784, 17.315159]	[86, 115]	[143016709]	[143016726, 143016755]
9_16720	chr9	77978089	77978489	+	695	23.0	[]	[]	[17.315159]	[160]	[]	[77978316]
9_16729	chr9	120040896	120041296	+	640	23.0	[]	[]	[14.422394]	[126]	[]	[120041102]
9_16730	chr9	120610924	120611324	+	699	23.0	[]	[]	[5.7604885]	[221]	[]	[120611166]
9_16731	chr9	120808348	120808748	+	715	23.0	[]	[]	[8.018149, 17.315159]	[159, 170]	[]	[120808543, 120808554]
9_16732	chr9	120815224	120815624	+	692	23.0	[5.8419495, 5.565715]	[72, 74]	[]	[]	[120815379, 120815381]	[]
9_16733	chr9	121218291	121218691	+	632	23.0	[13.110946]	[150]	[]	[]	[121218471]	[]
9_16745	chr9	129692527	129692927	+	750	23.0	[]	[]	[5.6707325]	[191]	[]	[129692736]
9_16753	chr9	131073562	131073962	+	761	23.0	[7.348653]	[176]	[]	[]	[131073748]	[]
9_16758	chr9	131269078	131269478	+	730	23.0	[6.4101615]	[185]	[]	[]	[131269265]	[]
9_1676	chr3	32502042	32502442	+	1000	70.0	[7.2767115]	[102]	[]	[]	[32502236]	[]
9_16765	chrX	10159008	10159408	+	760	23.0	[11.867161, 7.465207]	[104, 124]	[]	[]	[10159190, 10159210]	[]
9_16768	chrX	52261394	52261794	+	774	23.0	[7.196585]	[92]	[]	[]	[52261564]	[]
9_16769	chrX	65610003	65610403	+	714	23.0	[]	[]	[10.430422]	[100]	[]	[65610195]
9_1677	chr3	40302726	40303126	+	1000	70.0	[6.665946]	[136]	[17.315159]	[107]	[40302961]	[40302932]
9_16770	chrX	65811534	65811934	+	739	23.0	[7.2718515]	[133]	[7.52337]	[133]	[65811757]	[65811757]
9_16771	chrX	65926027	65926427	+	756	23.0	[]	[]	[6.045519]	[138]	[]	[65926224]
9_16773	chrX	70176879	70177279	+	717	23.0	[]	[]	[5.9163275]	[104]	[]	[70177077]
9_16774	chrX	103120761	103121161	+	723	23.0	[12.872151]	[121]	[]	[]	[103120971]	[]
9_16776	chrX	107153001	107153401	+	722	23.0	[9.5953865]	[191]	[5.6707325]	[108]	[107153237]	[107153154]
9_1678	chr4	25173482	25173882	+	1000	70.0	[14.422394]	[145]	[]	[]	[25173717]	[]
9_16782	chrX	148556512	148556912	+	768	23.0	[9.154484]	[62]	[6.958328]	[62]	[148556664]	[148556664]
9_16798	chr1	15956223	15956623	+	698	22.0	[]	[]	[7.196585]	[164]	[]	[15956398]
9_16799	chr1	16073780	16074180	+	693	22.0	[]	[]	[17.315159]	[92]	[]	[16073959]
9_168	chr19	17680154	17680554	+	1000	253.0	[8.015269]	[128]	[15.811725]	[128]	[17680372]	[17680372]
9_1680	chr5	56502149	56502549	+	1000	70.0	[13.929092]	[98]	[8.580311]	[98]	[56502331]	[56502331]
9_16800	chr1	16147532	16147932	+	668	22.0	[6.0366282]	[152]	[]	[]	[16147780]	[]
9_16801	chr1	16609042	16609442	+	602	22.0	[]	[]	[7.87519]	[174]	[]	[16609227]
9_16802	chr1	16728186	16728586	+	664	22.0	[5.9557567]	[236]	[]	[]	[16728423]	[]
9_16806	chr1	20184614	20185014	+	688	22.0	[8.221049]	[134]	[]	[]	[20184843]	[]
