#PeakID(python identify_motif.py ./ENCODE_processed_files/PBX2_idr.fa PBX2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
919_12707	chr16	22217826	22218226	+	621	24.0	[]	[]	[9.370035]	[173]	[]	[22218052]
919_12721	chr16	85327855	85328255	+	583	24.0	[]	[]	[8.231745]	[114]	[]	[85328041]
919_12722	chr16	85372702	85373102	+	610	24.0	[8.661762]	[126]	[]	[]	[85372925]	[]
919_12723	chr16	85396703	85397103	+	617	24.0	[7.1611385, 7.1611385]	[103, 147]	[]	[]	[85396882, 85396926]	[]
919_12730	chr17	32231997	32232397	+	751	24.0	[]	[]	[7.895588]	[108]	[]	[32232196]
919_12748	chr17	78048787	78049187	+	690	24.0	[10.611208]	[71]	[]	[]	[78048953]	[]
919_12751	chr17	81348868	81349268	+	572	24.0	[6.9043694, 9.370035]	[79, 136]	[7.121478]	[162]	[81349034, 81349091]	[81349117]
919_12753	chr17	82039011	82039411	+	598	24.0	[]	[]	[15.3284025]	[133]	[]	[82039234]
919_12754	chr17_GL000205v2_random	14491	14891	+	639	24.0	[9.734841, 9.734841]	[108, 156]	[]	[]	[14688, 14736]	[]
919_12762	chr18	3675911	3676311	+	681	24.0	[]	[]	[11.995326]	[153]	[]	[3676122]
919_12772	chr19	1021507	1021907	+	633	24.0	[]	[]	[9.514142]	[162]	[]	[1021719]
919_12776	chr19	2237409	2237809	+	567	24.0	[10.1405115]	[110]	[]	[]	[2237577]	[]
919_12779	chr19	4400491	4400891	+	688	24.0	[]	[]	[9.765003]	[104]	[]	[4400691]
919_12782	chr19	6199645	6200045	+	698	24.0	[7.471763]	[121]	[]	[]	[6199850]	[]
919_12785	chr19	11088077	11088477	+	654	24.0	[13.767965]	[129]	[]	[]	[11088306]	[]
919_12792	chr19	29688273	29688673	+	588	24.0	[]	[]	[7.5889, 8.359376]	[139, 167]	[]	[29688465, 29688493]
919_12793	chr19	35223201	35223601	+	674	24.0	[11.2828665]	[85]	[]	[]	[35223375]	[]
919_12812	chr19	49301161	49301561	+	680	24.0	[7.2781315]	[103]	[8.461827]	[159]	[49301355]	[49301411]
919_1282	chr22_KI270733v1_random	141408	141808	+	1000	88.0	[]	[]	[11.2828665]	[138]	[]	[141646]
919_12821	chr2	9759976	9760376	+	653	24.0	[8.655526]	[143]	[]	[]	[9760200]	[]
919_12823	chr2	26245778	26246178	+	699	24.0	[11.315171]	[72]	[]	[]	[26245949]	[]
919_12834	chr2	74542421	74542821	+	603	24.0	[]	[]	[13.767965]	[168]	[]	[74542661]
919_12835	chr2	102050704	102051104	+	676	24.0	[]	[]	[8.231745]	[169]	[]	[102050948]
919_12841	chr2	170254144	170254544	+	616	24.0	[7.471763]	[176]	[]	[]	[170254386]	[]
919_12842	chr2	170523491	170523891	+	555	24.0	[]	[]	[13.096307]	[90]	[]	[170523680]
919_12851	chr2	181944923	181945323	+	701	24.0	[]	[]	[7.6882124]	[141]	[]	[181945144]
919_12854	chr2	219521016	219521416	+	625	24.0	[9.734841]	[108]	[]	[]	[219521222]	[]
919_12862	chr20	41327179	41327579	+	656	24.0	[13.096307]	[98]	[]	[]	[41327373]	[]
919_12868	chr20	56359149	56359549	+	634	24.0	[7.09214]	[194]	[]	[]	[56359372]	[]
919_12870	chr20	62614046	62614446	+	676	24.0	[]	[]	[15.3284025]	[104]	[]	[62614249]
919_12876	chr21	37642129	37642529	+	632	24.0	[7.9622016]	[92]	[]	[]	[37642291]	[]
919_12886	chr22	16793234	16793634	+	570	24.0	[8.161369]	[156]	[]	[]	[16793456]	[]
919_12888	chr22	17155893	17156293	+	729	24.0	[11.98683]	[107]	[]	[]	[17156094]	[]
919_12890	chr22	19008749	19009149	+	576	24.0	[6.8828864]	[174]	[]	[]	[19008925]	[]
919_12891	chr22	19050482	19050882	+	652	24.0	[6.920084]	[130]	[]	[]	[19050691]	[]
919_12894	chr22	19222541	19222941	+	543	24.0	[7.963974]	[131]	[]	[]	[19222745]	[]
919_12895	chr22	19228953	19229353	+	750	24.0	[7.3688555]	[136]	[]	[]	[19229155]	[]
919_129	chr19	11155763	11156163	+	1000	265.0	[]	[]	[8.787421]	[105]	[]	[11155966]
919_12901	chr22	19663383	19663783	+	614	24.0	[7.94979]	[223]	[]	[]	[19663621]	[]
919_12903	chr22	19738843	19739243	+	695	24.0	[]	[]	[7.59513]	[166]	[]	[19739019]
919_12920	chr22	22130945	22131345	+	672	24.0	[7.8151984]	[199]	[]	[]	[22131170]	[]
919_12929	chr22	46528223	46528623	+	578	24.0	[7.636366]	[66]	[7.6864405]	[79]	[46528385]	[46528398]
919_1293	chr19	47284265	47284665	+	1000	87.0	[]	[]	[15.3284025]	[100]	[]	[47284463]
919_12930	chr22	50118712	50119112	+	624	24.0	[]	[]	[7.7142496]	[173]	[]	[50118908]
919_12935	chr3	10594853	10595253	+	689	24.0	[7.597396]	[178]	[]	[]	[10595102]	[]
919_12938	chr3	15064108	15064508	+	544	24.0	[7.2086043]	[234]	[7.307082, 8.70122]	[173, 201]	[15064357]	[15064296, 15064324]
919_1294	chr2	190668911	190669311	+	1000	87.0	[7.483721, 13.096307]	[72, 92]	[]	[]	[190669075, 190669095]	[]
919_12943	chr3	17529653	17530053	+	724	24.0	[6.9218564]	[124]	[]	[]	[17529863]	[]
919_12948	chr3	39207790	39208190	+	669	24.0	[6.682185]	[76]	[]	[]	[39207965]	[]
919_12952	chr3	43455218	43455618	+	716	24.0	[11.2828665]	[127]	[]	[]	[43455444]	[]
919_12957	chr3	151548124	151548524	+	727	24.0	[]	[]	[9.063183]	[157]	[]	[151548368]
919_1296	chr20	56411966	56412366	+	1000	87.0	[13.767965]	[106]	[]	[]	[56412165]	[]
919_12963	chr3	194003333	194003733	+	691	24.0	[6.928093]	[146]	[]	[]	[194003489]	[]
919_12966	chr3	196055791	196056191	+	654	24.0	[]	[]	[8.685505]	[160]	[]	[196056005]
919_1297	chr22	29072667	29073067	+	1000	87.0	[10.434889]	[111]	[]	[]	[29072870]	[]
919_12973	chr4	7838464	7838864	+	617	24.0	[7.94979]	[99]	[]	[]	[7838655]	[]
919_1298	chr22	38794020	38794420	+	1000	87.0	[]	[]	[9.905027]	[104]	[]	[38794222]
919_12985	chr4	153765870	153766270	+	650	24.0	[]	[]	[11.995326]	[129]	[]	[153766070]
919_12989	chr5	1174404	1174804	+	618	24.0	[]	[]	[7.392598]	[136]	[]	[1174616]
919_1299	chr3	43638657	43639057	+	1000	87.0	[]	[]	[13.767965]	[98]	[]	[43638849]
919_12992	chr5	10601983	10602383	+	588	24.0	[]	[]	[8.810179]	[107]	[]	[10602186]
919_12994	chr5	17526539	17526939	+	577	24.0	[10.748932]	[131]	[]	[]	[17526766]	[]
919_12999	chr5	81925046	81925446	+	642	24.0	[]	[]	[13.767965]	[104]	[]	[81925235]
919_13000	chr5	81936704	81937104	+	683	24.0	[]	[]	[6.862472]	[117]	[]	[81936898]
919_13005	chr5	113048217	113048617	+	629	24.0	[]	[]	[6.889123, 8.880494]	[68, 122]	[]	[113048383, 113048437]
919_13014	chr5	172881780	172882180	+	564	24.0	[]	[]	[8.013846]	[126]	[]	[172881976]
919_1302	chr6	30744347	30744747	+	1000	87.0	[11.98683]	[64]	[]	[]	[30744507]	[]
919_13026	chr6	16132881	16133281	+	619	24.0	[7.9622016]	[152]	[]	[]	[16133091]	[]
919_13027	chr6	16858247	16858647	+	642	24.0	[]	[]	[7.1611385, 8.464807]	[176, 207]	[]	[16858466, 16858497]
919_13037	chr6	30769559	30769959	+	574	24.0	[]	[]	[7.990104]	[141]	[]	[30769734]
919_13043	chr6	31746979	31747379	+	691	24.0	[]	[]	[8.810179]	[162]	[]	[31747179]
919_13045	chr6	34163734	34164134	+	617	24.0	[6.809208]	[183]	[]	[]	[34163954]	[]
919_13052	chr6	37084674	37085074	+	612	24.0	[]	[]	[13.767965]	[120]	[]	[37084869]
919_13058	chr6	42562768	42563168	+	558	24.0	[]	[]	[13.096307]	[108]	[]	[42562975]
919_13063	chr6	43953403	43953803	+	637	24.0	[6.880627]	[156]	[]	[]	[43953570]	[]
919_13074	chr6	90598553	90598953	+	683	24.0	[8.580075, 11.98683]	[84, 92]	[]	[]	[90598737, 90598745]	[]
919_13076	chr6	110982247	110982647	+	637	24.0	[13.767965]	[129]	[]	[]	[110982460]	[]
919_1308	chr9	70607971	70608371	+	1000	87.0	[]	[]	[8.441935]	[92]	[]	[70608159]
919_13080	chr6	136754696	136755096	+	607	24.0	[6.7459693]	[134]	[]	[]	[136754869]	[]
919_13081	chr6	143168562	143168962	+	649	24.0	[13.767965]	[122]	[]	[]	[143168777]	[]
919_13082	chr6	145814405	145814805	+	653	24.0	[]	[]	[9.45908]	[166]	[]	[145814593]
919_13088	chr6	159760454	159760854	+	558	24.0	[]	[]	[8.461827]	[117]	[]	[159760647]
919_1309	chrUn_GL000224v1	2117	2517	+	1000	87.0	[]	[]	[8.833028]	[110]	[]	[2325]
919_13094	chr7	26122731	26123131	+	626	24.0	[13.767965]	[111]	[]	[]	[26122927]	[]
919_1310	chr1	21782873	21783273	+	1000	86.0	[]	[]	[10.930472]	[114]	[]	[21783085]
919_13104	chr7	75881982	75882382	+	664	24.0	[]	[]	[8.276244]	[165]	[]	[75882219]
919_13120	chr7	105067655	105068055	+	587	24.0	[]	[]	[8.580075]	[111]	[]	[105067837]
919_13136	chr7	116391923	116392323	+	574	24.0	[7.2810874]	[149]	[8.155379]	[140]	[116392155]	[116392146]
919_13142	chr7	128194846	128195246	+	617	24.0	[]	[]	[7.59513]	[117]	[]	[128195049]
919_13144	chr7	128370444	128370844	+	553	24.0	[]	[]	[11.295278]	[149]	[]	[128370625]
919_13148	chr7	129992275	129992675	+	630	24.0	[9.734841]	[123]	[]	[]	[129992475]	[]
919_13149	chr7	130270978	130271378	+	678	24.0	[]	[]	[7.1035852, 7.1035852]	[73, 128]	[]	[130271131, 130271186]
919_13152	chr7	134062484	134062884	+	620	24.0	[8.385908]	[80]	[]	[]	[134062635]	[]
919_1316	chr10	75230603	75231003	+	1000	86.0	[8.129065, 9.45908]	[118, 165]	[]	[]	[75230793, 75230840]	[]
919_13170	chr7	151036999	151037399	+	550	24.0	[]	[]	[11.2828665]	[198]	[]	[151037217]
919_13171	chr7	151112416	151112816	+	664	24.0	[6.862472]	[169]	[]	[]	[151112612]	[]
919_13175	chr7	156947100	156947500	+	729	24.0	[6.9863925]	[90]	[7.5815454]	[171]	[156947255]	[156947336]
919_13189	chr8	97582455	97582855	+	553	24.0	[6.9234715]	[96]	[]	[]	[97582628]	[]
919_1319	chr12	89663449	89663849	+	1000	86.0	[]	[]	[8.232354]	[110]	[]	[89663658]
919_13198	chr9	91898038	91898438	+	683	24.0	[7.677944]	[171]	[]	[]	[91898282]	[]
919_13205	chr9	120849855	120850255	+	662	24.0	[9.734841]	[137]	[]	[]	[120850067]	[]
919_13206	chr9	121825219	121825619	+	632	24.0	[]	[]	[9.946344]	[109]	[]	[121825428]
919_13207	chr9	125632534	125632934	+	647	24.0	[8.359376]	[217]	[]	[]	[125632778]	[]
919_1322	chr17	21284389	21284789	+	1000	86.0	[9.850762, 7.169635]	[101, 130]	[]	[]	[21284580, 21284609]	[]
919_13220	chr9	137087407	137087807	+	684	24.0	[7.597396]	[97]	[]	[]	[137087591]	[]
919_13222	chrUn_GL000224v1	29620	30020	+	724	24.0	[7.9515624]	[145]	[]	[]	[29816]	[]
919_13225	chrX	40154956	40155356	+	598	24.0	[]	[]	[10.614163]	[94]	[]	[40155135]
919_13227	chrX	119072668	119073068	+	558	24.0	[]	[]	[13.547267]	[138]	[]	[119072881]
919_13228	chrX	154308306	154308706	+	636	24.0	[7.9346805]	[121]	[]	[]	[154308527]	[]
919_13229	chrY	11310093	11310493	+	673	24.0	[7.3269696]	[79]	[]	[]	[11310270]	[]
919_13232	chr1	1897146	1897546	+	549	23.0	[11.2828665]	[135]	[]	[]	[1897366]	[]
919_1325	chr17	50661788	50662188	+	1000	86.0	[10.434889]	[95]	[]	[]	[50661977]	[]
919_13254	chr1	23335301	23335701	+	544	23.0	[8.664022]	[133]	[]	[]	[23335506]	[]
919_13258	chr1	28143374	28143774	+	567	23.0	[7.417628]	[87]	[6.682185]	[91]	[28143526]	[28143530]
919_13261	chr1	34858770	34859170	+	559	23.0	[12.034296]	[111]	[]	[]	[34858977]	[]
919_13264	chr1	38525716	38526116	+	564	23.0	[]	[]	[8.270616]	[194]	[]	[38525960]
919_13272	chr1	43989855	43990255	+	674	23.0	[12.475059]	[106]	[11.315171]	[129]	[43990029]	[43990052]
919_13276	chr1	45266108	45266508	+	656	23.0	[9.514142]	[154]	[]	[]	[45266345]	[]
919_1328	chr20	47464536	47464936	+	1000	86.0	[]	[]	[13.096307]	[112]	[]	[47464741]
919_13281	chr1	59055942	59056342	+	562	23.0	[7.249742]	[87]	[]	[]	[59056117]	[]
919_13283	chr1	64960009	64960409	+	634	23.0	[8.685505]	[120]	[]	[]	[64960202]	[]
919_13291	chr1	151013589	151013989	+	573	23.0	[]	[]	[8.833028]	[117]	[]	[151013785]
919_13292	chr1	154460807	154461207	+	567	23.0	[15.3284025]	[119]	[]	[]	[154461024]	[]
919_13293	chr1	154862875	154863275	+	574	23.0	[]	[]	[13.767965]	[128]	[]	[154863094]
919_13297	chr1	157423909	157424309	+	603	23.0	[8.810179]	[179]	[]	[]	[157424096]	[]
919_13298	chr1	167057365	167057765	+	628	23.0	[]	[]	[15.3284025]	[141]	[]	[167057575]
919_13299	chr1	168287239	168287639	+	609	23.0	[]	[]	[11.98683]	[192]	[]	[168287445]
919_13305	chr1	180572322	180572722	+	644	23.0	[]	[]	[12.034296]	[153]	[]	[180572502]
919_1331	chr22	26658819	26659219	+	1000	86.0	[8.270616]	[91]	[]	[]	[26659001]	[]
919_13310	chr1	193119345	193119745	+	557	23.0	[]	[]	[7.1601453]	[109]	[]	[193119540]
919_13311	chr1	197928961	197929361	+	671	23.0	[8.4295225]	[131]	[]	[]	[197929179]	[]
919_13315	chr1	207035005	207035405	+	638	23.0	[7.781394]	[111]	[]	[]	[207035216]	[]
919_13317	chr1	208036460	208036860	+	556	23.0	[]	[]	[13.767965]	[137]	[]	[208036682]
919_1332	chr22	39472805	39473205	+	1000	86.0	[]	[]	[13.767965, 8.161369]	[111, 137]	[]	[39472996, 39473022]
919_13321	chr1	221098975	221099375	+	598	23.0	[7.6493673, 8.129065]	[144, 161]	[]	[]	[221099176, 221099193]	[]
919_1333	chr4	55947329	55947729	+	1000	86.0	[]	[]	[8.655526]	[96]	[]	[55947523]
919_13330	chr1	234724141	234724541	+	608	23.0	[7.457406]	[145]	[6.8074355]	[116]	[234724371]	[234724342]
919_13336	chr10	24642827	24643227	+	582	23.0	[]	[]	[10.434889]	[132]	[]	[24643042]
919_13344	chr10	46240011	46240411	+	638	23.0	[6.7459693]	[154]	[]	[]	[46240211]	[]
919_13356	chr10	71806664	71807064	+	632	23.0	[7.0516834]	[124]	[]	[]	[71806868]	[]
919_13359	chr10	72676373	72676773	+	559	23.0	[10.436662]	[113]	[]	[]	[72676563]	[]
919_13362	chr10	78256159	78256559	+	541	23.0	[8.7029915]	[120]	[]	[]	[78256327]	[]
919_13363	chr10	78507411	78507811	+	583	23.0	[7.5147405]	[143]	[]	[]	[78507575]	[]
919_13364	chr10	113822063	113822463	+	550	23.0	[12.034296]	[125]	[]	[]	[113822261]	[]
919_13366	chr10	130155047	130155447	+	543	23.0	[6.671917, 7.94979]	[65, 124]	[]	[]	[130155203, 130155262]	[]
919_1337	chr6	4180603	4181003	+	1000	86.0	[15.3284025]	[98]	[]	[]	[4180799]	[]
919_13381	chr11	66949984	66950384	+	550	23.0	[10.436662, 8.270616]	[129, 133]	[8.129065]	[104]	[66950180, 66950184]	[66950155]
919_13383	chr11	73377052	73377452	+	556	23.0	[7.483721]	[93]	[7.983867]	[149]	[73377209]	[73377265]
919_13388	chr11	113665094	113665494	+	584	23.0	[]	[]	[7.2086043, 7.9114385]	[144, 157]	[]	[113665332, 113665345]
919_1339	chr9	4699994	4700394	+	1000	86.0	[]	[]	[13.767965]	[99]	[]	[4700191]
919_13396	chr12	93971288	93971688	+	563	23.0	[]	[]	[10.668542]	[116]	[]	[93971498]
919_13405	chr12	121812371	121812771	+	544	23.0	[7.597396]	[159]	[]	[]	[121812598]	[]
919_13407	chr12	129622545	129622945	+	617	23.0	[]	[]	[15.3284025]	[116]	[]	[129622742]
919_1341	chr1	28416530	28416930	+	1000	85.0	[]	[]	[6.8464055]	[123]	[]	[28416751]
919_13418	chr13	90273002	90273402	+	628	23.0	[]	[]	[6.9234715, 9.946344]	[170, 177]	[]	[90273224, 90273231]
919_1342	chr1	109083924	109084324	+	1000	85.0	[13.096307]	[102]	[]	[]	[109084126]	[]
919_13420	chr13	90460750	90461150	+	568	23.0	[7.6186666, 9.734841]	[137, 184]	[7.9622016]	[159]	[90460952, 90460999]	[90460974]
919_13424	chr13	90621553	90621953	+	613	23.0	[8.141477]	[163]	[]	[]	[90621741]	[]
919_13429	chr13	90865423	90865823	+	610	23.0	[7.9515624]	[97]	[7.1035852]	[167]	[90865602]	[90865672]
919_1344	chr1	175591305	175591705	+	1000	85.0	[]	[]	[9.905027]	[102]	[]	[175591504]
919_13441	chr13	91390517	91390917	+	625	23.0	[10.245942]	[218]	[]	[]	[91390766]	[]
919_13443	chr13	91472093	91472493	+	605	23.0	[]	[]	[12.174601]	[145]	[]	[91472251]
919_13447	chr13	92298146	92298546	+	557	23.0	[]	[]	[9.715816]	[188]	[]	[92298346]
919_13448	chr13	92318113	92318513	+	573	23.0	[]	[]	[6.656883]	[108]	[]	[92318299]
919_1345	chr1	230066622	230067022	+	1000	85.0	[]	[]	[13.767965]	[134]	[]	[230066849]
919_13453	chr13	92651125	92651525	+	573	23.0	[]	[]	[8.7029915]	[133]	[]	[92651345]
919_13457	chr13	93297663	93298063	+	587	23.0	[7.990104]	[114]	[8.661762]	[112]	[93297817]	[93297815]
919_13459	chr14	36848166	36848566	+	632	23.0	[6.7925434]	[133]	[]	[]	[36848371]	[]
919_13460	chr14	68843966	68844366	+	612	23.0	[]	[]	[11.019517]	[182]	[]	[68844210]
919_1347	chr16	75517153	75517553	+	1000	85.0	[]	[]	[6.9739804]	[90]	[]	[75517327]
919_13470	chr15	40565464	40565864	+	616	23.0	[10.502711]	[102]	[]	[]	[40565653]	[]
919_13473	chr15	44784212	44784612	+	579	23.0	[9.905027]	[140]	[7.990104]	[124]	[44784414]	[44784398]
919_13477	chr15	77091043	77091443	+	553	23.0	[13.767965, 8.685505]	[96, 149]	[]	[]	[77091233, 77091286]	[]
919_13488	chr16	12421687	12422087	+	577	23.0	[]	[]	[6.9863925, 6.9863925, 6.9863925, 6.9863925]	[87, 107, 127, 147]	[]	[12421872, 12421892, 12421912, 12421932]
919_13489	chr16	12801656	12802056	+	621	23.0	[]	[]	[7.94979]	[173]	[]	[12801861]
919_1349	chr19	48103088	48103488	+	1000	85.0	[]	[]	[13.767965, 6.880627]	[111, 158]	[]	[48103292, 48103339]
919_13490	chr16	15954687	15955087	+	622	23.0	[]	[]	[11.315171]	[140]	[]	[15954907]
919_13492	chr16	28821848	28822248	+	570	23.0	[]	[]	[11.2828665]	[199]	[]	[28822086]
919_13493	chr16	34071419	34071819	+	606	23.0	[6.719383]	[150]	[]	[]	[34071668]	[]
919_13498	chr16	66934283	66934683	+	584	23.0	[6.7158074]	[156]	[]	[]	[66934466]	[]
919_135	chr1	247104288	247104688	+	1000	263.0	[13.767965]	[91]	[]	[]	[247104478]	[]
919_1351	chr2	196356342	196356742	+	1000	85.0	[]	[]	[10.668542, 8.013846]	[56, 106]	[]	[196356496, 196356546]
919_13513	chr17	4660535	4660935	+	648	23.0	[7.6186666]	[115]	[9.689502]	[83]	[4660731]	[4660699]
919_13514	chr17	7841354	7841754	+	555	23.0	[7.3998165]	[170]	[]	[]	[7841580]	[]
919_13516	chr17	27346328	27346728	+	658	23.0	[]	[]	[11.295278]	[147]	[]	[27346562]
919_13518	chr17	27385615	27386015	+	545	23.0	[10.930472]	[116]	[]	[]	[27385830]	[]
919_13519	chr17	27474053	27474453	+	658	23.0	[]	[]	[6.9043694]	[162]	[]	[27474290]
919_13525	chr17	42456579	42456979	+	550	23.0	[8.069627]	[74]	[]	[]	[42456741]	[]
919_13526	chr17	44138137	44138537	+	561	23.0	[7.636366, 6.682185]	[185, 198]	[]	[]	[44138370, 44138383]	[]
919_13542	chr18	2330762	2331162	+	614	23.0	[15.3284025]	[93]	[]	[]	[2330928]	[]
919_13546	chr18	10529560	10529960	+	599	23.0	[8.685505]	[87]	[]	[]	[10529727]	[]
919_13548	chr18	49513718	49514118	+	639	23.0	[]	[]	[13.767965]	[84]	[]	[49513870]
919_13553	chr19	3580139	3580539	+	586	23.0	[]	[]	[7.990104]	[132]	[]	[3580361]
919_13558	chr19	10927629	10928029	+	630	23.0	[]	[]	[11.98683]	[114]	[]	[10927807]
919_13559	chr19	11345078	11345478	+	614	23.0	[]	[]	[8.143421]	[57]	[]	[11345232]
919_13561	chr19	13420855	13421255	+	561	23.0	[8.129065]	[79]	[6.7459693]	[71]	[13421029]	[13421021]
919_13571	chr19	41934861	41935261	+	659	23.0	[7.457406]	[139]	[]	[]	[41935079]	[]
919_13572	chr19	43682747	43683147	+	608	23.0	[]	[]	[8.685505]	[138]	[]	[43682975]
919_13573	chr19	46659760	46660160	+	562	23.0	[7.1611385, 11.98683]	[127, 190]	[]	[]	[46659926, 46659989]	[]
919_13582	chr2	15561660	15562060	+	543	23.0	[9.45908]	[150]	[]	[]	[15561889]	[]
919_1359	chrX	13647565	13647965	+	1000	85.0	[]	[]	[8.655526]	[109]	[]	[13647766]
919_13595	chr2	111626065	111626465	+	552	23.0	[]	[]	[6.9234715, 9.370035]	[101, 133]	[]	[111626247, 111626279]
919_13599	chr2	157751591	157751991	+	620	23.0	[6.7459693]	[105]	[]	[]	[157751750]	[]
919_1360	chr1	23907714	23908114	+	1000	84.0	[]	[]	[7.990104]	[132]	[]	[23907939]
919_13601	chr2	157837749	157838149	+	592	23.0	[]	[]	[7.9820952]	[163]	[]	[157837936]
919_13602	chr2	157934791	157935191	+	572	23.0	[6.9043694]	[159]	[7.9084163]	[108]	[157935042]	[157934991]
919_1361	chr1	26993455	26993855	+	1000	84.0	[7.597396]	[78]	[]	[]	[26993624]	[]
919_13617	chr20	34955091	34955491	+	641	23.0	[12.034296]	[107]	[]	[]	[34955269]	[]
919_13625	chr20	47534996	47535396	+	577	23.0	[7.2820473]	[152]	[]	[]	[47535244]	[]
919_13626	chr20	48872897	48873297	+	596	23.0	[]	[]	[13.767965]	[159]	[]	[48873131]
919_13627	chr20	50003147	50003547	+	621	23.0	[]	[]	[6.8849363]	[159]	[]	[50003377]
919_13630	chr20	51541057	51541457	+	576	23.0	[]	[]	[7.1035852]	[164]	[]	[51541305]
919_13633	chr20	64221001	64221401	+	553	23.0	[8.653753]	[73]	[]	[]	[64221155]	[]
919_13638	chr21	31283054	31283454	+	568	23.0	[13.096307, 7.983867]	[93, 119]	[]	[]	[31283244, 31283270]	[]
919_1364	chr1	161750208	161750608	+	1000	84.0	[8.880494]	[97]	[]	[]	[161750403]	[]
919_13644	chr21	37372247	37372647	+	586	23.0	[8.685505]	[170]	[7.9515624]	[152]	[37372423]	[37372405]
919_13649	chr21	45067362	45067762	+	618	23.0	[]	[]	[10.614163]	[183]	[]	[45067588]
919_1365	chr1	234554836	234555236	+	1000	84.0	[8.123892]	[121]	[]	[]	[234555052]	[]
919_13653	chr22	17802715	17803115	+	640	23.0	[10.25316]	[88]	[]	[]	[17802888]	[]
919_13658	chr22	19189041	19189441	+	641	23.0	[8.698377]	[103]	[]	[]	[19189244]	[]
919_13661	chr22	19588268	19588668	+	631	23.0	[7.3688555]	[151]	[]	[]	[19588422]	[]
919_13673	chr22	22461200	22461600	+	567	23.0	[]	[]	[7.4612455]	[180]	[]	[22461421]
919_13677	chr22_KI270736v1_random	172897	173297	+	548	23.0	[8.685505]	[129]	[]	[]	[173105]	[]
919_13678	chr22_KI270736v1_random	180096	180496	+	544	23.0	[8.685505]	[68]	[]	[]	[180259]	[]
919_13679	chr3	10143712	10144112	+	626	23.0	[]	[]	[10.614163]	[180]	[]	[10143959]
919_13687	chr3	39638201	39638601	+	619	23.0	[]	[]	[11.995326]	[129]	[]	[39638376]
919_13689	chr3	47788981	47789381	+	598	23.0	[7.597396, 8.013846]	[206, 210]	[]	[]	[47789224, 47789228]	[]
919_1369	chr19	12908548	12908948	+	1000	84.0	[7.483677, 11.98683]	[98, 111]	[]	[]	[12908740, 12908753]	[]
919_13692	chr3	65636329	65636729	+	561	23.0	[]	[]	[10.2141905]	[97]	[]	[65636506]
919_137	chr22	19447577	19447977	+	1000	262.0	[10.077273]	[100]	[]	[]	[19447766]	[]
919_13706	chr4	27010311	27010711	+	574	23.0	[]	[]	[6.809208]	[98]	[]	[27010502]
919_13711	chr4	121791009	121791409	+	624	23.0	[]	[]	[10.614163]	[110]	[]	[121791213]
919_13717	chr5	39428617	39429017	+	552	23.0	[]	[]	[8.978065]	[131]	[]	[39428840]
919_13718	chr5	54313224	54313624	+	569	23.0	[]	[]	[9.765003]	[89]	[]	[54313384]
919_13729	chr5	140165603	140166003	+	618	23.0	[8.464807, 10.2141905]	[114, 141]	[]	[]	[140165788, 140165815]	[]
919_13742	chr6	7048008	7048408	+	625	23.0	[6.862472]	[80]	[]	[]	[7048168]	[]
919_13744	chr6	13454729	13455129	+	628	23.0	[7.2086043]	[160]	[13.767965]	[117]	[13454971]	[13454928]
919_13746	chr6	14720447	14720847	+	619	23.0	[10.434889, 7.3269696]	[94, 134]	[9.370035]	[154]	[14720636, 14720676]	[14720696]
919_13748	chr6	20332618	20333018	+	619	23.0	[]	[]	[11.98683]	[98]	[]	[20332815]
919_13749	chr6	25951060	25951460	+	540	23.0	[13.767965]	[120]	[]	[]	[25951264]	[]
919_13765	chr6	36244634	36245034	+	567	23.0	[7.279904]	[164]	[]	[]	[36244830]	[]
919_13769	chr6	37207860	37208260	+	594	23.0	[6.9043694]	[132]	[]	[]	[37208052]	[]
919_1377	chr7	22680425	22680825	+	1000	84.0	[]	[]	[9.765003]	[105]	[]	[22680621]
919_13771	chr6	42042084	42042484	+	606	23.0	[7.3998165]	[95]	[8.34459]	[109]	[42042258]	[42042272]
919_13782	chr6	126075718	126076118	+	545	23.0	[8.129065]	[94]	[8.655526]	[105]	[126075901]	[126075912]
919_13784	chr6	137896171	137896571	+	546	23.0	[10.668542]	[123]	[]	[]	[137896390]	[]
919_13785	chr6	139378163	139378563	+	583	23.0	[10.393465, 10.25316]	[80, 108]	[]	[]	[139378330, 139378358]	[]
919_13787	chr6	147768945	147769345	+	630	23.0	[8.4530525]	[90]	[]	[]	[147769111]	[]
919_13788	chr6	157520946	157521346	+	628	23.0	[6.6778507, 7.3372383]	[83, 123]	[]	[]	[157521107, 157521147]	[]
919_1379	chr7	150958542	150958942	+	1000	84.0	[8.129065]	[71]	[8.942274]	[108]	[150958702]	[150958739]
919_13806	chr7	43669369	43669769	+	590	23.0	[13.767965]	[83]	[7.335466]	[122]	[43669550]	[43669589]
919_13808	chr7	50696919	50697319	+	565	23.0	[7.59513]	[113]	[]	[]	[50697110]	[]
919_13813	chr7	76395438	76395838	+	626	23.0	[]	[]	[7.9622016]	[117]	[]	[76395646]
919_13815	chr7	87143663	87144063	+	576	23.0	[]	[]	[10.25316]	[76]	[]	[87143829]
