#PeakID(python identify_motif.py ./ENCODE_processed_files/RREB1_idr.fa RREB1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
874_14093	chr19	40465343	40465743	+	730	33.5	[2.426988]	[132]	[]	[]	[40465518]	[]
874_14105	chr19	55027379	55027779	+	775	33.5	[]	[]	[10.03926]	[165]	[]	[55027596]
874_1411	chr1	228082185	228082585	+	1000	63.5	[]	[]	[5.755657]	[102]	[]	[228082374]
874_14124	chr2	112764730	112765130	+	844	33.5	[]	[]	[19.058199, 5.826524, 4.8454685, 11.841731]	[98, 99, 101, 102]	[]	[112764920, 112764921, 112764923, 112764924]
874_14125	chr2	118013592	118013992	+	861	33.5	[1.7249256]	[153]	[]	[]	[118013754]	[]
874_14127	chr2	121736466	121736866	+	880	33.5	[2.288842]	[171]	[]	[]	[121736679]	[]
874_14131	chr2	175168465	175168865	+	837	33.5	[]	[]	[1.7927794]	[201]	[]	[175168692]
874_14133	chr2	177148742	177149142	+	787	33.5	[5.214603]	[114]	[]	[]	[177148893]	[]
874_14145	chr20	62641943	62642343	+	688	33.5	[2.1843832]	[208]	[]	[]	[62642157]	[]
874_14158	chr21	44846793	44847193	+	859	33.5	[]	[]	[3.5557413, 4.960578, 3.4503276]	[113, 115, 116]	[]	[44846960, 44846962, 44846963]
874_14180	chr22	20039685	20040085	+	856	33.5	[7.830048]	[95]	[7.798741, 4.706187]	[164, 166]	[20039848]	[20039917, 20039919]
874_14183	chr22	20051986	20052386	+	865	33.5	[]	[]	[3.0411043, 10.576997]	[183, 188]	[]	[20052204, 20052209]
874_14189	chr22	20228183	20228583	+	798	33.5	[4.6115894]	[130]	[6.902933, 3.7895782]	[97, 107]	[20228384]	[20228351, 20228361]
874_14191	chr22	20260012	20260412	+	868	33.5	[2.0701647]	[175]	[]	[]	[20260256]	[]
874_14192	chr22	20602671	20603071	+	855	33.5	[]	[]	[4.1373587, 4.475753]	[168, 170]	[]	[20602894, 20602896]
874_14216	chr3	37860689	37861089	+	869	33.5	[2.573607]	[114]	[]	[]	[37860886]	[]
874_1422	chr19	7522386	7522786	+	1000	63.5	[]	[]	[7.493094]	[81]	[]	[7522545]
874_14224	chr3	153160769	153161169	+	693	33.5	[8.6248]	[106]	[]	[]	[153160953]	[]
874_14240	chr4	165112344	165112744	+	686	33.5	[2.1853163]	[88]	[]	[]	[165112509]	[]
874_14241	chr4	169757584	169757984	+	642	33.5	[3.483838]	[133]	[]	[]	[169757786]	[]
874_14242	chr4	177442041	177442441	+	876	33.5	[1.6259215, 2.6421988]	[57, 98]	[]	[]	[177442194, 177442235]	[]
874_14245	chr5	1633181	1633581	+	890	33.5	[8.240557, 9.637036]	[107, 108]	[]	[]	[1633383, 1633384]	[]
874_14247	chr5	61162413	61162813	+	743	33.5	[]	[]	[12.399986, 6.9547944, 5.3015723]	[165, 169, 171]	[]	[61162595, 61162599, 61162601]
874_14253	chr5	132419658	132420058	+	779	33.5	[5.0143547, 6.1958604]	[104, 105]	[]	[]	[132419841, 132419842]	[]
874_14256	chr5	138337317	138337717	+	861	33.5	[4.4633994]	[61]	[3.6834283, 3.767643]	[128, 131]	[138337473]	[138337540, 138337543]
874_14257	chr5	138353056	138353456	+	616	33.5	[7.325345, 3.0795531]	[182, 184]	[]	[]	[138353272, 138353274]	[]
874_1428	chr22	20997926	20998326	+	1000	63.5	[9.127282, 14.485308, 10.004963]	[134, 136, 138]	[]	[]	[20998111, 20998113, 20998115]	[]
874_14286	chr6	47420343	47420743	+	856	33.5	[]	[]	[3.2630997]	[202]	[]	[47420557]
874_143	chr7	45089297	45089697	+	1000	168.0	[]	[]	[2.417364]	[122]	[]	[45089475]
874_14301	chr7	25849711	25850111	+	835	33.5	[2.3215652, 2.4937015, 7.374478, 2.9761534]	[139, 140, 142, 145]	[]	[]	[25849933, 25849934, 25849936, 25849939]	[]
874_14313	chr7	100897097	100897497	+	882	33.5	[]	[]	[14.1850395, 8.93054, 2.7870793, 3.0409071, 5.2795334, 4.9933014, 2.249662, 6.310857, 12.397035, 13.697221, 8.824389]	[179, 180, 181, 183, 184, 185, 186, 187, 188, 190, 193]	[]	[100897327, 100897328, 100897329, 100897331, 100897332, 100897333, 100897334, 100897335, 100897336, 100897338, 100897341]
874_1432	chr22	22911458	22911858	+	1000	63.5	[]	[]	[5.680853, 4.377115, 12.314433, 3.228802]	[211, 224, 228, 231]	[]	[22911670, 22911683, 22911687, 22911690]
874_14321	chr7	123662060	123662460	+	607	33.5	[1.6554775, 4.9491487]	[98, 100]	[]	[]	[123662255, 123662257]	[]
874_14322	chr7	128812483	128812883	+	845	33.5	[5.4684396, 6.5462646]	[120, 121]	[]	[]	[128812691, 128812692]	[]
874_14327	chr7	131544924	131545324	+	857	33.5	[2.4883811, 4.7979555]	[141, 143]	[]	[]	[131545146, 131545148]	[]
874_14338	chr8	26265879	26266279	+	836	33.5	[]	[]	[10.203494, 8.772529, 8.180452, 4.9280696, 10.2235365, 8.471915]	[145, 146, 147, 149, 150, 152]	[]	[26266064, 26266065, 26266066, 26266068, 26266069, 26266071]
874_14343	chr8	37900310	37900710	+	799	33.5	[7.2508683, 2.703596]	[74, 77]	[]	[]	[37900474, 37900477]	[]
874_1435	chr22	23193452	23193852	+	1000	63.5	[]	[]	[3.3468022]	[94]	[]	[23193614]
874_14352	chr8	125429513	125429913	+	860	33.5	[]	[]	[4.358988, 7.189269]	[131, 132]	[]	[125429719, 125429720]
874_14370	chr9	129860839	129861239	+	864	33.5	[]	[]	[7.813164, 2.7264135]	[128, 129]	[]	[129861063, 129861064]
874_14372	chr9	132354606	132355006	+	793	33.5	[9.467226]	[175]	[]	[]	[132354795]	[]
874_1438	chr22	23260193	23260593	+	1000	63.5	[]	[]	[2.9276016, 2.0384915]	[127, 160]	[]	[23260375, 23260408]
874_14380	chrUn_GL000219v1	137505	137905	+	821	33.5	[7.524204]	[167]	[]	[]	[137677]	[]
874_14382	chrX	48794948	48795348	+	748	33.5	[]	[]	[8.559211]	[164]	[]	[48795164]
874_14383	chrX	154534800	154535200	+	592	33.5	[]	[]	[9.519088]	[123]	[]	[154535002]
874_1439	chr22	23283817	23284217	+	1000	63.5	[]	[]	[1.914778, 4.539737]	[118, 121]	[]	[23284009, 23284012]
874_14390	chr1	16014524	16014924	+	826	33.0	[2.6773293]	[142]	[]	[]	[16014738]	[]
874_14396	chr1	21909578	21909978	+	837	33.0	[5.2144055, 2.6202633, 4.339677, 4.4432025, 1.9964719, 2.1210928]	[122, 127, 132, 133, 137, 139]	[]	[]	[21909739, 21909744, 21909749, 21909750, 21909754, 21909756]	[]
874_14405	chr1	27598352	27598752	+	799	33.0	[]	[]	[6.4627814]	[149]	[]	[27598519]
874_14412	chr1	32335004	32335404	+	607	33.0	[5.4693213, 3.2630997]	[209, 230]	[]	[]	[32335219, 32335240]	[]
874_1442	chr6	31619891	31620291	+	1000	63.5	[8.000956, 4.289219]	[138, 142]	[]	[]	[31620129, 31620133]	[]
874_14424	chr1	67736177	67736577	+	775	33.0	[8.971164, 5.0845156, 8.697828, 10.847431, 1.8244057]	[161, 165, 166, 168, 171]	[]	[]	[67736399, 67736403, 67736404, 67736406, 67736409]	[]
874_14426	chr1	91591181	91591581	+	819	33.0	[3.98632]	[60]	[]	[]	[91591337]	[]
874_14427	chr1	92485593	92485993	+	830	33.0	[1.9024156, 2.1950033]	[113, 122]	[]	[]	[92485778, 92485787]	[]
874_14435	chr1	119645893	119646293	+	677	33.0	[]	[]	[3.0596879]	[152]	[]	[119646068]
874_14436	chr1	151057837	151058237	+	794	33.0	[14.993169, 2.7773926, 2.9269638]	[161, 202, 203]	[]	[]	[151058011, 151058052, 151058053]	[]
874_14441	chr1	161505297	161505697	+	734	33.0	[]	[]	[1.8157738]	[153]	[]	[161505545]
874_14447	chr1	183993267	183993667	+	847	33.0	[]	[]	[2.2179976]	[119]	[]	[183993425]
874_14450	chr1	203796236	203796636	+	826	33.0	[3.5038803]	[196]	[]	[]	[203796477]	[]
874_1446	chr7	139108956	139109356	+	1000	63.5	[3.7014003]	[133]	[3.7043526]	[81]	[139109173]	[139109121]
874_14467	chr1	244394620	244395020	+	687	33.0	[5.858343]	[105]	[]	[]	[244394803]	[]
874_14472	chr10	59905797	59906197	+	734	33.0	[]	[]	[2.3550847, 3.4099379, 5.9234066, 4.2436633]	[202, 211, 214, 218]	[]	[59906030, 59906039, 59906042, 59906046]
874_14493	chr11	43577000	43577400	+	742	33.0	[]	[]	[3.1149008]	[125]	[]	[43577217]
874_14498	chr11	67504831	67505231	+	808	33.0	[5.385838, 4.4423203, 2.3848555, 9.212835]	[214, 217, 221, 225]	[]	[]	[67505061, 67505064, 67505068, 67505072]	[]
874_14507	chr11	86932871	86933271	+	810	33.0	[]	[]	[4.0856524, 5.9234066]	[127, 130]	[]	[86933081, 86933084]
874_14509	chr11	118790392	118790792	+	848	33.0	[1.9982615]	[112]	[]	[]	[118790571]	[]
874_14522	chr12	54379614	54380014	+	696	33.0	[4.6453238]	[66]	[9.148663]	[146]	[54379768]	[54379848]
874_14529	chr12	68560096	68560496	+	823	33.0	[]	[]	[1.8790642]	[160]	[]	[68560329]
874_14531	chr12	75892869	75893269	+	629	33.0	[3.326605]	[108]	[]	[]	[75893069]	[]
874_14532	chr12	76764237	76764637	+	755	33.0	[]	[]	[6.5947657, 3.9705424, 1.6767458, 4.200649, 6.5462646, 1.8673072]	[104, 105, 131, 132, 133, 137]	[]	[76764412, 76764413, 76764439, 76764440, 76764441, 76764445]
874_14583	chr15	49170198	49170598	+	720	33.0	[]	[]	[2.4367168]	[187]	[]	[49170406]
874_14585	chr15	51228238	51228638	+	752	33.0	[1.9630817]	[102]	[]	[]	[51228436]	[]
874_14588	chr15	67065613	67066013	+	818	33.0	[6.3519783]	[143]	[]	[]	[67065801]	[]
874_14592	chr15	74340078	74340478	+	765	33.0	[]	[]	[8.9559, 15.629375, 3.208656]	[182, 184, 187]	[]	[74340286, 74340288, 74340291]
874_14597	chr15	95709990	95710390	+	848	33.0	[]	[]	[3.1103833]	[74]	[]	[95710157]
874_14598	chr16	1610727	1611127	+	827	33.0	[4.6136594]	[212]	[]	[]	[1610948]	[]
874_14612	chr16	84084884	84085284	+	830	33.0	[2.6905024, 1.7767869]	[129, 132]	[]	[]	[84085069, 84085072]	[]
874_14620	chr17	39953270	39953670	+	829	33.0	[]	[]	[2.368863]	[166]	[]	[39953490]
874_14629	chr17	63478937	63479337	+	825	33.0	[]	[]	[4.8849764]	[209]	[]	[63479173]
874_1463	chr1	38816033	38816433	+	1000	63.0	[1.6574349]	[135]	[]	[]	[38816238]	[]
874_14632	chr17	78186731	78187131	+	839	33.0	[2.3331492]	[121]	[]	[]	[78186887]	[]
874_14635	chr17	80833079	80833479	+	644	33.0	[]	[]	[3.0287929]	[146]	[]	[80833307]
874_14636	chr17	81094555	81094955	+	825	33.0	[4.0318756, 5.9522953, 2.9250705, 16.070993, 2.9962428, 4.4361606]	[224, 226, 227, 228, 230, 231]	[]	[]	[81094781, 81094783, 81094784, 81094785, 81094787, 81094788]	[]
874_14648	chr19	4124172	4124572	+	775	33.0	[]	[]	[1.9754441]	[173]	[]	[4124381]
874_1465	chr1	109426184	109426584	+	1000	63.0	[2.1950033, 9.801383, 11.371952, 2.626527]	[115, 133, 148, 156]	[]	[]	[109426376, 109426394, 109426409, 109426417]	[]
874_14652	chr19	7605208	7605608	+	796	33.0	[3.0184376, 15.852317, 3.1913643]	[75, 77, 78]	[]	[]	[7605364, 7605366, 7605367]	[]
874_14659	chr19	17998451	17998851	+	759	33.0	[5.0662155]	[73]	[]	[]	[17998623]	[]
874_14662	chr19	19225001	19225401	+	853	33.0	[1.7611152]	[211]	[]	[]	[19225227]	[]
874_14663	chr19	21082242	21082642	+	761	33.0	[]	[]	[6.8368454]	[114]	[]	[21082410]
874_14666	chr19	38361379	38361779	+	817	33.0	[]	[]	[7.4097614, 13.423154]	[79, 83]	[]	[38361556, 38361560]
874_14670	chr19	41262074	41262474	+	779	33.0	[2.9573596]	[140]	[]	[]	[41262286]	[]
874_14675	chr19	47231337	47231737	+	818	33.0	[4.6453238, 3.1755667, 2.5351157]	[82, 88, 110]	[]	[]	[47231501, 47231507, 47231529]	[]
874_14682	chr19	49875846	49876246	+	594	33.0	[]	[]	[2.702865]	[195]	[]	[49876061]
874_14687	chr19	55207057	55207457	+	825	33.0	[1.9322995]	[88]	[]	[]	[55207227]	[]
874_14690	chr2	12277418	12277818	+	845	33.0	[]	[]	[10.962541]	[216]	[]	[12277646]
874_14691	chr2	26846339	26846739	+	625	33.0	[2.6517127]	[182]	[]	[]	[26846557]	[]
874_14697	chr2	65055670	65056070	+	773	33.0	[2.448146]	[63]	[]	[]	[65055830]	[]
874_14699	chr2	73985622	73986022	+	835	33.0	[]	[]	[4.9482665]	[125]	[]	[73985820]
874_14704	chr2	113890586	113890986	+	843	33.0	[]	[]	[12.127533]	[229]	[]	[113890817]
874_14705	chr2	120938057	120938457	+	663	33.0	[5.9411416, 3.4619026]	[168, 170]	[]	[]	[120938252, 120938254]	[]
874_14718	chr20	31721696	31722096	+	847	33.0	[]	[]	[10.489145]	[96]	[]	[31721871]
874_1473	chr11	65013804	65014204	+	1000	63.0	[5.149699]	[131]	[]	[]	[65014010]	[]
874_14778	chr3	12876041	12876441	+	828	33.0	[5.0994086]	[185]	[]	[]	[12876287]	[]
874_14786	chr3	129893055	129893455	+	733	33.0	[]	[]	[2.8090148, 5.4885235]	[137, 138]	[]	[129893281, 129893282]
874_14788	chr3	156680936	156681336	+	812	33.0	[]	[]	[2.3848555]	[106]	[]	[156681107]
874_14789	chr3	158110294	158110694	+	804	33.0	[1.9754441]	[119]	[]	[]	[158110509]	[]
874_14796	chr4	705121	705521	+	828	33.0	[5.0152364, 5.0152364, 5.0152364, 2.2845972, 10.290661]	[126, 200, 206, 207, 212]	[]	[]	[705273, 705347, 705353, 705354, 705359]	[]
874_14807	chr4	99088737	99089137	+	810	33.0	[]	[]	[1.7609605]	[148]	[]	[99088950]
874_14819	chr5	83077049	83077449	+	744	33.0	[1.8486391]	[106]	[]	[]	[83077222]	[]
874_14831	chr5	141636878	141637278	+	694	33.0	[2.0370753]	[214]	[]	[]	[141637112]	[]
874_14836	chr5	172959418	172959818	+	628	33.0	[3.0636773, 4.8655105]	[136, 204]	[]	[]	[172959576, 172959644]	[]
874_14855	chr6	32128493	32128893	+	644	33.0	[3.2919888, 10.06815, 3.346751, 2.3848555, 4.4424243]	[129, 130, 131, 132, 138]	[]	[]	[32128657, 32128658, 32128659, 32128660, 32128666]	[]
874_14862	chr6	36827365	36827765	+	641	33.0	[3.053373, 5.9197874, 7.859604, 16.595516]	[190, 192, 195, 197]	[]	[]	[36827587, 36827589, 36827592, 36827594]	[]
874_14863	chr6	37110333	37110733	+	822	33.0	[2.5538454]	[200]	[]	[]	[37110554]	[]
874_14875	chr6	109382724	109383124	+	834	33.0	[]	[]	[6.192908]	[78]	[]	[109382877]
874_1488	chr22	20238568	20238968	+	1000	63.0	[]	[]	[4.4246273]	[114]	[]	[20238767]
874_14886	chr7	2241932	2242332	+	780	33.0	[5.18352, 16.379463, 3.8502443]	[128, 129, 131]	[]	[]	[2242111, 2242112, 2242114]	[]
874_14887	chr7	5594794	5595194	+	821	33.0	[]	[]	[2.1976278, 2.8608758, 1.6793702]	[178, 179, 180]	[]	[5595041, 5595042, 5595043]
874_14888	chr7	16269534	16269934	+	837	33.0	[6.9547944]	[94]	[]	[]	[16269704]	[]
874_14890	chr7	17939517	17939917	+	810	33.0	[]	[]	[2.6421988, 4.5783963, 3.3591135, 1.8128216]	[109, 110, 115, 119]	[]	[17939714, 17939715, 17939720, 17939724]
874_14896	chr7	38349785	38350185	+	775	33.0	[]	[]	[2.9969518]	[149]	[]	[38350025]
874_14907	chr7	130392603	130393003	+	637	33.0	[3.0444226, 2.9075594]	[187, 188]	[]	[]	[130392840, 130392841]	[]
874_1491	chr22	22933799	22934199	+	1000	63.0	[]	[]	[6.0418897]	[224]	[]	[22934044]
874_14923	chr8	22141586	22141986	+	800	33.0	[3.2625363]	[104]	[]	[]	[22141747]	[]
874_1493	chr22	23234547	23234947	+	1000	63.0	[]	[]	[3.8439806, 1.9825898, 7.76643, 3.196491, 2.774717]	[177, 178, 180, 182, 184]	[]	[23234790, 23234791, 23234793, 23234795, 23234797]
874_14939	chr9	87497551	87497951	+	808	33.0	[]	[]	[2.5884223]	[138]	[]	[87497769]
874_14944	chr9	123353964	123354364	+	754	33.0	[5.385838]	[144]	[]	[]	[123354187]	[]
874_14946	chr9	128098855	128099255	+	761	33.0	[]	[]	[2.5938458, 6.943365]	[222, 225]	[]	[128099085, 128099088]
874_14958	chrX	47561085	47561485	+	815	33.0	[]	[]	[1.6802522]	[97]	[]	[47561270]
874_14960	chrX	66022421	66022821	+	671	33.0	[3.8077052]	[202]	[]	[]	[66022664]	[]
874_14965	chrX	156001517	156001917	+	568	33.0	[]	[]	[5.436766]	[183]	[]	[156001755]
874_14978	chr1	23370600	23371000	+	802	32.5	[]	[]	[3.2597814]	[145]	[]	[23370799]
874_14984	chr1	27428502	27428902	+	730	32.5	[2.2845972]	[111]	[]	[]	[27428713]	[]
874_14993	chr1	39398700	39399100	+	563	32.5	[]	[]	[5.790684]	[153]	[]	[39398862]
874_15	chrM	5192	5592	+	1000	814.0	[3.3316848, 4.3560357, 3.9872022, 10.775528, 2.3478878]	[72, 132, 134, 136, 146]	[]	[]	[5363, 5423, 5425, 5427, 5437]	[]
874_15000	chr1	54672049	54672449	+	801	32.5	[]	[]	[6.5339026]	[135]	[]	[54672278]
874_15002	chr1	100786896	100787296	+	802	32.5	[]	[]	[2.8389406]	[57]	[]	[100787050]
874_15003	chr1	110874657	110875057	+	807	32.5	[1.7249256]	[142]	[2.5402424]	[69]	[110874885]	[110874812]
874_15013	chr1	153986698	153987098	+	760	32.5	[]	[]	[3.227386]	[142]	[]	[153986880]
874_15016	chr1	158117809	158118209	+	683	32.5	[9.853821]	[176]	[]	[]	[158118028]	[]
874_15031	chr1	206909684	206910084	+	773	32.5	[4.253569, 4.391496]	[197, 202]	[]	[]	[206909923, 206909928]	[]
874_15038	chr1	234978485	234978885	+	821	32.5	[2.8415651, 10.394013]	[117, 130]	[]	[]	[234978658, 234978671]	[]
874_15042	chr1	246166344	246166744	+	797	32.5	[]	[]	[5.0029254]	[148]	[]	[246166568]
874_15048	chr10	31318371	31318771	+	770	32.5	[4.6479483]	[209]	[]	[]	[31318616]	[]
874_15051	chr10	49176991	49177391	+	784	32.5	[2.3241897]	[159]	[]	[]	[49177165]	[]
874_15053	chr10	59881038	59881438	+	790	32.5	[3.3986123]	[93]	[]	[]	[59881201]	[]
874_15054	chr10	61780280	61780680	+	801	32.5	[2.7650301]	[146]	[]	[]	[61780471]	[]
874_15057	chr10	71240561	71240961	+	740	32.5	[]	[]	[3.6673846]	[65]	[]	[71240718]
874_15063	chr11	2700255	2700655	+	655	32.5	[4.6479483]	[199]	[]	[]	[2700464]	[]
874_15068	chr11	44727866	44728266	+	807	32.5	[5.402197]	[205]	[]	[]	[44728098]	[]
874_15075	chr11	63839075	63839475	+	784	32.5	[]	[]	[11.367604, 8.772529, 2.2487798]	[157, 158, 162]	[]	[63839280, 63839281, 63839285]
874_15084	chr11	125070902	125071302	+	727	32.5	[]	[]	[3.915884, 9.146593, 3.4099379, 8.991206, 6.09218, 15.804804, 13.694596, 16.440128, 10.576893, 10.373993, 8.685362, 10.776259, 5.7555537, 2.9568896, 5.151115]	[125, 128, 129, 130, 131, 132, 134, 136, 137, 138, 139, 141, 142, 144, 145]	[]	[125071121, 125071124, 125071125, 125071126, 125071127, 125071128, 125071130, 125071132, 125071133, 125071134, 125071135, 125071137, 125071138, 125071140, 125071141]
874_15088	chr12	48350525	48350925	+	728	32.5	[2.9285345, 6.1123767, 1.9982615, 2.2845972, 6.6499453]	[109, 137, 138, 141, 201]	[]	[]	[48350683, 48350711, 48350712, 48350715, 48350775]	[]
874_15096	chr12	109900231	109900631	+	786	32.5	[]	[]	[2.0502484]	[203]	[]	[109900459]
874_15098	chr12	122063245	122063645	+	798	32.5	[]	[]	[2.4171667]	[216]	[]	[122063468]
874_15099	chr12	123094464	123094864	+	755	32.5	[2.9450905]	[155]	[7.473052, 4.0223618]	[171, 172]	[123094691]	[123094707, 123094708]
874_15112	chr13	90281325	90281725	+	681	32.5	[]	[]	[2.3530145]	[140]	[]	[90281505]
874_15126	chr13	107857846	107858246	+	793	32.5	[6.039462, 2.4690702, 5.877851]	[62, 67, 68]	[]	[]	[107858004, 107858009, 107858010]	[]
874_1513	chr11	448239	448639	+	1000	62.5	[4.4941816]	[78]	[]	[]	[448390]	[]
874_15136	chr15	41989486	41989886	+	691	32.5	[4.7294345]	[113]	[]	[]	[41989679]	[]
874_15175	chr17	48107420	48107820	+	805	32.5	[]	[]	[7.493094]	[109]	[]	[48107597]
874_15176	chr17	55662265	55662665	+	623	32.5	[1.8970363]	[217]	[]	[]	[55662497]	[]
874_15182	chr17	76682194	76682594	+	784	32.5	[]	[]	[2.2150455]	[122]	[]	[76682406]
874_15186	chr17	81832650	81833050	+	772	32.5	[4.4623404]	[215]	[]	[]	[81832898]	[]
874_15188	chr18	966341	966741	+	645	32.5	[6.1103067]	[98]	[]	[]	[966526]	[]
874_15193	chr18	48566559	48566959	+	767	32.5	[]	[]	[7.556712, 3.5433893]	[71, 74]	[]	[48566714, 48566717]
874_15205	chr19	17996749	17997149	+	809	32.5	[3.2630997]	[145]	[]	[]	[17996930]	[]
874_15212	chr19	39502843	39503243	+	820	32.5	[5.4166203]	[187]	[]	[]	[39503075]	[]
874_15231	chr2	27765950	27766350	+	651	32.5	[3.345335]	[209]	[]	[]	[27766162]	[]
874_15241	chr2	74834921	74835321	+	699	32.5	[]	[]	[2.7572992]	[128]	[]	[74835146]
874_15246	chr2	108786717	108787117	+	790	32.5	[]	[]	[3.3468022]	[191]	[]	[108786952]
874_15249	chr2	128441983	128442383	+	787	32.5	[5.4366627, 2.6412656]	[87, 88]	[5.4693213, 4.0856524]	[129, 130]	[128442161, 128442162]	[128442203, 128442204]
874_15254	chr2	170714192	170714592	+	801	32.5	[4.5079603, 3.786954, 2.1687093]	[111, 113, 116]	[4.1723976]	[137]	[170714359, 170714361, 170714364]	[170714385]
874_15256	chr2	203238920	203239320	+	811	32.5	[]	[]	[3.059533]	[110]	[]	[203239098]
874_15259	chr2	219642368	219642768	+	722	32.5	[]	[]	[1.6793702]	[73]	[]	[219642537]
874_1526	chr22	22663806	22664206	+	1000	62.5	[4.8753524]	[132]	[3.2651608]	[88]	[22664022]	[22663978]
874_15287	chr22	19376324	19376724	+	803	32.5	[8.243743, 6.8465743, 6.5430593]	[80, 82, 85]	[]	[]	[19376477, 19376479, 19376482]	[]
874_1529	chr22	22917523	22917923	+	1000	62.5	[5.4654875]	[167]	[2.605603]	[218]	[22917697]	[22917748]
874_15295	chr22	19882908	19883308	+	801	32.5	[4.3252535, 5.974231, 1.808577]	[128, 131, 132]	[]	[]	[19883099, 19883102, 19883103]	[]
874_15298	chr22	19995887	19996287	+	795	32.5	[]	[]	[2.2169385]	[100]	[]	[19996056]
874_1532	chr22	23198410	23198810	+	1000	62.5	[]	[]	[3.6834283, 3.314961]	[170, 173]	[]	[23198645, 23198648]
874_15330	chr3	15052675	15053075	+	697	32.5	[4.8777795, 2.9962428, 3.876489, 2.182692]	[87, 89, 90, 92]	[]	[]	[15052832, 15052834, 15052835, 15052837]	[]
874_15335	chr3	39287210	39287610	+	798	32.5	[]	[]	[13.041854]	[98]	[]	[39287400]
874_15345	chr3	122514545	122514945	+	818	32.5	[3.4100416]	[120]	[3.6315672]	[90]	[122514744]	[122514714]
874_15346	chr3	129252784	129253184	+	767	32.5	[]	[]	[10.640183, 5.18352, 3.5433893]	[150, 151, 195]	[]	[129252964, 129252965, 129253009]
874_15347	chr3	136196070	136196470	+	756	32.5	[4.2436633]	[167]	[]	[]	[136196287]	[]
874_15353	chr3	194487649	194488049	+	822	32.5	[1.9502363]	[133]	[]	[]	[194487850]	[]
874_15354	chr3	195106204	195106604	+	790	32.5	[2.5684023, 4.42316, 2.3848555, 5.572007, 3.6324492, 3.3591135, 5.4375443, 5.1634774, 5.4684396, 2.693127, 5.1836233, 8.492969]	[156, 162, 164, 167, 168, 169, 170, 171, 174, 199, 209, 211]	[]	[]	[195106369, 195106375, 195106377, 195106380, 195106381, 195106382, 195106383, 195106384, 195106387, 195106412, 195106422, 195106424]	[]
874_15358	chr4	1520142	1520542	+	791	32.5	[1.6259215]	[135]	[]	[]	[1520317]	[]
874_15377	chr5	57174084	57174484	+	796	32.5	[]	[]	[5.305817, 2.3511212, 4.1498246, 7.05832, 4.4236946, 5.0652046, 1.7409183]	[106, 108, 113, 114, 116, 118, 120]	[]	[57174266, 57174268, 57174273, 57174274, 57174276, 57174278, 57174280]
874_15380	chr5	119070562	119070962	+	712	32.5	[2.1107886]	[207]	[]	[]	[119070795]	[]
874_15395	chr6	13909011	13909411	+	789	32.5	[]	[]	[4.0194097, 4.8753524]	[203, 205]	[]	[13909225, 13909227]
874_15401	chr6	24719315	24719715	+	794	32.5	[5.032481]	[79]	[]	[]	[24719493]	[]
874_15407	chr6	27808413	27808813	+	661	32.5	[3.1447847]	[125]	[]	[]	[27808620]	[]
874_15419	chr6	43774799	43775199	+	611	32.5	[9.132661]	[164]	[3.6171858, 4.845572]	[193, 200]	[43774965]	[43774994, 43775001]
874_15434	chr6	137905424	137905824	+	790	32.5	[]	[]	[2.1951802]	[88]	[]	[137905598]
874_15436	chr6	146879420	146879820	+	796	32.5	[]	[]	[3.4951892, 8.220514, 1.9639636]	[156, 194, 198]	[]	[146879623, 146879661, 146879665]
874_15451	chr7	74083135	74083535	+	694	32.5	[3.6716292]	[143]	[]	[]	[74083353]	[]
874_15455	chr7	76201768	76202168	+	632	32.5	[5.520301]	[146]	[]	[]	[76201975]	[]
874_15458	chr7	100583720	100584120	+	744	32.5	[]	[]	[4.9957285, 1.7250293]	[139, 214]	[]	[100583874, 100583949]
874_15484	chr8	27310835	27311235	+	771	32.5	[]	[]	[4.357095, 2.3848555, 5.790684, 12.127533]	[94, 97, 100, 102]	[]	[27311005, 27311008, 27311011, 27311013]
874_15496	chr8	140511995	140512395	+	554	32.5	[]	[]	[8.556259, 12.770433]	[68, 69]	[]	[140512153, 140512154]
874_155	chr11	44542320	44542720	+	1000	153.5	[3.7877889]	[153]	[]	[]	[44542565]	[]
874_15506	chr9	122213492	122213892	+	557	32.5	[]	[]	[3.4503698]	[235]	[]	[122213729]
874_15509	chr9	128246161	128246561	+	797	32.5	[2.7661552]	[97]	[4.0381813]	[71]	[128246357]	[128246331]
874_15516	chr1	1892018	1892418	+	751	32.0	[3.0092428]	[142]	[]	[]	[1892185]	[]
874_1553	chr9	130933945	130934345	+	1000	62.5	[]	[]	[2.840856]	[91]	[]	[130934111]
874_15543	chr1	88992946	88993346	+	730	32.0	[]	[]	[5.7080827]	[114]	[]	[88993111]
874_15545	chr1	100132534	100132934	+	668	32.0	[4.0856524, 13.477812, 5.805948, 4.0856524]	[109, 113, 114, 116]	[2.3241897]	[189]	[100132703, 100132707, 100132708, 100132710]	[100132783]
874_15548	chr1	110053717	110054117	+	687	32.0	[]	[]	[13.043924]	[133]	[]	[110053914]
874_15560	chr1	153920382	153920782	+	633	32.0	[6.392602]	[143]	[]	[]	[153920597]	[]
874_156	chr22	21642198	21642598	+	1000	152.5	[]	[]	[4.9173717]	[76]	[]	[21642372]
