#PeakID(python scan_motif.py ./ENCODE_processed_files/ZEB2_idr.fa ZEB2 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
466_17627	chr5	179838300	179838700	+	1000	42.5	[11.465191]	[89]	[]	[]	[179838455]	[]
466_17629	chr6	2911658	2912058	+	1000	42.5	[6.53501]	[141]	[]	[]	[2911881]	[]
466_1763	chr22	22357176	22357576	+	1000	111.0	[]	[]	[11.465191]	[96]	[]	[22357333]
466_17631	chr6	3742244	3742644	+	1000	42.5	[]	[]	[11.465191]	[187]	[]	[3742479]
466_17632	chr6	5003195	5003595	+	1000	42.5	[]	[]	[6.975399, 11.465191]	[159, 167]	[]	[5003423, 5003431]
466_17633	chr6	6886374	6886774	+	1000	42.5	[6.9489045]	[136]	[6.9489045]	[136]	[6886610]	[6886610]
466_17638	chr6	26064591	26064991	+	1000	42.5	[]	[]	[11.465191]	[148]	[]	[26064831]
466_1764	chr22	22809990	22810390	+	1000	111.0	[]	[]	[11.465191, 11.465191]	[115, 154]	[]	[22810200, 22810239]
466_17643	chr6	28772651	28773051	+	1000	42.5	[6.975399]	[84]	[]	[]	[28772807]	[]
466_1765	chr4	78691369	78691769	+	1000	111.0	[6.975399]	[97]	[]	[]	[78691548]	[]
466_17652	chr6	44469704	44470104	+	1000	42.5	[11.465191]	[149]	[6.672127]	[76]	[44469943]	[44469870]
466_17653	chr6	45156056	45156456	+	911	42.5	[11.465191]	[118]	[]	[]	[45156272]	[]
466_17654	chr6	45495851	45496251	+	640	42.5	[6.53501]	[149]	[6.53501]	[135]	[45496083]	[45496069]
466_17655	chr6	50030867	50031267	+	1000	42.5	[11.465191]	[96]	[]	[]	[50031050]	[]
466_17660	chr6	119445148	119445548	+	1000	42.5	[11.465191, 11.465191]	[56, 149]	[]	[]	[119445301, 119445394]	[]
466_17662	chr6	138773378	138773778	+	1000	42.5	[6.672127]	[107]	[]	[]	[138773572]	[]
466_1767	chr6	27250981	27251381	+	1000	111.0	[]	[]	[11.465191, 11.465191]	[64, 141]	[]	[27251137, 27251214]
466_17671	chr7	2405760	2406160	+	915	42.5	[]	[]	[11.465191]	[232]	[]	[2406007]
466_17674	chr7	6271590	6271990	+	1000	42.5	[11.465191, 11.465191]	[95, 111]	[]	[]	[6271753, 6271769]	[]
466_17677	chr7	23357382	23357782	+	1000	42.5	[]	[]	[6.53501]	[130]	[]	[23357601]
466_17678	chr7	30403497	30403897	+	578	42.5	[11.465191, 6.53501]	[130, 152]	[11.465191]	[97]	[30403691, 30403713]	[30403658]
466_1768	chr6	31739865	31740265	+	1000	111.0	[11.465191]	[114]	[]	[]	[31740046]	[]
466_17683	chr7	73706361	73706761	+	988	42.5	[]	[]	[6.672127]	[101]	[]	[73706555]
466_17687	chr7	107670191	107670591	+	985	42.5	[]	[]	[11.465191]	[144]	[]	[107670382]
466_17688	chr7	108497108	108497508	+	1000	42.5	[6.53501]	[106]	[]	[]	[108497305]	[]
466_1769	chr7	65216387	65216787	+	1000	111.0	[11.465191]	[77]	[11.465191]	[88]	[65216540]	[65216551]
466_17694	chr7	151003553	151003953	+	1000	42.5	[6.53501]	[127]	[]	[]	[151003716]	[]
466_17696	chr7	156759815	156760215	+	1000	42.5	[]	[]	[6.975399, 11.465191]	[96, 125]	[]	[156759987, 156760016]
466_17699	chr8	21885722	21886122	+	1000	42.5	[11.465191]	[79]	[]	[]	[21885900]	[]
466_177	chr11	62041993	62042393	+	1000	264.5	[11.465191]	[97]	[]	[]	[62042181]	[]
466_1770	chr7	74452292	74452692	+	1000	111.0	[]	[]	[11.465191]	[113]	[]	[74452498]
466_17702	chr8	23275902	23276302	+	1000	42.5	[]	[]	[6.975399]	[213]	[]	[23276147]
466_17703	chr8	25458832	25459232	+	1000	42.5	[]	[]	[11.465191]	[138]	[]	[25459022]
466_17704	chr8	47263893	47264293	+	1000	42.5	[]	[]	[11.465191]	[69]	[]	[47264045]
466_17706	chr8	60274240	60274640	+	1000	42.5	[]	[]	[6.975399]	[145]	[]	[60274455]
466_17708	chr8	73008500	73008900	+	1000	42.5	[]	[]	[11.465191, 11.465191]	[186, 213]	[]	[73008710, 73008737]
466_17709	chr8	85939406	85939806	+	1000	42.5	[6.53501]	[108]	[]	[]	[85939568]	[]
466_1771	chr8	101198412	101198812	+	1000	111.0	[11.465191]	[110]	[]	[]	[101198603]	[]
466_17713	chr8	123158378	123158778	+	1000	42.5	[]	[]	[6.53501]	[112]	[]	[123158540]
466_17718	chr9	35730410	35730810	+	1000	42.5	[]	[]	[6.975399]	[137]	[]	[35730621]
466_1772	chr8	123178738	123179138	+	1000	111.0	[]	[]	[6.53501]	[125]	[]	[123178939]
466_17724	chr9	123265752	123266152	+	1000	42.5	[]	[]	[6.53501]	[176]	[]	[123265931]
466_17728	chr9	128127952	128128352	+	1000	42.5	[]	[]	[11.465191]	[135]	[]	[128128169]
466_1773	chrX	47675978	47676378	+	1000	111.0	[]	[]	[11.465191]	[103]	[]	[47676177]
466_17731	chr9	130828362	130828762	+	1000	42.5	[]	[]	[6.975399]	[117]	[]	[130828576]
466_17734	chr9	131062460	131062860	+	1000	42.5	[11.465191]	[141]	[]	[]	[131062648]	[]
466_17738	chr9	133022312	133022712	+	1000	42.5	[]	[]	[11.465191]	[116]	[]	[133022518]
466_1774	chr1	8004668	8005068	+	1000	110.5	[11.465191]	[85]	[]	[]	[8004832]	[]
466_17743	chr1	1959991	1960391	+	1000	42.0	[6.975399]	[134]	[]	[]	[1960212]	[]
466_17745	chr1	15424034	15424434	+	1000	42.0	[]	[]	[11.465191]	[217]	[]	[15424284]
466_17750	chr1	20696804	20697204	+	1000	42.0	[6.9489045]	[169]	[6.9489045]	[169]	[20697045]	[20697045]
466_17755	chr1	26805220	26805620	+	1000	42.0	[]	[]	[6.975399]	[122]	[]	[26805391]
466_17756	chr1	27235138	27235538	+	1000	42.0	[]	[]	[11.465191]	[89]	[]	[27235307]
466_1776	chr18	3584895	3585295	+	1000	110.5	[11.465191]	[145]	[]	[]	[3585120]	[]
466_17762	chr1	44842406	44842806	+	1000	42.0	[11.465191]	[160]	[6.672127]	[170]	[44842619]	[44842629]
466_17767	chr1	67760208	67760608	+	1000	42.0	[6.53501]	[142]	[]	[]	[67760439]	[]
466_1777	chr18	3596706	3597106	+	1000	110.5	[6.672127]	[168]	[]	[]	[3596957]	[]
466_17771	chr1	89973553	89973953	+	1000	42.0	[]	[]	[6.975399]	[125]	[]	[89973757]
466_17778	chr1	115469600	115470000	+	1000	42.0	[6.975399]	[134]	[11.465191]	[144]	[115469812]	[115469822]
466_17779	chr1	117660535	117660935	+	1000	42.0	[]	[]	[6.975399]	[85]	[]	[117660701]
466_17782	chr1	150274521	150274921	+	862	42.0	[11.465191]	[163]	[]	[]	[150274692]	[]
466_17787	chr1	154626939	154627339	+	1000	42.0	[11.465191]	[174]	[6.975399]	[121]	[154627181]	[154627128]
466_1779	chr20	31608468	31608868	+	1000	110.5	[]	[]	[11.465191]	[58]	[]	[31608622]
466_17793	chr1	179228606	179229006	+	1000	42.0	[6.53501]	[76]	[]	[]	[179228771]	[]
466_1780	chr20	38472391	38472791	+	1000	110.5	[]	[]	[6.975399, 6.975399, 6.53501]	[64, 99, 132]	[]	[38472544, 38472579, 38472612]
466_17805	chr1	221887226	221887626	+	1000	42.0	[11.465191]	[159]	[]	[]	[221887460]	[]
466_17813	chr1	246212997	246213397	+	620	42.0	[6.975399]	[141]	[]	[]	[246213209]	[]
466_17815	chr1	247936909	247937309	+	1000	42.0	[11.465191, 6.672127]	[78, 174]	[11.465191]	[147]	[247937063, 247937159]	[247937132]
466_17816	chr10	986443	986843	+	1000	42.0	[]	[]	[11.465191]	[144]	[]	[986666]
466_17819	chr10	5317704	5318104	+	1000	42.0	[6.9489045]	[111]	[6.9489045, 11.465191]	[111, 145]	[5317914]	[5317914, 5317948]
466_17820	chr10	21496608	21497008	+	1000	42.0	[6.672127]	[73]	[]	[]	[21496762]	[]
466_17822	chr10	25076800	25077200	+	1000	42.0	[6.975399]	[154]	[]	[]	[25077046]	[]
466_17824	chr10	29471511	29471911	+	1000	42.0	[]	[]	[11.465191]	[137]	[]	[29471740]
466_17826	chr10	34764612	34765012	+	1000	42.0	[11.465191]	[172]	[]	[]	[34764829]	[]
466_17829	chr10	43403956	43404356	+	1000	42.0	[11.465191]	[157]	[]	[]	[43404180]	[]
466_17834	chr10	63236362	63236762	+	1000	42.0	[11.465191]	[131]	[]	[]	[63236570]	[]
466_17837	chr10	73263861	73264261	+	1000	42.0	[]	[]	[11.465191]	[186]	[]	[73264050]
466_17838	chr10	74026492	74026892	+	1000	42.0	[]	[]	[6.53501]	[101]	[]	[74026653]
466_1784	chr6	7106908	7107308	+	1000	110.5	[11.465191]	[145]	[]	[]	[7107134]	[]
466_17842	chr11	334332	334732	+	1000	42.0	[]	[]	[11.465191]	[108]	[]	[334523]
466_17847	chr11	16738109	16738509	+	1000	42.0	[]	[]	[6.53501]	[117]	[]	[16738313]
466_17853	chr11	62791742	62792142	+	1000	42.0	[]	[]	[11.465191]	[146]	[]	[62791930]
466_1786	chr6	149565523	149565923	+	1000	110.5	[]	[]	[11.465191]	[80]	[]	[149565692]
466_17864	chr11	95925012	95925412	+	1000	42.0	[6.975399]	[92]	[]	[]	[95925190]	[]
466_17865	chr11	118053267	118053667	+	1000	42.0	[11.465191]	[155]	[]	[]	[118053480]	[]
466_17866	chr11	119062731	119063131	+	1000	42.0	[]	[]	[11.465191]	[103]	[]	[119062919]
466_17867	chr11	119318644	119319044	+	1000	42.0	[]	[]	[11.465191]	[139]	[]	[119318856]
466_17870	chr12	9798007	9798407	+	1000	42.0	[11.465191]	[153]	[]	[]	[9798244]	[]
466_17872	chr12	26939388	26939788	+	1000	42.0	[11.465191]	[123]	[11.465191]	[170]	[26939587]	[26939634]
466_17877	chr12	50504850	50505250	+	1000	42.0	[]	[]	[6.672127]	[206]	[]	[50505064]
466_17879	chr12	56389294	56389694	+	552	42.0	[]	[]	[6.53501]	[92]	[]	[56389476]
466_1788	chr8	97778415	97778815	+	1000	110.5	[11.465191]	[159]	[]	[]	[97778666]	[]
466_17881	chr12	95473985	95474385	+	1000	42.0	[11.465191]	[142]	[6.672127]	[110]	[95474216]	[95474184]
466_17883	chr12	113854312	113854712	+	947	42.0	[11.465191]	[145]	[]	[]	[113854541]	[]
466_17886	chr12	123383373	123383773	+	1000	42.0	[]	[]	[11.465191]	[134]	[]	[123383546]
466_17891	chr13	60226573	60226973	+	1000	42.0	[6.975399]	[200]	[]	[]	[60226802]	[]
466_17894	chr14	31894343	31894743	+	988	42.0	[6.975399]	[148]	[]	[]	[31894583]	[]
466_179	chr22	19419733	19420133	+	1000	264.0	[]	[]	[6.53501]	[159]	[]	[19419974]
466_1790	chr12	92404888	92405288	+	1000	110.0	[6.672127]	[96]	[]	[]	[92405082]	[]
466_17901	chr15	45118088	45118488	+	1000	42.0	[]	[]	[6.53501]	[135]	[]	[45118317]
466_17906	chr15	64444271	64444671	+	1000	42.0	[6.672127]	[128]	[]	[]	[64444461]	[]
466_17909	chr15	65836706	65837106	+	1000	42.0	[]	[]	[11.465191]	[68]	[]	[65836866]
466_1791	chr13	98480857	98481257	+	1000	110.0	[6.53501]	[130]	[]	[]	[98481080]	[]
466_17911	chr15	70439425	70439825	+	1000	42.0	[6.9489045]	[166]	[6.9489045]	[166]	[70439648]	[70439648]
466_17922	chr16	46882492	46882892	+	1000	42.0	[6.9489045]	[91]	[6.9489045]	[91]	[46882680]	[46882680]
466_17923	chr16	50279106	50279506	+	1000	42.0	[6.9489045]	[128]	[6.9489045]	[128]	[50279302]	[50279302]
466_17924	chr16	66589332	66589732	+	1000	42.0	[]	[]	[11.465191]	[61]	[]	[66589490]
466_17926	chr16	71883100	71883500	+	1000	42.0	[11.465191]	[162]	[]	[]	[71883325]	[]
466_17933	chr17	27893365	27893765	+	1000	42.0	[6.975399]	[68]	[]	[]	[27893522]	[]
466_17938	chr17	40417773	40418173	+	1000	42.0	[6.53501]	[188]	[]	[]	[40418010]	[]
466_17941	chr17	42458420	42458820	+	1000	42.0	[11.465191]	[158]	[]	[]	[42458661]	[]
466_17944	chr17	50719514	50719914	+	1000	42.0	[]	[]	[6.672127]	[165]	[]	[50719690]
466_17946	chr17	59712864	59713264	+	1000	42.0	[]	[]	[6.975399]	[136]	[]	[59713097]
466_1795	chr5	134632648	134633048	+	1000	110.0	[]	[]	[6.672127]	[96]	[]	[134632843]
466_17950	chr17	81733633	81734033	+	1000	42.0	[6.672127]	[139]	[11.465191]	[94]	[81733865]	[81733820]
466_17951	chr17	82224562	82224962	+	1000	42.0	[6.672127, 11.465191]	[123, 169]	[]	[]	[82224725, 82224771]	[]
466_17952	chr17	82647304	82647704	+	1000	42.0	[11.465191, 11.465191]	[100, 155]	[]	[]	[82647500, 82647555]	[]
466_17954	chr18	9612259	9612659	+	1000	42.0	[6.975399]	[155]	[6.975399]	[194]	[9612454]	[9612493]
466_1796	chr6	1703137	1703537	+	1000	110.0	[6.975399, 6.672127]	[119, 150]	[]	[]	[1703348, 1703379]	[]
466_17964	chr19	19120639	19121039	+	1000	42.0	[11.465191]	[199]	[6.975399, 6.975399]	[154, 209]	[19120859]	[19120814, 19120869]
466_17965	chr19	29610610	29611010	+	1000	42.0	[]	[]	[6.672127]	[119]	[]	[29610805]
466_17966	chr19	38935283	38935683	+	1000	42.0	[]	[]	[11.465191]	[148]	[]	[38935525]
466_17976	chr2	9020771	9021171	+	1000	42.0	[6.975399]	[75]	[]	[]	[9020936]	[]
466_17977	chr2	11129890	11130290	+	1000	42.0	[]	[]	[11.465191]	[92]	[]	[11130080]
466_17978	chr2	16750155	16750555	+	911	42.0	[]	[]	[6.53501]	[158]	[]	[16750404]
466_17979	chr2	20186454	20186854	+	742	42.0	[]	[]	[11.465191]	[140]	[]	[20186672]
466_17980	chr2	23375409	23375809	+	1000	42.0	[6.53501, 6.975399]	[111, 115]	[]	[]	[23375591, 23375595]	[]
466_17990	chr2	58688850	58689250	+	1000	42.0	[11.465191]	[106]	[]	[]	[58689033]	[]
466_17992	chr2	65044330	65044730	+	868	42.0	[]	[]	[6.975399, 11.465191]	[138, 167]	[]	[65044529, 65044558]
466_17994	chr2	68679620	68680020	+	1000	42.0	[]	[]	[6.672127, 11.465191]	[79, 102]	[]	[68679789, 68679812]
466_17999	chr2	96556805	96557205	+	907	42.0	[]	[]	[6.975399]	[200]	[]	[96557034]
466_18	chr16	90032042	90032442	+	1000	740.0	[]	[]	[6.975399, 11.465191, 11.465191, 11.465191, 11.465191, 6.975399, 11.465191]	[127, 138, 146, 185, 193, 203, 213]	[]	[90032202, 90032213, 90032221, 90032260, 90032268, 90032278, 90032288]
466_180	chr15	89893874	89894274	+	1000	263.5	[]	[]	[11.465191]	[149]	[]	[89894121]
466_18000	chr2	109279227	109279627	+	1000	42.0	[11.465191]	[70]	[]	[]	[109279396]	[]
466_18001	chr2	112509295	112509695	+	1000	42.0	[]	[]	[11.465191]	[146]	[]	[112509494]
466_18005	chr2	134207746	134208146	+	1000	42.0	[11.465191]	[139]	[]	[]	[134207953]	[]
466_18008	chr2	159096299	159096699	+	1000	42.0	[11.465191]	[210]	[]	[]	[159096541]	[]
466_1801	chr8	27315382	27315782	+	1000	110.0	[6.975399]	[144]	[]	[]	[27315605]	[]
466_18010	chr2	170770440	170770840	+	1000	42.0	[]	[]	[6.975399]	[138]	[]	[170770677]
466_18011	chr2	178478126	178478526	+	1000	42.0	[]	[]	[6.975399]	[116]	[]	[178478308]
466_18012	chr20	2101931	2102331	+	1000	42.0	[]	[]	[6.975399]	[188]	[]	[2102173]
466_18014	chr20	32359314	32359714	+	1000	42.0	[]	[]	[11.465191]	[112]	[]	[32359519]
466_18019	chr20	45791636	45792036	+	1000	42.0	[6.53501]	[119]	[]	[]	[45791825]	[]
466_18022	chr20	62623442	62623842	+	1000	42.0	[]	[]	[11.465191]	[128]	[]	[62623640]
466_18030	chr22	21781356	21781756	+	1000	42.0	[]	[]	[11.465191]	[165]	[]	[21781595]
466_18031	chr22	21873080	21873480	+	1000	42.0	[11.465191]	[98]	[]	[]	[21873255]	[]
466_18037	chr22	22722870	22723270	+	1000	42.0	[]	[]	[11.465191]	[196]	[]	[22723077]
466_18040	chr22	23084145	23084545	+	1000	42.0	[6.975399]	[202]	[]	[]	[23084362]	[]
466_18042	chr22	37807314	37807714	+	1000	42.0	[11.465191]	[146]	[]	[]	[37807523]	[]
466_18044	chr22	38644226	38644626	+	1000	42.0	[]	[]	[11.465191]	[96]	[]	[38644412]
466_18045	chr22	40187386	40187786	+	1000	42.0	[]	[]	[11.465191]	[110]	[]	[40187594]
466_18057	chr3	139329297	139329697	+	1000	42.0	[6.53501]	[156]	[]	[]	[139329513]	[]
466_18060	chr3	150430130	150430530	+	624	42.0	[]	[]	[6.53501]	[106]	[]	[150430315]
466_18061	chr3	157534755	157535155	+	896	42.0	[6.975399]	[166]	[]	[]	[157534961]	[]
466_18063	chr3	172179707	172180107	+	1000	42.0	[]	[]	[6.975399]	[136]	[]	[172179895]
466_18067	chr4	38673587	38673987	+	680	42.0	[11.465191]	[104]	[]	[]	[38673750]	[]
466_18068	chr4	40269039	40269439	+	1000	42.0	[6.53501]	[115]	[]	[]	[40269206]	[]
466_1807	chr1	212261459	212261859	+	1000	109.5	[]	[]	[11.465191]	[57]	[]	[212261614]
466_18070	chr4	74483276	74483676	+	959	42.0	[]	[]	[11.465191]	[110]	[]	[74483452]
466_18072	chr4	112285836	112286236	+	1000	42.0	[]	[]	[6.975399]	[142]	[]	[112286007]
466_18075	chr4	139099358	139099758	+	1000	42.0	[]	[]	[11.465191]	[139]	[]	[139099571]
466_18078	chr4	169934849	169935249	+	1000	42.0	[11.465191]	[151]	[]	[]	[169935072]	[]
466_18084	chr5	90637707	90638107	+	1000	42.0	[]	[]	[6.975399]	[155]	[]	[90637946]
466_18085	chr5	132501078	132501478	+	1000	42.0	[]	[]	[11.465191]	[161]	[]	[132501285]
466_18086	chr5	138033175	138033575	+	1000	42.0	[]	[]	[11.465191]	[145]	[]	[138033419]
466_18088	chr5	138488475	138488875	+	1000	42.0	[]	[]	[6.53501]	[84]	[]	[138488659]
466_18089	chr5	139651038	139651438	+	798	42.0	[]	[]	[11.465191]	[130]	[]	[139651263]
466_18090	chr5	139709102	139709502	+	1000	42.0	[]	[]	[11.465191]	[104]	[]	[139709295]
466_18092	chr5	172983266	172983666	+	1000	42.0	[6.672127]	[95]	[]	[]	[172983434]	[]
466_18095	chr5	181190015	181190415	+	1000	42.0	[11.465191]	[142]	[11.465191]	[63]	[181190257]	[181190178]
466_18098	chr6	4135004	4135404	+	1000	42.0	[6.672127]	[121]	[6.672127]	[99]	[4135197]	[4135175]
466_18099	chr6	11144328	11144728	+	968	42.0	[]	[]	[11.465191]	[142]	[]	[11144568]
466_1810	chr12	31756961	31757361	+	1000	109.5	[]	[]	[11.465191]	[117]	[]	[31757173]
466_18110	chr6	31396911	31397311	+	975	42.0	[]	[]	[6.53501]	[113]	[]	[31397103]
466_18113	chr6	37060949	37061349	+	1000	42.0	[6.9489045]	[91]	[11.465191, 6.9489045]	[79, 91]	[37061119]	[37061107, 37061119]
466_18114	chr6	43014105	43014505	+	1000	42.0	[]	[]	[6.975399]	[183]	[]	[43014346]
466_18116	chr6	43803927	43804327	+	1000	42.0	[]	[]	[11.465191]	[137]	[]	[43804148]
466_18120	chr6	105070457	105070857	+	1000	42.0	[6.975399]	[134]	[]	[]	[105070652]	[]
466_18121	chr6	107121978	107122378	+	886	42.0	[]	[]	[6.975399]	[140]	[]	[107122207]
466_18123	chr6	125889279	125889679	+	1000	42.0	[]	[]	[11.465191]	[78]	[]	[125889438]
466_18133	chr6	149129416	149129816	+	1000	42.0	[6.53501]	[143]	[]	[]	[149129629]	[]
466_18134	chr6	150007114	150007514	+	736	42.0	[]	[]	[11.465191]	[105]	[]	[150007266]
466_18144	chr7	47211454	47211854	+	1000	42.0	[11.465191]	[177]	[]	[]	[47211687]	[]
466_18149	chr7	73811663	73812063	+	973	42.0	[]	[]	[6.672127]	[74]	[]	[73811837]
466_1815	chr2	183124674	183125074	+	1000	109.5	[6.9489045]	[156]	[6.9489045]	[156]	[183124892]	[183124892]
466_18153	chr7	75594825	75595225	+	1000	42.0	[]	[]	[6.975399]	[138]	[]	[75595025]
466_18156	chr7	99504526	99504926	+	1000	42.0	[]	[]	[6.672127, 6.672127]	[58, 153]	[]	[99504681, 99504776]
466_18157	chr7	99979720	99980120	+	1000	42.0	[11.465191]	[94]	[]	[]	[99979903]	[]
466_18159	chr7	120990758	120991158	+	1000	42.0	[]	[]	[6.975399]	[86]	[]	[120990926]
466_18161	chr7	127895359	127895759	+	1000	42.0	[6.9489045]	[119]	[6.9489045]	[119]	[127895557]	[127895557]
466_18162	chr7	128704897	128705297	+	1000	42.0	[11.465191]	[138]	[]	[]	[128705135]	[]
466_18163	chr7	129068022	129068422	+	1000	42.0	[]	[]	[11.465191]	[140]	[]	[129068235]
466_18165	chr7	136115230	136115630	+	1000	42.0	[]	[]	[6.53501]	[168]	[]	[136115440]
466_18170	chr8	81842461	81842861	+	1000	42.0	[]	[]	[6.975399]	[110]	[]	[81842669]
466_18173	chr8	143733979	143734379	+	1000	42.0	[]	[]	[11.465191, 11.465191]	[145, 154]	[]	[143734208, 143734217]
466_18182	chr9	99819324	99819724	+	1000	42.0	[6.672127]	[147]	[]	[]	[99819481]	[]
466_18185	chr9	112378570	112378970	+	1000	42.0	[]	[]	[6.975399]	[107]	[]	[112378743]
466_18187	chr9	123268666	123269066	+	1000	42.0	[11.465191, 11.465191]	[102, 174]	[]	[]	[123268836, 123268908]	[]
466_18189	chr9	124941008	124941408	+	1000	42.0	[]	[]	[6.672127]	[148]	[]	[124941223]
466_1819	chr6	157824158	157824558	+	1000	109.5	[6.975399]	[139]	[]	[]	[157824362]	[]
466_18190	chr9	129139156	129139556	+	1000	42.0	[]	[]	[6.53501]	[91]	[]	[129139320]
466_18192	chr9	130549078	130549478	+	1000	42.0	[]	[]	[6.975399]	[97]	[]	[130549238]
466_18196	chr9	131163954	131164354	+	1000	42.0	[]	[]	[6.975399]	[172]	[]	[131164142]
466_182	chr9	125131705	125132105	+	1000	263.5	[6.975399]	[139]	[]	[]	[125131926]	[]
466_1820	chr8	91070181	91070581	+	1000	109.5	[6.975399]	[107]	[]	[]	[91070373]	[]
466_18200	chrX	47218327	47218727	+	1000	42.0	[6.53501]	[102]	[]	[]	[47218500]	[]
466_18202	chrX	118493868	118494268	+	1000	42.0	[11.465191]	[136]	[]	[]	[118494103]	[]
466_18206	chr1	1918845	1919245	+	1000	41.5	[11.465191]	[142]	[]	[]	[1919086]	[]
466_18209	chr1	8424499	8424899	+	693	41.5	[]	[]	[6.975399]	[195]	[]	[8424699]
466_1821	chr9	128786991	128787391	+	1000	109.5	[6.9489045]	[90]	[6.9489045]	[90]	[128787174]	[128787174]
466_18212	chr1	11796844	11797244	+	1000	41.5	[]	[]	[11.465191]	[139]	[]	[11797055]
466_18218	chr1	28511682	28512082	+	1000	41.5	[11.465191]	[158]	[]	[]	[28511906]	[]
466_1822	chr1	28877104	28877504	+	1000	109.0	[11.465191, 6.9489045]	[98, 112]	[6.9489045]	[112]	[28877268, 28877282]	[28877282]
466_18221	chr1	36446233	36446633	+	1000	41.5	[]	[]	[11.465191]	[100]	[]	[36446401]
466_18222	chr1	43367251	43367651	+	1000	41.5	[6.672127]	[203]	[]	[]	[43367483]	[]
466_18223	chr1	43401922	43402322	+	1000	41.5	[6.975399, 11.465191]	[124, 145]	[6.975399]	[88]	[43402139, 43402160]	[43402103]
466_18225	chr1	44729193	44729593	+	1000	41.5	[6.975399]	[69]	[]	[]	[44729345]	[]
466_18229	chr1	51518970	51519370	+	1000	41.5	[6.975399]	[157]	[]	[]	[51519196]	[]
466_1824	chr1	180117263	180117663	+	1000	109.0	[6.9489045]	[145]	[6.9489045]	[145]	[180117490]	[180117490]
466_18241	chr1	150255497	150255897	+	1000	41.5	[6.53501]	[207]	[]	[]	[150255734]	[]
466_1825	chr10	122861735	122862135	+	1000	109.0	[6.975399]	[148]	[]	[]	[122861958]	[]
466_18259	chr1	207232687	207233087	+	1000	41.5	[]	[]	[11.465191]	[91]	[]	[207232864]
466_1826	chr11	118252174	118252574	+	1000	109.0	[]	[]	[6.975399]	[80]	[]	[118252349]
466_18260	chr1	220337319	220337719	+	1000	41.5	[6.975399]	[130]	[]	[]	[220337549]	[]
466_18266	chr10	7257234	7257634	+	760	41.5	[11.465191, 11.465191]	[81, 123]	[]	[]	[7257400, 7257442]	[]
466_1827	chr20	31917838	31918238	+	1000	109.0	[11.465191]	[122]	[]	[]	[31918044]	[]
466_18270	chr10	50668894	50669294	+	1000	41.5	[11.465191, 6.9489045]	[75, 84]	[11.465191, 6.9489045]	[67, 84]	[50669064, 50669073]	[50669056, 50669073]
466_18275	chr10	69219417	69219817	+	1000	41.5	[6.672127]	[177]	[]	[]	[69219632]	[]
466_18278	chr10	77919643	77920043	+	908	41.5	[11.465191]	[52]	[]	[]	[77919794]	[]
466_18279	chr10	87691518	87691918	+	1000	41.5	[]	[]	[6.53501]	[92]	[]	[87691698]
466_18289	chr11	6927297	6927697	+	1000	41.5	[11.465191]	[196]	[]	[]	[6927501]	[]
466_1829	chr3	194572344	194572744	+	1000	109.0	[6.9489045]	[85]	[6.9489045]	[85]	[194572529]	[194572529]
466_18291	chr11	13463173	13463573	+	1000	41.5	[]	[]	[6.672127]	[135]	[]	[13463390]
466_18294	chr11	47079120	47079520	+	1000	41.5	[11.465191]	[65]	[]	[]	[47079279]	[]
466_18295	chr11	47177173	47177573	+	1000	41.5	[]	[]	[6.975399]	[150]	[]	[47177397]
466_18299	chr11	65425116	65425516	+	941	41.5	[]	[]	[11.465191]	[129]	[]	[65425274]
466_1830	chr4	83489937	83490337	+	1000	109.0	[]	[]	[11.465191]	[78]	[]	[83490098]
466_18307	chr11	95152023	95152423	+	1000	41.5	[]	[]	[11.465191, 11.465191]	[113, 124]	[]	[95152206, 95152217]
466_18310	chr12	487806	488206	+	1000	41.5	[6.53501]	[131]	[]	[]	[488001]	[]
466_18313	chr12	50936836	50937236	+	1000	41.5	[6.9489045]	[156]	[6.9489045]	[156]	[50937072]	[50937072]
466_18316	chr12	54207753	54208153	+	1000	41.5	[]	[]	[11.465191]	[93]	[]	[54207923]
466_18321	chr12	92467931	92468331	+	1000	41.5	[6.53501]	[153]	[]	[]	[92468177]	[]
466_18323	chr12	104604107	104604507	+	1000	41.5	[]	[]	[6.53501]	[153]	[]	[104604296]
466_18337	chr14	64194420	64194820	+	1000	41.5	[11.465191]	[73]	[]	[]	[64194591]	[]
466_18339	chr14	75955126	75955526	+	1000	41.5	[11.465191]	[55]	[]	[]	[75955279]	[]
466_18340	chr14	77040568	77040968	+	999	41.5	[]	[]	[11.465191]	[120]	[]	[77040778]
466_18343	chr15	51428327	51428727	+	1000	41.5	[]	[]	[6.975399]	[92]	[]	[51428519]
466_18347	chr15	66946766	66947166	+	937	41.5	[6.975399]	[165]	[]	[]	[66946968]	[]
466_18353	chr15	84980194	84980594	+	1000	41.5	[11.465191]	[78]	[]	[]	[84980368]	[]
466_18355	chr15	90198439	90198839	+	1000	41.5	[]	[]	[11.465191]	[130]	[]	[90198648]
466_18359	chr16	8868540	8868940	+	1000	41.5	[]	[]	[11.465191]	[89]	[]	[8868700]
466_18367	chr16	57062363	57062763	+	1000	41.5	[6.9489045]	[108]	[6.9489045]	[108]	[57062571]	[57062571]
