#PeakID(python identify_motif.py ./ENCODE_processed_files/CREM_idr.fa CREM --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
978_12927	chr10	35563287	35563687	+	1000	107.0	[7.2982745]	[77]	[7.2911725]	[77]	[35563463]	[35563463]
978_12932	chr10	102775932	102776332	+	1000	107.0	[10.944713]	[79]	[10.943361]	[79]	[102776102]	[102776102]
978_12935	chr11	44939615	44940015	+	1000	107.0	[12.206327]	[69]	[12.203432]	[69]	[44939772]	[44939772]
978_1294	chr10	35195652	35196052	+	1000	434.0	[11.947846]	[100]	[11.953449]	[100]	[35195848]	[35195848]
978_1295	chr10	50740012	50740412	+	1000	434.0	[7.09252]	[94]	[7.0956845]	[94]	[50740206]	[50740206]
978_12952	chr14	90573764	90574164	+	1000	107.0	[7.750321]	[147]	[7.7516117]	[147]	[90573988]	[90573988]
978_1296	chr12	42325949	42326349	+	1000	434.0	[9.447233]	[87]	[9.441607]	[87]	[42326134]	[42326134]
978_12963	chr16	85800027	85800427	+	1000	107.0	[12.076031]	[121]	[12.074686]	[121]	[85800228]	[85800228]
978_1297	chr12	53006209	53006609	+	1000	434.0	[7.0293436]	[125]	[7.0277104]	[125]	[53006429]	[53006429]
978_1298	chr15	96356795	96357195	+	1000	434.0	[6.876119]	[113]	[6.879999]	[113]	[96357008]	[96357008]
978_12981	chr19	38684330	38684730	+	1000	107.0	[11.624388]	[95]	[11.62605]	[95]	[38684524]	[38684524]
978_12985	chr19	48745201	48745601	+	1000	107.0	[7.5950313]	[70]	[7.5944424]	[70]	[48745363]	[48745363]
978_12988	chr2	9335499	9335899	+	1000	107.0	[11.774839]	[101]	[11.7693405]	[101]	[9335696]	[9335696]
978_12991	chr2	46569231	46569631	+	1000	107.0	[8.57584]	[102]	[8.570268]	[102]	[46569413]	[46569413]
978_13	chr1	70205475	70205875	+	1000	803.0	[7.9915633]	[113]	[7.9915876]	[113]	[70205688]	[70205688]
978_13003	chr20	53162359	53162759	+	1000	107.0	[6.8853426, 7.774176]	[90, 140]	[6.883973, 7.77687]	[90, 140]	[53162542, 53162592]	[53162542, 53162592]
978_13007	chr22	31630353	31630753	+	1000	107.0	[9.251218]	[100]	[9.2506485]	[100]	[31630551]	[31630551]
978_1302	chr2	203014384	203014784	+	1000	434.0	[9.262607, 7.419241]	[80, 111]	[9.259021, 7.4282064]	[80, 111]	[203014558, 203014589]	[203014558, 203014589]
978_13041	chr6	73585501	73585901	+	1000	107.0	[10.368583]	[88]	[10.373605]	[88]	[73585687]	[73585687]
978_13049	chr6	166381760	166382160	+	1000	107.0	[6.5265365]	[136]	[6.5259995]	[136]	[166381992]	[166381992]
978_13051	chr7	2530267	2530667	+	1000	107.0	[11.49005, 8.907025]	[81, 139]	[11.490473, 8.911611]	[81, 139]	[2530435, 2530493]	[2530435, 2530493]
978_13054	chr7	66741092	66741492	+	1000	107.0	[6.691111]	[101]	[6.6879654]	[101]	[66741280]	[66741280]
978_13069	chr8	90187660	90188060	+	1000	107.0	[9.224708]	[70]	[9.224199]	[70]	[90187823]	[90187823]
978_13072	chr8	124956029	124956429	+	1000	107.0	[7.0363197]	[84]	[7.030329]	[84]	[124956213]	[124956213]
978_13074	chr9	37395675	37396075	+	1000	107.0	[8.421333]	[94]	[8.418754]	[94]	[37395859]	[37395859]
978_13080	chrX	48676101	48676501	+	1000	107.0	[12.784912]	[67]	[12.775429]	[67]	[48676264]	[48676264]
978_13093	chr1	43321308	43321708	+	1000	106.0	[10.8996525, 7.238655]	[141, 162]	[10.899022, 7.2262764]	[141, 162]	[43321536, 43321557]	[43321536, 43321557]
978_1310	chr12	56116395	56116795	+	1000	433.0	[12.655715]	[86]	[12.659012]	[86]	[56116579]	[56116579]
978_13123	chr12	54472493	54472893	+	1000	106.0	[7.2777424]	[108]	[7.278729]	[108]	[54472699]	[54472699]
978_13128	chr12	123436469	123436869	+	1000	106.0	[8.857812]	[160]	[8.851567]	[160]	[123436717]	[123436717]
978_1313	chr19	3762468	3762868	+	1000	433.0	[9.103279]	[86]	[9.098992]	[86]	[3762651]	[3762651]
978_13146	chr16	16189947	16190347	+	1000	106.0	[16.918573]	[114]	[16.921074]	[114]	[16190151]	[16190151]
978_1315	chr19	49877441	49877841	+	1000	433.0	[8.920132]	[126]	[8.92203]	[126]	[49877661]	[49877661]
978_13150	chr16	46688984	46689384	+	1000	106.0	[6.5190463]	[119]	[6.5188212]	[119]	[46689187]	[46689187]
978_13159	chr17	28725135	28725535	+	1000	106.0	[8.900886]	[73]	[8.898971]	[73]	[28725302]	[28725302]
978_13160	chr17	32007130	32007530	+	1000	106.0	[7.3852615]	[146]	[7.383539]	[146]	[32007373]	[32007373]
978_1318	chr3	101573866	101574266	+	1000	433.0	[12.26179]	[96]	[12.264504]	[96]	[101574054]	[101574054]
978_13183	chr2	27799119	27799519	+	1000	106.0	[15.706229]	[95]	[15.706736]	[95]	[27799310]	[27799310]
978_13187	chr2	170873212	170873612	+	1000	106.0	[6.495527]	[73]	[6.494225]	[73]	[170873382]	[170873382]
978_132	chr18	13726435	13726835	+	1000	699.0	[10.874052]	[127]	[10.878326]	[127]	[13726659]	[13726659]
978_13207	chr3	48558133	48558533	+	1000	106.0	[7.916119]	[109]	[7.9175158]	[109]	[48558340]	[48558340]
978_13215	chr5	32443556	32443956	+	1000	106.0	[9.086269]	[147]	[9.087902]	[147]	[32443802]	[32443802]
978_13229	chr6	36745825	36746225	+	1000	106.0	[8.0318575]	[84]	[8.024523]	[84]	[36746000]	[36746000]
978_1323	chr13	113208482	113208882	+	1000	432.0	[10.848657]	[107]	[10.850548]	[107]	[113208683]	[113208683]
978_13238	chr7	75866442	75866842	+	1000	106.0	[6.5005984]	[83]	[6.5068793]	[83]	[75866620]	[75866620]
978_1324	chr19	9674892	9675292	+	1000	432.0	[15.895055]	[106]	[15.893438]	[106]	[9675096]	[9675096]
978_13241	chr7	106679449	106679849	+	1000	106.0	[8.760087]	[84]	[8.761423]	[84]	[106679614]	[106679614]
978_1325	chr19	14006145	14006545	+	1000	432.0	[12.292884]	[89]	[12.292258]	[89]	[14006334]	[14006334]
978_1327	chr7	135650792	135651192	+	1000	432.0	[8.041143]	[94]	[8.040105]	[94]	[135650982]	[135650982]
978_13271	chr1	197985348	197985748	+	1000	105.0	[12.206898]	[75]	[12.205627]	[75]	[197985522]	[197985522]
978_13275	chr1	234869460	234869860	+	1000	105.0	[8.871294, 10.317934]	[114, 136]	[8.875557, 10.313586]	[114, 136]	[234869667, 234869689]	[234869667, 234869689]
978_13277	chr10	21526339	21526739	+	1000	105.0	[8.301897]	[76]	[8.300272]	[76]	[21526494]	[21526494]
978_1328	chr11	72759082	72759482	+	1000	431.0	[7.6165094]	[111]	[7.61899]	[111]	[72759287]	[72759287]
978_13300	chr13	99434445	99434845	+	1000	105.0	[9.292014]	[131]	[9.294987]	[131]	[99434643]	[99434643]
978_13302	chr14	92121543	92121943	+	1000	105.0	[10.17706]	[119]	[10.174184]	[119]	[92121757]	[92121757]
978_13303	chr14	102086338	102086738	+	1000	105.0	[9.8714]	[91]	[9.864096]	[91]	[102086524]	[102086524]
978_13311	chr16	74998725	74999125	+	1000	105.0	[6.6359563]	[98]	[6.646193]	[98]	[74998921]	[74998921]
978_13314	chr16	86929128	86929528	+	1000	105.0	[12.320848]	[149]	[12.3165865]	[149]	[86929354]	[86929354]
978_1333	chr5	32585345	32585745	+	1000	431.0	[8.260987, 9.9891205]	[58, 103]	[8.26198, 9.989582]	[58, 103]	[32585501, 32585546]	[32585501, 32585546]
978_13338	chr2	26244768	26245168	+	1000	105.0	[7.8948026]	[117]	[7.899595]	[117]	[26244973]	[26244973]
978_1334	chr5	81971782	81972182	+	1000	431.0	[12.22317]	[91]	[12.224109]	[91]	[81971973]	[81971973]
978_13340	chr2	54558122	54558522	+	1000	105.0	[14.517504]	[94]	[14.516139]	[94]	[54558312]	[54558312]
978_13348	chr21	33761665	33762065	+	1000	105.0	[8.31739]	[63]	[8.323138]	[63]	[33761820]	[33761820]
978_1335	chr5	160260989	160261389	+	1000	431.0	[12.035596]	[115]	[12.038812]	[115]	[160261201]	[160261201]
978_13350	chr21	37221121	37221521	+	1000	105.0	[9.517495]	[147]	[9.517495]	[147]	[37221347]	[37221347]
978_13357	chr3	8501447	8501847	+	1000	105.0	[12.116407]	[95]	[12.113526]	[95]	[8501636]	[8501636]
978_13362	chr3	65151656	65152056	+	1000	105.0	[12.683359]	[122]	[12.683943]	[122]	[65151865]	[65151865]
978_13368	chr4	71184176	71184576	+	1000	105.0	[7.9046474]	[87]	[7.8997765]	[87]	[71184362]	[71184362]
978_13370	chr4	173522120	173522520	+	1000	105.0	[12.692313]	[98]	[12.693197]	[98]	[173522318]	[173522318]
978_13373	chr5	95669507	95669907	+	1000	105.0	[7.1436863, 7.456574]	[80, 94]	[7.134312, 7.4610186]	[80, 94]	[95669687, 95669701]	[95669687, 95669701]
978_13387	chr6	28490188	28490588	+	1000	105.0	[8.332286]	[97]	[8.332382]	[97]	[28490380]	[28490380]
978_1339	chr14	69766904	69767304	+	1000	430.0	[6.673595]	[86]	[6.678635]	[86]	[69767088]	[69767088]
978_13400	chr7	138917738	138918138	+	1000	105.0	[10.843097]	[140]	[10.847909]	[140]	[138917972]	[138917972]
978_13419	chr1	11671387	11671787	+	1000	104.0	[6.4892726]	[57]	[6.4876447]	[57]	[11671539]	[11671539]
978_13429	chr1	212488528	212488928	+	1000	104.0	[11.944934]	[77]	[11.943439]	[77]	[212488701]	[212488701]
978_13435	chr10	71266330	71266730	+	1000	104.0	[7.881278]	[138]	[7.87949]	[138]	[71266536]	[71266536]
978_13449	chr11	65096473	65096873	+	1000	104.0	[6.488683]	[148]	[6.4882393]	[148]	[65096702]	[65096702]
978_13467	chr14	22314166	22314566	+	1000	104.0	[8.289566, 7.8881564]	[78, 131]	[8.287135, 7.896141]	[78, 131]	[22314344, 22314397]	[22314344, 22314397]
978_13470	chr14	71361363	71361763	+	1000	104.0	[8.734502]	[116]	[8.736363]	[116]	[71361578]	[71361578]
978_13486	chr16	84084762	84085162	+	1000	104.0	[8.364592, 8.62873]	[114, 131]	[8.358679, 8.624609]	[114, 131]	[84084975, 84084992]	[84084975, 84084992]
978_13488	chr17	7205063	7205463	+	1000	104.0	[11.064379]	[129]	[11.061043]	[129]	[7205280]	[7205280]
978_135	chr19	35628828	35629228	+	1000	697.0	[12.089312]	[83]	[12.086168]	[83]	[35629008]	[35629008]
978_13502	chr18	830286	830686	+	1000	104.0	[10.563764]	[119]	[10.56713]	[119]	[830494]	[830494]
978_1353	chr4	38667174	38667574	+	1000	428.0	[7.2718444]	[169]	[7.2687445]	[169]	[38667368]	[38667368]
978_13544	chr3	133573166	133573566	+	1000	104.0	[8.759585]	[157]	[8.765413]	[157]	[133573384]	[133573384]
978_13546	chr3	181720273	181720673	+	1000	104.0	[13.928196]	[93]	[13.929034]	[93]	[181720466]	[181720466]
978_13549	chr3	194561366	194561766	+	1000	104.0	[10.638261]	[116]	[10.638972]	[116]	[194561569]	[194561569]
978_13559	chr5	54224089	54224489	+	1000	104.0	[7.480388]	[124]	[7.4880495]	[124]	[54224310]	[54224310]
978_13561	chr5	134739092	134739492	+	1000	104.0	[9.030951]	[147]	[9.036335]	[147]	[134739337]	[134739337]
978_13583	chr7	76077373	76077773	+	1000	104.0	[7.9111342]	[92]	[7.905595]	[92]	[76077558]	[76077558]
978_13584	chr7	76356757	76357157	+	1000	104.0	[13.779532, 9.381662]	[116, 147]	[13.776088, 9.383944]	[116, 147]	[76356971, 76357002]	[76356971, 76357002]
978_13592	chr7	130942082	130942482	+	1000	104.0	[11.235162]	[97]	[11.2325115]	[97]	[130942274]	[130942274]
978_13599	chr8	100826973	100827373	+	1000	104.0	[8.12817]	[92]	[8.133117]	[92]	[100827161]	[100827161]
978_136	chr16	70346644	70347044	+	1000	696.0	[7.3164134, 15.176035]	[90, 114]	[7.3170743, 15.175661]	[90, 114]	[70346832, 70346856]	[70346832, 70346856]
978_13603	chr8	138857857	138858257	+	1000	104.0	[14.929283]	[94]	[14.929538]	[94]	[138858051]	[138858051]
978_13608	chr9	128295297	128295697	+	1000	104.0	[6.9387903]	[78]	[6.939708]	[78]	[128295467]	[128295467]
978_13611	chrX	153686246	153686646	+	1000	104.0	[11.639508]	[106]	[11.638018]	[106]	[153686443]	[153686443]
978_13616	chr1	20486116	20486516	+	1000	103.0	[13.2252865]	[91]	[13.225997]	[91]	[20486305]	[20486305]
978_13630	chr1	183916037	183916437	+	1000	103.0	[6.8063903]	[119]	[6.813538]	[119]	[183916234]	[183916234]
978_13633	chr1	209649285	209649685	+	1000	103.0	[7.044787]	[129]	[7.044374]	[129]	[209649509]	[209649509]
978_1364	chr11	102347009	102347409	+	1000	426.0	[13.725517]	[94]	[13.724015]	[94]	[102347203]	[102347203]
978_13655	chr13	21176463	21176863	+	1000	103.0	[6.909856]	[109]	[6.900748]	[109]	[21176656]	[21176656]
978_13697	chr18	2173421	2173821	+	1000	103.0	[11.4124155]	[102]	[11.406652]	[102]	[2173616]	[2173616]
978_137	chr19	50511343	50511743	+	1000	695.0	[8.880835, 15.691274]	[87, 117]	[8.88549, 15.694058]	[87, 117]	[50511526, 50511556]	[50511526, 50511556]
978_13707	chr19	19540411	19540811	+	1000	103.0	[8.302359]	[120]	[8.302831]	[120]	[19540623]	[19540623]
978_13720	chr2	112187804	112188204	+	1000	103.0	[6.8311057]	[116]	[6.8211336]	[116]	[112188019]	[112188019]
978_13722	chr2	129587514	129587914	+	1000	103.0	[6.4961014, 9.912671, 10.165565]	[90, 121, 141]	[6.500675, 9.906926, 10.164291]	[90, 121, 141]	[129587703, 129587734, 129587754]	[129587703, 129587734, 129587754]
978_13730	chr20	38646133	38646533	+	1000	103.0	[9.450017, 8.270605]	[72, 96]	[9.453193, 8.272986]	[72, 96]	[38646300, 38646324]	[38646300, 38646324]
978_13741	chr22	40527850	40528250	+	1000	103.0	[7.532314]	[153]	[7.5355945]	[153]	[40528096]	[40528096]
978_13753	chr4	152679895	152680295	+	1000	103.0	[8.66816]	[78]	[8.668582]	[78]	[152680068]	[152680068]
978_13754	chr5	8053243	8053643	+	1000	103.0	[15.02143, 9.35876]	[88, 117]	[15.019435, 9.358177]	[88, 117]	[8053430, 8053459]	[8053430, 8053459]
978_1376	chr4	169659938	169660338	+	1000	424.0	[9.618239]	[153]	[9.616612]	[153]	[169660188]	[169660188]
978_13790	chr8	53879806	53880206	+	1000	103.0	[9.370959, 7.214357, 7.0170703]	[108, 113, 129]	[9.370616, 7.217374, 7.0237036]	[108, 113, 129]	[53880010, 53880015, 53880031]	[53880010, 53880015, 53880031]
978_1381	chr19	4402135	4402535	+	1000	423.0	[10.712347]	[100]	[10.715445]	[100]	[4402330]	[4402330]
978_1382	chr19	12890948	12891348	+	1000	423.0	[7.1623983]	[88]	[7.1662855]	[88]	[12891136]	[12891136]
978_13828	chr10	22503794	22504194	+	1000	102.0	[7.243415]	[93]	[7.2489676]	[93]	[22503985]	[22503985]
978_13832	chr10	117005034	117005434	+	1000	102.0	[8.8325615]	[107]	[8.839953]	[107]	[117005234]	[117005234]
978_13838	chr11	57464759	57465159	+	1000	102.0	[7.4195056]	[107]	[7.418385]	[107]	[57464963]	[57464963]
978_1384	chr6	32196385	32196785	+	1000	423.0	[16.525408]	[101]	[16.525408]	[101]	[32196585]	[32196585]
978_13856	chr13	98480997	98481397	+	1000	102.0	[8.163415]	[123]	[8.16301]	[123]	[98481213]	[98481213]
978_13857	chr14	20333175	20333575	+	1000	102.0	[11.280905]	[114]	[11.281328]	[114]	[20333379]	[20333379]
978_13873	chr16	48353534	48353934	+	1000	102.0	[8.424411]	[91]	[8.4212675]	[91]	[48353720]	[48353720]
978_13880	chr17	7012130	7012530	+	1000	102.0	[8.203279, 12.793885, 8.850735]	[124, 129, 146]	[8.202859, 12.795342, 8.852573]	[124, 129, 146]	[7012340, 7012345, 7012362]	[7012340, 7012345, 7012362]
978_13881	chr17	27968164	27968564	+	1000	102.0	[6.9594455]	[80]	[6.9489536]	[80]	[27968328]	[27968328]
978_13884	chr17	38749607	38750007	+	1000	102.0	[7.118938]	[95]	[7.1118402]	[95]	[38749788]	[38749788]
978_13889	chr17	82716301	82716701	+	1000	102.0	[12.796193]	[91]	[12.796437]	[91]	[82716491]	[82716491]
978_1389	chr19	55484979	55485379	+	1000	422.0	[15.203945]	[98]	[15.19853]	[98]	[55485177]	[55485177]
978_13908	chr2	74833864	74834264	+	1000	102.0	[7.2027993]	[113]	[7.2031345]	[113]	[74834074]	[74834074]
978_1391	chr3	39107442	39107842	+	1000	422.0	[9.911216]	[105]	[9.907512]	[105]	[39107646]	[39107646]
978_13916	chr2	240435103	240435503	+	1000	102.0	[13.135829]	[92]	[13.137035]	[92]	[240435290]	[240435290]
978_13919	chr20	35875566	35875966	+	1000	102.0	[8.835634]	[111]	[8.838272]	[111]	[35875760]	[35875760]
978_13923	chr20	62977953	62978353	+	1000	102.0	[6.7596197, 9.144919]	[89, 104]	[6.7625504, 9.154337]	[89, 104]	[62978136, 62978151]	[62978136, 62978151]
978_13928	chr3	43017810	43018210	+	1000	102.0	[12.890024, 10.54835, 8.633846]	[75, 98, 120]	[12.888837, 10.550544, 8.641207]	[75, 98, 120]	[43017978, 43018001, 43018023]	[43017978, 43018001, 43018023]
978_1394	chr17	49788395	49788795	+	1000	421.0	[9.15938, 6.586485]	[117, 127]	[9.159961, 6.58322]	[117, 127]	[49788611, 49788621]	[49788611, 49788621]
978_1396	chr2	72825876	72826276	+	1000	421.0	[6.633844]	[85]	[6.6387234]	[85]	[72826056]	[72826056]
978_13966	chr7	129367867	129368267	+	1000	102.0	[7.8887677, 9.613542]	[70, 110]	[7.881973, 9.610619]	[70, 110]	[129368028, 129368068]	[129368028, 129368068]
978_13968	chr7	132318739	132319139	+	1000	102.0	[6.479609]	[114]	[6.471631]	[114]	[132318946]	[132318946]
978_13975	chr8	42005250	42005650	+	1000	102.0	[10.177529]	[95]	[10.177158]	[95]	[42005439]	[42005439]
978_13992	chr1	21687010	21687410	+	1000	101.0	[9.161213]	[95]	[9.161953]	[95]	[21687193]	[21687193]
978_140	chr7	25125165	25125565	+	1000	694.0	[9.911936]	[104]	[9.9109125]	[104]	[25125362]	[25125362]
978_1401	chr19	36214489	36214889	+	1000	420.0	[6.539389, 6.614545, 9.234202]	[85, 97, 102]	[6.539171, 6.615498, 9.233229]	[85, 97, 102]	[36214671, 36214683, 36214688]	[36214671, 36214683, 36214688]
978_14018	chr10	43202620	43203020	+	1000	101.0	[6.7988973, 12.176616]	[79, 100]	[6.7966084, 12.178856]	[79, 100]	[43202798, 43202819]	[43202798, 43202819]
978_1404	chr7	116954145	116954545	+	1000	420.0	[6.9742613, 8.901281]	[90, 97]	[6.9709516, 8.906877]	[90, 97]	[116954335, 116954342]	[116954335, 116954342]
978_1405	chr19	35745241	35745641	+	1000	419.0	[11.508207]	[81]	[11.50295]	[81]	[35745419]	[35745419]
978_14062	chr17	75240328	75240728	+	1000	101.0	[11.45348]	[81]	[11.450867]	[81]	[75240498]	[75240498]
978_1407	chr2	151619275	151619675	+	1000	419.0	[10.877888, 10.542057]	[76, 115]	[10.875075, 10.543285]	[76, 115]	[151619443, 151619482]	[151619443, 151619482]
978_14071	chr19	6674808	6675208	+	1000	101.0	[7.868345]	[101]	[7.8696294]	[101]	[6675007]	[6675007]
978_14077	chr19	37719104	37719504	+	1000	101.0	[7.508352]	[84]	[7.5115986]	[84]	[37719288]	[37719288]
978_14107	chr22	17171350	17171750	+	1000	101.0	[7.000355]	[99]	[6.9953012]	[99]	[17171547]	[17171547]
978_14119	chr3	130849981	130850381	+	1000	101.0	[7.6835012]	[148]	[7.690002]	[148]	[130850229]	[130850229]
978_1413	chr16	69339374	69339774	+	1000	418.0	[7.9689236]	[86]	[7.9675097]	[86]	[69339560]	[69339560]
978_14136	chr6	11809917	11810317	+	1000	101.0	[7.024924]	[109]	[7.0229626]	[109]	[11810116]	[11810116]
978_14137	chr6	13272487	13272887	+	1000	101.0	[9.896553]	[79]	[9.89114]	[79]	[13272655]	[13272655]
978_1415	chr3	69052177	69052577	+	1000	418.0	[13.606753]	[97]	[13.61076]	[97]	[69052372]	[69052372]
978_14155	chr6	138336240	138336640	+	1000	101.0	[10.062842, 10.849405]	[69, 135]	[10.060221, 10.845619]	[69, 135]	[138336401, 138336467]	[138336401, 138336467]
978_1416	chr6	3650929	3651329	+	1000	418.0	[8.113606]	[94]	[8.115922]	[94]	[3651121]	[3651121]
978_14165	chr7	44867282	44867682	+	1000	101.0	[13.879914]	[110]	[13.882946]	[110]	[44867490]	[44867490]
978_1418	chr19	39970950	39971350	+	1000	417.0	[7.0877805]	[89]	[7.0888896]	[89]	[39971139]	[39971139]
978_14186	chr9	105647504	105647904	+	1000	101.0	[9.127071]	[146]	[9.124328]	[146]	[105647743]	[105647743]
978_14188	chr9	128845656	128846056	+	1000	101.0	[7.04841]	[99]	[7.04942]	[99]	[128845809]	[128845809]
978_14191	chrX	49037869	49038269	+	1000	101.0	[10.462819]	[134]	[10.465327]	[134]	[49038098]	[49038098]
978_14193	chrX	102713367	102713767	+	1000	101.0	[10.283633]	[105]	[10.278685]	[105]	[102713570]	[102713570]
978_14199	chr1	83760593	83760993	+	1000	100.0	[13.026314, 9.414714]	[97, 110]	[13.026526, 9.415222]	[97, 110]	[83760770, 83760783]	[83760770, 83760783]
978_142	chr20	3820583	3820983	+	1000	693.0	[11.47469]	[70]	[11.479401]	[70]	[3820751]	[3820751]
978_1420	chr5	134370851	134371251	+	1000	417.0	[7.974944]	[73]	[7.972987]	[73]	[134371024]	[134371024]
978_14203	chr1	153945817	153946217	+	1000	100.0	[7.391897, 9.025031]	[97, 102]	[7.393836, 9.025558]	[97, 102]	[153946013, 153946018]	[153946013, 153946018]
978_1424	chr19	50431556	50431956	+	1000	416.0	[13.412683]	[104]	[13.416537]	[104]	[50431758]	[50431758]
978_1427	chr4	20700213	20700613	+	1000	416.0	[13.531059]	[90]	[13.525044]	[90]	[20700402]	[20700402]
978_14282	chr21	45211651	45212051	+	1000	100.0	[9.563936]	[92]	[9.56739]	[92]	[45211842]	[45211842]
978_14284	chr22	22855657	22856057	+	1000	100.0	[6.5486817]	[109]	[6.5457435]	[109]	[22855861]	[22855861]
978_1430	chr19	55407668	55408068	+	1000	415.0	[14.995571]	[101]	[14.998576]	[101]	[55407865]	[55407865]
978_1431	chr6	44246791	44247191	+	1000	415.0	[10.866286]	[75]	[10.864781]	[75]	[44246966]	[44246966]
978_14330	chr7	24290267	24290667	+	1000	100.0	[7.3182936, 7.2764826]	[90, 125]	[7.3269486, 7.273521]	[90, 125]	[24290441, 24290476]	[24290441, 24290476]
978_1437	chr19	9584337	9584737	+	1000	414.0	[15.907213]	[108]	[15.904214]	[108]	[9584543]	[9584543]
978_1438	chr19	48872164	48872564	+	1000	414.0	[13.7704315]	[95]	[13.774157]	[95]	[48872359]	[48872359]
978_14381	chr1	222712592	222712992	+	1000	99.0	[10.174752]	[113]	[10.173012]	[113]	[222712788]	[222712788]
978_1439	chr2	53668544	53668944	+	1000	414.0	[6.752462, 11.887113]	[78, 113]	[6.755738, 11.889219]	[78, 113]	[53668721, 53668756]	[53668721, 53668756]
978_14405	chr12	57452174	57452574	+	1000	99.0	[9.292872]	[102]	[9.289231]	[102]	[57452369]	[57452369]
978_1441	chr7	139359717	139360117	+	1000	414.0	[6.9643297]	[111]	[6.9764066]	[111]	[139359919]	[139359919]
978_14448	chr19	3849770	3850170	+	1000	99.0	[10.633613]	[135]	[10.63325]	[135]	[3850004]	[3850004]
978_1446	chr12	49018638	49019038	+	1000	413.0	[9.767393]	[80]	[9.761137]	[80]	[49018813]	[49018813]
978_14462	chr19	43983955	43984355	+	1000	99.0	[8.127296]	[144]	[8.130167]	[144]	[43984177]	[43984177]
978_14488	chr22	19892160	19892560	+	1000	99.0	[7.2975]	[70]	[7.305611]	[70]	[19892325]	[19892325]
978_1449	chr6	31737894	31738294	+	1000	413.0	[11.35764]	[87]	[11.357892]	[87]	[31738080]	[31738080]
978_14494	chr22	50562758	50563158	+	1000	99.0	[9.00603]	[116]	[8.995594]	[116]	[50562971]	[50562971]
978_145	chr12	6689451	6689851	+	1000	690.0	[6.494121]	[124]	[6.490164]	[124]	[6689675]	[6689675]
978_14500	chr3	101827913	101828313	+	1000	99.0	[8.665407]	[145]	[8.65833]	[145]	[101828157]	[101828157]
978_14515	chr5	472788	473188	+	1000	99.0	[9.328764, 7.089042]	[75, 140]	[9.337144, 7.088739]	[75, 140]	[472955, 473020]	[472955, 473020]
978_1452	chr17	42677101	42677501	+	1000	412.0	[16.768612]	[110]	[16.767466]	[110]	[42677304]	[42677304]
978_1453	chr19	56314450	56314850	+	1000	412.0	[18.377924]	[86]	[18.379665]	[86]	[56314636]	[56314636]
978_1454	chr20	31547146	31547546	+	1000	412.0	[7.889808]	[53]	[7.8881774]	[53]	[31547298]	[31547298]
978_1455	chr7	149624538	149624938	+	1000	412.0	[6.597856]	[99]	[6.604093]	[99]	[149624722]	[149624722]
978_14552	chr8	144094712	144095112	+	1000	99.0	[7.2552047]	[134]	[7.248097]	[134]	[144094940]	[144094940]
978_1456	chrX	135973568	135973968	+	1000	412.0	[15.51242]	[99]	[15.508848]	[99]	[135973764]	[135973764]
978_14565	chrX	102599287	102599687	+	1000	99.0	[8.416292]	[84]	[8.413328]	[84]	[102599459]	[102599459]
978_14571	chr1	11735835	11736235	+	1000	98.0	[10.255138]	[114]	[10.255296]	[114]	[11736042]	[11736042]
978_14575	chr1	18875215	18875615	+	1000	98.0	[7.2386537]	[107]	[7.2425737]	[107]	[18875403]	[18875403]
978_14582	chr1	42399287	42399687	+	1000	98.0	[15.224007]	[105]	[15.223498]	[105]	[42399485]	[42399485]
978_14587	chr1	93878428	93878828	+	1000	98.0	[8.039864]	[110]	[8.042913]	[110]	[93878636]	[93878636]
978_14592	chr1	154154920	154155320	+	1000	98.0	[14.055092]	[98]	[14.059572]	[98]	[154155112]	[154155112]
978_14609	chr10	79286165	79286565	+	1000	98.0	[13.614934, 7.397815]	[77, 82]	[13.625535, 7.402981]	[77, 82]	[79286337, 79286342]	[79286337, 79286342]
978_14611	chr11	12692593	12692993	+	1000	98.0	[13.179227, 7.636334]	[98, 103]	[13.178717, 7.639714]	[98, 103]	[12692790, 12692795]	[12692790, 12692795]
978_1462	chr5	172807197	172807597	+	1000	411.0	[11.062019]	[57]	[11.056523]	[57]	[172807350]	[172807350]
978_14623	chr12	55996990	55997390	+	1000	98.0	[8.538615]	[160]	[8.544825]	[160]	[55997231]	[55997231]
978_14629	chr14	37089406	37089806	+	1000	98.0	[9.221051]	[99]	[9.2202425]	[99]	[37089604]	[37089604]
978_1463	chr6	32844539	32844939	+	1000	411.0	[8.763009]	[99]	[8.765774]	[99]	[32844737]	[32844737]
978_1465	chr8	144787169	144787569	+	1000	411.0	[15.171126]	[90]	[15.174283]	[90]	[144787355]	[144787355]
978_1466	chr1	156624357	156624757	+	1000	410.0	[6.6775427]	[102]	[6.663709]	[102]	[156624558]	[156624558]
978_14666	chr19	58407671	58408071	+	1000	98.0	[6.7658033]	[139]	[6.7714744]	[139]	[58407899]	[58407899]
978_1467	chr11	119318715	119319115	+	1000	410.0	[10.063688, 12.824785]	[79, 104]	[10.074596, 12.81875]	[79, 104]	[119318893, 119318918]	[119318893, 119318918]
978_14674	chr2	108377712	108378112	+	1000	98.0	[17.784185]	[98]	[17.784185]	[98]	[108377903]	[108377903]
