#PeakID(python identify_motif.py ./ENCODE_processed_files/MEF2A_idr.fa MEF2A --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
9_15157	chr6	3324550	3324950	+	744	24.0	[9.605836]	[166]	[8.937386]	[179]	[3324786]	[3324799]
9_15160	chr6	5096494	5096894	+	837	24.0	[14.048844, 9.605837]	[102, 157]	[]	[]	[5096667, 5096722]	[]
9_15162	chr6	7134565	7134965	+	791	24.0	[11.113814]	[137]	[]	[]	[7134732]	[]
9_15167	chr6	13484494	13484894	+	813	24.0	[6.0590153]	[150]	[]	[]	[13484652]	[]
9_15175	chr6	17724387	17724787	+	778	24.0	[5.596876]	[141]	[]	[]	[17724597]	[]
9_15179	chr6	24774335	24774735	+	575	24.0	[5.565715]	[174]	[]	[]	[24774584]	[]
9_1518	chr18	1495375	1495775	+	1000	74.0	[17.315159]	[70]	[]	[]	[1495544]	[]
9_15181	chr6	26206636	26207036	+	570	24.0	[6.5147157]	[126]	[]	[]	[26206860]	[]
9_15183	chr6	27130114	27130514	+	785	24.0	[6.3821535]	[164]	[]	[]	[27130316]	[]
9_15184	chr6	27231065	27231465	+	783	24.0	[6.4585648]	[92]	[]	[]	[27231248]	[]
9_15186	chr6	28079957	28080357	+	848	24.0	[11.156079]	[165]	[]	[]	[28080162]	[]
9_15189	chr6	29589375	29589775	+	738	24.0	[8.446115]	[121]	[]	[]	[29589579]	[]
9_1519	chr19	9947419	9947819	+	1000	74.0	[]	[]	[12.613945]	[119]	[]	[9947628]
9_15198	chr6	31831742	31832142	+	746	24.0	[9.306786]	[147]	[]	[]	[31831942]	[]
9_15199	chr6	31832923	31833323	+	731	24.0	[6.534451]	[196]	[]	[]	[31833121]	[]
9_152	chr17	53626271	53626671	+	1000	261.0	[8.316919]	[98]	[]	[]	[53626460]	[]
9_15200	chr6	33409381	33409781	+	627	24.0	[]	[]	[6.226209]	[135]	[]	[33409542]
9_15204	chr6	35694488	35694888	+	686	24.0	[]	[]	[8.405594]	[189]	[]	[35694703]
9_15205	chr6	36875154	36875554	+	783	24.0	[11.830152]	[106]	[]	[]	[36875316]	[]
9_1522	chr2	219406820	219407220	+	1000	74.0	[15.811725]	[109]	[8.015269]	[109]	[219407014]	[219407014]
9_15229	chr6	90530893	90531293	+	811	24.0	[6.7696204]	[123]	[]	[]	[90531107]	[]
9_15230	chr6	96926402	96926802	+	837	24.0	[6.0057917]	[87]	[]	[]	[96926581]	[]
9_15233	chr6	106445067	106445467	+	708	24.0	[10.577045]	[310]	[6.3821535]	[249]	[106445298]	[106445237]
9_15234	chr6	107129333	107129733	+	717	24.0	[15.811725]	[170]	[6.21491, 8.015269]	[156, 170]	[107129574]	[107129560, 107129574]
9_15237	chr6	109340257	109340657	+	853	24.0	[7.902863, 6.3231277]	[57, 102]	[11.036327]	[102]	[109340410, 109340455]	[109340455]
9_15241	chr6	119145119	119145519	+	840	24.0	[]	[]	[5.688409]	[150]	[]	[119145340]
9_15242	chr6	119171390	119171790	+	787	24.0	[17.315159]	[125]	[6.9706955]	[80]	[119171599]	[119171554]
9_15247	chr6	136822279	136822679	+	642	24.0	[6.4101615]	[154]	[]	[]	[136822484]	[]
9_15259	chr6	161029296	161029696	+	657	24.0	[8.229785]	[116]	[]	[]	[161029503]	[]
9_1526	chr5	131758467	131758867	+	1000	74.0	[]	[]	[14.048844, 13.554542]	[58, 82]	[]	[131758619, 131758643]
9_15263	chr6	166351968	166352368	+	818	24.0	[6.21977]	[190]	[]	[]	[166352166]	[]
9_15264	chr6	167558817	167559217	+	786	24.0	[]	[]	[6.5259814]	[141]	[]	[167559048]
9_1527	chr6	15211022	15211422	+	1000	74.0	[14.048844]	[120]	[]	[]	[15211230]	[]
9_15272	chr7	7042463	7042863	+	792	24.0	[7.0187144]	[84]	[]	[]	[7042644]	[]
9_15286	chr7	43884623	43885023	+	697	24.0	[13.067403]	[106]	[]	[]	[43884825]	[]
9_15291	chr7	74165024	74165424	+	778	24.0	[]	[]	[7.2767115]	[227]	[]	[74165269]
9_15293	chr7	74658838	74659238	+	852	24.0	[6.0057917]	[202]	[8.262975]	[196]	[74659088]	[74659082]
9_15298	chr7	86980091	86980491	+	885	24.0	[16.258217]	[147]	[]	[]	[86980301]	[]
9_153	chr1_KI270713v1_random	21609	22009	+	1000	261.0	[]	[]	[6.713071]	[130]	[]	[21838]
9_15302	chr7	98753870	98754270	+	695	24.0	[8.015269]	[85]	[15.811725, 6.5183797]	[85, 101]	[98754054]	[98754054, 98754070]
9_15306	chr7	100640173	100640573	+	830	24.0	[6.2967596]	[90]	[]	[]	[100640360]	[]
9_1531	chr6	43793929	43794329	+	1000	74.0	[11.401335]	[99]	[11.401335]	[99]	[43794127]	[43794127]
9_15310	chr7	104922851	104923251	+	848	24.0	[6.429423, 6.81257]	[68, 69]	[]	[]	[104923011, 104923012]	[]
9_15317	chr7	106666444	106666844	+	680	24.0	[]	[]	[9.969937]	[176]	[]	[106666639]
9_15318	chr7	106975490	106975890	+	811	24.0	[6.670806]	[191]	[]	[]	[106975721]	[]
9_15319	chr7	106989674	106990074	+	767	24.0	[]	[]	[8.319862]	[149]	[]	[106989916]
9_15322	chr7	107039214	107039614	+	842	24.0	[]	[]	[6.9325285]	[79]	[]	[107039371]
9_15323	chr7	107057325	107057725	+	846	24.0	[7.1641073]	[202]	[7.8894258]	[218]	[107057528]	[107057544]
9_15329	chr7	111512284	111512684	+	669	24.0	[]	[]	[5.5898185, 9.70553, 5.60273]	[165, 177, 207]	[]	[111512465, 111512477, 111512507]
9_15330	chr7	113086931	113087331	+	749	24.0	[6.0647836]	[139]	[]	[]	[113087160]	[]
9_15333	chr7	119894991	119895391	+	735	24.0	[10.661777]	[197]	[]	[]	[119895204]	[]
9_15334	chr7	120982239	120982639	+	828	24.0	[6.892931, 11.636929]	[72, 160]	[]	[]	[120982396, 120982484]	[]
9_15337	chr7	121176451	121176851	+	720	24.0	[8.7441635]	[179]	[7.765152]	[218]	[121176631]	[121176670]
9_1534	chr7	148966654	148967054	+	1000	74.0	[8.370614]	[197]	[7.348653]	[140]	[148966863]	[148966806]
9_15342	chr7	129421341	129421741	+	703	24.0	[6.8324847]	[76]	[]	[]	[129421501]	[]
9_15349	chr7	135665565	135665965	+	778	24.0	[]	[]	[11.791661]	[171]	[]	[135665804]
9_15350	chr7	135982108	135982508	+	811	24.0	[]	[]	[8.341198]	[174]	[]	[135982327]
9_15355	chr7	140876717	140877117	+	664	24.0	[5.6322427, 6.0057917, 14.380129]	[277, 278, 326]	[]	[]	[140876914, 140876915, 140876963]	[]
9_1536	chr9	109287077	109287477	+	1000	74.0	[10.04188]	[111]	[]	[]	[109287280]	[]
9_15373	chr8	37779803	37780203	+	708	24.0	[13.067403]	[103]	[]	[]	[37779962]	[]
9_15374	chr8	38029697	38030097	+	654	24.0	[10.083745]	[124]	[10.083745]	[124]	[38029917]	[38029917]
9_15376	chr8	61875408	61875808	+	543	24.0	[]	[]	[10.662778, 7.8443017]	[72, 155]	[]	[61875573, 61875656]
9_15378	chr8	73977616	73978016	+	753	24.0	[9.354596]	[195]	[8.951781]	[173]	[73977829]	[73977807]
9_1538	chr1	75724644	75725044	+	1000	73.0	[16.258217]	[175]	[]	[]	[75724889]	[]
9_15384	chr8	95026017	95026417	+	831	24.0	[7.8599133]	[137]	[]	[]	[95026173]	[]
9_15387	chr8	101219597	101219997	+	831	24.0	[11.56397]	[147]	[]	[]	[101219844]	[]
9_15391	chr8	116728526	116728926	+	545	24.0	[6.4101615]	[133]	[]	[]	[116728720]	[]
9_1540	chr1	236351951	236352351	+	1000	73.0	[]	[]	[10.326717]	[108]	[]	[236352131]
9_15407	chr9	5628113	5628513	+	773	24.0	[7.2718515, 8.482584]	[63, 102]	[7.52337]	[63]	[5628265, 5628304]	[5628265]
9_15409	chr9	37582569	37582969	+	796	24.0	[7.448347]	[160]	[]	[]	[37582792]	[]
9_15415	chr9	93962862	93963262	+	798	24.0	[6.5339804]	[170]	[]	[]	[93963036]	[]
9_15417	chr9	97084561	97084961	+	561	24.0	[7.5978484]	[152]	[]	[]	[97084785]	[]
9_15423	chr9	101893728	101894128	+	798	24.0	[]	[]	[10.132373, 8.481095]	[75, 158]	[]	[101893894, 101893977]
9_15426	chr9	120813978	120814378	+	854	24.0	[7.3964634]	[164]	[]	[]	[120814150]	[]
9_15427	chr9	120854091	120854491	+	745	24.0	[]	[]	[5.7329082]	[140]	[]	[120854250]
9_15428	chr9	120884742	120885142	+	788	24.0	[6.534451, 5.7609663, 11.867161, 8.262975]	[138, 140, 146, 159]	[]	[]	[120884912, 120884914, 120884920, 120884933]	[]
9_1543	chr11	1335771	1336171	+	1000	73.0	[15.811725]	[126]	[8.015269]	[126]	[1335994]	[1335994]
9_15431	chr9	123339939	123340339	+	656	24.0	[17.315159, 11.867161]	[150, 178]	[]	[]	[123340095, 123340123]	[]
9_15434	chr9	125075998	125076398	+	725	24.0	[11.867161]	[99]	[]	[]	[125076187]	[]
9_15443	chr9	130736052	130736452	+	823	24.0	[7.471964]	[173]	[5.7221823]	[195]	[130736253]	[130736275]
9_15456	chrX	18668469	18668869	+	848	24.0	[]	[]	[12.991903]	[80]	[]	[18668634]
9_15458	chrX	30283769	30284169	+	790	24.0	[12.425659]	[125]	[12.425659]	[125]	[30283928]	[30283928]
9_15459	chrX	40043827	40044227	+	720	24.0	[]	[]	[17.315159]	[107]	[]	[40044020]
9_1546	chr11	46122990	46123390	+	1000	73.0	[13.323187]	[114]	[6.568025]	[161]	[46123190]	[46123237]
9_15461	chrX	47581915	47582315	+	856	24.0	[]	[]	[8.453715]	[107]	[]	[47582069]
9_15463	chrX	77668963	77669363	+	753	24.0	[8.101297]	[110]	[]	[]	[77669137]	[]
9_15465	chrX	109943046	109943446	+	621	24.0	[6.5147157]	[118]	[]	[]	[109943229]	[]
9_15466	chrX	110089685	110090085	+	821	24.0	[5.9829335]	[104]	[]	[]	[110089840]	[]
9_15484	chr1	9942241	9942641	+	786	23.0	[5.9829335]	[189]	[9.427555, 5.7620244]	[151, 170]	[9942439]	[9942401, 9942420]
9_15491	chr1	16164217	16164617	+	709	23.0	[8.010151]	[86]	[]	[]	[16164376]	[]
9_15493	chr1	16622850	16623250	+	759	23.0	[]	[]	[6.020032, 5.894925]	[100, 144]	[]	[16623030, 16623074]
9_15496	chr1	22486910	22487310	+	719	23.0	[5.673355]	[106]	[13.469811]	[106]	[22487085]	[22487085]
9_155	chr7	16660979	16661379	+	1000	261.0	[13.365452]	[107]	[]	[]	[16661177]	[]
9_15502	chr1	26636851	26637251	+	766	23.0	[]	[]	[17.315159]	[155]	[]	[26637053]
9_15509	chr1	28115306	28115706	+	791	23.0	[8.400734]	[224]	[]	[]	[28115536]	[]
9_1552	chr17	28646802	28647202	+	1000	73.0	[15.057976, 7.964926]	[103, 109]	[]	[]	[28646982, 28646988]	[]
9_15524	chr1	40862787	40863187	+	757	23.0	[]	[]	[5.93512]	[79]	[]	[40862947]
9_15527	chr1	42239537	42239937	+	762	23.0	[6.587675]	[171]	[]	[]	[42239775]	[]
9_15532	chr1	47379565	47379965	+	714	23.0	[]	[]	[5.9992843]	[137]	[]	[47379757]
9_15536	chr1	52686158	52686558	+	588	23.0	[6.339522]	[133]	[]	[]	[52686352]	[]
9_1554	chr2	58730782	58731182	+	1000	73.0	[9.697532]	[88]	[7.724445]	[88]	[58730967]	[58730967]
9_15540	chr1	54463313	54463713	+	584	23.0	[]	[]	[6.5850744]	[100]	[]	[54463509]
9_15544	chr1	61170729	61171129	+	707	23.0	[5.7077427, 8.595704]	[176, 199]	[]	[]	[61170911, 61170934]	[]
9_1555	chr20	32752405	32752805	+	1000	73.0	[]	[]	[8.010151]	[111]	[]	[32752615]
9_15551	chr1	67250021	67250421	+	759	23.0	[]	[]	[11.830152, 10.155686]	[57, 108]	[]	[67250173, 67250224]
9_1556	chr3	120559538	120559938	+	1000	73.0	[12.613945]	[89]	[]	[]	[120559692]	[]
9_15561	chr1	86991433	86991833	+	730	23.0	[]	[]	[7.722203]	[138]	[]	[86991630]
9_15568	chr1	99765820	99766220	+	778	23.0	[10.81022]	[197]	[7.934651]	[116]	[99766069]	[99765988]
9_1557	chr4	75848171	75848571	+	1000	73.0	[]	[]	[14.380129]	[98]	[]	[75848361]
9_15573	chr1	109216936	109217336	+	777	23.0	[6.4881]	[109]	[]	[]	[109217132]	[]
9_15576	chr1	110337381	110337781	+	706	23.0	[10.083745]	[114]	[10.083745, 5.8758316]	[114, 134]	[110337593]	[110337593, 110337613]
9_1558	chr5	10487525	10487925	+	1000	73.0	[14.124345]	[117]	[]	[]	[10487739]	[]
9_15583	chr1	116878104	116878504	+	667	23.0	[17.315159]	[90]	[]	[]	[116878256]	[]
9_15593	chr1	154937483	154937883	+	577	23.0	[]	[]	[7.348653]	[124]	[]	[154937638]
9_15595	chr1	158155708	158156108	+	711	23.0	[9.026804]	[153]	[]	[]	[158155950]	[]
9_15599	chr1	162580307	162580707	+	777	23.0	[14.124345]	[121]	[5.752968]	[145]	[162580522]	[162580546]
9_15603	chr1	168227026	168227426	+	575	23.0	[]	[]	[10.795629]	[139]	[]	[168227197]
9_15608	chr1	174963647	174964047	+	655	23.0	[9.605837, 6.456076]	[123, 187]	[]	[]	[174963827, 174963891]	[]
9_1562	chr6	119119912	119120312	+	1000	73.0	[5.673355]	[103]	[8.405594, 13.469811]	[59, 103]	[119120111]	[119120067, 119120111]
9_15621	chr1	193055125	193055525	+	730	23.0	[5.8758316]	[169]	[]	[]	[193055339]	[]
9_15622	chr1	197944484	197944884	+	786	23.0	[6.902161]	[225]	[]	[]	[197944727]	[]
9_15625	chr1	201921966	201922366	+	569	23.0	[12.620911, 8.3082]	[98, 149]	[]	[]	[201922145, 201922196]	[]
9_15628	chr1	202577368	202577768	+	719	23.0	[]	[]	[6.0057917]	[200]	[]	[202577575]
9_15633	chr1	207020453	207020853	+	791	23.0	[7.465207, 8.021813]	[190, 196]	[]	[]	[207020661, 207020667]	[]
9_15637	chr1	209823133	209823533	+	715	23.0	[]	[]	[7.391603]	[178]	[]	[209823362]
9_15644	chr1	221602862	221603262	+	702	23.0	[]	[]	[14.048844]	[130]	[]	[221603069]
9_15645	chr1	223838592	223838992	+	695	23.0	[]	[]	[6.1225047]	[75]	[]	[223838743]
9_15646	chr1	223847842	223848242	+	752	23.0	[]	[]	[9.427555]	[158]	[]	[223848060]
9_15653	chr1	234371819	234372219	+	592	23.0	[]	[]	[5.665817]	[177]	[]	[234372061]
9_15658	chr10	5283506	5283906	+	746	23.0	[11.108269]	[135]	[]	[]	[5283738]	[]
9_15661	chr10	6473905	6474305	+	787	23.0	[11.110511]	[165]	[]	[]	[6474094]	[]
9_15668	chr10	31683666	31684066	+	784	23.0	[]	[]	[7.078079]	[115]	[]	[31683881]
9_1567	chr8	49291511	49291911	+	1000	73.0	[6.492525]	[124]	[13.110946]	[94]	[49291729]	[49291699]
9_15674	chr10	43138677	43139077	+	703	23.0	[9.37386]	[107]	[]	[]	[43138884]	[]
9_1568	chr9	130590259	130590659	+	1000	73.0	[14.048844]	[108]	[]	[]	[130590453]	[]
9_15680	chr10	58382423	58382823	+	731	23.0	[7.348654]	[120]	[]	[]	[58382599]	[]
9_15682	chr10	61778102	61778502	+	757	23.0	[7.44218, 8.898896]	[107, 168]	[]	[]	[61778288, 61778349]	[]
9_15683	chr10	68628541	68628941	+	788	23.0	[11.113814]	[122]	[]	[]	[68628756]	[]
9_1569	chr1	23920040	23920440	+	1000	72.0	[15.811725]	[92]	[8.015269]	[92]	[23920198]	[23920198]
9_15693	chr10	79344713	79345113	+	669	23.0	[15.811725]	[169]	[8.015269]	[169]	[79344886]	[79344886]
9_15695	chr10	80596578	80596978	+	713	23.0	[]	[]	[6.104348]	[130]	[]	[80596759]
9_15709	chr11	9550016	9550416	+	718	23.0	[12.122945]	[82]	[]	[]	[9550197]	[]
9_15718	chr11	43556179	43556579	+	717	23.0	[15.811725]	[97]	[8.015269]	[97]	[43556363]	[43556363]
9_15723	chr11	46336776	46337176	+	589	23.0	[11.15574]	[169]	[]	[]	[46337020]	[]
9_15724	chr11	46611682	46612082	+	755	23.0	[6.3821535, 13.356004]	[129, 149]	[]	[]	[46611857, 46611877]	[]
9_15743	chr11	69401746	69402146	+	682	23.0	[10.04188, 6.2534513]	[109, 110]	[]	[]	[69401952, 69401953]	[]
9_15744	chr11	69583249	69583649	+	559	23.0	[15.811725]	[117]	[8.015269]	[117]	[69583462]	[69583462]
9_15748	chr11	74950161	74950561	+	726	23.0	[7.770013]	[182]	[]	[]	[74950381]	[]
9_1575	chr1	196040174	196040574	+	1000	72.0	[]	[]	[6.186902, 17.315159]	[84, 133]	[]	[196040358, 196040407]
9_15754	chr11	88103573	88103973	+	737	23.0	[]	[]	[5.5898185]	[63]	[]	[88103731]
9_15755	chr11	95096205	95096605	+	721	23.0	[11.557004]	[137]	[]	[]	[95096420]	[]
9_15756	chr11	95849100	95849500	+	760	23.0	[]	[]	[9.678914]	[95]	[]	[95849288]
9_15757	chr11	96235055	96235455	+	721	23.0	[]	[]	[6.415022]	[115]	[]	[96235261]
9_15767	chr12	6546034	6546434	+	652	23.0	[]	[]	[9.72239]	[145]	[]	[6546235]
9_15771	chr12	26047780	26048180	+	739	23.0	[]	[]	[12.299063, 5.8881693]	[98, 145]	[]	[26047941, 26047988]
9_15774	chr12	47190146	47190546	+	567	23.0	[9.406297]	[89]	[]	[]	[47190319]	[]
9_15796	chr12	106267507	106267907	+	569	23.0	[]	[]	[10.056873]	[178]	[]	[106267744]
9_158	chr8	141417661	141418061	+	1000	260.0	[15.811725]	[122]	[8.015269]	[122]	[141417879]	[141417879]
9_15803	chr12	118319583	118319983	+	707	23.0	[6.8047657]	[127]	[]	[]	[118319804]	[]
9_15814	chr13	74575846	74576246	+	712	23.0	[14.124345]	[169]	[]	[]	[74576057]	[]
9_15815	chr13	80573073	80573473	+	616	23.0	[]	[]	[5.7609663]	[90]	[]	[80573255]
9_15818	chr13	92339135	92339535	+	613	23.0	[]	[]	[10.155686]	[146]	[]	[92339313]
9_15822	chr13	93355916	93356316	+	656	23.0	[6.996926]	[215]	[]	[]	[93356104]	[]
9_15823	chr13	107848731	107849131	+	626	23.0	[5.5439005]	[195]	[5.665817, 6.5376444]	[136, 151]	[107848973]	[107848914, 107848929]
9_1583	chr16	1543224	1543624	+	1000	72.0	[11.401335]	[98]	[11.401335]	[98]	[1543416]	[1543416]
9_15832	chr14	24442729	24443129	+	791	23.0	[9.254109]	[109]	[]	[]	[24442923]	[]
9_15835	chr14	55245685	55246085	+	637	23.0	[11.401335]	[149]	[11.401335]	[149]	[55245928]	[55245928]
9_15848	chr15	42208266	42208666	+	731	23.0	[]	[]	[6.511414]	[121]	[]	[42208470]
9_15859	chr15	63945217	63945617	+	646	23.0	[5.7231045]	[70]	[]	[]	[63945374]	[]
9_15867	chr15	72592048	72592448	+	752	23.0	[]	[]	[6.78736]	[119]	[]	[72592247]
9_15873	chr15	82276333	82276733	+	777	23.0	[13.067403, 5.7276206]	[74, 116]	[]	[]	[82276497, 82276539]	[]
9_15877	chr15	90106768	90107168	+	781	23.0	[]	[]	[14.754784]	[199]	[]	[90106939]
9_15888	chr16	15467206	15467606	+	608	23.0	[]	[]	[6.0590153, 6.0597363, 5.844114, 8.595365]	[133, 140, 200, 223]	[]	[15467363, 15467370, 15467430, 15467453]
9_1589	chr17	57329807	57330207	+	1000	72.0	[13.929092]	[137]	[8.580311]	[137]	[57330031]	[57330031]
9_15900	chr16	30637943	30638343	+	608	23.0	[7.197122]	[201]	[6.7263513]	[201]	[30638175]	[30638175]
9_15910	chr16	69443839	69444239	+	626	23.0	[]	[]	[9.503056]	[136]	[]	[69444034]
9_15914	chr16	78563955	78564355	+	727	23.0	[15.057976]	[137]	[6.90216]	[154]	[78564176]	[78564193]
9_15917	chr16	84746971	84747371	+	562	23.0	[7.1166778]	[239]	[]	[]	[84747221]	[]
9_1593	chr19	53161151	53161551	+	1000	72.0	[]	[]	[10.657917]	[122]	[]	[53161368]
9_15934	chr17	29722243	29722643	+	731	23.0	[11.867161]	[125]	[]	[]	[29722423]	[]
9_1594	chr2	74418421	74418821	+	1000	72.0	[13.323187]	[106]	[]	[]	[74418624]	[]
9_15959	chr17	46178223	46178623	+	593	23.0	[]	[]	[10.752679]	[171]	[]	[46178464]
9_1596	chr2	178402107	178402507	+	1000	72.0	[8.435963]	[83]	[]	[]	[178402288]	[]
9_15965	chr17	48282219	48282619	+	642	23.0	[11.583234]	[97]	[]	[]	[48282390]	[]
9_1597	chr2	200877424	200877824	+	1000	72.0	[5.7580857]	[122]	[12.91896]	[122]	[200877640]	[200877640]
9_15970	chr17	57995467	57995867	+	767	23.0	[6.385992]	[170]	[]	[]	[57995705]	[]
9_15972	chr17	59845849	59846249	+	770	23.0	[]	[]	[6.2870255]	[74]	[]	[59846017]
9_15979	chr17	70128541	70128941	+	669	23.0	[5.7609663]	[107]	[]	[]	[70128719]	[]
9_15981	chr17	74873853	74874253	+	666	23.0	[6.697879]	[186]	[]	[]	[74874081]	[]
9_15984	chr17	76195212	76195612	+	768	23.0	[6.511414]	[112]	[]	[]	[76195377]	[]
9_160	chr7	107035323	107035723	+	1000	259.0	[12.620911]	[95]	[]	[]	[107035500]	[]
9_1600	chr3	101573498	101573898	+	1000	72.0	[]	[]	[12.872151]	[105]	[]	[101573690]
9_16003	chr18	46067489	46067889	+	738	23.0	[]	[]	[10.132373]	[225]	[]	[46067724]
9_16009	chr19	1867335	1867735	+	631	23.0	[17.315159]	[132]	[]	[]	[1867565]	[]
9_1602	chr4	185112045	185112445	+	1000	72.0	[13.110946]	[99]	[]	[]	[185112242]	[]
9_16020	chr19	8389681	8390081	+	662	23.0	[8.912996]	[155]	[5.8403587]	[219]	[8389864]	[8389928]
9_16021	chr19	9580296	9580696	+	739	23.0	[7.196585, 17.315159]	[121, 169]	[]	[]	[9580479, 9580527]	[]
9_16041	chr19	36152792	36153192	+	753	23.0	[8.015269]	[116]	[15.811725, 9.477839]	[116, 130]	[36152999]	[36152999, 36153013]
9_16047	chr19	42438447	42438847	+	711	23.0	[5.705428]	[135]	[]	[]	[42438663]	[]
9_16053	chr19	45900676	45901076	+	758	23.0	[]	[]	[14.124345]	[151]	[]	[45900884]
9_1606	chr6	70337472	70337872	+	1000	72.0	[5.9617734]	[77]	[]	[]	[70337631]	[]
9_1607	chr6	111552312	111552712	+	1000	72.0	[17.315159]	[110]	[]	[]	[111552522]	[]
9_1608	chr6	157706948	157707348	+	1000	72.0	[17.315159]	[134]	[]	[]	[157707158]	[]
9_16086	chr2	27683465	27683865	+	637	23.0	[6.2115254]	[159]	[]	[]	[27683680]	[]
9_16089	chr2	30513540	30513940	+	762	23.0	[]	[]	[6.496421]	[63]	[]	[30513693]
9_1609	chr7	6315801	6316201	+	1000	72.0	[15.057976]	[119]	[]	[]	[6316000]	[]
9_161	chr16	3348791	3349191	+	1000	258.0	[13.365452]	[93]	[]	[]	[3348973]	[]
9_16104	chr2	65261573	65261973	+	684	23.0	[]	[]	[14.422394]	[159]	[]	[65261784]
9_16112	chr2	112047896	112048296	+	713	23.0	[]	[]	[5.893029]	[121]	[]	[112048108]
9_16114	chr2	112763462	112763862	+	745	23.0	[5.5898185]	[178]	[]	[]	[112763643]	[]
9_16117	chr2	113997170	113997570	+	604	23.0	[9.705145]	[135]	[]	[]	[113997367]	[]
9_16120	chr2	144935782	144936182	+	660	23.0	[11.791661]	[129]	[]	[]	[144935987]	[]
9_16125	chr2	152569161	152569561	+	587	23.0	[13.067403]	[122]	[]	[]	[152569359]	[]
9_16130	chr2	161273092	161273492	+	761	23.0	[6.1815386]	[93]	[]	[]	[161273284]	[]
9_16137	chr2	169802915	169803315	+	657	23.0	[]	[]	[8.768598]	[130]	[]	[169803145]
9_1615	chr1	113819969	113820369	+	1000	71.0	[7.2615194]	[74]	[9.073612, 9.146556]	[74, 90]	[113820141]	[113820141, 113820157]
9_16151	chr2	187580721	187581121	+	585	23.0	[6.05843, 8.405594]	[160, 181]	[]	[]	[187580884, 187580905]	[]
9_16156	chr2	200963731	200964131	+	757	23.0	[6.385992]	[131]	[]	[]	[200963956]	[]
9_16161	chr2	226863023	226863423	+	699	23.0	[17.315159]	[99]	[]	[]	[226863184]	[]
9_16167	chr20	33838027	33838427	+	690	23.0	[]	[]	[7.886566]	[118]	[]	[33838206]
9_16177	chr20	47289448	47289848	+	649	23.0	[8.7347145]	[144]	[]	[]	[47289674]	[]
9_16186	chr21	29313807	29314207	+	779	23.0	[]	[]	[5.96853]	[88]	[]	[29313968]
9_16191	chr21	36125503	36125903	+	763	23.0	[7.1491137]	[198]	[]	[]	[36125752]	[]
9_16202	chr22	19207262	19207662	+	583	23.0	[11.847828]	[186]	[]	[]	[19207493]	[]
9_16203	chr22	19265702	19266102	+	584	23.0	[]	[]	[10.382992]	[141]	[]	[19265882]
9_16204	chr22	19267319	19267719	+	747	23.0	[]	[]	[10.463239]	[97]	[]	[19267508]
9_16205	chr22	19380211	19380611	+	770	23.0	[10.133494]	[194]	[]	[]	[19380418]	[]
9_16208	chr22	19491500	19491900	+	782	23.0	[]	[]	[5.7609663]	[207]	[]	[19491714]
9_16217	chr22	20048280	20048680	+	587	23.0	[]	[]	[8.951781]	[174]	[]	[20048476]
9_16218	chr22	20387693	20388093	+	729	23.0	[9.801105]	[82]	[]	[]	[20387848]	[]
9_16219	chr22	20408667	20409067	+	628	23.0	[]	[]	[6.21491]	[95]	[]	[20408829]
9_1622	chr10	43415569	43415969	+	1000	71.0	[13.110946, 6.2870255]	[149, 157]	[]	[]	[43415788, 43415796]	[]
9_16221	chr22	20413285	20413685	+	683	23.0	[]	[]	[6.0590153]	[134]	[]	[20413483]
9_16226	chr22	20665676	20666076	+	733	23.0	[]	[]	[10.647586, 8.446115]	[100, 154]	[]	[20665831, 20665885]
9_1623	chr10	50271893	50272293	+	1000	71.0	[]	[]	[9.108248]	[135]	[]	[50272113]
9_16230	chr22	20838543	20838943	+	708	23.0	[9.605836, 8.206055]	[125, 157]	[]	[]	[20838750, 20838782]	[]
9_16237	chr22	21110611	21111011	+	799	23.0	[]	[]	[10.133494]	[101]	[]	[21110783]
9_16238	chr22	21663227	21663627	+	738	23.0	[]	[]	[12.16521, 9.5953865]	[158, 195]	[]	[21663395, 21663432]
9_16242	chr22	21977589	21977989	+	568	23.0	[]	[]	[7.448347]	[151]	[]	[21977807]
9_16248	chr22	22217709	22218109	+	711	23.0	[11.036327]	[141]	[8.898896, 6.3231277]	[136, 141]	[22217870]	[22217865, 22217870]
9_1625	chr11	44333220	44333620	+	1000	71.0	[5.9134917]	[107]	[]	[]	[44333419]	[]
9_16250	chr22	22421603	22422003	+	749	23.0	[]	[]	[7.348653, 7.2629213]	[176, 205]	[]	[22421794, 22421823]
9_16252	chr22	22609489	22609889	+	771	23.0	[7.2498093]	[188]	[]	[]	[22609735]	[]
9_16253	chr22	22718565	22718965	+	749	23.0	[]	[]	[6.339522]	[195]	[]	[22718781]
9_16254	chr22	22743424	22743824	+	799	23.0	[]	[]	[6.992061]	[189]	[]	[22743633]
9_1626	chr11	109999976	110000376	+	1000	71.0	[8.714746]	[105]	[]	[]	[110000158]	[]
9_16263	chr22	23022972	23023372	+	760	23.0	[7.391603]	[203]	[]	[]	[23023179]	[]
9_1627	chr14	34718778	34719178	+	1000	71.0	[]	[]	[9.146556]	[88]	[]	[34718957]
