#PeakID(python scan_motif.py ./ENCODE_processed_files/TEAD2_idr.fa TEAD2 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
965_2666	chr17	27805430	27805830	+	1000	45.0	[9.390524]	[117]	[]	[]	[27805639]	[]
965_2670	chr2	48145979	48146379	+	1000	45.0	[]	[]	[7.5994935, 9.390524]	[73, 91]	[]	[48146142, 48146160]
965_2672	chr2	90387588	90387988	+	1000	45.0	[]	[]	[8.518976]	[80]	[]	[90387765]
965_2676	chr21	33324540	33324940	+	1000	45.0	[]	[]	[10.269137]	[65]	[]	[33324693]
965_2677	chr22	20639731	20640131	+	1000	45.0	[]	[]	[8.731906, 7.9547687]	[153, 176]	[]	[20639941, 20639964]
965_2678	chr22	22608245	22608645	+	1000	45.0	[]	[]	[8.518976]	[199]	[]	[22608451]
965_268	chr7	138002045	138002445	+	1000	129.5	[]	[]	[12.834519, 7.7329817]	[104, 117]	[]	[138002235, 138002248]
965_2683	chr3	36992654	36993054	+	1000	45.0	[8.176826]	[181]	[]	[]	[36992872]	[]
965_2684	chr3	113746523	113746923	+	1000	45.0	[]	[]	[9.390524]	[116]	[]	[113746726]
965_2687	chr5	18800445	18800845	+	1000	45.0	[8.518976]	[148]	[]	[]	[18800689]	[]
965_2690	chr5	68628025	68628425	+	1000	45.0	[]	[]	[8.366211]	[66]	[]	[68628191]
965_2691	chr6	7166827	7167227	+	1000	45.0	[7.7329817]	[94]	[]	[]	[7167019]	[]
965_2692	chr6	10759285	10759685	+	1000	45.0	[12.834519]	[85]	[8.196857]	[71]	[10759470]	[10759456]
965_2697	chr6	37232557	37232957	+	1000	45.0	[]	[]	[8.196857]	[133]	[]	[37232761]
965_2698	chr6	136236136	136236536	+	1000	45.0	[]	[]	[8.196857]	[191]	[]	[136236385]
965_2699	chr7	1537169	1537569	+	1000	45.0	[]	[]	[10.269137]	[89]	[]	[1537330]
965_2700	chr7	30727933	30728333	+	1000	45.0	[8.196857]	[84]	[]	[]	[30728115]	[]
965_2702	chr7	108103940	108104340	+	1000	45.0	[]	[]	[12.834519]	[90]	[]	[108104129]
965_2705	chr7	131107110	131107510	+	1000	45.0	[]	[]	[10.269137]	[109]	[]	[131107313]
965_2706	chr8	90187684	90188084	+	1000	45.0	[9.390524]	[139]	[]	[]	[90187919]	[]
965_2709	chr8	124651141	124651541	+	1000	45.0	[7.6749144]	[135]	[]	[]	[124651339]	[]
965_2716	chr9	131070736	131071136	+	1000	45.0	[]	[]	[8.518976, 10.269137, 8.518976]	[115, 120, 157]	[]	[131070904, 131070909, 131070946]
965_2719	chr1	33036139	33036539	+	1000	44.5	[]	[]	[12.834519]	[94]	[]	[33036326]
965_272	chr20	51338967	51339367	+	1000	128.5	[]	[]	[8.518976]	[131]	[]	[51339184]
965_2722	chr1	112904293	112904693	+	1000	44.5	[]	[]	[8.311733]	[146]	[]	[112904513]
965_2723	chr1	112935720	112936120	+	1000	44.5	[8.311733]	[137]	[]	[]	[112935956]	[]
965_2725	chr1	172452624	172453024	+	1000	44.5	[12.834519]	[133]	[]	[]	[172452835]	[]
965_2726	chr1	185284645	185285045	+	1000	44.5	[8.311733, 10.269137]	[103, 145]	[]	[]	[185284828, 185284870]	[]
965_2727	chr1	205144734	205145134	+	1000	44.5	[]	[]	[12.834519]	[120]	[]	[205144942]
965_273	chr19	49331512	49331912	+	1000	128.0	[8.731906, 8.518976]	[122, 166]	[]	[]	[49331709, 49331753]	[]
965_2730	chr1	207084733	207085133	+	1000	44.5	[7.7329817]	[152]	[]	[]	[207084976]	[]
965_2732	chr1	214602710	214603110	+	1000	44.5	[10.269137]	[172]	[]	[]	[214602944]	[]
965_2733	chr10	21926953	21927353	+	1000	44.5	[]	[]	[12.834519]	[120]	[]	[21927171]
965_2735	chr10	97687371	97687771	+	1000	44.5	[10.269137]	[73]	[]	[]	[97687532]	[]
965_2736	chr11	45823389	45823789	+	1000	44.5	[12.834519]	[90]	[]	[]	[45823569]	[]
965_2737	chr12	54285904	54286304	+	1000	44.5	[]	[]	[8.176826]	[129]	[]	[54286112]
965_2738	chr12	122896059	122896459	+	1000	44.5	[]	[]	[12.834519]	[92]	[]	[122896240]
965_2739	chr12	123571263	123571663	+	1000	44.5	[]	[]	[12.834519]	[84]	[]	[123571447]
965_274	chr19	49391992	49392392	+	1000	127.5	[]	[]	[8.518976]	[155]	[]	[49392221]
965_2740	chr13	110964268	110964668	+	1000	44.5	[]	[]	[12.834519]	[65]	[]	[110964430]
965_2741	chr15	44711357	44711757	+	1000	44.5	[10.269137]	[94]	[]	[]	[44711515]	[]
965_2742	chr15	58521539	58521939	+	1000	44.5	[]	[]	[12.834519]	[111]	[]	[58521733]
965_2744	chr16	67245985	67246385	+	1000	44.5	[12.834519]	[134]	[10.269137]	[109]	[67246182]	[67246157]
965_2745	chr16	83888637	83889037	+	1000	44.5	[]	[]	[12.834519]	[107]	[]	[83888835]
965_2746	chr16	85306073	85306473	+	1000	44.5	[]	[]	[7.6749144]	[153]	[]	[85306307]
965_2747	chr17	51372601	51373001	+	985	44.5	[10.269137, 8.311733]	[68, 113]	[]	[]	[51372766, 51372811]	[]
965_275	chr2	157929845	157930245	+	1000	127.5	[12.834519]	[80]	[]	[]	[157930022]	[]
965_2750	chr19	14496045	14496445	+	979	44.5	[12.834519]	[111]	[]	[]	[14496248]	[]
965_2756	chr21	42969226	42969626	+	1000	44.5	[]	[]	[10.269137]	[145]	[]	[42969470]
965_2757	chr21	46455687	46456087	+	1000	44.5	[8.311733]	[121]	[]	[]	[46455871]	[]
965_276	chr1	143202606	143203006	+	1000	127.0	[]	[]	[8.518976]	[59]	[]	[143202758]
965_2769	chr22	23041159	23041559	+	1000	44.5	[8.731906]	[186]	[]	[]	[23041355]	[]
965_277	chr16	67104099	67104499	+	1000	127.0	[8.196857]	[97]	[]	[]	[67104287]	[]
965_2770	chr22	41697292	41697692	+	1000	44.5	[]	[]	[12.834519]	[147]	[]	[41697525]
965_2771	chr3	44923559	44923959	+	1000	44.5	[10.269137]	[115]	[]	[]	[44923766]	[]
965_2773	chr3	171159127	171159527	+	1000	44.5	[]	[]	[8.311733, 10.269137]	[173, 180]	[]	[171159328, 171159335]
965_2774	chr4	79331458	79331858	+	1000	44.5	[]	[]	[8.311733]	[122]	[]	[79331652]
965_2775	chr5	39149922	39150322	+	1000	44.5	[9.390524]	[140]	[]	[]	[39150105]	[]
965_2776	chr5	49659920	49660320	+	1000	44.5	[8.518976, 8.518976, 8.518976, 8.518976, 8.518976, 8.518976, 8.518976]	[56, 61, 66, 96, 106, 131, 151]	[8.311733]	[142]	[49660073, 49660078, 49660083, 49660113, 49660123, 49660148, 49660168]	[49660159]
965_2778	chr5	112742271	112742671	+	1000	44.5	[]	[]	[12.834519]	[82]	[]	[112742436]
965_2779	chr6	7042110	7042510	+	1000	44.5	[]	[]	[8.196857]	[106]	[]	[7042287]
965_278	chr19	49408800	49409200	+	1000	127.0	[]	[]	[9.390524]	[156]	[]	[49409038]
965_2782	chr6	49722285	49722685	+	1000	44.5	[]	[]	[10.269137]	[142]	[]	[49722512]
965_2784	chr6	125923350	125923750	+	1000	44.5	[7.6554527, 9.390524]	[69, 157]	[]	[]	[125923511, 125923599]	[]
965_2786	chr7	76318656	76319056	+	1000	44.5	[8.176826]	[149]	[]	[]	[76318873]	[]
965_2788	chr7	108117824	108118224	+	1000	44.5	[]	[]	[10.269137]	[108]	[]	[108118025]
965_2793	chr9	122905384	122905784	+	1000	44.5	[9.390524]	[100]	[]	[]	[122905581]	[]
965_2798	chr9	131076840	131077240	+	1000	44.5	[7.6554527]	[180]	[]	[]	[131077033]	[]
965_2799	chr9	131130999	131131399	+	1000	44.5	[8.518976]	[152]	[]	[]	[131131157]	[]
965_280	chr19	49442433	49442833	+	1000	126.5	[]	[]	[8.196857, 8.196857]	[95, 155]	[]	[49442622, 49442682]
965_2802	chr1	23777882	23778282	+	1000	44.0	[8.311733]	[101]	[]	[]	[23778075]	[]
965_2804	chr1	41810456	41810856	+	1000	44.0	[8.311733]	[115]	[]	[]	[41810670]	[]
965_2807	chr1	54053266	54053666	+	1000	44.0	[]	[]	[7.6749144, 7.6554527]	[120, 162]	[]	[54053470, 54053512]
965_281	chr10	6088661	6089061	+	1000	126.0	[]	[]	[9.390524]	[91]	[]	[6088849]
965_2813	chr1	206612170	206612570	+	1000	44.0	[]	[]	[12.834519]	[124]	[]	[206612383]
965_2817	chr11	9789867	9790267	+	1000	44.0	[10.269137]	[114]	[]	[]	[9790069]	[]
965_2818	chr11	57778460	57778860	+	1000	44.0	[]	[]	[10.269137]	[176]	[]	[57778678]
965_2820	chr11	67572643	67573043	+	1000	44.0	[]	[]	[8.366211]	[76]	[]	[67572814]
965_2822	chr12	49233012	49233412	+	1000	44.0	[]	[]	[12.834519]	[80]	[]	[49233192]
965_2825	chr15	34656047	34656447	+	1000	44.0	[10.269137]	[125]	[]	[]	[34656270]	[]
965_2826	chr15	40593712	40594112	+	1000	44.0	[]	[]	[7.7999115]	[190]	[]	[40593962]
965_2830	chr16	15487874	15488274	+	1000	44.0	[]	[]	[10.269137]	[79]	[]	[15488047]
965_2831	chr16	83561841	83562241	+	1000	44.0	[]	[]	[8.366211]	[96]	[]	[83562034]
965_2833	chr17	58492648	58493048	+	1000	44.0	[8.176826]	[110]	[]	[]	[58492836]	[]
965_2834	chr19	12882615	12883015	+	1000	44.0	[]	[]	[8.196857]	[81]	[]	[12882786]
965_284	chr14	64363275	64363675	+	1000	125.5	[10.269137]	[133]	[]	[]	[64363500]	[]
965_2843	chr22	22735296	22735696	+	1000	44.0	[8.366211]	[111]	[]	[]	[22735470]	[]
965_2845	chr22	23160300	23160700	+	1000	44.0	[]	[]	[7.6554527]	[135]	[]	[23160496]
965_2846	chr22	23280274	23280674	+	1000	44.0	[12.834519]	[140]	[]	[]	[23280479]	[]
965_2848	chr3	34679044	34679444	+	1000	44.0	[12.834519]	[125]	[]	[]	[34679249]	[]
965_2849	chr3	143307681	143308081	+	1000	44.0	[7.6554527]	[184]	[]	[]	[143307900]	[]
965_285	chr20	50166042	50166442	+	1000	125.0	[]	[]	[12.834519]	[123]	[]	[50166263]
965_2851	chr4	49119961	49120361	+	1000	44.0	[8.518976, 8.518976, 8.518976, 8.518976, 8.518976, 12.834519, 8.518976, 8.518976]	[81, 101, 106, 111, 121, 136, 156, 166]	[]	[]	[49120125, 49120145, 49120150, 49120155, 49120165, 49120180, 49120200, 49120210]	[]
965_2857	chr6	89321593	89321993	+	1000	44.0	[]	[]	[10.269137]	[75]	[]	[89321767]
965_2862	chr7	145805472	145805872	+	1000	44.0	[]	[]	[12.834519]	[107]	[]	[145805646]
965_2863	chr8	30173809	30174209	+	1000	44.0	[10.269137]	[113]	[]	[]	[30174012]	[]
965_2865	chr8	102788864	102789264	+	1000	44.0	[]	[]	[8.366211]	[154]	[]	[102789096]
965_2866	chr9	124659242	124659642	+	1000	44.0	[]	[]	[10.269137]	[81]	[]	[124659393]
965_2867	chr9	130922807	130923207	+	1000	44.0	[9.390524]	[110]	[]	[]	[130923000]	[]
965_2868	chr9	131002686	131003086	+	1000	44.0	[]	[]	[8.731906]	[78]	[]	[131002858]
965_287	chr3	37824362	37824762	+	1000	124.5	[]	[]	[10.269137]	[70]	[]	[37824530]
965_2873	chrUn_KI270742v1	9459	9859	+	1000	44.0	[]	[]	[7.8428354]	[175]	[]	[9699]
965_2878	chr1	47179002	47179402	+	1000	43.5	[10.269137]	[56]	[]	[]	[47179156]	[]
965_2879	chr1	155934455	155934855	+	1000	43.5	[]	[]	[7.6749144]	[130]	[]	[155934652]
965_288	chr10	46001270	46001670	+	1000	124.0	[8.196857]	[139]	[]	[]	[46001481]	[]
965_2880	chr1	159015346	159015746	+	1000	43.5	[]	[]	[12.834519]	[93]	[]	[159015506]
965_2881	chr1	160108922	160109322	+	1000	43.5	[12.834519]	[111]	[]	[]	[160109112]	[]
965_2885	chr1	173429960	173430360	+	1000	43.5	[]	[]	[8.196857]	[137]	[]	[173430170]
965_2887	chr1	186375735	186376135	+	1000	43.5	[8.366211]	[135]	[]	[]	[186375960]	[]
965_2888	chr1	227431909	227432309	+	1000	43.5	[7.5994935]	[139]	[]	[]	[227432139]	[]
965_289	chr18	3623834	3624234	+	1000	124.0	[12.834519]	[92]	[]	[]	[3624010]	[]
965_2890	chr10	72321532	72321932	+	1000	43.5	[]	[]	[12.834519]	[207]	[]	[72321783]
965_2891	chr10	73997759	73998159	+	1000	43.5	[]	[]	[8.518976]	[92]	[]	[73997945]
965_2892	chr11	34045132	34045532	+	1000	43.5	[7.6749144]	[122]	[8.196857]	[65]	[34045342]	[34045285]
965_2893	chr11	65371095	65371495	+	1000	43.5	[]	[]	[7.7329817, 7.7329817, 9.390524]	[74, 98, 130]	[]	[65371267, 65371291, 65371323]
965_2894	chr11	86484292	86484692	+	1000	43.5	[12.834519]	[91]	[]	[]	[86484479]	[]
965_2895	chr11	118053322	118053722	+	1000	43.5	[8.518976]	[160]	[]	[]	[118053558]	[]
965_2896	chr12	116559199	116559599	+	1000	43.5	[]	[]	[7.9547687]	[175]	[]	[116559437]
965_2898	chr13	107950671	107951071	+	1000	43.5	[10.269137]	[202]	[]	[]	[107950914]	[]
965_2899	chr15	39882630	39883030	+	1000	43.5	[12.834519]	[168]	[]	[]	[39882873]	[]
965_29	chr17	26619847	26620247	+	1000	434.5	[7.6554527]	[127]	[]	[]	[26620073]	[]
965_2900	chr15	41979860	41980260	+	1000	43.5	[8.196857]	[83]	[12.834519]	[109]	[41980036]	[41980062]
965_2904	chr17	11908734	11909134	+	1000	43.5	[]	[]	[7.6554527]	[95]	[]	[11908921]
965_2905	chr17	30005657	30006057	+	973	43.5	[12.834519]	[140]	[]	[]	[30005895]	[]
965_2911	chr19	3155063	3155463	+	1000	43.5	[8.731906]	[128]	[]	[]	[3155276]	[]
965_2913	chr19	51132272	51132672	+	1000	43.5	[]	[]	[12.834519]	[87]	[]	[51132458]
965_2916	chr20	31066799	31067199	+	1000	43.5	[]	[]	[8.518976, 8.518976, 10.269137, 8.518976, 8.518976, 8.518976, 8.518976, 8.518976]	[76, 81, 86, 131, 136, 141, 146, 151]	[]	[31066961, 31066966, 31066971, 31067016, 31067021, 31067026, 31067031, 31067036]
965_2918	chr21	39430362	39430762	+	1000	43.5	[]	[]	[10.269137]	[156]	[]	[39430601]
965_2927	chr22	22835577	22835977	+	1000	43.5	[8.731906, 10.269137]	[99, 149]	[]	[]	[22835769, 22835819]	[]
965_2928	chr22	23051036	23051436	+	1000	43.5	[9.390524]	[173]	[]	[]	[23051210]	[]
965_2929	chr3	194572307	194572707	+	1000	43.5	[]	[]	[8.366211]	[187]	[]	[194572535]
965_293	chr1	16615371	16615771	+	1000	123.5	[10.269137]	[110]	[]	[]	[16615569]	[]
965_2930	chr4	4443724	4444124	+	1000	43.5	[12.834519]	[108]	[]	[]	[4443926]	[]
965_2931	chr4	10181461	10181861	+	1000	43.5	[]	[]	[9.390524]	[159]	[]	[10181624]
965_2932	chr4	56700724	56701124	+	1000	43.5	[10.269137]	[132]	[]	[]	[56700937]	[]
965_2933	chr5	836216	836616	+	1000	43.5	[12.834519]	[76]	[]	[]	[836380]	[]
965_2934	chr5	65724625	65725025	+	1000	43.5	[]	[]	[10.269137]	[181]	[]	[65724850]
965_2936	chr5	149446057	149446457	+	1000	43.5	[]	[]	[10.269137]	[141]	[]	[149446276]
965_2937	chr5	154682373	154682773	+	1000	43.5	[10.269137]	[85]	[]	[]	[154682549]	[]
965_294	chr1	10055669	10056069	+	1000	123.0	[10.269137]	[118]	[]	[]	[10055882]	[]
965_2940	chr6	30785711	30786111	+	1000	43.5	[]	[]	[10.269137]	[85]	[]	[30785879]
965_2941	chr6	30814455	30814855	+	1000	43.5	[]	[]	[12.834519]	[97]	[]	[30814622]
965_2944	chr6	158711811	158712211	+	1000	43.5	[]	[]	[10.269137]	[97]	[]	[158711996]
965_2945	chr7	6451187	6451587	+	1000	43.5	[]	[]	[8.366211]	[135]	[]	[6451377]
965_2948	chr7	105401545	105401945	+	1000	43.5	[]	[]	[8.731906]	[113]	[]	[105401704]
965_2953	chr7	138097358	138097758	+	1000	43.5	[9.390524]	[105]	[]	[]	[138097552]	[]
965_2954	chr7	138886420	138886820	+	920	43.5	[]	[]	[12.834519]	[114]	[]	[138886621]
965_2955	chr8	23518601	23519001	+	1000	43.5	[7.7999115, 8.176826]	[82, 98]	[]	[]	[23518772, 23518788]	[]
965_2957	chr8	143293788	143294188	+	1000	43.5	[8.366211]	[97]	[]	[]	[143293977]	[]
965_2959	chr9	130795406	130795806	+	1000	43.5	[8.366211]	[102]	[]	[]	[130795566]	[]
965_296	chr8	97762470	97762870	+	1000	122.5	[10.269137]	[148]	[]	[]	[97762715]	[]
965_2964	chrX	153897870	153898270	+	1000	43.5	[9.390524]	[72]	[]	[]	[153898038]	[]
965_2968	chr1	145465381	145465781	+	1000	43.0	[7.6749144]	[68]	[]	[]	[145465545]	[]
965_2971	chr1	172719594	172719994	+	1000	43.0	[8.176826]	[110]	[]	[]	[172719791]	[]
965_2975	chr1	211372371	211372771	+	1000	43.0	[7.7999115]	[152]	[]	[]	[211372575]	[]
965_298	chr22	22748325	22748725	+	1000	122.0	[7.6749144, 7.7999115]	[77, 96]	[]	[]	[22748484, 22748503]	[]
965_2980	chr10	47336465	47336865	+	1000	43.0	[7.6554527, 7.7999115]	[117, 143]	[12.834519]	[181]	[47336626, 47336652]	[47336690]
965_2981	chr10	70667865	70668265	+	1000	43.0	[]	[]	[7.7999115]	[155]	[]	[70668108]
965_2985	chr11	61971475	61971875	+	1000	43.0	[]	[]	[7.7329817]	[179]	[]	[61971673]
965_2988	chr12	53099293	53099693	+	1000	43.0	[12.834519]	[159]	[]	[]	[53099540]	[]
965_2989	chr12	120302394	120302794	+	1000	43.0	[]	[]	[12.834519]	[120]	[]	[120302580]
965_299	chr7	106767634	106768034	+	1000	122.0	[]	[]	[8.731906]	[64]	[]	[106767791]
965_2991	chr12	126903327	126903727	+	1000	43.0	[]	[]	[10.269137]	[118]	[]	[126903541]
965_2993	chr13	91540722	91541122	+	1000	43.0	[]	[]	[8.366211]	[130]	[]	[91540947]
965_2995	chr15	89057480	89057880	+	1000	43.0	[8.518976, 8.518976]	[85, 97]	[]	[]	[89057654, 89057666]	[]
965_2996	chr16	2296639	2297039	+	1000	43.0	[]	[]	[12.834519]	[128]	[]	[2296862]
965_2997	chr16	70109601	70110001	+	1000	43.0	[10.269137]	[113]	[]	[]	[70109807]	[]
965_2998	chr17	39014816	39015216	+	1000	43.0	[]	[]	[10.269137]	[122]	[]	[39015037]
965_3000	chr17	81094809	81095209	+	1000	43.0	[]	[]	[10.269137]	[97]	[]	[81094974]
965_3004	chr19	38544072	38544472	+	1000	43.0	[]	[]	[8.731906]	[81]	[]	[38544252]
965_3005	chr19	51571006	51571406	+	1000	43.0	[]	[]	[12.834519]	[152]	[]	[51571250]
965_3007	chr2	45459122	45459522	+	1000	43.0	[8.311733]	[149]	[]	[]	[45459345]	[]
965_3012	chr21	14270975	14271375	+	1000	43.0	[12.834519]	[92]	[]	[]	[14271156]	[]
965_3013	chr21	45140421	45140821	+	1000	43.0	[10.269137]	[138]	[]	[]	[45140651]	[]
965_3018	chr22	21851663	21852063	+	1000	43.0	[]	[]	[8.196857, 8.731906]	[119, 160]	[]	[21851835, 21851876]
965_3027	chr22	23072279	23072679	+	1000	43.0	[7.6554527]	[206]	[]	[]	[23072489]	[]
965_3029	chr3	43106034	43106434	+	1000	43.0	[]	[]	[12.834519]	[77]	[]	[43106194]
965_3031	chr3	114418681	114419081	+	1000	43.0	[]	[]	[8.731906]	[127]	[]	[114418895]
965_3033	chr5	49630742	49631142	+	1000	43.0	[9.390524]	[72]	[]	[]	[49630909]	[]
965_3034	chr5	61408573	61408973	+	1000	43.0	[]	[]	[10.269137]	[185]	[]	[61408819]
965_3036	chr5	149486037	149486437	+	1000	43.0	[]	[]	[8.176826]	[80]	[]	[149486202]
965_3037	chr6	14077186	14077586	+	1000	43.0	[10.269137]	[125]	[]	[]	[14077407]	[]
965_3038	chr6	26440145	26440545	+	1000	43.0	[]	[]	[9.390524]	[138]	[]	[26440367]
965_3039	chr6	27091762	27092162	+	1000	43.0	[]	[]	[12.834519]	[129]	[]	[27091961]
965_3041	chr6	30781759	30782159	+	1000	43.0	[]	[]	[8.731906]	[195]	[]	[30781973]
965_3044	chr6	125202151	125202551	+	1000	43.0	[]	[]	[8.311733, 12.834519]	[112, 127]	[]	[125202360, 125202375]
965_3047	chr7	88220134	88220534	+	1000	43.0	[7.6554527, 12.834519]	[68, 94]	[]	[]	[88220298, 88220324]	[]
965_3049	chr7	103660472	103660872	+	1000	43.0	[8.731906]	[158]	[7.6749144]	[140]	[103660723]	[103660705]
965_3051	chr7	116218051	116218451	+	1000	43.0	[8.366211]	[78]	[]	[]	[116218223]	[]
965_3055	chr8	1760333	1760733	+	1000	43.0	[]	[]	[12.834519]	[137]	[]	[1760566]
965_3058	chr9	129334234	129334634	+	1000	43.0	[]	[]	[12.834519]	[123]	[]	[129334442]
965_306	chr16	46943351	46943751	+	1000	120.0	[]	[]	[10.269137]	[75]	[]	[46943507]
965_3062	chr9	131069109	131069509	+	1000	43.0	[]	[]	[12.834519]	[176]	[]	[131069327]
965_3064	chr1	1422602	1423002	+	1000	42.5	[10.269137]	[156]	[]	[]	[1422846]	[]
965_3066	chr1	26483993	26484393	+	1000	42.5	[8.518976]	[95]	[]	[]	[26484163]	[]
965_3067	chr1	28328699	28329099	+	1000	42.5	[]	[]	[9.390524]	[178]	[]	[28328905]
965_307	chr2	72757164	72757564	+	1000	120.0	[10.269137]	[91]	[9.390524]	[155]	[72757350]	[72757414]
965_3072	chr1	40974928	40975328	+	1000	42.5	[8.196857]	[80]	[]	[]	[40975107]	[]
965_3073	chr1	43946057	43946457	+	1000	42.5	[9.390524]	[100]	[8.176826]	[122]	[43946245]	[43946267]
965_3075	chr1	110412516	110412916	+	1000	42.5	[]	[]	[8.311733]	[65]	[]	[110412672]
965_3079	chr1	205748716	205749116	+	1000	42.5	[12.834519]	[187]	[]	[]	[205748949]	[]
965_308	chr16	89705908	89706308	+	1000	119.0	[8.311733]	[99]	[]	[]	[89706089]	[]
965_3087	chr10	46525218	46525618	+	1000	42.5	[8.176826, 8.176826]	[135, 171]	[]	[]	[46525399, 46525435]	[]
965_3090	chr11	34371455	34371855	+	1000	42.5	[8.366211]	[58]	[]	[]	[34371608]	[]
965_3093	chr12	6663293	6663693	+	1000	42.5	[8.176826]	[129]	[12.834519]	[72]	[6663512]	[6663455]
965_3094	chr13	44386927	44387327	+	1000	42.5	[]	[]	[12.834519]	[95]	[]	[44387113]
965_3095	chr13	91647298	91647698	+	1000	42.5	[10.269137]	[158]	[]	[]	[91647515]	[]
965_3097	chr13	108006147	108006547	+	1000	42.5	[8.366211]	[63]	[]	[]	[108006308]	[]
965_3098	chr14	33917115	33917515	+	1000	42.5	[]	[]	[8.366211]	[161]	[]	[33917332]
965_3099	chr15	67920532	67920932	+	1000	42.5	[10.269137]	[123]	[]	[]	[67920740]	[]
965_31	chr15	66774325	66774725	+	1000	415.0	[]	[]	[12.834519]	[112]	[]	[66774533]
965_310	chr6	30942628	30943028	+	1000	119.0	[8.196857]	[121]	[]	[]	[30942846]	[]
965_3104	chr16	83878793	83879193	+	1000	42.5	[]	[]	[12.834519]	[128]	[]	[83878990]
965_3106	chr17	32794496	32794896	+	1000	42.5	[]	[]	[7.6749144]	[138]	[]	[32794709]
965_3109	chr18	22106523	22106923	+	1000	42.5	[]	[]	[12.834519]	[102]	[]	[22106704]
965_311	chr1	117093251	117093651	+	1000	118.5	[]	[]	[12.834519]	[118]	[]	[117093461]
965_3110	chr19	54231604	54232004	+	1000	42.5	[]	[]	[10.269137]	[170]	[]	[54231845]
965_3113	chr2	145854072	145854472	+	1000	42.5	[10.269137]	[122]	[]	[]	[145854294]	[]
965_3114	chr2	174634502	174634902	+	1000	42.5	[]	[]	[7.6749144]	[73]	[]	[174634657]
965_3115	chr2	177679977	177680377	+	1000	42.5	[]	[]	[7.7999115]	[108]	[]	[177680184]
965_3116	chr21	25736196	25736596	+	1000	42.5	[8.366211]	[96]	[]	[]	[25736386]	[]
965_3118	chr21	43768035	43768435	+	1000	42.5	[]	[]	[7.7329817]	[136]	[]	[43768228]
965_3119	chr22	19717603	19718003	+	1000	42.5	[8.176826]	[124]	[]	[]	[19717797]	[]
965_3122	chr22	22478436	22478836	+	1000	42.5	[8.518976]	[104]	[]	[]	[22478602]	[]
965_3125	chr22	22698615	22699015	+	1000	42.5	[8.366211]	[147]	[]	[]	[22698802]	[]
965_3127	chr22	22740059	22740459	+	1000	42.5	[12.834519]	[85]	[]	[]	[22740238]	[]
965_313	chr5	74591770	74592170	+	1000	118.5	[7.6749144]	[90]	[]	[]	[74591953]	[]
965_3134	chr3	58038909	58039309	+	1000	42.5	[]	[]	[10.269137, 8.311733]	[72, 125]	[]	[58039076, 58039129]
965_3137	chr4	49109796	49110196	+	1000	42.5	[8.518976, 8.518976, 8.518976, 8.518976, 8.518976, 8.518976, 8.518976, 8.518976, 8.311733]	[53, 58, 63, 88, 93, 98, 103, 123, 143]	[]	[]	[49109949, 49109954, 49109959, 49109984, 49109989, 49109994, 49109999, 49110019, 49110039]	[]
965_3138	chr5	150763442	150763842	+	1000	42.5	[]	[]	[8.518976]	[68]	[]	[150763605]
965_3139	chr5	160439113	160439513	+	1000	42.5	[12.834519]	[127]	[]	[]	[160439325]	[]
965_3141	chr6	2925954	2926354	+	924	42.5	[12.834519]	[153]	[8.518976]	[130]	[2926193]	[2926170]
965_3142	chr6	11575471	11575871	+	1000	42.5	[]	[]	[8.366211]	[119]	[]	[11575655]
965_3143	chr6	11918220	11918620	+	1000	42.5	[]	[]	[7.5994935, 12.834519]	[149, 156]	[]	[11918436, 11918443]
965_3148	chr6	37242496	37242896	+	1000	42.5	[7.6554527, 10.269137]	[109, 130]	[]	[]	[37242649, 37242670]	[]
965_315	chr12	117042271	117042671	+	1000	118.0	[8.196857]	[87]	[]	[]	[117042453]	[]
965_3151	chr6	84667646	84668046	+	1000	42.5	[7.5994935]	[160]	[12.834519]	[151]	[84667883]	[84667874]
965_3153	chr7	6015902	6016302	+	1000	42.5	[]	[]	[8.731906]	[128]	[]	[6016113]
965_3154	chr7	16260098	16260498	+	1000	42.5	[10.269137]	[145]	[]	[]	[16260332]	[]
965_3155	chr7	29794953	29795353	+	1000	42.5	[]	[]	[10.269137]	[101]	[]	[29795113]
965_3157	chr7	76178162	76178562	+	1000	42.5	[10.269137]	[112]	[]	[]	[76178373]	[]
965_3159	chr7	128789718	128790118	+	1000	42.5	[10.269137]	[104]	[]	[]	[128789916]	[]
965_3164	chr7	143412311	143412711	+	1000	42.5	[]	[]	[7.6749144]	[133]	[]	[143412497]
965_3165	chr8	2885673	2886073	+	1000	42.5	[10.269137]	[91]	[]	[]	[2885830]	[]
965_3173	chr9	131021135	131021535	+	1000	42.5	[12.834519]	[127]	[]	[]	[131021360]	[]
965_3174	chrUn_GL000224v1	1339	1739	+	1000	42.5	[8.366211]	[109]	[]	[]	[1547]	[]
965_3178	chr1	8706917	8707317	+	1000	42.0	[8.518976, 9.390524]	[91, 102]	[]	[]	[8707088, 8707099]	[]
965_3179	chr1	12448875	12449275	+	1000	42.0	[]	[]	[7.7329817]	[111]	[]	[12449043]
965_3180	chr1	16143798	16144198	+	1000	42.0	[12.834519]	[125]	[]	[]	[16144001]	[]
