#PeakID(python identify_motif.py ./ENCODE_processed_files/NFIC_idr.fa NFIC --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
366_24355	chr1	235056943	235057343	+	1000	100.0	[]	[]	[7.275311]	[110]	[]	[235057143]
366_24358	chr10	44246430	44246830	+	1000	100.0	[]	[]	[7.275311]	[171]	[]	[44246581]
366_24359	chr10	45727009	45727409	+	1000	100.0	[7.275311]	[170]	[]	[]	[45727237]	[]
366_2436	chr7	138352654	138353054	+	1000	606.5	[]	[]	[7.275311]	[134]	[]	[138352882]
366_24361	chr10	97948869	97949269	+	1000	100.0	[]	[]	[7.275311]	[101]	[]	[97949062]
366_24362	chr10	98519101	98519501	+	1000	100.0	[7.275311]	[107]	[7.275311]	[116]	[98519296]	[98519305]
366_24364	chr11	47642334	47642734	+	1000	100.0	[7.275311]	[164]	[7.275311, 7.275311]	[106, 144]	[47642559]	[47642501, 47642539]
366_24365	chr11	69640685	69641085	+	852	100.0	[7.275311]	[274]	[]	[]	[69640877]	[]
366_24368	chr12	49519144	49519544	+	1000	100.0	[7.275311]	[87]	[]	[]	[49519300]	[]
366_24369	chr12	53324668	53325068	+	1000	100.0	[7.275311]	[165]	[7.275311]	[167]	[53324887]	[53324889]
366_2437	chr1	42949481	42949881	+	1000	606.0	[]	[]	[7.275311]	[131]	[]	[42949707]
366_24370	chr12	96371465	96371865	+	921	100.0	[]	[]	[7.275311]	[160]	[]	[96371689]
366_24372	chr13	45122920	45123320	+	1000	100.0	[7.275311, 7.275311, 7.275311]	[203, 212, 216]	[]	[]	[45123151, 45123160, 45123164]	[]
366_24374	chr14	55051299	55051699	+	1000	100.0	[]	[]	[7.275311]	[209]	[]	[55051528]
366_24378	chr15	45122794	45123194	+	1000	100.0	[7.275311]	[100]	[7.275311, 7.275311]	[109, 143]	[45122967]	[45122976, 45123010]
366_2438	chr1	92750884	92751284	+	1000	606.0	[7.275311, 7.275311]	[79, 103]	[7.275311]	[112]	[92751063, 92751087]	[92751096]
366_24380	chr15	70100942	70101342	+	1000	100.0	[7.275311]	[226]	[]	[]	[70101188]	[]
366_24382	chr15	95638208	95638608	+	731	100.0	[]	[]	[7.275311, 7.275311]	[237, 296]	[]	[95638364, 95638423]
366_24384	chr16	15550777	15551177	+	798	100.0	[7.275311]	[139]	[7.275311]	[130]	[15550998]	[15550989]
366_24385	chr16	18926961	18927361	+	1000	100.0	[]	[]	[7.275311]	[134]	[]	[18927161]
366_24386	chr16	31453193	31453593	+	1000	100.0	[]	[]	[7.275311]	[170]	[]	[31453430]
366_24388	chr16	75038339	75038739	+	1000	100.0	[7.275311]	[116]	[]	[]	[75038525]	[]
366_24389	chr16	81654869	81655269	+	743	100.0	[7.275311, 7.275311]	[106, 142]	[7.275311]	[144]	[81655061, 81655097]	[81655099]
366_24391	chr17	8295332	8295732	+	1000	100.0	[]	[]	[7.275311]	[143]	[]	[8295553]
366_24392	chr17	34886822	34887222	+	906	100.0	[]	[]	[7.275311]	[165]	[]	[34887069]
366_24393	chr17	37407453	37407853	+	576	100.0	[7.275311]	[200]	[]	[]	[37407670]	[]
366_24395	chr17	40069193	40069593	+	1000	100.0	[]	[]	[7.275311]	[190]	[]	[40069415]
366_24398	chr17	81349795	81350195	+	1000	100.0	[7.275311]	[189]	[]	[]	[81350044]	[]
366_244	chr9	130869158	130869558	+	1000	1800.0	[7.275311, 7.275311]	[101, 125]	[7.275311]	[110]	[130869351, 130869375]	[130869360]
366_2440	chr6	3382449	3382849	+	1000	606.0	[7.275311, 7.275311]	[78, 143]	[]	[]	[3382627, 3382692]	[]
366_24401	chr19	3545141	3545541	+	650	100.0	[7.275311]	[166]	[]	[]	[3545367]	[]
366_24405	chr19	18992375	18992775	+	857	100.0	[7.275311]	[135]	[7.275311]	[137]	[18992556]	[18992558]
366_24408	chr19	56140591	56140991	+	1000	100.0	[]	[]	[7.275311]	[108]	[]	[56140782]
366_2441	chr7	64849201	64849601	+	1000	606.0	[7.275311, 7.275311]	[113, 131]	[7.275311]	[122]	[64849414, 64849432]	[64849423]
366_24410	chr2	20617132	20617532	+	1000	100.0	[7.275311]	[133]	[]	[]	[20617361]	[]
366_24411	chr2	26757930	26758330	+	1000	100.0	[7.275311]	[157]	[7.275311, 7.275311]	[134, 217]	[26758115]	[26758092, 26758175]
366_24412	chr2	39124218	39124618	+	1000	100.0	[]	[]	[7.275311]	[64]	[]	[39124379]
366_24414	chr2	43176449	43176849	+	1000	100.0	[7.275311]	[104]	[]	[]	[43176644]	[]
366_24416	chr2	60806859	60807259	+	855	100.0	[7.275311]	[230]	[7.275311, 7.275311, 7.275311]	[214, 232, 251]	[60807059]	[60807043, 60807061, 60807080]
366_24418	chr2	85244882	85245282	+	1000	100.0	[7.275311]	[134]	[]	[]	[85245064]	[]
366_24419	chr2	111699091	111699491	+	1000	100.0	[7.275311]	[182]	[7.275311]	[184]	[111699300]	[111699302]
366_24420	chr2	138752181	138752581	+	1000	100.0	[7.275311]	[132]	[7.275311]	[141]	[138752382]	[138752391]
366_24421	chr2	157107871	157108271	+	996	100.0	[7.275311, 7.275311]	[74, 101]	[7.275311]	[110]	[157108044, 157108071]	[157108080]
366_24424	chr2	208789817	208790217	+	1000	100.0	[7.275311, 7.275311]	[93, 167]	[7.275311]	[128]	[208789980, 208790054]	[208790015]
366_24425	chr2	215556966	215557366	+	1000	100.0	[7.275311]	[86]	[7.275311]	[88]	[215557147]	[215557149]
366_24426	chr2	232399328	232399728	+	541	100.0	[]	[]	[7.275311, 7.275311]	[63, 103]	[]	[232399487, 232399527]
366_24427	chr2	240565665	240566065	+	1000	100.0	[7.275311]	[104]	[]	[]	[240565859]	[]
366_24429	chr20	33638761	33639161	+	1000	100.0	[7.275311, 7.275311]	[163, 233]	[7.275311]	[235]	[33638914, 33638984]	[33638986]
366_24430	chr20	58306698	58307098	+	900	100.0	[7.275311]	[183]	[7.275311, 7.275311, 7.275311, 7.275311]	[145, 185, 192, 204]	[58306911]	[58306873, 58306913, 58306920, 58306932]
366_24432	chr21	24335740	24336140	+	939	100.0	[7.275311]	[112]	[]	[]	[24335927]	[]
366_24433	chr21	31616134	31616534	+	1000	100.0	[7.275311]	[172]	[7.275311]	[161]	[31616323]	[31616312]
366_24434	chr22	17896806	17897206	+	1000	100.0	[7.275311]	[153]	[7.275311, 7.275311]	[162, 188]	[17897022]	[17897031, 17897057]
366_24437	chr3	9642352	9642752	+	1000	100.0	[7.275311, 7.275311]	[87, 135]	[7.275311]	[76]	[9642532, 9642580]	[9642521]
366_2444	chr3	196517894	196518294	+	1000	605.0	[7.275311, 7.275311]	[111, 150]	[7.275311, 7.275311, 7.275311, 7.275311]	[92, 116, 120, 159]	[196518086, 196518125]	[196518067, 196518091, 196518095, 196518134]
366_24440	chr3	46488653	46489053	+	1000	100.0	[]	[]	[7.275311]	[154]	[]	[46488888]
366_24443	chr3	50612778	50613178	+	1000	100.0	[7.275311]	[94]	[]	[]	[50612936]	[]
366_24446	chr3	196140395	196140795	+	1000	100.0	[7.275311]	[96]	[7.275311]	[129]	[196140570]	[196140603]
366_24449	chr4	88880990	88881390	+	1000	100.0	[7.275311]	[67]	[7.275311, 7.275311]	[58, 76]	[88881153]	[88881144, 88881162]
366_2445	chr6	26394210	26394610	+	1000	605.0	[7.275311, 7.275311]	[80, 116]	[]	[]	[26394386, 26394422]	[]
366_24451	chr4	154473419	154473819	+	1000	100.0	[]	[]	[7.275311]	[218]	[]	[154473653]
366_24454	chr5	37668565	37668965	+	1000	100.0	[]	[]	[7.275311]	[222]	[]	[37668811]
366_24456	chr5	69046678	69047078	+	1000	100.0	[7.275311]	[136]	[7.275311]	[122]	[69046914]	[69046900]
366_24457	chr5	80655018	80655418	+	1000	100.0	[7.275311]	[187]	[]	[]	[80655195]	[]
366_24462	chr6	17455305	17455705	+	891	100.0	[7.275311]	[93]	[]	[]	[17455492]	[]
366_24463	chr6	26956487	26956887	+	1000	100.0	[7.275311]	[170]	[]	[]	[26956693]	[]
366_24464	chr6	26956889	26957289	+	1000	100.0	[]	[]	[7.275311, 7.275311, 7.275311]	[111, 145, 159]	[]	[26957074, 26957108, 26957122]
366_24469	chr6	153898358	153898758	+	540	100.0	[7.275311]	[101]	[7.275311]	[110]	[153898552]	[153898561]
366_24473	chr7	50696798	50697198	+	1000	100.0	[7.275311, 7.275311]	[233, 257]	[7.275311]	[304]	[50696975, 50696999]	[50697046]
366_24474	chr7	68731741	68732141	+	1000	100.0	[]	[]	[7.275311]	[150]	[]	[68731935]
366_24476	chr7	101217409	101217809	+	1000	100.0	[7.275311, 7.275311]	[180, 215]	[7.275311]	[127]	[101217615, 101217650]	[101217562]
366_24477	chr7	106779875	106780275	+	1000	100.0	[7.275311]	[160]	[7.275311, 7.275311]	[95, 162]	[106780091]	[106780026, 106780093]
366_24478	chr7	133814515	133814915	+	925	100.0	[7.275311]	[118]	[7.275311]	[120]	[133814709]	[133814711]
366_24479	chr7	134636109	134636509	+	1000	100.0	[7.275311]	[124]	[]	[]	[134636297]	[]
366_24482	chr8	19774341	19774741	+	773	100.0	[7.275311]	[73]	[7.275311]	[104]	[19774500]	[19774531]
366_24485	chr8	55961362	55961762	+	1000	100.0	[]	[]	[7.275311]	[72]	[]	[55961516]
366_24486	chr8	89958103	89958503	+	1000	100.0	[7.275311]	[106]	[]	[]	[89958282]	[]
366_24487	chr8	90751828	90752228	+	1000	100.0	[7.275311, 7.275311]	[133, 167]	[7.275311]	[227]	[90751980, 90752014]	[90752074]
366_24490	chr8	97621030	97621430	+	1000	100.0	[7.275311, 7.275311]	[147, 215]	[]	[]	[97621210, 97621278]	[]
366_24492	chr8	129992623	129993023	+	1000	100.0	[7.275311, 7.275311]	[147, 165]	[]	[]	[129992840, 129992858]	[]
366_24493	chr8	144538016	144538416	+	696	100.0	[7.275311]	[120]	[7.275311]	[129]	[144538225]	[144538234]
366_24494	chr9	33816780	33817180	+	1000	100.0	[]	[]	[7.275311]	[88]	[]	[33816950]
366_24495	chr9	93566678	93567078	+	1000	100.0	[]	[]	[7.275311]	[217]	[]	[93566891]
366_24496	chr9	128001895	128002295	+	1000	100.0	[7.275311]	[82]	[]	[]	[128002073]	[]
366_24497	chr9	131108302	131108702	+	1000	100.0	[7.275311]	[190]	[7.275311]	[175]	[131108499]	[131108484]
366_24500	chrX	115449784	115450184	+	1000	100.0	[7.275311]	[145]	[7.275311, 7.275311]	[147, 154]	[115450003]	[115450005, 115450012]
366_24502	chr1	15674786	15675186	+	850	99.5	[7.275311]	[82]	[7.275311]	[113]	[15674962]	[15674993]
366_24503	chr1	16352224	16352624	+	1000	99.5	[7.275311]	[126]	[7.275311]	[153]	[16352383]	[16352410]
366_24504	chr1	19081633	19082033	+	1000	99.5	[7.275311]	[174]	[]	[]	[19081798]	[]
366_24505	chr1	27097375	27097775	+	961	99.5	[]	[]	[7.275311, 7.275311]	[104, 117]	[]	[27097547, 27097560]
366_24506	chr1	30942536	30942936	+	785	99.5	[]	[]	[7.275311]	[111]	[]	[30942737]
366_2451	chr7	151395416	151395816	+	1000	604.0	[7.275311]	[138]	[7.275311]	[146]	[151395646]	[151395654]
366_24510	chr1	109607148	109607548	+	1000	99.5	[7.275311, 7.275311, 7.275311]	[111, 159, 183]	[7.275311]	[119]	[109607316, 109607364, 109607388]	[109607324]
366_24512	chr1	144560637	144561037	+	761	99.5	[]	[]	[7.275311, 7.275311]	[98, 132]	[]	[144560817, 144560851]
366_24518	chr1	189149557	189149957	+	666	99.5	[7.275311]	[144]	[]	[]	[189149751]	[]
366_24519	chr1	205447819	205448219	+	1000	99.5	[7.275311, 7.275311]	[138, 164]	[7.275311, 7.275311]	[140, 147]	[205447993, 205448019]	[205447995, 205448002]
366_2452	chr1	32213424	32213824	+	1000	603.5	[7.275311]	[64]	[7.275311, 7.275311]	[73, 97]	[32213577]	[32213586, 32213610]
366_24521	chr1	223827197	223827597	+	720	99.5	[7.275311]	[164]	[]	[]	[223827412]	[]
366_24525	chr10	5977386	5977786	+	1000	99.5	[7.275311, 7.275311]	[170, 230]	[7.275311]	[201]	[5977556, 5977616]	[5977587]
366_2453	chr20	45933516	45933916	+	1000	603.5	[7.275311, 7.275311]	[90, 151]	[7.275311]	[99]	[45933705, 45933766]	[45933714]
366_24535	chr10	110524836	110525236	+	1000	99.5	[7.275311, 7.275311]	[130, 143]	[7.275311]	[132]	[110525043, 110525056]	[110525045]
366_24536	chr11	353573	353973	+	1000	99.5	[7.275311]	[124]	[7.275311]	[205]	[353732]	[353813]
366_24539	chr11	125219504	125219904	+	1000	99.5	[]	[]	[7.275311]	[242]	[]	[125219744]
366_2454	chr3	155730814	155731214	+	1000	603.5	[7.275311]	[92]	[7.275311]	[101]	[155731006]	[155731015]
366_24542	chr12	53251191	53251591	+	1000	99.5	[]	[]	[7.275311]	[81]	[]	[53251347]
366_24545	chr12	64404373	64404773	+	1000	99.5	[]	[]	[7.275311, 7.275311]	[121, 138]	[]	[64404591, 64404608]
366_24547	chr12	110413374	110413774	+	961	99.5	[7.275311]	[274]	[7.275311]	[263]	[110413561]	[110413550]
366_2455	chr6	14687616	14688016	+	1000	603.0	[7.275311]	[84]	[7.275311, 7.275311]	[93, 164]	[14687784]	[14687793, 14687864]
366_24550	chr14	77390602	77391002	+	1000	99.5	[7.275311]	[137]	[7.275311, 7.275311]	[146, 157]	[77390827]	[77390836, 77390847]
366_24551	chr15	58866374	58866774	+	1000	99.5	[7.275311]	[148]	[7.275311, 7.275311]	[91, 112]	[58866591]	[58866534, 58866555]
366_24553	chr16	22191179	22191579	+	1000	99.5	[7.275311, 7.275311]	[73, 94]	[]	[]	[22191335, 22191356]	[]
366_24554	chr16	28508095	28508495	+	728	99.5	[7.275311]	[207]	[7.275311]	[156]	[28508343]	[28508292]
366_24558	chr17	64379063	64379463	+	1000	99.5	[7.275311, 7.275311]	[142, 164]	[7.275311]	[125]	[64379232, 64379254]	[64379215]
366_2456	chr22	36201772	36202172	+	1000	602.5	[]	[]	[7.275311]	[115]	[]	[36201982]
366_24568	chr19	12965160	12965560	+	1000	99.5	[7.275311]	[126]	[]	[]	[12965346]	[]
366_24569	chr19	47256123	47256523	+	1000	99.5	[]	[]	[7.275311]	[102]	[]	[47256319]
366_2457	chr7	104922815	104923215	+	1000	602.5	[7.275311, 7.275311, 7.275311]	[88, 138, 174]	[7.275311, 7.275311]	[102, 158]	[104922969, 104923019, 104923055]	[104922983, 104923039]
366_24573	chr2	61828413	61828813	+	577	99.5	[7.275311, 7.275311]	[88, 125]	[7.275311, 7.275311]	[121, 134]	[61828579, 61828616]	[61828612, 61828625]
366_24581	chr20	38038248	38038648	+	1000	99.5	[7.275311]	[134]	[]	[]	[38038458]	[]
366_24583	chr20	57230760	57231160	+	1000	99.5	[7.275311]	[118]	[7.275311, 7.275311]	[107, 127]	[57230972]	[57230961, 57230981]
366_24588	chr22	21615960	21616360	+	1000	99.5	[7.275311]	[162]	[]	[]	[21616194]	[]
366_2459	chr11	125552918	125553318	+	1000	602.0	[7.275311]	[146]	[]	[]	[125553149]	[]
366_24590	chr22	36481515	36481915	+	1000	99.5	[]	[]	[7.275311, 7.275311]	[207, 226]	[]	[36481731, 36481750]
366_24591	chr3	4996629	4997029	+	1000	99.5	[7.275311]	[116]	[7.275311]	[109]	[4996795]	[4996788]
366_24593	chr3	6518759	6519159	+	607	99.5	[7.275311]	[143]	[7.275311, 7.275311]	[154, 172]	[6518949]	[6518960, 6518978]
366_24596	chr3	114453892	114454292	+	1000	99.5	[]	[]	[7.275311]	[75]	[]	[114454048]
366_2460	chr5	164355274	164355674	+	1000	602.0	[7.275311]	[97]	[]	[]	[164355470]	[]
366_24604	chr5	10357809	10358209	+	1000	99.5	[7.275311, 7.275311]	[155, 166]	[]	[]	[10358025, 10358036]	[]
366_24606	chr5	34244243	34244643	+	1000	99.5	[7.275311, 7.275311]	[90, 96]	[]	[]	[34244419, 34244425]	[]
366_24607	chr5	56244521	56244921	+	1000	99.5	[]	[]	[7.275311]	[109]	[]	[56244721]
366_24609	chr5	72293612	72294012	+	1000	99.5	[7.275311, 7.275311]	[108, 205]	[]	[]	[72293766, 72293863]	[]
366_24611	chr6	13931819	13932219	+	1000	99.5	[]	[]	[7.275311]	[136]	[]	[13932029]
366_24614	chr6	33672773	33673173	+	1000	99.5	[7.275311]	[273]	[]	[]	[33672994]	[]
366_24619	chr6	44470028	44470428	+	1000	99.5	[7.275311]	[166]	[7.275311]	[133]	[44470271]	[44470238]
366_2462	chr1	32757292	32757692	+	1000	601.5	[7.275311, 7.275311]	[101, 130]	[]	[]	[32757470, 32757499]	[]
366_24620	chr6	144029403	144029803	+	1000	99.5	[7.275311]	[133]	[]	[]	[144029612]	[]
366_24621	chr7	5472472	5472872	+	575	99.5	[7.275311]	[141]	[7.275311]	[143]	[5472633]	[5472635]
366_24622	chr7	29884874	29885274	+	555	99.5	[]	[]	[7.275311]	[114]	[]	[29885076]
366_24627	chr7	102977938	102978338	+	1000	99.5	[]	[]	[7.275311]	[150]	[]	[102978136]
366_24628	chr7	128887707	128888107	+	1000	99.5	[]	[]	[7.275311, 7.275311, 7.275311, 7.275311]	[147, 167, 205, 221]	[]	[128887868, 128887888, 128887926, 128887942]
366_24630	chr7	152362831	152363231	+	1000	99.5	[7.275311]	[128]	[7.275311]	[136]	[152363010]	[152363018]
366_24632	chr8	67375265	67375665	+	1000	99.5	[7.275311]	[227]	[]	[]	[67375508]	[]
366_24634	chr8	96949588	96949988	+	1000	99.5	[7.275311]	[204]	[7.275311]	[151]	[96949812]	[96949759]
366_24636	chr8	102055837	102056237	+	1000	99.5	[7.275311]	[246]	[7.275311]	[270]	[102056038]	[102056062]
366_2464	chr22	29979238	29979638	+	1000	601.5	[7.275311, 7.275311]	[72, 96]	[7.275311, 7.275311]	[105, 116]	[29979405, 29979429]	[29979438, 29979449]
366_24645	chr9	131032706	131033106	+	1000	99.5	[7.275311]	[142]	[7.275311]	[175]	[131032919]	[131032952]
366_24648	chrX	80206660	80207060	+	1000	99.5	[7.275311, 7.275311]	[115, 147]	[7.275311]	[149]	[80206858, 80206890]	[80206892]
366_24649	chr1	1407272	1407672	+	1000	99.0	[7.275311]	[185]	[]	[]	[1407467]	[]
366_2465	chr4	82462348	82462748	+	1000	601.5	[7.275311]	[94]	[7.275311, 7.275311]	[89, 103]	[82462540]	[82462535, 82462549]
366_24650	chr1	31410227	31410627	+	834	99.0	[]	[]	[7.275311]	[204]	[]	[31410428]
366_24651	chr1	40840868	40841268	+	1000	99.0	[7.275311]	[149]	[]	[]	[40841056]	[]
366_24652	chr1	42818926	42819326	+	792	99.0	[]	[]	[7.275311, 7.275311]	[70, 78]	[]	[42819091, 42819099]
366_24653	chr1	51963959	51964359	+	1000	99.0	[]	[]	[7.275311]	[159]	[]	[51964129]
366_24654	chr1	64823949	64824349	+	1000	99.0	[7.275311]	[99]	[7.275311]	[91]	[64824141]	[64824133]
366_24655	chr1	66925536	66925936	+	1000	99.0	[7.275311, 7.275311]	[81, 93]	[]	[]	[66925699, 66925711]	[]
366_24657	chr1	84772405	84772805	+	1000	99.0	[7.275311]	[145]	[7.275311, 7.275311]	[120, 154]	[84772628]	[84772603, 84772637]
366_24658	chr1	100352000	100352400	+	1000	99.0	[7.275311, 7.275311]	[137, 181]	[]	[]	[100352174, 100352218]	[]
366_24659	chr1	116359016	116359416	+	1000	99.0	[]	[]	[7.275311, 7.275311]	[119, 124]	[]	[116359218, 116359223]
366_24660	chr1	156096579	156096979	+	707	99.0	[7.275311, 7.275311]	[254, 283]	[7.275311, 7.275311, 7.275311]	[245, 258, 285]	[156096791, 156096820]	[156096782, 156096795, 156096822]
366_24662	chr1	162788699	162789099	+	1000	99.0	[7.275311, 7.275311, 7.275311, 7.275311]	[108, 152, 157, 175]	[7.275311]	[184]	[162788859, 162788903, 162788908, 162788926]	[162788935]
366_24663	chr1	176949032	176949432	+	927	99.0	[]	[]	[7.275311]	[139]	[]	[176949233]
366_24666	chr10	7037318	7037718	+	1000	99.0	[7.275311]	[167]	[]	[]	[7037536]	[]
366_24668	chr10	43293203	43293603	+	775	99.0	[7.275311]	[144]	[]	[]	[43293444]	[]
366_24671	chr10	133347135	133347535	+	1000	99.0	[7.275311]	[91]	[7.275311, 7.275311]	[126, 143]	[133347318]	[133347353, 133347370]
366_24676	chr11	62472517	62472917	+	1000	99.0	[]	[]	[7.275311]	[143]	[]	[62472725]
366_24678	chr11	65551246	65551646	+	1000	99.0	[7.275311, 7.275311]	[83, 94]	[]	[]	[65551429, 65551440]	[]
366_2468	chr4	80253535	80253935	+	1000	600.0	[]	[]	[7.275311]	[150]	[]	[80253766]
366_24681	chr12	8816493	8816893	+	1000	99.0	[7.275311]	[165]	[]	[]	[8816718]	[]
366_24688	chr15	43517524	43517924	+	1000	99.0	[7.275311]	[124]	[]	[]	[43517723]	[]
366_24689	chr15	66285516	66285916	+	1000	99.0	[7.275311]	[102]	[7.275311, 7.275311]	[111, 163]	[66285693]	[66285702, 66285754]
366_2469	chr5	177508731	177509131	+	1000	600.0	[]	[]	[7.275311, 7.275311]	[87, 94]	[]	[177508905, 177508912]
366_24691	chr15	77543425	77543825	+	1000	99.0	[]	[]	[7.275311]	[212]	[]	[77543638]
366_24694	chr16	75452801	75453201	+	1000	99.0	[7.275311, 7.275311]	[80, 162]	[]	[]	[75452970, 75453052]	[]
366_24695	chr17	4704110	4704510	+	1000	99.0	[7.275311]	[123]	[]	[]	[4704318]	[]
366_24697	chr17	75183068	75183468	+	1000	99.0	[7.275311]	[76]	[7.275311, 7.275311]	[130, 137]	[75183226]	[75183280, 75183287]
366_247	chr17	44288369	44288769	+	1000	1794.5	[7.275311, 7.275311]	[117, 133]	[7.275311]	[145]	[44288578, 44288594]	[44288606]
366_2470	chr17	4721446	4721846	+	1000	599.5	[7.275311]	[122]	[7.275311]	[72]	[4721651]	[4721601]
366_24703	chr18	54780466	54780866	+	1000	99.0	[7.275311]	[193]	[7.275311]	[120]	[54780700]	[54780627]
366_24706	chr19	4615327	4615727	+	978	99.0	[7.275311]	[176]	[7.275311, 7.275311]	[120, 165]	[4615534]	[4615478, 4615523]
366_24707	chr19	10323310	10323710	+	899	99.0	[7.275311]	[212]	[7.275311]	[158]	[10323553]	[10323499]
366_24708	chr19	17126386	17126786	+	812	99.0	[7.275311]	[97]	[7.275311, 7.275311, 7.275311]	[79, 106, 159]	[17126574]	[17126556, 17126583, 17126636]
366_2471	chr6	142192339	142192739	+	1000	599.5	[7.275311]	[96]	[7.275311]	[105]	[142192530]	[142192539]
366_24711	chr2	45635978	45636378	+	1000	99.0	[7.275311, 7.275311]	[124, 157]	[]	[]	[45636192, 45636225]	[]
366_24712	chr2	70680732	70681132	+	1000	99.0	[7.275311, 7.275311]	[94, 98]	[7.275311]	[123]	[70680902, 70680906]	[70680931]
366_24713	chr2	129006176	129006576	+	1000	99.0	[]	[]	[7.275311]	[108]	[]	[129006377]
366_24716	chr2	240579791	240580191	+	1000	99.0	[7.275311]	[168]	[]	[]	[240579978]	[]
366_2472	chr7	125529180	125529580	+	1000	599.5	[7.275311]	[97]	[7.275311]	[106]	[125529373]	[125529382]
366_24720	chr20	64083479	64083879	+	901	99.0	[7.275311]	[101]	[]	[]	[64083654]	[]
366_24722	chr21	42955736	42956136	+	1000	99.0	[7.275311]	[122]	[]	[]	[42955903]	[]
366_24724	chr22	20540711	20541111	+	1000	99.0	[7.275311]	[242]	[7.275311]	[231]	[20540959]	[20540948]
366_24729	chr22	36238492	36238892	+	911	99.0	[7.275311, 7.275311]	[76, 104]	[7.275311, 7.275311]	[113, 160]	[36238647, 36238675]	[36238684, 36238731]
366_2473	chr9	130240542	130240942	+	1000	599.5	[7.275311]	[142]	[7.275311, 7.275311]	[102, 154]	[130240770]	[130240730, 130240782]
366_24730	chr22	43187663	43188063	+	1000	99.0	[7.275311]	[187]	[]	[]	[43187893]	[]
366_24731	chr3	10833123	10833523	+	982	99.0	[7.275311, 7.275311]	[122, 166]	[7.275311, 7.275311]	[155, 175]	[10833313, 10833357]	[10833346, 10833366]
366_24736	chr3	49699963	49700363	+	1000	99.0	[7.275311, 7.275311, 7.275311]	[83, 116, 178]	[7.275311, 7.275311, 7.275311]	[118, 125, 158]	[49700118, 49700151, 49700213]	[49700153, 49700160, 49700193]
366_24738	chr3	184110164	184110564	+	818	99.0	[7.275311]	[195]	[7.275311]	[197]	[184110382]	[184110384]
366_24739	chr4	22610864	22611264	+	1000	99.0	[]	[]	[7.275311]	[74]	[]	[22611034]
366_24741	chr5	10607395	10607795	+	1000	99.0	[]	[]	[7.275311]	[76]	[]	[10607549]
366_24742	chr5	69090147	69090547	+	562	99.0	[7.275311]	[105]	[7.275311]	[64]	[69090340]	[69090299]
366_24745	chr5	122942488	122942888	+	1000	99.0	[]	[]	[7.275311]	[145]	[]	[122942724]
366_24747	chr5	171953901	171954301	+	888	99.0	[]	[]	[7.275311]	[151]	[]	[171954126]
366_24749	chr6	5261006	5261406	+	1000	99.0	[7.275311]	[112]	[]	[]	[5261185]	[]
366_2475	chr12	56836388	56836788	+	1000	599.0	[7.275311, 7.275311]	[69, 102]	[7.275311]	[111]	[56836550, 56836583]	[56836592]
366_24751	chr6	20473478	20473878	+	1000	99.0	[7.275311, 7.275311]	[105, 168]	[]	[]	[20473641, 20473704]	[]
366_24753	chr6	26310765	26311165	+	1000	99.0	[7.275311]	[117]	[]	[]	[26310979]	[]
366_24757	chr6	34615585	34615985	+	1000	99.0	[]	[]	[7.275311]	[137]	[]	[34615791]
366_24762	chr7	22968639	22969039	+	1000	99.0	[7.275311, 7.275311, 7.275311]	[62, 106, 111]	[7.275311, 7.275311]	[64, 120]	[22968794, 22968838, 22968843]	[22968796, 22968852]
366_24763	chr7	54579523	54579923	+	1000	99.0	[]	[]	[7.275311, 7.275311]	[116, 163]	[]	[54579693, 54579740]
366_24765	chr7	75734907	75735307	+	1000	99.0	[]	[]	[7.275311]	[189]	[]	[75735118]
366_24767	chr7	94384402	94384802	+	548	99.0	[7.275311]	[191]	[]	[]	[94384600]	[]
366_24768	chr7	100269511	100269911	+	1000	99.0	[]	[]	[7.275311, 7.275311, 7.275311]	[234, 277, 300]	[]	[100269691, 100269734, 100269757]
366_2477	chr12	120526394	120526794	+	1000	598.5	[7.275311]	[162]	[7.275311]	[171]	[120526621]	[120526630]
366_24770	chr7	110534226	110534626	+	890	99.0	[]	[]	[7.275311]	[130]	[]	[110534444]
366_24771	chr7	121341991	121342391	+	1000	99.0	[7.275311, 7.275311]	[271, 278]	[7.275311]	[280]	[121342211, 121342218]	[121342220]
366_24772	chr8	21885688	21886088	+	1000	99.0	[7.275311]	[118]	[]	[]	[21885904]	[]
366_24775	chr8	129137362	129137762	+	1000	99.0	[7.275311]	[97]	[]	[]	[129137549]	[]
366_24777	chr9	89304000	89304400	+	1000	99.0	[]	[]	[7.275311]	[89]	[]	[89304182]
366_24778	chr9	96683300	96683700	+	1000	99.0	[7.275311]	[158]	[]	[]	[96683530]	[]
366_24779	chr9	98255994	98256394	+	1000	99.0	[7.275311, 7.275311]	[158, 180]	[]	[]	[98256207, 98256229]	[]
366_2478	chr18	9828220	9828620	+	1000	598.0	[7.275311]	[101]	[7.275311]	[103]	[9828399]	[9828401]
366_24780	chr9	130539409	130539809	+	1000	99.0	[7.275311]	[162]	[7.275311]	[110]	[130539658]	[130539606]
366_24782	chr9	131117939	131118339	+	1000	99.0	[7.275311]	[125]	[]	[]	[131118161]	[]
