#PeakID(python identify_motif.py ./ENCODE_processed_files/BHLHE40_idr.fa BHLHE40 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
890_15547	chr9	91118106	91118506	+	1000	66.0	[11.247076]	[117]	[9.876531]	[117]	[91118315]	[91118315]
890_15564	chr1	8571555	8571955	+	1000	65.0	[7.0544653]	[100]	[]	[]	[8571753]	[]
890_15567	chr1	16204995	16205395	+	1000	65.0	[7.046873]	[112]	[]	[]	[16205197]	[]
890_15572	chr1	25771221	25771621	+	1000	65.0	[7.4877]	[105]	[7.2114162]	[105]	[25771424]	[25771424]
890_15579	chr1	109214189	109214589	+	1000	65.0	[8.05161]	[107]	[7.14623]	[107]	[109214380]	[109214380]
890_15587	chr1	174159119	174159519	+	1000	65.0	[8.05161]	[139]	[7.14623]	[139]	[174159335]	[174159335]
890_15590	chr1	203327750	203328150	+	1000	65.0	[7.4477744]	[77]	[7.848641]	[77]	[203327923]	[203327923]
890_156	chr2	20350805	20351205	+	1000	586.0	[7.14623, 7.101077, 10.185503]	[74, 82, 99]	[8.05161, 6.99811, 11.406425]	[74, 82, 99]	[20350977, 20350985, 20351002]	[20350977, 20350985, 20351002]
890_15604	chr10	30374237	30374637	+	1000	65.0	[7.363437]	[93]	[6.9167833]	[93]	[30374424]	[30374424]
890_15610	chr10	69334200	69334600	+	1000	65.0	[]	[]	[7.046873]	[113]	[]	[69334375]
890_15616	chr11	268029	268429	+	1000	65.0	[]	[]	[7.0544653]	[93]	[]	[268220]
890_15617	chr11	393218	393618	+	1000	65.0	[7.066406]	[111]	[7.2138147]	[111]	[393417]	[393417]
890_15618	chr11	694438	694838	+	1000	65.0	[8.857911]	[108]	[10.071603]	[108]	[694635]	[694635]
890_15621	chr11	12680424	12680824	+	1000	65.0	[7.2062225, 11.247076, 7.363437]	[98, 117, 125]	[6.900726, 9.876531, 6.9167833]	[98, 117, 125]	[12680613, 12680632, 12680640]	[12680613, 12680632, 12680640]
890_15631	chr11	69298411	69298811	+	1000	65.0	[7.225755]	[67]	[7.5227866]	[67]	[69298567]	[69298567]
890_15639	chr11	117224216	117224616	+	1000	65.0	[6.9167833]	[57]	[7.363437]	[57]	[117224368]	[117224368]
890_1564	chr20	829007	829407	+	1000	284.0	[7.066406]	[103]	[7.2138147]	[103]	[829210]	[829210]
890_15643	chr11	118906986	118907386	+	1000	65.0	[6.876215]	[155]	[7.046873, 7.017397]	[150, 155]	[118907235]	[118907230, 118907235]
890_15655	chr12	132489959	132490359	+	1000	65.0	[7.9982634]	[133]	[7.298152]	[133]	[132490186]	[132490186]
890_1566	chr7	87152539	87152939	+	1000	284.0	[7.101077]	[92]	[6.99811]	[92]	[87152731]	[87152731]
890_15663	chr15	38532721	38533121	+	1000	65.0	[7.607124]	[68]	[8.157613]	[68]	[38532888]	[38532888]
890_15664	chr15	40291218	40291618	+	1000	65.0	[7.4477744]	[107]	[7.848641]	[107]	[40291416]	[40291416]
890_15669	chr15	88909300	88909700	+	1000	65.0	[7.956022]	[104]	[7.6797376]	[104]	[88909493]	[88909493]
890_1567	chr7	100575192	100575592	+	1000	284.0	[13.318897]	[103]	[13.169274]	[103]	[100575387]	[100575387]
890_15686	chr16	85558268	85558668	+	1000	65.0	[6.900726]	[92]	[7.2062225]	[92]	[85558453]	[85558453]
890_15689	chr17	2244704	2245104	+	1000	65.0	[7.0544653]	[78]	[]	[]	[2244878]	[]
890_15693	chr17	38563261	38563661	+	1000	65.0	[8.05161]	[130]	[7.14623]	[130]	[38563480]	[38563480]
890_1570	chr1	58841405	58841805	+	1000	283.0	[13.318897]	[84]	[13.169274]	[84]	[58841589]	[58841589]
890_15706	chr18	9798054	9798454	+	1000	65.0	[7.2062225]	[114]	[6.900726]	[114]	[9798241]	[9798241]
890_15708	chr19	403374	403774	+	1000	65.0	[13.318897, 11.247076]	[95, 105]	[13.169274, 9.876531]	[95, 105]	[403558, 403568]	[403558, 403568]
890_1571	chr1	234528061	234528461	+	1000	283.0	[13.478247]	[99]	[13.478247]	[99]	[234528255]	[234528255]
890_1572	chr11	94129222	94129622	+	1000	283.0	[13.318897]	[104]	[13.169274]	[104]	[94129425]	[94129425]
890_15720	chr19	46859934	46860334	+	1000	65.0	[8.05161]	[173]	[7.14623]	[173]	[46860144]	[46860144]
890_15729	chr2	73214336	73214736	+	1000	65.0	[8.519932]	[113]	[7.614552]	[113]	[73214539]	[73214539]
890_1574	chr13	46687739	46688139	+	1000	283.0	[8.548939]	[136]	[9.912252]	[136]	[46687965]	[46687965]
890_15746	chr20	50645582	50645982	+	1000	65.0	[10.071603]	[126]	[8.857911]	[126]	[50645783]	[50645783]
890_15749	chr20	62537640	62538040	+	1000	65.0	[10.071603]	[123]	[8.857911]	[123]	[62537857]	[62537857]
890_1575	chr16	84952729	84953129	+	1000	283.0	[7.363437]	[99]	[6.9167833]	[99]	[84952920]	[84952920]
890_15753	chr22	18077920	18078320	+	1000	65.0	[9.876531]	[80]	[11.247076]	[80]	[18078094]	[18078094]
890_15756	chr22	21027730	21028130	+	1000	65.0	[13.009925, 6.8972507]	[107, 113]	[13.009925]	[107]	[21027925, 21027931]	[21027925]
890_15759	chr22	37274438	37274838	+	1000	65.0	[13.169274]	[102]	[13.318897]	[102]	[37274619]	[37274619]
890_1576	chr17	59565299	59565699	+	1000	283.0	[8.548939]	[99]	[9.912252]	[99]	[59565459]	[59565459]
890_1577	chr19	39445333	39445733	+	1000	283.0	[7.4877]	[75]	[7.2114162]	[75]	[39445507]	[39445507]
890_15771	chr3	46869446	46869846	+	1000	65.0	[8.113682]	[64]	[8.113682]	[64]	[46869602]	[46869602]
890_15774	chr3	71423517	71423917	+	1000	65.0	[7.569399]	[91]	[7.4664316]	[91]	[71423699]	[71423699]
890_15777	chr3	106004034	106004434	+	728	65.0	[7.5227866]	[100]	[7.225755]	[100]	[106004213]	[106004213]
890_15782	chr3	141861188	141861588	+	1000	65.0	[13.169274]	[122]	[13.318897]	[122]	[141861398]	[141861398]
890_15804	chr5	37717443	37717843	+	1000	65.0	[9.876531]	[94]	[11.247076]	[94]	[37717637]	[37717637]
890_15812	chr5	129094357	129094757	+	1000	65.0	[8.360582]	[107]	[7.30558]	[107]	[129094559]	[129094559]
890_15816	chr5	143207566	143207966	+	1000	65.0	[7.066406]	[67]	[7.2138147]	[67]	[143207730]	[143207730]
890_15819	chr5	176619578	176619978	+	1000	65.0	[9.876531, 13.169274]	[81, 174]	[11.247076, 13.318897]	[81, 174]	[176619734, 176619827]	[176619734, 176619827]
890_1583	chr9	137236322	137236722	+	1000	283.0	[7.046873]	[91]	[]	[]	[137236510]	[]
890_15847	chr6	158031931	158032331	+	1000	65.0	[6.9167833]	[115]	[7.363437]	[115]	[158032144]	[158032144]
890_15849	chr7	1096533	1096933	+	1000	65.0	[7.1574593, 8.157613]	[100, 146]	[7.4100494, 7.607124]	[100, 146]	[1096715, 1096761]	[1096715, 1096761]
890_1585	chr1	172818263	172818663	+	1000	282.0	[13.169274]	[83]	[13.318897]	[83]	[172818445]	[172818445]
890_15851	chr7	28854099	28854499	+	1000	65.0	[7.4877]	[85]	[7.2114162]	[85]	[28854268]	[28854268]
890_15853	chr7	37208405	37208805	+	1000	65.0	[7.848641]	[88]	[7.4477744]	[88]	[37208569]	[37208569]
890_1586	chr10	74825505	74825905	+	1000	282.0	[13.009925]	[123]	[13.009925]	[123]	[74825717]	[74825717]
890_15868	chr7	135208448	135208848	+	1000	65.0	[7.225755]	[127]	[7.5227866]	[127]	[135208659]	[135208659]
890_1587	chr11	44780924	44781324	+	1000	282.0	[7.066406]	[100]	[7.2138147]	[100]	[44781117]	[44781117]
890_15871	chr7	149788576	149788976	+	1000	65.0	[13.009925]	[96]	[13.009925]	[96]	[149788751]	[149788751]
890_15874	chr8	98944787	98945187	+	1000	65.0	[8.210959]	[121]	[7.4552026]	[121]	[98944992]	[98944992]
890_15875	chr8	128326920	128327320	+	1000	65.0	[7.363437]	[115]	[6.9167833, 6.9763474]	[115, 121]	[128327122]	[128327122, 128327128]
890_15878	chr8	143815098	143815498	+	1000	65.0	[9.912252]	[140]	[8.548939]	[140]	[143815330]	[143815330]
890_15879	chr9	112059278	112059678	+	1000	65.0	[7.225755]	[143]	[7.5227866]	[143]	[112059487]	[112059487]
890_15880	chr9	114551934	114552334	+	1000	65.0	[8.157613]	[143]	[7.607124]	[143]	[114552161]	[114552161]
890_15893	chr1	1156214	1156614	+	1000	64.0	[8.548939]	[126]	[9.912252]	[126]	[1156435]	[1156435]
890_159	chr12	71839555	71839955	+	1000	585.0	[11.406425, 8.05161]	[84, 114]	[10.185503, 7.14623]	[84, 114]	[71839737, 71839767]	[71839737, 71839767]
890_15901	chr1	15207133	15207533	+	1000	64.0	[13.478247]	[89]	[13.478247]	[89]	[15207317]	[15207317]
890_1591	chr7	131105690	131106090	+	1000	282.0	[13.169274]	[90]	[13.318897]	[90]	[131105880]	[131105880]
890_15914	chr1	37860002	37860402	+	1000	64.0	[8.360582]	[114]	[7.30558]	[114]	[37860184]	[37860184]
890_1593	chr9	137424782	137425182	+	1000	282.0	[13.478247]	[91]	[13.478247]	[91]	[137424973]	[137424973]
890_15938	chr10	87310	87710	+	1000	64.0	[8.05161]	[148]	[7.14623]	[148]	[87523]	[87523]
890_15940	chr10	5564388	5564788	+	1000	64.0	[13.169274]	[118]	[13.318897]	[118]	[5564593]	[5564593]
890_15945	chr10	49166881	49167281	+	1000	64.0	[7.046873]	[80]	[]	[]	[49167046]	[]
890_15948	chr10	72364285	72364685	+	1000	64.0	[]	[]	[6.9763474]	[80]	[]	[72364462]
890_15950	chr10	80453637	80454037	+	1000	64.0	[7.1388025]	[116]	[7.6892915]	[116]	[80453853]	[80453853]
890_15953	chr10	123153986	123154386	+	1000	64.0	[10.071603]	[149]	[8.857911]	[149]	[123154226]	[123154226]
890_15955	chr11	697944	698344	+	1000	64.0	[11.247076]	[117]	[9.876531]	[117]	[698148]	[698148]
890_1596	chr11	57459814	57460214	+	1000	281.0	[13.009925]	[116]	[13.009925]	[116]	[57460028]	[57460028]
890_15963	chr11	69645300	69645700	+	1000	64.0	[13.009925]	[125]	[13.009925]	[125]	[69645511]	[69645511]
890_1597	chr15	89087781	89088181	+	1000	281.0	[11.406425]	[81]	[10.185503]	[81]	[89087957]	[89087957]
890_15999	chr15	34576828	34577228	+	1000	64.0	[9.912252, 11.247076]	[97, 160]	[8.548939, 9.876531]	[97, 160]	[34576997, 34577060]	[34576997, 34577060]
890_16006	chr16	3100855	3101255	+	1000	64.0	[9.876531]	[88]	[11.247076]	[88]	[3101027]	[3101027]
890_1601	chr19	51340019	51340419	+	1000	281.0	[7.569399]	[112]	[7.4664316]	[112]	[51340216]	[51340216]
890_16018	chr17	18363275	18363675	+	1000	64.0	[10.071603]	[96]	[8.857911]	[96]	[18363458]	[18363458]
890_16019	chr17	27526534	27526934	+	1000	64.0	[10.185503]	[101]	[11.406425]	[101]	[27526727]	[27526727]
890_1602	chr6	43369593	43369993	+	1000	281.0	[10.071603]	[108]	[8.857911]	[108]	[43369791]	[43369791]
890_16021	chr17	30117261	30117661	+	1000	64.0	[7.956022]	[82]	[7.6797376]	[82]	[30117438]	[30117438]
890_16023	chr17	35119361	35119761	+	1000	64.0	[8.05161]	[54]	[7.14623]	[54]	[35119512]	[35119512]
890_1604	chr8	143291415	143291815	+	1000	281.0	[11.247076]	[117]	[9.876531]	[117]	[143291629]	[143291629]
890_16042	chr18	59927419	59927819	+	1000	64.0	[7.225755]	[92]	[7.5227866]	[92]	[59927598]	[59927598]
890_16050	chr19	9936545	9936945	+	1000	64.0	[10.185503]	[105]	[11.406425]	[105]	[9936741]	[9936741]
890_16062	chr19	39498439	39498839	+	1000	64.0	[7.066406]	[106]	[7.2138147]	[106]	[39498639]	[39498639]
890_1607	chr10	119892377	119892777	+	1000	280.0	[13.318897]	[96]	[13.169274]	[96]	[119892571]	[119892571]
890_16077	chr2	72013093	72013493	+	1000	64.0	[8.857911]	[141]	[10.071603]	[141]	[72013323]	[72013323]
890_16087	chr2	223641140	223641540	+	1000	64.0	[7.225755]	[91]	[7.5227866]	[91]	[223641322]	[223641322]
890_16089	chr20	10434034	10434434	+	1000	64.0	[8.05161]	[113]	[7.14623]	[113]	[10434226]	[10434226]
890_1609	chr17	30104753	30105153	+	1000	280.0	[8.857911]	[109]	[10.071603]	[109]	[30104961]	[30104961]
890_16092	chr20	41137862	41138262	+	1000	64.0	[7.2062225]	[106]	[6.900726]	[106]	[41138049]	[41138049]
890_161	chr9	97632922	97633322	+	1000	584.0	[13.009925]	[104]	[13.009925]	[104]	[97633124]	[97633124]
890_16101	chr21	38989753	38990153	+	1000	64.0	[13.009925]	[99]	[13.009925]	[99]	[38989950]	[38989950]
890_16102	chr21	43991435	43991835	+	1000	64.0	[13.169274]	[79]	[13.318897]	[79]	[43991613]	[43991613]
890_16110	chr22	23059380	23059780	+	1000	64.0	[13.009925]	[99]	[13.009925]	[99]	[23059569]	[23059569]
890_16116	chr22	41523673	41524073	+	1000	64.0	[7.520388]	[115]	[7.6470494]	[115]	[41523886]	[41523886]
890_16121	chr3	16377967	16378367	+	1000	64.0	[11.247076]	[98]	[9.876531, 6.8972507]	[98, 144]	[16378158]	[16378158, 16378204]
890_16123	chr3	37242956	37243356	+	1000	64.0	[]	[]	[7.0544653]	[145]	[]	[37243175]
890_16136	chr4	4888717	4889117	+	1000	64.0	[11.247076]	[107]	[9.876531]	[107]	[4888902]	[4888902]
890_16140	chr4	53591563	53591963	+	1000	64.0	[9.876531]	[89]	[11.247076]	[89]	[53591746]	[53591746]
890_16145	chr5	43212194	43212594	+	1000	64.0	[13.478247]	[186]	[13.478247]	[186]	[43212420]	[43212420]
890_16154	chr5	159262828	159263228	+	1000	64.0	[8.05161]	[160]	[7.14623]	[160]	[159263065]	[159263065]
890_1616	chr1	16236987	16237387	+	1000	279.0	[7.14623]	[85]	[8.05161, 7.0544653]	[85, 121]	[16237168]	[16237168, 16237204]
890_16162	chr6	17032918	17033318	+	1000	64.0	[8.157613]	[94]	[7.607124]	[94]	[17033098]	[17033098]
890_16168	chr6	44057105	44057505	+	1000	64.0	[6.900726]	[127]	[7.2062225]	[127]	[44057312]	[44057312]
890_16175	chr6	139028893	139029293	+	1000	64.0	[13.478247]	[120]	[13.478247]	[120]	[139029106]	[139029106]
890_16178	chr6	163170235	163170635	+	1000	64.0	[7.066406]	[95]	[7.2138147]	[95]	[163170428]	[163170428]
890_16189	chr7	98349103	98349503	+	1000	64.0	[8.548939]	[152]	[9.912252]	[152]	[98349340]	[98349340]
890_162	chr6	110981868	110982268	+	1000	581.0	[13.009925]	[96]	[6.8802905, 13.009925]	[79, 96]	[110982063]	[110982046, 110982063]
890_16215	chr9	129720743	129721143	+	1000	64.0	[7.9982634, 13.009925]	[153, 165]	[7.298152, 13.009925]	[153, 165]	[129720946, 129720958]	[129720946, 129720958]
890_16218	chr9	133464230	133464630	+	1000	64.0	[7.4877]	[130]	[7.2114162]	[130]	[133464438]	[133464438]
890_16224	chrX	46545229	46545629	+	1000	64.0	[7.1574593]	[172]	[7.4100494]	[172]	[46545478]	[46545478]
890_16227	chrX	134718297	134718697	+	1000	64.0	[7.4100494]	[100]	[7.1574593]	[100]	[134718485]	[134718485]
890_1623	chr18	10520072	10520472	+	1000	279.0	[13.009925]	[96]	[13.009925]	[96]	[10520264]	[10520264]
890_16235	chr1	17392446	17392846	+	1000	63.0	[7.363437]	[89]	[6.9167833]	[89]	[17392629]	[17392629]
890_16243	chr1	42886870	42887270	+	1000	63.0	[8.857911]	[90]	[10.071603]	[90]	[42887049]	[42887049]
890_16245	chr1	51296447	51296847	+	1000	63.0	[7.2114162]	[81]	[7.4877]	[81]	[51296619]	[51296619]
890_16256	chr1	145957298	145957698	+	1000	63.0	[6.9167833]	[138]	[7.363437]	[138]	[145957535]	[145957535]
890_16260	chr1	173478189	173478589	+	1000	63.0	[7.2138147]	[150]	[7.066406]	[150]	[173478421]	[173478421]
890_16263	chr1	180156506	180156906	+	1000	63.0	[6.99811]	[87]	[7.101077]	[87]	[180156689]	[180156689]
890_1628	chr1	182789516	182789916	+	1000	278.0	[8.548939]	[109]	[9.912252]	[109]	[182789716]	[182789716]
890_16281	chr1	236753975	236754375	+	1000	63.0	[7.0544653]	[90]	[]	[]	[236754155]	[]
890_16285	chr10	7185380	7185780	+	1000	63.0	[13.478247]	[133]	[13.478247]	[133]	[7185609]	[7185609]
890_16294	chr10	63236363	63236763	+	1000	63.0	[7.046873]	[119]	[]	[]	[63236569]	[]
890_16296	chr10	78033758	78034158	+	1000	63.0	[7.4877, 8.210959]	[80, 148]	[7.2114162, 7.4552026]	[80, 148]	[78033919, 78033987]	[78033919, 78033987]
890_16300	chr10	104291465	104291865	+	1000	63.0	[7.4552026]	[131]	[8.210959]	[131]	[104291691]	[104291691]
890_16301	chr10	110273442	110273842	+	1000	63.0	[13.318897]	[78]	[13.169274]	[78]	[110273603]	[110273603]
890_1632	chr12	57591006	57591406	+	1000	278.0	[13.478247]	[92]	[13.478247, 7.046873]	[92, 107]	[57591194]	[57591194, 57591209]
890_16321	chr12	6652419	6652819	+	1000	63.0	[13.318897, 7.6892915]	[150, 158]	[13.169274, 7.1388025]	[150, 158]	[6652658, 6652666]	[6652658, 6652666]
890_16325	chr12	23885401	23885801	+	1000	63.0	[13.478247]	[106]	[13.478247]	[106]	[23885600]	[23885600]
890_16337	chr13	44435247	44435647	+	1000	63.0	[7.956022]	[125]	[7.6797376]	[125]	[44435457]	[44435457]
890_16346	chr14	73027164	73027564	+	1000	63.0	[7.101077]	[155]	[6.99811]	[155]	[73027395]	[73027395]
890_16355	chr16	4538667	4539067	+	1000	63.0	[13.169274, 8.548939]	[86, 150]	[13.318897, 9.912252]	[86, 150]	[4538849, 4538913]	[4538849, 4538913]
890_1636	chr6	7137508	7137908	+	1000	278.0	[13.169274]	[95]	[13.318897]	[95]	[7137702]	[7137702]
890_16363	chr16	56932917	56933317	+	1000	63.0	[10.071603]	[88]	[8.857911]	[88]	[56933103]	[56933103]
890_1637	chr6	31862820	31863220	+	1000	278.0	[7.30558]	[95]	[8.360582]	[95]	[31863014]	[31863014]
890_16382	chr17	67824619	67825019	+	1000	63.0	[6.99811]	[65]	[7.101077]	[65]	[67824780]	[67824780]
890_16385	chr17	75970587	75970987	+	1000	63.0	[13.478247]	[157]	[13.478247]	[157]	[75970830]	[75970830]
890_16399	chr19	3779345	3779745	+	1000	63.0	[13.318897]	[106]	[13.169274]	[106]	[3779538]	[3779538]
890_16402	chr19	12756113	12756513	+	1000	63.0	[13.478247]	[119]	[13.478247]	[119]	[12756292]	[12756292]
890_16411	chr19	33484174	33484574	+	1000	63.0	[11.247076, 7.0544653]	[108, 114]	[9.876531]	[108]	[33484372, 33484378]	[33484372]
890_16431	chr2	27371160	27371560	+	1000	63.0	[7.6892915]	[103]	[7.1388025]	[103]	[27371334]	[27371334]
890_16438	chr2	88017046	88017446	+	1000	63.0	[7.14623]	[108]	[8.05161]	[108]	[88017239]	[88017239]
890_1644	chr16	15094160	15094560	+	1000	277.0	[7.14623]	[57]	[8.05161]	[57]	[15094312]	[15094312]
890_16447	chr2	207836752	207837152	+	1000	63.0	[7.260427, 6.9167833]	[118, 130]	[7.3070817, 7.363437]	[118, 130]	[207836962, 207836974]	[207836962, 207836974]
890_16452	chr20	5659404	5659804	+	1000	63.0	[13.009925]	[98]	[13.009925]	[98]	[5659593]	[5659593]
890_16458	chr20	57480782	57481182	+	1000	63.0	[9.876531]	[88]	[11.247076]	[88]	[57480969]	[57480969]
890_16463	chr22	16423644	16424044	+	1000	63.0	[13.169274]	[127]	[13.318897]	[127]	[16423866]	[16423866]
890_16466	chr22	19765218	19765618	+	1000	63.0	[8.548939]	[152]	[9.912252]	[152]	[19765459]	[19765459]
890_16473	chr22	25419439	25419839	+	1000	63.0	[8.857911]	[79]	[10.071603]	[79]	[25419612]	[25419612]
890_16478	chr3	5054165	5054565	+	1000	63.0	[9.912252]	[88]	[8.548939]	[88]	[5054339]	[5054339]
890_16496	chr3	149480388	149480788	+	1000	63.0	[7.7966723]	[89]	[7.3707657]	[89]	[149480570]	[149480570]
890_16507	chr4	72568009	72568409	+	1000	63.0	[8.113682]	[127]	[8.113682]	[127]	[72568170]	[72568170]
890_16523	chr6	26033299	26033699	+	1000	63.0	[7.848641]	[138]	[7.4477744]	[138]	[26033504]	[26033504]
890_16527	chr6	32837755	32838155	+	1000	63.0	[13.169274]	[120]	[13.318897]	[120]	[32837968]	[32837968]
890_1653	chr10	27240182	27240582	+	1000	276.0	[7.4477744]	[86]	[7.848641]	[86]	[27240367]	[27240367]
890_16531	chr6	42236714	42237114	+	1000	63.0	[13.169274]	[127]	[13.318897]	[127]	[42236934]	[42236934]
890_16534	chr6	108689124	108689524	+	1000	63.0	[6.900726]	[95]	[7.2062225]	[95]	[108689314]	[108689314]
890_16539	chr6	159136231	159136631	+	1000	63.0	[13.009925, 7.0544653]	[85, 157]	[13.009925]	[85]	[159136390, 159136462]	[159136390]
890_16541	chr6	167041250	167041650	+	1000	63.0	[9.912252]	[142]	[8.548939]	[142]	[167041470]	[167041470]
890_16547	chr7	66740439	66740839	+	1000	63.0	[7.3070817]	[124]	[7.260427]	[124]	[66740655]	[66740655]
890_16550	chr7	75624107	75624507	+	1000	63.0	[6.876215]	[137]	[7.017397]	[137]	[75624342]	[75624342]
890_16552	chr7	100827671	100828071	+	1000	63.0	[]	[]	[6.8802905]	[134]	[]	[100827898]
890_16565	chr7	155538299	155538699	+	1000	63.0	[13.318897]	[132]	[13.169274]	[132]	[155538521]	[155538521]
890_16576	chr8	125579432	125579832	+	1000	63.0	[7.225755]	[141]	[7.5227866]	[141]	[125579635]	[125579635]
890_1658	chr9	114587505	114587905	+	1000	276.0	[13.478247]	[106]	[13.478247]	[106]	[114587710]	[114587710]
890_16582	chr9	14531663	14532063	+	1000	63.0	[11.247076]	[94]	[9.876531]	[94]	[14531853]	[14531853]
890_16594	chr9	130885480	130885880	+	1000	63.0	[7.0544653]	[193]	[]	[]	[130885728]	[]
890_166	chr16	11612355	11612755	+	1000	576.0	[7.046873, 13.318897]	[65, 136]	[13.169274]	[136]	[11612511, 11612582]	[11612582]
890_16601	chr9	137519471	137519871	+	1000	63.0	[6.9167833, 9.876531, 13.169274]	[121, 140, 161]	[7.363437, 11.247076, 13.318897]	[121, 140, 161]	[137519660, 137519679, 137519700]	[137519660, 137519679, 137519700]
890_16602	chrUn_GL000195v1	32676	33076	+	1000	63.0	[7.0544653]	[127]	[]	[]	[32899]	[]
890_16608	chrX	152907027	152907427	+	1000	63.0	[7.3707657]	[106]	[7.7966723]	[106]	[152907233]	[152907233]
890_16609	chrX	153333975	153334375	+	1000	63.0	[7.2114162]	[117]	[7.4877]	[117]	[153334186]	[153334186]
890_16610	chrX	153438502	153438902	+	1000	63.0	[6.99811]	[93]	[7.101077]	[93]	[153438686]	[153438686]
890_16611	chrX	154542809	154543209	+	1000	63.0	[13.318897, 6.9763474]	[123, 133]	[13.169274]	[123]	[154543013, 154543023]	[154543013]
890_16612	chr1	4425867	4426267	+	1000	62.0	[7.7966723, 7.7966723]	[76, 143]	[7.3707657, 7.3707657]	[76, 143]	[4426041, 4426108]	[4426041, 4426108]
890_1662	chr10	79239240	79239640	+	1000	275.0	[8.857911]	[81]	[10.071603]	[81]	[79239420]	[79239420]
890_16630	chr1	51616955	51617355	+	1000	62.0	[7.4664316]	[141]	[7.569399]	[141]	[51617149]	[51617149]
890_16639	chr1	153888470	153888870	+	1000	62.0	[]	[]	[6.9763474]	[155]	[]	[153888712]
890_16647	chr1	202184657	202185057	+	1000	62.0	[7.101077]	[122]	[6.99811]	[122]	[202184866]	[202184866]
890_1665	chr14	23006874	23007274	+	1000	275.0	[7.2114162]	[110]	[7.4877]	[110]	[23007069]	[23007069]
890_16659	chr1	235074347	235074747	+	1000	62.0	[]	[]	[7.046873]	[99]	[]	[235074546]
890_16662	chr1	247332792	247333192	+	1000	62.0	[7.3707657]	[104]	[7.7966723]	[104]	[247332990]	[247332990]
890_16667	chr10	42981347	42981747	+	1000	62.0	[8.857911]	[116]	[10.071603]	[116]	[42981544]	[42981544]
890_16668	chr10	62804598	62804998	+	1000	62.0	[7.14623]	[149]	[8.05161]	[149]	[62804843]	[62804843]
890_16676	chr10	97889548	97889948	+	1000	62.0	[7.30558]	[122]	[8.360582]	[122]	[97889760]	[97889760]
890_16677	chr10	100481443	100481843	+	1000	62.0	[13.009925]	[121]	[13.009925]	[121]	[100481602]	[100481602]
890_16690	chr11	76799218	76799618	+	1000	62.0	[7.4877]	[79]	[7.2114162]	[79]	[76799387]	[76799387]
890_16701	chr12	66210825	66211225	+	1000	62.0	[7.2138147]	[107]	[7.066406]	[107]	[66211022]	[66211022]
890_1671	chr3	38118020	38118420	+	1000	275.0	[13.009925]	[153]	[13.009925]	[153]	[38118264]	[38118264]
890_16716	chr14	23302043	23302443	+	1000	62.0	[8.548939]	[111]	[9.912252]	[111]	[23302228]	[23302228]
890_16718	chr14	54562218	54562618	+	1000	62.0	[13.009925]	[122]	[13.009925]	[122]	[54562431]	[54562431]
890_16719	chr14	61696233	61696633	+	1000	62.0	[13.009925]	[200]	[13.009925]	[200]	[61696484]	[61696484]
890_1672	chr5	112737640	112738040	+	1000	275.0	[13.169274]	[102]	[13.318897]	[102]	[112737838]	[112737838]
890_16728	chr15	48510952	48511352	+	1000	62.0	[13.009925]	[119]	[13.009925]	[119]	[48511141]	[48511141]
890_16729	chr15	48877882	48878282	+	1000	62.0	[8.05161]	[159]	[7.14623]	[159]	[48878101]	[48878101]
890_16732	chr15	58987927	58988327	+	1000	62.0	[7.14623]	[104]	[8.05161]	[104]	[58988107]	[58988107]
890_16737	chr15	77864154	77864554	+	1000	62.0	[9.876531]	[105]	[11.247076]	[105]	[77864355]	[77864355]
890_16739	chr15	80991479	80991879	+	1000	62.0	[7.066406]	[152]	[7.2138147]	[152]	[80991712]	[80991712]
890_16742	chr16	4613889	4614289	+	1000	62.0	[7.2114162]	[91]	[7.4877]	[91]	[4614058]	[4614058]
890_16744	chr16	29256653	29257053	+	1000	62.0	[8.113682, 8.113682, 7.066406, 10.185503]	[73, 105, 122, 137]	[8.113682, 8.113682, 7.2138147, 11.406425]	[73, 105, 122, 137]	[29256818, 29256850, 29256867, 29256882]	[29256818, 29256850, 29256867, 29256882]
890_1675	chr7	150974586	150974986	+	1000	275.0	[7.4877]	[120]	[7.2114162]	[120]	[150974804]	[150974804]
890_16750	chr16	72198013	72198413	+	1000	62.0	[13.478247]	[108]	[13.478247]	[108]	[72198212]	[72198212]
890_16757	chr17	4947913	4948313	+	1000	62.0	[13.318897]	[110]	[13.169274]	[110]	[4948112]	[4948112]
890_16768	chr17	50110879	50111279	+	1000	62.0	[11.247076]	[118]	[9.876531]	[118]	[50111093]	[50111093]
890_16772	chr17	64118690	64119090	+	1000	62.0	[7.5227866]	[82]	[7.225755]	[82]	[64118841]	[64118841]
890_16774	chr17	68368389	68368789	+	1000	62.0	[13.009925]	[116]	[13.009925]	[116]	[68368593]	[68368593]
890_16797	chr19	40607165	40607565	+	1000	62.0	[11.406425]	[106]	[10.185503]	[106]	[40607369]	[40607369]
890_1680	chr12	57085999	57086399	+	1000	274.0	[11.247076]	[92]	[9.876531]	[92]	[57086189]	[57086189]
890_16800	chr19	45075465	45075865	+	1000	62.0	[7.2062225]	[177]	[6.900726]	[177]	[45075709]	[45075709]
