#PeakID(python identify_motif.py ./ENCODE_processed_files/ATF1_idr.fa ATF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
755_120	chr12	122895979	122896379	+	1000	308.0	[9.08557, 10.880985, 10.880985]	[88, 107, 137]	[10.880985, 8.745255]	[109, 139]	[122896162, 122896181, 122896211]	[122896183, 122896213]
755_12003	chr20	49790325	49790725	+	913	28.0	[]	[]	[10.880985]	[131]	[]	[49790546]
755_12007	chr21	29953678	29954078	+	880	28.0	[]	[]	[9.08557]	[123]	[]	[29953898]
755_12011	chr21	42546899	42547299	+	870	28.0	[]	[]	[10.880985]	[168]	[]	[42547112]
755_12033	chr22	19616675	19617075	+	601	28.0	[]	[]	[8.028987]	[111]	[]	[19616830]
755_1204	chr1	23539646	23540046	+	1000	94.0	[10.880985, 10.880985]	[104, 118]	[]	[]	[23539836, 23539850]	[]
755_12082	chr22	28800457	28800857	+	811	28.0	[9.08557]	[91]	[]	[]	[28800633]	[]
755_12086	chr22	38032811	38033211	+	890	28.0	[9.08557]	[120]	[]	[]	[38033026]	[]
755_12088	chr3	5565032	5565432	+	749	28.0	[9.08557]	[78]	[]	[]	[5565206]	[]
755_12094	chr3	13420004	13420404	+	918	28.0	[]	[]	[9.08557, 9.08557]	[108, 154]	[]	[13420190, 13420236]
755_121	chr18	79069056	79069456	+	1000	308.0	[8.745255]	[115]	[10.880985]	[117]	[79069265]	[79069267]
755_12101	chr3	45273647	45274047	+	933	28.0	[]	[]	[8.745255]	[111]	[]	[45273807]
755_1212	chr4	17576919	17577319	+	1000	94.0	[10.880985]	[82]	[10.880985]	[84]	[17577095]	[17577097]
755_12125	chr4	7042871	7043271	+	908	28.0	[8.028987]	[136]	[]	[]	[7043106]	[]
755_12133	chr5	207138	207538	+	878	28.0	[8.028987]	[164]	[10.880985, 10.880985]	[141, 212]	[207341]	[207318, 207389]
755_12137	chr5	10485040	10485440	+	853	28.0	[]	[]	[9.08557]	[124]	[]	[10485256]
755_1214	chr6	3157405	3157805	+	1000	94.0	[10.880985]	[92]	[10.880985]	[94]	[3157597]	[3157599]
755_12145	chr5	55307749	55308149	+	768	28.0	[]	[]	[10.880985]	[104]	[]	[55307948]
755_12147	chr5	67066829	67067229	+	867	28.0	[10.880985]	[119]	[10.880985]	[121]	[67067034]	[67067036]
755_12164	chr5	176372082	176372482	+	846	28.0	[10.880985]	[165]	[10.880985]	[167]	[176372302]	[176372304]
755_12166	chr5	180328657	180329057	+	625	28.0	[8.028987]	[115]	[]	[]	[180328857]	[]
755_12177	chr6	28789407	28789807	+	817	28.0	[8.745255]	[155]	[]	[]	[28789653]	[]
755_12180	chr6	30876662	30877062	+	927	28.0	[]	[]	[8.745255]	[152]	[]	[30876887]
755_12193	chr6	34326976	34327376	+	828	28.0	[]	[]	[10.880985]	[146]	[]	[34327206]
755_12200	chr6	39685160	39685560	+	619	28.0	[10.880985]	[128]	[]	[]	[39685370]	[]
755_12209	chr6	126065127	126065527	+	932	28.0	[8.028987]	[103]	[]	[]	[126065314]	[]
755_12215	chr6	152984079	152984479	+	858	28.0	[8.028987]	[113]	[]	[]	[152984289]	[]
755_12220	chr6	158852433	158852833	+	905	28.0	[]	[]	[8.745255]	[89]	[]	[158852590]
755_12221	chr6	159984517	159984917	+	862	28.0	[10.880985]	[154]	[]	[]	[159984734]	[]
755_12227	chr6	169185740	169186140	+	894	28.0	[10.880985]	[114]	[10.880985]	[116]	[169185944]	[169185946]
755_1223	chr11	67463854	67464254	+	1000	93.0	[]	[]	[9.08557]	[106]	[]	[67464054]
755_12247	chr7	106736771	106737171	+	847	28.0	[9.08557]	[102]	[]	[]	[106736924]	[]
755_12249	chr7	106779861	106780261	+	769	28.0	[]	[]	[6.94984]	[170]	[]	[106780105]
755_1225	chr16	2720991	2721391	+	1000	93.0	[10.880985]	[123]	[10.880985]	[125]	[2721202]	[2721204]
755_12266	chr7	133126421	133126821	+	909	28.0	[10.880985]	[105]	[10.880985]	[107]	[133126623]	[133126625]
755_12268	chr7	137978463	137978863	+	648	28.0	[]	[]	[8.745255]	[72]	[]	[137978622]
755_12286	chr8	28047823	28048223	+	835	28.0	[10.880985]	[119]	[10.880985]	[121]	[28048038]	[28048040]
755_12288	chr8	85176897	85177297	+	784	28.0	[]	[]	[9.08557]	[157]	[]	[85177107]
755_12308	chr9	114282992	114283392	+	897	28.0	[10.880985]	[138]	[10.880985]	[140]	[114283208]	[114283210]
755_1232	chr3	170357455	170357855	+	1000	93.0	[10.880985, 10.880985]	[84, 109]	[10.880985]	[111]	[170357636, 170357661]	[170357663]
755_12322	chr9	137070340	137070740	+	682	28.0	[]	[]	[9.08557]	[179]	[]	[137070587]
755_12327	chrX	24054068	24054468	+	890	28.0	[]	[]	[10.880985]	[144]	[]	[24054296]
755_12356	chr1	24744712	24745112	+	851	27.0	[]	[]	[6.94984]	[92]	[]	[24744863]
755_1236	chr7	66740449	66740849	+	1000	93.0	[10.880985, 6.94984]	[91, 97]	[6.94984]	[108]	[66740635, 66740641]	[66740652]
755_12366	chr1	28582839	28583239	+	620	27.0	[]	[]	[9.08557]	[93]	[]	[28583031]
755_12369	chr1	30900121	30900521	+	779	27.0	[]	[]	[8.028987]	[116]	[]	[30900328]
755_12383	chr1	44526813	44527213	+	659	27.0	[6.94984]	[155]	[]	[]	[44527040]	[]
755_1239	chr9	99821580	99821980	+	1000	93.0	[10.880985, 10.880985]	[97, 123]	[9.08557]	[114]	[99821776, 99821802]	[99821793]
755_12403	chr1	116846026	116846426	+	724	27.0	[]	[]	[8.745255]	[98]	[]	[116846198]
755_12438	chr1	218366591	218366991	+	817	27.0	[10.880985]	[85]	[10.880985]	[87]	[218366765]	[218366767]
755_12441	chr1	221849885	221850285	+	834	27.0	[10.880985]	[117]	[10.880985]	[119]	[221850095]	[221850097]
755_12451	chr1	230140379	230140779	+	845	27.0	[9.08557]	[196]	[]	[]	[230140606]	[]
755_1246	chr11	78574648	78575048	+	1000	92.0	[8.745255]	[105]	[10.880985]	[107]	[78574848]	[78574850]
755_12468	chr10	59892687	59893087	+	845	27.0	[]	[]	[10.880985]	[124]	[]	[59892900]
755_12479	chr10	72951787	72952187	+	825	27.0	[10.880985]	[119]	[10.880985]	[121]	[72951997]	[72951999]
755_1248	chr19	45443324	45443724	+	1000	92.0	[10.880985]	[98]	[10.880985]	[100]	[45443519]	[45443521]
755_12488	chr10	80740173	80740573	+	779	27.0	[]	[]	[9.08557]	[158]	[]	[80740395]
755_12490	chr10	101011461	101011861	+	791	27.0	[9.08557]	[158]	[]	[]	[101011710]	[]
755_12496	chr10	123008559	123008959	+	822	27.0	[]	[]	[8.028987]	[111]	[]	[123008759]
755_12503	chr11	59566034	59566434	+	602	27.0	[8.028987]	[126]	[]	[]	[59566247]	[]
755_1253	chr6	149963688	149964088	+	1000	92.0	[8.028987]	[99]	[9.08557]	[76]	[149963876]	[149963853]
755_1254	chr7	30938709	30939109	+	1000	92.0	[]	[]	[9.08557]	[117]	[]	[30938922]
755_1255	chr7	38178053	38178453	+	1000	92.0	[10.880985]	[93]	[10.880985, 10.880985]	[81, 95]	[38178244]	[38178232, 38178246]
755_12550	chr13	80722172	80722572	+	626	27.0	[]	[]	[8.745255]	[85]	[]	[80722344]
755_12575	chr13	90639632	90640032	+	551	27.0	[10.880985]	[212]	[]	[]	[90639852]	[]
755_1259	chr1	1858620	1859020	+	1000	91.0	[10.880985]	[99]	[10.880985]	[101]	[1858815]	[1858817]
755_1260	chr1	10210283	10210683	+	1000	91.0	[9.08557]	[113]	[]	[]	[10210491]	[]
755_1263	chr10	49762211	49762611	+	1000	91.0	[10.880985]	[86]	[]	[]	[49762389]	[]
755_12639	chr14	73136249	73136649	+	847	27.0	[8.028987]	[96]	[]	[]	[73136438]	[]
755_12641	chr14	90126241	90126641	+	821	27.0	[10.880985, 10.880985, 10.880985, 10.880985, 10.880985, 10.880985, 10.880985]	[98, 108, 113, 118, 123, 128, 133]	[]	[]	[90126434, 90126444, 90126449, 90126454, 90126459, 90126464, 90126469]	[]
755_12642	chr14	100238391	100238791	+	816	27.0	[10.880985]	[139]	[10.880985]	[141]	[100238621]	[100238623]
755_1265	chr12	53984833	53985233	+	1000	91.0	[10.880985]	[112]	[10.880985]	[114]	[53985034]	[53985036]
755_12655	chr15	73972217	73972617	+	824	27.0	[10.880985]	[105]	[10.880985]	[107]	[73972417]	[73972419]
755_1267	chr15	22838434	22838834	+	1000	91.0	[]	[]	[9.08557]	[107]	[]	[22838639]
755_12671	chr16	9007129	9007529	+	694	27.0	[]	[]	[10.880985]	[115]	[]	[9007334]
755_127	chr1	1471487	1471887	+	1000	304.0	[6.94984]	[151]	[9.08557]	[106]	[1471730]	[1471685]
755_1271	chr19	5687071	5687471	+	1000	91.0	[10.880985]	[147]	[]	[]	[5687307]	[]
755_12714	chr17	48376930	48377330	+	652	27.0	[10.880985]	[104]	[10.880985]	[106]	[48377126]	[48377128]
755_12715	chr17	49230612	49231012	+	660	27.0	[]	[]	[10.880985]	[103]	[]	[49230814]
755_12722	chr17	75764937	75765337	+	601	27.0	[9.08557]	[105]	[]	[]	[75765136]	[]
755_12729	chr17	79941956	79942356	+	613	27.0	[10.880985]	[99]	[10.880985]	[101]	[79942146]	[79942148]
755_12743	chr19	3572560	3572960	+	740	27.0	[9.08557]	[86]	[]	[]	[3572740]	[]
755_1275	chr20	52210405	52210805	+	1000	91.0	[9.08557]	[155]	[]	[]	[52210635]	[]
755_12755	chr19	16197637	16198037	+	855	27.0	[]	[]	[8.745255]	[106]	[]	[16197815]
755_12767	chr19	47112223	47112623	+	859	27.0	[]	[]	[8.028987]	[125]	[]	[47112427]
755_12771	chr19	49527600	49528000	+	709	27.0	[]	[]	[9.08557]	[121]	[]	[49527807]
755_12779	chr2	9003760	9004160	+	836	27.0	[9.08557]	[133]	[]	[]	[9003991]	[]
755_12780	chr2	10798781	10799181	+	813	27.0	[10.880985]	[96]	[]	[]	[10798970]	[]
755_1279	chr3	43286319	43286719	+	1000	91.0	[10.880985, 9.08557]	[89, 100]	[10.880985]	[91]	[43286506, 43286517]	[43286508]
755_12797	chr2	219571930	219572330	+	843	27.0	[]	[]	[9.08557]	[182]	[]	[219572171]
755_12804	chr20	44776943	44777343	+	555	27.0	[]	[]	[8.028987]	[168]	[]	[44777166]
755_12805	chr20	49982830	49983230	+	833	27.0	[]	[]	[8.028987]	[150]	[]	[49983076]
755_12808	chr20	57738439	57738839	+	804	27.0	[10.880985]	[112]	[10.880985]	[114]	[57738642]	[57738644]
755_12844	chr22	20078116	20078516	+	825	27.0	[]	[]	[6.94984]	[173]	[]	[20078304]
755_1285	chr1	7961438	7961838	+	1000	90.0	[9.08557]	[119]	[]	[]	[7961628]	[]
755_12871	chr22	38201740	38202140	+	766	27.0	[10.880985]	[114]	[10.880985]	[116]	[38201940]	[38201942]
755_12882	chr3	33277250	33277650	+	696	27.0	[]	[]	[9.08557]	[122]	[]	[33277440]
755_12887	chr3	40366213	40366613	+	841	27.0	[10.880985]	[60]	[]	[]	[40366368]	[]
755_1289	chr16	58129451	58129851	+	1000	90.0	[10.880985]	[132]	[]	[]	[58129669]	[]
755_12892	chr3	47479140	47479540	+	830	27.0	[9.08557]	[53]	[]	[]	[47479291]	[]
755_129	chr1	1615198	1615598	+	1000	302.0	[9.08557]	[112]	[]	[]	[1615409]	[]
755_1290	chr16	89700137	89700537	+	1000	90.0	[10.880985]	[110]	[10.880985]	[112]	[89700343]	[89700345]
755_12903	chr3	142723871	142724271	+	856	27.0	[10.880985]	[86]	[]	[]	[142724056]	[]
755_12929	chr5	132114498	132114898	+	792	27.0	[]	[]	[10.880985]	[110]	[]	[132114700]
755_1293	chr18	1407023	1407423	+	1000	90.0	[9.08557, 10.880985]	[107, 120]	[]	[]	[1407228, 1407241]	[]
755_12940	chr5	176543291	176543691	+	825	27.0	[]	[]	[9.08557]	[190]	[]	[176543536]
755_12949	chr6	13677862	13678262	+	788	27.0	[]	[]	[10.880985]	[117]	[]	[13678073]
755_1295	chr19	17334678	17335078	+	1000	90.0	[]	[]	[10.880985]	[106]	[]	[17334874]
755_12962	chr6	28758051	28758451	+	787	27.0	[8.745255]	[165]	[]	[]	[28758253]	[]
755_12965	chr6	31576746	31577146	+	620	27.0	[]	[]	[10.880985]	[157]	[]	[31576973]
755_1297	chr3	57597272	57597672	+	1000	90.0	[]	[]	[9.08557]	[85]	[]	[57597450]
755_1298	chr5	140718714	140719114	+	1000	90.0	[10.880985]	[64]	[]	[]	[140718873]	[]
755_12988	chr6	43737810	43738210	+	737	27.0	[8.028987]	[146]	[]	[]	[43738018]	[]
755_1300	chr6	32971780	32972180	+	1000	90.0	[10.880985]	[130]	[10.880985]	[132]	[32971997]	[32971999]
755_13006	chr6	158366292	158366692	+	629	27.0	[]	[]	[9.08557]	[179]	[]	[158366540]
755_13035	chr7	100745251	100745651	+	709	27.0	[]	[]	[9.08557]	[142]	[]	[100745440]
755_13038	chr7	101733703	101734103	+	728	27.0	[]	[]	[8.745255]	[183]	[]	[101733948]
755_13043	chr7	106519004	106519404	+	658	27.0	[]	[]	[10.880985]	[183]	[]	[106519253]
755_13065	chr7	131231230	131231630	+	835	27.0	[10.880985]	[121]	[8.745255]	[123]	[131231438]	[131231440]
755_13070	chr7	139854073	139854473	+	729	27.0	[]	[]	[6.94984]	[111]	[]	[139854265]
755_13071	chr7	140444025	140444425	+	600	27.0	[]	[]	[8.028987]	[143]	[]	[140444264]
755_13072	chr7	140495576	140495976	+	652	27.0	[9.08557]	[181]	[]	[]	[140495820]	[]
755_13076	chr7	144835190	144835590	+	831	27.0	[]	[]	[8.745255]	[115]	[]	[144835365]
755_1308	chr1	113812343	113812743	+	1000	89.0	[]	[]	[9.08557]	[114]	[]	[113812494]
755_13098	chr8	1436854	1437254	+	823	27.0	[9.08557, 9.08557]	[131, 172]	[6.94984]	[122]	[1437050, 1437091]	[1437041]
755_13102	chr8	55701256	55701656	+	744	27.0	[10.880985]	[135]	[]	[]	[55701479]	[]
755_1311	chr12	106774371	106774771	+	1000	89.0	[10.880985, 10.880985]	[92, 122]	[]	[]	[106774549, 106774579]	[]
755_13112	chr8	143771864	143772264	+	748	27.0	[9.08557]	[117]	[]	[]	[143772065]	[]
755_13115	chr8	144151666	144152066	+	684	27.0	[]	[]	[10.880985]	[87]	[]	[144151836]
755_13119	chr9	37374904	37375304	+	653	27.0	[10.880985]	[124]	[10.880985]	[126]	[37375125]	[37375127]
755_13143	chr9	133001577	133001977	+	731	27.0	[10.880985]	[87]	[]	[]	[133001759]	[]
755_13145	chr9	133148637	133149037	+	891	27.0	[]	[]	[6.94984]	[137]	[]	[133148844]
755_13190	chr1	15345801	15346201	+	766	26.0	[6.94984]	[150]	[]	[]	[15346008]	[]
755_13193	chr1	16054066	16054466	+	654	26.0	[]	[]	[9.08557]	[74]	[]	[16054221]
755_13194	chr1	16173035	16173435	+	762	26.0	[]	[]	[9.08557]	[140]	[]	[16173249]
755_13197	chr1	17862131	17862531	+	552	26.0	[10.880985]	[116]	[10.880985]	[118]	[17862337]	[17862339]
755_132	chr16	81314716	81315116	+	1000	302.0	[9.08557]	[110]	[]	[]	[81314924]	[]
755_13201	chr1	21583260	21583660	+	686	26.0	[9.08557]	[225]	[]	[]	[21583486]	[]
755_1322	chr5	138543004	138543404	+	1000	89.0	[10.880985]	[66]	[]	[]	[138543165]	[]
755_13231	chr1	47229160	47229560	+	699	26.0	[6.94984]	[84]	[]	[]	[47229325]	[]
755_13249	chr1	156907424	156907824	+	755	26.0	[10.880985]	[125]	[]	[]	[156907613]	[]
755_13251	chr1	161439816	161440216	+	748	26.0	[]	[]	[9.08557]	[166]	[]	[161440019]
755_13254	chr1	171782566	171782966	+	678	26.0	[]	[]	[8.745255]	[186]	[]	[171782810]
755_13274	chr1	226337215	226337615	+	795	26.0	[]	[]	[10.880985]	[128]	[]	[226337433]
755_13283	chr1	241611141	241611541	+	668	26.0	[8.028987]	[123]	[]	[]	[241611332]	[]
755_13286	chr1	247079391	247079791	+	640	26.0	[]	[]	[10.880985]	[150]	[]	[247079617]
755_133	chr1	2412376	2412776	+	1000	301.0	[]	[]	[9.08557]	[136]	[]	[2412610]
755_1331	chr1	27392379	27392779	+	1000	88.0	[10.880985]	[116]	[10.880985]	[118]	[27392586]	[27392588]
755_13310	chr10	79440709	79441109	+	771	26.0	[]	[]	[8.745255]	[132]	[]	[79440900]
755_13311	chr10	79444784	79445184	+	612	26.0	[9.08557]	[138]	[]	[]	[79445001]	[]
755_13314	chr10	110221808	110222208	+	745	26.0	[6.94984]	[176]	[]	[]	[110222036]	[]
755_13325	chr11	61522873	61523273	+	717	26.0	[10.880985]	[121]	[10.880985]	[123]	[61523083]	[61523085]
755_13342	chr11	75031254	75031654	+	646	26.0	[]	[]	[9.08557]	[126]	[]	[75031455]
755_13356	chr12	31271886	31272286	+	694	26.0	[10.880985]	[107]	[]	[]	[31272049]	[]
755_13367	chr12	57111205	57111605	+	626	26.0	[8.028987]	[151]	[]	[]	[57111413]	[]
755_13370	chr12	93773105	93773505	+	755	26.0	[8.028987]	[220]	[]	[]	[93773349]	[]
755_13375	chr12	121230238	121230638	+	756	26.0	[10.880985]	[165]	[]	[]	[121230467]	[]
755_13388	chr13	80868875	80869275	+	678	26.0	[8.745255]	[117]	[]	[]	[80869088]	[]
755_1340	chr12	94459787	94460187	+	1000	88.0	[]	[]	[10.880985]	[118]	[]	[94459998]
755_13400	chr13	90628360	90628760	+	805	26.0	[8.028987]	[203]	[]	[]	[90628573]	[]
755_13412	chr13	90971423	90971823	+	711	26.0	[6.94984]	[92]	[]	[]	[90971602]	[]
755_13474	chr15	73858046	73858446	+	719	26.0	[8.745255]	[102]	[10.880985]	[104]	[73858227]	[73858229]
755_13476	chr15	75204602	75205002	+	795	26.0	[9.08557]	[145]	[]	[]	[75204837]	[]
755_1348	chr21	43107361	43107761	+	1000	88.0	[]	[]	[10.880985]	[107]	[]	[43107566]
755_13487	chr16	3187768	3188168	+	621	26.0	[]	[]	[9.08557]	[183]	[]	[3188012]
755_13494	chr16	19609287	19609687	+	757	26.0	[10.880985]	[117]	[10.880985]	[119]	[19609493]	[19609495]
755_13496	chr16	25049492	25049892	+	723	26.0	[10.880985]	[146]	[]	[]	[25049705]	[]
755_13497	chr16	26787938	26788338	+	658	26.0	[10.880985]	[159]	[]	[]	[26788147]	[]
755_13499	chr16	30406861	30407261	+	701	26.0	[9.08557]	[129]	[]	[]	[30407081]	[]
755_13504	chr16	81629023	81629423	+	769	26.0	[10.880985]	[68]	[10.880985]	[133]	[81629179]	[81629244]
755_13506	chr16	85099357	85099757	+	786	26.0	[10.880985]	[160]	[]	[]	[85099601]	[]
755_13524	chr17	40307950	40308350	+	704	26.0	[10.880985]	[100]	[]	[]	[40308146]	[]
755_13527	chr17	44108643	44109043	+	702	26.0	[]	[]	[9.08557]	[86]	[]	[44108823]
755_13529	chr17	46795446	46795846	+	688	26.0	[8.028987]	[115]	[]	[]	[46795650]	[]
755_13531	chr17	55303626	55304026	+	773	26.0	[10.880985]	[114]	[10.880985]	[116]	[55303824]	[55303826]
755_1354	chr8	132775154	132775554	+	1000	88.0	[10.880985]	[109]	[9.08557]	[132]	[132775360]	[132775383]
755_13555	chr18	23586162	23586562	+	742	26.0	[9.08557]	[193]	[]	[]	[23586365]	[]
755_13567	chr19	2261784	2262184	+	773	26.0	[10.880985]	[83]	[]	[]	[2261965]	[]
755_13569	chr19	3499971	3500371	+	706	26.0	[8.028987]	[165]	[9.08557]	[142]	[3500216]	[3500193]
755_13582	chr19	11369615	11370015	+	680	26.0	[9.08557]	[129]	[]	[]	[11369837]	[]
755_13590	chr19	18171554	18171954	+	684	26.0	[]	[]	[10.880985]	[130]	[]	[18171778]
755_13594	chr19	19034306	19034706	+	753	26.0	[9.08557]	[93]	[]	[]	[19034487]	[]
755_13598	chr19	38528383	38528783	+	703	26.0	[10.880985]	[101]	[10.880985]	[103]	[38528575]	[38528577]
755_1360	chr1	211382595	211382995	+	1000	87.0	[10.880985]	[118]	[]	[]	[211382804]	[]
755_13603	chr19	46639587	46639987	+	741	26.0	[8.028987]	[99]	[]	[]	[46639776]	[]
755_1361	chr1	212558886	212559286	+	1000	87.0	[10.880985, 10.880985]	[81, 106]	[10.880985, 8.745255]	[83, 108]	[212559064, 212559089]	[212559066, 212559091]
755_13615	chr19	51460491	51460891	+	555	26.0	[9.08557]	[202]	[]	[]	[51460734]	[]
755_13616	chr19	52820838	52821238	+	789	26.0	[]	[]	[9.08557]	[109]	[]	[52821024]
755_1362	chr12	50763753	50764153	+	1000	87.0	[9.08557]	[124]	[9.08557]	[104]	[50763971]	[50763951]
755_13637	chr2	70089896	70090296	+	691	26.0	[]	[]	[10.880985]	[176]	[]	[70090127]
755_13652	chr2	177254412	177254812	+	785	26.0	[]	[]	[9.08557]	[111]	[]	[177254615]
755_13661	chr2	231708027	231708427	+	782	26.0	[]	[]	[9.08557]	[121]	[]	[231708224]
755_13663	chr2	238425477	238425877	+	745	26.0	[10.880985]	[116]	[]	[]	[238425684]	[]
755_13664	chr2	240566291	240566691	+	715	26.0	[]	[]	[9.08557]	[165]	[]	[240566531]
755_13670	chr20	63291145	63291545	+	747	26.0	[9.08557]	[131]	[]	[]	[63291299]	[]
755_13671	chr20	63973851	63974251	+	700	26.0	[9.08557]	[101]	[]	[]	[63974047]	[]
755_13680	chr21	46304985	46305385	+	747	26.0	[10.880985]	[123]	[]	[]	[46305176]	[]
755_1371	chr5	134371219	134371619	+	1000	87.0	[]	[]	[10.880985]	[130]	[]	[134371446]
755_1372	chr7	120950488	120950888	+	1000	87.0	[]	[]	[10.880985]	[94]	[]	[120950678]
755_13739	chr22	38461483	38461883	+	668	26.0	[]	[]	[8.028987]	[124]	[]	[38461702]
755_1374	chr9	137459192	137459592	+	1000	87.0	[10.880985, 10.880985]	[66, 116]	[10.880985, 10.880985]	[68, 118]	[137459356, 137459406]	[137459358, 137459408]
755_13740	chr22	39152709	39153109	+	739	26.0	[9.08557]	[96]	[]	[]	[39152898]	[]
755_13751	chr3	10263815	10264215	+	742	26.0	[]	[]	[9.08557]	[108]	[]	[10264013]
755_13763	chr3	42935966	42936366	+	550	26.0	[]	[]	[9.08557]	[123]	[]	[42936161]
755_13768	chr3	150727893	150728293	+	748	26.0	[]	[]	[10.880985]	[116]	[]	[150728063]
755_13773	chr3	194205553	194205953	+	694	26.0	[]	[]	[6.94984]	[202]	[]	[194205787]
755_1378	chr1	36397714	36398114	+	1000	86.0	[]	[]	[9.08557, 9.08557]	[135, 158]	[]	[36397907, 36397930]
755_13785	chr4	26319129	26319529	+	639	26.0	[]	[]	[9.08557]	[135]	[]	[26319350]
755_13793	chr4	118835897	118836297	+	710	26.0	[]	[]	[10.880985]	[130]	[]	[118836118]
755_13798	chr4	183840243	183840643	+	750	26.0	[10.880985]	[123]	[]	[]	[183840451]	[]
755_138	chr7	72924843	72925243	+	1000	299.0	[10.880985, 9.08557]	[98, 117]	[]	[]	[72925039, 72925058]	[]
755_13807	chr5	17526542	17526942	+	633	26.0	[]	[]	[8.028987]	[121]	[]	[17526760]
755_1381	chr1	230624110	230624510	+	1000	86.0	[10.880985, 9.08557, 10.880985]	[91, 103, 115]	[10.880985]	[117]	[230624284, 230624296, 230624308]	[230624310]
755_13813	chr5	74594208	74594608	+	610	26.0	[8.028987]	[109]	[]	[]	[74594406]	[]
755_13814	chr5	78648381	78648781	+	629	26.0	[9.08557]	[118]	[]	[]	[78648561]	[]
755_13837	chr6	11786003	11786403	+	720	26.0	[10.880985]	[131]	[]	[]	[11786223]	[]
755_139	chr18	158338	158738	+	1000	297.0	[]	[]	[9.08557]	[96]	[]	[158534]
755_13901	chr6	147201863	147202263	+	799	26.0	[]	[]	[9.08557]	[149]	[]	[147202105]
755_1391	chr2	96265851	96266251	+	1000	86.0	[]	[]	[9.08557]	[107]	[]	[96266053]
755_13910	chr6	166951319	166951719	+	614	26.0	[9.08557]	[122]	[]	[]	[166951473]	[]
755_13916	chr7	38398717	38399117	+	788	26.0	[10.880985, 10.880985]	[123, 132]	[]	[]	[38398936, 38398945]	[]
755_13925	chr7	78020526	78020926	+	719	26.0	[10.880985]	[126]	[]	[]	[78020727]	[]
755_13948	chr7	127895776	127896176	+	765	26.0	[9.08557]	[134]	[]	[]	[127895967]	[]
755_13955	chr7	134062394	134062794	+	717	26.0	[]	[]	[10.880985]	[131]	[]	[134062621]
755_13957	chr7	137966782	137967182	+	772	26.0	[10.880985]	[100]	[10.880985]	[102]	[137966978]	[137966980]
755_13976	chr7	155963740	155964140	+	594	26.0	[8.028987]	[139]	[10.880985]	[106]	[155963977]	[155963944]
755_13977	chr7	156554428	156554828	+	785	26.0	[]	[]	[10.880985]	[118]	[]	[156554631]
755_1398	chr6	28896206	28896606	+	1000	86.0	[10.880985]	[109]	[10.880985]	[111]	[28896414]	[28896416]
755_13999	chr8	116874571	116874971	+	667	26.0	[6.94984]	[120]	[]	[]	[116874785]	[]
755_1400	chr7	66592200	66592600	+	1000	86.0	[6.94984]	[105]	[10.880985]	[122]	[66592390]	[66592407]
755_14003	chr8	144369460	144369860	+	544	26.0	[]	[]	[10.880985]	[167]	[]	[144369699]
755_14010	chr9	98851833	98852233	+	548	26.0	[10.880985]	[129]	[]	[]	[98852054]	[]
755_14016	chr9	123347676	123348076	+	686	26.0	[10.880985, 10.880985]	[87, 112]	[]	[]	[123347863, 123347888]	[]
755_14045	chr1	1080026	1080426	+	556	25.0	[10.880985]	[113]	[]	[]	[1080218]	[]
755_14047	chr1	1258820	1259220	+	644	25.0	[10.880985]	[95]	[]	[]	[1258985]	[]
755_14054	chr1	9444499	9444899	+	704	25.0	[10.880985]	[220]	[]	[]	[9444746]	[]
755_14069	chr1	21669578	21669978	+	628	25.0	[9.08557]	[103]	[]	[]	[21669774]	[]
755_1407	chr14	63101849	63102249	+	1000	85.0	[10.880985, 9.08557]	[96, 139]	[]	[]	[63102032, 63102075]	[]
755_14072	chr1	23178414	23178814	+	571	25.0	[]	[]	[10.880985]	[165]	[]	[23178644]
755_14083	chr1	26787474	26787874	+	664	25.0	[]	[]	[10.880985]	[106]	[]	[26787679]
755_141	chr8	143541267	143541667	+	1000	296.0	[]	[]	[10.880985]	[90]	[]	[143541457]
755_1410	chr21	45645812	45646212	+	1000	85.0	[]	[]	[9.08557]	[96]	[]	[45646008]
755_14107	chr1	46407593	46407993	+	645	25.0	[10.880985]	[117]	[8.745255]	[119]	[46407800]	[46407802]
755_14116	chr1	109291073	109291473	+	708	25.0	[]	[]	[10.880985]	[131]	[]	[109291285]
755_14117	chr1	109864384	109864784	+	548	25.0	[9.08557]	[180]	[]	[]	[109864633]	[]
755_1412	chr22	27919133	27919533	+	1000	85.0	[]	[]	[9.08557]	[115]	[]	[27919338]
755_1414	chr5	137754190	137754590	+	1000	85.0	[]	[]	[9.08557]	[108]	[]	[137754398]
755_1415	chr5	140725939	140726339	+	1000	85.0	[10.880985]	[70]	[]	[]	[140726106]	[]
755_14158	chr1	234657051	234657451	+	644	25.0	[]	[]	[10.880985]	[119]	[]	[234657237]
755_1416	chr6	20403320	20403720	+	1000	85.0	[10.880985]	[106]	[]	[]	[20403522]	[]
755_14173	chr10	48289606	48290006	+	571	25.0	[9.08557]	[109]	[]	[]	[48289806]	[]
755_14177	chr10	70589711	70590111	+	728	25.0	[10.880985]	[137]	[10.880985]	[139]	[70589917]	[70589919]
755_1418	chr7	100400618	100401018	+	1000	85.0	[9.08557]	[89]	[]	[]	[100400803]	[]
