#PeakID(python identify_motif.py ./ENCODE_processed_files/JUNB_idr.fa JUNB --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
771_14464	chr7	107971587	107971987	+	801	27.0	[6.5920763]	[193]	[6.773712]	[193]	[107971837]	[107971837]
771_14471	chr7	112481827	112482227	+	627	27.0	[13.506975]	[165]	[15.927315]	[165]	[112482071]	[112482071]
771_14509	chr8	8330603	8331003	+	620	27.0	[9.8452]	[100]	[10.264917]	[100]	[8330791]	[8330791]
771_14513	chr8	19067570	19067970	+	812	27.0	[15.927315]	[110]	[13.506975]	[110]	[19067763]	[19067763]
771_14525	chr8	61563218	61563618	+	748	27.0	[7.699934, 12.4798975]	[92, 150]	[6.744095, 12.491025]	[92, 150]	[61563406, 61563464]	[61563406, 61563464]
771_14526	chr8	61718544	61718944	+	550	27.0	[9.576656]	[168]	[6.5963187]	[168]	[61718745]	[61718745]
771_14529	chr8	105384141	105384541	+	558	27.0	[8.646172]	[149]	[11.066511]	[149]	[105384388]	[105384388]
771_1453	chr3	14125747	14126147	+	1000	71.0	[11.066511]	[127]	[8.646172]	[127]	[14125952]	[14125952]
771_14532	chr8	122694112	122694512	+	745	27.0	[6.9799495]	[192]	[6.5913215]	[192]	[122694341]	[122694341]
771_1454	chr3	19937530	19937930	+	1000	71.0	[8.124977]	[92]	[10.846566]	[92]	[19937721]	[19937721]
771_14547	chr9	96420339	96420739	+	707	27.0	[12.4798975]	[144]	[6.6615605, 12.491025]	[87, 144]	[96420575]	[96420518, 96420575]
771_1456	chr3	142976604	142977004	+	1000	71.0	[13.191141]	[108]	[10.641206]	[108]	[142976810]	[142976810]
771_14565	chr9	128845510	128845910	+	655	27.0	[10.325372]	[132]	[7.9050317]	[132]	[128845736]	[128845736]
771_1457	chr4	74451148	74451548	+	1000	71.0	[15.927315, 7.57021]	[105, 140]	[13.506975]	[105]	[74451346, 74451381]	[74451346]
771_14594	chr1	2230415	2230815	+	767	26.0	[9.016658]	[172]	[7.1563168]	[172]	[2230659]	[2230659]
771_14597	chr1	7940704	7941104	+	751	26.0	[10.846566, 6.682978]	[90, 155]	[8.124977, 6.7718644]	[90, 155]	[7940876, 7940941]	[7940876, 7940941]
771_14598	chr1	8560991	8561391	+	610	26.0	[10.104691]	[134]	[7.36485]	[134]	[8561161]	[8561161]
771_14607	chr1	12616142	12616542	+	660	26.0	[8.426227]	[138]	[10.545317]	[138]	[12616308]	[12616308]
771_14624	chr1	27868999	27869399	+	780	26.0	[8.921245]	[159]	[]	[]	[27869234]	[]
771_14646	chr1	43529126	43529526	+	732	26.0	[7.399148]	[162]	[7.109026]	[162]	[43529352]	[43529352]
771_14647	chr1	43774290	43774690	+	656	26.0	[]	[]	[6.4833126]	[159]	[]	[43774530]
771_14648	chr1	43934716	43935116	+	610	26.0	[6.9073806]	[153]	[]	[]	[43934943]	[]
771_1465	chr6	157763379	157763779	+	1000	71.0	[11.066511, 10.861151]	[73, 141]	[8.646172, 13.712336]	[73, 141]	[157763543, 157763611]	[157763543, 157763611]
771_14650	chr1	45536429	45536829	+	771	26.0	[6.725914]	[81]	[9.447061]	[81]	[45536590]	[45536590]
771_14676	chr1	109667353	109667753	+	737	26.0	[]	[]	[7.691465]	[187]	[]	[109667578]
771_1468	chr7	39589710	39590110	+	1000	71.0	[13.28149]	[120]	[11.291996]	[120]	[39589925]	[39589925]
771_14681	chr1	116853611	116854011	+	681	26.0	[6.889872, 9.660112]	[61, 116]	[6.955682, 7.5484767]	[61, 116]	[116853762, 116853817]	[116853762, 116853817]
771_14689	chr1	155218828	155219228	+	790	26.0	[7.63645, 8.270454]	[122, 151]	[9.77315]	[122]	[155219027, 155219056]	[155219027]
771_147	chr1	36386437	36386837	+	1000	185.0	[9.614127, 11.066511]	[60, 116]	[9.75485, 8.646172]	[60, 116]	[36386597, 36386653]	[36386597, 36386653]
771_14715	chr1	184806303	184806703	+	769	26.0	[]	[]	[7.0369763]	[108]	[]	[184806505]
771_14717	chr1	197690013	197690413	+	722	26.0	[13.28149]	[141]	[11.291996]	[141]	[197690250]	[197690250]
771_14722	chr1	198253707	198254107	+	702	26.0	[10.264917]	[152]	[9.8452]	[152]	[198253944]	[198253944]
771_14728	chr1	203609419	203609819	+	701	26.0	[6.889081]	[166]	[6.8779535]	[166]	[203609652]	[203609652]
771_14735	chr1	206559391	206559791	+	712	26.0	[]	[]	[8.270454]	[192]	[]	[206559626]
771_14736	chr1	207140503	207140903	+	783	26.0	[13.061545]	[126]	[10.770802]	[126]	[207140705]	[207140705]
771_14739	chr1	208235916	208236316	+	716	26.0	[10.545317]	[117]	[8.426227]	[117]	[208236125]	[208236125]
771_1478	chr9	130941073	130941473	+	1000	71.0	[8.85852]	[131]	[8.747505]	[131]	[130941299]	[130941299]
771_1479	chr9	133133719	133134119	+	1000	71.0	[10.846566, 7.889711]	[109, 128]	[8.124977]	[109]	[133133907, 133133926]	[133133907]
771_1481	chr1	25568897	25569297	+	1000	70.0	[15.927315]	[123]	[13.506975]	[123]	[25569100]	[25569100]
771_14823	chr11	34234038	34234438	+	611	26.0	[8.646172]	[96]	[11.066511]	[96]	[34234218]	[34234218]
771_14824	chr11	45997587	45997987	+	652	26.0	[7.2914376]	[154]	[]	[]	[45997796]	[]
771_14827	chr11	47393403	47393803	+	763	26.0	[7.531723]	[97]	[]	[]	[47393560]	[]
771_1483	chr1	28259056	28259456	+	1000	70.0	[10.210002]	[103]	[7.6191545]	[103]	[28259240]	[28259240]
771_14838	chr11	65421171	65421571	+	715	26.0	[8.490399]	[100]	[]	[]	[65421368]	[]
771_14846	chr11	69166501	69166901	+	658	26.0	[10.861151]	[106]	[13.712336]	[106]	[69166695]	[69166695]
771_1485	chr1	109389833	109390233	+	1000	70.0	[6.725914]	[146]	[9.447061]	[146]	[109390035]	[109390035]
771_14855	chr11	95144323	95144723	+	734	26.0	[10.325372]	[53]	[7.9050317]	[53]	[95144474]	[95144474]
771_14872	chr12	26298967	26299367	+	706	26.0	[7.9050317, 13.506975]	[153, 184]	[7.3033204, 10.325372, 15.927315]	[147, 153, 184]	[26299170, 26299201]	[26299164, 26299170, 26299201]
771_14873	chr12	33752877	33753277	+	659	26.0	[8.426227]	[126]	[7.4738283, 10.545317]	[94, 126]	[33753078]	[33753046, 33753078]
771_14874	chr12	46661230	46661630	+	760	26.0	[6.725914]	[146]	[9.447061]	[146]	[46661392]	[46661392]
771_1488	chr1	153059281	153059681	+	1000	70.0	[8.124977]	[88]	[10.846566]	[88]	[153059460]	[153059460]
771_1490	chr11	47056299	47056699	+	1000	70.0	[13.712336]	[92]	[10.861151]	[92]	[47056491]	[47056491]
771_14900	chr12	108729718	108730118	+	621	26.0	[7.232081]	[140]	[]	[]	[108729951]	[]
771_14901	chr12	108855834	108856234	+	716	26.0	[]	[]	[6.5979047]	[130]	[]	[108856031]
771_1491	chr12	6639197	6639597	+	1000	70.0	[8.646172]	[109]	[11.066511]	[109]	[6639405]	[6639405]
771_1493	chr12	120231246	120231646	+	1000	70.0	[7.1737247, 13.191141, 7.381787]	[80, 106, 113]	[10.641206]	[106]	[120231410, 120231436, 120231443]	[120231436]
771_14933	chr14	22651134	22651534	+	764	26.0	[10.846566]	[171]	[8.124977]	[171]	[22651356]	[22651356]
771_14934	chr14	60091522	60091922	+	646	26.0	[6.3757496]	[131]	[]	[]	[60091681]	[]
771_14949	chr15	63051272	63051672	+	726	26.0	[6.5913215]	[107]	[6.9799495]	[107]	[63051452]	[63051452]
771_1495	chr14	23078668	23079068	+	1000	70.0	[6.889081, 10.325372]	[109, 119]	[6.8779535, 7.9050317]	[109, 119]	[23078858, 23078868]	[23078858, 23078868]
771_14950	chr15	63212177	63212577	+	745	26.0	[13.191141]	[147]	[10.641206]	[147]	[63212384]	[63212384]
771_14952	chr15	67414021	67414421	+	682	26.0	[13.712336]	[118]	[10.861151]	[118]	[67414238]	[67414238]
771_14966	chr16	2340843	2341243	+	762	26.0	[7.3442326]	[128]	[]	[]	[2341063]	[]
771_1497	chr16	67465756	67466156	+	1000	70.0	[13.28149]	[92]	[11.291996]	[92]	[67465918]	[67465918]
771_14970	chr16	9787783	9788183	+	800	26.0	[11.291996]	[98]	[6.577028, 13.28149]	[76, 98]	[9787977]	[9787955, 9787977]
771_1498	chr17	75124250	75124650	+	1000	70.0	[13.061545, 10.846566]	[106, 125]	[10.770802, 8.124977]	[106, 125]	[75124446, 75124465]	[75124446, 75124465]
771_1500	chr19	31214080	31214480	+	1000	70.0	[10.861151]	[101]	[13.712336]	[101]	[31214273]	[31214273]
771_1501	chr2	121075004	121075404	+	1000	70.0	[7.9716325]	[159]	[10.33729]	[159]	[121075249]	[121075249]
771_15012	chr17	32127251	32127651	+	728	26.0	[7.2914376]	[141]	[]	[]	[32127421]	[]
771_15014	chr17	32445103	32445503	+	734	26.0	[10.097851]	[139]	[6.8162637]	[139]	[32445313]	[32445313]
771_1502	chr2	150167619	150168019	+	1000	70.0	[13.506975]	[98]	[15.927315]	[98]	[150167817]	[150167817]
771_15024	chr17	42516306	42516706	+	652	26.0	[7.1393647]	[132]	[]	[]	[42516522]	[]
771_15031	chr17	46812219	46812619	+	720	26.0	[9.743723]	[108]	[9.625255]	[108]	[46812415]	[46812415]
771_1504	chr2	159497195	159497595	+	1000	70.0	[15.927315, 9.440167]	[106, 131]	[13.506975, 7.027282]	[106, 131]	[159497357, 159497382]	[159497357, 159497382]
771_15046	chr17	64507350	64507750	+	729	26.0	[]	[]	[6.466483]	[218]	[]	[64507592]
771_15049	chr17	67365783	67366183	+	715	26.0	[7.2471085]	[122]	[9.667006]	[122]	[67365942]	[67365942]
771_15054	chr17	76029539	76029939	+	679	26.0	[]	[]	[6.91942]	[129]	[]	[76029757]
771_1506	chr2	187547371	187547771	+	1000	70.0	[7.0978985, 10.770802]	[114, 149]	[7.4102755, 13.061545]	[114, 149]	[187547565, 187547600]	[187547565, 187547600]
771_15069	chr18	51236235	51236635	+	616	26.0	[]	[]	[6.406234]	[116]	[]	[51236416]
771_1507	chr2	216664612	216665012	+	1000	70.0	[6.500905]	[220]	[7.5456877]	[220]	[216664856]	[216664856]
771_15084	chr19	7943534	7943934	+	747	26.0	[]	[]	[6.683848]	[130]	[]	[7943690]
771_1509	chr21	14630507	14630907	+	1000	70.0	[13.506975, 6.4833126]	[107, 163]	[15.927315]	[107]	[14630701, 14630757]	[14630701]
771_151	chr16	46386229	46386629	+	1000	181.0	[6.337772]	[63]	[6.6684]	[63]	[46386392]	[46386392]
771_15139	chr19	51469457	51469857	+	545	26.0	[]	[]	[7.161842]	[154]	[]	[51469612]
771_1515	chr3	42605830	42606230	+	1000	70.0	[10.770802]	[121]	[13.061545]	[121]	[42606045]	[42606045]
771_1516	chr3	46948257	46948657	+	1000	70.0	[11.066511]	[153]	[8.646172]	[153]	[46948488]	[46948488]
771_15168	chr2	69816912	69817312	+	724	26.0	[10.325372]	[107]	[7.9050317]	[107]	[69817070]	[69817070]
771_1518	chr4	25173467	25173867	+	1000	70.0	[12.183796, 7.789663, 11.066511, 7.161842]	[83, 91, 136, 146]	[9.885598, 10.0394945, 8.646172]	[83, 91, 136]	[25173630, 25173638, 25173683, 25173693]	[25173630, 25173638, 25173683]
771_1519	chr4	26701702	26702102	+	1000	70.0	[15.927315]	[109]	[13.506975]	[109]	[26701911]	[26701911]
771_15193	chr2	156399800	156400200	+	620	26.0	[9.447061]	[145]	[6.725914]	[145]	[156400017]	[156400017]
771_15194	chr2	156431052	156431452	+	751	26.0	[10.770802]	[67]	[13.061545]	[67]	[156431219]	[156431219]
771_15206	chr2	199431902	199432302	+	690	26.0	[12.4798975]	[87]	[12.491025]	[87]	[199432059]	[199432059]
771_15207	chr2	201151376	201151776	+	761	26.0	[10.861151]	[171]	[13.712336]	[171]	[201151610]	[201151610]
771_1521	chr5	131796803	131797203	+	1000	70.0	[6.8162637]	[143]	[7.3535123, 10.097851]	[125, 143]	[131797025]	[131797007, 131797025]
771_1523	chr6	15509587	15509987	+	1000	70.0	[7.2397733, 7.3936696]	[115, 160]	[9.968816]	[115]	[15509786, 15509831]	[15509786]
771_15237	chr21	42878745	42879145	+	722	26.0	[]	[]	[6.500429]	[211]	[]	[42878968]
771_15239	chr21	44517279	44517679	+	723	26.0	[]	[]	[6.9073806]	[173]	[]	[44517481]
771_15278	chr22	20666926	20667326	+	713	26.0	[]	[]	[8.562418]	[123]	[]	[20667110]
771_1528	chr7	1458720	1459120	+	1000	70.0	[8.124977, 10.325372]	[153, 164]	[10.846566, 7.9050317]	[153, 164]	[1458944, 1458955]	[1458944, 1458955]
771_15288	chr22	21738887	21739287	+	736	26.0	[7.161842]	[188]	[]	[]	[21739090]	[]
771_153	chr7	87110766	87111166	+	1000	181.0	[8.646172]	[132]	[11.066511]	[132]	[87110978]	[87110978]
771_15310	chr22	22164691	22165091	+	714	26.0	[]	[]	[7.2914376]	[184]	[]	[22164895]
771_15329	chr22	22904499	22904899	+	756	26.0	[]	[]	[7.253499]	[136]	[]	[22904730]
771_1533	chr8	27362088	27362488	+	1000	70.0	[11.066511, 7.771173]	[124, 159]	[8.646172, 11.136225]	[124, 159]	[27362296, 27362331]	[27362296, 27362331]
771_15363	chr3	46998488	46998888	+	760	26.0	[10.545317]	[66]	[8.426227]	[66]	[46998645]	[46998645]
771_15378	chr3	140941581	140941981	+	751	26.0	[]	[]	[6.5955176]	[101]	[]	[140941773]
771_15415	chr4	76256077	76256477	+	690	26.0	[10.846566]	[157]	[8.124977]	[157]	[76256299]	[76256299]
771_15422	chr4	123416023	123416423	+	781	26.0	[9.447061]	[93]	[6.725914]	[93]	[123416208]	[123416208]
771_15428	chr4	153520919	153521319	+	755	26.0	[7.4738283]	[167]	[]	[]	[153521160]	[]
771_1544	chr1	38745425	38745825	+	1000	69.0	[8.646172]	[179]	[11.066511]	[179]	[38745664]	[38745664]
771_1545	chr1	47232260	47232660	+	1000	69.0	[12.491025]	[99]	[12.4798975]	[99]	[47232426]	[47232426]
771_15462	chr5	96068019	96068419	+	680	26.0	[13.191141]	[136]	[10.641206]	[136]	[96068199]	[96068199]
771_15463	chr5	96855516	96855916	+	611	26.0	[10.770802]	[119]	[13.061545]	[119]	[96855727]	[96855727]
771_15465	chr5	113203200	113203600	+	606	26.0	[10.846566]	[77]	[8.124977]	[77]	[113203355]	[113203355]
771_1547	chr1	205294545	205294945	+	1000	69.0	[15.927315]	[138]	[13.506975]	[138]	[205294755]	[205294755]
771_15497	chr6	3291940	3292340	+	687	26.0	[7.0216236]	[109]	[]	[]	[3292145]	[]
771_1550	chr1	224528943	224529343	+	1000	69.0	[11.291996]	[109]	[13.28149]	[109]	[224529119]	[224529119]
771_15507	chr6	13927166	13927566	+	663	26.0	[7.109026]	[143]	[6.7830076, 7.399148]	[126, 143]	[13927409]	[13927392, 13927409]
771_15508	chr6	14720810	14721210	+	739	26.0	[7.52174]	[138]	[]	[]	[14721016]	[]
771_15529	chr6	31818626	31819026	+	625	26.0	[6.475763]	[103]	[]	[]	[31818786]	[]
771_1553	chr11	62881467	62881867	+	1000	69.0	[10.846566]	[98]	[8.124977]	[98]	[62881661]	[62881661]
771_15539	chr6	36028837	36029237	+	771	26.0	[6.8162637]	[120]	[10.097851]	[120]	[36029038]	[36029038]
771_1554	chr11	120432089	120432489	+	1000	69.0	[10.846566, 8.85852]	[83, 94]	[8.124977, 8.747505]	[83, 94]	[120432270, 120432281]	[120432270, 120432281]
771_15559	chr6	72553491	72553891	+	694	26.0	[15.927315]	[131]	[13.506975]	[131]	[72553694]	[72553694]
771_1556	chr12	93785211	93785611	+	1000	69.0	[7.2397733, 10.861151]	[79, 107]	[9.968816, 13.712336]	[79, 107]	[93785384, 93785412]	[93785384, 93785412]
771_1558	chr12	124904775	124905175	+	1000	69.0	[8.124977]	[96]	[10.846566]	[96]	[124904956]	[124904956]
771_15594	chr7	26199320	26199720	+	713	26.0	[10.641206]	[233]	[13.191141]	[233]	[26199563]	[26199563]
771_15596	chr7	32501004	32501404	+	617	26.0	[7.4102755, 13.28149]	[108, 130]	[7.253499, 7.0978985, 11.291996]	[104, 108, 130]	[32501199, 32501221]	[32501195, 32501199, 32501221]
771_15599	chr7	43674465	43674865	+	743	26.0	[7.027282]	[205]	[9.440167]	[205]	[43674689]	[43674689]
771_156	chr8	61760112	61760512	+	1000	179.0	[6.8162637]	[125]	[7.232081, 10.097851, 7.232081]	[87, 125, 163]	[61760317]	[61760279, 61760317, 61760355]
771_15602	chr7	44019064	44019464	+	784	26.0	[]	[]	[7.691193]	[172]	[]	[44019302]
771_15604	chr7	45000643	45001043	+	774	26.0	[7.253499]	[96]	[]	[]	[45000807]	[]
771_1562	chr15	40098718	40099118	+	1000	69.0	[13.061545]	[94]	[10.770802]	[94]	[40098909]	[40098909]
771_15643	chr7	108225641	108226041	+	628	26.0	[9.667006, 7.6011157]	[112, 116]	[7.2471085]	[112]	[108225843, 108225847]	[108225843]
771_1565	chr16	79658237	79658637	+	1000	69.0	[7.109026, 13.712336]	[93, 106]	[7.399148, 10.861151]	[93, 106]	[79658424, 79658437]	[79658424, 79658437]
771_15655	chr7	123649962	123650362	+	594	26.0	[13.712336]	[96]	[10.861151]	[96]	[123650148]	[123650148]
771_15665	chr7	130131107	130131507	+	778	26.0	[6.5937705]	[184]	[]	[]	[130131325]	[]
771_15667	chr7	130133920	130134320	+	562	26.0	[6.5213985]	[158]	[]	[]	[130134117]	[]
771_15670	chr7	130942154	130942554	+	613	26.0	[]	[]	[6.532526]	[99]	[]	[130942345]
771_15674	chr7	133481623	133482023	+	743	26.0	[13.712336]	[144]	[10.861151]	[144]	[133481852]	[133481852]
771_15680	chr7	139339201	139339601	+	767	26.0	[8.865413]	[211]	[8.26105, 8.446137]	[169, 211]	[139339420]	[139339378, 139339420]
771_15681	chr7	140084881	140085281	+	592	26.0	[9.614127]	[86]	[9.75485]	[86]	[140085064]	[140085064]
771_15694	chr7	152314069	152314469	+	701	26.0	[]	[]	[6.435412, 6.3757496]	[118, 189]	[]	[152314226, 152314297]
771_157	chr1	151311497	151311897	+	1000	178.0	[13.191141]	[99]	[10.641206]	[99]	[151311687]	[151311687]
771_1572	chr5	90983121	90983521	+	1000	69.0	[7.483108]	[115]	[8.138908]	[105]	[90983327]	[90983317]
771_15720	chr8	98117474	98117874	+	725	26.0	[12.31283, 7.63645]	[156, 165]	[9.462089, 9.77315]	[156, 165]	[98117668, 98117677]	[98117668, 98117677]
771_15723	chr8	101154958	101155358	+	638	26.0	[13.191141]	[149]	[10.641206]	[149]	[101155147]	[101155147]
771_1573	chr6	13912980	13913380	+	1000	69.0	[10.846566]	[111]	[8.124977]	[111]	[13913190]	[13913190]
771_15740	chr9	95171002	95171402	+	741	26.0	[]	[]	[7.473444]	[155]	[]	[95171215]
771_15743	chr9	97598723	97599123	+	781	26.0	[7.8418097]	[161]	[]	[]	[97598907]	[]
771_15775	chrX	40434943	40435343	+	762	26.0	[9.625255]	[141]	[9.743723]	[141]	[40435143]	[40435143]
771_15776	chrX	47193517	47193917	+	766	26.0	[12.491025]	[184]	[12.4798975]	[184]	[47193739]	[47193739]
771_15781	chrX	150482747	150483147	+	700	26.0	[13.28149, 7.1563168]	[137, 152]	[11.291996, 9.016658]	[137, 152]	[150482973, 150482988]	[150482973, 150482988]
771_15782	chrX	152639966	152640366	+	667	26.0	[10.545317]	[173]	[8.426227]	[173]	[152640216]	[152640216]
771_158	chr6	53615642	53616042	+	1000	178.0	[7.52174]	[89]	[]	[]	[53615827]	[]
771_1580	chr7	37031970	37032370	+	1000	69.0	[10.846566, 13.28149]	[98, 112]	[8.124977, 11.291996]	[98, 112]	[37032149, 37032163]	[37032149, 37032163]
771_1581	chr7	50497079	50497479	+	1000	69.0	[13.712336]	[82]	[10.861151]	[82]	[50497255]	[50497255]
771_15813	chr1	19313450	19313850	+	556	25.0	[6.475763]	[163]	[]	[]	[19313687]	[]
771_1582	chr7	135650746	135651146	+	1000	69.0	[]	[]	[7.473444]	[128]	[]	[135650972]
771_15832	chr1	26921744	26922144	+	673	25.0	[7.1910195]	[109]	[]	[]	[26921897]	[]
771_15849	chr1	37682326	37682726	+	704	25.0	[12.491025]	[133]	[12.4798975]	[133]	[37682539]	[37682539]
771_1585	chr8	65717313	65717713	+	1000	69.0	[6.500429, 11.291996]	[128, 144]	[6.9308314, 13.28149]	[91, 144]	[65717523, 65717539]	[65717486, 65717539]
771_1586	chr9	127561821	127562221	+	1000	69.0	[11.291996]	[114]	[13.28149]	[114]	[127562023]	[127562023]
771_15877	chr1	59391243	59391643	+	721	25.0	[]	[]	[6.7159123]	[97]	[]	[59391404]
771_15878	chr1	61446631	61447031	+	572	25.0	[10.770802]	[107]	[13.061545]	[107]	[61446828]	[61446828]
771_1588	chrX	49079754	49080154	+	1000	69.0	[13.28149]	[93]	[11.291996]	[93]	[49079930]	[49079930]
771_15886	chr1	93878397	93878797	+	676	25.0	[7.9050317]	[101]	[10.325372, 7.4553385, 7.995023]	[101, 111, 135]	[93878593]	[93878593, 93878603, 93878627]
771_15902	chr1	148264681	148265081	+	553	25.0	[9.625255]	[194]	[9.743723]	[194]	[148264890]	[148264890]
771_15934	chr1	184033595	184033995	+	664	25.0	[7.0369763]	[93]	[]	[]	[184033773]	[]
771_15956	chr1	206652571	206652971	+	678	25.0	[]	[]	[7.9042892]	[147]	[]	[206652796]
771_1596	chr1	109822121	109822521	+	1000	68.0	[8.646172]	[123]	[11.066511]	[123]	[109822287]	[109822287]
771_1599	chr1	235504744	235505144	+	1000	68.0	[13.712336]	[146]	[10.861151]	[146]	[235504969]	[235504969]
771_15990	chr10	32961834	32962234	+	614	25.0	[]	[]	[7.558171]	[196]	[]	[32962076]
771_160	chr18	3652855	3653255	+	1000	177.0	[10.325372, 10.846566]	[84, 95]	[7.3442326, 7.9050317, 8.124977]	[74, 84, 95]	[3653033, 3653044]	[3653023, 3653033, 3653044]
771_16020	chr11	251491	251891	+	698	25.0	[]	[]	[6.4833126]	[98]	[]	[251675]
771_16032	chr11	12047375	12047775	+	732	25.0	[9.614127]	[148]	[9.75485]	[148]	[12047593]	[12047593]
771_16040	chr11	57237142	57237542	+	701	25.0	[7.5484767]	[153]	[9.660112]	[153]	[57237332]	[57237332]
771_16048	chr11	65371021	65371421	+	598	25.0	[]	[]	[7.3442326, 7.392705]	[98, 114]	[]	[65371205, 65371221]
771_16056	chr11	72741446	72741846	+	668	25.0	[]	[]	[7.2914376]	[124]	[]	[72741643]
771_16075	chr12	12704585	12704985	+	696	25.0	[8.267943]	[174]	[]	[]	[12704827]	[]
771_16077	chr12	30457612	30458012	+	741	25.0	[15.927315]	[139]	[13.506975]	[139]	[30457799]	[30457799]
771_1609	chr11	119087617	119088017	+	1000	68.0	[10.846566]	[167]	[8.124977]	[167]	[119087821]	[119087821]
771_16105	chr12	95173880	95174280	+	614	25.0	[8.138908]	[102]	[7.4588656]	[125]	[95174043]	[95174066]
771_16125	chr13	33367909	33368309	+	683	25.0	[15.927315]	[127]	[13.506975]	[127]	[33368130]	[33368130]
771_16130	chr13	52165430	52165830	+	696	25.0	[7.91695]	[98]	[10.391972]	[98]	[52165622]	[52165622]
771_1614	chr15	38589423	38589823	+	1000	68.0	[9.236603, 8.646172]	[83, 130]	[7.677511, 11.066511]	[83, 130]	[38589604, 38589651]	[38589604, 38589651]
771_16146	chr13	97975637	97976037	+	596	25.0	[]	[]	[6.8016787]	[195]	[]	[97975866]
771_1615	chr15	97993263	97993663	+	1000	68.0	[10.861151]	[142]	[13.712336]	[142]	[97993464]	[97993464]
771_16151	chr13	110713062	110713462	+	710	25.0	[]	[]	[7.4738283]	[109]	[]	[110713259]
771_16158	chr14	74619551	74619951	+	692	25.0	[15.927315]	[196]	[13.506975]	[196]	[74619791]	[74619791]
771_1616	chr16	20084613	20085013	+	1000	68.0	[15.927315]	[96]	[13.506975]	[96]	[20084799]	[20084799]
771_16160	chr14	91149367	91149767	+	671	25.0	[13.061545]	[98]	[10.770802]	[98]	[91149558]	[91149558]
771_16161	chr14	100423620	100424020	+	718	25.0	[7.9050317]	[97]	[10.325372]	[97]	[100423813]	[100423813]
771_16166	chr15	40455014	40455414	+	624	25.0	[7.4102755]	[155]	[7.0978985]	[155]	[40455258]	[40455258]
771_16189	chr15	67882304	67882704	+	693	25.0	[]	[]	[7.976533]	[184]	[]	[67882542]
771_16190	chr15	69760843	69761243	+	736	25.0	[10.545317]	[90]	[8.426227]	[90]	[69761003]	[69761003]
771_16196	chr15	80977494	80977894	+	745	25.0	[9.625255]	[118]	[9.743723]	[118]	[80977685]	[80977685]
771_16199	chr15	82677706	82678106	+	667	25.0	[7.232081]	[139]	[]	[]	[82677901]	[]
771_16206	chr15	94858476	94858876	+	622	25.0	[]	[]	[7.232081]	[154]	[]	[94858717]
771_1621	chr17	77363701	77364101	+	1000	68.0	[]	[]	[7.531723]	[205]	[]	[77363950]
771_16211	chr16	4802729	4803129	+	671	25.0	[7.383095]	[210]	[]	[]	[4802979]	[]
771_16220	chr16	20866169	20866569	+	631	25.0	[10.545317]	[71]	[8.426227, 7.381787]	[71, 110]	[20866334]	[20866334, 20866373]
771_16228	chr16	57802792	57803192	+	738	25.0	[6.500429]	[78]	[]	[]	[57802952]	[]
771_16244	chr16	82152543	82152943	+	713	25.0	[8.124977]	[116]	[10.846566]	[116]	[82152757]	[82152757]
771_16248	chr16	85354606	85355006	+	717	25.0	[13.061545]	[193]	[10.770802]	[193]	[85354848]	[85354848]
771_16250	chr16	85602050	85602450	+	680	25.0	[7.109026]	[201]	[7.399148]	[201]	[85602286]	[85602286]
771_16274	chr17	40903145	40903545	+	625	25.0	[11.066511]	[103]	[8.646172]	[103]	[40903332]	[40903332]
771_16282	chr17	45583620	45584020	+	707	25.0	[]	[]	[6.7159123]	[140]	[]	[45583809]
771_16294	chr17	78137197	78137597	+	711	25.0	[]	[]	[6.3543315]	[158]	[]	[78137446]
771_16318	chr19	2524842	2525242	+	690	25.0	[10.325372]	[163]	[7.9050317]	[163]	[2525033]	[2525033]
771_1633	chr22	37677008	37677408	+	1000	68.0	[11.066511]	[95]	[8.646172]	[95]	[37677200]	[37677200]
771_16330	chr19	10290128	10290528	+	628	25.0	[7.3685164]	[134]	[]	[]	[10290306]	[]
771_1634	chr3	13352706	13353106	+	1000	68.0	[10.846566]	[104]	[8.124977]	[104]	[13352910]	[13352910]
771_16354	chr19	43668826	43669226	+	745	25.0	[9.667448]	[136]	[7.246666]	[136]	[43669046]	[43669046]
771_1636	chr3	48989639	48990039	+	1000	68.0	[9.885598]	[88]	[12.183796]	[88]	[48989817]	[48989817]
771_16381	chr19	55178948	55179348	+	728	25.0	[]	[]	[7.7516675]	[164]	[]	[55179197]
771_16387	chr1_KI270709v1_random	1276	1676	+	567	25.0	[10.104691, 6.6684]	[64, 116]	[7.36485, 6.337772]	[64, 116]	[1438, 1490]	[1438, 1490]
771_16393	chr2	12050434	12050834	+	566	25.0	[10.264917]	[141]	[9.8452]	[141]	[12050627]	[12050627]
771_1641	chr5	17118633	17119033	+	1000	68.0	[7.4553385, 15.927315]	[105, 116]	[13.506975]	[116]	[17118833, 17118844]	[17118844]
771_16416	chr2	112784277	112784677	+	696	25.0	[9.447621, 7.4588656, 7.9050317]	[94, 114, 144]	[7.0198283, 10.325372]	[94, 144]	[112784448, 112784468, 112784498]	[112784448, 112784498]
