#PeakID(python identify_motif.py ./ENCODE_processed_files/NFE2_idr.fa NFE2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
314_15615	chr16	56540220	56540620	+	1000	67.0	[7.6537538]	[116]	[5.076393]	[116]	[56540433]	[56540433]
314_15616	chr17	29374755	29375155	+	1000	67.0	[]	[]	[3.7822251]	[104]	[]	[29374951]
314_15618	chr17	33873148	33873548	+	1000	67.0	[]	[]	[3.8293622]	[106]	[]	[33873349]
314_15619	chr17	35433559	35433959	+	1000	67.0	[16.93431]	[99]	[15.292928]	[99]	[35433755]	[35433755]
314_1562	chr1	17348344	17348744	+	1000	279.0	[10.376464]	[107]	[8.742208]	[107]	[17348547]	[17348547]
314_15621	chr17	47067343	47067743	+	1000	67.0	[10.310684]	[124]	[8.811605]	[124]	[47067559]	[47067559]
314_15623	chr17	60357511	60357911	+	1000	67.0	[10.383591]	[121]	[8.735081]	[121]	[60357722]	[60357722]
314_15624	chr17	66348576	66348976	+	1000	67.0	[15.292928]	[165]	[16.93431]	[165]	[66348811]	[66348811]
314_15625	chr17	76643591	76643991	+	1000	67.0	[6.088896]	[93]	[6.64487]	[93]	[76643756]	[76643756]
314_15626	chr18	37222374	37222774	+	1000	67.0	[7.6537538]	[98]	[5.076393]	[98]	[37222571]	[37222571]
314_15627	chr18	45197374	45197774	+	1000	67.0	[6.7177763]	[126]	[6.01237]	[126]	[45197580]	[45197580]
314_15628	chr18	46169407	46169807	+	1000	67.0	[15.292928]	[100]	[16.93431]	[100]	[46169600]	[46169600]
314_1563	chr1	100050122	100050522	+	1000	279.0	[3.8185804]	[103]	[]	[]	[100050321]	[]
314_15634	chr19	28509110	28509510	+	1000	67.0	[]	[]	[3.839962]	[79]	[]	[28509288]
314_15636	chr19	39281772	39282172	+	1000	67.0	[8.735081]	[92]	[10.383591]	[92]	[39281964]	[39281964]
314_1564	chr1	111599686	111600086	+	1000	279.0	[10.383591]	[97]	[8.735081]	[97]	[111599875]	[111599875]
314_15640	chr19	55016031	55016431	+	1000	67.0	[6.7177763]	[104]	[6.01237]	[104]	[55016231]	[55016231]
314_15645	chr2	38982488	38982888	+	1000	67.0	[6.01237]	[116]	[6.7177763]	[116]	[38982693]	[38982693]
314_15647	chr2	55114115	55114515	+	1000	67.0	[5.076393]	[94]	[7.6537538]	[94]	[55114309]	[55114309]
314_15651	chr2	105055603	105056003	+	1000	67.0	[8.742208]	[109]	[10.376464, 3.8293622]	[109, 136]	[105055807]	[105055807, 105055834]
314_15659	chr2	173145447	173145847	+	1000	67.0	[5.076393]	[89]	[7.6537538]	[89]	[173145633]	[173145633]
314_1566	chr1	246214903	246215303	+	1000	279.0	[]	[]	[3.8293622]	[62]	[]	[246215060]
314_15661	chr2	200648655	200649055	+	1000	67.0	[8.735081]	[95]	[10.383591]	[95]	[200648839]	[200648839]
314_15662	chr2	215881584	215881984	+	1000	67.0	[10.383591]	[118]	[8.735081]	[118]	[215881785]	[215881785]
314_15667	chr20	9025577	9025977	+	1000	67.0	[8.735081]	[95]	[10.383591]	[95]	[9025769]	[9025769]
314_15669	chr20	34549195	34549595	+	1000	67.0	[3.825743]	[85]	[]	[]	[34549380]	[]
314_1567	chr11	86183019	86183419	+	1000	279.0	[6.01237]	[101]	[6.7177763]	[101]	[86183215]	[86183215]
314_15671	chr20	56422486	56422886	+	1000	67.0	[4.392465]	[118]	[4.268303]	[118]	[56422694]	[56422694]
314_15672	chr20	63957028	63957428	+	1000	67.0	[5.076393]	[114]	[7.6537538]	[114]	[63957236]	[63957236]
314_15677	chr22	20010436	20010836	+	1000	67.0	[10.376464]	[108]	[8.742208]	[108]	[20010644]	[20010644]
314_15678	chr22	21876740	21877140	+	1000	67.0	[5.0034866, 4.399592, 4.326686]	[106, 113, 128]	[7.6175804, 4.261176, 4.195397]	[106, 113, 128]	[21876928, 21876935, 21876950]	[21876928, 21876935, 21876950]
314_1568	chr12	64796158	64796558	+	1000	279.0	[6.7177763]	[100]	[6.01237]	[100]	[64796356]	[64796356]
314_15682	chr22	37016076	37016476	+	1000	67.0	[6.6817837]	[131]	[5.96147]	[131]	[37016293]	[37016293]
314_15683	chr22	43183453	43183853	+	1000	67.0	[]	[]	[3.7968774]	[90]	[]	[43183616]
314_15684	chr22	46002773	46003173	+	1000	67.0	[8.735081]	[110]	[10.383591]	[110]	[46002976]	[46002976]
314_15686	chr22	47716790	47717190	+	1000	67.0	[8.735081]	[100]	[10.383591]	[100]	[47716988]	[47716988]
314_15688	chr3	15165046	15165446	+	1000	67.0	[8.735081]	[113]	[10.383591]	[113]	[15165250]	[15165250]
314_15689	chr3	16309547	16309947	+	1000	67.0	[13.2684965]	[121]	[12.570218]	[121]	[16309756]	[16309756]
314_15692	chr3	36954755	36955155	+	1000	67.0	[]	[]	[3.825743]	[110]	[]	[36954962]
314_15694	chr3	38344206	38344606	+	1000	67.0	[]	[]	[3.825743]	[117]	[]	[38344409]
314_15695	chr3	40293595	40293995	+	1000	67.0	[8.735081]	[109]	[10.383591, 3.8293622]	[109, 116]	[40293797]	[40293797, 40293804]
314_15697	chr3	43062449	43062849	+	1000	67.0	[5.9688525, 8.706215]	[66, 118]	[6.7248683, 10.310684]	[66, 118]	[43062600, 43062652]	[43062600, 43062652]
314_157	chr7	100081651	100082051	+	1000	477.0	[3.825743]	[95]	[]	[]	[100081845]	[]
314_1570	chr19	38688856	38689256	+	1000	279.0	[10.383591]	[103]	[8.735081]	[103]	[38689058]	[38689058]
314_15701	chr3	72953582	72953982	+	1000	67.0	[10.545787]	[149]	[8.904404]	[149]	[72953823]	[72953823]
314_15704	chr3	140167877	140168277	+	1000	67.0	[8.735081]	[109]	[10.383591]	[109]	[140168086]	[140168086]
314_15706	chr3	142347512	142347912	+	1000	67.0	[3.9590735, 10.383591]	[94, 103]	[8.735081]	[103]	[142347699, 142347708]	[142347708]
314_15707	chr3	146518080	146518480	+	1000	67.0	[10.383591]	[98]	[8.735081]	[98]	[146518278]	[146518278]
314_15711	chr3	183447572	183447972	+	1000	67.0	[]	[]	[3.8256726]	[118]	[]	[183447769]
314_15717	chr4	80005857	80006257	+	1000	67.0	[10.383591, 5.0034866]	[113, 131]	[8.735081, 7.682053]	[113, 131]	[80006068, 80006086]	[80006068, 80006086]
314_1572	chr2	68371621	68372021	+	1000	279.0	[10.376464]	[107]	[8.742208]	[107]	[68371826]	[68371826]
314_15720	chr4	99960623	99961023	+	1000	67.0	[5.076393]	[114]	[7.6537538]	[114]	[99960837]	[99960837]
314_15723	chr4	137967447	137967847	+	1000	67.0	[8.742208]	[149]	[3.825743, 10.376464]	[113, 149]	[137967679]	[137967643, 137967679]
314_15724	chr4	151671748	151672148	+	1000	67.0	[5.946591]	[155]	[6.64487]	[155]	[151671986]	[151671986]
314_15725	chr5	17154579	17154979	+	1000	67.0	[10.383591, 3.7824428, 3.7968774, 3.8033974]	[74, 117, 134, 144]	[8.735081]	[74]	[17154747, 17154790, 17154807, 17154817]	[17154747]
314_15728	chr5	78615706	78616106	+	1000	67.0	[10.545787]	[97]	[8.904404]	[97]	[78615897]	[78615897]
314_15729	chr5	78667441	78667841	+	1000	67.0	[7.6537538]	[97]	[5.076393]	[97]	[78667632]	[78667632]
314_15731	chr5	96146590	96146990	+	1000	67.0	[6.7177763]	[106]	[6.01237]	[106]	[96146790]	[96146790]
314_15736	chr5	160315972	160316372	+	1000	67.0	[6.01237]	[79]	[6.7177763]	[79]	[160316149]	[160316149]
314_15738	chr6	1495327	1495727	+	1000	67.0	[8.742208]	[113]	[10.376464]	[113]	[1495537]	[1495537]
314_15739	chr6	2734655	2735055	+	1000	67.0	[15.292928]	[100]	[16.93431]	[100]	[2734848]	[2734848]
314_1574	chr2	241833392	241833792	+	1000	279.0	[10.383591, 8.811605]	[96, 116]	[8.735081, 10.310684]	[96, 116]	[241833587, 241833607]	[241833587, 241833607]
314_15742	chr6	21163391	21163791	+	1000	67.0	[8.706215]	[154]	[10.310684]	[154]	[21163621]	[21163621]
314_15744	chr6	32047061	32047461	+	1000	67.0	[4.064465, 8.735081]	[95, 124]	[10.383591]	[124]	[32047241, 32047270]	[32047270]
314_15746	chr6	35259259	35259659	+	1000	67.0	[6.0265894]	[155]	[6.6671314]	[155]	[35259498]	[35259498]
314_15747	chr6	44237402	44237802	+	1000	67.0	[5.076393]	[83]	[7.6537538]	[83]	[44237583]	[44237583]
314_15749	chr6	85112527	85112927	+	1000	67.0	[6.7177763]	[125]	[6.01237]	[125]	[85112739]	[85112739]
314_15751	chr6	89763533	89763933	+	1000	67.0	[7.6537538]	[104]	[5.076393]	[104]	[89763732]	[89763732]
314_15754	chr6	126075710	126076110	+	1000	67.0	[5.9761972]	[110]	[6.64487]	[110]	[126075909]	[126075909]
314_15757	chr6	150297281	150297681	+	1000	67.0	[16.93431, 10.383591]	[102, 109]	[15.292928, 8.735081]	[102, 109]	[150297472, 150297479]	[150297472, 150297479]
314_15758	chr6	157612907	157613307	+	1000	67.0	[16.93431, 3.92216]	[103, 127]	[15.292928]	[103]	[157613096, 157613120]	[157613096]
314_15759	chr6	157946262	157946662	+	1000	67.0	[3.7824428]	[139]	[]	[]	[157946488]	[]
314_1576	chr3	43639120	43639520	+	1000	279.0	[10.383591]	[100]	[8.735081]	[100]	[43639318]	[43639318]
314_15763	chr7	29935105	29935505	+	1000	67.0	[8.735081]	[100]	[10.383591]	[100]	[29935301]	[29935301]
314_15765	chr7	75594797	75595197	+	1000	67.0	[10.310684, 14.211601]	[121, 147]	[8.76338, 11.627113]	[121, 147]	[75595014, 75595040]	[75595014, 75595040]
314_15769	chr7	106664330	106664730	+	1000	67.0	[4.268303]	[127]	[4.392465]	[127]	[106664537]	[106664537]
314_15772	chr7	120985011	120985411	+	1000	67.0	[8.698907]	[113]	[10.310684]	[113]	[120985173]	[120985173]
314_15778	chr7	142548993	142549393	+	1000	67.0	[6.01237]	[105]	[6.7177763]	[105]	[142549196]	[142549196]
314_15779	chr7	148739194	148739594	+	1000	67.0	[5.033093, 3.825743]	[62, 108]	[7.587974]	[62]	[148739346, 148739392]	[148739346]
314_15780	chr7	149855274	149855674	+	1000	67.0	[10.376464]	[102]	[8.742208]	[102]	[149855465]	[149855465]
314_15784	chr8	26292990	26293390	+	1000	67.0	[10.950313, 3.796015]	[148, 155]	[10.819023]	[148]	[26293218, 26293225]	[26293218]
314_15790	chr8	132346242	132346642	+	1000	67.0	[10.383591]	[106]	[8.735081]	[106]	[132346443]	[132346443]
314_15794	chr9	93098551	93098951	+	1000	67.0	[7.6537538, 13.2684965]	[98, 115]	[5.076393, 12.570218]	[98, 115]	[93098747, 93098764]	[93098747, 93098764]
314_15795	chr9	94298140	94298540	+	1000	67.0	[16.93431]	[150]	[15.292928]	[150]	[94298377]	[94298377]
314_15797	chr9	105783150	105783550	+	1000	67.0	[8.735081]	[67]	[10.383591]	[67]	[105783310]	[105783310]
314_158	chr1	89906620	89907020	+	1000	476.0	[8.735081]	[99]	[10.383591]	[99]	[89906817]	[89906817]
314_15802	chrX	46268396	46268796	+	1000	67.0	[8.68418, 8.735081]	[58, 101]	[10.318143, 10.383591]	[58, 101]	[46268547, 46268590]	[46268547, 46268590]
314_15805	chrX	50168382	50168782	+	1000	67.0	[10.383591]	[109]	[8.735081]	[109]	[50168574]	[50168574]
314_15806	chrX	68179343	68179743	+	1000	67.0	[]	[]	[3.825743]	[118]	[]	[68179548]
314_15807	chrX	123475281	123475681	+	1000	67.0	[10.376464]	[117]	[8.742208]	[117]	[123475483]	[123475483]
314_1581	chr7	105648783	105649183	+	1000	279.0	[6.7177763]	[99]	[6.01237]	[99]	[105648980]	[105648980]
314_15810	chr1	7536119	7536519	+	1000	66.0	[3.825743]	[100]	[]	[]	[7536314]	[]
314_15812	chr1	16727393	16727793	+	1000	66.0	[8.904404]	[100]	[10.545787]	[100]	[16727578]	[16727578]
314_15816	chr1	26470271	26470671	+	1000	66.0	[6.088896]	[61]	[6.64487]	[61]	[26470427]	[26470427]
314_15817	chr1	27099476	27099876	+	1000	66.0	[6.01237]	[103]	[6.7177763]	[103]	[27099677]	[27099677]
314_15818	chr1	31605867	31606267	+	1000	66.0	[7.6102357]	[115]	[5.083485]	[115]	[31606076]	[31606076]
314_1582	chr7	128247755	128248155	+	1000	279.0	[6.01237]	[96]	[6.7177763]	[96]	[128247950]	[128247950]
314_15820	chr1	40161182	40161582	+	1000	66.0	[6.01237]	[91]	[6.7177763]	[91]	[40161353]	[40161353]
314_15821	chr1	54247854	54248254	+	1000	66.0	[5.0034866]	[65]	[7.6175804]	[65]	[54248012]	[54248012]
314_15825	chr1	109298834	109299234	+	1000	66.0	[7.6679726]	[153]	[5.0257483]	[153]	[109299067]	[109299067]
314_15828	chr1	115651361	115651761	+	1000	66.0	[6.7177763]	[118]	[6.01237]	[118]	[115651564]	[115651564]
314_15829	chr1	118902296	118902696	+	1000	66.0	[8.735081]	[100]	[10.383591]	[100]	[118902492]	[118902492]
314_1583	chr8	8797280	8797680	+	1000	279.0	[3.825743]	[95]	[]	[]	[8797475]	[]
314_15831	chr1	150532523	150532923	+	1000	66.0	[3.92216]	[142]	[]	[]	[150532760]	[]
314_15832	chr1	154182226	154182626	+	1000	66.0	[3.832835]	[125]	[]	[]	[154182442]	[]
314_15833	chr1	155389841	155390241	+	1000	66.0	[]	[]	[3.825743]	[102]	[]	[155390041]
314_15834	chr1	155970463	155970863	+	1000	66.0	[3.825743]	[94]	[]	[]	[155970644]	[]
314_15836	chr1	165507563	165507963	+	1000	66.0	[8.735081]	[104]	[10.383591]	[104]	[165507761]	[165507761]
314_15837	chr1	168636537	168636937	+	1000	66.0	[]	[]	[3.8516235]	[151]	[]	[168636788]
314_15838	chr1	172746303	172746703	+	1000	66.0	[11.627113]	[126]	[14.211601]	[126]	[172746529]	[172746529]
314_1584	chr8	97865666	97866066	+	1000	279.0	[3.8107421]	[138]	[]	[]	[97865894]	[]
314_15843	chr1	209659842	209660242	+	1000	66.0	[8.68418]	[80]	[10.318143]	[80]	[209660020]	[209660020]
314_15846	chr1	227851811	227852211	+	1000	66.0	[5.076393]	[113]	[7.6537538]	[113]	[227852020]	[227852020]
314_15850	chr10	12196807	12197207	+	1000	66.0	[4.261176]	[103]	[4.399592]	[103]	[12197006]	[12197006]
314_15852	chr10	28810325	28810725	+	1000	66.0	[8.735081]	[110]	[10.383591]	[110]	[28810510]	[28810510]
314_15854	chr10	62082945	62083345	+	1000	66.0	[3.8039694]	[122]	[]	[]	[62083153]	[]
314_15859	chr10	97292811	97293211	+	1000	66.0	[13.2684965]	[88]	[12.570218]	[88]	[97292998]	[97292998]
314_1586	chr1	17487840	17488240	+	1000	278.0	[6.01237]	[110]	[6.7177763]	[110]	[17488044]	[17488044]
314_15860	chr10	98780858	98781258	+	1000	66.0	[6.01237, 6.088896]	[134, 154]	[6.7177763, 6.64487]	[134, 154]	[98781079, 98781099]	[98781079, 98781099]
314_15862	chr10	118495585	118495985	+	1000	66.0	[3.796015, 10.376464]	[97, 104]	[8.742208]	[104]	[118495777, 118495784]	[118495784]
314_15866	chr11	11313439	11313839	+	1000	66.0	[8.735081]	[111]	[10.383591]	[111]	[11313648]	[11313648]
314_15869	chr11	67351165	67351565	+	1000	66.0	[11.627113]	[72]	[14.211601]	[72]	[67351333]	[67351333]
314_15875	chr11	111938855	111939255	+	1000	66.0	[10.376464]	[128]	[8.742208]	[128]	[111939069]	[111939069]
314_15876	chr12	5560241	5560641	+	1000	66.0	[8.735081]	[109]	[10.383591]	[109]	[5560448]	[5560448]
314_15877	chr12	6167804	6168204	+	1000	66.0	[4.392465, 13.2684965, 10.325563]	[71, 84, 120]	[4.268303, 12.570218, 8.706215]	[71, 84, 120]	[6167968, 6167981, 6168017]	[6167968, 6167981, 6168017]
314_15878	chr12	51972789	51973189	+	1000	66.0	[3.92216]	[58]	[]	[]	[51972942]	[]
314_15879	chr12	57861527	57861927	+	1000	66.0	[12.570218]	[87]	[13.2684965]	[87]	[57861687]	[57861687]
314_1588	chr1	109792148	109792548	+	1000	278.0	[10.383591]	[103]	[8.735081]	[103]	[109792350]	[109792350]
314_15881	chr12	74538851	74539251	+	1000	66.0	[4.268303]	[93]	[4.392465]	[93]	[74539040]	[74539040]
314_15886	chr12	124391268	124391668	+	1000	66.0	[8.735081]	[94]	[10.383591]	[94]	[124391459]	[124391459]
314_15887	chr13	30337187	30337587	+	1000	66.0	[6.01237]	[101]	[6.7177763]	[101]	[30337388]	[30337388]
314_15888	chr13	111046842	111047242	+	1000	66.0	[14.211601]	[102]	[11.627113]	[102]	[111047042]	[111047042]
314_15891	chr14	35435151	35435551	+	1000	66.0	[8.669301, 15.292928]	[91, 121]	[10.404763, 16.93431]	[91, 121]	[35435340, 35435370]	[35435340, 35435370]
314_15892	chr14	49882813	49883213	+	1000	66.0	[10.347598, 3.825743]	[70, 105]	[8.669301]	[70]	[49882976, 49883011]	[49882976]
314_15893	chr14	55881839	55882239	+	1000	66.0	[10.383591]	[126]	[8.735081]	[126]	[55882046]	[55882046]
314_15894	chr14	72608287	72608687	+	1000	66.0	[10.383591]	[98]	[8.735081, 3.8293622]	[98, 118]	[72608480]	[72608480, 72608500]
314_15895	chr14	74275122	74275522	+	1000	66.0	[3.7822251]	[98]	[]	[]	[74275319]	[]
314_15896	chr14	91202265	91202665	+	1000	66.0	[]	[]	[3.7824428]	[99]	[]	[91202451]
314_15898	chr15	67879703	67880103	+	1000	66.0	[6.7177763]	[98]	[6.01237]	[98]	[67879899]	[67879899]
314_15899	chr15	82317205	82317605	+	1000	66.0	[]	[]	[3.825743]	[96]	[]	[82317392]
314_159	chr1	109719292	109719692	+	1000	476.0	[10.383591]	[96]	[8.735081]	[96]	[109719487]	[109719487]
314_1590	chr2	23791119	23791519	+	1000	278.0	[8.735081]	[96]	[10.383591]	[96]	[23791314]	[23791314]
314_15900	chr15	85769278	85769678	+	1000	66.0	[6.7177763]	[103]	[6.01237]	[103]	[85769453]	[85769453]
314_15905	chr16	20243676	20244076	+	1000	66.0	[10.376464]	[126]	[8.742208]	[126]	[20243899]	[20243899]
314_15906	chr16	20910738	20911138	+	1000	66.0	[10.376464]	[111]	[8.742208]	[111]	[20910943]	[20910943]
314_15908	chr16	57235707	57236107	+	1000	66.0	[10.383591]	[113]	[8.735081]	[113]	[57235909]	[57235909]
314_15909	chr16	57601896	57602296	+	1000	66.0	[8.669301]	[110]	[10.310684]	[110]	[57602103]	[57602103]
314_1591	chr2	188326687	188327087	+	1000	278.0	[3.825743]	[103]	[]	[]	[188326888]	[]
314_15911	chr16	70156226	70156626	+	1000	66.0	[3.8185804]	[144]	[]	[]	[70156447]	[]
314_15912	chr16	85612149	85612549	+	1000	66.0	[8.735081]	[104]	[10.383591]	[104]	[85612351]	[85612351]
314_15914	chr16	87778991	87779391	+	1000	66.0	[]	[]	[3.839962]	[75]	[]	[87779151]
314_15916	chr17	8362410	8362810	+	1000	66.0	[3.7968774]	[108]	[]	[]	[8362612]	[]
314_15918	chr17	18981912	18982312	+	1000	66.0	[6.7177763]	[115]	[6.01237]	[115]	[18982111]	[18982111]
314_15919	chr17	27978148	27978548	+	1000	66.0	[10.383591]	[101]	[3.923441, 8.735081]	[65, 101]	[27978338]	[27978302, 27978338]
314_1592	chr20	24634748	24635148	+	1000	278.0	[3.951766, 6.7177763]	[81, 91]	[6.01237]	[91]	[24634921, 24634931]	[24634931]
314_15922	chr17	42660703	42661103	+	1000	66.0	[15.292928]	[114]	[16.93431]	[114]	[42660916]	[42660916]
314_15923	chr17	43719632	43720032	+	1000	66.0	[15.292928]	[106]	[16.93431]	[106]	[43719831]	[43719831]
314_15927	chr18	22559724	22560124	+	1000	66.0	[16.93431, 16.93431]	[113, 120]	[15.292928, 15.292928]	[113, 120]	[22559933, 22559940]	[22559933, 22559940]
314_15929	chr18	48998092	48998492	+	1000	66.0	[6.7177763]	[100]	[6.01237]	[100]	[48998291]	[48998291]
314_1593	chr6	14458646	14459046	+	1000	278.0	[]	[]	[3.825743]	[95]	[]	[14458840]
314_15930	chr18	51427036	51427436	+	1000	66.0	[8.735081]	[89]	[10.383591]	[89]	[51427215]	[51427215]
314_15931	chr18	62339613	62340013	+	1000	66.0	[6.7177763, 10.383591]	[94, 113]	[6.01237, 8.735081]	[94, 113]	[62339785, 62339804]	[62339785, 62339804]
314_15932	chr19	2587440	2587840	+	1000	66.0	[6.01237]	[91]	[6.7177763]	[91]	[2587619]	[2587619]
314_15934	chr19	3373100	3373500	+	1000	66.0	[7.6537538]	[111]	[5.076393]	[111]	[3373311]	[3373311]
314_15936	chr19	14384247	14384647	+	1000	66.0	[11.627113, 13.2684965]	[98, 128]	[14.211601, 12.570218]	[98, 128]	[14384425, 14384455]	[14384425, 14384455]
314_15938	chr19	28669789	28670189	+	1000	66.0	[10.383591]	[104]	[8.735081]	[104]	[28669993]	[28669993]
314_1594	chr6	144886638	144887038	+	1000	278.0	[5.018366]	[81]	[7.624888]	[81]	[144886811]	[144886811]
314_15942	chr19	49884750	49885150	+	1000	66.0	[7.6537538]	[106]	[5.076393]	[106]	[49884952]	[49884952]
314_15945	chr2	11342685	11343085	+	1000	66.0	[6.01237]	[93]	[6.7177763]	[93]	[11342872]	[11342872]
314_15948	chr2	69082663	69083063	+	1000	66.0	[5.076393]	[110]	[7.6537538]	[110]	[69082863]	[69082863]
314_1595	chr6	163572558	163572958	+	1000	278.0	[8.735081]	[93]	[10.383591]	[93]	[163572749]	[163572749]
314_15952	chr2	101625255	101625655	+	1000	66.0	[10.383591]	[104]	[8.735081]	[104]	[101625456]	[101625456]
314_15954	chr2	119387738	119388138	+	1000	66.0	[15.292928]	[117]	[16.93431]	[117]	[119387955]	[119387955]
314_15955	chr2	157143875	157144275	+	1000	66.0	[8.735081]	[103]	[10.383591]	[103]	[157144070]	[157144070]
314_15956	chr2	158321188	158321588	+	1000	66.0	[]	[]	[3.923441]	[76]	[]	[158321359]
314_15957	chr2	172000989	172001389	+	1000	66.0	[10.325563]	[69]	[8.706215]	[69]	[172001154]	[172001154]
314_15958	chr2	196105998	196106398	+	1000	66.0	[4.392465]	[95]	[4.268303]	[95]	[196106191]	[196106191]
314_15959	chr2	209029251	209029651	+	1000	66.0	[8.735081]	[107]	[10.383591]	[107]	[209029446]	[209029446]
314_15960	chr2	236712335	236712735	+	1000	66.0	[10.383591]	[98]	[8.735081]	[98]	[236712532]	[236712532]
314_15962	chr20	32656136	32656536	+	1000	66.0	[8.68418]	[78]	[10.318143]	[78]	[32656303]	[32656303]
314_15967	chr20	48120144	48120544	+	1000	66.0	[6.7177763]	[123]	[6.01237]	[123]	[48120363]	[48120363]
314_1597	chr8	10972230	10972630	+	1000	278.0	[8.742208]	[103]	[10.376464]	[103]	[10972432]	[10972432]
314_15970	chr21	29186257	29186657	+	1000	66.0	[8.742208]	[99]	[10.376464, 3.8180497]	[99, 136]	[29186446]	[29186446, 29186483]
314_15972	chr22	20247090	20247490	+	1000	66.0	[]	[]	[3.832835]	[164]	[]	[20247317]
314_15975	chr22	29539076	29539476	+	1000	66.0	[]	[]	[3.9022686]	[103]	[]	[29539269]
314_15976	chr22	30314862	30315262	+	1000	66.0	[10.383591]	[118]	[8.735081]	[118]	[30315073]	[30315073]
314_15977	chr22	40682985	40683385	+	1000	66.0	[6.01237]	[117]	[6.7177763]	[117]	[40683168]	[40683168]
314_1598	chrX	30283480	30283880	+	1000	278.0	[13.2684965]	[110]	[12.570218]	[110]	[30283690]	[30283690]
314_15980	chr3	8857823	8858223	+	1000	66.0	[4.561788]	[147]	[4.430499]	[147]	[8857989]	[8857989]
314_15983	chr3	14640012	14640412	+	1000	66.0	[7.6537538]	[103]	[5.076393]	[103]	[14640214]	[14640214]
314_15986	chr3	33790112	33790512	+	1000	66.0	[11.627113]	[71]	[14.211601]	[71]	[33790277]	[33790277]
314_15988	chr3	43645963	43646363	+	1000	66.0	[]	[]	[3.7968774]	[115]	[]	[43646174]
314_15990	chr3	47760198	47760598	+	1000	66.0	[6.64487]	[98]	[6.088896]	[98]	[47760392]	[47760392]
314_15995	chr3	116059715	116060115	+	1000	66.0	[6.01237]	[138]	[6.7177763]	[138]	[116059940]	[116059940]
314_15996	chr3	128080281	128080681	+	1000	66.0	[15.292928]	[122]	[16.93431]	[122]	[128080493]	[128080493]
314_15997	chr3	151976257	151976657	+	1000	66.0	[16.93431]	[95]	[15.292928]	[95]	[151976436]	[151976436]
314_160	chr15	63896786	63897186	+	1000	476.0	[10.383591]	[99]	[8.735081]	[99]	[63896983]	[63896983]
314_1600	chr1	167628011	167628411	+	1000	277.0	[6.64487]	[124]	[5.946591]	[124]	[167628232]	[167628232]
314_16001	chr3	196274595	196274995	+	1000	66.0	[15.292928]	[109]	[16.93431]	[109]	[196274801]	[196274801]
314_16005	chr4	13561670	13562070	+	1000	66.0	[8.735081]	[107]	[10.383591]	[107]	[13561872]	[13561872]
314_16007	chr4	38518461	38518861	+	1000	66.0	[]	[]	[3.8185804]	[119]	[]	[38518674]
314_16008	chr4	48342433	48342833	+	1000	66.0	[4.399592]	[114]	[4.261176]	[114]	[48342638]	[48342638]
314_1601	chr1	180057885	180058285	+	1000	277.0	[10.383591]	[128]	[8.735081]	[128]	[180058095]	[180058095]
314_16010	chr4	94298815	94299215	+	1000	66.0	[]	[]	[3.8368208]	[134]	[]	[94299044]
314_16011	chr4	98468782	98469182	+	1000	66.0	[4.326686]	[143]	[4.195397]	[143]	[98469021]	[98469021]
314_16012	chr4	98872996	98873396	+	1000	66.0	[3.825743]	[121]	[]	[]	[98873214]	[]
314_16013	chr4	126475704	126476104	+	1000	66.0	[13.2684965, 10.383591]	[104, 111]	[12.570218, 8.735081]	[104, 111]	[126475905, 126475912]	[126475905, 126475912]
314_16015	chr4	146495234	146495634	+	1000	66.0	[4.3635993, 4.225003, 7.6679726]	[84, 153, 160]	[4.2102757, 4.326686, 5.0257483]	[84, 153, 160]	[146495403, 146495472, 146495479]	[146495403, 146495472, 146495479]
314_16018	chr4	183241207	183241607	+	1000	66.0	[8.68418]	[90]	[10.318143]	[90]	[183241395]	[183241395]
314_1602	chr10	24292514	24292914	+	1000	277.0	[8.735081]	[105]	[10.383591]	[105]	[24292711]	[24292711]
314_16020	chr4	186845299	186845699	+	1000	66.0	[11.627113]	[127]	[14.211601]	[127]	[186845500]	[186845500]
314_16022	chr5	90529433	90529833	+	1000	66.0	[8.749299]	[98]	[10.332946]	[98]	[90529627]	[90529627]
314_16025	chr5	115351346	115351746	+	1000	66.0	[3.825743]	[112]	[]	[]	[115351541]	[]
314_16027	chr5	127988055	127988455	+	1000	66.0	[8.735081]	[107]	[10.383591]	[107]	[127988252]	[127988252]
314_1603	chr12	26691502	26691902	+	1000	277.0	[10.376464, 11.627113]	[102, 113]	[8.742208, 14.211601]	[102, 113]	[26691702, 26691713]	[26691702, 26691713]
314_16030	chr5	142506035	142506435	+	1000	66.0	[5.076393]	[97]	[7.6537538]	[97]	[142506229]	[142506229]
314_16037	chr6	15621708	15622108	+	1000	66.0	[7.587974]	[168]	[5.097565]	[168]	[15621940]	[15621940]
314_16038	chr6	16752495	16752895	+	1000	66.0	[15.292928, 7.624888]	[100, 135]	[16.93431, 5.018366]	[100, 135]	[16752683, 16752718]	[16752683, 16752718]
314_1604	chr15	45183027	45183427	+	1000	277.0	[6.7177763]	[105]	[6.01237]	[105]	[45183232]	[45183232]
314_16040	chr6	18506378	18506778	+	1000	66.0	[11.627113]	[107]	[14.211601]	[107]	[18506579]	[18506579]
