#PeakID(python identify_motif.py ./ENCODE_processed_files/GABPA_idr.fa GABPA --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
0_14966	chr5	138331748	138332148	+	1000	55.0	[]	[]	[6.4724874]	[149]	[]	[138331960]
0_1497	chr2	121736694	121737094	+	1000	551.0	[]	[]	[6.6482825]	[122]	[]	[121736915]
0_1498	chr2	169694240	169694640	+	1000	551.0	[]	[]	[11.617513]	[88]	[]	[169694425]
0_14992	chr6	47414704	47415104	+	1000	55.0	[]	[]	[16.797768]	[143]	[]	[47414935]
0_14993	chr6	52361731	52362131	+	1000	55.0	[]	[]	[8.6276045]	[230]	[]	[52361977]
0_14994	chr6	70242086	70242486	+	1000	55.0	[10.330545]	[133]	[]	[]	[70242309]	[]
0_14995	chr6	73309282	73309682	+	1000	55.0	[]	[]	[7.7623734]	[118]	[]	[73309476]
0_14997	chr6	84062538	84062938	+	1000	55.0	[11.124158]	[170]	[]	[]	[84062782]	[]
0_15	chr16	2603125	2603525	+	1000	815.0	[7.138499]	[71]	[10.539888]	[78]	[2603296]	[2603303]
0_150	chr12	6970533	6970933	+	1000	771.0	[]	[]	[8.386707]	[102]	[]	[6970734]
0_1500	chr3	49856356	49856756	+	1000	551.0	[12.044184]	[108]	[11.617513]	[123]	[49856560]	[49856575]
0_15006	chr6	155449369	155449769	+	1000	55.0	[10.020014]	[114]	[9.12982, 9.38153]	[89, 97]	[155449572]	[155449547, 155449555]
0_15007	chr6	164331033	164331433	+	1000	55.0	[9.829766, 8.835999, 8.548608]	[57, 76, 113]	[]	[]	[164331184, 164331203, 164331240]	[]
0_1501	chr1	217630930	217631330	+	1000	550.0	[9.093816, 7.506938]	[123, 139]	[]	[]	[217631148, 217631164]	[]
0_15013	chr7	37342633	37343033	+	1000	55.0	[16.797768]	[99]	[]	[]	[37342832]	[]
0_15014	chr7	37833475	37833875	+	1000	55.0	[6.5954204]	[138]	[7.326121]	[170]	[37833691]	[37833723]
0_15026	chr8	18061377	18061777	+	1000	55.0	[]	[]	[9.915027]	[112]	[]	[18061588]
0_15032	chr9	95570676	95571076	+	1000	55.0	[11.110148]	[91]	[14.022644]	[98]	[95570865]	[95570872]
0_15046	chrX	134566544	134566944	+	1000	55.0	[]	[]	[8.548608, 11.07903]	[82, 89]	[]	[134566709, 134566716]
0_15049	chr1	15886176	15886576	+	1000	54.0	[]	[]	[8.286511]	[168]	[]	[15886352]
0_15069	chr1	116762872	116763272	+	1000	54.0	[]	[]	[15.100268]	[103]	[]	[116763040]
0_1507	chr6	110874524	110874924	+	1000	549.0	[14.504025]	[109]	[]	[]	[110874724]	[]
0_15070	chr1	117644740	117645140	+	1000	54.0	[9.110655]	[189]	[]	[]	[117644953]	[]
0_15071	chr1	156958234	156958634	+	1000	54.0	[6.9395175]	[94]	[11.589661]	[123]	[156958408]	[156958437]
0_15073	chr1	160997330	160997730	+	1000	54.0	[]	[]	[7.613551, 10.993419]	[119, 192]	[]	[160997484, 160997557]
0_1508	chr7	7640459	7640859	+	1000	549.0	[]	[]	[10.539888, 8.679172, 9.115549]	[66, 105, 130]	[]	[7640612, 7640651, 7640676]
0_15080	chr1	191888979	191889379	+	1000	54.0	[]	[]	[6.911281]	[58]	[]	[191889133]
0_15081	chr1	201540156	201540556	+	1000	54.0	[11.07903]	[158]	[]	[]	[201540336]	[]
0_15084	chr1	203674059	203674459	+	1000	54.0	[7.571145]	[109]	[8.952971]	[150]	[203674237]	[203674278]
0_15090	chr1	244319515	244319915	+	1000	54.0	[7.921641]	[183]	[7.979851]	[151]	[244319750]	[244319718]
0_15094	chr10	12214853	12215253	+	1000	54.0	[10.137757, 11.02127]	[111, 141]	[]	[]	[12215054, 12215084]	[]
0_151	chr12	49567928	49568328	+	1000	771.0	[11.258278, 9.915027]	[110, 143]	[]	[]	[49568132, 49568165]	[]
0_1510	chr1	52033618	52034018	+	1000	548.0	[8.679172, 13.397782]	[87, 135]	[11.617513]	[118]	[52033799, 52033847]	[52033830]
0_15101	chr10	60446821	60447221	+	1000	54.0	[]	[]	[11.807504]	[127]	[]	[60447041]
0_15102	chr10	68563076	68563476	+	1000	54.0	[16.797768]	[111]	[]	[]	[68563276]	[]
0_15107	chr10	95758647	95759047	+	1000	54.0	[]	[]	[15.100268, 10.622659]	[67, 97]	[]	[95758803, 95758833]
0_1511	chr17	42824068	42824468	+	1000	548.0	[7.3139396]	[96]	[8.107761]	[132]	[42824264]	[42824300]
0_15114	chr11	1947080	1947480	+	1000	54.0	[]	[]	[7.280992]	[138]	[]	[1947267]
0_15115	chr11	16299856	16300256	+	1000	54.0	[]	[]	[12.187773]	[116]	[]	[16300059]
0_15120	chr11	65420044	65420444	+	1000	54.0	[]	[]	[10.485287]	[109]	[]	[65420241]
0_15122	chr11	66020937	66021337	+	1000	54.0	[14.504025]	[129]	[8.42165]	[146]	[66021161]	[66021178]
0_1513	chr2	73828767	73829167	+	1000	548.0	[]	[]	[7.8970804]	[87]	[]	[73828949]
0_15131	chr11	95299290	95299690	+	1000	54.0	[11.700283]	[62]	[]	[]	[95299442]	[]
0_1514	chr6	149545946	149546346	+	1000	548.0	[7.5685887, 7.7476707]	[102, 106]	[]	[]	[149546144, 149546148]	[]
0_15143	chr12	75977906	75978306	+	1000	54.0	[]	[]	[10.951742]	[98]	[]	[75978088]
0_15145	chr12	89862819	89863219	+	1000	54.0	[10.020014]	[106]	[11.700283, 9.076296]	[132, 138]	[89862981]	[89863007, 89863013]
0_15146	chr12	102376225	102376625	+	1000	54.0	[9.499273]	[145]	[]	[]	[102376450]	[]
0_15148	chr12	108826715	108827115	+	1000	54.0	[]	[]	[7.1677146]	[183]	[]	[108826955]
0_1515	chr7	149028353	149028753	+	1000	548.0	[]	[]	[9.727931]	[116]	[]	[149028557]
0_15157	chr13	30696239	30696639	+	1000	54.0	[16.797768]	[84]	[7.988447, 8.31793]	[65, 128]	[30696414]	[30696395, 30696458]
0_15158	chr13	33494867	33495267	+	1000	54.0	[12.1667385, 10.402516]	[85, 98]	[]	[]	[33495036, 33495049]	[]
0_1516	chr12	28190260	28190660	+	1000	547.0	[8.679172]	[89]	[]	[]	[28190443]	[]
0_15162	chr13	93310102	93310502	+	1000	54.0	[9.643549, 6.5708704]	[136, 143]	[]	[]	[93310328, 93310335]	[]
0_15163	chr14	34043725	34044125	+	1000	54.0	[8.814277]	[110]	[]	[]	[34043920]	[]
0_15165	chr14	89165436	89165836	+	1000	54.0	[10.144581]	[126]	[]	[]	[89165600]	[]
0_15171	chr15	69760713	69761113	+	1000	54.0	[7.4241676]	[149]	[]	[]	[69760921]	[]
0_15174	chr15	81294006	81294406	+	1000	54.0	[]	[]	[6.4690347, 13.584, 11.379836]	[87, 107, 135]	[]	[81294187, 81294207, 81294235]
0_15176	chr15	91075867	91076267	+	1000	54.0	[8.31793]	[101]	[14.337926]	[121]	[91076061]	[91076081]
0_15177	chr15	95018858	95019258	+	1000	54.0	[]	[]	[16.797768]	[110]	[]	[95019067]
0_15179	chr16	2514563	2514963	+	1000	54.0	[11.258278]	[126]	[]	[]	[2514742]	[]
0_15186	chr16	89508725	89509125	+	1000	54.0	[]	[]	[6.8920207]	[179]	[]	[89508964]
0_15194	chr17	30731390	30731790	+	1000	54.0	[]	[]	[7.4575276]	[226]	[]	[30731634]
0_152	chr15	23565430	23565830	+	1000	771.0	[6.7124143, 7.4575276]	[71, 149]	[8.964536]	[82]	[23565597, 23565675]	[23565608]
0_15200	chr17	55420776	55421176	+	1000	54.0	[7.344563]	[83]	[]	[]	[55420939]	[]
0_15206	chr18	814388	814788	+	1000	54.0	[]	[]	[8.141542]	[141]	[]	[814585]
0_15209	chr18	8142154	8142554	+	1000	54.0	[14.504025]	[97]	[]	[]	[8142338]	[]
0_15212	chr18	50038397	50038797	+	1000	54.0	[8.441496]	[174]	[]	[]	[50038622]	[]
0_15214	chr19	1856652	1857052	+	1000	54.0	[9.155027]	[140]	[]	[]	[1856872]	[]
0_15220	chr19	13069611	13070011	+	1000	54.0	[]	[]	[6.973317]	[69]	[]	[13069764]
0_15221	chr19	13836826	13837226	+	1000	54.0	[10.310681]	[147]	[8.166533, 11.110148]	[87, 118]	[13837049]	[13836989, 13837020]
0_1523	chr19	41263701	41264101	+	1000	547.0	[]	[]	[11.230427]	[96]	[]	[41263887]
0_15232	chr2	1162975	1163375	+	1000	54.0	[]	[]	[16.797768, 16.797768, 16.797768]	[75, 104, 132]	[]	[1163142, 1163171, 1163199]
0_15233	chr2	10408296	10408696	+	1000	54.0	[6.7089868]	[136]	[]	[]	[10408530]	[]
0_15234	chr2	26772244	26772644	+	1000	54.0	[7.8347]	[77]	[8.446307, 10.605342]	[87, 123]	[26772417]	[26772427, 26772463]
0_15236	chr2	38376519	38376919	+	1000	54.0	[8.677165]	[85]	[]	[]	[38376683]	[]
0_15239	chr2	64260730	64261130	+	1000	54.0	[]	[]	[10.937941, 13.397782]	[97, 111]	[]	[64260913, 64260927]
0_15240	chr2	72887674	72888074	+	1000	54.0	[]	[]	[10.937941]	[128]	[]	[72887890]
0_1525	chr20	16729785	16730185	+	1000	547.0	[7.9993815, 8.907843]	[124, 143]	[]	[]	[16730002, 16730021]	[]
0_15251	chr2	196601875	196602275	+	1000	54.0	[13.28716, 11.42543]	[125, 143]	[6.487413]	[96]	[196602091, 196602109]	[196602062]
0_15258	chr20	46014179	46014579	+	1000	54.0	[]	[]	[7.252482]	[215]	[]	[46014421]
0_15267	chr22	22802353	22802753	+	1000	54.0	[6.506861]	[92]	[]	[]	[22802519]	[]
0_15277	chr3	46538751	46539151	+	1000	54.0	[14.504025]	[130]	[]	[]	[46538930]	[]
0_15278	chr3	71227245	71227645	+	1000	54.0	[]	[]	[6.645546]	[164]	[]	[71227495]
0_15282	chr3	121834839	121835239	+	1000	54.0	[]	[]	[6.8594165]	[129]	[]	[121835059]
0_15284	chr3	155069749	155070149	+	1000	54.0	[]	[]	[13.864238, 13.397782]	[112, 138]	[]	[155069936, 155069962]
0_15289	chr4	39353887	39354287	+	1000	54.0	[8.46734]	[93]	[]	[]	[39354062]	[]
0_15293	chr4	173168303	173168703	+	1000	54.0	[]	[]	[7.914823]	[149]	[]	[173168547]
0_15294	chr5	6407911	6408311	+	1000	54.0	[]	[]	[6.7089868]	[150]	[]	[6408161]
0_15295	chr5	17118612	17119012	+	1000	54.0	[10.951742, 6.7377725]	[103, 169]	[]	[]	[17118785, 17118851]	[]
0_15296	chr5	40841268	40841668	+	1000	54.0	[]	[]	[7.710163]	[179]	[]	[40841502]
0_153	chr17	59707303	59707703	+	1000	771.0	[8.428553]	[119]	[]	[]	[59707503]	[]
0_15311	chr6	7137587	7137987	+	1000	54.0	[10.485287, 6.651009]	[129, 135]	[]	[]	[7137785, 7137791]	[]
0_15314	chr6	15922469	15922869	+	1000	54.0	[9.56736, 9.784637]	[111, 185]	[]	[]	[15922633, 15922707]	[]
0_1532	chr4	41990315	41990715	+	1000	546.0	[10.402516]	[58]	[]	[]	[41990471]	[]
0_15321	chr6	34196364	34196764	+	1000	54.0	[6.811417]	[112]	[]	[]	[34196555]	[]
0_15328	chr6	67362947	67363347	+	1000	54.0	[8.967373]	[137]	[8.166069]	[155]	[67363167]	[67363185]
0_1533	chr6	30682540	30682940	+	1000	546.0	[11.07903]	[104]	[]	[]	[30682737]	[]
0_15336	chr6	150866191	150866591	+	1000	54.0	[]	[]	[6.8660955]	[155]	[]	[150866436]
0_15337	chr7	5643237	5643637	+	1000	54.0	[]	[]	[11.379836, 13.397782, 10.827319]	[77, 100, 150]	[]	[5643402, 5643425, 5643475]
0_1534	chrX	100820169	100820569	+	1000	546.0	[]	[]	[7.326121, 7.596274]	[106, 127]	[]	[100820372, 100820393]
0_15341	chr7	39589638	39590038	+	1000	54.0	[]	[]	[7.8707037]	[129]	[]	[39589820]
0_15349	chr7	103810241	103810641	+	1000	54.0	[]	[]	[8.31793]	[122]	[]	[103810442]
0_1535	chr1	61724932	61725332	+	1000	545.0	[6.7825537, 10.402516]	[105, 116]	[]	[]	[61725133, 61725144]	[]
0_15354	chr7	148697487	148697887	+	1000	54.0	[]	[]	[14.455669]	[72]	[]	[148697652]
0_15359	chr7	157401711	157402111	+	1000	54.0	[11.10404]	[123]	[]	[]	[157401913]	[]
0_1536	chr11	72103097	72103497	+	1000	545.0	[9.804404]	[92]	[]	[]	[72103283]	[]
0_15360	chr8	12753992	12754392	+	1000	54.0	[]	[]	[7.599541]	[117]	[]	[12754204]
0_15363	chr8	58554008	58554408	+	1000	54.0	[]	[]	[9.82464]	[187]	[]	[58554252]
0_15365	chr8	73371708	73372108	+	1000	54.0	[13.885272]	[141]	[]	[]	[73371884]	[]
0_15368	chr8	124772182	124772582	+	1000	54.0	[7.613551]	[178]	[10.735237]	[144]	[124772417]	[124772383]
0_1537	chr12	96907028	96907428	+	1000	545.0	[9.157671]	[86]	[]	[]	[96907209]	[]
0_15382	chr9	132799051	132799451	+	1000	54.0	[]	[]	[6.592336]	[180]	[]	[132799295]
0_15390	chrX	135171036	135171436	+	1000	54.0	[15.100268]	[166]	[]	[]	[135171275]	[]
0_15393	chr1	15328783	15329183	+	1000	53.0	[]	[]	[7.488263]	[174]	[]	[15329021]
0_15395	chr1	23559490	23559890	+	1000	53.0	[]	[]	[7.851252]	[116]	[]	[23559683]
0_1540	chr20	45415911	45416311	+	1000	545.0	[]	[]	[7.9426746, 6.6482825]	[56, 127]	[]	[45416067, 45416138]
0_15404	chr1	46220831	46221231	+	1000	53.0	[7.3963165, 12.1667385]	[84, 108]	[7.272987]	[117]	[46221006, 46221030]	[46221039]
0_1541	chr9	93453403	93453803	+	1000	545.0	[]	[]	[7.9426746]	[90]	[]	[93453590]
0_15410	chr1	89632691	89633091	+	1000	53.0	[]	[]	[9.8456745]	[140]	[]	[89632920]
0_15412	chr1	109162249	109162649	+	1000	53.0	[]	[]	[11.124158]	[72]	[]	[109162408]
0_15415	chr1	116515043	116515443	+	1000	53.0	[10.945063]	[99]	[]	[]	[116515215]	[]
0_15418	chr1	151327331	151327731	+	1000	53.0	[6.731053]	[132]	[]	[]	[151327488]	[]
0_15420	chr1	183989069	183989469	+	1000	53.0	[]	[]	[11.290258, 8.656987]	[74, 128]	[]	[183989227, 183989281]
0_15424	chr1	207049896	207050296	+	1000	53.0	[]	[]	[7.376844]	[142]	[]	[207050123]
0_15426	chr1	212532538	212532938	+	1000	53.0	[6.6204314]	[88]	[]	[]	[212532707]	[]
0_15428	chr1	236086500	236086900	+	1000	53.0	[]	[]	[11.258278, 6.6204314]	[104, 116]	[]	[236086673, 236086685]
0_1543	chr10	94362792	94363192	+	1000	544.0	[]	[]	[11.617513]	[97]	[]	[94362980]
0_15434	chr10	30494000	30494400	+	1000	53.0	[]	[]	[11.543174]	[64]	[]	[30494161]
0_15436	chr10	44978727	44979127	+	1000	53.0	[6.5713253]	[133]	[]	[]	[44978959]	[]
0_15437	chr10	69087803	69088203	+	1000	53.0	[]	[]	[8.747017]	[161]	[]	[69088024]
0_1544	chr15	50354760	50355160	+	1000	544.0	[9.59458]	[90]	[]	[]	[50354943]	[]
0_15440	chr10	72274477	72274877	+	1000	53.0	[13.28716]	[105]	[]	[]	[72274669]	[]
0_15442	chr10	97687053	97687453	+	1000	53.0	[]	[]	[8.237886]	[228]	[]	[97687304]
0_15448	chr10	131018844	131019244	+	1000	53.0	[7.8075023]	[144]	[6.4885178]	[89]	[131019067]	[131019012]
0_1545	chr4	39527726	39528126	+	1000	544.0	[6.8708754]	[146]	[7.4623065]	[128]	[39527968]	[39527950]
0_15451	chr11	20477578	20477978	+	1000	53.0	[16.797768]	[199]	[]	[]	[20477814]	[]
0_15452	chr11	34464555	34464955	+	1000	53.0	[11.196773]	[103]	[]	[]	[34464736]	[]
0_15460	chr12	2845351	2845751	+	1000	53.0	[11.124158]	[167]	[8.08774]	[149]	[2845559]	[2845541]
0_15466	chr12	48198126	48198526	+	1000	53.0	[8.895008]	[106]	[]	[]	[48198310]	[]
0_15468	chr12	53757035	53757435	+	1000	53.0	[7.344563]	[194]	[]	[]	[53757270]	[]
0_1547	chr2	73234065	73234465	+	1000	543.0	[10.485287]	[100]	[10.402516]	[83]	[73234260]	[73234243]
0_15471	chr12	108855811	108856211	+	1000	53.0	[7.138499]	[152]	[]	[]	[108856047]	[]
0_15473	chr12	118357474	118357874	+	1000	53.0	[13.885272]	[129]	[]	[]	[118357685]	[]
0_15478	chr12	124988914	124989314	+	1000	53.0	[8.561428]	[115]	[]	[]	[124989120]	[]
0_15485	chr14	52265258	52265658	+	1000	53.0	[]	[]	[7.692846]	[78]	[]	[52265418]
0_1549	chr3	14178578	14178978	+	1000	543.0	[8.324748]	[98]	[6.5993977]	[70]	[14178770]	[14178742]
0_15490	chr15	27970668	27971068	+	1000	53.0	[]	[]	[11.341048]	[120]	[]	[27970873]
0_15498	chr15	66679764	66680164	+	1000	53.0	[]	[]	[7.138499]	[182]	[]	[66680003]
0_15499	chr15	67064962	67065362	+	1000	53.0	[12.161927, 7.940522]	[75, 156]	[]	[]	[67065130, 67065211]	[]
0_15510	chr16	67959531	67959931	+	1000	53.0	[]	[]	[8.683983]	[126]	[]	[67959743]
0_15512	chr16	75245093	75245493	+	1000	53.0	[]	[]	[16.797768, 8.122154]	[128, 153]	[]	[75245302, 75245327]
0_15514	chr16	84504542	84504942	+	1000	53.0	[]	[]	[11.748494]	[210]	[]	[84504778]
0_1552	chr16	58515308	58515708	+	1000	542.0	[]	[]	[11.617513]	[82]	[]	[58515485]
0_15520	chr17	27293851	27294251	+	1000	53.0	[6.8602724]	[89]	[]	[]	[27294013]	[]
0_15522	chr17	28865319	28865719	+	1000	53.0	[7.1111274]	[220]	[]	[]	[28865554]	[]
0_15523	chr17	29592920	29593320	+	1000	53.0	[10.374664]	[116]	[]	[]	[29593126]	[]
0_15527	chr17	60941014	60941414	+	1000	53.0	[6.6285024]	[140]	[]	[]	[60941200]	[]
0_15528	chr17	63405678	63406078	+	1000	53.0	[8.060418]	[101]	[]	[]	[63405866]	[]
0_15529	chr17	76029426	76029826	+	1000	53.0	[12.044184]	[157]	[8.936685, 8.952971]	[71, 75]	[76029672]	[76029586, 76029590]
0_15531	chr17	78645819	78646219	+	767	53.0	[]	[]	[10.16484]	[133]	[]	[78646029]
0_15532	chr17	78979849	78980249	+	1000	53.0	[8.628059]	[185]	[]	[]	[78980059]	[]
0_15534	chr18	13614728	13615128	+	1000	53.0	[]	[]	[11.230427, 8.952971]	[81, 85]	[]	[13614904, 13614908]
0_15544	chr19	17245182	17245582	+	1000	53.0	[12.75817]	[100]	[]	[]	[17245364]	[]
0_15548	chr19	42302379	42302779	+	1000	53.0	[7.1111274]	[169]	[]	[]	[42302563]	[]
0_1555	chrX	2630395	2630795	+	1000	542.0	[14.504025, 9.695049, 14.504025]	[86, 114, 142]	[]	[]	[2630567, 2630595, 2630623]	[]
0_15558	chr19	54518803	54519203	+	1000	53.0	[13.077335]	[91]	[]	[]	[54518983]	[]
0_15561	chr2	24011144	24011544	+	1000	53.0	[6.5713253]	[155]	[]	[]	[24011372]	[]
0_15562	chr2	27489587	27489987	+	1000	53.0	[]	[]	[6.7815404]	[123]	[]	[27489808]
0_15565	chr2	39513539	39513939	+	1000	53.0	[]	[]	[12.75817]	[190]	[]	[39513758]
0_15568	chr2	76491472	76491872	+	1000	53.0	[12.187773]	[105]	[]	[]	[76491671]	[]
0_1557	chr3	9749757	9750157	+	1000	541.0	[11.258278]	[90]	[]	[]	[9749945]	[]
0_15572	chr2	170143036	170143436	+	1000	53.0	[]	[]	[6.819938]	[179]	[]	[170143271]
0_15573	chr2	170409109	170409509	+	1000	53.0	[]	[]	[7.0231366]	[120]	[]	[170409307]
0_15576	chr2	199455609	199456009	+	1000	53.0	[16.797768]	[107]	[]	[]	[199455760]	[]
0_15577	chr2	201233146	201233546	+	1000	53.0	[]	[]	[14.504025]	[86]	[]	[201233308]
0_1558	chr1	209827694	209828094	+	1000	540.0	[]	[]	[7.252482]	[102]	[]	[209827894]
0_15580	chr2	219230161	219230561	+	1000	53.0	[14.741034]	[145]	[]	[]	[219230392]	[]
0_15581	chr20	4064485	4064885	+	1000	53.0	[]	[]	[12.187773]	[136]	[]	[4064721]
0_15584	chr20	34713334	34713734	+	1000	53.0	[]	[]	[10.485287]	[160]	[]	[34713556]
0_1559	chr13	111153442	111153842	+	1000	540.0	[11.617513, 14.504025]	[104, 123]	[6.8594165]	[134]	[111153646, 111153665]	[111153676]
0_15590	chr20	53578594	53578994	+	1000	53.0	[7.7140174]	[100]	[7.0619245]	[129]	[53578760]	[53578789]
0_15591	chr20	62065908	62066308	+	1000	53.0	[]	[]	[7.1111274]	[187]	[]	[62066097]
0_156	chr21	46286076	46286476	+	1000	771.0	[10.85517]	[103]	[]	[]	[46286276]	[]
0_1560	chr17	14069306	14069706	+	1000	540.0	[]	[]	[11.617513]	[84]	[]	[14069484]
0_15605	chr3	36969929	36970329	+	1000	53.0	[8.169939, 7.501411, 7.156256]	[115, 171, 185]	[]	[]	[36970092, 36970148, 36970162]	[]
0_15609	chr3	129305774	129306174	+	1000	53.0	[9.804404]	[148]	[]	[]	[129305989]	[]
0_1561	chr2	178112210	178112610	+	1000	540.0	[7.979851]	[86]	[7.7623734]	[133]	[178112392]	[178112439]
0_15611	chr3	143973040	143973440	+	1000	53.0	[]	[]	[8.835999]	[124]	[]	[143973249]
0_15613	chr3	182233953	182234353	+	1000	53.0	[11.230427, 11.680546]	[111, 155]	[]	[]	[182234148, 182234192]	[]
0_15616	chr3	195271391	195271791	+	1000	53.0	[]	[]	[9.254243]	[154]	[]	[195271607]
0_1563	chr5	139341637	139342037	+	1000	540.0	[11.02127]	[101]	[8.403745]	[87]	[139341837]	[139341823]
0_15635	chr5	89396559	89396959	+	1000	53.0	[]	[]	[8.569641]	[136]	[]	[89396742]
0_15639	chr5	141651255	141651655	+	1000	53.0	[]	[]	[6.4690347]	[81]	[]	[141651410]
0_1564	chr9	4679356	4679756	+	1000	540.0	[]	[]	[13.315012]	[84]	[]	[4679539]
0_15642	chr5	150488536	150488936	+	1000	53.0	[]	[]	[7.3897166]	[131]	[]	[150488753]
0_15652	chr6	29490724	29491124	+	1000	53.0	[]	[]	[8.141542]	[81]	[]	[29490900]
0_15655	chr6	37643947	37644347	+	1000	53.0	[8.12094, 8.12094, 8.12094, 8.12094]	[89, 109, 129, 148]	[]	[]	[37644113, 37644133, 37644153, 37644172]	[]
0_15658	chr6	43143687	43144087	+	1000	53.0	[7.0034285]	[73]	[]	[]	[43143843]	[]
0_1566	chr18	74597631	74598031	+	1000	539.0	[8.787787]	[137]	[10.85517, 10.617495]	[100, 123]	[74597859]	[74597822, 74597845]
0_15665	chr6	150094629	150095029	+	1000	53.0	[8.19779, 11.482137]	[103, 146]	[]	[]	[150094815, 150094858]	[]
0_15669	chr7	1044000	1044400	+	1000	53.0	[10.650471]	[94]	[]	[]	[1044182]	[]
0_15671	chr7	4738761	4739161	+	1000	53.0	[13.584]	[97]	[]	[]	[4738926]	[]
0_15672	chr7	16668134	16668534	+	1000	53.0	[]	[]	[7.352951]	[71]	[]	[16668295]
0_15673	chr7	17041277	17041677	+	1000	53.0	[14.022644]	[104]	[]	[]	[17041453]	[]
0_1568	chr5	178130818	178131218	+	1000	539.0	[7.596274]	[80]	[]	[]	[178130998]	[]
0_15687	chr7	137882293	137882693	+	1000	53.0	[7.8970804]	[98]	[]	[]	[137882486]	[]
0_15689	chr8	8549230	8549630	+	1000	53.0	[9.887399, 10.85517]	[80, 103]	[]	[]	[8549396, 8549419]	[]
0_1569	chr1	6579794	6580194	+	1000	538.0	[9.669839]	[89]	[]	[]	[6579979]	[]
0_15690	chr8	21908917	21909317	+	1000	53.0	[11.589661]	[115]	[12.187773]	[68]	[21909128]	[21909081]
0_15693	chr8	92965319	92965719	+	1000	53.0	[]	[]	[8.569641, 6.710019]	[72, 79]	[]	[92965472, 92965479]
0_1570	chr2	61764285	61764685	+	1000	538.0	[]	[]	[8.853755]	[58]	[]	[61764441]
0_15701	chr8	144448528	144448928	+	1000	53.0	[]	[]	[7.569826]	[101]	[]	[144448684]
0_15705	chr9	113187945	113188345	+	1000	53.0	[]	[]	[16.797768]	[89]	[]	[113188111]
0_15708	chr9	122252734	122253134	+	1000	53.0	[14.337926, 7.391574]	[130, 177]	[]	[]	[122252935, 122252982]	[]
0_15715	chr9	136619715	136620115	+	1000	53.0	[]	[]	[8.166533]	[111]	[]	[136619915]
0_1572	chr5	77030190	77030590	+	1000	538.0	[13.538871]	[80]	[]	[]	[77030367]	[]
0_15723	chrX	39491458	39491858	+	1000	53.0	[10.402516]	[117]	[7.692846]	[87]	[39491669]	[39491639]
0_15734	chr1	30758721	30759121	+	1000	52.0	[]	[]	[12.479856]	[112]	[]	[30758913]
0_15736	chr1	40713067	40713467	+	1000	52.0	[11.404396, 13.885272, 7.2887926]	[81, 101, 138]	[]	[]	[40713231, 40713251, 40713288]	[]
0_15744	chr1	109389889	109390289	+	1000	52.0	[9.829766]	[197]	[]	[]	[109390116]	[]
0_15745	chr1	113914186	113914586	+	1000	52.0	[11.42543]	[83]	[]	[]	[113914343]	[]
0_1575	chr12	69585266	69585666	+	1000	537.0	[11.617513]	[76]	[]	[]	[69585442]	[]
0_15754	chr1	161021277	161021677	+	1000	52.0	[11.562802]	[84]	[10.131039]	[141]	[161021435]	[161021492]
0_15755	chr1	167553529	167553929	+	1000	52.0	[]	[]	[11.10404]	[162]	[]	[167553752]
0_15756	chr1	167632256	167632656	+	1000	52.0	[14.455669]	[179]	[6.773451]	[107]	[167632499]	[167632427]
0_15757	chr1	182586395	182586795	+	1000	52.0	[10.374664, 11.10404]	[226, 232]	[]	[]	[182586633, 182586639]	[]
0_1576	chr13	72781908	72782308	+	1000	537.0	[9.157671]	[136]	[]	[]	[72782139]	[]
0_15766	chr10	15603556	15603956	+	1000	52.0	[13.28716]	[98]	[]	[]	[15603747]	[]
0_15768	chr10	23438902	23439302	+	1000	52.0	[6.4690347]	[154]	[]	[]	[23439130]	[]
0_15769	chr10	25016693	25017093	+	1000	52.0	[6.710019]	[162]	[]	[]	[25016910]	[]
0_15772	chr10	33248656	33249056	+	1000	52.0	[]	[]	[13.077335]	[115]	[]	[33248837]
0_15774	chr10	49166014	49166414	+	1000	52.0	[]	[]	[6.7648544]	[125]	[]	[49166206]
0_15780	chr10	88114207	88114607	+	1000	52.0	[7.530035]	[95]	[7.1398635]	[137]	[88114360]	[88114402]
0_1579	chr16	13919966	13920366	+	1000	536.0	[]	[]	[7.6212845]	[95]	[]	[13920151]
0_15791	chr11	46243136	46243536	+	1000	52.0	[9.093816]	[101]	[]	[]	[46243327]	[]
0_15796	chr11	68212709	68213109	+	1000	52.0	[8.106905]	[108]	[]	[]	[68212910]	[]
0_15797	chr11	69925718	69926118	+	1000	52.0	[8.952971, 6.6204314, 6.4690347]	[99, 103, 155]	[]	[]	[69925913, 69925917, 69925969]	[]
0_15799	chr11	76860446	76860846	+	1000	52.0	[8.936685]	[144]	[8.785288]	[122]	[76860683]	[76860661]
0_158	chr12	56118022	56118422	+	1000	770.0	[6.791317]	[100]	[11.841372, 7.0025306]	[110, 116]	[56118219]	[56118229, 56118235]
0_15805	chr12	10721879	10722279	+	1000	52.0	[7.4241676]	[91]	[]	[]	[10722070]	[]
0_15812	chr12	75722623	75723023	+	1000	52.0	[12.1667385]	[161]	[6.763289, 6.902227]	[90, 146]	[75722861]	[75722790, 75722846]
