#PeakID(python identify_motif.py ./ENCODE_processed_files/FOXJ2_idr.fa FOXJ2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
303_17567	chr2	205024903	205025303	+	824	35.0	[]	[]	[12.067478]	[86]	[]	[205025089]
303_17583	chr20	23366436	23366836	+	948	35.0	[]	[]	[7.3291993]	[156]	[]	[23366636]
303_17618	chr22	21767489	21767889	+	1000	35.0	[8.325381]	[232]	[]	[]	[21767732]	[]
303_1762	chr6	2841256	2841656	+	1000	99.0	[7.3291993, 6.4206944]	[120, 158]	[]	[]	[2841466, 2841504]	[]
303_17620	chr22	21797092	21797492	+	1000	35.0	[6.5088143]	[170]	[]	[]	[21797316]	[]
303_17638	chr22	23010687	23011087	+	1000	35.0	[]	[]	[6.5088143]	[154]	[]	[23010862]
303_1764	chr6	36334936	36335336	+	1000	99.0	[]	[]	[12.285931]	[174]	[]	[36335174]
303_17644	chr22	23256613	23257013	+	1000	35.0	[6.4206944]	[183]	[]	[]	[23256797]	[]
303_17660	chr3	14439459	14439859	+	1000	35.0	[8.325381]	[132]	[]	[]	[14439669]	[]
303_17671	chr3	51384686	51385086	+	1000	35.0	[]	[]	[6.4206944]	[128]	[]	[51384839]
303_17673	chr3	71245023	71245423	+	1000	35.0	[12.285931]	[200]	[]	[]	[71245264]	[]
303_1768	chr8	125273192	125273592	+	1000	99.0	[8.325381]	[113]	[]	[]	[125273393]	[]
303_17682	chr3	129686923	129687323	+	1000	35.0	[12.285931]	[66]	[8.1802225]	[120]	[129687078]	[129687132]
303_17691	chr3	171811451	171811851	+	1000	35.0	[6.5088143]	[191]	[10.381243]	[134]	[171811669]	[171811612]
303_17694	chr3	182793290	182793690	+	1000	35.0	[6.2755356]	[114]	[]	[]	[182793501]	[]
303_1770	chr1	23793394	23793794	+	1000	98.0	[6.5088143]	[94]	[]	[]	[23793582]	[]
303_17704	chr4	24551962	24552362	+	630	35.0	[12.067478]	[136]	[]	[]	[24552156]	[]
303_1771	chr1	93672066	93672466	+	1000	98.0	[]	[]	[12.285931]	[103]	[]	[93672269]
303_17713	chr4	79603630	79604030	+	1000	35.0	[12.285931]	[146]	[]	[]	[79603860]	[]
303_17721	chr4	129096066	129096466	+	1000	35.0	[]	[]	[8.10693]	[130]	[]	[129096270]
303_17724	chr4	152956627	152957027	+	1000	35.0	[]	[]	[12.285931]	[160]	[]	[152956808]
303_17728	chr4	185244683	185245083	+	1000	35.0	[]	[]	[7.3291993, 8.10693]	[98, 102]	[]	[185244864, 185244868]
303_17729	chr5	1333340	1333740	+	1000	35.0	[7.3387127, 7.3387127, 7.3387127]	[89, 124, 159]	[7.3387127, 7.3387127, 7.3387127]	[88, 123, 158]	[1333514, 1333549, 1333584]	[1333513, 1333548, 1333583]
303_17730	chr5	10501605	10502005	+	1000	35.0	[12.067478]	[98]	[]	[]	[10501788]	[]
303_17737	chr5	68456688	68457088	+	1000	35.0	[]	[]	[6.5088143]	[142]	[]	[68456918]
303_17740	chr5	78915202	78915602	+	1000	35.0	[8.325381]	[71]	[]	[]	[78915363]	[]
303_17761	chr6	8435780	8436180	+	1000	35.0	[]	[]	[8.10693, 8.10693]	[125, 133]	[]	[8436003, 8436011]
303_17767	chr6	14792709	14793109	+	1000	35.0	[]	[]	[12.285931, 7.961771]	[166, 176]	[]	[14792923, 14792933]
303_17768	chr6	15106447	15106847	+	1000	35.0	[]	[]	[10.381243]	[56]	[]	[15106602]
303_17772	chr6	26319445	26319845	+	1000	35.0	[7.961771]	[153]	[]	[]	[26319634]	[]
303_17773	chr6	26383041	26383441	+	1000	35.0	[8.325381]	[218]	[6.4206944]	[145]	[26383290]	[26383217]
303_17774	chr6	27130988	27131388	+	1000	35.0	[8.10693]	[238]	[8.10693]	[208]	[27131237]	[27131207]
303_17801	chr6	84062527	84062927	+	1000	35.0	[]	[]	[10.381243]	[215]	[]	[84062778]
303_17806	chr6	89597738	89598138	+	923	35.0	[]	[]	[8.1802225, 10.162791]	[130, 142]	[]	[89597896, 89597908]
303_17811	chr6	107113976	107114376	+	1000	35.0	[12.285931]	[99]	[]	[]	[107114145]	[]
303_17814	chr6	109793715	109794115	+	956	35.0	[7.3291993]	[131]	[]	[]	[109793912]	[]
303_17817	chr6	126033661	126034061	+	829	35.0	[]	[]	[6.5088143]	[174]	[]	[126033910]
303_1782	chr15	95684747	95685147	+	1000	98.0	[8.325381, 6.5088143]	[109, 141]	[8.325381]	[68]	[95684946, 95684978]	[95684905]
303_17824	chr6	136644106	136644506	+	1000	35.0	[8.1802225]	[57]	[]	[]	[136644257]	[]
303_17841	chr7	24829250	24829650	+	1000	35.0	[]	[]	[7.1202607]	[115]	[]	[24829406]
303_1785	chr16	29805322	29805722	+	1000	98.0	[8.1802225]	[123]	[]	[]	[29805508]	[]
303_17861	chr7	100801959	100802359	+	1000	35.0	[10.381243]	[115]	[]	[]	[100802151]	[]
303_17866	chr7	105011133	105011533	+	1000	35.0	[]	[]	[8.325381]	[140]	[]	[105011285]
303_17868	chr7	106042741	106043141	+	1000	35.0	[8.325381]	[129]	[10.162791]	[121]	[106042916]	[106042908]
303_17870	chr7	106126401	106126801	+	1000	35.0	[6.5088143]	[167]	[]	[]	[106126627]	[]
303_17875	chr7	108488954	108489354	+	1000	35.0	[7.5476513, 7.3291993]	[137, 141]	[]	[]	[108489168, 108489172]	[]
303_17878	chr7	112505538	112505938	+	829	35.0	[8.10693, 7.3291993]	[105, 109]	[]	[]	[112505714, 112505718]	[]
303_17882	chr7	127655651	127656051	+	731	35.0	[]	[]	[8.10693, 12.285931]	[97, 118]	[]	[127655820, 127655841]
303_17895	chr7	151111794	151112194	+	1000	35.0	[]	[]	[7.5476513]	[150]	[]	[151112006]
303_17900	chr8	1746170	1746570	+	1000	35.0	[]	[]	[7.5476513]	[148]	[]	[1746397]
303_1791	chr3	4426707	4427107	+	1000	98.0	[8.1802225]	[139]	[]	[]	[4426936]	[]
303_1793	chr3	15512158	15512558	+	1000	98.0	[]	[]	[12.067478]	[107]	[]	[15512361]
303_17940	chr9	108934366	108934766	+	1000	35.0	[]	[]	[10.162791]	[159]	[]	[108934581]
303_17954	chr9	136843726	136844126	+	922	35.0	[7.961771]	[93]	[]	[]	[136843914]	[]
303_17965	chrX	101362729	101363129	+	1000	35.0	[10.162791]	[119]	[]	[]	[101362928]	[]
303_17989	chr1	24419111	24419511	+	1000	34.0	[8.325381]	[102]	[]	[]	[24419307]	[]
303_18	chr2	177753876	177754276	+	1000	543.0	[8.325381]	[102]	[]	[]	[177754077]	[]
303_18010	chr1	67646181	67646581	+	1000	34.0	[8.10693]	[131]	[]	[]	[67646355]	[]
303_18011	chr1	67688563	67688963	+	1000	34.0	[8.10693]	[156]	[]	[]	[67688730]	[]
303_18012	chr1	70043674	70044074	+	1000	34.0	[6.5088143]	[121]	[8.10693, 7.5476513]	[70, 89]	[70043877]	[70043826, 70043845]
303_18018	chr1	101128343	101128743	+	1000	34.0	[]	[]	[10.381243, 8.10693]	[88, 131]	[]	[101128502, 101128545]
303_18026	chr1	117928752	117929152	+	943	34.0	[7.5476513]	[156]	[]	[]	[117928918]	[]
303_1803	chr7	13991277	13991677	+	1000	98.0	[]	[]	[12.067478]	[85]	[]	[13991450]
303_18037	chr1	161706990	161707390	+	1000	34.0	[8.325381]	[79]	[]	[]	[161707143]	[]
303_18040	chr1	162632676	162633076	+	1000	34.0	[12.067478]	[192]	[]	[]	[162632913]	[]
303_18042	chr1	165257951	165258351	+	1000	34.0	[]	[]	[10.381243]	[110]	[]	[165258149]
303_18051	chr1	176879901	176880301	+	1000	34.0	[]	[]	[8.1802225]	[178]	[]	[176880097]
303_18060	chr1	204984446	204984846	+	1000	34.0	[]	[]	[6.4206944]	[174]	[]	[204984671]
303_18061	chr1	205230235	205230635	+	1000	34.0	[]	[]	[12.067478]	[88]	[]	[205230420]
303_18063	chr1	207017603	207018003	+	857	34.0	[6.4206944]	[100]	[8.10693]	[161]	[207017785]	[207017846]
303_1807	chr8	29459041	29459441	+	1000	98.0	[8.325381]	[152]	[]	[]	[29459290]	[]
303_18076	chr1	229753737	229754137	+	1000	34.0	[]	[]	[10.162791]	[125]	[]	[229753939]
303_18080	chr1	234603846	234604246	+	1000	34.0	[12.067478]	[114]	[]	[]	[234604015]	[]
303_18088	chr10	3926769	3927169	+	1000	34.0	[10.381243]	[237]	[]	[]	[3927009]	[]
303_18093	chr10	11986585	11986985	+	1000	34.0	[]	[]	[10.381243]	[113]	[]	[11986744]
303_181	chr7	20307092	20307492	+	1000	258.0	[]	[]	[12.067478, 7.3291993]	[78, 115]	[]	[20307269, 20307306]
303_18104	chr10	34994538	34994938	+	954	34.0	[6.4206944]	[109]	[]	[]	[34994718]	[]
303_18105	chr10	35451127	35451527	+	978	34.0	[]	[]	[7.3387127]	[195]	[]	[35451367]
303_18129	chr10	97633367	97633767	+	1000	34.0	[]	[]	[7.5476513]	[147]	[]	[97633605]
303_1813	chr1	175023240	175023640	+	1000	97.0	[]	[]	[6.4206944, 6.2755356]	[68, 103]	[]	[175023408, 175023443]
303_18131	chr10	107075137	107075537	+	1000	34.0	[8.325381]	[147]	[]	[]	[107075363]	[]
303_18132	chr10	110137068	110137468	+	1000	34.0	[]	[]	[7.3291993]	[214]	[]	[110137307]
303_18140	chr11	12842905	12843305	+	1000	34.0	[]	[]	[12.067478]	[109]	[]	[12843063]
303_18144	chr11	19980802	19981202	+	927	34.0	[8.10693]	[118]	[6.5088143, 12.285931]	[112, 135]	[19980963]	[19980957, 19980980]
303_18147	chr11	47130523	47130923	+	1000	34.0	[]	[]	[8.1802225]	[138]	[]	[47130701]
303_1815	chr1	219120980	219121380	+	1000	97.0	[]	[]	[8.325381]	[152]	[]	[219121190]
303_18162	chr11	65884589	65884989	+	828	34.0	[]	[]	[12.067478]	[107]	[]	[65884786]
303_18191	chr12	49950309	49950709	+	1000	34.0	[7.3291993]	[99]	[]	[]	[49950499]	[]
303_18204	chr12	96401271	96401671	+	825	34.0	[6.4206944, 12.067478]	[86, 92]	[]	[]	[96401454, 96401460]	[]
303_18208	chr12	110135019	110135419	+	1000	34.0	[]	[]	[12.285931]	[120]	[]	[110135223]
303_18211	chr12	116385807	116386207	+	793	34.0	[]	[]	[7.3291993, 8.325381]	[99, 103]	[]	[116385970, 116385974]
303_18217	chr13	28411802	28412202	+	1000	34.0	[]	[]	[6.5088143, 7.3291993]	[67, 111]	[]	[28411953, 28411997]
303_18227	chr13	91355640	91356040	+	1000	34.0	[]	[]	[12.067478, 10.381243]	[101, 144]	[]	[91355804, 91355847]
303_18228	chr13	91371130	91371530	+	1000	34.0	[]	[]	[6.2755356]	[111]	[]	[91371285]
303_18236	chr14	23154424	23154824	+	997	34.0	[8.325381]	[152]	[]	[]	[23154628]	[]
303_18242	chr14	68824778	68825178	+	933	34.0	[]	[]	[6.5088143]	[116]	[]	[68824975]
303_18256	chr15	36951935	36952335	+	885	34.0	[7.3291993]	[134]	[]	[]	[36952145]	[]
303_18269	chr15	77455941	77456341	+	1000	34.0	[]	[]	[12.067478, 12.067478]	[118, 131]	[]	[77456135, 77456148]
303_18280	chr16	456883	457283	+	1000	34.0	[8.325381]	[125]	[]	[]	[457082]	[]
303_18282	chr16	1300925	1301325	+	979	34.0	[]	[]	[10.381243]	[122]	[]	[1301145]
303_1829	chr15	50003662	50004062	+	1000	97.0	[12.285931]	[90]	[]	[]	[50003849]	[]
303_18310	chr17	7843019	7843419	+	1000	34.0	[]	[]	[6.4206944]	[137]	[]	[7843207]
303_18316	chr17	29663151	29663551	+	1000	34.0	[10.162791]	[122]	[]	[]	[29663329]	[]
303_18324	chr17	50641001	50641401	+	965	34.0	[]	[]	[6.5088143]	[162]	[]	[50641237]
303_18327	chr17	58005728	58006128	+	1000	34.0	[12.285931]	[117]	[]	[]	[58005894]	[]
303_18330	chr17	75872674	75873074	+	1000	34.0	[8.325381]	[128]	[]	[]	[75872893]	[]
303_18332	chr17	76240653	76241053	+	1000	34.0	[]	[]	[12.067478]	[114]	[]	[76240820]
303_18346	chr18	814333	814733	+	975	34.0	[6.5088143, 7.3291993]	[156, 160]	[]	[]	[814494, 814498]	[]
303_1837	chr2	9782116	9782516	+	1000	97.0	[7.5476513]	[122]	[]	[]	[9782327]	[]
303_18372	chr19	16896706	16897106	+	624	34.0	[8.10693]	[110]	[]	[]	[16896861]	[]
303_18376	chr19	39397716	39398116	+	1000	34.0	[]	[]	[10.162791]	[143]	[]	[39397929]
303_18411	chr2	38581504	38581904	+	929	34.0	[7.961771]	[123]	[]	[]	[38581713]	[]
303_18412	chr2	39511731	39512131	+	1000	34.0	[]	[]	[6.5088143]	[63]	[]	[39511886]
303_18444	chr2	159613893	159614293	+	1000	34.0	[8.1802225]	[136]	[]	[]	[159614094]	[]
303_18445	chr2	169221822	169222222	+	1000	34.0	[6.5088143]	[128]	[]	[]	[169222037]	[]
303_18463	chr2	215434582	215434982	+	1000	34.0	[]	[]	[10.162791, 8.325381]	[115, 133]	[]	[215434782, 215434800]
303_18474	chr20	22562001	22562401	+	1000	34.0	[6.4206944]	[126]	[]	[]	[22562183]	[]
303_18481	chr20	50455627	50456027	+	761	34.0	[12.285931]	[142]	[]	[]	[50455862]	[]
303_18485	chr21	14864759	14865159	+	695	34.0	[]	[]	[12.285931]	[173]	[]	[14864989]
303_18488	chr21	33894674	33895074	+	1000	34.0	[]	[]	[8.325381]	[191]	[]	[33894914]
303_18494	chr21	46180341	46180741	+	621	34.0	[]	[]	[12.067478]	[161]	[]	[46180569]
303_18496	chr22	19175962	19176362	+	1000	34.0	[7.3291993]	[165]	[]	[]	[19176182]	[]
303_18522	chr22	22684527	22684927	+	1000	34.0	[12.067478, 12.067478]	[61, 67]	[]	[]	[22684681, 22684687]	[]
303_18558	chr3	4633308	4633708	+	745	34.0	[10.162791]	[147]	[]	[]	[4633553]	[]
303_18572	chr3	43692129	43692529	+	1000	34.0	[]	[]	[10.162791, 7.3291993]	[147, 238]	[]	[43692287, 43692378]
303_1858	chr7	150405120	150405520	+	1000	97.0	[]	[]	[8.1802225]	[147]	[]	[150405364]
303_18586	chr3	101217178	101217578	+	1000	34.0	[8.10693]	[131]	[]	[]	[101217371]	[]
303_18587	chr3	105614291	105614691	+	771	34.0	[10.381243]	[128]	[]	[]	[105614503]	[]
303_18606	chr3	167723963	167724363	+	908	34.0	[]	[]	[8.1802225]	[145]	[]	[167724176]
303_18607	chr3	171013770	171014170	+	1000	34.0	[]	[]	[10.381243]	[150]	[]	[171014011]
303_18614	chr3	187679484	187679884	+	1000	34.0	[]	[]	[12.285931]	[101]	[]	[187679684]
303_18623	chr4	26622914	26623314	+	1000	34.0	[]	[]	[6.5088143]	[85]	[]	[26623065]
303_18631	chr4	76087134	76087534	+	632	34.0	[]	[]	[6.5088143, 10.162791]	[116, 156]	[]	[76087295, 76087335]
303_18636	chr4	79852228	79852628	+	838	34.0	[12.285931]	[169]	[]	[]	[79852455]	[]
303_18640	chr4	94548504	94548904	+	1000	34.0	[8.10693]	[113]	[]	[]	[94548687]	[]
303_18652	chr4	153518636	153519036	+	1000	34.0	[]	[]	[12.285931]	[155]	[]	[153518881]
303_18659	chr5	34585523	34585923	+	1000	34.0	[8.325381]	[201]	[]	[]	[34585758]	[]
303_18664	chr5	56441382	56441782	+	1000	34.0	[8.325381]	[114]	[10.381243]	[86]	[56441579]	[56441551]
303_18674	chr5	109484992	109485392	+	1000	34.0	[8.1802225]	[148]	[8.1802225]	[153]	[109485236]	[109485241]
303_18681	chr5	139660979	139661379	+	1000	34.0	[]	[]	[7.961771]	[95]	[]	[139661139]
303_18684	chr5	142364465	142364865	+	1000	34.0	[]	[]	[10.381243]	[111]	[]	[142364628]
303_1869	chr1	172532461	172532861	+	1000	96.0	[8.325381]	[68]	[]	[]	[172532623]	[]
303_18692	chr5	172777474	172777874	+	1000	34.0	[]	[]	[10.381243]	[119]	[]	[172777691]
303_18696	chr6	3211858	3212258	+	1000	34.0	[10.381243, 8.325381, 7.3291993, 7.3291993]	[83, 105, 109, 113]	[]	[]	[3212029, 3212051, 3212055, 3212059]	[]
303_18698	chr6	3407031	3407431	+	1000	34.0	[7.961771]	[192]	[]	[]	[3407277]	[]
303_18720	chr6	27616444	27616844	+	1000	34.0	[]	[]	[7.5476513]	[173]	[]	[27616649]
303_18730	chr6	34953613	34954013	+	1000	34.0	[8.1802225]	[126]	[6.4206944]	[82]	[34953832]	[34953788]
303_18740	chr6	47420390	47420790	+	1000	34.0	[8.325381, 8.1802225]	[87, 157]	[]	[]	[47420547, 47420617]	[]
303_18747	chr6	89260874	89261274	+	1000	34.0	[6.5088143]	[138]	[]	[]	[89261069]	[]
303_18762	chr6	139764646	139765046	+	1000	34.0	[7.961771]	[99]	[6.4206944]	[68]	[139764837]	[139764806]
303_18766	chr6	157822531	157822931	+	1000	34.0	[]	[]	[12.067478]	[86]	[]	[157822696]
303_1877	chr10	114266494	114266894	+	1000	96.0	[]	[]	[12.285931]	[185]	[]	[114266744]
303_18783	chr7	13155112	13155512	+	582	34.0	[6.5088143, 12.285931]	[97, 153]	[]	[]	[13155301, 13155357]	[]
303_18794	chr7	77752073	77752473	+	1000	34.0	[]	[]	[8.10693]	[117]	[]	[77752246]
303_18795	chr7	93552773	93553173	+	745	34.0	[12.067478]	[95]	[]	[]	[93552961]	[]
303_188	chr7	107743462	107743862	+	1000	255.0	[]	[]	[12.285931]	[83]	[]	[107743631]
303_1880	chr12	7940890	7941290	+	1000	96.0	[]	[]	[10.162791]	[167]	[]	[7941078]
303_18804	chr7	103981016	103981416	+	1000	34.0	[10.381243]	[155]	[]	[]	[103981216]	[]
303_18808	chr7	106618427	106618827	+	1000	34.0	[]	[]	[8.10693]	[136]	[]	[106618637]
303_18821	chr7	129612650	129613050	+	1000	34.0	[]	[]	[6.5088143]	[148]	[]	[129612881]
303_18828	chr7	135644723	135645123	+	1000	34.0	[]	[]	[10.162791]	[112]	[]	[135644921]
303_1883	chr16	27235249	27235649	+	1000	96.0	[7.3291993, 6.4206944]	[168, 175]	[]	[]	[27235485, 27235492]	[]
303_18836	chr7	155344998	155345398	+	1000	34.0	[7.3387127]	[143]	[7.3387127]	[142]	[155345204]	[155345203]
303_1884	chr17	64082096	64082496	+	1000	96.0	[8.10693, 7.3291993]	[77, 161]	[12.067478]	[122]	[64082250, 64082334]	[64082295]
303_18842	chr8	20203566	20203966	+	1000	34.0	[8.325381]	[161]	[12.067478]	[132]	[20203791]	[20203762]
303_18844	chr8	22867789	22868189	+	1000	34.0	[6.5088143]	[110]	[]	[]	[22867961]	[]
303_18853	chr8	60911771	60912171	+	1000	34.0	[]	[]	[7.1202607]	[208]	[]	[60912009]
303_18866	chr8	125434685	125435085	+	1000	34.0	[8.10693]	[192]	[7.3387127]	[152]	[125434935]	[125434895]
303_1887	chr19	507079	507479	+	1000	96.0	[7.1202607]	[186]	[]	[]	[507312]	[]
303_18876	chr9	20683389	20683789	+	1000	34.0	[]	[]	[12.067478]	[89]	[]	[20683567]
303_18878	chr9	35001351	35001751	+	1000	34.0	[]	[]	[7.3291993]	[139]	[]	[35001580]
303_18879	chr9	37582510	37582910	+	837	34.0	[7.3387127]	[209]	[]	[]	[37582732]	[]
303_18881	chr9	68755404	68755804	+	1000	34.0	[]	[]	[10.162791, 8.1802225, 7.3387127]	[110, 116, 168]	[]	[68755587, 68755593, 68755645]
303_18885	chr9	86281993	86282393	+	1000	34.0	[]	[]	[12.067478]	[150]	[]	[86282193]
303_18886	chr9	87725805	87726205	+	1000	34.0	[12.285931]	[89]	[]	[]	[87725967]	[]
303_18897	chr9	111760022	111760422	+	1000	34.0	[]	[]	[8.325381]	[138]	[]	[111760214]
303_189	chr1	59057223	59057623	+	1000	254.0	[8.1802225, 8.10693]	[92, 102]	[]	[]	[59057414, 59057424]	[]
303_18917	chr9	131085011	131085411	+	1000	34.0	[]	[]	[6.5088143]	[146]	[]	[131085169]
303_18921	chr9	131226680	131227080	+	1000	34.0	[12.067478]	[210]	[]	[]	[131226900]	[]
303_18933	chrX	13653161	13653561	+	1000	34.0	[]	[]	[7.3291993]	[157]	[]	[13653386]
303_18936	chrX	20217272	20217672	+	1000	34.0	[7.3387127]	[104]	[7.3387127]	[103]	[20217467]	[20217466]
303_1899	chr6	26027099	26027499	+	1000	96.0	[6.4206944]	[104]	[]	[]	[26027265]	[]
303_18993	chr1	43529163	43529563	+	1000	33.0	[8.10693]	[82]	[7.3291993]	[58]	[43529341]	[43529317]
303_19	chr7	158818267	158818667	+	1000	533.0	[12.285931]	[104]	[]	[]	[158818459]	[]
303_190	chr15	51879073	51879473	+	1000	254.0	[]	[]	[7.3291993]	[131]	[]	[51879298]
303_19018	chr1	108643461	108643861	+	596	33.0	[]	[]	[8.10693]	[157]	[]	[108643657]
303_1903	chr6	151452198	151452598	+	1000	96.0	[]	[]	[7.5476513]	[101]	[]	[151452383]
303_19031	chr1	152018546	152018946	+	983	33.0	[10.162791, 7.3291993]	[128, 162]	[]	[]	[152018721, 152018755]	[]
303_19039	chr1	169052751	169053151	+	902	33.0	[]	[]	[7.5476513]	[119]	[]	[169052927]
303_19040	chr1	172513623	172514023	+	877	33.0	[]	[]	[6.5088143]	[188]	[]	[172513842]
303_19052	chr1	183996504	183996904	+	1000	33.0	[6.5088143]	[148]	[]	[]	[183996685]	[]
303_19053	chr1	185537488	185537888	+	1000	33.0	[12.067478]	[156]	[]	[]	[185537695]	[]
303_19057	chr1	196651770	196652170	+	1000	33.0	[]	[]	[8.1802225]	[109]	[]	[196651962]
303_19068	chr1	206558193	206558593	+	1000	33.0	[]	[]	[12.067478]	[177]	[]	[206558436]
303_19074	chr1	212261003	212261403	+	1000	33.0	[]	[]	[8.10693]	[110]	[]	[212261170]
303_19078	chr1	219876532	219876932	+	989	33.0	[8.325381]	[96]	[]	[]	[219876701]	[]
303_19083	chr1	226063798	226064198	+	953	33.0	[]	[]	[7.3291993, 12.285931]	[162, 177]	[]	[226063990, 226064005]
303_19085	chr1	228083131	228083531	+	1000	33.0	[]	[]	[7.5476513]	[199]	[]	[228083358]
303_19100	chr10	15141744	15142144	+	1000	33.0	[6.5088143]	[128]	[]	[]	[15141968]	[]
303_19101	chr10	17023398	17023798	+	1000	33.0	[]	[]	[8.325381]	[92]	[]	[17023588]
303_19102	chr10	22504812	22505212	+	968	33.0	[]	[]	[6.5088143, 8.10693]	[57, 134]	[]	[22504968, 22505045]
303_19108	chr10	31947632	31948032	+	1000	33.0	[8.10693]	[90]	[8.325381]	[146]	[31947814]	[31947870]
303_19124	chr10	69061490	69061890	+	920	33.0	[8.10693]	[187]	[]	[]	[69061728]	[]
303_19140	chr11	8914210	8914610	+	1000	33.0	[12.067478]	[165]	[]	[]	[8914450]	[]
303_19144	chr11	16040139	16040539	+	1000	33.0	[6.4206944]	[146]	[8.10693]	[88]	[16040370]	[16040312]
303_19152	chr11	38585366	38585766	+	1000	33.0	[12.285931]	[110]	[]	[]	[38585540]	[]
303_19153	chr11	46237451	46237851	+	984	33.0	[10.381243]	[133]	[]	[]	[46237617]	[]
303_19164	chr11	63874501	63874901	+	778	33.0	[12.067478]	[122]	[]	[]	[63874707]	[]
303_19170	chr11	66083367	66083767	+	1000	33.0	[]	[]	[12.285931]	[128]	[]	[66083585]
303_19181	chr11	93197104	93197504	+	781	33.0	[8.10693, 7.3291993]	[108, 112]	[]	[]	[93197268, 93197272]	[]
303_19197	chr12	28136048	28136448	+	1000	33.0	[12.285931]	[152]	[]	[]	[28136296]	[]
303_19227	chr13	52454873	52455273	+	997	33.0	[]	[]	[12.285931]	[164]	[]	[52455094]
303_1923	chr10	11757461	11757861	+	1000	95.0	[10.381243]	[91]	[]	[]	[11757651]	[]
303_19237	chr13	93305521	93305921	+	1000	33.0	[]	[]	[6.4206944]	[60]	[]	[93305679]
303_1924	chr10	71266286	71266686	+	1000	95.0	[7.5476513]	[121]	[]	[]	[71266495]	[]
303_1925	chr10	72736413	72736813	+	1000	95.0	[8.1802225, 12.285931]	[94, 105]	[6.5088143]	[63]	[72736606, 72736617]	[72736575]
303_19250	chr14	35403694	35404094	+	1000	33.0	[]	[]	[8.325381]	[151]	[]	[35403915]
303_19252	chr14	56117907	56118307	+	1000	33.0	[8.10693]	[104]	[12.285931]	[150]	[56118090]	[56118136]
303_19256	chr14	73467728	73468128	+	1000	33.0	[8.1802225]	[130]	[]	[]	[73467942]	[]
303_19258	chr14	78319418	78319818	+	877	33.0	[7.1202607]	[184]	[]	[]	[78319653]	[]
303_19261	chr14	95531441	95531841	+	1000	33.0	[]	[]	[12.285931]	[76]	[]	[95531599]
303_193	chr7	116355094	116355494	+	1000	251.0	[12.285931]	[90]	[]	[]	[116355284]	[]
303_19303	chr16	5117488	5117888	+	1000	33.0	[12.067478]	[151]	[]	[]	[5117705]	[]
303_1931	chr16	83835965	83836365	+	1000	95.0	[12.067478, 10.162791]	[106, 140]	[]	[]	[83836164, 83836198]	[]
303_19332	chr16	84622181	84622581	+	999	33.0	[7.961771]	[199]	[]	[]	[84622428]	[]
303_19337	chr17	7579196	7579596	+	1000	33.0	[]	[]	[10.381243]	[195]	[]	[7579444]
303_19348	chr17	39529584	39529984	+	1000	33.0	[12.067478, 10.162791]	[158, 172]	[12.067478]	[167]	[39529813, 39529827]	[39529822]
303_19372	chr18	21740234	21740634	+	1000	33.0	[]	[]	[8.325381]	[129]	[]	[21740421]
303_19373	chr18	22282527	22282927	+	648	33.0	[8.1802225]	[119]	[]	[]	[22282727]	[]
303_19399	chr19	34220449	34220849	+	846	33.0	[12.067478]	[145]	[7.5476513]	[132]	[34220686]	[34220673]
303_194	chr17	76141129	76141529	+	1000	250.0	[12.067478]	[97]	[]	[]	[76141325]	[]
303_19420	chr19	52922875	52923275	+	625	33.0	[10.381243]	[167]	[]	[]	[52923103]	[]
303_19432	chr2	26972273	26972673	+	1000	33.0	[6.5088143]	[130]	[]	[]	[26972434]	[]
303_19435	chr2	28621298	28621698	+	1000	33.0	[6.4206944]	[186]	[7.3291993, 8.325381, 10.381243]	[157, 161, 182]	[28621545]	[28621516, 28621520, 28621541]
303_19437	chr2	30273104	30273504	+	1000	33.0	[10.162791]	[140]	[12.067478]	[94]	[30273340]	[30273294]
303_19438	chr2	33212108	33212508	+	927	33.0	[]	[]	[7.3291993, 8.10693]	[90, 94]	[]	[33212271, 33212275]
303_19442	chr2	48207156	48207556	+	1000	33.0	[]	[]	[7.961771]	[161]	[]	[48207362]
303_19443	chr2	54565577	54565977	+	1000	33.0	[]	[]	[10.381243]	[85]	[]	[54565744]
303_19445	chr2	55120606	55121006	+	1000	33.0	[]	[]	[7.961771]	[129]	[]	[55120806]
303_19452	chr2	72745688	72746088	+	1000	33.0	[6.5088143, 10.381243]	[57, 110]	[]	[]	[72745843, 72745896]	[]
303_19461	chr2	105488226	105488626	+	914	33.0	[]	[]	[10.162791]	[147]	[]	[105488453]
303_19466	chr2	135742399	135742799	+	990	33.0	[]	[]	[6.5088143]	[107]	[]	[135742582]
303_19469	chr2	145752335	145752735	+	1000	33.0	[7.3387127, 7.961771]	[139, 151]	[]	[]	[145752541, 145752553]	[]
303_19471	chr2	151853330	151853730	+	1000	33.0	[]	[]	[12.285931]	[67]	[]	[151853497]
303_19486	chr2	172099199	172099599	+	625	33.0	[8.325381]	[192]	[]	[]	[172099444]	[]
303_19492	chr2	190699904	190700304	+	1000	33.0	[]	[]	[7.1202607]	[60]	[]	[190700062]
303_19498	chr2	215358333	215358733	+	947	33.0	[]	[]	[6.5088143]	[63]	[]	[215358489]
