#PeakID(python identify_motif.py ./ENCODE_processed_files/KLF16_idr.fa KLF16 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
805_20291	chr6	107848205	107848605	+	1000	40.0	[10.700085]	[116]	[]	[]	[107848401]	[]
805_20292	chr6	110178514	110178914	+	1000	40.0	[]	[]	[9.787687]	[125]	[]	[110178734]
805_20298	chr6	129751889	129752289	+	1000	40.0	[8.8292265]	[126]	[]	[]	[129752068]	[]
805_20303	chr6	138988138	138988538	+	804	40.0	[7.8426595]	[106]	[]	[]	[138988318]	[]
805_20304	chr6	142692854	142693254	+	1000	40.0	[7.3308363]	[96]	[]	[]	[142693024]	[]
805_20307	chr6	149316984	149317384	+	928	40.0	[6.840522]	[135]	[]	[]	[149317219]	[]
805_20308	chr6	151647996	151648396	+	856	40.0	[]	[]	[12.562974]	[140]	[]	[151648232]
805_20309	chr6	157459290	157459690	+	1000	40.0	[]	[]	[6.4933114]	[149]	[]	[157459518]
805_20311	chr6	161748755	161749155	+	1000	40.0	[7.693098]	[122]	[]	[]	[161748976]	[]
805_20312	chr6	162727540	162727940	+	1000	40.0	[6.8780885, 13.953096, 7.9976654]	[126, 172, 178]	[]	[]	[162727730, 162727776, 162727782]	[]
805_20315	chr6	166911413	166911813	+	1000	40.0	[8.273051]	[115]	[]	[]	[166911611]	[]
805_2032	chr1	19325489	19325889	+	1000	132.0	[]	[]	[7.6086707]	[56]	[]	[19325641]
805_20320	chr7	2468894	2469294	+	1000	40.0	[]	[]	[6.9816003]	[170]	[]	[2469142]
805_20321	chr7	8436875	8437275	+	1000	40.0	[7.849853]	[147]	[]	[]	[8437104]	[]
805_20326	chr7	21767297	21767697	+	840	40.0	[7.072491]	[154]	[]	[]	[21767542]	[]
805_20331	chr7	32943019	32943419	+	1000	40.0	[]	[]	[12.562974, 8.649299]	[108, 148]	[]	[32943207, 32943247]
805_20333	chr7	43926358	43926758	+	1000	40.0	[7.935419]	[152]	[12.562974]	[191]	[43926568]	[43926607]
805_20337	chr7	44606283	44606683	+	1000	40.0	[]	[]	[9.930836]	[151]	[]	[44606528]
805_20338	chr7	45260009	45260409	+	1000	40.0	[7.8834333]	[87]	[]	[]	[45260196]	[]
805_20340	chr7	64581838	64582238	+	1000	40.0	[]	[]	[10.610686]	[113]	[]	[64582034]
805_20342	chr7	66459668	66460068	+	856	40.0	[13.8484335, 7.935419]	[173, 177]	[]	[]	[66459903, 66459907]	[]
805_20343	chr7	66493467	66493867	+	1000	40.0	[8.630112, 11.883123]	[81, 105]	[]	[]	[66493621, 66493645]	[]
805_20344	chr7	66592188	66592588	+	990	40.0	[6.7358594, 7.935419, 8.178812, 7.473779]	[72, 76, 80, 93]	[]	[]	[66592341, 66592345, 66592349, 66592362]	[]
805_20346	chr7	74051640	74052040	+	1000	40.0	[]	[]	[13.953096, 8.576171]	[124, 128]	[]	[74051858, 74051862]
805_20347	chr7	76201638	76202038	+	1000	40.0	[]	[]	[7.9976654]	[113]	[]	[76201832]
805_20354	chr7	92448245	92448645	+	1000	40.0	[10.131101]	[201]	[]	[]	[92448481]	[]
805_20355	chr7	99499982	99500382	+	829	40.0	[7.6381464]	[205]	[]	[]	[99500212]	[]
805_20356	chr7	99686274	99686674	+	1000	40.0	[]	[]	[12.000808, 8.325146]	[94, 97]	[]	[99686453, 99686456]
805_20362	chr7	123532783	123533183	+	1000	40.0	[]	[]	[7.87323, 8.017478]	[138, 139]	[]	[123533003, 123533004]
805_20365	chr7	128831475	128831875	+	765	40.0	[8.2890625, 12.29139]	[145, 149]	[6.428879]	[111]	[128831683, 128831687]	[128831649]
805_20366	chr7	129909629	129910029	+	989	40.0	[]	[]	[7.5520773]	[145]	[]	[129909863]
805_20368	chr7	131013169	131013569	+	1000	40.0	[]	[]	[7.313411]	[100]	[]	[131013350]
805_2037	chr10	5551738	5552138	+	1000	132.0	[9.504365]	[159]	[]	[]	[5551961]	[]
805_20371	chr7	135645321	135645721	+	1000	40.0	[8.397566]	[121]	[]	[]	[135645529]	[]
805_20376	chr7	141674718	141675118	+	816	40.0	[8.502228]	[114]	[]	[]	[141674919]	[]
805_2038	chr11	44319673	44320073	+	1000	132.0	[7.6039934]	[73]	[]	[]	[44319833]	[]
805_20381	chr7	151520018	151520418	+	1000	40.0	[]	[]	[6.991045]	[199]	[]	[151520236]
805_2039	chr12	93115122	93115522	+	1000	132.0	[6.9684057]	[154]	[]	[]	[93115372]	[]
805_20395	chr8	37900284	37900684	+	1000	40.0	[12.000808]	[136]	[11.896146]	[117]	[37900473]	[37900454]
805_20396	chr8	38092444	38092844	+	1000	40.0	[]	[]	[6.5499396]	[163]	[]	[38092695]
805_20397	chr8	43093762	43094162	+	633	40.0	[]	[]	[9.265699]	[151]	[]	[43094004]
805_20398	chr8	58395195	58395595	+	833	40.0	[]	[]	[8.2890625]	[78]	[]	[58395373]
805_204	chr11	111927040	111927440	+	1000	346.0	[8.42266]	[133]	[8.061128, 7.609212]	[70, 91]	[111927271]	[111927208, 111927229]
805_20400	chr8	61139089	61139489	+	1000	40.0	[7.216604]	[188]	[]	[]	[61139310]	[]
805_20402	chr8	66438880	66439280	+	1000	40.0	[7.287687, 7.3308363, 9.239975]	[107, 167, 169]	[]	[]	[66439059, 66439119, 66439121]	[]
805_20409	chr8	100559644	100560044	+	1000	40.0	[10.700085]	[100]	[8.218906]	[114]	[100559839]	[100559853]
805_2041	chr13	18921059	18921459	+	1000	132.0	[]	[]	[6.6205754]	[114]	[]	[18921265]
805_20410	chr8	106170531	106170931	+	959	40.0	[]	[]	[8.557642, 7.2473845]	[96, 98]	[]	[106170699, 106170701]
805_20414	chr8	124896373	124896773	+	1000	40.0	[10.221417]	[116]	[]	[]	[124896543]	[]
805_20418	chr8	129939553	129939953	+	1000	40.0	[6.4322557]	[162]	[8.747796, 6.69701]	[124, 208]	[129939749]	[129939711, 129939795]
805_2042	chr14	54754717	54755117	+	1000	132.0	[]	[]	[8.759238]	[125]	[]	[54754931]
805_20421	chr8	144074212	144074612	+	1000	40.0	[7.8426595, 8.469394]	[120, 124]	[]	[]	[144074426, 144074430]	[]
805_20424	chr9	77433679	77434079	+	708	40.0	[8.759238]	[132]	[]	[]	[77433898]	[]
805_2043	chr14	65302062	65302462	+	1000	132.0	[8.59887]	[76]	[]	[]	[65302235]	[]
805_20433	chr9	121267984	121268384	+	1000	40.0	[10.894487, 8.649299, 7.693098]	[57, 63, 68]	[6.8780885]	[141]	[121268141, 121268147, 121268152]	[121268225]
805_20434	chr9	121370307	121370707	+	1000	40.0	[]	[]	[7.1700025, 6.7358594]	[64, 86]	[]	[121370459, 121370481]
805_20435	chr9	126398444	126398844	+	1000	40.0	[]	[]	[8.381167]	[158]	[]	[126398684]
805_20439	chr9	127770781	127771181	+	1000	40.0	[]	[]	[8.687048]	[96]	[]	[127770963]
805_2044	chr16	19487847	19488247	+	1000	132.0	[]	[]	[11.216295, 9.609028]	[114, 151]	[]	[19488060, 19488097]
805_20441	chr9	130236112	130236512	+	826	40.0	[10.700085, 6.483108]	[109, 153]	[]	[]	[130236318, 130236362]	[]
805_20449	chr9	131021171	131021571	+	786	40.0	[6.445277, 10.901268]	[133, 137]	[]	[]	[131021361, 131021365]	[]
805_20450	chr9	131053980	131054380	+	964	40.0	[]	[]	[9.930836]	[189]	[]	[131054222]
805_20451	chr9	131070064	131070464	+	1000	40.0	[12.000808]	[152]	[]	[]	[131070253]	[]
805_20452	chr9	131082113	131082513	+	1000	40.0	[6.428879]	[169]	[]	[]	[131082299]	[]
805_20458	chr9	136400109	136400509	+	1000	40.0	[]	[]	[8.630112, 7.9976654]	[153, 155]	[]	[136400343, 136400345]
805_20459	chr9	136614280	136614680	+	692	40.0	[]	[]	[10.75702, 12.29139, 10.901268, 7.5520773]	[96, 98, 102, 106]	[]	[136614467, 136614469, 136614473, 136614477]
805_20461	chr9	137064018	137064418	+	756	40.0	[7.9976654]	[175]	[]	[]	[137064248]	[]
805_20468	chrX	154527105	154527505	+	1000	40.0	[8.933888]	[171]	[]	[]	[154527346]	[]
805_20471	chr1	2139791	2140191	+	1000	39.0	[]	[]	[7.3942986]	[202]	[]	[2140017]
805_20472	chr1	3796301	3796701	+	1000	39.0	[10.901268]	[103]	[]	[]	[3796500]	[]
805_20473	chr1	5992478	5992878	+	1000	39.0	[]	[]	[9.346587, 6.4322557]	[112, 200]	[]	[5992640, 5992728]
805_20474	chr1	6034431	6034831	+	939	39.0	[10.75702]	[117]	[]	[]	[6034619]	[]
805_20478	chr1	9181253	9181653	+	965	39.0	[]	[]	[10.700085]	[118]	[]	[9181454]
805_2048	chr2	58688829	58689229	+	1000	132.0	[]	[]	[12.000808]	[116]	[]	[58689039]
805_20480	chr1	10032462	10032862	+	1000	39.0	[9.930836]	[147]	[6.8780885]	[69]	[10032704]	[10032626]
805_20481	chr1	15345848	15346248	+	1000	39.0	[9.930836, 7.357674]	[98, 108]	[]	[]	[15346037, 15346047]	[]
805_20484	chr1	19003384	19003784	+	960	39.0	[]	[]	[9.464272]	[82]	[]	[19003563]
805_20487	chr1	26771662	26772062	+	736	39.0	[]	[]	[7.4993305]	[113]	[]	[26771865]
805_20488	chr1	27523073	27523473	+	962	39.0	[]	[]	[8.502228]	[91]	[]	[27523263]
805_20490	chr1	29208337	29208737	+	948	39.0	[8.2890625]	[154]	[]	[]	[29208532]	[]
805_20491	chr1	29236218	29236618	+	1000	39.0	[]	[]	[12.000808, 8.630112]	[60, 65]	[]	[29236373, 29236378]
805_20492	chr1	30872079	30872479	+	886	39.0	[]	[]	[7.4993305]	[104]	[]	[30872253]
805_20493	chr1	31159823	31160223	+	974	39.0	[]	[]	[7.1426477]	[94]	[]	[31159983]
805_20496	chr1	37859452	37859852	+	1000	39.0	[7.195727]	[114]	[]	[]	[37859656]	[]
805_20500	chr1	42765846	42766246	+	971	39.0	[10.861683, 13.953096]	[63, 69]	[]	[]	[42766008, 42766014]	[]
805_20504	chr1	46247484	46247884	+	1000	39.0	[8.061128]	[65]	[]	[]	[46247641]	[]
805_20505	chr1	46719101	46719501	+	1000	39.0	[13.953096]	[91]	[8.952417]	[161]	[46719278]	[46719348]
805_20507	chr1	47180144	47180544	+	1000	39.0	[6.8722267]	[160]	[]	[]	[47180367]	[]
805_20508	chr1	47437693	47438093	+	946	39.0	[]	[]	[7.3308363]	[195]	[]	[47437907]
805_2051	chr22	21014174	21014574	+	1000	132.0	[8.747796]	[104]	[]	[]	[21014372]	[]
805_20512	chr1	53393291	53393691	+	1000	39.0	[]	[]	[7.849853]	[74]	[]	[53393458]
805_20515	chr1	63122073	63122473	+	835	39.0	[]	[]	[6.8069506]	[185]	[]	[63122313]
805_20522	chr1	109882257	109882657	+	933	39.0	[]	[]	[7.2721825, 10.610686]	[159, 163]	[]	[109882482, 109882486]
805_20523	chr1	112323342	112323742	+	1000	39.0	[7.6381464]	[61]	[]	[]	[112323496]	[]
805_20528	chr1	119549618	119550018	+	578	39.0	[6.860324]	[87]	[]	[]	[119549791]	[]
805_2053	chr3	50601018	50601418	+	1000	132.0	[8.942199]	[149]	[]	[]	[50601265]	[]
805_20533	chr1	150163097	150163497	+	1000	39.0	[6.860324]	[92]	[]	[]	[150163249]	[]
805_20536	chr1	151909372	151909772	+	1000	39.0	[]	[]	[8.273051]	[154]	[]	[151909607]
805_20538	chr1	153990514	153990914	+	1000	39.0	[]	[]	[6.4322557]	[126]	[]	[153990738]
805_20539	chr1	156178246	156178646	+	903	39.0	[7.0792723]	[89]	[]	[]	[156178435]	[]
805_20542	chr1	161306176	161306576	+	1000	39.0	[7.5071864]	[164]	[]	[]	[161306418]	[]
805_20544	chr1	165601615	165602015	+	860	39.0	[6.860324]	[122]	[]	[]	[165601830]	[]
805_20546	chr1	180527265	180527665	+	1000	39.0	[]	[]	[6.5499396]	[104]	[]	[180527439]
805_2055	chr5	176197256	176197656	+	1000	132.0	[7.6567397, 7.0396867, 12.000808]	[85, 89, 92]	[]	[]	[176197438, 176197442, 176197445]	[]
805_20555	chr1	193069996	193070396	+	1000	39.0	[6.9816003]	[149]	[]	[]	[193070245]	[]
805_20556	chr1	197356937	197357337	+	789	39.0	[]	[]	[8.397566]	[121]	[]	[197357148]
805_20557	chr1	203084508	203084908	+	1000	39.0	[6.8069506]	[93]	[]	[]	[203084674]	[]
805_20558	chr1	205288234	205288634	+	1000	39.0	[6.9568024, 6.8069506]	[65, 79]	[]	[]	[205288386, 205288400]	[]
805_2056	chr6	26331810	26332210	+	1000	132.0	[]	[]	[9.679184]	[78]	[]	[26331977]
805_20561	chr1	209675020	209675420	+	1000	39.0	[9.283125]	[81]	[]	[]	[209675176]	[]
805_20563	chr1	211258237	211258637	+	1000	39.0	[7.287687]	[126]	[]	[]	[211258459]	[]
805_20564	chr1	211695507	211695907	+	1000	39.0	[8.178812]	[149]	[]	[]	[211695734]	[]
805_20565	chr1	212285278	212285678	+	658	39.0	[]	[]	[6.4933114, 9.283125, 12.000808]	[133, 146, 154]	[]	[212285467, 212285480, 212285488]
805_20568	chr1	221203428	221203828	+	1000	39.0	[]	[]	[6.9816003]	[146]	[]	[221203659]
805_20569	chr1	221958205	221958605	+	946	39.0	[9.930836]	[150]	[]	[]	[221958436]	[]
805_20581	chr1	247373852	247374252	+	1000	39.0	[7.9976654]	[98]	[]	[]	[247374042]	[]
805_20582	chr10	789392	789792	+	1000	39.0	[6.4703717]	[64]	[]	[]	[789549]	[]
805_20586	chr10	18214959	18215359	+	1000	39.0	[]	[]	[6.8069506]	[92]	[]	[18215143]
805_20587	chr10	24196426	24196826	+	926	39.0	[9.239975]	[100]	[7.232965]	[129]	[24196615]	[24196644]
805_20592	chr10	29590665	29591065	+	1000	39.0	[7.6567397]	[95]	[]	[]	[29590856]	[]
805_20597	chr10	35414321	35414721	+	1000	39.0	[7.6381464]	[145]	[]	[]	[35414546]	[]
805_20599	chr10	43397148	43397548	+	1000	39.0	[]	[]	[6.5499396]	[153]	[]	[43397396]
805_20602	chr10	51010874	51011274	+	855	39.0	[10.894487]	[162]	[]	[]	[51011107]	[]
805_20604	chr10	68527465	68527865	+	1000	39.0	[7.6381464]	[183]	[]	[]	[68527662]	[]
805_20609	chr10	77391858	77392258	+	1000	39.0	[]	[]	[7.644837]	[146]	[]	[77392099]
805_20610	chr10	79048198	79048598	+	1000	39.0	[]	[]	[8.502228]	[156]	[]	[79048416]
805_20612	chr10	95183573	95183973	+	915	39.0	[7.693098]	[94]	[]	[]	[95183751]	[]
805_20613	chr10	96334947	96335347	+	1000	39.0	[7.208749]	[131]	[]	[]	[96335122]	[]
805_20614	chr10	96718622	96719022	+	747	39.0	[7.287687, 7.0792723]	[158, 171]	[]	[]	[96718846, 96718859]	[]
805_20615	chr10	97347330	97347730	+	916	39.0	[6.8069506, 7.2721825, 7.609212]	[82, 89, 108]	[]	[]	[97347497, 97347504, 97347523]	[]
805_20617	chr10	97653328	97653728	+	1000	39.0	[10.75702]	[122]	[]	[]	[97653516]	[]
805_2062	chr1	15795150	15795550	+	1000	131.0	[7.1509056]	[105]	[]	[]	[15795349]	[]
805_20622	chr11	304923	305323	+	1000	39.0	[]	[]	[7.0975323, 8.894671]	[60, 76]	[]	[305080, 305096]
805_20625	chr11	11966813	11967213	+	1000	39.0	[7.0975323]	[76]	[]	[]	[11966971]	[]
805_20628	chr11	14249320	14249720	+	985	39.0	[7.2473845, 11.506877]	[81, 83]	[]	[]	[14249486, 14249488]	[]
805_20631	chr11	18731935	18732335	+	1000	39.0	[7.0975323]	[72]	[]	[]	[18732105]	[]
805_20638	chr11	36702593	36702993	+	922	39.0	[]	[]	[8.687048, 7.6039934]	[59, 61]	[]	[36702752, 36702754]
805_20639	chr11	43311675	43312075	+	1000	39.0	[]	[]	[7.2721825, 7.1279345, 7.5071864]	[159, 164, 166]	[]	[43311913, 43311918, 43311920]
805_2064	chr1	36492549	36492949	+	1000	131.0	[]	[]	[6.9816003, 7.717715, 6.6075435]	[125, 130, 145]	[]	[36492759, 36492764, 36492779]
805_20641	chr11	44538436	44538836	+	1000	39.0	[]	[]	[8.317997]	[65]	[]	[44538594]
805_20642	chr11	46700483	46700883	+	1000	39.0	[9.754853, 6.6273565, 12.562974]	[86, 93, 133]	[]	[]	[46700665, 46700672, 46700712]	[]
805_20649	chr11	61871086	61871486	+	999	39.0	[8.933888]	[105]	[]	[]	[61871266]	[]
805_20651	chr11	62553079	62553479	+	1000	39.0	[]	[]	[7.644837, 7.2591763, 7.644837]	[57, 105, 134]	[]	[62553231, 62553279, 62553308]
805_20653	chr11	64247239	64247639	+	1000	39.0	[15.238556]	[93]	[7.578269]	[121]	[64247430]	[64247458]
805_20655	chr11	65362488	65362888	+	1000	39.0	[]	[]	[6.6273565, 7.0975323]	[155, 162]	[]	[65362707, 65362714]
805_20658	chr11	67389418	67389818	+	1000	39.0	[]	[]	[8.502228]	[105]	[]	[67389622]
805_20659	chr11	67428205	67428605	+	1000	39.0	[]	[]	[8.59887]	[124]	[]	[67428417]
805_20660	chr11	67583517	67583917	+	1000	39.0	[]	[]	[8.649299]	[237]	[]	[67583767]
805_20662	chr11	72683717	72684117	+	938	39.0	[]	[]	[6.8069506]	[167]	[]	[72683956]
805_20663	chr11	73242595	73242995	+	1000	39.0	[]	[]	[9.679184]	[143]	[]	[73242828]
805_20667	chr11	96155845	96156245	+	959	39.0	[9.609028]	[89]	[]	[]	[96156021]	[]
805_20671	chr11	112289975	112290375	+	1000	39.0	[]	[]	[13.953096]	[137]	[]	[112290206]
805_20674	chr11	117426173	117426573	+	792	39.0	[]	[]	[7.072491]	[144]	[]	[117426407]
805_20677	chr11	118712635	118713035	+	642	39.0	[]	[]	[10.221417]	[104]	[]	[118712816]
805_20681	chr11	123062131	123062531	+	1000	39.0	[9.239975, 7.6482563, 7.2721825, 6.5752125, 9.239975]	[70, 82, 86, 88, 148]	[]	[]	[123062292, 123062304, 123062308, 123062310, 123062370]	[]
805_20683	chr11	124758299	124758699	+	967	39.0	[6.8069506, 7.644837, 6.428879]	[79, 85, 89]	[6.991045]	[109]	[124758454, 124758460, 124758464]	[124758484]
805_20685	chr11	125070667	125071067	+	813	39.0	[]	[]	[8.2890625]	[188]	[]	[125070917]
805_20686	chr11	125452649	125453049	+	851	39.0	[7.2591763]	[59]	[]	[]	[125452802]	[]
805_2069	chr10	99620868	99621268	+	1000	131.0	[]	[]	[10.237877]	[76]	[]	[99621039]
805_20691	chr12	9798025	9798425	+	1000	39.0	[]	[]	[8.00492]	[96]	[]	[9798221]
805_20692	chr12	12910548	12910948	+	1000	39.0	[7.714338]	[88]	[]	[]	[12910714]	[]
805_20694	chr12	19439345	19439745	+	997	39.0	[8.178812]	[135]	[]	[]	[19439575]	[]
805_20696	chr12	31117055	31117455	+	1000	39.0	[10.610686, 12.29139]	[141, 145]	[]	[]	[31117284, 31117288]	[]
805_20699	chr12	47759367	47759767	+	1000	39.0	[15.238556]	[93]	[]	[]	[47759554]	[]
805_20701	chr12	49980816	49981216	+	1000	39.0	[]	[]	[6.9816003]	[62]	[]	[49980978]
805_20704	chr12	52708008	52708408	+	852	39.0	[12.186728]	[156]	[8.178812]	[146]	[52708253]	[52708243]
805_20705	chr12	52884773	52885173	+	1000	39.0	[8.267059]	[116]	[]	[]	[52884965]	[]
805_20706	chr12	54370206	54370606	+	972	39.0	[]	[]	[9.679184]	[125]	[]	[54370423]
805_20708	chr12	55729583	55729983	+	938	39.0	[9.597125]	[77]	[7.313411, 6.6086726]	[87, 153]	[55729743]	[55729753, 55729819]
805_20710	chr12	57235140	57235540	+	1000	39.0	[7.313411]	[99]	[]	[]	[57235335]	[]
805_20712	chr12	68379195	68379595	+	1000	39.0	[10.1167555, 6.9816003]	[118, 127]	[]	[]	[68379397, 68379406]	[]
805_20715	chr12	95073475	95073875	+	1000	39.0	[6.8069506]	[151]	[6.5752125, 6.428879]	[106, 111]	[95073701]	[95073656, 95073661]
805_20717	chr12	95623537	95623937	+	1000	39.0	[8.218906, 11.416559]	[74, 80]	[]	[]	[95623707, 95623713]	[]
805_20719	chr12	104215529	104215929	+	981	39.0	[12.562974]	[77]	[6.4261723]	[111]	[104215705]	[104215739]
805_20729	chr12	131452595	131452995	+	1000	39.0	[6.8069506]	[100]	[]	[]	[131452792]	[]
805_20731	chr13	51957555	51957955	+	997	39.0	[]	[]	[9.504365]	[109]	[]	[51957745]
805_20734	chr13	99176535	99176935	+	1000	39.0	[]	[]	[7.6567397]	[119]	[]	[99176749]
805_20738	chr13	113298291	113298691	+	706	39.0	[]	[]	[13.286267, 7.0975323]	[101, 103]	[]	[113298485, 113298487]
805_2074	chr12	54379622	54380022	+	1000	131.0	[7.9976654, 8.381167]	[56, 62]	[]	[]	[54379778, 54379784]	[]
805_20741	chr14	22824830	22825230	+	1000	39.0	[]	[]	[7.3942986]	[157]	[]	[22825074]
805_20746	chr14	59398823	59399223	+	653	39.0	[6.8069506]	[120]	[]	[]	[59399026]	[]
805_20750	chr14	73825553	73825953	+	1000	39.0	[7.4015884]	[129]	[]	[]	[73825758]	[]
805_20753	chr14	81453170	81453570	+	1000	39.0	[]	[]	[6.4322557]	[142]	[]	[81453394]
805_20757	chr14	99982396	99982796	+	1000	39.0	[]	[]	[9.930836]	[170]	[]	[99982634]
805_20760	chr14	102524451	102524851	+	1000	39.0	[10.131101]	[112]	[]	[]	[102524630]	[]
805_20761	chr15	27532307	27532707	+	1000	39.0	[12.186728]	[82]	[6.5499396]	[72]	[27532478]	[27532468]
805_20762	chr15	38389913	38390313	+	1000	39.0	[7.1121063]	[92]	[]	[]	[38390093]	[]
805_20765	chr15	40427176	40427576	+	555	39.0	[]	[]	[6.689266]	[135]	[]	[40427381]
805_20766	chr15	41564426	41564826	+	1000	39.0	[]	[]	[8.687048, 12.29139, 12.000808]	[84, 86, 148]	[]	[41564593, 41564595, 41564657]
805_20768	chr15	53759640	53760040	+	995	39.0	[7.644837, 7.644837, 7.644837]	[110, 114, 118]	[8.952417]	[61]	[53759840, 53759844, 53759848]	[53759791]
805_20769	chr15	56733507	56733907	+	1000	39.0	[9.283125]	[157]	[10.131101]	[110]	[56733735]	[56733688]
805_2077	chr14	55051979	55052379	+	1000	131.0	[8.630112]	[145]	[]	[]	[55052223]	[]
805_20771	chr15	62742370	62742770	+	817	39.0	[9.708119]	[120]	[]	[]	[62742584]	[]
805_20773	chr15	67863389	67863789	+	1000	39.0	[8.978558]	[98]	[8.178812]	[128]	[67863574]	[67863604]
805_20774	chr15	68306616	68307016	+	870	39.0	[]	[]	[8.557642]	[122]	[]	[68306823]
805_20775	chr15	73951122	73951522	+	1000	39.0	[]	[]	[9.708119]	[74]	[]	[73951283]
805_20777	chr15	75758295	75758695	+	994	39.0	[9.597125]	[121]	[]	[]	[75758509]	[]
805_20778	chr15	77543302	77543702	+	1000	39.0	[8.2890625]	[97]	[]	[]	[77543476]	[]
805_20779	chr15	78240917	78241317	+	1000	39.0	[10.901268]	[127]	[]	[]	[78241135]	[]
805_2078	chr14	76257064	76257464	+	1000	131.0	[7.208749, 6.9568024]	[136, 142]	[]	[]	[76257298, 76257304]	[]
805_20781	chr15	78751024	78751424	+	1000	39.0	[10.610686]	[78]	[]	[]	[78751198]	[]
805_20782	chr15	78873499	78873899	+	1000	39.0	[]	[]	[10.901268]	[159]	[]	[78873730]
805_20785	chr15	89004117	89004517	+	1000	39.0	[]	[]	[7.0975323]	[72]	[]	[89004279]
805_20790	chr16	388146	388546	+	1000	39.0	[]	[]	[6.5061984]	[164]	[]	[388393]
805_20794	chr16	3149702	3150102	+	1000	39.0	[7.6039934, 6.587771, 7.1279345, 7.7268963, 6.696274]	[114, 115, 116, 122, 123]	[10.75702, 7.369117]	[164, 170]	[3149874, 3149875, 3149876, 3149882, 3149883]	[3149924, 3149930]
805_20795	chr16	4200211	4200611	+	1000	39.0	[]	[]	[8.469394]	[127]	[]	[4200432]
805_20799	chr16	10256811	10257211	+	742	39.0	[]	[]	[8.649299, 13.953096, 7.473779]	[119, 126, 132]	[]	[10257005, 10257012, 10257018]
805_2080	chr15	92617542	92617942	+	1000	131.0	[10.221417]	[146]	[]	[]	[92617781]	[]
805_20806	chr16	27109618	27110018	+	1000	39.0	[]	[]	[7.693098]	[156]	[]	[27109862]
805_20809	chr16	30021515	30021915	+	1000	39.0	[]	[]	[7.357674, 8.759238]	[110, 112]	[]	[30021688, 30021690]
805_20819	chr16	68289585	68289985	+	1000	39.0	[]	[]	[7.935419, 10.75702]	[80, 84]	[]	[68289752, 68289756]
805_20820	chr16	69186889	69187289	+	1000	39.0	[11.883123, 11.883123]	[88, 150]	[6.4158807, 12.000808, 7.473779]	[103, 135, 141]	[69187056, 69187118]	[69187071, 69187103, 69187109]
805_20825	chr16	81261032	81261432	+	910	39.0	[7.1426477, 8.267059]	[104, 144]	[]	[]	[81261210, 81261250]	[]
805_2083	chr18	48720347	48720747	+	1000	131.0	[9.3029375, 6.412952]	[114, 116]	[]	[]	[48720546, 48720548]	[]
805_20831	chr16	87077266	87077666	+	1000	39.0	[7.778771]	[129]	[]	[]	[87077489]	[]
805_20832	chr16	87324656	87325056	+	1000	39.0	[6.6086726, 8.397566]	[80, 102]	[7.0396867]	[145]	[87324834, 87324856]	[87324899]
805_20833	chr16	88972945	88973345	+	1000	39.0	[13.286267, 10.610686, 10.700085]	[73, 79, 88]	[]	[]	[88973117, 88973123, 88973132]	[]
805_20835	chr17	7844495	7844895	+	1000	39.0	[8.42266]	[78]	[]	[]	[7844666]	[]
805_20837	chr17	13521743	13522143	+	882	39.0	[13.286267]	[129]	[]	[]	[13521965]	[]
805_20838	chr17	14309137	14309537	+	946	39.0	[11.883123]	[112]	[8.502228]	[75]	[14309338]	[14309301]
805_20842	chr17	32912251	32912651	+	1000	39.0	[8.502228, 6.656291, 9.464272, 13.8484335]	[71, 90, 125, 166]	[]	[]	[32912407, 32912426, 32912461, 32912502]	[]
805_20846	chr17	38333662	38334062	+	964	39.0	[]	[]	[7.609212]	[139]	[]	[38333890]
805_20852	chr17	40219020	40219420	+	1000	39.0	[]	[]	[7.032538, 13.953096]	[99, 110]	[]	[40219216, 40219227]
805_20853	chr17	40816509	40816909	+	1000	39.0	[]	[]	[7.313411, 8.178812]	[146, 149]	[]	[40816733, 40816736]
805_20858	chr17	47240061	47240461	+	1000	39.0	[]	[]	[12.29139]	[161]	[]	[47240308]
805_20859	chr17	48996889	48997289	+	1000	39.0	[7.313411]	[152]	[7.7268963, 8.831296, 13.953096]	[177, 182, 188]	[48997104]	[48997129, 48997134, 48997140]
805_20868	chr17	74379411	74379811	+	1000	39.0	[]	[]	[10.610686, 9.597125]	[122, 126]	[]	[74379630, 74379634]
805_20869	chr17	75270543	75270943	+	980	39.0	[]	[]	[10.901268]	[132]	[]	[75270763]
805_20871	chr17	76193652	76194052	+	1000	39.0	[10.610686, 8.469394]	[145, 149]	[]	[]	[76193896, 76193900]	[]
805_20872	chr17	76256376	76256776	+	625	39.0	[13.953096]	[86]	[]	[]	[76256559]	[]
805_20876	chr17	79401095	79401495	+	1000	39.0	[13.168583, 9.283125]	[91, 115]	[]	[]	[79401270, 79401294]	[]
805_20877	chr17	81393980	81394380	+	1000	39.0	[]	[]	[7.026269, 7.473779, 8.285589, 13.953096]	[97, 129, 133, 141]	[]	[81394150, 81394182, 81394186, 81394194]
805_20878	chr17	81401951	81402351	+	1000	39.0	[7.313411]	[143]	[]	[]	[81402190]	[]
805_2088	chr22	21726628	21727028	+	1000	131.0	[7.0975323]	[151]	[]	[]	[21726866]	[]
