#PeakID(python identify_motif.py ./ENCODE_processed_files/BHLHE40_idr.fa BHLHE40 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
890_14833	chr6	158573588	158573988	+	1000	68.0	[7.848641]	[144]	[7.4477744]	[144]	[158573818]	[158573818]
890_14834	chr6	159819377	159819777	+	1000	68.0	[13.318897]	[131]	[13.169274]	[131]	[159819604]	[159819604]
890_14837	chr7	29749506	29749906	+	1000	68.0	[6.9167833]	[87]	[7.363437]	[87]	[29749685]	[29749685]
890_14846	chr7	106987790	106988190	+	1000	68.0	[11.247076]	[125]	[9.876531]	[125]	[106987981]	[106987981]
890_14848	chr7	111477428	111477828	+	1000	68.0	[7.2062225]	[163]	[6.900726]	[163]	[111477677]	[111477677]
890_14852	chr7	139094615	139095015	+	1000	68.0	[9.912252]	[118]	[8.548939]	[118]	[139094812]	[139094812]
890_14853	chr7	139620808	139621208	+	1000	68.0	[7.046873]	[92]	[]	[]	[139620996]	[]
890_14855	chr7	151417026	151417426	+	1000	68.0	[13.009925]	[104]	[13.009925]	[104]	[151417217]	[151417217]
890_14859	chr8	90167474	90167874	+	1000	68.0	[7.0544653]	[87]	[]	[]	[90167654]	[]
890_14865	chr9	4865677	4866077	+	1000	68.0	[7.298152]	[85]	[7.9982634]	[85]	[4865849]	[4865849]
890_14867	chr9	93114753	93115153	+	1000	68.0	[13.169274]	[80]	[13.318897]	[80]	[93114931]	[93114931]
890_14868	chr9	94971377	94971777	+	1000	68.0	[13.169274]	[109]	[13.318897]	[109]	[94971586]	[94971586]
890_1487	chr15	72272493	72272893	+	1000	290.0	[8.548939]	[99]	[9.912252]	[99]	[72272688]	[72272688]
890_14870	chr9	119375870	119376270	+	1000	68.0	[13.009925]	[127]	[13.009925]	[127]	[119376087]	[119376087]
890_14880	chrX	20142147	20142547	+	1000	68.0	[13.009925]	[102]	[13.009925]	[102]	[20142348]	[20142348]
890_14881	chrX	118883969	118884369	+	1000	68.0	[13.478247]	[115]	[13.478247]	[115]	[118884184]	[118884184]
890_14882	chrX	119479713	119480113	+	1000	68.0	[13.169274]	[115]	[13.318897]	[115]	[119479927]	[119479927]
890_14883	chr1	8091012	8091412	+	1000	67.0	[13.009925]	[113]	[13.009925]	[113]	[8091212]	[8091212]
890_14884	chr1	9500956	9501356	+	1000	67.0	[13.318897]	[94]	[13.169274]	[94]	[9501147]	[9501147]
890_14886	chr1	18452576	18452976	+	1000	67.0	[7.5227866]	[83]	[7.225755]	[83]	[18452755]	[18452755]
890_14888	chr1	21781444	21781844	+	1000	67.0	[7.4877, 7.298152]	[82, 166]	[7.2114162, 7.9982634]	[82, 166]	[21781601, 21781685]	[21781601, 21781685]
890_1489	chr2	43818775	43819175	+	1000	290.0	[13.318897]	[98]	[13.169274]	[98]	[43818971]	[43818971]
890_14891	chr1	30900078	30900478	+	1000	67.0	[7.2138147]	[105]	[7.066406]	[105]	[30900276]	[30900276]
890_14898	chr1	46556750	46557150	+	1000	67.0	[7.2138147]	[142]	[7.066406]	[142]	[46556984]	[46556984]
890_14899	chr1	53509307	53509707	+	1000	67.0	[8.857911]	[108]	[10.071603]	[108]	[53509514]	[53509514]
890_14907	chr1	86409459	86409859	+	1000	67.0	[11.406425]	[145]	[10.185503]	[145]	[86409700]	[86409700]
890_14909	chr1	117655121	117655521	+	1000	67.0	[]	[]	[6.858047]	[141]	[]	[117655355]
890_14936	chr11	57242416	57242816	+	1000	67.0	[8.05161, 7.14623, 8.05161]	[102, 108, 122]	[7.14623, 8.05161, 7.14623]	[102, 108, 122]	[57242602, 57242608, 57242622]	[57242602, 57242608, 57242622]
890_14938	chr11	62123847	62124247	+	1000	67.0	[7.7966723]	[100]	[7.3707657]	[100]	[62124047]	[62124047]
890_1494	chr6	36848558	36848958	+	1000	290.0	[8.857911]	[101]	[10.071603]	[101]	[36848758]	[36848758]
890_14941	chr11	65041061	65041461	+	1000	67.0	[7.4552026]	[91]	[8.210959]	[91]	[65041224]	[65041224]
890_14946	chr11	85599097	85599497	+	1000	67.0	[13.009925]	[121]	[13.009925]	[121]	[85599312]	[85599312]
890_14949	chr12	49367130	49367530	+	1000	67.0	[8.05161]	[71]	[7.14623]	[71]	[49367290]	[49367290]
890_14955	chr12	96371359	96371759	+	1000	67.0	[7.2062225]	[142]	[6.900726]	[142]	[96371571]	[96371571]
890_14957	chr12	104724915	104725315	+	1000	67.0	[7.101077]	[98]	[6.99811]	[98]	[104725111]	[104725111]
890_14958	chr12	106328733	106329133	+	1000	67.0	[13.169274]	[102]	[13.318897]	[102]	[106328934]	[106328934]
890_1496	chr8	124575268	124575668	+	1000	290.0	[13.009925]	[88]	[13.009925]	[88]	[124575455]	[124575455]
890_14961	chr12	111766220	111766620	+	1000	67.0	[11.247076]	[98]	[9.876531]	[98]	[111766417]	[111766417]
890_14970	chr14	71181179	71181579	+	1000	67.0	[11.247076, 13.318897]	[113, 153]	[9.876531, 13.169274]	[113, 153]	[71181389, 71181429]	[71181389, 71181429]
890_14971	chr14	75223566	75223966	+	1000	67.0	[8.548939]	[128]	[7.0544653, 9.912252]	[116, 128]	[75223754]	[75223742, 75223754]
890_14975	chr15	51331108	51331508	+	1000	67.0	[10.071603]	[99]	[8.857911]	[99]	[51331306]	[51331306]
890_14978	chr15	68644052	68644452	+	1000	67.0	[7.066406, 7.5227866]	[98, 113]	[7.2138147, 7.225755]	[98, 113]	[68644250, 68644265]	[68644250, 68644265]
890_14979	chr15	68819631	68820031	+	1000	67.0	[7.101077]	[104]	[6.99811]	[104]	[68819825]	[68819825]
890_14996	chr16	84929853	84930253	+	1000	67.0	[8.113682]	[126]	[8.113682]	[126]	[84930072]	[84930072]
890_15000	chr17	3888535	3888935	+	1000	67.0	[6.900726]	[119]	[7.2062225]	[119]	[3888750]	[3888750]
890_15006	chr17	41679124	41679524	+	1000	67.0	[7.135697]	[122]	[6.876215]	[122]	[41679318]	[41679318]
890_15007	chr17	44344862	44345262	+	1000	67.0	[7.5227866, 7.5227866]	[141, 157]	[7.225755, 7.225755]	[141, 157]	[44345079, 44345095]	[44345079, 44345095]
890_15008	chr17	47287488	47287888	+	1000	67.0	[13.478247]	[129]	[13.478247]	[129]	[47287687]	[47287687]
890_15015	chr17	69134184	69134584	+	1000	67.0	[13.478247]	[118]	[13.478247]	[118]	[69134390]	[69134390]
890_15020	chr18	9827900	9828300	+	1000	67.0	[9.876531]	[138]	[11.247076]	[138]	[9828136]	[9828136]
890_15027	chr19	11535936	11536336	+	1000	67.0	[7.614552]	[164]	[8.519932]	[164]	[11536174]	[11536174]
890_15031	chr19	45927681	45928081	+	1000	67.0	[]	[]	[6.8972507]	[129]	[]	[45927894]
890_15032	chr19	52189452	52189852	+	1000	67.0	[8.05161]	[129]	[7.14623]	[129]	[52189677]	[52189677]
890_15033	chr19	55446970	55447370	+	1000	67.0	[13.009925]	[82]	[13.009925]	[82]	[55447123]	[55447123]
890_15038	chr2	39783128	39783528	+	1000	67.0	[7.225755, 13.478247]	[59, 88]	[7.5227866, 13.478247]	[59, 88]	[39783280, 39783309]	[39783280, 39783309]
890_1504	chr2	118003278	118003678	+	1000	289.0	[13.169274]	[93]	[13.318897]	[93]	[118003463]	[118003463]
890_15041	chr2	48284894	48285294	+	1000	67.0	[7.046873, 7.046873]	[98, 126]	[]	[]	[48285091, 48285119]	[]
890_15042	chr2	58715354	58715754	+	1000	67.0	[]	[]	[7.0544653]	[114]	[]	[58715565]
890_15045	chr2	70070788	70071188	+	1000	67.0	[6.9763474]	[159]	[]	[]	[70071039]	[]
890_15046	chr2	88429889	88430289	+	1000	67.0	[13.318897]	[100]	[13.169274]	[100]	[88430083]	[88430083]
890_15048	chr2	96959725	96960125	+	1000	67.0	[13.318897]	[105]	[13.169274]	[105]	[96959924]	[96959924]
890_15051	chr2	157265913	157266313	+	1000	67.0	[13.169274]	[108]	[13.318897]	[108]	[157266107]	[157266107]
890_15054	chr2	216661598	216661998	+	1000	67.0	[7.14623]	[115]	[8.05161]	[115]	[216661797]	[216661797]
890_15058	chr20	43954723	43955123	+	1000	67.0	[13.169274]	[112]	[13.318897]	[112]	[43954933]	[43954933]
890_15061	chr21	34184258	34184658	+	1000	67.0	[13.169274]	[87]	[13.318897]	[87]	[34184433]	[34184433]
890_15062	chr21	42067762	42068162	+	1000	67.0	[9.876531]	[109]	[11.247076]	[109]	[42067968]	[42067968]
890_15075	chr22	21717804	21718204	+	1000	67.0	[10.185503]	[105]	[11.406425]	[105]	[21717998]	[21717998]
890_15080	chr22	28883371	28883771	+	1000	67.0	[8.857911]	[130]	[10.071603]	[130]	[28883581]	[28883581]
890_15081	chr22	29049566	29049966	+	1000	67.0	[8.548939]	[88]	[9.912252]	[88]	[29049720]	[29049720]
890_15085	chr22	37273422	37273822	+	1000	67.0	[6.858047]	[179]	[]	[]	[37273644]	[]
890_15086	chr22	37482287	37482687	+	1000	67.0	[13.009925]	[102]	[13.009925]	[102]	[37482481]	[37482481]
890_15090	chr22_KI270733v1_random	134919	135319	+	1000	67.0	[7.101077]	[132]	[6.99811]	[132]	[135151]	[135151]
890_15091	chr3	8702563	8702963	+	1000	67.0	[7.6797376]	[95]	[7.956022]	[95]	[8702758]	[8702758]
890_15093	chr3	12959816	12960216	+	1000	67.0	[7.4100494]	[80]	[7.1574593]	[80]	[12959991]	[12959991]
890_15108	chr4	3313618	3314018	+	1000	67.0	[8.857911, 8.857911]	[122, 130]	[10.071603, 10.071603]	[122, 130]	[3313834, 3313842]	[3313834, 3313842]
890_1511	chr10	22683472	22683872	+	1000	288.0	[9.876531]	[115]	[11.247076]	[115]	[22683682]	[22683682]
890_15113	chr4	81505164	81505564	+	1000	67.0	[7.6797376]	[122]	[7.956022]	[122]	[81505368]	[81505368]
890_1512	chr10	112843577	112843977	+	1000	288.0	[7.4100494]	[75]	[7.1574593]	[75]	[112843745]	[112843745]
890_15121	chr4	173316982	173317382	+	1000	67.0	[7.066406]	[85]	[7.2138147]	[85]	[173317165]	[173317165]
890_15122	chr4	182065252	182065652	+	1000	67.0	[8.05161, 8.857911]	[112, 121]	[7.14623, 10.071603]	[112, 121]	[182065454, 182065463]	[182065454, 182065463]
890_15124	chr4	184940461	184940861	+	1000	67.0	[8.857911, 13.318897]	[92, 113]	[10.071603, 13.169274]	[92, 113]	[184940647, 184940668]	[184940647, 184940668]
890_1513	chr12	89708792	89709192	+	1000	288.0	[7.2114162]	[108]	[7.4877]	[108]	[89708990]	[89708990]
890_15130	chr5	38601050	38601450	+	1000	67.0	[10.071603]	[74]	[8.857911]	[74]	[38601214]	[38601214]
890_15131	chr5	62719973	62720373	+	1000	67.0	[8.113682]	[116]	[8.113682]	[116]	[62720176]	[62720176]
890_15132	chr5	72847918	72848318	+	1000	67.0	[7.956022]	[79]	[7.6797376]	[79]	[72848080]	[72848080]
890_15136	chr5	139406949	139407349	+	1000	67.0	[13.478247]	[118]	[13.478247]	[118]	[139407162]	[139407162]
890_15141	chr5	159515819	159516219	+	1000	67.0	[]	[]	[7.046873]	[153]	[]	[159516061]
890_15142	chr5	160347991	160348391	+	1000	67.0	[13.009925]	[99]	[13.009925]	[99]	[160348185]	[160348185]
890_15144	chr5	177099402	177099802	+	1000	67.0	[13.009925]	[130]	[13.009925]	[130]	[177099619]	[177099619]
890_15152	chr6	40743709	40744109	+	1000	67.0	[11.406425]	[128]	[10.185503]	[128]	[40743936]	[40743936]
890_15160	chr6	139826112	139826512	+	1000	67.0	[8.857911, 7.5227866]	[89, 133]	[10.071603, 7.225755]	[89, 133]	[139826298, 139826342]	[139826298, 139826342]
890_15163	chr6	149484776	149485176	+	1000	67.0	[7.4100494]	[129]	[7.1574593]	[129]	[149485003]	[149485003]
890_15165	chr6	167815670	167816070	+	1000	67.0	[8.857911]	[118]	[10.071603]	[118]	[167815877]	[167815877]
890_15170	chr7	74233638	74234038	+	1000	67.0	[13.009925]	[121]	[13.009925]	[121]	[74233855]	[74233855]
890_15171	chr7	75596670	75597070	+	1000	67.0	[6.9167833]	[81]	[7.363437]	[81]	[75596843]	[75596843]
890_15175	chr7	105033709	105034109	+	1000	67.0	[9.876531]	[85]	[11.247076]	[85]	[105033889]	[105033889]
890_15181	chr7	155198110	155198510	+	1000	67.0	[10.185503]	[82]	[11.406425]	[82]	[155198290]	[155198290]
890_15183	chr8	12755580	12755980	+	1000	67.0	[7.298152]	[110]	[7.9982634]	[110]	[12755751]	[12755751]
890_15188	chr8	55598055	55598455	+	1000	67.0	[7.135697, 11.247076]	[108, 137]	[6.876215, 9.876531]	[108, 137]	[55598244, 55598273]	[55598244, 55598273]
890_15192	chr8	123579776	123580176	+	1000	67.0	[7.520388]	[116]	[7.6470494]	[116]	[123579986]	[123579986]
890_15196	chr8	143544504	143544904	+	1000	67.0	[7.0544653]	[141]	[]	[]	[143544689]	[]
890_15197	chr8	144093396	144093796	+	1000	67.0	[7.101077]	[83]	[6.99811]	[83]	[144093579]	[144093579]
890_15199	chr9	33458466	33458866	+	1000	67.0	[13.318897]	[118]	[13.169274]	[118]	[33458682]	[33458682]
890_15202	chr9	121494189	121494589	+	1000	67.0	[13.169274]	[93]	[13.318897]	[93]	[121494381]	[121494381]
890_15203	chr9	123364534	123364934	+	1000	67.0	[11.406425]	[95]	[10.185503]	[95]	[123364718]	[123364718]
890_15204	chr9	123407217	123407617	+	1000	67.0	[8.05161]	[105]	[7.14623]	[105]	[123407406]	[123407406]
890_15207	chr9	130802020	130802420	+	1000	67.0	[13.009925]	[139]	[13.009925]	[139]	[130802237]	[130802237]
890_15210	chr9	136567924	136568324	+	1000	67.0	[9.912252]	[90]	[8.548939]	[90]	[136568107]	[136568107]
890_15216	chrX	120755130	120755530	+	1000	67.0	[11.406425]	[92]	[10.185503]	[92]	[120755317]	[120755317]
890_15224	chr1	14699746	14700146	+	1000	66.0	[13.009925]	[155]	[13.009925]	[155]	[14699975]	[14699975]
890_1523	chr3	45554266	45554666	+	1000	288.0	[6.99811]	[95]	[7.101077]	[95]	[45554455]	[45554455]
890_15237	chr1	51534947	51535347	+	1000	66.0	[7.225755]	[72]	[7.5227866]	[72]	[51535110]	[51535110]
890_1524	chr7	16740240	16740640	+	1000	288.0	[8.548939]	[122]	[9.912252]	[122]	[16740452]	[16740452]
890_15242	chr1	108199976	108200376	+	1000	66.0	[7.6797376]	[105]	[7.956022]	[105]	[108200173]	[108200173]
890_15243	chr1	115333345	115333745	+	1000	66.0	[13.169274]	[89]	[13.318897]	[89]	[115333531]	[115333531]
890_15245	chr1	155003738	155004138	+	1000	66.0	[11.247076]	[111]	[9.876531]	[111]	[155003937]	[155003937]
890_15246	chr1	161117325	161117725	+	1000	66.0	[8.857911, 6.924827]	[93, 140]	[10.071603, 7.03964]	[93, 140]	[161117511, 161117558]	[161117511, 161117558]
890_15258	chr10	24319405	24319805	+	1000	66.0	[9.912252]	[95]	[8.548939]	[95]	[24319590]	[24319590]
890_15259	chr10	31146602	31147002	+	1000	66.0	[8.05161, 13.009925]	[104, 110]	[7.14623, 13.009925]	[104, 110]	[31146795, 31146801]	[31146795, 31146801]
890_1526	chr8	37899549	37899949	+	1000	288.0	[13.318897]	[76]	[13.169274]	[76]	[37899717]	[37899717]
890_15260	chr10	31773803	31774203	+	1000	66.0	[13.478247, 13.009925]	[86, 150]	[13.478247, 13.009925]	[86, 150]	[31773965, 31774029]	[31773965, 31774029]
890_15261	chr10	43371411	43371811	+	1000	66.0	[9.912252]	[115]	[8.548939]	[115]	[43371620]	[43371620]
890_15266	chr10	69425789	69426189	+	1000	66.0	[9.912252]	[165]	[8.548939]	[165]	[69426038]	[69426038]
890_1527	chr9	123304818	123305218	+	1000	288.0	[11.406425]	[106]	[10.185503]	[106]	[123305017]	[123305017]
890_15270	chr11	335938	336338	+	1000	66.0	[13.169274]	[136]	[13.318897]	[136]	[336154]	[336154]
890_15278	chr11	35390093	35390493	+	1000	66.0	[13.009925]	[95]	[13.009925]	[95]	[35390288]	[35390288]
890_15279	chr11	47067371	47067771	+	1000	66.0	[10.071603]	[154]	[8.857911]	[154]	[47067612]	[47067612]
890_15283	chr11	71830781	71831181	+	1000	66.0	[13.009925]	[89]	[13.009925]	[89]	[71830969]	[71830969]
890_15284	chr11	72681443	72681843	+	1000	66.0	[9.912252, 9.876531]	[82, 154]	[8.548939, 11.247076]	[82, 154]	[72681611, 72681683]	[72681611, 72681683]
890_15289	chr12	24933781	24934181	+	1000	66.0	[7.2138147]	[71]	[7.066406]	[71]	[24933950]	[24933950]
890_15291	chr12	47981681	47982081	+	1000	66.0	[13.009925]	[97]	[13.009925]	[97]	[47981878]	[47981878]
890_15292	chr12	50515537	50515937	+	1000	66.0	[8.548939]	[120]	[9.912252]	[120]	[50515752]	[50515752]
890_153	chr9	137669312	137669712	+	1000	588.0	[13.009925, 13.009925, 13.009925]	[75, 112, 149]	[13.009925, 13.009925, 13.009925]	[75, 112, 149]	[137669480, 137669517, 137669554]	[137669480, 137669517, 137669554]
890_1530	chr12	120487512	120487912	+	1000	287.0	[13.169274]	[100]	[13.318897]	[100]	[120487710]	[120487710]
890_15307	chr12	121624611	121625011	+	1000	66.0	[7.363437]	[117]	[6.9167833]	[117]	[121624824]	[121624824]
890_15309	chr12	131642163	131642563	+	1000	66.0	[7.5227866, 13.169274]	[84, 128]	[7.225755, 13.318897]	[84, 128]	[131642336, 131642380]	[131642336, 131642380]
890_15312	chr13	110474790	110475190	+	1000	66.0	[11.247076]	[112]	[9.876531]	[112]	[110474976]	[110474976]
890_15315	chr14	67241068	67241468	+	1000	66.0	[7.520388, 7.14623]	[57, 111]	[7.6470494, 8.05161]	[57, 111]	[67241222, 67241276]	[67241222, 67241276]
890_15317	chr14	103329815	103330215	+	1000	66.0	[6.8972507]	[84]	[]	[]	[103329998]	[]
890_15318	chr15	35547957	35548357	+	1000	66.0	[8.113682]	[112]	[8.113682]	[112]	[35548158]	[35548158]
890_15324	chr15	68405231	68405631	+	1000	66.0	[13.169274]	[97]	[13.318897]	[97]	[68405428]	[68405428]
890_15326	chr15	88859535	88859935	+	1000	66.0	[11.406425]	[112]	[10.185503]	[112]	[88859739]	[88859739]
890_1533	chr2	191020182	191020582	+	1000	287.0	[9.912252]	[108]	[8.548939]	[108]	[191020389]	[191020389]
890_15330	chr16	9066630	9067030	+	1000	66.0	[6.9167833]	[108]	[7.363437]	[108]	[9066830]	[9066830]
890_15331	chr16	11010823	11011223	+	1000	66.0	[7.2138147, 7.5227866]	[104, 148]	[7.066406, 7.225755]	[104, 148]	[11011011, 11011055]	[11011011, 11011055]
890_15335	chr16	51002869	51003269	+	1000	66.0	[11.247076]	[122]	[9.876531]	[122]	[51003087]	[51003087]
890_15337	chr16	57379482	57379882	+	1000	66.0	[13.318897]	[85]	[13.169274]	[85]	[57379664]	[57379664]
890_15354	chr17	41692330	41692730	+	1000	66.0	[13.318897]	[66]	[13.169274]	[66]	[41692487]	[41692487]
890_15369	chr18	35500112	35500512	+	1000	66.0	[13.169274]	[99]	[13.318897]	[99]	[35500310]	[35500310]
890_1537	chr1	31471531	31471931	+	1000	286.0	[]	[]	[7.046873, 7.046873, 7.046873]	[72, 100, 129]	[]	[31471692, 31471720, 31471749]
890_15370	chr18	56574792	56575192	+	1000	66.0	[13.478247]	[79]	[13.478247]	[79]	[56574970]	[56574970]
890_15372	chr19	588077	588477	+	1000	66.0	[7.4477744]	[151]	[7.848641]	[151]	[588314]	[588314]
890_15379	chr19	17555693	17556093	+	1000	66.0	[7.14623]	[79]	[8.05161]	[79]	[17555869]	[17555869]
890_15383	chr19	19900590	19900990	+	1000	66.0	[6.9167833]	[117]	[7.363437]	[117]	[19900804]	[19900804]
890_15393	chr2	47226168	47226568	+	1000	66.0	[6.900726]	[97]	[7.2062225]	[97]	[47226359]	[47226359]
890_15394	chr2	47334402	47334802	+	1000	66.0	[]	[]	[7.0544653]	[167]	[]	[47334643]
890_154	chr12	105107538	105107938	+	1000	587.0	[13.318897, 7.2114162]	[86, 127]	[13.169274, 7.4877]	[86, 127]	[105107717, 105107758]	[105107717, 105107758]
890_15400	chr2	110993882	110994282	+	1000	66.0	[7.5227866, 13.009925]	[67, 106]	[7.225755, 13.009925]	[67, 106]	[110994049, 110994088]	[110994049, 110994088]
890_15402	chr2	144048605	144049005	+	1000	66.0	[7.0544653]	[95]	[]	[]	[144048790]	[]
890_15407	chr2	207491937	207492337	+	1000	66.0	[11.247076]	[87]	[9.876531]	[87]	[207492106]	[207492106]
890_15408	chr2	217370371	217370771	+	1000	66.0	[]	[]	[7.0544653]	[154]	[]	[217370604]
890_15412	chr20	57514172	57514572	+	1000	66.0	[13.318897]	[97]	[13.169274]	[97]	[57514356]	[57514356]
890_15420	chr21	39430451	39430851	+	1000	66.0	[6.858047]	[129]	[]	[]	[39430658]	[]
890_15428	chr22	23200943	23201343	+	1000	66.0	[11.247076]	[110]	[9.876531]	[110]	[23201143]	[23201143]
890_1543	chr6	36131755	36132155	+	1000	286.0	[7.2138147]	[105]	[7.066406]	[105]	[36131951]	[36131951]
890_15431	chr22	40342562	40342962	+	1000	66.0	[13.009925]	[85]	[13.009925]	[85]	[40342745]	[40342745]
890_15436	chr3	42843774	42844174	+	1000	66.0	[13.009925]	[97]	[13.009925]	[97]	[42843954]	[42843954]
890_15437	chr3	43286033	43286433	+	1000	66.0	[7.14623]	[96]	[8.05161]	[96]	[43286206]	[43286206]
890_15438	chr3	43688320	43688720	+	1000	66.0	[6.9167833]	[105]	[7.363437]	[105]	[43688521]	[43688521]
890_1544	chr8	60981309	60981709	+	1000	286.0	[10.185503]	[93]	[11.406425]	[93]	[60981501]	[60981501]
890_15443	chr3	177179937	177180337	+	1000	66.0	[13.009925]	[94]	[13.009925]	[94]	[177180104]	[177180104]
890_15452	chr4	88378837	88379237	+	1000	66.0	[7.4477744]	[123]	[7.848641]	[123]	[88379055]	[88379055]
890_15456	chr4	174047444	174047844	+	1000	66.0	[7.225755]	[106]	[7.5227866]	[106]	[174047634]	[174047634]
890_15457	chr4	174120402	174120802	+	1000	66.0	[7.14623]	[81]	[8.05161]	[81]	[174120576]	[174120576]
890_15462	chr5	86615702	86616102	+	1000	66.0	[7.363437]	[118]	[6.9167833, 6.9763474]	[118, 129]	[86615915]	[86615915, 86615926]
890_15467	chr5	139708656	139709056	+	1000	66.0	[7.1574593]	[102]	[7.4100494]	[102]	[139708844]	[139708844]
890_15474	chr5	178453239	178453639	+	1000	66.0	[7.7966723]	[102]	[7.3707657]	[102]	[178453429]	[178453429]
890_15475	chr6	2897792	2898192	+	1000	66.0	[13.478247]	[102]	[13.478247]	[102]	[2897983]	[2897983]
890_15488	chr6	30884731	30885131	+	1000	66.0	[7.6470494]	[112]	[7.520388]	[112]	[30884919]	[30884919]
890_15492	chr6	35726350	35726750	+	1000	66.0	[6.858047]	[74]	[]	[]	[35726506]	[]
890_1550	chr18	77321783	77322183	+	1000	285.0	[13.009925, 8.05161, 8.113682]	[97, 103, 111]	[13.009925, 7.14623, 8.113682]	[97, 103, 111]	[77321977, 77321983, 77321991]	[77321977, 77321983, 77321991]
890_15500	chr6	109391544	109391944	+	1000	66.0	[7.5227866]	[83]	[7.225755]	[83]	[109391722]	[109391722]
890_15502	chr6	122482690	122483090	+	1000	66.0	[13.009925]	[100]	[13.009925]	[100]	[122482876]	[122482876]
890_15503	chr6	122610062	122610462	+	1000	66.0	[13.009925]	[95]	[13.009925]	[95]	[122610248]	[122610248]
890_15508	chr7	1875440	1875840	+	1000	66.0	[]	[]	[7.0544653]	[143]	[]	[1875683]
890_15514	chr7	29895522	29895922	+	1000	66.0	[13.478247]	[92]	[13.478247]	[92]	[29895712]	[29895712]
890_15517	chr7	66170215	66170615	+	1000	66.0	[13.318897]	[84]	[13.169274]	[84]	[66170373]	[66170373]
890_15518	chr7	74140697	74141097	+	1000	66.0	[7.4877]	[93]	[7.2114162]	[93]	[74140889]	[74140889]
890_1552	chr3	184417865	184418265	+	1000	285.0	[11.247076]	[117]	[9.876531]	[117]	[184418074]	[184418074]
890_15520	chr7	77714844	77715244	+	1000	66.0	[7.2062225]	[107]	[6.900726]	[107]	[77715050]	[77715050]
890_15538	chr8	81720391	81720791	+	1000	66.0	[10.071603]	[127]	[8.857911]	[127]	[81720594]	[81720594]
890_1554	chr6	72560789	72561189	+	1000	285.0	[7.2138147]	[97]	[7.066406]	[97]	[72560981]	[72560981]
890_15556	chr9	135796148	135796548	+	1000	66.0	[7.5227866]	[79]	[7.225755]	[79]	[135796307]	[135796307]
890_15560	chrX	10173326	10173726	+	1000	66.0	[13.478247]	[115]	[13.478247]	[115]	[10173537]	[10173537]
890_15563	chrX	151875596	151875996	+	1000	66.0	[13.478247]	[108]	[13.478247]	[108]	[151875802]	[151875802]
890_15565	chr1	11792589	11792989	+	1000	65.0	[10.071603]	[122]	[8.857911]	[122]	[11792811]	[11792811]
890_15568	chr1	19509635	19510035	+	1000	65.0	[13.009925]	[90]	[13.009925]	[90]	[19509823]	[19509823]
890_15570	chr1	24412133	24412533	+	1000	65.0	[8.157613]	[139]	[7.607124]	[139]	[24412342]	[24412342]
890_15571	chr1	24640266	24640666	+	1000	65.0	[13.478247]	[115]	[13.478247]	[115]	[24640473]	[24640473]
890_15574	chr1	28544463	28544863	+	1000	65.0	[7.225755, 10.185503]	[86, 95]	[7.5227866, 11.406425]	[86, 95]	[28544648, 28544657]	[28544648, 28544657]
890_15576	chr1	43979744	43980144	+	1000	65.0	[8.548939]	[127]	[9.912252]	[127]	[43979971]	[43979971]
890_15584	chr1	152745398	152745798	+	1000	65.0	[13.169274]	[106]	[13.318897]	[106]	[152745602]	[152745602]
890_15588	chr1	180563022	180563422	+	1000	65.0	[7.4100494]	[137]	[7.1574593]	[137]	[180563247]	[180563247]
890_1559	chr11	68955308	68955708	+	1000	284.0	[7.4100494]	[100]	[7.1574593]	[100]	[68955504]	[68955504]
890_15600	chr1	231734271	231734671	+	1000	65.0	[13.318897]	[105]	[13.169274]	[105]	[231734475]	[231734475]
890_15606	chr10	48806299	48806699	+	1000	65.0	[13.009925]	[107]	[7.046873, 13.009925]	[75, 107]	[48806488]	[48806456, 48806488]
890_15607	chr10	67883736	67884136	+	1000	65.0	[13.169274]	[71]	[13.318897]	[71]	[67883906]	[67883906]
890_1561	chr17	33905295	33905695	+	1000	284.0	[]	[]	[7.0544653]	[104]	[]	[33905497]
890_15619	chr11	10410803	10411203	+	1000	65.0	[7.225755]	[98]	[7.5227866]	[98]	[10410998]	[10410998]
890_1562	chr2	3303561	3303961	+	1000	284.0	[11.406425]	[85]	[10.185503]	[85]	[3303743]	[3303743]
890_1563	chr2	46915739	46916139	+	1000	284.0	[7.614552]	[81]	[8.519932]	[81]	[46915917]	[46915917]
890_15632	chr11	70457226	70457626	+	1000	65.0	[7.6892915]	[97]	[7.1388025]	[97]	[70457418]	[70457418]
890_15634	chr11	73470093	73470493	+	1000	65.0	[7.225755]	[106]	[7.5227866]	[106]	[73470286]	[73470286]
890_15637	chr11	86079423	86079823	+	1000	65.0	[11.247076, 13.318897]	[78, 108]	[9.876531, 13.169274]	[78, 108]	[86079596, 86079626]	[86079596, 86079626]
890_15638	chr11	86590204	86590604	+	1000	65.0	[13.318897]	[102]	[13.169274]	[102]	[86590398]	[86590398]
890_15652	chr12	108732119	108732519	+	1000	65.0	[7.6470494]	[139]	[7.520388, 7.046873]	[139, 160]	[108732317]	[108732317, 108732338]
890_15653	chr12	128933088	128933488	+	1000	65.0	[7.4877]	[107]	[7.2114162]	[107]	[128933283]	[128933283]
