#PeakID(python identify_motif.py ./ENCODE_processed_files/TCF12_idr.fa TCF12 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
368_1289	chrX	130952393	130952793	+	1000	413.0	[]	[]	[8.779576]	[145]	[]	[130952634]
368_12896	chr12	113820787	113821187	+	722	57.5	[8.891774]	[122]	[8.228404, 8.891774]	[111, 121]	[113821006]	[113820995, 113821005]
368_12900	chr13	46343597	46343997	+	901	57.5	[8.891774]	[97]	[9.473919]	[84]	[46343780]	[46343767]
368_12901	chr14	55385334	55385734	+	731	57.5	[9.473919]	[217]	[]	[]	[55385535]	[]
368_12907	chr16	79757166	79757566	+	901	57.5	[]	[]	[8.182954]	[172]	[]	[79757376]
368_12912	chr17	60469779	60470179	+	901	57.5	[8.891774]	[111]	[8.891774]	[110]	[60469966]	[60469965]
368_12917	chr19	11563539	11563939	+	866	57.5	[8.968127]	[193]	[7.7957826]	[162]	[11563775]	[11563744]
368_12918	chr19	14381032	14381432	+	849	57.5	[]	[]	[8.805163]	[278]	[]	[14381262]
368_1292	chr6	26336676	26337076	+	1000	412.5	[]	[]	[8.001244]	[81]	[]	[26336853]
368_12926	chr22	46754049	46754449	+	692	57.5	[8.891774]	[150]	[8.891774]	[149]	[46754230]	[46754229]
368_12928	chr3	17632288	17632688	+	864	57.5	[8.090539]	[258]	[]	[]	[17632530]	[]
368_12929	chr3	42595665	42596065	+	835	57.5	[8.001244]	[137]	[]	[]	[42595887]	[]
368_1293	chr11	33737260	33737660	+	1000	412.0	[7.7957826]	[122]	[]	[]	[33737478]	[]
368_12930	chr3	58884423	58884823	+	899	57.5	[]	[]	[8.891774]	[104]	[]	[58884614]
368_12935	chr5	121758635	121759035	+	831	57.5	[]	[]	[8.069409, 8.891774]	[92, 103]	[]	[121758827, 121758838]
368_12936	chr6	7057926	7058326	+	838	57.5	[8.968127]	[168]	[]	[]	[7058127]	[]
368_12937	chr6	17892312	17892712	+	638	57.5	[]	[]	[8.320784]	[174]	[]	[17892550]
368_12941	chr6	83976807	83977207	+	790	57.5	[8.779576, 7.549868, 8.02331]	[86, 142, 149]	[]	[]	[83976961, 83977017, 83977024]	[]
368_12942	chr6	158754701	158755101	+	884	57.5	[8.891774]	[197]	[8.001244, 8.891774]	[182, 188]	[158754947]	[158754932, 158754938]
368_12952	chrX	68743804	68744204	+	543	57.5	[8.228404, 8.891774]	[110, 148]	[]	[]	[68743995, 68744033]	[]
368_12955	chr1	151492061	151492461	+	697	57.0	[]	[]	[7.7957826, 7.7957826]	[70, 103]	[]	[151492227, 151492260]
368_12957	chr10	29008259	29008659	+	725	57.0	[8.228404]	[86]	[]	[]	[29008426]	[]
368_12962	chr12	57444760	57445160	+	703	57.0	[]	[]	[8.090539]	[114]	[]	[57444960]
368_12970	chr15	84937158	84937558	+	892	57.0	[7.7957826]	[139]	[8.320784, 8.891774]	[75, 122]	[84937389]	[84937325, 84937372]
368_12977	chr18	710878	711278	+	790	57.0	[8.779576]	[76]	[]	[]	[711042]	[]
368_12980	chr19	55677698	55678098	+	893	57.0	[8.090539]	[271]	[]	[]	[55677926]	[]
368_12982	chr2	68855674	68856074	+	754	57.0	[]	[]	[8.069409]	[187]	[]	[68855832]
368_12984	chr2	112481006	112481406	+	889	57.0	[]	[]	[12.567606, 8.494345]	[101, 110]	[]	[112481192, 112481201]
368_12987	chr20	362522	362922	+	788	57.0	[8.320784]	[231]	[8.320784, 8.228404]	[252, 261]	[362696]	[362717, 362726]
368_1299	chr22	20916756	20917156	+	1000	411.5	[8.320784, 8.001244]	[82, 127]	[]	[]	[20916937, 20916982]	[]
368_12992	chr3	10364803	10365203	+	877	57.0	[8.805163, 8.891774]	[106, 133]	[8.228404]	[147]	[10364995, 10365022]	[10365036]
368_12993	chr3	69081872	69082272	+	710	57.0	[8.001244]	[118]	[]	[]	[69082057]	[]
368_130	chr6	20575151	20575551	+	1000	715.5	[8.001244]	[126]	[]	[]	[20575377]	[]
368_13001	chr5	120555295	120555695	+	895	57.0	[8.001244]	[72]	[]	[]	[120555451]	[]
368_13004	chr6	52946363	52946763	+	886	57.0	[]	[]	[12.567606]	[137]	[]	[52946573]
368_13005	chr6	100948784	100949184	+	761	57.0	[]	[]	[8.891774]	[175]	[]	[100949032]
368_13008	chr7	27500920	27501320	+	849	57.0	[]	[]	[8.182954]	[174]	[]	[27501167]
368_13009	chr7	35463780	35464180	+	869	57.0	[8.001244]	[180]	[8.228404]	[172]	[35464029]	[35464021]
368_13011	chr7	84821733	84822133	+	803	57.0	[8.090539]	[243]	[]	[]	[84821983]	[]
368_13015	chr8	6574514	6574914	+	873	57.0	[]	[]	[8.320784]	[121]	[]	[6574727]
368_13020	chr8	144074280	144074680	+	791	57.0	[8.182954]	[60]	[]	[]	[144074432]	[]
368_13032	chr1	46788756	46789156	+	883	56.5	[8.779576]	[189]	[]	[]	[46788963]	[]
368_13035	chr1	109388861	109389261	+	868	56.5	[8.090539]	[142]	[]	[]	[109389084]	[]
368_13037	chr1	155077395	155077795	+	730	56.5	[]	[]	[8.779576]	[162]	[]	[155077608]
368_13042	chr1	212351950	212352350	+	609	56.5	[8.182954]	[96]	[]	[]	[212352109]	[]
368_13043	chr10	3809898	3810298	+	800	56.5	[]	[]	[8.320784]	[220]	[]	[3810133]
368_13044	chr11	65692191	65692591	+	750	56.5	[7.7957826]	[133]	[8.001244]	[152]	[65692413]	[65692432]
368_13046	chr12	47205986	47206386	+	563	56.5	[8.891774]	[188]	[]	[]	[47206210]	[]
368_13047	chr12	92879715	92880115	+	755	56.5	[8.228404]	[155]	[]	[]	[92879928]	[]
368_13049	chr13	100600940	100601340	+	877	56.5	[7.549868]	[113]	[]	[]	[100601118]	[]
368_1305	chr4	78622679	78623079	+	1000	410.5	[8.968127]	[58]	[]	[]	[78622837]	[]
368_13050	chr14	101315683	101316083	+	764	56.5	[12.567606]	[148]	[]	[]	[101315908]	[]
368_13055	chr17	45399491	45399891	+	573	56.5	[8.228404]	[68]	[]	[]	[45399649]	[]
368_13060	chr19	10223514	10223914	+	872	56.5	[]	[]	[8.320784]	[121]	[]	[10223700]
368_13061	chr19	44624769	44625169	+	685	56.5	[8.779576, 8.891774]	[91, 103]	[]	[]	[44624951, 44624963]	[]
368_1307	chr3	52912897	52913297	+	1000	410.0	[]	[]	[8.001244]	[136]	[]	[52913127]
368_13070	chr22	21751752	21752152	+	547	56.5	[12.567606]	[124]	[]	[]	[21751948]	[]
368_13071	chr22	21952837	21953237	+	789	56.5	[8.320784, 7.7957826]	[85, 111]	[]	[]	[21953012, 21953038]	[]
368_13077	chr3	136685906	136686306	+	849	56.5	[]	[]	[12.567606, 8.891774]	[82, 142]	[]	[136686067, 136686127]
368_13079	chr3	160477736	160478136	+	744	56.5	[]	[]	[8.968127]	[108]	[]	[160477903]
368_13081	chr4	73900909	73901309	+	750	56.5	[8.090539, 8.001244, 8.090539]	[71, 104, 129]	[]	[]	[73901064, 73901097, 73901122]	[]
368_1309	chr10	11612405	11612805	+	1000	409.5	[]	[]	[7.7957826]	[126]	[]	[11612621]
368_13091	chr6	134429855	134430255	+	843	56.5	[8.891774]	[123]	[]	[]	[134430066]	[]
368_13095	chr7	44067611	44068011	+	800	56.5	[]	[]	[8.069409, 8.891774]	[109, 115]	[]	[44067803, 44067809]
368_131	chr1	233635932	233636332	+	1000	713.5	[]	[]	[8.001244]	[95]	[]	[233636111]
368_1310	chr16	11102038	11102438	+	1000	409.0	[8.090539]	[143]	[]	[]	[11102267]	[]
368_13104	chrX	48851855	48852255	+	885	56.5	[7.549868]	[184]	[]	[]	[48852077]	[]
368_13115	chr1	113217631	113218031	+	834	56.0	[8.182954]	[284]	[]	[]	[113217823]	[]
368_13119	chr10	28479351	28479751	+	761	56.0	[8.891774]	[156]	[]	[]	[28479594]	[]
368_13122	chr11	78014808	78015208	+	585	56.0	[8.320784]	[170]	[8.090539]	[157]	[78014986]	[78014973]
368_13127	chr12	6309973	6310373	+	874	56.0	[8.891774]	[61]	[]	[]	[6310126]	[]
368_1313	chr1	58883841	58884241	+	1000	408.5	[]	[]	[12.567606]	[122]	[]	[58884057]
368_13141	chr17	13806184	13806584	+	719	56.0	[7.7957826]	[131]	[8.090539]	[185]	[13806352]	[13806406]
368_13147	chr2	47016591	47016991	+	879	56.0	[]	[]	[9.473919]	[152]	[]	[47016810]
368_13148	chr2	69999266	69999666	+	872	56.0	[]	[]	[8.494345]	[240]	[]	[69999510]
368_13150	chr2	148162861	148163261	+	845	56.0	[7.7957826]	[132]	[]	[]	[148163067]	[]
368_13155	chr3	123813874	123814274	+	882	56.0	[]	[]	[8.891774]	[135]	[]	[123814078]
368_13158	chr4	128553221	128553621	+	867	56.0	[]	[]	[7.7957826]	[147]	[]	[128553415]
368_1316	chr1	18534393	18534793	+	1000	408.0	[8.182954]	[59]	[]	[]	[18534548]	[]
368_13166	chr6	33616941	33617341	+	654	56.0	[7.7957826]	[97]	[]	[]	[33617136]	[]
368_13173	chr7	148903448	148903848	+	688	56.0	[8.090539]	[135]	[]	[]	[148903665]	[]
368_13181	chr1	40645118	40645518	+	745	55.5	[]	[]	[8.090539]	[151]	[]	[40645328]
368_13185	chr1	184982094	184982494	+	795	55.5	[12.567606]	[142]	[]	[]	[184982328]	[]
368_1319	chr12	51368684	51369084	+	1000	407.5	[]	[]	[8.320784]	[160]	[]	[51368934]
368_13192	chr11	48056461	48056861	+	667	55.5	[]	[]	[8.527855, 8.320784]	[85, 132]	[]	[48056626, 48056673]
368_13193	chr11	59154581	59154981	+	855	55.5	[8.069409]	[99]	[8.891774]	[72]	[59154780]	[59154753]
368_13202	chr12	121042975	121043375	+	676	55.5	[]	[]	[8.320784]	[97]	[]	[121043160]
368_13204	chr15	78035748	78036148	+	706	55.5	[8.001244]	[152]	[12.567606, 7.7957826]	[108, 157]	[78035967]	[78035923, 78035972]
368_13206	chr17	40437196	40437596	+	769	55.5	[]	[]	[7.7957826]	[166]	[]	[40437410]
368_1321	chr3	129413306	129413706	+	1000	407.5	[8.891774]	[138]	[8.891774]	[137]	[129413524]	[129413523]
368_13211	chr19	15218468	15218868	+	862	55.5	[8.090539]	[166]	[]	[]	[15218663]	[]
368_13217	chr2	41932188	41932588	+	767	55.5	[]	[]	[8.891774]	[130]	[]	[41932361]
368_13221	chr21	39173959	39174359	+	853	55.5	[]	[]	[8.001244]	[151]	[]	[39174130]
368_13223	chr21	43938616	43939016	+	864	55.5	[8.891774]	[188]	[]	[]	[43938775]	[]
368_13229	chr3	10248059	10248459	+	731	55.5	[12.567606]	[170]	[]	[]	[10248241]	[]
368_13235	chr4	184596557	184596957	+	824	55.5	[]	[]	[8.320784]	[122]	[]	[184596770]
368_13239	chr5	82111221	82111621	+	860	55.5	[]	[]	[8.001244]	[149]	[]	[82111446]
368_13245	chr6	87384441	87384841	+	698	55.5	[8.001244]	[146]	[]	[]	[87384682]	[]
368_13256	chr8	105375438	105375838	+	550	55.5	[]	[]	[8.001244]	[143]	[]	[105375645]
368_13257	chr8	124956064	124956464	+	796	55.5	[8.069409]	[197]	[]	[]	[124956312]	[]
368_13263	chr1	23539758	23540158	+	815	55.0	[8.228404]	[114]	[7.7957826]	[165]	[23539913]	[23539964]
368_13265	chr1	27377711	27378111	+	785	55.0	[]	[]	[8.069409, 8.001244, 8.228404]	[83, 131, 169]	[]	[27377862, 27377910, 27377948]
368_13267	chr1	56986377	56986777	+	832	55.0	[8.001244]	[72]	[12.567606]	[133]	[56986543]	[56986604]
368_13273	chr1	233972873	233973273	+	865	55.0	[8.001244]	[186]	[]	[]	[233973120]	[]
368_13277	chr11	10351334	10351734	+	844	55.0	[8.320784]	[173]	[]	[]	[10351558]	[]
368_13278	chr11	62599177	62599577	+	838	55.0	[8.228404]	[337]	[]	[]	[62599419]	[]
368_13283	chr12	31730099	31730499	+	652	55.0	[8.779576]	[187]	[]	[]	[31730337]	[]
368_13286	chr13	49833395	49833795	+	813	55.0	[]	[]	[12.567606, 8.891774]	[114, 154]	[]	[49833590, 49833630]
368_13288	chr15	51600111	51600511	+	797	55.0	[8.182954, 8.182954]	[100, 114]	[]	[]	[51600262, 51600276]	[]
368_13290	chr16	88660054	88660454	+	572	55.0	[7.7957826]	[172]	[]	[]	[88660260]	[]
368_13295	chr17	75074503	75074903	+	666	55.0	[8.891774]	[67]	[8.001244]	[72]	[75074669]	[75074674]
368_13298	chr19	831893	832293	+	810	55.0	[8.494345]	[148]	[12.567606, 8.001244]	[171, 188]	[832077]	[832100, 832117]
368_13299	chr19	7637542	7637942	+	748	55.0	[8.494345, 8.891774]	[102, 169]	[]	[]	[7637705, 7637772]	[]
368_133	chr7	129150229	129150629	+	1000	710.0	[8.891774, 8.891774]	[80, 107]	[8.891774]	[106]	[129150404, 129150431]	[129150430]
368_13300	chr19	9116573	9116973	+	862	55.0	[8.182954]	[136]	[]	[]	[9116793]	[]
368_13310	chr2	208827533	208827933	+	840	55.0	[]	[]	[12.567606, 8.494345]	[153, 176]	[]	[208827748, 208827771]
368_13314	chr21	15743536	15743936	+	855	55.0	[9.473919]	[187]	[]	[]	[15743771]	[]
368_13315	chr21	35346673	35347073	+	859	55.0	[8.182954]	[156]	[]	[]	[35346924]	[]
368_13321	chr22	21607045	21607445	+	697	55.0	[]	[]	[8.320784]	[128]	[]	[21607227]
368_13323	chr22	22158194	22158594	+	722	55.0	[8.891774, 7.7957826]	[105, 144]	[]	[]	[22158395, 22158434]	[]
368_13327	chr3	157069347	157069747	+	860	55.0	[8.001244]	[162]	[]	[]	[157069590]	[]
368_13330	chr4	165348652	165349052	+	736	55.0	[8.182954]	[105]	[]	[]	[165348848]	[]
368_13335	chr6	150323204	150323604	+	837	55.0	[]	[]	[8.182954]	[153]	[]	[150323451]
368_13339	chr7	65845740	65846140	+	841	55.0	[8.069409]	[288]	[]	[]	[65845957]	[]
368_13340	chr7	128259614	128260014	+	856	55.0	[]	[]	[8.228404]	[68]	[]	[128259766]
368_13341	chr7	130242084	130242484	+	812	55.0	[]	[]	[7.7957826]	[84]	[]	[130242251]
368_13342	chr7	158710666	158711066	+	737	55.0	[]	[]	[8.001244]	[129]	[]	[158710822]
368_13345	chr8	125445064	125445464	+	856	55.0	[8.891774]	[136]	[]	[]	[125445278]	[]
368_1335	chr6	164346654	164347054	+	1000	406.0	[]	[]	[8.320784]	[82]	[]	[164346835]
368_13353	chrX	14029018	14029418	+	805	55.0	[8.069409]	[131]	[]	[]	[14029237]	[]
368_13361	chr1	84255507	84255907	+	852	54.5	[]	[]	[8.069409]	[83]	[]	[84255665]
368_13365	chr1	114206437	114206837	+	781	54.5	[8.494345]	[95]	[12.567606, 8.891774]	[65, 149]	[114206628]	[114206598, 114206682]
368_13367	chr1	146051913	146052313	+	787	54.5	[]	[]	[8.228404]	[153]	[]	[146052153]
368_13374	chr11	388947	389347	+	619	54.5	[]	[]	[8.891774]	[71]	[]	[389104]
368_13375	chr11	14946745	14947145	+	856	54.5	[]	[]	[8.182954]	[154]	[]	[14946981]
368_13383	chr12	100842188	100842588	+	811	54.5	[]	[]	[8.891774]	[109]	[]	[100842383]
368_13388	chr15	29127066	29127466	+	857	54.5	[8.069409]	[120]	[8.090539, 8.320784]	[97, 144]	[29127274]	[29127251, 29127298]
368_1339	chr11	75534448	75534848	+	1000	405.5	[]	[]	[7.7957826]	[98]	[]	[75534615]
368_13393	chr17	541565	541965	+	735	54.5	[8.527855]	[204]	[]	[]	[541800]	[]
368_13398	chr18	9899059	9899459	+	794	54.5	[8.182954]	[200]	[]	[]	[9899265]	[]
368_13399	chr18	35406642	35407042	+	549	54.5	[]	[]	[8.527855]	[110]	[]	[35406819]
368_13403	chr19	50588564	50588964	+	557	54.5	[]	[]	[8.891774]	[132]	[]	[50588768]
368_13408	chr2	72173830	72174230	+	856	54.5	[7.7957826, 8.001244]	[78, 98]	[]	[]	[72173996, 72174016]	[]
368_13410	chr2	169869083	169869483	+	848	54.5	[8.069409]	[231]	[]	[]	[169869329]	[]
368_13411	chr2	217382834	217383234	+	748	54.5	[]	[]	[8.891774]	[108]	[]	[217383019]
368_1342	chr10	45278880	45279280	+	1000	405.0	[]	[]	[8.891774]	[142]	[]	[45279122]
368_13423	chr3	154327864	154328264	+	817	54.5	[]	[]	[8.320784]	[115]	[]	[154328072]
368_13425	chr4	139651540	139651940	+	820	54.5	[]	[]	[8.891774]	[80]	[]	[139651705]
368_13429	chr5	179549834	179550234	+	750	54.5	[8.001244]	[145]	[]	[]	[179549990]	[]
368_1344	chr4	48126670	48127070	+	1000	405.0	[]	[]	[8.069409]	[97]	[]	[48126847]
368_13444	chr8	143454450	143454850	+	764	54.5	[12.567606]	[116]	[]	[]	[143454653]	[]
368_13447	chr9	100075005	100075405	+	580	54.5	[]	[]	[8.891774]	[150]	[]	[100075247]
368_13453	chrX	152647974	152648374	+	788	54.5	[8.805163]	[97]	[]	[]	[152648132]	[]
368_13454	chrX	155087330	155087730	+	827	54.5	[]	[]	[7.7957826]	[138]	[]	[155087548]
368_13466	chr1	109803280	109803680	+	826	54.0	[8.891774]	[73]	[7.549868]	[116]	[109803442]	[109803485]
368_13485	chr12	110794929	110795329	+	554	54.0	[]	[]	[9.473919]	[119]	[]	[110795105]
368_13487	chr13	20801715	20802115	+	604	54.0	[8.001244]	[155]	[]	[]	[20801959]	[]
368_13490	chr15	31161973	31162373	+	703	54.0	[]	[]	[8.228404, 8.001244]	[124, 171]	[]	[31162158, 31162205]
368_13495	chr17	48373131	48373531	+	850	54.0	[8.182954]	[152]	[]	[]	[48373356]	[]
368_13496	chr17	64843812	64844212	+	796	54.0	[8.779576]	[106]	[]	[]	[64843987]	[]
368_13499	chr18	24076136	24076536	+	771	54.0	[8.182954]	[72]	[]	[]	[24076305]	[]
368_135	chr1	25285048	25285448	+	1000	708.5	[8.069409]	[96]	[8.090539]	[132]	[25285242]	[25285278]
368_13500	chr18	35361549	35361949	+	761	54.0	[]	[]	[7.549868]	[95]	[]	[35361743]
368_13509	chr2	224383272	224383672	+	855	54.0	[8.069409]	[269]	[]	[]	[224383478]	[]
368_13514	chr3	13587542	13587942	+	780	54.0	[8.001244]	[112]	[]	[]	[13587722]	[]
368_13515	chr3	50251213	50251613	+	594	54.0	[]	[]	[7.549868]	[148]	[]	[50251449]
368_13517	chr4	26594344	26594744	+	683	54.0	[8.891774]	[98]	[8.891774]	[97]	[26594535]	[26594534]
368_13524	chr6	31229906	31230306	+	753	54.0	[8.182954]	[147]	[]	[]	[31230131]	[]
368_13529	chr6	118825676	118826076	+	561	54.0	[]	[]	[7.7957826]	[166]	[]	[118825924]
368_1353	chr5	657570	657970	+	1000	403.0	[8.891774]	[143]	[7.7957826, 8.891774]	[101, 142]	[657791]	[657749, 657790]
368_13530	chr6	148972479	148972879	+	830	54.0	[8.779576, 8.001244]	[65, 82]	[8.891774]	[128]	[148972638, 148972655]	[148972701]
368_13534	chr7	24821234	24821634	+	703	54.0	[]	[]	[8.779576]	[114]	[]	[24821425]
368_13550	chr1	53068388	53068788	+	603	53.5	[]	[]	[8.320784]	[122]	[]	[53068563]
368_13552	chr1	109826795	109827195	+	800	53.5	[]	[]	[8.891774]	[152]	[]	[109827012]
368_13554	chr1	113211496	113211896	+	715	53.5	[]	[]	[8.891774]	[75]	[]	[113211652]
368_13557	chr1	160995287	160995687	+	802	53.5	[]	[]	[8.182954]	[129]	[]	[160995461]
368_13560	chr10	72676285	72676685	+	806	53.5	[8.779576]	[94]	[]	[]	[72676464]	[]
368_13563	chr11	3058693	3059093	+	816	53.5	[8.090539]	[96]	[]	[]	[3058858]	[]
368_1357	chr5	108548999	108549399	+	1000	402.5	[]	[]	[8.320784]	[74]	[]	[108549166]
368_13574	chr15	41790111	41790511	+	843	53.5	[8.320784]	[106]	[]	[]	[41790302]	[]
368_13576	chr15	84750833	84751233	+	769	53.5	[]	[]	[8.02331]	[127]	[]	[84751023]
368_13577	chr16	46739915	46740315	+	842	53.5	[8.090539]	[214]	[]	[]	[46740103]	[]
368_13581	chr18	1508584	1508984	+	623	53.5	[8.069409]	[186]	[]	[]	[1508790]	[]
368_13586	chr19	45424069	45424469	+	837	53.5	[]	[]	[7.7957826]	[114]	[]	[45424282]
368_13594	chr3	42811445	42811845	+	640	53.5	[8.069409]	[149]	[]	[]	[42811683]	[]
368_13596	chr3	195150360	195150760	+	844	53.5	[]	[]	[8.891774]	[157]	[]	[195150582]
368_136	chr1	65021773	65022173	+	1000	708.0	[]	[]	[8.779576]	[112]	[]	[65021964]
368_1360	chr12	33588278	33588678	+	1000	402.0	[]	[]	[8.182954]	[120]	[]	[33588495]
368_13600	chr5	55316833	55317233	+	699	53.5	[8.182954]	[134]	[8.182954]	[182]	[55317035]	[55317083]
368_13605	chr6	21953906	21954306	+	816	53.5	[8.001244]	[126]	[8.182954]	[154]	[21954083]	[21954111]
368_13608	chr6	107306034	107306434	+	803	53.5	[]	[]	[7.549868]	[158]	[]	[107306274]
368_13612	chr7	22885975	22886375	+	832	53.5	[8.891774]	[65]	[8.891774, 8.001244]	[73, 133]	[22886140]	[22886148, 22886208]
368_13616	chr7	76049199	76049599	+	734	53.5	[]	[]	[8.228404]	[144]	[]	[76049403]
368_13619	chr8	23129240	23129640	+	757	53.5	[12.567606]	[102]	[]	[]	[23129419]	[]
368_13626	chr9	93064322	93064722	+	799	53.5	[12.567606]	[62]	[8.001244]	[141]	[93064478]	[93064557]
368_13629	chr9	121482961	121483361	+	684	53.5	[8.779576]	[134]	[]	[]	[121483165]	[]
368_13631	chr9	130368632	130369032	+	769	53.5	[8.182954]	[170]	[]	[]	[130368864]	[]
368_13637	chr1	32533943	32534343	+	754	53.0	[8.779576]	[129]	[]	[]	[32534166]	[]
368_1364	chr8	101048683	101049083	+	1000	402.0	[7.549868]	[105]	[]	[]	[101048887]	[]
368_13640	chr1	94808071	94808471	+	816	53.0	[8.228404]	[138]	[]	[]	[94808269]	[]
368_13641	chr1	109864442	109864842	+	815	53.0	[8.069409]	[169]	[]	[]	[109864654]	[]
368_13651	chr12	108641037	108641437	+	600	53.0	[8.320784]	[116]	[12.567606]	[122]	[108641232]	[108641238]
368_13659	chr15	41828370	41828770	+	744	53.0	[8.182954, 8.228404]	[176, 246]	[]	[]	[41828526, 41828596]	[]
368_13670	chr21	22200268	22200668	+	808	53.0	[]	[]	[8.779576]	[170]	[]	[22200504]
368_13672	chr22	21744299	21744699	+	588	53.0	[]	[]	[8.891774]	[237]	[]	[21744458]
368_13674	chr3	15269040	15269440	+	791	53.0	[8.228404]	[201]	[]	[]	[15269281]	[]
368_13675	chr3	48194610	48195010	+	705	53.0	[8.779576]	[88]	[]	[]	[48194774]	[]
368_13677	chr3	142574725	142575125	+	793	53.0	[]	[]	[8.891774]	[92]	[]	[142574916]
368_13678	chr3	183878111	183878511	+	662	53.0	[8.090539, 8.891774]	[225, 262]	[]	[]	[183878325, 183878362]	[]
368_13679	chr3	185537424	185537824	+	784	53.0	[]	[]	[8.320784]	[227]	[]	[185537665]
368_13681	chr5	69046314	69046714	+	646	53.0	[8.891774]	[287]	[]	[]	[69046526]	[]
368_13688	chr6	106488495	106488895	+	771	53.0	[]	[]	[8.228404]	[71]	[]	[106488650]
368_13691	chr6	161360503	161360903	+	825	53.0	[8.320784]	[110]	[]	[]	[161360700]	[]
368_13696	chr7	151113726	151114126	+	638	53.0	[]	[]	[8.182954, 8.228404]	[200, 221]	[]	[151113952, 151113973]
368_13699	chr8	27459226	27459626	+	691	53.0	[7.549868]	[93]	[]	[]	[27459410]	[]
368_137	chr14	70237730	70238130	+	1000	707.5	[8.891774]	[70]	[]	[]	[70237894]	[]
368_13705	chr8	125541151	125541551	+	707	53.0	[8.001244]	[286]	[]	[]	[125541370]	[]
368_13706	chr9	2727785	2728185	+	830	53.0	[]	[]	[8.182954]	[291]	[]	[2728013]
368_13711	chrX	152425592	152425992	+	832	53.0	[8.320784]	[61]	[]	[]	[152425745]	[]
368_13719	chr1	182274588	182274988	+	564	52.5	[8.320784]	[130]	[]	[]	[182274797]	[]
368_1372	chr1	168288196	168288596	+	1000	400.5	[8.779576]	[155]	[]	[]	[168288440]	[]
368_13723	chr10	14474659	14475059	+	819	52.5	[]	[]	[8.891774]	[105]	[]	[14474850]
368_13725	chr11	3653360	3653760	+	714	52.5	[12.567606]	[134]	[]	[]	[3653559]	[]
368_13727	chr11	77503096	77503496	+	708	52.5	[8.891774]	[151]	[8.182954]	[162]	[77503333]	[77503344]
368_13732	chr12	62891729	62892129	+	815	52.5	[]	[]	[8.090539, 9.473919]	[101, 113]	[]	[62891924, 62891936]
368_13733	chr12	121185548	121185948	+	662	52.5	[8.779576]	[208]	[8.320784]	[191]	[121185793]	[121185776]
368_13738	chr15	67024334	67024734	+	704	52.5	[]	[]	[8.891774]	[111]	[]	[67024536]
368_13740	chr16	57003554	57003954	+	578	52.5	[8.891774]	[114]	[]	[]	[57003742]	[]
368_13748	chr17	79473485	79473885	+	674	52.5	[]	[]	[7.7957826, 12.567606]	[64, 74]	[]	[79473644, 79473654]
368_13750	chr18	11544230	11544630	+	731	52.5	[]	[]	[8.891774]	[141]	[]	[11544468]
368_13752	chr18	23455046	23455446	+	823	52.5	[9.473919]	[143]	[]	[]	[23455216]	[]
368_13754	chr19	11693829	11694229	+	779	52.5	[7.549868]	[85]	[8.182954]	[94]	[11693989]	[11693998]
368_13760	chr2	130337899	130338299	+	752	52.5	[]	[]	[8.805163]	[117]	[]	[130338055]
368_13768	chr21	39317599	39317999	+	733	52.5	[]	[]	[8.069409]	[234]	[]	[39317820]
368_13772	chr22	28410030	28410430	+	770	52.5	[]	[]	[8.779576]	[111]	[]	[28410196]
368_13774	chr3	9402839	9403239	+	685	52.5	[]	[]	[8.069409]	[158]	[]	[9403071]
368_13778	chr3	132837052	132837452	+	713	52.5	[8.228404]	[158]	[8.779576]	[144]	[132837262]	[132837248]
368_1378	chr7	100061504	100061904	+	1000	400.0	[]	[]	[8.001244, 8.891774]	[86, 116]	[]	[100061670, 100061700]
368_13781	chr5	65488242	65488642	+	821	52.5	[8.891774]	[125]	[]	[]	[65488457]	[]
368_13782	chr5	132300527	132300927	+	617	52.5	[8.228404]	[141]	[]	[]	[132300754]	[]
368_13791	chr6	158835478	158835878	+	751	52.5	[8.069409, 8.182954]	[232, 251]	[]	[]	[158835709, 158835728]	[]
368_13796	chr8	30655983	30656383	+	787	52.5	[8.320784]	[148]	[]	[]	[30656134]	[]
368_13806	chr1	26636786	26637186	+	689	52.0	[8.069409, 8.968127]	[146, 183]	[]	[]	[26636987, 26637024]	[]
368_1381	chr11	5160180	5160580	+	1000	399.5	[8.320784]	[108]	[9.473919]	[117]	[5160359]	[5160368]
368_13811	chr1	165764346	165764746	+	555	52.0	[]	[]	[8.02331]	[135]	[]	[165764558]
368_13814	chr1	204507018	204507418	+	756	52.0	[7.7957826, 7.7957826]	[198, 207]	[]	[]	[204507256, 204507265]	[]
368_13820	chr10	70576300	70576700	+	820	52.0	[]	[]	[8.779576]	[170]	[]	[70576523]
368_13823	chr11	86211683	86212083	+	765	52.0	[]	[]	[12.567606]	[62]	[]	[86211836]
368_13827	chr12	63420205	63420605	+	662	52.0	[]	[]	[8.069409]	[113]	[]	[63420387]
368_13832	chr13	107937196	107937596	+	608	52.0	[]	[]	[8.320784]	[180]	[]	[107937405]
368_13845	chr17	40267008	40267408	+	784	52.0	[]	[]	[8.02331, 8.090539]	[198, 251]	[]	[40267200, 40267253]
368_13850	chr19	46616954	46617354	+	723	52.0	[]	[]	[8.228404, 8.320784]	[185, 222]	[]	[46617164, 46617201]
