#PeakID(python identify_motif.py ./ENCODE_processed_files/FOXJ2_idr.fa FOXJ2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
303_12573	chr3	160393565	160393965	+	1000	42.0	[12.067478, 10.381243]	[106, 128]	[]	[]	[160393755, 160393777]	[]
303_12574	chr3	161274754	161275154	+	1000	42.0	[]	[]	[8.10693, 6.4206944]	[99, 105]	[]	[161274918, 161274924]
303_12575	chr3	166159664	166160064	+	1000	42.0	[]	[]	[7.5476513]	[117]	[]	[166159880]
303_12579	chr3	195164627	195165027	+	1000	42.0	[7.5476513, 12.285931]	[129, 165]	[]	[]	[195164836, 195164872]	[]
303_12586	chr4	32003341	32003741	+	1000	42.0	[7.961771]	[83]	[8.1802225, 12.067478]	[96, 121]	[32003519]	[32003532, 32003557]
303_12588	chr4	70722253	70722653	+	852	42.0	[]	[]	[7.961771]	[230]	[]	[70722501]
303_12593	chr4	95243898	95244298	+	1000	42.0	[12.067478]	[134]	[]	[]	[95244108]	[]
303_12594	chr4	105807886	105808286	+	1000	42.0	[]	[]	[6.4206944, 12.285931]	[67, 92]	[]	[105808050, 105808075]
303_12598	chr4	174320422	174320822	+	1000	42.0	[12.067478]	[156]	[]	[]	[174320617]	[]
303_126	chr22	21784612	21785012	+	1000	294.0	[7.3291993]	[59]	[7.961771, 8.10693]	[91, 109]	[21784770]	[21784802, 21784820]
303_12604	chr5	54344563	54344963	+	1000	42.0	[7.1202607]	[157]	[7.961771]	[129]	[54344801]	[54344773]
303_12606	chr5	71693745	71694145	+	1000	42.0	[]	[]	[12.067478]	[103]	[]	[71693944]
303_12608	chr5	90638880	90639280	+	1000	42.0	[7.5476513]	[76]	[]	[]	[90639035]	[]
303_1261	chr12	7871842	7872242	+	1000	113.0	[]	[]	[7.961771, 7.961771]	[151, 155]	[]	[7872001, 7872005]
303_12611	chr5	119059718	119060118	+	1000	42.0	[]	[]	[12.285931]	[104]	[]	[119059918]
303_12614	chr5	133049588	133049988	+	1000	42.0	[12.067478]	[127]	[7.5476513]	[101]	[133049815]	[133049789]
303_12619	chr5	141713855	141714255	+	1000	42.0	[]	[]	[10.381243]	[132]	[]	[141714060]
303_12626	chr6	4274339	4274739	+	1000	42.0	[12.067478]	[93]	[]	[]	[4274515]	[]
303_12633	chr6	15879906	15880306	+	1000	42.0	[8.1802225]	[178]	[]	[]	[15880113]	[]
303_12636	chr6	17843236	17843636	+	1000	42.0	[12.285931]	[81]	[]	[]	[17843416]	[]
303_12638	chr6	24799249	24799649	+	1000	42.0	[]	[]	[7.3291993]	[89]	[]	[24799408]
303_12651	chr6	36025600	36026000	+	1000	42.0	[]	[]	[8.10693]	[209]	[]	[36025817]
303_12658	chr6	49649612	49650012	+	1000	42.0	[8.10693]	[125]	[]	[]	[49649811]	[]
303_12661	chr6	56671689	56672089	+	1000	42.0	[]	[]	[7.3291993]	[134]	[]	[56671918]
303_12663	chr6	84136962	84137362	+	1000	42.0	[]	[]	[6.4206944]	[98]	[]	[84137138]
303_12664	chr6	89073025	89073425	+	1000	42.0	[]	[]	[7.5476513]	[61]	[]	[89073182]
303_12666	chr6	135174109	135174509	+	1000	42.0	[12.285931]	[89]	[12.067478]	[100]	[135174292]	[135174303]
303_12677	chr7	20737879	20738279	+	1000	42.0	[7.5476513]	[145]	[12.285931]	[119]	[20738103]	[20738077]
303_12687	chr7	77855674	77856074	+	1000	42.0	[]	[]	[10.381243]	[106]	[]	[77855871]
303_12689	chr7	87892892	87893292	+	1000	42.0	[]	[]	[8.325381]	[93]	[]	[87893059]
303_12694	chr7	103915932	103916332	+	1000	42.0	[10.162791]	[113]	[]	[]	[103916142]	[]
303_12698	chr7	107002471	107002871	+	1000	42.0	[8.325381, 7.3291993, 7.3291993]	[158, 162, 166]	[]	[]	[107002707, 107002711, 107002715]	[]
303_12702	chr7	131595667	131596067	+	1000	42.0	[]	[]	[6.5088143]	[95]	[]	[131595862]
303_12703	chr7	138147404	138147804	+	1000	42.0	[8.1802225]	[121]	[]	[]	[138147612]	[]
303_12707	chr7	150898519	150898919	+	1000	42.0	[8.325381]	[119]	[]	[]	[150898721]	[]
303_12708	chr7	152023427	152023827	+	1000	42.0	[7.3291993]	[110]	[6.5088143]	[164]	[152023620]	[152023674]
303_12709	chr7	152460442	152460842	+	1000	42.0	[8.10693]	[79]	[]	[]	[152460619]	[]
303_12711	chr8	1968176	1968576	+	1000	42.0	[12.285931]	[88]	[]	[]	[1968361]	[]
303_12712	chr8	9102160	9102560	+	1000	42.0	[10.381243]	[158]	[]	[]	[9102388]	[]
303_12717	chr8	18066795	18067195	+	1000	42.0	[]	[]	[12.285931]	[63]	[]	[18066955]
303_12718	chr8	22442749	22443149	+	1000	42.0	[]	[]	[7.5476513, 8.325381]	[78, 107]	[]	[22442914, 22442943]
303_12720	chr8	38171510	38171910	+	1000	42.0	[8.10693]	[86]	[]	[]	[38171667]	[]
303_12722	chr8	42015145	42015545	+	1000	42.0	[7.5476513]	[136]	[]	[]	[42015354]	[]
303_1273	chr4	140154014	140154414	+	1000	113.0	[12.285931]	[124]	[]	[]	[140154207]	[]
303_12731	chr8	123632562	123632962	+	829	42.0	[]	[]	[12.067478]	[156]	[]	[123632796]
303_12732	chr8	124271435	124271835	+	1000	42.0	[]	[]	[7.961771]	[58]	[]	[124271591]
303_12738	chr9	5879552	5879952	+	1000	42.0	[]	[]	[8.1802225]	[128]	[]	[5879775]
303_1274	chr6	26568609	26569009	+	1000	113.0	[12.285931]	[77]	[]	[]	[26568776]	[]
303_12744	chr9	96574899	96575299	+	1000	42.0	[]	[]	[12.067478]	[122]	[]	[96575086]
303_12745	chr9	100083995	100084395	+	1000	42.0	[6.4206944]	[175]	[7.961771]	[190]	[100084217]	[100084232]
303_12747	chr9	110194282	110194682	+	1000	42.0	[]	[]	[6.5088143]	[127]	[]	[110194500]
303_1276	chr6	109384406	109384806	+	1000	113.0	[]	[]	[12.067478, 6.4206944]	[77, 84]	[]	[109384578, 109384585]
303_12761	chrX	11461528	11461928	+	1000	42.0	[7.5476513]	[95]	[]	[]	[11461695]	[]
303_12764	chrX	86002500	86002900	+	1000	42.0	[12.285931]	[116]	[]	[]	[86002716]	[]
303_12769	chr1	8396806	8397206	+	1000	41.0	[7.3387127]	[103]	[7.3387127]	[102]	[8396984]	[8396983]
303_12778	chr1	26127158	26127558	+	1000	41.0	[]	[]	[6.5088143]	[162]	[]	[26127370]
303_12780	chr1	28148276	28148676	+	1000	41.0	[]	[]	[7.3291993, 7.3291993, 7.3291993, 8.10693]	[107, 111, 115, 119]	[]	[28148482, 28148486, 28148490, 28148494]
303_12781	chr1	28501008	28501408	+	1000	41.0	[]	[]	[6.5088143]	[114]	[]	[28501221]
303_12794	chr1	55215251	55215651	+	1000	41.0	[]	[]	[7.3291993]	[169]	[]	[55215477]
303_1280	chrX	68508786	68509186	+	1000	113.0	[]	[]	[7.3291993]	[105]	[]	[68508984]
303_12800	chr1	86970940	86971340	+	1000	41.0	[]	[]	[7.961771]	[71]	[]	[86971102]
303_12802	chr1	87754114	87754514	+	1000	41.0	[]	[]	[7.3291993]	[115]	[]	[87754302]
303_12809	chr1	112698748	112699148	+	1000	41.0	[7.3291993]	[201]	[6.5088143]	[195]	[112698994]	[112698988]
303_12817	chr1	154590791	154591191	+	1000	41.0	[12.067478, 7.3291993, 8.1802225, 12.285931]	[75, 79, 98, 140]	[]	[]	[154590959, 154590963, 154590982, 154591024]	[]
303_12818	chr1	155690550	155690950	+	1000	41.0	[]	[]	[7.3291993, 7.5476513]	[107, 111]	[]	[155690748, 155690752]
303_12819	chr1	156630062	156630462	+	1000	41.0	[6.5088143]	[173]	[8.325381]	[114]	[156630292]	[156630233]
303_12826	chr1	181036051	181036451	+	1000	41.0	[]	[]	[7.3291993]	[209]	[]	[181036300]
303_1283	chr10	58384109	58384509	+	1000	112.0	[8.1802225]	[111]	[8.325381]	[90]	[58384312]	[58384291]
303_12833	chr1	203692603	203693003	+	1000	41.0	[]	[]	[12.067478]	[140]	[]	[203692832]
303_12834	chr1	204672384	204672784	+	1000	41.0	[]	[]	[7.5476513]	[82]	[]	[204672554]
303_12837	chr1	207779021	207779421	+	1000	41.0	[]	[]	[6.4206944]	[139]	[]	[207779218]
303_12838	chr1	209746471	209746871	+	1000	41.0	[]	[]	[7.3291993]	[156]	[]	[209746670]
303_1284	chr10	101397090	101397490	+	1000	112.0	[8.325381]	[102]	[6.4206944]	[128]	[101397287]	[101397313]
303_12848	chr1	228178931	228179331	+	1000	41.0	[10.381243, 12.067478]	[119, 141]	[]	[]	[228179143, 228179165]	[]
303_12849	chr1	228515188	228515588	+	1000	41.0	[7.3291993, 8.10693]	[101, 162]	[]	[]	[228515339, 228515400]	[]
303_12858	chr10	21475291	21475691	+	1000	41.0	[12.285931]	[91]	[]	[]	[21475443]	[]
303_1286	chr11	20479598	20479998	+	1000	112.0	[]	[]	[7.1202607, 12.285931]	[62, 105]	[]	[20479753, 20479796]
303_12861	chr10	43983907	43984307	+	1000	41.0	[12.067478]	[196]	[6.5088143]	[144]	[43984132]	[43984080]
303_12862	chr10	45352614	45353014	+	1000	41.0	[12.067478, 8.10693]	[98, 114]	[]	[]	[45352795, 45352811]	[]
303_12863	chr10	50503627	50504027	+	1000	41.0	[10.381243]	[150]	[10.381243]	[159]	[50503862]	[50503871]
303_12864	chr10	50583331	50583731	+	1000	41.0	[]	[]	[7.3291993]	[161]	[]	[50583559]
303_12869	chr10	70662411	70662811	+	1000	41.0	[12.067478, 8.10693]	[86, 129]	[]	[]	[70662582, 70662625]	[]
303_1287	chr12	8060643	8061043	+	1000	112.0	[12.067478, 12.285931]	[112, 133]	[6.5088143]	[103]	[8060851, 8060872]	[8060842]
303_12871	chr10	72266044	72266444	+	1000	41.0	[6.2755356]	[104]	[]	[]	[72266236]	[]
303_12872	chr10	72832778	72833178	+	1000	41.0	[12.067478]	[122]	[]	[]	[72833000]	[]
303_12877	chr10	84140086	84140486	+	1000	41.0	[]	[]	[8.325381]	[182]	[]	[84140273]
303_12878	chr10	96124868	96125268	+	1000	41.0	[]	[]	[10.162791, 8.10693]	[86, 176]	[]	[96125027, 96125117]
303_12896	chr11	63858598	63858998	+	1000	41.0	[12.285931]	[76]	[]	[]	[63858762]	[]
303_12905	chr12	199686	200086	+	1000	41.0	[]	[]	[7.5476513]	[117]	[]	[199861]
303_12907	chr12	32311973	32312373	+	1000	41.0	[8.10693]	[139]	[]	[]	[32312198]	[]
303_12912	chr12	120534045	120534445	+	1000	41.0	[8.10693, 7.3291993, 7.3291993, 7.3291993, 8.10693]	[111, 126, 130, 134, 148]	[]	[]	[120534218, 120534233, 120534237, 120534241, 120534255]	[]
303_12914	chr13	25080743	25081143	+	1000	41.0	[]	[]	[8.325381]	[90]	[]	[25080920]
303_12922	chr13	98509367	98509767	+	1000	41.0	[6.5088143]	[132]	[7.1202607]	[146]	[98509519]	[98509533]
303_12923	chr13	107889091	107889491	+	1000	41.0	[12.285931]	[117]	[]	[]	[107889272]	[]
303_12925	chr13	110875164	110875564	+	1000	41.0	[12.285931]	[108]	[]	[]	[110875339]	[]
303_12928	chr14	44379588	44379988	+	1000	41.0	[8.325381]	[131]	[]	[]	[44379806]	[]
303_12932	chr14	90632824	90633224	+	1000	41.0	[]	[]	[10.381243]	[112]	[]	[90633027]
303_12941	chr15	43441352	43441752	+	1000	41.0	[8.10693]	[142]	[]	[]	[43441590]	[]
303_12943	chr15	52556491	52556891	+	1000	41.0	[12.067478]	[135]	[8.1802225]	[191]	[52556679]	[52556735]
303_12951	chr15	67799852	67800252	+	1000	41.0	[]	[]	[10.162791]	[80]	[]	[67800028]
303_12952	chr15	69163088	69163488	+	805	41.0	[10.381243]	[122]	[]	[]	[69163271]	[]
303_12956	chr15	84600266	84600666	+	1000	41.0	[8.325381]	[128]	[]	[]	[84600484]	[]
303_12958	chr15	85668015	85668415	+	1000	41.0	[]	[]	[7.5476513]	[73]	[]	[85668182]
303_1296	chr3	58059549	58059949	+	1000	112.0	[]	[]	[12.067478]	[80]	[]	[58059713]
303_12967	chr16	19395548	19395948	+	1000	41.0	[6.5088143]	[71]	[12.067478]	[58]	[19395717]	[19395704]
303_12968	chr16	28945503	28945903	+	1000	41.0	[8.325381]	[177]	[]	[]	[28945715]	[]
303_12970	chr16	30377650	30378050	+	1000	41.0	[8.10693]	[165]	[]	[]	[30377850]	[]
303_12988	chr17	3959198	3959598	+	956	41.0	[]	[]	[12.067478, 12.285931]	[134, 160]	[]	[3959404, 3959430]
303_12989	chr17	8220687	8221087	+	1000	41.0	[8.325381]	[118]	[]	[]	[8220852]	[]
303_12997	chr17	59453669	59454069	+	1000	41.0	[12.285931]	[157]	[12.067478]	[116]	[59453907]	[59453866]
303_12999	chr17	67994504	67994904	+	1000	41.0	[]	[]	[12.285931]	[106]	[]	[67994684]
303_130	chr1	246597286	246597686	+	1000	290.0	[]	[]	[8.1802225]	[103]	[]	[246597489]
303_1301	chr6	147192294	147192694	+	1000	112.0	[]	[]	[12.285931]	[104]	[]	[147192456]
303_13011	chr19	4145677	4146077	+	1000	41.0	[]	[]	[6.4206944]	[114]	[]	[4145870]
303_13012	chr19	8525775	8526175	+	1000	41.0	[]	[]	[6.5088143]	[158]	[]	[8526026]
303_13034	chr19	49761745	49762145	+	1000	41.0	[8.10693]	[97]	[]	[]	[49761916]	[]
303_13037	chr19	54674073	54674473	+	1000	41.0	[12.285931, 8.1802225, 7.3291993]	[98, 121, 161]	[]	[]	[54674237, 54674260, 54674300]	[]
303_13042	chr2	10490730	10491130	+	1000	41.0	[7.3291993]	[135]	[]	[]	[10490951]	[]
303_13048	chr2	30432400	30432800	+	1000	41.0	[8.1802225]	[76]	[12.285931]	[130]	[30432574]	[30432628]
303_1305	chr8	140471745	140472145	+	1000	112.0	[6.4206944, 7.3291993, 12.067478]	[70, 103, 118]	[8.325381]	[57]	[140471910, 140471943, 140471958]	[140471897]
303_13052	chr2	48714994	48715394	+	1000	41.0	[]	[]	[8.10693, 12.285931]	[192, 201]	[]	[48715208, 48715217]
303_13054	chr2	68063985	68064385	+	1000	41.0	[12.067478]	[180]	[]	[]	[68064228]	[]
303_13055	chr2	73213949	73214349	+	1000	41.0	[10.381243]	[101]	[]	[]	[73214117]	[]
303_13057	chr2	86584129	86584529	+	1000	41.0	[8.325381]	[95]	[]	[]	[86584308]	[]
303_13059	chr2	111120465	111120865	+	1000	41.0	[12.285931]	[130]	[]	[]	[111120691]	[]
303_13070	chr2	174039782	174040182	+	1000	41.0	[8.325381]	[205]	[]	[]	[174040023]	[]
303_13074	chr2	184268895	184269295	+	1000	41.0	[7.3291993, 7.3291993, 7.3291993, 7.3291993]	[86, 90, 94, 98]	[]	[]	[184269081, 184269085, 184269089, 184269093]	[]
303_13076	chr2	202588683	202589083	+	1000	41.0	[]	[]	[12.285931, 6.4206944]	[92, 113]	[]	[202588873, 202588894]
303_13083	chr20	2664159	2664559	+	1000	41.0	[]	[]	[8.325381]	[171]	[]	[2664379]
303_13084	chr20	33555051	33555451	+	1000	41.0	[8.10693]	[133]	[]	[]	[33555279]	[]
303_13088	chr20	36836675	36837075	+	1000	41.0	[]	[]	[12.285931]	[170]	[]	[36836899]
303_1309	chr1	241806912	241807312	+	1000	111.0	[7.3291993, 7.3291993]	[114, 118]	[7.1202607]	[154]	[241807098, 241807102]	[241807138]
303_13090	chr20	41003059	41003459	+	1000	41.0	[10.162791, 8.1802225]	[100, 152]	[]	[]	[41003256, 41003308]	[]
303_13094	chr20	56412124	56412524	+	1000	41.0	[]	[]	[6.4206944]	[125]	[]	[56412328]
303_13095	chr21	31720651	31721051	+	1000	41.0	[10.162791]	[109]	[]	[]	[31720855]	[]
303_131	chr12	7857940	7858340	+	1000	290.0	[8.10693, 8.10693]	[99, 105]	[]	[]	[7858137, 7858143]	[]
303_1310	chr14	23301321	23301721	+	1000	111.0	[]	[]	[6.4206944]	[104]	[]	[23301525]
303_13107	chr22	21705471	21705871	+	1000	41.0	[12.285931, 8.325381, 7.3291993]	[69, 143, 147]	[]	[]	[21705636, 21705710, 21705714]	[]
303_1311	chr14	31465033	31465433	+	1000	111.0	[12.067478]	[115]	[7.1202607]	[147]	[31465233]	[31465265]
303_13114	chr22	23020668	23021068	+	1000	41.0	[6.5088143]	[191]	[]	[]	[23020874]	[]
303_13121	chr22	50007493	50007893	+	916	41.0	[]	[]	[7.3291993, 7.3291993]	[105, 109]	[]	[50007693, 50007697]
303_13122	chr3	4421096	4421496	+	1000	41.0	[]	[]	[8.325381]	[115]	[]	[4421249]
303_13123	chr3	4474736	4475136	+	1000	41.0	[]	[]	[8.10693]	[88]	[]	[4474888]
303_13135	chr3	69084690	69085090	+	1000	41.0	[7.5476513]	[102]	[8.325381]	[57]	[69084886]	[69084841]
303_13137	chr3	85508678	85509078	+	1000	41.0	[]	[]	[12.285931]	[110]	[]	[85508885]
303_13140	chr3	125460215	125460615	+	1000	41.0	[7.1202607]	[168]	[]	[]	[125460441]	[]
303_13143	chr3	134496463	134496863	+	1000	41.0	[]	[]	[12.067478]	[113]	[]	[134496673]
303_13144	chr3	136343737	136344137	+	1000	41.0	[]	[]	[6.5088143]	[160]	[]	[136343977]
303_13145	chr3	138943788	138944188	+	909	41.0	[6.5088143]	[192]	[]	[]	[138944019]	[]
303_13148	chr3	152331060	152331460	+	1000	41.0	[]	[]	[12.067478]	[128]	[]	[152331249]
303_13152	chr3	182716054	182716454	+	802	41.0	[]	[]	[7.5476513]	[108]	[]	[182716257]
303_13154	chr3	195850905	195851305	+	1000	41.0	[]	[]	[8.325381]	[127]	[]	[195851109]
303_13168	chr4	74330463	74330863	+	1000	41.0	[]	[]	[8.10693]	[144]	[]	[74330693]
303_13170	chr4	84875922	84876322	+	1000	41.0	[]	[]	[12.285931]	[109]	[]	[84876116]
303_13174	chr4	108114280	108114680	+	1000	41.0	[8.325381]	[179]	[]	[]	[108114508]	[]
303_13176	chr4	126611017	126611417	+	1000	41.0	[8.325381]	[144]	[]	[]	[126611239]	[]
303_1318	chr2	27884578	27884978	+	1000	111.0	[12.067478]	[131]	[]	[]	[27884801]	[]
303_13181	chr4	154376474	154376874	+	1000	41.0	[8.325381]	[174]	[]	[]	[154376695]	[]
303_13182	chr4	173766289	173766689	+	1000	41.0	[]	[]	[12.067478]	[146]	[]	[173766506]
303_13184	chr4	185397126	185397526	+	1000	41.0	[7.3291993]	[154]	[]	[]	[185397355]	[]
303_13193	chr5	56550256	56550656	+	1000	41.0	[12.285931, 8.10693]	[116, 157]	[]	[]	[56550466, 56550507]	[]
303_13194	chr5	59813972	59814372	+	1000	41.0	[7.961771]	[164]	[7.961771]	[140]	[59814203]	[59814179]
303_13197	chr5	74765151	74765551	+	1000	41.0	[6.4206944, 6.4206944, 7.3291993]	[76, 125, 129]	[]	[]	[74765327, 74765376, 74765380]	[]
303_13199	chr5	81853421	81853821	+	1000	41.0	[7.3291993]	[66]	[]	[]	[81853586]	[]
303_13210	chr5	168219717	168220117	+	1000	41.0	[]	[]	[10.162791, 12.285931, 7.3291993]	[111, 136, 147]	[]	[168219883, 168219908, 168219919]
303_13216	chr6	11834056	11834456	+	1000	41.0	[6.2755356]	[70]	[]	[]	[11834207]	[]
303_13217	chr6	14863869	14864269	+	1000	41.0	[12.285931]	[160]	[]	[]	[14864117]	[]
303_13231	chr6	33345151	33345551	+	1000	41.0	[8.325381]	[101]	[]	[]	[33345342]	[]
303_13232	chr6	33407339	33407739	+	1000	41.0	[7.3291993]	[140]	[]	[]	[33407567]	[]
303_13244	chr6	50868517	50868917	+	1000	41.0	[8.1802225]	[119]	[12.285931]	[110]	[50868691]	[50868682]
303_13247	chr6	105952710	105953110	+	1000	41.0	[]	[]	[7.961771, 12.067478]	[82, 130]	[]	[105952869, 105952917]
303_13249	chr6	107958645	107959045	+	1000	41.0	[]	[]	[8.325381, 12.285931]	[179, 193]	[]	[107958879, 107958893]
303_13250	chr6	110879220	110879620	+	673	41.0	[]	[]	[12.285931]	[78]	[]	[110879376]
303_13251	chr6	116072331	116072731	+	1000	41.0	[12.067478]	[105]	[]	[]	[116072527]	[]
303_13254	chr6	129508487	129508887	+	1000	41.0	[]	[]	[7.1202607]	[175]	[]	[129508733]
303_13256	chr6	138158239	138158639	+	1000	41.0	[]	[]	[12.067478, 10.381243]	[130, 155]	[]	[138158462, 138158487]
303_1326	chr6	26532763	26533163	+	1000	111.0	[]	[]	[12.285931]	[128]	[]	[26532949]
303_13260	chr6	149761321	149761721	+	1000	41.0	[]	[]	[8.1802225]	[212]	[]	[149761566]
303_13269	chr7	12720173	12720573	+	1000	41.0	[12.067478]	[105]	[]	[]	[12720371]	[]
303_13277	chr7	64775261	64775661	+	1000	41.0	[]	[]	[6.5088143]	[102]	[]	[64775441]
303_1328	chr7	77944498	77944898	+	1000	111.0	[10.381243]	[98]	[12.285931]	[167]	[77944671]	[77944740]
303_13280	chr7	74062093	74062493	+	1000	41.0	[10.381243]	[124]	[]	[]	[74062296]	[]
303_13285	chr7	107386392	107386792	+	1000	41.0	[6.4206944, 6.5088143]	[189, 231]	[]	[]	[107386594, 107386636]	[]
303_13286	chr7	111524905	111525305	+	1000	41.0	[12.067478]	[144]	[]	[]	[111525089]	[]
303_1329	chr7	139852932	139853332	+	1000	111.0	[]	[]	[10.381243]	[151]	[]	[139853154]
303_13295	chr7	135982366	135982766	+	1000	41.0	[]	[]	[8.10693]	[186]	[]	[135982610]
303_13297	chr7	137967281	137967681	+	1000	41.0	[7.3291993]	[148]	[]	[]	[137967471]	[]
303_13298	chr7	140675348	140675748	+	1000	41.0	[7.5476513]	[164]	[]	[]	[140675598]	[]
303_13299	chr7	148881737	148882137	+	1000	41.0	[8.10693, 7.1202607]	[124, 130]	[]	[]	[148881942, 148881948]	[]
303_13301	chr7	150356359	150356759	+	1000	41.0	[8.10693, 8.10693]	[129, 138]	[]	[]	[150356561, 150356570]	[]
303_13303	chr8	10649893	10650293	+	1000	41.0	[]	[]	[8.325381]	[75]	[]	[10650067]
303_13304	chr8	10796693	10797093	+	1000	41.0	[]	[]	[6.5088143]	[89]	[]	[10796853]
303_1331	chr8	53750977	53751377	+	1000	111.0	[12.285931, 8.10693]	[103, 114]	[]	[]	[53751179, 53751190]	[]
303_13315	chr8	102063938	102064338	+	1000	41.0	[12.067478]	[69]	[7.5476513]	[116]	[102064094]	[102064141]
303_13321	chr9	4937508	4937908	+	1000	41.0	[12.285931]	[100]	[]	[]	[4937704]	[]
303_13325	chr9	71758805	71759205	+	1000	41.0	[]	[]	[12.285931]	[157]	[]	[71759032]
303_13326	chr9	84343217	84343617	+	1000	41.0	[7.3387127]	[148]	[7.3387127]	[147]	[84343456]	[84343455]
303_13328	chr9	88801418	88801818	+	1000	41.0	[7.961771]	[147]	[8.1802225]	[152]	[88801638]	[88801643]
303_13339	chr9	130799491	130799891	+	1000	41.0	[]	[]	[10.381243]	[138]	[]	[130799668]
303_13340	chr9	130817755	130818155	+	1000	41.0	[8.1802225]	[168]	[]	[]	[130817950]	[]
303_13347	chr9	131121512	131121912	+	1000	41.0	[10.381243]	[155]	[]	[]	[131121704]	[]
303_13349	chr9	131151328	131151728	+	1000	41.0	[7.961771]	[130]	[]	[]	[131151551]	[]
303_13350	chr9	131168311	131168711	+	1000	41.0	[]	[]	[7.5476513]	[177]	[]	[131168500]
303_13353	chrUn_GL000214v1	125194	125594	+	1000	41.0	[]	[]	[10.162791]	[123]	[]	[125417]
303_13354	chrUn_GL000224v1	38793	39193	+	1000	41.0	[7.3291993, 7.3291993]	[82, 130]	[]	[]	[38959, 39007]	[]
303_13358	chrX	13654135	13654535	+	1000	41.0	[10.381243, 12.285931]	[72, 117]	[8.10693]	[110]	[13654298, 13654343]	[13654336]
303_13360	chrX	48631353	48631753	+	1000	41.0	[7.1202607]	[114]	[]	[]	[48631567]	[]
303_13373	chr1	16249742	16250142	+	1000	40.0	[]	[]	[8.10693, 8.325381]	[74, 139]	[]	[16249893, 16249958]
303_13377	chr1	18429636	18430036	+	1000	40.0	[12.067478]	[131]	[]	[]	[18429843]	[]
303_13378	chr1	20530238	20530638	+	1000	40.0	[]	[]	[7.3291993]	[93]	[]	[20530429]
303_13384	chr1	23544664	23545064	+	1000	40.0	[8.1802225]	[59]	[]	[]	[23544815]	[]
303_13388	chr1	25708095	25708495	+	1000	40.0	[7.961771]	[148]	[]	[]	[25708312]	[]
303_13398	chr1	46347426	46347826	+	1000	40.0	[]	[]	[12.285931]	[174]	[]	[46347646]
303_134	chr7	130025894	130026294	+	1000	288.0	[]	[]	[6.4206944]	[130]	[]	[130026115]
303_13409	chr1	112814009	112814409	+	1000	40.0	[]	[]	[12.285931, 12.285931]	[104, 117]	[]	[112814204, 112814217]
303_13415	chr1	151211963	151212363	+	1000	40.0	[6.5088143]	[101]	[12.285931]	[73]	[151212158]	[151212130]
303_13424	chr1	168281642	168282042	+	1000	40.0	[8.325381]	[181]	[7.3291993, 7.3291993]	[108, 141]	[168281875]	[168281802, 168281835]
303_13426	chr1	179031936	179032336	+	1000	40.0	[6.4206944]	[121]	[]	[]	[179032153]	[]
303_13429	chr1	184050847	184051247	+	1000	40.0	[]	[]	[7.3291993]	[172]	[]	[184051066]
303_1343	chr12	7876250	7876650	+	1000	110.0	[]	[]	[12.285931]	[132]	[]	[7876481]
303_13438	chr1	212774527	212774927	+	1000	40.0	[8.325381]	[155]	[]	[]	[212774755]	[]
303_1344	chr12	7941695	7942095	+	1000	110.0	[7.1202607]	[126]	[]	[]	[7941860]	[]
303_13442	chr1	225660640	225661040	+	1000	40.0	[7.961771]	[177]	[]	[]	[225660880]	[]
303_13443	chr1	228198955	228199355	+	1000	40.0	[]	[]	[8.10693]	[88]	[]	[228199125]
303_13452	chr10	16944951	16945351	+	1000	40.0	[10.381243, 7.3291993]	[113, 137]	[]	[]	[16945162, 16945186]	[]
303_13458	chr10	28843598	28843998	+	1000	40.0	[]	[]	[6.4206944]	[89]	[]	[28843770]
303_1346	chr12	122072650	122073050	+	1000	110.0	[7.3291993, 12.067478]	[107, 146]	[]	[]	[122072855, 122072894]	[]
303_13465	chr10	45008588	45008988	+	1000	40.0	[8.325381]	[159]	[]	[]	[45008833]	[]
303_13466	chr10	46018306	46018706	+	1000	40.0	[]	[]	[7.3291993, 12.067478]	[139, 166]	[]	[46018458, 46018485]
303_13467	chr10	63423513	63423913	+	1000	40.0	[]	[]	[6.5088143]	[138]	[]	[63423693]
303_1347	chr13	66899949	66900349	+	1000	110.0	[]	[]	[7.3291993, 7.5476513]	[87, 91]	[]	[66900127, 66900131]
303_13474	chr10	79083258	79083658	+	1000	40.0	[10.381243]	[85]	[]	[]	[79083439]	[]
303_13481	chr10	114265620	114266020	+	1000	40.0	[6.4206944, 7.3291993]	[111, 115]	[]	[]	[114265829, 114265833]	[]
303_13483	chr10	133305188	133305588	+	1000	40.0	[7.961771]	[181]	[]	[]	[133305419]	[]
303_13484	chr11	4175629	4176029	+	1000	40.0	[]	[]	[12.285931]	[86]	[]	[4175798]
303_1349	chr16	81595612	81596012	+	1000	110.0	[6.4206944]	[57]	[12.067478, 10.162791, 8.10693]	[67, 82, 148]	[81595765]	[81595775, 81595790, 81595856]
303_13497	chr11	59560906	59561306	+	1000	40.0	[]	[]	[8.325381]	[91]	[]	[59561065]
303_135	chr1	169087025	169087425	+	1000	287.0	[7.961771]	[117]	[7.3291993]	[76]	[169087225]	[169087184]
303_13503	chr11	72075116	72075516	+	1000	40.0	[10.381243, 8.325381]	[87, 108]	[]	[]	[72075289, 72075310]	[]
