#PeakID(python identify_motif.py ./ENCODE_processed_files/NFIX_idr.fa NFIX --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
642_1912	chr9	75109218	75109618	+	1000	62.0	[8.844542]	[101]	[8.844542, 8.844542]	[60, 91]	[75109411]	[75109370, 75109401]
642_1913	chr1	45801404	45801804	+	1000	61.5	[7.4974093]	[78]	[8.844542]	[68]	[45801579]	[45801569]
642_1914	chr1	93288496	93288896	+	1000	61.5	[8.844542]	[182]	[8.844542]	[172]	[93288747]	[93288737]
642_1916	chr1	231970668	231971068	+	1000	61.5	[]	[]	[8.844542, 8.844542]	[104, 153]	[]	[231970845, 231970894]
642_1917	chr1	242330935	242331335	+	1000	61.5	[7.4974093, 7.4974093]	[112, 119]	[7.4974093]	[102]	[242331146, 242331153]	[242331136]
642_1918	chr11	8727701	8728101	+	1000	61.5	[7.4974093]	[143]	[8.844542, 8.844542, 8.844542]	[133, 157, 162]	[8727926]	[8727916, 8727940, 8727945]
642_1919	chr12	49869126	49869526	+	1000	61.5	[]	[]	[7.4974093, 7.4974093]	[64, 70]	[]	[49869283, 49869289]
642_192	chr8	59664067	59664467	+	1000	237.5	[8.844542]	[99]	[7.4974093]	[89]	[59664262]	[59664252]
642_1920	chr13	41061085	41061485	+	1000	61.5	[7.4974093]	[117]	[8.844542]	[107]	[41061262]	[41061252]
642_1921	chr14	76666293	76666693	+	1000	61.5	[8.844542]	[114]	[7.4974093]	[104]	[76666486]	[76666476]
642_1922	chr16	30440755	30441155	+	1000	61.5	[]	[]	[8.844542]	[199]	[]	[30441001]
642_1923	chr18	9890895	9891295	+	1000	61.5	[]	[]	[8.844542]	[147]	[]	[9891107]
642_1924	chr22	22959239	22959639	+	1000	61.5	[7.4974093]	[105]	[]	[]	[22959428]	[]
642_1925	chr22	26763524	26763924	+	1000	61.5	[7.4974093]	[132]	[7.4974093]	[122]	[26763754]	[26763744]
642_1927	chr4	53571938	53572338	+	1000	61.5	[8.844542]	[114]	[7.4974093, 8.844542]	[104, 125]	[53572147]	[53572137, 53572158]
642_1928	chr4	186216700	186217100	+	1000	61.5	[8.844542]	[142]	[8.844542, 8.844542]	[103, 132]	[186216918]	[186216879, 186216908]
642_1929	chr6	43627245	43627645	+	1000	61.5	[8.844542]	[90]	[]	[]	[43627428]	[]
642_193	chr12	125222877	125223277	+	1000	236.0	[7.4974093]	[106]	[8.844542]	[96]	[125223075]	[125223065]
642_1930	chr7	88092603	88093003	+	1000	61.5	[7.4974093]	[115]	[8.844542]	[105]	[88092808]	[88092798]
642_1931	chr7	106788660	106789060	+	1000	61.5	[8.844542]	[105]	[8.844542]	[95]	[106788864]	[106788854]
642_1933	chr8	71906986	71907386	+	1000	61.5	[8.844542, 8.844542]	[109, 183]	[7.4974093]	[173]	[71907146, 71907220]	[71907210]
642_1934	chrX	65871676	65872076	+	1000	61.5	[7.4974093]	[98]	[8.844542]	[88]	[65871856]	[65871846]
642_1935	chr11	108494209	108494609	+	1000	61.0	[8.844542]	[99]	[7.4974093]	[89]	[108494408]	[108494398]
642_1936	chr12	68807760	68808160	+	1000	61.0	[8.844542, 7.4974093, 8.844542]	[85, 106, 137]	[7.4974093]	[96]	[68807942, 68807963, 68807994]	[68807953]
642_1937	chr13	99321033	99321433	+	1000	61.0	[8.844542]	[153]	[]	[]	[99321251]	[]
642_1939	chr15	73990589	73990989	+	1000	61.0	[7.4974093]	[145]	[7.4974093]	[135]	[73990825]	[73990815]
642_194	chr12	56706105	56706505	+	1000	235.0	[8.844542]	[94]	[8.844542]	[84]	[56706294]	[56706284]
642_1940	chr16	44023	44423	+	1000	61.0	[8.844542]	[148]	[7.4974093]	[138]	[44258]	[44248]
642_1941	chr17	42076361	42076761	+	1000	61.0	[8.844542]	[109]	[7.4974093]	[99]	[42076568]	[42076558]
642_1942	chr17	72978591	72978991	+	1000	61.0	[8.844542]	[111]	[]	[]	[72978779]	[]
642_1943	chr18	23150139	23150539	+	1000	61.0	[]	[]	[7.4974093]	[131]	[]	[23150368]
642_1944	chr19	33689881	33690281	+	1000	61.0	[8.844542]	[134]	[7.4974093]	[124]	[33690103]	[33690093]
642_1945	chr2	166373946	166374346	+	1000	61.0	[7.4974093]	[101]	[8.844542]	[91]	[166374133]	[166374123]
642_1947	chr3	13418006	13418406	+	1000	61.0	[7.4974093]	[117]	[7.4974093]	[107]	[13418202]	[13418192]
642_1948	chr5	119484870	119485270	+	1000	61.0	[8.844542]	[128]	[]	[]	[119485084]	[]
642_1949	chr6	33602163	33602563	+	1000	61.0	[7.4974093]	[120]	[7.4974093]	[110]	[33602381]	[33602371]
642_1950	chr6	37782312	37782712	+	1000	61.0	[8.844542]	[128]	[8.844542, 7.4974093]	[118, 125]	[37782528]	[37782518, 37782525]
642_1952	chr7	105885410	105885810	+	1000	61.0	[8.844542]	[95]	[7.4974093]	[85]	[105885602]	[105885592]
642_1953	chr8	6169987	6170387	+	1000	61.0	[8.844542]	[122]	[8.844542]	[112]	[6170204]	[6170194]
642_1954	chr8	49831106	49831506	+	1000	61.0	[8.844542]	[153]	[8.844542]	[143]	[49831356]	[49831346]
642_1957	chr1	16124649	16125049	+	1000	60.5	[8.844542]	[111]	[8.844542]	[101]	[16124847]	[16124837]
642_1958	chr1	101204207	101204607	+	1000	60.5	[7.4974093, 8.844542]	[76, 110]	[8.844542]	[100]	[101204375, 101204409]	[101204399]
642_1959	chr10	109726447	109726847	+	1000	60.5	[8.844542]	[161]	[7.4974093]	[151]	[109726697]	[109726687]
642_196	chr10	6115823	6116223	+	1000	234.0	[8.844542]	[104]	[8.844542]	[94]	[6116022]	[6116012]
642_1960	chr11	130188975	130189375	+	1000	60.5	[7.4974093]	[112]	[8.844542]	[102]	[130189186]	[130189176]
642_1961	chr12	14193558	14193958	+	1000	60.5	[8.844542]	[126]	[7.4974093, 8.844542]	[108, 116]	[14193781]	[14193763, 14193771]
642_1962	chr12	103842040	103842440	+	1000	60.5	[8.844542]	[90]	[7.4974093, 7.4974093]	[80, 105]	[103842229]	[103842219, 103842244]
642_1963	chr14	77296103	77296503	+	1000	60.5	[7.4974093, 7.4974093]	[75, 123]	[7.4974093]	[113]	[77296267, 77296315]	[77296305]
642_1964	chr16	168374	168774	+	1000	60.5	[7.4974093, 7.4974093, 8.844542]	[96, 118, 122]	[7.4974093]	[108]	[168565, 168587, 168591]	[168577]
642_1965	chr16	20221210	20221610	+	1000	60.5	[7.4974093]	[118]	[8.844542]	[108]	[20221420]	[20221410]
642_1967	chr2	26459254	26459654	+	1000	60.5	[8.844542]	[145]	[7.4974093]	[135]	[26459498]	[26459488]
642_1968	chr2	71505461	71505861	+	1000	60.5	[8.844542]	[71]	[7.4974093]	[61]	[71505629]	[71505619]
642_1969	chr2	233021799	233022199	+	1000	60.5	[7.4974093]	[130]	[7.4974093]	[120]	[233021987]	[233021977]
642_197	chr20	40470304	40470704	+	1000	233.5	[8.844542, 8.844542, 7.4974093]	[77, 106, 143]	[8.844542]	[96]	[40470477, 40470506, 40470543]	[40470496]
642_1970	chr20	40640678	40641078	+	1000	60.5	[8.844542]	[121]	[8.844542, 8.844542]	[101, 111]	[40640873]	[40640853, 40640863]
642_1972	chr22	41960396	41960796	+	1000	60.5	[8.844542]	[111]	[7.4974093, 7.4974093]	[68, 101]	[41960604]	[41960561, 41960594]
642_1973	chr4	174116016	174116416	+	1000	60.5	[8.844542]	[100]	[7.4974093, 7.4974093]	[90, 94]	[174116215]	[174116205, 174116209]
642_1975	chr5	138463936	138464336	+	1000	60.5	[]	[]	[7.4974093]	[139]	[]	[138464173]
642_1977	chr7	124697760	124698160	+	1000	60.5	[8.844542]	[114]	[8.844542]	[104]	[124697962]	[124697952]
642_1978	chr9	97922079	97922479	+	1000	60.5	[8.844542]	[72]	[]	[]	[97922247]	[]
642_1979	chr1	25006757	25007157	+	1000	60.0	[7.4974093]	[146]	[7.4974093]	[136]	[25006983]	[25006973]
642_198	chr6	67121167	67121567	+	1000	233.0	[8.844542]	[103]	[8.844542]	[93]	[67121366]	[67121356]
642_1981	chr11	63737633	63738033	+	1000	60.0	[7.4974093, 8.844542]	[120, 136]	[7.4974093]	[110]	[63737850, 63737866]	[63737840]
642_1982	chr12	67110357	67110757	+	1000	60.0	[8.844542]	[101]	[7.4974093]	[91]	[67110544]	[67110534]
642_1983	chr13	75034627	75035027	+	1000	60.0	[8.844542]	[119]	[8.844542]	[109]	[75034831]	[75034821]
642_1984	chr14	105923776	105924176	+	1000	60.0	[8.844542]	[124]	[8.844542, 8.844542]	[85, 114]	[105923982]	[105923943, 105923972]
642_1985	chr15	42364504	42364904	+	1000	60.0	[7.4974093]	[102]	[8.844542, 8.844542, 8.844542]	[135, 148, 167]	[42364683]	[42364716, 42364729, 42364748]
642_1986	chr16	30008601	30009001	+	1000	60.0	[]	[]	[7.4974093, 8.844542]	[134, 180]	[]	[30008800, 30008846]
642_1987	chr16	70104395	70104795	+	1000	60.0	[8.844542]	[148]	[7.4974093]	[138]	[70104615]	[70104605]
642_1988	chr17	10612952	10613352	+	1000	60.0	[8.844542]	[109]	[8.844542]	[99]	[10613157]	[10613147]
642_1989	chr2	147911190	147911590	+	1000	60.0	[8.844542]	[140]	[]	[]	[147911415]	[]
642_199	chr5	26582662	26583062	+	1000	232.5	[7.4974093]	[106]	[8.844542]	[96]	[26582867]	[26582857]
642_1990	chr2	231174399	231174799	+	1000	60.0	[8.844542]	[102]	[7.4974093]	[92]	[231174593]	[231174583]
642_1991	chr20	32752319	32752719	+	1000	60.0	[7.4974093]	[107]	[7.4974093]	[97]	[32752508]	[32752498]
642_1992	chr22	19687685	19688085	+	1000	60.0	[7.4974093, 8.844542, 7.4974093]	[66, 90, 157]	[7.4974093]	[147]	[19687840, 19687864, 19687931]	[19687921]
642_1995	chr3	150738744	150739144	+	1000	60.0	[]	[]	[8.844542]	[104]	[]	[150738942]
642_1996	chr5	146111445	146111845	+	1000	60.0	[7.4974093]	[61]	[7.4974093]	[116]	[146111601]	[146111656]
642_1997	chr6	10747034	10747434	+	1000	60.0	[]	[]	[8.844542]	[115]	[]	[10747247]
642_1999	chr7	129423689	129424089	+	1000	60.0	[8.844542]	[130]	[]	[]	[129423903]	[]
642_20	chr21	34543910	34544310	+	1000	584.0	[7.4974093]	[107]	[8.844542]	[97]	[34544116]	[34544106]
642_2001	chr8	97541750	97542150	+	1000	60.0	[7.4974093]	[113]	[7.4974093]	[103]	[97541946]	[97541936]
642_2003	chr9	116156510	116156910	+	1000	60.0	[7.4974093, 7.4974093]	[95, 130]	[8.844542, 7.4974093]	[102, 120]	[116156690, 116156725]	[116156697, 116156715]
642_2006	chrX	68556018	68556418	+	1000	60.0	[7.4974093]	[116]	[7.4974093]	[106]	[68556225]	[68556215]
642_2007	chr1	35115557	35115957	+	1000	59.5	[7.4974093]	[142]	[8.844542]	[114]	[35115795]	[35115767]
642_2008	chr1	65109547	65109947	+	1000	59.5	[7.4974093]	[112]	[8.844542]	[102]	[65109723]	[65109713]
642_2009	chr11	61141530	61141930	+	1000	59.5	[7.4974093]	[101]	[7.4974093, 7.4974093]	[91, 108]	[61141723]	[61141713, 61141730]
642_201	chrX	81411513	81411913	+	1000	232.0	[8.844542]	[118]	[7.4974093]	[108]	[81411727]	[81411717]
642_2010	chr12	10722023	10722423	+	1000	59.5	[8.844542]	[156]	[7.4974093]	[146]	[10722259]	[10722249]
642_2011	chr12	124352883	124353283	+	1000	59.5	[8.844542]	[112]	[8.844542, 7.4974093]	[95, 102]	[124353087]	[124353070, 124353077]
642_2012	chr14	74915791	74916191	+	1000	59.5	[7.4974093, 8.844542]	[92, 120]	[7.4974093, 7.4974093]	[73, 110]	[74915969, 74915997]	[74915950, 74915987]
642_2013	chr14	89215203	89215603	+	1000	59.5	[8.844542]	[94]	[8.844542]	[84]	[89215369]	[89215359]
642_2014	chr16	50280940	50281340	+	1000	59.5	[8.844542]	[152]	[8.844542]	[142]	[50281176]	[50281166]
642_2015	chr22	23128308	23128708	+	1000	59.5	[7.4974093]	[103]	[]	[]	[23128496]	[]
642_2016	chr3	95277674	95278074	+	1000	59.5	[8.844542]	[121]	[8.844542]	[111]	[95277885]	[95277875]
642_2017	chr3	127237823	127238223	+	1000	59.5	[8.844542]	[114]	[8.844542]	[104]	[127238034]	[127238024]
642_2018	chr5	88952375	88952775	+	1000	59.5	[7.4974093]	[144]	[8.844542, 8.844542]	[112, 134]	[88952586]	[88952554, 88952576]
642_2019	chr6	163392473	163392873	+	1000	59.5	[7.4974093]	[110]	[8.844542]	[100]	[163392681]	[163392671]
642_202	chr1	214660205	214660605	+	1000	231.5	[8.844542]	[102]	[8.844542]	[92]	[214660400]	[214660390]
642_2020	chr7	124768522	124768922	+	1000	59.5	[8.844542]	[111]	[]	[]	[124768724]	[]
642_2021	chr8	16966863	16967263	+	1000	59.5	[8.844542, 7.4974093]	[65, 121]	[7.4974093, 8.844542]	[62, 111]	[16967022, 16967078]	[16967019, 16967068]
642_2023	chr9	130865128	130865528	+	1000	59.5	[]	[]	[7.4974093]	[145]	[]	[130865367]
642_2027	chr1	32213396	32213796	+	1000	59.0	[7.4974093]	[95]	[8.844542]	[85]	[32213586]	[32213576]
642_2028	chr1	47797508	47797908	+	1000	59.0	[8.844542]	[106]	[8.844542]	[96]	[47797703]	[47797693]
642_2029	chr1	112368219	112368619	+	1000	59.0	[7.4974093]	[120]	[7.4974093]	[110]	[112368412]	[112368402]
642_203	chr2	178865528	178865928	+	1000	231.5	[7.4974093]	[114]	[8.844542]	[104]	[178865740]	[178865730]
642_2032	chr1	212060864	212061264	+	1000	59.0	[8.844542]	[121]	[]	[]	[212061083]	[]
642_2033	chr11	3916133	3916533	+	1000	59.0	[8.844542]	[153]	[8.844542]	[143]	[3916364]	[3916354]
642_2034	chr12	91356416	91356816	+	1000	59.0	[7.4974093]	[89]	[8.844542]	[79]	[91356596]	[91356586]
642_2035	chr15	42575795	42576195	+	1000	59.0	[7.4974093]	[143]	[7.4974093]	[133]	[42576011]	[42576001]
642_2036	chr15	63539502	63539902	+	1000	59.0	[7.4974093]	[100]	[8.844542]	[90]	[63539694]	[63539684]
642_204	chr3	41032701	41033101	+	1000	231.0	[8.844542]	[118]	[7.4974093, 8.844542]	[96, 108]	[41032910]	[41032888, 41032900]
642_2040	chr17	81044638	81045038	+	1000	59.0	[7.4974093]	[107]	[7.4974093, 7.4974093]	[97, 119]	[81044840]	[81044830, 81044852]
642_2041	chr2	45898835	45899235	+	1000	59.0	[8.844542]	[86]	[7.4974093]	[76]	[45899021]	[45899011]
642_2042	chr2	168849589	168849989	+	1000	59.0	[7.4974093]	[136]	[]	[]	[168849815]	[]
642_2046	chr22	21865176	21865576	+	1000	59.0	[]	[]	[7.4974093, 7.4974093]	[68, 127]	[]	[21865342, 21865401]
642_2047	chr22	22557213	22557613	+	1000	59.0	[8.844542]	[61]	[]	[]	[22557374]	[]
642_2048	chr22	22735465	22735865	+	1000	59.0	[7.4974093]	[151]	[]	[]	[22735674]	[]
642_2049	chr3	4355888	4356288	+	1000	59.0	[8.844542]	[118]	[7.4974093]	[108]	[4356102]	[4356092]
642_205	chr10	104256677	104257077	+	1000	230.5	[8.844542]	[102]	[8.844542]	[92]	[104256878]	[104256868]
642_2050	chr3	122066299	122066699	+	1000	59.0	[8.844542]	[160]	[8.844542, 7.4974093]	[150, 157]	[122066545]	[122066535, 122066542]
642_2051	chr3	183339650	183340050	+	1000	59.0	[7.4974093]	[161]	[7.4974093]	[151]	[183339875]	[183339865]
642_2053	chr5	62493438	62493838	+	1000	59.0	[8.844542]	[131]	[8.844542]	[121]	[62493644]	[62493634]
642_2054	chr7	17326421	17326821	+	1000	59.0	[8.844542, 7.4974093]	[116, 167]	[7.4974093]	[106]	[17326612, 17326663]	[17326602]
642_2055	chr7	22713494	22713894	+	1000	59.0	[8.844542]	[121]	[7.4974093]	[168]	[22713676]	[22713723]
642_2056	chr7	64850088	64850488	+	1000	59.0	[7.4974093]	[122]	[8.844542]	[112]	[64850305]	[64850295]
642_206	chr11	49995610	49996010	+	1000	230.5	[8.844542]	[106]	[8.844542]	[96]	[49995815]	[49995805]
642_2061	chr1	6462380	6462780	+	1000	58.5	[8.844542]	[100]	[7.4974093]	[90]	[6462550]	[6462540]
642_2062	chr1	241266145	241266545	+	1000	58.5	[7.4974093]	[96]	[7.4974093]	[86]	[241266340]	[241266330]
642_2063	chr10	43821113	43821513	+	1000	58.5	[7.4974093, 8.844542]	[72, 105]	[7.4974093]	[95]	[43821278, 43821311]	[43821301]
642_2064	chr10	125199250	125199650	+	1000	58.5	[8.844542]	[138]	[7.4974093]	[128]	[125199472]	[125199462]
642_2065	chr11	71764953	71765353	+	1000	58.5	[7.4974093]	[136]	[7.4974093, 8.844542]	[91, 126]	[71765177]	[71765132, 71765167]
642_2066	chr12	34334945	34335345	+	1000	58.5	[8.844542, 8.844542]	[86, 181]	[7.4974093]	[83]	[34335101, 34335196]	[34335098]
642_2068	chr12	110625994	110626394	+	1000	58.5	[7.4974093]	[102]	[8.844542]	[92]	[110626166]	[110626156]
642_2069	chr13	92572191	92572591	+	1000	58.5	[8.844542]	[145]	[8.844542]	[135]	[92572401]	[92572391]
642_2070	chr16	10972112	10972512	+	1000	58.5	[8.844542]	[119]	[7.4974093]	[109]	[10972320]	[10972310]
642_2072	chr17	64025181	64025581	+	1000	58.5	[7.4974093]	[141]	[7.4974093]	[131]	[64025406]	[64025396]
642_2073	chr19	6219614	6220014	+	1000	58.5	[7.4974093, 7.4974093]	[145, 160]	[7.4974093]	[135]	[6219843, 6219858]	[6219833]
642_2074	chr2	2942147	2942547	+	1000	58.5	[8.844542]	[146]	[7.4974093, 8.844542]	[89, 136]	[2942380]	[2942323, 2942370]
642_2075	chr20	54224599	54224999	+	1000	58.5	[8.844542]	[133]	[8.844542]	[123]	[54224826]	[54224816]
642_2076	chr21	23153827	23154227	+	1000	58.5	[8.844542]	[126]	[8.844542]	[116]	[23154043]	[23154033]
642_2077	chr22	21782086	21782486	+	1000	58.5	[]	[]	[7.4974093]	[195]	[]	[21782295]
642_2078	chr22	21808773	21809173	+	1000	58.5	[8.844542]	[123]	[]	[]	[21808979]	[]
642_2079	chr22	22942788	22943188	+	1000	58.5	[]	[]	[7.4974093]	[176]	[]	[22943025]
642_208	chr17	32333200	32333600	+	1000	230.0	[8.844542]	[108]	[8.844542]	[98]	[32333404]	[32333394]
642_2080	chr3	45665150	45665550	+	1000	58.5	[]	[]	[7.4974093]	[127]	[]	[45665353]
642_2081	chr5	61408521	61408921	+	1000	58.5	[7.4974093, 8.844542]	[125, 129]	[7.4974093]	[119]	[61408740, 61408744]	[61408734]
642_2082	chr5	109484967	109485367	+	1000	58.5	[8.844542]	[114]	[7.4974093, 7.4974093]	[104, 178]	[109485148]	[109485138, 109485212]
642_2083	chr5	126138382	126138782	+	1000	58.5	[8.844542]	[146]	[7.4974093]	[136]	[126138615]	[126138605]
642_2084	chr6	40340977	40341377	+	1000	58.5	[8.844542]	[96]	[7.4974093]	[86]	[40341162]	[40341152]
642_2085	chr6	65924414	65924814	+	1000	58.5	[8.844542]	[109]	[8.844542]	[99]	[65924618]	[65924608]
642_2086	chr6	117384677	117385077	+	1000	58.5	[7.4974093, 7.4974093]	[99, 123]	[7.4974093]	[89]	[117384875, 117384899]	[117384865]
642_2087	chr7	108282422	108282822	+	1000	58.5	[8.844542]	[120]	[7.4974093, 7.4974093, 7.4974093]	[110, 117, 161]	[108282611]	[108282601, 108282608, 108282652]
642_2088	chr7	108441532	108441932	+	1000	58.5	[8.844542, 8.844542]	[158, 175]	[7.4974093]	[165]	[108441761, 108441778]	[108441768]
642_2089	chr8	56513837	56514237	+	1000	58.5	[7.4974093]	[114]	[8.844542]	[104]	[56514043]	[56514033]
642_209	chr13	78802902	78803302	+	1000	229.5	[8.844542]	[113]	[8.844542]	[103]	[78803107]	[78803097]
642_2090	chr9	34254383	34254783	+	1000	58.5	[7.4974093]	[101]	[7.4974093, 7.4974093]	[91, 128]	[34254571]	[34254561, 34254598]
642_2091	chr9	70830630	70831030	+	1000	58.5	[8.844542]	[130]	[7.4974093]	[120]	[70830832]	[70830822]
642_2092	chr1	116555724	116556124	+	1000	58.0	[7.4974093]	[162]	[7.4974093]	[152]	[116555934]	[116555924]
642_2094	chr1	155307140	155307540	+	1000	58.0	[]	[]	[7.4974093]	[85]	[]	[155307317]
642_2095	chr10	51124814	51125214	+	1000	58.0	[8.844542]	[152]	[8.844542, 8.844542]	[142, 149]	[51125037]	[51125027, 51125034]
642_2096	chr10	115483313	115483713	+	1000	58.0	[8.844542]	[103]	[8.844542]	[93]	[115483513]	[115483503]
642_2099	chr14	24040671	24041071	+	1000	58.0	[8.844542, 7.4974093]	[132, 157]	[8.844542]	[147]	[24040882, 24040907]	[24040897]
642_21	chr16	29943461	29943861	+	1000	566.5	[7.4974093, 8.844542]	[99, 106]	[8.844542]	[96]	[29943657, 29943664]	[29943654]
642_210	chr13	80716778	80717178	+	1000	229.0	[8.844542]	[96]	[8.844542]	[86]	[80716972]	[80716962]
642_2101	chr17	44163949	44164349	+	1000	58.0	[7.4974093]	[112]	[8.844542]	[102]	[44164154]	[44164144]
642_2102	chr2	70403756	70404156	+	1000	58.0	[8.844542]	[131]	[7.4974093]	[121]	[70403984]	[70403974]
642_2104	chr21	45421456	45421856	+	1000	58.0	[7.4974093]	[101]	[7.4974093, 8.844542]	[91, 131]	[45421657]	[45421647, 45421687]
642_2105	chr22	20981904	20982304	+	1000	58.0	[7.4974093]	[152]	[]	[]	[20982116]	[]
642_2106	chr22	23218246	23218646	+	1000	58.0	[]	[]	[8.844542]	[186]	[]	[23218474]
642_2108	chr3	52240865	52241265	+	1000	58.0	[8.844542]	[91]	[8.844542]	[81]	[52241056]	[52241046]
642_2109	chr3	95097507	95097907	+	1000	58.0	[7.4974093]	[106]	[8.844542]	[96]	[95097692]	[95097682]
642_211	chr3	8348104	8348504	+	1000	229.0	[8.844542]	[92]	[8.844542]	[82]	[8348274]	[8348264]
642_2110	chr7	73878500	73878900	+	1000	58.0	[7.4974093]	[134]	[8.844542]	[124]	[73878712]	[73878702]
642_2111	chr8	22125453	22125853	+	1000	58.0	[7.4974093, 7.4974093]	[106, 124]	[8.844542]	[96]	[22125654, 22125672]	[22125644]
642_2112	chr8	133392004	133392404	+	1000	58.0	[7.4974093]	[84]	[7.4974093, 8.844542]	[118, 127]	[133392176]	[133392210, 133392219]
642_2113	chr9	129007377	129007777	+	1000	58.0	[8.844542]	[122]	[8.844542]	[112]	[129007590]	[129007580]
642_2117	chr11	1260523	1260923	+	1000	57.5	[8.844542]	[159]	[7.4974093]	[149]	[1260751]	[1260741]
642_2118	chr11	85596861	85597261	+	1000	57.5	[8.844542]	[133]	[8.844542]	[123]	[85597087]	[85597077]
642_2119	chr11	112125288	112125688	+	1000	57.5	[8.844542]	[114]	[7.4974093, 7.4974093]	[104, 122]	[112125501]	[112125491, 112125509]
642_212	chr3	99868327	99868727	+	1000	229.0	[8.844542]	[108]	[8.844542]	[98]	[99868528]	[99868518]
642_2120	chr14	56944396	56944796	+	1000	57.5	[7.4974093]	[120]	[8.844542]	[110]	[56944603]	[56944593]
642_2121	chr16	85567241	85567641	+	1000	57.5	[7.4974093]	[215]	[7.4974093, 7.4974093]	[192, 205]	[85567481]	[85567458, 85567471]
642_2122	chr17	42566728	42567128	+	1000	57.5	[7.4974093, 8.844542]	[110, 115]	[7.4974093]	[105]	[42566935, 42566940]	[42566930]
642_2123	chr2	207726201	207726601	+	1000	57.5	[7.4974093]	[142]	[8.844542]	[132]	[207726427]	[207726417]
642_2126	chr22	22717311	22717711	+	1000	57.5	[8.844542]	[170]	[]	[]	[22717506]	[]
642_2127	chr3	4999676	5000076	+	1000	57.5	[7.4974093, 8.844542, 8.844542]	[78, 111, 135]	[8.844542]	[108]	[4999848, 4999881, 4999905]	[4999878]
642_2128	chr3	72245213	72245613	+	1000	57.5	[7.4974093, 7.4974093]	[148, 166]	[7.4974093]	[156]	[72245441, 72245459]	[72245449]
642_213	chr17	21040228	21040628	+	1000	228.5	[8.844542]	[120]	[7.4974093, 7.4974093]	[110, 125]	[21040435]	[21040425, 21040440]
642_2130	chr5	94675007	94675407	+	1000	57.5	[8.844542]	[115]	[7.4974093]	[145]	[94675204]	[94675234]
642_2131	chr6	3382472	3382872	+	1000	57.5	[]	[]	[8.844542]	[62]	[]	[3382626]
642_2132	chr6	28336404	28336804	+	1000	57.5	[]	[]	[7.4974093]	[90]	[]	[28336568]
642_2133	chr6	43725167	43725567	+	1000	57.5	[7.4974093]	[112]	[8.844542, 8.844542]	[64, 93]	[43725370]	[43725322, 43725351]
642_2134	chr7	71173864	71174264	+	1000	57.5	[7.4974093]	[113]	[7.4974093]	[103]	[71174073]	[71174063]
642_2135	chr8	35269443	35269843	+	1000	57.5	[7.4974093]	[108]	[8.844542]	[98]	[35269648]	[35269638]
642_2136	chr9	75644705	75645105	+	1000	57.5	[8.844542]	[96]	[8.844542]	[86]	[75644879]	[75644869]
642_2137	chrUn_GL000224v1	33454	33854	+	1000	57.5	[7.4974093]	[192]	[]	[]	[33676]	[]
642_2139	chr1	43836454	43836854	+	1000	57.0	[7.4974093, 7.4974093]	[150, 154]	[8.844542, 7.4974093]	[97, 144]	[43836693, 43836697]	[43836640, 43836687]
642_214	chr2	32825228	32825628	+	1000	227.0	[8.844542, 8.844542]	[99, 131]	[8.844542]	[89]	[32825427, 32825459]	[32825417]
642_2141	chr1	174955241	174955641	+	1000	57.0	[7.4974093, 7.4974093]	[162, 169]	[7.4974093]	[159]	[174955468, 174955475]	[174955465]
642_2142	chr1	198676237	198676637	+	1000	57.0	[8.844542]	[136]	[]	[]	[198676465]	[]
642_2144	chr1	234544173	234544573	+	1000	57.0	[]	[]	[8.844542]	[75]	[]	[234544342]
642_2145	chr10	31479716	31480116	+	1000	57.0	[]	[]	[8.844542]	[116]	[]	[31479919]
642_2146	chr15	84919253	84919653	+	1000	57.0	[8.844542]	[161]	[8.844542]	[151]	[84919480]	[84919470]
642_2147	chr18	26003415	26003815	+	1000	57.0	[8.844542]	[109]	[7.4974093]	[99]	[26003577]	[26003567]
642_2149	chr20	10322380	10322780	+	1000	57.0	[8.844542]	[167]	[7.4974093]	[157]	[10322620]	[10322610]
642_215	chr3	107112363	107112763	+	1000	226.5	[8.844542]	[111]	[8.844542]	[101]	[107112574]	[107112564]
642_2150	chr20	46330366	46330766	+	1000	57.0	[8.844542]	[139]	[8.844542]	[129]	[46330580]	[46330570]
642_2151	chr21	18917558	18917958	+	1000	57.0	[8.844542]	[161]	[8.844542]	[151]	[18917807]	[18917797]
642_2152	chr21	42444652	42445052	+	1000	57.0	[8.844542]	[121]	[8.844542]	[111]	[42444864]	[42444854]
642_2153	chr22	20079588	20079988	+	1000	57.0	[7.4974093]	[158]	[]	[]	[20079772]	[]
642_2155	chr22	23214271	23214671	+	1000	57.0	[7.4974093]	[154]	[7.4974093, 8.844542]	[93, 114]	[23214515]	[23214454, 23214475]
642_2157	chr3	42815203	42815603	+	1000	57.0	[7.4974093]	[136]	[8.844542]	[126]	[42815409]	[42815399]
642_2158	chr6	11855715	11856115	+	1000	57.0	[8.844542]	[101]	[8.844542]	[91]	[11855905]	[11855895]
642_216	chr10	125768279	125768679	+	1000	225.0	[8.844542]	[118]	[8.844542]	[108]	[125768490]	[125768480]
642_2160	chr6	53180223	53180623	+	1000	57.0	[8.844542]	[124]	[8.844542, 7.4974093]	[114, 157]	[53180436]	[53180426, 53180469]
