#PeakID(python identify_motif.py ./ENCODE_processed_files/STAT5A_idr.fa STAT5A --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
133_17423	chr5	139564987	139565387	+	906	44.0	[12.597441]	[84]	[10.266372, 6.901222]	[84, 138]	[139565164]	[139565164, 139565218]
133_17427	chr5	164487930	164488330	+	1000	44.0	[8.40951]	[113]	[]	[]	[164488136]	[]
133_17434	chr5	179766543	179766943	+	1000	44.0	[6.3577366]	[131]	[]	[]	[179766698]	[]
133_17440	chr6	11778413	11778813	+	1000	44.0	[6.7911124, 6.2452803]	[80, 145]	[9.761809]	[80]	[11778581, 11778646]	[11778581]
133_17443	chr6	14743889	14744289	+	1000	44.0	[]	[]	[7.1081047]	[185]	[]	[14744089]
133_17444	chr6	15244343	15244743	+	1000	44.0	[6.1738005]	[154]	[9.70938]	[154]	[15244534]	[15244534]
133_17446	chr6	15434194	15434594	+	1000	44.0	[10.266372]	[138]	[12.597441]	[138]	[15434431]	[15434431]
133_17474	chr6	63574323	63574723	+	1000	44.0	[8.490457]	[151]	[]	[]	[63574523]	[]
133_17477	chr6	90158939	90159339	+	1000	44.0	[]	[]	[8.496579]	[148]	[]	[90159181]
133_17484	chr6	136420780	136421180	+	894	44.0	[15.901753]	[105]	[8.538297]	[105]	[136420958]	[136420958]
133_17499	chr7	4775407	4775807	+	936	44.0	[7.9580355]	[146]	[]	[]	[4775629]	[]
133_17509	chr7	36389696	36390096	+	973	44.0	[9.288357]	[156]	[8.70695]	[156]	[36389937]	[36389937]
133_1751	chr1	89823582	89823982	+	1000	176.0	[8.735476]	[123]	[]	[]	[89823803]	[]
133_17517	chr7	100472884	100473284	+	1000	44.0	[]	[]	[7.6374273]	[176]	[]	[100473125]
133_17520	chr7	106009349	106009749	+	1000	44.0	[]	[]	[7.225411]	[168]	[]	[106009523]
133_17525	chr7	116863416	116863816	+	1000	44.0	[8.515688]	[133]	[7.419969, 11.750599]	[70, 133]	[116863646]	[116863583, 116863646]
133_17531	chr7	128879988	128880388	+	837	44.0	[10.412417]	[95]	[]	[]	[128880147]	[]
133_17532	chr7	129948763	129949163	+	1000	44.0	[]	[]	[7.4081316]	[156]	[]	[129948995]
133_17534	chr7	131365823	131366223	+	1000	44.0	[8.432117, 13.5706835]	[89, 133]	[8.078578, 10.869366]	[89, 133]	[131366007, 131366051]	[131366007, 131366051]
133_17540	chr7	148697946	148698346	+	758	44.0	[]	[]	[6.209915]	[142]	[]	[148698173]
133_17542	chr7	150877073	150877473	+	1000	44.0	[]	[]	[10.039902]	[149]	[]	[150877303]
133_17548	chr8	27323697	27324097	+	923	44.0	[13.548076]	[122]	[6.7182117]	[122]	[27323864]	[27323864]
133_17555	chr8	58513262	58513662	+	1000	44.0	[10.21904]	[196]	[]	[]	[58513493]	[]
133_17560	chr8	79760898	79761298	+	1000	44.0	[]	[]	[8.490457]	[100]	[]	[79761054]
133_17566	chr8	107751764	107752164	+	809	44.0	[11.016432, 8.538297]	[91, 111]	[15.901753]	[111]	[107751954, 107751974]	[107751974]
133_17572	chr9	35102971	35103371	+	828	44.0	[10.412417]	[109]	[]	[]	[35103146]	[]
133_17587	chr9	131020234	131020634	+	1000	44.0	[]	[]	[6.2452803]	[128]	[]	[131020425]
133_17599	chr9	136206589	136206989	+	616	44.0	[6.159387]	[140]	[8.045571, 7.864854]	[140, 141]	[136206785]	[136206785, 136206786]
133_17604	chrX	119574298	119574698	+	735	44.0	[]	[]	[6.2095904]	[69]	[]	[119574461]
133_17605	chrX	129577489	129577889	+	714	44.0	[8.538297]	[120]	[15.901753]	[120]	[129577706]	[129577706]
133_17609	chr1	6183452	6183852	+	862	43.0	[8.685363]	[97]	[7.7337074]	[97]	[6183615]	[6183615]
133_17618	chr1	15684859	15685259	+	981	43.0	[]	[]	[8.007392]	[133]	[]	[15685092]
133_1762	chr6	4727998	4728398	+	1000	176.0	[6.4228773]	[59]	[]	[]	[4728152]	[]
133_17623	chr1	20186322	20186722	+	923	43.0	[]	[]	[6.612033]	[144]	[]	[20186544]
133_17645	chr1	54199996	54200396	+	1000	43.0	[7.879267]	[103]	[]	[]	[54200175]	[]
133_17651	chr1	71042144	71042544	+	952	43.0	[11.842608]	[104]	[14.173678, 7.1081047]	[104, 143]	[71042342]	[71042342, 71042381]
133_17652	chr1	77350099	77350499	+	1000	43.0	[11.842608, 11.842608]	[103, 127]	[14.173678, 14.173678]	[103, 127]	[77350251, 77350275]	[77350251, 77350275]
133_17654	chr1	89524052	89524452	+	714	43.0	[6.9286323]	[131]	[]	[]	[89524213]	[]
133_17657	chr1	99877577	99877977	+	910	43.0	[8.632995]	[113]	[6.8825955]	[113]	[99877775]	[99877775]
133_1766	chr1	26501100	26501500	+	1000	175.0	[8.538297]	[95]	[15.901753]	[95]	[26501288]	[26501288]
133_17668	chr1	117121956	117122356	+	647	43.0	[6.179459]	[129]	[]	[]	[117122130]	[]
133_17692	chr1	206663938	206664338	+	1000	43.0	[]	[]	[6.6379886]	[123]	[]	[206664146]
133_177	chr2	178273719	178274119	+	1000	411.0	[]	[]	[7.57549]	[75]	[]	[178273885]
133_17702	chr1	219664603	219665003	+	927	43.0	[9.158815]	[102]	[]	[]	[219664791]	[]
133_17707	chr1	228141473	228141873	+	875	43.0	[14.173678]	[139]	[11.842608]	[139]	[228141685]	[228141685]
133_17712	chr1	231092003	231092403	+	753	43.0	[6.881301]	[199]	[7.686224]	[153]	[231092209]	[231092163]
133_1773	chr15	64695534	64695934	+	1000	175.0	[]	[]	[8.662755]	[112]	[]	[64695731]
133_17737	chr10	92592954	92593354	+	764	43.0	[]	[]	[8.588062]	[88]	[]	[92593133]
133_17738	chr10	95266666	95267066	+	826	43.0	[7.864854, 8.045571, 7.225411]	[78, 79, 155]	[6.159387]	[79]	[95266820, 95266821, 95266897]	[95266821]
133_17747	chr11	36509129	36509529	+	671	43.0	[6.4574966]	[106]	[8.519188]	[106]	[36509332]	[36509332]
133_17752	chr11	62082093	62082493	+	877	43.0	[]	[]	[6.2095904]	[186]	[]	[62082295]
133_17755	chr11	65027645	65028045	+	699	43.0	[6.5397067]	[197]	[6.1605587]	[197]	[65027856]	[65027856]
133_17764	chr11	82790675	82791075	+	657	43.0	[8.9815035]	[98]	[8.490965]	[98]	[82790865]	[82790865]
133_17765	chr11	83161770	83162170	+	980	43.0	[]	[]	[7.864854]	[210]	[]	[83162008]
133_1777	chr17	59786452	59786852	+	1000	175.0	[8.311827]	[117]	[6.612033, 6.52701]	[89, 117]	[59786648]	[59786620, 59786648]
133_17785	chr12	53501397	53501797	+	898	43.0	[6.151192]	[82]	[]	[]	[53501559]	[]
133_17805	chr13	46181770	46182170	+	1000	43.0	[]	[]	[7.357935]	[65]	[]	[46181923]
133_17809	chr13	90672015	90672415	+	1000	43.0	[8.538297]	[151]	[15.901753]	[151]	[90672258]	[90672258]
133_1781	chr3	196274561	196274961	+	1000	175.0	[7.4504957, 10.266372]	[104, 123]	[12.597441]	[123]	[196274756, 196274775]	[196274775]
133_17821	chr14	58427397	58427797	+	1000	43.0	[]	[]	[8.301797]	[164]	[]	[58427644]
133_17826	chr15	34621762	34622162	+	1000	43.0	[13.548076]	[89]	[6.7182117, 9.773646]	[89, 148]	[34621931]	[34621931, 34621990]
133_17841	chr16	2904054	2904454	+	650	43.0	[]	[]	[6.4991045]	[187]	[]	[2904253]
133_17853	chr16	30610142	30610542	+	612	43.0	[7.3783107]	[123]	[8.504869]	[123]	[30610299]	[30610299]
133_17856	chr16	58336560	58336960	+	756	43.0	[7.079775]	[178]	[]	[]	[58336751]	[]
133_17862	chr16	88768246	88768646	+	1000	43.0	[11.842608]	[137]	[14.173678]	[137]	[88768446]	[88768446]
133_17865	chr17	17841491	17841891	+	1000	43.0	[8.538297]	[128]	[15.901753]	[128]	[17841697]	[17841697]
133_17867	chr17	27496959	27497359	+	1000	43.0	[7.419969]	[117]	[]	[]	[27497166]	[]
133_17873	chr17	39451032	39451432	+	1000	43.0	[7.419969]	[224]	[]	[]	[39451261]	[]
133_17876	chr17	42276978	42277378	+	967	43.0	[]	[]	[7.485917]	[105]	[]	[42277174]
133_17891	chr17	76562719	76563119	+	1000	43.0	[8.232476]	[118]	[]	[]	[76562875]	[]
133_179	chr3	153080697	153081097	+	1000	410.0	[13.5706835]	[79]	[10.869366]	[79]	[153080866]	[153080866]
133_17907	chr19	8355628	8356028	+	1000	43.0	[]	[]	[8.354226]	[76]	[]	[8355801]
133_17929	chr19	48633347	48633747	+	951	43.0	[8.446286]	[89]	[10.243763]	[89]	[48633510]	[48633510]
133_1793	chr20	34713331	34713731	+	1000	174.0	[]	[]	[8.496579]	[168]	[]	[34713578]
133_17930	chr19	48976179	48976579	+	621	43.0	[10.412417]	[85]	[]	[]	[48976344]	[]
133_17936	chr19	55117613	55118013	+	638	43.0	[9.288357]	[102]	[8.70695]	[102]	[55117779]	[55117779]
133_17950	chr2	43219751	43220151	+	981	43.0	[6.179459]	[209]	[]	[]	[43219995]	[]
133_17961	chr2	99488563	99488963	+	1000	43.0	[]	[]	[8.614941]	[177]	[]	[99488795]
133_17967	chr2	152715818	152716218	+	1000	43.0	[6.4975696]	[180]	[]	[]	[152716042]	[]
133_17969	chr2	168997047	168997447	+	776	43.0	[10.869366]	[80]	[13.5706835]	[80]	[168997213]	[168997213]
133_17976	chr20	33720309	33720709	+	915	43.0	[]	[]	[10.850257]	[186]	[]	[33720541]
133_17979	chr20	35741410	35741810	+	1000	43.0	[]	[]	[7.3557024]	[131]	[]	[35741586]
133_17992	chr21	33761696	33762096	+	1000	43.0	[]	[]	[6.410166]	[119]	[]	[33761905]
133_1803	chr4	98686846	98687246	+	1000	174.0	[8.003814]	[159]	[]	[]	[98687084]	[]
133_18038	chr22	22881078	22881478	+	1000	43.0	[]	[]	[8.662755]	[197]	[]	[22881302]
133_18050	chr22	45642931	45643331	+	983	43.0	[10.266372]	[91]	[12.597441]	[91]	[45643107]	[45643107]
133_18053	chr3	8560702	8561102	+	658	43.0	[7.056757]	[65]	[]	[]	[8560861]	[]
133_1807	chr6	39222151	39222551	+	1000	174.0	[6.7182117]	[69]	[13.548076]	[69]	[39222307]	[39222307]
133_18070	chr3	127706965	127707365	+	1000	43.0	[7.9018755]	[151]	[6.4050674]	[151]	[127707207]	[127707207]
133_18075	chr3	167728610	167729010	+	811	43.0	[]	[]	[6.1571608]	[194]	[]	[167728828]
133_18078	chr3	187139624	187140024	+	1000	43.0	[6.3577366]	[100]	[]	[]	[187139815]	[]
133_18093	chr4	108094802	108095202	+	922	43.0	[]	[]	[6.590865]	[167]	[]	[108094986]
133_18103	chr4	183506086	183506486	+	834	43.0	[]	[]	[7.9580355]	[191]	[]	[183506324]
133_18134	chr5	179620858	179621258	+	1000	43.0	[]	[]	[6.9286323]	[117]	[]	[179621046]
133_18136	chr6	1702585	1702985	+	648	43.0	[]	[]	[7.4858007]	[101]	[]	[1702754]
133_18146	chr6	15304628	15305028	+	1000	43.0	[6.301925]	[96]	[9.213665]	[96]	[15304795]	[15304795]
133_18149	chr6	17703255	17703655	+	571	43.0	[9.083777]	[184]	[]	[]	[17703460]	[]
133_18183	chr6	145813954	145814354	+	939	43.0	[6.469334]	[171]	[]	[]	[145814202]	[]
133_18188	chr6	152863908	152864308	+	1000	43.0	[6.612033]	[149]	[]	[]	[152864102]	[]
133_18195	chr7	29109375	29109775	+	1000	43.0	[6.7911124, 8.538297]	[145, 159]	[9.761809, 15.901753]	[145, 159]	[29109593, 29109607]	[29109593, 29109607]
133_18199	chr7	50914489	50914889	+	769	43.0	[8.355901]	[135]	[]	[]	[50914716]	[]
133_18207	chr7	91894677	91895077	+	1000	43.0	[7.5739202]	[165]	[7.7145987]	[125]	[91894922]	[91894882]
133_18213	chr7	101814830	101815230	+	877	43.0	[]	[]	[7.079775]	[209]	[]	[101815071]
133_18218	chr7	116588944	116589344	+	878	43.0	[]	[]	[8.40951]	[138]	[]	[116589169]
133_18220	chr7	127655673	127656073	+	883	43.0	[]	[]	[6.8668876]	[121]	[]	[127655889]
133_18223	chr7	130668864	130669264	+	1000	43.0	[11.016432]	[242]	[]	[]	[130669107]	[]
133_18228	chr7	139095226	139095626	+	1000	43.0	[9.136207]	[156]	[]	[]	[139095463]	[]
133_1825	chr2	39511784	39512184	+	1000	173.0	[7.1081047]	[123]	[]	[]	[39511995]	[]
133_18257	chr8	61785914	61786314	+	856	43.0	[10.869366]	[116]	[13.5706835]	[116]	[61786127]	[61786127]
133_18266	chr8	125271351	125271751	+	600	43.0	[]	[]	[6.8476133]	[100]	[]	[125271520]
133_18276	chr9	38047606	38048006	+	1000	43.0	[6.704043]	[84]	[11.382891]	[84]	[38047759]	[38047759]
133_18279	chr9	95170983	95171383	+	1000	43.0	[]	[]	[8.354226]	[161]	[]	[95171207]
133_1829	chr3	65588022	65588422	+	1000	173.0	[15.901753, 15.901753, 10.218532]	[87, 107, 130]	[8.538297, 8.538297]	[87, 107]	[65588205, 65588225, 65588248]	[65588205, 65588225]
133_18317	chr1	23559426	23559826	+	1000	42.0	[10.763187]	[212]	[]	[]	[23559674]	[]
133_18319	chr1	24635206	24635606	+	812	42.0	[]	[]	[10.621459]	[60]	[]	[24635360]
133_1832	chr5	98954680	98955080	+	1000	173.0	[10.412417, 15.901753]	[94, 168]	[8.538297]	[168]	[98954839, 98954913]	[98954913]
133_18341	chr1	61461405	61461805	+	999	42.0	[]	[]	[6.9286323]	[93]	[]	[61461588]
133_18354	chr1	119870934	119871334	+	955	42.0	[6.301925]	[149]	[9.213665]	[149]	[119871157]	[119871157]
133_18358	chr1	151977631	151978031	+	1000	42.0	[10.243763]	[70]	[8.446286]	[70]	[151977787]	[151977787]
133_18367	chr1	169483473	169483873	+	1000	42.0	[]	[]	[6.2977095]	[99]	[]	[169483669]
133_18368	chr1	173478045	173478445	+	975	42.0	[8.085812]	[87]	[]	[]	[173478205]	[]
133_18379	chr1	183896504	183896904	+	946	42.0	[11.842608]	[109]	[14.173678]	[109]	[183896700]	[183896700]
133_18392	chr1	212557968	212558368	+	942	42.0	[8.893384]	[220]	[7.9806437]	[220]	[212558214]	[212558214]
133_18402	chr1	236762476	236762876	+	1000	42.0	[11.842608]	[106]	[14.173678]	[106]	[236762682]	[236762682]
133_1841	chr12	109461098	109461498	+	1000	172.0	[12.597441]	[64]	[10.266372]	[64]	[109461258]	[109461258]
133_18412	chr10	28381807	28382207	+	843	42.0	[7.097286]	[97]	[]	[]	[28381976]	[]
133_1842	chr14	73771951	73772351	+	1000	172.0	[6.7911124]	[143]	[9.761809]	[143]	[73772194]	[73772194]
133_18426	chr10	74418524	74418924	+	1000	42.0	[6.9286323]	[114]	[]	[]	[74418735]	[]
133_18442	chr11	34616762	34617162	+	834	42.0	[6.8668876]	[84]	[]	[]	[34616929]	[]
133_18443	chr11	57800642	57801042	+	927	42.0	[6.7911124]	[101]	[9.761809]	[101]	[57800820]	[57800820]
133_18447	chr11	65261475	65261875	+	785	42.0	[9.083777]	[130]	[]	[]	[65261659]	[]
133_1846	chr6	119139199	119139599	+	1000	172.0	[10.243763]	[103]	[8.446286]	[103]	[119139391]	[119139391]
133_18463	chr11	123073286	123073686	+	1000	42.0	[]	[]	[8.03]	[66]	[]	[123073439]
133_18464	chr11	134224242	134224642	+	827	42.0	[8.614941]	[124]	[]	[]	[134224429]	[]
133_18473	chr12	56020339	56020739	+	985	42.0	[8.538297]	[102]	[15.901753]	[102]	[56020539]	[56020539]
133_18484	chr12	108803517	108803917	+	1000	42.0	[8.632995]	[177]	[6.8825955]	[177]	[108803759]	[108803759]
133_18493	chr12	122974933	122975333	+	720	42.0	[]	[]	[6.573722]	[152]	[]	[122975111]
133_18502	chr13	75947425	75947825	+	967	42.0	[]	[]	[6.881301]	[121]	[]	[75947633]
133_18515	chr14	55418423	55418823	+	1000	42.0	[11.750599]	[117]	[6.1571608, 8.515688]	[80, 117]	[55418635]	[55418598, 55418635]
133_18520	chr15	40266692	40267092	+	964	42.0	[]	[]	[11.437455]	[160]	[]	[40266880]
133_18529	chr15	83067035	83067435	+	984	42.0	[10.022524]	[139]	[11.820001]	[139]	[83067240]	[83067240]
133_18548	chr16	81077071	81077471	+	1000	42.0	[]	[]	[6.6751738]	[140]	[]	[81077304]
133_18552	chr16	87393213	87393613	+	1000	42.0	[6.9346795]	[204]	[6.8868656]	[204]	[87393455]	[87393455]
133_18553	chr16	87464564	87464964	+	948	42.0	[13.548076]	[123]	[6.7182117]	[123]	[87464779]	[87464779]
133_1857	chr2	112055129	112055529	+	1000	171.0	[8.504869]	[121]	[7.3783107]	[121]	[112055348]	[112055348]
133_18581	chr17	66507518	66507918	+	1000	42.0	[6.159387]	[102]	[8.045571, 7.864854]	[102, 103]	[66507693]	[66507693, 66507694]
133_18587	chr18	3248418	3248818	+	1000	42.0	[]	[]	[6.914219]	[156]	[]	[3248633]
133_18591	chr18	9476216	9476616	+	932	42.0	[9.029213]	[65]	[]	[]	[9476367]	[]
133_18601	chr19	12736625	12737025	+	969	42.0	[7.83516, 8.214434]	[163, 183]	[7.4425774, 7.7649856]	[150, 163]	[12736813, 12736833]	[12736800, 12736813]
133_18604	chr19	16922043	16922443	+	829	42.0	[]	[]	[10.218532]	[130]	[]	[16922202]
133_18635	chr2	64606857	64607257	+	1000	42.0	[8.232476]	[75]	[]	[]	[64607024]	[]
133_1864	chr5	10702918	10703318	+	1000	171.0	[]	[]	[7.879267]	[69]	[]	[10703082]
133_18648	chr2	161250941	161251341	+	887	42.0	[8.858079]	[161]	[10.2329445]	[196]	[161251111]	[161251146]
133_18656	chr2	175166087	175166487	+	942	42.0	[10.243763]	[199]	[6.914219, 8.446286]	[110, 199]	[175166334]	[175166245, 175166334]
133_18657	chr2	178306329	178306729	+	999	42.0	[]	[]	[6.469334]	[101]	[]	[178306481]
133_18661	chr2	191675781	191676181	+	1000	42.0	[8.446286]	[104]	[10.243763]	[104]	[191675977]	[191675977]
133_18666	chr2	241315353	241315753	+	795	42.0	[6.5352826]	[71]	[]	[]	[241315509]	[]
133_18687	chr21	44339332	44339732	+	1000	42.0	[9.213665]	[179]	[6.301925]	[179]	[44339523]	[44339523]
133_18708	chr22	21068532	21068932	+	976	42.0	[]	[]	[7.419969]	[52]	[]	[21068684]
133_18731	chr22	22823369	22823769	+	885	42.0	[8.490457]	[231]	[]	[]	[22823604]	[]
133_18738	chr22	23100140	23100540	+	1000	42.0	[7.879267]	[104]	[]	[]	[23100293]	[]
133_1874	chr22	22508768	22509168	+	1000	170.0	[8.504869, 6.881301]	[169, 203]	[7.3783107]	[169]	[22508978, 22509012]	[22508978]
133_18761	chr3	45665127	45665527	+	975	42.0	[10.2329445]	[135]	[6.881301]	[74]	[45665362]	[45665301]
133_18762	chr3	47162444	47162844	+	1000	42.0	[]	[]	[11.016432]	[215]	[]	[47162684]
133_18773	chr3	143124790	143125190	+	1000	42.0	[10.869366]	[98]	[13.5706835]	[98]	[143124957]	[143124957]
133_18778	chr3	183400321	183400721	+	1000	42.0	[14.173678]	[130]	[11.842608]	[130]	[183400497]	[183400497]
133_18785	chr4	2413180	2413580	+	1000	42.0	[6.612033]	[154]	[10.412417]	[92]	[2413419]	[2413357]
133_1879	chr5	149703184	149703584	+	1000	170.0	[13.548076]	[155]	[6.7182117]	[155]	[149703420]	[149703420]
133_18799	chr4	94517092	94517492	+	762	42.0	[]	[]	[8.007392]	[154]	[]	[94517313]
133_18810	chr4	153950314	153950714	+	1000	42.0	[]	[]	[8.588062]	[188]	[]	[153950561]
133_18811	chr4	158211336	158211736	+	874	42.0	[]	[]	[6.2452803]	[92]	[]	[158211509]
133_18815	chr4	185395672	185396072	+	1000	42.0	[6.9286323]	[160]	[7.864854]	[174]	[185395884]	[185395898]
133_18824	chr5	53253530	53253930	+	1000	42.0	[6.469334, 6.469334]	[134, 173]	[]	[]	[53253733, 53253772]	[]
133_18834	chr5	121053090	121053490	+	990	42.0	[11.842608]	[105]	[14.173678]	[105]	[121053277]	[121053277]
133_18838	chr5	132490706	132491106	+	911	42.0	[]	[]	[8.785794]	[87]	[]	[132490889]
133_18840	chr5	141320732	141321132	+	963	42.0	[]	[]	[8.468357]	[160]	[]	[141320924]
133_18843	chr5	154776209	154776609	+	1000	42.0	[]	[]	[12.55011, 6.626151]	[61, 79]	[]	[154776369, 154776387]
133_18853	chr6	10954523	10954923	+	996	42.0	[7.3783107]	[159]	[8.504869]	[159]	[10954761]	[10954761]
133_18865	chr6	31580854	31581254	+	645	42.0	[7.8886337]	[183]	[]	[]	[31581081]	[]
133_18898	chr6	137811360	137811760	+	1000	42.0	[]	[]	[6.914219]	[78]	[]	[137811514]
133_18908	chr6	160160347	160160747	+	913	42.0	[]	[]	[6.552134]	[84]	[]	[160160507]
133_18909	chr6	161438989	161439389	+	838	42.0	[10.243763]	[127]	[8.446286]	[127]	[161439202]	[161439202]
133_18910	chr6	166940425	166940825	+	650	42.0	[6.957288]	[155]	[6.3577366, 11.03802]	[115, 155]	[166940651]	[166940611, 166940651]
133_18911	chr6	167832125	167832525	+	971	42.0	[12.597441]	[135]	[10.266372]	[135]	[167832337]	[167832337]
133_18916	chr7	18175931	18176331	+	994	42.0	[7.1081047, 7.7337074]	[134, 214]	[8.685363]	[214]	[18176083, 18176163]	[18176163]
133_18924	chr7	75642856	75643256	+	997	42.0	[]	[]	[6.2095904]	[114]	[]	[75643053]
133_18934	chr7	106658875	106659275	+	1000	42.0	[11.489884, 12.597441]	[119, 157]	[10.266372]	[157]	[106659049, 106659087]	[106659087]
133_18941	chr7	121083182	121083582	+	1000	42.0	[7.57549]	[158]	[10.94174]	[204]	[121083361]	[121083407]
133_1897	chr11	110317420	110317820	+	1000	169.0	[]	[]	[8.40951]	[97]	[]	[110317608]
133_18981	chr8	127894755	127895155	+	1000	42.0	[10.196432]	[184]	[]	[]	[127894956]	[]
133_18994	chr9	124868269	124868669	+	1000	42.0	[8.446286]	[60]	[10.243763]	[60]	[124868429]	[124868429]
133_19007	chrUn_KI270744v1	57112	57512	+	912	42.0	[]	[]	[10.586154]	[101]	[]	[57305]
133_19012	chr1	1433195	1433595	+	874	41.0	[11.842608, 6.8868656]	[105, 156]	[14.173678, 6.9346795]	[105, 156]	[1433362, 1433413]	[1433362, 1433413]
133_19014	chr1	2547953	2548353	+	974	41.0	[10.869366]	[116]	[13.5706835]	[116]	[2548141]	[2548141]
133_19016	chr1	8813982	8814382	+	766	41.0	[13.5706835]	[152]	[10.869366]	[152]	[8814205]	[8814205]
133_19030	chr1	28437995	28438395	+	986	41.0	[6.6381965]	[158]	[]	[]	[28438185]	[]
133_19054	chr1	71044867	71045267	+	975	41.0	[8.70695]	[133]	[9.288357]	[133]	[71045091]	[71045091]
133_19076	chr1	150575102	150575502	+	913	41.0	[6.470305]	[157]	[]	[]	[150575345]	[]
133_1908	chr3	46406968	46407368	+	1000	169.0	[6.8921194]	[94]	[]	[]	[46407161]	[]
133_19088	chr1	160284826	160285226	+	898	41.0	[7.864854]	[167]	[]	[]	[160285055]	[]
133_19089	chr1	161227303	161227703	+	994	41.0	[]	[]	[8.40951]	[113]	[]	[161227500]
133_1911	chr6	11834126	11834526	+	1000	169.0	[]	[]	[10.096055]	[76]	[]	[11834280]
133_19135	chr1	234725222	234725622	+	948	41.0	[8.515688]	[91]	[11.750599, 10.435025]	[91, 113]	[234725388]	[234725388, 234725410]
133_19136	chr1	234980975	234981375	+	973	41.0	[6.9185925]	[84]	[]	[]	[234981149]	[]
133_19137	chr1	241823931	241824331	+	991	41.0	[14.173678]	[73]	[11.842608]	[73]	[241824101]	[241824101]
133_19138	chr1	242924650	242925050	+	895	41.0	[]	[]	[6.152699]	[105]	[]	[242924816]
133_19145	chr10	22988850	22989250	+	923	41.0	[6.5352826]	[82]	[]	[]	[22989025]	[]
133_19153	chr10	50315877	50316277	+	860	41.0	[8.496579]	[73]	[]	[]	[50316030]	[]
133_19155	chr10	62816706	62817106	+	994	41.0	[6.6814346]	[158]	[11.437455, 7.231736]	[97, 158]	[62816918]	[62816857, 62816918]
133_19156	chr10	63464910	63465310	+	969	41.0	[15.901753]	[111]	[8.538297]	[111]	[63465080]	[63465080]
133_19176	chr11	14645157	14645557	+	939	41.0	[7.7423773]	[93]	[]	[]	[14645340]	[]
133_19182	chr11	33987936	33988336	+	969	41.0	[8.610671]	[136]	[]	[]	[33988148]	[]
133_19183	chr11	43576922	43577322	+	558	41.0	[6.1605587]	[96]	[6.5397067]	[96]	[43577100]	[43577100]
133_19214	chr12	10721953	10722353	+	958	41.0	[6.1605587]	[114]	[6.5397067]	[114]	[10722118]	[10722118]
133_1923	chr1	55140549	55140949	+	1000	168.0	[6.7182117]	[127]	[13.548076]	[127]	[55140776]	[55140776]
133_19235	chr12	122224341	122224741	+	987	41.0	[8.446286]	[143]	[10.243763]	[143]	[122224584]	[122224584]
133_19264	chr14	23097836	23098236	+	598	41.0	[]	[]	[6.6751738]	[101]	[]	[23098031]
133_19268	chr14	58138331	58138731	+	955	41.0	[]	[]	[6.6991024]	[99]	[]	[58138523]
133_19275	chr15	42920794	42921194	+	949	41.0	[]	[]	[6.768504]	[171]	[]	[42921029]
133_19277	chr15	48590678	48591078	+	896	41.0	[7.4986134]	[149]	[]	[]	[48590910]	[]
133_19281	chr15	64381023	64381423	+	943	41.0	[]	[]	[9.158815]	[84]	[]	[64381178]
133_19297	chr16	22782288	22782688	+	957	41.0	[]	[]	[6.612033]	[121]	[]	[22782499]
133_193	chr16	11105012	11105412	+	1000	402.0	[]	[]	[10.850257]	[159]	[]	[11105259]
133_19308	chr17	1625455	1625855	+	607	41.0	[12.766095]	[111]	[]	[]	[1625634]	[]
133_19310	chr17	9228458	9228858	+	634	41.0	[13.548076]	[74]	[6.7182117]	[74]	[9228626]	[9228626]
133_19312	chr17	17591546	17591946	+	695	41.0	[6.7182117]	[155]	[13.548076]	[155]	[17591756]	[17591756]
133_19325	chr17	55067766	55068166	+	742	41.0	[7.83516]	[121]	[7.7649856]	[121]	[55067960]	[55067960]
133_1933	chr19	4375732	4376132	+	1000	168.0	[]	[]	[6.914219]	[137]	[]	[4375955]
133_19332	chr17	78137855	78138255	+	912	41.0	[7.806082]	[170]	[]	[]	[78138068]	[]
133_19341	chr18	6884905	6885305	+	625	41.0	[8.446286]	[164]	[10.243763]	[164]	[6885153]	[6885153]
133_19343	chr18	9762691	9763091	+	950	41.0	[13.5706835]	[112]	[10.869366]	[112]	[9762883]	[9762883]
133_19354	chr19	2475964	2476364	+	569	41.0	[6.650434, 6.159387]	[114, 161]	[10.822035, 8.045571]	[114, 161]	[2476166, 2476213]	[2476166, 2476213]
133_19366	chr19	17332717	17333117	+	992	41.0	[11.03802]	[208]	[6.957288]	[208]	[17332943]	[17332943]
133_19374	chr19	44002644	44003044	+	896	41.0	[6.7182117, 6.704043]	[138, 162]	[13.548076, 11.382891]	[138, 162]	[44002837, 44002861]	[44002837, 44002861]
133_19375	chr19	46028864	46029264	+	577	41.0	[]	[]	[8.301797]	[83]	[]	[46029018]
133_19382	chr2	9234691	9235091	+	973	41.0	[7.887462]	[110]	[7.887462]	[111]	[9234891]	[9234892]
133_19386	chr2	27211355	27211755	+	952	41.0	[6.301925]	[107]	[9.213665, 8.007392]	[107, 108]	[27211531]	[27211531, 27211532]
133_19399	chr2	68467194	68467594	+	755	41.0	[7.5739202]	[181]	[]	[]	[68467432]	[]
133_19407	chr2	97663031	97663431	+	992	41.0	[]	[]	[8.496579]	[187]	[]	[97663240]
