#PeakID(python identify_motif.py ./ENCODE_processed_files/ELK1_idr.fa ELK1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
120_1963	chr7	140398334	140398734	+	1000	44.0	[]	[]	[7.0684943]	[120]	[]	[140398527]
120_1968	chr8	143278500	143278900	+	1000	44.0	[12.6155815]	[212]	[]	[]	[143278740]	[]
120_1969	chr8	144409196	144409596	+	857	44.0	[]	[]	[5.8366838]	[73]	[]	[144409367]
120_1973	chr9	136727986	136728386	+	1000	44.0	[]	[]	[5.5428443]	[160]	[]	[136728166]
120_1974	chr1	38012499	38012899	+	1000	43.0	[6.1569576]	[89]	[12.7289]	[129]	[38012678]	[38012718]
120_1975	chr1	52404376	52404776	+	1000	43.0	[9.135932]	[135]	[7.784365, 8.181883]	[85, 159]	[52404588]	[52404538, 52404612]
120_1976	chr1	113905040	113905440	+	1000	43.0	[6.7636886]	[152]	[]	[]	[113905282]	[]
120_1978	chr1	161314203	161314603	+	1000	43.0	[9.66722]	[96]	[9.914867]	[84]	[161314393]	[161314381]
120_1980	chr1	202888827	202889227	+	1000	43.0	[]	[]	[11.616154]	[137]	[]	[202889041]
120_1981	chr1	225923976	225924376	+	1000	43.0	[16.446117]	[129]	[]	[]	[225924161]	[]
120_1986	chr10	94362784	94363184	+	1000	43.0	[8.181883, 14.663861]	[66, 103]	[8.801478]	[121]	[94362943, 94362980]	[94362998]
120_1987	chr10	122954058	122954458	+	1000	43.0	[]	[]	[6.401216, 14.663861]	[80, 119]	[]	[122954234, 122954273]
120_1989	chr11	59810595	59810995	+	1000	43.0	[14.663861, 7.1501074]	[121, 162]	[]	[]	[59810777, 59810818]	[]
120_1993	chr11	119067567	119067967	+	1000	43.0	[9.8508215, 6.259324]	[89, 141]	[]	[]	[119067746, 119067798]	[]
120_1995	chr12	54473412	54473812	+	1000	43.0	[]	[]	[14.663861, 10.702384]	[113, 155]	[]	[54473607, 54473649]
120_1996	chr12	56126117	56126517	+	1000	43.0	[]	[]	[6.1569576, 5.87242]	[73, 96]	[]	[56126290, 56126313]
120_1997	chr12	103929852	103930252	+	1000	43.0	[13.550472]	[122]	[6.1042967]	[131]	[103930051]	[103930060]
120_20	chrM	7934	8334	+	1000	478.0	[6.8277817]	[78]	[]	[]	[8111]	[]
120_2000	chr12	111685805	111686205	+	1000	43.0	[]	[]	[10.118435]	[126]	[]	[111685961]
120_2004	chr15	72783590	72783990	+	1000	43.0	[]	[]	[7.5894604]	[60]	[]	[72783744]
120_2005	chr16	234561	234961	+	1000	43.0	[8.69865]	[173]	[6.401216]	[148]	[234796]	[234771]
120_2006	chr16	27268629	27269029	+	1000	43.0	[]	[]	[16.446117]	[121]	[]	[27268846]
120_2009	chr17	58007112	58007512	+	1000	43.0	[7.070727]	[108]	[]	[]	[58007296]	[]
120_201	chr10	6144652	6145052	+	1000	121.0	[]	[]	[6.155368]	[63]	[]	[6144815]
120_2010	chr17	81871208	81871608	+	1000	43.0	[]	[]	[12.6155815, 11.900691]	[90, 107]	[]	[81871380, 81871397]
120_2012	chr18	3248579	3248979	+	1000	43.0	[16.446117]	[147]	[]	[]	[3248814]	[]
120_2019	chr2	45611099	45611499	+	1000	43.0	[14.663861]	[107]	[11.616154, 8.524351]	[94, 145]	[45611282]	[45611269, 45611320]
120_2021	chr2	113583844	113584244	+	758	43.0	[9.135932]	[154]	[]	[]	[113584095]	[]
120_2025	chr20	31738968	31739368	+	1000	43.0	[]	[]	[16.446117]	[126]	[]	[31739177]
120_2027	chr20	45857230	45857630	+	1000	43.0	[16.446117]	[102]	[9.63774]	[79]	[45857407]	[45857384]
120_2031	chr22	22552738	22553138	+	1000	43.0	[6.671003]	[191]	[]	[]	[22552957]	[]
120_2037	chr4	10181049	10181449	+	1000	43.0	[]	[]	[10.702384]	[134]	[]	[10181271]
120_2041	chr5	73498206	73498606	+	1000	43.0	[]	[]	[14.663861]	[157]	[]	[73498431]
120_2044	chr5	154038722	154039122	+	1000	43.0	[12.6155815]	[101]	[6.6503706]	[149]	[154038913]	[154038961]
120_2049	chr6	43687642	43688042	+	1000	43.0	[]	[]	[8.183473, 10.785713]	[74, 80]	[]	[43687809, 43687815]
120_205	chr19	19145993	19146393	+	1000	121.0	[16.446117]	[89]	[]	[]	[19146177]	[]
120_2050	chr7	44797265	44797665	+	1000	43.0	[8.183473]	[100]	[]	[]	[44797459]	[]
120_2051	chr7	56106361	56106761	+	1000	43.0	[8.218113]	[157]	[11.697124]	[131]	[56106569]	[56106543]
120_2053	chr7	99551934	99552334	+	1000	43.0	[14.663861]	[97]	[8.720509]	[118]	[99552119]	[99552140]
120_2055	chr7	130070069	130070469	+	1000	43.0	[6.2644196]	[107]	[]	[]	[130070257]	[]
120_2057	chr8	67062094	67062494	+	1000	43.0	[11.419997]	[161]	[]	[]	[67062334]	[]
120_206	chr6	43171019	43171419	+	1000	121.0	[5.544434, 7.8849635]	[83, 92]	[]	[]	[43171189, 43171198]	[]
120_2060	chr9	127937648	127938048	+	1000	43.0	[5.4935203]	[126]	[12.329792, 5.8366838, 9.63774]	[136, 142, 158]	[127937845]	[127937855, 127937861, 127937877]
120_2063	chr1	11979933	11980333	+	1000	42.0	[12.43198]	[188]	[]	[]	[11980163]	[]
120_2066	chr1	37859436	37859836	+	1000	42.0	[]	[]	[11.900691]	[97]	[]	[37859615]
120_2069	chr1	45686895	45687295	+	1000	42.0	[]	[]	[7.070727]	[66]	[]	[45687051]
120_2070	chr1	71081126	71081526	+	1000	42.0	[10.118435]	[144]	[11.900691]	[109]	[71081370]	[71081335]
120_2072	chr1	228457636	228458036	+	1000	42.0	[6.9410996]	[88]	[]	[]	[228457809]	[]
120_2073	chr10	51699441	51699841	+	1000	42.0	[8.932364]	[112]	[11.900691]	[99]	[51699626]	[51699613]
120_2077	chr11	72103216	72103616	+	1000	42.0	[]	[]	[13.681358]	[74]	[]	[72103389]
120_2079	chr12	49130178	49130578	+	1000	42.0	[]	[]	[6.7590513]	[110]	[]	[49130367]
120_2080	chr12	54188907	54189307	+	1000	42.0	[10.946643, 7.785617]	[108, 125]	[10.118435]	[102]	[54189081, 54189098]	[54189075]
120_2081	chr12	69585229	69585629	+	1000	42.0	[6.1561913]	[140]	[14.663861]	[164]	[69585419]	[69585443]
120_2083	chr12	120086860	120087260	+	1000	42.0	[11.899101]	[121]	[]	[]	[120087079]	[]
120_2085	chr16	19718032	19718432	+	1000	42.0	[12.6155815]	[87]	[7.8849635, 7.5894604, 9.833897]	[125, 135, 150]	[19718207]	[19718245, 19718255, 19718270]
120_2086	chr16	27549935	27550335	+	1000	42.0	[5.8366838]	[131]	[13.681358]	[115]	[27550149]	[27550133]
120_2090	chr16	87950737	87951137	+	1000	42.0	[6.771575]	[68]	[]	[]	[87950892]	[]
120_2093	chr17	81666474	81666874	+	1000	42.0	[7.806739, 6.155368, 11.900691]	[89, 128, 134]	[]	[]	[81666644, 81666683, 81666689]	[]
120_2097	chr19	12610570	12610970	+	1000	42.0	[7.353675]	[157]	[5.4200087, 5.900729]	[95, 143]	[12610794]	[12610732, 12610780]
120_210	chr6	26103842	26104242	+	1000	120.0	[]	[]	[12.7289]	[163]	[]	[26104086]
120_2101	chr19	58466784	58467184	+	1000	42.0	[9.997651, 7.785617]	[94, 144]	[]	[]	[58466947, 58466997]	[]
120_2109	chr22	21045713	21046113	+	1000	42.0	[]	[]	[5.8230314]	[133]	[]	[21045873]
120_211	chr20	38033284	38033684	+	1000	119.0	[14.663861]	[74]	[7.8849635]	[141]	[38033448]	[38033515]
120_2115	chr22	39502074	39502474	+	1000	42.0	[16.446117]	[100]	[]	[]	[39502269]	[]
120_2119	chr3	19946924	19947324	+	1000	42.0	[11.900691]	[134]	[]	[]	[19947141]	[]
120_212	chr5	149551400	149551800	+	1000	119.0	[]	[]	[16.446117]	[137]	[]	[149551625]
120_2123	chr3	108589293	108589693	+	1000	42.0	[13.550472]	[121]	[10.785713, 5.5508943]	[101, 107]	[108589504]	[108589484, 108589490]
120_2126	chr3	193592976	193593376	+	933	42.0	[9.005046]	[145]	[]	[]	[193593215]	[]
120_2127	chr3	195954339	195954739	+	1000	42.0	[]	[]	[10.118435, 9.8508215]	[110, 149]	[]	[195954547, 195954586]
120_2129	chr4	189940561	189940961	+	1000	42.0	[]	[]	[7.785617]	[83]	[]	[189940715]
120_2130	chr5	134632673	134633073	+	1000	42.0	[]	[]	[7.785617]	[72]	[]	[134632830]
120_2131	chr5	140557254	140557654	+	980	42.0	[]	[]	[11.900691, 8.898363]	[107, 137]	[]	[140557457, 140557487]
120_2132	chr5	146182558	146182958	+	1000	42.0	[10.480907, 10.475057]	[131, 167]	[]	[]	[146182760, 146182796]	[]
120_2134	chr6	10722942	10723342	+	1000	42.0	[]	[]	[10.946643]	[160]	[]	[10723168]
120_2135	chr6	10747600	10748000	+	1000	42.0	[]	[]	[7.0684943]	[116]	[]	[10747811]
120_2140	chr6	29005433	29005833	+	1000	42.0	[]	[]	[12.7289]	[124]	[]	[29005644]
120_2143	chr7	5781466	5781866	+	1000	42.0	[5.676263]	[144]	[9.833897]	[83]	[5781708]	[5781647]
120_2145	chr7	99919363	99919763	+	1000	42.0	[13.681358]	[163]	[7.5894604]	[103]	[99919597]	[99919537]
120_2148	chr7	157387159	157387559	+	1000	42.0	[]	[]	[10.702384]	[65]	[]	[157387317]
120_215	chr3	143001302	143001702	+	1000	118.0	[16.446117]	[78]	[]	[]	[143001472]	[]
120_2151	chr8	66428782	66429182	+	1000	42.0	[10.785713]	[139]	[10.785713]	[127]	[66428997]	[66428985]
120_2153	chr8	144477833	144478233	+	1000	42.0	[14.663861]	[73]	[]	[]	[144477995]	[]
120_2154	chr9	35096382	35096782	+	1000	42.0	[12.6155815]	[112]	[]	[]	[35096572]	[]
120_2159	chr1	3624593	3624993	+	1000	41.0	[10.702384]	[110]	[11.899101]	[138]	[3624789]	[3624817]
120_216	chr4	139295656	139296056	+	1000	118.0	[14.663861]	[107]	[]	[]	[139295856]	[]
120_2160	chr1	16236989	16237389	+	1000	41.0	[8.307604]	[183]	[10.118435]	[90]	[16237233]	[16237140]
120_2162	chr1	61724929	61725329	+	1000	41.0	[]	[]	[11.900691, 7.353675]	[116, 122]	[]	[61725145, 61725151]
120_2166	chr1	150010588	150010988	+	951	41.0	[8.181883]	[114]	[8.181883]	[131]	[150010743]	[150010760]
120_2168	chr1	154961531	154961931	+	1000	41.0	[9.66722, 12.43198]	[143, 149]	[]	[]	[154961774, 154961780]	[]
120_2169	chr1	155135505	155135905	+	1000	41.0	[]	[]	[12.43198]	[140]	[]	[155135726]
120_217	chr7	75527978	75528378	+	1000	118.0	[16.446117]	[107]	[]	[]	[75528183]	[]
120_2172	chr10	27241989	27242389	+	1000	41.0	[]	[]	[10.785713, 6.111302, 11.419997]	[71, 92, 113]	[]	[27242159, 27242180, 27242201]
120_2173	chr10	58385167	58385567	+	1000	41.0	[12.329792]	[145]	[]	[]	[58385388]	[]
120_2175	chr11	93784071	93784471	+	1000	41.0	[13.681358]	[78]	[7.2757773]	[153]	[93784239]	[93784314]
120_2176	chr11	108467188	108467588	+	812	41.0	[7.405859]	[184]	[]	[]	[108467420]	[]
120_2178	chr11	126268738	126269138	+	1000	41.0	[8.898363]	[68]	[11.900691]	[89]	[126268905]	[126268926]
120_218	chr8	145002699	145003099	+	1000	118.0	[10.946643]	[89]	[10.118435]	[109]	[145002887]	[145002907]
120_2180	chr12	68686743	68687143	+	1000	41.0	[]	[]	[9.8508215, 10.785713]	[141, 161]	[]	[68686967, 68686987]
120_2185	chr12	132986168	132986568	+	946	41.0	[]	[]	[9.005046, 8.312699, 8.181883]	[107, 124, 160]	[]	[132986350, 132986367, 132986403]
120_2188	chr15	83011441	83011841	+	1000	41.0	[9.63774]	[101]	[]	[]	[83011624]	[]
120_2189	chr16	3124418	3124818	+	1000	41.0	[]	[]	[6.8718476, 14.663861]	[99, 171]	[]	[3124584, 3124656]
120_2191	chr16	29996033	29996433	+	1000	41.0	[8.312699, 13.550472]	[68, 108]	[]	[]	[29996186, 29996226]	[]
120_2194	chr17	19377779	19378179	+	1000	41.0	[6.111302]	[131]	[]	[]	[19377945]	[]
120_2197	chr17	63773567	63773967	+	1000	41.0	[10.649723, 10.785713]	[135, 209]	[]	[]	[63773741, 63773815]	[]
120_2198	chr17	81891427	81891827	+	1000	41.0	[]	[]	[14.663861, 11.616154]	[95, 115]	[]	[81891616, 81891636]
120_2199	chr18	49487066	49487466	+	1000	41.0	[]	[]	[13.550472]	[96]	[]	[49487241]
120_22	chr16	46390380	46390780	+	1000	467.0	[5.7596235]	[85]	[]	[]	[46390531]	[]
120_220	chr1	28642938	28643338	+	1000	117.0	[6.133603]	[100]	[9.63774]	[116]	[28643113]	[28643129]
120_2202	chr19	39407011	39407411	+	1000	41.0	[10.118435]	[115]	[]	[]	[39407214]	[]
120_2209	chr20	21303078	21303478	+	1000	41.0	[]	[]	[11.697124]	[125]	[]	[21303284]
120_221	chr11	65095960	65096360	+	1000	117.0	[12.6155815]	[131]	[]	[]	[65096185]	[]
120_2211	chr20	33992997	33993397	+	1000	41.0	[]	[]	[9.833897]	[139]	[]	[33993226]
120_2212	chr21	21146810	21147210	+	1000	41.0	[9.536335, 9.536335]	[118, 188]	[7.806739]	[159]	[21146968, 21147038]	[21147009]
120_2214	chr22	19217920	19218320	+	1000	41.0	[5.676263]	[157]	[]	[]	[19218167]	[]
120_2226	chr3	40524739	40525139	+	1000	41.0	[]	[]	[9.833897]	[195]	[]	[40524959]
120_2227	chr3	47513327	47513727	+	1000	41.0	[]	[]	[9.833897]	[113]	[]	[47513512]
120_2228	chr3	47802888	47803288	+	1000	41.0	[]	[]	[10.118435]	[116]	[]	[47803089]
120_223	chr6	149545907	149546307	+	1000	117.0	[]	[]	[11.616154]	[147]	[]	[149546149]
120_2230	chr3	184135151	184135551	+	1000	41.0	[9.005046]	[123]	[]	[]	[184135357]	[]
120_2231	chr3	196632441	196632841	+	1000	41.0	[]	[]	[11.616154]	[144]	[]	[196632668]
120_2233	chr4	55853412	55853812	+	1000	41.0	[]	[]	[14.663861]	[125]	[]	[55853636]
120_2234	chr5	43105670	43106070	+	1000	41.0	[6.1561913]	[58]	[]	[]	[43105825]	[]
120_2240	chr6	27809872	27810272	+	1000	41.0	[7.104724]	[110]	[]	[]	[27810047]	[]
120_2241	chr6	28252094	28252494	+	1000	41.0	[10.702384]	[126]	[6.8718476]	[154]	[28252275]	[28252303]
120_2242	chr6	30571212	30571612	+	1000	41.0	[11.899101, 8.183473]	[160, 166]	[]	[]	[30571433, 30571439]	[]
120_2244	chr6	33417695	33418095	+	1000	41.0	[11.616154]	[180]	[]	[]	[33417926]	[]
120_2247	chr6	125986249	125986649	+	1000	41.0	[]	[]	[9.135932, 11.899101]	[118, 124]	[]	[125986445, 125986451]
120_2248	chr7	66493400	66493800	+	556	41.0	[9.833897]	[130]	[]	[]	[66493587]	[]
120_2251	chr7	152676032	152676432	+	1000	41.0	[]	[]	[6.6882463, 8.070155]	[158, 175]	[]	[152676261, 152676278]
120_2252	chr8	94719584	94719984	+	1000	41.0	[]	[]	[8.312699]	[74]	[]	[94719735]
120_2253	chr9	111631012	111631412	+	1000	41.0	[13.681358]	[115]	[]	[]	[111631209]	[]
120_2260	chrX	104156613	104157013	+	569	41.0	[5.4397116]	[117]	[11.697124]	[92]	[104156827]	[104156802]
120_2261	chrX	119468880	119469280	+	1000	41.0	[11.899101]	[122]	[]	[]	[119469083]	[]
120_2263	chr1	23800706	23801106	+	1000	40.0	[10.118435]	[131]	[]	[]	[23800929]	[]
120_2268	chr1	93878986	93879386	+	1000	40.0	[9.833254]	[150]	[6.116678]	[103]	[93879196]	[93879149]
120_227	chr6	33271825	33272225	+	1000	116.0	[10.785713]	[91]	[7.0684943, 11.900691]	[88, 157]	[33272000]	[33271997, 33272066]
120_2277	chr11	44066039	44066439	+	1000	40.0	[]	[]	[6.133603]	[130]	[]	[44066249]
120_2279	chr11	57741213	57741613	+	1000	40.0	[]	[]	[5.54029]	[74]	[]	[57741368]
120_2280	chr11	61834511	61834911	+	1000	40.0	[]	[]	[10.702384]	[144]	[]	[61834736]
120_2281	chr11	67317550	67317950	+	1000	40.0	[6.133603]	[132]	[]	[]	[67317778]	[]
120_2282	chr11	116787834	116788234	+	1000	40.0	[]	[]	[10.118435, 10.118435]	[118, 155]	[]	[116788024, 116788061]
120_2283	chr12	12813138	12813538	+	1000	40.0	[]	[]	[13.550472]	[123]	[]	[12813346]
120_2287	chr13	46052582	46052982	+	1000	40.0	[]	[]	[11.899101]	[93]	[]	[46052773]
120_2289	chr14	77097879	77098279	+	1000	40.0	[]	[]	[9.63774]	[147]	[]	[77098096]
120_2293	chr16	3305301	3305701	+	1000	40.0	[]	[]	[5.4413013, 14.663861]	[77, 83]	[]	[3305478, 3305484]
120_2296	chr16	67481066	67481466	+	1000	40.0	[]	[]	[9.8508215]	[89]	[]	[67481250]
120_230	chr17	64506554	64506954	+	1000	114.0	[16.446117]	[102]	[5.92804]	[140]	[64506753]	[64506791]
120_2300	chr17	38752417	38752817	+	1000	40.0	[]	[]	[11.900691]	[136]	[]	[38752612]
120_2301	chr17	42775417	42775817	+	1000	40.0	[6.1569576]	[82]	[]	[]	[42775591]	[]
120_2303	chr17	63600651	63601051	+	1000	40.0	[5.95339]	[124]	[]	[]	[63600863]	[]
120_2308	chr19	2740019	2740419	+	1000	40.0	[]	[]	[7.8849635]	[134]	[]	[2740248]
120_2309	chr19	37172487	37172887	+	1000	40.0	[]	[]	[5.4413013, 16.446117]	[117, 123]	[]	[37172697, 37172703]
120_231	chr19	16495972	16496372	+	1000	114.0	[]	[]	[13.681358]	[80]	[]	[16496145]
120_2313	chr2	27582809	27583209	+	1000	40.0	[10.118435, 11.900691]	[111, 171]	[8.499255]	[155]	[27582989, 27583049]	[27583033]
120_2319	chr20	347554	347954	+	856	40.0	[]	[]	[7.1501074, 10.118435]	[96, 105]	[]	[347705, 347714]
120_232	chr7	141014814	141015214	+	1000	114.0	[8.932364]	[108]	[]	[]	[141015012]	[]
120_2327	chr22	29388389	29388789	+	1000	40.0	[10.118435]	[90]	[16.446117]	[118]	[29388557]	[29388585]
120_2329	chr3	48918621	48919021	+	1000	40.0	[13.550472]	[88]	[13.550472]	[115]	[48918809]	[48918836]
120_2332	chr4	78721055	78721455	+	1000	40.0	[]	[]	[12.7289]	[108]	[]	[78721247]
120_2333	chr4	118685130	118685530	+	1000	40.0	[]	[]	[12.6155815, 8.807331]	[126, 146]	[]	[118685355, 118685375]
120_2334	chr5	61162286	61162686	+	1000	40.0	[13.681358, 10.118435]	[75, 89]	[]	[]	[61162452, 61162466]	[]
120_234	chr1	53238354	53238754	+	1000	113.0	[8.070155, 12.6155815]	[83, 147]	[]	[]	[53238535, 53238599]	[]
120_2341	chr6	52420058	52420458	+	1000	40.0	[9.434147]	[214]	[7.070727, 9.536335]	[196, 211]	[52420297]	[52420279, 52420294]
120_2346	chr7	128135554	128135954	+	1000	40.0	[]	[]	[11.899101]	[196]	[]	[128135801]
120_2349	chr7	139230916	139231316	+	1000	40.0	[]	[]	[10.118435]	[118]	[]	[139231122]
120_2352	chr8	73972080	73972480	+	1000	40.0	[]	[]	[9.914867]	[121]	[]	[73972277]
120_2356	chr9	35604032	35604432	+	1000	40.0	[13.681358]	[122]	[]	[]	[35604183]	[]
120_2357	chr9	100352802	100353202	+	1000	40.0	[11.899101]	[194]	[]	[]	[100353050]	[]
120_2364	chr9	137423004	137423404	+	1000	40.0	[10.118435]	[152]	[5.54794]	[146]	[137423254]	[137423248]
120_2366	chr1	1231817	1232217	+	1000	39.0	[7.353675]	[152]	[]	[]	[1232053]	[]
120_2369	chr1	23344132	23344532	+	1000	39.0	[8.601443]	[121]	[]	[]	[23344348]	[]
120_237	chr3	186806301	186806701	+	1000	113.0	[]	[]	[16.446117]	[128]	[]	[186806528]
120_2370	chr1	26744088	26744488	+	555	39.0	[]	[]	[6.9851656, 6.155368]	[112, 151]	[]	[26744287, 26744326]
120_2371	chr1	37595707	37596107	+	1000	39.0	[]	[]	[11.900691]	[154]	[]	[37595950]
120_2375	chr1	62783832	62784232	+	1000	39.0	[12.6155815]	[150]	[]	[]	[62784063]	[]
120_2377	chr1	84479094	84479494	+	1000	39.0	[6.036719]	[114]	[7.979905]	[101]	[84479258]	[84479245]
120_2380	chr1	143270610	143271010	+	1000	39.0	[5.840594]	[176]	[]	[]	[143270843]	[]
120_2381	chr1	161202154	161202554	+	1000	39.0	[]	[]	[10.118435]	[123]	[]	[161202342]
120_2383	chr1	220272294	220272694	+	1000	39.0	[13.681358]	[86]	[]	[]	[220272457]	[]
120_2385	chr10	30418668	30419068	+	1000	39.0	[16.446117]	[116]	[]	[]	[30418880]	[]
120_2387	chr10	69088954	69089354	+	1000	39.0	[]	[]	[16.446117]	[114]	[]	[69089161]
120_2389	chr11	65615038	65615438	+	1000	39.0	[]	[]	[7.032336]	[173]	[]	[65615227]
120_239	chr6	28161539	28161939	+	1000	113.0	[12.6155815]	[119]	[8.898363, 10.118435]	[104, 138]	[28161744]	[28161729, 28161763]
120_2390	chr11	67288298	67288698	+	765	39.0	[10.649723]	[67]	[12.43198]	[99]	[67288459]	[67288491]
120_2391	chr11	75814620	75815020	+	1000	39.0	[10.118435]	[70]	[]	[]	[75814788]	[]
120_2392	chr11	83007846	83008246	+	1000	39.0	[11.419997]	[203]	[]	[]	[83008094]	[]
120_2395	chr12	56116427	56116827	+	1000	39.0	[5.900729]	[107]	[]	[]	[56116616]	[]
120_2399	chr14	74712894	74713294	+	1000	39.0	[11.899101]	[138]	[5.418713, 9.8508215]	[114, 120]	[74713121]	[74713097, 74713103]
120_240	chr1	54764507	54764907	+	1000	112.0	[13.550472]	[147]	[]	[]	[54764732]	[]
120_2400	chr14_GL000194v1_random	114822	115222	+	1000	39.0	[]	[]	[13.550472]	[132]	[]	[115048]
120_2405	chr16	4734058	4734458	+	1000	39.0	[12.6155815]	[127]	[]	[]	[4734263]	[]
120_2407	chr16	15888462	15888862	+	1000	39.0	[]	[]	[10.118435]	[185]	[]	[15888695]
120_241	chr11	64269837	64270237	+	1000	112.0	[11.616154]	[133]	[14.663861, 10.480907]	[64, 95]	[64270059]	[64269990, 64270021]
120_2410	chr17	5438983	5439383	+	1000	39.0	[11.899101, 9.8508215]	[77, 96]	[5.54029]	[105]	[5439147, 5439166]	[5439175]
120_2411	chr17	8156350	8156750	+	1000	39.0	[13.681358]	[185]	[]	[]	[8156582]	[]
120_2414	chr17	79797167	79797567	+	1000	39.0	[14.663861]	[152]	[]	[]	[79797382]	[]
120_2416	chr19	6392942	6393342	+	1000	39.0	[11.419997]	[120]	[]	[]	[6393155]	[]
120_2417	chr19	7394905	7395305	+	1000	39.0	[]	[]	[5.54029, 11.899101]	[125, 132]	[]	[7395121, 7395128]
120_242	chr19	51108253	51108653	+	1000	112.0	[]	[]	[11.900691]	[130]	[]	[51108480]
120_2421	chr19	45730872	45731272	+	1000	39.0	[]	[]	[6.2644196]	[169]	[]	[45731054]
120_2422	chr19	58326771	58327171	+	1000	39.0	[]	[]	[10.785713]	[103]	[]	[58326971]
120_2424	chr2	46428953	46429353	+	1000	39.0	[11.899101]	[53]	[]	[]	[46429104]	[]
120_2426	chr20	2508959	2509359	+	1000	39.0	[10.785713]	[127]	[6.2402864, 10.785713, 6.7636886]	[112, 124, 156]	[2509171]	[2509156, 2509168, 2509200]
120_2427	chr20	35699163	35699563	+	1000	39.0	[12.6155815, 10.785713]	[81, 102]	[]	[]	[35699344, 35699365]	[]
120_2429	chr20	46689339	46689739	+	1000	39.0	[]	[]	[14.663861]	[135]	[]	[46689552]
120_2436	chr3	14432132	14432532	+	778	39.0	[]	[]	[10.946643]	[135]	[]	[14432337]
120_2438	chr3	28241404	28241804	+	1000	39.0	[10.118435]	[116]	[]	[]	[28241607]	[]
120_2439	chr4	67701100	67701500	+	1000	39.0	[]	[]	[9.96414]	[82]	[]	[67701273]
120_244	chr5	41904018	41904418	+	1000	112.0	[]	[]	[8.524351]	[125]	[]	[41904240]
120_2440	chr4	77862506	77862906	+	1000	39.0	[5.92804]	[120]	[]	[]	[77862697]	[]
120_2441	chr4	102827324	102827724	+	1000	39.0	[5.900729]	[147]	[]	[]	[102827543]	[]
120_2442	chr4	108620416	108620816	+	1000	39.0	[]	[]	[7.5894604]	[104]	[]	[108620578]
120_2443	chr4	109815290	109815690	+	1000	39.0	[]	[]	[12.6155815]	[111]	[]	[109815481]
120_2446	chr4	174283474	174283874	+	1000	39.0	[14.663861]	[143]	[]	[]	[174283668]	[]
120_2447	chr5	73565245	73565645	+	1000	39.0	[]	[]	[10.480907, 6.108821]	[134, 193]	[]	[73565431, 73565490]
120_2458	chr6	34425910	34426310	+	1000	39.0	[]	[]	[7.5894604]	[133]	[]	[34426094]
120_246	chr6	158999653	159000053	+	1000	112.0	[]	[]	[12.43198, 14.663861]	[84, 128]	[]	[158999829, 158999873]
120_2460	chr6	45377889	45378289	+	1000	39.0	[]	[]	[10.118435]	[156]	[]	[45378097]
120_2461	chr6	57317437	57317837	+	1000	39.0	[]	[]	[6.1569576, 11.419997]	[93, 99]	[]	[57317612, 57317618]
120_2466	chr7	4775448	4775848	+	1000	39.0	[12.6155815]	[107]	[]	[]	[4775631]	[]
120_2468	chr7	94004168	94004568	+	1000	39.0	[5.521414]	[194]	[]	[]	[94004372]	[]
120_2470	chr7	106112450	106112850	+	1000	39.0	[]	[]	[10.785713]	[83]	[]	[106112628]
120_2472	chr7	140176960	140177360	+	1000	39.0	[]	[]	[11.899101]	[88]	[]	[140177123]
120_2474	chr9	128275803	128276203	+	1000	39.0	[9.005046]	[106]	[]	[]	[128275998]	[]
120_248	chr16	30875173	30875573	+	1000	111.0	[16.446117]	[109]	[]	[]	[30875379]	[]
120_2485	chr1	2643069	2643469	+	1000	38.0	[6.155368]	[77]	[8.898363]	[108]	[2643243]	[2643274]
120_2487	chr1	8703361	8703761	+	1000	38.0	[10.649723]	[191]	[]	[]	[8703604]	[]
120_2490	chr1	26501137	26501537	+	1000	38.0	[8.898363]	[138]	[]	[]	[26501301]	[]
120_2494	chr1	85259445	85259845	+	1000	38.0	[11.899101, 8.181883, 9.96414, 13.681358]	[190, 197, 204, 211]	[]	[]	[85259663, 85259670, 85259677, 85259684]	[]
120_2495	chr1	108746337	108746737	+	1000	38.0	[7.199311, 6.401216]	[135, 145]	[]	[]	[108746560, 108746570]	[]
120_251	chr3	15098986	15099386	+	1000	111.0	[11.419997]	[109]	[]	[]	[15099176]	[]
120_2511	chr13	51584156	51584556	+	1000	38.0	[12.6155815]	[139]	[]	[]	[51584363]	[]
120_2514	chr14	21511207	21511607	+	1000	38.0	[]	[]	[12.7289]	[89]	[]	[21511372]
120_2515	chr14	24242404	24242804	+	1000	38.0	[]	[]	[14.663861]	[149]	[]	[24242624]
120_2518	chr15	74842985	74843385	+	1000	38.0	[10.946643]	[139]	[7.8849635]	[75]	[74843215]	[74843151]
120_2519	chr15	90717136	90717536	+	1000	38.0	[8.30505]	[136]	[11.899101]	[129]	[90717349]	[90717342]
120_252	chr6	143843065	143843465	+	1000	111.0	[]	[]	[16.446117]	[118]	[]	[143843280]
120_2523	chr16	15642950	15643350	+	1000	38.0	[]	[]	[11.900691, 6.2402864]	[120, 126]	[]	[15643141, 15643147]
120_2524	chr16	31033228	31033628	+	1000	38.0	[]	[]	[7.979905, 9.66722, 9.135932, 8.69865]	[110, 131, 173, 194]	[]	[31033390, 31033411, 31033453, 31033474]
