#PeakID(python identify_motif.py ./ENCODE_processed_files/CUX1_idr.fa CUX1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
152_15845	chr10	72818953	72819353	+	884	31.0	[10.203943]	[96]	[6.0151424]	[96]	[72819144]	[72819144]
152_1588	chrX	2858989	2859389	+	1000	76.0	[6.0151424, 6.0151424, 6.0151424, 6.0151424]	[105, 116, 162, 174]	[10.203943, 10.203943, 10.203943, 10.203943]	[105, 116, 162, 174]	[2859166, 2859177, 2859223, 2859235]	[2859166, 2859177, 2859223, 2859235]
152_1589	chrX	39152419	39152819	+	1000	76.0	[10.203943]	[124]	[6.0151424]	[124]	[39152632]	[39152632]
152_159	chr2	168803275	168803675	+	1000	185.0	[6.0151424]	[97]	[10.203943]	[97]	[168803459]	[168803459]
152_15916	chr11	119100152	119100552	+	902	31.0	[6.0151424]	[104]	[10.203943]	[104]	[119100350]	[119100350]
152_15921	chr11	134253022	134253422	+	744	31.0	[]	[]	[5.975493]	[216]	[]	[134253258]
152_15927	chr12	24778690	24779090	+	820	31.0	[6.0151424, 6.0151424]	[181, 216]	[10.203943, 10.203943]	[181, 216]	[24778881, 24778916]	[24778881, 24778916]
152_15928	chr12	26696085	26696485	+	850	31.0	[5.975493]	[73]	[]	[]	[26696252]	[]
152_15951	chr12	68223107	68223507	+	738	31.0	[6.0151424]	[104]	[10.203943]	[104]	[68223283]	[68223283]
152_1598	chr1	230066357	230066757	+	1000	75.0	[10.935475]	[109]	[10.935475]	[109]	[230066552]	[230066552]
152_15989	chr13	89956248	89956648	+	923	31.0	[6.0151424]	[160]	[5.975493, 10.203943]	[122, 160]	[89956477]	[89956439, 89956477]
152_16045	chr15	28907465	28907865	+	902	31.0	[10.203943, 6.0151424, 10.203943]	[86, 99, 115]	[6.0151424, 10.203943, 6.0151424]	[86, 99, 115]	[28907634, 28907647, 28907663]	[28907634, 28907647, 28907663]
152_1606	chr15	55407433	55407833	+	1000	75.0	[10.935475]	[105]	[10.935475]	[105]	[55407636]	[55407636]
152_16067	chr15	63839426	63839826	+	913	31.0	[6.0151424]	[142]	[10.203943]	[142]	[63839631]	[63839631]
152_16073	chr15	75577025	75577425	+	891	31.0	[10.203943]	[54]	[6.0151424]	[54]	[75577177]	[75577177]
152_1610	chr19	5290900	5291300	+	1000	75.0	[6.0151424]	[134]	[10.203943]	[134]	[5291113]	[5291113]
152_16147	chr17	39971298	39971698	+	927	31.0	[5.975493]	[163]	[]	[]	[39971526]	[]
152_16150	chr17	40826502	40826902	+	948	31.0	[6.0151424]	[177]	[10.203943]	[177]	[40826742]	[40826742]
152_16156	chr17	46099421	46099821	+	908	31.0	[10.203943]	[131]	[6.0151424]	[131]	[46099587]	[46099587]
152_16161	chr17	48541183	48541583	+	917	31.0	[10.935475]	[79]	[10.935475]	[79]	[48541350]	[48541350]
152_16205	chr18	74803186	74803586	+	880	31.0	[10.935475, 10.203943]	[97, 150]	[10.935475, 6.0151424]	[97, 150]	[74803379, 74803432]	[74803379, 74803432]
152_1621	chr3	151976356	151976756	+	1000	75.0	[10.935475]	[131]	[10.935475]	[131]	[151976566]	[151976566]
152_16237	chr2	10120661	10121061	+	552	31.0	[10.203943]	[122]	[6.0151424]	[122]	[10120849]	[10120849]
152_16251	chr2	39523702	39524102	+	922	31.0	[5.975493]	[158]	[]	[]	[39523891]	[]
152_16260	chr2	66477509	66477909	+	937	31.0	[6.0151424]	[120]	[10.203943]	[120]	[66477712]	[66477712]
152_16283	chr2	169074419	169074819	+	899	31.0	[10.203943]	[102]	[6.0151424]	[102]	[169074612]	[169074612]
152_16292	chr2	176454879	176455279	+	919	31.0	[10.203943]	[62]	[6.0151424]	[62]	[176455033]	[176455033]
152_16297	chr2	177625795	177626195	+	669	31.0	[6.0151424]	[165]	[10.203943]	[165]	[177626015]	[177626015]
152_16306	chr2	199460320	199460720	+	887	31.0	[10.203943]	[63]	[6.0151424]	[63]	[199460482]	[199460482]
152_1633	chr6	90284634	90285034	+	1000	75.0	[6.0151424]	[130]	[10.203943]	[130]	[90284844]	[90284844]
152_16350	chr21	34969721	34970121	+	750	31.0	[6.0151424]	[85]	[10.203943, 5.975493]	[85, 137]	[34969879]	[34969879, 34969931]
152_16352	chr21	35011482	35011882	+	903	31.0	[6.0151424, 5.975493]	[98, 107]	[10.203943]	[98]	[35011659, 35011668]	[35011659]
152_16353	chr21	35549181	35549581	+	894	31.0	[10.203943]	[126]	[6.0151424]	[126]	[35549395]	[35549395]
152_1640	chr7	148942188	148942588	+	1000	75.0	[10.203943]	[66]	[6.0151424]	[66]	[148942349]	[148942349]
152_16406	chr22	21968405	21968805	+	787	31.0	[5.975493]	[113]	[]	[]	[21968566]	[]
152_16426	chr22	36009983	36010383	+	662	31.0	[10.935475]	[101]	[10.935475]	[101]	[36010179]	[36010179]
152_16437	chr3	20040985	20041385	+	901	31.0	[10.935475]	[178]	[10.935475]	[178]	[20041188]	[20041188]
152_16493	chr3	183555805	183556205	+	741	31.0	[10.203943]	[112]	[6.0151424]	[112]	[183556004]	[183556004]
152_16496	chr3	185702195	185702595	+	815	31.0	[10.935475]	[128]	[10.935475]	[128]	[185702398]	[185702398]
152_165	chr3	47910736	47911136	+	1000	182.0	[10.203943]	[115]	[6.0151424]	[115]	[47910948]	[47910948]
152_16503	chr3	194150242	194150642	+	609	31.0	[10.203943]	[168]	[6.0151424]	[168]	[194150488]	[194150488]
152_16519	chr4	74654013	74654413	+	664	31.0	[6.0151424]	[212]	[10.203943]	[212]	[74654237]	[74654237]
152_16526	chr4	109912358	109912758	+	937	31.0	[10.203943, 10.203943, 6.0151424]	[98, 108, 140]	[6.0151424, 6.0151424, 10.203943]	[98, 108, 140]	[109912534, 109912544, 109912576]	[109912534, 109912544, 109912576]
152_16545	chr4	184383461	184383861	+	797	31.0	[10.203943]	[139]	[5.975493, 6.0151424]	[135, 139]	[184383690]	[184383686, 184383690]
152_16547	chr5	4862477	4862877	+	888	31.0	[6.0151424]	[104]	[10.203943]	[104]	[4862667]	[4862667]
152_16552	chr5	32584996	32585396	+	807	31.0	[6.0151424]	[143]	[10.203943]	[143]	[32585220]	[32585220]
152_16576	chr5	76986898	76987298	+	823	31.0	[10.935475]	[120]	[10.935475]	[120]	[76987079]	[76987079]
152_16579	chr5	79513224	79513624	+	655	31.0	[10.935475]	[149]	[10.935475]	[149]	[79513463]	[79513463]
152_16585	chr5	113514096	113514496	+	670	31.0	[10.203943]	[102]	[6.0151424]	[102]	[113514287]	[113514287]
152_16590	chr5	123454364	123454764	+	888	31.0	[6.0151424]	[76]	[10.203943]	[76]	[123454523]	[123454523]
152_16595	chr5	135395103	135395503	+	831	31.0	[6.0151424, 6.0151424]	[157, 173]	[10.203943, 10.203943]	[157, 173]	[135395338, 135395354]	[135395338, 135395354]
152_166	chr7	135801125	135801525	+	1000	182.0	[10.935475]	[114]	[10.935475]	[114]	[135801331]	[135801331]
152_16603	chr5	143398826	143399226	+	824	31.0	[6.0151424]	[148]	[10.203943]	[148]	[143399007]	[143399007]
152_16608	chr5	151155165	151155565	+	894	31.0	[10.935475]	[124]	[10.935475]	[124]	[151155389]	[151155389]
152_16622	chr6	3313181	3313581	+	920	31.0	[6.0151424, 6.0151424, 6.0151424]	[96, 109, 147]	[10.203943, 10.203943, 10.203943]	[96, 109, 147]	[3313376, 3313389, 3313427]	[3313376, 3313389, 3313427]
152_16626	chr6	10430059	10430459	+	950	31.0	[5.975493]	[99]	[]	[]	[10430249]	[]
152_16627	chr6	11778331	11778731	+	851	31.0	[]	[]	[5.975493]	[201]	[]	[11778572]
152_16640	chr6	20291702	20292102	+	945	31.0	[5.975493]	[146]	[]	[]	[20291928]	[]
152_1667	chr17	43791595	43791995	+	1000	74.0	[6.0151424, 10.203943]	[73, 149]	[10.203943, 6.0151424]	[73, 149]	[43791751, 43791827]	[43791751, 43791827]
152_16686	chr6	105087715	105088115	+	727	31.0	[6.0151424]	[89]	[10.203943]	[89]	[105087869]	[105087869]
152_16697	chr6	126056760	126057160	+	885	31.0	[10.203943]	[209]	[6.0151424]	[209]	[126056983]	[126056983]
152_1670	chr18	22094070	22094470	+	1000	74.0	[10.203943]	[97]	[6.0151424]	[97]	[22094261]	[22094261]
152_16716	chr6	154154320	154154720	+	569	31.0	[10.935475]	[137]	[10.935475]	[137]	[154154475]	[154154475]
152_16717	chr6	155085609	155086009	+	880	31.0	[6.0151424]	[127]	[10.203943]	[127]	[155085813]	[155085813]
152_1672	chr19	44695509	44695909	+	1000	74.0	[6.0151424]	[140]	[10.203943]	[140]	[44695737]	[44695737]
152_16732	chr7	8761922	8762322	+	854	31.0	[6.0151424]	[172]	[10.203943]	[172]	[8762147]	[8762147]
152_16739	chr7	26199255	26199655	+	934	31.0	[5.975493]	[90]	[]	[]	[26199407]	[]
152_16747	chr7	75737743	75738143	+	879	31.0	[6.0151424, 10.203943]	[107, 147]	[5.975493, 10.203943, 6.0151424]	[86, 107, 147]	[75737928, 75737968]	[75737907, 75737928, 75737968]
152_16748	chr7	76118106	76118506	+	865	31.0	[10.203943]	[94]	[6.0151424]	[94]	[76118265]	[76118265]
152_16758	chr7	96179804	96180204	+	921	31.0	[10.203943]	[122]	[6.0151424]	[122]	[96180017]	[96180017]
152_1676	chr5	34524342	34524742	+	1000	74.0	[10.935475, 6.0151424]	[132, 144]	[10.935475, 10.203943]	[132, 144]	[34524554, 34524566]	[34524554, 34524566]
152_16778	chr7	108181161	108181561	+	915	31.0	[]	[]	[5.975493, 5.975493]	[142, 182]	[]	[108181333, 108181373]
152_16783	chr7	116588957	116589357	+	891	31.0	[10.203943]	[74]	[6.0151424]	[74]	[116589111]	[116589111]
152_16784	chr7	116728949	116729349	+	951	31.0	[10.203943, 5.975493]	[88, 151]	[6.0151424]	[88]	[116729112, 116729175]	[116729112]
152_16796	chr7	128005286	128005686	+	643	31.0	[10.203943, 6.0151424]	[166, 192]	[6.0151424, 10.203943]	[166, 192]	[128005491, 128005517]	[128005491, 128005517]
152_1681	chr5	119021976	119022376	+	1000	74.0	[6.0151424]	[148]	[10.203943]	[148]	[119022204]	[119022204]
152_1682	chr6	13273963	13274363	+	1000	74.0	[10.203943]	[122]	[6.0151424]	[122]	[13274165]	[13274165]
152_16834	chr8	9368963	9369363	+	900	31.0	[]	[]	[5.975493]	[79]	[]	[9369139]
152_16862	chr8	130356856	130357256	+	949	31.0	[6.0151424]	[106]	[10.203943]	[106]	[130357046]	[130357046]
152_16869	chr9	37334216	37334616	+	766	31.0	[10.203943, 10.935475]	[136, 186]	[6.0151424, 10.935475]	[136, 186]	[37334378, 37334428]	[37334378, 37334428]
152_16873	chr9	91071630	91072030	+	859	31.0	[10.935475]	[102]	[10.935475]	[102]	[91071831]	[91071831]
152_16876	chr9	98236626	98237026	+	894	31.0	[10.203943]	[114]	[6.0151424]	[114]	[98236780]	[98236780]
152_16882	chr9	111945056	111945456	+	925	31.0	[10.203943, 6.0151424]	[131, 140]	[6.0151424, 10.203943]	[131, 140]	[111945272, 111945281]	[111945272, 111945281]
152_16896	chr9	130921129	130921529	+	910	31.0	[]	[]	[5.975493]	[64]	[]	[130921281]
152_16897	chr9	130921952	130922352	+	920	31.0	[10.203943]	[150]	[6.0151424]	[150]	[130922175]	[130922175]
152_16907	chr9	137299767	137300167	+	862	31.0	[10.203943]	[77]	[6.0151424]	[77]	[137299920]	[137299920]
152_16916	chrX	2629485	2629885	+	909	31.0	[]	[]	[5.975493]	[158]	[]	[2629730]
152_16928	chrX	147913568	147913968	+	944	31.0	[6.0151424, 6.0151424, 5.975493]	[110, 119, 123]	[10.203943, 10.203943]	[110, 119]	[147913773, 147913782, 147913786]	[147913773, 147913782]
152_16996	chr1	39410634	39411034	+	906	30.0	[5.975493]	[181]	[]	[]	[39410862]	[]
152_170	chr6	26054791	26055191	+	1000	181.0	[10.935475]	[98]	[10.935475]	[98]	[26054989]	[26054989]
152_17002	chr1	45543945	45544345	+	839	30.0	[6.0151424]	[119]	[10.203943]	[119]	[45544148]	[45544148]
152_1702	chr1	109214828	109215228	+	1000	73.0	[]	[]	[5.975493]	[148]	[]	[109215076]
152_17023	chr1	55164891	55165291	+	747	30.0	[6.0151424]	[135]	[10.203943]	[135]	[55165121]	[55165121]
152_17025	chr1	58769291	58769691	+	823	30.0	[6.0151424]	[133]	[10.203943]	[133]	[58769502]	[58769502]
152_17030	chr1	65068226	65068626	+	845	30.0	[6.0151424, 6.0151424]	[124, 128]	[10.203943, 10.203943]	[124, 128]	[65068428, 65068432]	[65068428, 65068432]
152_17034	chr1	75274943	75275343	+	870	30.0	[6.0151424]	[141]	[10.203943]	[141]	[75275163]	[75275163]
152_1704	chr1	143271384	143271784	+	1000	73.0	[5.975493]	[65]	[]	[]	[143271547]	[]
152_17070	chr1	150576783	150577183	+	740	30.0	[10.203943]	[146]	[6.0151424]	[146]	[150577018]	[150577018]
152_1709	chr10	31926719	31927119	+	1000	73.0	[6.0151424, 10.203943]	[93, 159]	[10.203943, 6.0151424]	[93, 159]	[31926887, 31926953]	[31926887, 31926953]
152_17103	chr1	201643978	201644378	+	827	30.0	[6.0151424, 6.0151424]	[117, 124]	[10.203943, 10.203943]	[117, 124]	[201644183, 201644190]	[201644183, 201644190]
152_17127	chr1	219952900	219953300	+	755	30.0	[6.0151424]	[106]	[10.203943]	[106]	[219953092]	[219953092]
152_1713	chr10	48363528	48363928	+	1000	73.0	[6.0151424]	[113]	[10.203943]	[113]	[48363739]	[48363739]
152_17137	chr1	233362818	233363218	+	722	30.0	[10.935475, 10.203943]	[132, 136]	[10.935475, 6.0151424]	[132, 136]	[233362970, 233362974]	[233362970, 233362974]
152_1714	chr10	49166028	49166428	+	1000	73.0	[10.203943]	[133]	[6.0151424]	[133]	[49166249]	[49166249]
152_17146	chr1	236489745	236490145	+	787	30.0	[10.203943]	[204]	[6.0151424]	[204]	[236489968]	[236489968]
152_17162	chr10	13499090	13499490	+	807	30.0	[]	[]	[5.975493]	[97]	[]	[13499273]
152_17192	chr10	50316618	50317018	+	850	30.0	[10.203943]	[159]	[6.0151424]	[159]	[50316798]	[50316798]
152_17195	chr10	61734117	61734517	+	699	30.0	[10.935475]	[102]	[10.935475, 5.975493]	[102, 106]	[61734309]	[61734309, 61734313]
152_17204	chr10	73478799	73479199	+	865	30.0	[6.0151424]	[181]	[10.203943]	[181]	[73479049]	[73479049]
152_1721	chr16	84125247	84125647	+	1000	73.0	[10.203943, 10.203943, 10.935475]	[130, 170, 194]	[6.0151424, 6.0151424, 10.935475]	[130, 170, 194]	[84125422, 84125462, 84125486]	[84125422, 84125462, 84125486]
152_1722	chr17	31313907	31314307	+	1000	73.0	[10.203943]	[147]	[6.0151424]	[147]	[31314132]	[31314132]
152_17222	chr11	5254039	5254439	+	779	30.0	[10.203943]	[87]	[6.0151424]	[87]	[5254223]	[5254223]
152_17242	chr11	57473743	57474143	+	632	30.0	[10.935475]	[158]	[10.935475]	[158]	[57473984]	[57473984]
152_17246	chr11	64778675	64779075	+	673	30.0	[10.203943]	[99]	[6.0151424]	[99]	[64778871]	[64778871]
152_17266	chr11	86938895	86939295	+	863	30.0	[10.203943]	[174]	[6.0151424]	[174]	[86939093]	[86939093]
152_1728	chr2	63041479	63041879	+	1000	73.0	[6.0151424]	[98]	[10.203943]	[98]	[63041670]	[63041670]
152_17282	chr12	6337654	6338054	+	734	30.0	[10.935475]	[134]	[5.975493, 10.935475]	[122, 134]	[6337875]	[6337863, 6337875]
152_17283	chr12	23556722	23557122	+	834	30.0	[5.975493]	[113]	[5.975493]	[150]	[23556902]	[23556939]
152_173	chr2	172066378	172066778	+	1000	179.0	[6.0151424]	[128]	[10.203943]	[128]	[172066597]	[172066597]
152_17307	chr12	56337709	56338109	+	850	30.0	[]	[]	[5.975493]	[130]	[]	[56337900]
152_17318	chr12	75831375	75831775	+	833	30.0	[]	[]	[5.975493]	[125]	[]	[75831576]
152_17347	chr13	32650716	32651116	+	805	30.0	[6.0151424]	[95]	[10.203943]	[95]	[32650882]	[32650882]
152_17431	chr14	101677918	101678318	+	640	30.0	[5.975493]	[72]	[]	[]	[101678077]	[]
152_17436	chr15	35306477	35306877	+	849	30.0	[6.0151424]	[79]	[10.203943]	[79]	[35306635]	[35306635]
152_17440	chr15	43827026	43827426	+	683	30.0	[10.203943]	[123]	[6.0151424]	[123]	[43827246]	[43827246]
152_17441	chr15	49170441	49170841	+	831	30.0	[5.975493]	[102]	[]	[]	[49170597]	[]
152_17449	chr15	63226148	63226548	+	778	30.0	[]	[]	[5.975493]	[100]	[]	[63226334]
152_17455	chr15	71780249	71780649	+	856	30.0	[10.935475]	[125]	[10.935475]	[125]	[71780444]	[71780444]
152_17468	chr15	92899480	92899880	+	852	30.0	[]	[]	[5.975493]	[131]	[]	[92899670]
152_17479	chr16	14310477	14310877	+	600	30.0	[6.0151424, 5.975493]	[132, 136]	[10.203943]	[132]	[14310665, 14310669]	[14310665]
152_17487	chr16	29702272	29702672	+	859	30.0	[6.0151424]	[95]	[10.203943]	[95]	[29702464]	[29702464]
152_17490	chr16	46742633	46743033	+	863	30.0	[10.203943]	[164]	[6.0151424]	[164]	[46742804]	[46742804]
152_17492	chr16	54448063	54448463	+	870	30.0	[5.975493]	[144]	[]	[]	[54448295]	[]
152_175	chr2	62966913	62967313	+	1000	178.0	[6.0151424, 6.0151424]	[101, 121]	[10.203943, 10.203943]	[101, 121]	[62967106, 62967126]	[62967106, 62967126]
152_17503	chr16	79974003	79974403	+	578	30.0	[10.203943]	[145]	[6.0151424]	[145]	[79974220]	[79974220]
152_17508	chr16	83836150	83836550	+	583	30.0	[]	[]	[5.975493]	[103]	[]	[83836331]
152_17523	chr17	18260986	18261386	+	773	30.0	[6.0151424]	[189]	[10.203943]	[189]	[18261232]	[18261232]
152_17536	chr17	33779135	33779535	+	759	30.0	[10.203943]	[191]	[6.0151424]	[191]	[33779381]	[33779381]
152_1755	chr8	61095909	61096309	+	1000	73.0	[10.203943]	[101]	[6.0151424]	[101]	[61096068]	[61096068]
152_17580	chr18	8663585	8663985	+	782	30.0	[10.935475]	[172]	[10.935475]	[172]	[8663801]	[8663801]
152_17591	chr18	31103354	31103754	+	836	30.0	[10.203943]	[156]	[6.0151424]	[156]	[31103605]	[31103605]
152_17598	chr18	59911819	59912219	+	662	30.0	[6.0151424]	[164]	[10.203943]	[164]	[59912027]	[59912027]
152_1762	chr1	52055303	52055703	+	1000	72.0	[6.0151424]	[131]	[10.203943]	[131]	[52055511]	[52055511]
152_17628	chr19	32340270	32340670	+	815	30.0	[6.0151424]	[103]	[10.203943]	[103]	[32340473]	[32340473]
152_17632	chr19	39970540	39970940	+	862	30.0	[10.203943]	[214]	[6.0151424]	[214]	[39970773]	[39970773]
152_1767	chr1	182236123	182236523	+	1000	72.0	[6.0151424, 6.0151424]	[97, 101]	[10.203943, 10.203943]	[97, 101]	[182236279, 182236283]	[182236279, 182236283]
152_1769	chr1	183633476	183633876	+	1000	72.0	[6.0151424]	[98]	[10.203943]	[98]	[183633670]	[183633670]
152_17719	chr2	143451612	143452012	+	823	30.0	[]	[]	[5.975493]	[114]	[]	[143451810]
152_17729	chr2	171180164	171180564	+	846	30.0	[6.0151424]	[84]	[10.203943, 5.975493]	[84, 106]	[171180341]	[171180341, 171180363]
152_1773	chr10	124453934	124454334	+	1000	72.0	[10.203943]	[100]	[6.0151424]	[100]	[124454122]	[124454122]
152_17750	chr20	3890336	3890736	+	679	30.0	[10.203943]	[137]	[6.0151424]	[137]	[3890544]	[3890544]
152_17775	chr20	57544902	57545302	+	698	30.0	[6.0151424]	[173]	[10.203943]	[173]	[57545132]	[57545132]
152_17782	chr21	33230655	33231055	+	708	30.0	[10.203943]	[158]	[6.0151424]	[158]	[33230903]	[33230903]
152_1781	chr18	3493639	3494039	+	1000	72.0	[10.935475]	[79]	[10.935475]	[79]	[3493817]	[3493817]
152_1783	chr18	22667972	22668372	+	1000	72.0	[10.203943]	[113]	[6.0151424]	[113]	[22668152]	[22668152]
152_1787	chr2	151799858	151800258	+	1000	72.0	[6.0151424]	[81]	[10.203943]	[81]	[151800029]	[151800029]
152_17885	chr22	35973445	35973845	+	778	30.0	[10.203943]	[189]	[6.0151424]	[189]	[35973685]	[35973685]
152_17894	chr22_KI270738v1_random	38237	38637	+	555	30.0	[]	[]	[5.975493]	[158]	[]	[38460]
152_17897	chr3	4303687	4304087	+	756	30.0	[]	[]	[5.975493]	[113]	[]	[4303894]
152_179	chr1	12478183	12478583	+	1000	174.0	[6.0151424]	[114]	[10.203943]	[114]	[12478392]	[12478392]
152_17923	chr3	45864865	45865265	+	859	30.0	[10.935475]	[140]	[10.935475]	[140]	[45865059]	[45865059]
152_17933	chr3	122787810	122788210	+	709	30.0	[10.203943]	[163]	[6.0151424]	[163]	[122788055]	[122788055]
152_17936	chr3	132352544	132352944	+	643	30.0	[6.0151424]	[82]	[10.203943]	[82]	[132352700]	[132352700]
152_17939	chr3	142778391	142778791	+	812	30.0	[6.0151424]	[111]	[10.203943]	[111]	[142778583]	[142778583]
152_17951	chr3	177672173	177672573	+	641	30.0	[10.203943]	[125]	[6.0151424]	[125]	[177672342]	[177672342]
152_17952	chr3	178261361	178261761	+	737	30.0	[]	[]	[5.975493]	[163]	[]	[178261568]
152_17965	chr4	3967226	3967626	+	767	30.0	[10.935475]	[125]	[10.935475]	[125]	[3967444]	[3967444]
152_17981	chr4	109422249	109422649	+	820	30.0	[10.203943]	[198]	[6.0151424]	[198]	[109422485]	[109422485]
152_17984	chr4	126739198	126739598	+	864	30.0	[6.0151424]	[163]	[10.203943]	[163]	[126739429]	[126739429]
152_17993	chr4	169664670	169665070	+	862	30.0	[6.0151424]	[114]	[10.203943]	[114]	[169664849]	[169664849]
152_180	chr1	108584278	108584678	+	1000	174.0	[10.935475]	[106]	[10.935475]	[106]	[108584484]	[108584484]
152_1803	chr5	68304294	68304694	+	1000	72.0	[6.0151424]	[98]	[10.203943]	[98]	[68304460]	[68304460]
152_18070	chr6	7147442	7147842	+	873	30.0	[5.975493]	[109]	[]	[]	[7147601]	[]
152_18076	chr6	11942415	11942815	+	836	30.0	[6.0151424]	[123]	[5.975493, 10.203943]	[119, 123]	[11942573]	[11942569, 11942573]
152_18083	chr6	15177040	15177440	+	868	30.0	[10.203943]	[152]	[6.0151424]	[152]	[15177249]	[15177249]
152_18095	chr6	26513635	26514035	+	777	30.0	[10.203943]	[100]	[6.0151424]	[100]	[26513832]	[26513832]
152_18104	chr6	28060316	28060716	+	851	30.0	[6.0151424, 6.0151424]	[123, 138]	[10.203943, 10.203943]	[123, 138]	[28060529, 28060544]	[28060529, 28060544]
152_18120	chr6	33147980	33148380	+	872	30.0	[5.975493]	[132]	[]	[]	[33148190]	[]
152_1814	chr7	120991941	120992341	+	1000	72.0	[10.203943, 6.0151424]	[111, 119]	[6.0151424, 10.203943]	[111, 119]	[120992123, 120992131]	[120992123, 120992131]
152_18143	chr6	50791930	50792330	+	696	30.0	[5.975493]	[184]	[]	[]	[50792171]	[]
152_1816	chr9	69186082	69186482	+	1000	72.0	[6.0151424]	[113]	[10.203943]	[113]	[69186291]	[69186291]
152_18165	chr6	126092619	126093019	+	895	30.0	[10.203943]	[159]	[6.0151424]	[159]	[126092822]	[126092822]
152_18168	chr6	134422710	134423110	+	755	30.0	[]	[]	[5.975493]	[156]	[]	[134422948]
152_1818	chr9	131142310	131142710	+	1000	72.0	[6.0151424]	[161]	[10.203943]	[161]	[131142519]	[131142519]
152_18190	chr6	167842614	167843014	+	780	30.0	[6.0151424]	[123]	[10.203943]	[123]	[167842770]	[167842770]
152_1820	chrX	66008591	66008991	+	1000	72.0	[10.203943]	[160]	[6.0151424]	[160]	[66008827]	[66008827]
152_18250	chr7	111736415	111736815	+	894	30.0	[10.935475]	[63]	[10.935475]	[63]	[111736568]	[111736568]
152_18270	chr7	132655211	132655611	+	839	30.0	[10.203943, 6.0151424]	[123, 143]	[6.0151424, 10.203943]	[123, 143]	[132655372, 132655392]	[132655372, 132655392]
152_18277	chr7	135274524	135274924	+	832	30.0	[6.0151424]	[121]	[10.203943]	[121]	[135274745]	[135274745]
152_18289	chr7	154679801	154680201	+	831	30.0	[]	[]	[5.975493]	[136]	[]	[154680003]
152_18290	chr7	155335364	155335764	+	812	30.0	[6.0151424, 6.0151424]	[78, 110]	[10.203943, 10.203943]	[78, 110]	[155335539, 155335571]	[155335539, 155335571]
152_18301	chr8	42201561	42201961	+	835	30.0	[6.0151424]	[159]	[10.203943]	[159]	[42201790]	[42201790]
152_18311	chr8	70220272	70220672	+	639	30.0	[5.975493]	[66]	[]	[]	[70220431]	[]
152_18326	chr8	128221298	128221698	+	878	30.0	[10.203943, 10.203943, 5.975493]	[155, 182, 190]	[6.0151424, 6.0151424]	[155, 182]	[128221499, 128221526, 128221534]	[128221499, 128221526]
152_18329	chr8	130604578	130604978	+	882	30.0	[6.0151424]	[146]	[10.203943]	[146]	[130604814]	[130604814]
152_1833	chr10	88934831	88935231	+	1000	71.0	[6.0151424]	[151]	[10.203943]	[151]	[88935049]	[88935049]
152_18342	chr9	87518699	87519099	+	738	30.0	[5.975493]	[100]	[]	[]	[87518894]	[]
152_18347	chr9	95875833	95876233	+	866	30.0	[]	[]	[5.975493]	[112]	[]	[95876039]
152_1835	chr11	70420061	70420461	+	1000	71.0	[]	[]	[5.975493]	[112]	[]	[70420250]
152_18389	chrX	16869187	16869587	+	821	30.0	[10.203943]	[154]	[6.0151424]	[154]	[16869412]	[16869412]
152_1839	chr17	48368396	48368796	+	1000	71.0	[5.975493]	[129]	[]	[]	[48368617]	[]
152_1840	chr18	2236258	2236658	+	1000	71.0	[10.203943]	[109]	[6.0151424]	[109]	[2236459]	[2236459]
152_18407	chrX	154485762	154486162	+	855	30.0	[10.935475]	[139]	[10.935475]	[139]	[154485993]	[154485993]
152_18419	chr1	9930039	9930439	+	779	29.0	[6.0151424]	[181]	[10.203943]	[181]	[9930289]	[9930289]
152_18425	chr1	12663646	12664046	+	784	29.0	[6.0151424, 10.203943]	[190, 202]	[10.203943, 6.0151424]	[190, 202]	[12663875, 12663887]	[12663875, 12663887]
152_18438	chr1	20616748	20617148	+	628	29.0	[10.203943]	[118]	[6.0151424]	[118]	[20616957]	[20616957]
152_1845	chr2	233082145	233082545	+	1000	71.0	[6.0151424]	[92]	[10.203943]	[92]	[233082336]	[233082336]
152_18483	chr1	40183007	40183407	+	725	29.0	[5.975493]	[105]	[]	[]	[40183161]	[]
152_18492	chr1	44640828	44641228	+	761	29.0	[10.935475, 10.203943, 6.0151424]	[100, 112, 116]	[10.935475, 6.0151424, 10.203943]	[100, 112, 116]	[44641010, 44641022, 44641026]	[44641010, 44641022, 44641026]
152_185	chr9	69216041	69216441	+	1000	174.0	[6.0151424]	[111]	[10.203943]	[111]	[69216246]	[69216246]
152_18514	chr1	84302957	84303357	+	763	29.0	[6.0151424]	[152]	[10.203943]	[152]	[84303194]	[84303194]
152_18520	chr1	91502866	91503266	+	803	29.0	[]	[]	[5.975493]	[167]	[]	[91503109]
152_18521	chr1	93346505	93346905	+	631	29.0	[10.203943]	[100]	[6.0151424]	[100]	[93346697]	[93346697]
152_18531	chr1	111140643	111141043	+	627	29.0	[6.0151424]	[135]	[10.203943]	[135]	[111140843]	[111140843]
152_18545	chr1	151472946	151473346	+	739	29.0	[5.975493]	[137]	[]	[]	[151473157]	[]
152_18546	chr1	153920398	153920798	+	628	29.0	[]	[]	[5.975493]	[181]	[]	[153920644]
