#PeakID(python identify_motif.py ./ENCODE_processed_files/STAT1_idr.fa STAT1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
315_2544	chr20	43538553	43538953	+	568	25.0	[8.194635]	[119]	[8.194635]	[104]	[43538760]	[43538745]
315_2546	chr20	47317254	47317654	+	1000	25.0	[9.611048, 9.525681]	[132, 174]	[]	[]	[47317461, 47317503]	[]
315_2547	chr20	50098305	50098705	+	1000	25.0	[9.611048]	[111]	[]	[]	[50098496]	[]
315_255	chrX	41010080	41010480	+	1000	62.0	[]	[]	[9.611048]	[110]	[]	[41010278]
315_2553	chr22	19085102	19085502	+	1000	25.0	[8.280003, 9.611048]	[121, 149]	[]	[]	[19085289, 19085317]	[]
315_2555	chr22	21735041	21735441	+	1000	25.0	[8.280003, 9.611048]	[167, 171]	[8.259005, 9.611048]	[109, 136]	[21735284, 21735288]	[21735226, 21735253]
315_2556	chr22	23182622	23183022	+	1000	25.0	[8.259005, 8.280003]	[144, 154]	[]	[]	[23182821, 23182831]	[]
315_2560	chr3	71193609	71194009	+	1000	25.0	[9.525681]	[132]	[]	[]	[71193825]	[]
315_2563	chr3	184017876	184018276	+	1000	25.0	[]	[]	[9.525681, 8.194635, 8.194635]	[94, 142, 173]	[]	[184018027, 184018075, 184018106]
315_2564	chr3	186783306	186783706	+	1000	25.0	[]	[]	[8.259005]	[161]	[]	[186783512]
315_2565	chr3	186949480	186949880	+	1000	25.0	[]	[]	[8.194635, 8.280003]	[106, 137]	[]	[186949656, 186949687]
315_2567	chr4	10173232	10173632	+	1000	25.0	[]	[]	[8.259005]	[188]	[]	[10173462]
315_2569	chr4	38667122	38667522	+	1000	25.0	[]	[]	[9.611048]	[138]	[]	[38667324]
315_257	chr2	99180897	99181297	+	1000	61.0	[]	[]	[9.611048]	[125]	[]	[99181093]
315_2570	chr4	54542492	54542892	+	936	25.0	[]	[]	[9.611048]	[115]	[]	[54542685]
315_2572	chr4	105708548	105708948	+	619	25.0	[9.611048, 9.525681, 8.280003]	[79, 110, 135]	[8.194635]	[149]	[105708718, 105708749, 105708774]	[105708788]
315_2573	chr4	112297152	112297552	+	1000	25.0	[]	[]	[8.259005, 8.280003]	[98, 105]	[]	[112297344, 112297351]
315_2574	chr4	154473552	154473952	+	1000	25.0	[]	[]	[9.525681]	[161]	[]	[154473772]
315_2576	chr5	42993166	42993566	+	923	25.0	[8.280003]	[89]	[9.525681, 9.611048]	[137, 155]	[42993341]	[42993389, 42993407]
315_2580	chr5	90644859	90645259	+	1000	25.0	[]	[]	[9.525681]	[106]	[]	[90645038]
315_2581	chr5	111530344	111530744	+	1000	25.0	[]	[]	[8.259005]	[158]	[]	[111530588]
315_2583	chr5	132315380	132315780	+	949	25.0	[9.611048]	[77]	[]	[]	[132315532]	[]
315_2584	chr5	177113862	177114262	+	925	25.0	[]	[]	[8.194635]	[95]	[]	[177114030]
315_2587	chr6	10518881	10519281	+	977	25.0	[8.280003]	[106]	[]	[]	[10519085]	[]
315_2588	chr6	15561826	15562226	+	1000	25.0	[9.611048]	[110]	[9.611048]	[126]	[15562033]	[15562049]
315_2594	chr6	27131774	27132174	+	1000	25.0	[8.280003]	[128]	[8.259005, 8.280003]	[65, 96]	[27131993]	[27131930, 27131961]
315_2595	chr6	27132564	27132964	+	1000	25.0	[9.611048]	[130]	[]	[]	[27132782]	[]
315_2596	chr6	27295248	27295648	+	1000	25.0	[9.611048]	[94]	[]	[]	[27295411]	[]
315_2598	chr6	27668384	27668784	+	1000	25.0	[]	[]	[9.611048]	[149]	[]	[27668554]
315_260	chr7	151026780	151027180	+	1000	61.0	[9.525681]	[143]	[8.194635]	[119]	[151027018]	[151026994]
315_2601	chr6	28252107	28252507	+	546	25.0	[8.280003, 8.280003]	[81, 123]	[8.280003]	[108]	[28252277, 28252319]	[28252304]
315_2602	chr6	28356095	28356495	+	1000	25.0	[]	[]	[9.525681]	[89]	[]	[28356277]
315_2606	chr6	28811891	28812291	+	1000	25.0	[8.194635]	[86]	[]	[]	[28812055]	[]
315_2609	chr6	39228083	39228483	+	1000	25.0	[]	[]	[8.194635]	[148]	[]	[39228307]
315_2610	chr6	43627199	43627599	+	1000	25.0	[]	[]	[9.611048]	[129]	[]	[43627358]
315_2613	chr6	90458362	90458762	+	977	25.0	[9.525681]	[139]	[]	[]	[90458595]	[]
315_2616	chr6	136289585	136289985	+	1000	25.0	[9.611048]	[126]	[9.525681]	[106]	[136289791]	[136289771]
315_2617	chr6	158853153	158853553	+	1000	25.0	[]	[]	[8.194635]	[159]	[]	[158853386]
315_2618	chr6	159999085	159999485	+	703	25.0	[]	[]	[8.280003]	[147]	[]	[159999314]
315_262	chr15	90648565	90648965	+	1000	60.0	[8.280003, 9.611048]	[112, 134]	[8.259005]	[150]	[90648768, 90648790]	[90648806]
315_2620	chr7	6393270	6393670	+	1000	25.0	[8.280003]	[133]	[]	[]	[6393475]	[]
315_2623	chr7	23470454	23470854	+	1000	25.0	[8.259005]	[119]	[]	[]	[23470666]	[]
315_2624	chr7	39589752	39590152	+	1000	25.0	[8.280003]	[138]	[]	[]	[39589967]	[]
315_2626	chr7	102992925	102993325	+	1000	25.0	[]	[]	[9.611048]	[147]	[]	[102993104]
315_2627	chr7	106072048	106072448	+	1000	25.0	[]	[]	[9.525681]	[72]	[]	[106072210]
315_2628	chr7	107169628	107170028	+	942	25.0	[8.194635]	[90]	[]	[]	[107169813]	[]
315_263	chr16	11297452	11297852	+	1000	60.0	[9.525681]	[111]	[9.525681]	[152]	[11297661]	[11297702]
315_2632	chr7	134316959	134317359	+	604	25.0	[9.525681]	[136]	[]	[]	[134317130]	[]
315_2633	chr7	136033432	136033832	+	1000	25.0	[]	[]	[9.525681]	[102]	[]	[136033618]
315_2635	chr7	138358986	138359386	+	1000	25.0	[8.194635]	[209]	[]	[]	[138359234]	[]
315_2638	chr7	150994593	150994993	+	809	25.0	[9.525681, 8.259005]	[153, 168]	[8.194635]	[105]	[150994814, 150994829]	[150994766]
315_2639	chr7	151008033	151008433	+	1000	25.0	[8.280003, 8.280003, 8.280003, 8.280003, 8.280003]	[134, 138, 158, 162, 166]	[]	[]	[151008215, 151008219, 151008239, 151008243, 151008247]	[]
315_264	chr17	59837698	59838098	+	1000	60.0	[]	[]	[9.611048]	[70]	[]	[59837855]
315_2640	chr7	151315066	151315466	+	1000	25.0	[8.280003]	[106]	[]	[]	[151315259]	[]
315_2642	chr8	11879354	11879754	+	1000	25.0	[]	[]	[8.259005]	[110]	[]	[11879561]
315_2647	chr8	143553723	143554123	+	1000	25.0	[]	[]	[8.194635]	[163]	[]	[143553938]
315_2648	chr9	37747135	37747535	+	987	25.0	[8.280003]	[145]	[]	[]	[37747356]	[]
315_2649	chr9	98049265	98049665	+	1000	25.0	[9.611048]	[132]	[9.611048, 8.194635]	[84, 167]	[98049476]	[98049428, 98049511]
315_265	chr20	55103179	55103579	+	1000	60.0	[8.194635]	[84]	[8.194635]	[108]	[55103345]	[55103369]
315_2650	chr9	98374563	98374963	+	1000	25.0	[]	[]	[9.525681, 9.611048]	[106, 137]	[]	[98374764, 98374795]
315_2653	chr9	128558359	128558759	+	1000	25.0	[8.280003]	[76]	[8.259005]	[70]	[128558529]	[128558523]
315_2654	chr9	131102372	131102772	+	1000	25.0	[8.280003]	[117]	[]	[]	[131102569]	[]
315_2656	chrX	130166068	130166468	+	557	25.0	[]	[]	[8.194635, 9.525681, 9.611048]	[107, 154, 170]	[]	[130166242, 130166289, 130166305]
315_2657	chrX	152176980	152177380	+	1000	25.0	[8.280003, 8.280003]	[194, 209]	[]	[]	[152177175, 152177190]	[]
315_2658	chr1	5885797	5886197	+	994	24.0	[]	[]	[8.280003]	[107]	[]	[5885971]
315_2660	chr1	8014989	8015389	+	957	24.0	[]	[]	[9.611048]	[133]	[]	[8015211]
315_2663	chr1	10415282	10415682	+	1000	24.0	[8.194635]	[181]	[8.194635]	[120]	[10415506]	[10415445]
315_2664	chr1	16615471	16615871	+	1000	24.0	[8.194635]	[104]	[]	[]	[16615661]	[]
315_2666	chr1	19869964	19870364	+	1000	24.0	[]	[]	[8.280003]	[147]	[]	[19870211]
315_2668	chr1	23980228	23980628	+	994	24.0	[]	[]	[8.194635, 9.525681]	[136, 178]	[]	[23980397, 23980439]
315_2669	chr1	24201851	24202251	+	821	24.0	[8.280003]	[150]	[9.525681]	[167]	[24202083]	[24202100]
315_2670	chr1	25715923	25716323	+	974	24.0	[9.525681]	[180]	[]	[]	[25716170]	[]
315_2674	chr1	27115627	27116027	+	949	24.0	[]	[]	[8.194635]	[53]	[]	[27115779]
315_2675	chr1	27321902	27322302	+	1000	24.0	[8.194635, 8.194635]	[120, 151]	[]	[]	[27322101, 27322132]	[]
315_2677	chr1	32725145	32725545	+	902	24.0	[]	[]	[9.611048]	[115]	[]	[32725353]
315_2678	chr1	33009639	33010039	+	573	24.0	[]	[]	[9.611048]	[184]	[]	[33009843]
315_2679	chr1	33011150	33011550	+	702	24.0	[]	[]	[8.280003, 8.194635]	[97, 126]	[]	[33011317, 33011346]
315_268	chr22	21588048	21588448	+	1000	60.0	[]	[]	[9.611048]	[178]	[]	[21588293]
315_2682	chr1	38012408	38012808	+	914	24.0	[9.525681]	[105]	[8.194635, 8.280003]	[116, 161]	[38012590]	[38012601, 38012646]
315_2683	chr1	40774090	40774490	+	1000	24.0	[]	[]	[8.280003]	[195]	[]	[40774332]
315_2686	chr1	44005648	44006048	+	1000	24.0	[8.194635]	[121]	[9.525681]	[77]	[44005856]	[44005812]
315_2688	chr1	53014709	53015109	+	752	24.0	[8.194635]	[122]	[]	[]	[53014929]	[]
315_2696	chr1	113210254	113210654	+	1000	24.0	[8.259005]	[125]	[]	[]	[113210478]	[]
315_27	chr19	17405555	17405955	+	1000	239.0	[]	[]	[9.525681]	[107]	[]	[17405757]
315_270	chr6	98833929	98834329	+	1000	60.0	[9.525681]	[135]	[9.525681, 9.525681]	[94, 112]	[98834157]	[98834116, 98834134]
315_2700	chr1	154936411	154936811	+	643	24.0	[]	[]	[9.525681, 8.194635, 9.611048]	[111, 159, 168]	[]	[154936572, 154936620, 154936629]
315_2701	chr1	155262223	155262623	+	940	24.0	[8.259005]	[199]	[8.280003, 8.194635]	[156, 179]	[155262465]	[155262422, 155262445]
315_2706	chr1	202553663	202554063	+	991	24.0	[]	[]	[8.280003]	[110]	[]	[202553842]
315_2707	chr1	207815771	207816171	+	1000	24.0	[]	[]	[9.611048]	[87]	[]	[207815957]
315_2711	chr1	228463495	228463895	+	1000	24.0	[9.611048]	[191]	[]	[]	[228463737]	[]
315_2713	chr1	244272991	244273391	+	1000	24.0	[8.259005]	[94]	[]	[]	[244273171]	[]
315_2716	chr10	43407610	43408010	+	1000	24.0	[9.611048, 8.280003]	[75, 151]	[]	[]	[43407777, 43407853]	[]
315_2717	chr10	61588701	61589101	+	1000	24.0	[8.194635, 8.259005]	[112, 167]	[]	[]	[61588860, 61588915]	[]
315_272	chr1	110879913	110880313	+	1000	59.0	[]	[]	[9.611048]	[95]	[]	[110880106]
315_2721	chr10	107032343	107032743	+	905	24.0	[9.525681]	[131]	[9.611048]	[120]	[107032549]	[107032538]
315_2722	chr11	9613111	9613511	+	1000	24.0	[]	[]	[8.259005]	[93]	[]	[9613267]
315_2723	chr11	10920238	10920638	+	1000	24.0	[]	[]	[8.194635]	[168]	[]	[10920462]
315_2724	chr11	13090398	13090798	+	1000	24.0	[8.280003]	[87]	[]	[]	[13090584]	[]
315_2727	chr11	28110069	28110469	+	999	24.0	[]	[]	[9.525681]	[128]	[]	[28110293]
315_2729	chr11	33941660	33942060	+	1000	24.0	[]	[]	[8.280003]	[171]	[]	[33941878]
315_273	chr3	36907957	36908357	+	1000	59.0	[8.280003]	[146]	[9.525681]	[88]	[36908202]	[36908144]
315_2735	chr11	59557386	59557786	+	1000	24.0	[9.611048]	[124]	[]	[]	[59557598]	[]
315_2737	chr11	65274987	65275387	+	735	24.0	[9.525681]	[137]	[8.280003]	[159]	[65275206]	[65275228]
315_2739	chr11	67356827	67357227	+	1000	24.0	[8.194635, 8.280003]	[91, 168]	[]	[]	[67356988, 67357065]	[]
315_274	chr6	125780245	125780645	+	1000	59.0	[]	[]	[9.611048]	[114]	[]	[125780457]
315_2740	chr11	72434439	72434839	+	1000	24.0	[]	[]	[9.525681, 9.525681]	[81, 111]	[]	[72434619, 72434649]
315_2741	chr11	75559044	75559444	+	1000	24.0	[8.194635]	[151]	[]	[]	[75559284]	[]
315_2742	chr11	78400078	78400478	+	906	24.0	[8.280003]	[107]	[]	[]	[78400279]	[]
315_2743	chr11	86183015	86183415	+	804	24.0	[8.280003, 8.259005]	[70, 123]	[]	[]	[86183181, 86183234]	[]
315_2744	chr11	114295024	114295424	+	1000	24.0	[]	[]	[8.259005, 8.194635]	[100, 104]	[]	[114295193, 114295197]
315_2745	chr11	118241071	118241471	+	1000	24.0	[]	[]	[8.280003, 8.280003]	[91, 98]	[]	[118241245, 118241252]
315_2747	chr12	6345472	6345872	+	919	24.0	[9.611048]	[81]	[]	[]	[6345639]	[]
315_2748	chr12	7109086	7109486	+	1000	24.0	[8.280003]	[81]	[]	[]	[7109257]	[]
315_2749	chr12	7938222	7938622	+	987	24.0	[9.611048, 9.611048]	[120, 178]	[]	[]	[7938400, 7938458]	[]
315_2751	chr12	31715225	31715625	+	972	24.0	[]	[]	[8.280003]	[145]	[]	[31715449]
315_2753	chr12	51246252	51246652	+	1000	24.0	[9.611048, 8.280003]	[88, 108]	[8.280003]	[136]	[51246408, 51246428]	[51246456]
315_2754	chr12	54294163	54294563	+	995	24.0	[8.194635]	[185]	[9.611048]	[100]	[54294411]	[54294326]
315_2755	chr12	54360827	54361227	+	1000	24.0	[8.194635, 9.611048]	[81, 93]	[]	[]	[54360997, 54361009]	[]
315_2756	chr12	56118000	56118400	+	1000	24.0	[8.280003]	[136]	[]	[]	[56118231]	[]
315_276	chr1	91732386	91732786	+	1000	58.0	[8.194635]	[90]	[]	[]	[91732559]	[]
315_2760	chr12	66164294	66164694	+	1000	24.0	[]	[]	[9.611048]	[163]	[]	[66164529]
315_2762	chr12	93758026	93758426	+	994	24.0	[8.194635]	[138]	[]	[]	[93758207]	[]
315_2763	chr12	98516370	98516770	+	1000	24.0	[]	[]	[9.525681]	[87]	[]	[98516533]
315_2764	chr12	108629762	108630162	+	998	24.0	[]	[]	[8.259005]	[118]	[]	[108629950]
315_2765	chr12	109899961	109900361	+	893	24.0	[]	[]	[8.194635]	[163]	[]	[109900155]
315_2766	chr12	110048444	110048844	+	1000	24.0	[]	[]	[9.525681]	[151]	[]	[110048686]
315_2767	chr12	111741378	111741778	+	916	24.0	[8.194635]	[155]	[8.259005, 9.525681]	[116, 142]	[111741623]	[111741584, 111741610]
315_2768	chr12	118330341	118330741	+	1000	24.0	[9.611048, 8.280003]	[142, 159]	[]	[]	[118330565, 118330582]	[]
315_2769	chr12	124512621	124513021	+	898	24.0	[9.611048]	[116]	[]	[]	[124512824]	[]
315_277	chr10	24737039	24737439	+	1000	58.0	[8.259005]	[114]	[]	[]	[24737251]	[]
315_2770	chr13	26983253	26983653	+	1000	24.0	[]	[]	[8.259005]	[130]	[]	[26983432]
315_2771	chr13	32315751	32316151	+	925	24.0	[]	[]	[8.194635]	[100]	[]	[32315929]
315_2772	chr13	67340241	67340641	+	911	24.0	[]	[]	[9.525681, 9.525681]	[63, 83]	[]	[67340401, 67340421]
315_2774	chr14	54773159	54773559	+	1000	24.0	[]	[]	[8.194635]	[98]	[]	[54773336]
315_2775	chr14	58427430	58427830	+	1000	24.0	[8.259005]	[99]	[]	[]	[58427587]	[]
315_2776	chr14	67680065	67680465	+	1000	24.0	[]	[]	[9.611048]	[113]	[]	[67680268]
315_2778	chr14	73886644	73887044	+	1000	24.0	[]	[]	[8.280003]	[84]	[]	[73886811]
315_2782	chr15	42584393	42584793	+	1000	24.0	[]	[]	[9.525681]	[143]	[]	[42584587]
315_2787	chr15	90869676	90870076	+	1000	24.0	[8.280003]	[122]	[9.525681, 8.280003]	[87, 140]	[90869898]	[90869863, 90869916]
315_2790	chr16	28945495	28945895	+	1000	24.0	[8.194635]	[123]	[9.611048]	[152]	[28945679]	[28945708]
315_2791	chr16	30355225	30355625	+	913	24.0	[]	[]	[8.259005]	[165]	[]	[30355475]
315_2793	chr16	70415174	70415574	+	859	24.0	[8.194635]	[117]	[]	[]	[70415389]	[]
315_2794	chr16	89921666	89922066	+	613	24.0	[]	[]	[8.280003]	[120]	[]	[89921865]
315_2796	chr17	28335315	28335715	+	1000	24.0	[9.525681]	[138]	[8.280003]	[90]	[28335532]	[28335484]
315_2798	chr17	28952259	28952659	+	1000	24.0	[8.194635]	[137]	[]	[]	[28952491]	[]
315_2799	chr17	31901556	31901956	+	786	24.0	[8.194635]	[180]	[]	[]	[31901788]	[]
315_28	chr6	10838418	10838818	+	1000	229.0	[9.525681]	[102]	[8.194635]	[134]	[10838611]	[10838643]
315_280	chr4	78691929	78692329	+	1000	58.0	[9.611048]	[181]	[]	[]	[78692166]	[]
315_2801	chr17	44389732	44390132	+	691	24.0	[8.194635, 8.280003]	[126, 136]	[8.194635]	[73]	[44389941, 44389951]	[44389888]
315_2803	chr17	46795447	46795847	+	1000	24.0	[]	[]	[9.525681]	[106]	[]	[46795612]
315_2808	chr17	78737353	78737753	+	649	24.0	[]	[]	[9.525681]	[88]	[]	[78737517]
315_281	chr9	98119021	98119421	+	1000	58.0	[9.525681]	[157]	[]	[]	[98119237]	[]
315_2810	chr18	967037	967437	+	995	24.0	[8.194635, 8.280003]	[117, 154]	[]	[]	[967240, 967277]	[]
315_2811	chr18	35972415	35972815	+	966	24.0	[9.611048, 8.194635]	[82, 159]	[]	[]	[35972581, 35972658]	[]
315_2812	chr19	1207852	1208252	+	1000	24.0	[]	[]	[9.525681]	[140]	[]	[1208063]
315_2815	chr19	5680418	5680818	+	1000	24.0	[9.525681]	[184]	[]	[]	[5680665]	[]
315_2818	chr19	18419198	18419598	+	672	24.0	[9.611048, 9.611048]	[135, 144]	[9.525681]	[113]	[18419421, 18419430]	[18419399]
315_2819	chr19	28546084	28546484	+	976	24.0	[9.611048]	[157]	[]	[]	[28546277]	[]
315_282	chr1	9774739	9775139	+	1000	57.0	[9.525681]	[70]	[9.525681, 8.280003]	[54, 123]	[9774908]	[9774892, 9774961]
315_2820	chr19	35931522	35931922	+	1000	24.0	[9.525681]	[74]	[]	[]	[35931692]	[]
315_2821	chr19	40666392	40666792	+	1000	24.0	[9.611048]	[150]	[]	[]	[40666630]	[]
315_2822	chr19	44113032	44113432	+	1000	24.0	[9.525681]	[159]	[]	[]	[44113249]	[]
315_2827	chr19	51704103	51704503	+	1000	24.0	[8.194635]	[136]	[]	[]	[51704318]	[]
315_2828	chr19	55117554	55117954	+	908	24.0	[9.525681]	[91]	[]	[]	[55117740]	[]
315_2829	chr2	3303519	3303919	+	1000	24.0	[]	[]	[9.525681]	[129]	[]	[3303715]
315_283	chr10	17029499	17029899	+	1000	57.0	[8.280003, 8.280003]	[101, 123]	[8.280003]	[80]	[17029695, 17029717]	[17029674]
315_2832	chr2	8677583	8677983	+	690	24.0	[]	[]	[9.611048]	[128]	[]	[8677807]
315_2833	chr2	9169272	9169672	+	942	24.0	[9.611048]	[96]	[8.280003]	[159]	[9169437]	[9169500]
315_2834	chr2	27015793	27016193	+	1000	24.0	[9.611048]	[146]	[9.525681]	[99]	[27016011]	[27015964]
315_2835	chr2	38778054	38778454	+	1000	24.0	[]	[]	[8.280003]	[126]	[]	[38778228]
315_2837	chr2	65527803	65528203	+	1000	24.0	[8.280003]	[131]	[]	[]	[65527982]	[]
315_2839	chr2	74391915	74392315	+	602	24.0	[8.194635]	[84]	[]	[]	[74392092]	[]
315_284	chr11	12201041	12201441	+	1000	57.0	[]	[]	[9.525681]	[139]	[]	[12201232]
315_2841	chr2	144151404	144151804	+	932	24.0	[]	[]	[8.194635]	[156]	[]	[144151636]
315_2842	chr2	159497233	159497633	+	1000	24.0	[9.611048]	[122]	[8.280003, 8.280003, 8.259005]	[72, 109, 161]	[159497442]	[159497392, 159497429, 159497481]
315_2845	chr2	201158176	201158576	+	1000	24.0	[8.280003]	[171]	[]	[]	[201158418]	[]
315_2855	chr22	21866479	21866879	+	1000	24.0	[]	[]	[8.280003]	[166]	[]	[21866658]
315_2857	chr22	22156706	22157106	+	1000	24.0	[8.194635]	[75]	[]	[]	[22156863]	[]
315_2859	chr22	22802355	22802755	+	1000	24.0	[]	[]	[8.259005]	[97]	[]	[22802518]
315_286	chr6	49646272	49646672	+	1000	57.0	[]	[]	[8.194635]	[131]	[]	[49646470]
315_2861	chr3	4868126	4868526	+	906	24.0	[9.525681, 9.525681]	[83, 150]	[9.525681]	[123]	[4868292, 4868359]	[4868332]
315_2862	chr3	9986670	9987070	+	785	24.0	[9.525681]	[142]	[]	[]	[9986908]	[]
315_2863	chr3	14410754	14411154	+	1000	24.0	[8.194635]	[186]	[8.259005]	[219]	[14410961]	[14410994]
315_2865	chr3	20186247	20186647	+	887	24.0	[]	[]	[8.280003]	[163]	[]	[20186486]
315_2867	chr3	38724068	38724468	+	1000	24.0	[]	[]	[8.280003]	[178]	[]	[38724309]
315_2868	chr3	39383094	39383494	+	616	24.0	[8.280003]	[109]	[]	[]	[39383268]	[]
315_287	chr9	131178314	131178714	+	1000	57.0	[]	[]	[9.611048]	[106]	[]	[131178507]
315_2870	chr3	40352093	40352493	+	1000	24.0	[]	[]	[9.611048]	[118]	[]	[40352296]
315_2873	chr3	65039756	65040156	+	1000	24.0	[8.280003, 9.525681]	[75, 151]	[]	[]	[65039928, 65040004]	[]
315_2877	chr3	167723949	167724349	+	1000	24.0	[]	[]	[9.611048]	[81]	[]	[167724116]
315_2878	chr3	172490126	172490526	+	1000	24.0	[8.280003]	[78]	[]	[]	[172490302]	[]
315_2879	chr3	177338630	177339030	+	1000	24.0	[9.611048]	[128]	[]	[]	[177338835]	[]
315_2880	chr3	184135131	184135531	+	761	24.0	[]	[]	[8.280003]	[138]	[]	[184135351]
315_2883	chr4	38529096	38529496	+	892	24.0	[8.194635]	[98]	[8.280003]	[150]	[38529293]	[38529345]
315_2884	chr4	40198134	40198534	+	1000	24.0	[9.611048]	[149]	[]	[]	[40198378]	[]
315_2885	chr4	82373911	82374311	+	928	24.0	[]	[]	[9.525681, 9.611048, 8.280003]	[120, 126, 164]	[]	[82374075, 82374081, 82374119]
315_2886	chr4	83455807	83456207	+	1000	24.0	[8.194635, 8.280003]	[108, 152]	[]	[]	[83456010, 83456054]	[]
315_2888	chr4	153464002	153464402	+	915	24.0	[]	[]	[9.611048]	[93]	[]	[153464186]
315_2889	chr4_GL000008v2_random	2831	3231	+	1000	24.0	[8.259005]	[90]	[]	[]	[2984]	[]
315_289	chr10	42654459	42654859	+	1000	56.0	[]	[]	[8.259005]	[74]	[]	[42654631]
315_2890	chr5	76849799	76850199	+	644	24.0	[]	[]	[8.280003, 9.525681]	[131, 139]	[]	[76849956, 76849964]
315_2893	chr5	119330497	119330897	+	1000	24.0	[8.194635]	[174]	[]	[]	[119330726]	[]
315_2895	chr5	140303068	140303468	+	1000	24.0	[]	[]	[9.525681]	[156]	[]	[140303319]
315_2896	chr5	140647617	140648017	+	936	24.0	[9.525681, 8.280003, 9.525681]	[69, 78, 135]	[]	[]	[140647770, 140647779, 140647836]	[]
315_2898	chr5	173144304	173144704	+	1000	24.0	[9.525681]	[85]	[]	[]	[173144476]	[]
315_29	chr5	132496850	132497250	+	1000	228.0	[9.525681]	[106]	[]	[]	[132497055]	[]
315_290	chr20	56412123	56412523	+	1000	56.0	[]	[]	[9.525681]	[102]	[]	[56412319]
315_2901	chr6	7899579	7899979	+	1000	24.0	[9.611048]	[141]	[]	[]	[7899819]	[]
315_2903	chr6	15020070	15020470	+	812	24.0	[9.611048]	[86]	[9.611048]	[149]	[15020253]	[15020316]
315_2904	chr6	16130890	16131290	+	1000	24.0	[]	[]	[8.280003]	[89]	[]	[16131074]
315_2906	chr6	26033470	26033870	+	975	24.0	[8.259005, 9.525681]	[145, 181]	[]	[]	[26033669, 26033705]	[]
315_2909	chr6	26331199	26331599	+	998	24.0	[9.611048]	[114]	[9.525681]	[129]	[26331362]	[26331377]
315_291	chr22	21712906	21713306	+	1000	56.0	[8.259005]	[209]	[]	[]	[21713134]	[]
315_2913	chr6	31366873	31367273	+	842	24.0	[]	[]	[8.280003]	[135]	[]	[31367088]
315_2914	chr6	34889020	34889420	+	612	24.0	[9.525681]	[160]	[]	[]	[34889270]	[]
315_2915	chr6	36885644	36886044	+	1000	24.0	[8.259005]	[158]	[]	[]	[36885882]	[]
315_2917	chr6	37232492	37232892	+	791	24.0	[8.280003]	[122]	[8.280003, 9.611048]	[105, 132]	[37232694]	[37232677, 37232704]
315_2918	chr6	37667462	37667862	+	1000	24.0	[8.280003]	[170]	[]	[]	[37667678]	[]
315_2919	chr6	44313181	44313581	+	936	24.0	[8.194635, 8.280003]	[112, 116]	[9.611048]	[129]	[44313366, 44313370]	[44313383]
315_292	chr6	31834393	31834793	+	1000	56.0	[8.194635, 9.525681]	[121, 160]	[]	[]	[31834575, 31834614]	[]
315_2923	chr6	79544950	79545350	+	1000	24.0	[]	[]	[8.194635, 9.525681]	[127, 170]	[]	[79545129, 79545172]
315_2924	chr6	85483017	85483417	+	1000	24.0	[9.611048]	[108]	[]	[]	[85483204]	[]
315_2925	chr6	106820384	106820784	+	924	24.0	[]	[]	[8.259005]	[63]	[]	[106820543]
315_2926	chr6	118710045	118710445	+	768	24.0	[]	[]	[9.611048]	[83]	[]	[118710204]
315_2928	chr6	135325532	135325932	+	969	24.0	[9.611048]	[122]	[8.194635]	[108]	[135325708]	[135325694]
315_2929	chr6	136250240	136250640	+	1000	24.0	[8.194635]	[117]	[9.611048]	[131]	[136250428]	[136250442]
315_293	chr6	70337511	70337911	+	1000	56.0	[8.259005]	[142]	[]	[]	[70337752]	[]
315_2930	chr6	143806279	143806679	+	993	24.0	[9.611048]	[71]	[9.611048]	[113]	[143806449]	[143806491]
315_2933	chr6	146892563	146892963	+	1000	24.0	[]	[]	[8.280003]	[131]	[]	[146892773]
315_2935	chr6	150253026	150253426	+	937	24.0	[]	[]	[8.280003]	[88]	[]	[150253208]
315_2937	chr6	160101468	160101868	+	961	24.0	[8.259005]	[78]	[]	[]	[160101645]	[]
315_2938	chr7	604415	604815	+	732	24.0	[]	[]	[9.611048]	[96]	[]	[604606]
315_2939	chr7	873396	873796	+	843	24.0	[8.194635, 8.280003]	[175, 221]	[9.611048]	[196]	[873595, 873641]	[873616]
315_294	chr7	129958616	129959016	+	1000	56.0	[]	[]	[8.280003]	[89]	[]	[129958789]
315_2941	chr7	32490267	32490667	+	907	24.0	[]	[]	[9.525681]	[152]	[]	[32490513]
315_2944	chr7	99833252	99833652	+	1000	24.0	[9.611048, 9.525681]	[96, 157]	[]	[]	[99833421, 99833482]	[]
315_2945	chr7	100119202	100119602	+	733	24.0	[]	[]	[8.194635]	[129]	[]	[100119406]
315_2946	chr7	100429253	100429653	+	902	24.0	[]	[]	[8.259005]	[109]	[]	[100429447]
315_2948	chr7	106615802	106616202	+	1000	24.0	[]	[]	[9.611048]	[104]	[]	[106615983]
315_2949	chr7	106866827	106867227	+	1000	24.0	[8.280003]	[123]	[]	[]	[106866981]	[]
315_295	chr1	143246862	143247262	+	1000	55.0	[]	[]	[8.259005]	[135]	[]	[143247088]
315_2954	chr7	134201534	134201934	+	1000	24.0	[]	[]	[8.259005]	[66]	[]	[134201688]
