#PeakID(python identify_motif.py ./ENCODE_processed_files/JUN_idr.fa JUN --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
92_16024	chr1	212179717	212180117	+	960	36.0	[5.689431]	[122]	[8.806789]	[171]	[212179916]	[212179965]
92_1606	chr8	18122729	18123129	+	1000	111.0	[5.2159944]	[74]	[]	[]	[18122896]	[]
92_16067	chr10	102854340	102854740	+	1000	36.0	[]	[]	[5.339686]	[68]	[]	[102854504]
92_16069	chr11	942861	943261	+	1000	36.0	[12.05523]	[140]	[]	[]	[943093]	[]
92_16082	chr11	69691506	69691906	+	1000	36.0	[7.8417473]	[70]	[]	[]	[69691667]	[]
92_16087	chr11	118573208	118573608	+	1000	36.0	[]	[]	[11.393853]	[188]	[]	[118573453]
92_16093	chr12	29428690	29429090	+	977	36.0	[9.895116]	[121]	[]	[]	[29428887]	[]
92_16094	chr12	33429470	33429870	+	1000	36.0	[5.339686, 15.35756]	[85, 101]	[5.339686, 15.35756]	[87, 101]	[33429649, 33429665]	[33429651, 33429665]
92_1610	chr1	25550121	25550521	+	1000	110.0	[9.022785]	[105]	[8.984027]	[105]	[25550303]	[25550303]
92_16100	chr12	47229504	47229904	+	774	36.0	[6.6871166]	[124]	[15.123054]	[124]	[47229708]	[47229708]
92_16104	chr12	49930906	49931306	+	1000	36.0	[6.694121]	[90]	[13.068796]	[93]	[49931089]	[49931092]
92_1612	chr1	67889906	67890306	+	1000	110.0	[17.21607]	[159]	[8.741374]	[159]	[67890151]	[67890151]
92_16123	chr12	108241930	108242330	+	1000	36.0	[12.298614]	[126]	[7.2629576]	[126]	[108242151]	[108242151]
92_16125	chr12	112014043	112014443	+	601	36.0	[]	[]	[10.000973]	[183]	[]	[112014279]
92_16126	chr12	112108533	112108933	+	671	36.0	[8.052576]	[157]	[]	[]	[112108772]	[]
92_16127	chr12	116561458	116561858	+	1000	36.0	[8.611706]	[85]	[13.675624]	[85]	[116561639]	[116561639]
92_16130	chr12	131230979	131231379	+	1000	36.0	[5.914794]	[131]	[]	[]	[131231169]	[]
92_16136	chr13	38602271	38602671	+	1000	36.0	[10.557926]	[85]	[]	[]	[38602444]	[]
92_16138	chr13	40786472	40786872	+	1000	36.0	[5.3009276]	[96]	[]	[]	[40786655]	[]
92_16139	chr13	46469683	46470083	+	1000	36.0	[8.4649105, 14.052155]	[76, 98]	[]	[]	[46469855, 46469877]	[]
92_16141	chr13	50626030	50626430	+	1000	36.0	[6.3714294]	[126]	[]	[]	[50626245]	[]
92_16142	chr13	50691843	50692243	+	1000	36.0	[5.6097736, 6.4187145]	[103, 108]	[]	[]	[50692022, 50692027]	[]
92_16143	chr13	91356708	91357108	+	1000	36.0	[6.401708]	[171]	[]	[]	[91356884]	[]
92_16152	chr14	37167641	37168041	+	1000	36.0	[10.599883]	[111]	[]	[]	[37167842]	[]
92_16157	chr14	77989003	77989403	+	1000	36.0	[6.9755206]	[83]	[11.573731]	[83]	[77989165]	[77989165]
92_16158	chr14	92503768	92504168	+	1000	36.0	[]	[]	[11.477641, 7.3978443]	[85, 126]	[]	[92503921, 92503962]
92_16161	chr15	29774875	29775275	+	1000	36.0	[10.2545595]	[74]	[]	[]	[29775041]	[]
92_16171	chr15	63933472	63933872	+	1000	36.0	[4.970224]	[89]	[6.3525047]	[84]	[63933660]	[63933655]
92_16180	chr15	75073178	75073578	+	1000	36.0	[11.62836]	[140]	[11.20141]	[140]	[75073377]	[75073377]
92_16188	chr15	90362796	90363196	+	1000	36.0	[]	[]	[8.472972]	[85]	[]	[90362954]
92_16195	chr16	14455569	14455969	+	891	36.0	[9.268537]	[120]	[8.707479]	[120]	[14455766]	[14455766]
92_162	chr2	100291096	100291496	+	1000	218.0	[]	[]	[6.6594515]	[81]	[]	[100291261]
92_16200	chr16	25063846	25064246	+	1000	36.0	[]	[]	[6.6940527]	[131]	[]	[25064064]
92_16201	chr16	27264144	27264544	+	1000	36.0	[]	[]	[5.300996]	[112]	[]	[27264325]
92_16204	chr16	29721566	29721966	+	1000	36.0	[]	[]	[5.671539]	[95]	[]	[29721761]
92_16206	chr16	31267311	31267711	+	1000	36.0	[]	[]	[8.4649105]	[147]	[]	[31267521]
92_16212	chr16	75594503	75594903	+	1000	36.0	[8.752467]	[78]	[]	[]	[75594655]	[]
92_1622	chr11	117907252	117907652	+	1000	110.0	[9.504284]	[85]	[]	[]	[117907432]	[]
92_16220	chr17	15444789	15445189	+	1000	36.0	[10.508973]	[104]	[7.02068]	[104]	[15444984]	[15444984]
92_16222	chr17	21256926	21257326	+	1000	36.0	[7.4989114]	[137]	[6.274044, 7.5866]	[95, 142]	[21257152]	[21257110, 21257157]
92_16223	chr17	28370248	28370648	+	1000	36.0	[9.728294]	[163]	[9.700032]	[163]	[28370467]	[28370467]
92_16232	chr17	40251540	40251940	+	1000	36.0	[]	[]	[7.718803]	[158]	[]	[40251782]
92_16233	chr17	44246018	44246418	+	1000	36.0	[]	[]	[10.430194]	[142]	[]	[44246250]
92_16234	chr17	44325266	44325666	+	1000	36.0	[]	[]	[5.6556687]	[99]	[]	[44325463]
92_16238	chr17	48831268	48831668	+	1000	36.0	[]	[]	[8.046372]	[139]	[]	[48831496]
92_16247	chr17	61175260	61175660	+	1000	36.0	[12.064107]	[154]	[]	[]	[61175474]	[]
92_1625	chr15	44728559	44728959	+	1000	110.0	[6.648359, 8.407081]	[53, 107]	[9.182585, 5.3844943, 5.170224]	[53, 107, 110]	[44728711, 44728765]	[44728711, 44728765, 44728768]
92_16251	chr17	70128629	70129029	+	1000	36.0	[4.9702163]	[176]	[9.042185]	[176]	[70128867]	[70128867]
92_16264	chr18	9575472	9575872	+	1000	36.0	[5.6820865]	[141]	[]	[]	[9575695]	[]
92_1627	chr18	2627811	2628211	+	1000	110.0	[12.347575]	[72]	[8.506867]	[75]	[2627977]	[2627980]
92_16270	chr18	48813860	48814260	+	1000	36.0	[15.161812]	[146]	[6.410653, 6.648359]	[128, 146]	[48814078]	[48814060, 48814078]
92_16271	chr18	58028392	58028792	+	1000	36.0	[]	[]	[13.352264]	[154]	[]	[58028619]
92_1628	chr19	43701311	43701711	+	1000	110.0	[6.474206, 8.530655]	[112, 148]	[]	[]	[43701486, 43701522]	[]
92_16294	chr19	21602926	21603326	+	1000	36.0	[16.21138]	[91]	[]	[]	[21603101]	[]
92_16297	chr19	35210709	35211109	+	920	36.0	[]	[]	[13.002586, 12.05523]	[117, 125]	[]	[35210901, 35210909]
92_16298	chr19	35214312	35214712	+	1000	36.0	[]	[]	[6.502952, 9.907665]	[120, 144]	[]	[35214517, 35214541]
92_16302	chr19	40190432	40190832	+	1000	36.0	[6.6871166]	[120]	[9.1438265]	[120]	[40190650]	[40190650]
92_16303	chr19	40268569	40268969	+	720	36.0	[10.2545595]	[146]	[]	[]	[40268801]	[]
92_16308	chr19	42419973	42420373	+	1000	36.0	[]	[]	[7.067209]	[114]	[]	[42420158]
92_16316	chr19	49667545	49667945	+	1000	36.0	[9.113695]	[142]	[12.5632305]	[142]	[49667755]	[49667755]
92_1632	chr3	156535269	156535669	+	1000	110.0	[11.077043]	[75]	[11.077043]	[75]	[156535440]	[156535440]
92_16325	chr19	57363278	57363678	+	1000	36.0	[13.303303]	[134]	[13.2645445]	[134]	[57363497]	[57363497]
92_16327	chr1_KI270709v1_random	6325	6725	+	1000	36.0	[8.440658, 8.440658]	[69, 143]	[]	[]	[6492, 6566]	[]
92_16329	chr2	28683085	28683485	+	1000	36.0	[13.675624]	[102]	[8.611706]	[102]	[28683277]	[28683277]
92_1633	chr5	6408567	6408967	+	1000	110.0	[15.123054, 14.052155]	[125, 144]	[6.6871166, 10.565988]	[125, 139]	[6408768, 6408787]	[6408768, 6408782]
92_16332	chr2	44118193	44118593	+	1000	36.0	[9.038966]	[85]	[10.057873]	[85]	[44118364]	[44118364]
92_16334	chr2	46481600	46482000	+	1000	36.0	[9.553168]	[76]	[]	[]	[46481765]	[]
92_16335	chr2	46985100	46985500	+	1000	36.0	[]	[]	[5.57746]	[90]	[]	[46985290]
92_16336	chr2	54572883	54573283	+	1000	36.0	[8.984027, 11.214482]	[114, 142]	[6.8398414, 9.022785, 7.736685]	[98, 114, 142]	[54573088, 54573116]	[54573072, 54573088, 54573116]
92_16340	chr2	65299214	65299614	+	731	36.0	[5.447791]	[114]	[]	[]	[65299421]	[]
92_16347	chr2	85705567	85705967	+	1000	36.0	[10.472951, 11.959139]	[73, 122]	[]	[]	[85705723, 85705772]	[]
92_16348	chr2	96427859	96428259	+	1000	36.0	[]	[]	[8.472972, 7.0895696]	[73, 105]	[]	[96428017, 96428049]
92_16361	chr2	158391860	158392260	+	1000	36.0	[6.6871166]	[88]	[9.1438265]	[88]	[158392017]	[158392017]
92_16366	chr2	177433389	177433789	+	1000	36.0	[5.823968]	[162]	[]	[]	[177433630]	[]
92_16378	chr20	1255620	1256020	+	645	36.0	[]	[]	[8.440658]	[126]	[]	[1255810]
92_16380	chr20	31662115	31662515	+	1000	36.0	[]	[]	[9.623063]	[109]	[]	[31662308]
92_16390	chr20	49761912	49762312	+	1000	36.0	[]	[]	[5.077588]	[131]	[]	[49762140]
92_16394	chr20	62448023	62448423	+	1000	36.0	[10.704721]	[112]	[15.729881, 5.6097736]	[112, 130]	[62448235]	[62448235, 62448253]
92_16400	chr21	42195330	42195730	+	1000	36.0	[6.5574484]	[68]	[11.582608, 5.346618]	[68, 116]	[42195488]	[42195488, 42195536]
92_16403	chr21	46634933	46635333	+	1000	36.0	[]	[]	[6.6940527]	[150]	[]	[46635148]
92_16404	chr22	19103869	19104269	+	1000	36.0	[17.21607]	[130]	[8.741374, 11.259249]	[130, 133]	[19104085]	[19104085, 19104088]
92_1641	chr1	43929529	43929929	+	1000	109.0	[]	[]	[9.896005]	[81]	[]	[43929706]
92_16412	chr22	23132164	23132564	+	1000	36.0	[]	[]	[14.052155]	[151]	[]	[23132337]
92_16414	chr22	23213804	23214204	+	1000	36.0	[]	[]	[8.80713]	[107]	[]	[23213978]
92_16415	chr22	35364240	35364640	+	1000	36.0	[9.121467, 6.177953]	[121, 151]	[5.6824274]	[121]	[35364460, 35364490]	[35364460]
92_16418	chr22	40383946	40384346	+	1000	36.0	[10.899805, 8.349748]	[70, 158]	[]	[]	[40384105, 40384193]	[]
92_16421	chr3	15287525	15287925	+	1000	36.0	[6.1920586, 8.752467, 12.05523]	[99, 107, 124]	[]	[]	[15287716, 15287724, 15287741]	[]
92_16428	chr3	48016666	48017066	+	1000	36.0	[8.834029]	[90]	[6.3525047, 4.9575453]	[85, 90]	[48016838]	[48016833, 48016838]
92_1644	chr10	97736902	97737302	+	1000	109.0	[15.35756]	[102]	[15.35756]	[102]	[97737099]	[97737099]
92_16440	chr3	152968373	152968773	+	1000	36.0	[]	[]	[6.986784]	[88]	[]	[152968545]
92_16441	chr3	168117992	168118392	+	1000	36.0	[]	[]	[11.558541]	[127]	[]	[168118218]
92_16442	chr3	170699286	170699686	+	1000	36.0	[]	[]	[10.10063]	[64]	[]	[170699440]
92_16444	chr3	177483195	177483595	+	1000	36.0	[]	[]	[6.401708]	[148]	[]	[177483394]
92_16452	chr3	194005130	194005530	+	1000	36.0	[5.2662997]	[124]	[]	[]	[194005329]	[]
92_16459	chr4	39621557	39621957	+	1000	36.0	[8.310989]	[144]	[]	[]	[39621794]	[]
92_1646	chr11	6650920	6651320	+	1000	109.0	[5.9077554]	[157]	[]	[]	[6651162]	[]
92_16462	chr4	74206137	74206537	+	1000	36.0	[13.059919]	[116]	[5.012173]	[116]	[74206329]	[74206329]
92_16468	chr4	79213638	79214038	+	1000	36.0	[9.196115, 8.741374]	[134, 137]	[17.21607]	[137]	[79213845, 79213848]	[79213848]
92_16471	chr4	122691942	122692342	+	1000	36.0	[11.236842]	[176]	[7.0255423, 8.741374]	[130, 176]	[122692189]	[122692143, 122692189]
92_1648	chr11	46597633	46598033	+	1000	109.0	[6.0159903]	[103]	[]	[]	[46597826]	[]
92_16480	chr5	5585653	5586053	+	1000	36.0	[7.8417473, 9.896005]	[69, 95]	[]	[]	[5585819, 5585845]	[]
92_16481	chr5	34609246	34609646	+	712	36.0	[10.861387]	[120]	[]	[]	[34609444]	[]
92_16485	chr5	79133638	79134038	+	1000	36.0	[]	[]	[8.191424]	[135]	[]	[79133872]
92_16486	chr5	82422731	82423131	+	1000	36.0	[7.058332]	[188]	[7.3506765]	[191]	[82422974]	[82422977]
92_16491	chr5	112704047	112704447	+	1000	36.0	[8.80713]	[195]	[]	[]	[112704286]	[]
92_16492	chr5	127206288	127206688	+	1000	36.0	[5.296419, 6.5485716]	[103, 142]	[6.35467, 6.2085476, 12.000681]	[86, 128, 142]	[127206464, 127206503]	[127206447, 127206489, 127206503]
92_16500	chr5	150703747	150704147	+	1000	36.0	[6.305685, 10.704721]	[69, 128]	[7.132186, 15.729881]	[114, 128]	[150703901, 150703960]	[150703946, 150703960]
92_16510	chr6	4563851	4564251	+	1000	36.0	[15.35756]	[132]	[15.35756]	[132]	[4564067]	[4564067]
92_16515	chr6	10889358	10889758	+	967	36.0	[5.3844943]	[182]	[8.407081]	[182]	[10889605]	[10889605]
92_16516	chr6	11318255	11318655	+	1000	36.0	[]	[]	[7.3939433, 8.155535]	[89, 136]	[]	[11318444, 11318491]
92_16519	chr6	14932453	14932853	+	1000	36.0	[]	[]	[7.0895696]	[71]	[]	[14932621]
92_16520	chr6	15331095	15331495	+	1000	36.0	[]	[]	[5.300996]	[102]	[]	[15331286]
92_16521	chr6	16224454	16224854	+	640	36.0	[6.0127916]	[143]	[]	[]	[16224681]	[]
92_16526	chr6	26012106	26012506	+	1000	36.0	[15.729881, 9.811819]	[139, 173]	[10.704721]	[139]	[26012309, 26012343]	[26012309]
92_1653	chr12	132144193	132144593	+	1000	109.0	[4.970148, 11.210287]	[114, 139]	[11.210287]	[139]	[132144406, 132144431]	[132144431]
92_16530	chr6	27812981	27813381	+	1000	36.0	[]	[]	[9.907665]	[108]	[]	[27813189]
92_16531	chr6	28266983	28267383	+	1000	36.0	[6.343152]	[166]	[]	[]	[28267160]	[]
92_16536	chr6	31829862	31830262	+	1000	36.0	[]	[]	[5.3484163]	[91]	[]	[31830017]
92_1654	chr15	67550462	67550862	+	1000	109.0	[6.502952]	[148]	[10.557858]	[79]	[67550709]	[67550640]
92_16543	chr6	39950395	39950795	+	1000	36.0	[]	[]	[5.1589794]	[110]	[]	[39950593]
92_16546	chr6	43263481	43263881	+	738	36.0	[9.907665]	[129]	[]	[]	[43263699]	[]
92_1655	chr16	11148989	11149389	+	1000	109.0	[7.017481, 4.988018]	[131, 154]	[6.4524803]	[131]	[11149214, 11149237]	[11149214]
92_16553	chr6	44439714	44440114	+	1000	36.0	[]	[]	[6.166804]	[62]	[]	[44439871]
92_16556	chr6	73455863	73456263	+	1000	36.0	[11.997897]	[106]	[]	[]	[73456063]	[]
92_16557	chr6	80163649	80164049	+	921	36.0	[]	[]	[8.191424]	[142]	[]	[80163880]
92_16560	chr6	106858676	106859076	+	1000	36.0	[8.741374]	[143]	[11.236842]	[143]	[106858885]	[106858885]
92_16563	chr6	118935070	118935470	+	1000	36.0	[]	[]	[9.519474]	[100]	[]	[118935253]
92_16564	chr6	119078829	119079229	+	1000	36.0	[7.4602213]	[104]	[]	[]	[119078992]	[]
92_16568	chr6	131107126	131107526	+	1000	36.0	[4.9794126]	[96]	[]	[]	[131107314]	[]
92_16570	chr6	136334044	136334444	+	1000	36.0	[14.157123]	[119]	[]	[]	[136334234]	[]
92_16577	chr6	154501459	154501859	+	1000	36.0	[15.35756]	[104]	[15.35756]	[104]	[154501658]	[154501658]
92_16581	chr6	164107557	164107957	+	1000	36.0	[9.896005]	[117]	[]	[]	[164107726]	[]
92_16590	chr7	12805586	12805986	+	1000	36.0	[]	[]	[11.997897]	[92]	[]	[12805778]
92_16595	chr7	38806917	38807317	+	737	36.0	[]	[]	[10.557926]	[147]	[]	[38807150]
92_16605	chr7	76421069	76421469	+	1000	36.0	[7.0174127]	[102]	[]	[]	[76421253]	[]
92_16606	chr7	87059702	87060102	+	1000	36.0	[5.3484163, 5.2159944]	[125, 149]	[6.401708]	[144]	[87059925, 87059949]	[87059944]
92_1661	chr17	74868454	74868854	+	1000	109.0	[6.5485716]	[124]	[12.000681]	[124]	[74868669]	[74868669]
92_16611	chr7	100799461	100799861	+	1000	36.0	[7.4602213]	[124]	[]	[]	[100799673]	[]
92_16613	chr7	121071616	121072016	+	1000	36.0	[12.5632305]	[123]	[8.191424, 9.113695]	[84, 123]	[121071829]	[121071790, 121071829]
92_16620	chr7	137986342	137986742	+	1000	36.0	[]	[]	[7.26324, 6.4017763]	[73, 97]	[]	[137986495, 137986519]
92_16621	chr7	139088366	139088766	+	1000	36.0	[7.03367, 8.741374]	[130, 133]	[17.21607]	[133]	[139088588, 139088591]	[139088591]
92_16622	chr7	139631072	139631472	+	1000	36.0	[12.000681]	[163]	[6.5485716]	[163]	[139631303]	[139631303]
92_16625	chr7	143259778	143260178	+	1000	36.0	[]	[]	[10.565988]	[141]	[]	[143259999]
92_1663	chr19	48259648	48260048	+	1000	109.0	[7.0255423]	[116]	[]	[]	[48259851]	[]
92_16632	chr8	2493254	2493654	+	1000	36.0	[6.8398414]	[122]	[]	[]	[2493472]	[]
92_16634	chr8	23410280	23410680	+	1000	36.0	[]	[]	[6.1371675]	[150]	[]	[23410478]
92_16636	chr8	26385481	26385881	+	970	36.0	[]	[]	[9.330719]	[172]	[]	[26385713]
92_16639	chr8	41658924	41659324	+	1000	36.0	[6.0536427]	[61]	[5.414626]	[93]	[41659084]	[41659116]
92_16653	chr8	124954523	124954923	+	1000	36.0	[]	[]	[6.741014]	[166]	[]	[124954765]
92_16657	chr8	130604851	130605251	+	1000	36.0	[9.411287, 6.564379]	[161, 174]	[5.4050336]	[161]	[130605069, 130605082]	[130605069]
92_16659	chr8	144804548	144804948	+	1000	36.0	[9.0798]	[107]	[]	[]	[144804742]	[]
92_16661	chr9	33619571	33619971	+	1000	36.0	[]	[]	[6.7555423, 6.7555423]	[107, 159]	[]	[33619764, 33619816]
92_16664	chr9	94068273	94068673	+	1000	36.0	[10.557858]	[127]	[8.80713]	[69]	[94068499]	[94068441]
92_16666	chr9	98316492	98316892	+	997	36.0	[]	[]	[5.414626, 6.9708953, 5.1202216]	[88, 101, 152]	[]	[98316678, 98316691, 98316742]
92_16667	chr9	98479953	98480353	+	1000	36.0	[6.9755206]	[78]	[11.573731, 6.8367867]	[78, 158]	[98480121]	[98480121, 98480201]
92_1667	chr22	22594003	22594403	+	1000	109.0	[6.6940527]	[81]	[]	[]	[22594181]	[]
92_16670	chr9	107548296	107548696	+	1000	36.0	[11.997897]	[111]	[]	[]	[107548504]	[]
92_16675	chr9	127589820	127590220	+	1000	36.0	[8.440658]	[105]	[7.8020997]	[108]	[127590003]	[127590006]
92_1668	chr22	28560412	28560812	+	1000	109.0	[]	[]	[6.502952, 6.6693473]	[143, 171]	[]	[28560632, 28560660]
92_1670	chr3	39177669	39178069	+	1000	109.0	[6.5574484, 6.648359]	[101, 115]	[11.582608, 9.182585]	[101, 115]	[39177867, 39177881]	[39177867, 39177881]
92_16704	chrX	136884863	136885263	+	1000	36.0	[12.05523]	[103]	[]	[]	[136885049]	[]
92_16705	chrX	149453020	149453420	+	1000	36.0	[]	[]	[4.970224]	[86]	[]	[149453187]
92_16708	chrX	154123932	154124332	+	1000	36.0	[9.160225]	[144]	[5.643669]	[144]	[154124143]	[154124143]
92_16710	chr1	2548700	2549100	+	558	35.0	[6.694121]	[89]	[]	[]	[2548870]	[]
92_16711	chr1	5646387	5646787	+	988	35.0	[5.572144, 6.4187145]	[93, 118]	[5.970831]	[93]	[5646569, 5646594]	[5646569]
92_16715	chr1	9515562	9515962	+	1000	35.0	[15.729881]	[82]	[10.704721]	[82]	[9515742]	[9515742]
92_16719	chr1	14881950	14882350	+	983	35.0	[]	[]	[6.0547485]	[208]	[]	[14882194]
92_16722	chr1	21801071	21801471	+	1000	35.0	[10.404005]	[76]	[]	[]	[21801247]	[]
92_1673	chr4	40290836	40291236	+	1000	109.0	[]	[]	[11.393853]	[58]	[]	[40290992]
92_16732	chr1	27660006	27660406	+	1000	35.0	[5.2086997]	[94]	[10.205598]	[94]	[27660178]	[27660178]
92_16741	chr1	38772904	38773304	+	1000	35.0	[8.741374]	[122]	[17.21607]	[122]	[38773124]	[38773124]
92_16742	chr1	40638068	40638468	+	1000	35.0	[6.9755206]	[134]	[11.573731]	[134]	[40638289]	[40638289]
92_16744	chr1	44690793	44691193	+	1000	35.0	[7.8445306]	[149]	[]	[]	[44691042]	[]
92_16745	chr1	44729194	44729594	+	1000	35.0	[6.315912, 7.507642, 6.344375]	[91, 122, 148]	[]	[]	[44729379, 44729410, 44729436]	[]
92_16747	chr1	46298381	46298781	+	1000	35.0	[7.02068]	[109]	[10.508973]	[109]	[46298583]	[46298583]
92_16752	chr1	65079931	65080331	+	1000	35.0	[9.182585]	[103]	[6.648359]	[103]	[65080122]	[65080122]
92_16761	chr1	112394130	112394530	+	1000	35.0	[5.9077554]	[116]	[]	[]	[112394330]	[]
92_16764	chr1	149636671	149637071	+	1000	35.0	[]	[]	[8.116777]	[125]	[]	[149636883]
92_16769	chr1	153567683	153568083	+	1000	35.0	[6.9297695, 10.995992]	[102, 131]	[6.9297695]	[102]	[153567881, 153567910]	[153567881]
92_16779	chr1	166691474	166691874	+	1000	35.0	[]	[]	[5.9799123]	[109]	[]	[166691675]
92_16782	chr1	173414205	173414605	+	1000	35.0	[10.704721]	[90]	[15.729881]	[90]	[173414375]	[173414375]
92_1679	chr8	2885926	2886326	+	1000	109.0	[5.3481336]	[144]	[]	[]	[2886164]	[]
92_16792	chr1	192066180	192066580	+	1000	35.0	[11.959139, 11.573731]	[88, 128]	[6.9755206]	[128]	[192066368, 192066408]	[192066408]
92_16793	chr1	201503473	201503873	+	1000	35.0	[]	[]	[5.3129845]	[127]	[]	[201503669]
92_16796	chr1	205170689	205171089	+	1000	35.0	[11.298007]	[170]	[]	[]	[205170931]	[]
92_16803	chr1	223831733	223832133	+	1000	35.0	[11.127046]	[145]	[]	[]	[223831960]	[]
92_16804	chr1	225694097	225694497	+	723	35.0	[7.507642]	[124]	[6.474206]	[104]	[225694318]	[225694298]
92_16810	chr1	241611097	241611497	+	1000	35.0	[8.434809]	[176]	[]	[]	[241611331]	[]
92_16818	chr10	15182446	15182846	+	1000	35.0	[]	[]	[8.2299385]	[131]	[]	[15182675]
92_16819	chr10	17220653	17221053	+	1000	35.0	[17.21607]	[127]	[8.741374]	[127]	[17220861]	[17220861]
92_16821	chr10	23438856	23439256	+	1000	35.0	[5.2693543]	[120]	[]	[]	[23439041]	[]
92_16823	chr10	41844370	41844770	+	1000	35.0	[5.300195, 8.440658, 6.95447]	[70, 93, 119]	[6.3459873]	[137]	[41844538, 41844561, 41844587]	[41844605]
92_1683	chr1	27392377	27392777	+	1000	108.0	[9.147153]	[115]	[9.535344]	[115]	[27392585]	[27392585]
92_16833	chr10	70528745	70529145	+	871	35.0	[]	[]	[7.3978443, 5.865993]	[116, 135]	[]	[70528947, 70528966]
92_16834	chr10	71638034	71638434	+	1000	35.0	[]	[]	[10.10063]	[136]	[]	[71638265]
92_1684	chr1	85278861	85279261	+	1000	108.0	[5.905019, 6.474206]	[81, 159]	[8.51173]	[154]	[85279032, 85279110]	[85279105]
92_16841	chr10	79038707	79039107	+	1000	35.0	[5.6962953, 6.919377]	[83, 103]	[]	[]	[79038887, 79038907]	[]
92_16844	chr10	91608800	91609200	+	958	35.0	[8.409817]	[88]	[9.561298]	[108]	[91608969]	[91608989]
92_1685	chr1	161115247	161115647	+	1000	108.0	[10.2545595]	[68]	[]	[]	[161115405]	[]
92_16850	chr10	121987597	121987997	+	1000	35.0	[]	[]	[9.907665]	[90]	[]	[121987776]
92_16854	chr11	10586561	10586961	+	1000	35.0	[6.3444433]	[83]	[8.503669, 7.5300474]	[102, 158]	[10586732]	[10586751, 10586807]
92_16858	chr11	33737252	33737652	+	1000	35.0	[]	[]	[9.03403]	[98]	[]	[33737450]
92_16866	chr11	61347936	61348336	+	1000	35.0	[]	[]	[7.8445306]	[117]	[]	[61348142]
92_16884	chr11	88484768	88485168	+	1000	35.0	[6.8287253]	[173]	[]	[]	[88485011]	[]
92_16885	chr11	91822824	91823224	+	1000	35.0	[]	[]	[10.599883]	[68]	[]	[91822985]
92_1689	chr13	50357554	50357954	+	1000	108.0	[6.6871166]	[97]	[9.1438265, 11.005662]	[97, 114]	[50357745]	[50357745, 50357762]
92_16893	chr11	117172957	117173357	+	660	35.0	[]	[]	[8.200302]	[130]	[]	[117173174]
92_16898	chr12	30450784	30451184	+	1000	35.0	[]	[]	[8.398701]	[116]	[]	[30450993]
92_169	chr10	11499346	11499746	+	1000	215.0	[15.729881]	[103]	[10.704721]	[103]	[11499541]	[11499541]
92_16900	chr12	39490876	39491276	+	1000	35.0	[]	[]	[16.21138]	[97]	[]	[39491048]
92_16910	chr12	75969693	75970093	+	1000	35.0	[10.470215, 7.4008756]	[101, 139]	[7.0594378]	[101]	[75969857, 75969895]	[75969857]
92_16914	chr12	108119238	108119638	+	909	35.0	[]	[]	[5.381711]	[135]	[]	[108119452]
92_16916	chr12	110418164	110418564	+	1000	35.0	[]	[]	[16.21138]	[100]	[]	[110418363]
92_16919	chr12	116455652	116456052	+	1000	35.0	[15.123054, 7.02068]	[119, 135]	[6.6871166, 10.508973]	[119, 135]	[116455854, 116455870]	[116455854, 116455870]
92_16922	chr12	121043123	121043523	+	1000	35.0	[7.0594378, 9.204991]	[116, 133]	[10.470215]	[116]	[121043280, 121043297]	[121043280]
92_16923	chr12	121144358	121144758	+	1000	35.0	[]	[]	[5.643669]	[97]	[]	[121144542]
92_16924	chr12	122888484	122888884	+	1000	35.0	[7.6352787]	[125]	[7.6457744]	[125]	[122888697]	[122888697]
92_16925	chr12	123385622	123386022	+	1000	35.0	[7.3017154]	[91]	[12.259855]	[91]	[123385804]	[123385804]
92_16929	chr13	28161327	28161727	+	1000	35.0	[10.704721, 13.675624]	[79, 122]	[15.729881, 8.611706]	[79, 122]	[28161490, 28161533]	[28161490, 28161533]
92_1693	chr16	19107754	19108154	+	1000	108.0	[12.1936455]	[99]	[]	[]	[19107950]	[]
92_16932	chr13	77478166	77478566	+	1000	35.0	[6.5485716]	[71]	[12.000681, 16.21138]	[71, 79]	[77478321]	[77478321, 77478329]
92_16939	chr14	36091005	36091405	+	1000	35.0	[15.729881]	[105]	[10.704721]	[105]	[36091197]	[36091197]
92_16941	chr14	64363331	64363731	+	1000	35.0	[5.342469, 6.1371675]	[144, 181]	[]	[]	[64363542, 64363579]	[]
92_16961	chr15	64527538	64527938	+	1000	35.0	[]	[]	[5.4058957]	[140]	[]	[64527778]
92_16967	chr15	75200676	75201076	+	1000	35.0	[6.5574484]	[110]	[11.582608]	[110]	[75200842]	[75200842]
92_16971	chr15	82566699	82567099	+	1000	35.0	[]	[]	[14.118364]	[102]	[]	[82566859]
92_16983	chr16	30628723	30629123	+	1000	35.0	[5.342469]	[92]	[]	[]	[30628891]	[]
92_16994	chr16	84423532	84423932	+	1000	35.0	[]	[]	[6.3864]	[107]	[]	[84423715]
92_16999	chr17	13538824	13539224	+	1000	35.0	[]	[]	[4.930344]	[146]	[]	[13539053]
92_17001	chr17	29557020	29557420	+	1000	35.0	[]	[]	[5.300996]	[110]	[]	[29557183]
92_17007	chr17	40218589	40218989	+	1000	35.0	[9.053184, 6.6940527]	[155, 164]	[]	[]	[40218780, 40218789]	[]
