#PeakID(python identify_motif.py ./ENCODE_processed_files/SREBF2_idr.fa SREBF2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
99_15375	chr19	42217812	42218212	+	1000	40.0	[5.3923516, 5.4736104]	[81, 135]	[5.0137806]	[135]	[42217970, 42218024]	[42218024]
99_15388	chr19	48255610	48256010	+	1000	40.0	[5.1603675]	[100]	[]	[]	[48255787]	[]
99_15424	chr2	39511111	39511511	+	979	40.0	[5.1603675]	[175]	[7.04495]	[132]	[39511327]	[39511284]
99_15428	chr2	54557597	54557997	+	1000	40.0	[7.448025]	[87]	[5.7498374]	[87]	[54557777]	[54557777]
99_15436	chr2	86216852	86217252	+	1000	40.0	[8.546056]	[159]	[9.116653]	[159]	[86217038]	[86217038]
99_15499	chr21	33361230	33361630	+	924	40.0	[6.1819606]	[208]	[5.414555]	[208]	[33361465]	[33361465]
99_15524	chr22	19134880	19135280	+	1000	40.0	[5.3542013]	[141]	[]	[]	[19135055]	[]
99_15575	chr22	23786502	23786902	+	1000	40.0	[]	[]	[4.9917645]	[85]	[]	[23786663]
99_15578	chr22	40818750	40819150	+	935	40.0	[]	[]	[4.8104844]	[158]	[]	[40818945]
99_1559	chr22	22040447	22040847	+	1000	70.0	[6.224505]	[146]	[]	[]	[22040635]	[]
99_15623	chr3	48301269	48301669	+	1000	40.0	[]	[]	[4.7920666]	[153]	[]	[48301476]
99_15678	chr4	110193931	110194331	+	1000	40.0	[7.79502]	[127]	[8.334932]	[127]	[110194135]	[110194135]
99_15682	chr4	139266643	139267043	+	1000	40.0	[7.253585]	[214]	[5.367403]	[214]	[139266891]	[139266891]
99_15715	chr5	132789062	132789462	+	1000	40.0	[9.322046]	[121]	[7.9199653]	[121]	[132789276]	[132789276]
99_15771	chr6	16964895	16965295	+	1000	40.0	[]	[]	[5.281087]	[130]	[]	[16965098]
99_1579	chr5	132866682	132867082	+	1000	70.0	[]	[]	[5.215811]	[159]	[]	[132866916]
99_15800	chr6	33275912	33276312	+	1000	40.0	[]	[]	[7.641859]	[146]	[]	[33276134]
99_15868	chr6	158232655	158233055	+	1000	40.0	[8.133006]	[169]	[7.885485]	[169]	[158232874]	[158232874]
99_15878	chr6	161168337	161168737	+	992	40.0	[6.0413485]	[162]	[]	[]	[161168530]	[]
99_15889	chr7	7099563	7099963	+	1000	40.0	[5.7233167]	[135]	[]	[]	[7099786]	[]
99_15905	chr7	73622736	73623136	+	924	40.0	[11.029983]	[189]	[12.30228]	[189]	[73622978]	[73622978]
99_15918	chr7	99381124	99381524	+	821	40.0	[]	[]	[5.146488]	[175]	[]	[99381361]
99_16039	chr8	37904424	37904824	+	1000	40.0	[5.3542013]	[195]	[]	[]	[37904638]	[]
99_16041	chr8	42152497	42152897	+	1000	40.0	[6.6027203]	[151]	[]	[]	[42152731]	[]
99_1606	chr1	35641315	35641715	+	1000	69.0	[5.8832946]	[132]	[]	[]	[35641467]	[]
99_16117	chrX	10119571	10119971	+	1000	40.0	[6.1157203]	[289]	[8.421795]	[289]	[10119798]	[10119798]
99_1618	chr1	201559717	201560117	+	1000	69.0	[5.4006715]	[150]	[6.5676956]	[150]	[201559940]	[201559940]
99_16208	chr1	42683225	42683625	+	903	39.0	[5.414555]	[160]	[6.1819606]	[160]	[42683462]	[42683462]
99_16239	chr1	94854294	94854694	+	1000	39.0	[9.687264]	[160]	[11.549684]	[160]	[94854527]	[94854527]
99_16259	chr1	153509716	153510116	+	1000	39.0	[6.985234]	[101]	[6.328761]	[101]	[153509872]	[153509872]
99_16292	chr1	200642570	200642970	+	974	39.0	[8.528767]	[228]	[6.377666]	[228]	[200642810]	[200642810]
99_16317	chr1	211549267	211549667	+	937	39.0	[7.84528]	[120]	[7.5412455]	[120]	[211549465]	[211549465]
99_16355	chr10	32446120	32446520	+	1000	39.0	[8.916592]	[161]	[6.0138993]	[161]	[32446370]	[32446370]
99_16369	chr10	63521944	63522344	+	1000	39.0	[7.63041]	[85]	[11.144358]	[85]	[63522113]	[63522113]
99_16378	chr10	71825360	71825760	+	808	39.0	[4.841732]	[103]	[]	[]	[71825516]	[]
99_16382	chr10	73496062	73496462	+	1000	39.0	[8.007066]	[114]	[6.5469823]	[114]	[73496221]	[73496221]
99_1639	chr19	14006689	14007089	+	1000	69.0	[5.2342973]	[213]	[]	[]	[14006906]	[]
99_16397	chr10	125719092	125719492	+	1000	39.0	[]	[]	[5.7794027]	[99]	[]	[125719256]
99_16413	chr11	12746541	12746941	+	991	39.0	[6.381235]	[186]	[4.780242]	[186]	[12746743]	[12746743]
99_16425	chr11	57499389	57499789	+	810	39.0	[4.841732]	[240]	[]	[]	[57499638]	[]
99_16482	chr12	50365625	50366025	+	746	39.0	[7.8759885]	[141]	[6.7443457]	[141]	[50365778]	[50365778]
99_16496	chr12	96400805	96401205	+	908	39.0	[4.964579]	[235]	[]	[]	[96401052]	[]
99_165	chr22	19479800	19480200	+	1000	133.0	[6.5715]	[146]	[7.1114125]	[146]	[19480015]	[19480015]
99_16502	chr12	110269816	110270216	+	923	39.0	[6.3137712, 7.401771]	[140, 212]	[4.998689, 8.216677]	[140, 212]	[110269987, 110270059]	[110269987, 110270059]
99_16525	chr13	42271612	42272012	+	966	39.0	[9.881098]	[148]	[10.132329]	[148]	[42271838]	[42271838]
99_16563	chr13	95676699	95677099	+	654	39.0	[]	[]	[5.8832946]	[156]	[]	[95676948]
99_16593	chr15	52019739	52020139	+	1000	39.0	[5.9712152]	[139]	[]	[]	[52019922]	[]
99_16643	chr16	67934477	67934877	+	875	39.0	[]	[]	[5.5897145]	[152]	[]	[67934709]
99_16657	chr16	85361585	85361985	+	793	39.0	[8.685825]	[127]	[6.7822456]	[127]	[85361757]	[85361757]
99_16675	chr17	28749254	28749654	+	1000	39.0	[]	[]	[5.2537107]	[141]	[]	[28749425]
99_16723	chr17	76405904	76406304	+	945	39.0	[7.5740666]	[55]	[]	[]	[76406059]	[]
99_16806	chr19	18436416	18436816	+	778	39.0	[5.754647]	[110]	[7.7851896]	[110]	[18436586]	[18436586]
99_16827	chr19	45882721	45883121	+	1000	39.0	[5.0675783]	[96]	[]	[]	[45882910]	[]
99_16842	chr19	53432097	53432497	+	745	39.0	[7.0990143]	[198]	[5.4686193]	[198]	[53432323]	[53432323]
99_16846	chr19	55116197	55116597	+	844	39.0	[11.720621]	[62]	[12.811104]	[62]	[55116356]	[55116356]
99_16950	chr20	50338514	50338914	+	836	39.0	[]	[]	[5.9712152]	[157]	[]	[50338689]
99_1696	chr6	28542520	28542920	+	1000	69.0	[6.34446]	[163]	[6.6021757]	[163]	[28542733]	[28542733]
99_16966	chr21	34946659	34947059	+	994	39.0	[6.9381795]	[133]	[6.4586344]	[133]	[34946856]	[34946856]
99_16973	chr21	42544547	42544947	+	988	39.0	[4.8139114]	[167]	[]	[]	[42544776]	[]
99_16990	chr22	19002303	19002703	+	928	39.0	[6.3137712, 9.576695]	[141, 172]	[5.0314274, 9.642931]	[141, 172]	[19002495, 19002526]	[19002495, 19002526]
99_17009	chr22	19579847	19580247	+	956	39.0	[10.132329]	[172]	[9.881098, 6.4171405]	[172, 221]	[19580035]	[19580035, 19580084]
99_17041	chr22	36065703	36066103	+	956	39.0	[16.1302]	[92]	[16.1302]	[92]	[36065890]	[36065890]
99_17068	chr3	32709313	32709713	+	728	39.0	[5.639185]	[91]	[]	[]	[32709485]	[]
99_1712	chr7	148940926	148941326	+	1000	69.0	[]	[]	[4.8323154]	[109]	[]	[148941096]
99_17170	chr4	174522707	174523107	+	855	39.0	[]	[]	[5.25398]	[134]	[]	[174522941]
99_17180	chr5	14250055	14250455	+	935	39.0	[5.954486]	[94]	[5.954486]	[94]	[14250225]	[14250225]
99_17188	chr5	43556263	43556663	+	886	39.0	[6.6691823]	[159]	[6.487368]	[159]	[43556443]	[43556443]
99_17250	chr6	3378081	3378481	+	1000	39.0	[]	[]	[6.444684]	[99]	[]	[3378242]
99_17275	chr6	16002341	16002741	+	968	39.0	[6.7045374]	[171]	[9.425415]	[171]	[16002558]	[16002558]
99_1730	chr1	3775874	3776274	+	1000	68.0	[5.300137]	[184]	[]	[]	[3776119]	[]
99_17416	chr7	100569462	100569862	+	993	39.0	[7.534592]	[159]	[9.145781]	[159]	[100569663]	[100569663]
99_17474	chr7	127380510	127380910	+	969	39.0	[8.856226]	[77]	[9.356904]	[77]	[127380663]	[127380663]
99_17502	chr7	137994049	137994449	+	967	39.0	[7.198275]	[112]	[4.8922]	[112]	[137994232]	[137994232]
99_17537	chr7	157300529	157300929	+	883	39.0	[5.796432]	[74]	[5.0598764]	[74]	[157300690]	[157300690]
99_17542	chr8	58318316	58318716	+	923	39.0	[5.760652]	[84]	[7.3718405]	[84]	[58318469]	[58318469]
99_17574	chr9	112175483	112175883	+	852	39.0	[6.413446]	[158]	[6.355444]	[158]	[112175669]	[112175669]
99_17626	chr1	936769	937169	+	973	38.0	[5.4843426]	[130]	[6.0839815]	[130]	[936985]	[936985]
99_17639	chr1	8816753	8817153	+	554	38.0	[7.1114125]	[203]	[6.5715]	[203]	[8816964]	[8816964]
99_1767	chr16	1827020	1827420	+	1000	68.0	[9.145781, 9.830373]	[76, 94]	[7.534592, 6.6088166]	[76, 94]	[1827188, 1827206]	[1827188, 1827206]
99_17674	chr1	25361145	25361545	+	890	38.0	[7.0746374]	[193]	[8.393434]	[193]	[25361366]	[25361366]
99_17692	chr1	27402550	27402950	+	978	38.0	[7.591356]	[202]	[7.172001]	[202]	[27402794]	[27402794]
99_1775	chr19	6753347	6753747	+	1000	68.0	[6.7558374]	[135]	[]	[]	[6753503]	[]
99_17810	chr1	156664396	156664796	+	888	38.0	[]	[]	[4.999786]	[136]	[]	[156664611]
99_17860	chr1	203321189	203321589	+	940	38.0	[4.918883]	[109]	[6.626487]	[109]	[203321356]	[203321356]
99_17905	chr1	230158806	230159206	+	888	38.0	[]	[]	[5.441064]	[197]	[]	[230159027]
99_17917	chr1	241512165	241512565	+	857	38.0	[4.8139114]	[151]	[]	[]	[241512387]	[]
99_17926	chr1	246930983	246931383	+	566	38.0	[]	[]	[5.80862]	[152]	[]	[246931225]
99_17965	chr10	71230299	71230699	+	912	38.0	[6.5176706]	[148]	[]	[]	[71230478]	[]
99_17969	chr10	71613310	71613710	+	796	38.0	[]	[]	[6.375795]	[210]	[]	[71613530]
99_18117	chr13	32315301	32315701	+	889	38.0	[10.497101]	[114]	[11.587584]	[114]	[32315458]	[32315458]
99_18161	chr13	114019398	114019798	+	890	38.0	[]	[]	[6.444684]	[69]	[]	[114019550]
99_18165	chr14	58426970	58427370	+	835	38.0	[4.797541, 9.642931]	[126, 145]	[5.0250344, 9.542401]	[126, 145]	[58427172, 58427191]	[58427172, 58427191]
99_18186	chr15	67840356	67840756	+	945	38.0	[6.783546]	[148]	[5.3234625]	[148]	[67840578]	[67840578]
99_18210	chr15	101451297	101451697	+	798	38.0	[5.7233167]	[160]	[]	[]	[101451477]	[]
99_18211	chr15	101455211	101455611	+	982	38.0	[12.74451]	[218]	[11.114115]	[218]	[101455458]	[101455458]
99_18237	chr16	57576459	57576859	+	928	38.0	[6.1278963]	[83]	[]	[]	[57576619]	[]
99_18270	chr17	7582886	7583286	+	930	38.0	[5.602598]	[124]	[6.477231]	[124]	[7583108]	[7583108]
99_18292	chr17	41529036	41529436	+	922	38.0	[4.8142886]	[218]	[]	[]	[41529285]	[]
99_1832	chr7	65982078	65982478	+	1000	68.0	[11.029983]	[81]	[12.30228, 5.806085]	[81, 97]	[65982253]	[65982253, 65982269]
99_18348	chr18	596974	597374	+	960	38.0	[]	[]	[6.375795]	[117]	[]	[597125]
99_18363	chr18	9073582	9073982	+	875	38.0	[]	[]	[5.2188683]	[237]	[]	[9073824]
99_18474	chr2	20051752	20052152	+	803	38.0	[7.355334]	[134]	[5.2967796]	[134]	[20051956]	[20051956]
99_1855	chr1	228457346	228457746	+	1000	67.0	[6.6691823]	[81]	[6.487368]	[81]	[228457513]	[228457513]
99_18569	chr2	241880908	241881308	+	841	38.0	[4.7653837]	[131]	[]	[]	[241881105]	[]
99_18572	chr20	23350249	23350649	+	918	38.0	[7.1593804]	[115]	[]	[]	[23350452]	[]
99_18581	chr20	33731495	33731895	+	918	38.0	[7.84528]	[95]	[7.5412455]	[95]	[33731654]	[33731654]
99_1860	chr10	72625770	72626170	+	1000	67.0	[5.9335647]	[141]	[]	[]	[72626005]	[]
99_18617	chr21	34940878	34941278	+	964	38.0	[6.4954095]	[208]	[5.1162457]	[208]	[34941104]	[34941104]
99_18621	chr21	37370666	37371066	+	783	38.0	[5.8643517]	[117]	[5.115098]	[117]	[37370826]	[37370826]
99_18632	chr21	46509054	46509454	+	664	38.0	[5.2761946]	[151]	[4.9043765]	[158]	[46509245]	[46509252]
99_18633	chr22	12601765	12602165	+	920	38.0	[]	[]	[5.4448533]	[139]	[]	[12601967]
99_18714	chr3	5020387	5020787	+	787	38.0	[7.2258306]	[148]	[10.987299]	[148]	[5020605]	[5020605]
99_18770	chr3	108222106	108222506	+	737	38.0	[4.999786]	[108]	[]	[]	[108222257]	[]
99_18778	chr3	171192330	171192730	+	644	38.0	[7.9300528]	[126]	[7.6613994]	[126]	[171192555]	[171192555]
99_18780	chr3	183428790	183429190	+	944	38.0	[8.133006]	[127]	[7.885485]	[127]	[183429006]	[183429006]
99_18785	chr3	194257126	194257526	+	935	38.0	[5.0296783]	[186]	[]	[]	[194257364]	[]
99_18794	chr3	196609283	196609683	+	934	38.0	[4.780242]	[192]	[6.626487]	[192]	[196609478]	[196609478]
99_18804	chr4	6546549	6546949	+	744	38.0	[4.7707453]	[146]	[5.2378263]	[146]	[6546741]	[6546741]
99_18837	chr5	42587734	42588134	+	853	38.0	[5.5208254]	[71]	[6.652468]	[71]	[42587887]	[42587887]
99_18838	chr5	54786223	54786623	+	961	38.0	[10.430638]	[176]	[9.567649]	[176]	[54786468]	[54786468]
99_18852	chr5	132385477	132385877	+	972	38.0	[5.0296783]	[104]	[]	[]	[132385675]	[]
99_18858	chr5	135173936	135174336	+	842	38.0	[7.9888544]	[130]	[6.9175787, 5.3542013]	[130, 153]	[135174145]	[135174145, 135174168]
99_18883	chr5	177529202	177529602	+	689	38.0	[10.765922]	[155]	[10.866451]	[155]	[177529428]	[177529428]
99_18900	chr6	3355417	3355817	+	813	38.0	[4.805952]	[215]	[5.427188]	[215]	[3355662]	[3355662]
99_18924	chr6	14621425	14621825	+	901	38.0	[6.9037]	[112]	[5.2695937]	[112]	[14621586]	[14621586]
99_18974	chr6	34190332	34190732	+	868	38.0	[4.768052]	[121]	[]	[]	[34190499]	[]
99_19019	chr6	83193898	83194298	+	904	38.0	[6.1278963]	[151]	[]	[]	[83194137]	[]
99_19146	chr7	105533363	105533763	+	576	38.0	[4.986595]	[151]	[5.0219765]	[151]	[105533522]	[105533522]
99_19182	chr7	121086036	121086436	+	813	38.0	[10.800216]	[148]	[10.866451]	[148]	[121086277]	[121086277]
99_19248	chr7	148804521	148804921	+	918	38.0	[5.5897145]	[130]	[]	[]	[148804741]	[]
99_19260	chr7	151023558	151023958	+	944	38.0	[]	[]	[5.215811]	[159]	[]	[151023761]
99_19283	chr8	11879739	11880139	+	915	38.0	[8.181284]	[155]	[7.4101677]	[155]	[11879904]	[11879904]
99_19290	chr8	25458294	25458694	+	974	38.0	[6.1567125]	[182]	[]	[]	[25458524]	[]
99_19292	chr8	37851328	37851728	+	945	38.0	[4.9526544]	[158]	[]	[]	[37851528]	[]
99_19298	chr8	42842531	42842931	+	747	38.0	[5.300137]	[62]	[]	[]	[42842688]	[]
99_1937	chr7	105521395	105521795	+	1000	67.0	[4.797541]	[106]	[5.0250344]	[106]	[105521589]	[105521589]
99_19382	chr9	136992748	136993148	+	937	38.0	[]	[]	[5.8576007]	[211]	[]	[136992970]
99_19391	chrX	103687178	103687578	+	955	38.0	[]	[]	[5.288735]	[131]	[]	[103687396]
99_19421	chr1	12473749	12474149	+	797	37.0	[6.413446]	[205]	[6.216803]	[205]	[12473979]	[12473979]
99_19435	chr1	20171131	20171531	+	856	37.0	[4.8516054, 6.477231]	[141, 178]	[5.942088, 5.602598]	[141, 178]	[20171327, 20171364]	[20171327, 20171364]
99_19450	chr1	24332274	24332674	+	748	37.0	[8.3210535]	[73]	[5.07576]	[73]	[24332443]	[24332443]
99_19471	chr1	26781368	26781768	+	883	37.0	[]	[]	[5.51126]	[146]	[]	[26781602]
99_19474	chr1	26882524	26882924	+	914	37.0	[6.432653]	[150]	[6.336237]	[150]	[26882707]	[26882707]
99_19541	chr1	109396824	109397224	+	754	37.0	[6.223306]	[117]	[5.200616]	[117]	[109397001]	[109397001]
99_19559	chr1	117367571	117367971	+	921	37.0	[5.9305873]	[123]	[5.014568]	[123]	[117367760]	[117367760]
99_19562	chr1	118184848	118185248	+	790	37.0	[10.793465]	[200]	[8.643185]	[200]	[118185066]	[118185066]
99_19576	chr1	156295357	156295757	+	930	37.0	[5.3542013]	[105]	[]	[]	[156295521]	[]
99_19611	chr1	182340442	182340842	+	881	37.0	[6.626487]	[138]	[4.780242]	[138]	[182340595]	[182340595]
99_19616	chr1	184035709	184036109	+	895	37.0	[6.7443457]	[166]	[7.8759885]	[166]	[184035913]	[184035913]
99_1965	chr1	37690372	37690772	+	1000	66.0	[7.316439]	[103]	[]	[]	[37690533]	[]
99_1967	chr1	50960281	50960681	+	1000	66.0	[8.546056]	[227]	[9.116653]	[227]	[50960523]	[50960523]
99_19739	chr10	68526833	68527233	+	890	37.0	[9.449098]	[220]	[10.959755]	[220]	[68527079]	[68527079]
99_1977	chr1	226001950	226002350	+	1000	66.0	[]	[]	[4.8104844]	[148]	[]	[226002197]
99_19780	chr10	97407345	97407745	+	821	37.0	[6.216803]	[135]	[6.413446]	[135]	[97407568]	[97407568]
99_19786	chr10	109884166	109884566	+	771	37.0	[12.811104]	[69]	[11.720621]	[69]	[109884334]	[109884334]
99_19793	chr11	553862	554262	+	867	37.0	[5.8475146]	[112]	[5.69254]	[112]	[554018]	[554018]
99_19828	chr11	62694739	62695139	+	744	37.0	[5.1848216]	[188]	[6.538294]	[188]	[62694971]	[62694971]
99_1985	chr15	74956124	74956524	+	1000	66.0	[6.487368, 8.254964]	[86, 134]	[6.6691823, 5.908041]	[86, 134]	[74956295, 74956343]	[74956295, 74956343]
99_1986	chr16	3305091	3305491	+	1000	66.0	[7.355334]	[100]	[5.2967796]	[100]	[3305291]	[3305291]
99_19876	chr11	123740769	123741169	+	856	37.0	[6.128274]	[148]	[]	[]	[123741009]	[]
99_19897	chr12	52010296	52010696	+	886	37.0	[5.365669]	[111]	[4.9508657]	[111]	[52010462]	[52010462]
99_19904	chr12	56644722	56645122	+	883	37.0	[6.1819606]	[193]	[5.414555]	[193]	[56644951]	[56644951]
99_19910	chr12	64625429	64625829	+	875	37.0	[]	[]	[4.9018226]	[170]	[]	[64625674]
99_19923	chr12	108854443	108854843	+	811	37.0	[11.42953]	[101]	[9.741133]	[101]	[108854639]	[108854639]
99_1995	chr19	45590919	45591319	+	1000	66.0	[11.235696]	[138]	[11.019846]	[138]	[45591139]	[45591139]
99_19956	chr13	78658821	78659221	+	714	37.0	[9.818341]	[161]	[11.213679]	[161]	[78659066]	[78659066]
99_19975	chr13	90890259	90890659	+	857	37.0	[6.328761]	[141]	[6.985234]	[141]	[90890420]	[90890420]
99_20008	chr14	23078060	23078460	+	913	37.0	[5.374046]	[152]	[7.9399495]	[152]	[23078269]	[23078269]
99_20015	chr14	77760624	77761024	+	919	37.0	[5.415371]	[120]	[]	[]	[77760841]	[]
99_2002	chr2	24792988	24793388	+	1000	66.0	[6.487368]	[177]	[6.6691823]	[177]	[24793214]	[24793214]
99_20034	chr15	62060524	62060924	+	931	37.0	[6.216803]	[168]	[6.413446]	[168]	[62060739]	[62060739]
99_20110	chr16	79891381	79891781	+	883	37.0	[4.9018226]	[166]	[4.9018226]	[166]	[79891593]	[79891593]
99_2012	chr22	20978902	20979302	+	1000	66.0	[5.427188]	[79]	[4.805952]	[79]	[20979062]	[20979062]
99_20135	chr17	18183332	18183732	+	933	37.0	[4.9095244]	[127]	[]	[]	[18183559]	[]
99_20139	chr17	28911082	28911482	+	790	37.0	[]	[]	[5.528985]	[149]	[]	[28911269]
99_20159	chr17	44533410	44533810	+	894	37.0	[6.0044026, 6.216803]	[145, 219]	[7.5279307, 6.413446]	[145, 219]	[44533575, 44533649]	[44533575, 44533649]
99_20174	chr17	50550748	50551148	+	887	37.0	[7.2258306, 12.74451]	[75, 95]	[10.987299, 11.114115]	[75, 95]	[50550913, 50550933]	[50550913, 50550933]
99_20200	chr17	76246503	76246903	+	888	37.0	[6.2572427]	[240]	[]	[]	[76246753]	[]
99_20230	chr18	35290996	35291396	+	864	37.0	[7.2258306]	[219]	[10.987299]	[219]	[35291228]	[35291228]
99_20290	chr19	38683660	38684060	+	789	37.0	[12.74451]	[172]	[11.114115]	[172]	[38683838]	[38683838]
99_20362	chr2	55112899	55113299	+	834	37.0	[6.626487]	[133]	[4.918883]	[133]	[55113113]	[55113113]
99_20392	chr2	96892527	96892927	+	667	37.0	[5.026335]	[124]	[]	[]	[96892715]	[]
99_20403	chr2	127397923	127398323	+	663	37.0	[4.884403]	[138]	[]	[]	[127398121]	[]
99_20442	chr2	177724722	177725122	+	867	37.0	[5.4316607]	[88]	[]	[]	[177724904]	[]
99_20498	chr21	34999351	34999751	+	930	37.0	[5.8191347]	[174]	[6.33902]	[174]	[34999571]	[34999571]
99_2051	chr6	47309755	47310155	+	1000	66.0	[5.317426]	[108]	[]	[]	[47309932]	[]
99_20520	chr22	18974447	18974847	+	887	37.0	[9.796326]	[104]	[10.012176]	[104]	[18974627]	[18974627]
99_2053	chr7	55951714	55952114	+	1000	66.0	[]	[]	[7.4587026]	[130]	[]	[55951935]
99_20539	chr22	19869264	19869664	+	863	37.0	[4.7653837]	[131]	[]	[]	[19869493]	[]
99_20554	chr22	22179899	22180299	+	861	37.0	[6.128274]	[106]	[]	[]	[22180066]	[]
99_20569	chr22	36507147	36507547	+	702	37.0	[11.235696]	[162]	[11.019846]	[162]	[36507331]	[36507331]
99_20572	chr22	39319346	39319746	+	779	37.0	[7.330568]	[223]	[6.13548]	[223]	[39319596]	[39319596]
99_2062	chr7	129224297	129224697	+	1000	66.0	[14.179153]	[175]	[13.659268]	[175]	[129224504]	[129224504]
99_20677	chr4	6987282	6987682	+	857	37.0	[7.8063507]	[133]	[8.373735]	[133]	[6987499]	[6987499]
99_20692	chr4	73868897	73869297	+	883	37.0	[]	[]	[5.730965]	[132]	[]	[73869094]
99_20733	chr5	41925612	41926012	+	802	37.0	[4.895257]	[122]	[]	[]	[41925787]	[]
99_20785	chr5	181194440	181194840	+	850	37.0	[]	[]	[4.8692756]	[242]	[]	[181194686]
99_20786	chr5	181235667	181236067	+	868	37.0	[]	[]	[5.8576007]	[67]	[]	[181235824]
99_20794	chr6	3351770	3352170	+	935	37.0	[5.791331]	[170]	[]	[]	[3351992]	[]
99_20873	chr6	32947822	32948222	+	906	37.0	[]	[]	[5.4316607]	[80]	[]	[32947990]
99_20879	chr6	34646807	34647207	+	826	37.0	[6.780116]	[196]	[7.614812]	[196]	[34647054]	[34647054]
99_20980	chr6	161049548	161049948	+	895	37.0	[]	[]	[5.7822747]	[125]	[]	[161049727]
99_20990	chr7	2660658	2661058	+	765	37.0	[6.5676956]	[112]	[5.4006715]	[112]	[2660828]	[2660828]
99_20993	chr7	5494690	5495090	+	840	37.0	[8.133006]	[187]	[7.885485]	[187]	[5494930]	[5494930]
99_21088	chr7	119799138	119799538	+	908	37.0	[7.7586694]	[152]	[]	[]	[119799348]	[]
99_21141	chr7	139917256	139917656	+	681	37.0	[4.8142886]	[132]	[]	[]	[139917467]	[]
99_2118	chr17	49788467	49788867	+	1000	65.0	[11.114115]	[82]	[12.74451]	[82]	[49788619]	[49788619]
99_21236	chr8	143569583	143569983	+	899	37.0	[]	[]	[5.3542013]	[93]	[]	[143569771]
99_21241	chr8	144508962	144509362	+	862	37.0	[6.8180256]	[113]	[6.373862]	[113]	[144509173]	[144509173]
99_2125	chr17	82497071	82497471	+	1000	65.0	[6.6088166, 6.6088166]	[132, 144]	[9.830373, 9.830373]	[132, 144]	[82497252, 82497264]	[82497252, 82497264]
99_21253	chr9	94140177	94140577	+	741	37.0	[5.9928136]	[146]	[8.375118]	[146]	[94140400]	[94140400]
99_21258	chr9	97703746	97704146	+	707	37.0	[6.328761]	[315]	[6.985234]	[315]	[97703983]	[97703983]
99_2126	chr18	35290181	35290581	+	1000	65.0	[]	[]	[6.1567125]	[122]	[]	[35290373]
99_21283	chr9	128551866	128552266	+	876	37.0	[]	[]	[6.445661]	[109]	[]	[128552060]
99_21301	chr9	136841738	136842138	+	787	37.0	[]	[]	[5.6781764]	[148]	[]	[136841945]
99_21312	chrX	77910327	77910727	+	900	37.0	[11.7962]	[166]	[11.000501]	[166]	[77910553]	[77910553]
99_21337	chr1	10507279	10507679	+	698	36.0	[5.93444]	[118]	[5.662076]	[118]	[10507470]	[10507470]
99_21339	chr1	11845528	11845928	+	797	36.0	[5.414555]	[202]	[6.1819606]	[202]	[11845762]	[11845762]
99_2139	chr2	181892426	181892826	+	1000	65.0	[]	[]	[5.095657]	[81]	[]	[181892584]
99_214	chr22	21952535	21952935	+	1000	121.0	[5.887083]	[113]	[]	[]	[21952730]	[]
99_21426	chr1	35564567	35564967	+	722	36.0	[]	[]	[4.942262]	[142]	[]	[35564791]
99_2147	chr22	20807231	20807631	+	1000	65.0	[5.146488]	[199]	[]	[]	[20807475]	[]
99_21485	chr1	109885196	109885596	+	717	36.0	[4.8104844]	[143]	[]	[]	[109885367]	[]
99_21489	chr1	110873963	110874363	+	873	36.0	[5.014568]	[75]	[5.9305873]	[75]	[110874125]	[110874125]
99_21609	chr1	211371313	211371713	+	822	36.0	[5.300137]	[212]	[]	[]	[211371536]	[]
99_21633	chr1	226875902	226876302	+	650	36.0	[6.2521048]	[215]	[5.9904227]	[215]	[226876133]	[226876133]
99_21667	chr1	241532890	241533290	+	623	36.0	[11.42953]	[174]	[9.602491]	[174]	[241533078]	[241533078]
99_21705	chr10	45725642	45726042	+	819	36.0	[]	[]	[5.1003165]	[143]	[]	[45725811]
99_21760	chr10	79188159	79188559	+	825	36.0	[8.123887]	[148]	[6.244045]	[148]	[79188328]	[79188328]
99_21770	chr10	99659414	99659814	+	739	36.0	[7.139263]	[103]	[7.591356]	[103]	[99659584]	[99659584]
99_21789	chr11	12200233	12200633	+	843	36.0	[]	[]	[5.2537107]	[167]	[]	[12200459]
99_21801	chr11	46896127	46896527	+	833	36.0	[]	[]	[8.043841]	[126]	[]	[46896351]
99_21813	chr11	61749412	61749812	+	872	36.0	[6.6204057]	[164]	[8.983185]	[164]	[61749645]	[61749645]
99_21816	chr11	61897728	61898128	+	703	36.0	[]	[]	[5.627596]	[133]	[]	[61897960]
99_21826	chr11	65314858	65315258	+	823	36.0	[4.7920666]	[179]	[]	[]	[65315050]	[]
99_21873	chr11	124071695	124072095	+	796	36.0	[5.796432]	[179]	[5.0598764]	[179]	[124071919]	[124071919]
99_21883	chr12	4648946	4649346	+	742	36.0	[5.754647]	[152]	[7.819484]	[152]	[4649171]	[4649171]
99_21886	chr12	10212250	10212650	+	659	36.0	[4.841732]	[160]	[]	[]	[10212490]	[]
99_21907	chr12	54214831	54215231	+	720	36.0	[4.8048553]	[80]	[7.7311254]	[80]	[54214997]	[54214997]
99_21918	chr12	70660791	70661191	+	696	36.0	[]	[]	[6.0034485]	[148]	[]	[70661036]
