#PeakID(python identify_motif.py ./ENCODE_processed_files/SREBF2_idr.fa SREBF2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
99_17037	chr22	22828905	22829305	+	996	39.0	[]	[]	[5.219686]	[214]	[]	[22829132]
99_17062	chr3	14504381	14504781	+	1000	39.0	[6.589189]	[96]	[6.174386]	[96]	[14504541]	[14504541]
99_17067	chr3	24348318	24348718	+	1000	39.0	[5.3542013]	[204]	[]	[]	[24348553]	[]
99_17073	chr3	33899214	33899614	+	989	39.0	[7.0714707]	[199]	[7.691886]	[199]	[33899420]	[33899420]
99_17077	chr3	37239953	37240353	+	971	39.0	[9.16307]	[122]	[10.27358]	[122]	[37240150]	[37240150]
99_17078	chr3	37245882	37246282	+	680	39.0	[10.27358]	[165]	[9.16307]	[165]	[37246128]	[37246128]
99_17082	chr3	39031141	39031541	+	1000	39.0	[7.0714707]	[66]	[7.691886]	[66]	[39031303]	[39031303]
99_17084	chr3	40192495	40192895	+	579	39.0	[5.414555]	[88]	[6.1819606]	[88]	[40192674]	[40192674]
99_17086	chr3	43104659	43105059	+	1000	39.0	[6.2910986]	[132]	[5.1328235]	[132]	[43104831]	[43104831]
99_17141	chr4	38525265	38525665	+	896	39.0	[9.796326]	[107]	[10.012176]	[107]	[38525466]	[38525466]
99_17162	chr4	108172868	108173268	+	870	39.0	[5.3115067]	[155]	[]	[]	[108173109]	[]
99_17197	chr5	112586957	112587357	+	789	39.0	[5.93444]	[256]	[5.662076]	[256]	[112587146]	[112587146]
99_17198	chr5	112973972	112974372	+	983	39.0	[4.780242]	[122]	[6.626487]	[122]	[112974154]	[112974154]
99_1720	chr9	130735075	130735475	+	1000	69.0	[9.16307]	[126]	[10.27358]	[126]	[130735261]	[130735261]
99_17212	chr5	132971890	132972290	+	840	39.0	[]	[]	[4.778447]	[120]	[]	[132972091]
99_17219	chr5	139652318	139652718	+	999	39.0	[7.7284265]	[105]	[7.7284265]	[105]	[139652480]	[139652480]
99_17259	chr6	13319900	13320300	+	1000	39.0	[5.3869996]	[156]	[]	[]	[13320074]	[]
99_17273	chr6	15897114	15897514	+	974	39.0	[7.5740666]	[68]	[]	[]	[15897282]	[]
99_17282	chr6	20453954	20454354	+	1000	39.0	[5.2574964]	[147]	[5.777381]	[147]	[20454190]	[20454190]
99_17291	chr6	27231171	27231571	+	843	39.0	[10.27358]	[70]	[9.16307]	[70]	[27231325]	[27231325]
99_17298	chr6	28793338	28793738	+	969	39.0	[10.27358]	[150]	[9.16307]	[150]	[28793532]	[28793532]
99_17324	chr6	41920223	41920623	+	916	39.0	[7.746115]	[87]	[6.7914]	[87]	[41920383]	[41920383]
99_17325	chr6	42096148	42096548	+	942	39.0	[]	[]	[4.841732]	[128]	[]	[42096324]
99_17338	chr6	49674667	49675067	+	891	39.0	[5.809614]	[159]	[4.8827033]	[159]	[49674866]	[49674866]
99_1734	chr1	36224059	36224459	+	1000	68.0	[9.830373, 6.329314]	[151, 173]	[6.6088166, 5.774573]	[151, 173]	[36224245, 36224267]	[36224245, 36224267]
99_17358	chr6	150165808	150166208	+	1000	39.0	[5.2537107]	[139]	[]	[]	[150166028]	[]
99_17415	chr7	100217544	100217944	+	994	39.0	[11.518695]	[61]	[12.901568]	[61]	[100217697]	[100217697]
99_17423	chr7	101143605	101144005	+	993	39.0	[10.27358]	[150]	[9.16307]	[150]	[101143842]	[101143842]
99_17440	chr7	106371530	106371930	+	651	39.0	[6.652468, 5.2378263]	[108, 171]	[5.5208254, 4.7707453]	[108, 171]	[106371685, 106371748]	[106371685, 106371748]
99_17441	chr7	106463018	106463418	+	717	39.0	[6.216803]	[149]	[6.413446]	[149]	[106463251]	[106463251]
99_17446	chr7	106767367	106767767	+	903	39.0	[]	[]	[5.300137]	[156]	[]	[106767586]
99_17465	chr7	117017017	117017417	+	1000	39.0	[10.959755, 6.7063365, 11.324861]	[172, 179, 184]	[9.449098, 5.4006715, 14.318923]	[172, 179, 184]	[117017225, 117017232, 117017237]	[117017225, 117017232, 117017237]
99_17497	chr7	135668297	135668697	+	903	39.0	[7.691886]	[109]	[7.0714707]	[109]	[135668499]	[135668499]
99_1750	chr11	62771323	62771723	+	1000	68.0	[]	[]	[5.8576007]	[76]	[]	[62771486]
99_17501	chr7	136174271	136174671	+	1000	39.0	[]	[]	[5.338483]	[106]	[]	[136174457]
99_17503	chr7	138463244	138463644	+	810	39.0	[9.16307]	[171]	[10.27358]	[171]	[138463463]	[138463463]
99_17521	chr7	149056467	149056867	+	761	39.0	[6.589189, 6.562003]	[67, 149]	[6.174386, 5.722752]	[67, 149]	[149056620, 149056702]	[149056620, 149056702]
99_17525	chr7	149850143	149850543	+	619	39.0	[6.5897117]	[93]	[6.7408166]	[93]	[149850297]	[149850297]
99_17527	chr7	150342281	150342681	+	1000	39.0	[9.0321665]	[116]	[6.586282]	[116]	[150342473]	[150342473]
99_17534	chr7	156888762	156889162	+	936	39.0	[7.524402]	[189]	[]	[]	[156889006]	[]
99_17549	chr8	106060436	106060836	+	986	39.0	[7.6992993, 12.241914]	[104, 129]	[8.73989, 14.372988]	[104, 129]	[106060587, 106060612]	[106060587, 106060612]
99_17554	chr8	127898680	127899080	+	994	39.0	[6.2508497]	[215]	[]	[]	[127898903]	[]
99_17591	chr9	128330989	128331389	+	1000	39.0	[]	[]	[5.5981226]	[190]	[]	[128331190]
99_17643	chr1	11064461	11064861	+	585	38.0	[10.27358]	[123]	[9.16307]	[123]	[11064631]	[11064631]
99_1765	chr13	107886984	107887384	+	1000	68.0	[7.9399495]	[91]	[5.374046]	[91]	[107887148]	[107887148]
99_17668	chr1	22038057	22038457	+	778	38.0	[8.026171]	[168]	[9.6365385]	[168]	[22038278]	[22038278]
99_17698	chr1	28683301	28683701	+	923	38.0	[5.335151]	[55]	[5.173364]	[55]	[28683456]	[28683456]
99_17709	chr1	32649336	32649736	+	901	38.0	[]	[]	[5.062416]	[154]	[]	[32649509]
99_17710	chr1	32814424	32814824	+	926	38.0	[7.691886]	[143]	[7.0714707]	[143]	[32814621]	[32814621]
99_17714	chr1	35189834	35190234	+	972	38.0	[7.0990143]	[110]	[5.4686193]	[110]	[35190038]	[35190038]
99_17724	chr1	39191721	39192121	+	852	38.0	[7.0714707]	[137]	[7.691886]	[137]	[39191928]	[39191928]
99_17728	chr1	40038438	40038838	+	802	38.0	[5.547099]	[188]	[5.002631]	[188]	[40038680]	[40038680]
99_17740	chr1	45493051	45493451	+	723	38.0	[4.7707453]	[171]	[5.2378263]	[171]	[45493297]	[45493297]
99_17753	chr1	52728189	52728589	+	940	38.0	[9.449098]	[67]	[10.959755]	[67]	[52728353]	[52728353]
99_17766	chr1	70528832	70529232	+	943	38.0	[5.066255]	[176]	[]	[]	[70529067]	[]
99_17809	chr1	156651938	156652338	+	932	38.0	[5.0077453]	[94]	[]	[]	[156652109]	[]
99_17817	chr1	161116123	161116523	+	607	38.0	[7.0714707]	[113]	[7.691886]	[113]	[161116293]	[161116293]
99_17825	chr1	167820618	167821018	+	888	38.0	[7.0714707]	[188]	[7.691886]	[188]	[167820851]	[167820851]
99_17845	chr1	181035744	181036144	+	938	38.0	[]	[]	[6.5176706]	[100]	[]	[181035900]
99_17863	chr1	204695502	204695902	+	938	38.0	[4.8139114]	[162]	[]	[]	[204695694]	[]
99_17867	chr1	206419205	206419605	+	916	38.0	[]	[]	[5.3542013]	[121]	[]	[206419396]
99_17880	chr1	212233738	212234138	+	938	38.0	[6.174386, 5.374046]	[152, 160]	[6.589189, 7.9399495]	[152, 160]	[212233958, 212233966]	[212233958, 212233966]
99_17884	chr1	212859879	212860279	+	912	38.0	[7.0714707]	[92]	[7.691886]	[92]	[212860060]	[212860060]
99_17885	chr1	213136109	213136509	+	566	38.0	[6.1874013]	[135]	[6.197596]	[135]	[213136323]	[213136323]
99_17911	chr1	234868187	234868587	+	952	38.0	[4.9526544]	[76]	[]	[]	[234868355]	[]
99_1792	chr22	21837954	21838354	+	1000	68.0	[10.27358]	[98]	[9.16307]	[98]	[21838136]	[21838136]
99_1793	chr22	21852420	21852820	+	1000	68.0	[7.0714707]	[151]	[7.691886]	[151]	[21852618]	[21852618]
99_17963	chr10	70681409	70681809	+	917	38.0	[6.3217306]	[142]	[]	[]	[70681614]	[]
99_17982	chr10	74025088	74025488	+	966	38.0	[9.16307]	[154]	[10.27358]	[154]	[74025248]	[74025248]
99_1800	chr3	4467048	4467448	+	1000	68.0	[5.338483, 10.497101]	[123, 140]	[11.587584]	[140]	[4467258, 4467275]	[4467275]
99_18035	chr11	66841155	66841555	+	693	38.0	[7.9399495, 6.589189]	[126, 134]	[5.374046, 6.174386]	[126, 134]	[66841339, 66841347]	[66841339, 66841347]
99_18072	chr12	23950644	23951044	+	934	38.0	[5.8503675]	[104]	[7.414527]	[104]	[23950804]	[23950804]
99_18088	chr12	57431981	57432381	+	919	38.0	[9.16307]	[235]	[10.27358]	[235]	[57432231]	[57432231]
99_18089	chr12	62250908	62251308	+	792	38.0	[]	[]	[4.9961805]	[189]	[]	[62251150]
99_18099	chr12	112109452	112109852	+	802	38.0	[8.615629]	[140]	[]	[]	[112109690]	[]
99_18100	chr12	113193852	113194252	+	775	38.0	[7.0714707]	[108]	[7.691886]	[108]	[113194015]	[113194015]
99_18101	chr12	113357908	113358308	+	935	38.0	[10.27358]	[197]	[9.16307]	[197]	[113358144]	[113358144]
99_18105	chr12	121681763	121682163	+	974	38.0	[10.27358]	[122]	[9.16307]	[122]	[121681956]	[121681956]
99_18106	chr12	121749268	121749668	+	930	38.0	[7.0714707]	[102]	[7.691886]	[102]	[121749459]	[121749459]
99_18141	chr13	91299192	91299592	+	830	38.0	[]	[]	[5.730965]	[129]	[]	[91299368]
99_18142	chr13	91320758	91321158	+	777	38.0	[10.27358]	[79]	[9.16307]	[79]	[91320928]	[91320928]
99_18166	chr14	77098028	77098428	+	942	38.0	[10.497101]	[126]	[11.587584]	[126]	[77098188]	[77098188]
99_18187	chr15	67878732	67879132	+	666	38.0	[6.355444]	[114]	[6.413446, 4.7484283]	[114, 155]	[67878937]	[67878937, 67878978]
99_1819	chr6	27495610	27496010	+	1000	68.0	[12.74451, 6.5125027]	[70, 77]	[11.114115, 6.8180256]	[70, 77]	[27495762, 27495769]	[27495762, 27495769]
99_18215	chr16	3004923	3005323	+	911	38.0	[6.8180256]	[198]	[6.373862]	[198]	[3005167]	[3005167]
99_18223	chr16	15948963	15949363	+	822	38.0	[6.5715]	[94]	[7.1114125]	[94]	[15949135]	[15949135]
99_18232	chr16	30525991	30526391	+	943	38.0	[5.9712152]	[105]	[]	[]	[30526180]	[]
99_18252	chr16	79972144	79972544	+	921	38.0	[9.542401]	[89]	[9.642931]	[89]	[79972310]	[79972310]
99_18262	chr16	88508673	88509073	+	968	38.0	[6.549278, 5.93444]	[129, 202]	[4.996092, 5.662076]	[129, 202]	[88508851, 88508924]	[88508851, 88508924]
99_18266	chr16	89581180	89581580	+	548	38.0	[4.8323154, 4.8323154]	[149, 173]	[]	[]	[89581346, 89581370]	[]
99_18283	chr17	35560175	35560575	+	581	38.0	[5.3089323]	[166]	[]	[]	[35560424]	[]
99_18322	chr17	64919283	64919683	+	950	38.0	[12.241914]	[97]	[14.372988]	[97]	[64919480]	[64919480]
99_18327	chr17	75861392	75861792	+	925	38.0	[10.27358]	[188]	[9.16307]	[188]	[75861597]	[75861597]
99_18334	chr17	80147018	80147418	+	958	38.0	[11.000501]	[146]	[11.7962]	[146]	[80147242]	[80147242]
99_18356	chr18	3260225	3260625	+	972	38.0	[6.419986]	[130]	[5.353265]	[130]	[3260384]	[3260384]
99_18359	chr18	3616150	3616550	+	798	38.0	[4.8692756]	[138]	[]	[]	[3616308]	[]
99_18378	chr19	2543507	2543907	+	763	38.0	[4.7653837]	[122]	[]	[]	[2543667]	[]
99_18379	chr19	2784094	2784494	+	982	38.0	[10.765922]	[127]	[10.866451]	[127]	[2784293]	[2784293]
99_18390	chr19	6772635	6773035	+	956	38.0	[7.904722]	[157]	[6.4753485]	[157]	[6772869]	[6772869]
99_18391	chr19	8033979	8034379	+	923	38.0	[11.1318035]	[77]	[11.807484]	[77]	[8034132]	[8034132]
99_18392	chr19	10085567	10085967	+	962	38.0	[6.972297]	[175]	[5.766236]	[175]	[10085808]	[10085808]
99_18394	chr19	10428036	10428436	+	972	38.0	[10.959755]	[141]	[9.449098]	[141]	[10428270]	[10428270]
99_18400	chr19	12847740	12848140	+	971	38.0	[9.610193]	[197]	[9.542401]	[197]	[12847985]	[12847985]
99_18445	chr19	49775436	49775836	+	966	38.0	[7.691886]	[172]	[7.0714707]	[172]	[49775634]	[49775634]
99_18471	chr2	12278818	12279218	+	660	38.0	[9.16307]	[102]	[10.27358]	[102]	[12279012]	[12279012]
99_18486	chr2	32041305	32041705	+	886	38.0	[6.589189]	[174]	[6.174386]	[174]	[32041527]	[32041527]
99_18490	chr2	46256566	46256966	+	934	38.0	[6.7558374, 4.9491253]	[128, 166]	[]	[]	[46256776, 46256814]	[]
99_18494	chr2	55014552	55014952	+	936	38.0	[7.9399495, 6.589189]	[158, 166]	[5.374046, 6.174386]	[158, 166]	[55014738, 55014746]	[55014738, 55014746]
99_18504	chr2	70135481	70135881	+	846	38.0	[6.522595, 6.589189]	[102, 110]	[5.5678797, 6.174386]	[102, 110]	[70135659, 70135667]	[70135659, 70135667]
99_18510	chr2	85890620	85891020	+	863	38.0	[6.0034485]	[174]	[]	[]	[85890857]	[]
99_18529	chr2	151717893	151718293	+	1000	38.0	[7.9399495]	[119]	[5.374046]	[119]	[151718076]	[151718076]
99_18530	chr2	151718920	151719320	+	563	38.0	[5.1162457]	[148]	[6.4954095]	[148]	[151719119]	[151719119]
99_18540	chr2	169134205	169134605	+	929	38.0	[7.7586694]	[121]	[]	[]	[169134423]	[]
99_18557	chr2	178429001	178429401	+	900	38.0	[6.2508497]	[130]	[]	[]	[178429229]	[]
99_18577	chr20	31678836	31679236	+	985	38.0	[]	[]	[5.354451]	[76]	[]	[31678990]
99_18587	chr20	36808371	36808771	+	950	38.0	[5.730965]	[122]	[]	[]	[36808572]	[]
99_18594	chr20	46684410	46684810	+	953	38.0	[6.6088166]	[178]	[9.830373]	[178]	[46684612]	[46684612]
99_18608	chr21	28883619	28884019	+	942	38.0	[7.691886]	[114]	[7.0714707]	[114]	[28883820]	[28883820]
99_18618	chr21	34997284	34997684	+	928	38.0	[5.1931653]	[130]	[]	[]	[34997477]	[]
99_18631	chr21	46322275	46322675	+	925	38.0	[7.8316555]	[99]	[4.771357]	[99]	[46322443]	[46322443]
99_18636	chr22	16583294	16583694	+	908	38.0	[7.8927026, 5.374046]	[151, 159]	[7.7108884, 7.9399495]	[151, 159]	[16583525, 16583533]	[16583525, 16583533]
99_18638	chr22	16597446	16597846	+	860	38.0	[6.589189]	[100]	[6.174386]	[100]	[16597624]	[16597624]
99_18640	chr22	16670254	16670654	+	929	38.0	[7.7586694, 8.123887]	[132, 142]	[6.244045]	[142]	[16670435, 16670445]	[16670445]
99_18646	chr22	19101365	19101765	+	964	38.0	[10.27358]	[100]	[9.16307]	[100]	[19101518]	[19101518]
99_18654	chr22	19264831	19265231	+	564	38.0	[9.16307]	[90]	[10.27358]	[90]	[19265020]	[19265020]
99_18659	chr22	19310180	19310580	+	893	38.0	[4.988047]	[174]	[]	[]	[19310417]	[]
99_18663	chr22	19383242	19383642	+	654	38.0	[8.181284]	[170]	[7.4101677]	[170]	[19383414]	[19383414]
99_18682	chr22	20384623	20385023	+	928	38.0	[10.27358]	[159]	[9.16307]	[159]	[20384817]	[20384817]
99_18694	chr22	22138882	22139282	+	818	38.0	[7.6378217]	[151]	[6.154417]	[151]	[22139127]	[22139127]
99_1870	chr13	107882662	107883062	+	1000	67.0	[5.353265]	[135]	[6.419986]	[135]	[107882867]	[107882867]
99_1871	chr15	82647067	82647467	+	1000	67.0	[11.587584]	[101]	[10.497101]	[101]	[82647262]	[82647262]
99_18710	chr3	4570740	4571140	+	967	38.0	[4.996092]	[165]	[6.549278]	[165]	[4570985]	[4570985]
99_18713	chr3	4924198	4924598	+	974	38.0	[7.9399495]	[179]	[5.374046]	[179]	[4924439]	[4924439]
99_18720	chr3	10141089	10141489	+	919	38.0	[5.830057]	[227]	[5.115098]	[227]	[10141333]	[10141333]
99_18722	chr3	13007783	13008183	+	825	38.0	[]	[]	[5.3542013]	[182]	[]	[13008016]
99_18734	chr3	33911468	33911868	+	925	38.0	[7.591356]	[177]	[7.172001]	[177]	[33911690]	[33911690]
99_18752	chr3	45165351	45165751	+	945	38.0	[9.16307]	[174]	[10.27358]	[174]	[45165532]	[45165532]
99_18753	chr3	45684114	45684514	+	987	38.0	[]	[]	[5.0077453]	[141]	[]	[45684275]
99_18769	chr3	100335511	100335911	+	942	38.0	[]	[]	[5.2537107]	[181]	[]	[100335728]
99_18799	chr3	197790473	197790873	+	998	38.0	[7.0714707, 5.374046]	[192, 202]	[7.691886, 7.9399495]	[192, 202]	[197790701, 197790711]	[197790701, 197790711]
99_18813	chr4	67523026	67523426	+	809	38.0	[7.524402]	[177]	[]	[]	[67523265]	[]
99_18826	chr5	207175	207575	+	791	38.0	[9.348567]	[135]	[11.060286]	[135]	[207391]	[207391]
99_18829	chr5	5605193	5605593	+	840	38.0	[12.811104]	[280]	[5.0675783, 11.720621]	[244, 280]	[5605390]	[5605354, 5605390]
99_18845	chr5	124654480	124654880	+	1000	38.0	[5.338483]	[125]	[]	[]	[124654678]	[]
99_18868	chr5	149553014	149553414	+	868	38.0	[10.27358]	[89]	[9.16307]	[89]	[149553176]	[149553176]
99_18874	chr5	157277263	157277663	+	544	38.0	[5.374046]	[162]	[7.9399495]	[162]	[157277476]	[157277476]
99_18893	chr6	2897764	2898164	+	976	38.0	[12.417855]	[139]	[11.6023655]	[139]	[2897982]	[2897982]
99_18894	chr6	2967932	2968332	+	852	38.0	[6.493114]	[141]	[8.12722]	[141]	[2968134]	[2968134]
99_1890	chr2	170263669	170264069	+	1000	67.0	[]	[]	[4.8152113]	[113]	[]	[170263882]
99_18907	chr6	5302425	5302825	+	968	38.0	[5.002631]	[200]	[5.547099]	[200]	[5302634]	[5302634]
99_18921	chr6	12007236	12007636	+	984	38.0	[7.9399495]	[169]	[5.374046]	[169]	[12007469]	[12007469]
99_18938	chr6	26186705	26187105	+	846	38.0	[5.2537107]	[73]	[]	[]	[26186864]	[]
99_18939	chr6	26288077	26288477	+	958	38.0	[]	[]	[5.0184474]	[118]	[]	[26288282]
99_18946	chr6	27128096	27128496	+	903	38.0	[7.62565]	[130]	[7.172001]	[130]	[27128285]	[27128285]
99_18947	chr6	27547292	27547692	+	831	38.0	[10.27358]	[110]	[9.16307]	[110]	[27547487]	[27547487]
99_18968	chr6	31850761	31851161	+	923	38.0	[7.0714707]	[148]	[7.691886]	[148]	[31850966]	[31850966]
99_18973	chr6	33374569	33374969	+	1000	38.0	[7.691886]	[94]	[7.0714707]	[94]	[33374758]	[33374758]
99_18982	chr6	36116499	36116899	+	964	38.0	[5.062416]	[97]	[]	[]	[36116678]	[]
99_18986	chr6	36888209	36888609	+	884	38.0	[7.0714707]	[149]	[7.691886]	[149]	[36888409]	[36888409]
99_19000	chr6	42928297	42928697	+	903	38.0	[9.16307]	[173]	[10.27358]	[173]	[42928515]	[42928515]
99_19002	chr6	43190619	43191019	+	864	38.0	[4.7653837]	[199]	[]	[]	[43190863]	[]
99_1902	chr22	21887172	21887572	+	1000	67.0	[11.352321]	[69]	[9.818341]	[69]	[21887333]	[21887333]
99_19046	chr6	149127539	149127939	+	913	38.0	[6.589189]	[163]	[6.174386]	[163]	[149127770]	[149127770]
99_19062	chr6	157858223	157858623	+	604	38.0	[14.179153]	[187]	[13.659268]	[187]	[157858453]	[157858453]
99_19095	chr7	64945349	64945749	+	938	38.0	[9.642931]	[195]	[9.542401]	[195]	[64945558]	[64945558]
99_19114	chr7	98514142	98514542	+	977	38.0	[6.8180256, 5.338483]	[66, 110]	[6.373862]	[66]	[98514299, 98514343]	[98514299]
99_19123	chr7	100149839	100150239	+	938	38.0	[9.16307]	[71]	[10.27358]	[71]	[100150008]	[100150008]
99_19130	chr7	100707746	100708146	+	869	38.0	[7.9399495]	[127]	[5.374046]	[127]	[100707907]	[100707907]
99_19132	chr7	101096473	101096873	+	976	38.0	[6.2508497]	[172]	[]	[]	[101096673]	[]
99_19137	chr7	103036592	103036992	+	772	38.0	[7.691886]	[83]	[7.0714707]	[83]	[103036743]	[103036743]
99_19140	chr7	105009107	105009507	+	935	38.0	[10.27358]	[148]	[9.16307]	[148]	[105009258]	[105009258]
99_19142	chr7	105091897	105092297	+	789	38.0	[8.177755]	[154]	[6.123891]	[154]	[105092093]	[105092093]
99_19144	chr7	105366402	105366802	+	619	38.0	[6.589189]	[183]	[6.174386]	[183]	[105366600]	[105366600]
99_19162	chr7	107199103	107199503	+	985	38.0	[7.691886]	[164]	[7.0714707]	[164]	[107199313]	[107199313]
99_19170	chr7	116209637	116210037	+	982	38.0	[7.4077773]	[143]	[5.91963]	[143]	[116209841]	[116209841]
99_19175	chr7	117011497	117011897	+	1000	38.0	[9.302839]	[205]	[7.939172]	[205]	[117011734]	[117011734]
99_19180	chr7	121022417	121022817	+	686	38.0	[5.374046]	[119]	[7.9399495]	[119]	[121022599]	[121022599]
99_19181	chr7	121077984	121078384	+	796	38.0	[11.6023655]	[64]	[12.417855]	[64]	[121078141]	[121078141]
99_19193	chr7	127798806	127799206	+	915	38.0	[7.4101677]	[65]	[8.181284]	[65]	[127798959]	[127798959]
99_1920	chr6	13328563	13328963	+	1000	67.0	[7.4977193]	[88]	[5.2899137]	[88]	[13328731]	[13328731]
99_19210	chr7	133433125	133433525	+	936	38.0	[4.7808824]	[144]	[6.304411, 4.865053]	[144, 149]	[133433316]	[133433316, 133433321]
99_19229	chr7	139968372	139968772	+	892	38.0	[7.691886]	[91]	[7.0714707]	[91]	[139968526]	[139968526]
99_19240	chr7	142712174	142712574	+	939	38.0	[]	[]	[5.317862]	[152]	[]	[142712397]
99_19241	chr7	142954672	142955072	+	780	38.0	[]	[]	[4.7920666]	[161]	[]	[142954837]
99_19245	chr7	143379657	143380057	+	927	38.0	[8.216677]	[112]	[7.401771]	[112]	[143379857]	[143379857]
99_19273	chr7	156841612	156842012	+	932	38.0	[5.206837]	[237]	[8.123691]	[237]	[156841859]	[156841859]
99_19281	chr8	8243866	8244266	+	789	38.0	[5.354451]	[82]	[]	[]	[8244047]	[]
99_19309	chr8	101373919	101374319	+	904	38.0	[6.671065]	[209]	[]	[]	[101374154]	[]
99_19324	chr8	144043686	144044086	+	565	38.0	[7.63041]	[176]	[11.144358]	[176]	[144043926]	[144043926]
99_1933	chr7	2353854	2354254	+	1000	67.0	[9.830373]	[159]	[6.6088166]	[159]	[2354081]	[2354081]
99_19362	chr9	129756947	129757347	+	658	38.0	[5.39445]	[188]	[4.805952]	[188]	[129757155]	[129757155]
99_19363	chr9	129782515	129782915	+	1000	38.0	[14.161864]	[203]	[10.92028]	[203]	[129782721]	[129782721]
99_19371	chr9	133269974	133270374	+	869	38.0	[]	[]	[5.066255]	[116]	[]	[133270165]
99_19401	chr1	1408694	1409094	+	619	37.0	[5.115098]	[115]	[5.830057]	[115]	[1408871]	[1408871]
99_19412	chr1	11057983	11058383	+	857	37.0	[5.300137]	[100]	[]	[]	[11058162]	[]
99_19439	chr1	21172685	21173085	+	873	37.0	[5.374046]	[208]	[7.9399495]	[208]	[21172926]	[21172926]
99_19440	chr1	21392895	21393295	+	876	37.0	[10.27358]	[177]	[9.16307]	[177]	[21393080]	[21393080]
99_19443	chr1	21638876	21639276	+	862	37.0	[]	[]	[5.3115067]	[186]	[]	[21639072]
99_19452	chr1	24694834	24695234	+	874	37.0	[10.27358]	[155]	[9.16307]	[155]	[24695039]	[24695039]
99_19454	chr1	24952358	24952758	+	801	37.0	[5.7233167]	[106]	[]	[]	[24952511]	[]
99_19511	chr1	42970225	42970625	+	831	37.0	[10.92028]	[142]	[14.161864]	[142]	[42970428]	[42970428]
99_19524	chr1	47311193	47311593	+	943	37.0	[5.730965, 9.16307]	[102, 112]	[10.27358]	[112]	[47311371, 47311381]	[47311381]
99_19530	chr1	58814763	58815163	+	845	37.0	[4.942262]	[109]	[]	[]	[58814964]	[]
99_19551	chr1	113915382	113915782	+	813	37.0	[9.16307]	[170]	[10.27358]	[170]	[113915581]	[113915581]
99_19557	chr1	116682666	116683066	+	844	37.0	[]	[]	[5.327769]	[100]	[]	[116682854]
99_1957	chr9	131077749	131078149	+	1000	67.0	[6.1199374]	[99]	[6.4160438]	[99]	[131077923]	[131077923]
99_19584	chr1	162055988	162056388	+	892	37.0	[5.2574964, 5.281087]	[153, 172]	[5.777381]	[153]	[162056207, 162056226]	[162056207]
99_19590	chr1	167986526	167986926	+	851	37.0	[]	[]	[5.730965]	[125]	[]	[167986710]
99_19600	chr1	179014940	179015340	+	836	37.0	[10.27358]	[83]	[9.16307]	[83]	[179015113]	[179015113]
99_19607	chr1	180986994	180987394	+	890	37.0	[4.7920666, 5.3542013]	[165, 170]	[]	[]	[180987240, 180987245]	[]
99_19626	chr1	202067149	202067549	+	823	37.0	[4.8383703, 5.300137]	[140, 165]	[]	[]	[202067374, 202067399]	[]
99_19630	chr1	205325257	205325657	+	883	37.0	[12.241914]	[155]	[14.372988]	[155]	[205325454]	[205325454]
99_19631	chr1	205744736	205745136	+	874	37.0	[4.9384675]	[108]	[]	[]	[205744932]	[]
99_19645	chr1	211579688	211580088	+	720	37.0	[]	[]	[5.627596]	[192]	[]	[211579905]
99_19648	chr1	211603415	211603815	+	907	37.0	[5.317426]	[64]	[]	[]	[211603575]	[]
99_19672	chr1	228489216	228489616	+	768	37.0	[5.335151]	[137]	[5.173364, 5.095657]	[137, 174]	[228489403]	[228489403, 228489440]
99_19696	chr1	241691595	241691995	+	897	37.0	[5.662076]	[138]	[5.93444]	[138]	[241691791]	[241691791]
99_19702	chr1	246571083	246571483	+	859	37.0	[5.115098]	[64]	[5.830057]	[64]	[246571245]	[246571245]
99_19705	chr1	248906783	248907183	+	895	37.0	[]	[]	[6.444684]	[107]	[]	[248906955]
99_19715	chr10	28502278	28502678	+	783	37.0	[5.374046]	[160]	[7.9399495]	[160]	[28502485]	[28502485]
99_19717	chr10	32502151	32502551	+	870	37.0	[7.641859]	[65]	[]	[]	[32502315]	[]
99_19720	chr10	45354224	45354624	+	913	37.0	[5.374046]	[193]	[7.9399495]	[193]	[45354436]	[45354436]
99_19722	chr10	45582159	45582559	+	752	37.0	[6.419986]	[230]	[5.353265]	[230]	[45582330]	[45582330]
99_19724	chr10	48430145	48430545	+	879	37.0	[9.16307]	[176]	[10.27358]	[176]	[48430325]	[48430325]
99_19730	chr10	50586135	50586535	+	699	37.0	[9.796326]	[110]	[9.766924]	[110]	[50586336]	[50586336]
99_19732	chr10	60299988	60300388	+	816	37.0	[7.691886]	[175]	[7.0714707]	[175]	[60300181]	[60300181]
99_19737	chr10	67883795	67884195	+	867	37.0	[]	[]	[5.124028]	[109]	[]	[67883978]
99_19740	chr10	68799444	68799844	+	848	37.0	[7.0714707]	[62]	[7.691886]	[62]	[68799600]	[68799600]
99_19747	chr10	70685568	70685968	+	757	37.0	[9.416359]	[155]	[10.959755]	[155]	[70685748]	[70685748]
99_19758	chr10	73457309	73457709	+	921	37.0	[7.0714707]	[181]	[7.691886]	[181]	[73457515]	[73457515]
99_19766	chr10	77900231	77900631	+	907	37.0	[7.480763]	[129]	[5.784132]	[129]	[77900405]	[77900405]
