#PeakID(python identify_motif.py ./ENCODE_processed_files/TCF3_idr.fa TCF3 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
203_14253	chr14	66485913	66486313	+	1000	96.0	[]	[]	[7.5855]	[131]	[]	[66486138]
203_14261	chr16	29290799	29291199	+	1000	96.0	[8.643063]	[136]	[8.643063]	[135]	[29291034]	[29291033]
203_14275	chr19	50870388	50870788	+	1000	96.0	[8.235647]	[122]	[]	[]	[50870555]	[]
203_14278	chr2	88754608	88755008	+	1000	96.0	[8.235647]	[116]	[]	[]	[88754803]	[]
203_143	chr6	37314784	37315184	+	1000	737.0	[]	[]	[7.8923073]	[125]	[]	[37315007]
203_14302	chr5	82538326	82538726	+	1000	96.0	[]	[]	[8.498569]	[136]	[]	[82538546]
203_14308	chr5	180704337	180704737	+	1000	96.0	[9.540733]	[92]	[]	[]	[180704512]	[]
203_14309	chr6	1631152	1631552	+	1000	96.0	[7.5855]	[134]	[]	[]	[1631369]	[]
203_14312	chr6	35297559	35297959	+	1000	96.0	[]	[]	[12.754859]	[112]	[]	[35297743]
203_14321	chr7	151028578	151028978	+	1000	96.0	[]	[]	[9.166563]	[100]	[]	[151028753]
203_14331	chr9	97922095	97922495	+	1000	96.0	[]	[]	[9.540733]	[116]	[]	[97922274]
203_14335	chr9	128218771	128219171	+	1000	96.0	[12.754859]	[110]	[]	[]	[128218941]	[]
203_14352	chr1	87137339	87137739	+	1000	95.0	[]	[]	[8.643063]	[72]	[]	[87137506]
203_14357	chr1	154937353	154937753	+	1000	95.0	[]	[]	[8.386223]	[153]	[]	[154937603]
203_14360	chr1	201559691	201560091	+	1000	95.0	[]	[]	[7.8923073, 9.540733]	[149, 162]	[]	[201559928, 201559941]
203_14369	chr10	17228306	17228706	+	1000	95.0	[]	[]	[8.679044]	[130]	[]	[17228535]
203_14377	chr11	5267054	5267454	+	1000	95.0	[8.332749]	[122]	[]	[]	[5267268]	[]
203_14380	chr11	9364250	9364650	+	1000	95.0	[7.5855]	[141]	[]	[]	[9364480]	[]
203_14381	chr11	9758891	9759291	+	1000	95.0	[8.332749]	[132]	[]	[]	[9759109]	[]
203_14389	chr12	26831820	26832220	+	1000	95.0	[]	[]	[7.8923073]	[124]	[]	[26832033]
203_14399	chr14	32259630	32260030	+	1000	95.0	[]	[]	[12.754859]	[160]	[]	[32259871]
203_14404	chr15	25323423	25323823	+	1000	95.0	[]	[]	[8.235647]	[123]	[]	[25323636]
203_14407	chr15	89893892	89894292	+	1000	95.0	[]	[]	[12.754859]	[130]	[]	[89894120]
203_14414	chr17	7627011	7627411	+	1000	95.0	[8.235647]	[105]	[]	[]	[7627212]	[]
203_14422	chr18	48982206	48982606	+	1000	95.0	[7.5855]	[112]	[]	[]	[48982411]	[]
203_14431	chr19	51421931	51422331	+	1000	95.0	[7.5855]	[95]	[8.801346]	[105]	[51422111]	[51422121]
203_14443	chr2	223488872	223489272	+	1000	95.0	[8.643063]	[107]	[]	[]	[223489073]	[]
203_14449	chr21	29002579	29002979	+	1000	95.0	[8.643063, 7.8923073]	[88, 103]	[8.643063]	[87]	[29002732, 29002747]	[29002731]
203_14455	chr22	22681493	22681893	+	1000	95.0	[]	[]	[8.643063]	[160]	[]	[22681734]
203_14466	chr3	183584939	183585339	+	1000	95.0	[]	[]	[8.52607]	[83]	[]	[183585122]
203_1447	chr8	90646309	90646709	+	1000	459.0	[]	[]	[8.643063]	[103]	[]	[90646512]
203_14475	chr5	61575120	61575520	+	1000	95.0	[]	[]	[8.332749]	[131]	[]	[61575342]
203_14476	chr5	67033880	67034280	+	1000	95.0	[]	[]	[8.679044]	[93]	[]	[67034051]
203_14483	chr6	11779024	11779424	+	1000	95.0	[]	[]	[7.5073967]	[100]	[]	[11779221]
203_14486	chr6	15343478	15343878	+	1000	95.0	[]	[]	[8.235647]	[92]	[]	[15343661]
203_1449	chr10	124589140	124589540	+	1000	458.0	[8.272243]	[141]	[7.8923073]	[59]	[124589381]	[124589299]
203_145	chr16	113394	113794	+	1000	736.0	[]	[]	[8.643063]	[76]	[]	[113568]
203_14502	chr7	23346959	23347359	+	1000	95.0	[8.801346, 8.332749]	[94, 152]	[]	[]	[23347147, 23347205]	[]
203_14504	chr7	37921391	37921791	+	1000	95.0	[8.235647]	[132]	[]	[]	[37921607]	[]
203_1451	chr11	46541588	46541988	+	1000	458.0	[]	[]	[8.235647]	[146]	[]	[46541832]
203_14510	chr7	140177046	140177446	+	1000	95.0	[]	[]	[8.801346]	[99]	[]	[140177233]
203_14519	chr9	371335	371735	+	1000	95.0	[8.332749, 7.5855]	[62, 73]	[]	[]	[371489, 371500]	[]
203_14527	chr1	9626946	9627346	+	1000	94.0	[]	[]	[8.801346, 8.272243]	[126, 159]	[]	[9627157, 9627190]
203_14531	chr1	46461413	46461813	+	1000	94.0	[12.754859]	[128]	[]	[]	[46461621]	[]
203_14535	chr1	62784290	62784690	+	1000	94.0	[]	[]	[8.643063]	[125]	[]	[62784510]
203_14545	chr10	3805902	3806302	+	1000	94.0	[8.643063, 8.272243, 8.272243]	[90, 112, 159]	[8.643063]	[89]	[3806082, 3806104, 3806151]	[3806081]
203_14556	chr11	10021600	10022000	+	1000	94.0	[]	[]	[8.52607]	[133]	[]	[10021825]
203_1456	chr6	125083143	125083543	+	1000	458.0	[8.332749]	[58]	[]	[]	[125083296]	[]
203_14560	chr11	69297320	69297720	+	1000	94.0	[8.643063]	[107]	[8.643063]	[106]	[69297527]	[69297526]
203_14569	chr11	128776896	128777296	+	1000	94.0	[8.643063]	[123]	[8.643063]	[122]	[128777114]	[128777113]
203_14570	chr12	2752621	2753021	+	1000	94.0	[]	[]	[9.166563]	[133]	[]	[2752829]
203_14571	chr12	6891013	6891413	+	1000	94.0	[]	[]	[8.272243]	[60]	[]	[6891164]
203_14575	chr12	108838327	108838727	+	1000	94.0	[7.8923073]	[74]	[]	[]	[108838494]	[]
203_14587	chr16	87806701	87807101	+	1000	94.0	[8.272243]	[77]	[8.235647]	[85]	[87806865]	[87806873]
203_14599	chr18	3665725	3666125	+	1000	94.0	[8.272243]	[140]	[8.235647]	[86]	[3665959]	[3665905]
203_14601	chr19	48963818	48964218	+	1000	94.0	[8.235647]	[104]	[]	[]	[48963995]	[]
203_1461	chr12	104598834	104599234	+	1000	457.0	[]	[]	[7.8880606]	[99]	[]	[104599032]
203_14613	chr20	775620	776020	+	1000	94.0	[12.754859]	[118]	[]	[]	[775826]	[]
203_14628	chr3	45084833	45085233	+	1000	94.0	[8.272243]	[138]	[]	[]	[45085047]	[]
203_1463	chr16	66617803	66618203	+	1000	457.0	[]	[]	[8.52607]	[85]	[]	[66617982]
203_1464	chr17	66468205	66468605	+	1000	457.0	[8.498569]	[143]	[]	[]	[66468441]	[]
203_14640	chr5	39266472	39266872	+	1000	94.0	[]	[]	[8.235647]	[96]	[]	[39266647]
203_14643	chr5	119361753	119362153	+	1000	94.0	[8.332749]	[94]	[]	[]	[119361942]	[]
203_14648	chr6	26478120	26478520	+	1000	94.0	[12.754859]	[153]	[]	[]	[26478371]	[]
203_1465	chr19	4375738	4376138	+	1000	457.0	[8.498569]	[94]	[]	[]	[4375931]	[]
203_14650	chr6	31971891	31972291	+	1000	94.0	[8.679044]	[161]	[8.332749]	[120]	[31972113]	[31972072]
203_14652	chr6	47477402	47477802	+	1000	94.0	[8.272243]	[121]	[]	[]	[47477617]	[]
203_14656	chr6	109296827	109297227	+	1000	94.0	[]	[]	[12.754859]	[119]	[]	[109297032]
203_14665	chr7	84658275	84658675	+	1000	94.0	[]	[]	[7.5855]	[84]	[]	[84658459]
203_14687	chr9	104800417	104800817	+	1000	94.0	[7.5073967]	[95]	[]	[]	[104800599]	[]
203_14704	chr1	31939825	31940225	+	1000	93.0	[]	[]	[8.272243]	[96]	[]	[31940001]
203_14732	chr10	34001296	34001696	+	1000	93.0	[]	[]	[8.235647]	[155]	[]	[34001540]
203_14755	chr14	56608601	56609001	+	1000	93.0	[]	[]	[7.5073967]	[85]	[]	[56608778]
203_1478	chr1	182338055	182338455	+	1000	456.0	[]	[]	[8.235647]	[104]	[]	[182338259]
203_1479	chr10	98236877	98237277	+	1000	456.0	[8.643063]	[104]	[12.754859]	[145]	[98237081]	[98237122]
203_14793	chr2	197997226	197997626	+	1000	93.0	[7.5073967, 7.5855]	[148, 163]	[8.52607]	[125]	[197997450, 197997465]	[197997427]
203_14796	chr20	5605074	5605474	+	1000	93.0	[]	[]	[8.643063]	[101]	[]	[5605265]
203_148	chr9	134338465	134338865	+	1000	734.0	[]	[]	[8.643063]	[142]	[]	[134338706]
203_14800	chr20	42370057	42370457	+	1000	93.0	[]	[]	[8.643063]	[107]	[]	[42370240]
203_14802	chr20	62607424	62607824	+	1000	93.0	[8.498569]	[100]	[]	[]	[62607612]	[]
203_14804	chr21	34201878	34202278	+	1000	93.0	[8.332749]	[71]	[]	[]	[34202043]	[]
203_14817	chr3	9976990	9977390	+	1000	93.0	[]	[]	[8.801346]	[103]	[]	[9977181]
203_1482	chr22	41523581	41523981	+	1000	456.0	[]	[]	[8.272243]	[101]	[]	[41523780]
203_14830	chr5	39424763	39425163	+	1000	93.0	[]	[]	[8.643063]	[130]	[]	[39424968]
203_14833	chr5	134632626	134633026	+	1000	93.0	[]	[]	[9.166563]	[117]	[]	[134632842]
203_14839	chr6	12034347	12034747	+	1000	93.0	[8.643063]	[107]	[]	[]	[12034554]	[]
203_14847	chr6	43014015	43014415	+	1000	93.0	[9.540733, 8.643063]	[105, 117]	[9.540733]	[104]	[43014204, 43014216]	[43014203]
203_14848	chr6	73523518	73523918	+	1000	93.0	[12.754859]	[126]	[]	[]	[73523722]	[]
203_14855	chr6	150320430	150320830	+	1000	93.0	[]	[]	[8.498569]	[127]	[]	[150320617]
203_14857	chr6	161229158	161229558	+	1000	93.0	[8.235647]	[151]	[]	[]	[161229393]	[]
203_14859	chr6	163729471	163729871	+	1000	93.0	[]	[]	[8.272243]	[124]	[]	[163729677]
203_14860	chr7	1564006	1564406	+	1000	93.0	[]	[]	[7.8923073]	[67]	[]	[1564166]
203_14877	chr8	67064125	67064525	+	1000	93.0	[8.801346]	[110]	[]	[]	[67064305]	[]
203_1488	chr9	7067171	7067571	+	1000	455.0	[12.754859]	[124]	[9.166563]	[111]	[7067388]	[7067375]
203_14881	chr9	14906616	14907016	+	1000	93.0	[]	[]	[8.643063]	[102]	[]	[14906783]
203_14882	chr9	93587987	93588387	+	1000	93.0	[]	[]	[7.8923073]	[144]	[]	[93588231]
203_14901	chr1	1398114	1398514	+	1000	92.0	[8.498569]	[129]	[8.272243]	[107]	[1398337]	[1398315]
203_14903	chr1	12441450	12441850	+	1000	92.0	[7.5855]	[132]	[]	[]	[12441679]	[]
203_14904	chr1	18365079	18365479	+	1000	92.0	[8.643063]	[103]	[]	[]	[18365278]	[]
203_14919	chr1	170074339	170074739	+	1000	92.0	[]	[]	[8.801346]	[95]	[]	[170074512]
203_14923	chr1	206557015	206557415	+	1000	92.0	[]	[]	[8.332749]	[112]	[]	[206557207]
203_14926	chr1	233962830	233963230	+	1000	92.0	[8.643063]	[109]	[]	[]	[233963032]	[]
203_14927	chr1	234960716	234961116	+	1000	92.0	[8.498569]	[133]	[]	[]	[234960922]	[]
203_14943	chr11	124224864	124225264	+	1000	92.0	[8.235647]	[158]	[]	[]	[124225106]	[]
203_1495	chr6	133957895	133958295	+	1000	454.0	[]	[]	[8.235647]	[91]	[]	[133958085]
203_14956	chr14	23006848	23007248	+	1000	92.0	[]	[]	[8.332749]	[79]	[]	[23007014]
203_14965	chr16	30187109	30187509	+	1000	92.0	[8.272243]	[137]	[]	[]	[30187318]	[]
203_14974	chr17	67717613	67718013	+	1000	92.0	[8.272243]	[80]	[7.5073967]	[143]	[67717776]	[67717839]
203_14979	chr19	14571952	14572352	+	1000	92.0	[]	[]	[8.52607]	[135]	[]	[14572185]
203_14984	chr2	8581457	8581857	+	1000	92.0	[7.5855]	[59]	[]	[]	[8581613]	[]
203_14985	chr2	36973340	36973740	+	1000	92.0	[8.643063]	[109]	[]	[]	[36973547]	[]
203_14993	chr20	62529834	62530234	+	1000	92.0	[8.643063]	[96]	[]	[]	[62530017]	[]
203_1501	chr21	42403673	42404073	+	1000	453.0	[]	[]	[8.801346]	[152]	[]	[42403912]
203_15022	chr6	28141712	28142112	+	1000	92.0	[]	[]	[8.679044]	[135]	[]	[28141877]
203_15023	chr6	31711134	31711534	+	1000	92.0	[]	[]	[8.498569]	[127]	[]	[31711340]
203_15024	chr6	31815468	31815868	+	1000	92.0	[8.679044]	[81]	[]	[]	[31815643]	[]
203_15026	chr6	33277013	33277413	+	1000	92.0	[8.643063]	[188]	[8.643063]	[187]	[33277256]	[33277255]
203_15035	chr6	136336052	136336452	+	1000	92.0	[]	[]	[7.5073967]	[69]	[]	[136336216]
203_15068	chr1	25549481	25549881	+	1000	91.0	[8.332749]	[121]	[]	[]	[25549687]	[]
203_15069	chr1	25993591	25993991	+	1000	91.0	[8.52607, 8.643063]	[109, 135]	[8.643063]	[134]	[25993785, 25993811]	[25993810]
203_15072	chr1	55192083	55192483	+	1000	91.0	[12.754859]	[112]	[]	[]	[55192287]	[]
203_15084	chr1	208185827	208186227	+	1000	91.0	[]	[]	[8.52607]	[135]	[]	[208186026]
203_15121	chr15	82549055	82549455	+	1000	91.0	[8.332749]	[73]	[]	[]	[82549222]	[]
203_15122	chr15	84735039	84735439	+	1000	91.0	[12.754859]	[153]	[]	[]	[84735264]	[]
203_15126	chr16	21554807	21555207	+	1000	91.0	[]	[]	[12.754859]	[100]	[]	[21554961]
203_15136	chr18	2976258	2976658	+	1000	91.0	[12.754859]	[76]	[]	[]	[2976432]	[]
203_15147	chr19	14544098	14544498	+	1000	91.0	[7.5855]	[83]	[]	[]	[14544267]	[]
203_15154	chr2	80328012	80328412	+	1000	91.0	[]	[]	[8.235647]	[85]	[]	[80328191]
203_15170	chr21	43973108	43973508	+	1000	91.0	[]	[]	[8.643063]	[140]	[]	[43973347]
203_15179	chr3	47282565	47282965	+	1000	91.0	[8.498569]	[161]	[]	[]	[47282740]	[]
203_15183	chr3	160449731	160450131	+	1000	91.0	[]	[]	[12.754859]	[160]	[]	[160449972]
203_15185	chr3	186418615	186419015	+	1000	91.0	[]	[]	[8.272243]	[64]	[]	[186418772]
203_15190	chr4	146428277	146428677	+	1000	91.0	[8.235647]	[125]	[]	[]	[146428488]	[]
203_15194	chr5	68344455	68344855	+	1000	91.0	[8.386223]	[107]	[]	[]	[68344654]	[]
203_15195	chr5	89273343	89273743	+	1000	91.0	[8.801346]	[101]	[]	[]	[89273544]	[]
203_15196	chr5	95646666	95647066	+	1000	91.0	[8.643063]	[111]	[]	[]	[95646860]	[]
203_15204	chr6	3648757	3649157	+	1000	91.0	[]	[]	[12.754859]	[124]	[]	[3648969]
203_15210	chr6	31541721	31542121	+	1000	91.0	[]	[]	[8.235647]	[126]	[]	[31541912]
203_15211	chr6	31734713	31735113	+	1000	91.0	[7.5073967]	[178]	[]	[]	[31734927]	[]
203_15216	chr6	43181900	43182300	+	1000	91.0	[]	[]	[8.386223]	[167]	[]	[43182130]
203_15229	chr7	23697108	23697508	+	1000	91.0	[8.52607]	[117]	[]	[]	[23697309]	[]
203_15244	chr8	17362696	17363096	+	1000	91.0	[8.235647]	[117]	[]	[]	[17362888]	[]
203_15249	chr8	94719621	94720021	+	1000	91.0	[8.801346]	[128]	[]	[]	[94719832]	[]
203_15263	chr1	6393918	6394318	+	1000	90.0	[8.801346]	[125]	[8.332749, 9.540733]	[163, 169]	[6394095]	[6394133, 6394139]
203_15264	chr1	9717232	9717632	+	1000	90.0	[9.166563]	[129]	[]	[]	[9717443]	[]
203_1527	chr20	3930792	3931192	+	1000	450.0	[]	[]	[8.235647]	[125]	[]	[3931016]
203_15281	chr1	212414792	212415192	+	1000	90.0	[]	[]	[8.498569]	[151]	[]	[212415017]
203_15284	chr10	17115771	17116171	+	1000	90.0	[7.8923073]	[107]	[]	[]	[17115972]	[]
203_15287	chr10	43436563	43436963	+	1000	90.0	[8.643063]	[82]	[]	[]	[43436744]	[]
203_15294	chr10	98457734	98458134	+	1000	90.0	[8.235647]	[93]	[]	[]	[98457921]	[]
203_15299	chr11	45880202	45880602	+	1000	90.0	[12.754859]	[161]	[]	[]	[45880450]	[]
203_153	chr2	237964988	237965388	+	1000	730.0	[12.754859]	[138]	[8.235647]	[122]	[237965224]	[237965208]
203_15311	chr12	131637994	131638394	+	1000	90.0	[]	[]	[7.5855]	[98]	[]	[131638180]
203_15330	chr17	48483412	48483812	+	1000	90.0	[8.235647, 8.643063]	[117, 160]	[]	[]	[48483595, 48483638]	[]
203_15343	chr19	35300232	35300632	+	1000	90.0	[12.754859]	[117]	[]	[]	[35300436]	[]
203_15355	chr2	70835640	70836040	+	1000	90.0	[]	[]	[8.52607, 7.8923073]	[70, 138]	[]	[70835805, 70835873]
203_15360	chr2	178404360	178404760	+	1000	90.0	[8.643063]	[167]	[8.643063]	[166]	[178404608]	[178404607]
203_1537	chr21	31735684	31736084	+	1000	449.0	[8.52607]	[72]	[]	[]	[31735851]	[]
203_15372	chr22	20606187	20606587	+	1000	90.0	[]	[]	[8.272243]	[96]	[]	[20606348]
203_15378	chr3	12862349	12862749	+	1000	90.0	[8.235647]	[98]	[]	[]	[12862541]	[]
203_15385	chr3	157066975	157067375	+	1000	90.0	[8.801346]	[106]	[]	[]	[157067178]	[]
203_15387	chr3	176697254	176697654	+	1000	90.0	[]	[]	[8.272243, 8.498569]	[113, 134]	[]	[176697453, 176697474]
203_15389	chr4	24888455	24888855	+	1000	90.0	[8.498569]	[133]	[]	[]	[24888665]	[]
203_15392	chr4	85742033	85742433	+	1000	90.0	[]	[]	[8.643063]	[79]	[]	[85742211]
203_15393	chr4	102343871	102344271	+	1000	90.0	[]	[]	[8.498569]	[71]	[]	[102344035]
203_15397	chr5	42586652	42587052	+	1000	90.0	[]	[]	[7.5855, 9.540733]	[79, 113]	[]	[42586823, 42586857]
203_1540	chr10	16996202	16996602	+	1000	448.0	[8.235647]	[69]	[]	[]	[16996368]	[]
203_15406	chr6	2766317	2766717	+	1000	90.0	[8.801346]	[161]	[8.643063]	[116]	[2766540]	[2766495]
203_15423	chr7	6009195	6009595	+	1000	90.0	[12.754859]	[146]	[]	[]	[6009426]	[]
203_15428	chr7	130070084	130070484	+	1000	90.0	[]	[]	[8.801346]	[94]	[]	[130070272]
203_1544	chr6	41939455	41939855	+	1000	448.0	[8.332749]	[121]	[8.235647]	[109]	[41939673]	[41939661]
203_15444	chr9	69180688	69181088	+	1000	90.0	[8.498569]	[75]	[]	[]	[69180856]	[]
203_15447	chr9	135971924	135972324	+	1000	90.0	[]	[]	[8.272243, 8.272243]	[54, 131]	[]	[135972076, 135972153]
203_15449	chr9	137188361	137188761	+	1000	90.0	[8.235647]	[117]	[]	[]	[137188530]	[]
203_15458	chr1	11663968	11664368	+	1000	89.0	[]	[]	[9.166563, 12.754859]	[92, 98]	[]	[11664156, 11664162]
203_15471	chr1	109263623	109264023	+	1000	89.0	[]	[]	[8.52607, 7.8923073]	[67, 151]	[]	[109263774, 109263858]
203_1548	chr3	72288933	72289333	+	1000	447.0	[]	[]	[8.498569]	[108]	[]	[72289137]
203_15483	chr10	63269075	63269475	+	1000	89.0	[]	[]	[8.52607]	[139]	[]	[63269293]
203_15485	chr10	72274663	72275063	+	1000	89.0	[8.801346]	[116]	[8.272243]	[145]	[72274835]	[72274864]
203_15493	chr11	45997599	45997999	+	1000	89.0	[7.5073967, 7.8923073]	[90, 106]	[]	[]	[45997777, 45997793]	[]
203_15496	chr11	66892121	66892521	+	1000	89.0	[]	[]	[8.52607]	[86]	[]	[66892299]
203_15509	chr12	120719823	120720223	+	1000	89.0	[]	[]	[8.332749]	[145]	[]	[120720053]
203_15516	chr15	78212580	78212980	+	1000	89.0	[8.643063, 8.235647]	[116, 143]	[]	[]	[78212781, 78212808]	[]
203_15522	chr16	69873781	69874181	+	1000	89.0	[]	[]	[12.754859]	[106]	[]	[69873986]
203_15533	chr17	78314212	78314612	+	1000	89.0	[]	[]	[7.5855, 12.754859]	[92, 161]	[]	[78314389, 78314458]
203_1554	chr19	16086387	16086787	+	1000	446.0	[8.235647]	[102]	[8.235647]	[67]	[16086589]	[16086554]
203_15544	chr19	18571477	18571877	+	1000	89.0	[9.540733]	[203]	[9.166563]	[183]	[18571712]	[18571692]
203_15548	chr2	38751165	38751565	+	1000	89.0	[7.5855, 9.166563]	[121, 127]	[]	[]	[38751328, 38751334]	[]
203_15549	chr2	43054342	43054742	+	1000	89.0	[8.643063]	[119]	[8.643063]	[118]	[43054542]	[43054541]
203_15562	chr2	189608780	189609180	+	1000	89.0	[]	[]	[7.5073967]	[67]	[]	[189608940]
203_15574	chr21	20856912	20857312	+	1000	89.0	[8.235647]	[66]	[]	[]	[20857074]	[]
203_15582	chr22	40320719	40321119	+	1000	89.0	[8.52607]	[105]	[]	[]	[40320909]	[]
203_15601	chr4	56544563	56544963	+	1000	89.0	[8.272243]	[117]	[]	[]	[56544766]	[]
203_15607	chr4	102827389	102827789	+	1000	89.0	[8.643063]	[113]	[]	[]	[102827557]	[]
203_15639	chr6	31972449	31972849	+	1000	89.0	[]	[]	[8.643063]	[127]	[]	[31972652]
203_15653	chr7	140062811	140063211	+	1000	89.0	[]	[]	[8.643063]	[115]	[]	[140063018]
203_15655	chr7	151018088	151018488	+	1000	89.0	[8.643063, 8.235647]	[142, 151]	[8.643063]	[141]	[151018309, 151018318]	[151018308]
203_15660	chr8	95024768	95025168	+	1000	89.0	[7.5073967]	[134]	[]	[]	[95024935]	[]
203_15669	chr9	87792768	87793168	+	1000	89.0	[7.8923073]	[81]	[]	[]	[87792923]	[]
203_15673	chr9	133149309	133149709	+	1000	89.0	[8.801346]	[152]	[]	[]	[133149538]	[]
203_15675	chrX	48911875	48912275	+	1000	89.0	[]	[]	[8.272243]	[88]	[]	[48912056]
203_15692	chr1	110619364	110619764	+	1000	88.0	[8.498569]	[66]	[]	[]	[110619527]	[]
203_15694	chr1	117339898	117340298	+	1000	88.0	[]	[]	[8.332749]	[139]	[]	[117340130]
203_15710	chr1	243421777	243422177	+	1000	88.0	[8.272243]	[108]	[]	[]	[243421982]	[]
203_15737	chr12	1662720	1663120	+	1000	88.0	[8.643063]	[87]	[]	[]	[1662872]	[]
203_15742	chr12	93603707	93604107	+	1000	88.0	[8.272243]	[140]	[]	[]	[93603928]	[]
203_15749	chr14	23154379	23154779	+	1000	88.0	[]	[]	[8.801346]	[123]	[]	[23154566]
203_15753	chr15	22942798	22943198	+	1000	88.0	[]	[]	[12.754859]	[132]	[]	[22943019]
203_15757	chr15	74956152	74956552	+	1000	88.0	[]	[]	[9.540733]	[98]	[]	[74956344]
203_15761	chr16	12002489	12002889	+	1000	88.0	[8.643063]	[90]	[]	[]	[12002665]	[]
203_15770	chr17	46976649	46977049	+	1000	88.0	[8.386223]	[79]	[]	[]	[46976812]	[]
203_15772	chr17	62917289	62917689	+	1000	88.0	[]	[]	[8.643063]	[125]	[]	[62917502]
203_15775	chr17	77088504	77088904	+	1000	88.0	[9.540733]	[112]	[]	[]	[77088694]	[]
203_15777	chr18	3713214	3713614	+	1000	88.0	[]	[]	[8.498569]	[140]	[]	[3713444]
203_15779	chr18	32018316	32018716	+	1000	88.0	[]	[]	[8.643063]	[91]	[]	[32018501]
203_15782	chr19	6086983	6087383	+	1000	88.0	[]	[]	[8.235647]	[81]	[]	[6087141]
203_15783	chr19	12985217	12985617	+	1000	88.0	[8.643063]	[147]	[]	[]	[12985443]	[]
203_15790	chr2	10133259	10133659	+	1000	88.0	[8.272243]	[89]	[]	[]	[10133430]	[]
203_15791	chr2	10448582	10448982	+	1000	88.0	[8.272243]	[97]	[]	[]	[10448744]	[]
203_15796	chr2	127700535	127700935	+	1000	88.0	[7.8923073, 8.272243]	[70, 119]	[]	[]	[127700697, 127700746]	[]
203_15806	chr21	33684029	33684429	+	1000	88.0	[8.235647]	[89]	[7.5855]	[102]	[33684212]	[33684225]
203_15820	chr3	152268722	152269122	+	1000	88.0	[]	[]	[8.643063]	[124]	[]	[152268941]
203_15824	chr3	194139089	194139489	+	1000	88.0	[]	[]	[8.498569]	[113]	[]	[194139285]
203_15825	chr4	73069634	73070034	+	1000	88.0	[]	[]	[8.679044]	[86]	[]	[73069799]
203_15826	chr4	76803400	76803800	+	1000	88.0	[8.272243, 8.643063]	[72, 147]	[]	[]	[76803563, 76803638]	[]
203_15827	chr4	82374171	82374571	+	1000	88.0	[8.643063]	[113]	[8.643063]	[112]	[82374384]	[82374383]
203_15831	chr5	65925036	65925436	+	1000	88.0	[8.643063, 7.8880606]	[133, 146]	[8.643063]	[132]	[65925266, 65925279]	[65925265]
203_15838	chr5	154754910	154755310	+	1000	88.0	[9.540733]	[93]	[9.540733, 8.332749]	[92, 139]	[154755100]	[154755099, 154755146]
203_15844	chr6	41787415	41787815	+	1000	88.0	[8.679044]	[159]	[8.332749]	[145]	[41787644]	[41787630]
203_1586	chr15	55237467	55237867	+	1000	442.0	[8.272243]	[63]	[]	[]	[55237630]	[]
203_15868	chr7	43512117	43512517	+	1000	88.0	[8.332749]	[112]	[]	[]	[43512321]	[]
203_15870	chr7	75014633	75015033	+	1000	88.0	[7.5073967]	[165]	[]	[]	[75014809]	[]
203_15894	chr9	93257934	93258334	+	1000	88.0	[]	[]	[8.332749, 8.272243]	[138, 149]	[]	[93258170, 93258181]
203_15896	chr9	127104729	127105129	+	1000	88.0	[7.5073967]	[93]	[]	[]	[127104920]	[]
203_15897	chr9	130893612	130894012	+	1000	88.0	[]	[]	[8.801346]	[84]	[]	[130893785]
203_1590	chr1	6429668	6430068	+	1000	441.0	[]	[]	[8.272243, 8.332749]	[78, 176]	[]	[6429819, 6429917]
203_15900	chrX	65695819	65696219	+	1000	88.0	[8.332749, 7.5855]	[148, 166]	[]	[]	[65696047, 65696065]	[]
203_15907	chr1	19313503	19313903	+	1000	87.0	[9.540733]	[62]	[9.540733]	[61]	[19313661]	[19313660]
203_15915	chr1	53838305	53838705	+	1000	87.0	[]	[]	[12.754859]	[163]	[]	[53838549]
203_15919	chr1	112704836	112705236	+	1000	87.0	[8.235647, 7.5855]	[103, 121]	[]	[]	[112705032, 112705050]	[]
203_15920	chr1	113929235	113929635	+	1000	87.0	[8.386223]	[168]	[]	[]	[113929448]	[]
203_15932	chr1	202462347	202462747	+	1000	87.0	[12.754859]	[156]	[]	[]	[202462565]	[]
203_15935	chr1	220966803	220967203	+	1000	87.0	[]	[]	[7.8923073]	[103]	[]	[220966994]
203_15944	chr11	65013849	65014249	+	1000	87.0	[8.643063, 9.540733]	[110, 134]	[8.643063]	[109]	[65014047, 65014071]	[65014046]
203_15945	chr11	65122118	65122518	+	1000	87.0	[]	[]	[7.8880606]	[211]	[]	[65122337]
203_15974	chr16	11612319	11612719	+	1000	87.0	[12.754859]	[101]	[7.5073967]	[61]	[11612512]	[11612472]
203_1598	chr4	153528638	153529038	+	1000	441.0	[8.235647]	[123]	[]	[]	[153528855]	[]
203_15994	chr19	38674772	38675172	+	1000	87.0	[7.5855]	[86]	[8.498569]	[119]	[38674940]	[38674973]
203_16003	chr2	112275247	112275647	+	1000	87.0	[]	[]	[12.754859]	[125]	[]	[112275471]
203_16005	chr2	134154244	134154644	+	1000	87.0	[]	[]	[7.8923073]	[102]	[]	[134154431]
203_16007	chr2	171724367	171724767	+	1000	87.0	[]	[]	[8.643063]	[92]	[]	[171724555]
