#PeakID(python identify_motif.py ./ENCODE_processed_files/MEF2A_idr.fa MEF2A --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
9_14316	chr1	206636165	206636565	+	636	24.0	[]	[]	[5.9207196]	[205]	[]	[206636408]
9_14324	chr1	212995474	212995874	+	622	24.0	[]	[]	[6.713071]	[76]	[]	[212995636]
9_1433	chr6	125083019	125083419	+	1000	77.0	[]	[]	[9.427555]	[132]	[]	[125083219]
9_14332	chr1	225426262	225426662	+	830	24.0	[8.102402]	[96]	[]	[]	[225426454]	[]
9_14343	chr1	234526868	234527268	+	798	24.0	[14.422394]	[66]	[]	[]	[234527026]	[]
9_1435	chr6	147157125	147157525	+	1000	77.0	[]	[]	[14.048844, 14.048844]	[111, 143]	[]	[147157321, 147157353]
9_1436	chr6	150145403	150145803	+	1000	77.0	[]	[]	[17.315159]	[105]	[]	[150145592]
9_1437	chr6	158924185	158924585	+	1000	77.0	[]	[]	[10.132373]	[98]	[]	[158924376]
9_14384	chr10	74851702	74852102	+	733	24.0	[]	[]	[15.057976]	[114]	[]	[74851875]
9_14387	chr10	75233808	75234208	+	779	24.0	[]	[]	[5.6232615]	[138]	[]	[75233991]
9_14391	chr10	96334873	96335273	+	798	24.0	[12.991903]	[96]	[]	[]	[96335063]	[]
9_14399	chr11	297799	298199	+	813	24.0	[5.894925]	[122]	[]	[]	[297995]	[]
9_14407	chr11	10742798	10743198	+	841	24.0	[]	[]	[6.2986765]	[172]	[]	[10743032]
9_1442	chr9	129320712	129321112	+	1000	77.0	[15.057976]	[119]	[]	[]	[129320924]	[]
9_14422	chr11	57763597	57763997	+	670	24.0	[8.937386]	[154]	[]	[]	[57763829]	[]
9_1444	chr1	43170868	43171268	+	1000	76.0	[17.315159]	[139]	[]	[]	[43171088]	[]
9_14443	chr11	74641244	74641644	+	795	24.0	[6.949879]	[190]	[]	[]	[74641455]	[]
9_14447	chr11	83159410	83159810	+	701	24.0	[]	[]	[10.81022]	[208]	[]	[83159622]
9_14449	chr11	107840806	107841206	+	682	24.0	[7.473453]	[131]	[7.0126824]	[153]	[107841023]	[107841045]
9_14461	chr12	12442048	12442448	+	676	24.0	[]	[]	[6.3910203]	[146]	[]	[12442292]
9_14464	chr12	28313593	28313993	+	718	24.0	[10.430422]	[108]	[12.54541]	[118]	[28313799]	[28313809]
9_14474	chr12	49744385	49744785	+	781	24.0	[7.419761]	[152]	[]	[]	[49744601]	[]
9_14477	chr12	52925132	52925532	+	801	24.0	[7.1513557]	[86]	[6.78736]	[105]	[52925301]	[52925320]
9_14510	chr13	67619954	67620354	+	813	24.0	[]	[]	[10.661777]	[96]	[]	[67620133]
9_1452	chr12	64696319	64696719	+	1000	76.0	[]	[]	[17.315159, 6.587675]	[61, 76]	[]	[64696480, 64696495]
9_14526	chr13	107971574	107971974	+	805	24.0	[13.929092, 6.0850835]	[154, 158]	[8.580311]	[154]	[107971744, 107971748]	[107971744]
9_14534	chr14	37056966	37057366	+	718	24.0	[]	[]	[17.315159]	[134]	[]	[37057193]
9_1455	chr15	92665236	92665636	+	1000	76.0	[]	[]	[17.315159]	[115]	[]	[92665417]
9_14567	chr15	58546630	58547030	+	817	24.0	[]	[]	[5.7604885]	[123]	[]	[58546853]
9_14568	chr15	59687899	59688299	+	827	24.0	[9.678914]	[169]	[]	[]	[59688143]	[]
9_1458	chr17	3640044	3640444	+	1000	76.0	[]	[]	[14.124345]	[89]	[]	[3640226]
9_1460	chr17	64537410	64537810	+	1000	76.0	[]	[]	[5.6707325]	[101]	[]	[64537593]
9_14604	chr16	50160762	50161162	+	571	24.0	[7.465207]	[95]	[]	[]	[50160951]	[]
9_1465	chr2	207166144	207166544	+	1000	76.0	[]	[]	[17.315159, 8.102403]	[111, 125]	[]	[207166338, 207166352]
9_14656	chr17	44770280	44770680	+	774	24.0	[15.811725]	[126]	[8.015269]	[126]	[44770472]	[44770472]
9_1466	chr20	38804845	38805245	+	1000	76.0	[]	[]	[15.057976]	[89]	[]	[38805019]
9_14660	chr17	45574508	45574908	+	631	24.0	[6.266579]	[144]	[]	[]	[45574737]	[]
9_14666	chr17	48547867	48548267	+	817	24.0	[]	[]	[7.1551676]	[107]	[]	[48548061]
9_14672	chr17	62968258	62968658	+	791	24.0	[13.067403]	[79]	[]	[]	[62968434]	[]
9_1470	chr3	182812169	182812569	+	1000	76.0	[]	[]	[8.435963]	[92]	[]	[182812358]
9_1471	chr6	13354406	13354806	+	1000	76.0	[]	[]	[11.791661]	[163]	[]	[13354654]
9_14745	chr19	48724939	48725339	+	858	24.0	[]	[]	[9.844632]	[161]	[]	[48725151]
9_14760	chr2	3594896	3595296	+	646	24.0	[11.85257]	[112]	[]	[]	[3595080]	[]
9_14775	chr2	27379724	27380124	+	802	24.0	[]	[]	[6.4881]	[71]	[]	[27379878]
9_14777	chr2	38750537	38750937	+	670	24.0	[8.898557]	[68]	[]	[]	[38750692]	[]
9_14789	chr2	69624579	69624979	+	682	24.0	[14.754784]	[142]	[]	[]	[69624819]	[]
9_14799	chr2	113890759	113891159	+	748	24.0	[7.196585]	[227]	[]	[]	[113891001]	[]
9_14801	chr2	135742516	135742916	+	757	24.0	[]	[]	[5.845219]	[232]	[]	[135742763]
9_14808	chr2	161250788	161251188	+	721	24.0	[6.5340657]	[113]	[5.7043066]	[161]	[161250954]	[161251002]
9_14809	chr2	168644010	168644410	+	791	24.0	[8.639337]	[148]	[]	[]	[168644172]	[]
9_1482	chr11	34234060	34234460	+	1000	75.0	[]	[]	[5.7126274]	[102]	[]	[34234262]
9_1484	chr12	75706754	75707154	+	1000	75.0	[12.69387]	[92]	[]	[]	[75706928]	[]
9_14844	chr20	31822723	31823123	+	744	24.0	[5.7580857, 6.266578]	[103, 107]	[12.91896]	[103]	[31822897, 31822901]	[31822897]
9_14851	chr20	35741360	35741760	+	644	24.0	[9.605836]	[92]	[6.334662]	[154]	[35741546]	[35741608]
9_14852	chr20	37162015	37162415	+	790	24.0	[]	[]	[10.779332]	[105]	[]	[37162198]
9_14872	chr21	21199650	21200050	+	609	24.0	[]	[]	[11.56397]	[97]	[]	[21199826]
9_14896	chr22	19577989	19578389	+	784	24.0	[]	[]	[8.600847]	[145]	[]	[19578168]
9_14909	chr22	20132507	20132907	+	743	24.0	[]	[]	[6.670806]	[180]	[]	[20132707]
9_1492	chr5	124902015	124902415	+	1000	75.0	[]	[]	[17.315159]	[121]	[]	[124902228]
9_14949	chr22	22449839	22450239	+	812	24.0	[10.739767]	[175]	[]	[]	[22450069]	[]
9_14956	chr22	22580456	22580856	+	844	24.0	[11.066004]	[223]	[]	[]	[22580699]	[]
9_1496	chr6	46437598	46437998	+	1000	75.0	[10.098799, 15.057976]	[118, 139]	[12.613945]	[103]	[46437800, 46437821]	[46437785]
9_14960	chr22	22771135	22771535	+	719	24.0	[]	[]	[7.240729]	[150]	[]	[22771305]
9_1499	chr7	128167369	128167769	+	1000	75.0	[]	[]	[9.364033]	[94]	[]	[128167562]
9_150	chr17	44111089	44111489	+	1000	262.0	[6.8660583, 15.811725]	[70, 100]	[8.015269]	[100]	[44111258, 44111288]	[44111288]
9_15007	chr3	25592338	25592738	+	840	24.0	[]	[]	[6.453705]	[213]	[]	[25592576]
9_15008	chr3	37291195	37291595	+	740	24.0	[6.104348]	[152]	[7.3107314]	[182]	[37291415]	[37291445]
9_15027	chr3	116038473	116038873	+	808	24.0	[7.8043694]	[63]	[9.234844]	[63]	[116038627]	[116038627]
9_15036	chr3	143325602	143326002	+	812	24.0	[]	[]	[12.54541]	[92]	[]	[143325787]
9_15067	chr4	40325359	40325759	+	775	24.0	[7.770012]	[109]	[]	[]	[40325531]	[]
9_15068	chr4	46385893	46386293	+	765	24.0	[]	[]	[12.640175]	[77]	[]	[46386064]
9_15076	chr4	74311625	74312025	+	825	24.0	[11.098821, 6.038553]	[197, 211]	[]	[]	[74311861, 74311875]	[]
9_15086	chr4	122716805	122717205	+	784	24.0	[7.908006]	[120]	[]	[]	[122716964]	[]
9_15090	chr4	146523056	146523456	+	739	24.0	[]	[]	[5.5870132]	[69]	[]	[146523224]
9_15091	chr4	150316258	150316658	+	828	24.0	[6.339522, 5.7620244]	[169, 181]	[]	[]	[150316480, 150316492]	[]
9_151	chr4	6856009	6856409	+	1000	262.0	[]	[]	[17.315159]	[94]	[]	[6856200]
9_15106	chr5	40797315	40797715	+	652	24.0	[6.0057917]	[125]	[]	[]	[40797505]	[]
9_15118	chr5	76601519	76601919	+	803	24.0	[]	[]	[5.7604885]	[142]	[]	[76601704]
9_1512	chr14	89165464	89165864	+	1000	74.0	[11.401335]	[188]	[11.401335]	[188]	[89165711]	[89165711]
9_15133	chr5	139198430	139198830	+	705	24.0	[10.382992]	[162]	[]	[]	[139198672]	[]
9_1515	chr17	44842639	44843039	+	1000	74.0	[15.811725]	[124]	[8.015269]	[124]	[44842858]	[44842858]
9_15153	chr5	181259372	181259772	+	814	24.0	[]	[]	[8.68102]	[134]	[]	[181259562]
9_15159	chr6	4924202	4924602	+	819	24.0	[]	[]	[9.75884, 5.749637]	[157, 198]	[]	[4924405, 4924446]
9_15170	chr6	14777467	14777867	+	705	24.0	[]	[]	[9.844632, 5.893029]	[90, 145]	[]	[14777642, 14777697]
9_1521	chr2	145693117	145693517	+	1000	74.0	[6.4388304]	[121]	[]	[]	[145693337]	[]
9_15211	chr6	41200499	41200899	+	774	24.0	[]	[]	[6.949879]	[110]	[]	[41200663]
9_15213	chr6	42746931	42747331	+	727	24.0	[]	[]	[12.122945]	[160]	[]	[42747098]
9_15219	chr6	47360399	47360799	+	814	24.0	[6.6259375]	[74]	[9.709194]	[74]	[47360565]	[47360565]
9_1524	chr3	194003184	194003584	+	1000	74.0	[12.497601]	[117]	[]	[]	[194003399]	[]
9_15245	chr6	134250223	134250623	+	740	24.0	[17.315159]	[123]	[]	[]	[134250433]	[]
9_15254	chr6	152983624	152984024	+	735	24.0	[]	[]	[5.749637]	[138]	[]	[152983840]
9_15260	chr6	161049662	161050062	+	864	24.0	[8.015269]	[95]	[15.811725, 8.319862]	[95, 148]	[161049843]	[161049843, 161049896]
9_15261	chr6	161163794	161164194	+	807	24.0	[15.811725]	[128]	[8.015269]	[128]	[161164000]	[161164000]
9_15262	chr6	161204379	161204779	+	787	24.0	[7.7277474]	[87]	[]	[]	[161204545]	[]
9_15282	chr7	33040714	33041114	+	735	24.0	[6.415023]	[120]	[]	[]	[33040930]	[]
9_15289	chr7	45001182	45001582	+	764	24.0	[6.820177]	[127]	[9.146556]	[66]	[45001398]	[45001337]
9_15301	chr7	93004977	93005377	+	792	24.0	[]	[]	[7.5130177]	[83]	[]	[93005145]
9_15314	chr7	106139803	106140203	+	646	24.0	[]	[]	[6.2187686, 14.422394]	[80, 109]	[]	[106139970, 106139999]
9_15320	chr7	107024699	107025099	+	795	24.0	[6.0057917]	[142]	[]	[]	[107024852]	[]
9_15321	chr7	107033681	107034081	+	799	24.0	[5.674137]	[179]	[]	[]	[107033901]	[]
9_15324	chr7	107208124	107208524	+	820	24.0	[13.929092]	[76]	[8.580311]	[76]	[107208300]	[107208300]
9_15336	chr7	121022776	121023176	+	689	24.0	[7.8416157]	[226]	[]	[]	[121023016]	[]
9_15344	chr7	133051147	133051547	+	608	24.0	[7.19098]	[160]	[7.826562]	[160]	[133051378]	[133051378]
9_1535	chr8	143975887	143976287	+	1000	74.0	[15.811725]	[114]	[8.015269]	[114]	[143976091]	[143976091]
9_15358	chr7	148841135	148841535	+	810	24.0	[7.7696743]	[104]	[]	[]	[148841296]	[]
9_15361	chr7	149625427	149625827	+	830	24.0	[5.7609663]	[192]	[6.0590153, 10.218181]	[155, 177]	[149625636]	[149625599, 149625621]
9_15366	chr8	13208142	13208542	+	722	24.0	[10.083745]	[122]	[5.6625133, 10.083745, 7.6240788]	[79, 122, 171]	[13208338]	[13208295, 13208338, 13208387]
9_15367	chr8	17247441	17247841	+	776	24.0	[]	[]	[8.895121]	[143]	[]	[17247656]
9_15369	chr8	27325265	27325665	+	799	24.0	[]	[]	[7.1641073]	[54]	[]	[27325416]
9_15383	chr8	92047656	92048056	+	743	24.0	[]	[]	[10.73472]	[88]	[]	[92047833]
9_15396	chr8	128149849	128150249	+	736	24.0	[7.231281]	[127]	[]	[]	[128150028]	[]
9_154	chr6	119542109	119542509	+	1000	261.0	[]	[]	[12.054005]	[131]	[]	[119542338]
9_15416	chr9	96857870	96858270	+	621	24.0	[5.9638658]	[122]	[]	[]	[96858061]	[]
9_1542	chr10	5317549	5317949	+	1000	73.0	[]	[]	[7.8381796]	[68]	[]	[5317703]
9_1544	chr11	1548337	1548737	+	1000	73.0	[8.015269]	[116]	[8.895121, 15.811725]	[96, 116]	[1548532]	[1548512, 1548532]
9_15451	chr9	131234264	131234664	+	789	24.0	[]	[]	[5.629383]	[147]	[]	[131234427]
9_15478	chr1	8571499	8571899	+	775	23.0	[5.7580857]	[136]	[12.91896]	[136]	[8571686]	[8571686]
9_15479	chr1	8701361	8701761	+	755	23.0	[7.9241214]	[91]	[]	[]	[8701547]	[]
9_15482	chr1	8816968	8817368	+	760	23.0	[8.186599]	[126]	[]	[]	[8817179]	[]
9_1549	chr15	41477116	41477516	+	1000	73.0	[7.791581]	[109]	[16.258217]	[85]	[41477325]	[41477301]
9_1550	chr16	88398781	88399181	+	1000	73.0	[]	[]	[14.422394]	[91]	[]	[88398961]
9_1551	chr16	89325965	89326365	+	1000	73.0	[15.057976]	[116]	[]	[]	[89326167]	[]
9_15518	chr1	39102654	39103054	+	664	23.0	[6.892931]	[174]	[]	[]	[39102845]	[]
9_15522	chr1	40381594	40381994	+	623	23.0	[8.29767]	[101]	[]	[]	[40381770]	[]
9_15533	chr1	51514496	51514896	+	693	23.0	[5.7126274]	[136]	[]	[]	[51514677]	[]
9_15541	chr1	54672008	54672408	+	777	23.0	[5.6707325]	[77]	[]	[]	[54672163]	[]
9_15543	chr1	61011663	61012063	+	673	23.0	[]	[]	[13.554542]	[111]	[]	[61011817]
9_15552	chr1	67428203	67428603	+	761	23.0	[7.908006]	[127]	[]	[]	[67428367]	[]
9_15553	chr1	68128182	68128582	+	762	23.0	[]	[]	[13.323187]	[96]	[]	[68128371]
9_15563	chr1	91022156	91022556	+	691	23.0	[5.723671, 6.21491]	[128, 145]	[]	[]	[91022341, 91022358]	[]
9_15565	chr1	92973119	92973519	+	708	23.0	[11.830152]	[244]	[]	[]	[92973370]	[]
9_15566	chr1	93080428	93080828	+	706	23.0	[9.75884, 7.135903]	[101, 109]	[]	[]	[93080605, 93080613]	[]
9_15578	chr1	112298544	112298944	+	721	23.0	[8.453715]	[96]	[]	[]	[112298728]	[]
9_15585	chr1	117368658	117369058	+	712	23.0	[6.251386]	[150]	[6.251386, 5.6466813]	[150, 217]	[117368835]	[117368835, 117368902]
9_1559	chr5	10702962	10703362	+	1000	73.0	[12.299063]	[153]	[]	[]	[10703199]	[]
9_156	chr1	112700689	112701089	+	1000	260.0	[]	[]	[7.355618]	[137]	[]	[112700923]
9_1560	chr6	10749694	10750094	+	1000	73.0	[]	[]	[9.326051]	[133]	[]	[10749907]
9_15602	chr1	167928536	167928936	+	734	23.0	[14.124345, 6.166656]	[101, 143]	[6.802238]	[143]	[167928720, 167928762]	[167928762]
9_15606	chr1	174187918	174188318	+	635	23.0	[6.902161]	[76]	[6.902161, 7.348654]	[78, 119]	[174188087]	[174188089, 174188130]
9_15611	chr1	180815248	180815648	+	648	23.0	[9.254109]	[61]	[]	[]	[180815400]	[]
9_15627	chr1	202343798	202344198	+	753	23.0	[7.765152]	[180]	[]	[]	[202344037]	[]
9_15636	chr1	208100885	208101285	+	718	23.0	[7.5130177]	[140]	[]	[]	[208101072]	[]
9_1564	chr6	158475277	158475677	+	1000	73.0	[17.315159]	[86]	[]	[]	[158475460]	[]
9_15666	chr10	22615876	22616276	+	769	23.0	[5.685467]	[158]	[]	[]	[22616070]	[]
9_15667	chr10	22617994	22618394	+	628	23.0	[14.048844]	[147]	[]	[]	[22618226]	[]
9_15671	chr10	32963119	32963519	+	585	23.0	[]	[]	[8.959805]	[143]	[]	[32963337]
9_15699	chr10	98236868	98237268	+	734	23.0	[6.140181]	[69]	[]	[]	[98237025]	[]
9_157	chr6	67896509	67896909	+	1000	260.0	[6.6675034, 15.057976]	[61, 116]	[]	[]	[67896664, 67896719]	[]
9_15706	chr11	5123920	5124320	+	771	23.0	[]	[]	[5.5194044]	[120]	[]	[5124074]
9_15713	chr11	12746540	12746940	+	725	23.0	[]	[]	[10.81022]	[125]	[]	[12746732]
9_15717	chr11	35029862	35030262	+	705	23.0	[]	[]	[6.670806, 5.6466813]	[115, 162]	[]	[35030023, 35030070]
9_1572	chr1	51661102	51661502	+	1000	72.0	[12.299063]	[103]	[6.4807563]	[129]	[51661302]	[51661328]
9_15746	chr11	74092453	74092853	+	792	23.0	[]	[]	[7.465207]	[180]	[]	[74092674]
9_15751	chr11	86218380	86218780	+	775	23.0	[]	[]	[7.044356]	[111]	[]	[86218570]
9_15752	chr11	86740509	86740909	+	814	23.0	[]	[]	[7.7696743]	[203]	[]	[86740724]
9_1577	chr1	205678533	205678933	+	1000	72.0	[]	[]	[9.920132]	[110]	[]	[205678707]
9_15789	chr12	68745543	68745943	+	689	23.0	[14.001035, 6.0590153]	[231, 238]	[]	[]	[68745786, 68745793]	[]
9_1580	chr13	75365761	75366161	+	1000	72.0	[16.258217, 5.723671]	[101, 144]	[]	[]	[75365959, 75366002]	[]
9_15804	chr12	120199491	120199891	+	716	23.0	[]	[]	[6.4807563]	[212]	[]	[120199712]
9_1582	chr15	99703529	99703929	+	1000	72.0	[8.102403]	[105]	[12.69387]	[132]	[99703683]	[99703710]
9_15824	chr13	107968283	107968683	+	728	23.0	[7.548953]	[187]	[]	[]	[107968501]	[]
9_15831	chr14	23320713	23321113	+	655	23.0	[]	[]	[5.6466813]	[85]	[]	[23320890]
9_15836	chr14	55580534	55580934	+	752	23.0	[]	[]	[17.315159]	[101]	[]	[55580726]
9_15837	chr14	64505004	64505404	+	719	23.0	[8.453715]	[103]	[5.7609663]	[141]	[64505193]	[64505231]
9_1584	chr16	89320200	89320600	+	1000	72.0	[]	[]	[11.156079]	[78]	[]	[89320376]
9_15852	chr15	52008991	52009391	+	696	23.0	[8.7347145]	[99]	[]	[]	[52009187]	[]
9_15853	chr15	55237507	55237907	+	711	23.0	[6.0514646]	[79]	[]	[]	[55237660]	[]
9_1586	chr17	28117299	28117699	+	1000	72.0	[]	[]	[17.315159]	[106]	[]	[28117505]
9_1588	chr17	50944468	50944868	+	1000	72.0	[]	[]	[10.661777]	[108]	[]	[50944640]
9_15886	chr16	10318618	10319018	+	785	23.0	[11.966377, 6.109006]	[80, 112]	[9.5187025]	[80]	[10318778, 10318810]	[10318778]
9_15889	chr16	19696331	19696731	+	614	23.0	[]	[]	[9.652645]	[147]	[]	[19696575]
9_15899	chr16	30571760	30572160	+	780	23.0	[9.231286]	[149]	[]	[]	[30572007]	[]
9_159	chrX	39855664	39856064	+	1000	260.0	[12.425659]	[117]	[12.425659]	[117]	[39855879]	[39855879]
9_1590	chr17	59837520	59837920	+	1000	72.0	[]	[]	[7.348653]	[96]	[]	[59837713]
9_15912	chr16	75148134	75148534	+	773	23.0	[]	[]	[6.8510647]	[122]	[]	[75148336]
9_1592	chr17	81941740	81942140	+	1000	72.0	[15.811725]	[89]	[8.015269]	[89]	[81941921]	[81941921]
9_15933	chr17	28896269	28896669	+	705	23.0	[]	[]	[13.323187]	[94]	[]	[28896455]
9_1595	chr2	158009401	158009801	+	1000	72.0	[]	[]	[17.315159]	[142]	[]	[158009623]
9_15953	chr17	44198381	44198781	+	556	23.0	[6.7477956]	[184]	[]	[]	[44198595]	[]
9_15978	chr17	66507546	66507946	+	625	23.0	[]	[]	[6.36479]	[148]	[]	[66507772]
9_16	chrM	5207	5607	+	1000	543.0	[10.382992]	[104]	[]	[]	[5400]	[]
9_16001	chr18	10560402	10560802	+	752	23.0	[]	[]	[9.605836]	[88]	[]	[10560567]
9_1601	chr4	48127774	48128174	+	1000	72.0	[8.65479]	[130]	[]	[]	[48127992]	[]
9_16016	chr19	7533847	7534247	+	785	23.0	[]	[]	[8.400734]	[54]	[]	[7534001]
9_1603	chr5	112963917	112964317	+	1000	72.0	[12.69387, 7.765152]	[73, 106]	[]	[]	[112964084, 112964117]	[]
9_16037	chr19	34733492	34733892	+	805	23.0	[5.894586]	[178]	[]	[]	[34733707]	[]
9_1604	chr5	139447347	139447747	+	1000	72.0	[]	[]	[12.872151]	[144]	[]	[139447572]
9_16042	chr19	38899482	38899882	+	688	23.0	[6.665946]	[78]	[]	[]	[38899638]	[]
9_1605	chr6	27133556	27133956	+	1000	72.0	[5.6466813]	[151]	[8.319862]	[81]	[27133804]	[27133734]
9_16070	chr19	55165901	55166301	+	724	23.0	[7.395123]	[77]	[]	[]	[55166064]	[]
9_16072	chr19	56321821	56322221	+	624	23.0	[]	[]	[10.662778]	[116]	[]	[56322025]
9_16074	chr19	58554815	58555215	+	756	23.0	[]	[]	[6.670806]	[179]	[]	[58555031]
9_16079	chr2	11688415	11688815	+	769	23.0	[9.118975]	[75]	[]	[]	[11688583]	[]
9_16088	chr2	29307496	29307896	+	674	23.0	[15.811725]	[126]	[8.015269]	[126]	[29307715]	[29307715]
9_16092	chr2	33583207	33583607	+	653	23.0	[6.0414886]	[113]	[]	[]	[33583389]	[]
9_16099	chr2	55282325	55282725	+	738	23.0	[9.151792]	[185]	[]	[]	[55282574]	[]
9_16101	chr2	64018121	64018521	+	742	23.0	[13.110946, 7.2615194]	[65, 109]	[9.073612, 6.2045784]	[109, 113]	[64018285, 64018329]	[64018329, 64018333]
9_1611	chr7	108236962	108237362	+	1000	72.0	[]	[]	[14.422394]	[87]	[]	[108237130]
9_1612	chrX	101483720	101484120	+	1000	72.0	[]	[]	[7.923, 12.872151]	[96, 134]	[]	[101483903, 101483941]
9_16121	chr2	145667752	145668152	+	758	23.0	[12.299063]	[101]	[6.760707]	[77]	[145667943]	[145667919]
9_16122	chr2	145759548	145759948	+	731	23.0	[]	[]	[12.613945]	[76]	[]	[145759724]
9_16126	chr2	152715797	152716197	+	635	23.0	[6.415022]	[137]	[]	[]	[152715979]	[]
9_16128	chr2	156331605	156332005	+	711	23.0	[7.163769]	[153]	[]	[]	[156331784]	[]
9_1613	chr1	17419786	17420186	+	1000	71.0	[]	[]	[12.640175]	[82]	[]	[17419968]
9_16138	chr2	169925385	169925785	+	722	23.0	[]	[]	[5.8419495, 10.661777, 6.7453504]	[104, 118, 175]	[]	[169925538, 169925552, 169925609]
9_16139	chr2	169933104	169933504	+	670	23.0	[]	[]	[6.7900605]	[106]	[]	[169933299]
9_16141	chr2	171876725	171877125	+	699	23.0	[7.1641073]	[119]	[]	[]	[171876944]	[]
9_16171	chr20	38040273	38040673	+	680	23.0	[]	[]	[7.2767115]	[125]	[]	[38040461]
9_16176	chr20	46406657	46407057	+	714	23.0	[]	[]	[7.348653]	[151]	[]	[46406902]
9_1618	chr1	203282193	203282593	+	1000	71.0	[6.1815386]	[111]	[]	[]	[203282398]	[]
9_16182	chr20	53547754	53548154	+	669	23.0	[]	[]	[12.613945]	[78]	[]	[53547920]
9_16192	chr21	37419193	37419593	+	591	23.0	[]	[]	[7.310393, 7.8419547]	[96, 97]	[]	[37419373, 37419374]
9_162	chr15	81092157	81092557	+	1000	257.0	[13.469811]	[90]	[5.673355]	[90]	[81092345]	[81092345]
9_1620	chr1	224503459	224503859	+	1000	71.0	[]	[]	[5.5777826]	[71]	[]	[224503616]
9_1621	chr10	3808080	3808480	+	1000	71.0	[]	[]	[16.258217, 7.6240788]	[106, 156]	[]	[3808278, 3808328]
9_16223	chr22	20463399	20463799	+	685	23.0	[6.8324847]	[188]	[]	[]	[20463608]	[]
9_16245	chr22	22043765	22044165	+	749	23.0	[7.343793]	[214]	[]	[]	[22044008]	[]
9_16249	chr22	22369946	22370346	+	723	23.0	[5.7632356]	[168]	[]	[]	[22370175]	[]
9_16261	chr22	22984243	22984643	+	708	23.0	[]	[]	[8.405594]	[106]	[]	[22984402]
9_16274	chr22	39899017	39899417	+	640	23.0	[6.8510647]	[62]	[]	[]	[39899174]	[]
9_16278	chr3	4343118	4343518	+	752	23.0	[7.471963]	[138]	[]	[]	[4343336]	[]
9_16289	chr3	20065210	20065610	+	727	23.0	[]	[]	[7.6431217]	[104]	[]	[20065391]
9_1632	chr16	15055151	15055551	+	1000	71.0	[15.057976]	[102]	[]	[]	[15055351]	[]
9_16321	chr3	143974823	143975223	+	686	23.0	[]	[]	[6.2187686]	[188]	[]	[143975051]
9_16344	chr3	195896622	195897022	+	684	23.0	[]	[]	[5.968529]	[100]	[]	[195896798]
9_16354	chr4	40121370	40121770	+	591	23.0	[9.600976]	[136]	[]	[]	[40121534]	[]
9_16355	chr4	55385216	55385616	+	773	23.0	[]	[]	[5.6577077]	[130]	[]	[55385441]
9_16357	chr4	70632037	70632437	+	579	23.0	[14.422394, 6.985101]	[90, 96]	[]	[]	[70632214, 70632220]	[]
9_1636	chr18	22466000	22466400	+	1000	71.0	[15.057976]	[160]	[]	[]	[22466244]	[]
9_16361	chr4	76994018	76994418	+	674	23.0	[15.057976]	[152]	[]	[]	[76994255]	[]
9_16377	chr4	153540611	153541011	+	594	23.0	[15.057976]	[107]	[]	[]	[153540790]	[]
9_16379	chr4	176302229	176302629	+	582	23.0	[14.048844]	[125]	[]	[]	[176302432]	[]
9_1639	chr21	35026730	35027130	+	1000	71.0	[]	[]	[8.951781]	[137]	[]	[35026953]
9_16396	chr5	61331828	61332228	+	656	23.0	[]	[]	[11.56397]	[135]	[]	[61332036]
9_164	chr10	132517267	132517667	+	1000	256.0	[17.315159]	[89]	[10.647586]	[132]	[132517446]	[132517489]
9_16406	chr5	90640771	90641171	+	727	23.0	[]	[]	[7.348653]	[82]	[]	[90640927]
9_16418	chr5	138186029	138186429	+	818	23.0	[]	[]	[8.794827]	[112]	[]	[138186198]
9_16434	chr5	173923680	173924080	+	568	23.0	[7.353701, 14.124345]	[88, 127]	[]	[]	[173923846, 173923885]	[]
9_16438	chr5	180341505	180341905	+	671	23.0	[]	[]	[13.067403]	[99]	[]	[180341693]
9_16440	chr6	373812	374212	+	702	23.0	[]	[]	[17.315159]	[112]	[]	[374008]
9_16441	chr6	2769806	2770206	+	760	23.0	[6.3096714]	[132]	[8.444085, 5.729208]	[145, 172]	[2769959]	[2769972, 2769999]
9_16449	chr6	7106059	7106459	+	736	23.0	[7.253473]	[175]	[]	[]	[7106296]	[]
9_16454	chr6	15441141	15441541	+	762	23.0	[10.326717, 10.752679, 6.329377]	[88, 138, 149]	[6.124391]	[149]	[15441300, 15441350, 15441361]	[15441361]
9_16457	chr6	18246890	18247290	+	728	23.0	[16.258217]	[106]	[]	[]	[18247052]	[]
9_16458	chr6	18263143	18263543	+	707	23.0	[8.018886]	[195]	[]	[]	[18263352]	[]
9_16460	chr6	20126565	20126965	+	687	23.0	[8.069534]	[112]	[]	[]	[20126759]	[]
9_16476	chr6	28954975	28955375	+	787	23.0	[5.6322427, 8.262975, 8.319862]	[145, 146, 156]	[]	[]	[28955190, 28955191, 28955201]	[]
9_16478	chr6	30544381	30544781	+	795	23.0	[]	[]	[5.6132436]	[227]	[]	[30544626]
9_1648	chr6	119172748	119173148	+	1000	71.0	[]	[]	[10.132373]	[95]	[]	[119172939]
9_1649	chr6	163339099	163339499	+	1000	71.0	[13.067403]	[126]	[]	[]	[163339306]	[]
