#PeakID(python identify_motif.py ./ENCODE_processed_files/KLF16_idr.fa KLF16 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
805_16830	chr7	118153547	118153947	+	732	44.0	[6.689266]	[90]	[]	[]	[118153735]	[]
805_16831	chr7	120950947	120951347	+	1000	44.0	[11.883123]	[93]	[]	[]	[120951132]	[]
805_16835	chr7	130273117	130273517	+	1000	44.0	[13.286267, 12.29139, 7.1464634, 13.953096]	[126, 132, 134, 138]	[]	[]	[130273332, 130273338, 130273340, 130273344]	[]
805_16846	chr7	149147114	149147514	+	1000	44.0	[6.9816003]	[169]	[12.000808, 7.195727]	[198, 203]	[149147305]	[149147334, 149147339]
805_16858	chr8	29004292	29004692	+	1000	44.0	[]	[]	[8.759238]	[126]	[]	[29004507]
805_16862	chr8	30912775	30913175	+	1000	44.0	[7.1279345]	[129]	[]	[]	[30912980]	[]
805_16869	chr8	96333141	96333541	+	1000	44.0	[]	[]	[13.286267]	[111]	[]	[96333338]
805_1687	chr8	23991425	23991825	+	1000	146.0	[10.610686]	[54]	[]	[]	[23991577]	[]
805_16875	chr8	139340852	139341252	+	1000	44.0	[8.502228, 7.8834333]	[81, 134]	[]	[]	[139341009, 139341062]	[]
805_16879	chr8	144463930	144464330	+	1000	44.0	[11.896146]	[112]	[]	[]	[144464128]	[]
805_16883	chr9	37953718	37954118	+	642	44.0	[]	[]	[7.313411, 6.445277]	[137, 188]	[]	[37953898, 37953949]
805_16885	chr9	87792786	87793186	+	1000	44.0	[]	[]	[7.935419, 7.8426595]	[121, 125]	[]	[87793007, 87793011]
805_16886	chr9	93668512	93668912	+	873	44.0	[8.649299]	[143]	[]	[]	[93668752]	[]
805_16895	chr9	122125117	122125517	+	1000	44.0	[7.6214185, 8.544636]	[166, 168]	[]	[]	[122125360, 122125362]	[]
805_16901	chr9	127507353	127507753	+	1000	44.0	[]	[]	[8.046412]	[93]	[]	[127507529]
805_16910	chr9	130939032	130939432	+	1000	44.0	[]	[]	[8.649299, 7.9824696]	[100, 145]	[]	[130939229, 130939274]
805_16911	chr9	131042591	131042991	+	1000	44.0	[10.1167555, 11.506877, 12.186728]	[78, 116, 127]	[]	[]	[131042758, 131042796, 131042807]	[]
805_16926	chrX	49079727	49080127	+	1000	44.0	[]	[]	[12.000808]	[95]	[]	[49079906]
805_16930	chrX	70133234	70133634	+	1000	44.0	[]	[]	[11.896146]	[187]	[]	[70133481]
805_16943	chr1	12541540	12541940	+	922	43.0	[]	[]	[7.5271525]	[108]	[]	[12541738]
805_16944	chr1	12549774	12550174	+	1000	43.0	[13.953096]	[117]	[8.544636, 7.6214185]	[191, 193]	[12549933]	[12550007, 12550009]
805_16959	chr1	26952151	26952551	+	1000	43.0	[7.357674]	[69]	[7.2591763, 7.1464634, 7.5071864]	[103, 107, 109]	[26952319]	[26952353, 26952357, 26952359]
805_16966	chr1	32222055	32222455	+	1000	43.0	[]	[]	[7.9976654, 7.5271525]	[77, 145]	[]	[32222217, 32222285]
805_16968	chr1	35180621	35181021	+	1000	43.0	[7.287687]	[137]	[]	[]	[35180822]	[]
805_16976	chr1	42658177	42658577	+	1000	43.0	[8.759238]	[170]	[]	[]	[42658414]	[]
805_16980	chr1	52842534	52842934	+	1000	43.0	[8.42266]	[72]	[6.4158807]	[151]	[52842699]	[52842778]
805_16992	chr1	110004037	110004437	+	1000	43.0	[7.644837, 7.287687]	[137, 143]	[8.061128, 6.8069506]	[88, 173]	[110004243, 110004249]	[110004194, 110004279]
805_17	chr11	65497355	65497755	+	1000	618.0	[12.562974]	[134]	[]	[]	[65497587]	[]
805_17004	chr1	156773078	156773478	+	1000	43.0	[]	[]	[8.930296]	[92]	[]	[156773244]
805_17015	chr1	183945437	183945837	+	1000	43.0	[7.1628084, 8.325146, 12.000808]	[126, 128, 131]	[]	[]	[183945649, 183945651, 183945654]	[]
805_17016	chr1	184973548	184973948	+	1000	43.0	[]	[]	[8.649299]	[113]	[]	[184973741]
805_17020	chr1	203638866	203639266	+	938	43.0	[]	[]	[7.6848807]	[78]	[]	[203639024]
805_17021	chr1	203681656	203682056	+	963	43.0	[7.357674]	[103]	[]	[]	[203681851]	[]
805_17034	chr1	234776998	234777398	+	1000	43.0	[12.186728]	[194]	[]	[]	[234777240]	[]
805_17035	chr1	234842899	234843299	+	1000	43.0	[8.557642]	[129]	[]	[]	[234843119]	[]
805_17039	chr10	11894638	11895038	+	1000	43.0	[]	[]	[7.313411, 7.313411]	[104, 152]	[]	[11894811, 11894859]
805_17041	chr10	13659968	13660368	+	1000	43.0	[8.759238]	[118]	[]	[]	[13660172]	[]
805_17049	chr10	31031490	31031890	+	1000	43.0	[7.6236315]	[65]	[]	[]	[31031648]	[]
805_17077	chr10	124354701	124355101	+	762	43.0	[6.719461]	[53]	[]	[]	[124354853]	[]
805_1708	chrX	53255845	53256245	+	1000	145.0	[]	[]	[8.017478]	[57]	[]	[53255996]
805_171	chr1	162386296	162386696	+	1000	363.0	[6.483108]	[107]	[]	[]	[162386499]	[]
805_17118	chr11	130002966	130003366	+	1000	43.0	[10.9646435]	[121]	[]	[]	[130003184]	[]
805_17122	chr12	6872329	6872729	+	1000	43.0	[13.8484335]	[181]	[6.689266]	[170]	[6872578]	[6872567]
805_17129	chr12	48995402	48995802	+	869	43.0	[8.557642, 6.4158807]	[118, 125]	[]	[]	[48995617, 48995624]	[]
805_17133	chr12	54300930	54301330	+	1000	43.0	[6.4322557, 8.273051, 13.953096]	[101, 152, 157]	[]	[]	[54301083, 54301134, 54301139]	[]
805_17142	chr12	76158699	76159099	+	1000	43.0	[10.026438]	[136]	[9.826173, 7.0975323]	[157, 159]	[76158905]	[76158926, 76158928]
805_17154	chr12	113747003	113747403	+	813	43.0	[]	[]	[6.69701]	[86]	[]	[113747167]
805_17158	chr12	124032246	124032646	+	1000	43.0	[]	[]	[6.483108]	[146]	[]	[124032480]
805_17184	chr14	75296030	75296430	+	1000	43.0	[]	[]	[7.609212]	[81]	[]	[75296201]
805_17196	chr15	57306590	57306990	+	1000	43.0	[7.9976654]	[73]	[]	[]	[57306760]	[]
805_17202	chr15	67065357	67065757	+	977	43.0	[]	[]	[8.381167, 7.9976654, 7.313411, 10.131101, 9.609028]	[72, 79, 85, 91, 115]	[]	[67065512, 67065519, 67065525, 67065531, 67065555]
805_17205	chr15	75335799	75336199	+	1000	43.0	[9.597125]	[105]	[]	[]	[75335988]	[]
805_17207	chr15	88274534	88274934	+	1000	43.0	[7.287687]	[136]	[]	[]	[88274770]	[]
805_17209	chr15	90086782	90087182	+	1000	43.0	[8.502228]	[94]	[]	[]	[90086973]	[]
805_17213	chr16	1300860	1301260	+	1000	43.0	[]	[]	[7.8834333]	[122]	[]	[1301074]
805_17214	chr16	3007112	3007512	+	1000	43.0	[7.935419]	[94]	[7.357674]	[108]	[3007303]	[3007317]
805_17217	chr16	16189739	16190139	+	998	43.0	[8.178812]	[92]	[]	[]	[16189902]	[]
805_17236	chr16	88509099	88509499	+	1000	43.0	[]	[]	[7.473779]	[130]	[]	[88509323]
805_17239	chr17	8156278	8156678	+	1000	43.0	[8.42266]	[110]	[13.953096]	[178]	[8156455]	[8156523]
805_17243	chr17	28494694	28495094	+	1000	43.0	[12.186728]	[113]	[7.6214185]	[61]	[28494903]	[28494851]
805_17247	chr17	34892877	34893277	+	1000	43.0	[]	[]	[8.909091]	[65]	[]	[34893041]
805_1725	chr2	157874851	157875251	+	1000	144.0	[]	[]	[6.9816003, 7.791171, 12.29139]	[66, 70, 72]	[]	[157875005, 157875009, 157875011]
805_17250	chr17	38871503	38871903	+	1000	43.0	[]	[]	[8.469394, 6.483108, 8.267059, 7.0975323]	[131, 135, 174, 176]	[]	[38871675, 38871679, 38871718, 38871720]
805_17252	chr17	39634381	39634781	+	1000	43.0	[]	[]	[10.610686]	[98]	[]	[39634576]
805_17253	chr17	39730405	39730805	+	1000	43.0	[]	[]	[6.69701]	[89]	[]	[39730574]
805_1726	chr20	31607227	31607627	+	1000	144.0	[]	[]	[12.000808, 7.791171, 8.889453, 13.576849, 7.2473845]	[92, 96, 98, 122, 124]	[]	[31607407, 31607411, 31607413, 31607437, 31607439]
805_17263	chr17	47257880	47258280	+	985	43.0	[8.397566]	[125]	[8.930296]	[174]	[47258061]	[47258110]
805_17265	chr17	48051855	48052255	+	1000	43.0	[7.6567397]	[99]	[]	[]	[48052012]	[]
805_17268	chr17	49315449	49315849	+	1000	43.0	[7.0975323, 6.860324]	[119, 121]	[]	[]	[49315665, 49315667]	[]
805_17272	chr17	56982167	56982567	+	1000	43.0	[6.719461]	[69]	[]	[]	[56982324]	[]
805_17281	chr17	76383735	76384135	+	1000	43.0	[7.1426477]	[81]	[]	[]	[76383899]	[]
805_17282	chr17	77881529	77881929	+	1000	43.0	[7.1700025]	[123]	[]	[]	[77881727]	[]
805_17287	chr18	9700354	9700754	+	1000	43.0	[12.186728]	[101]	[]	[]	[9700538]	[]
805_17292	chr18	74597656	74598056	+	1000	43.0	[8.061128]	[114]	[7.1700025]	[164]	[74597854]	[74597904]
805_17294	chr19	1146224	1146624	+	1000	43.0	[7.7268963, 6.696274]	[132, 133]	[]	[]	[1146449, 1146450]	[]
805_17296	chr19	1251226	1251626	+	1000	43.0	[]	[]	[10.221417, 10.75702, 12.29139]	[126, 130, 132]	[]	[1251440, 1251444, 1251446]
805_17297	chr19	2475759	2476159	+	1000	43.0	[7.473779, 8.42266, 8.178812, 9.239975, 6.9085846, 7.313411, 9.930836]	[75, 76, 90, 104, 129, 137, 143]	[]	[]	[2475922, 2475923, 2475937, 2475951, 2475976, 2475984, 2475990]	[]
805_17298	chr19	2636922	2637322	+	1000	43.0	[6.8433437, 9.679184]	[80, 94]	[]	[]	[2637074, 2637088]	[]
805_1730	chr21	42051810	42052210	+	1000	144.0	[]	[]	[11.216295]	[106]	[]	[42052012]
805_1731	chr3	4978736	4979136	+	1000	144.0	[7.313411]	[111]	[]	[]	[4978943]	[]
805_17310	chr19	17390985	17391385	+	1000	43.0	[6.69701, 9.597125, 7.609212]	[103, 122, 134]	[]	[]	[17391164, 17391183, 17391195]	[]
805_17312	chr19	17751234	17751634	+	1000	43.0	[10.861683, 7.1426477]	[166, 187]	[7.313411, 8.740978, 8.649299]	[113, 139, 144]	[17751459, 17751480]	[17751406, 17751432, 17751437]
805_17313	chr19	33125859	33126259	+	1000	43.0	[11.896146]	[121]	[]	[]	[33126065]	[]
805_17329	chr19	49533712	49534112	+	1000	43.0	[12.000808]	[124]	[9.597125]	[78]	[49533931]	[49533885]
805_17333	chr19	56080563	56080963	+	1000	43.0	[7.313411]	[114]	[]	[]	[56080773]	[]
805_17337	chr2	10919070	10919470	+	786	43.0	[6.876938]	[131]	[]	[]	[10919249]	[]
805_17343	chr2	26772058	26772458	+	1000	43.0	[7.216604, 7.5271525]	[109, 115]	[7.6567397]	[87]	[26772265, 26772271]	[26772243]
805_17348	chr2	42928567	42928967	+	1000	43.0	[]	[]	[8.557642, 7.2473845]	[113, 115]	[]	[42928763, 42928765]
805_17353	chr2	69177444	69177844	+	622	43.0	[6.9816003]	[69]	[]	[]	[69177608]	[]
805_17372	chr2	157492199	157492599	+	1000	43.0	[7.208749]	[95]	[]	[]	[157492394]	[]
805_17376	chr2	169034268	169034668	+	1000	43.0	[7.369117]	[141]	[]	[]	[169034482]	[]
805_17381	chr2	196259762	196260162	+	1000	43.0	[6.8069506]	[181]	[]	[]	[196259991]	[]
805_17385	chr2	216619370	216619770	+	692	43.0	[7.313411, 7.835399]	[94, 103]	[]	[]	[216619547, 216619556]	[]
805_17387	chr2	216936927	216937327	+	1000	43.0	[6.860324]	[101]	[]	[]	[216937126]	[]
805_1740	chr6	37643911	37644311	+	1000	144.0	[7.578269, 10.75702, 7.578269, 10.75702]	[119, 121, 139, 141]	[]	[]	[37644123, 37644125, 37644143, 37644145]	[]
805_17403	chr20	38221054	38221454	+	1000	43.0	[9.504365]	[90]	[]	[]	[38221239]	[]
805_17408	chr20	45306482	45306882	+	1000	43.0	[]	[]	[15.238556]	[142]	[]	[45306716]
805_17412	chr20	49978952	49979352	+	1000	43.0	[]	[]	[8.933888]	[147]	[]	[49979194]
805_17416	chr20	64042441	64042841	+	1000	43.0	[7.693098]	[168]	[]	[]	[64042691]	[]
805_17417	chr20	64223414	64223814	+	1000	43.0	[7.7268963, 7.935419]	[125, 131]	[]	[]	[64223629, 64223635]	[]
805_17427	chr21	44339267	44339667	+	873	43.0	[]	[]	[7.935419]	[102]	[]	[44339467]
805_1743	chr7	150994547	150994947	+	1000	144.0	[]	[]	[7.6214185]	[165]	[]	[150994797]
805_17451	chr22	39959513	39959913	+	1000	43.0	[6.9816003, 11.896146]	[76, 160]	[]	[]	[39959672, 39959756]	[]
805_17455	chr22	50562706	50563106	+	1000	43.0	[7.5271525]	[137]	[]	[]	[50562941]	[]
805_1746	chrX	9516185	9516585	+	1000	144.0	[]	[]	[6.5288982]	[109]	[]	[9516391]
805_17464	chr3	14761289	14761689	+	1000	43.0	[]	[]	[8.759238]	[151]	[]	[14761501]
805_17474	chr3	46935442	46935842	+	1000	43.0	[]	[]	[9.679184, 6.5499396]	[95, 102]	[]	[46935612, 46935619]
805_17486	chr3	170358165	170358565	+	1000	43.0	[6.428879, 7.6039934, 12.186728]	[167, 170, 182]	[7.6086707, 9.609028, 10.75702, 12.29139]	[90, 92, 137, 139]	[170358398, 170358401, 170358413]	[170358321, 170358323, 170358368, 170358370]
805_17489	chr3	171850301	171850701	+	1000	43.0	[]	[]	[13.168583, 7.3942986]	[97, 152]	[]	[171850497, 171850552]
805_17496	chr4	1351814	1352214	+	808	43.0	[7.9976654, 8.167905]	[112, 140]	[]	[]	[1352023, 1352051]	[]
805_17499	chr4	40003964	40004364	+	1000	43.0	[7.5045495]	[107]	[]	[]	[40004163]	[]
805_17515	chr4	152679860	152680260	+	1000	43.0	[]	[]	[7.6848807]	[112]	[]	[152680045]
805_17527	chr5	34587819	34588219	+	1000	43.0	[6.8069506]	[170]	[]	[]	[34588037]	[]
805_17538	chr5	74251081	74251481	+	541	43.0	[8.59887, 13.286267, 7.644837]	[62, 92, 139]	[]	[]	[74251240, 74251270, 74251317]	[]
805_17542	chr5	96661700	96662100	+	1000	43.0	[7.518969]	[63]	[]	[]	[96661859]	[]
805_17548	chr5	132866260	132866660	+	1000	43.0	[6.5752125, 7.0792723]	[154, 190]	[]	[]	[132866469, 132866505]	[]
805_17549	chr5	135296906	135297306	+	1000	43.0	[11.896146]	[148]	[]	[]	[135297133]	[]
805_17551	chr5	148482789	148483189	+	1000	43.0	[]	[]	[8.930296]	[112]	[]	[148482969]
805_17560	chr5	172188621	172189021	+	1000	43.0	[7.3308363]	[88]	[]	[]	[172188777]	[]
805_17577	chr6	21997635	21998035	+	1000	43.0	[]	[]	[10.901268]	[115]	[]	[21997790]
805_17584	chr6	30156158	30156558	+	936	43.0	[12.000808]	[177]	[]	[]	[30156404]	[]
805_17587	chr6	33771489	33771889	+	1000	43.0	[7.693098]	[118]	[6.4933114]	[51]	[33771707]	[33771640]
805_17608	chr6	155314435	155314835	+	1000	43.0	[]	[]	[7.287687]	[235]	[]	[155314675]
805_1761	chr1	9539056	9539456	+	1000	142.0	[7.609212]	[116]	[]	[]	[9539270]	[]
805_17612	chr6	159728547	159728947	+	1000	43.0	[]	[]	[8.364732]	[151]	[]	[159728795]
805_17615	chr6	166491152	166491552	+	799	43.0	[8.942199]	[153]	[]	[]	[166491386]	[]
805_17619	chr7	25895330	25895730	+	1000	43.0	[9.239975, 8.649299]	[129, 144]	[]	[]	[25895525, 25895540]	[]
805_17631	chr7	74633626	74634026	+	1000	43.0	[]	[]	[7.0605884]	[162]	[]	[74633872]
805_17633	chr7	97117338	97117738	+	1000	43.0	[13.168583]	[90]	[]	[]	[97117514]	[]
805_17634	chr7	98401104	98401504	+	1000	43.0	[6.5752125]	[97]	[12.562974]	[86]	[98401290]	[98401279]
805_17635	chr7	99380095	99380495	+	1000	43.0	[6.860324]	[105]	[6.412952, 8.017478]	[144, 146]	[99380276]	[99380315, 99380317]
805_17638	chr7	100827725	100828125	+	989	43.0	[6.719461]	[168]	[]	[]	[100827973]	[]
805_17639	chr7	100897088	100897488	+	1000	43.0	[]	[]	[9.232781]	[162]	[]	[100897338]
805_17641	chr7	101815434	101815834	+	1000	43.0	[6.5176144, 9.4715605, 12.29139, 7.1464634, 6.9816003]	[70, 72, 76, 78, 89]	[7.473779]	[146]	[101815590, 101815592, 101815596, 101815598, 101815609]	[101815666]
805_17644	chr7	106661035	106661435	+	1000	43.0	[7.6381464, 10.610686]	[72, 77]	[11.883123, 7.287687]	[123, 139]	[106661200, 106661205]	[106661251, 106661267]
805_17647	chr7	108613137	108613537	+	1000	43.0	[]	[]	[7.208749]	[120]	[]	[108613349]
805_17670	chr8	22667634	22668034	+	1000	43.0	[]	[]	[12.000808]	[118]	[]	[22667819]
805_17677	chr8	55520870	55521270	+	1000	43.0	[]	[]	[9.930836]	[161]	[]	[55521117]
805_17683	chr8	98358088	98358488	+	1000	43.0	[7.6214185, 8.167905]	[139, 141]	[]	[]	[98358318, 98358320]	[]
805_17685	chr8	99013061	99013461	+	1000	43.0	[]	[]	[13.953096]	[158]	[]	[99013294]
805_17692	chr8	144203278	144203678	+	1000	43.0	[]	[]	[6.6778235, 11.216295]	[64, 126]	[]	[144203440, 144203502]
805_17698	chr9	92133883	92134283	+	1000	43.0	[]	[]	[6.9568024]	[80]	[]	[92134061]
805_17709	chr9	116572126	116572526	+	1000	43.0	[]	[]	[7.357674]	[130]	[]	[116572336]
805_17713	chr9	125374671	125375071	+	1000	43.0	[7.9976654, 6.5499396]	[79, 86]	[]	[]	[125374825, 125374832]	[]
805_17717	chr9	128362102	128362502	+	1000	43.0	[]	[]	[10.882585, 7.6214185]	[133, 135]	[]	[128362314, 128362316]
805_17727	chr9	135504636	135505036	+	1000	43.0	[9.574522]	[131]	[]	[]	[135504863]	[]
805_17728	chr9	135506430	135506830	+	1000	43.0	[]	[]	[6.8829293, 7.2473845, 12.000808]	[159, 161, 170]	[]	[135506660, 135506662, 135506671]
805_17734	chrX	52934615	52935015	+	1000	43.0	[]	[]	[7.195727]	[136]	[]	[52934836]
805_17735	chrX	115892957	115893357	+	1000	43.0	[6.5499396, 8.930296, 6.428879]	[116, 130, 134]	[]	[]	[115893134, 115893148, 115893152]	[]
805_17748	chr1	11980139	11980539	+	1000	42.0	[]	[]	[8.740978]	[171]	[]	[11980312]
805_17749	chr1	12031241	12031641	+	1000	42.0	[]	[]	[6.840522]	[152]	[]	[12031490]
805_17756	chr1	20696381	20696781	+	1000	42.0	[8.687048]	[66]	[]	[]	[20696537]	[]
805_17759	chr1	23368874	23369274	+	1000	42.0	[]	[]	[13.168583]	[79]	[]	[23369032]
805_17764	chr1	31715615	31716015	+	1000	42.0	[6.428879]	[109]	[7.195727, 6.5752125]	[65, 150]	[31715812]	[31715768, 31715853]
805_17771	chr1	42736067	42736467	+	1000	42.0	[]	[]	[10.026438]	[106]	[]	[42736245]
805_17783	chr1	89295210	89295610	+	1000	42.0	[]	[]	[6.78869]	[105]	[]	[89295413]
805_17786	chr1	93345576	93345976	+	1000	42.0	[]	[]	[10.901268]	[184]	[]	[93345823]
805_17798	chr1	156657419	156657819	+	1000	42.0	[7.0605884]	[154]	[7.473779]	[110]	[156657656]	[156657612]
805_17807	chr1	167455482	167455882	+	1000	42.0	[13.953096, 13.953096, 9.708119]	[87, 124, 132]	[]	[]	[167455668, 167455705, 167455713]	[]
805_17808	chr1	170074689	170075089	+	1000	42.0	[9.609028]	[64]	[]	[]	[170074853]	[]
805_17825	chr1	205438694	205439094	+	1000	42.0	[7.232965, 7.473779]	[65, 133]	[]	[]	[205438856, 205438924]	[]
805_1783	chr8	41797484	41797884	+	1000	142.0	[9.708119]	[73]	[6.8824453, 8.325146]	[134, 144]	[41797645]	[41797706, 41797716]
805_17834	chr1	227335561	227335961	+	1000	42.0	[]	[]	[10.901268]	[123]	[]	[227335750]
805_17844	chr10	3045812	3046212	+	1000	42.0	[]	[]	[8.649299, 12.000808]	[117, 123]	[]	[3046018, 3046024]
805_17846	chr10	11424488	11424888	+	843	42.0	[7.609212]	[137]	[]	[]	[11424720]	[]
805_17859	chr10	59830619	59831019	+	1000	42.0	[7.6567397]	[91]	[]	[]	[59830806]	[]
805_1786	chr1	11671405	11671805	+	1000	141.0	[]	[]	[10.75702, 12.29139]	[75, 77]	[]	[11671573, 11671575]
805_17866	chr10	69914632	69915032	+	1000	42.0	[10.882585]	[95]	[]	[]	[69914826]	[]
805_17870	chr10	76036316	76036716	+	1000	42.0	[]	[]	[10.610686]	[113]	[]	[76036500]
805_17879	chr10	86959032	86959432	+	1000	42.0	[7.644837, 6.9816003, 12.000808]	[100, 104, 156]	[6.4322557]	[119]	[86959196, 86959200, 86959252]	[86959215]
805_17881	chr10	97869401	97869801	+	1000	42.0	[]	[]	[8.576171, 7.2473845]	[81, 83]	[]	[97869581, 97869583]
805_17882	chr10	101066434	101066834	+	1000	42.0	[7.195727]	[117]	[8.759238, 12.186728]	[80, 86]	[101066647]	[101066610, 101066616]
805_17889	chr11	2531357	2531757	+	1000	42.0	[7.1121063, 7.232965]	[73, 141]	[]	[]	[2531523, 2531591]	[]
805_17893	chr11	8959566	8959966	+	1000	42.0	[7.6567397]	[85]	[]	[]	[8959750]	[]
805_1791	chr10	125049507	125049907	+	1000	141.0	[]	[]	[6.8722267]	[66]	[]	[125049668]
805_17911	chr11	46352096	46352496	+	1000	42.0	[]	[]	[9.754853, 7.849853]	[54, 140]	[]	[46352248, 46352334]
805_17922	chr11	67469182	67469582	+	1000	42.0	[8.649299]	[128]	[8.831296]	[97]	[67469397]	[67469366]
805_17934	chr11	78192373	78192773	+	1000	42.0	[]	[]	[7.9128156, 7.5520773, 7.1121063]	[63, 110, 126]	[]	[78192525, 78192572, 78192588]
805_17936	chr11	86218436	86218836	+	1000	42.0	[]	[]	[10.026438]	[128]	[]	[86218661]
805_17937	chr11	86954262	86954662	+	1000	42.0	[8.930296, 10.610686, 7.3308363, 7.849853]	[100, 131, 137, 139]	[]	[]	[86954436, 86954467, 86954473, 86954475]	[]
805_17941	chr11	111982009	111982409	+	1000	42.0	[7.6214185, 6.483108]	[78, 80]	[]	[]	[111982187, 111982189]	[]
805_17948	chr12	6341251	6341651	+	666	42.0	[7.208749, 6.860324, 7.1121063, 6.4933114]	[86, 92, 139, 157]	[]	[]	[6341423, 6341429, 6341476, 6341494]	[]
805_17949	chr12	6607889	6608289	+	1000	42.0	[7.578269, 12.147141, 6.5176144, 10.861683, 7.4015884]	[71, 73, 74, 75, 77]	[]	[]	[6608041, 6608043, 6608044, 6608045, 6608047]	[]
805_1796	chr18	25223188	25223588	+	1000	141.0	[11.883123]	[61]	[]	[]	[25223347]	[]
805_17960	chr12	54207766	54208166	+	1000	42.0	[11.506877]	[67]	[]	[]	[54207933]	[]
805_17961	chr12	56116412	56116812	+	1000	42.0	[]	[]	[8.812612, 6.9568024]	[85, 179]	[]	[56116564, 56116658]
805_17973	chr12	104288657	104289057	+	1000	42.0	[13.953096]	[119]	[7.473779]	[102]	[104288853]	[104288836]
805_17977	chr12	109432747	109433147	+	1000	42.0	[]	[]	[10.882585]	[125]	[]	[109432949]
805_18002	chr13	108218124	108218524	+	1000	42.0	[8.978558]	[157]	[]	[]	[108218315]	[]
805_18005	chr14	21456200	21456600	+	1000	42.0	[7.6381464]	[75]	[]	[]	[21456367]	[]
805_18015	chr14	101927855	101928255	+	1000	42.0	[6.4933114]	[151]	[7.609212]	[181]	[101928056]	[101928086]
805_18018	chr15	27124433	27124833	+	702	42.0	[]	[]	[6.5288982]	[185]	[]	[27124681]
805_1802	chr22	20156969	20157369	+	1000	141.0	[7.717715]	[130]	[]	[]	[20157184]	[]
805_18025	chr15	40279366	40279766	+	1000	42.0	[]	[]	[6.69701]	[85]	[]	[40279547]
805_18026	chr15	43514476	43514876	+	1000	42.0	[6.7358594]	[57]	[]	[]	[43514627]	[]
805_18032	chr15	57138279	57138679	+	1000	42.0	[]	[]	[7.9128156]	[64]	[]	[57138441]
805_18033	chr15	64095764	64096164	+	1000	42.0	[10.610686]	[61]	[]	[]	[64095922]	[]
805_18035	chr15	65385484	65385884	+	1000	42.0	[]	[]	[8.178812]	[193]	[]	[65385692]
805_1804	chr22	23251812	23252212	+	1000	141.0	[]	[]	[6.860324]	[101]	[]	[23252007]
805_18042	chr15	84735026	84735426	+	1000	42.0	[8.325146, 12.000808]	[117, 120]	[]	[]	[84735206, 84735209]	[]
805_1805	chr4	95249636	95250036	+	1000	141.0	[7.6848807]	[132]	[]	[]	[95249846]	[]
805_18050	chr16	1363398	1363798	+	1000	42.0	[6.8780885]	[126]	[]	[]	[1363620]	[]
805_18055	chr16	19375570	19375970	+	1000	42.0	[]	[]	[7.835399]	[55]	[]	[19375724]
805_18065	chr16	67846675	67847075	+	1000	42.0	[]	[]	[7.6086707, 9.609028, 8.649299, 6.5499396]	[91, 93, 126, 148]	[]	[67846856, 67846858, 67846891, 67846913]
805_18073	chr16	87550368	87550768	+	1000	42.0	[12.562974, 12.29139]	[148, 152]	[]	[]	[87550612, 87550616]	[]
805_1808	chr8	41823069	41823469	+	1000	141.0	[]	[]	[7.287687, 6.860324, 11.896146]	[97, 127, 133]	[]	[41823247, 41823277, 41823283]
805_18081	chr17	9575699	9576099	+	1000	42.0	[7.9824696]	[84]	[]	[]	[9575878]	[]
805_18089	chr17	31493180	31493580	+	1000	42.0	[7.1279345, 12.29139, 6.587771, 10.077169]	[148, 153, 154, 155]	[6.8069506, 12.562974]	[108, 114]	[31493392, 31493397, 31493398, 31493399]	[31493352, 31493358]
805_18093	chr17	36625881	36626281	+	975	42.0	[6.69701, 13.953096]	[142, 147]	[]	[]	[36626120, 36626125]	[]
805_18095	chr17	38749629	38750029	+	972	42.0	[]	[]	[13.953096, 8.930296]	[126, 168]	[]	[38749829, 38749871]
805_18097	chr17	40035075	40035475	+	1000	42.0	[7.609212, 7.0001297]	[63, 68]	[]	[]	[40035237, 40035242]	[]
805_18100	chr17	45124030	45124430	+	992	42.0	[]	[]	[8.687048, 7.578269]	[79, 81]	[]	[45124207, 45124209]
805_18101	chr17	45227152	45227552	+	907	42.0	[]	[]	[7.6567397, 8.469394, 6.5499396, 9.679184]	[104, 107, 113, 141]	[]	[45227338, 45227341, 45227347, 45227375]
805_18105	chr17	48024994	48025394	+	911	42.0	[]	[]	[9.265699]	[103]	[]	[48025195]
805_18107	chr17	48999055	48999455	+	1000	42.0	[12.29139]	[126]	[7.1464634, 13.576849, 8.502228]	[53, 55, 148]	[48999280]	[48999207, 48999209, 48999302]
805_18108	chr17	49435048	49435448	+	1000	42.0	[12.29139, 10.75702, 7.2721825]	[147, 149, 153]	[]	[]	[49435293, 49435295, 49435299]	[]
805_18111	chr17	57340443	57340843	+	1000	42.0	[]	[]	[7.7268963, 8.540713, 8.00492]	[116, 121, 128]	[]	[57340654, 57340659, 57340666]
805_18112	chr17	58328154	58328554	+	979	42.0	[]	[]	[10.077169, 6.587771, 7.947322]	[133, 134, 135]	[]	[58328328, 58328329, 58328330]
805_18113	chr17	65231697	65232097	+	1000	42.0	[9.930836]	[64]	[]	[]	[65231857]	[]
805_18114	chr17	68399017	68399417	+	1000	42.0	[7.947322]	[171]	[]	[]	[68399268]	[]
805_18115	chr17	68462957	68463357	+	928	42.0	[]	[]	[13.168583]	[74]	[]	[68463122]
