#PeakID(python scan_motif.py ./ENCODE_processed_files/ATF1_idr.fa ATF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
755_13889	chr6	56955116	56955516	+	703	26.0	[]	[]	[8.028987]	[120]	[]	[56955330]
755_1389	chr19	48746786	48747186	+	1000	86.0	[10.880985]	[107]	[10.880985]	[109]	[48746992]	[48746994]
755_139	chr18	158338	158738	+	1000	297.0	[]	[]	[9.08557]	[96]	[]	[158534]
755_13901	chr6	147201863	147202263	+	799	26.0	[]	[]	[9.08557]	[149]	[]	[147202105]
755_13906	chr6	158819382	158819782	+	666	26.0	[]	[]	[8.745255]	[204]	[]	[158819591]
755_1391	chr2	96265851	96266251	+	1000	86.0	[]	[]	[9.08557]	[107]	[]	[96266053]
755_13910	chr6	166951319	166951719	+	614	26.0	[9.08557]	[122]	[]	[]	[166951473]	[]
755_13916	chr7	38398717	38399117	+	788	26.0	[10.880985, 10.880985]	[123, 132]	[]	[]	[38398936, 38398945]	[]
755_13925	chr7	78020526	78020926	+	719	26.0	[10.880985]	[126]	[]	[]	[78020727]	[]
755_13940	chr7	106424939	106425339	+	614	26.0	[9.08557]	[168]	[10.880985]	[190]	[106425159]	[106425181]
755_13948	chr7	127895776	127896176	+	765	26.0	[9.08557]	[134]	[]	[]	[127895967]	[]
755_1395	chr3	160564867	160565267	+	1000	86.0	[]	[]	[9.08557]	[106]	[]	[160565072]
755_13955	chr7	134062394	134062794	+	717	26.0	[]	[]	[10.880985]	[131]	[]	[134062621]
755_13957	chr7	137966782	137967182	+	772	26.0	[10.880985]	[100]	[10.880985]	[102]	[137966978]	[137966980]
755_1397	chr4	78939239	78939639	+	1000	86.0	[10.880985]	[104]	[10.880985]	[106]	[78939438]	[78939440]
755_13976	chr7	155963740	155964140	+	594	26.0	[8.028987]	[139]	[10.880985]	[106]	[155963977]	[155963944]
755_13977	chr7	156554428	156554828	+	785	26.0	[]	[]	[10.880985]	[118]	[]	[156554631]
755_1398	chr6	28896206	28896606	+	1000	86.0	[10.880985]	[109]	[10.880985]	[111]	[28896414]	[28896416]
755_13987	chr8	10924519	10924919	+	750	26.0	[10.880985]	[117]	[]	[]	[10924733]	[]
755_1399	chr6	30066971	30067371	+	1000	86.0	[9.08557]	[81]	[9.08557]	[126]	[30067151]	[30067196]
755_13997	chr8	92607759	92608159	+	703	26.0	[]	[]	[6.94984]	[100]	[]	[92607927]
755_13999	chr8	116874571	116874971	+	667	26.0	[6.94984]	[120]	[]	[]	[116874785]	[]
755_140	chr18	267864	268264	+	1000	296.0	[10.880985]	[102]	[10.880985]	[104]	[268065]	[268067]
755_1400	chr7	66592200	66592600	+	1000	86.0	[6.94984]	[105]	[10.880985]	[122]	[66592390]	[66592407]
755_14003	chr8	144369460	144369860	+	544	26.0	[]	[]	[10.880985]	[167]	[]	[144369699]
755_14006	chr9	37636802	37637202	+	713	26.0	[10.880985]	[136]	[10.880985]	[138]	[37637023]	[37637025]
755_14007	chr9	85940639	85941039	+	616	26.0	[]	[]	[9.08557]	[181]	[]	[85940872]
755_14009	chr9	95511938	95512338	+	744	26.0	[]	[]	[10.880985]	[106]	[]	[95512140]
755_1401	chr8	73878689	73879089	+	1000	86.0	[]	[]	[9.08557]	[96]	[]	[73878885]
755_14010	chr9	98851833	98852233	+	548	26.0	[10.880985]	[129]	[]	[]	[98852054]	[]
755_14016	chr9	123347676	123348076	+	686	26.0	[10.880985, 10.880985]	[87, 112]	[]	[]	[123347863, 123347888]	[]
755_14017	chr9	127608289	127608689	+	730	26.0	[]	[]	[6.94984]	[124]	[]	[127608507]
755_14036	chrX	53683956	53684356	+	674	26.0	[9.08557]	[140]	[]	[]	[53684136]	[]
755_14037	chrX	107777148	107777548	+	768	26.0	[]	[]	[9.08557]	[163]	[]	[107777387]
755_14043	chr1	943092	943492	+	674	25.0	[10.880985]	[145]	[10.880985]	[123]	[943326]	[943304]
755_14045	chr1	1080026	1080426	+	556	25.0	[10.880985]	[113]	[]	[]	[1080218]	[]
755_14047	chr1	1258820	1259220	+	644	25.0	[10.880985]	[95]	[]	[]	[1258985]	[]
755_1405	chr11	6612060	6612460	+	1000	85.0	[10.880985]	[106]	[10.880985]	[108]	[6612257]	[6612259]
755_14054	chr1	9444499	9444899	+	704	25.0	[10.880985]	[220]	[]	[]	[9444746]	[]
755_14055	chr1	9540068	9540468	+	572	25.0	[]	[]	[10.880985]	[72]	[]	[9540235]
755_1406	chr13	30617371	30617771	+	1000	85.0	[]	[]	[8.028987, 6.94984]	[106, 112]	[]	[30617572, 30617578]
755_14069	chr1	21669578	21669978	+	628	25.0	[9.08557]	[103]	[]	[]	[21669774]	[]
755_1407	chr14	63101849	63102249	+	1000	85.0	[10.880985, 9.08557]	[96, 139]	[]	[]	[63102032, 63102075]	[]
755_14072	chr1	23178414	23178814	+	571	25.0	[]	[]	[10.880985]	[165]	[]	[23178644]
755_1408	chr19	10403412	10403812	+	1000	85.0	[10.880985]	[90]	[10.880985]	[92]	[10403601]	[10403603]
755_14083	chr1	26787474	26787874	+	664	25.0	[]	[]	[10.880985]	[106]	[]	[26787679]
755_1409	chr19	10653652	10654052	+	1000	85.0	[]	[]	[9.08557, 6.94984]	[69, 118]	[]	[10653815, 10653864]
755_14092	chr1	29236264	29236664	+	610	25.0	[10.880985]	[137]	[10.880985]	[139]	[29236474]	[29236476]
755_141	chr8	143541267	143541667	+	1000	296.0	[]	[]	[10.880985]	[90]	[]	[143541457]
755_1410	chr21	45645812	45646212	+	1000	85.0	[]	[]	[9.08557]	[96]	[]	[45646008]
755_14107	chr1	46407593	46407993	+	645	25.0	[10.880985]	[117]	[8.745255]	[119]	[46407800]	[46407802]
755_14116	chr1	109291073	109291473	+	708	25.0	[]	[]	[10.880985]	[131]	[]	[109291285]
755_14117	chr1	109864384	109864784	+	548	25.0	[9.08557]	[180]	[]	[]	[109864633]	[]
755_1412	chr22	27919133	27919533	+	1000	85.0	[]	[]	[9.08557]	[115]	[]	[27919338]
755_14122	chr1	116852854	116853254	+	671	25.0	[10.880985]	[73]	[]	[]	[116853010]	[]
755_14133	chr1	160084244	160084644	+	645	25.0	[]	[]	[9.08557]	[146]	[]	[160084407]
755_1414	chr5	137754190	137754590	+	1000	85.0	[]	[]	[9.08557]	[108]	[]	[137754398]
755_1415	chr5	140725939	140726339	+	1000	85.0	[10.880985]	[70]	[]	[]	[140726106]	[]
755_14155	chr1	227315990	227316390	+	557	25.0	[8.028987]	[87]	[]	[]	[227316154]	[]
755_14158	chr1	234657051	234657451	+	644	25.0	[]	[]	[10.880985]	[119]	[]	[234657237]
755_1416	chr6	20403320	20403720	+	1000	85.0	[10.880985]	[106]	[]	[]	[20403522]	[]
755_14173	chr10	48289606	48290006	+	571	25.0	[9.08557]	[109]	[]	[]	[48289806]	[]
755_14177	chr10	70589711	70590111	+	728	25.0	[10.880985]	[137]	[10.880985]	[139]	[70589917]	[70589919]
755_1418	chr7	100400618	100401018	+	1000	85.0	[9.08557]	[89]	[]	[]	[100400803]	[]
755_14185	chr10	84256981	84257381	+	555	25.0	[]	[]	[9.08557]	[73]	[]	[84257145]
755_14187	chr10	97292426	97292826	+	646	25.0	[8.745255]	[151]	[8.028987]	[121]	[97292660]	[97292630]
755_1419	chr7	130070148	130070548	+	1000	85.0	[9.08557]	[86]	[]	[]	[130070333]	[]
755_14193	chr11	33257179	33257579	+	681	25.0	[8.028987]	[153]	[]	[]	[33257398]	[]
755_14197	chr11	64356398	64356798	+	557	25.0	[]	[]	[10.880985]	[158]	[]	[64356617]
755_142	chr11	67606718	67607118	+	1000	295.0	[10.880985]	[91]	[]	[]	[67606903]	[]
755_14203	chr11	69101086	69101486	+	729	25.0	[10.880985]	[121]	[10.880985]	[123]	[69101265]	[69101267]
755_14204	chr11	76365285	76365685	+	665	25.0	[]	[]	[10.880985, 10.880985]	[96, 156]	[]	[76365471, 76365531]
755_14212	chr11	133927590	133927990	+	679	25.0	[]	[]	[10.880985]	[87]	[]	[133927774]
755_14213	chr12	4273543	4273943	+	687	25.0	[]	[]	[9.08557]	[117]	[]	[4273749]
755_14226	chr12	102478958	102479358	+	620	25.0	[10.880985]	[99]	[10.880985]	[101]	[102479156]	[102479158]
755_14227	chr12	106956680	106957080	+	611	25.0	[]	[]	[10.880985]	[101]	[]	[106956875]
755_14229	chr12	111437779	111438179	+	695	25.0	[]	[]	[9.08557]	[129]	[]	[111437993]
755_1423	chr1	156767563	156767963	+	1000	84.0	[6.94984]	[140]	[]	[]	[156767786]	[]
755_14232	chr12	121624597	121624997	+	619	25.0	[8.745255]	[102]	[8.028987]	[138]	[121624796]	[121624832]
755_1425	chr16	2682231	2682631	+	1000	84.0	[9.08557]	[101]	[]	[]	[2682431]	[]
755_14250	chr13	89967496	89967896	+	594	25.0	[]	[]	[6.94984]	[83]	[]	[89967655]
755_1426	chr16	31117449	31117849	+	1000	84.0	[]	[]	[9.08557]	[121]	[]	[31117662]
755_1427	chr17	49677881	49678281	+	1000	84.0	[]	[]	[9.08557, 9.08557]	[114, 122]	[]	[49678093, 49678101]
755_14277	chr13	91361716	91362116	+	605	25.0	[9.08557]	[214]	[]	[]	[91361958]	[]
755_1428	chr17	58692365	58692765	+	1000	84.0	[8.745255, 10.880985]	[112, 119]	[10.880985]	[121]	[58692565, 58692572]	[58692574]
755_1429	chr18	3038313	3038713	+	1000	84.0	[9.08557, 10.880985]	[107, 120]	[]	[]	[3038520, 3038533]	[]
755_14299	chr13	93277202	93277602	+	599	25.0	[8.028987]	[158]	[]	[]	[93277429]	[]
755_14307	chr14	68979358	68979758	+	595	25.0	[9.08557]	[106]	[]	[]	[68979547]	[]
755_14309	chr14	93184693	93185093	+	683	25.0	[10.880985]	[124]	[10.880985]	[126]	[93184915]	[93184917]
755_1431	chr19	44914954	44915354	+	1000	84.0	[10.880985]	[107]	[]	[]	[44915157]	[]
755_14314	chr15	39933493	39933893	+	581	25.0	[9.08557]	[98]	[]	[]	[39933680]	[]
755_1433	chr2	72825875	72826275	+	1000	84.0	[]	[]	[9.08557, 6.94984]	[90, 115]	[]	[72826062, 72826087]
755_14339	chr16	11232977	11233377	+	635	25.0	[10.880985, 8.028987]	[123, 148]	[]	[]	[11233193, 11233218]	[]
755_1434	chr20	35771743	35772143	+	1000	84.0	[8.745255]	[111]	[10.880985]	[113]	[35771935]	[35771937]
755_1436	chr22	29470378	29470778	+	1000	84.0	[9.08557]	[91]	[]	[]	[29470562]	[]
755_14368	chr17	28336175	28336575	+	600	25.0	[]	[]	[9.08557]	[124]	[]	[28336388]
755_14375	chr17	35088564	35088964	+	559	25.0	[10.880985]	[144]	[]	[]	[35088757]	[]
755_1438	chr5	132866345	132866745	+	1000	84.0	[]	[]	[9.08557]	[107]	[]	[132866551]
755_1439	chr5	139560985	139561385	+	1000	84.0	[]	[]	[9.08557]	[90]	[]	[139561174]
755_14390	chr17	65164168	65164568	+	584	25.0	[]	[]	[10.880985]	[131]	[]	[65164368]
755_144	chr22	19144579	19144979	+	1000	295.0	[10.880985]	[107]	[10.880985]	[109]	[19144780]	[19144782]
755_14401	chr17	81387178	81387578	+	693	25.0	[]	[]	[8.028987, 9.08557]	[132, 183]	[]	[81387377, 81387428]
755_14409	chr18	21489924	21490324	+	635	25.0	[]	[]	[9.08557]	[99]	[]	[21490097]
755_1441	chr8	117520507	117520907	+	1000	84.0	[10.880985, 10.880985, 8.745255]	[92, 102, 109]	[10.880985]	[111]	[117520699, 117520709, 117520716]	[117520718]
755_14410	chr18	25538174	25538574	+	657	25.0	[10.880985]	[104]	[10.880985]	[106]	[25538375]	[25538377]
755_14412	chr18	79784006	79784406	+	623	25.0	[10.880985]	[107]	[9.08557]	[137]	[79784209]	[79784239]
755_14415	chr19	3743374	3743774	+	724	25.0	[8.028987]	[91]	[]	[]	[3743558]	[]
755_14417	chr19	4326783	4327183	+	554	25.0	[]	[]	[9.08557]	[66]	[]	[4326935]
755_14418	chr19	4403246	4403646	+	650	25.0	[6.94984]	[212]	[]	[]	[4403489]	[]
755_14433	chr19	33521584	33521984	+	684	25.0	[]	[]	[9.08557, 9.08557]	[93, 110]	[]	[33521776, 33521793]
755_14434	chr19	34254363	34254763	+	631	25.0	[]	[]	[8.745255]	[113]	[]	[34254552]
755_1444	chr9	137086658	137087058	+	1000	84.0	[9.08557]	[130]	[]	[]	[137086864]	[]
755_14449	chr19	49145484	49145884	+	663	25.0	[10.880985]	[105]	[10.880985]	[107]	[49145681]	[49145683]
755_1445	chrUn_GL000224v1	4250	4650	+	1000	84.0	[]	[]	[9.08557]	[52]	[]	[4402]
755_1446	chrX	154379130	154379530	+	1000	84.0	[9.08557, 9.08557, 9.08557]	[86, 108, 130]	[]	[]	[154379316, 154379338, 154379360]	[]
755_14460	chr19	57746519	57746919	+	666	25.0	[]	[]	[9.08557]	[118]	[]	[57746735]
755_14462	chr2	9201128	9201528	+	541	25.0	[8.028987]	[124]	[]	[]	[9201350]	[]
755_14469	chr2	47323123	47323523	+	616	25.0	[]	[]	[10.880985]	[171]	[]	[47323356]
755_14470	chr2	47520838	47521238	+	673	25.0	[9.08557]	[110]	[]	[]	[47520993]	[]
755_14471	chr2	53970825	53971225	+	637	25.0	[9.08557]	[98]	[]	[]	[53971019]	[]
755_14480	chr2	105617760	105618160	+	664	25.0	[10.880985]	[153]	[]	[]	[105617995]	[]
755_14486	chr2	159616324	159616724	+	603	25.0	[10.880985]	[141]	[10.880985]	[143]	[159616548]	[159616550]
755_14488	chr2	169320554	169320954	+	648	25.0	[]	[]	[9.08557]	[230]	[]	[169320794]
755_1449	chr1	156213065	156213465	+	1000	83.0	[10.880985]	[102]	[]	[]	[156213265]	[]
755_14490	chr2	177229464	177229864	+	637	25.0	[8.745255]	[208]	[]	[]	[177229686]	[]
755_14492	chr2	182885786	182886186	+	552	25.0	[10.880985]	[107]	[10.880985]	[109]	[182885978]	[182885980]
755_14493	chr2	217162547	217162947	+	618	25.0	[10.880985, 8.028987]	[92, 150]	[10.880985]	[94]	[217162738, 217162796]	[217162740]
755_14495	chr20	354445	354845	+	701	25.0	[]	[]	[9.08557]	[84]	[]	[354622]
755_1451	chr11	61816850	61817250	+	1000	83.0	[10.880985]	[112]	[10.880985]	[114]	[61817058]	[61817060]
755_14519	chr21	42464159	42464559	+	599	25.0	[10.880985, 9.08557]	[134, 151]	[]	[]	[42464381, 42464398]	[]
755_1452	chr12	7130160	7130560	+	1000	83.0	[10.880985]	[104]	[10.880985]	[106]	[7130364]	[7130366]
755_1453	chr12	56158108	56158508	+	1000	83.0	[10.880985]	[106]	[10.880985]	[108]	[56158312]	[56158314]
755_14538	chr22	19501552	19501952	+	729	25.0	[]	[]	[8.745255]	[225]	[]	[19501780]
755_1454	chr12	57430849	57431249	+	1000	83.0	[]	[]	[10.880985, 8.028987]	[97, 118]	[]	[57431037, 57431058]
755_14541	chr22	19761067	19761467	+	613	25.0	[]	[]	[8.028987]	[125]	[]	[19761262]
755_1455	chr14	24114590	24114990	+	1000	83.0	[10.880985, 8.028987]	[112, 152]	[]	[]	[24114780, 24114820]	[]
755_14554	chr22	22239280	22239680	+	644	25.0	[]	[]	[9.08557]	[99]	[]	[22239439]
755_14560	chr22	25333444	25333844	+	545	25.0	[10.880985]	[87]	[]	[]	[25333624]	[]
755_14562	chr22	38514547	38514947	+	671	25.0	[10.880985]	[117]	[10.880985]	[119]	[38514753]	[38514755]
755_14566	chr22	46652073	46652473	+	684	25.0	[10.880985]	[112]	[10.880985]	[114]	[46652281]	[46652283]
755_14567	chr22	50247725	50248125	+	723	25.0	[9.08557, 10.880985]	[107, 124]	[10.880985]	[126]	[50247922, 50247939]	[50247941]
755_1457	chr17	47866907	47867307	+	1000	83.0	[10.880985]	[83]	[]	[]	[47867085]	[]
755_14570	chr3	5188740	5189140	+	610	25.0	[]	[]	[10.880985]	[235]	[]	[5188980]
755_1458	chr17	60599924	60600324	+	1000	83.0	[10.880985]	[115]	[10.880985]	[117]	[60600132]	[60600134]
755_14581	chr3	42773087	42773487	+	686	25.0	[]	[]	[10.880985]	[105]	[]	[42773280]
755_14585	chr3	50194634	50195034	+	695	25.0	[10.880985]	[152]	[10.880985]	[176]	[50194858]	[50194882]
755_14589	chr3	124217504	124217904	+	708	25.0	[]	[]	[10.880985]	[105]	[]	[124217702]
755_1459	chr19	1542666	1543066	+	1000	83.0	[10.880985]	[103]	[10.880985]	[105]	[1542861]	[1542863]
755_14591	chr3	141876601	141877001	+	582	25.0	[8.028987]	[108]	[]	[]	[141876803]	[]
755_14593	chr3	146544459	146544859	+	735	25.0	[8.745255]	[105]	[]	[]	[146544660]	[]
755_14596	chr3	194489869	194490269	+	687	25.0	[10.880985]	[113]	[10.880985]	[115]	[194490061]	[194490063]
755_146	chr19	9538446	9538846	+	1000	294.0	[10.880985, 6.94984]	[113, 122]	[9.08557, 10.880985]	[87, 115]	[9538659, 9538668]	[9538633, 9538661]
755_1460	chr19	1885322	1885722	+	1000	83.0	[9.08557]	[119]	[]	[]	[1885519]	[]
755_14607	chr4	74278506	74278906	+	673	25.0	[10.880985]	[115]	[]	[]	[74278714]	[]
755_14609	chr4	133148970	133149370	+	615	25.0	[10.880985]	[108]	[]	[]	[133149170]	[]
755_1461	chr19	12890954	12891354	+	1000	83.0	[]	[]	[9.08557]	[105]	[]	[12891155]
755_14612	chr5	207738	208138	+	622	25.0	[9.08557]	[99]	[10.880985]	[115]	[207918]	[207934]
755_1462	chr19	49036747	49037147	+	1000	83.0	[10.880985]	[99]	[10.880985, 6.94984]	[101, 141]	[49036941]	[49036943, 49036983]
755_14628	chr5	138331694	138332094	+	664	25.0	[]	[]	[9.08557]	[116]	[]	[138331878]
755_1463	chr19	55516906	55517306	+	1000	83.0	[10.880985]	[104]	[]	[]	[55517106]	[]
755_1464	chr2	64524123	64524523	+	1000	83.0	[10.880985]	[103]	[]	[]	[64524301]	[]
755_14640	chr5	180313697	180314097	+	674	25.0	[9.08557]	[117]	[]	[]	[180313896]	[]
755_14642	chr6	3160069	3160469	+	689	25.0	[9.08557]	[131]	[]	[]	[3160287]	[]
755_1465	chr22	21555946	21556346	+	1000	83.0	[]	[]	[10.880985]	[183]	[]	[21556159]
755_1466	chr22	41682301	41682701	+	1000	83.0	[9.08557, 10.880985]	[82, 106]	[8.745255]	[149]	[41682476, 41682500]	[41682543]
755_14662	chr6	31271967	31272367	+	746	25.0	[]	[]	[9.08557]	[137]	[]	[31272192]
755_14668	chr6	32838558	32838958	+	563	25.0	[]	[]	[9.08557]	[179]	[]	[32838769]
755_1467	chr3	160399061	160399461	+	1000	83.0	[6.94984]	[66]	[10.880985]	[105]	[160399222]	[160399261]
755_14678	chr6	35475332	35475732	+	664	25.0	[]	[]	[9.08557]	[141]	[]	[35475509]
755_147	chr3	44761479	44761879	+	1000	293.0	[10.880985]	[95]	[10.880985]	[97]	[44761672]	[44761674]
755_1470	chr6	2245482	2245882	+	1000	83.0	[]	[]	[9.08557, 9.08557]	[97, 106]	[]	[2245679, 2245688]
755_14706	chr6	166419703	166420103	+	679	25.0	[9.08557]	[199]	[]	[]	[166419945]	[]
755_14709	chr6	169901121	169901521	+	674	25.0	[8.028987, 8.028987]	[163, 197]	[]	[]	[169901308, 169901342]	[]
755_1471	chr6	143843133	143843533	+	1000	83.0	[10.880985]	[132]	[]	[]	[143843339]	[]
755_14713	chr7	6706116	6706516	+	558	25.0	[]	[]	[10.880985]	[106]	[]	[6706318]
755_1474	chr9	36258305	36258705	+	1000	83.0	[9.08557]	[129]	[]	[]	[36258528]	[]
755_14741	chr7	107663189	107663589	+	659	25.0	[10.880985]	[103]	[10.880985]	[105]	[107663389]	[107663391]
755_14747	chr7	121440933	121441333	+	579	25.0	[]	[]	[10.880985]	[109]	[]	[121441132]
755_14763	chr7	130160232	130160632	+	699	25.0	[]	[]	[8.745255]	[195]	[]	[130160478]
755_1477	chr1	168178536	168178936	+	1000	82.0	[10.880985]	[95]	[10.880985]	[97]	[168178731]	[168178733]
755_14770	chr7	135817690	135818090	+	587	25.0	[8.745255]	[90]	[10.880985]	[92]	[135817854]	[135817856]
755_1478	chr10	124916521	124916921	+	1000	82.0	[10.880985]	[139]	[10.880985]	[141]	[124916750]	[124916752]
755_14787	chr7	151115768	151116168	+	554	25.0	[]	[]	[8.028987]	[116]	[]	[151115981]
755_14789	chr7	151182574	151182974	+	620	25.0	[8.028987]	[205]	[]	[]	[151182824]	[]
755_14796	chr7	156519836	156520236	+	653	25.0	[]	[]	[10.880985, 10.880985]	[147, 171]	[]	[156520043, 156520067]
755_148	chr6	144095413	144095813	+	1000	293.0	[]	[]	[9.08557, 6.94984]	[109, 128]	[]	[144095621, 144095640]
755_14800	chr7	158618257	158618657	+	618	25.0	[]	[]	[10.880985]	[110]	[]	[158618442]
755_14803	chr7	158864862	158865262	+	582	25.0	[]	[]	[9.08557]	[64]	[]	[158865017]
755_1481	chr13	24512270	24512670	+	1000	82.0	[]	[]	[8.028987]	[115]	[]	[24512474]
755_14810	chr8	73976038	73976438	+	656	25.0	[]	[]	[8.028987]	[169]	[]	[73976268]
755_14814	chr8	97644991	97645391	+	675	25.0	[]	[]	[6.94984]	[154]	[]	[97645238]
755_14816	chr8	106658290	106658690	+	648	25.0	[10.880985]	[167]	[]	[]	[106658524]	[]
755_1482	chr19	49436280	49436680	+	1000	82.0	[10.880985]	[99]	[10.880985]	[101]	[49436477]	[49436479]
755_14824	chr9	35748728	35749128	+	724	25.0	[]	[]	[8.028987]	[142]	[]	[35748952]
755_14829	chr9	98119202	98119602	+	595	25.0	[9.08557]	[209]	[]	[]	[98119448]	[]
755_14831	chr9	104775377	104775777	+	617	25.0	[]	[]	[9.08557]	[87]	[]	[104775534]
755_14841	chr9	129868872	129869272	+	713	25.0	[6.94984]	[163]	[]	[]	[129869051]	[]
755_14854	chrX	120575677	120576077	+	601	25.0	[10.880985, 10.880985]	[103, 146]	[10.880985]	[105]	[120575832, 120575875]	[120575834]
755_14868	chr1	11654083	11654483	+	578	24.0	[9.08557]	[64]	[]	[]	[11654240]	[]
755_14876	chr1	24536512	24536912	+	606	24.0	[10.880985]	[111]	[]	[]	[24536717]	[]
755_1488	chr5	150758813	150759213	+	1000	82.0	[9.08557]	[111]	[]	[]	[150759014]	[]
755_14886	chr1	31432957	31433357	+	560	24.0	[9.08557]	[111]	[10.880985]	[102]	[31433164]	[31433155]
755_149	chr3	196568380	196568780	+	1000	292.0	[]	[]	[9.08557]	[110]	[]	[196568586]
755_1491	chr7	155206451	155206851	+	1000	82.0	[10.880985]	[98]	[10.880985]	[100]	[155206648]	[155206650]
755_14916	chr1	143226725	143227125	+	588	24.0	[]	[]	[8.028987]	[95]	[]	[143226890]
755_14917	chr1	150268255	150268655	+	581	24.0	[10.880985]	[147]	[]	[]	[150268473]	[]
755_14929	chr1	180228884	180229284	+	583	24.0	[]	[]	[9.08557]	[119]	[]	[180229036]
755_1493	chr8	63168350	63168750	+	1000	82.0	[10.880985]	[66]	[10.880985]	[139]	[63168502]	[63168575]
755_14931	chr1	182149280	182149680	+	618	24.0	[]	[]	[8.028987]	[198]	[]	[182149495]
755_14937	chr1	204989256	204989656	+	566	24.0	[]	[]	[9.08557]	[78]	[]	[204989430]
755_1494	chr8	100721955	100722355	+	1000	82.0	[9.08557]	[103]	[9.08557]	[125]	[100722152]	[100722174]
755_14941	chr1	206680303	206680703	+	613	24.0	[]	[]	[10.880985]	[112]	[]	[206680504]
755_14946	chr1	218345037	218345437	+	565	24.0	[]	[]	[10.880985]	[158]	[]	[218345265]
755_14963	chr10	34758359	34758759	+	615	24.0	[]	[]	[10.880985]	[117]	[]	[34758559]
755_14975	chr10	70653325	70653725	+	618	24.0	[]	[]	[8.028987]	[110]	[]	[70653493]
755_14978	chr10	72238360	72238760	+	569	24.0	[]	[]	[10.880985]	[82]	[]	[72238539]
755_1498	chr9	131102594	131102994	+	1000	82.0	[]	[]	[9.08557]	[108]	[]	[131102801]
755_14983	chr10	75269558	75269958	+	582	24.0	[8.745255]	[189]	[9.08557]	[152]	[75269800]	[75269763]
755_14987	chr10	87095336	87095736	+	615	24.0	[]	[]	[6.94984, 9.08557]	[156, 180]	[]	[87095540, 87095564]
755_1499	chr1	37595746	37596146	+	1000	81.0	[]	[]	[10.880985]	[99]	[]	[37595945]
755_14995	chr11	5509789	5510189	+	616	24.0	[10.880985]	[137]	[10.880985]	[139]	[5510002]	[5510004]
755_15	chrM	5205	5605	+	1000	585.0	[]	[]	[8.745255]	[154]	[]	[5398]
755_150	chr7	45111517	45111917	+	1000	292.0	[]	[]	[10.880985]	[104]	[]	[45111720]
755_15004	chr11	71999739	72000139	+	546	24.0	[9.08557]	[148]	[]	[]	[71999972]	[]
755_15008	chr11	108120935	108121335	+	547	24.0	[]	[]	[10.880985]	[123]	[]	[108121156]
755_15010	chr12	26696559	26696959	+	545	24.0	[10.880985]	[125]	[8.745255]	[84]	[26696784]	[26696743]
755_15011	chr12	51678040	51678440	+	557	24.0	[9.08557]	[133]	[]	[]	[51678258]	[]
755_15014	chr12	76747219	76747619	+	561	24.0	[10.880985]	[139]	[10.880985]	[141]	[76747441]	[76747443]
755_15015	chr12	91778814	91779214	+	584	24.0	[]	[]	[10.880985]	[120]	[]	[91779007]
755_1502	chr1	207321379	207321779	+	1000	81.0	[9.08557, 9.08557]	[61, 138]	[]	[]	[207321531, 207321608]	[]
755_15020	chr12	117155168	117155568	+	641	24.0	[]	[]	[9.08557]	[137]	[]	[117155390]
755_1503	chr10	13161292	13161692	+	1000	81.0	[10.880985, 10.880985]	[91, 176]	[8.745255, 10.880985]	[93, 178]	[13161444, 13161529]	[13161446, 13161531]
755_1504	chr11	65422544	65422944	+	1000	81.0	[9.08557]	[136]	[]	[]	[65422751]	[]
755_1506	chr14	102319501	102319901	+	1000	81.0	[10.880985]	[119]	[]	[]	[102319705]	[]
755_1508	chr16	31459239	31459639	+	1000	81.0	[]	[]	[9.08557]	[103]	[]	[31459427]
755_1509	chr17	7014644	7015044	+	1000	81.0	[10.880985]	[119]	[10.880985]	[121]	[7014859]	[7014861]
755_15090	chr15	91021896	91022296	+	561	24.0	[]	[]	[9.08557]	[139]	[]	[91022135]
755_1510	chr19	10231372	10231772	+	1000	81.0	[10.880985]	[104]	[10.880985, 10.880985]	[88, 106]	[10231574]	[10231558, 10231576]
755_15102	chr16	19107771	19108171	+	617	24.0	[9.08557]	[95]	[]	[]	[19107951]	[]
755_15106	chr16	25015243	25015643	+	581	24.0	[]	[]	[8.028987]	[102]	[]	[25015396]
755_15112	chr16	67546942	67547342	+	583	24.0	[]	[]	[9.08557]	[135]	[]	[67547167]
755_15116	chr16	85200339	85200739	+	595	24.0	[10.880985]	[160]	[]	[]	[85200583]	[]
755_15132	chr17	21099313	21099713	+	567	24.0	[6.94984]	[90]	[]	[]	[21099491]	[]
755_15138	chr17	32007876	32008276	+	649	24.0	[8.028987]	[113]	[]	[]	[32008080]	[]
755_15140	chr17	39401340	39401740	+	638	24.0	[9.08557]	[132]	[]	[]	[39401512]	[]
755_15143	chr17	43126238	43126638	+	568	24.0	[]	[]	[10.880985]	[202]	[]	[43126488]
755_15147	chr17	46832966	46833366	+	602	24.0	[]	[]	[10.880985]	[164]	[]	[46833196]
755_15152	chr17	77324951	77325351	+	625	24.0	[10.880985]	[163]	[]	[]	[77325145]	[]
755_15153	chr17	77770726	77771126	+	600	24.0	[]	[]	[8.028987]	[113]	[]	[77770915]
755_15157	chr17	82336493	82336893	+	607	24.0	[]	[]	[8.028987]	[129]	[]	[82336694]
755_15161	chr18	9762676	9763076	+	580	24.0	[]	[]	[10.880985]	[98]	[]	[9762865]
