#PeakID(python scan_motif.py ./ENCODE_processed_files/GATA1_idr.fa GATA1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
156_1634	chr1	89902236	89902636	+	1000	135.0	[]	[]	[8.230114]	[115]	[]	[89902451]
156_16343	chr12	50768692	50769092	+	581	30.0	[]	[]	[11.148683]	[148]	[]	[50768899]
156_16344	chr12	53143276	53143676	+	542	30.0	[11.148683, 11.148683]	[88, 93]	[]	[]	[53143429, 53143434]	[]
156_16349	chr12	57272593	57272993	+	881	30.0	[8.230114]	[101]	[]	[]	[57272786]	[]
156_1635	chr1	90811594	90811994	+	1000	135.0	[7.3913875, 7.3913875, 11.148683]	[65, 93, 112]	[]	[]	[90811747, 90811775, 90811794]	[]
156_16350	chr12	57474516	57474916	+	606	30.0	[]	[]	[11.148683]	[125]	[]	[57474724]
156_16351	chr12	57554931	57555331	+	602	30.0	[]	[]	[8.230114]	[148]	[]	[57555173]
156_16353	chr12	57793841	57794241	+	894	30.0	[12.392342]	[154]	[]	[]	[57794050]	[]
156_16355	chr12	65666932	65667332	+	879	30.0	[11.148683]	[87]	[]	[]	[65667113]	[]
156_16357	chr12	91882598	91882998	+	885	30.0	[]	[]	[8.190248, 8.230114]	[108, 133]	[]	[91882798, 91882823]
156_16359	chr12	98579769	98580169	+	880	30.0	[]	[]	[7.3913875]	[224]	[]	[98580009]
156_16362	chr12	108121745	108122145	+	949	30.0	[8.635739]	[148]	[7.696181, 7.392081]	[71, 146]	[108121989]	[108121912, 108121987]
156_1637	chr11	16194075	16194475	+	1000	135.0	[7.392081, 8.230114]	[106, 111]	[]	[]	[16194269, 16194274]	[]
156_16377	chr13	48938594	48938994	+	543	30.0	[12.392342]	[82]	[]	[]	[48938776]	[]
156_16378	chr13	66567884	66568284	+	917	30.0	[12.392342]	[158]	[11.148683]	[103]	[66568130]	[66568075]
156_16379	chr13	75947408	75947808	+	923	30.0	[8.203644]	[79]	[]	[]	[75947582]	[]
156_1638	chr11	62877591	62877991	+	1000	135.0	[]	[]	[8.230114]	[129]	[]	[62877815]
156_16380	chr13	80547794	80548194	+	748	30.0	[]	[]	[9.473773]	[162]	[]	[80548032]
156_16382	chr13	91722407	91722807	+	941	30.0	[]	[]	[8.635739]	[166]	[]	[91722567]
156_16383	chr13	94950300	94950700	+	824	30.0	[]	[]	[7.392081]	[84]	[]	[94950465]
156_16384	chr13	107853279	107853679	+	583	30.0	[]	[]	[8.230114]	[134]	[]	[107853470]
156_16389	chr14	55332602	55333002	+	861	30.0	[7.842722]	[91]	[]	[]	[55332792]	[]
156_1639	chr12	51021661	51022061	+	1000	135.0	[11.148683]	[163]	[]	[]	[51021911]	[]
156_16393	chr14	88815957	88816357	+	958	30.0	[]	[]	[11.148683]	[117]	[]	[88816170]
156_16394	chr14	89455410	89455810	+	921	30.0	[11.148683]	[129]	[]	[]	[89455638]	[]
156_16395	chr14	90658640	90659040	+	865	30.0	[8.190248]	[154]	[]	[]	[90658877]	[]
156_16396	chr14	95523220	95523620	+	955	30.0	[7.392081]	[75]	[7.392081]	[168]	[95523371]	[95523464]
156_16397	chr14	100771193	100771593	+	951	30.0	[]	[]	[8.357435, 11.148683]	[82, 143]	[]	[100771365, 100771426]
156_164	chr2	236073260	236073660	+	1000	332.0	[8.230114]	[74]	[]	[]	[236073431]	[]
156_16404	chr15	58404058	58404458	+	960	30.0	[7.286461]	[98]	[]	[]	[58404229]	[]
156_16406	chr15	63192317	63192717	+	893	30.0	[]	[]	[8.230114]	[120]	[]	[63192520]
156_16407	chr15	63818209	63818609	+	915	30.0	[7.3065944]	[82]	[8.230114]	[138]	[63818378]	[63818434]
156_16408	chr15	64571834	64572234	+	544	30.0	[7.74083]	[73]	[]	[]	[64571992]	[]
156_1641	chr15	83178810	83179210	+	1000	135.0	[7.3065944, 8.230114]	[64, 113]	[]	[]	[83178967, 83179016]	[]
156_16415	chr15	84960586	84960986	+	879	30.0	[11.148683]	[111]	[]	[]	[84960796]	[]
156_1642	chr16	23667178	23667578	+	1000	135.0	[11.148683, 7.392081]	[93, 120]	[]	[]	[23667369, 23667396]	[]
156_16420	chr15	96290706	96291106	+	908	30.0	[8.230114, 8.635739]	[92, 116]	[]	[]	[96290886, 96290910]	[]
156_16426	chr16	12752168	12752568	+	831	30.0	[7.3065944, 8.203644]	[127, 159]	[8.230114]	[102]	[12752374, 12752406]	[12752349]
156_16433	chr16	47147046	47147446	+	949	30.0	[7.3913875]	[92]	[]	[]	[47147210]	[]
156_16435	chr16	71826527	71826927	+	867	30.0	[]	[]	[11.148683]	[122]	[]	[71826716]
156_16436	chr16	74563689	74564089	+	928	30.0	[9.473773]	[136]	[]	[]	[74563891]	[]
156_1644	chr17	32860089	32860489	+	1000	135.0	[8.230114]	[67]	[]	[]	[32860250]	[]
156_16440	chr16	88459676	88460076	+	716	30.0	[11.148683]	[92]	[]	[]	[88459853]	[]
156_16441	chr17	5943196	5943596	+	870	30.0	[]	[]	[11.148683, 11.148683]	[101, 106]	[]	[5943387, 5943392]
156_16442	chr17	7307182	7307582	+	617	30.0	[]	[]	[8.203644, 12.392342]	[129, 161]	[]	[7307395, 7307427]
156_16443	chr17	15363687	15364087	+	956	30.0	[]	[]	[11.148683]	[108]	[]	[15363889]
156_16445	chr17	36951085	36951485	+	760	30.0	[]	[]	[8.230114]	[102]	[]	[36951286]
156_16447	chr17	39154401	39154801	+	864	30.0	[8.203644]	[166]	[]	[]	[39154636]	[]
156_16448	chr17	39461224	39461624	+	792	30.0	[]	[]	[8.230114]	[149]	[]	[39461387]
156_1645	chr2	105653291	105653691	+	1000	135.0	[]	[]	[11.148683]	[75]	[]	[105653464]
156_16452	chr17	46943736	46944136	+	780	30.0	[]	[]	[11.148683]	[118]	[]	[46943923]
156_16453	chr17	50212094	50212494	+	880	30.0	[11.148683]	[95]	[]	[]	[50212288]	[]
156_16454	chr17	58755229	58755629	+	783	30.0	[]	[]	[11.148683]	[130]	[]	[58755459]
156_16455	chr17	59327508	59327908	+	921	30.0	[]	[]	[8.230114]	[77]	[]	[59327678]
156_16458	chr17	64025646	64026046	+	779	30.0	[8.230114]	[93]	[]	[]	[64025809]	[]
156_1646	chr2	169910404	169910804	+	1000	135.0	[]	[]	[11.148683]	[155]	[]	[169910645]
156_16461	chr17	76193609	76194009	+	933	30.0	[]	[]	[12.392342]	[142]	[]	[76193843]
156_16469	chr18	9876223	9876623	+	794	30.0	[]	[]	[8.230114]	[133]	[]	[9876427]
156_16471	chr18	10419711	10420111	+	906	30.0	[8.230114]	[140]	[]	[]	[10419921]	[]
156_16475	chr18	63192886	63193286	+	599	30.0	[12.392342]	[156]	[]	[]	[63193127]	[]
156_16478	chr19	3503028	3503428	+	955	30.0	[]	[]	[7.392081]	[111]	[]	[3503200]
156_1648	chr6	139445471	139445871	+	1000	135.0	[11.148683]	[93]	[]	[]	[139445656]	[]
156_16481	chr19	5165629	5166029	+	801	30.0	[8.230114]	[62]	[]	[]	[5165787]	[]
156_16484	chr19	8050767	8051167	+	775	30.0	[]	[]	[7.842722]	[139]	[]	[8050974]
156_16489	chr19	10862728	10863128	+	873	30.0	[]	[]	[11.148683]	[106]	[]	[10862920]
156_1649	chr6	139448364	139448764	+	1000	135.0	[11.148683]	[121]	[]	[]	[139448573]	[]
156_16494	chr19	15181075	15181475	+	944	30.0	[11.148683]	[119]	[]	[]	[15181269]	[]
156_16498	chr19	40602084	40602484	+	725	30.0	[]	[]	[11.148683]	[85]	[]	[40602254]
156_165	chr7	64999634	65000034	+	1000	332.0	[]	[]	[7.392081]	[101]	[]	[64999832]
156_16500	chr19	44554519	44554919	+	865	30.0	[7.286461]	[97]	[8.230114]	[126]	[44554714]	[44554743]
156_1651	chr7	140241966	140242366	+	1000	135.0	[8.230114]	[73]	[]	[]	[140242138]	[]
156_16512	chr2	9331684	9332084	+	757	30.0	[]	[]	[11.148683]	[124]	[]	[9331893]
156_16515	chr2	11856128	11856528	+	933	30.0	[]	[]	[8.230114]	[94]	[]	[11856306]
156_16517	chr2	24191753	24192153	+	759	30.0	[11.148683, 11.148683]	[89, 103]	[]	[]	[24191938, 24191952]	[]
156_1652	chrX	110178485	110178885	+	1000	135.0	[11.148683]	[95]	[12.392342]	[72]	[110178676]	[110178653]
156_16520	chr2	30583348	30583748	+	888	30.0	[]	[]	[7.392081]	[106]	[]	[30583537]
156_16523	chr2	38702453	38702853	+	909	30.0	[]	[]	[7.392081]	[126]	[]	[38702673]
156_16526	chr2	47695367	47695767	+	788	30.0	[11.148683, 11.148683]	[67, 120]	[]	[]	[47695520, 47695573]	[]
156_16527	chr2	48165376	48165776	+	932	30.0	[]	[]	[11.148683]	[123]	[]	[48165583]
156_16529	chr2	54705258	54705658	+	937	30.0	[11.148683]	[215]	[]	[]	[54705506]	[]
156_16532	chr2	61762878	61763278	+	887	30.0	[]	[]	[12.392342]	[76]	[]	[61763048]
156_16533	chr2	64253446	64253846	+	936	30.0	[11.148683, 11.148683]	[109, 151]	[]	[]	[64253636, 64253678]	[]
156_16535	chr2	70785213	70785613	+	919	30.0	[]	[]	[7.392081]	[138]	[]	[70785432]
156_16537	chr2	75090776	75091176	+	951	30.0	[11.148683]	[147]	[]	[]	[75090994]	[]
156_1654	chr1	32391030	32391430	+	1000	134.0	[]	[]	[11.148683, 11.148683]	[83, 144]	[]	[32391213, 32391274]
156_16540	chr2	102227746	102228146	+	923	30.0	[]	[]	[7.842722]	[93]	[]	[102227932]
156_16541	chr2	108625279	108625679	+	587	30.0	[]	[]	[11.148683]	[85]	[]	[108625438]
156_16543	chr2	119771329	119771729	+	823	30.0	[11.148683]	[145]	[]	[]	[119771563]	[]
156_16544	chr2	134550775	134551175	+	871	30.0	[]	[]	[7.392081, 11.148683]	[104, 134]	[]	[134550972, 134551002]
156_16545	chr2	144048623	144049023	+	987	30.0	[11.148683]	[165]	[]	[]	[144048848]	[]
156_16549	chr2	169480229	169480629	+	937	30.0	[8.230114, 8.230114]	[96, 133]	[]	[]	[169480413, 169480450]	[]
156_1655	chr10	11499409	11499809	+	1000	134.0	[]	[]	[8.230114]	[133]	[]	[11499638]
156_16550	chr2	170142508	170142908	+	581	30.0	[]	[]	[11.148683]	[128]	[]	[170142730]
156_16552	chr2	170742091	170742491	+	911	30.0	[]	[]	[8.230114]	[158]	[]	[170742321]
156_16556	chr2	171673944	171674344	+	759	30.0	[]	[]	[7.392081, 7.392081]	[77, 116]	[]	[171674117, 171674156]
156_16559	chr2	177636639	177637039	+	916	30.0	[7.392081]	[141]	[]	[]	[177636879]	[]
156_1656	chr10	102763228	102763628	+	1000	134.0	[8.230114]	[95]	[]	[]	[102763422]	[]
156_16560	chr2	177682895	177683295	+	689	30.0	[8.230114]	[104]	[]	[]	[177683083]	[]
156_16562	chr2	181814014	181814414	+	868	30.0	[]	[]	[8.230114]	[104]	[]	[181814215]
156_16564	chr2	187499957	187500357	+	815	30.0	[7.464151]	[153]	[]	[]	[187500203]	[]
156_16565	chr2	190762589	190762989	+	708	30.0	[]	[]	[7.392081]	[98]	[]	[190762764]
156_16566	chr2	195342103	195342503	+	947	30.0	[11.148683]	[61]	[8.635739]	[113]	[195342256]	[195342308]
156_16567	chr2	196101221	196101621	+	967	30.0	[7.3065944]	[187]	[]	[]	[196101472]	[]
156_16568	chr2	202069410	202069810	+	754	30.0	[]	[]	[8.190248]	[113]	[]	[202069587]
156_16569	chr2	202266482	202266882	+	554	30.0	[7.696181]	[67]	[12.392342, 11.148683]	[102, 117]	[202266648]	[202266683, 202266698]
156_1657	chr11	130006915	130007315	+	1000	134.0	[7.464151]	[139]	[11.148683]	[114]	[130007147]	[130007122]
156_16570	chr2	215283185	215283585	+	703	30.0	[7.696181]	[95]	[]	[]	[215283339]	[]
156_16571	chr2	227466275	227466675	+	910	30.0	[]	[]	[8.230114]	[122]	[]	[227466494]
156_16572	chr20	10434545	10434945	+	613	30.0	[]	[]	[12.392342, 7.392081]	[92, 97]	[]	[10434732, 10434737]
156_16574	chr20	23043322	23043722	+	883	30.0	[11.148683, 12.392342]	[101, 106]	[]	[]	[23043511, 23043516]	[]
156_16577	chr20	34570911	34571311	+	926	30.0	[]	[]	[11.148683]	[82]	[]	[34571077]
156_16580	chr20	37987358	37987758	+	869	30.0	[7.392081]	[113]	[8.635739]	[111]	[37987555]	[37987553]
156_16581	chr20	45818223	45818623	+	953	30.0	[8.230114, 11.148683]	[104, 137]	[]	[]	[45818424, 45818457]	[]
156_16582	chr20	45858844	45859244	+	924	30.0	[9.473773]	[102]	[7.3065944]	[88]	[45859044]	[45859030]
156_16584	chr20	47681901	47682301	+	946	30.0	[]	[]	[8.230114]	[113]	[]	[47682109]
156_16586	chr20	50787967	50788367	+	975	30.0	[7.3913875]	[95]	[]	[]	[50788153]	[]
156_16590	chr20	53912292	53912692	+	950	30.0	[11.148683]	[123]	[]	[]	[53912512]	[]
156_16591	chr20	62146188	62146588	+	892	30.0	[]	[]	[11.148683]	[118]	[]	[62146388]
156_16593	chr21	15731240	15731640	+	895	30.0	[]	[]	[7.286461]	[113]	[]	[15731452]
156_16594	chr21	15738639	15739039	+	594	30.0	[9.473773]	[120]	[8.190248]	[141]	[15738825]	[15738846]
156_16596	chr21	29018447	29018847	+	834	30.0	[]	[]	[7.392081, 7.392081]	[154, 192]	[]	[29018657, 29018695]
156_166	chr22	20777756	20778156	+	1000	331.0	[11.148683]	[69]	[]	[]	[20777920]	[]
156_16601	chr21	36860703	36861103	+	870	30.0	[11.148683]	[62]	[]	[]	[36860862]	[]
156_16602	chr21	38789989	38790389	+	546	30.0	[]	[]	[11.148683]	[168]	[]	[38790209]
156_16605	chr22	17888853	17889253	+	929	30.0	[8.230114]	[162]	[]	[]	[17889098]	[]
156_1661	chr16	56278464	56278864	+	1000	134.0	[]	[]	[7.392081]	[121]	[]	[56278675]
156_16616	chr22	21752915	21753315	+	873	30.0	[7.696181]	[168]	[]	[]	[21753091]	[]
156_1662	chr18	35110648	35111048	+	1000	134.0	[11.148683]	[144]	[11.148683]	[69]	[35110880]	[35110805]
156_16620	chr22	21888210	21888610	+	957	30.0	[]	[]	[7.3065944]	[123]	[]	[21888367]
156_16621	chr22	22022874	22023274	+	786	30.0	[7.286461]	[84]	[]	[]	[22023025]	[]
156_1663	chr2	16746825	16747225	+	1000	134.0	[11.148683]	[108]	[]	[]	[16747032]	[]
156_16630	chr22	22828782	22829182	+	897	30.0	[]	[]	[7.74083]	[77]	[]	[22828958]
156_16633	chr22	22860472	22860872	+	791	30.0	[]	[]	[7.3065944]	[190]	[]	[22860705]
156_16637	chr22	22947176	22947576	+	920	30.0	[]	[]	[8.635739]	[192]	[]	[22947418]
156_16638	chr22	22979218	22979618	+	775	30.0	[11.148683]	[145]	[]	[]	[22979462]	[]
156_16640	chr22	23065489	23065889	+	971	30.0	[8.230114]	[76]	[]	[]	[23065643]	[]
156_16641	chr22	23135490	23135890	+	954	30.0	[8.230114]	[166]	[]	[]	[23135729]	[]
156_16643	chr22	23203269	23203669	+	809	30.0	[]	[]	[8.203644]	[188]	[]	[23203483]
156_16646	chr22	29202167	29202567	+	682	30.0	[7.464151]	[124]	[]	[]	[29202365]	[]
156_16648	chr22	31086880	31087280	+	760	30.0	[11.148683]	[89]	[]	[]	[31087059]	[]
156_16650	chr22	39956906	39957306	+	929	30.0	[12.392342]	[121]	[]	[]	[39957111]	[]
156_16651	chr22	40156034	40156434	+	837	30.0	[]	[]	[8.230114]	[120]	[]	[40156249]
156_16652	chr22	41539836	41540236	+	962	30.0	[7.842722]	[86]	[11.148683]	[121]	[41540013]	[41540048]
156_16655	chr3	3179454	3179854	+	964	30.0	[7.3913875]	[209]	[]	[]	[3179667]	[]
156_16656	chr3	4539092	4539492	+	962	30.0	[]	[]	[7.392081]	[115]	[]	[4539282]
156_16657	chr3	9224426	9224826	+	915	30.0	[]	[]	[11.148683]	[104]	[]	[9224616]
156_16659	chr3	12625714	12626114	+	881	30.0	[]	[]	[11.148683]	[152]	[]	[12625960]
156_1666	chr3	101530341	101530741	+	1000	134.0	[11.148683]	[131]	[]	[]	[101530568]	[]
156_16660	chr3	13951153	13951553	+	623	30.0	[]	[]	[8.230114]	[173]	[]	[13951404]
156_16661	chr3	14251181	14251581	+	642	30.0	[7.286461]	[171]	[]	[]	[14251408]	[]
156_16664	chr3	18080385	18080785	+	770	30.0	[8.230114]	[148]	[]	[]	[18080613]	[]
156_16666	chr3	23953498	23953898	+	841	30.0	[11.148683]	[131]	[7.392081]	[120]	[23953713]	[23953702]
156_16668	chr3	37174774	37175174	+	871	30.0	[7.392081]	[86]	[]	[]	[37174940]	[]
156_16672	chr3	46970335	46970735	+	698	30.0	[12.392342]	[107]	[8.203644]	[55]	[46970542]	[46970490]
156_16675	chr3	51669185	51669585	+	871	30.0	[]	[]	[11.148683, 7.3065944]	[74, 172]	[]	[51669336, 51669434]
156_16676	chr3	58167042	58167442	+	801	30.0	[]	[]	[12.392342]	[167]	[]	[58167278]
156_16678	chr3	69976037	69976437	+	965	30.0	[7.464151]	[170]	[7.286461]	[122]	[69976278]	[69976230]
156_16679	chr3	72017867	72018267	+	595	30.0	[]	[]	[11.148683]	[121]	[]	[72018078]
156_1668	chr4	122118305	122118705	+	1000	134.0	[11.148683]	[159]	[7.696181]	[152]	[122118545]	[122118538]
156_16682	chr3	136882554	136882954	+	971	30.0	[11.148683]	[139]	[]	[]	[136882789]	[]
156_16683	chr3	142285043	142285443	+	814	30.0	[11.148683]	[106]	[]	[]	[142285246]	[]
156_16684	chr3	142886886	142887286	+	721	30.0	[11.148683, 8.635739, 9.473773]	[101, 117, 133]	[]	[]	[142887075, 142887091, 142887107]	[]
156_16685	chr3	144106977	144107377	+	976	30.0	[8.230114]	[114]	[9.473773, 11.148683]	[58, 83]	[144107185]	[144107129, 144107154]
156_16686	chr3	152471904	152472304	+	793	30.0	[7.696181]	[108]	[7.286461]	[77]	[152472109]	[152472078]
156_16687	chr3	153166185	153166585	+	873	30.0	[]	[]	[11.148683]	[97]	[]	[153166366]
156_16690	chr3	173021748	173022148	+	869	30.0	[7.74083]	[119]	[12.392342]	[168]	[173021935]	[173021984]
156_16694	chr3	185290315	185290715	+	958	30.0	[9.473773]	[73]	[]	[]	[185290468]	[]
156_16698	chr3	195116379	195116779	+	903	30.0	[8.230114]	[112]	[]	[]	[195116586]	[]
156_167	chr4	184684779	184685179	+	1000	331.0	[11.148683]	[132]	[]	[]	[184685008]	[]
156_1670	chr6	26297057	26297457	+	1000	134.0	[]	[]	[11.148683]	[99]	[]	[26297246]
156_16700	chr4	2617923	2618323	+	907	30.0	[11.148683]	[106]	[7.286461]	[160]	[2618106]	[2618160]
156_16702	chr4	17398794	17399194	+	890	30.0	[]	[]	[11.148683]	[111]	[]	[17398995]
156_16703	chr4	26106329	26106729	+	631	30.0	[8.230114]	[65]	[]	[]	[26106484]	[]
156_16704	chr4	38511693	38512093	+	569	30.0	[11.148683]	[152]	[]	[]	[38511935]	[]
156_16705	chr4	38576866	38577266	+	952	30.0	[]	[]	[8.357435, 11.148683]	[85, 127]	[]	[38577038, 38577080]
156_16709	chr4	78446601	78447001	+	815	30.0	[]	[]	[8.230114, 7.392081]	[98, 141]	[]	[78446794, 78446837]
156_16711	chr4	80144749	80145149	+	958	30.0	[7.392081]	[94]	[8.635739, 11.148683]	[92, 104]	[80144933]	[80144931, 80144943]
156_16714	chr4	122700117	122700517	+	967	30.0	[]	[]	[11.148683]	[105]	[]	[122700303]
156_16715	chr4	123350084	123350484	+	939	30.0	[7.3913875]	[102]	[]	[]	[123350260]	[]
156_16718	chr4	152464062	152464462	+	898	30.0	[]	[]	[7.392081, 8.203644, 8.230114]	[81, 112, 122]	[]	[152464242, 152464273, 152464283]
156_1672	chr6	37232545	37232945	+	1000	134.0	[11.148683]	[154]	[]	[]	[37232795]	[]
156_16720	chr4	158825661	158826061	+	594	30.0	[11.148683]	[92]	[]	[]	[158825848]	[]
156_16721	chr4	172957312	172957712	+	619	30.0	[8.230114]	[136]	[]	[]	[172957527]	[]
156_16722	chr4	173202396	173202796	+	890	30.0	[11.148683, 11.148683]	[64, 113]	[]	[]	[173202548, 173202597]	[]
156_16723	chr5	6780802	6781202	+	837	30.0	[8.230114]	[121]	[]	[]	[6781000]	[]
156_16725	chr5	14696101	14696501	+	598	30.0	[11.148683]	[126]	[]	[]	[14696324]	[]
156_16726	chr5	36875011	36875411	+	932	30.0	[]	[]	[11.148683]	[129]	[]	[36875224]
156_16729	chr5	39072859	39073259	+	830	30.0	[7.3913875]	[156]	[]	[]	[39073102]	[]
156_16731	chr5	54323409	54323809	+	551	30.0	[]	[]	[8.203644]	[148]	[]	[54323642]
156_16732	chr5	54390451	54390851	+	863	30.0	[12.392342, 11.148683]	[146, 151]	[8.203644]	[96]	[54390675, 54390680]	[54390625]
156_16733	chr5	54438492	54438892	+	604	30.0	[]	[]	[9.473773]	[158]	[]	[54438724]
156_16736	chr5	67033885	67034285	+	928	30.0	[11.148683]	[105]	[]	[]	[67034075]	[]
156_16738	chr5	68466040	68466440	+	790	30.0	[11.148683]	[104]	[]	[]	[68466238]	[]
156_16739	chr5	72187351	72187751	+	902	30.0	[]	[]	[8.230114]	[142]	[]	[72187591]
156_16744	chr5	96877205	96877605	+	875	30.0	[7.3065944, 8.230114]	[84, 89]	[]	[]	[96877372, 96877377]	[]
156_16745	chr5	99034325	99034725	+	969	30.0	[12.392342]	[68]	[]	[]	[99034489]	[]
156_16747	chr5	124599592	124599992	+	695	30.0	[12.392342]	[101]	[]	[]	[124599792]	[]
156_16748	chr5	126456421	126456821	+	932	30.0	[11.148683]	[101]	[]	[]	[126456606]	[]
156_16749	chr5	132529251	132529651	+	953	30.0	[]	[]	[8.230114]	[130]	[]	[132529481]
156_1675	chr1	84278855	84279255	+	1000	133.0	[7.392081]	[117]	[]	[]	[84279069]	[]
156_16752	chr5	139149763	139150163	+	929	30.0	[7.286461]	[70]	[11.148683]	[109]	[139149922]	[139149961]
156_16754	chr5	141682199	141682599	+	946	30.0	[11.148683]	[109]	[]	[]	[141682378]	[]
156_16757	chr5	149930276	149930676	+	942	30.0	[]	[]	[9.473773]	[137]	[]	[149930434]
156_16759	chr5	173670091	173670491	+	759	30.0	[8.04971]	[86]	[]	[]	[173670247]	[]
156_1676	chr1	154313001	154313401	+	1000	133.0	[7.392081]	[83]	[11.148683]	[118]	[154313184]	[154313219]
156_16760	chr5	173970341	173970741	+	681	30.0	[]	[]	[11.148683]	[165]	[]	[173970576]
156_16763	chr6	606732	607132	+	698	30.0	[]	[]	[11.148683]	[128]	[]	[606951]
156_16766	chr6	3196770	3197170	+	846	30.0	[]	[]	[8.635739]	[120]	[]	[3196982]
156_1677	chr1	209827407	209827807	+	1000	133.0	[11.148683]	[90]	[]	[]	[209827582]	[]
156_16776	chr6	15406443	15406843	+	852	30.0	[8.230114, 11.148683]	[160, 174]	[11.148683, 7.3065944]	[103, 166]	[15406660, 15406674]	[15406603, 15406666]
156_16778	chr6	20191892	20192292	+	876	30.0	[]	[]	[8.230114]	[185]	[]	[20192118]
156_1678	chr10	30070055	30070455	+	1000	133.0	[11.148683]	[99]	[]	[]	[30070236]	[]
156_16781	chr6	26372510	26372910	+	939	30.0	[11.148683]	[160]	[11.148683]	[117]	[26372734]	[26372691]
156_16784	chr6	27295297	27295697	+	778	30.0	[7.286461]	[152]	[]	[]	[27295487]	[]
156_16788	chr6	28490457	28490857	+	973	30.0	[]	[]	[7.392081]	[115]	[]	[28490656]
156_16789	chr6	28552224	28552624	+	947	30.0	[]	[]	[11.148683]	[108]	[]	[28552421]
156_16794	chr6	28953005	28953405	+	839	30.0	[]	[]	[7.392081]	[148]	[]	[28953206]
156_16795	chr6	28979579	28979979	+	977	30.0	[]	[]	[11.148683]	[123]	[]	[28979769]
156_16796	chr6	30328377	30328777	+	882	30.0	[11.148683]	[107]	[]	[]	[30328567]	[]
156_168	chr6	44966745	44967145	+	1000	331.0	[8.203644]	[145]	[8.357435]	[100]	[44966985]	[44966940]
156_1680	chr11	123742415	123742815	+	1000	133.0	[]	[]	[11.148683, 9.473773]	[64, 95]	[]	[123742579, 123742610]
156_16803	chr6	34197604	34198004	+	952	30.0	[]	[]	[11.148683]	[119]	[]	[34197817]
156_16810	chr6	52392987	52393387	+	821	30.0	[8.190248, 11.148683]	[89, 111]	[]	[]	[52393158, 52393180]	[]
156_16815	chr6	88519341	88519741	+	803	30.0	[]	[]	[8.203644]	[156]	[]	[88519541]
156_16817	chr6	99515404	99515804	+	922	30.0	[8.635739]	[111]	[]	[]	[99515614]	[]
156_16818	chr6	100695422	100695822	+	818	30.0	[11.148683]	[83]	[]	[]	[100695590]	[]
156_1682	chr12	55852708	55853108	+	1000	133.0	[11.148683]	[103]	[]	[]	[55852910]	[]
156_16820	chr6	116511340	116511740	+	909	30.0	[7.392081, 11.148683]	[108, 159]	[]	[]	[116511517, 116511568]	[]
156_16821	chr6	118630942	118631342	+	666	30.0	[]	[]	[7.392081]	[112]	[]	[118631129]
156_16823	chr6	124949755	124950155	+	803	30.0	[]	[]	[11.148683, 8.357435]	[83, 111]	[]	[124949931, 124949959]
156_16825	chr6	129921205	129921605	+	919	30.0	[11.148683]	[106]	[]	[]	[129921393]	[]
156_16826	chr6	130199989	130200389	+	561	30.0	[11.148683]	[110]	[]	[]	[130200190]	[]
156_16827	chr6	137954245	137954645	+	828	30.0	[]	[]	[8.230114]	[90]	[]	[137954428]
156_16828	chr6	139508139	139508539	+	886	30.0	[8.230114, 8.04971]	[106, 159]	[]	[]	[139508321, 139508374]	[]
156_1683	chr15	58110898	58111298	+	1000	133.0	[]	[]	[7.392081]	[131]	[]	[58111126]
156_16833	chr6	144560205	144560605	+	771	30.0	[11.148683]	[91]	[7.842722]	[104]	[144560370]	[144560383]
156_16835	chr6	155642712	155643112	+	800	30.0	[]	[]	[11.148683]	[108]	[]	[155642920]
156_16836	chr6	156992370	156992770	+	899	30.0	[8.230114]	[76]	[]	[]	[156992539]	[]
156_16837	chr6	157230435	157230835	+	631	30.0	[7.392081]	[78]	[11.148683]	[100]	[157230597]	[157230619]
156_16838	chr6	157386411	157386811	+	978	30.0	[11.148683]	[116]	[]	[]	[157386604]	[]
156_16839	chr6	158808038	158808438	+	917	30.0	[11.148683]	[65]	[]	[]	[158808191]	[]
156_1684	chr16	89718997	89719397	+	1000	133.0	[11.148683]	[117]	[]	[]	[89719208]	[]
156_16840	chr6	161027401	161027801	+	887	30.0	[]	[]	[8.230114]	[138]	[]	[161027594]
156_16841	chr6	161261764	161262164	+	854	30.0	[]	[]	[11.148683]	[126]	[]	[161261977]
156_16843	chr7	4891546	4891946	+	619	30.0	[12.392342]	[216]	[]	[]	[4891776]	[]
156_1685	chr18	9965935	9966335	+	1000	133.0	[11.148683]	[88]	[]	[]	[9966118]	[]
156_16853	chr7	55120748	55121148	+	961	30.0	[]	[]	[12.392342]	[73]	[]	[55120920]
156_16856	chr7	75804007	75804407	+	910	30.0	[8.230114]	[52]	[]	[]	[75804159]	[]
156_16864	chr7	95608814	95609214	+	883	30.0	[7.3913875]	[133]	[]	[]	[95609045]	[]
156_1687	chr2	208566030	208566430	+	1000	133.0	[8.635739]	[124]	[11.148683, 8.635739]	[97, 158]	[208566236]	[208566209, 208566270]
156_16870	chr7	102925960	102926360	+	616	30.0	[8.230114]	[83]	[]	[]	[102926142]	[]
156_16875	chr7	106859262	106859662	+	953	30.0	[]	[]	[7.286461]	[208]	[]	[106859495]
156_16877	chr7	108525385	108525785	+	914	30.0	[]	[]	[8.190248]	[110]	[]	[108525578]
