#PeakID(python identify_motif.py ./ENCODE_processed_files/JUN_idr.fa JUN --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
92_18325	chr7	128398584	128398984	+	1000	34.0	[]	[]	[6.410653]	[102]	[]	[128398741]
92_1833	chr19	44741801	44742201	+	1000	105.0	[5.5423665]	[72]	[]	[]	[44741963]	[]
92_18330	chr7	135801009	135801409	+	1000	34.0	[7.0174127]	[96]	[]	[]	[135801179]	[]
92_18344	chr8	8288527	8288927	+	824	34.0	[]	[]	[9.640858]	[108]	[]	[8288727]
92_18352	chr8	33484977	33485377	+	663	34.0	[7.3978443]	[145]	[]	[]	[33485217]	[]
92_1836	chr2	151619268	151619668	+	1000	105.0	[17.21607]	[123]	[8.530655, 8.741374]	[84, 123]	[151619485]	[151619446, 151619485]
92_18364	chr8	81842596	81842996	+	1000	34.0	[]	[]	[8.752467]	[151]	[]	[81842841]
92_18371	chr8	102238613	102239013	+	949	34.0	[]	[]	[9.425505]	[188]	[]	[102238822]
92_18373	chr8	129627057	129627457	+	1000	34.0	[5.0040746]	[112]	[]	[]	[129627256]	[]
92_18376	chr8	140597669	140598069	+	1000	34.0	[]	[]	[10.139388]	[144]	[]	[140597889]
92_18390	chr9	98791164	98791564	+	1000	34.0	[9.182585]	[145]	[6.648359]	[145]	[98791404]	[98791404]
92_18402	chr9	130820383	130820783	+	1000	34.0	[]	[]	[6.3864]	[141]	[]	[130820591]
92_1844	chr3	155854535	155854935	+	1000	105.0	[14.118364]	[106]	[]	[]	[155854741]	[]
92_18443	chr1	26122416	26122816	+	1000	33.0	[9.9048815]	[156]	[]	[]	[26122627]	[]
92_18469	chr1	70961337	70961737	+	1000	33.0	[17.21607, 7.4989114]	[81, 118]	[8.741374]	[81]	[70961508, 70961545]	[70961508]
92_1847	chr4	77076079	77076479	+	1000	105.0	[9.535344]	[119]	[9.147153]	[119]	[77076293]	[77076293]
92_18471	chr1	85339090	85339490	+	1000	33.0	[7.024345]	[129]	[]	[]	[85339299]	[]
92_18473	chr1	92317832	92318232	+	1000	33.0	[8.611706]	[102]	[13.675624]	[102]	[92318023]	[92318023]
92_18482	chr1	116388122	116388522	+	930	33.0	[]	[]	[7.4682827]	[133]	[]	[116388336]
92_18483	chr1	117181632	117182032	+	1000	33.0	[6.9786544, 6.9855866]	[83, 99]	[]	[]	[117181806, 117181822]	[]
92_18488	chr1	143234820	143235220	+	1000	33.0	[]	[]	[8.440658, 8.440658]	[133, 182]	[]	[143235015, 143235064]
92_1849	chr5	68730691	68731091	+	1000	105.0	[11.214482]	[119]	[16.21138, 7.736685]	[93, 119]	[68730899]	[68730873, 68730899]
92_18500	chr1	173864251	173864651	+	1000	33.0	[]	[]	[16.21138]	[82]	[]	[173864431]
92_18502	chr1	176853363	176853763	+	1000	33.0	[12.347575]	[111]	[]	[]	[176853538]	[]
92_18508	chr1	198681795	198682195	+	1000	33.0	[]	[]	[7.3940115]	[106]	[]	[198681968]
92_18535	chr1	236568472	236568872	+	1000	33.0	[9.896005, 5.8273573]	[101, 151]	[]	[]	[236568657, 236568707]	[]
92_18538	chr10	3197733	3198133	+	940	33.0	[5.0754547]	[106]	[10.072353]	[106]	[3197900]	[3197900]
92_1854	chr6	28922047	28922447	+	1000	105.0	[]	[]	[5.309057]	[133]	[]	[28922278]
92_1855	chr6	146876521	146876921	+	1000	105.0	[5.689363]	[171]	[7.8445306]	[95]	[146876770]	[146876694]
92_18581	chr11	46537804	46538204	+	1000	33.0	[]	[]	[5.8588705]	[141]	[]	[46538042]
92_18624	chr12	6532512	6532912	+	1000	33.0	[6.4017763]	[119]	[4.9313293, 6.4086404]	[101, 127]	[6532729]	[6532711, 6532737]
92_18629	chr12	25692040	25692440	+	953	33.0	[5.875052]	[127]	[]	[]	[25692249]	[]
92_18632	chr12	43692076	43692476	+	1000	33.0	[5.7363243]	[120]	[]	[]	[43692291]	[]
92_18633	chr12	47881826	47882226	+	904	33.0	[]	[]	[6.95447]	[175]	[]	[47882056]
92_18641	chr12	92137277	92137677	+	878	33.0	[]	[]	[7.507041, 9.896005, 12.064107]	[71, 98, 108]	[]	[92137445, 92137472, 92137482]
92_18646	chr12	96445703	96446103	+	1000	33.0	[]	[]	[9.03403]	[152]	[]	[96445930]
92_18652	chr12	119340590	119340990	+	777	33.0	[9.535344]	[119]	[9.147153]	[119]	[119340803]	[119340803]
92_1867	chr1	15949493	15949893	+	1000	104.0	[]	[]	[11.005662]	[104]	[]	[15949680]
92_18687	chr14	100022796	100023196	+	1000	33.0	[10.508973]	[101]	[7.02068]	[101]	[100022981]	[100022981]
92_18701	chr15	44711332	44711732	+	579	33.0	[]	[]	[6.8287253]	[134]	[]	[44711527]
92_18706	chr15	55403430	55403830	+	1000	33.0	[9.896005]	[140]	[5.689363]	[94]	[55403644]	[55403598]
92_18724	chr15	85010685	85011085	+	1000	33.0	[6.6940527, 8.741374]	[150, 153]	[11.236842]	[153]	[85010917, 85010920]	[85010920]
92_18728	chr16	2023102	2023502	+	1000	33.0	[7.3939433]	[83]	[]	[]	[2023260]	[]
92_1873	chr1	208219565	208219965	+	1000	104.0	[6.9124446]	[120]	[]	[]	[208219772]	[]
92_18737	chr16	14958937	14959337	+	1000	33.0	[]	[]	[10.232153]	[79]	[]	[14959108]
92_18754	chr16	66525830	66526230	+	954	33.0	[5.6404705]	[69]	[]	[]	[66525992]	[]
92_18766	chr16	87636360	87636760	+	1000	33.0	[12.000681]	[141]	[6.5485716]	[141]	[87636592]	[87636592]
92_18778	chr17	35589441	35589841	+	1000	33.0	[]	[]	[13.068796]	[91]	[]	[35589622]
92_188	chr2	178242258	178242658	+	1000	211.0	[15.35756]	[103]	[15.35756]	[103]	[178242459]	[178242459]
92_1880	chr11	62622015	62622415	+	1000	104.0	[11.210287]	[119]	[11.210287]	[119]	[62622204]	[62622204]
92_18802	chr17	73770464	73770864	+	1000	33.0	[8.611706, 6.6871166]	[113, 140]	[13.675624, 15.123054]	[113, 140]	[73770658, 73770685]	[73770658, 73770685]
92_18817	chr18	3466039	3466439	+	1000	33.0	[]	[]	[7.024345]	[111]	[]	[3466225]
92_18818	chr18	3666224	3666624	+	1000	33.0	[8.4649105]	[149]	[]	[]	[3666467]	[]
92_18819	chr18	9895507	9895907	+	1000	33.0	[]	[]	[6.95447]	[194]	[]	[9895715]
92_18842	chr19	10236214	10236614	+	1000	33.0	[6.410585, 6.3555593]	[76, 135]	[]	[]	[10236374, 10236433]	[]
92_18894	chr2	27756840	27757240	+	1000	33.0	[8.191424]	[112]	[]	[]	[27757029]	[]
92_18895	chr2	28274894	28275294	+	1000	33.0	[8.506867]	[189]	[]	[]	[28275136]	[]
92_18903	chr2	64133799	64134199	+	1000	33.0	[]	[]	[6.502952]	[93]	[]	[64133971]
92_18910	chr2	70248813	70249213	+	1000	33.0	[6.3864]	[139]	[]	[]	[70249038]	[]
92_18918	chr2	98508668	98509068	+	1000	33.0	[8.073913]	[132]	[]	[]	[98508878]	[]
92_18941	chr2	190617987	190618387	+	1000	33.0	[]	[]	[7.266279]	[127]	[]	[190618202]
92_18943	chr2	191680156	191680556	+	1000	33.0	[7.332489]	[156]	[5.8309, 4.9794126]	[137, 166]	[191680377]	[191680358, 191680387]
92_18959	chr20	10435001	10435401	+	719	33.0	[]	[]	[5.197805]	[113]	[]	[10435202]
92_18974	chr20	49046004	49046404	+	818	33.0	[]	[]	[6.352823]	[139]	[]	[49046186]
92_18984	chr21	38907096	38907496	+	1000	33.0	[8.5036]	[97]	[]	[]	[38907248]	[]
92_18993	chr22	21599424	21599824	+	1000	33.0	[9.773061]	[211]	[]	[]	[21599648]	[]
92_19006	chr22	32475036	32475436	+	1000	33.0	[]	[]	[7.8986473]	[107]	[]	[32475192]
92_19007	chr22	35301426	35301826	+	771	33.0	[7.4670854]	[158]	[]	[]	[35301660]	[]
92_1901	chr6	44246815	44247215	+	1000	104.0	[10.057873]	[76]	[9.038966]	[76]	[44246969]	[44246969]
92_19017	chr22	50545499	50545899	+	1000	33.0	[8.506867]	[179]	[8.191424]	[182]	[50545744]	[50545747]
92_19026	chr3	16060316	16060716	+	1000	33.0	[]	[]	[5.2693543]	[136]	[]	[16060540]
92_1903	chr6	146913891	146914291	+	1000	104.0	[7.3978443]	[110]	[]	[]	[146914100]	[]
92_19032	chr3	40505686	40506086	+	806	33.0	[]	[]	[4.970148]	[71]	[]	[40505841]
92_1905	chr7	44986506	44986906	+	1000	104.0	[13.303303]	[153]	[13.2645445]	[153]	[44986740]	[44986740]
92_19050	chr3	141454850	141455250	+	972	33.0	[]	[]	[9.0798]	[173]	[]	[141455087]
92_19052	chr3	151631115	151631515	+	1000	33.0	[7.4008756]	[84]	[10.897475]	[128]	[151631279]	[151631323]
92_19065	chr4	6693530	6693930	+	1000	33.0	[]	[]	[8.191424]	[165]	[]	[6693754]
92_19079	chr4	139301194	139301594	+	1000	33.0	[7.0174127]	[171]	[]	[]	[139301436]	[]
92_19085	chr4	174461759	174462159	+	553	33.0	[]	[]	[8.510532]	[118]	[]	[174461970]
92_19092	chr5	42876433	42876833	+	996	33.0	[10.565988, 6.9124446]	[75, 149]	[]	[]	[42876595, 42876669]	[]
92_191	chr3	9977010	9977410	+	1000	210.0	[11.582608]	[134]	[6.5574484]	[134]	[9977236]	[9977236]
92_1910	chr1	14422130	14422530	+	1000	103.0	[11.493755]	[108]	[8.706282]	[108]	[14422314]	[14422314]
92_19101	chr5	91381622	91382022	+	1000	33.0	[5.235255]	[92]	[7.736685]	[92]	[91381793]	[91381793]
92_19117	chr5	151122795	151123195	+	1000	33.0	[5.170224]	[97]	[]	[]	[151122978]	[]
92_19121	chr5	164487967	164488367	+	876	33.0	[]	[]	[5.905019]	[180]	[]	[164488214]
92_19125	chr6	387413	387813	+	575	33.0	[9.355973]	[135]	[6.410585, 14.352871]	[106, 135]	[387625]	[387596, 387625]
92_1915	chr11	19978691	19979091	+	1000	103.0	[]	[]	[11.997897]	[133]	[]	[19978910]
92_19158	chr6	35343449	35343849	+	1000	33.0	[5.25817]	[104]	[7.8417473]	[92]	[35343634]	[35343622]
92_19166	chr6	40819204	40819604	+	1000	33.0	[5.012173]	[75]	[13.059919, 9.896005]	[75, 114]	[40819372]	[40819372, 40819411]
92_1917	chr11	62025430	62025830	+	1000	103.0	[]	[]	[12.05523]	[168]	[]	[62025675]
92_19178	chr6	44925341	44925741	+	1000	33.0	[11.214482]	[87]	[7.736685, 11.259249]	[87, 90]	[44925517]	[44925517, 44925520]
92_19181	chr6	49980906	49981306	+	1000	33.0	[]	[]	[5.823968]	[141]	[]	[49981133]
92_19189	chr6	109336268	109336668	+	1000	33.0	[]	[]	[11.997897]	[117]	[]	[109336478]
92_19194	chr6	125154729	125155129	+	1000	33.0	[]	[]	[9.0798]	[159]	[]	[125154954]
92_192	chr1	93567383	93567783	+	1000	209.0	[7.5866]	[76]	[]	[]	[93567549]	[]
92_19202	chr6	137864963	137865363	+	689	33.0	[]	[]	[10.000973]	[220]	[]	[137865195]
92_19207	chr6	149941722	149942122	+	1000	33.0	[5.0162954]	[116]	[]	[]	[149941930]	[]
92_19241	chr7	42618622	42619022	+	1000	33.0	[]	[]	[10.322954]	[118]	[]	[42618816]
92_19251	chr7	66848433	66848833	+	1000	33.0	[6.3137465]	[166]	[10.293317]	[121]	[66848671]	[66848626]
92_19255	chr7	75866464	75866864	+	1000	33.0	[13.570657]	[106]	[]	[]	[75866668]	[]
92_19258	chr7	76356735	76357135	+	838	33.0	[]	[]	[13.068796]	[148]	[]	[76356974]
92_1926	chr16	85037045	85037445	+	1000	103.0	[]	[]	[8.818677]	[87]	[]	[85037202]
92_19271	chr7	113117308	113117708	+	906	33.0	[]	[]	[11.959139]	[79]	[]	[113117487]
92_19285	chr7	144127732	144128132	+	887	33.0	[6.247855]	[151]	[]	[]	[144127983]	[]
92_19296	chr8	22036794	22037194	+	1000	33.0	[11.573731]	[105]	[6.9755206]	[105]	[22036990]	[22036990]
92_19301	chr8	42271103	42271503	+	808	33.0	[9.535344]	[116]	[9.147153]	[116]	[42271302]	[42271302]
92_19317	chr8	98245811	98246211	+	1000	33.0	[8.611706]	[98]	[13.675624]	[98]	[98246007]	[98246007]
92_19318	chr8	100415679	100416079	+	1000	33.0	[11.573731]	[78]	[6.9755206]	[78]	[100415854]	[100415854]
92_19329	chr8	143553521	143553921	+	1000	33.0	[8.514785]	[195]	[]	[]	[143553756]	[]
92_1933	chr20	38450373	38450773	+	1000	103.0	[13.068796]	[105]	[]	[]	[38450569]	[]
92_19336	chr9	35814225	35814625	+	851	33.0	[13.059919]	[128]	[5.012173, 11.959139]	[128, 136]	[35814442]	[35814442, 35814450]
92_19351	chr9	121121506	121121906	+	1000	33.0	[7.5409365]	[137]	[]	[]	[121121698]	[]
92_19353	chr9	123265789	123266189	+	1000	33.0	[]	[]	[14.118364]	[116]	[]	[123265975]
92_1936	chr3	46406948	46407348	+	1000	103.0	[]	[]	[9.823366]	[66]	[]	[46407110]
92_19379	chrX	39309707	39310107	+	1000	33.0	[11.236842]	[98]	[8.741374]	[98]	[39309900]	[39309900]
92_19384	chrX	102768927	102769327	+	1000	33.0	[11.20141]	[101]	[11.62836]	[101]	[102769125]	[102769125]
92_19388	chrX	130176387	130176787	+	1000	33.0	[8.741374]	[123]	[17.21607]	[123]	[130176597]	[130176597]
92_19392	chr1	1079426	1079826	+	1000	32.0	[9.519474, 5.0391703]	[116, 163]	[]	[]	[1079578, 1079625]	[]
92_19398	chr1	6958441	6958841	+	1000	32.0	[10.10063]	[87]	[]	[]	[6958624]	[]
92_19400	chr1	12153239	12153639	+	993	32.0	[12.000681]	[61]	[6.5485716]	[61]	[12153395]	[12153395]
92_19429	chr1	39410784	39411184	+	1000	32.0	[5.397019]	[182]	[]	[]	[39411002]	[]
92_19431	chr1	40382030	40382430	+	1000	32.0	[5.309057]	[160]	[]	[]	[40382263]	[]
92_19443	chr1	51421993	51422393	+	969	32.0	[]	[]	[7.8417473]	[114]	[]	[51422204]
92_19457	chr1	108828122	108828522	+	1000	32.0	[]	[]	[6.987928]	[89]	[]	[108828298]
92_19467	chr1	143197381	143197781	+	572	32.0	[]	[]	[8.440658]	[112]	[]	[143197592]
92_19492	chr1	200776926	200777326	+	921	32.0	[]	[]	[5.1886163]	[79]	[]	[200777101]
92_19494	chr1	201114078	201114478	+	1000	32.0	[9.414506]	[132]	[]	[]	[201114295]	[]
92_19513	chr1	212077070	212077470	+	1000	32.0	[5.2582383]	[140]	[]	[]	[212077308]	[]
92_19516	chr1	221845847	221846247	+	1000	32.0	[13.636866]	[83]	[8.650464]	[83]	[221846006]	[221846006]
92_19522	chr1	231062452	231062852	+	620	32.0	[8.741374]	[142]	[17.21607]	[142]	[231062677]	[231062677]
92_19534	chr10	4941492	4941892	+	1000	32.0	[]	[]	[6.3476424]	[161]	[]	[4941738]
92_19535	chr10	5566626	5567026	+	1000	32.0	[9.022785]	[123]	[8.984027]	[123]	[5566842]	[5566842]
92_19545	chr10	26697701	26698101	+	540	32.0	[]	[]	[6.4017763]	[130]	[]	[26697890]
92_19549	chr10	41856522	41856922	+	1000	32.0	[6.3476424]	[132]	[]	[]	[41856752]	[]
92_19550	chr10	42097049	42097449	+	897	32.0	[]	[]	[8.440658]	[147]	[]	[42097294]
92_19552	chr10	49153949	49154349	+	1000	32.0	[8.418694, 5.4273744]	[118, 150]	[]	[]	[49154163, 49154195]	[]
92_19558	chr10	60611412	60611812	+	998	32.0	[]	[]	[5.57746]	[102]	[]	[60611583]
92_19561	chr10	67837947	67838347	+	1000	32.0	[6.401708]	[150]	[6.6940527]	[153]	[67838159]	[67838162]
92_19569	chr10	101566354	101566754	+	910	32.0	[9.196115, 5.959561]	[111, 135]	[]	[]	[101566540, 101566564]	[]
92_1957	chr1	31954626	31955026	+	1000	102.0	[9.896005]	[136]	[]	[]	[31954841]	[]
92_19575	chr10	133308746	133309146	+	1000	32.0	[5.3009276]	[103]	[]	[]	[133308941]	[]
92_19586	chr11	34600338	34600738	+	1000	32.0	[5.2662997]	[90]	[]	[]	[34600519]	[]
92_19595	chr11	57800586	57800986	+	1000	32.0	[9.022785]	[154]	[8.984027]	[154]	[57800792]	[57800792]
92_19599	chr11	62769673	62770073	+	1000	32.0	[5.342469]	[82]	[]	[]	[62769829]	[]
92_1960	chr1	155860455	155860855	+	1000	102.0	[9.355973]	[130]	[14.352871]	[130]	[155860669]	[155860669]
92_19603	chr11	65426106	65426506	+	1000	32.0	[6.700985, 8.752467]	[95, 136]	[]	[]	[65426258, 65426299]	[]
92_19613	chr11	95789648	95790048	+	1000	32.0	[]	[]	[7.109311]	[125]	[]	[95789831]
92_19614	chr11	96082461	96082861	+	1000	32.0	[]	[]	[9.841455]	[135]	[]	[96082671]
92_19625	chr12	6924285	6924685	+	881	32.0	[6.540124]	[109]	[]	[]	[6924461]	[]
92_19628	chr12	8081977	8082377	+	1000	32.0	[8.046372]	[131]	[]	[]	[8082191]	[]
92_19629	chr12	9760758	9761158	+	868	32.0	[8.5036]	[170]	[]	[]	[9760939]	[]
92_19638	chr12	51872092	51872492	+	1000	32.0	[]	[]	[7.8445306]	[122]	[]	[51872305]
92_19642	chr12	57452136	57452536	+	970	32.0	[6.46752]	[166]	[]	[]	[57452372]	[]
92_19644	chr12	62935047	62935447	+	1000	32.0	[]	[]	[7.0174127]	[133]	[]	[62935239]
92_19668	chr13	29402363	29402763	+	1000	32.0	[6.9755206]	[139]	[11.573731]	[139]	[29402597]	[29402597]
92_19672	chr13	75541273	75541673	+	923	32.0	[5.670115]	[129]	[]	[]	[75541484]	[]
92_19673	chr13	96052621	96053021	+	1000	32.0	[17.21607]	[73]	[8.741374, 13.352264]	[73, 76]	[96052782]	[96052782, 96052785]
92_1968	chr11	117828595	117828995	+	1000	102.0	[11.393853]	[124]	[]	[]	[117828807]	[]
92_19689	chr14	100423606	100424006	+	953	32.0	[]	[]	[5.905019]	[111]	[]	[100423794]
92_19698	chr15	40045121	40045521	+	982	32.0	[]	[]	[7.74844]	[135]	[]	[40045286]
92_197	chr6	25910263	25910663	+	1000	208.0	[9.896005]	[119]	[]	[]	[25910471]	[]
92_19704	chr15	51843056	51843456	+	1000	32.0	[6.648359]	[145]	[15.161812]	[145]	[51843262]	[51843262]
92_19708	chr15	63915502	63915902	+	1000	32.0	[7.02068, 11.959139]	[85, 117]	[10.508973]	[85]	[63915664, 63915696]	[63915664]
92_19710	chr15	65805124	65805524	+	880	32.0	[8.398701]	[117]	[]	[]	[65805313]	[]
92_1972	chr13	113493294	113493694	+	1000	102.0	[]	[]	[12.565967]	[126]	[]	[113493519]
92_19723	chr15	85047235	85047635	+	1000	32.0	[5.823968]	[203]	[]	[]	[85047481]	[]
92_19744	chr16	21536727	21537127	+	883	32.0	[6.920574, 11.516398]	[147, 155]	[]	[]	[21536967, 21536975]	[]
92_19749	chr16	34597398	34597798	+	1000	32.0	[8.440658, 8.440658]	[80, 129]	[]	[]	[34597578, 34597627]	[]
92_1975	chr16	46389449	46389849	+	1000	102.0	[]	[]	[8.440658]	[141]	[]	[46389690]
92_19757	chr16	54929020	54929420	+	956	32.0	[5.2086997]	[130]	[10.205598]	[130]	[54929234]	[54929234]
92_19770	chr16	86563797	86564197	+	1000	32.0	[7.8986473]	[172]	[]	[]	[86564029]	[]
92_19776	chr16	90168734	90169134	+	695	32.0	[]	[]	[6.7437506, 6.7437506, 6.7437506]	[87, 136, 184]	[]	[90168887, 90168936, 90168984]
92_19780	chr17	8154164	8154564	+	1000	32.0	[7.964857]	[162]	[6.984709]	[162]	[8154331]	[8154331]
92_19791	chr17	33862735	33863135	+	1000	32.0	[6.6871166]	[148]	[15.123054]	[148]	[33862965]	[33862965]
92_19804	chr17	42554541	42554941	+	1000	32.0	[]	[]	[5.601644]	[145]	[]	[42554775]
92_19810	chr17	47188780	47189180	+	1000	32.0	[8.139137]	[66]	[]	[]	[47188944]	[]
92_1982	chr19	36054268	36054668	+	1000	102.0	[]	[]	[6.525358]	[119]	[]	[36054480]
92_19820	chr17	68461288	68461688	+	1000	32.0	[7.8417473]	[90]	[]	[]	[68461463]	[]
92_19826	chr17	75426269	75426669	+	1000	32.0	[]	[]	[6.705237]	[142]	[]	[75426511]
92_19827	chr17	76179799	76180199	+	1000	32.0	[8.32603]	[121]	[]	[]	[76180011]	[]
92_19833	chr17	78883222	78883622	+	554	32.0	[6.0438595]	[72]	[]	[]	[78883394]	[]
92_19837	chr17	83048436	83048836	+	1000	32.0	[]	[]	[11.327643]	[137]	[]	[83048673]
92_19847	chr18	23437497	23437897	+	669	32.0	[9.425505]	[106]	[]	[]	[23437682]	[]
92_19849	chr18	24933334	24933734	+	943	32.0	[13.303303]	[120]	[13.570657, 13.2645445]	[86, 120]	[24933542]	[24933508, 24933542]
92_19856	chr18	74861235	74861635	+	976	32.0	[6.6871166]	[71]	[15.123054]	[71]	[74861404]	[74861404]
92_1986	chr2	134683605	134684005	+	1000	102.0	[]	[]	[6.6940527]	[156]	[]	[134683850]
92_19866	chr19	2917262	2917662	+	1000	32.0	[]	[]	[8.471775]	[116]	[]	[2917432]
92_19886	chr19	34270135	34270535	+	932	32.0	[6.648359]	[87]	[15.161812, 7.709926]	[87, 95]	[34270315]	[34270315, 34270323]
92_19898	chr19	42455670	42456070	+	1000	32.0	[5.9497805]	[136]	[]	[]	[42455888]	[]
92_19902	chr19	49497237	49497637	+	1000	32.0	[7.360249]	[132]	[]	[]	[49497445]	[]
92_1991	chr4	674196	674596	+	1000	102.0	[11.210287]	[141]	[11.210287]	[141]	[674426]	[674426]
92_19910	chr19	58384948	58385348	+	599	32.0	[5.342469]	[114]	[]	[]	[58385157]	[]
92_19917	chr2	27771599	27771999	+	620	32.0	[4.9313293]	[101]	[]	[]	[27771767]	[]
92_19921	chr2	44268230	44268630	+	840	32.0	[15.35756]	[115]	[15.35756]	[115]	[44268438]	[44268438]
92_19923	chr2	46067744	46068144	+	1000	32.0	[]	[]	[10.911693]	[126]	[]	[46067964]
92_19934	chr2	86747995	86748395	+	1000	32.0	[7.8417473]	[112]	[]	[]	[86748201]	[]
92_19935	chr2	96352952	96353352	+	1000	32.0	[10.577919]	[160]	[]	[]	[96353193]	[]
92_19938	chr2	111632572	111632972	+	1000	32.0	[8.741374]	[121]	[17.21607]	[121]	[111632786]	[111632786]
92_1995	chr6	33418184	33418584	+	1000	102.0	[5.8056316]	[151]	[]	[]	[33418387]	[]
92_19959	chr2	190882088	190882488	+	1000	32.0	[6.648359]	[112]	[9.182585]	[112]	[190882282]	[190882282]
92_19965	chr2	208013865	208014265	+	899	32.0	[]	[]	[6.9786544]	[166]	[]	[208014090]
92_19972	chr2	230012478	230012878	+	1000	32.0	[]	[]	[7.569069]	[163]	[]	[230012678]
92_19983	chr20	23193933	23194333	+	1000	32.0	[15.123054]	[109]	[6.6871166, 9.196115]	[109, 112]	[23194138]	[23194138, 23194141]
92_19999	chr20	53763747	53764147	+	1000	32.0	[]	[]	[7.6946597]	[90]	[]	[53763920]
92_2	chrM	14970	15370	+	1000	782.0	[6.177953]	[127]	[]	[]	[15148]	[]
92_20	chr22	23251566	23251966	+	1000	394.0	[11.210287]	[101]	[11.210287]	[101]	[23251763]	[23251763]
92_200	chr1	228165943	228166343	+	1000	207.0	[15.35756]	[100]	[15.35756]	[100]	[228166139]	[228166139]
92_20005	chr21	14736742	14737142	+	992	32.0	[6.6871166]	[120]	[15.123054]	[120]	[14736952]	[14736952]
92_20008	chr21	33818130	33818530	+	923	32.0	[17.21607]	[147]	[8.741374, 11.259249]	[147, 150]	[33818349]	[33818349, 33818352]
92_20011	chr21	42097808	42098208	+	1000	32.0	[13.570657]	[84]	[]	[]	[42097972]	[]
92_20038	chr22	23284725	23285125	+	955	32.0	[]	[]	[11.005662]	[182]	[]	[23284973]
92_2004	chr8	129692287	129692687	+	1000	102.0	[8.741374]	[100]	[17.21607]	[100]	[129692487]	[129692487]
92_20042	chr22	36542002	36542402	+	1000	32.0	[]	[]	[5.381711]	[138]	[]	[36542209]
92_2006	chr9	91514945	91515345	+	1000	102.0	[9.553168, 11.236842]	[70, 127]	[8.741374]	[127]	[91515107, 91515164]	[91515164]
92_20066	chr3	42061758	42062158	+	1000	32.0	[9.042185]	[105]	[4.9702163]	[105]	[42061956]	[42061956]
92_20067	chr3	42836589	42836989	+	1000	32.0	[]	[]	[5.4847074]	[117]	[]	[42836806]
92_20074	chr3	50299569	50299969	+	1000	32.0	[7.47221]	[138]	[7.47221]	[138]	[50299802]	[50299802]
92_20085	chr3	132016610	132017010	+	1000	32.0	[6.648359, 7.507041]	[154, 159]	[10.322954, 15.161812]	[128, 154]	[132016847, 132016852]	[132016821, 132016847]
92_20088	chr3	140467025	140467425	+	1000	32.0	[]	[]	[7.3939433]	[158]	[]	[140467259]
92_20090	chr3	142828671	142829071	+	851	32.0	[5.9077554]	[85]	[]	[]	[142828853]	[]
92_20097	chr3	152719216	152719616	+	1000	32.0	[]	[]	[8.155535]	[143]	[]	[152719453]
92_2012	chr1	67646602	67647002	+	1000	101.0	[5.7773547, 7.0594378]	[58, 69]	[10.470215, 5.9497805]	[69, 157]	[67646753, 67646764]	[67646764, 67646852]
92_20123	chr4	78939207	78939607	+	1000	32.0	[7.47221]	[142]	[7.47221]	[142]	[78939437]	[78939437]
92_20124	chr4	82125756	82126156	+	1000	32.0	[11.959139]	[130]	[]	[]	[82125966]	[]
92_20126	chr4	106316352	106316752	+	1000	32.0	[6.6063333]	[156]	[6.6450915]	[156]	[106316599]	[106316599]
92_20133	chr4	139300615	139301015	+	1000	32.0	[]	[]	[7.2520623]	[159]	[]	[139300835]
92_20134	chr4	139740457	139740857	+	1000	32.0	[11.236842]	[52]	[8.741374, 5.9575515]	[52, 72]	[139740608]	[139740608, 139740628]
92_20135	chr4	146520884	146521284	+	1000	32.0	[9.553237]	[78]	[]	[]	[146521049]	[]
92_20158	chr5	109690953	109691353	+	1000	32.0	[6.6132655]	[113]	[9.439498, 5.397019]	[113, 132]	[109691107]	[109691107, 109691126]
92_20162	chr5	134446860	134447260	+	1000	32.0	[6.6871166]	[89]	[15.123054]	[89]	[134447037]	[134447037]
92_20165	chr5	135263275	135263675	+	933	32.0	[]	[]	[10.900694]	[83]	[]	[135263438]
92_20189	chr6	6737281	6737681	+	1000	32.0	[6.741014]	[101]	[]	[]	[6737446]	[]
92_20194	chr6	14558886	14559286	+	1000	32.0	[6.9787226, 13.352264, 8.741374, 8.51173]	[87, 95, 98, 103]	[6.4912386, 17.21607]	[87, 98]	[14559067, 14559075, 14559078, 14559083]	[14559067, 14559078]
92_20199	chr6	16331307	16331707	+	1000	32.0	[5.2431655]	[137]	[]	[]	[16331526]	[]
92_202	chr7	140200204	140200604	+	1000	207.0	[13.2645445]	[116]	[13.303303]	[116]	[140200415]	[140200415]
92_20200	chr6	17869654	17870054	+	826	32.0	[15.056844]	[120]	[]	[]	[17869874]	[]
92_20217	chr6	36266908	36267308	+	969	32.0	[]	[]	[6.705237]	[100]	[]	[36267096]
92_20228	chr6	87364574	87364974	+	771	32.0	[]	[]	[9.423384]	[100]	[]	[87364733]
92_20231	chr6	100228360	100228760	+	1000	32.0	[5.2693543, 8.741374]	[85, 128]	[11.236842]	[128]	[100228518, 100228561]	[100228561]
92_20232	chr6	104958823	104959223	+	749	32.0	[7.4670854]	[137]	[]	[]	[104959041]	[]
92_20246	chr6	167467837	167468237	+	887	32.0	[]	[]	[5.905019]	[101]	[]	[167468000]
