#PeakID(python scan_motif.py ./ENCODE_processed_files/RREB1_idr.fa RREB1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
874_13405	chr1	236686059	236686459	+	710	34.0	[]	[]	[2.1666484]	[125]	[]	[236686233]
874_13407	chr1	246569401	246569801	+	878	34.0	[]	[]	[11.234865, 9.6966915, 4.421267, 2.2477686, 4.0519176]	[73, 78, 82, 83, 87]	[]	[246569571, 246569576, 246569580, 246569581, 246569585]
874_13409	chr1	247639456	247639856	+	873	34.0	[]	[]	[3.6673846, 15.585245, 2.0999358]	[113, 114, 117]	[]	[247639616, 247639617, 247639620]
874_13411	chr10	6473978	6474378	+	874	34.0	[]	[]	[5.0841875]	[203]	[]	[6474182]
874_13419	chr10	45465108	45465508	+	838	34.0	[9.635143, 6.09218, 1.9321736]	[95, 96, 153]	[]	[]	[45465288, 45465289, 45465346]	[]
874_13427	chr10	71232400	71232800	+	834	34.0	[]	[]	[2.9969518]	[168]	[]	[71232619]
874_13429	chr10	73809916	73810316	+	871	34.0	[2.7773414, 13.613888, 8.685362, 6.531475, 4.687457, 8.200495, 7.0838976, 5.2320204, 12.1985035, 2.406791]	[81, 85, 88, 89, 90, 91, 92, 93, 95, 96]	[]	[]	[73810083, 73810087, 73810090, 73810091, 73810092, 73810093, 73810094, 73810095, 73810097, 73810098]	[]
874_1344	chr22	23286954	23287354	+	1000	64.5	[]	[]	[5.6376047]	[123]	[]	[23287105]
874_13440	chr11	14499532	14499932	+	723	34.0	[2.3364584]	[76]	[7.778896]	[134]	[14499696]	[14499754]
874_13441	chr11	18526648	18527048	+	750	34.0	[2.53774, 3.346751, 1.9763261, 2.4006531]	[188, 205, 210, 211]	[]	[]	[18526874, 18526891, 18526896, 18526897]	[]
874_13447	chr11	62573276	62573676	+	898	34.0	[5.305817]	[175]	[]	[]	[62573501]	[]
874_13453	chr11	66840341	66840741	+	844	34.0	[3.4814107]	[163]	[]	[]	[66840591]	[]
874_1346	chr3	42581576	42581976	+	1000	64.5	[4.9957285]	[184]	[]	[]	[42581779]	[]
874_13469	chr12	50025176	50025576	+	699	34.0	[5.656222]	[131]	[]	[]	[50025383]	[]
874_13470	chr12	51021698	51022098	+	740	34.0	[3.799954]	[164]	[]	[]	[51021932]	[]
874_13471	chr12	51923484	51923884	+	871	34.0	[5.806482]	[178]	[]	[]	[51923731]	[]
874_13475	chr12	56437688	56438088	+	871	34.0	[4.019513, 5.5701137, 1.7301782, 4.273434]	[141, 148, 190, 191]	[]	[]	[56437881, 56437888, 56437930, 56437931]	[]
874_13476	chr12	103840879	103841279	+	884	34.0	[3.6673846, 2.0482295]	[118, 125]	[]	[]	[103841073, 103841080]	[]
874_13477	chr12	107685719	107686119	+	766	34.0	[]	[]	[2.6393502]	[129]	[]	[107685923]
874_13479	chr12	120117287	120117687	+	826	34.0	[6.6043897]	[176]	[4.0000987]	[95]	[120117531]	[120117450]
874_13483	chr12	125065043	125065443	+	869	34.0	[4.539737, 2.5546238, 8.991206, 6.09218, 2.693127]	[106, 110, 114, 115, 116]	[]	[]	[125065242, 125065246, 125065250, 125065251, 125065252]	[]
874_13485	chr13	17861007	17861407	+	845	34.0	[]	[]	[1.815446]	[73]	[]	[17861160]
874_13488	chr13	50124804	50125204	+	764	34.0	[4.2755046]	[105]	[]	[]	[50125001]	[]
874_13489	chr13	52617321	52617721	+	892	34.0	[]	[]	[4.049938, 2.8608758, 5.3513727, 10.828078]	[148, 151, 153, 157]	[]	[52617491, 52617494, 52617496, 52617500]
874_13492	chr13	80689517	80689917	+	869	34.0	[]	[]	[9.124658, 9.6966915, 3.0384798]	[140, 145, 150]	[]	[80689679, 80689684, 80689689]
874_13493	chr13	80802826	80803226	+	893	34.0	[7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284]	[143, 145, 147, 149, 151, 153, 155, 157, 159]	[]	[]	[80803021, 80803023, 80803025, 80803027, 80803029, 80803031, 80803033, 80803035, 80803037]	[]
874_13497	chr13	91370655	91371055	+	851	34.0	[]	[]	[5.0021467]	[173]	[]	[91370899]
874_13498	chr13	91540488	91540888	+	768	34.0	[]	[]	[1.6767458]	[183]	[]	[91540738]
874_13507	chr14	24215690	24216090	+	826	34.0	[2.5684023, 9.094886]	[142, 147]	[]	[]	[24215912, 24215917]	[]
874_13511	chr14	102316847	102317247	+	760	34.0	[]	[]	[1.8305123]	[88]	[]	[102317033]
874_13513	chr15	42581350	42581750	+	841	34.0	[]	[]	[4.5606613]	[99]	[]	[42581509]
874_13514	chr15	44712539	44712939	+	852	34.0	[]	[]	[6.144041, 6.315225]	[87, 88]	[]	[44712714, 44712715]
874_13521	chr15	72237377	72237777	+	721	34.0	[4.137513]	[180]	[]	[]	[72237575]	[]
874_13523	chr15	78540239	78540639	+	750	34.0	[3.3591135, 4.5108614, 11.284121]	[121, 122, 123]	[2.4171667, 4.8772454]	[179, 189]	[78540402, 78540403, 78540404]	[78540460, 78540470]
874_1353	chr7	139340409	139340809	+	1000	64.5	[]	[]	[4.2879195, 6.891504]	[165, 166]	[]	[139340598, 139340599]
874_13536	chr16	56932669	56933069	+	904	34.0	[1.8157738]	[120]	[]	[]	[56932832]	[]
874_13543	chr16	70523299	70523699	+	754	34.0	[13.764148]	[96]	[]	[]	[70523464]	[]
874_1355	chr9	130872370	130872770	+	1000	64.5	[]	[]	[2.9858913]	[119]	[]	[130872586]
874_13554	chr17	27091049	27091449	+	734	34.0	[]	[]	[6.9846783, 9.194105, 8.200495, 2.311059, 2.1632264]	[142, 145, 146, 147, 149]	[]	[27091221, 27091224, 27091225, 27091226, 27091228]
874_13557	chr17	27759941	27760341	+	878	34.0	[10.815716]	[174]	[]	[]	[27760142]	[]
874_13558	chr17	28710536	28710936	+	758	34.0	[3.0057566, 1.7590451]	[160, 162]	[5.0863614]	[185]	[28710755, 28710757]	[28710780]
874_13561	chr17	38558018	38558418	+	849	34.0	[6.5462646, 2.7870793, 6.2282557, 2.4744496, 7.7455053]	[166, 169, 170, 171, 172]	[]	[]	[38558186, 38558189, 38558190, 38558191, 38558192]	[]
874_13568	chr17	48546828	48547228	+	831	34.0	[1.9121536]	[133]	[]	[]	[48547047]	[]
874_13569	chr17	64776711	64777111	+	867	34.0	[4.003051]	[145]	[]	[]	[64776915]	[]
874_13573	chr17	74210440	74210840	+	826	34.0	[]	[]	[5.7915664]	[179]	[]	[74210656]
874_13574	chr17	75456663	75457063	+	736	34.0	[]	[]	[1.7125633]	[94]	[]	[75456842]
874_13576	chr17	77453765	77454165	+	876	34.0	[2.8927171]	[179]	[]	[]	[77453956]	[]
874_13578	chr17	78112604	78113004	+	646	34.0	[1.8128216]	[142]	[]	[]	[78112804]	[]
874_13579	chr17	79835801	79836201	+	891	34.0	[4.137462, 4.1373587, 8.908605, 5.3533297, 3.4099379, 6.3308992, 9.065002]	[64, 66, 70, 71, 72, 73, 74]	[]	[]	[79835953, 79835955, 79835959, 79835960, 79835961, 79835962, 79835963]	[]
874_13580	chr17	81471823	81472223	+	648	34.0	[2.6593924]	[136]	[]	[]	[81472010]	[]
874_13581	chr17	82881850	82882250	+	611	34.0	[2.3565006]	[71]	[3.4212787]	[104]	[82882013]	[82882046]
874_13588	chr18	23528540	23528940	+	842	34.0	[3.3370643]	[163]	[]	[]	[23528784]	[]
874_13589	chr19	1542607	1543007	+	897	34.0	[10.393459]	[62]	[]	[]	[1542765]	[]
874_1359	chr9	131082200	131082600	+	1000	64.5	[6.1103067]	[155]	[]	[]	[131082364]	[]
874_13596	chr19	6733958	6734358	+	805	34.0	[3.9712095]	[135]	[]	[]	[6734144]	[]
874_13597	chr19	7904157	7904557	+	897	34.0	[6.498752]	[237]	[]	[]	[7904395]	[]
874_13598	chr19	8671015	8671415	+	886	34.0	[]	[]	[11.502798]	[69]	[]	[8671167]
874_13599	chr19	14419424	14419824	+	848	34.0	[]	[]	[5.858343]	[118]	[]	[14419586]
874_13602	chr19	18437841	18438241	+	887	34.0	[2.0370753, 2.3524601]	[151, 157]	[]	[]	[18438076, 18438082]	[]
874_13606	chr19	42252661	42253061	+	824	34.0	[]	[]	[5.505868]	[73]	[]	[42252830]
874_1361	chr1	2653961	2654361	+	1000	64.0	[4.086534, 4.273434, 4.1575046, 3.325827, 4.086534, 4.273434, 4.1575046, 3.325827, 3.5145001, 10.815716]	[76, 78, 80, 81, 116, 118, 120, 121, 156, 160]	[]	[]	[2654117, 2654119, 2654121, 2654122, 2654157, 2654159, 2654161, 2654162, 2654197, 2654201]	[]
874_13611	chr19	48680969	48681369	+	839	34.0	[2.5516715]	[151]	[]	[]	[48681214]	[]
874_13612	chr19	49897636	49898036	+	866	34.0	[]	[]	[14.356224, 8.772529, 3.0384798, 8.685362, 5.9420233, 8.656473, 6.3308992]	[109, 110, 111, 113, 115, 116, 117]	[]	[49897823, 49897824, 49897825, 49897827, 49897829, 49897830, 49897831]
874_13617	chr2	10332524	10332924	+	805	34.0	[]	[]	[5.9225154, 3.5489657]	[141, 146]	[]	[10332708, 10332713]
874_13634	chr2	96893684	96894084	+	846	34.0	[]	[]	[4.9482665]	[164]	[]	[96893903]
874_1364	chr1	182259360	182259760	+	1000	64.0	[2.4048977]	[177]	[]	[]	[182259553]	[]
874_13644	chr20	57524839	57525239	+	881	34.0	[]	[]	[5.3513727]	[169]	[]	[57525063]
874_13647	chr21	5249957	5250357	+	558	34.0	[]	[]	[4.777359]	[158]	[]	[5250170]
874_13648	chr21	10425857	10426257	+	885	34.0	[]	[]	[6.308964]	[97]	[]	[10426054]
874_13652	chr21	35477109	35477509	+	878	34.0	[3.228802]	[139]	[]	[]	[35477335]	[]
874_13653	chr21	35483167	35483567	+	876	34.0	[6.5938835]	[124]	[]	[]	[35483332]	[]
874_13656	chr21	43859362	43859762	+	875	34.0	[]	[]	[3.2431219]	[179]	[]	[43859613]
874_13659	chr22	16794485	16794885	+	561	34.0	[2.723789]	[96]	[]	[]	[16794670]	[]
874_13660	chr22	18056111	18056511	+	768	34.0	[]	[]	[3.9712095]	[91]	[]	[18056285]
874_13671	chr22	19727733	19728133	+	728	34.0	[]	[]	[6.086841, 2.5326884]	[181, 187]	[]	[19727919, 19727925]
874_13672	chr22	19750126	19750526	+	891	34.0	[2.2845972, 8.791667]	[171, 181]	[]	[]	[19750321, 19750331]	[]
874_13676	chr22	20145451	20145851	+	876	34.0	[]	[]	[6.430377, 1.9024156]	[91, 125]	[]	[20145626, 20145660]
874_13677	chr22	20149398	20149798	+	875	34.0	[]	[]	[3.1746848, 4.741901]	[180, 182]	[]	[20149642, 20149644]
874_13678	chr22	20262056	20262456	+	699	34.0	[]	[]	[3.8641264, 11.164704, 3.8007324, 4.25251]	[177, 179, 180, 189]	[]	[20262246, 20262248, 20262249, 20262258]
874_13679	chr22	20436702	20437102	+	879	34.0	[4.221728]	[127]	[]	[]	[20436854]	[]
874_13681	chr22	20664560	20664960	+	836	34.0	[]	[]	[9.499067]	[120]	[]	[20664762]
874_13684	chr22	20790819	20791219	+	886	34.0	[5.2995534, 8.958853]	[90, 95]	[]	[]	[20790989, 20790994]	[]
874_13687	chr22	22123507	22123907	+	829	34.0	[2.435835]	[206]	[]	[]	[22123715]	[]
874_13688	chr22	22383916	22384316	+	899	34.0	[]	[]	[7.3025746]	[79]	[]	[22384072]
874_13690	chr22	39399654	39400054	+	724	34.0	[]	[]	[6.2282557, 2.6906996, 9.128293]	[185, 187, 209]	[]	[39399858, 39399860, 39399882]
874_13695	chr3	12796341	12796741	+	885	34.0	[1.7646216]	[109]	[]	[]	[12796541]	[]
874_13700	chr3	49803239	49803639	+	749	34.0	[]	[]	[2.921542, 6.90397]	[188, 190]	[]	[49803457, 49803459]
874_13701	chr3	57555796	57556196	+	833	34.0	[2.67197, 3.767643]	[136, 137]	[]	[]	[57556030, 57556031]	[]
874_13704	chr3	155335436	155335836	+	843	34.0	[5.347857, 2.269704, 10.373993, 3.8502443]	[130, 137, 138, 139]	[]	[]	[155335607, 155335614, 155335615, 155335616]	[]
874_13707	chr3	179562800	179563200	+	827	34.0	[]	[]	[7.00035]	[76]	[]	[179562970]
874_1371	chr17	32342012	32342412	+	1000	64.0	[3.9898264]	[65]	[]	[]	[32342170]	[]
874_13712	chr3	196978645	196979045	+	881	34.0	[]	[]	[2.2488835, 4.1575046]	[208, 209]	[]	[196978888, 196978889]
874_13714	chr4	5037581	5037981	+	882	34.0	[]	[]	[3.2632678]	[197]	[]	[5037830]
874_13715	chr4	13654429	13654829	+	877	34.0	[1.728607]	[185]	[]	[]	[13654656]	[]
874_13718	chr4	49322781	49323181	+	901	34.0	[3.9712095, 2.3550847]	[140, 184]	[]	[]	[49322979, 49323023]	[]
874_13719	chr4	78720092	78720492	+	844	34.0	[]	[]	[6.0133724, 5.7936363, 2.4407153]	[75, 78, 79]	[]	[78720250, 78720253, 78720254]
874_13721	chr4	98260787	98261187	+	584	34.0	[]	[]	[3.545563, 2.3129523, 5.0670977, 7.76643, 5.8916297, 7.682215, 3.059533]	[109, 111, 112, 113, 117, 120, 124]	[]	[98260995, 98260997, 98260998, 98260999, 98261003, 98261006, 98261010]
874_13723	chr4	118834945	118835345	+	903	34.0	[2.3540735, 3.0057566]	[105, 134]	[]	[]	[118835137, 118835166]	[]
874_13724	chr4	126955470	126955870	+	883	34.0	[]	[]	[1.9708328]	[117]	[]	[126955671]
874_13725	chr4	128811662	128812062	+	905	34.0	[]	[]	[1.8305123]	[165]	[]	[128811868]
874_13736	chr5	132866620	132867020	+	749	34.0	[]	[]	[2.5991845]	[112]	[]	[132866788]
874_13740	chr5	142325827	142326227	+	893	34.0	[2.638796]	[166]	[]	[]	[142326031]	[]
874_13748	chr6	3718227	3718627	+	891	34.0	[8.676515, 6.51386]	[198, 199]	[]	[]	[3718472, 3718473]	[]
874_13754	chr6	20203523	20203923	+	785	34.0	[9.125669, 1.8410852]	[110, 118]	[]	[]	[20203719, 20203727]	[]
874_13757	chr6	27669722	27670122	+	854	34.0	[4.6521926]	[154]	[]	[]	[27669905]	[]
874_13759	chr6	30530338	30530738	+	849	34.0	[]	[]	[1.9639636, 3.058522, 10.507444]	[144, 145, 149]	[]	[30530495, 30530496, 30530500]
874_13765	chr6	34315837	34316237	+	891	34.0	[3.7133121]	[153]	[]	[]	[34316011]	[]
874_13778	chr6	104683006	104683406	+	703	34.0	[6.954898]	[158]	[]	[]	[104683239]	[]
874_13780	chr6	132813910	132814310	+	617	34.0	[8.685362, 3.7157817]	[89, 90]	[]	[]	[132814095, 132814096]	[]
874_13781	chr6	137794045	137794445	+	864	34.0	[3.7562137]	[173]	[]	[]	[137794251]	[]
874_13789	chr7	5556055	5556455	+	791	34.0	[]	[]	[1.7249256]	[145]	[]	[5556266]
874_1379	chr22	20523381	20523781	+	1000	64.0	[3.3591135, 10.06815, 8.685362, 8.65458, 6.164965, 1.6574349, 10.79557]	[164, 165, 166, 169, 170, 171, 173]	[]	[]	[20523573, 20523574, 20523575, 20523578, 20523579, 20523580, 20523582]	[]
874_13793	chr7	104883726	104884126	+	816	34.0	[]	[]	[10.05672]	[153]	[]	[104883976]
874_13795	chr7	106524280	106524680	+	841	34.0	[4.778447, 3.5145001, 5.0029254, 6.2800746]	[134, 136, 138, 142]	[]	[]	[106524463, 106524465, 106524467, 106524471]	[]
874_13797	chr7	107971915	107972315	+	731	34.0	[1.9964719, 2.9732485]	[138, 140]	[]	[]	[107972152, 107972154]	[]
874_13804	chr7	150997184	150997584	+	799	34.0	[6.9846783, 6.7361174, 11.673448, 5.0841875, 4.0856524]	[162, 165, 166, 168, 171]	[]	[]	[150997425, 150997428, 150997429, 150997431, 150997434]	[]
874_13806	chr7	155681011	155681411	+	817	34.0	[]	[]	[3.010125, 8.113432, 7.0170736]	[91, 93, 95]	[]	[155681166, 155681168, 155681170]
874_13807	chr8	1701268	1701668	+	895	34.0	[]	[]	[4.0532475]	[140]	[]	[1701474]
874_13813	chr8	51898734	51899134	+	711	34.0	[4.707477, 8.622071, 4.5741515, 2.1210928]	[72, 74, 75, 84]	[]	[]	[51898888, 51898890, 51898891, 51898900]	[]
874_13814	chr8	54101556	54101956	+	759	34.0	[3.1569498]	[109]	[]	[]	[54101744]	[]
874_13818	chr8	103077306	103077706	+	676	34.0	[]	[]	[5.4360347, 2.7587245]	[112, 113]	[]	[103077468, 103077469]
874_13820	chr8	124626737	124627137	+	858	34.0	[8.846325]	[190]	[]	[]	[124626947]	[]
874_13822	chr8	129679030	129679430	+	875	34.0	[]	[]	[3.6296518, 1.828597, 3.600785, 2.1950033, 7.3897414, 2.2169385, 14.423759]	[80, 162, 163, 166, 167, 170, 171]	[]	[129679186, 129679268, 129679269, 129679272, 129679273, 129679276, 129679277]
874_13824	chr8	143532095	143532495	+	818	34.0	[]	[]	[2.2845972]	[130]	[]	[143532319]
874_13826	chr9	5628992	5629392	+	869	34.0	[]	[]	[7.336976, 4.5914435, 4.205121]	[163, 166, 168]	[]	[5629224, 5629227, 5629229]
874_13835	chrUn_GL000214v1	35882	36282	+	872	34.0	[1.8252877]	[62]	[3.0604153, 6.797665]	[115, 149]	[36038]	[36091, 36125]
874_13837	chrUn_GL000224v1	23154	23554	+	902	34.0	[5.0841875, 4.9933014]	[114, 118]	[]	[]	[23305, 23309]	[]
874_13842	chr1	2189155	2189555	+	822	33.5	[2.466446, 4.576654]	[161, 166]	[]	[]	[2189337, 2189342]	[]
874_13846	chr1	9687011	9687411	+	587	33.5	[]	[]	[3.059533]	[172]	[]	[9687246]
874_13847	chr1	9825321	9825721	+	702	33.5	[3.0278468, 7.778896, 4.999973, 5.656222, 5.131804]	[74, 103, 105, 108, 112]	[]	[]	[9825482, 9825511, 9825513, 9825516, 9825520]	[]
874_13851	chr1	18956985	18957385	+	834	33.5	[7.473052, 4.0194097, 3.1913643, 4.495064]	[170, 172, 173, 174]	[]	[]	[18957206, 18957208, 18957209, 18957210]	[]
874_13856	chr1	23478879	23479279	+	555	33.5	[4.9491487]	[194]	[]	[]	[23479088]	[]
874_13858	chr1	25905705	25906105	+	843	33.5	[2.8589828, 9.939374]	[194, 198]	[]	[]	[25905921, 25905925]	[]
874_13862	chr1	29124790	29125190	+	811	33.5	[2.1334553]	[191]	[6.1958604]	[166]	[29125030]	[29125005]
874_13863	chr1	29208823	29209223	+	845	33.5	[]	[]	[2.9762006]	[128]	[]	[29209033]
874_13868	chr1	40863469	40863869	+	849	33.5	[]	[]	[5.4893637, 1.6905243]	[65, 69]	[]	[40863628, 40863632]
874_13878	chr1	88891315	88891715	+	770	33.5	[5.6660633, 1.9488975, 8.554517]	[114, 119, 121]	[]	[]	[88891523, 88891528, 88891530]	[]
874_13883	chr1	110875338	110875738	+	606	33.5	[]	[]	[3.0734153]	[190]	[]	[110875545]
874_13886	chr1	112878159	112878559	+	854	33.5	[1.9122573, 3.1595743, 7.1778398]	[150, 153, 160]	[]	[]	[112878398, 112878401, 112878408]	[]
874_13890	chr1	153727412	153727812	+	796	33.5	[1.9024156]	[139]	[]	[]	[153727641]	[]
874_13891	chr1	156740629	156741029	+	839	33.5	[2.7773926]	[230]	[]	[]	[156740875]	[]
874_13897	chr1	179229812	179230212	+	630	33.5	[9.73352, 3.3591135]	[102, 105]	[6.451301]	[79]	[179230007, 179230010]	[179229984]
874_13898	chr1	201015453	201015853	+	545	33.5	[]	[]	[2.8271415]	[162]	[]	[201015652]
874_13899	chr1	201480588	201480988	+	852	33.5	[]	[]	[2.2845972]	[117]	[]	[201480765]
874_13900	chr1	203076101	203076501	+	862	33.5	[1.9439214]	[147]	[]	[]	[203076264]	[]
874_13906	chr1	209576735	209577135	+	718	33.5	[1.709254]	[164]	[]	[]	[209576945]	[]
874_13907	chr1	209649429	209649829	+	858	33.5	[5.77501, 3.8007324]	[64, 74]	[]	[]	[209649589, 209649599]	[]
874_13910	chr1	212254805	212255205	+	568	33.5	[]	[]	[1.6449046, 7.260638]	[169, 171]	[]	[212255046, 212255048]
874_13911	chr1	221776570	221776970	+	847	33.5	[]	[]	[2.4249177, 6.382864]	[158, 210]	[]	[221776763, 221776815]
874_13913	chr1	225926963	225927363	+	596	33.5	[]	[]	[6.4670787, 1.7029904, 7.7235703, 5.9411416]	[109, 114, 119, 121]	[]	[225927136, 225927141, 225927146, 225927148]
874_13914	chr1	228109957	228110357	+	835	33.5	[]	[]	[4.7295895, 2.1168482, 7.592426]	[183, 202, 203]	[]	[228110144, 228110163, 228110164]
874_13918	chr1	244918737	244919137	+	877	33.5	[4.9087586]	[160]	[]	[]	[244918914]	[]
874_13927	chr10	71313471	71313871	+	762	33.5	[]	[]	[4.864001]	[168]	[]	[71313671]
874_13928	chr10	72692788	72693188	+	748	33.5	[]	[]	[4.781296]	[92]	[]	[72692969]
874_13937	chr10	102644798	102645198	+	836	33.5	[5.0143547]	[100]	[]	[]	[102644993]	[]
874_13939	chr11	1762754	1763154	+	646	33.5	[4.8130727]	[145]	[]	[]	[1762914]	[]
874_13942	chr11	9565979	9566379	+	788	33.5	[2.2275114, 1.8445987]	[162, 200]	[]	[]	[9566170, 9566208]	[]
874_13944	chr11	33893878	33894278	+	846	33.5	[]	[]	[4.7163653]	[207]	[]	[33894087]
874_13949	chr11	64449338	64449738	+	550	33.5	[4.9087586, 7.473052, 4.781296]	[226, 231, 233]	[]	[]	[64449574, 64449579, 64449581]	[]
874_1395	chr7	143380554	143380954	+	1000	64.0	[5.520301, 5.807415]	[151, 158]	[2.9762006, 8.791667]	[123, 127]	[143380765, 143380772]	[143380737, 143380741]
874_13950	chr11	64741978	64742378	+	729	33.5	[2.7670372, 2.2812881, 7.5600214]	[107, 110, 154]	[5.5079384]	[72]	[64742172, 64742175, 64742219]	[64742137]
874_13955	chr11	76888871	76889271	+	813	33.5	[]	[]	[3.9230297]	[133]	[]	[76889034]
874_1396	chr7	150960959	150961359	+	1000	64.0	[]	[]	[3.493576]	[175]	[]	[150961186]
874_13962	chr11	124440449	124440849	+	799	33.5	[3.0444226, 6.597193, 3.2606432]	[168, 169, 192]	[]	[]	[124440619, 124440620, 124440643]	[]
874_13966	chr12	39442650	39443050	+	820	33.5	[3.2430575]	[172]	[]	[]	[39442882]	[]
874_1397	chr9	130884614	130885014	+	1000	64.0	[9.329299]	[225]	[]	[]	[130884844]	[]
874_13971	chr12	100266837	100267237	+	842	33.5	[3.4100926, 7.893338]	[223, 228]	[]	[]	[100267079, 100267084]	[]
874_13972	chr12	109460827	109461227	+	791	33.5	[2.249662, 2.3329945]	[146, 147]	[]	[]	[109461001, 109461002]	[]
874_13974	chr12	133080861	133081261	+	792	33.5	[]	[]	[3.4916828, 4.2945914, 1.815446, 5.18352]	[152, 158, 160, 161]	[]	[133081069, 133081075, 133081077, 133081078]
874_13982	chr13	90256556	90256956	+	861	33.5	[5.78313]	[101]	[]	[]	[90256745]	[]
874_13983	chr13	90689881	90690281	+	793	33.5	[]	[]	[1.8040168]	[190]	[]	[90690104]
874_13985	chr13	91406600	91407000	+	874	33.5	[1.6574349]	[177]	[]	[]	[91406813]	[]
874_13995	chr14	50003221	50003621	+	879	33.5	[]	[]	[5.5879083]	[110]	[]	[50003398]
874_13999	chr14	104582213	104582613	+	864	33.5	[]	[]	[2.2169385, 4.0082555, 12.178357]	[131, 132, 133]	[]	[104582418, 104582419, 104582420]
874_14000	chr15	20357280	20357680	+	841	33.5	[5.0029254, 8.719764, 11.030978, 3.0411043, 19.647322, 8.202388, 9.781917, 6.902933, 9.984817]	[154, 155, 162, 163, 165, 166, 167, 168, 169]	[]	[]	[20357447, 20357448, 20357455, 20357456, 20357458, 20357459, 20357460, 20357461, 20357462]	[]
874_14007	chr15	63918849	63919249	+	759	33.5	[]	[]	[2.288842]	[130]	[]	[63919019]
874_14010	chr15	80059993	80060393	+	863	33.5	[]	[]	[7.2420216, 4.5079603]	[112, 116]	[]	[80060172, 80060176]
874_14015	chr15	90930082	90930482	+	745	33.5	[5.520146]	[108]	[]	[]	[90930274]	[]
874_14017	chr15	92917731	92918131	+	800	33.5	[6.5515175, 4.4236946]	[203, 204]	[]	[]	[92917980, 92917981]	[]
874_14019	chr16	1342538	1342938	+	815	33.5	[]	[]	[7.2063074]	[57]	[]	[1342689]
874_14021	chr16	10385916	10386316	+	857	33.5	[]	[]	[1.6266527]	[205]	[]	[10386158]
874_14028	chr16	27237896	27238296	+	763	33.5	[7.0066557, 1.815446]	[113, 124]	[3.3616443]	[168]	[27238084, 27238095]	[27238139]
874_14039	chr16	85171456	85171856	+	841	33.5	[]	[]	[1.8803124]	[188]	[]	[85171678]
874_14040	chr16	85321792	85322192	+	844	33.5	[]	[]	[2.8415651]	[165]	[]	[85322040]
874_14041	chr16	87849974	87850374	+	883	33.5	[]	[]	[2.8283205]	[185]	[]	[87850202]
874_14042	chr16	89240761	89241161	+	723	33.5	[]	[]	[4.4404054, 3.9256542]	[99, 108]	[]	[89240920, 89240929]
874_14043	chr16	89641027	89641427	+	866	33.5	[]	[]	[3.3591135, 4.0223618]	[160, 171]	[]	[89641215, 89641226]
874_14046	chr17	29293207	29293607	+	803	33.5	[]	[]	[4.075914, 8.358506, 3.3791556, 1.974433, 2.3848555, 1.808577]	[114, 115, 116, 119, 123, 124]	[]	[29293401, 29293402, 29293403, 29293406, 29293410, 29293411]
874_14048	chr17	32111363	32111763	+	625	33.5	[]	[]	[4.539737, 10.712237, 2.027254, 8.692335]	[80, 83, 85, 87]	[]	[32111521, 32111524, 32111526, 32111528]
874_14049	chr17	36188091	36188491	+	847	33.5	[]	[]	[10.508456, 4.948112, 3.9819717, 9.635143]	[178, 179, 180, 181]	[]	[36188271, 36188272, 36188273, 36188274]
874_1405	chr1	44610212	44610612	+	1000	63.5	[2.38748, 1.9665881]	[90, 146]	[]	[]	[44610375, 44610431]	[]
874_14051	chr17	42121286	42121686	+	778	33.5	[5.0143547]	[209]	[]	[]	[42121506]	[]
874_14055	chr17	50661870	50662270	+	655	33.5	[]	[]	[5.2330317]	[227]	[]	[50662103]
874_14062	chr17	75288903	75289303	+	844	33.5	[]	[]	[2.754675, 3.9872022]	[160, 162]	[]	[75289109, 75289111]
874_14066	chr17	81119275	81119675	+	851	33.5	[]	[]	[1.9665881]	[179]	[]	[81119471]
874_14076	chr19	1074876	1075276	+	845	33.5	[6.2096386, 4.1180477, 5.234448, 2.5546238]	[55, 56, 58, 59]	[]	[]	[1075027, 1075028, 1075030, 1075031]	[]
874_14084	chr19	6772748	6773148	+	863	33.5	[3.1472118]	[209]	[]	[]	[6772961]	[]
874_14086	chr19	9819529	9819929	+	819	33.5	[]	[]	[3.9712095, 4.6453238, 10.361682]	[84, 118, 166]	[]	[9819695, 9819729, 9819777]
874_14093	chr19	40465343	40465743	+	730	33.5	[2.426988]	[132]	[]	[]	[40465518]	[]
874_14098	chr19	45639116	45639516	+	820	33.5	[]	[]	[5.807415, 4.912181]	[113, 120]	[]	[45639324, 45639331]
874_14105	chr19	55027379	55027779	+	775	33.5	[]	[]	[10.03926]	[165]	[]	[55027596]
874_1411	chr1	228082185	228082585	+	1000	63.5	[]	[]	[5.755657]	[102]	[]	[228082374]
874_14115	chr2	61017701	61018101	+	792	33.5	[1.9954863]	[216]	[1.6259215, 3.3466473]	[192, 193]	[61017947]	[61017923, 61017924]
874_1412	chr1	230978537	230978937	+	1000	63.5	[3.7553318]	[135]	[]	[]	[230978730]	[]
874_14124	chr2	112764730	112765130	+	844	33.5	[]	[]	[19.058199, 5.826524, 4.8454685, 11.841731]	[98, 99, 101, 102]	[]	[112764920, 112764921, 112764923, 112764924]
