#PeakID(python identify_motif.py ./ENCODE_processed_files/MEIS2_idr.fa MEIS2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
596_13858	chr10	73886918	73887318	+	873	105.0	[]	[]	[11.310461, 7.4989777]	[104, 120]	[]	[73887097, 73887113]
596_1386	chr12	46430360	46430760	+	1000	614.0	[7.4989777]	[133]	[]	[]	[46430591]	[]
596_1387	chr12	89856415	89856815	+	1000	614.0	[11.310461]	[143]	[]	[]	[89856657]	[]
596_13871	chr15	74954218	74954618	+	1000	105.0	[]	[]	[7.4989777]	[111]	[]	[74954420]
596_13882	chr2	54570888	54571288	+	1000	105.0	[11.310461]	[101]	[]	[]	[54571044]	[]
596_13885	chr2	112493938	112494338	+	1000	105.0	[7.4989777]	[61]	[11.310461]	[97]	[112494093]	[112494129]
596_13887	chr2	200864498	200864898	+	1000	105.0	[11.310461]	[110]	[]	[]	[200864664]	[]
596_13889	chr20	50709128	50709528	+	1000	105.0	[7.705946]	[91]	[]	[]	[50709306]	[]
596_13900	chr4	122602616	122603016	+	1000	105.0	[7.4989777, 7.705946]	[258, 293]	[]	[]	[122602828, 122602863]	[]
596_13909	chr7	44044446	44044846	+	1000	105.0	[]	[]	[11.310461]	[148]	[]	[44044671]
596_13930	chr11	111604370	111604770	+	1000	104.5	[7.4989777]	[67]	[]	[]	[111604534]	[]
596_13932	chr13	95608851	95609251	+	1000	104.5	[11.310461]	[94]	[11.310461, 7.705946]	[156, 180]	[95609012]	[95609074, 95609098]
596_13936	chr14	102594494	102594894	+	1000	104.5	[11.310461]	[122]	[]	[]	[102594700]	[]
596_13938	chr15	96122942	96123342	+	1000	104.5	[]	[]	[7.705946, 11.310461]	[94, 102]	[]	[96123127, 96123135]
596_13941	chr16	75110922	75111322	+	1000	104.5	[11.310461]	[114]	[]	[]	[75111130]	[]
596_13944	chr17	79797182	79797582	+	948	104.5	[]	[]	[11.310461]	[146]	[]	[79797418]
596_13947	chr18	62339502	62339902	+	1000	104.5	[11.310461, 11.310461]	[96, 107]	[]	[]	[62339671, 62339682]	[]
596_13953	chr2	130391181	130391581	+	975	104.5	[11.310461]	[176]	[]	[]	[130391347]	[]
596_13958	chr22	22809855	22810255	+	1000	104.5	[7.239613, 11.310461]	[154, 227]	[]	[]	[22810015, 22810088]	[]
596_13965	chr4	128840924	128841324	+	919	104.5	[7.4989777]	[105]	[]	[]	[128841127]	[]
596_13973	chr6	134908852	134909252	+	1000	104.5	[]	[]	[11.310461, 7.705946]	[87, 122]	[]	[134909021, 134909056]
596_13975	chr7	22718306	22718706	+	897	104.5	[7.4989777]	[137]	[]	[]	[22718527]	[]
596_13977	chr7	74993870	74994270	+	1000	104.5	[]	[]	[7.705946]	[126]	[]	[74994082]
596_1398	chr1	19479364	19479764	+	1000	610.5	[]	[]	[7.705946]	[118]	[]	[19479573]
596_14003	chr1	246309207	246309607	+	1000	104.0	[]	[]	[7.239613]	[150]	[]	[246309437]
596_14005	chr10	77836196	77836596	+	1000	104.0	[7.4989777]	[106]	[]	[]	[77836374]	[]
596_14008	chr11	34251107	34251507	+	1000	104.0	[11.310461, 7.705946, 11.310461]	[89, 119, 144]	[]	[]	[34251292, 34251322, 34251347]	[]
596_14012	chr14	55274809	55275209	+	1000	104.0	[]	[]	[11.310461]	[144]	[]	[55275030]
596_14016	chr15	66497740	66498140	+	1000	104.0	[]	[]	[7.705946]	[106]	[]	[66497934]
596_14026	chr2	172038582	172038982	+	1000	104.0	[]	[]	[7.239613]	[123]	[]	[172038784]
596_14029	chr2	226836490	226836890	+	695	104.0	[]	[]	[11.310461]	[95]	[]	[226836678]
596_1403	chr6	40378201	40378601	+	1000	610.5	[11.310461]	[98]	[]	[]	[40378394]	[]
596_14030	chr21	42004743	42005143	+	1000	104.0	[7.4989777]	[113]	[]	[]	[42004949]	[]
596_14031	chr22	28358238	28358638	+	1000	104.0	[11.310461]	[83]	[7.4989777, 7.239613]	[95, 128]	[28358412]	[28358424, 28358457]
596_14034	chr22	50091882	50092282	+	616	104.0	[7.4989777]	[71]	[]	[]	[50092034]	[]
596_14035	chr3	9792622	9793022	+	1000	104.0	[7.4989777]	[311]	[]	[]	[9792844]	[]
596_14036	chr3	41900502	41900902	+	1000	104.0	[7.4989777]	[163]	[]	[]	[41900748]	[]
596_14037	chr3	58471234	58471634	+	1000	104.0	[7.239613]	[112]	[7.4989777]	[56]	[58471446]	[58471390]
596_14044	chr4	95217199	95217599	+	1000	104.0	[]	[]	[11.310461]	[99]	[]	[95217396]
596_14062	chr8	130343082	130343482	+	935	104.0	[7.705946]	[191]	[]	[]	[130343324]	[]
596_14069	chrX	120485515	120485915	+	1000	104.0	[7.4989777]	[101]	[]	[]	[120485706]	[]
596_14072	chr1	21174856	21175256	+	1000	103.5	[7.705946]	[238]	[]	[]	[21175088]	[]
596_14079	chr10	71812591	71812991	+	1000	103.5	[7.4989777]	[174]	[11.310461]	[125]	[71812842]	[71812793]
596_14089	chr18	22490448	22490848	+	1000	103.5	[]	[]	[7.4989777]	[96]	[]	[22490642]
596_14090	chr18	60053664	60054064	+	1000	103.5	[]	[]	[11.310461]	[83]	[]	[60053820]
596_141	chrX	39693290	39693690	+	1000	1375.0	[7.4989777]	[105]	[7.239613]	[93]	[39693492]	[39693480]
596_1410	chr7	106243797	106244197	+	1000	608.5	[11.310461]	[95]	[]	[]	[106243990]	[]
596_14101	chr22	24091890	24092290	+	1000	103.5	[11.310461]	[146]	[]	[]	[24092126]	[]
596_14102	chr3	13652793	13653193	+	1000	103.5	[7.705946]	[73]	[11.310461]	[106]	[13652958]	[13652991]
596_14118	chr7	143046561	143046961	+	1000	103.5	[7.239613]	[121]	[]	[]	[143046729]	[]
596_14129	chr1	174745849	174746249	+	1000	103.0	[7.705946, 11.310461]	[126, 175]	[11.310461, 11.310461]	[158, 194]	[174746016, 174746065]	[174746048, 174746084]
596_14131	chr1	183989051	183989451	+	1000	103.0	[]	[]	[7.705946]	[136]	[]	[183989241]
596_14133	chr1	231172403	231172803	+	1000	103.0	[11.310461]	[119]	[]	[]	[231172583]	[]
596_14134	chr10	90921130	90921530	+	912	103.0	[7.239613]	[171]	[7.4989777]	[142]	[90921379]	[90921350]
596_14139	chr12	57752363	57752763	+	1000	103.0	[7.239613]	[90]	[]	[]	[57752533]	[]
596_14142	chr13	27183051	27183451	+	981	103.0	[]	[]	[11.310461, 7.4989777]	[70, 113]	[]	[27183212, 27183255]
596_14148	chr14	103729453	103729853	+	648	103.0	[11.310461]	[140]	[]	[]	[103729692]	[]
596_14152	chr16	31033020	31033420	+	1000	103.0	[11.310461, 11.310461]	[106, 124]	[]	[]	[31033226, 31033244]	[]
596_14155	chr17	40139867	40140267	+	1000	103.0	[11.310461]	[286]	[]	[]	[40140107]	[]
596_14159	chr18	62850543	62850943	+	1000	103.0	[7.705946, 7.239613]	[116, 152]	[]	[]	[62850732, 62850768]	[]
596_14161	chr19	19663640	19664040	+	1000	103.0	[11.310461, 11.310461]	[253, 292]	[]	[]	[19663824, 19663863]	[]
596_14162	chr19	40806792	40807192	+	1000	103.0	[]	[]	[7.4989777]	[110]	[]	[40806997]
596_14164	chr2	69717929	69718329	+	1000	103.0	[]	[]	[7.239613]	[133]	[]	[69718153]
596_14170	chr3	141243327	141243727	+	825	103.0	[7.239613, 7.239613]	[95, 159]	[]	[]	[141243486, 141243550]	[]
596_14188	chr9	130860670	130861070	+	1000	103.0	[11.310461]	[105]	[]	[]	[130860828]	[]
596_14189	chr9	136230379	136230779	+	982	103.0	[]	[]	[11.310461]	[136]	[]	[136230600]
596_14190	chr9	137157941	137158341	+	1000	103.0	[]	[]	[11.310461]	[98]	[]	[137158135]
596_14201	chr1	208189027	208189427	+	706	102.5	[]	[]	[11.310461]	[177]	[]	[208189269]
596_14202	chr1	235113412	235113812	+	937	102.5	[]	[]	[7.239613]	[223]	[]	[235113623]
596_14206	chr11	47523535	47523935	+	952	102.5	[7.4989777]	[127]	[]	[]	[47523726]	[]
596_14211	chr14	100864935	100865335	+	546	102.5	[]	[]	[7.239613]	[200]	[]	[100865142]
596_14212	chr15	75172582	75172982	+	1000	102.5	[]	[]	[7.4989777, 7.239613]	[106, 142]	[]	[75172749, 75172785]
596_14214	chr17	32818959	32819359	+	911	102.5	[7.705946]	[112]	[]	[]	[32819164]	[]
596_14220	chr19	8513712	8514112	+	1000	102.5	[11.310461]	[113]	[]	[]	[8513916]	[]
596_14223	chr2	62177663	62178063	+	1000	102.5	[7.239613]	[208]	[11.310461]	[157]	[62177913]	[62177862]
596_14224	chr2	86214049	86214449	+	744	102.5	[7.4989777]	[193]	[]	[]	[86214294]	[]
596_14226	chr2	156199571	156199971	+	1000	102.5	[7.705946]	[143]	[]	[]	[156199796]	[]
596_14229	chr2	205053763	205054163	+	1000	102.5	[7.705946]	[65]	[]	[]	[205053916]	[]
596_1423	chr7	135943534	135943934	+	1000	606.0	[7.705946]	[152]	[]	[]	[135943773]	[]
596_14238	chr3	158743483	158743883	+	946	102.5	[7.705946]	[133]	[]	[]	[158743707]	[]
596_14240	chr4	128635273	128635673	+	1000	102.5	[7.4989777, 7.4989777]	[104, 136]	[]	[]	[128635474, 128635506]	[]
596_14247	chr6	2104225	2104625	+	954	102.5	[]	[]	[11.310461]	[145]	[]	[2104417]
596_14248	chr6	26216448	26216848	+	1000	102.5	[]	[]	[11.310461]	[118]	[]	[26216645]
596_14252	chr6	57631797	57632197	+	917	102.5	[]	[]	[7.239613]	[125]	[]	[57631962]
596_14253	chr6	68741924	68742324	+	1000	102.5	[]	[]	[7.239613]	[109]	[]	[68742099]
596_14254	chr6	118892474	118892874	+	1000	102.5	[]	[]	[7.239613]	[185]	[]	[118892718]
596_14255	chr6	119347435	119347835	+	1000	102.5	[11.310461]	[178]	[]	[]	[119347663]	[]
596_14257	chr7	1028071	1028471	+	1000	102.5	[]	[]	[11.310461]	[138]	[]	[1028269]
596_14260	chr7	108045239	108045639	+	1000	102.5	[7.239613]	[236]	[]	[]	[108045457]	[]
596_14268	chr9	371321	371721	+	1000	102.5	[]	[]	[11.310461]	[114]	[]	[371518]
596_1427	chr1	212485935	212486335	+	1000	604.0	[11.310461]	[104]	[]	[]	[212486125]	[]
596_14271	chr1	28580753	28581153	+	1000	102.0	[]	[]	[11.310461]	[212]	[]	[28580985]
596_14274	chr1	205284865	205285265	+	1000	102.0	[11.310461]	[95]	[]	[]	[205285050]	[]
596_14277	chr1	224684840	224685240	+	1000	102.0	[]	[]	[7.705946]	[131]	[]	[224685057]
596_14279	chr10	6141126	6141526	+	1000	102.0	[]	[]	[7.239613]	[141]	[]	[6141326]
596_14290	chr11	108593541	108593941	+	1000	102.0	[7.4989777, 7.239613]	[83, 97]	[]	[]	[108593714, 108593728]	[]
596_14302	chr17	1928951	1929351	+	1000	102.0	[11.310461, 11.310461, 11.310461, 7.4989777]	[77, 140, 151, 175]	[]	[]	[1929103, 1929166, 1929177, 1929201]	[]
596_14304	chr17	42968887	42969287	+	1000	102.0	[7.4989777]	[187]	[]	[]	[42969068]	[]
596_14309	chr17	81057019	81057419	+	1000	102.0	[]	[]	[11.310461]	[242]	[]	[81057181]
596_14313	chr18	26227873	26228273	+	805	102.0	[]	[]	[7.705946]	[109]	[]	[26228044]
596_14318	chr19	45092829	45093229	+	1000	102.0	[]	[]	[7.239613]	[170]	[]	[45093023]
596_14324	chr2	134307366	134307766	+	989	102.0	[]	[]	[7.705946]	[137]	[]	[134307597]
596_1433	chr15	51004072	51004472	+	1000	603.5	[11.310461]	[141]	[11.310461]	[96]	[51004313]	[51004268]
596_14331	chr22	42553795	42554195	+	1000	102.0	[11.310461]	[132]	[]	[]	[42553991]	[]
596_14332	chr3	11607777	11608177	+	1000	102.0	[7.705946]	[107]	[11.310461]	[133]	[11607935]	[11607961]
596_14334	chr3	61060555	61060955	+	1000	102.0	[]	[]	[11.310461, 11.310461, 7.239613]	[109, 152, 158]	[]	[61060742, 61060785, 61060791]
596_14352	chr7	67149136	67149536	+	846	102.0	[7.239613]	[100]	[]	[]	[67149303]	[]
596_14354	chr8	56682205	56682605	+	805	102.0	[11.310461]	[98]	[]	[]	[56682391]	[]
596_14358	chr9	137550191	137550591	+	1000	102.0	[]	[]	[11.310461]	[115]	[]	[137550394]
596_14368	chr1	44637968	44638368	+	1000	101.5	[]	[]	[11.310461, 7.705946]	[63, 142]	[]	[44638124, 44638203]
596_14370	chr1	118933421	118933821	+	1000	101.5	[11.310461, 7.4989777]	[86, 103]	[]	[]	[118933594, 118933611]	[]
596_14373	chr1	167428440	167428840	+	1000	101.5	[7.4989777]	[128]	[]	[]	[167428650]	[]
596_14375	chr1	223872949	223873349	+	1000	101.5	[7.705946]	[228]	[]	[]	[223873150]	[]
596_14384	chr11	64144649	64145049	+	1000	101.5	[11.310461]	[81]	[]	[]	[64144825]	[]
596_1439	chr4	6925416	6925816	+	1000	602.5	[11.310461]	[124]	[]	[]	[6925623]	[]
596_14403	chr17	61416760	61417160	+	846	101.5	[]	[]	[11.310461]	[179]	[]	[61416996]
596_14409	chr2	108385610	108386010	+	783	101.5	[]	[]	[11.310461, 7.239613, 7.705946]	[91, 97, 125]	[]	[108385793, 108385799, 108385827]
596_14429	chr3	139533760	139534160	+	784	101.5	[7.4989777]	[118]	[]	[]	[139533950]	[]
596_14431	chr3	183555556	183555956	+	1000	101.5	[]	[]	[11.310461]	[104]	[]	[183555742]
596_14432	chr3	184334658	184335058	+	1000	101.5	[]	[]	[11.310461]	[94]	[]	[184334850]
596_14434	chr4	94349225	94349625	+	1000	101.5	[]	[]	[7.239613]	[153]	[]	[94349449]
596_14443	chr6	158475848	158476248	+	1000	101.5	[]	[]	[11.310461]	[175]	[]	[158476081]
596_14449	chr8	100325922	100326322	+	1000	101.5	[]	[]	[7.4989777]	[87]	[]	[100326084]
596_1445	chr10	5977461	5977861	+	1000	601.5	[11.310461]	[101]	[]	[]	[5977649]	[]
596_14457	chr1	168613687	168614087	+	998	101.0	[]	[]	[7.239613]	[64]	[]	[168613842]
596_14465	chr11	114441357	114441757	+	1000	101.0	[7.705946]	[243]	[11.310461]	[297]	[114441520]	[114441574]
596_14466	chr12	6554116	6554516	+	1000	101.0	[]	[]	[11.310461]	[128]	[]	[6554308]
596_14467	chr12	47273244	47273644	+	1000	101.0	[7.239613]	[110]	[]	[]	[47273444]	[]
596_14469	chr13	95478550	95478950	+	1000	101.0	[11.310461]	[134]	[]	[]	[95478771]	[]
596_14477	chr17	36920712	36921112	+	1000	101.0	[]	[]	[11.310461]	[144]	[]	[36920929]
596_14478	chr18	74242714	74243114	+	1000	101.0	[7.705946, 7.4989777]	[122, 198]	[7.4989777]	[207]	[74242872, 74242948]	[74242957]
596_14482	chr2	102073363	102073763	+	1000	101.0	[11.310461]	[75]	[]	[]	[102073530]	[]
596_1449	chr3	72744344	72744744	+	1000	600.0	[7.239613]	[105]	[7.705946]	[152]	[72744536]	[72744583]
596_14493	chr4	10335029	10335429	+	798	101.0	[]	[]	[11.310461]	[128]	[]	[10335247]
596_14495	chr5	154985098	154985498	+	1000	101.0	[]	[]	[11.310461]	[137]	[]	[154985310]
596_14497	chr6	15365344	15365744	+	1000	101.0	[]	[]	[11.310461]	[146]	[]	[15365554]
596_14503	chr7	156988563	156988963	+	1000	101.0	[7.705946]	[115]	[]	[]	[156988746]	[]
596_14506	chr8	54210001	54210401	+	1000	101.0	[]	[]	[7.239613, 7.239613]	[62, 74]	[]	[54210155, 54210167]
596_14509	chr9	92325777	92326177	+	1000	101.0	[11.310461]	[87]	[]	[]	[92325957]	[]
596_14514	chrX	24643126	24643526	+	1000	101.0	[11.310461]	[137]	[]	[]	[24643339]	[]
596_14518	chr1	16350034	16350434	+	1000	100.5	[]	[]	[7.239613, 7.239613]	[89, 98]	[]	[16350196, 16350205]
596_1453	chr22	50525410	50525810	+	1000	599.0	[11.310461]	[125]	[]	[]	[50525634]	[]
596_14534	chr15	64381345	64381745	+	975	100.5	[11.310461]	[172]	[]	[]	[64381567]	[]
596_14537	chr16	57244917	57245317	+	1000	100.5	[11.310461]	[95]	[]	[]	[57245094]	[]
596_1454	chr5	56983912	56984312	+	1000	599.0	[7.4989777]	[158]	[]	[]	[56984143]	[]
596_1455	chr16	85171930	85172330	+	1000	598.5	[]	[]	[11.310461]	[123]	[]	[85172145]
596_14566	chr4	88758368	88758768	+	1000	100.5	[11.310461]	[212]	[]	[]	[88758599]	[]
596_14571	chr6	47656246	47656646	+	997	100.5	[]	[]	[11.310461]	[125]	[]	[47656462]
596_14572	chr7	44880589	44880989	+	1000	100.5	[7.4989777]	[175]	[]	[]	[44880822]	[]
596_14573	chr7	75762388	75762788	+	1000	100.5	[]	[]	[7.4989777]	[97]	[]	[75762578]
596_1458	chr16	85601766	85602166	+	1000	597.5	[11.310461]	[58]	[7.4989777]	[106]	[85601924]	[85601972]
596_14590	chr10	75235742	75236142	+	1000	100.0	[11.310461]	[249]	[]	[]	[75235957]	[]
596_14601	chr12	65585700	65586100	+	1000	100.0	[11.310461]	[118]	[]	[]	[65585917]	[]
596_14604	chr15	72232182	72232582	+	1000	100.0	[11.310461]	[124]	[]	[]	[72232384]	[]
596_14611	chr18	36028845	36029245	+	651	100.0	[]	[]	[11.310461]	[81]	[]	[36029024]
596_14614	chr2	96274617	96275017	+	1000	100.0	[7.705946]	[117]	[11.310461]	[126]	[96274824]	[96274833]
596_14615	chr2	108637330	108637730	+	1000	100.0	[7.705946]	[153]	[7.705946, 11.310461]	[139, 167]	[108637550]	[108637536, 108637564]
596_14619	chr20	33720050	33720450	+	785	100.0	[11.310461]	[200]	[]	[]	[33720253]	[]
596_14636	chr6	10556523	10556923	+	1000	100.0	[7.705946]	[129]	[]	[]	[10556738]	[]
596_14637	chr6	12022990	12023390	+	867	100.0	[7.705946]	[104]	[]	[]	[12023150]	[]
596_1464	chr2	171807086	171807486	+	1000	596.5	[]	[]	[11.310461, 7.705946]	[77, 147]	[]	[171807255, 171807325]
596_14643	chr8	9172109	9172509	+	1000	100.0	[7.239613]	[77]	[]	[]	[9172271]	[]
596_14649	chr1	11107596	11107996	+	1000	99.5	[]	[]	[11.310461]	[133]	[]	[11107824]
596_1465	chr4	169620124	169620524	+	1000	596.0	[11.310461]	[120]	[]	[]	[169620334]	[]
596_14652	chr1	31765552	31765952	+	1000	99.5	[]	[]	[11.310461]	[130]	[]	[31765753]
596_14659	chr10	15473405	15473805	+	640	99.5	[11.310461]	[74]	[]	[]	[15473575]	[]
596_1466	chr5	96932751	96933151	+	1000	596.0	[]	[]	[7.239613, 11.310461]	[67, 118]	[]	[96932914, 96932965]
596_14662	chr10	103394173	103394573	+	1000	99.5	[11.310461]	[167]	[11.310461]	[213]	[103394375]	[103394421]
596_14671	chr12	56117901	56118301	+	956	99.5	[7.705946]	[248]	[]	[]	[56118125]	[]
596_14679	chr16	87721650	87722050	+	1000	99.5	[7.4989777]	[101]	[]	[]	[87721825]	[]
596_1469	chr2	233857716	233858116	+	1000	595.0	[7.705946]	[77]	[7.239613]	[107]	[233857888]	[233857918]
596_14692	chr2	15337951	15338351	+	1000	99.5	[7.4989777]	[161]	[7.705946]	[115]	[15338170]	[15338124]
596_14693	chr2	27322853	27323253	+	1000	99.5	[11.310461]	[160]	[]	[]	[27323077]	[]
596_14695	chr2	112584347	112584747	+	1000	99.5	[11.310461, 7.4989777]	[81, 161]	[]	[]	[112584501, 112584581]	[]
596_1470	chr1	109214754	109215154	+	1000	594.0	[]	[]	[11.310461]	[129]	[]	[109214969]
596_14707	chr3	632580	632980	+	922	99.5	[]	[]	[7.239613]	[157]	[]	[632804]
596_14710	chr3	195442927	195443327	+	1000	99.5	[11.310461]	[112]	[]	[]	[195443088]	[]
596_14716	chr5	5572599	5572999	+	966	99.5	[11.310461]	[99]	[]	[]	[5572790]	[]
596_14718	chr5	105033702	105034102	+	1000	99.5	[11.310461]	[130]	[]	[]	[105033889]	[]
596_1472	chr18	62664025	62664425	+	1000	593.5	[7.705946]	[116]	[]	[]	[62664237]	[]
596_14720	chr5	132883307	132883707	+	1000	99.5	[11.310461]	[130]	[]	[]	[132883518]	[]
596_14725	chr6	37972952	37973352	+	1000	99.5	[]	[]	[11.310461, 7.4989777]	[96, 111]	[]	[37973126, 37973141]
596_14734	chr9	35338115	35338515	+	1000	99.5	[]	[]	[7.4989777]	[134]	[]	[35338321]
596_14735	chr9	87509976	87510376	+	774	99.5	[7.705946]	[151]	[7.4989777, 7.239613]	[97, 176]	[87510191]	[87510137, 87510216]
596_14737	chr9	95852539	95852939	+	791	99.5	[7.239613, 11.310461]	[132, 147]	[]	[]	[95852744, 95852759]	[]
596_14741	chr1	100354926	100355326	+	873	99.0	[]	[]	[7.705946, 7.239613]	[80, 142]	[]	[100355103, 100355165]
596_14743	chr1	202810616	202811016	+	1000	99.0	[11.310461]	[172]	[]	[]	[202810817]	[]
596_14746	chr1	231053527	231053927	+	1000	99.0	[7.4989777]	[189]	[11.310461]	[161]	[231053753]	[231053725]
596_14753	chr12	12127252	12127652	+	820	99.0	[7.239613]	[79]	[]	[]	[12127430]	[]
596_14760	chr12	133135749	133136149	+	956	99.0	[]	[]	[7.4989777, 7.4989777]	[124, 145]	[]	[133135934, 133135955]
596_14766	chr17	16289160	16289560	+	1000	99.0	[]	[]	[7.4989777]	[183]	[]	[16289402]
596_14767	chr17	17663261	17663661	+	1000	99.0	[11.310461]	[128]	[]	[]	[17663475]	[]
596_1478	chr3	52694489	52694889	+	1000	592.5	[7.705946]	[141]	[7.4989777]	[123]	[52694724]	[52694706]
596_14813	chr6	26197156	26197556	+	1000	99.0	[11.310461]	[156]	[]	[]	[26197389]	[]
596_14814	chr6	26204553	26204953	+	1000	99.0	[]	[]	[7.705946]	[138]	[]	[26204772]
596_14821	chr7	100611926	100612326	+	1000	99.0	[11.310461]	[175]	[]	[]	[100612144]	[]
596_14825	chr8	96327888	96328288	+	1000	99.0	[]	[]	[11.310461]	[164]	[]	[96328118]
596_14827	chr9	94919390	94919790	+	953	99.0	[7.239613]	[123]	[]	[]	[94919613]	[]
596_14830	chr9	128558570	128558970	+	1000	99.0	[7.239613, 11.310461]	[136, 151]	[]	[]	[128558802, 128558817]	[]
596_14835	chr1	27153404	27153804	+	859	98.5	[11.310461]	[142]	[11.310461]	[116]	[27153593]	[27153567]
596_14841	chr1	241782499	241782899	+	913	98.5	[11.310461]	[117]	[]	[]	[241782703]	[]
596_14842	chr10	4819636	4820036	+	1000	98.5	[7.4989777]	[110]	[]	[]	[4819826]	[]
596_14843	chr10	7610742	7611142	+	861	98.5	[7.239613]	[111]	[]	[]	[7610953]	[]
596_14847	chr11	28049334	28049734	+	1000	98.5	[11.310461]	[128]	[]	[]	[28049551]	[]
596_14848	chr11	35594678	35595078	+	1000	98.5	[]	[]	[11.310461, 11.310461]	[120, 167]	[]	[35594870, 35594917]
596_14854	chr11	113644625	113645025	+	936	98.5	[11.310461]	[117]	[]	[]	[113644796]	[]
596_14857	chr12	93804716	93805116	+	1000	98.5	[11.310461]	[111]	[]	[]	[93804911]	[]
596_14862	chr15	77057058	77057458	+	935	98.5	[]	[]	[7.705946]	[143]	[]	[77057218]
596_14865	chr16	26816769	26817169	+	1000	98.5	[11.310461, 7.239613]	[117, 128]	[]	[]	[26816968, 26816979]	[]
596_14871	chr17	70161492	70161892	+	1000	98.5	[11.310461, 7.705946]	[143, 175]	[]	[]	[70161691, 70161723]	[]
596_14879	chr2	71749574	71749974	+	1000	98.5	[]	[]	[7.705946]	[72]	[]	[71749733]
596_14889	chr3	33385341	33385741	+	1000	98.5	[]	[]	[7.239613]	[92]	[]	[33385514]
596_1489	chr7	47227725	47228125	+	1000	590.5	[]	[]	[11.310461]	[88]	[]	[47227912]
596_14891	chr3	128680747	128681147	+	1000	98.5	[]	[]	[7.4989777]	[132]	[]	[128680911]
596_14894	chr3	169453257	169453657	+	1000	98.5	[11.310461]	[89]	[]	[]	[169453432]	[]
596_14897	chr4	5956517	5956917	+	1000	98.5	[11.310461, 7.4989777]	[180, 192]	[]	[]	[5956753, 5956765]	[]
596_14899	chr4	55652299	55652699	+	1000	98.5	[]	[]	[11.310461]	[143]	[]	[55652526]
596_14920	chr1	27099157	27099557	+	943	98.0	[]	[]	[7.239613]	[157]	[]	[27099363]
596_14927	chr1	218285076	218285476	+	1000	98.0	[]	[]	[11.310461]	[119]	[]	[218285288]
596_1493	chr4	10181118	10181518	+	1000	589.5	[]	[]	[11.310461, 11.310461]	[77, 157]	[]	[10181276, 10181356]
596_14951	chr16	5616104	5616504	+	1000	98.0	[]	[]	[11.310461]	[141]	[]	[5616316]
596_14957	chr19	4277165	4277565	+	1000	98.0	[11.310461]	[150]	[11.310461]	[108]	[4277398]	[4277356]
596_14960	chr2	26970401	26970801	+	964	98.0	[11.310461]	[130]	[]	[]	[26970608]	[]
596_14963	chr2	143482719	143483119	+	1000	98.0	[]	[]	[7.4989777]	[121]	[]	[143482929]
596_14968	chr20	5844138	5844538	+	1000	98.0	[]	[]	[11.310461]	[128]	[]	[5844353]
596_14970	chr21	31382137	31382537	+	575	98.0	[7.4989777]	[75]	[]	[]	[31382309]	[]
596_14971	chr22	20184491	20184891	+	819	98.0	[11.310461, 7.239613]	[106, 134]	[7.4989777]	[113]	[20184682, 20184710]	[20184689]
596_14972	chr3	12876100	12876500	+	1000	98.0	[]	[]	[11.310461]	[190]	[]	[12876350]
596_14982	chr5	54785726	54786126	+	1000	98.0	[7.705946]	[211]	[7.705946]	[225]	[54785903]	[54785917]
596_14986	chr5	72227006	72227406	+	1000	98.0	[11.310461]	[234]	[11.310461]	[206]	[72227256]	[72227228]
596_14989	chr6	3535739	3536139	+	1000	98.0	[11.310461]	[150]	[]	[]	[3535982]	[]
596_14990	chr6	7058278	7058678	+	1000	98.0	[]	[]	[7.705946]	[196]	[]	[7058465]
596_14995	chr6	42190904	42191304	+	1000	98.0	[]	[]	[7.4989777, 7.705946]	[72, 145]	[]	[42191066, 42191139]
596_15000	chr7	2734924	2735324	+	1000	98.0	[11.310461]	[55]	[]	[]	[2735075]	[]
596_15009	chr8	85894293	85894693	+	1000	98.0	[11.310461]	[253]	[]	[]	[85894540]	[]
596_15012	chr8	134507464	134507864	+	1000	98.0	[]	[]	[11.310461]	[115]	[]	[134507640]
596_15014	chr9	14107969	14108369	+	1000	98.0	[]	[]	[11.310461]	[145]	[]	[14108194]
596_15015	chr9	38061523	38061923	+	1000	98.0	[]	[]	[7.4989777]	[82]	[]	[38061705]
596_15018	chr9	73037481	73037881	+	878	98.0	[7.239613]	[221]	[7.239613]	[233]	[73037713]	[73037725]
596_15019	chr9	91935329	91935729	+	1000	98.0	[11.310461]	[108]	[]	[]	[91935533]	[]
596_15030	chr1	224513704	224514104	+	1000	97.5	[]	[]	[7.4989777]	[98]	[]	[224513873]
596_15033	chr10	69179809	69180209	+	1000	97.5	[7.705946, 7.239613]	[75, 108]	[]	[]	[69179967, 69180000]	[]
596_15035	chr11	14953901	14954301	+	1000	97.5	[7.239613]	[86]	[]	[]	[14954078]	[]
596_15040	chr12	70756282	70756682	+	1000	97.5	[]	[]	[7.4989777]	[271]	[]	[70756522]
596_15048	chr15	41603755	41604155	+	1000	97.5	[]	[]	[7.239613]	[82]	[]	[41603906]
596_15049	chr15	74869953	74870353	+	1000	97.5	[11.310461]	[141]	[11.310461]	[162]	[74870150]	[74870171]
596_1505	chr3	130787600	130788000	+	1000	586.0	[]	[]	[7.4989777, 7.239613]	[56, 95]	[]	[130787751, 130787790]
