#PeakID(python identify_motif.py ./ENCODE_processed_files/CUX1_idr.fa CUX1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
152_1668	chr18	3618097	3618497	+	1000	74.0	[10.203943]	[105]	[6.0151424]	[105]	[3618285]	[3618285]
152_16683	chr6	83860519	83860919	+	957	31.0	[10.935475]	[119]	[10.935475]	[119]	[83860707]	[83860707]
152_16695	chr6	125014343	125014743	+	923	31.0	[5.975493]	[111]	[]	[]	[125014535]	[]
152_16701	chr6	134435527	134435927	+	916	31.0	[10.203943, 10.203943, 10.935475]	[88, 92, 96]	[6.0151424, 6.0151424, 10.935475]	[88, 92, 96]	[134435694, 134435698, 134435702]	[134435694, 134435698, 134435702]
152_16705	chr6	139447126	139447526	+	892	31.0	[10.203943]	[190]	[6.0151424]	[190]	[139447341]	[139447341]
152_16722	chr6	157994047	157994447	+	928	31.0	[10.203943]	[77]	[6.0151424]	[77]	[157994198]	[157994198]
152_1673	chr19	48259651	48260051	+	1000	74.0	[6.0151424]	[98]	[10.203943]	[98]	[48259847]	[48259847]
152_16731	chr7	7565003	7565403	+	869	31.0	[6.0151424]	[116]	[10.203943]	[116]	[7565208]	[7565208]
152_16733	chr7	12384468	12384868	+	912	31.0	[10.203943]	[133]	[6.0151424]	[133]	[12384696]	[12384696]
152_1674	chr3	45053857	45054257	+	1000	74.0	[6.0151424, 5.975493]	[91, 114]	[10.203943]	[91]	[45054041, 45054064]	[45054041]
152_16749	chr7	76138362	76138762	+	950	31.0	[10.203943]	[246]	[6.0151424]	[246]	[76138612]	[76138612]
152_1675	chr4	40269121	40269521	+	1000	74.0	[6.0151424]	[63]	[10.203943]	[63]	[40269282]	[40269282]
152_16757	chr7	93636134	93636534	+	839	31.0	[10.203943]	[113]	[6.0151424]	[113]	[93636337]	[93636337]
152_16766	chr7	100620195	100620595	+	772	31.0	[10.203943, 6.0151424, 6.0151424]	[103, 131, 149]	[6.0151424, 10.203943, 10.203943]	[103, 131, 149]	[100620394, 100620422, 100620440]	[100620394, 100620422, 100620440]
152_16770	chr7	103051615	103052015	+	931	31.0	[6.0151424]	[123]	[10.203943]	[123]	[103051811]	[103051811]
152_16773	chr7	106932373	106932773	+	931	31.0	[]	[]	[5.975493]	[196]	[]	[106932611]
152_16777	chr7	107861984	107862384	+	819	31.0	[10.203943]	[142]	[6.0151424]	[142]	[107862202]	[107862202]
152_1678	chr5	65076320	65076720	+	1000	74.0	[10.203943]	[83]	[6.0151424]	[83]	[65076499]	[65076499]
152_16785	chr7	116970003	116970403	+	899	31.0	[6.0151424]	[122]	[10.203943]	[122]	[116970211]	[116970211]
152_16786	chr7	117083995	117084395	+	831	31.0	[10.203943]	[174]	[6.0151424]	[174]	[117084226]	[117084226]
152_16791	chr7	123485205	123485605	+	825	31.0	[]	[]	[5.975493]	[172]	[]	[123485447]
152_16792	chr7	124856163	124856563	+	951	31.0	[6.0151424]	[203]	[10.203943]	[203]	[124856413]	[124856413]
152_168	chr15	69303389	69303789	+	1000	181.0	[10.203943, 10.203943, 10.203943, 10.203943, 10.203943]	[95, 99, 103, 107, 123]	[6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424]	[95, 99, 103, 107, 123]	[69303583, 69303587, 69303591, 69303595, 69303611]	[69303583, 69303587, 69303591, 69303595, 69303611]
152_16805	chr7	134038920	134039320	+	928	31.0	[10.203943]	[166]	[6.0151424]	[166]	[134039154]	[134039154]
152_16840	chr8	43055103	43055503	+	571	31.0	[10.203943]	[117]	[6.0151424]	[117]	[43055307]	[43055307]
152_16845	chr8	68204913	68205313	+	731	31.0	[10.203943, 10.203943]	[95, 113]	[6.0151424, 6.0151424]	[95, 113]	[68205106, 68205124]	[68205106, 68205124]
152_16852	chr8	104776727	104777127	+	899	31.0	[]	[]	[5.975493, 5.975493]	[92, 123]	[]	[104776894, 104776925]
152_16856	chr8	124824483	124824883	+	936	31.0	[10.203943]	[113]	[6.0151424]	[113]	[124824691]	[124824691]
152_1687	chr6	52995413	52995813	+	1000	74.0	[6.0151424]	[149]	[10.203943]	[149]	[52995658]	[52995658]
152_16875	chr9	93447623	93448023	+	786	31.0	[6.0151424]	[74]	[10.203943]	[74]	[93447779]	[93447779]
152_16878	chr9	100136042	100136442	+	944	31.0	[6.0151424, 6.0151424]	[108, 124]	[10.203943, 10.203943]	[108, 124]	[100136231, 100136247]	[100136231, 100136247]
152_1688	chr7	103918908	103919308	+	1000	74.0	[5.975493]	[100]	[]	[]	[103919108]	[]
152_16888	chr9	121199043	121199443	+	891	31.0	[6.0151424]	[102]	[10.203943]	[102]	[121199244]	[121199244]
152_16890	chr9	128329025	128329425	+	924	31.0	[]	[]	[5.975493]	[168]	[]	[128329253]
152_169	chr19	15828735	15829135	+	1000	181.0	[10.203943]	[99]	[6.0151424]	[99]	[15828933]	[15828933]
152_1690	chr7	139118699	139119099	+	1000	74.0	[10.203943]	[103]	[6.0151424]	[103]	[139118865]	[139118865]
152_16902	chr9	131056205	131056605	+	754	31.0	[]	[]	[5.975493]	[135]	[]	[131056406]
152_16910	chrUn_KI270742v1	6007	6407	+	877	31.0	[]	[]	[5.975493]	[184]	[]	[6244]
152_16915	chrX	1579337	1579737	+	869	31.0	[10.203943]	[212]	[6.0151424]	[212]	[1579560]	[1579560]
152_16917	chrX	2874301	2874701	+	770	31.0	[6.0151424, 6.0151424]	[132, 157]	[10.203943, 10.203943]	[132, 157]	[2874488, 2874513]	[2874488, 2874513]
152_1692	chr8	17158557	17158957	+	1000	74.0	[6.0151424]	[102]	[10.203943]	[102]	[17158754]	[17158754]
152_16920	chrX	41082867	41083267	+	733	31.0	[10.203943]	[221]	[6.0151424]	[221]	[41083113]	[41083113]
152_16922	chrX	70509093	70509493	+	846	31.0	[6.0151424]	[96]	[10.203943]	[96]	[70509261]	[70509261]
152_16923	chrX	72540274	72540674	+	867	31.0	[10.203943]	[122]	[6.0151424]	[122]	[72540434]	[72540434]
152_16929	chrX	152926222	152926622	+	921	31.0	[10.203943]	[95]	[6.0151424]	[95]	[152926412]	[152926412]
152_16933	chrX	155509429	155509829	+	648	31.0	[6.0151424]	[188]	[10.203943]	[188]	[155509644]	[155509644]
152_16937	chr1	2132284	2132684	+	873	30.0	[6.0151424]	[218]	[10.203943]	[218]	[2132509]	[2132509]
152_16956	chr1	16358122	16358522	+	886	30.0	[10.203943]	[91]	[6.0151424]	[91]	[16358291]	[16358291]
152_1697	chrX	110156200	110156600	+	1000	74.0	[6.0151424]	[142]	[10.203943]	[142]	[110156403]	[110156403]
152_16972	chr1	25861943	25862343	+	741	30.0	[]	[]	[5.975493]	[151]	[]	[25862118]
152_16977	chr1	28070666	28071066	+	864	30.0	[]	[]	[5.975493]	[82]	[]	[28070824]
152_16983	chr1	28971575	28971975	+	830	30.0	[10.203943]	[126]	[6.0151424]	[126]	[28971794]	[28971794]
152_17	chr2	11279285	11279685	+	1000	422.0	[10.203943, 10.203943]	[78, 106]	[6.0151424, 6.0151424]	[78, 106]	[11279459, 11279487]	[11279459, 11279487]
152_17018	chr1	52913012	52913412	+	841	30.0	[10.203943]	[129]	[6.0151424]	[129]	[52913210]	[52913210]
152_17031	chr1	65473218	65473618	+	902	30.0	[10.203943]	[147]	[6.0151424]	[147]	[65473440]	[65473440]
152_17038	chr1	94231639	94232039	+	621	30.0	[10.203943, 10.203943, 6.0151424]	[74, 81, 96]	[6.0151424, 6.0151424, 10.203943]	[74, 81, 96]	[94231793, 94231800, 94231815]	[94231793, 94231800, 94231815]
152_17041	chr1	109041853	109042253	+	726	30.0	[5.975493]	[79]	[]	[]	[109042021]	[]
152_17053	chr1	119855571	119855971	+	734	30.0	[6.0151424]	[90]	[10.203943]	[90]	[119855756]	[119855756]
152_17064	chr1	146037757	146038157	+	848	30.0	[6.0151424, 6.0151424]	[146, 150]	[10.203943, 10.203943]	[146, 150]	[146037933, 146037937]	[146037933, 146037937]
152_17066	chr1	150008692	150009092	+	649	30.0	[6.0151424]	[79]	[10.203943]	[79]	[150008860]	[150008860]
152_17071	chr1	150708869	150709269	+	876	30.0	[6.0151424, 5.975493]	[130, 134]	[10.203943]	[130]	[150709081, 150709085]	[150709081]
152_17085	chr1	165840279	165840679	+	914	30.0	[10.935475]	[113]	[10.935475]	[113]	[165840468]	[165840468]
152_17094	chr1	179130513	179130913	+	907	30.0	[10.203943, 6.0151424]	[97, 107]	[6.0151424, 10.203943]	[97, 107]	[179130709, 179130719]	[179130709, 179130719]
152_17097	chr1	183825787	183826187	+	557	30.0	[10.203943, 10.203943, 10.203943, 10.203943, 10.203943, 10.203943]	[130, 134, 138, 142, 146, 150]	[6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424]	[130, 134, 138, 142, 146, 150]	[183826007, 183826011, 183826015, 183826019, 183826023, 183826027]	[183826007, 183826011, 183826015, 183826019, 183826023, 183826027]
152_171	chr1	29179702	29180102	+	1000	180.0	[10.203943]	[96]	[6.0151424]	[96]	[29179889]	[29179889]
152_1710	chr10	41844378	41844778	+	1000	73.0	[10.203943, 5.975493, 5.975493]	[70, 98, 118]	[6.0151424]	[70]	[41844547, 41844575, 41844595]	[41844547]
152_17101	chr1	197903014	197903414	+	885	30.0	[6.0151424]	[139]	[10.203943]	[139]	[197903239]	[197903239]
152_17104	chr1	202342211	202342611	+	908	30.0	[10.203943]	[114]	[6.0151424]	[114]	[202342411]	[202342411]
152_17109	chr1	203031489	203031889	+	843	30.0	[]	[]	[5.975493]	[134]	[]	[203031707]
152_17110	chr1	203797998	203798398	+	701	30.0	[5.975493]	[136]	[]	[]	[203798184]	[]
152_17111	chr1	204214254	204214654	+	812	30.0	[10.203943]	[118]	[6.0151424]	[118]	[204214461]	[204214461]
152_17150	chr1	246116192	246116592	+	875	30.0	[]	[]	[5.975493]	[189]	[]	[246116418]
152_17159	chr10	7938573	7938973	+	789	30.0	[10.203943]	[151]	[6.0151424]	[151]	[7938809]	[7938809]
152_17168	chr10	22098907	22099307	+	656	30.0	[10.935475, 10.935475, 5.975493]	[142, 150, 154]	[10.935475, 10.935475]	[142, 150]	[22099125, 22099133, 22099137]	[22099125, 22099133]
152_1717	chr11	72446861	72447261	+	1000	73.0	[10.203943]	[82]	[6.0151424]	[82]	[72447042]	[72447042]
152_17171	chr10	28878451	28878851	+	888	30.0	[10.203943]	[123]	[6.0151424]	[123]	[28878611]	[28878611]
152_17172	chr10	28941924	28942324	+	879	30.0	[6.0151424]	[114]	[10.203943]	[114]	[28942099]	[28942099]
152_1718	chr13	46289007	46289407	+	1000	73.0	[10.203943]	[81]	[6.0151424]	[81]	[46289172]	[46289172]
152_17185	chr10	48443956	48444356	+	833	30.0	[10.203943]	[163]	[6.0151424]	[163]	[48444158]	[48444158]
152_1719	chr15	61621273	61621673	+	1000	73.0	[6.0151424]	[173]	[10.203943]	[173]	[61621509]	[61621509]
152_17190	chr10	49538381	49538781	+	781	30.0	[10.203943]	[141]	[6.0151424]	[141]	[49538570]	[49538570]
152_17191	chr10	50303731	50304131	+	847	30.0	[6.0151424]	[134]	[10.203943]	[134]	[50303902]	[50303902]
152_172	chr2	127911733	127912133	+	1000	179.0	[6.0151424, 10.203943]	[119, 130]	[10.203943, 6.0151424]	[119, 130]	[127911941, 127911952]	[127911941, 127911952]
152_1720	chr15	101810885	101811285	+	1000	73.0	[10.203943, 6.0151424, 10.203943]	[93, 97, 101]	[6.0151424, 10.203943, 6.0151424]	[93, 97, 101]	[101811078, 101811082, 101811086]	[101811078, 101811082, 101811086]
152_17201	chr10	72164669	72165069	+	900	30.0	[10.203943]	[112]	[6.0151424]	[112]	[72164873]	[72164873]
152_17202	chr10	72604626	72605026	+	875	30.0	[10.203943]	[173]	[6.0151424]	[173]	[72604872]	[72604872]
152_17203	chr10	72939677	72940077	+	847	30.0	[10.203943]	[150]	[6.0151424]	[150]	[72939925]	[72939925]
152_17206	chr10	74292848	74293248	+	564	30.0	[6.0151424]	[139]	[10.203943]	[139]	[74293078]	[74293078]
152_17207	chr10	74343766	74344166	+	833	30.0	[6.0151424, 6.0151424]	[109, 131]	[10.203943, 10.203943]	[109, 131]	[74343964, 74343986]	[74343964, 74343986]
152_17214	chr10	91909297	91909697	+	696	30.0	[10.203943]	[134]	[6.0151424]	[134]	[91909496]	[91909496]
152_17223	chr11	5846653	5847053	+	619	30.0	[10.203943]	[72]	[6.0151424]	[72]	[5846812]	[5846812]
152_17226	chr11	6612848	6613248	+	844	30.0	[6.0151424]	[150]	[10.203943]	[150]	[6613062]	[6613062]
152_17228	chr11	10809732	10810132	+	688	30.0	[6.0151424]	[113]	[10.203943]	[113]	[10809929]	[10809929]
152_17229	chr11	10824554	10824954	+	915	30.0	[10.203943]	[164]	[6.0151424]	[164]	[10824764]	[10824764]
152_1723	chr17	48626360	48626760	+	1000	73.0	[10.203943]	[68]	[6.0151424, 5.975493]	[68, 131]	[48626525]	[48626525, 48626588]
152_17233	chr11	16284327	16284727	+	653	30.0	[6.0151424]	[279]	[10.203943]	[279]	[16284548]	[16284548]
152_17234	chr11	33890971	33891371	+	792	30.0	[6.0151424]	[77]	[10.203943]	[77]	[33891130]	[33891130]
152_1724	chr19	6601402	6601802	+	1000	73.0	[6.0151424]	[98]	[10.203943]	[98]	[6601583]	[6601583]
152_1725	chr19	11564740	11565140	+	1000	73.0	[6.0151424]	[88]	[10.203943]	[88]	[11564925]	[11564925]
152_17252	chr11	66005382	66005782	+	859	30.0	[6.0151424]	[157]	[10.203943]	[157]	[66005578]	[66005578]
152_17256	chr11	73786812	73787212	+	868	30.0	[10.203943]	[120]	[6.0151424]	[120]	[73787006]	[73787006]
152_17257	chr11	74697237	74697637	+	720	30.0	[5.975493]	[133]	[]	[]	[74697459]	[]
152_1726	chr2	15057985	15058385	+	1000	73.0	[10.935475]	[91]	[10.935475]	[91]	[15058176]	[15058176]
152_17261	chr11	78241518	78241918	+	847	30.0	[10.203943]	[122]	[6.0151424]	[122]	[78241697]	[78241697]
152_17264	chr11	83241231	83241631	+	694	30.0	[6.0151424]	[81]	[10.203943]	[81]	[83241385]	[83241385]
152_1727	chr2	32768305	32768705	+	1000	73.0	[]	[]	[5.975493]	[98]	[]	[32768485]
152_17272	chr11	95895815	95896215	+	878	30.0	[10.203943]	[72]	[6.0151424]	[72]	[95895974]	[95895974]
152_17273	chr11	102287885	102288285	+	837	30.0	[]	[]	[5.975493, 5.975493, 5.975493]	[134, 153, 157]	[]	[102288081, 102288100, 102288104]
152_17274	chr11	107832175	107832575	+	801	30.0	[6.0151424, 6.0151424]	[153, 157]	[10.203943, 10.203943, 5.975493]	[153, 157, 161]	[107832384, 107832388]	[107832384, 107832388, 107832392]
152_17275	chr11	117317803	117318203	+	847	30.0	[10.203943]	[109]	[5.975493, 6.0151424]	[92, 109]	[117318003]	[117317986, 117318003]
152_17278	chr11	120378595	120378995	+	698	30.0	[10.203943, 6.0151424]	[151, 169]	[6.0151424, 10.203943]	[151, 169]	[120378825, 120378843]	[120378825, 120378843]
152_17281	chr12	5123661	5124061	+	768	30.0	[10.203943, 10.203943]	[139, 173]	[6.0151424, 6.0151424]	[139, 173]	[5123846, 5123880]	[5123846, 5123880]
152_17285	chr12	24951900	24952300	+	837	30.0	[]	[]	[5.975493]	[188]	[]	[24952142]
152_1729	chr2	118003297	118003697	+	1000	73.0	[10.203943]	[78]	[6.0151424]	[78]	[118003470]	[118003470]
152_17296	chr12	47848816	47849216	+	782	30.0	[10.203943]	[91]	[6.0151424]	[91]	[47848970]	[47848970]
152_17298	chr12	49400198	49400598	+	864	30.0	[]	[]	[5.975493]	[171]	[]	[49400379]
152_1731	chr20	31607713	31608113	+	1000	73.0	[10.203943]	[92]	[6.0151424, 5.975493]	[92, 156]	[31607892]	[31607892, 31607956]
152_17313	chr12	62258388	62258788	+	839	30.0	[10.203943]	[102]	[6.0151424]	[102]	[62258585]	[62258585]
152_1732	chr20	62084652	62085052	+	1000	73.0	[6.0151424, 6.0151424]	[141, 159]	[10.203943, 10.203943]	[141, 159]	[62084865, 62084883]	[62084865, 62084883]
152_17326	chr12	96395992	96396392	+	667	30.0	[6.0151424]	[133]	[10.203943]	[133]	[96396160]	[96396160]
152_17329	chr12	105171749	105172149	+	844	30.0	[6.0151424]	[180]	[10.203943]	[180]	[105171969]	[105171969]
152_17330	chr12	106947753	106948153	+	695	30.0	[6.0151424, 6.0151424]	[93, 118]	[10.203943, 10.203943]	[93, 118]	[106947944, 106947969]	[106947944, 106947969]
152_17337	chr12	119671411	119671811	+	798	30.0	[10.935475]	[97]	[10.935475]	[97]	[119671608]	[119671608]
152_17340	chr12	123385905	123386305	+	682	30.0	[6.0151424]	[107]	[10.203943]	[107]	[123386111]	[123386111]
152_17341	chr12	130004216	130004616	+	911	30.0	[6.0151424]	[103]	[10.203943]	[103]	[130004415]	[130004415]
152_17348	chr13	41053271	41053671	+	843	30.0	[10.203943, 5.975493]	[108, 119]	[6.0151424]	[108]	[41053475, 41053486]	[41053475]
152_17349	chr13	41696549	41696949	+	873	30.0	[6.0151424]	[95]	[10.203943]	[95]	[41696722]	[41696722]
152_1735	chr22	20203604	20204004	+	1000	73.0	[6.0151424]	[92]	[10.203943]	[92]	[20203789]	[20203789]
152_1736	chr22	20904584	20904984	+	1000	73.0	[5.975493]	[91]	[]	[]	[20904748]	[]
152_17364	chr13	90094904	90095304	+	856	30.0	[10.935475]	[169]	[10.935475]	[169]	[90095145]	[90095145]
152_17365	chr13	90111355	90111755	+	830	30.0	[5.975493]	[135]	[]	[]	[90111582]	[]
152_17367	chr13	90240351	90240751	+	756	30.0	[10.203943]	[106]	[6.0151424]	[106]	[90240544]	[90240544]
152_17381	chr13	91029004	91029404	+	792	30.0	[5.975493]	[204]	[]	[]	[91029233]	[]
152_17394	chr13	91548533	91548933	+	786	30.0	[10.203943]	[197]	[5.975493, 6.0151424]	[193, 197]	[91548758]	[91548754, 91548758]
152_17395	chr13	91616987	91617387	+	804	30.0	[10.203943]	[109]	[6.0151424]	[109]	[91617142]	[91617142]
152_1741	chr3	171511429	171511829	+	1000	73.0	[10.203943]	[136]	[6.0151424]	[136]	[171511640]	[171511640]
152_17415	chr13	109695844	109696244	+	733	30.0	[10.203943]	[111]	[6.0151424]	[111]	[109696054]	[109696054]
152_17424	chr14	58237245	58237645	+	742	30.0	[10.203943, 5.975493]	[118, 143]	[6.0151424]	[118]	[58237445, 58237470]	[58237445]
152_17428	chr14	76929687	76930087	+	775	30.0	[10.203943]	[125]	[6.0151424]	[125]	[76929890]	[76929890]
152_17429	chr14	95546592	95546992	+	875	30.0	[6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424]	[106, 110, 114, 118, 122, 126, 130]	[10.203943, 10.203943, 10.203943, 10.203943, 10.203943, 10.203943, 10.203943]	[106, 110, 114, 118, 122, 126, 130]	[95546760, 95546764, 95546768, 95546772, 95546776, 95546780, 95546784]	[95546760, 95546764, 95546768, 95546772, 95546776, 95546780, 95546784]
152_17437	chr15	37053771	37054171	+	823	30.0	[6.0151424]	[123]	[10.203943]	[123]	[37053945]	[37053945]
152_17443	chr15	56469765	56470165	+	637	30.0	[6.0151424]	[116]	[10.203943]	[116]	[56469960]	[56469960]
152_17445	chr15	58167057	58167457	+	783	30.0	[]	[]	[5.975493]	[71]	[]	[58167220]
152_17458	chr15	78425459	78425859	+	835	30.0	[6.0151424, 6.0151424, 6.0151424]	[72, 134, 138]	[10.203943, 10.203943, 10.203943]	[72, 134, 138]	[78425617, 78425679, 78425683]	[78425617, 78425679, 78425683]
152_17459	chr15	79968329	79968729	+	776	30.0	[10.203943]	[159]	[6.0151424]	[159]	[79968545]	[79968545]
152_1746	chr6	27214965	27215365	+	1000	73.0	[]	[]	[5.975493]	[128]	[]	[27215187]
152_17465	chr15	85854329	85854729	+	866	30.0	[10.203943]	[94]	[6.0151424]	[94]	[85854519]	[85854519]
152_17482	chr16	21531741	21532141	+	857	30.0	[6.0151424, 10.935475, 10.203943, 10.203943]	[127, 131, 135, 139]	[10.203943, 10.935475, 6.0151424, 6.0151424]	[127, 131, 135, 139]	[21531953, 21531957, 21531961, 21531965]	[21531953, 21531957, 21531961, 21531965]
152_17483	chr16	24736647	24737047	+	607	30.0	[10.935475]	[169]	[10.935475]	[169]	[24736863]	[24736863]
152_17488	chr16	30452904	30453304	+	845	30.0	[10.935475]	[113]	[10.935475]	[113]	[30453073]	[30453073]
152_17489	chr16	31701063	31701463	+	882	30.0	[6.0151424]	[99]	[10.203943]	[99]	[31701236]	[31701236]
152_17493	chr16	56461041	56461441	+	839	30.0	[10.203943]	[154]	[6.0151424]	[154]	[56461262]	[56461262]
152_17495	chr16	57700662	57701062	+	840	30.0	[6.0151424]	[114]	[10.203943]	[114]	[57700867]	[57700867]
152_17500	chr16	75649724	75650124	+	828	30.0	[6.0151424]	[90]	[10.203943]	[90]	[75649883]	[75649883]
152_17502	chr16	79880720	79881120	+	849	30.0	[10.203943]	[106]	[6.0151424]	[106]	[79880896]	[79880896]
152_17510	chr16	85052383	85052783	+	712	30.0	[10.203943, 10.203943, 10.935475]	[75, 79, 83]	[6.0151424, 6.0151424, 10.935475]	[75, 79, 83]	[85052537, 85052541, 85052545]	[85052537, 85052541, 85052545]
152_17514	chr16	88287289	88287689	+	636	30.0	[10.203943]	[150]	[6.0151424]	[150]	[88287531]	[88287531]
152_17516	chr17	7045758	7046158	+	825	30.0	[5.975493]	[96]	[]	[]	[7045932]	[]
152_17518	chr17	8177237	8177637	+	607	30.0	[6.0151424]	[190]	[10.203943]	[190]	[8177460]	[8177460]
152_1752	chr7	134284947	134285347	+	1000	73.0	[6.0151424]	[88]	[10.203943]	[88]	[134285119]	[134285119]
152_17522	chr17	16283585	16283985	+	806	30.0	[5.975493, 10.935475]	[173, 177]	[10.935475]	[177]	[16283830, 16283834]	[16283834]
152_1753	chr7	134362992	134363392	+	1000	73.0	[6.0151424]	[146]	[10.203943]	[146]	[134363201]	[134363201]
152_17532	chr17	30313014	30313414	+	790	30.0	[6.0151424, 10.203943]	[125, 138]	[10.203943, 6.0151424]	[125, 138]	[30313229, 30313242]	[30313229, 30313242]
152_17534	chr17	32351580	32351980	+	831	30.0	[6.0151424]	[107]	[10.203943]	[107]	[32351777]	[32351777]
152_17537	chr17	37373524	37373924	+	849	30.0	[10.203943]	[88]	[6.0151424]	[88]	[37373711]	[37373711]
152_17550	chr17	57372707	57373107	+	772	30.0	[10.935475, 6.0151424]	[102, 111]	[10.935475, 10.203943]	[102, 111]	[57372883, 57372892]	[57372883, 57372892]
152_17559	chr17	74295839	74296239	+	691	30.0	[5.975493]	[138]	[]	[]	[74296072]	[]
152_17570	chr17	77163000	77163400	+	753	30.0	[10.935475]	[104]	[10.935475]	[104]	[77163193]	[77163193]
152_1758	chrX	48867721	48868121	+	1000	73.0	[6.0151424, 10.203943]	[109, 149]	[5.975493, 10.203943, 6.0151424]	[102, 109, 149]	[48867888, 48867928]	[48867881, 48867888, 48867928]
152_17584	chr18	9758796	9759196	+	881	30.0	[6.0151424]	[103]	[10.203943]	[103]	[9758992]	[9758992]
152_17585	chr18	9830898	9831298	+	850	30.0	[10.203943]	[185]	[6.0151424]	[185]	[9831136]	[9831136]
152_17589	chr18	21650133	21650533	+	825	30.0	[6.0151424]	[181]	[10.203943]	[181]	[21650353]	[21650353]
152_176	chr3	142046819	142047219	+	1000	178.0	[6.0151424]	[147]	[10.203943]	[147]	[142047047]	[142047047]
152_17600	chr19	1684981	1685381	+	867	30.0	[10.935475]	[131]	[10.935475]	[131]	[1685197]	[1685197]
152_17603	chr19	3476117	3476517	+	775	30.0	[]	[]	[5.975493, 5.975493]	[99, 115]	[]	[3476276, 3476292]
152_17607	chr19	7098508	7098908	+	656	30.0	[6.0151424]	[106]	[10.203943]	[106]	[7098700]	[7098700]
152_1761	chr1	32125306	32125706	+	1000	72.0	[10.203943]	[78]	[6.0151424]	[78]	[32125472]	[32125472]
152_17626	chr19	22533692	22534092	+	644	30.0	[5.975493, 10.935475, 6.0151424]	[131, 161, 190]	[10.935475, 10.203943]	[161, 190]	[22533873, 22533903, 22533932]	[22533903, 22533932]
152_17627	chr19	28517752	28518152	+	839	30.0	[10.203943]	[67]	[6.0151424]	[67]	[28517911]	[28517911]
152_1763	chr1	89701693	89702093	+	1000	72.0	[10.203943]	[91]	[6.0151424]	[91]	[89701865]	[89701865]
152_17636	chr19	41926604	41927004	+	910	30.0	[10.935475]	[103]	[10.935475]	[103]	[41926792]	[41926792]
152_1764	chr1	92960273	92960673	+	1000	72.0	[6.0151424]	[97]	[10.203943, 5.975493]	[97, 128]	[92960462]	[92960462, 92960493]
152_17657	chr19	56314149	56314549	+	869	30.0	[10.203943]	[223]	[6.0151424]	[223]	[56314388]	[56314388]
152_1766	chr1	167658797	167659197	+	1000	72.0	[10.203943]	[123]	[6.0151424]	[123]	[167659008]	[167659008]
152_17666	chr2	24353923	24354323	+	825	30.0	[10.203943, 10.203943]	[57, 64]	[6.0151424, 6.0151424]	[57, 64]	[24354080, 24354087]	[24354080, 24354087]
152_17672	chr2	39417549	39417949	+	738	30.0	[10.203943]	[94]	[6.0151424]	[94]	[39417738]	[39417738]
152_17673	chr2	39778365	39778765	+	677	30.0	[10.203943]	[172]	[6.0151424]	[172]	[39778586]	[39778586]
152_17674	chr2	42896710	42897110	+	853	30.0	[6.0151424]	[60]	[10.203943]	[60]	[42896868]	[42896868]
152_17676	chr2	48207571	48207971	+	862	30.0	[10.935475, 10.203943]	[80, 144]	[10.935475, 6.0151424]	[80, 144]	[48207741, 48207805]	[48207741, 48207805]
152_17683	chr2	64225457	64225857	+	839	30.0	[6.0151424]	[126]	[10.203943]	[126]	[64225655]	[64225655]
152_17698	chr2	88671751	88672151	+	825	30.0	[5.975493]	[57]	[]	[]	[88671907]	[]
152_17700	chr2	88874082	88874482	+	748	30.0	[]	[]	[5.975493]	[126]	[]	[88874308]
152_17707	chr2	108723738	108724138	+	830	30.0	[6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424]	[69, 73, 77, 81, 85, 89]	[10.203943, 10.203943, 10.203943, 10.203943, 10.203943, 10.203943]	[69, 73, 77, 81, 85, 89]	[108723893, 108723897, 108723901, 108723905, 108723909, 108723913]	[108723893, 108723897, 108723901, 108723905, 108723909, 108723913]
152_17708	chr2	110694887	110695287	+	813	30.0	[6.0151424]	[144]	[10.203943]	[144]	[110695075]	[110695075]
152_17709	chr2	111698400	111698800	+	876	30.0	[6.0151424]	[104]	[10.203943]	[104]	[111698584]	[111698584]
152_17715	chr2	128245783	128246183	+	673	30.0	[10.203943]	[149]	[6.0151424]	[149]	[128246032]	[128246032]
152_17717	chr2	135116002	135116402	+	830	30.0	[6.0151424]	[160]	[10.203943]	[160]	[135116244]	[135116244]
152_17734	chr2	174224581	174224981	+	878	30.0	[]	[]	[5.975493]	[70]	[]	[174224737]
152_17738	chr2	178113447	178113847	+	867	30.0	[6.0151424]	[180]	[10.203943]	[180]	[178113681]	[178113681]
152_1774	chr11	57527058	57527458	+	1000	72.0	[10.935475]	[73]	[10.935475]	[73]	[57527227]	[57527227]
152_17743	chr2	207632731	207633131	+	820	30.0	[10.203943]	[150]	[6.0151424]	[150]	[207632974]	[207632974]
152_17745	chr2	231348659	231349059	+	772	30.0	[6.0151424]	[87]	[10.203943]	[87]	[231348845]	[231348845]
152_17746	chr2	231517544	231517944	+	852	30.0	[6.0151424, 5.975493]	[116, 148]	[10.203943]	[116]	[231517753, 231517785]	[231517753]
