#PeakID(python identify_motif.py ./ENCODE_processed_files/KLF1_idr.fa KLF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
293_2896	chr20	50278983	50279383	+	1000	48.5	[]	[]	[14.252311]	[107]	[]	[50279172]
293_2899	chr22	21854252	21854652	+	1000	48.5	[]	[]	[6.3204575]	[157]	[]	[21854465]
293_2900	chr22	22003409	22003809	+	1000	48.5	[7.643828]	[134]	[]	[]	[22003566]	[]
293_2903	chr22	22649673	22650073	+	1000	48.5	[]	[]	[7.782383]	[158]	[]	[22649902]
293_2905	chr22	22798528	22798928	+	1000	48.5	[7.5940995]	[146]	[7.315276]	[185]	[22798696]	[22798735]
293_2908	chr22	22938151	22938551	+	1000	48.5	[]	[]	[10.0477295, 6.313181, 10.0477295]	[85, 89, 141]	[]	[22938333, 22938337, 22938389]
293_2910	chr22	23044653	23045053	+	1000	48.5	[]	[]	[6.763009]	[140]	[]	[23044849]
293_2911	chr3	13537826	13538226	+	1000	48.5	[]	[]	[7.7586894]	[130]	[]	[13538050]
293_2917	chr4	25312527	25312927	+	1000	48.5	[10.534392]	[74]	[]	[]	[25312694]	[]
293_292	chr17	74715075	74715475	+	1000	111.0	[10.7842245]	[130]	[7.2199736, 10.823473]	[98, 153]	[74715263]	[74715231, 74715286]
293_2920	chr5	32312806	32313206	+	1000	48.5	[10.534392, 10.534392]	[125, 144]	[]	[]	[32313006, 32313025]	[]
293_2930	chr6	37653923	37654323	+	1000	48.5	[]	[]	[12.265705]	[129]	[]	[37654135]
293_2936	chr7	108538280	108538680	+	1000	48.5	[7.846622]	[89]	[]	[]	[108538451]	[]
293_2944	chr9	135468818	135469218	+	1000	48.5	[7.846622, 12.520998]	[117, 158]	[]	[]	[135468990, 135469031]	[]
293_2949	chr1	30913949	30914349	+	1000	48.0	[]	[]	[7.591329]	[103]	[]	[30914148]
293_2954	chr1	85576870	85577270	+	1000	48.0	[]	[]	[10.534392]	[145]	[]	[85577112]
293_2959	chr1	155309453	155309853	+	1000	48.0	[]	[]	[8.956747, 9.052912]	[139, 165]	[]	[155309667, 155309693]
293_2964	chr1	244366853	244367253	+	1000	48.0	[]	[]	[6.149097, 7.9846697, 9.052912, 7.9705]	[58, 122, 124, 135]	[]	[244367009, 244367073, 244367075, 244367086]
293_2966	chr11	45826491	45826891	+	1000	48.0	[7.846622]	[102]	[8.786449]	[161]	[45826666]	[45826725]
293_297	chr22	22262706	22263106	+	1000	110.5	[14.252311]	[106]	[]	[]	[22262903]	[]
293_2972	chr12	49069684	49070084	+	1000	48.0	[]	[]	[10.7842245]	[128]	[]	[49069848]
293_2983	chr16	67521261	67521661	+	1000	48.0	[7.5940995]	[103]	[]	[]	[67521450]	[]
293_2985	chr16	87765789	87766189	+	1000	48.0	[]	[]	[7.5088573]	[115]	[]	[87765969]
293_299	chr16	81730197	81730597	+	1000	110.0	[]	[]	[7.0663056]	[62]	[]	[81730351]
293_2992	chr19	962254	962654	+	1000	48.0	[7.0663056]	[108]	[12.265705]	[128]	[962456]	[962476]
293_2994	chr19	1507746	1508146	+	623	48.0	[]	[]	[10.534392]	[182]	[]	[1507979]
293_2997	chr19	12868525	12868925	+	1000	48.0	[]	[]	[7.5940995]	[186]	[]	[12868758]
293_3005	chr22	21803060	21803460	+	1000	48.0	[]	[]	[6.224293]	[156]	[]	[21803246]
293_3018	chr22	23116570	23116970	+	1000	48.0	[]	[]	[6.224293, 14.252311]	[178, 185]	[]	[23116784, 23116791]
293_3021	chr3	3126721	3127121	+	1000	48.0	[6.7998433]	[78]	[]	[]	[3126873]	[]
293_3022	chr3	13085195	13085595	+	1000	48.0	[]	[]	[10.534392]	[105]	[]	[13085399]
293_3023	chr3	128680589	128680989	+	1000	48.0	[10.7842245]	[105]	[]	[]	[128680750]	[]
293_3024	chr3	193925549	193925949	+	1000	48.0	[]	[]	[11.779043]	[113]	[]	[193925717]
293_3028	chr6	15019249	15019649	+	1000	48.0	[]	[]	[7.9846697, 7.846622]	[102, 104]	[]	[15019401, 15019403]
293_303	chr6	27773835	27774235	+	1000	109.5	[12.265705]	[99]	[]	[]	[27774018]	[]
293_3034	chr9	87792689	87793089	+	1000	48.0	[7.5940995]	[159]	[8.797619]	[150]	[87792887]	[87792878]
293_3036	chr9	130986115	130986515	+	1000	48.0	[]	[]	[10.68806]	[176]	[]	[130986347]
293_3045	chr1	3796336	3796736	+	1000	47.5	[10.0477295]	[113]	[]	[]	[3796499]	[]
293_3046	chr1	9775090	9775490	+	1000	47.5	[7.5940995, 12.520998]	[77, 163]	[]	[]	[9775245, 9775331]	[]
293_3048	chr1	16609066	16609466	+	1000	47.5	[]	[]	[7.5940995, 7.782383]	[94, 100]	[]	[16609250, 16609256]
293_305	chr6	157393162	157393562	+	1000	109.5	[]	[]	[11.226776]	[101]	[]	[157393337]
293_3050	chr1	27785760	27786160	+	1000	47.5	[]	[]	[12.520998]	[126]	[]	[27785950]
293_3051	chr1	27914769	27915169	+	1000	47.5	[9.052912]	[150]	[]	[]	[27914958]	[]
293_3052	chr1	33036810	33037210	+	1000	47.5	[7.1055546]	[107]	[]	[]	[33036963]	[]
293_3054	chr1	46053716	46054116	+	1000	47.5	[11.779043]	[117]	[]	[]	[46053926]	[]
293_3055	chr1	50960100	50960500	+	1000	47.5	[7.5088573]	[76]	[]	[]	[50960254]	[]
293_3059	chr1	147084617	147085017	+	1000	47.5	[7.5940995, 8.786449]	[62, 77]	[]	[]	[147084779, 147084794]	[]
293_3064	chr1	203692496	203692896	+	1000	47.5	[12.520998]	[103]	[]	[]	[203692673]	[]
293_3066	chr1	225928171	225928571	+	1000	47.5	[7.662525]	[149]	[]	[]	[225928404]	[]
293_3080	chr16	28925561	28925961	+	1000	47.5	[12.520998, 7.9846697, 7.591329]	[109, 111, 171]	[]	[]	[28925735, 28925737, 28925797]	[]
293_3081	chr16	67504325	67504725	+	1000	47.5	[14.252311]	[181]	[9.495462]	[156]	[67504547]	[67504522]
293_3092	chr19	12839435	12839835	+	1000	47.5	[10.7842245]	[154]	[]	[]	[12839674]	[]
293_3096	chr19	48259665	48260065	+	1000	47.5	[8.956747]	[194]	[]	[]	[48259889]	[]
293_3102	chr2	231650492	231650892	+	1000	47.5	[]	[]	[12.265705]	[105]	[]	[231650689]
293_3108	chr22	20741093	20741493	+	1000	47.5	[10.534392]	[189]	[]	[]	[20741328]	[]
293_3109	chr22	21101372	21101772	+	1000	47.5	[]	[]	[12.265705]	[163]	[]	[21101553]
293_311	chr9	129406355	129406755	+	1000	108.0	[8.057231]	[106]	[8.836867]	[121]	[129406535]	[129406550]
293_3110	chr22	21587286	21587686	+	1000	47.5	[]	[]	[6.3204575]	[111]	[]	[21587455]
293_3111	chr22	21614810	21615210	+	1000	47.5	[]	[]	[14.252311]	[201]	[]	[21615012]
293_3113	chr22	21807155	21807555	+	1000	47.5	[]	[]	[8.057231]	[91]	[]	[21807317]
293_3116	chr22	22197910	22198310	+	1000	47.5	[9.788544]	[85]	[8.797619]	[62]	[22198092]	[22198069]
293_3117	chr22	22572162	22572562	+	1000	47.5	[]	[]	[7.315276, 7.5940995]	[181, 183]	[]	[22572377, 22572379]
293_3123	chr22	23193964	23194364	+	1000	47.5	[]	[]	[10.823473]	[89]	[]	[23194128]
293_3125	chr22	23230774	23231174	+	1000	47.5	[6.313181]	[112]	[]	[]	[23230975]	[]
293_3129	chr3	170908626	170909026	+	1000	47.5	[7.5088573]	[65]	[]	[]	[170908783]	[]
293_313	chr1	84506035	84506435	+	1000	107.5	[9.495462, 14.252311]	[99, 147]	[]	[]	[84506230, 84506278]	[]
293_3132	chr5	123423220	123423620	+	1000	47.5	[7.0663056]	[144]	[]	[]	[123423457]	[]
293_3134	chr5	150161173	150161573	+	1000	47.5	[11.779043]	[235]	[7.5940995]	[187]	[150161423]	[150161375]
293_3135	chr5	159337548	159337948	+	1000	47.5	[12.520998, 10.68806]	[106, 144]	[]	[]	[159337716, 159337754]	[]
293_3136	chr6	25992414	25992814	+	1000	47.5	[10.534392]	[93]	[]	[]	[25992606]	[]
293_3143	chr7	102811	103211	+	1000	47.5	[9.495462, 9.495462, 9.495462]	[85, 108, 137]	[]	[]	[102984, 103007, 103036]	[]
293_3144	chr7	4620405	4620805	+	1000	47.5	[14.252311]	[126]	[]	[]	[4620599]	[]
293_3148	chr7	100436276	100436676	+	1000	47.5	[10.534392]	[108]	[7.5088573]	[159]	[100436462]	[100436513]
293_3150	chr9	98255706	98256106	+	1000	47.5	[]	[]	[7.801938]	[89]	[]	[98255884]
293_3151	chr9	113296220	113296620	+	1000	47.5	[12.265705]	[183]	[]	[]	[113296435]	[]
293_3152	chr9	130734310	130734710	+	1000	47.5	[]	[]	[6.3204575]	[167]	[]	[130734491]
293_3159	chr9	136645831	136646231	+	1000	47.5	[12.520998]	[128]	[7.0663056]	[100]	[136646042]	[136646014]
293_3161	chrUn_KI270742v1	13959	14359	+	1000	47.5	[7.797938]	[122]	[]	[]	[14161]	[]
293_3163	chr1	25859218	25859618	+	1000	47.0	[]	[]	[10.534392]	[150]	[]	[25859463]
293_317	chr19	32669978	32670378	+	1000	107.0	[12.265705]	[115]	[]	[]	[32670173]	[]
293_3172	chr10	72676361	72676761	+	938	47.0	[]	[]	[12.265705]	[164]	[]	[72676572]
293_318	chr20	56468401	56468801	+	1000	107.0	[10.534392, 10.534392]	[70, 75]	[]	[]	[56468563, 56468568]	[]
293_3180	chr12	119667749	119668149	+	1000	47.0	[12.265705]	[85]	[7.846622]	[139]	[119667917]	[119667971]
293_3184	chr15	50677055	50677455	+	1000	47.0	[12.520998]	[177]	[7.2199736]	[115]	[50677269]	[50677207]
293_3196	chr18	74657610	74658010	+	1000	47.0	[]	[]	[8.214792]	[130]	[]	[74657821]
293_3197	chr19	909225	909625	+	1000	47.0	[7.1046667]	[100]	[]	[]	[909423]	[]
293_32	chr1	109213688	109214088	+	1000	406.0	[]	[]	[6.483479, 8.061124]	[77, 118]	[]	[109213857, 109213898]
293_320	chr1	31938311	31938711	+	1000	106.5	[7.1055546]	[123]	[]	[]	[31938482]	[]
293_3200	chr19	12951020	12951420	+	1000	47.0	[14.252311]	[238]	[]	[]	[12951265]	[]
293_3208	chr2	62287842	62288242	+	1000	47.0	[]	[]	[7.5940995, 12.520998]	[118, 138]	[]	[62288017, 62288037]
293_3210	chr2	74465329	74465729	+	1000	47.0	[]	[]	[7.591329]	[70]	[]	[74465496]
293_3212	chr21	13896589	13896989	+	1000	47.0	[10.0477295, 7.9846697]	[158, 160]	[]	[]	[13896816, 13896818]	[]
293_3214	chr22	17171208	17171608	+	1000	47.0	[]	[]	[8.956747]	[139]	[]	[17171406]
293_3221	chr22	22480099	22480499	+	1000	47.0	[7.5940995]	[100]	[]	[]	[22480296]	[]
293_3223	chr22	22648994	22649394	+	1000	47.0	[7.797938]	[209]	[]	[]	[22649217]	[]
293_3233	chr3	186783139	186783539	+	1000	47.0	[]	[]	[7.1055546, 10.534392]	[55, 59]	[]	[186783293, 186783297]
293_3238	chr5	132556707	132557107	+	1000	47.0	[7.9705]	[121]	[]	[]	[132556880]	[]
293_3240	chr6	26537115	26537515	+	1000	47.0	[]	[]	[9.792437]	[207]	[]	[26537356]
293_3245	chr8	22059831	22060231	+	1000	47.0	[]	[]	[8.057231, 6.483479, 12.520998]	[141, 189, 193]	[]	[22059985, 22060033, 22060037]
293_3261	chr1	32992379	32992779	+	791	46.5	[9.792437]	[87]	[7.643828]	[148]	[32992565]	[32992626]
293_3263	chr1	44730754	44731154	+	1000	46.5	[6.3204575]	[201]	[]	[]	[44731000]	[]
293_3267	chr1	161225751	161226151	+	1000	46.5	[]	[]	[10.534392]	[117]	[]	[161225950]
293_3271	chr1	244393805	244394205	+	1000	46.5	[8.836867]	[155]	[]	[]	[244394053]	[]
293_3272	chr10	17473446	17473846	+	1000	46.5	[14.252311]	[150]	[]	[]	[17473665]	[]
293_3274	chr10	67764212	67764612	+	1000	46.5	[7.9705, 7.5088573]	[65, 124]	[]	[]	[67764367, 67764426]	[]
293_3275	chr11	6481162	6481562	+	1000	46.5	[]	[]	[7.5088573]	[162]	[]	[6481387]
293_3278	chr11	63974230	63974630	+	1000	46.5	[7.5088573]	[223]	[]	[]	[63974461]	[]
293_3281	chr12	31733688	31734088	+	1000	46.5	[]	[]	[9.052912]	[192]	[]	[31733913]
293_3283	chr12	111368973	111369373	+	1000	46.5	[7.1055546, 8.836867, 7.1055546]	[86, 134, 148]	[]	[]	[111369150, 111369198, 111369212]	[]
293_3287	chr16	21300618	21301018	+	1000	46.5	[]	[]	[12.520998]	[143]	[]	[21300857]
293_329	chr21	13876963	13877363	+	1000	105.5	[14.252311]	[135]	[]	[]	[13877178]	[]
293_3294	chr17	78140259	78140659	+	1000	46.5	[]	[]	[12.520998, 12.265705, 12.265705, 9.052912]	[96, 114, 152, 174]	[]	[78140418, 78140436, 78140474, 78140496]
293_3298	chr19	10416632	10417032	+	1000	46.5	[]	[]	[8.061124]	[111]	[]	[10416809]
293_33	chr22	20777771	20778171	+	1000	385.0	[]	[]	[7.2592225]	[89]	[]	[20777943]
293_3301	chr19	41843390	41843790	+	1000	46.5	[14.252311, 12.520998, 12.520998]	[84, 89, 94]	[]	[]	[41843541, 41843546, 41843551]	[]
293_3303	chr1_KI270713v1_random	30098	30498	+	1000	46.5	[]	[]	[7.5940995]	[108]	[]	[30306]
293_3308	chr2	241881351	241881751	+	1000	46.5	[]	[]	[7.9846697, 8.836867, 12.265705]	[79, 112, 145]	[]	[241881515, 241881548, 241881581]
293_3311	chr20	50838105	50838505	+	1000	46.5	[]	[]	[12.265705]	[137]	[]	[50838288]
293_3315	chr22	21585192	21585592	+	1000	46.5	[]	[]	[14.252311]	[187]	[]	[21585380]
293_3325	chr22	23143602	23144002	+	1000	46.5	[]	[]	[6.3597064]	[167]	[]	[23143813]
293_3328	chr3	128725928	128726328	+	960	46.5	[7.9705]	[89]	[6.0706253]	[73]	[128726103]	[128726087]
293_333	chr1	212558791	212559191	+	1000	104.5	[10.534392]	[195]	[10.534392, 6.313181]	[156, 181]	[212559038]	[212558999, 212559024]
293_3333	chr5	43008407	43008807	+	1000	46.5	[7.022195]	[119]	[]	[]	[43008595]	[]
293_3336	chr6	841558	841958	+	1000	46.5	[9.09216]	[152]	[]	[]	[841794]	[]
293_3339	chr6	33571026	33571426	+	1000	46.5	[12.520998]	[146]	[7.591329]	[106]	[33571229]	[33571189]
293_3340	chr6	108260964	108261364	+	1000	46.5	[12.265705]	[85]	[8.956747, 10.7842245]	[120, 140]	[108261147]	[108261182, 108261202]
293_3341	chr7	5531761	5532161	+	1000	46.5	[]	[]	[8.057231]	[140]	[]	[5531940]
293_3342	chr7	43926513	43926913	+	1000	46.5	[]	[]	[10.534392]	[139]	[]	[43926750]
293_3345	chr9	130948194	130948594	+	1000	46.5	[]	[]	[10.68806]	[121]	[]	[130948361]
293_335	chr19	47335672	47336072	+	1000	104.5	[]	[]	[9.495462, 7.5940995]	[76, 104]	[]	[47335846, 47335874]
293_3353	chr1	26636462	26636862	+	1000	46.0	[]	[]	[8.956747]	[184]	[]	[26636713]
293_3358	chr1	165392905	165393305	+	1000	46.0	[]	[]	[8.956747]	[133]	[]	[165393115]
293_3363	chr10	71773463	71773863	+	1000	46.0	[]	[]	[8.956747, 12.520998]	[125, 154]	[]	[71773637, 71773666]
293_3364	chr10	79148760	79149160	+	1000	46.0	[]	[]	[14.252311]	[222]	[]	[79148993]
293_337	chr22	21754593	21754993	+	1000	104.5	[12.520998]	[219]	[10.823473]	[205]	[21754836]	[21754822]
293_3372	chr12	116910658	116911058	+	1000	46.0	[]	[]	[12.265705, 12.265705]	[212, 223]	[]	[116910891, 116910902]
293_3375	chr15	90388545	90388945	+	1000	46.0	[]	[]	[9.792437, 7.5940995]	[119, 139]	[]	[90388727, 90388747]
293_3376	chr16	15576904	15577304	+	1000	46.0	[12.520998]	[84]	[]	[]	[15577058]	[]
293_3377	chr16	57268723	57269123	+	1000	46.0	[]	[]	[8.786449]	[137]	[]	[57268909]
293_3384	chr17	75904932	75905332	+	1000	46.0	[]	[]	[7.5088573]	[84]	[]	[75905109]
293_3386	chr19	3971106	3971506	+	1000	46.0	[10.534392]	[171]	[]	[]	[3971353]	[]
293_3389	chr19	12952447	12952847	+	1000	46.0	[12.520998]	[153]	[]	[]	[12952671]	[]
293_3392	chr19	38557183	38557583	+	1000	46.0	[]	[]	[14.252311, 7.2199736]	[189, 195]	[]	[38557417, 38557423]
293_3393	chr19	49987095	49987495	+	1000	46.0	[7.5940995]	[120]	[]	[]	[49987303]	[]
293_3396	chr2	62296021	62296421	+	1000	46.0	[7.5940995]	[118]	[10.823473, 7.801938]	[95, 175]	[62296215]	[62296192, 62296272]
293_3398	chr2	90069308	90069708	+	1000	46.0	[]	[]	[10.534392]	[108]	[]	[90069510]
293_3401	chr21	43859702	43860102	+	1000	46.0	[]	[]	[8.214792]	[174]	[]	[43859927]
293_3402	chr22	20613623	20614023	+	1000	46.0	[6.149097]	[143]	[]	[]	[20613835]	[]
293_3404	chr22	21040460	21040860	+	1000	46.0	[]	[]	[9.788544]	[131]	[]	[21040634]
293_3408	chr22	22028365	22028765	+	1000	46.0	[]	[]	[6.7998433]	[61]	[]	[22028521]
293_341	chrUn_KI270438v1	106488	106888	+	1000	103.5	[]	[]	[6.1098485]	[153]	[]	[106735]
293_3416	chr22	22891190	22891590	+	864	46.0	[9.09216]	[125]	[]	[]	[22891413]	[]
293_3419	chr22	23103007	23103407	+	1000	46.0	[10.7842245]	[216]	[]	[]	[23103240]	[]
293_3420	chr22	23258725	23259125	+	1000	46.0	[7.846622, 7.9846697, 12.520998, 7.9846697, 7.9705, 7.5940995]	[188, 190, 194, 196, 203, 209]	[]	[]	[23258932, 23258934, 23258938, 23258940, 23258947, 23258953]	[]
293_3422	chr3	10248392	10248792	+	1000	46.0	[]	[]	[6.0706253]	[131]	[]	[10248550]
293_3425	chr3	50292263	50292663	+	1000	46.0	[10.534392, 7.5940995]	[84, 141]	[]	[]	[50292421, 50292478]	[]
293_3426	chr3	101641354	101641754	+	1000	46.0	[10.0477295]	[154]	[]	[]	[101641603]	[]
293_3428	chr3	196143521	196143921	+	1000	46.0	[7.022195]	[133]	[]	[]	[196143698]	[]
293_343	chr3	8629471	8629871	+	1000	103.0	[14.252311, 7.1055546, 12.265705]	[133, 178, 212]	[]	[]	[8629622, 8629667, 8629701]	[]
293_3434	chr5	132181063	132181463	+	1000	46.0	[7.5940995, 10.534392, 12.265705, 6.7998433]	[66, 71, 94, 122]	[7.846622]	[155]	[132181225, 132181230, 132181253, 132181281]	[132181314]
293_3445	chr7	121438457	121438857	+	1000	46.0	[8.956747, 12.520998]	[154, 160]	[]	[]	[121438664, 121438670]	[]
293_3446	chr7	140479209	140479609	+	1000	46.0	[]	[]	[8.956747]	[144]	[]	[140479437]
293_3447	chr7	155644447	155644847	+	1000	46.0	[7.1055546]	[146]	[]	[]	[155644616]	[]
293_3448	chr7	156893344	156893744	+	1000	46.0	[8.956747]	[151]	[]	[]	[156893535]	[]
293_3451	chr9	105782564	105782964	+	1000	46.0	[]	[]	[11.226776, 9.788544, 9.052912, 7.2199736]	[65, 86, 148, 152]	[]	[105782715, 105782736, 105782798, 105782802]
293_346	chr20	47501605	47502005	+	1000	102.5	[]	[]	[12.520998, 12.265705]	[83, 143]	[]	[47501777, 47501837]
293_3475	chr11	47337272	47337672	+	1000	45.5	[12.265705]	[103]	[]	[]	[47337472]	[]
293_3481	chr12	104064348	104064748	+	1000	45.5	[]	[]	[10.534392]	[124]	[]	[104064544]
293_3483	chr14	22929364	22929764	+	1000	45.5	[]	[]	[7.5940995]	[138]	[]	[22929564]
293_349	chr17	47866881	47867281	+	1000	102.0	[11.779043]	[102]	[]	[]	[47867072]	[]
293_3496	chr17	43021781	43022181	+	1000	45.5	[6.7998433, 9.577935]	[75, 93]	[]	[]	[43021953, 43021971]	[]
293_35	chr22	20858701	20859101	+	1000	371.0	[6.253357]	[170]	[12.265705, 7.1055546, 7.5940995]	[87, 100, 161]	[20858937]	[20858854, 20858867, 20858928]
293_350	chr22	20867378	20867778	+	1000	102.0	[]	[]	[7.9846697, 7.022195]	[104, 106]	[]	[20867542, 20867544]
293_3504	chr19	12922529	12922929	+	1000	45.5	[]	[]	[8.956747]	[202]	[]	[12922766]
293_3505	chr19	12930591	12930991	+	1000	45.5	[]	[]	[6.483479, 8.786449]	[139, 157]	[]	[12930765, 12930783]
293_3512	chr2	97995894	97996294	+	1000	45.5	[8.057231]	[150]	[]	[]	[97996057]	[]
293_3513	chr2	112869546	112869946	+	1000	45.5	[]	[]	[11.779043]	[121]	[]	[112869747]
293_3514	chr2	186732878	186733278	+	1000	45.5	[]	[]	[10.0477295]	[127]	[]	[186733048]
293_3516	chr20	50478223	50478623	+	1000	45.5	[]	[]	[14.252311, 14.252311]	[107, 172]	[]	[50478391, 50478456]
293_3525	chr22	21991640	21992040	+	1000	45.5	[12.520998, 7.9846697]	[123, 170]	[]	[]	[21991797, 21991844]	[]
293_3526	chr22	22173039	22173439	+	1000	45.5	[]	[]	[6.3597064]	[106]	[]	[22173239]
293_3527	chr22	22512183	22512583	+	1000	45.5	[10.823473]	[128]	[]	[]	[22512359]	[]
293_3531	chr22	22936003	22936403	+	1000	45.5	[7.5940995]	[152]	[]	[]	[22936229]	[]
293_3533	chr22	23190403	23190803	+	1000	45.5	[]	[]	[7.2199736]	[118]	[]	[23190615]
293_3534	chr3	12999376	12999776	+	1000	45.5	[12.520998]	[212]	[10.534392]	[159]	[12999610]	[12999557]
293_3538	chr4	38724179	38724579	+	687	45.5	[14.252311]	[156]	[8.057231]	[112]	[38724425]	[38724381]
293_354	chr1	25233059	25233459	+	1000	101.5	[6.224293, 14.252311]	[74, 119]	[]	[]	[25233233, 25233278]	[]
293_3540	chr5	115625898	115626298	+	1000	45.5	[]	[]	[7.5088573]	[61]	[]	[115626056]
293_3541	chr5	154968969	154969369	+	973	45.5	[8.057231]	[91]	[14.252311]	[125]	[154969160]	[154969194]
293_3549	chr7	65750618	65751018	+	1000	45.5	[9.09216, 9.2401705]	[80, 87]	[]	[]	[65750769, 65750776]	[]
293_3552	chr7	127895728	127896128	+	1000	45.5	[12.520998]	[109]	[]	[]	[127895890]	[]
293_3556	chr8	127800716	127801116	+	1000	45.5	[]	[]	[12.265705]	[152]	[]	[127800921]
293_3557	chr8	140618876	140619276	+	1000	45.5	[]	[]	[8.956747]	[97]	[]	[140619029]
293_3563	chr1	21669500	21669900	+	1000	45.0	[]	[]	[8.057231]	[97]	[]	[21669678]
293_3566	chr1	26200865	26201265	+	1000	45.0	[8.797619]	[189]	[6.483479, 7.5088573]	[120, 163]	[26201115]	[26201046, 26201089]
293_3570	chr1	120850736	120851136	+	1000	45.0	[6.7998433]	[147]	[]	[]	[120850926]	[]
293_3573	chr1	148522634	148523034	+	1000	45.0	[]	[]	[7.9705]	[96]	[]	[148522817]
293_3579	chr1	225777559	225777959	+	1000	45.0	[7.5940995, 9.792437, 7.5088573, 10.68806]	[92, 94, 106, 112]	[]	[]	[225777722, 225777724, 225777736, 225777742]	[]
293_358	chr2	218287779	218288179	+	1000	101.5	[12.520998]	[62]	[]	[]	[218287941]	[]
293_3585	chr10	129114584	129114984	+	1000	45.0	[14.252311]	[88]	[9.577935]	[65]	[129114767]	[129114744]
293_3586	chr11	277501	277901	+	1000	45.0	[]	[]	[8.214792]	[163]	[]	[277711]
293_359	chr4	1041396	1041796	+	1000	101.5	[9.495462]	[122]	[]	[]	[1041609]	[]
293_3590	chr11	68257625	68258025	+	1000	45.0	[12.265705]	[100]	[]	[]	[68257821]	[]
293_3591	chr11	69382204	69382604	+	1000	45.0	[7.5940995, 7.315276]	[63, 65]	[]	[]	[69382362, 69382364]	[]
293_3593	chr12	108731494	108731894	+	1000	45.0	[9.052912, 7.801938, 9.2401705, 8.836867]	[133, 147, 157, 203]	[]	[]	[108731660, 108731674, 108731684, 108731730]	[]
293_3597	chr14	54441256	54441656	+	1000	45.0	[7.5940995]	[128]	[]	[]	[54441417]	[]
293_3598	chr14	69696956	69697356	+	1000	45.0	[]	[]	[8.214792]	[145]	[]	[69697155]
293_360	chr1	22296671	22297071	+	1000	101.0	[]	[]	[14.252311]	[64]	[]	[22296831]
293_3600	chr15	67521167	67521567	+	1000	45.0	[7.1055546]	[58]	[]	[]	[67521324]	[]
293_3602	chr15	75903639	75904039	+	1000	45.0	[12.265705]	[99]	[]	[]	[75903830]	[]
293_3609	chr17_GL000205v2_random	140588	140988	+	1000	45.0	[12.265705]	[78]	[]	[]	[140762]	[]
293_3610	chr19	4867872	4868272	+	764	45.0	[12.265705]	[127]	[]	[]	[4868076]	[]
293_3613	chr19	12772028	12772428	+	1000	45.0	[]	[]	[6.224293]	[141]	[]	[12772256]
293_3617	chr2	64524189	64524589	+	1000	45.0	[]	[]	[7.5940995, 10.534392, 7.5088573]	[123, 134, 187]	[]	[64524344, 64524355, 64524408]
293_3621	chr20	57110228	57110628	+	1000	45.0	[]	[]	[9.792437, 9.792437]	[116, 152]	[]	[57110437, 57110473]
293_3622	chr21	43659278	43659678	+	1000	45.0	[7.2199736]	[121]	[]	[]	[43659487]	[]
293_3630	chr22	21655891	21656291	+	1000	45.0	[9.495462]	[120]	[]	[]	[21656046]	[]
293_364	chr22	23250032	23250432	+	1000	101.0	[9.495462]	[187]	[]	[]	[23250280]	[]
293_3647	chr22	23205837	23206237	+	1000	45.0	[7.5940995]	[117]	[]	[]	[23206031]	[]
293_365	chr6	36954242	36954642	+	1000	101.0	[]	[]	[10.7842245]	[83]	[]	[36954425]
293_3652	chr3	45593567	45593967	+	1000	45.0	[10.534392]	[196]	[]	[]	[45593814]	[]
293_3654	chr4	6782398	6782798	+	1000	45.0	[]	[]	[10.534392]	[77]	[]	[6782559]
293_3656	chr4	105461230	105461630	+	996	45.0	[]	[]	[8.956747]	[169]	[]	[105461445]
293_3664	chr7	64944956	64945356	+	1000	45.0	[14.252311]	[141]	[]	[]	[64945161]	[]
293_3672	chr9	130832612	130833012	+	1000	45.0	[]	[]	[6.149097]	[159]	[]	[130832784]
293_3676	chrX	153928186	153928586	+	1000	45.0	[]	[]	[7.0663056]	[134]	[]	[153928371]
293_3679	chr1	109864315	109864715	+	838	44.5	[7.5940995]	[278]	[]	[]	[109864543]	[]
293_3685	chr1	169309235	169309635	+	1000	44.5	[7.2592225]	[120]	[]	[]	[169309427]	[]
293_3688	chr1	228103073	228103473	+	1000	44.5	[6.0706253]	[164]	[]	[]	[228103322]	[]
293_3689	chr1	234599693	234600093	+	1000	44.5	[14.252311, 6.7998433]	[81, 118]	[]	[]	[234599873, 234599910]	[]
293_3691	chr10	9825446	9825846	+	1000	44.5	[6.766902]	[122]	[]	[]	[9825648]	[]
293_3697	chr11	63531091	63531491	+	1000	44.5	[7.643828]	[91]	[]	[]	[63531277]	[]
293_3698	chr11	74493050	74493450	+	1000	44.5	[]	[]	[10.534392]	[193]	[]	[74493281]
293_3702	chr14	23112722	23113122	+	1000	44.5	[]	[]	[12.520998]	[141]	[]	[23112913]
293_3707	chr16	30092603	30093003	+	1000	44.5	[]	[]	[7.0663056]	[123]	[]	[30092810]
293_371	chr22	21713089	21713489	+	1000	100.0	[10.823473]	[125]	[]	[]	[21713306]	[]
293_3711	chr16	35195302	35195702	+	1000	44.5	[6.766902]	[111]	[8.057231]	[135]	[35195495]	[35195519]
