#PeakID(python scan_motif.py ./ENCODE_processed_files/STAT5A_idr.fa STAT5A --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
133_14221	chr15	67399869	67400269	+	1000	49.0	[9.213665]	[124]	[6.301925]	[124]	[67400065]	[67400065]
133_14224	chr15	77545974	77546374	+	1000	49.0	[9.083777]	[85]	[]	[]	[77546157]	[]
133_14231	chr16	11613762	11614162	+	1000	49.0	[6.1738005, 7.879267]	[104, 150]	[9.70938]	[104]	[11613965, 11614011]	[11613965]
133_14238	chr16	72093683	72094083	+	992	49.0	[10.822035]	[140]	[6.650434]	[140]	[72093853]	[72093853]
133_14239	chr16	81036986	81037386	+	944	49.0	[]	[]	[7.7423773]	[183]	[]	[81037232]
133_1424	chr7	123711797	123712197	+	1000	196.0	[10.243763, 10.869366]	[77, 124]	[8.446286, 13.5706835]	[77, 124]	[123711973, 123712020]	[123711973, 123712020]
133_14240	chr16	88811855	88812255	+	1000	49.0	[]	[]	[7.5209255]	[114]	[]	[88812039]
133_14243	chr17	14334856	14335256	+	1000	49.0	[11.842608]	[89]	[14.173678]	[89]	[14335042]	[14335042]
133_1425	chr8	134720099	134720499	+	1000	196.0	[]	[]	[7.485917]	[146]	[]	[134720341]
133_14254	chr17	51260024	51260424	+	941	49.0	[6.2095904]	[80]	[]	[]	[51260176]	[]
133_14258	chr17	78921582	78921982	+	1000	49.0	[14.173678]	[83]	[11.842608]	[83]	[78921737]	[78921737]
133_1426	chr9	75051321	75051721	+	1000	196.0	[13.5706835]	[95]	[7.4115434, 12.55011, 10.869366]	[56, 68, 95]	[75051512]	[75051473, 75051485, 75051512]
133_14261	chr18	48543048	48543448	+	1000	49.0	[8.446286]	[156]	[10.243763]	[156]	[48543283]	[48543283]
133_14263	chr19	1253171	1253571	+	1000	49.0	[10.243763]	[141]	[8.446286]	[141]	[1253403]	[1253403]
133_14267	chr19	5790356	5790756	+	615	49.0	[7.879267]	[173]	[]	[]	[5790606]	[]
133_14268	chr19	10717238	10717638	+	862	49.0	[9.70938]	[191]	[8.267781, 6.1738005]	[147, 191]	[10717451]	[10717407, 10717451]
133_14269	chr19	10839158	10839558	+	1000	49.0	[]	[]	[6.735589]	[146]	[]	[10839386]
133_1427	chr9	97503448	97503848	+	1000	196.0	[]	[]	[6.8068504]	[160]	[]	[97503697]
133_14274	chr19	45739438	45739838	+	1000	49.0	[]	[]	[11.437455]	[86]	[]	[45739616]
133_1428	chrX	23781442	23781842	+	1000	196.0	[6.7911124]	[96]	[9.761809]	[96]	[23781635]	[23781635]
133_14280	chr19	51704096	51704496	+	1000	49.0	[10.022524]	[130]	[11.820001]	[130]	[51704314]	[51704314]
133_14283	chr1_KI270714v1_random	9895	10295	+	1000	49.0	[8.684342]	[111]	[]	[]	[10101]	[]
133_14285	chr2	3379385	3379785	+	1000	49.0	[10.850257]	[85]	[]	[]	[3379564]	[]
133_14286	chr2	9914587	9914987	+	1000	49.0	[8.685363]	[133]	[7.7337074]	[133]	[9914771]	[9914771]
133_14287	chr2	10408271	10408671	+	1000	49.0	[8.490457]	[83]	[]	[]	[10408439]	[]
133_14294	chr2	33298174	33298574	+	1000	49.0	[]	[]	[10.36107]	[130]	[]	[33298377]
133_14297	chr2	54557575	54557975	+	1000	49.0	[14.173678]	[88]	[11.842608]	[88]	[54557754]	[54557754]
133_14298	chr2	55048918	55049318	+	1000	49.0	[8.232476]	[77]	[]	[]	[55049075]	[]
133_14301	chr2	68653553	68653953	+	1000	49.0	[]	[]	[6.865278]	[89]	[]	[68653729]
133_14308	chr2	144553377	144553777	+	1000	49.0	[8.538297]	[106]	[15.901753]	[106]	[144553557]	[144553557]
133_14309	chr2	156702622	156703022	+	1000	49.0	[10.869366]	[139]	[13.5706835]	[139]	[156702844]	[156702844]
133_14312	chr2	174208580	174208980	+	823	49.0	[10.243763]	[159]	[8.446286]	[159]	[174208817]	[174208817]
133_14314	chr2	177334903	177335303	+	903	49.0	[]	[]	[11.489884]	[147]	[]	[177335104]
133_14317	chr2	183196181	183196581	+	1000	49.0	[]	[]	[6.331394]	[170]	[]	[183196411]
133_14322	chr2	230908626	230909026	+	1000	49.0	[6.301925]	[135]	[9.213665]	[135]	[230908855]	[230908855]
133_1433	chr1	120942477	120942877	+	1000	195.0	[8.785794]	[132]	[]	[]	[120942695]	[]
133_14330	chr20	53296386	53296786	+	736	49.0	[]	[]	[6.914219]	[136]	[]	[53296577]
133_14332	chr21	21146832	21147232	+	553	49.0	[]	[]	[8.490457]	[115]	[]	[21147011]
133_14337	chr22	17786960	17787360	+	718	49.0	[10.266372]	[86]	[12.597441]	[86]	[17787120]	[17787120]
133_14341	chr22	20004599	20004999	+	1000	49.0	[6.1571608]	[78]	[]	[]	[20004774]	[]
133_14347	chr22	21598010	21598410	+	1000	49.0	[9.035112]	[154]	[9.051821]	[154]	[21598176]	[21598176]
133_1435	chr16	20746941	20747341	+	1000	195.0	[]	[]	[12.766095]	[65]	[]	[20747093]
133_14357	chr22	22061470	22061870	+	1000	49.0	[7.1081047]	[126]	[]	[]	[22061637]	[]
133_14359	chr22	22380344	22380744	+	1000	49.0	[8.446286]	[119]	[10.243763]	[119]	[22380559]	[22380559]
133_14362	chr22	22504941	22505341	+	1000	49.0	[6.7039366]	[98]	[]	[]	[22505095]	[]
133_14364	chr22	22527764	22528164	+	1000	49.0	[6.650434]	[171]	[10.822035]	[171]	[22527988]	[22527988]
133_14365	chr22	22563194	22563594	+	1000	49.0	[8.70695]	[142]	[9.288357]	[142]	[22563407]	[22563407]
133_14367	chr22	22741767	22742167	+	916	49.0	[15.901753]	[128]	[8.538297]	[128]	[22741946]	[22741946]
133_14370	chr22	22993877	22994277	+	1000	49.0	[6.881301]	[120]	[]	[]	[22994033]	[]
133_14374	chr22	23280279	23280679	+	1000	49.0	[]	[]	[6.4228773]	[104]	[]	[23280457]
133_14378	chr3	9409898	9410298	+	1000	49.0	[8.446286]	[84]	[10.243763]	[84]	[9410051]	[9410051]
133_14379	chr3	12625666	12626066	+	1000	49.0	[10.850257]	[163]	[]	[]	[12625905]	[]
133_14381	chr3	20352725	20353125	+	1000	49.0	[7.879267]	[105]	[]	[]	[20352910]	[]
133_14383	chr3	23953479	23953879	+	873	49.0	[6.7182117]	[74]	[13.548076]	[74]	[23953641]	[23953641]
133_14389	chr3	49500989	49501389	+	1000	49.0	[6.7911124]	[126]	[9.761809]	[126]	[49501209]	[49501209]
133_1439	chr3	45667987	45668387	+	1000	195.0	[8.446286]	[117]	[10.243763]	[117]	[45668198]	[45668198]
133_14392	chr3	128549232	128549632	+	1000	49.0	[14.173678]	[134]	[11.842608]	[134]	[128549464]	[128549464]
133_14393	chr3	141311532	141311932	+	628	49.0	[10.412417]	[173]	[]	[]	[141311770]	[]
133_14394	chr3	141446591	141446991	+	945	49.0	[10.266372, 8.40951, 10.412417]	[85, 107, 150]	[12.597441]	[85]	[141446766, 141446788, 141446831]	[141446766]
133_14399	chr3	155076578	155076978	+	1000	49.0	[11.842608]	[110]	[9.029213, 14.173678]	[89, 110]	[155076763]	[155076742, 155076763]
133_144	chr6	146887104	146887504	+	1000	431.0	[14.173678, 8.588062]	[84, 105]	[11.842608]	[84]	[146887288, 146887309]	[146887288]
133_14401	chr3	157137428	157137828	+	1000	49.0	[9.035112]	[140]	[9.051821]	[140]	[157137664]	[157137664]
133_14404	chr3	183469274	183469674	+	1000	49.0	[7.231736]	[125]	[6.6814346]	[125]	[183469474]	[183469474]
133_14406	chr3	185537477	185537877	+	1000	49.0	[]	[]	[6.410166]	[66]	[]	[185537642]
133_14409	chr3	195601780	195602180	+	888	49.0	[13.548076]	[108]	[6.7182117]	[108]	[195601938]	[195601938]
133_14410	chr3	195699835	195700235	+	1000	49.0	[10.822035]	[92]	[6.650434]	[92]	[195700015]	[195700015]
133_14412	chr3	196603714	196604114	+	1000	49.0	[12.597441, 11.489884]	[99, 110]	[10.266372]	[99]	[196603907, 196603918]	[196603907]
133_14413	chr3	198108358	198108758	+	753	49.0	[6.4220033]	[145]	[]	[]	[198108597]	[]
133_14416	chr4	55670710	55671110	+	1000	49.0	[6.469334]	[152]	[6.2452803]	[111]	[55670936]	[55670895]
133_14417	chr4	74394764	74395164	+	707	49.0	[8.490457]	[180]	[]	[]	[74394990]	[]
133_14418	chr4	76334883	76335283	+	1000	49.0	[7.43074]	[105]	[9.122182]	[105]	[76335088]	[76335088]
133_1442	chr5	37576096	37576496	+	1000	195.0	[8.355901]	[107]	[6.626151]	[142]	[37576297]	[37576332]
133_14420	chr4	83238393	83238793	+	796	49.0	[]	[]	[6.6381965]	[92]	[]	[83238585]
133_14421	chr4	84681491	84681891	+	1000	49.0	[14.173678, 14.173678]	[105, 120]	[11.842608, 11.842608]	[105, 120]	[84681690, 84681705]	[84681690, 84681705]
133_14425	chr4	126495098	126495498	+	1000	49.0	[10.2329445]	[152]	[]	[]	[126495345]	[]
133_14430	chr4	150570836	150571236	+	1000	49.0	[12.766095]	[93]	[]	[]	[150571026]	[]
133_14432	chr5	6632925	6633325	+	562	49.0	[10.311713]	[110]	[6.562315]	[110]	[6633120]	[6633120]
133_14433	chr5	10987938	10988338	+	1000	49.0	[11.842608]	[91]	[14.173678]	[91]	[10988125]	[10988125]
133_14435	chr5	34245893	34246293	+	1000	49.0	[11.842608, 6.159387]	[103, 119]	[14.173678, 8.045571]	[103, 119]	[34246082, 34246098]	[34246082, 34246098]
133_14437	chr5	85651778	85652178	+	879	49.0	[15.901753]	[118]	[8.538297]	[118]	[85651994]	[85651994]
133_1444	chr7	136245317	136245717	+	1000	195.0	[14.173678]	[61]	[11.842608]	[61]	[136245477]	[136245477]
133_14441	chr5	139198015	139198415	+	1000	49.0	[]	[]	[7.879267]	[66]	[]	[139198171]
133_14449	chr5	154038772	154039172	+	1000	49.0	[7.8886337]	[85]	[]	[]	[154038951]	[]
133_14454	chr6	5261196	5261596	+	968	49.0	[]	[]	[11.437455]	[130]	[]	[5261399]
133_14455	chr6	5645887	5646287	+	1000	49.0	[10.266372]	[101]	[12.597441]	[101]	[5646076]	[5646076]
133_14456	chr6	14066735	14067135	+	1000	49.0	[]	[]	[6.9710217]	[212]	[]	[14066976]
133_14462	chr6	28720366	28720766	+	1000	49.0	[]	[]	[12.55011]	[165]	[]	[28720540]
133_14467	chr6	31666630	31667030	+	1000	49.0	[]	[]	[6.410166]	[184]	[]	[31666861]
133_14474	chr6	42726609	42727009	+	1000	49.0	[9.136207]	[207]	[]	[]	[42726846]	[]
133_14476	chr6	43709278	43709678	+	1000	49.0	[10.243763]	[167]	[8.446286]	[167]	[43709523]	[43709523]
133_14478	chr6	43971102	43971502	+	1000	49.0	[10.243763]	[156]	[8.446286]	[156]	[43971332]	[43971332]
133_14485	chr6	118825672	118826072	+	1000	49.0	[9.136207]	[152]	[]	[]	[118825899]	[]
133_14486	chr6	125946276	125946676	+	1000	49.0	[]	[]	[7.1081047]	[154]	[]	[125946525]
133_14489	chr6	149711676	149712076	+	932	49.0	[10.869366]	[135]	[13.5706835]	[135]	[149711875]	[149711875]
133_14490	chr6	153002614	153003014	+	976	49.0	[6.136779]	[117]	[]	[]	[153002824]	[]
133_14497	chr6	163814420	163814820	+	1000	49.0	[11.842608]	[122]	[14.173678]	[122]	[163814639]	[163814639]
133_1450	chr15	55237473	55237873	+	1000	194.0	[]	[]	[10.039902]	[85]	[]	[55237644]
133_14503	chr7	29609162	29609562	+	736	49.0	[]	[]	[7.357935]	[124]	[]	[29609358]
133_14506	chr7	75694676	75695076	+	1000	49.0	[]	[]	[7.5900965, 7.1081047]	[112, 124]	[]	[75694864, 75694876]
133_14511	chr7	106449164	106449564	+	1000	49.0	[13.548076]	[107]	[6.7182117]	[107]	[106449366]	[106449366]
133_14513	chr7	108236898	108237298	+	1000	49.0	[]	[]	[6.410166]	[166]	[]	[108237080]
133_14514	chr7	120725365	120725765	+	1000	49.0	[6.52701]	[96]	[8.311827]	[96]	[120725543]	[120725543]
133_14518	chr7	134174714	134175114	+	1000	49.0	[8.858079]	[159]	[]	[]	[134174945]	[]
133_14525	chr7	148700103	148700503	+	1000	49.0	[]	[]	[9.708719]	[137]	[]	[148700317]
133_1453	chr2	102634752	102635152	+	1000	194.0	[11.842608]	[81]	[14.173678]	[81]	[102634923]	[102634923]
133_14531	chr8	9082083	9082483	+	1000	49.0	[8.232476]	[98]	[7.5888314]	[108]	[9082263]	[9082273]
133_14541	chr8	100501612	100502012	+	1000	49.0	[6.7182117]	[131]	[13.548076]	[131]	[100501838]	[100501838]
133_1455	chr6	7899591	7899991	+	1000	194.0	[9.288357]	[146]	[8.70695]	[146]	[7899836]	[7899836]
133_14554	chr9	112180266	112180666	+	855	49.0	[10.763187, 10.412417]	[126, 147]	[]	[]	[112180486, 112180507]	[]
133_14557	chr9	120839176	120839576	+	1000	49.0	[7.6114397, 7.6114397]	[142, 158]	[]	[]	[120839390, 120839406]	[]
133_14565	chr9	130818726	130819126	+	1000	49.0	[7.806082]	[101]	[]	[]	[130818888]	[]
133_14566	chr9	130849246	130849646	+	1000	49.0	[]	[]	[6.612033]	[91]	[]	[130849397]
133_14567	chr9	130881944	130882344	+	1000	49.0	[]	[]	[8.662755]	[120]	[]	[130882161]
133_14574	chrX	2629307	2629707	+	1000	49.0	[]	[]	[6.410166]	[122]	[]	[2629490]
133_14577	chrX	24005866	24006266	+	1000	49.0	[]	[]	[8.662755]	[182]	[]	[24006112]
133_14580	chrX	40479875	40480275	+	734	49.0	[7.7121196, 15.901753]	[116, 131]	[7.130713, 8.538297]	[116, 131]	[40480078, 40480093]	[40480078, 40480093]
133_14581	chrX	97309448	97309848	+	924	49.0	[10.218532, 7.5888314, 8.496579, 6.3513184]	[73, 108, 120, 142]	[6.612033]	[88]	[97309612, 97309647, 97309659, 97309681]	[97309627]
133_14582	chrX	152157030	152157430	+	968	49.0	[9.136207]	[82]	[]	[]	[152157204]	[]
133_14594	chr1	24952367	24952767	+	991	48.0	[10.869366]	[99]	[13.5706835]	[99]	[24952565]	[24952565]
133_14597	chr1	28091270	28091670	+	1000	48.0	[8.446286]	[197]	[10.243763]	[197]	[28091484]	[28091484]
133_146	chr1	204672402	204672802	+	1000	429.0	[]	[]	[7.4858007]	[80]	[]	[204672577]
133_1460	chr1	202076063	202076463	+	1000	193.0	[6.612033]	[131]	[]	[]	[202076288]	[]
133_14601	chr1	32248086	32248486	+	1000	48.0	[9.70938]	[184]	[6.1738005]	[184]	[32248301]	[32248301]
133_14603	chr1	44830959	44831359	+	1000	48.0	[10.243763]	[163]	[8.446286]	[163]	[44831183]	[44831183]
133_14606	chr1	52674682	52675082	+	1000	48.0	[8.588062]	[146]	[]	[]	[52674852]	[]
133_14612	chr1	93181258	93181658	+	1000	48.0	[]	[]	[9.158815]	[135]	[]	[93181463]
133_14618	chr1	150579366	150579766	+	1000	48.0	[6.52701]	[157]	[8.311827]	[157]	[150579583]	[150579583]
133_14622	chr1	155847824	155848224	+	1000	48.0	[6.7182117, 7.887462]	[93, 114]	[13.548076, 7.887462]	[93, 115]	[155848013, 155848034]	[155848013, 155848035]
133_14623	chr1	155911514	155911914	+	1000	48.0	[]	[]	[7.485917]	[108]	[]	[155911667]
133_14630	chr1	179365664	179366064	+	1000	48.0	[7.880774]	[111]	[]	[]	[179365845]	[]
133_1464	chr16	57976409	57976809	+	1000	193.0	[6.901222]	[56]	[]	[]	[57976563]	[]
133_14640	chr1	207052669	207053069	+	1000	48.0	[]	[]	[7.6114397]	[84]	[]	[207052836]
133_14646	chr1	225924059	225924459	+	835	48.0	[]	[]	[10.196432]	[105]	[]	[225924242]
133_1465	chr16	81624839	81625239	+	1000	193.0	[8.354226]	[141]	[]	[]	[81625079]	[]
133_14652	chr1	236311075	236311475	+	1000	48.0	[]	[]	[10.763187]	[166]	[]	[236311320]
133_14657	chr10	22087055	22087455	+	678	48.0	[]	[]	[6.881301]	[105]	[]	[22087233]
133_14662	chr10	42979267	42979667	+	1000	48.0	[11.842608]	[155]	[14.173678]	[155]	[42979513]	[42979513]
133_14670	chr10	73366866	73367266	+	1000	48.0	[]	[]	[8.490457]	[90]	[]	[73367038]
133_14672	chr10	75430253	75430653	+	1000	48.0	[11.842608]	[178]	[14.173678]	[178]	[75430497]	[75430497]
133_1468	chr2	58667265	58667665	+	1000	193.0	[15.901753]	[100]	[7.4986134, 8.538297]	[85, 100]	[58667463]	[58667448, 58667463]
133_14684	chr11	64998089	64998489	+	1000	48.0	[]	[]	[7.5209255]	[163]	[]	[64998286]
133_14685	chr11	67356766	67357166	+	1000	48.0	[10.022524]	[167]	[11.820001]	[167]	[67356984]	[67356984]
133_1469	chr2	90397604	90398004	+	1000	193.0	[]	[]	[6.190716]	[149]	[]	[90397810]
133_14697	chr12	45315531	45315931	+	1000	48.0	[]	[]	[6.612033]	[131]	[]	[45315752]
133_147	chr9	135421355	135421755	+	1000	429.0	[11.842608]	[119]	[9.029213, 14.173678]	[98, 119]	[135421569]	[135421548, 135421569]
133_14708	chr12	102425231	102425631	+	827	48.0	[10.869366]	[75]	[13.5706835]	[75]	[102425406]	[102425406]
133_14715	chr12	121794825	121795225	+	1000	48.0	[]	[]	[8.003814]	[174]	[]	[121795023]
133_14719	chr13	28538864	28539264	+	1000	48.0	[]	[]	[6.626151]	[63]	[]	[28539027]
133_14721	chr13	32538553	32538953	+	1000	48.0	[7.1081047]	[191]	[]	[]	[32538750]	[]
133_14723	chr13	95380581	95380981	+	1000	48.0	[10.869366]	[87]	[13.5706835]	[87]	[95380759]	[95380759]
133_14731	chr14	81005527	81005927	+	708	48.0	[8.538297]	[101]	[15.901753]	[101]	[81005718]	[81005718]
133_14734	chr15	37056125	37056525	+	715	48.0	[14.173678]	[69]	[11.842608]	[69]	[37056293]	[37056293]
133_14739	chr15	63200848	63201248	+	1000	48.0	[15.901753]	[118]	[8.538297]	[118]	[63201040]	[63201040]
133_1474	chr14	77918452	77918852	+	1000	192.0	[6.7182117, 13.5706835, 7.7121196]	[93, 108, 129]	[13.548076, 10.869366, 7.130713]	[93, 108, 129]	[77918629, 77918644, 77918665]	[77918629, 77918644, 77918665]
133_14740	chr15	63212098	63212498	+	1000	48.0	[]	[]	[12.55011]	[94]	[]	[63212274]
133_14745	chr15	78437390	78437790	+	1000	48.0	[]	[]	[8.232476]	[130]	[]	[78437577]
133_14750	chr16	3646175	3646575	+	1000	48.0	[6.957288, 11.842608]	[99, 114]	[7.57549, 11.03802, 14.173678]	[85, 99, 114]	[3646360, 3646375]	[3646346, 3646360, 3646375]
133_14752	chr16	4624284	4624684	+	956	48.0	[6.152699]	[186]	[]	[]	[4624495]	[]
133_14754	chr16	29679610	29680010	+	1000	48.0	[9.245797]	[137]	[]	[]	[29679827]	[]
133_14760	chr16	70346546	70346946	+	543	48.0	[6.914219, 7.9806437]	[85, 107]	[8.893384]	[107]	[70346727, 70346749]	[70346749]
133_14762	chr16	84730460	84730860	+	1000	48.0	[6.2452803]	[131]	[]	[]	[84730679]	[]
133_14767	chr17	27601758	27602158	+	1000	48.0	[]	[]	[8.11152]	[106]	[]	[27601909]
133_14768	chr17	28336196	28336596	+	1000	48.0	[11.842608]	[124]	[14.173678]	[124]	[28336406]	[28336406]
133_14769	chr17	28370188	28370588	+	785	48.0	[11.842608]	[146]	[14.173678]	[146]	[28370408]	[28370408]
133_1477	chr18	814503	814903	+	1000	192.0	[6.7911124]	[161]	[9.761809]	[161]	[814751]	[814751]
133_14770	chr17	30116689	30117089	+	1000	48.0	[]	[]	[7.3557024]	[80]	[]	[30116851]
133_14773	chr17	36111109	36111509	+	1000	48.0	[15.901753, 10.243763]	[143, 164]	[8.538297, 8.446286]	[143, 164]	[36111329, 36111350]	[36111329, 36111350]
133_14787	chr17	77233742	77234142	+	718	48.0	[]	[]	[7.4858007]	[98]	[]	[77233935]
133_14791	chr18	26059289	26059689	+	1000	48.0	[6.8668876]	[68]	[]	[]	[26059456]	[]
133_14799	chr19	11736650	11737050	+	978	48.0	[7.225411]	[147]	[]	[]	[11736831]	[]
133_148	chr10	11141532	11141932	+	1000	428.0	[6.612033]	[112]	[]	[]	[11141741]	[]
133_14801	chr19	18290194	18290594	+	1000	48.0	[9.122182]	[161]	[7.43074]	[161]	[18290432]	[18290432]
133_14804	chr19	29690891	29691291	+	893	48.0	[]	[]	[8.588062, 6.3577366]	[72, 89]	[]	[29691055, 29691072]
133_14813	chr19	48965801	48966201	+	1000	48.0	[]	[]	[10.412417]	[104]	[]	[48966005]
133_1482	chr5	42872837	42873237	+	1000	192.0	[8.045571]	[64]	[6.159387]	[64]	[42872996]	[42872996]
133_14821	chr2	69617740	69618140	+	1000	48.0	[]	[]	[9.029213]	[132]	[]	[69617948]
133_14822	chr2	74032696	74033096	+	1000	48.0	[7.8886337]	[136]	[]	[]	[74032873]	[]
133_1483	chr5	151015899	151016299	+	1000	192.0	[14.173678]	[122]	[11.842608]	[122]	[151016109]	[151016109]
133_14831	chr2	112272666	112273066	+	1000	48.0	[8.354226]	[150]	[]	[]	[112272896]	[]
133_14838	chr2	168998573	168998973	+	1000	48.0	[6.159387]	[69]	[8.045571]	[69]	[168998737]	[168998737]
133_14839	chr2	169038359	169038759	+	1000	48.0	[11.842608]	[151]	[14.173678]	[151]	[169038598]	[169038598]
133_14842	chr2	177332364	177332764	+	1000	48.0	[]	[]	[9.029213]	[155]	[]	[177332578]
133_14847	chr2	227511269	227511669	+	1000	48.0	[12.597441]	[114]	[10.266372]	[114]	[227511476]	[227511476]
133_14852	chr20	21325409	21325809	+	975	48.0	[14.173678]	[136]	[11.842608]	[136]	[21325633]	[21325633]
133_14853	chr20	22921846	22922246	+	824	48.0	[]	[]	[8.133142]	[113]	[]	[22922033]
133_1486	chrX	155334649	155335049	+	1000	192.0	[9.083777]	[139]	[8.858079]	[166]	[155334867]	[155334894]
133_14867	chr22	19945098	19945498	+	1000	48.0	[7.627919]	[130]	[]	[]	[19945288]	[]
133_1487	chr1	150561976	150562376	+	1000	191.0	[11.842608, 8.785794]	[103, 144]	[14.173678]	[103]	[150562171, 150562212]	[150562171]
133_14872	chr22	20946129	20946529	+	1000	48.0	[6.562315]	[111]	[10.311713, 6.604563]	[111, 188]	[20946283]	[20946283, 20946360]
133_14876	chr22	21703885	21704285	+	1000	48.0	[6.735589]	[68]	[]	[]	[21704036]	[]
133_14879	chr22	22082771	22083171	+	1000	48.0	[]	[]	[6.298889]	[146]	[]	[22083016]
133_14880	chr22	22158304	22158704	+	1000	48.0	[8.078578]	[182]	[8.432117]	[182]	[22158497]	[22158497]
133_14888	chr22	22985347	22985747	+	1000	48.0	[]	[]	[6.626151]	[109]	[]	[22985521]
133_14889	chr22	22997739	22998139	+	833	48.0	[7.4504957]	[133]	[]	[]	[22997924]	[]
133_14896	chr22	23225573	23225973	+	1000	48.0	[7.2698154]	[114]	[]	[]	[23225775]	[]
133_14903	chr3	24378323	24378723	+	1000	48.0	[10.266372]	[111]	[6.190716, 12.597441]	[95, 111]	[24378502]	[24378486, 24378502]
133_14907	chr3	45135914	45136314	+	1000	48.0	[8.446286]	[206]	[10.243763]	[206]	[45136153]	[45136153]
133_14909	chr3	46948035	46948435	+	1000	48.0	[7.6647887]	[176]	[]	[]	[46948250]	[]
133_14911	chr3	66991523	66991923	+	1000	48.0	[6.7911124]	[124]	[9.761809]	[124]	[66991735]	[66991735]
133_14912	chr3	72006844	72007244	+	580	48.0	[8.354226]	[68]	[]	[]	[72006998]	[]
133_14917	chr3	130462119	130462519	+	1000	48.0	[]	[]	[7.1081047]	[168]	[]	[130462353]
133_14918	chr3	131502808	131503208	+	859	48.0	[6.8599873]	[151]	[]	[]	[131503039]	[]
133_14919	chr3	139343799	139344199	+	1000	48.0	[6.8068504]	[78]	[]	[]	[139343960]	[]
133_14921	chr3	170154639	170155039	+	1000	48.0	[6.8068504]	[92]	[]	[]	[170154809]	[]
133_14928	chr3	194561546	194561946	+	1000	48.0	[6.7911124]	[99]	[9.761809]	[99]	[194561723]	[194561723]
133_14931	chr4	33649916	33650316	+	1000	48.0	[14.173678]	[126]	[11.842608]	[126]	[33650134]	[33650134]
133_14935	chr4	80005887	80006287	+	1000	48.0	[6.8668876]	[72]	[6.612033, 6.1571608]	[139, 160]	[80006042]	[80006109, 80006130]
133_14937	chr4	112153260	112153660	+	1000	48.0	[8.311827]	[114]	[6.52701]	[114]	[112153458]	[112153458]
133_1494	chr17	63433189	63433589	+	1000	191.0	[11.842608]	[127]	[14.173678]	[127]	[63433413]	[63433413]
133_14940	chr4	176291720	176292120	+	1000	48.0	[11.842608]	[89]	[14.173678]	[89]	[176291891]	[176291891]
133_14941	chr4	185394490	185394890	+	1000	48.0	[10.266372, 6.562315]	[118, 138]	[12.597441, 10.311713]	[118, 138]	[185394686, 185394706]	[185394686, 185394706]
133_14943	chr5	10595723	10596123	+	1000	48.0	[11.842608]	[125]	[14.173678]	[125]	[10595935]	[10595935]
133_14944	chr5	10607688	10608088	+	1000	48.0	[6.1738005]	[146]	[9.70938]	[146]	[10607916]	[10607916]
133_14945	chr5	16465531	16465931	+	1000	48.0	[6.3577366]	[183]	[]	[]	[16465757]	[]
133_14947	chr5	40052782	40053182	+	1000	48.0	[]	[]	[7.485917]	[95]	[]	[40052976]
133_14955	chr5	119315563	119315963	+	936	48.0	[8.858079, 6.7911124]	[66, 103]	[9.761809]	[103]	[119315718, 119315755]	[119315755]
133_14961	chr5	163434258	163434658	+	1000	48.0	[8.858079]	[124]	[]	[]	[163434421]	[]
133_14962	chr5	173703445	173703845	+	953	48.0	[]	[]	[7.864854]	[104]	[]	[173703639]
133_14967	chr6	3390688	3391088	+	1000	48.0	[9.083777, 7.231736]	[90, 157]	[6.6814346]	[157]	[3390864, 3390931]	[3390931]
133_14972	chr6	13815160	13815560	+	1000	48.0	[]	[]	[7.879267]	[112]	[]	[13815319]
133_14979	chr6	27532081	27532481	+	1000	48.0	[]	[]	[9.839595]	[190]	[]	[27532299]
133_1498	chr2	195368841	195369241	+	1000	191.0	[10.869366, 11.842608]	[97, 118]	[13.5706835, 14.173678]	[97, 118]	[195369033, 195369054]	[195369033, 195369054]
133_14985	chr6	31829775	31830175	+	1000	48.0	[]	[]	[6.3513184]	[144]	[]	[31829984]
133_1499	chr3	180860445	180860845	+	1000	191.0	[9.158815]	[117]	[]	[]	[180860662]	[]
133_14993	chr6	70164606	70165006	+	1000	48.0	[]	[]	[10.763187]	[64]	[]	[70164759]
133_14997	chr6	116468291	116468691	+	1000	48.0	[6.7182117]	[156]	[13.548076]	[156]	[116468530]	[116468530]
133_14999	chr6	119628328	119628728	+	1000	48.0	[7.7121196]	[105]	[8.214434, 7.130713]	[91, 105]	[119628509]	[119628495, 119628509]
133_150	chr12	64720830	64721230	+	1000	425.0	[8.446286]	[76]	[10.243763]	[76]	[64721004]	[64721004]
133_15000	chr6	126339816	126340216	+	1000	48.0	[6.279317]	[198]	[]	[]	[126340015]	[]
133_15002	chr6	131657650	131658050	+	1000	48.0	[]	[]	[8.40951]	[157]	[]	[131657841]
133_15003	chr6	134030066	134030466	+	847	48.0	[11.03802]	[82]	[6.957288]	[82]	[134030218]	[134030218]
133_15005	chr6	137955383	137955783	+	728	48.0	[8.735476]	[134]	[]	[]	[137955576]	[]
133_15007	chr6	139371504	139371904	+	1000	48.0	[10.243763]	[101]	[8.446286]	[101]	[139371701]	[139371701]
133_1501	chr6	15555476	15555876	+	1000	191.0	[14.173678, 7.419969]	[116, 136]	[11.842608]	[116]	[15555685, 15555705]	[15555685]
133_15010	chr6	157757441	157757841	+	1000	48.0	[9.288357]	[52]	[8.70695]	[52]	[157757593]	[157757593]
