#PeakID(python identify_motif.py ./ENCODE_processed_files/GABPA_idr.fa GABPA --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
0_13883	chr1	205679748	205680148	+	1000	58.0	[7.979851, 6.8708754]	[89, 100]	[]	[]	[205679915, 205679926]	[]
0_13884	chr1	207825798	207826198	+	1000	58.0	[]	[]	[6.506861]	[144]	[]	[207825994]
0_13885	chr1	209649350	209649750	+	1000	58.0	[11.110148, 10.782356]	[133, 169]	[]	[]	[209649519, 209649555]	[]
0_13888	chr1	245051495	245051895	+	1000	58.0	[]	[]	[7.865262]	[85]	[]	[245051663]
0_13889	chr10	4848394	4848794	+	1000	58.0	[6.9700384, 8.142416, 9.254243]	[97, 104, 145]	[]	[]	[4848590, 4848597, 4848638]	[]
0_1389	chr7	726443	726843	+	1000	568.0	[]	[]	[10.131039, 13.315012]	[73, 108]	[]	[726610, 726645]
0_13891	chr10	14671259	14671659	+	1000	58.0	[13.28716]	[69]	[13.397782]	[97]	[14671419]	[14671447]
0_13892	chr10	22017276	22017676	+	1000	58.0	[]	[]	[9.233524]	[154]	[]	[22017510]
0_13894	chr10	35194885	35195285	+	1000	58.0	[6.714703]	[154]	[]	[]	[35195132]	[]
0_13895	chr10	50326940	50327340	+	1000	58.0	[]	[]	[8.729895]	[196]	[]	[50327171]
0_13897	chr10	60313291	60313691	+	1000	58.0	[6.5993977, 9.254243]	[150, 235]	[8.656132]	[158]	[60313456, 60313541]	[60313464]
0_139	chr1	38012466	38012866	+	1000	773.0	[6.6557074, 11.96591, 8.324748]	[61, 82, 155]	[11.828538]	[116]	[38012623, 38012644, 38012717]	[38012678]
0_1390	chr13	46052547	46052947	+	1000	567.0	[]	[]	[9.157671]	[90]	[]	[46052729]
0_13901	chr10	73459886	73460286	+	1000	58.0	[]	[]	[12.1667385, 7.0195613]	[127, 144]	[]	[73460092, 73460109]
0_13902	chr10	74190162	74190562	+	1000	58.0	[14.337926]	[79]	[]	[]	[74190336]	[]
0_13906	chr10	125161284	125161684	+	1000	58.0	[9.8456745]	[180]	[]	[]	[125161496]	[]
0_13907	chr10	125567523	125567923	+	1000	58.0	[]	[]	[7.551757, 11.482137]	[63, 126]	[]	[125567675, 125567738]
0_13908	chr11	288963	289363	+	1000	58.0	[8.65132, 6.6204314]	[77, 110]	[]	[]	[289130, 289163]	[]
0_1391	chr15	84631247	84631647	+	1000	567.0	[10.056115]	[114]	[]	[]	[84631456]	[]
0_13913	chr11	102268406	102268806	+	1000	58.0	[7.606359]	[195]	[]	[]	[102268655]	[]
0_13914	chr11	117173034	117173434	+	1000	58.0	[]	[]	[6.89577]	[136]	[]	[117173259]
0_13915	chr11	123478288	123478688	+	1000	58.0	[10.186114]	[150]	[]	[]	[123478515]	[]
0_13916	chr11	124224605	124225005	+	1000	58.0	[8.787787, 6.506861]	[164, 167]	[]	[]	[124224810, 124224813]	[]
0_13919	chr12	27521045	27521445	+	1000	58.0	[14.337926]	[140]	[]	[]	[27521246]	[]
0_1392	chr16	2673348	2673748	+	1000	567.0	[8.08774]	[159]	[]	[]	[2673582]	[]
0_13920	chr12	47216297	47216697	+	1000	58.0	[]	[]	[10.381482]	[116]	[]	[47216491]
0_13921	chr12	47808041	47808441	+	1000	58.0	[]	[]	[8.919994]	[102]	[]	[47808222]
0_13923	chr12	55847937	55848337	+	1000	58.0	[8.268359, 8.76805, 14.504025]	[85, 110, 133]	[]	[]	[55848112, 55848137, 55848160]	[]
0_13924	chr12	57547090	57547490	+	1000	58.0	[]	[]	[6.5212226]	[127]	[]	[57547291]
0_13926	chr12	76936559	76936959	+	1000	58.0	[16.797768]	[131]	[]	[]	[76936775]	[]
0_13927	chr12	94049794	94050194	+	1000	58.0	[]	[]	[15.100268]	[113]	[]	[94049998]
0_13928	chr12	102421849	102422249	+	1000	58.0	[]	[]	[11.807504]	[94]	[]	[102422033]
0_13929	chr12	108838313	108838713	+	1000	58.0	[]	[]	[11.379836]	[148]	[]	[108838554]
0_1393	chr6	99568495	99568895	+	1000	567.0	[]	[]	[10.184014]	[73]	[]	[99568665]
0_13930	chr12	109900205	109900605	+	1000	58.0	[]	[]	[7.910182]	[143]	[]	[109900376]
0_13931	chr13	21139970	21140370	+	1000	58.0	[8.217527]	[111]	[]	[]	[21140180]	[]
0_13933	chr14	27673051	27673451	+	1000	58.0	[]	[]	[6.6312723]	[123]	[]	[27673273]
0_13934	chr14	50061731	50062131	+	1000	58.0	[11.379836]	[128]	[]	[]	[50061926]	[]
0_13935	chr14	51419708	51420108	+	1000	58.0	[12.640427, 12.640427, 12.640427, 12.640427]	[83, 114, 145, 176]	[]	[]	[51419863, 51419894, 51419925, 51419956]	[]
0_13938	chr14	75025084	75025484	+	1000	58.0	[12.187773]	[78]	[11.570496]	[141]	[75025258]	[75025321]
0_13939	chr14	100142286	100142686	+	1000	58.0	[]	[]	[6.9250326]	[116]	[]	[100142474]
0_1394	chr10	101588068	101588468	+	1000	566.0	[]	[]	[11.617513]	[109]	[]	[101588271]
0_13941	chr15	34582637	34583037	+	1000	58.0	[7.5106626]	[184]	[9.7343025]	[150]	[34582882]	[34582848]
0_13943	chr15	56783277	56783677	+	1000	58.0	[]	[]	[9.566729]	[102]	[]	[56783443]
0_13944	chr15	64566655	64567055	+	1000	58.0	[6.487413]	[113]	[]	[]	[64566868]	[]
0_13945	chr15	73823012	73823412	+	1000	58.0	[14.741034]	[114]	[]	[]	[73823217]	[]
0_13946	chr15	76337250	76337650	+	1000	58.0	[7.710133]	[184]	[7.4689865]	[135]	[76337457]	[76337408]
0_13948	chr15	89130228	89130628	+	1000	58.0	[10.650471]	[109]	[10.381482]	[90]	[89130426]	[89130407]
0_1395	chr17	38752423	38752823	+	1000	566.0	[10.402516, 9.093014]	[96, 136]	[]	[]	[38752611, 38752651]	[]
0_13950	chr16	2829977	2830377	+	1000	58.0	[7.300838, 11.230427]	[98, 162]	[6.704492, 11.10404]	[85, 139]	[2830142, 2830206]	[2830129, 2830183]
0_13953	chr16	19153837	19154237	+	1000	58.0	[8.593737]	[65]	[]	[]	[19153992]	[]
0_13954	chr16	25060881	25061281	+	1000	58.0	[8.480525]	[177]	[8.375894, 9.155027]	[188, 194]	[25061081]	[25061092, 25061098]
0_13957	chr16	89322329	89322729	+	1000	58.0	[]	[]	[14.337926]	[100]	[]	[89322520]
0_1396	chr2	27582827	27583227	+	1000	566.0	[7.300838]	[108]	[6.6482825, 10.402516]	[65, 125]	[27583032]	[27582989, 27583049]
0_13960	chr17	17415974	17416374	+	1000	58.0	[]	[]	[9.643549]	[172]	[]	[17416178]
0_13961	chr17	19304085	19304485	+	1000	58.0	[]	[]	[14.022644, 7.3352523, 7.851252]	[114, 136, 156]	[]	[19304283, 19304305, 19304325]
0_13965	chr17	42459134	42459534	+	1000	58.0	[7.488263]	[91]	[13.864238]	[112]	[42459310]	[42459331]
0_13967	chr17	45063160	45063560	+	1000	58.0	[]	[]	[11.828538, 11.341048]	[123, 136]	[]	[45063372, 45063385]
0_1397	chr2	108448908	108449308	+	1000	566.0	[]	[]	[10.402516]	[111]	[]	[108449116]
0_13972	chr17	64006687	64007087	+	1000	58.0	[]	[]	[8.284277]	[114]	[]	[64006891]
0_13973	chr17	65523341	65523741	+	1000	58.0	[14.022644]	[133]	[]	[]	[65523572]	[]
0_13974	chr17	68474313	68474713	+	1000	58.0	[]	[]	[10.827319]	[117]	[]	[68474501]
0_13975	chr17	74478617	74479017	+	1000	58.0	[6.64795]	[103]	[]	[]	[74478804]	[]
0_13976	chr17	77286608	77287008	+	1000	58.0	[10.186114]	[148]	[]	[]	[77286810]	[]
0_13978	chr17	81309231	81309631	+	1000	58.0	[11.543174]	[158]	[]	[]	[81309406]	[]
0_1398	chr5	154445748	154446148	+	1000	566.0	[7.9426746]	[109]	[]	[]	[154445956]	[]
0_13981	chr18	62187279	62187679	+	1000	58.0	[]	[]	[6.7438207, 6.825116]	[170, 198]	[]	[62187496, 62187524]
0_13982	chr19	789012	789412	+	1000	58.0	[7.083656]	[171]	[9.157671]	[118]	[789233]	[789180]
0_13984	chr19	1503319	1503719	+	1000	58.0	[]	[]	[8.108774]	[165]	[]	[1503562]
0_13985	chr19	3560468	3560868	+	1000	58.0	[6.7343373]	[212]	[8.016659]	[144]	[3560716]	[3560648]
0_13986	chr19	4831539	4831939	+	1000	58.0	[]	[]	[8.6276045]	[119]	[]	[4831740]
0_13989	chr19	11262386	11262786	+	1000	58.0	[7.5106626]	[112]	[]	[]	[11262546]	[]
0_1399	chr8	38176323	38176723	+	1000	566.0	[16.797768, 9.07987]	[80, 150]	[11.10404]	[105]	[38176503, 38176573]	[38176528]
0_13990	chr19	12544353	12544753	+	1000	58.0	[9.254243]	[95]	[]	[]	[12544513]	[]
0_13991	chr19	14795306	14795706	+	1000	58.0	[10.186114]	[167]	[10.144581]	[134]	[14795544]	[14795511]
0_13992	chr19	15463753	15464153	+	1000	58.0	[14.455669]	[91]	[]	[]	[15463932]	[]
0_13993	chr19	18022026	18022426	+	1000	58.0	[9.213668, 14.504025, 8.1455]	[119, 139, 147]	[]	[]	[18022234, 18022254, 18022262]	[]
0_13994	chr19	18428981	18429381	+	1000	58.0	[10.374664]	[167]	[]	[]	[18429210]	[]
0_13995	chr19	19081925	19082325	+	1000	58.0	[13.584]	[98]	[]	[]	[19082120]	[]
0_13996	chr19	19399941	19400341	+	1000	58.0	[13.315012]	[138]	[]	[]	[19400168]	[]
0_13997	chr19	29893718	29894118	+	1000	58.0	[8.761942]	[156]	[]	[]	[29893940]	[]
0_13999	chr19	45641455	45641855	+	1000	58.0	[6.8913064, 10.073393]	[63, 97]	[8.46734]	[127]	[45641606, 45641640]	[45641670]
0_14	chr11	61429896	61430296	+	1000	816.0	[]	[]	[11.02127]	[114]	[]	[61430103]
0_140	chr1	45687957	45688357	+	1000	773.0	[]	[]	[11.96591, 11.617513]	[99, 130]	[]	[45688154, 45688185]
0_1400	chr1	161399188	161399588	+	1000	565.0	[10.381482]	[101]	[7.4241676]	[69]	[161399379]	[161399347]
0_14001	chr19	48859207	48859607	+	1000	58.0	[]	[]	[6.941172, 7.0323954]	[56, 78]	[]	[48859360, 48859382]
0_14003	chr2	26701966	26702366	+	1000	58.0	[8.785288, 7.3897166]	[102, 143]	[]	[]	[26702166, 26702207]	[]
0_14006	chr2	58046998	58047398	+	1000	58.0	[]	[]	[8.0279255]	[90]	[]	[58047172]
0_14007	chr2	68319874	68320274	+	1000	58.0	[]	[]	[9.032381]	[121]	[]	[68320051]
0_14008	chr2	74406825	74407225	+	1000	58.0	[9.406396]	[120]	[13.077335]	[149]	[74407032]	[74407061]
0_14010	chr2	108652637	108653037	+	1000	58.0	[6.540387]	[154]	[]	[]	[108652882]	[]
0_14011	chr2	112692427	112692827	+	1000	58.0	[10.16484]	[115]	[]	[]	[112692611]	[]
0_14013	chr2	130380155	130380555	+	1000	58.0	[13.077335]	[86]	[]	[]	[130380332]	[]
0_14014	chr2	156436152	156436552	+	1000	58.0	[]	[]	[9.727931]	[74]	[]	[156436305]
0_14017	chr2	177161647	177162047	+	1000	58.0	[10.381482]	[148]	[]	[]	[177161888]	[]
0_14019	chr20	1467534	1467934	+	1000	58.0	[8.94816]	[112]	[]	[]	[1467737]	[]
0_1402	chr18	23452994	23453394	+	1000	565.0	[]	[]	[9.560779]	[83]	[]	[23453176]
0_14020	chr20	2236271	2236671	+	1000	58.0	[12.1667385]	[108]	[]	[]	[2236457]	[]
0_14021	chr20	17872336	17872736	+	1000	58.0	[]	[]	[6.6032543, 9.887399, 11.02127]	[100, 131, 148]	[]	[17872505, 17872536, 17872553]
0_14022	chr20	20267646	20268046	+	1000	58.0	[7.606359]	[138]	[13.397782]	[93]	[20267873]	[20267828]
0_14024	chr20	30505578	30505978	+	1000	58.0	[8.004411]	[83]	[]	[]	[30505757]	[]
0_14027	chr20	33720194	33720594	+	1000	58.0	[]	[]	[8.781155]	[178]	[]	[33720410]
0_14028	chr20	34363004	34363404	+	1000	58.0	[8.108774]	[174]	[]	[]	[34363228]	[]
0_14029	chr20	38158795	38159195	+	1000	58.0	[]	[]	[7.627393]	[138]	[]	[38159014]
0_1403	chr2	206159420	206159820	+	1000	565.0	[]	[]	[11.617513]	[80]	[]	[206159594]
0_14031	chr20	56832486	56832886	+	1000	58.0	[11.680546]	[130]	[10.617495]	[198]	[56832662]	[56832730]
0_14032	chr21	25696379	25696779	+	1000	58.0	[]	[]	[7.9426746]	[115]	[]	[25696582]
0_14033	chr21	33383239	33383639	+	1000	58.0	[]	[]	[8.1455]	[115]	[]	[33383399]
0_14034	chr21	33932034	33932434	+	1000	58.0	[8.480988]	[122]	[]	[]	[33932250]	[]
0_14036	chr21	44755180	44755580	+	1000	58.0	[10.381482]	[113]	[11.07903]	[66]	[44755389]	[44755342]
0_14037	chr21	45555959	45556359	+	1000	58.0	[]	[]	[7.6212845]	[107]	[]	[45556161]
0_14038	chr22	19632056	19632456	+	1000	58.0	[9.669839]	[94]	[]	[]	[19632249]	[]
0_1404	chr21	36989797	36990197	+	1000	565.0	[]	[]	[7.596274]	[71]	[]	[36989966]
0_14040	chr22	20155278	20155678	+	1000	58.0	[]	[]	[6.4754066]	[173]	[]	[20155498]
0_14041	chr22	22730420	22730820	+	1000	58.0	[]	[]	[8.936685]	[204]	[]	[22730671]
0_14044	chr22	23034967	23035367	+	1000	58.0	[11.089114, 12.161927]	[182, 248]	[]	[]	[23035150, 23035216]	[]
0_14045	chr22	23250234	23250634	+	1000	58.0	[]	[]	[7.599541]	[195]	[]	[23250462]
0_14047	chr22	46854190	46854590	+	1000	58.0	[8.556916, 16.797768]	[117, 164]	[]	[]	[46854379, 46854426]	[]
0_14049	chr3	4986833	4987233	+	1000	58.0	[6.9272175]	[198]	[]	[]	[4987045]	[]
0_1405	chr5	73498225	73498625	+	1000	565.0	[11.617513]	[107]	[11.8865]	[88]	[73498430]	[73498411]
0_14050	chr3	24641565	24641965	+	1000	58.0	[8.431836]	[121]	[14.741034]	[149]	[24641765]	[24641793]
0_14051	chr3	30606358	30606758	+	1000	58.0	[8.263244]	[125]	[]	[]	[30606556]	[]
0_14052	chr3	44441230	44441630	+	1000	58.0	[7.32774]	[167]	[]	[]	[44441436]	[]
0_14054	chr3	119638903	119639303	+	1000	58.0	[6.8715696]	[119]	[8.455303]	[78]	[119639100]	[119639059]
0_14055	chr3	122230180	122230580	+	1000	58.0	[7.300838]	[92]	[]	[]	[122230364]	[]
0_14057	chr3	140942523	140942923	+	1000	58.0	[8.08774]	[128]	[]	[]	[140942706]	[]
0_14058	chr3	177944140	177944540	+	1000	58.0	[13.584]	[111]	[16.797768, 8.440258]	[72, 141]	[177944349]	[177944310, 177944379]
0_14060	chr4	39182077	39182477	+	1000	58.0	[]	[]	[8.785288]	[131]	[]	[39182286]
0_14061	chr4	56958229	56958629	+	1000	58.0	[]	[]	[7.8741784]	[166]	[]	[56958474]
0_14062	chr4	95516757	95517157	+	1000	58.0	[]	[]	[8.166069]	[142]	[]	[95516992]
0_14063	chr4	139015445	139015845	+	1000	58.0	[10.325104]	[93]	[]	[]	[139015619]	[]
0_14066	chr5	1190847	1191247	+	1000	58.0	[]	[]	[6.75823, 13.885272]	[80, 138]	[]	[1191002, 1191060]
0_14067	chr5	38556689	38557089	+	1000	58.0	[6.8721423]	[90]	[]	[]	[38556852]	[]
0_14069	chr5	61575084	61575484	+	1000	58.0	[13.864238, 10.186114]	[97, 136]	[]	[]	[61575263, 61575302]	[]
0_1407	chr7	128739142	128739542	+	1000	565.0	[10.056115]	[104]	[]	[]	[128739341]	[]
0_14072	chr5	150058732	150059132	+	1000	58.0	[13.885272]	[132]	[]	[]	[150058952]	[]
0_14073	chr5	154940813	154941213	+	1000	58.0	[]	[]	[11.404396]	[146]	[]	[154941030]
0_14074	chr5	157217577	157217977	+	1000	58.0	[13.315012]	[162]	[]	[]	[157217803]	[]
0_14075	chr5	173717976	173718376	+	1000	58.0	[7.7140174]	[175]	[12.1667385]	[131]	[173718194]	[173718150]
0_14076	chr5	176647394	176647794	+	1000	58.0	[6.953869]	[146]	[]	[]	[176647634]	[]
0_14078	chr6	2726152	2726552	+	1000	58.0	[]	[]	[12.447291]	[128]	[]	[2726351]
0_14079	chr6	4381313	4381713	+	1000	58.0	[]	[]	[9.721299, 8.936685]	[99, 170]	[]	[4381477, 4381548]
0_1408	chrX	2630940	2631340	+	1000	565.0	[14.504025, 14.504025, 14.504025, 7.487201]	[120, 146, 174, 203]	[]	[]	[2631104, 2631130, 2631158, 2631187]	[]
0_14080	chr6	7108884	7109284	+	1000	58.0	[]	[]	[11.230427]	[93]	[]	[7109058]
0_14082	chr6	16769067	16769467	+	1000	58.0	[13.584, 6.5238447]	[100, 115]	[]	[]	[16769264, 16769279]	[]
0_14084	chr6	26123611	26124011	+	1000	58.0	[7.116778]	[171]	[]	[]	[26123848]	[]
0_14086	chr6	27127090	27127490	+	1000	58.0	[10.763748]	[188]	[]	[]	[27127334]	[]
0_14088	chr6	31727491	31727891	+	1000	58.0	[]	[]	[13.885272]	[120]	[]	[31727702]
0_14093	chr6	68025693	68026093	+	1000	58.0	[9.906846, 8.964536]	[101, 144]	[]	[]	[68025890, 68025933]	[]
0_14095	chr6	75749063	75749463	+	1000	58.0	[]	[]	[9.38153]	[174]	[]	[75749264]
0_14096	chr6	84667613	84668013	+	1000	58.0	[10.617495]	[120]	[]	[]	[84667819]	[]
0_14099	chr6	147222268	147222668	+	1000	58.0	[12.187773, 8.534726]	[127, 137]	[]	[]	[147222487, 147222497]	[]
0_1410	chr16	27268636	27269036	+	1000	564.0	[13.315012]	[110]	[]	[]	[27268845]	[]
0_14100	chr6	159694194	159694594	+	1000	58.0	[7.596274]	[136]	[]	[]	[159694414]	[]
0_14103	chr7	26234077	26234477	+	1000	58.0	[]	[]	[9.247562]	[159]	[]	[26234301]
0_14107	chr7	38215789	38216189	+	1000	58.0	[7.5785074]	[159]	[]	[]	[38216030]	[]
0_14110	chr7	76397415	76397815	+	1000	58.0	[]	[]	[11.379836]	[145]	[]	[76397629]
0_14111	chr7	76461694	76462094	+	1000	58.0	[]	[]	[9.804404]	[130]	[]	[76461924]
0_14112	chr7	86991908	86992308	+	1000	58.0	[]	[]	[10.353631, 6.7970214, 11.196773]	[98, 104, 127]	[]	[86992087, 86992093, 86992116]
0_14114	chr7	131586276	131586676	+	1000	58.0	[]	[]	[6.755474, 10.945063]	[89, 125]	[]	[131586459, 131586495]
0_14115	chr7	135939258	135939658	+	1000	58.0	[13.397782]	[173]	[]	[]	[135939497]	[]
0_14116	chr7	139916039	139916439	+	1000	58.0	[9.059215]	[140]	[]	[]	[139916216]	[]
0_14117	chr7	144811399	144811799	+	1000	58.0	[14.741034]	[117]	[]	[]	[144811610]	[]
0_14118	chr7	151591251	151591651	+	1000	58.0	[]	[]	[13.043534]	[80]	[]	[151591418]
0_14119	chr7	154776339	154776739	+	1000	58.0	[10.423121]	[143]	[14.455669]	[117]	[154776576]	[154776550]
0_1412	chr18	3247568	3247968	+	1000	564.0	[]	[]	[8.358616]	[147]	[]	[3247809]
0_14120	chr7	156895368	156895768	+	1000	58.0	[7.211052, 7.211052]	[116, 129]	[8.237886]	[170]	[156895552, 156895565]	[156895606]
0_14123	chr8	16456475	16456875	+	1000	58.0	[]	[]	[8.677165, 8.677165, 10.374664, 10.073393]	[188, 196, 217, 235]	[]	[16456677, 16456685, 16456706, 16456724]
0_14124	chr8	20273637	20274037	+	1000	58.0	[9.52895]	[171]	[]	[]	[20273872]	[]
0_14125	chr8	38793910	38794310	+	1000	58.0	[]	[]	[9.155027]	[103]	[]	[38794110]
0_14126	chr8	49401379	49401779	+	1000	58.0	[]	[]	[14.741034, 7.635565]	[78, 151]	[]	[49401549, 49401622]
0_14127	chr8	61731484	61731884	+	1000	58.0	[]	[]	[13.077335]	[146]	[]	[61731690]
0_14128	chr8	67342357	67342757	+	1000	58.0	[8.407518]	[166]	[]	[]	[67342600]	[]
0_1413	chr20	24992639	24993039	+	1000	564.0	[8.106905]	[87]	[]	[]	[24992820]	[]
0_14130	chr8	100212863	100213263	+	1000	58.0	[10.370024, 11.110148]	[111, 124]	[]	[]	[100213064, 100213077]	[]
0_14131	chr9	5839209	5839609	+	1000	58.0	[]	[]	[8.561428]	[96]	[]	[5839374]
0_14132	chr9	6413029	6413429	+	1000	58.0	[9.204437]	[115]	[]	[]	[6413232]	[]
0_14134	chr9	36966458	36966858	+	1000	58.0	[]	[]	[9.727931, 7.7623734]	[120, 134]	[]	[36966668, 36966682]
0_14135	chr9	38119025	38119425	+	1000	58.0	[11.828538, 10.184014]	[144, 150]	[]	[]	[38119254, 38119260]	[]
0_14136	chr9	70438605	70439005	+	1000	58.0	[7.362634]	[82]	[6.490965, 11.8865, 10.827319]	[113, 122, 136]	[70438762]	[70438793, 70438802, 70438816]
0_14137	chr9	71638618	71639018	+	1000	58.0	[12.1667385, 6.6271505]	[72, 90]	[6.757543]	[120]	[71638784, 71638802]	[71638832]
0_14138	chr9	93431706	93432106	+	1000	58.0	[14.337926, 9.1883955]	[131, 157]	[]	[]	[93431920, 93431946]	[]
0_14139	chr9	98182228	98182628	+	1000	58.0	[11.230427]	[125]	[]	[]	[98182426]	[]
0_1414	chr5	149551446	149551846	+	1000	564.0	[13.315012]	[86]	[]	[]	[149551624]	[]
0_14140	chr9	99301751	99302151	+	1000	58.0	[]	[]	[7.32774]	[154]	[]	[99301994]
0_14141	chr9	105127884	105128284	+	1000	58.0	[15.100268]	[136]	[8.324748]	[155]	[105128103]	[105128122]
0_14142	chr9	121105474	121105874	+	1000	58.0	[]	[]	[9.513762, 13.885272, 7.330335]	[101, 140, 175]	[]	[121105651, 121105690, 121105725]
0_14145	chr9	133027165	133027565	+	1000	58.0	[16.797768]	[83]	[]	[]	[133027332]	[]
0_14146	chrX	68433220	68433620	+	1000	58.0	[8.455303]	[107]	[]	[]	[68433373]	[]
0_14147	chrX	119693024	119693424	+	1000	58.0	[]	[]	[9.076296]	[122]	[]	[119693188]
0_14148	chrX	152958762	152959162	+	1000	58.0	[12.1667385, 6.93056]	[78, 97]	[6.8402514]	[115]	[152958937, 152958956]	[152958974]
0_14149	chrX	155893630	155894030	+	1000	58.0	[]	[]	[13.584]	[156]	[]	[155893878]
0_1415	chr1	23743215	23743615	+	1000	563.0	[]	[]	[7.5106626]	[78]	[]	[23743388]
0_14150	chr1	8712692	8713092	+	1000	57.0	[]	[]	[8.169939, 14.337926]	[88, 114]	[]	[8712847, 8712873]
0_14153	chr1	12618967	12619367	+	1000	57.0	[]	[]	[12.640427]	[103]	[]	[12619149]
0_14154	chr1	14881987	14882387	+	1000	57.0	[6.7648544]	[78]	[16.797768]	[117]	[14882143]	[14882182]
0_14156	chr1	27525487	27525887	+	1000	57.0	[]	[]	[7.8698606, 8.375894]	[117, 152]	[]	[27525668, 27525703]
0_1416	chr17	75393785	75394185	+	1000	563.0	[13.885272, 8.486515]	[118, 124]	[]	[]	[75394002, 75394008]	[]
0_14160	chr1	40066973	40067373	+	1000	57.0	[]	[]	[8.348509, 12.1667385]	[124, 139]	[]	[40067188, 40067203]
0_14161	chr1	41241225	41241625	+	1000	57.0	[6.651009]	[97]	[]	[]	[41241383]	[]
0_14162	chr1	41738935	41739335	+	1000	57.0	[7.5374146]	[90]	[]	[]	[41739112]	[]
0_14163	chr1	41895531	41895931	+	1000	57.0	[]	[]	[15.100268, 8.028062]	[110, 130]	[]	[41895720, 41895740]
0_14165	chr1	63367393	63367793	+	1000	57.0	[8.533577]	[176]	[]	[]	[63367635]	[]
0_14166	chr1	84271343	84271743	+	1000	57.0	[7.6212845]	[147]	[]	[]	[84271571]	[]
0_14168	chr1	93025627	93026027	+	1000	57.0	[]	[]	[13.584]	[75]	[]	[93025787]
0_14169	chr1	151057686	151058086	+	1000	57.0	[]	[]	[8.670533]	[65]	[]	[151057851]
0_1417	chr3	196503598	196503998	+	1000	563.0	[8.561428]	[158]	[]	[]	[196503848]	[]
0_14172	chr1	169371405	169371805	+	1000	57.0	[11.482137, 11.543174]	[78, 131]	[]	[]	[169371570, 169371623]	[]
0_14173	chr1	178506556	178506956	+	1000	57.0	[]	[]	[8.358616, 8.707014]	[146, 156]	[]	[178506776, 178506786]
0_14174	chr1	182171159	182171559	+	1000	57.0	[6.613799, 16.797768]	[81, 153]	[]	[]	[182171329, 182171401]	[]
0_14177	chr1	206766235	206766635	+	1000	57.0	[11.8865, 7.0370817]	[112, 116]	[]	[]	[206766442, 206766446]	[]
0_14178	chr1	224592938	224593338	+	1000	57.0	[12.067523, 11.828538]	[105, 132]	[]	[]	[224593105, 224593132]	[]
0_14179	chr1	229888665	229889065	+	1000	57.0	[10.972914]	[130]	[]	[]	[229888875]	[]
0_1418	chr5	75716927	75717327	+	1000	563.0	[13.885272, 11.700283]	[102, 108]	[]	[]	[75717121, 75717127]	[]
0_14181	chr10	13349928	13350328	+	1000	57.0	[8.787787]	[95]	[]	[]	[13350120]	[]
0_14182	chr10	15146307	15146707	+	1000	57.0	[15.100268, 11.230427]	[112, 155]	[10.402516]	[94]	[15146510, 15146553]	[15146492]
0_14183	chr10	31977396	31977796	+	1000	57.0	[14.455669, 11.527266]	[67, 88]	[]	[]	[31977562, 31977583]	[]
0_14184	chr10	33126095	33126495	+	1000	57.0	[13.077335]	[146]	[]	[]	[33126338]	[]
0_14185	chr10	48924953	48925353	+	1000	57.0	[]	[]	[10.650471]	[66]	[]	[48925105]
0_14186	chr10	79048195	79048595	+	1000	57.0	[]	[]	[10.464252, 7.551757]	[100, 124]	[]	[79048370, 79048394]
0_14188	chr10	90931100	90931500	+	1000	57.0	[]	[]	[6.8194566]	[83]	[]	[90931278]
0_14189	chr10	92689649	92690049	+	1000	57.0	[]	[]	[11.589661]	[145]	[]	[92689854]
0_1419	chr5	140557280	140557680	+	1000	563.0	[10.402516, 8.08774]	[79, 109]	[]	[]	[140557456, 140557486]	[]
0_14191	chr10	110074355	110074755	+	1000	57.0	[10.650471]	[140]	[]	[]	[110074569]	[]
0_14194	chr11	3903471	3903871	+	1000	57.0	[14.337926]	[108]	[6.812929]	[87]	[3903679]	[3903658]
0_14197	chr11	34105382	34105782	+	1000	57.0	[6.487505, 9.704732]	[177, 191]	[]	[]	[34105614, 34105628]	[]
0_142	chr7	100081541	100081941	+	1000	773.0	[7.7623734]	[109]	[7.759146]	[88]	[100081749]	[100081728]
0_1420	chr5	173887961	173888361	+	1000	563.0	[8.65132]	[137]	[]	[]	[173888190]	[]
0_14202	chr11	61756446	61756846	+	1000	57.0	[]	[]	[15.100268]	[88]	[]	[61756631]
0_14203	chr11	63813885	63814285	+	1000	57.0	[7.5729284]	[115]	[]	[]	[63814080]	[]
0_14204	chr11	65290858	65291258	+	1000	57.0	[8.134997]	[155]	[11.10404, 11.617513]	[102, 118]	[65291105]	[65291052, 65291068]
0_14206	chr11	75214336	75214736	+	1000	57.0	[]	[]	[8.33162]	[152]	[]	[75214578]
0_1421	chr1	23691632	23692032	+	1000	562.0	[11.700283]	[78]	[]	[]	[23691806]	[]
0_14210	chr11	119441173	119441573	+	1000	57.0	[12.447291]	[136]	[]	[]	[119441395]	[]
0_14211	chr11	119591832	119592232	+	1000	57.0	[]	[]	[13.077335]	[179]	[]	[119592049]
0_14212	chr11	126211436	126211836	+	1000	57.0	[]	[]	[7.7796507]	[126]	[]	[126211643]
0_14213	chr12	2984255	2984655	+	1000	57.0	[]	[]	[13.077335]	[112]	[]	[2984459]
