#PeakID(python identify_motif.py ./ENCODE_processed_files/RUNX1_idr.fa RUNX1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
39_20182	chr1	154972941	154973341	+	1000	30.0	[]	[]	[7.7944894]	[203]	[]	[154973165]
39_20195	chr1	158732002	158732402	+	1000	30.0	[7.397283]	[186]	[]	[]	[158732222]	[]
39_20196	chr1	159076824	159077224	+	1000	30.0	[]	[]	[7.151105]	[160]	[]	[159077049]
39_20199	chr1	161439918	161440318	+	1000	30.0	[]	[]	[10.370103]	[150]	[]	[161440109]
39_202	chr10	17425800	17426200	+	1000	133.0	[7.7944894]	[138]	[]	[]	[17426026]	[]
39_20203	chr1	165924746	165925146	+	949	30.0	[]	[]	[8.017088]	[159]	[]	[165924946]
39_20205	chr1	167601293	167601693	+	1000	30.0	[]	[]	[12.064187]	[111]	[]	[167601496]
39_20208	chr1	167826230	167826630	+	1000	30.0	[7.748347]	[111]	[]	[]	[167826421]	[]
39_20213	chr1	174204702	174205102	+	1000	30.0	[7.151105]	[107]	[]	[]	[174204864]	[]
39_20220	chr1	193068008	193068408	+	1000	30.0	[7.2151175]	[96]	[]	[]	[193068180]	[]
39_20221	chr1	200638677	200639077	+	1000	30.0	[12.064187]	[94]	[]	[]	[200638868]	[]
39_20231	chr1	202237087	202237487	+	1000	30.0	[7.151105]	[191]	[]	[]	[202237322]	[]
39_20249	chr1	207499518	207499918	+	708	30.0	[7.748347, 7.3683157]	[110, 115]	[]	[]	[207499714, 207499719]	[]
39_20257	chr1	212434032	212434432	+	1000	30.0	[]	[]	[7.748347]	[170]	[]	[212434242]
39_20260	chr1	223870607	223871007	+	834	30.0	[]	[]	[8.260495]	[149]	[]	[223870762]
39_20263	chr1	227848512	227848912	+	909	30.0	[12.064187]	[149]	[7.7944894]	[96]	[227848744]	[227848691]
39_20266	chr1	229199944	229200344	+	1000	30.0	[]	[]	[10.370103]	[148]	[]	[229200124]
39_20272	chr1	235127785	235128185	+	999	30.0	[]	[]	[8.017088]	[158]	[]	[235128014]
39_20283	chr10	5888379	5888779	+	1000	30.0	[8.329008]	[166]	[]	[]	[5888557]	[]
39_20287	chr10	11737650	11738050	+	1000	30.0	[8.892592]	[155]	[]	[]	[11737891]	[]
39_20300	chr10	28849818	28850218	+	1000	30.0	[]	[]	[10.370103]	[111]	[]	[28850013]
39_20302	chr10	31929310	31929710	+	1000	30.0	[7.2151175]	[103]	[8.892592]	[64]	[31929506]	[31929467]
39_20305	chr10	46527235	46527635	+	589	30.0	[]	[]	[10.586677, 8.909202, 12.064187]	[153, 171, 185]	[]	[46527426, 46527444, 46527458]
39_20308	chr10	48289610	48290010	+	1000	30.0	[]	[]	[10.586677]	[209]	[]	[48289828]
39_20317	chr10	70575410	70575810	+	967	30.0	[]	[]	[9.738007]	[112]	[]	[70575583]
39_20324	chr10	72799945	72800345	+	905	30.0	[]	[]	[7.151105]	[156]	[]	[72800181]
39_20329	chr10	77890167	77890567	+	979	30.0	[8.892592]	[109]	[8.892592]	[112]	[77890359]	[77890362]
39_20332	chr10	79177429	79177829	+	598	30.0	[8.892592]	[119]	[7.151105]	[136]	[79177643]	[79177660]
39_20334	chr10	79413191	79413591	+	1000	30.0	[10.586677]	[187]	[]	[]	[79413424]	[]
39_20340	chr10	102478877	102479277	+	1000	30.0	[8.329008]	[92]	[]	[]	[102479040]	[]
39_20357	chr11	3058618	3059018	+	1000	30.0	[]	[]	[8.892592]	[161]	[]	[3058855]
39_20365	chr11	15579956	15580356	+	1000	30.0	[8.892592]	[125]	[]	[]	[15580131]	[]
39_20376	chr11	46529238	46529638	+	885	30.0	[9.738007]	[104]	[]	[]	[46529418]	[]
39_20385	chr11	64762126	64762526	+	1000	30.0	[]	[]	[7.151105]	[124]	[]	[64762285]
39_20389	chr11	65468821	65469221	+	1000	30.0	[10.586677]	[105]	[]	[]	[65469024]	[]
39_20391	chr11	65903139	65903539	+	1000	30.0	[10.370103]	[154]	[]	[]	[65903347]	[]
39_20402	chr11	75767059	75767459	+	1000	30.0	[]	[]	[10.586677]	[141]	[]	[75767248]
39_20403	chr11	76733933	76734333	+	1000	30.0	[8.260495]	[143]	[]	[]	[76734171]	[]
39_20404	chr11	77091141	77091541	+	1000	30.0	[8.909202]	[115]	[]	[]	[77091345]	[]
39_20405	chr11	86146955	86147355	+	1000	30.0	[10.586677]	[109]	[]	[]	[86147108]	[]
39_20410	chr11	118005070	118005470	+	1000	30.0	[]	[]	[10.586677]	[119]	[]	[118005266]
39_20411	chr11	119338284	119338684	+	811	30.0	[10.586677]	[98]	[]	[]	[119338478]	[]
39_20415	chr12	1566709	1567109	+	1000	30.0	[]	[]	[7.7944894]	[88]	[]	[1566889]
39_2042	chr7	10707505	10707905	+	1000	62.0	[7.151105]	[80]	[]	[]	[10707668]	[]
39_20436	chr12	52083447	52083847	+	993	30.0	[8.260495]	[100]	[]	[]	[52083604]	[]
39_20449	chr12	62250695	62251095	+	650	30.0	[7.748347]	[94]	[]	[]	[62250876]	[]
39_2045	chr7	48084932	48085332	+	1000	62.0	[8.329008]	[130]	[8.329008]	[78]	[48085153]	[48085101]
39_20450	chr12	74171498	74171898	+	843	30.0	[]	[]	[8.329008]	[132]	[]	[74171680]
39_20459	chr12	106942717	106943117	+	1000	30.0	[9.738007]	[159]	[]	[]	[106942878]	[]
39_20461	chr12	108119141	108119541	+	1000	30.0	[]	[]	[7.748347, 8.329008]	[125, 170]	[]	[108119320, 108119365]
39_20462	chr12	108612110	108612510	+	1000	30.0	[]	[]	[8.329008]	[141]	[]	[108612340]
39_20465	chr12	111185325	111185725	+	999	30.0	[]	[]	[9.738007]	[103]	[]	[111185508]
39_20469	chr12	116359009	116359409	+	1000	30.0	[8.260495]	[170]	[]	[]	[116359252]	[]
39_20471	chr12	120117253	120117653	+	1000	30.0	[]	[]	[8.260495]	[89]	[]	[120117436]
39_20472	chr12	120118244	120118644	+	951	30.0	[8.329008]	[112]	[]	[]	[120118420]	[]
39_20476	chr12	122021802	122022202	+	1000	30.0	[8.892592]	[212]	[]	[]	[122022022]	[]
39_20481	chr12	124636200	124636600	+	1000	30.0	[]	[]	[8.892592]	[168]	[]	[124636427]
39_20482	chr12	124927072	124927472	+	1000	30.0	[7.2151175]	[101]	[12.064187, 7.748347]	[126, 134]	[124927227]	[124927252, 124927260]
39_20506	chr13	93358052	93358452	+	804	30.0	[8.329008]	[137]	[]	[]	[93358244]	[]
39_20521	chr14	35367256	35367656	+	627	30.0	[8.892592]	[172]	[]	[]	[35367488]	[]
39_20522	chr14	59398787	59399187	+	1000	30.0	[]	[]	[7.2151175]	[66]	[]	[59398941]
39_20529	chr14	90806139	90806539	+	1000	30.0	[]	[]	[7.748347]	[225]	[]	[90806388]
39_20534	chr15	36883660	36884060	+	1000	30.0	[7.151105]	[115]	[]	[]	[36883874]	[]
39_20539	chr15	41492600	41493000	+	1000	30.0	[7.2151175]	[106]	[]	[]	[41492780]	[]
39_20547	chr15	63203754	63204154	+	1000	30.0	[8.044104]	[94]	[]	[]	[63203946]	[]
39_20548	chr15	63497775	63498175	+	671	30.0	[10.370103]	[79]	[]	[]	[63497928]	[]
39_20549	chr15	63522128	63522528	+	1000	30.0	[]	[]	[8.892592]	[164]	[]	[63522303]
39_2055	chr9	130985004	130985404	+	1000	62.0	[]	[]	[8.044104, 8.892592]	[112, 124]	[]	[130985190, 130985202]
39_20552	chr15	67119060	67119460	+	977	30.0	[8.017088]	[174]	[]	[]	[67119281]	[]
39_20553	chr15	68559545	68559945	+	1000	30.0	[7.7944894]	[92]	[]	[]	[68559700]	[]
39_20555	chr15	74987972	74988372	+	1000	30.0	[8.260495]	[173]	[]	[]	[74988215]	[]
39_20568	chr15	90841898	90842298	+	870	30.0	[]	[]	[9.738007]	[109]	[]	[90842100]
39_20576	chr16	1992466	1992866	+	1000	30.0	[12.064187]	[116]	[]	[]	[1992651]	[]
39_20578	chr16	3182533	3182933	+	1000	30.0	[8.892592]	[119]	[10.370103]	[87]	[3182735]	[3182703]
39_20581	chr16	3642660	3643060	+	1000	30.0	[8.892592]	[132]	[]	[]	[3642811]	[]
39_20583	chr16	9068407	9068807	+	1000	30.0	[]	[]	[10.370103, 8.329008]	[78, 112]	[]	[9068578, 9068612]
39_2059	chr9	136237860	136238260	+	1000	62.0	[]	[]	[12.064187, 8.017088]	[92, 135]	[]	[136238045, 136238088]
39_20599	chr16	30381417	30381817	+	1000	30.0	[]	[]	[7.151105]	[121]	[]	[30381624]
39_20624	chr16	84607780	84608180	+	1000	30.0	[]	[]	[7.151105]	[191]	[]	[84608002]
39_20626	chr16	84929803	84930203	+	1000	30.0	[7.7944894]	[158]	[]	[]	[84930041]	[]
39_2063	chr1	12528538	12528938	+	1000	61.0	[]	[]	[8.892592]	[68]	[]	[12528693]
39_20633	chr16	85687116	85687516	+	1000	30.0	[7.397283]	[134]	[]	[]	[85687274]	[]
39_20637	chr16	88472704	88473104	+	1000	30.0	[9.738007]	[76]	[]	[]	[88472862]	[]
39_20642	chr16	89026133	89026533	+	983	30.0	[8.909202]	[193]	[]	[]	[89026356]	[]
39_20670	chr17	29589856	29590256	+	1000	30.0	[7.748347]	[71]	[]	[]	[29590024]	[]
39_20681	chr17	38349078	38349478	+	1000	30.0	[]	[]	[9.738007]	[92]	[]	[38349261]
39_20684	chr17	41510329	41510729	+	1000	30.0	[]	[]	[8.260495]	[137]	[]	[41510553]
39_20685	chr17	41633414	41633814	+	963	30.0	[8.329008, 8.329008, 8.329008]	[71, 105, 116]	[]	[]	[41633576, 41633610, 41633621]	[]
39_2069	chr1	94634947	94635347	+	1000	61.0	[12.064187]	[64]	[7.748347]	[105]	[94635102]	[94635143]
39_20693	chr17	43019299	43019699	+	1000	30.0	[10.586677, 8.017088]	[132, 152]	[]	[]	[43019493, 43019513]	[]
39_20703	chr17	45951922	45952322	+	1000	30.0	[9.738007, 8.017088]	[70, 129]	[]	[]	[45952088, 45952147]	[]
39_20704	chr17	46102219	46102619	+	1000	30.0	[8.017088, 7.7944894]	[195, 212]	[]	[]	[46102421, 46102438]	[]
39_20706	chr17	47208634	47209034	+	1000	30.0	[9.738007]	[120]	[]	[]	[47208849]	[]
39_2071	chr1	150487019	150487419	+	1000	61.0	[]	[]	[7.397283]	[152]	[]	[150487260]
39_20718	chr17	56913230	56913630	+	1000	30.0	[7.2151175]	[133]	[]	[]	[56913457]	[]
39_20722	chr17	59331475	59331875	+	1000	30.0	[10.370103]	[183]	[]	[]	[59331712]	[]
39_20727	chr17	67779190	67779590	+	1000	30.0	[]	[]	[7.7944894, 7.748347]	[91, 187]	[]	[67779341, 67779437]
39_20732	chr17	75125179	75125579	+	1000	30.0	[8.044104]	[162]	[]	[]	[75125430]	[]
39_20733	chr17	75323032	75323432	+	1000	30.0	[]	[]	[7.3683157]	[89]	[]	[75323214]
39_20734	chr17	75632994	75633394	+	1000	30.0	[]	[]	[10.586677]	[202]	[]	[75633222]
39_20745	chr17	78315284	78315684	+	1000	30.0	[7.7944894]	[164]	[]	[]	[78315507]	[]
39_20765	chr18	3617490	3617890	+	1000	30.0	[]	[]	[7.2151175, 8.017088]	[118, 142]	[]	[3617692, 3617716]
39_20769	chr18	9032538	9032938	+	767	30.0	[8.017088]	[94]	[]	[]	[9032724]	[]
39_20774	chr18	21956008	21956408	+	738	30.0	[12.064187]	[67]	[]	[]	[21956172]	[]
39_20781	chr19	664842	665242	+	1000	30.0	[]	[]	[7.7944894]	[148]	[]	[665082]
39_20795	chr19	3185656	3186056	+	1000	30.0	[]	[]	[8.260495]	[134]	[]	[3185882]
39_20796	chr19	3194343	3194743	+	1000	30.0	[]	[]	[8.892592]	[82]	[]	[3194496]
39_20797	chr19	3471973	3472373	+	867	30.0	[8.260495]	[139]	[]	[]	[3472179]	[]
39_20798	chr19	3608702	3609102	+	801	30.0	[8.502309]	[114]	[]	[]	[3608893]	[]
39_20799	chr19	3683456	3683856	+	1000	30.0	[]	[]	[8.329008]	[159]	[]	[3683683]
39_208	chr12	121649872	121650272	+	1000	132.0	[]	[]	[9.738007, 12.064187, 7.7944894]	[70, 115, 124]	[]	[121650034, 121650079, 121650088]
39_2080	chr11	87000371	87000771	+	1000	61.0	[]	[]	[8.260495]	[114]	[]	[87000558]
39_20805	chr19	5170236	5170636	+	1000	30.0	[10.370103]	[103]	[]	[]	[5170420]	[]
39_20811	chr19	6862716	6863116	+	1000	30.0	[]	[]	[10.370103]	[111]	[]	[6862907]
39_20815	chr19	10332242	10332642	+	1000	30.0	[7.7944894]	[201]	[]	[]	[10332489]	[]
39_20818	chr19	11126022	11126422	+	1000	30.0	[9.738007]	[133]	[]	[]	[11126249]	[]
39_20821	chr19	13958594	13958994	+	1000	30.0	[7.748347]	[176]	[]	[]	[13958784]	[]
39_2084	chr12	1304276	1304676	+	1000	61.0	[8.044104]	[136]	[]	[]	[1304483]	[]
39_20840	chr19	29645870	29646270	+	1000	30.0	[]	[]	[12.064187]	[102]	[]	[29646067]
39_20841	chr19	32421879	32422279	+	1000	30.0	[]	[]	[7.2151175]	[124]	[]	[32422087]
39_20842	chr19	34428922	34429322	+	1000	30.0	[7.7944894]	[202]	[]	[]	[34429138]	[]
39_20847	chr19	35315776	35316176	+	1000	30.0	[8.892592]	[228]	[]	[]	[35316012]	[]
39_20866	chr19	42433679	42434079	+	1000	30.0	[8.892592]	[77]	[]	[]	[42433839]	[]
39_2088	chr12	122097874	122098274	+	1000	61.0	[7.151105]	[174]	[]	[]	[122098116]	[]
39_20881	chr19	49850260	49850660	+	1000	30.0	[]	[]	[7.397283]	[117]	[]	[49850435]
39_20885	chr19	50922245	50922645	+	1000	30.0	[8.260495]	[143]	[]	[]	[50922474]	[]
39_20886	chr19	51395322	51395722	+	1000	30.0	[]	[]	[7.2151175]	[83]	[]	[51395500]
39_20897	chr19	55639073	55639473	+	1000	30.0	[8.329008]	[213]	[]	[]	[55639308]	[]
39_2090	chr15	45048722	45049122	+	1000	61.0	[]	[]	[7.151105]	[135]	[]	[45048947]
39_20900	chr19	58361736	58362136	+	1000	30.0	[8.329008]	[63]	[]	[]	[58361890]	[]
39_20901	chr1_KI270713v1_random	15291	15691	+	1000	30.0	[8.329008]	[86]	[]	[]	[15451]	[]
39_20904	chr2	3303516	3303916	+	963	30.0	[]	[]	[10.370103]	[61]	[]	[3303673]
39_20906	chr2	10271452	10271852	+	599	30.0	[]	[]	[8.260495]	[215]	[]	[10271683]
39_20917	chr2	25210210	25210610	+	1000	30.0	[9.738007]	[93]	[8.329008]	[60]	[25210399]	[25210366]
39_20918	chr2	25951005	25951405	+	1000	30.0	[]	[]	[10.370103]	[121]	[]	[25951195]
39_20919	chr2	26246751	26247151	+	1000	30.0	[12.064187]	[143]	[]	[]	[26246982]	[]
39_20924	chr2	42464605	42465005	+	1000	30.0	[7.397283]	[173]	[]	[]	[42464845]	[]
39_20949	chr2	96817146	96817546	+	1000	30.0	[]	[]	[8.892592]	[76]	[]	[96817310]
39_20950	chr2	96860037	96860437	+	578	30.0	[]	[]	[7.2151175]	[161]	[]	[96860266]
39_20955	chr2	98034694	98035094	+	995	30.0	[7.7944894]	[105]	[]	[]	[98034892]	[]
39_20958	chr2	105641402	105641802	+	1000	30.0	[8.329008]	[131]	[]	[]	[105641589]	[]
39_20973	chr2	151767367	151767767	+	743	30.0	[10.370103]	[124]	[]	[]	[151767589]	[]
39_20978	chr2	158359813	158360213	+	959	30.0	[]	[]	[12.064187]	[197]	[]	[158360051]
39_20979	chr2	159124189	159124589	+	1000	30.0	[10.586677]	[162]	[]	[]	[159124385]	[]
39_20989	chr2	183195981	183196381	+	1000	30.0	[7.397283]	[152]	[]	[]	[183196158]	[]
39_2099	chr17	75346950	75347350	+	1000	61.0	[12.064187]	[112]	[8.260495]	[133]	[75347156]	[75347177]
39_20993	chr2	197926654	197927054	+	579	30.0	[9.738007, 8.909202, 8.044104]	[146, 167, 191]	[]	[]	[197926808, 197926829, 197926853]	[]
39_20995	chr2	208064425	208064825	+	728	30.0	[]	[]	[12.064187]	[121]	[]	[208064640]
39_21	chr22	19723242	19723642	+	1000	345.0	[10.586677]	[132]	[]	[]	[19723469]	[]
39_210	chr22	20456224	20456624	+	1000	132.0	[8.892592]	[113]	[]	[]	[20456435]	[]
39_21012	chr20	33673433	33673833	+	1000	30.0	[10.586677]	[110]	[]	[]	[33673593]	[]
39_21020	chr20	36836630	36837030	+	1000	30.0	[]	[]	[10.586677]	[151]	[]	[36836858]
39_21021	chr20	37380084	37380484	+	1000	30.0	[8.329008]	[189]	[]	[]	[37380328]	[]
39_21025	chr20	40991230	40991630	+	1000	30.0	[7.2151175]	[109]	[]	[]	[40991428]	[]
39_21026	chr20	44010363	44010763	+	1000	30.0	[]	[]	[12.064187]	[206]	[]	[44010592]
39_21028	chr20	45036224	45036624	+	833	30.0	[7.3683157]	[145]	[]	[]	[45036427]	[]
39_2103	chr19	35380487	35380887	+	1000	61.0	[]	[]	[8.329008]	[163]	[]	[35380738]
39_21030	chr20	47042446	47042846	+	1000	30.0	[]	[]	[9.738007]	[96]	[]	[47042619]
39_21031	chr20	49541715	49542115	+	1000	30.0	[]	[]	[9.738007, 10.370103]	[139, 157]	[]	[49541890, 49541908]
39_21038	chr20	50957768	50958168	+	1000	30.0	[]	[]	[9.738007, 8.044104]	[102, 116]	[]	[50957930, 50957944]
39_21045	chr20	57412640	57413040	+	1000	30.0	[9.738007]	[79]	[]	[]	[57412815]	[]
39_2105	chr19	38882761	38883161	+	1000	61.0	[]	[]	[10.370103]	[90]	[]	[38882946]
39_21052	chr20	63835111	63835511	+	1000	30.0	[]	[]	[8.329008]	[110]	[]	[63835306]
39_21055	chr20	64285829	64286229	+	1000	30.0	[]	[]	[8.329008]	[155]	[]	[64286039]
39_2106	chr19	41262965	41263365	+	1000	61.0	[10.370103, 10.370103]	[91, 113]	[]	[]	[41263156, 41263178]	[]
39_21065	chr21	42447794	42448194	+	1000	30.0	[]	[]	[8.017088, 8.017088]	[123, 177]	[]	[42447950, 42448004]
39_21070	chr21	44810837	44811237	+	632	30.0	[]	[]	[9.738007, 9.738007, 9.738007, 9.738007]	[94, 110, 134, 156]	[]	[44810992, 44811008, 44811032, 44811054]
39_21072	chr22	16557367	16557767	+	1000	30.0	[9.738007]	[144]	[]	[]	[16557563]	[]
39_21078	chr22	18998031	18998431	+	1000	30.0	[]	[]	[9.738007]	[148]	[]	[18998271]
39_21080	chr22	19044333	19044733	+	776	30.0	[8.260495]	[164]	[8.044104]	[219]	[19044502]	[19044557]
39_21083	chr22	19100209	19100609	+	928	30.0	[]	[]	[8.260495, 10.370103]	[174, 188]	[]	[19100425, 19100439]
39_21086	chr22	19352101	19352501	+	1000	30.0	[]	[]	[7.748347]	[163]	[]	[19352321]
39_21089	chr22	19491977	19492377	+	1000	30.0	[8.017088]	[117]	[]	[]	[19492153]	[]
39_21090	chr22	19495939	19496339	+	1000	30.0	[]	[]	[10.370103]	[88]	[]	[19496116]
39_21091	chr22	19512717	19513117	+	902	30.0	[7.2151175]	[149]	[]	[]	[19512963]	[]
39_21094	chr22	19552984	19553384	+	1000	30.0	[7.7944894]	[63]	[]	[]	[19553138]	[]
39_21096	chr22	19671808	19672208	+	895	30.0	[7.397283, 12.064187]	[70, 78]	[]	[]	[19671960, 19671968]	[]
39_21104	chr22	19922188	19922588	+	1000	30.0	[]	[]	[10.586677]	[159]	[]	[19922437]
39_21109	chr22	20045785	20046185	+	964	30.0	[8.044104]	[60]	[]	[]	[20045944]	[]
39_21110	chr22	20046793	20047193	+	826	30.0	[]	[]	[7.151105]	[107]	[]	[20046944]
39_21112	chr22	20099691	20100091	+	1000	30.0	[]	[]	[8.329008]	[155]	[]	[20099921]
39_21129	chr22	20575690	20576090	+	1000	30.0	[8.892592]	[141]	[8.260495]	[82]	[20575917]	[20575858]
39_21131	chr22	20670967	20671367	+	785	30.0	[]	[]	[12.064187]	[111]	[]	[20671170]
39_21133	chr22	20767457	20767857	+	1000	30.0	[]	[]	[8.044104]	[212]	[]	[20767698]
39_21136	chr22	21091802	21092202	+	992	30.0	[]	[]	[7.7944894]	[126]	[]	[21091989]
39_21137	chr22	21889232	21889632	+	1000	30.0	[]	[]	[7.7944894]	[92]	[]	[21889402]
39_21138	chr22	21897852	21898252	+	1000	30.0	[7.7944894]	[214]	[]	[]	[21898079]	[]
39_2114	chr20	47364947	47365347	+	1000	61.0	[8.260495]	[138]	[10.370103]	[102]	[47365182]	[47365146]
39_21141	chr22	22015929	22016329	+	1000	30.0	[7.397283]	[119]	[]	[]	[22016133]	[]
39_21155	chr22	23025742	23026142	+	1000	30.0	[12.064187]	[92]	[]	[]	[23025908]	[]
39_21160	chr22	30442413	30442813	+	670	30.0	[7.397283]	[124]	[8.909202]	[146]	[30442622]	[30442644]
39_21168	chr22	47631617	47632017	+	1000	30.0	[8.892592]	[161]	[]	[]	[47631865]	[]
39_21170	chr3	4570836	4571236	+	1000	30.0	[7.2151175]	[203]	[]	[]	[4571040]	[]
39_21173	chr3	9361653	9362053	+	1000	30.0	[7.397283]	[83]	[]	[]	[9361814]	[]
39_21174	chr3	9399744	9400144	+	1000	30.0	[7.748347]	[112]	[]	[]	[9399946]	[]
39_21175	chr3	9503236	9503636	+	1000	30.0	[]	[]	[12.064187]	[123]	[]	[9503419]
39_21176	chr3	9644946	9645346	+	1000	30.0	[12.064187]	[84]	[]	[]	[9645119]	[]
39_21180	chr3	10134414	10134814	+	1000	30.0	[]	[]	[12.064187]	[163]	[]	[10134653]
39_21183	chr3	12954657	12955057	+	1000	30.0	[]	[]	[10.370103]	[138]	[]	[12954878]
39_21189	chr3	14404684	14405084	+	883	30.0	[8.329008]	[188]	[]	[]	[14404932]	[]
39_21193	chr3	17747127	17747527	+	1000	30.0	[]	[]	[8.892592]	[232]	[]	[17747368]
39_21194	chr3	20015490	20015890	+	893	30.0	[8.329008]	[105]	[]	[]	[20015682]	[]
39_21195	chr3	32177791	32178191	+	1000	30.0	[10.370103]	[144]	[]	[]	[32177942]	[]
39_21204	chr3	42191067	42191467	+	869	30.0	[]	[]	[10.370103]	[130]	[]	[42191232]
39_21207	chr3	46368574	46368974	+	1000	30.0	[]	[]	[8.260495]	[118]	[]	[46368788]
39_21215	chr3	52685846	52686246	+	1000	30.0	[8.017088, 7.151105]	[135, 141]	[]	[]	[52686065, 52686071]	[]
39_21216	chr3	53255748	53256148	+	990	30.0	[8.909202]	[106]	[]	[]	[53255927]	[]
39_21217	chr3	71912877	71913277	+	1000	30.0	[]	[]	[8.502309]	[92]	[]	[71913059]
39_21218	chr3	72080704	72081104	+	910	30.0	[7.3683157]	[137]	[]	[]	[72080902]	[]
39_21219	chr3	72337056	72337456	+	1000	30.0	[8.909202]	[171]	[]	[]	[72337292]	[]
39_2122	chr22	21631077	21631477	+	1000	61.0	[]	[]	[8.044104]	[86]	[]	[21631247]
39_21227	chr3	142850342	142850742	+	883	30.0	[]	[]	[7.3683157]	[109]	[]	[142850521]
39_21228	chr3	151686240	151686640	+	712	30.0	[12.064187]	[144]	[]	[]	[151686452]	[]
39_2124	chr22	21958993	21959393	+	1000	61.0	[8.892592]	[105]	[]	[]	[21959186]	[]
39_21240	chr3	187744662	187745062	+	799	30.0	[]	[]	[8.017088]	[148]	[]	[187744849]
39_21243	chr3	194133705	194134105	+	1000	30.0	[]	[]	[7.397283]	[115]	[]	[194133894]
39_21244	chr3	195699279	195699679	+	971	30.0	[]	[]	[7.7944894]	[161]	[]	[195699526]
39_21245	chr3	196047628	196048028	+	971	30.0	[10.370103, 10.370103]	[113, 135]	[]	[]	[196047785, 196047807]	[]
39_21246	chr3	196145722	196146122	+	1000	30.0	[]	[]	[8.892592]	[126]	[]	[196145941]
39_21256	chr4	2934786	2935186	+	1000	30.0	[9.738007]	[114]	[]	[]	[2934957]	[]
39_21257	chr4	4430469	4430869	+	1000	30.0	[]	[]	[8.044104, 7.2151175]	[165, 228]	[]	[4430649, 4430712]
39_21267	chr4	39306375	39306775	+	1000	30.0	[8.329008]	[161]	[10.586677]	[118]	[39306610]	[39306567]
39_21283	chr4	99022749	99023149	+	1000	30.0	[8.329008]	[125]	[]	[]	[99022966]	[]
39_2129	chr3	33054236	33054636	+	1000	61.0	[8.017088, 8.260495]	[177, 207]	[]	[]	[33054448, 33054478]	[]
39_21291	chr4	139099382	139099782	+	960	30.0	[]	[]	[12.064187]	[111]	[]	[139099583]
39_21292	chr4	151031972	151032372	+	834	30.0	[7.151105]	[149]	[]	[]	[151032161]	[]
39_2130	chr3	141629924	141630324	+	1000	61.0	[7.7944894]	[105]	[]	[]	[141630105]	[]
39_21301	chr4	182938088	182938488	+	755	30.0	[]	[]	[8.892592]	[150]	[]	[182938332]
39_21305	chr5	1167976	1168376	+	1000	30.0	[]	[]	[7.2151175]	[117]	[]	[1168179]
39_2131	chr3	193872339	193872739	+	1000	61.0	[12.064187]	[144]	[8.017088]	[172]	[193872553]	[193872581]
39_2132	chr4	80143309	80143709	+	1000	61.0	[]	[]	[7.397283]	[114]	[]	[80143501]
39_21332	chr5	139787319	139787719	+	1000	30.0	[]	[]	[7.2151175]	[169]	[]	[139787547]
39_21333	chr5	149434425	149434825	+	1000	30.0	[10.586677]	[121]	[]	[]	[149434642]	[]
39_21335	chr5	149828413	149828813	+	1000	30.0	[]	[]	[7.3683157]	[65]	[]	[149828574]
39_21343	chr5	173852310	173852710	+	1000	30.0	[10.370103]	[181]	[10.586677]	[164]	[173852537]	[173852520]
39_21346	chr5	176578317	176578717	+	788	30.0	[]	[]	[8.329008]	[101]	[]	[176578497]
39_21347	chr5	177482456	177482856	+	893	30.0	[]	[]	[8.044104]	[145]	[]	[177482652]
39_21350	chr5	181173462	181173862	+	1000	30.0	[7.397283]	[154]	[]	[]	[181173663]	[]
39_21354	chr6	2853626	2854026	+	900	30.0	[]	[]	[8.892592]	[83]	[]	[2853788]
39_21359	chr6	3260827	3261227	+	710	30.0	[8.044104]	[122]	[]	[]	[3260981]	[]
39_21379	chr6	17869011	17869411	+	1000	30.0	[]	[]	[9.738007]	[152]	[]	[17869231]
39_21382	chr6	26064532	26064932	+	802	30.0	[8.502309]	[61]	[]	[]	[26064693]	[]
39_21384	chr6	27150143	27150543	+	1000	30.0	[]	[]	[8.017088]	[88]	[]	[27150311]
39_21387	chr6	28219372	28219772	+	1000	30.0	[10.586677]	[215]	[]	[]	[28219609]	[]
39_21390	chr6	28684173	28684573	+	1000	30.0	[]	[]	[8.329008]	[95]	[]	[28684346]
39_21403	chr6	31728045	31728445	+	1000	30.0	[]	[]	[7.2151175]	[107]	[]	[31728206]
39_21404	chr6	31750465	31750865	+	1000	30.0	[7.151105]	[57]	[]	[]	[31750621]	[]
39_21407	chr6	33123771	33124171	+	1000	30.0	[7.2151175]	[130]	[]	[]	[33123962]	[]
39_21409	chr6	33426984	33427384	+	1000	30.0	[8.017088]	[156]	[]	[]	[33427200]	[]
39_21414	chr6	37057849	37058249	+	893	30.0	[7.7944894]	[171]	[]	[]	[37058091]	[]
39_21417	chr6	37242625	37243025	+	956	30.0	[10.586677]	[112]	[]	[]	[37242815]	[]
39_21425	chr6	42785184	42785584	+	801	30.0	[8.329008]	[234]	[]	[]	[42785421]	[]
39_21427	chr6	44068457	44068857	+	1000	30.0	[]	[]	[8.329008]	[97]	[]	[44068627]
39_21437	chr6	96926459	96926859	+	1000	30.0	[8.892592]	[166]	[]	[]	[96926699]	[]
39_21440	chr6	105896114	105896514	+	1000	30.0	[]	[]	[8.329008]	[111]	[]	[105896296]
