#PeakID(python identify_motif.py ./ENCODE_processed_files/MAFK_idr.fa MAFK --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
420_11959	chr18	37222386	37222786	+	1000	75.0	[]	[]	[11.476549]	[94]	[]	[37222569]
420_11964	chr19	18522237	18522637	+	1000	75.0	[5.659805]	[94]	[]	[]	[18522430]	[]
420_11966	chr1_KI270709v1_random	14357	14757	+	1000	75.0	[]	[]	[8.216044, 8.216044, 8.216044, 8.216044]	[70, 96, 122, 125]	[]	[14525, 14551, 14577, 14580]
420_11967	chr2	1856942	1857342	+	1000	75.0	[8.216044, 11.476549]	[94, 126]	[]	[]	[1857126, 1857158]	[]
420_11968	chr2	10036152	10036552	+	1000	75.0	[]	[]	[11.476549]	[108]	[]	[10036359]
420_11975	chr2	104816138	104816538	+	1000	75.0	[11.476549]	[108]	[]	[]	[104816339]	[]
420_11982	chr2	181628596	181628996	+	1000	75.0	[11.476549]	[106]	[11.476549]	[98]	[181628792]	[181628784]
420_11989	chr21	29657837	29658237	+	1000	75.0	[]	[]	[11.476549]	[106]	[]	[29658040]
420_1200	chr22	41512770	41513170	+	1000	283.0	[]	[]	[11.476549]	[99]	[]	[41512966]
420_12000	chr3	2205691	2206091	+	1000	75.0	[11.476549]	[112]	[]	[]	[2205892]	[]
420_12002	chr3	15557438	15557838	+	1000	75.0	[11.476549]	[101]	[]	[]	[15557621]	[]
420_12007	chr3	114498743	114499143	+	1000	75.0	[]	[]	[7.2262077, 11.476549]	[65, 94]	[]	[114498905, 114498934]
420_1201	chr8	17247509	17247909	+	1000	283.0	[11.476549]	[121]	[]	[]	[17247725]	[]
420_12011	chr3	172097077	172097477	+	1000	75.0	[11.476549]	[106]	[]	[]	[172097282]	[]
420_12013	chr3	183489417	183489817	+	1000	75.0	[11.476549]	[138]	[11.476549]	[62]	[183489649]	[183489573]
420_12014	chr3	183538478	183538878	+	1000	75.0	[11.476549]	[108]	[]	[]	[183538685]	[]
420_12015	chr3	187558987	187559387	+	1000	75.0	[11.476549]	[109]	[]	[]	[187559189]	[]
420_12018	chr4	32192981	32193381	+	1000	75.0	[11.476549]	[125]	[11.476549]	[109]	[32193202]	[32193186]
420_12019	chr4	38647419	38647819	+	1000	75.0	[11.476549]	[104]	[]	[]	[38647616]	[]
420_12021	chr4	40648872	40649272	+	1000	75.0	[]	[]	[8.216044]	[96]	[]	[40649062]
420_12026	chr4	72791007	72791407	+	858	75.0	[]	[]	[11.476549]	[123]	[]	[72791216]
420_12028	chr4	81808194	81808594	+	1000	75.0	[]	[]	[7.312882]	[130]	[]	[81808424]
420_12030	chr4	109052813	109053213	+	1000	75.0	[11.476549]	[100]	[]	[]	[109053001]	[]
420_12031	chr4	150044529	150044929	+	1000	75.0	[]	[]	[11.476549]	[89]	[]	[150044715]
420_12039	chr5	132103362	132103762	+	1000	75.0	[11.476549]	[178]	[11.476549]	[108]	[132103587]	[132103517]
420_12040	chr5	142024841	142025241	+	1000	75.0	[7.2262077]	[99]	[]	[]	[142025037]	[]
420_12050	chr6	31559015	31559415	+	1000	75.0	[]	[]	[11.476549]	[104]	[]	[31559214]
420_12051	chr6	32127966	32128366	+	1000	75.0	[7.312882, 11.476549, 7.2262077]	[94, 126, 148]	[]	[]	[32128141, 32128173, 32128195]	[]
420_12054	chr6	73521852	73522252	+	1000	75.0	[11.476549]	[142]	[]	[]	[73522080]	[]
420_12056	chr6	92072383	92072783	+	1000	75.0	[5.659805]	[82]	[11.476549]	[100]	[92072561]	[92072579]
420_1206	chr3	169144264	169144664	+	1000	282.0	[7.312882]	[116]	[]	[]	[169144473]	[]
420_12062	chr6	127420458	127420858	+	1000	75.0	[7.2262077]	[131]	[]	[]	[127420676]	[]
420_12063	chr6	128064030	128064430	+	1000	75.0	[11.476549]	[96]	[]	[]	[128064221]	[]
420_12068	chr6	158632237	158632637	+	1000	75.0	[]	[]	[5.659805]	[101]	[]	[158632402]
420_12071	chr7	73560002	73560402	+	1000	75.0	[5.659805]	[96]	[]	[]	[73560191]	[]
420_12077	chr7	108416236	108416636	+	1000	75.0	[8.216044]	[121]	[]	[]	[108416453]	[]
420_12079	chr7	130982112	130982512	+	1000	75.0	[11.476549]	[93]	[]	[]	[130982304]	[]
420_12080	chr7	134660232	134660632	+	1000	75.0	[11.476549]	[142]	[5.659805]	[127]	[134660455]	[134660440]
420_12087	chr8	30847142	30847542	+	1000	75.0	[]	[]	[11.476549]	[133]	[]	[30847365]
420_12091	chr8	91069909	91070309	+	1000	75.0	[]	[]	[5.659805]	[84]	[]	[91070083]
420_12094	chr8	124651116	124651516	+	1000	75.0	[]	[]	[11.476549]	[112]	[]	[124651289]
420_12096	chr8	132176306	132176706	+	1000	75.0	[]	[]	[11.476549]	[111]	[]	[132176508]
420_1210	chr8	67861776	67862176	+	1000	282.0	[11.476549]	[102]	[]	[]	[67861976]	[]
420_12103	chr9	131272997	131273397	+	1000	75.0	[5.659805]	[73]	[]	[]	[131273163]	[]
420_12104	chrUn_KI270751v1	121723	122123	+	1000	75.0	[7.312882]	[80]	[]	[]	[121898]	[]
420_12105	chrX	3192847	3193247	+	1000	75.0	[]	[]	[11.476549]	[88]	[]	[3193031]
420_12106	chrX	16120431	16120831	+	901	75.0	[]	[]	[11.476549]	[97]	[]	[16120621]
420_12110	chrX	124699855	124700255	+	1000	75.0	[]	[]	[11.476549]	[115]	[]	[124700066]
420_12113	chr1	26771731	26772131	+	1000	74.0	[8.216044, 7.2262077, 11.476549]	[109, 112, 127]	[]	[]	[26771928, 26771931, 26771946]	[]
420_1212	chr15	80160574	80160974	+	1000	281.0	[11.476549]	[112]	[]	[]	[80160782]	[]
420_12121	chr1	75594336	75594736	+	1000	74.0	[11.476549]	[92]	[7.2262077]	[55]	[75594525]	[75594488]
420_12123	chr1	119911786	119912186	+	1000	74.0	[11.476549]	[92]	[]	[]	[119911978]	[]
420_12124	chr1	143203612	143204012	+	1000	74.0	[8.216044, 8.216044]	[74, 77]	[]	[]	[143203782, 143203785]	[]
420_12125	chr1	173507104	173507504	+	1000	74.0	[5.659805]	[85]	[]	[]	[173507281]	[]
420_12129	chr1	209884653	209885053	+	1000	74.0	[7.312882]	[88]	[]	[]	[209884825]	[]
420_12131	chr1	228490440	228490840	+	1000	74.0	[5.659805, 11.476549]	[81, 119]	[]	[]	[228490593, 228490631]	[]
420_12137	chr10	30494024	30494424	+	1000	74.0	[]	[]	[11.476549]	[113]	[]	[30494221]
420_12146	chr11	46309812	46310212	+	1000	74.0	[7.2262077]	[111]	[]	[]	[46310006]	[]
420_12149	chr11	65915650	65916050	+	1000	74.0	[5.659805, 5.659805]	[101, 119]	[]	[]	[65915835, 65915853]	[]
420_12162	chr12	120228347	120228747	+	1000	74.0	[7.2262077]	[98]	[]	[]	[120228536]	[]
420_12172	chr15	36675000	36675400	+	1000	74.0	[11.476549]	[111]	[]	[]	[36675211]	[]
420_12177	chr15	101469531	101469931	+	1000	74.0	[11.476549]	[114]	[11.476549]	[100]	[101469730]	[101469716]
420_12193	chr18	27423581	27423981	+	1000	74.0	[11.476549]	[68]	[11.476549]	[104]	[27423737]	[27423773]
420_12199	chr19	38676247	38676647	+	1000	74.0	[]	[]	[5.659805, 5.659805]	[90, 180]	[]	[38676400, 38676490]
420_12204	chr2	38751134	38751534	+	1000	74.0	[]	[]	[7.2262077]	[121]	[]	[38751318]
420_12205	chr2	44479373	44479773	+	1000	74.0	[8.216044]	[107]	[11.476549]	[138]	[44479558]	[44479589]
420_12207	chr2	49585920	49586320	+	1000	74.0	[]	[]	[11.476549]	[110]	[]	[49586115]
420_12209	chr2	62499491	62499891	+	1000	74.0	[5.659805, 7.312882]	[98, 143]	[]	[]	[62499642, 62499687]	[]
420_1221	chr14	75258791	75259191	+	1000	280.0	[11.476549]	[99]	[]	[]	[75258988]	[]
420_12210	chr2	79666432	79666832	+	1000	74.0	[]	[]	[11.476549]	[97]	[]	[79666627]
420_12214	chr2	135742468	135742868	+	1000	74.0	[7.312882]	[103]	[]	[]	[135742670]	[]
420_12222	chr20	50737376	50737776	+	1000	74.0	[]	[]	[7.2262077]	[101]	[]	[50737559]
420_12225	chr21	29238895	29239295	+	1000	74.0	[7.2262077, 11.476549]	[77, 157]	[7.2262077]	[79]	[29239062, 29239142]	[29239064]
420_12226	chr21	40563933	40564333	+	1000	74.0	[11.476549]	[100]	[]	[]	[40564125]	[]
420_1223	chr6	26285304	26285704	+	1000	280.0	[7.312882]	[99]	[]	[]	[26285503]	[]
420_12233	chr22	23188148	23188548	+	1000	74.0	[]	[]	[7.312882]	[195]	[]	[23188378]
420_12237	chr3	5750874	5751274	+	1000	74.0	[11.476549]	[86]	[]	[]	[5751049]	[]
420_12240	chr3	56290369	56290769	+	1000	74.0	[11.476549, 11.476549]	[109, 130]	[]	[]	[56290570, 56290591]	[]
420_12244	chr4	4659941	4660341	+	1000	74.0	[]	[]	[8.216044]	[120]	[]	[4660155]
420_12248	chr4	53722089	53722489	+	1000	74.0	[]	[]	[11.476549]	[118]	[]	[53722303]
420_1225	chr8	37612650	37613050	+	1000	280.0	[11.476549, 11.476549]	[65, 96]	[]	[]	[37612814, 37612845]	[]
420_12260	chr5	10913828	10914228	+	1000	74.0	[5.659805]	[105]	[]	[]	[10914018]	[]
420_12265	chr5	90644990	90645390	+	1000	74.0	[11.476549]	[130]	[]	[]	[90645196]	[]
420_12266	chr5	121746736	121747136	+	1000	74.0	[8.216044]	[100]	[]	[]	[121746933]	[]
420_12269	chr5	139833524	139833924	+	1000	74.0	[11.476549]	[103]	[7.2262077]	[129]	[139833725]	[139833751]
420_12270	chr5	150777621	150778021	+	1000	74.0	[]	[]	[8.216044, 11.476549]	[88, 109]	[]	[150777807, 150777828]
420_12278	chr6	31950140	31950540	+	1000	74.0	[]	[]	[11.476549]	[103]	[]	[31950341]
420_1228	chr1	58881511	58881911	+	1000	279.0	[]	[]	[5.659805, 7.2262077]	[59, 92]	[]	[58881664, 58881697]
420_12284	chr6	45436762	45437162	+	1000	74.0	[]	[]	[11.476549]	[114]	[]	[45436940]
420_12287	chr6	69489957	69490357	+	1000	74.0	[]	[]	[8.216044]	[93]	[]	[69490141]
420_12292	chr6	108581279	108581679	+	1000	74.0	[7.312882]	[122]	[11.476549]	[115]	[108581494]	[108581487]
420_12294	chr6	139116357	139116757	+	1000	74.0	[11.476549]	[118]	[]	[]	[139116560]	[]
420_12295	chr6	139939576	139939976	+	1000	74.0	[11.476549]	[121]	[]	[]	[139939783]	[]
420_12299	chr7	12954367	12954767	+	1000	74.0	[11.476549]	[105]	[7.312882, 7.2262077]	[97, 150]	[12954572]	[12954564, 12954617]
420_12300	chr7	13115807	13116207	+	1000	74.0	[8.216044]	[114]	[]	[]	[13116010]	[]
420_12302	chr7	95191795	95192195	+	1000	74.0	[]	[]	[11.476549]	[110]	[]	[95191993]
420_12303	chr7	110919227	110919627	+	1000	74.0	[11.476549]	[97]	[]	[]	[110919419]	[]
420_12305	chr7	117751179	117751579	+	1000	74.0	[]	[]	[11.476549]	[79]	[]	[117751357]
420_12308	chr7	135147797	135148197	+	1000	74.0	[7.2262077]	[137]	[7.2262077]	[139]	[135148029]	[135148031]
420_12310	chr7	143504637	143505037	+	1000	74.0	[]	[]	[7.2262077]	[86]	[]	[143504798]
420_12316	chr8	38873421	38873821	+	1000	74.0	[7.312882]	[62]	[]	[]	[38873576]	[]
420_12318	chr8	94080183	94080583	+	1000	74.0	[]	[]	[11.476549]	[82]	[]	[94080365]
420_1232	chr7	128694715	128695115	+	1000	279.0	[7.2262077]	[106]	[5.659805]	[60]	[128694917]	[128694871]
420_12326	chr9	88852779	88853179	+	970	74.0	[11.476549]	[114]	[11.476549]	[123]	[88852982]	[88852991]
420_12329	chr9	94867189	94867589	+	1000	74.0	[5.659805, 11.476549]	[153, 159]	[]	[]	[94867428, 94867434]	[]
420_1233	chrX	104105336	104105736	+	1000	279.0	[]	[]	[11.476549]	[85]	[]	[104105519]
420_12336	chrUn_GL000220v1	138440	138840	+	1000	74.0	[11.476549]	[67]	[]	[]	[138607]	[]
420_12341	chr1	32817149	32817549	+	1000	73.0	[7.2262077]	[113]	[]	[]	[32817353]	[]
420_12345	chr1	69992592	69992992	+	1000	73.0	[11.476549]	[105]	[]	[]	[69992797]	[]
420_12346	chr1	113042655	113043055	+	1000	73.0	[]	[]	[11.476549]	[96]	[]	[113042819]
420_12348	chr1	160367862	160368262	+	1000	73.0	[8.216044]	[76]	[]	[]	[160368032]	[]
420_12349	chr1	162527317	162527717	+	1000	73.0	[11.476549]	[106]	[7.312882]	[131]	[162527522]	[162527547]
420_12354	chr1	191618197	191618597	+	1000	73.0	[11.476549]	[119]	[]	[]	[191618404]	[]
420_12356	chr1	204694159	204694559	+	1000	73.0	[8.216044]	[134]	[7.2262077]	[81]	[204694392]	[204694339]
420_1236	chr18	76149753	76150153	+	1000	278.0	[11.476549]	[93]	[]	[]	[76149946]	[]
420_12367	chr10	69334160	69334560	+	1000	73.0	[7.2262077]	[149]	[]	[]	[69334384]	[]
420_12371	chr10	99783955	99784355	+	1000	73.0	[7.312882]	[130]	[]	[]	[99784173]	[]
420_12373	chr11	16295598	16295998	+	1000	73.0	[11.476549]	[117]	[]	[]	[16295813]	[]
420_12374	chr11	18802631	18803031	+	1000	73.0	[7.312882]	[90]	[8.216044]	[82]	[18802814]	[18802806]
420_12378	chr11	74288171	74288571	+	1000	73.0	[]	[]	[7.2262077, 11.476549]	[80, 98]	[]	[74288346, 74288364]
420_1238	chr20	41643551	41643951	+	1000	278.0	[7.2262077]	[102]	[7.2262077]	[104]	[41643750]	[41643752]
420_12383	chr12	26895672	26896072	+	1000	73.0	[8.216044]	[115]	[]	[]	[26895873]	[]
420_12387	chr12	106321493	106321893	+	1000	73.0	[]	[]	[11.476549]	[117]	[]	[106321700]
420_12389	chr12	121686896	121687296	+	1000	73.0	[11.476549]	[172]	[11.476549]	[187]	[121687118]	[121687133]
420_12392	chr13	25478168	25478568	+	1000	73.0	[11.476549]	[139]	[7.2262077]	[93]	[25478406]	[25478360]
420_12394	chr13	64255904	64256304	+	1000	73.0	[7.2262077]	[132]	[7.312882]	[125]	[64256123]	[64256116]
420_124	chr6	17703331	17703731	+	1000	534.0	[11.476549]	[108]	[8.216044]	[101]	[17703539]	[17703532]
420_12402	chr15	52040225	52040625	+	1000	73.0	[11.476549]	[119]	[]	[]	[52040436]	[]
420_1241	chr6	34969587	34969987	+	1000	278.0	[11.476549, 11.476549]	[107, 143]	[8.216044]	[100]	[34969794, 34969830]	[34969787]
420_12411	chr16	18985287	18985687	+	1000	73.0	[7.2262077, 5.659805]	[61, 72]	[7.312882, 7.2262077]	[53, 63]	[18985447, 18985458]	[18985439, 18985449]
420_12416	chr16	58448896	58449296	+	1000	73.0	[]	[]	[11.476549]	[141]	[]	[58449116]
420_12426	chr17	54771409	54771809	+	941	73.0	[]	[]	[11.476549, 11.476549]	[108, 119]	[]	[54771599, 54771610]
420_12429	chr18	3950668	3951068	+	1000	73.0	[11.476549]	[99]	[5.659805]	[148]	[3950862]	[3950911]
420_1243	chr7	121001205	121001605	+	1000	278.0	[]	[]	[7.2262077, 11.476549]	[82, 112]	[]	[121001375, 121001405]
420_12430	chr18	25291142	25291542	+	1000	73.0	[11.476549]	[112]	[]	[]	[25291348]	[]
420_12432	chr18	55748332	55748732	+	1000	73.0	[5.659805, 8.216044, 5.659805]	[74, 87, 90]	[]	[]	[55748483, 55748496, 55748499]	[]
420_12436	chr2	8455953	8456353	+	1000	73.0	[11.476549]	[111]	[]	[]	[8456159]	[]
420_12437	chr2	33104676	33105076	+	1000	73.0	[11.476549]	[104]	[]	[]	[33104875]	[]
420_12438	chr2	43461471	43461871	+	1000	73.0	[7.2262077, 11.476549]	[74, 91]	[]	[]	[43461644, 43461661]	[]
420_12441	chr2	90388012	90388412	+	1000	73.0	[8.216044]	[135]	[]	[]	[90388202]	[]
420_12443	chr2	106735803	106736203	+	1000	73.0	[]	[]	[11.476549]	[108]	[]	[106736001]
420_12444	chr2	113024716	113025116	+	1000	73.0	[]	[]	[7.312882]	[129]	[]	[113024934]
420_12448	chr2	157267571	157267971	+	1000	73.0	[]	[]	[8.216044, 8.216044]	[87, 150]	[]	[157267732, 157267795]
420_12449	chr2	197464157	197464557	+	1000	73.0	[7.2262077]	[139]	[8.216044]	[94]	[197464383]	[197464338]
420_12453	chr2	223613040	223613440	+	702	73.0	[11.476549]	[129]	[5.659805]	[109]	[223613269]	[223613249]
420_12462	chr21	27259036	27259436	+	1000	73.0	[11.476549]	[103]	[]	[]	[27259233]	[]
420_12464	chr21	31714246	31714646	+	1000	73.0	[11.476549]	[86]	[]	[]	[31714419]	[]
420_12465	chr21	38759902	38760302	+	1000	73.0	[7.2262077]	[92]	[]	[]	[38760085]	[]
420_12467	chr22	19355623	19356023	+	1000	73.0	[11.476549]	[114]	[]	[]	[19355833]	[]
420_12468	chr22	23088325	23088725	+	1000	73.0	[11.476549, 5.659805]	[79, 151]	[11.476549]	[113]	[23088490, 23088562]	[23088524]
420_1247	chr4	81465667	81466067	+	1000	277.0	[11.476549]	[109]	[]	[]	[81465871]	[]
420_12482	chr3	152272934	152273334	+	1000	73.0	[]	[]	[8.216044]	[145]	[]	[152273157]
420_12486	chr3	178439514	178439914	+	1000	73.0	[11.476549]	[112]	[]	[]	[178439706]	[]
420_12487	chr3	186109289	186109689	+	1000	73.0	[]	[]	[7.2262077]	[116]	[]	[186109441]
420_12488	chr4	15848454	15848854	+	1000	73.0	[8.216044, 11.476549]	[99, 113]	[7.2262077]	[134]	[15848650, 15848664]	[15848685]
420_12493	chr4	111855313	111855713	+	1000	73.0	[8.216044]	[93]	[7.2262077]	[86]	[111855504]	[111855497]
420_12499	chr5	36632269	36632669	+	1000	73.0	[]	[]	[11.476549]	[99]	[]	[36632461]
420_125	chr15	37053037	37053437	+	1000	532.0	[]	[]	[11.476549]	[97]	[]	[37053230]
420_12500	chr5	42840173	42840573	+	1000	73.0	[]	[]	[11.476549]	[111]	[]	[42840383]
420_12501	chr5	72256597	72256997	+	1000	73.0	[]	[]	[11.476549]	[94]	[]	[72256788]
420_12509	chr6	3813147	3813547	+	1000	73.0	[11.476549]	[113]	[]	[]	[3813345]	[]
420_1251	chr7	127332855	127333255	+	1000	277.0	[11.476549]	[107]	[]	[]	[127333058]	[]
420_12510	chr6	6790309	6790709	+	1000	73.0	[]	[]	[11.476549]	[108]	[]	[6790512]
420_12514	chr6	17706773	17707173	+	1000	73.0	[8.216044]	[93]	[7.2262077]	[109]	[17706958]	[17706974]
420_12521	chr6	32167705	32168105	+	1000	73.0	[]	[]	[5.659805]	[97]	[]	[32167870]
420_12522	chr6	33692019	33692419	+	1000	73.0	[7.2262077]	[112]	[7.2262077]	[105]	[33692231]	[33692224]
420_12537	chr7	94366144	94366544	+	1000	73.0	[11.476549]	[64]	[7.2262077, 11.476549]	[79, 130]	[94366300]	[94366315, 94366366]
420_1254	chr11	76918864	76919264	+	1000	276.0	[8.216044, 7.2262077]	[78, 149]	[11.476549]	[92]	[76919037, 76919108]	[76919051]
420_12544	chr7	129402233	129402633	+	1000	73.0	[11.476549]	[156]	[8.216044]	[130]	[129402458]	[129402432]
420_12548	chr7	150955840	150956240	+	1000	73.0	[]	[]	[11.476549]	[101]	[]	[150956035]
420_12549	chr7	151877999	151878399	+	1000	73.0	[7.2262077, 5.659805]	[112, 117]	[8.216044, 11.476549]	[71, 104]	[151878211, 151878216]	[151878170, 151878203]
420_12551	chr8	33496134	33496534	+	1000	73.0	[11.476549]	[116]	[]	[]	[33496331]	[]
420_12552	chr8	40599686	40600086	+	1000	73.0	[8.216044]	[153]	[]	[]	[40599936]	[]
420_12556	chr8	127988074	127988474	+	1000	73.0	[]	[]	[11.476549]	[105]	[]	[127988273]
420_12557	chr8	140309589	140309989	+	1000	73.0	[]	[]	[11.476549]	[89]	[]	[140309776]
420_12558	chr9	36207759	36208159	+	545	73.0	[5.659805]	[115]	[11.476549]	[92]	[36207965]	[36207942]
420_12559	chr9	93116011	93116411	+	1000	73.0	[]	[]	[11.476549, 11.476549]	[115, 148]	[]	[93116218, 93116251]
420_12560	chr9	96062011	96062411	+	1000	73.0	[11.476549]	[115]	[]	[]	[96062219]	[]
420_12561	chr9	97980452	97980852	+	1000	73.0	[]	[]	[8.216044, 11.476549]	[98, 124]	[]	[97980642, 97980668]
420_12564	chr9	125680476	125680876	+	1000	73.0	[11.476549]	[161]	[7.312882]	[93]	[125680703]	[125680635]
420_12568	chr9	134344217	134344617	+	1000	73.0	[11.476549]	[132]	[5.659805]	[97]	[134344419]	[134344384]
420_12569	chrX	107630305	107630705	+	1000	73.0	[]	[]	[11.476549]	[90]	[]	[107630485]
420_12570	chr1	7258609	7259009	+	1000	72.0	[11.476549]	[111]	[]	[]	[7258819]	[]
420_1258	chr4	158995959	158996359	+	1000	276.0	[]	[]	[11.476549, 11.476549]	[75, 106]	[]	[158996124, 158996155]
420_12582	chr1	75786138	75786538	+	1000	72.0	[7.312882]	[150]	[]	[]	[75786336]	[]
420_12583	chr1	87151517	87151917	+	1000	72.0	[11.476549]	[95]	[]	[]	[87151710]	[]
420_12591	chr1	241772911	241773311	+	1000	72.0	[8.216044]	[130]	[]	[]	[241773135]	[]
420_12592	chr1	246300918	246301318	+	1000	72.0	[7.312882]	[132]	[]	[]	[246301148]	[]
420_12596	chr10	60262578	60262978	+	1000	72.0	[]	[]	[7.2262077]	[170]	[]	[60262818]
420_12599	chr10	73388251	73388651	+	1000	72.0	[11.476549]	[99]	[5.659805]	[70]	[73388442]	[73388413]
420_12601	chr10	74122045	74122445	+	1000	72.0	[]	[]	[11.476549]	[98]	[]	[74122239]
420_12609	chr11	78414451	78414851	+	1000	72.0	[11.476549]	[129]	[]	[]	[78414673]	[]
420_12614	chr11	131279679	131280079	+	1000	72.0	[8.216044]	[111]	[11.476549]	[104]	[131279887]	[131279880]
420_12615	chr12	13670272	13670672	+	1000	72.0	[8.216044]	[89]	[]	[]	[13670449]	[]
420_12617	chr12	33304177	33304577	+	789	72.0	[11.476549]	[116]	[7.2262077]	[125]	[33304382]	[33304391]
420_12618	chr12	40435254	40435654	+	1000	72.0	[8.216044]	[96]	[]	[]	[40435449]	[]
420_12619	chr12	41121360	41121760	+	1000	72.0	[5.659805, 8.216044]	[56, 114]	[]	[]	[41121513, 41121571]	[]
420_1262	chr1	228691913	228692313	+	1000	275.0	[7.312882]	[91]	[]	[]	[228692099]	[]
420_12627	chr12	123365625	123366025	+	1000	72.0	[7.312882]	[135]	[]	[]	[123365842]	[]
420_12635	chr14	68620089	68620489	+	1000	72.0	[11.476549]	[104]	[]	[]	[68620286]	[]
420_12637	chr15	27123784	27124184	+	1000	72.0	[5.659805]	[110]	[11.476549, 5.659805]	[103, 142]	[27123991]	[27123984, 27124023]
420_12644	chr15	91184454	91184854	+	1000	72.0	[]	[]	[7.312882]	[115]	[]	[91184664]
420_12646	chr16	24737350	24737750	+	1000	72.0	[7.2262077]	[111]	[8.216044, 8.216044, 7.2262077]	[101, 104, 113]	[24737548]	[24737538, 24737541, 24737550]
420_12647	chr16	34590509	34590909	+	1000	72.0	[]	[]	[8.216044, 8.216044, 8.216044, 8.216044]	[53, 122, 125, 148]	[]	[34590661, 34590730, 34590733, 34590756]
420_12651	chr16	74502066	74502466	+	1000	72.0	[11.476549]	[152]	[11.476549]	[96]	[74502316]	[74502260]
420_12656	chr17	16285915	16286315	+	1000	72.0	[]	[]	[5.659805]	[145]	[]	[16286133]
420_12659	chr17	45487720	45488120	+	1000	72.0	[]	[]	[8.216044]	[95]	[]	[45487914]
420_12665	chr19	3458905	3459305	+	1000	72.0	[11.476549]	[120]	[]	[]	[3459117]	[]
420_12668	chr19	35768027	35768427	+	1000	72.0	[]	[]	[7.2262077]	[100]	[]	[35768218]
420_12669	chr19	38899659	38900059	+	1000	72.0	[11.476549]	[173]	[]	[]	[38899903]	[]
420_12672	chr2	7180588	7180988	+	1000	72.0	[5.659805]	[153]	[]	[]	[7180818]	[]
420_12674	chr2	35163965	35164365	+	1000	72.0	[11.476549]	[118]	[7.312882]	[111]	[35164176]	[35164169]
420_12682	chr2	130947975	130948375	+	1000	72.0	[7.2262077, 11.476549]	[110, 151]	[]	[]	[130948159, 130948200]	[]
420_12687	chr2	159234856	159235256	+	1000	72.0	[5.659805]	[115]	[]	[]	[159235068]	[]
420_1269	chr3	33807340	33807740	+	1000	275.0	[11.476549]	[92]	[]	[]	[33807530]	[]
420_12692	chr20	34024893	34025293	+	1000	72.0	[]	[]	[11.476549]	[115]	[]	[34025103]
420_12697	chr21	13974596	13974996	+	1000	72.0	[8.216044, 11.476549]	[95, 117]	[]	[]	[13974770, 13974792]	[]
420_127	chr10	13502318	13502718	+	1000	531.0	[11.476549]	[106]	[]	[]	[13502523]	[]
420_12701	chr22	22070175	22070575	+	1000	72.0	[]	[]	[11.476549]	[154]	[]	[22070412]
420_12705	chr22	38967757	38968157	+	1000	72.0	[]	[]	[11.476549]	[102]	[]	[38967950]
420_1271	chr5	129104907	129105307	+	1000	275.0	[8.216044]	[110]	[11.476549]	[103]	[129105112]	[129105105]
420_12712	chr3	143001307	143001707	+	1000	72.0	[5.659805]	[171]	[]	[]	[143001527]	[]
420_12715	chr3	182964175	182964575	+	1000	72.0	[]	[]	[7.312882]	[104]	[]	[182964378]
420_1272	chr6	100339573	100339973	+	1000	275.0	[]	[]	[11.476549]	[98]	[]	[100339767]
420_12734	chr5	136153842	136154242	+	1000	72.0	[8.216044]	[128]	[]	[]	[136154060]	[]
420_1274	chr1	15844141	15844541	+	1000	274.0	[11.476549]	[109]	[]	[]	[15844349]	[]
420_12741	chr6	1726492	1726892	+	1000	72.0	[]	[]	[7.2262077]	[79]	[]	[1726652]
420_12746	chr6	17972210	17972610	+	1000	72.0	[7.2262077]	[117]	[]	[]	[17972423]	[]
420_1276	chr10	13525682	13526082	+	1000	274.0	[11.476549]	[108]	[]	[]	[13525883]	[]
420_12760	chr6	97915566	97915966	+	1000	72.0	[11.476549]	[104]	[]	[]	[97915762]	[]
420_12763	chr6	139996246	139996646	+	1000	72.0	[11.476549]	[101]	[]	[]	[139996439]	[]
420_12768	chr7	13981043	13981443	+	1000	72.0	[11.476549]	[149]	[7.2262077]	[138]	[13981270]	[13981259]
420_12769	chr7	44569989	44570389	+	1000	72.0	[5.659805, 11.476549]	[71, 117]	[]	[]	[44570148, 44570194]	[]
420_12776	chr7	111486533	111486933	+	1000	72.0	[8.216044]	[99]	[]	[]	[111486725]	[]
420_12777	chr7	111740945	111741345	+	1000	72.0	[8.216044, 11.476549]	[70, 109]	[7.312882]	[101]	[111741110, 111741149]	[111741141]
420_12779	chr7	125062021	125062421	+	1000	72.0	[]	[]	[5.659805]	[87]	[]	[125062206]
420_12780	chr7	129865057	129865457	+	1000	72.0	[5.659805]	[132]	[11.476549]	[110]	[129865283]	[129865261]
420_12787	chr8	38824222	38824622	+	1000	72.0	[7.2262077]	[134]	[]	[]	[38824424]	[]
420_12788	chr8	40296172	40296572	+	1000	72.0	[]	[]	[11.476549, 8.216044]	[106, 109]	[]	[40296363, 40296366]
420_1279	chr13	19646104	19646504	+	1000	274.0	[7.2262077, 7.312882]	[99, 109]	[11.476549]	[67]	[19646302, 19646312]	[19646270]
420_1280	chr16	83835962	83836362	+	1000	274.0	[]	[]	[11.476549]	[96]	[]	[83836146]
420_12807	chr1	1724247	1724647	+	1000	71.0	[]	[]	[8.216044]	[91]	[]	[1724433]
