#PeakID(python identify_motif.py ./ENCODE_processed_files/ATF3_idr.fa ATF3 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
886_176	chr1	22053440	22053840	+	1000	1228.0	[13.413666]	[95]	[13.53349]	[95]	[22053633]	[22053633]
886_17608	chrX	15335412	15335812	+	1000	124.5	[6.8296685]	[205]	[6.6060014]	[205]	[15335637]	[15335637]
886_17628	chr11	2377876	2378276	+	1000	124.0	[4.670253]	[89]	[4.670253]	[89]	[2378056]	[2378056]
886_17665	chr5	11164889	11165289	+	861	124.0	[17.939297]	[102]	[17.939297]	[102]	[11165088]	[11165088]
886_17670	chr6	33410142	33410542	+	613	124.0	[10.028443]	[114]	[10.028443]	[114]	[33410349]	[33410349]
886_17694	chr1	38012473	38012873	+	1000	123.5	[6.8989677]	[66]	[6.782639]	[66]	[38012638]	[38012638]
886_17703	chr1	207902483	207902883	+	936	123.5	[12.536653]	[141]	[12.965319]	[141]	[207902693]	[207902693]
886_1771	chr7	88204765	88205165	+	1000	596.0	[]	[]	[4.037037]	[71]	[]	[88204933]
886_17715	chr13	44819233	44819633	+	798	123.5	[7.2392173]	[70]	[7.4727845]	[70]	[44819397]	[44819397]
886_17739	chr3	64955133	64955533	+	868	123.5	[8.130846]	[116]	[8.439688]	[116]	[64955338]	[64955338]
886_17743	chr3	177334027	177334427	+	947	123.5	[10.661659]	[141]	[10.671558]	[141]	[177334242]	[177334242]
886_17759	chr6	104705032	104705432	+	855	123.5	[10.028443]	[92]	[10.028443]	[92]	[104705209]	[104705209]
886_17765	chr7	127389278	127389678	+	823	123.5	[8.011022]	[134]	[8.559512]	[134]	[127389490]	[127389490]
886_1777	chr19	10416558	10416958	+	1000	595.0	[10.028443, 13.4641905]	[88, 121]	[10.028443, 13.240523]	[88, 121]	[10416736, 10416769]	[10416736, 10416769]
886_17803	chr14	55301635	55302035	+	1000	123.0	[5.268915]	[139]	[5.687681]	[139]	[55301841]	[55301841]
886_1781	chr2	68467330	68467730	+	1000	594.5	[6.145928]	[97]	[6.255852]	[97]	[68467524]	[68467524]
886_17811	chr17	18625462	18625862	+	1000	123.0	[16.662966, 10.028443]	[115, 132]	[16.662966, 10.028443]	[115, 132]	[18625658, 18625675]	[18625658, 18625675]
886_17818	chr2	20392001	20392401	+	999	123.0	[]	[]	[4.037037]	[97]	[]	[20392188]
886_17821	chr2	135245045	135245445	+	628	123.0	[6.8989677]	[140]	[6.779144]	[140]	[135245238]	[135245238]
886_17826	chr20	36183168	36183568	+	1000	123.0	[5.373662]	[148]	[5.3698244]	[148]	[36183401]	[36183401]
886_17845	chr5	138754320	138754720	+	1000	123.0	[4.6076975]	[217]	[4.0652885]	[217]	[138754542]	[138754542]
886_17853	chr7	7148877	7149277	+	1000	123.0	[6.8989677]	[123]	[6.779144]	[123]	[7149084]	[7149084]
886_17869	chrX	103310719	103311119	+	930	123.0	[6.8296685]	[241]	[6.6060014]	[241]	[103310966]	[103310966]
886_17882	chr10	100839067	100839467	+	1000	122.5	[11.8935375]	[138]	[12.332103]	[138]	[100839293]	[100839293]
886_17884	chr11	10942637	10943037	+	1000	122.5	[8.061547]	[102]	[8.266545]	[102]	[10942826]	[10942826]
886_17913	chr3	65330111	65330511	+	960	122.5	[13.413666]	[137]	[13.53349]	[137]	[65330325]	[65330325]
886_17944	chr7	99751642	99752042	+	829	122.5	[4.037037]	[195]	[]	[]	[99751871]	[]
886_17952	chr8	38888256	38888656	+	810	122.5	[12.536653]	[109]	[12.965319]	[109]	[38888458]	[38888458]
886_1799	chr10	50606545	50606945	+	1000	592.0	[13.873739]	[116]	[14.1073065]	[116]	[50606759]	[50606759]
886_17995	chr2	12296935	12297335	+	803	122.0	[12.536653]	[125]	[12.965319]	[125]	[12297151]	[12297151]
886_17998	chr2	88100126	88100526	+	1000	122.0	[4.6076975]	[130]	[4.0652885]	[130]	[88100340]	[88100340]
886_18010	chr4	26857331	26857731	+	1000	122.0	[10.671558]	[127]	[10.661659]	[127]	[26857545]	[26857545]
886_18016	chr6	3389808	3390208	+	769	122.0	[12.332103]	[96]	[11.8935375]	[96]	[3390004]	[3390004]
886_18024	chr7	100429066	100429466	+	1000	122.0	[10.028443]	[190]	[10.028443]	[190]	[100429272]	[100429272]
886_18027	chr8	49251337	49251737	+	1000	122.0	[4.670253]	[163]	[4.670253]	[163]	[49251581]	[49251581]
886_18037	chr9	137311366	137311766	+	1000	122.0	[6.6060014]	[124]	[6.8296685]	[124]	[137311576]	[137311576]
886_18072	chr14	68685623	68686023	+	614	121.5	[4.670253]	[74]	[4.670253]	[74]	[68685775]	[68685775]
886_181	chr1	209784406	209784806	+	1000	1223.0	[17.30608]	[94]	[17.29618]	[94]	[209784599]	[209784599]
886_18105	chr6	4155854	4156254	+	1000	121.5	[4.7366085]	[188]	[4.7305465]	[188]	[4156077]	[4156077]
886_18109	chr6	144334240	144334640	+	1000	121.5	[5.502812]	[103]	[5.6226363]	[103]	[144334432]	[144334432]
886_18116	chr8	638572	638972	+	944	121.5	[7.4727845]	[153]	[7.2392173]	[153]	[638814]	[638814]
886_18117	chr8	57064763	57065163	+	1000	121.5	[13.413666]	[100]	[13.53349]	[100]	[57064958]	[57064958]
886_1812	chr17	7836661	7837061	+	1000	589.0	[11.8935375]	[116]	[12.332103]	[116]	[7836861]	[7836861]
886_18128	chr1	113871516	113871916	+	842	121.0	[7.4727845]	[201]	[7.2392173]	[201]	[113871752]	[113871752]
886_18143	chr13	32261563	32261963	+	582	121.0	[4.0306325]	[114]	[4.037037]	[114]	[32261776]	[32261776]
886_18147	chr15	49155303	49155703	+	906	121.0	[6.3307967]	[238]	[5.902131]	[238]	[49155553]	[49155553]
886_18156	chr17	29726827	29727227	+	1000	121.0	[4.179032]	[107]	[4.493954]	[107]	[29727009]	[29727009]
886_18166	chr2	174376913	174377313	+	1000	121.0	[4.670253]	[118]	[4.670253]	[118]	[174377130]	[174377130]
886_18198	chr1	26374359	26374759	+	1000	120.5	[11.260322, 11.260322]	[125, 145]	[11.688987, 11.688987]	[125, 145]	[26374562, 26374582]	[26374562, 26374582]
886_18218	chr12	48181087	48181487	+	579	120.5	[8.130846]	[99]	[8.439688]	[99]	[48181279]	[48181279]
886_18227	chr17	39738063	39738463	+	1000	120.5	[7.837879]	[132]	[8.490212]	[132]	[39738283]	[39738283]
886_18239	chr2	85328084	85328484	+	1000	120.5	[10.028443]	[117]	[10.028443]	[117]	[85328295]	[85328295]
886_18242	chr22	25651319	25651719	+	1000	120.5	[17.30608]	[138]	[17.29618]	[138]	[25651536]	[25651536]
886_18255	chr5	95858873	95859273	+	1000	120.5	[6.8296685]	[139]	[6.6060014]	[139]	[95859063]	[95859063]
886_18256	chr5	96932810	96933210	+	972	120.5	[6.929459]	[169]	[6.919559]	[169]	[96933056]	[96933056]
886_18306	chr15	39397017	39397417	+	927	120.0	[6.136028]	[87]	[6.265752]	[87]	[39397197]	[39397197]
886_1831	chr19	45098314	45098714	+	1000	585.5	[5.3698244]	[193]	[5.373662]	[193]	[45098552]	[45098552]
886_18313	chr16	87986524	87986924	+	583	120.0	[7.562675]	[113]	[7.562675]	[113]	[87986728]	[87986728]
886_1833	chr9	128275149	128275549	+	1000	585.5	[16.662966]	[96]	[16.662966]	[96]	[128275344]	[128275344]
886_18333	chr3	4977264	4977664	+	1000	120.0	[4.037037]	[185]	[]	[]	[4977464]	[]
886_18346	chr5	179623550	179623950	+	1000	120.0	[5.502812]	[108]	[5.6226363]	[108]	[179623752]	[179623752]
886_18360	chr1	6045077	6045477	+	1000	119.5	[11.8935375]	[127]	[12.332103]	[127]	[6045284]	[6045284]
886_18376	chr12	54560370	54560770	+	772	119.5	[4.037037]	[103]	[]	[]	[54560566]	[]
886_18377	chr12	68359146	68359546	+	1000	119.5	[8.704662]	[137]	[8.899761]	[137]	[68359368]	[68359368]
886_1838	chr1	151574943	151575343	+	1000	584.0	[4.6391053]	[75]	[5.067771]	[75]	[151575113]	[151575113]
886_18380	chr13	113837665	113838065	+	1000	119.5	[4.037037]	[58]	[]	[]	[113837820]	[]
886_18383	chr15	63594284	63594684	+	971	119.5	[12.536653, 6.3307967]	[103, 106]	[12.965319, 5.902131]	[103, 106]	[63594479, 63594482]	[63594479, 63594482]
886_18392	chr17	7177945	7178345	+	764	119.5	[4.037037]	[189]	[]	[]	[7178184]	[]
886_18409	chr3	112097386	112097786	+	1000	119.5	[12.536653]	[93]	[12.965319]	[93]	[112097555]	[112097555]
886_18413	chr4	105145295	105145695	+	1000	119.5	[9.7015]	[79]	[9.348108]	[79]	[105145474]	[105145474]
886_18419	chr6	38364159	38364559	+	1000	119.5	[12.536653, 6.3307967]	[123, 126]	[12.965319, 5.902131]	[123, 126]	[38364367, 38364370]	[38364367, 38364370]
886_18422	chr6	123529864	123530264	+	1000	119.5	[11.304774]	[149]	[11.304774]	[149]	[123530079]	[123530079]
886_18430	chr7	104499979	104500379	+	820	119.5	[17.30608]	[108]	[17.29618]	[108]	[104500178]	[104500178]
886_18432	chr8	41529030	41529430	+	1000	119.5	[11.304774]	[90]	[11.304774]	[90]	[41529198]	[41529198]
886_18433	chr8	42768453	42768853	+	851	119.5	[4.6391053]	[100]	[5.067771]	[100]	[42768647]	[42768647]
886_18442	chr1	43958888	43959288	+	1000	119.0	[11.903437]	[204]	[12.322203]	[204]	[43959139]	[43959139]
886_18444	chr1	155071729	155072129	+	1000	119.0	[11.304774]	[117]	[11.304774]	[117]	[155071930]	[155071930]
886_18450	chr1	241749971	241750371	+	1000	119.0	[6.8989677]	[95]	[6.779144]	[95]	[241750164]	[241750164]
886_18457	chr14	101103472	101103872	+	840	119.0	[12.965319]	[104]	[12.536653]	[104]	[101103673]	[101103673]
886_18463	chr18	78528385	78528785	+	1000	119.0	[17.29618]	[132]	[17.30608]	[132]	[78528603]	[78528603]
886_1847	chr16	28164172	28164572	+	1000	582.5	[10.661659]	[149]	[10.671558]	[149]	[28164415]	[28164415]
886_18470	chr19	48726631	48727031	+	618	119.0	[11.304774, 4.670253]	[97, 118]	[11.304774, 4.670253]	[97, 118]	[48726825, 48726846]	[48726825, 48726846]
886_18472	chr2	215420591	215420991	+	1000	119.0	[11.903437]	[100]	[12.322203]	[100]	[215420777]	[215420777]
886_18481	chr3	51398592	51398992	+	1000	119.0	[12.536653]	[101]	[12.965319]	[101]	[51398788]	[51398788]
886_18483	chr3	123104547	123104947	+	1000	119.0	[7.2392173]	[113]	[7.4727845]	[113]	[123104752]	[123104752]
886_18485	chr3	186259774	186260174	+	1000	119.0	[]	[]	[4.037037]	[190]	[]	[186259986]
886_18489	chr5	65364873	65365273	+	738	119.0	[12.536653]	[166]	[12.965319]	[166]	[65365095]	[65365095]
886_18510	chrX	101622928	101623328	+	907	119.0	[6.255852]	[95]	[6.145928]	[95]	[101623113]	[101623113]
886_18521	chr10	102854199	102854599	+	683	118.5	[9.7015]	[191]	[9.348108]	[191]	[102854375]	[102854375]
886_18528	chr12	57546035	57546435	+	934	118.5	[7.837879]	[82]	[8.490212]	[82]	[57546195]	[57546195]
886_1853	chr19	17932802	17933202	+	1000	582.0	[17.29618]	[103]	[17.30608]	[103]	[17933005]	[17933005]
886_18537	chr15	40513593	40513993	+	1000	118.5	[11.903437]	[158]	[12.322203]	[158]	[40513758]	[40513758]
886_18540	chr15	85010687	85011087	+	838	118.5	[11.304774]	[138]	[11.304774]	[138]	[85010920]	[85010920]
886_18547	chr17	73749496	73749896	+	1000	118.5	[4.670253, 4.670253]	[129, 169]	[4.670253, 4.670253]	[129, 169]	[73749664, 73749704]	[73749664, 73749704]
886_18551	chr19	52791409	52791809	+	1000	118.5	[4.670253, 10.028443]	[92, 150]	[4.670253, 10.028443]	[92, 150]	[52791596, 52791654]	[52791596, 52791654]
886_18568	chr3	149270166	149270566	+	1000	118.5	[5.902131, 12.965319]	[121, 124]	[6.3307967, 12.536653]	[121, 124]	[149270376, 149270379]	[149270376, 149270379]
886_18575	chr6	7939592	7939992	+	1000	118.5	[12.965319]	[96]	[12.536653]	[96]	[7939786]	[7939786]
886_1858	chr8	30904499	30904899	+	1000	581.5	[17.939297]	[97]	[17.939297]	[97]	[30904692]	[30904692]
886_18591	chrX	41560998	41561398	+	1000	118.5	[4.6391053]	[149]	[5.067771]	[149]	[41561218]	[41561218]
886_1861	chr15	78212598	78212998	+	1000	579.5	[4.670253]	[151]	[4.670253]	[151]	[78212844]	[78212844]
886_18613	chr11	113773954	113774354	+	835	118.0	[10.028443, 4.037037]	[164, 169]	[10.028443]	[164]	[113774130, 113774135]	[113774130]
886_18632	chr18	21489948	21490348	+	1000	118.0	[11.304774]	[100]	[11.304774]	[100]	[21490143]	[21490143]
886_18670	chr7	90980496	90980896	+	907	118.0	[17.939297]	[170]	[17.939297]	[170]	[90980725]	[90980725]
886_18676	chr9	87787741	87788141	+	575	118.0	[5.268915]	[117]	[5.687681]	[117]	[87787948]	[87787948]
886_18679	chr1	5304788	5305188	+	979	117.5	[12.536653]	[127]	[12.965319]	[127]	[5304983]	[5304983]
886_18681	chr1	10400398	10400798	+	680	117.5	[5.902131]	[83]	[6.3307967]	[83]	[10400553]	[10400553]
886_18686	chr1	86429731	86430131	+	702	117.5	[5.902131]	[112]	[6.3307967]	[112]	[86429930]	[86429930]
886_18691	chr1	204357443	204357843	+	871	117.5	[11.304774]	[120]	[11.304774]	[120]	[204357661]	[204357661]
886_18708	chr15	68278806	68279206	+	918	117.5	[6.8545146]	[114]	[7.163356]	[114]	[68279011]	[68279011]
886_18711	chr15	92902993	92903393	+	753	117.5	[12.322203]	[102]	[11.903437]	[102]	[92903164]	[92903164]
886_18729	chr21	42764007	42764407	+	1000	117.5	[5.268915, 12.965319]	[106, 109]	[5.687681, 12.536653]	[106, 109]	[42764206, 42764209]	[42764206, 42764209]
886_18748	chr6	16803883	16804283	+	1000	117.5	[12.536653]	[120]	[12.965319]	[120]	[16804093]	[16804093]
886_1875	chr11	108467329	108467729	+	1000	576.0	[12.890374]	[99]	[12.78045]	[99]	[108467525]	[108467525]
886_18757	chr7	39623140	39623540	+	934	117.5	[10.661659]	[127]	[10.671558]	[127]	[39623355]	[39623355]
886_18765	chr8	102788867	102789267	+	946	117.5	[6.6060014]	[145]	[6.8296685]	[145]	[102789080]	[102789080]
886_18776	chr1	202159414	202159814	+	1000	117.0	[4.037037]	[232]	[]	[]	[202159574]	[]
886_18791	chr16	15521822	15522222	+	1000	117.0	[6.3307967]	[147]	[5.902131]	[147]	[15521976]	[15521976]
886_18807	chr2	48420673	48421073	+	718	117.0	[4.625799]	[183]	[5.0544653]	[183]	[48420901]	[48420901]
886_18823	chr4	8261885	8262285	+	1000	117.0	[16.662966]	[116]	[16.662966]	[116]	[8262093]	[8262093]
886_18831	chr5	74538334	74538734	+	1000	117.0	[6.136028]	[93]	[6.265752]	[93]	[74538520]	[74538520]
886_18836	chr6	2958736	2959136	+	926	117.0	[6.3307967]	[101]	[5.902131]	[101]	[2958935]	[2958935]
886_18845	chr8	42338245	42338645	+	1000	117.0	[16.662966]	[105]	[16.662966]	[105]	[42338445]	[42338445]
886_1886	chr10	11552217	11552617	+	1000	574.0	[4.670253]	[226]	[4.670253]	[226]	[11552444]	[11552444]
886_18875	chr13	100589189	100589589	+	934	116.5	[12.322203]	[119]	[11.903437]	[119]	[100589356]	[100589356]
886_18878	chr15	77470222	77470622	+	1000	116.5	[11.304774, 12.965319]	[82, 163]	[11.304774, 12.536653]	[82, 163]	[77470375, 77470456]	[77470375, 77470456]
886_18890	chr2	55175666	55176066	+	949	116.5	[11.903437]	[232]	[12.322203]	[232]	[55175875]	[55175875]
886_18895	chr20	30569833	30570233	+	1000	116.5	[10.671558]	[135]	[10.661659]	[135]	[30570068]	[30570068]
886_18924	chrX	13110775	13111175	+	766	116.5	[10.671558]	[132]	[10.661659]	[132]	[13110972]	[13110972]
886_18964	chr2	10270748	10271148	+	1000	116.0	[11.304774]	[165]	[11.304774]	[165]	[10270978]	[10270978]
886_18967	chr2	100891358	100891758	+	1000	116.0	[11.304774]	[108]	[11.304774]	[108]	[100891564]	[100891564]
886_1898	chr17	7252009	7252409	+	1000	572.5	[16.662966]	[103]	[16.662966]	[103]	[7252207]	[7252207]
886_18982	chr4	112817789	112818189	+	688	116.0	[4.6391053]	[181]	[5.067771]	[181]	[112818040]	[112818040]
886_18985	chr4	182918930	182919330	+	1000	116.0	[12.965319]	[131]	[12.536653]	[131]	[182919151]	[182919151]
886_18997	chr6	135920681	135921081	+	1000	116.0	[17.29618]	[112]	[17.30608]	[112]	[135920885]	[135920885]
886_19020	chrX	49209743	49210143	+	865	116.0	[11.304774]	[120]	[11.304774]	[120]	[49209955]	[49209955]
886_19024	chr1	116631472	116631872	+	957	115.5	[11.304774]	[117]	[11.304774]	[117]	[116631674]	[116631674]
886_19051	chr17	19664802	19665202	+	842	115.5	[17.939297]	[95]	[17.939297]	[95]	[19664997]	[19664997]
886_19053	chr17	46832989	46833389	+	1000	115.5	[7.837879, 7.2427125]	[100, 140]	[8.490212, 7.4727845]	[100, 140]	[46833153, 46833193]	[46833153, 46833193]
886_19055	chr18	23583948	23584348	+	911	115.5	[8.439688]	[100]	[8.130846]	[100]	[23584140]	[23584140]
886_19064	chr2	42046780	42047180	+	1000	115.5	[6.6060014]	[132]	[6.8296685]	[132]	[42047010]	[42047010]
886_19070	chr2	187448086	187448486	+	1000	115.5	[7.163356]	[195]	[6.8545146]	[195]	[187448319]	[187448319]
886_19093	chr5	142432234	142432634	+	631	115.5	[12.332103]	[100]	[11.8935375]	[100]	[142432429]	[142432429]
886_19094	chr6	4854095	4854495	+	1000	115.5	[4.670253]	[223]	[4.670253]	[223]	[4854264]	[4854264]
886_19105	chr7	107663192	107663592	+	1000	115.5	[17.30608]	[126]	[17.29618]	[126]	[107663388]	[107663388]
886_19142	chr12	57793900	57794300	+	1000	115.0	[4.670253]	[117]	[4.670253]	[117]	[57794090]	[57794090]
886_1917	chr17	37430008	37430408	+	1000	571.0	[4.670253, 8.439688]	[85, 99]	[4.670253, 8.130846]	[85, 99]	[37430191, 37430205]	[37430191, 37430205]
886_19173	chr3	183285824	183286224	+	891	115.0	[13.873739]	[109]	[14.1073065]	[109]	[183286023]	[183286023]
886_19181	chr6	154481763	154482163	+	920	115.0	[12.965319]	[100]	[12.536653]	[100]	[154481963]	[154481963]
886_19209	chr10	29812054	29812454	+	701	114.5	[8.704662]	[130]	[8.899761]	[130]	[29812264]	[29812264]
886_19235	chr17	75011034	75011434	+	768	114.5	[12.536653]	[114]	[12.965319]	[114]	[75011236]	[75011236]
886_19243	chr2	200367134	200367534	+	1000	114.5	[4.670253]	[149]	[4.670253]	[149]	[200367359]	[200367359]
886_19252	chr22	30275654	30276054	+	1000	114.5	[13.873739]	[98]	[14.1073065]	[98]	[30275830]	[30275830]
886_19254	chr22	36136970	36137370	+	1000	114.5	[17.29618]	[103]	[17.30608]	[103]	[36137170]	[36137170]
886_19265	chr5	134446829	134447229	+	792	114.5	[12.322203]	[113]	[11.903437]	[113]	[134447037]	[134447037]
886_19272	chr6	164098971	164099371	+	1000	114.5	[13.4641905]	[119]	[13.240523]	[119]	[164099185]	[164099185]
886_19279	chr8	70633918	70634318	+	798	114.5	[4.7366085]	[105]	[4.7305465]	[105]	[70634100]	[70634100]
886_1928	chr9	37465249	37465649	+	1000	570.0	[12.900274]	[98]	[12.77055]	[98]	[37465446]	[37465446]
886_19289	chrX	40262058	40262458	+	926	114.5	[7.4727845]	[128]	[7.2392173]	[128]	[40262280]	[40262280]
886_19290	chrX	103404576	103404976	+	1000	114.5	[14.1073065]	[98]	[13.873739]	[98]	[103404772]	[103404772]
886_193	chr5	44808620	44809020	+	1000	1204.5	[6.255852]	[105]	[6.145928]	[105]	[44808824]	[44808824]
886_19303	chr11	32176273	32176673	+	1000	114.0	[8.439688]	[97]	[8.130846]	[97]	[32176466]	[32176466]
886_19318	chr15	78291779	78292179	+	846	114.0	[12.965319]	[104]	[12.536653]	[104]	[78291974]	[78291974]
886_19330	chr2	54813570	54813970	+	1000	114.0	[12.322203]	[129]	[11.903437]	[129]	[54813785]	[54813785]
886_19349	chr5	140293491	140293891	+	1000	114.0	[11.903437]	[107]	[12.322203]	[107]	[140293690]	[140293690]
886_1935	chr7	65551042	65551442	+	1000	569.5	[5.902131]	[94]	[6.3307967]	[94]	[65551225]	[65551225]
886_19350	chr5	164277729	164278129	+	720	114.0	[4.670253]	[138]	[4.670253]	[138]	[164277951]	[164277951]
886_19358	chr7	99779942	99780342	+	871	114.0	[4.037037]	[81]	[4.037037]	[64]	[99780121]	[99780104]
886_19378	chr1	153683868	153684268	+	942	113.5	[12.332103]	[115]	[11.8935375]	[115]	[153684079]	[153684079]
886_19401	chr15	95715403	95715803	+	1000	113.5	[8.130846]	[118]	[8.439688]	[118]	[95715593]	[95715593]
886_19407	chr18	79567774	79568174	+	899	113.5	[11.8935375]	[108]	[12.332103]	[108]	[79567975]	[79567975]
886_19421	chr22	22357145	22357545	+	1000	113.5	[6.8296685]	[170]	[6.6060014]	[170]	[22357311]	[22357311]
886_19429	chr3	186193575	186193975	+	852	113.5	[17.939297]	[107]	[17.939297]	[107]	[186193765]	[186193765]
886_19434	chr5	90548094	90548494	+	1000	113.5	[4.670253]	[147]	[4.670253]	[147]	[90548334]	[90548334]
886_19440	chr6	43669015	43669415	+	574	113.5	[14.1073065]	[102]	[13.873739]	[102]	[43669213]	[43669213]
886_19444	chr6	170192073	170192473	+	1000	113.5	[5.0544653, 17.939297]	[97, 102]	[4.625799, 17.939297]	[97, 102]	[170192263, 170192268]	[170192263, 170192268]
886_19448	chr7	107051370	107051770	+	881	113.5	[]	[]	[4.0338807]	[161]	[]	[107051580]
886_19456	chrX	11357479	11357879	+	1000	113.5	[12.322203]	[130]	[11.903437]	[130]	[11357689]	[11357689]
886_19461	chr1	842852	843252	+	939	113.0	[6.3307967]	[120]	[5.902131]	[120]	[843043]	[843043]
886_19508	chr21	14757662	14758062	+	627	113.0	[4.037037]	[196]	[]	[]	[14757887]	[]
886_19514	chr22	30870346	30870746	+	779	113.0	[7.2392173, 11.304774]	[70, 88]	[7.4727845, 11.304774]	[70, 88]	[30870516, 30870534]	[30870516, 30870534]
886_19527	chr4	150743865	150744265	+	1000	113.0	[12.332103]	[84]	[11.8935375]	[84]	[150744048]	[150744048]
886_19543	chr8	11942051	11942451	+	905	113.0	[4.670253]	[166]	[4.670253]	[166]	[11942280]	[11942280]
886_19546	chr8	100791814	100792214	+	888	113.0	[5.902131, 5.687681]	[87, 149]	[6.3307967, 5.268915]	[87, 149]	[100792001, 100792063]	[100792001, 100792063]
886_1956	chr5	37668470	37668870	+	1000	567.0	[5.697581]	[92]	[5.259015]	[92]	[37668655]	[37668655]
886_1958	chr7	44867294	44867694	+	1000	566.5	[11.260322]	[101]	[11.688987]	[101]	[44867493]	[44867493]
886_19583	chr12	101618375	101618775	+	765	112.5	[8.130846]	[99]	[8.439688]	[99]	[101618569]	[101618569]
886_19593	chr15	38671879	38672279	+	921	112.5	[]	[]	[4.037037]	[63]	[]	[38672038]
886_19597	chr15	66899983	66900383	+	628	112.5	[5.697581, 4.625799]	[117, 146]	[5.259015, 5.0544653]	[117, 146]	[66900170, 66900199]	[66900170, 66900199]
886_1960	chr17	1293458	1293858	+	1000	566.0	[5.259015, 12.536653, 12.536653, 11.8935375]	[64, 86, 108, 149]	[5.697581, 12.965319, 12.965319, 12.332103]	[64, 86, 108, 149]	[1293622, 1293644, 1293666, 1293707]	[1293622, 1293644, 1293666, 1293707]
886_19614	chr19	49533232	49533632	+	965	112.5	[]	[]	[4.037037]	[251]	[]	[49533420]
886_19654	chr8	66132758	66133158	+	930	112.5	[6.8989677]	[121]	[6.779144]	[121]	[66132967]	[66132967]
886_19667	chr1	18854515	18854915	+	987	112.0	[14.1073065]	[129]	[13.873739]	[129]	[18854716]	[18854716]
886_19668	chr1	23100219	23100619	+	747	112.0	[5.902131]	[78]	[6.3307967]	[78]	[23100390]	[23100390]
886_19683	chr11	2954187	2954587	+	1000	112.0	[8.130846]	[148]	[8.439688]	[148]	[2954414]	[2954414]
886_19703	chr17	47941257	47941657	+	980	112.0	[]	[]	[4.037037]	[162]	[]	[47941480]
886_19734	chr3	65996713	65997113	+	1000	112.0	[17.939297]	[117]	[17.939297]	[117]	[65996926]	[65996926]
886_1974	chr16	48366452	48366852	+	1000	565.0	[8.439688]	[130]	[8.130846]	[130]	[48366673]	[48366673]
886_19748	chr5	42876387	42876787	+	664	112.0	[5.902131]	[130]	[6.3307967]	[130]	[42876595]	[42876595]
886_1975	chr2	27799124	27799524	+	1000	565.0	[17.29618]	[92]	[17.30608]	[92]	[27799313]	[27799313]
886_1976	chr1	228109149	228109549	+	1000	564.5	[4.670253]	[83]	[4.670253]	[83]	[228109322]	[228109322]
886_19794	chr14	49962629	49963029	+	1000	111.5	[4.0306325]	[158]	[4.037037]	[158]	[49962871]	[49962871]
886_1980	chr20	17968657	17969057	+	1000	564.5	[13.4641905]	[104]	[13.240523]	[104]	[17968855]	[17968855]
886_19806	chr17	57375425	57375825	+	984	111.5	[7.4877305, 7.2392173]	[91, 133]	[7.806472, 7.4727845]	[91, 133]	[57375606, 57375648]	[57375606, 57375648]
886_19807	chr17	58007151	58007551	+	1000	111.5	[10.028443]	[161]	[10.028443]	[161]	[58007388]	[58007388]
886_19808	chr17	62919413	62919813	+	1000	111.5	[10.671558]	[123]	[10.661659]	[123]	[62919618]	[62919618]
886_1982	chr10	118531463	118531863	+	1000	564.0	[16.662966]	[110]	[16.662966]	[110]	[118531666]	[118531666]
886_19830	chr3	114498732	114499132	+	1000	111.5	[13.4641905]	[77]	[13.240523]	[77]	[114498892]	[114498892]
886_1984	chr19	9621054	9621454	+	1000	564.0	[13.4641905]	[94]	[13.240523]	[94]	[9621247]	[9621247]
886_1985	chr6	31703175	31703575	+	1000	564.0	[7.9426265]	[113]	[8.172357]	[113]	[31703365]	[31703365]
886_19858	chr9	129110820	129111220	+	998	111.5	[4.0306325]	[74]	[4.037037]	[74]	[129110974]	[129110974]
886_19861	chrX	139207669	139208069	+	872	111.5	[12.965319]	[106]	[12.536653]	[106]	[139207857]	[139207857]
886_19866	chr1	45303958	45304358	+	1000	111.0	[10.671558]	[98]	[10.661659]	[98]	[45304131]	[45304131]
886_19872	chr10	79344853	79345253	+	904	111.0	[12.965319]	[89]	[12.536653]	[89]	[79345036]	[79345036]
886_19884	chr15	90352517	90352917	+	736	111.0	[4.037037]	[142]	[]	[]	[90352723]	[]
886_19901	chr19	54190050	54190450	+	990	111.0	[4.037037]	[162]	[]	[]	[54190285]	[]
886_19924	chr5	153618841	153619241	+	939	111.0	[11.304774, 10.661659]	[122, 178]	[11.304774, 10.671558]	[122, 178]	[153619012, 153619068]	[153619012, 153619068]
886_19929	chr6	31660833	31661233	+	1000	111.0	[4.670253]	[184]	[4.670253]	[184]	[31661027]	[31661027]
886_1993	chr1	223771761	223772161	+	1000	562.5	[5.697581]	[138]	[5.259015]	[138]	[223771995]	[223771995]
886_19931	chr6	90587117	90587517	+	1000	111.0	[9.7015]	[146]	[9.348108]	[146]	[90587304]	[90587304]
886_1994	chr17	43024522	43024922	+	1000	562.5	[11.8935375]	[95]	[12.332103]	[95]	[43024714]	[43024714]
886_19940	chr8	18538658	18539058	+	839	111.0	[4.3741302]	[79]	[4.298856]	[79]	[18538818]	[18538818]
886_19941	chr8	27258246	27258646	+	848	111.0	[12.322203]	[119]	[11.903437]	[119]	[27258449]	[27258449]
