#PeakID(python identify_motif.py ./ENCODE_processed_files/FOSL1_idr.fa FOSL1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
46_13318	chr1	67534688	67535088	+	1000	69.0	[11.972782]	[101]	[13.811987]	[101]	[67534869]	[67534869]
46_1332	chr18	8890893	8891293	+	1000	242.0	[6.146564, 14.247998, 6.435131]	[60, 98, 134]	[11.536771]	[98]	[8891049, 8891087, 8891123]	[8891087]
46_13320	chr1	149844113	149844513	+	1000	69.0	[6.9673734, 10.435919]	[117, 132]	[9.98434]	[132]	[149844320, 149844335]	[149844335]
46_13321	chr1	157147806	157148206	+	1000	69.0	[15.626627]	[88]	[13.351411]	[88]	[157147989]	[157147989]
46_13322	chr1	162690814	162691214	+	1000	69.0	[7.9356613, 10.158142]	[95, 144]	[12.433358]	[144]	[162690987, 162691036]	[162691036]
46_13323	chr1	173062118	173062518	+	1000	69.0	[13.811987]	[105]	[11.972782]	[105]	[173062308]	[173062308]
46_13324	chr1	182795591	182795991	+	1000	69.0	[]	[]	[8.259117]	[105]	[]	[182795766]
46_13325	chr1	183702083	183702483	+	1000	69.0	[11.972782, 13.185543]	[85, 141]	[13.811987, 11.060178]	[85, 141]	[183702246, 183702302]	[183702246, 183702302]
46_13326	chr1	201634272	201634672	+	1000	69.0	[12.075051]	[95]	[9.9498005]	[95]	[201634461]	[201634461]
46_13328	chr1	219938653	219939053	+	1000	69.0	[9.531697]	[134]	[11.520754]	[134]	[219938874]	[219938874]
46_13329	chr1	224554656	224555056	+	1000	69.0	[11.536771]	[113]	[14.247998]	[113]	[224554867]	[224554867]
46_1333	chr19	39403764	39404164	+	1000	242.0	[10.158142]	[129]	[12.433358]	[129]	[39403985]	[39403985]
46_13334	chr10	43680033	43680433	+	1000	69.0	[13.185543, 11.536771]	[99, 113]	[11.060178, 14.247998]	[99, 113]	[43680223, 43680237]	[43680223, 43680237]
46_13336	chr10	50260720	50261120	+	1000	69.0	[]	[]	[6.228411]	[87]	[]	[50260884]
46_13337	chr10	61835541	61835941	+	1000	69.0	[9.062057]	[141]	[11.755416]	[141]	[61835767]	[61835767]
46_13338	chr10	63270546	63270946	+	1000	69.0	[11.536771]	[115]	[14.247998]	[115]	[63270748]	[63270748]
46_13339	chr10	68462486	68462886	+	1000	69.0	[9.314332]	[122]	[6.770823]	[122]	[68462701]	[68462701]
46_1334	chr21	38277431	38277831	+	1000	242.0	[7.2525406, 8.619093]	[68, 120]	[9.704563, 10.894309]	[68, 120]	[38277595, 38277647]	[38277595, 38277647]
46_13341	chr10	72847614	72848014	+	1000	69.0	[12.433358]	[139]	[10.158142]	[139]	[72847838]	[72847838]
46_13342	chr10	79635951	79636351	+	1000	69.0	[8.353806]	[105]	[6.1529865]	[113]	[79636135]	[79636143]
46_13343	chr10	84494284	84494684	+	1000	69.0	[14.247998]	[75]	[11.536771]	[75]	[84494448]	[84494448]
46_13344	chr10	87763089	87763489	+	1000	69.0	[11.8145485]	[102]	[11.79898]	[102]	[87763281]	[87763281]
46_13346	chr10	92211232	92211632	+	1000	69.0	[13.185543]	[121]	[11.060178]	[121]	[92211436]	[92211436]
46_13347	chr10	100373353	100373753	+	1000	69.0	[8.605711]	[112]	[8.621279]	[112]	[100373544]	[100373544]
46_13348	chr10	114367742	114368142	+	1000	69.0	[9.245538]	[156]	[11.806913]	[156]	[114367976]	[114367976]
46_13349	chr11	3995940	3996340	+	1000	69.0	[8.13516]	[148]	[10.696422]	[148]	[3996186]	[3996186]
46_1335	chr4	84814325	84814725	+	1000	242.0	[14.247998]	[129]	[11.536771]	[129]	[84814552]	[84814552]
46_13350	chr11	13110945	13111345	+	1000	69.0	[7.693106, 7.693106]	[129, 175]	[7.9948344, 7.9948344]	[129, 175]	[13111138, 13111184]	[13111138, 13111184]
46_13351	chr11	15969403	15969803	+	1000	69.0	[8.152223, 14.247998]	[64, 89]	[6.393947, 11.536771]	[64, 89]	[15969562, 15969587]	[15969562, 15969587]
46_13353	chr11	45289328	45289728	+	1000	69.0	[15.626627, 11.806913]	[109, 140]	[13.351411, 9.245538]	[109, 140]	[45289536, 45289567]	[45289536, 45289567]
46_13354	chr11	46122931	46123331	+	1000	69.0	[11.972782]	[146]	[13.811987]	[146]	[46123173]	[46123173]
46_13355	chr11	63769349	63769749	+	1000	69.0	[11.806913]	[70]	[9.245538]	[70]	[63769517]	[63769517]
46_13356	chr11	65134521	65134921	+	1000	69.0	[7.2474165]	[204]	[10.376787]	[204]	[65134767]	[65134767]
46_13358	chr11	68945852	68946252	+	1000	69.0	[10.894309]	[90]	[8.619093]	[90]	[68946037]	[68946037]
46_1336	chr5	75320958	75321358	+	1000	242.0	[13.335394]	[136]	[6.6049547, 10.910327]	[80, 136]	[75321182]	[75321126, 75321182]
46_13360	chr11	74024669	74025069	+	1000	69.0	[9.940776]	[83]	[7.6834273]	[83]	[74024851]	[74024851]
46_13362	chr11	86103801	86104201	+	1000	69.0	[11.536771, 8.247404]	[133, 197]	[14.247998, 8.412937]	[133, 197]	[86103986, 86104050]	[86103986, 86104050]
46_13363	chr11	88415130	88415530	+	1000	69.0	[11.755416]	[103]	[9.062057]	[103]	[88415331]	[88415331]
46_13364	chr11	95364663	95365063	+	1000	69.0	[10.04049, 13.811987]	[84, 91]	[7.2976503, 11.972782]	[84, 91]	[95364844, 95364851]	[95364844, 95364851]
46_13365	chr11	110481536	110481936	+	1000	69.0	[13.185543]	[126]	[11.060178]	[126]	[110481740]	[110481740]
46_13366	chr11	119684373	119684773	+	1000	69.0	[12.433358]	[106]	[10.158142]	[106]	[119684570]	[119684570]
46_13367	chr11	127017556	127017956	+	1000	69.0	[11.972782]	[112]	[13.811987, 6.4444776]	[112, 123]	[127017743]	[127017743, 127017754]
46_13368	chr12	26369571	26369971	+	1000	69.0	[13.185543, 7.5087156]	[100, 158]	[11.060178, 9.783817]	[100, 158]	[26369756, 26369814]	[26369756, 26369814]
46_13370	chr12	33752873	33753273	+	1000	69.0	[9.531697]	[107]	[7.4133296, 11.520754]	[75, 107]	[33753078]	[33753046, 33753078]
46_13371	chr12	60266543	60266943	+	1000	69.0	[13.185543]	[116]	[11.060178]	[116]	[60266737]	[60266737]
46_13372	chr12	65631603	65632003	+	1000	69.0	[15.626627]	[117]	[13.351411]	[117]	[65631811]	[65631811]
46_13374	chr12	108729775	108730175	+	1000	69.0	[7.935703]	[85]	[]	[]	[108729951]	[]
46_13375	chr12	111399435	111399835	+	1000	69.0	[15.626627]	[112]	[13.351411]	[112]	[111399635]	[111399635]
46_13376	chr12	114936671	114937071	+	1000	69.0	[15.626627]	[110]	[13.351411]	[110]	[114936865]	[114936865]
46_13379	chr12	121400793	121401193	+	1000	69.0	[8.412937, 13.351411]	[100, 132]	[8.247404, 15.626627]	[100, 132]	[121400983, 121401015]	[121400983, 121401015]
46_1338	chr6	11931169	11931569	+	1000	242.0	[11.806913]	[86]	[9.245538]	[86]	[11931338]	[11931338]
46_13381	chr12	122117967	122118367	+	1000	69.0	[6.228079, 13.351411]	[75, 126]	[15.626627]	[126]	[122118131, 122118182]	[122118182]
46_13382	chr12	126869642	126870042	+	1000	69.0	[9.046039]	[147]	[7.0391154]	[147]	[126869870]	[126869870]
46_13383	chr13	41950462	41950862	+	1000	69.0	[11.536771]	[86]	[14.247998]	[86]	[41950648]	[41950648]
46_13385	chr13	113275315	113275715	+	1000	69.0	[13.351411]	[206]	[15.626627]	[206]	[113275562]	[113275562]
46_13386	chr14	55388204	55388604	+	1000	69.0	[]	[]	[8.259117]	[108]	[]	[55388369]
46_13387	chr14	55794656	55795056	+	1000	69.0	[10.158142]	[95]	[12.433358]	[95]	[55794848]	[55794848]
46_13388	chr14	63563607	63564007	+	1000	69.0	[10.894309]	[99]	[8.619093]	[99]	[63563805]	[63563805]
46_1339	chr6	30717462	30717862	+	1000	242.0	[13.335394]	[142]	[8.077866, 10.910327]	[69, 142]	[30717686]	[30717613, 30717686]
46_13390	chr15	40941414	40941814	+	1000	69.0	[9.999908]	[111]	[10.420351]	[111]	[40941601]	[40941601]
46_13392	chr15	69253261	69253661	+	1000	69.0	[13.351411, 7.6655602]	[114, 139]	[15.626627, 9.958643]	[114, 139]	[69253461, 69253486]	[69253461, 69253486]
46_13393	chr15	77064386	77064786	+	1000	69.0	[8.896188, 7.935703]	[120, 157]	[7.1889668]	[120]	[77064586, 77064623]	[77064586]
46_13394	chr15	82749375	82749775	+	1000	69.0	[9.062057]	[148]	[11.755416]	[148]	[82749611]	[82749611]
46_13395	chr15	90035507	90035907	+	1000	69.0	[7.508601]	[72]	[9.783932]	[72]	[90035665]	[90035665]
46_13397	chr16	19330723	19331123	+	1000	69.0	[11.536771]	[137]	[14.247998, 7.281633]	[137, 174]	[19330917]	[19330917, 19330954]
46_13398	chr16	30956948	30957348	+	1000	69.0	[9.245538]	[96]	[11.806913, 7.5738554]	[96, 152]	[30957123]	[30957123, 30957179]
46_134	chr8	102806640	102807040	+	1000	425.0	[11.806913, 13.335394]	[85, 146]	[9.245538, 6.847221, 10.910327]	[85, 95, 146]	[102806815, 102806876]	[102806815, 102806825, 102806876]
46_1340	chr6	108578525	108578925	+	1000	242.0	[13.335394]	[102]	[10.910327]	[102]	[108578718]	[108578718]
46_13400	chr16	57711988	57712388	+	1000	69.0	[6.770823]	[130]	[9.314332]	[130]	[57712210]	[57712210]
46_13401	chr16	68030102	68030502	+	1000	69.0	[12.433358]	[123]	[10.158142]	[123]	[68030323]	[68030323]
46_13402	chr16	85372738	85373138	+	1000	69.0	[9.245538]	[105]	[11.806913]	[105]	[85372924]	[85372924]
46_13403	chr17	18981885	18982285	+	1000	69.0	[11.806913]	[140]	[9.245538]	[140]	[18982111]	[18982111]
46_13404	chr17	33862760	33863160	+	1000	69.0	[13.811987]	[106]	[11.972782]	[106]	[33862956]	[33862956]
46_13405	chr17	42541208	42541608	+	1000	69.0	[8.669164, 15.626627]	[184, 191]	[13.351411]	[191]	[42541444, 42541451]	[42541451]
46_13406	chr17	53749198	53749598	+	1000	69.0	[11.806913, 10.894309]	[98, 118]	[9.245538, 8.619093]	[98, 118]	[53749384, 53749404]	[53749384, 53749404]
46_13409	chr17	64985096	64985496	+	1000	69.0	[8.262972]	[95]	[8.397368]	[95]	[64985279]	[64985279]
46_1341	chr7	604401	604801	+	1000	242.0	[11.060178]	[103]	[13.185543]	[103]	[604598]	[604598]
46_13410	chr17	66345859	66346259	+	1000	69.0	[7.1966624]	[145]	[]	[]	[66346049]	[]
46_13411	chr17	78030317	78030717	+	1000	69.0	[8.101571]	[83]	[9.522633, 6.699236]	[83, 112]	[78030485]	[78030485, 78030514]
46_13412	chr17	79905689	79906089	+	1000	69.0	[11.972782]	[147]	[13.811987]	[147]	[79905918]	[79905918]
46_13413	chr18	617951	618351	+	1000	69.0	[]	[]	[6.643667]	[140]	[]	[618172]
46_13415	chr18	2897998	2898398	+	1000	69.0	[7.9946604, 7.3625307, 10.435919, 9.522633]	[106, 113, 117, 131]	[9.652122, 9.98434, 8.101571]	[113, 117, 131]	[2898170, 2898177, 2898181, 2898195]	[2898177, 2898181, 2898195]
46_13418	chr18	36420127	36420527	+	1000	69.0	[11.79898]	[144]	[11.8145485]	[144]	[36420355]	[36420355]
46_13419	chr18	58157945	58158345	+	1000	69.0	[11.536771, 6.458852]	[132, 136]	[14.247998]	[132]	[58158147, 58158151]	[58158147]
46_13420	chr18	61606853	61607253	+	1000	69.0	[12.433358]	[94]	[10.158142]	[94]	[61607045]	[61607045]
46_13421	chr18	69975311	69975711	+	1000	69.0	[11.060178]	[133]	[13.185543]	[133]	[69975517]	[69975517]
46_13424	chr19	3161454	3161854	+	1000	69.0	[15.626627]	[154]	[13.351411]	[154]	[3161678]	[3161678]
46_13425	chr19	3852552	3852952	+	1000	69.0	[15.626627]	[132]	[13.351411]	[132]	[3852760]	[3852760]
46_13426	chr19	6057187	6057587	+	1000	69.0	[11.520754]	[155]	[9.531697]	[155]	[6057426]	[6057426]
46_13428	chr19	41045153	41045553	+	1000	69.0	[10.158142]	[127]	[12.433358]	[127]	[41045340]	[41045340]
46_1343	chr11	13208138	13208538	+	1000	241.0	[15.626627]	[107]	[13.351411]	[107]	[13208336]	[13208336]
46_13430	chr19	43753015	43753415	+	1000	69.0	[15.626627]	[113]	[13.351411]	[113]	[43753219]	[43753219]
46_13431	chr19	45587868	45588268	+	1000	69.0	[11.520754]	[87]	[9.531697]	[87]	[45588050]	[45588050]
46_13432	chr19	47289359	47289759	+	1000	69.0	[11.536771]	[113]	[14.247998]	[113]	[47289551]	[47289551]
46_13436	chr2	9327802	9328202	+	1000	69.0	[13.335394]	[166]	[10.910327]	[166]	[9328035]	[9328035]
46_13437	chr2	11240096	11240496	+	1000	69.0	[10.158142, 7.2110367]	[99, 134]	[12.433358]	[99]	[11240291, 11240326]	[11240291]
46_13438	chr2	25885873	25886273	+	1000	69.0	[13.185543]	[143]	[11.060178]	[143]	[25886115]	[25886115]
46_13439	chr2	30664950	30665350	+	1000	69.0	[11.060178, 10.158142]	[140, 179]	[13.185543, 12.433358]	[140, 179]	[30665160, 30665199]	[30665160, 30665199]
46_1344	chr11	59786924	59787324	+	1000	241.0	[11.060178]	[141]	[13.185543]	[141]	[59787155]	[59787155]
46_13441	chr2	61535458	61535858	+	1000	69.0	[11.536771]	[101]	[14.247998]	[101]	[61535635]	[61535635]
46_13442	chr2	69012485	69012885	+	1000	69.0	[15.626627]	[106]	[13.351411]	[106]	[69012657]	[69012657]
46_13443	chr2	82649976	82650376	+	1000	69.0	[13.351411, 13.335394]	[97, 150]	[15.626627, 10.910327]	[97, 150]	[82650169, 82650222]	[82650169, 82650222]
46_13445	chr2	151789478	151789878	+	1000	69.0	[6.8843427]	[131]	[6.582729]	[131]	[151789684]	[151789684]
46_13446	chr2	151816030	151816430	+	1000	69.0	[7.0391154]	[78]	[9.046039]	[78]	[151816206]	[151816206]
46_13447	chr2	159226143	159226543	+	1000	69.0	[9.245538]	[125]	[11.806913]	[125]	[159226353]	[159226353]
46_13448	chr2	169073925	169074325	+	1000	69.0	[8.896188, 7.281633, 8.621279]	[79, 131, 149]	[7.1889668, 8.605711]	[79, 149]	[169074079, 169074131, 169074149]	[169074079, 169074149]
46_13449	chr2	201252469	201252869	+	1000	69.0	[15.626627]	[146]	[13.351411, 6.9673734]	[146, 174]	[201252691]	[201252691, 201252719]
46_1345	chr11	62881478	62881878	+	1000	241.0	[11.806913]	[97]	[9.245538]	[97]	[62881661]	[62881661]
46_13450	chr2	207833134	207833534	+	1000	69.0	[11.060178]	[133]	[13.185543]	[133]	[207833343]	[207833343]
46_13451	chr2	208064492	208064892	+	1000	69.0	[13.185543]	[81]	[11.060178]	[81]	[208064647]	[208064647]
46_13452	chr2	218717221	218717621	+	1000	69.0	[10.158142]	[128]	[12.433358]	[128]	[218717435]	[218717435]
46_13454	chr2	235660017	235660417	+	1000	69.0	[8.605711]	[96]	[8.621279]	[96]	[235660209]	[235660209]
46_13456	chr20	363210	363610	+	1000	69.0	[11.806913]	[138]	[9.245538]	[138]	[363422]	[363422]
46_13457	chr20	16528111	16528511	+	1000	69.0	[7.9356613, 9.062057]	[101, 108]	[11.755416]	[108]	[16528295, 16528302]	[16528302]
46_13458	chr20	17568970	17569370	+	1000	69.0	[12.433358]	[115]	[10.158142]	[115]	[17569183]	[17569183]
46_13459	chr20	21325161	21325561	+	1000	69.0	[6.539165]	[151]	[7.231399]	[104]	[21325399]	[21325352]
46_1346	chr17	76737794	76738194	+	1000	241.0	[9.531697]	[112]	[11.520754]	[112]	[76737999]	[76737999]
46_13461	chr20	50744383	50744783	+	1000	69.0	[10.894309]	[140]	[8.619093]	[140]	[50744617]	[50744617]
46_13462	chr20	64316507	64316907	+	1000	69.0	[11.806913]	[149]	[9.245538]	[149]	[64316716]	[64316716]
46_13463	chr21	14454321	14454721	+	1000	69.0	[7.2110367]	[96]	[]	[]	[14454501]	[]
46_13464	chr21	17418880	17419280	+	1000	69.0	[11.536771]	[111]	[14.247998, 6.9673734]	[111, 128]	[17419065]	[17419065, 17419082]
46_13465	chr22	23057049	23057449	+	1000	69.0	[7.0980735]	[143]	[9.571196]	[143]	[23057278]	[23057278]
46_13466	chr22	25759811	25760211	+	1000	69.0	[6.6477385]	[79]	[]	[]	[25759989]	[]
46_13467	chr22	29799157	29799557	+	1000	69.0	[9.314332]	[146]	[6.770823]	[146]	[29799367]	[29799367]
46_13468	chr22	37273430	37273830	+	1000	69.0	[10.910327]	[180]	[13.335394]	[180]	[37273659]	[37273659]
46_1347	chr19	45098285	45098685	+	1000	241.0	[8.149128, 12.433358]	[59, 90]	[10.158142]	[90]	[45098442, 45098473]	[45098473]
46_13470	chr22	41736471	41736871	+	1000	69.0	[13.351411]	[107]	[15.626627]	[107]	[41736675]	[41736675]
46_13471	chr22	41845949	41846349	+	1000	69.0	[]	[]	[7.3465133]	[128]	[]	[41846164]
46_13473	chr3	15797088	15797488	+	1000	69.0	[10.910327]	[125]	[13.335394]	[125]	[15797265]	[15797265]
46_13475	chr3	39446439	39446839	+	1000	69.0	[8.605711]	[147]	[8.621279]	[147]	[39446672]	[39446672]
46_13476	chr3	39637766	39638166	+	1000	69.0	[11.972782]	[109]	[13.811987]	[109]	[39637934]	[39637934]
46_13478	chr3	46943760	46944160	+	1000	69.0	[10.435919, 7.693106]	[117, 179]	[9.98434, 7.9948344]	[117, 179]	[46943948, 46944010]	[46943948, 46944010]
46_13479	chr3	48240893	48241293	+	1000	69.0	[6.847221]	[59]	[]	[]	[48241047]	[]
46_1348	chr2	28392665	28393065	+	1000	241.0	[14.247998]	[103]	[11.536771]	[103]	[28392861]	[28392861]
46_13481	chr3	71186036	71186436	+	1000	69.0	[12.433358]	[114]	[6.458852, 10.158142]	[110, 114]	[71186226]	[71186222, 71186226]
46_13483	chr3	72745412	72745812	+	1000	69.0	[13.335394]	[87]	[10.910327]	[87]	[72745596]	[72745596]
46_13486	chr3	120568607	120569007	+	1000	69.0	[13.335394]	[143]	[10.910327]	[143]	[120568824]	[120568824]
46_13487	chr3	153058252	153058652	+	1000	69.0	[6.3779263, 10.420351]	[80, 124]	[9.999908]	[124]	[153058422, 153058466]	[153058466]
46_13488	chr3	170727598	170727998	+	1000	69.0	[7.236523]	[159]	[]	[]	[170727775]	[]
46_13489	chr3	186760429	186760829	+	1000	69.0	[11.536771]	[108]	[14.247998]	[108]	[186760598]	[186760598]
46_1349	chr2	61620495	61620895	+	1000	241.0	[15.626627]	[80]	[13.351411]	[80]	[61620671]	[61620671]
46_13490	chr3	195921307	195921707	+	1000	69.0	[15.626627]	[102]	[13.351411]	[102]	[195921504]	[195921504]
46_13491	chr3	196979556	196979956	+	1000	69.0	[8.13516]	[186]	[10.696422]	[186]	[196979797]	[196979797]
46_13493	chr4	39639130	39639530	+	1000	69.0	[7.517559]	[210]	[]	[]	[39639354]	[]
46_13496	chr4	150347984	150348384	+	1000	69.0	[14.247998]	[166]	[11.536771]	[166]	[150348220]	[150348220]
46_13497	chr4	153464026	153464426	+	1000	69.0	[10.910327]	[75]	[13.335394]	[75]	[153464199]	[153464199]
46_13498	chr4	158201281	158201681	+	1000	69.0	[15.626627]	[143]	[13.351411]	[143]	[158201498]	[158201498]
46_13499	chr4	169335341	169335741	+	1000	69.0	[9.062057]	[75]	[11.755416]	[75]	[169335506]	[169335506]
46_1350	chr2	68849641	68850041	+	1000	241.0	[9.531697]	[116]	[11.520754]	[116]	[68849853]	[68849853]
46_13500	chr4	184265606	184266006	+	1000	69.0	[11.972782]	[93]	[13.811987]	[93]	[184265791]	[184265791]
46_13501	chr4	184843894	184844294	+	1000	69.0	[6.169279]	[151]	[]	[]	[184844095]	[]
46_13504	chr5	14304939	14305339	+	1000	69.0	[7.823107, 11.536771]	[99, 155]	[14.247998]	[155]	[14305111, 14305167]	[14305167]
46_13505	chr5	16778138	16778538	+	1000	69.0	[11.755416]	[100]	[9.062057]	[100]	[16778332]	[16778332]
46_13506	chr5	39272048	39272448	+	1000	69.0	[14.247998]	[109]	[11.536771]	[109]	[39272245]	[39272245]
46_13507	chr5	54738097	54738497	+	1000	69.0	[7.935703]	[143]	[]	[]	[54738300]	[]
46_13508	chr5	56494341	56494741	+	1000	69.0	[6.235713]	[123]	[6.139215]	[123]	[56494524]	[56494524]
46_13509	chr5	56812121	56812521	+	1000	69.0	[10.910327]	[126]	[13.335394]	[126]	[56812333]	[56812333]
46_1351	chr20	33690047	33690447	+	1000	241.0	[8.621279, 6.1712556]	[116, 143]	[8.605711]	[116]	[33690248, 33690275]	[33690248]
46_13510	chr5	95563397	95563797	+	1000	69.0	[9.799835, 8.227716]	[148, 181]	[12.225017]	[148]	[95563610, 95563643]	[95563610]
46_13511	chr5	96880512	96880912	+	1000	69.0	[15.626627]	[70]	[13.351411]	[70]	[96880674]	[96880674]
46_13513	chr5	139271191	139271591	+	1000	69.0	[11.060178]	[100]	[13.185543]	[100]	[139271390]	[139271390]
46_13514	chr5	140221580	140221980	+	1000	69.0	[9.98434]	[89]	[10.435919]	[89]	[140221766]	[140221766]
46_13515	chr5	141634138	141634538	+	1000	69.0	[13.351411]	[124]	[15.626627]	[124]	[141634342]	[141634342]
46_13517	chr5	157516084	157516484	+	1000	69.0	[9.98434]	[150]	[10.435919]	[150]	[157516300]	[157516300]
46_13518	chr5	159616965	159617365	+	1000	69.0	[12.433358]	[121]	[10.158142]	[121]	[159617154]	[159617154]
46_13519	chr5	160039744	160040144	+	1000	69.0	[11.536771]	[156]	[14.247998]	[156]	[160039953]	[160039953]
46_1352	chr20	47274489	47274889	+	1000	241.0	[12.075051, 9.357896]	[77, 112]	[9.9498005, 9.523314]	[77, 112]	[47274662, 47274697]	[47274662, 47274697]
46_13520	chr5	160182046	160182446	+	1000	69.0	[11.536771]	[98]	[14.247998]	[98]	[160182219]	[160182219]
46_13528	chr6	42505312	42505712	+	1000	69.0	[9.4802]	[121]	[11.337273, 8.296468]	[121, 158]	[42505506]	[42505506, 42505543]
46_13529	chr6	52603354	52603754	+	1000	69.0	[13.335394]	[167]	[6.1800203, 10.910327]	[107, 167]	[52603595]	[52603535, 52603595]
46_1353	chr3	11238832	11239232	+	1000	241.0	[11.060178]	[132]	[13.185543]	[132]	[11239042]	[11239042]
46_13530	chr6	106147002	106147402	+	1000	69.0	[6.386645, 9.245538]	[144, 163]	[7.7582264, 11.806913]	[144, 163]	[106147224, 106147243]	[106147224, 106147243]
46_13532	chr6	129901950	129902350	+	1000	69.0	[13.351411]	[89]	[15.626627]	[89]	[129902121]	[129902121]
46_13533	chr6	134017871	134018271	+	1000	69.0	[10.894309]	[80]	[8.619093]	[80]	[134018045]	[134018045]
46_13535	chr6	158047086	158047486	+	1000	69.0	[11.806913]	[141]	[9.245538]	[141]	[158047299]	[158047299]
46_13536	chr6	167893400	167893800	+	1000	69.0	[6.128697, 12.433358]	[104, 137]	[6.1309958, 10.158142]	[104, 137]	[167893576, 167893609]	[167893576, 167893609]
46_13538	chr7	31122671	31123071	+	1000	69.0	[15.626627]	[153]	[13.351411]	[153]	[31122894]	[31122894]
46_13539	chr7	39504896	39505296	+	1000	69.0	[8.243733, 9.046039]	[58, 126]	[9.597704, 7.0391154]	[58, 126]	[39505051, 39505119]	[39505051, 39505119]
46_1354	chr6	45454300	45454700	+	1000	241.0	[13.351411]	[101]	[15.626627]	[101]	[45454499]	[45454499]
46_13540	chr7	66696107	66696507	+	1000	69.0	[11.972782]	[158]	[13.811987]	[158]	[66696344]	[66696344]
46_13542	chr7	138092642	138093042	+	1000	69.0	[11.536771]	[135]	[14.247998]	[135]	[138092838]	[138092838]
46_13545	chr7	151003592	151003992	+	1000	69.0	[11.806913, 6.25051]	[110, 122]	[9.245538]	[110]	[151003789, 151003801]	[151003789]
46_13546	chr8	10795933	10796333	+	1000	69.0	[7.606708]	[119]	[]	[]	[10796135]	[]
46_13547	chr8	22682375	22682775	+	1000	69.0	[9.314332]	[82]	[6.770823]	[82]	[22682550]	[22682550]
46_13548	chr8	29185427	29185827	+	1000	69.0	[13.811987]	[96]	[6.511294, 11.972782]	[86, 96]	[29185609]	[29185599, 29185609]
46_13549	chr8	41775332	41775732	+	1000	69.0	[9.999908]	[95]	[10.420351]	[95]	[41775512]	[41775512]
46_13550	chr8	74251224	74251624	+	1000	69.0	[8.009867, 13.811987]	[73, 127]	[11.972782, 6.699236]	[127, 135]	[74251388, 74251442]	[74251442, 74251450]
46_13551	chr8	102541644	102542044	+	1000	69.0	[9.652122]	[165]	[6.413076, 7.3625307]	[132, 165]	[102541882]	[102541849, 102541882]
46_13552	chr8	102579122	102579522	+	1000	69.0	[13.811987]	[140]	[11.972782]	[140]	[102579351]	[102579351]
46_13553	chr8	105403588	105403988	+	1000	69.0	[13.185543]	[127]	[11.060178]	[127]	[105403804]	[105403804]
46_13555	chr8	142844592	142844992	+	1000	69.0	[13.185543]	[74]	[11.060178]	[74]	[142844762]	[142844762]
46_13556	chr9	38008204	38008604	+	1000	69.0	[10.376787, 6.313017]	[106, 158]	[7.2474165, 8.233152]	[106, 158]	[38008399, 38008451]	[38008399, 38008451]
46_13557	chr9	72580161	72580561	+	1000	69.0	[9.046039]	[97]	[7.0391154]	[97]	[72580347]	[72580347]
46_13559	chr9	99019815	99020215	+	1000	69.0	[9.464183]	[149]	[6.6209717]	[149]	[99020020]	[99020020]
46_1356	chr7	123538135	123538535	+	1000	241.0	[13.811987, 13.335394]	[86, 119]	[6.228079, 11.972782, 10.910327]	[74, 86, 119]	[123538306, 123538339]	[123538294, 123538306, 123538339]
46_13560	chr9	127740796	127741196	+	1000	69.0	[9.062057]	[124]	[11.755416]	[124]	[127740991]	[127740991]
46_13563	chr9	136551335	136551735	+	1000	69.0	[9.245538]	[125]	[11.806913]	[125]	[136551531]	[136551531]
46_13564	chrX	15855692	15856092	+	1000	69.0	[11.79898]	[142]	[11.8145485]	[142]	[15855933]	[15855933]
46_13565	chrX	41334034	41334434	+	1000	69.0	[13.351411]	[150]	[15.626627]	[150]	[41334253]	[41334253]
46_13566	chrX	71454199	71454599	+	1000	69.0	[11.972782]	[112]	[13.811987]	[112]	[71454407]	[71454407]
46_13567	chrX	125294399	125294799	+	1000	69.0	[9.958643, 11.337273]	[119, 195]	[7.6655602, 9.4802]	[119, 195]	[125294571, 125294647]	[125294571, 125294647]
46_13568	chrX	152845819	152846219	+	1000	69.0	[11.972782]	[180]	[13.811987]	[180]	[152846061]	[152846061]
46_13569	chr1	911114	911514	+	1000	68.0	[11.337273]	[114]	[9.4802]	[114]	[911314]	[911314]
46_1357	chr7	152709647	152710047	+	1000	241.0	[11.806913]	[122]	[9.245538]	[122]	[152709855]	[152709855]
46_13570	chr1	8055963	8056363	+	1000	68.0	[15.626627]	[103]	[13.351411]	[103]	[8056161]	[8056161]
46_13571	chr1	15412120	15412520	+	1000	68.0	[7.08223, 6.699236]	[91, 162]	[7.066662]	[91]	[15412291, 15412362]	[15412291]
46_13577	chr1	27537914	27538314	+	1000	68.0	[12.433358]	[117]	[10.158142]	[117]	[27538131]	[27538131]
46_1358	chr1	3313093	3313493	+	1000	240.0	[10.910327, 9.531697]	[114, 132]	[13.335394, 11.520754]	[114, 132]	[3313299, 3313317]	[3313299, 3313317]
46_13580	chr1	31511792	31512192	+	1000	68.0	[7.9948344, 10.910327]	[99, 127]	[7.693106, 13.335394]	[99, 127]	[31511991, 31512019]	[31511991, 31512019]
46_13582	chr1	38527459	38527859	+	1000	68.0	[12.433358]	[176]	[10.158142]	[176]	[38527695]	[38527695]
