#PeakID(python identify_motif.py ./ENCODE_processed_files/SP1_idr.fa SP1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
328_1924	chr19	48391437	48391837	+	1000	123.5	[14.538916, 2.952037]	[71, 147]	[15.34917]	[84]	[48391589, 48391665]	[48391602]
328_1927	chr6	25278952	25279352	+	1000	123.5	[]	[]	[3.7245033, 3.0077872]	[151, 202]	[]	[25279107, 25279158]
328_1928	chr6	159693226	159693626	+	1000	123.5	[7.812585, 4.091104]	[99, 140]	[]	[]	[159693419, 159693460]	[]
328_193	chr12	118016500	118016900	+	1000	343.5	[]	[]	[9.184389]	[63]	[]	[118016655]
328_1930	chr8	63038675	63039075	+	1000	123.5	[]	[]	[8.919923]	[100]	[]	[63038865]
328_1934	chr16	4433954	4434354	+	1000	123.0	[5.873302]	[153]	[]	[]	[4434198]	[]
328_1942	chr20	34676966	34677366	+	1000	123.0	[]	[]	[2.7726347]	[94]	[]	[34677125]
328_1943	chr3	53197021	53197421	+	1000	123.0	[9.656622]	[172]	[4.7556267]	[100]	[53197267]	[53197195]
328_1944	chr5	16577594	16577994	+	1000	123.0	[]	[]	[4.4217014, 3.1680408]	[71, 98]	[]	[16577746, 16577773]
328_1946	chr7	2631515	2631915	+	1000	123.0	[]	[]	[7.2441573, 16.804495, 8.444955]	[110, 128, 148]	[]	[2631671, 2631689, 2631709]
328_1948	chr7	155205271	155205671	+	1000	123.0	[13.400066]	[151]	[]	[]	[155205423]	[]
328_1953	chr1	225924155	225924555	+	1000	122.5	[13.829447]	[121]	[]	[]	[225924313]	[]
328_1954	chr10	70403843	70404243	+	1000	122.5	[4.044875, 7.724916, 9.624506, 15.957969, 10.536196]	[121, 137, 150, 174, 194]	[]	[]	[70403999, 70404015, 70404028, 70404052, 70404072]	[]
328_1963	chr9	93095362	93095762	+	1000	122.5	[]	[]	[9.620428, 3.269727]	[282, 299]	[]	[93095593, 93095610]
328_1964	chr1	1032990	1033390	+	1000	122.0	[12.495337]	[110]	[]	[]	[1033172]	[]
328_1970	chr16	138506	138906	+	1000	122.0	[]	[]	[2.8212347]	[127]	[]	[138687]
328_1972	chr19	38224091	38224491	+	1000	122.0	[5.4250016]	[79]	[4.346475]	[101]	[38224253]	[38224275]
328_1973	chr2	69386995	69387395	+	1000	122.0	[]	[]	[3.1783206, 4.218778]	[179, 180]	[]	[69387163, 69387164]
328_1974	chr2	85418287	85418687	+	1000	122.0	[]	[]	[12.990925]	[119]	[]	[85418501]
328_1977	chr6	43369510	43369910	+	1000	122.0	[11.110157, 4.3619943]	[200, 234]	[]	[]	[43369726, 43369760]	[]
328_1978	chr7	1044195	1044595	+	1000	122.0	[2.7697217]	[114]	[]	[]	[1044399]	[]
328_198	chr22	42500070	42500470	+	1000	342.5	[]	[]	[5.870418, 7.7793875, 4.4846845, 10.688726]	[70, 76, 92, 150]	[]	[42500232, 42500238, 42500254, 42500312]
328_1984	chr12	49264806	49265206	+	1000	121.5	[4.711571]	[113]	[12.990925]	[100]	[49265013]	[49265000]
328_1985	chr12	112382261	112382661	+	1000	121.5	[13.503932, 7.679162]	[106, 118]	[15.368152]	[65]	[112382461, 112382473]	[112382420]
328_1986	chr16	58001152	58001552	+	1000	121.5	[6.2064075, 2.7793214, 3.1707146, 17.300081]	[119, 141, 142, 147]	[2.693586]	[130]	[58001358, 58001380, 58001381, 58001386]	[58001369]
328_1987	chr16	85688814	85689214	+	1000	121.5	[6.606056]	[124]	[]	[]	[85688993]	[]
328_1988	chr17	44200020	44200420	+	1000	121.5	[3.0055277]	[139]	[2.6685436, 4.904422, 17.32727, 3.1566477]	[80, 86, 98, 166]	[44200239]	[44200180, 44200186, 44200198, 44200266]
328_1991	chr5	173331930	173332330	+	1000	121.5	[5.795598, 15.7706]	[104, 120]	[]	[]	[173332131, 173332147]	[]
328_1993	chr7	75739192	75739592	+	1000	121.5	[13.024539]	[87]	[8.444955]	[147]	[75739374]	[75739434]
328_1998	chr17	48892143	48892543	+	1000	121.0	[5.579906, 6.4438624]	[135, 136]	[]	[]	[48892378, 48892379]	[]
328_2001	chr19	55353906	55354306	+	1000	121.0	[4.3287973, 4.127368, 6.359074, 12.439831, 9.427467]	[141, 171, 186, 191, 232]	[]	[]	[55354059, 55354089, 55354104, 55354109, 55354150]	[]
328_2004	chr5	181027983	181028383	+	1000	121.0	[]	[]	[13.603134]	[115]	[]	[181028195]
328_2005	chr6	18155106	18155506	+	1000	121.0	[8.157188]	[122]	[3.3008976, 3.9018242]	[142, 169]	[18155282]	[18155302, 18155329]
328_2018	chr3	155870349	155870749	+	1000	120.5	[3.77574]	[118]	[15.4701605]	[97]	[155870522]	[155870501]
328_2022	chr7	6059023	6059423	+	1000	120.5	[7.7263536]	[141]	[16.02719, 7.6392083]	[124, 170]	[6059243]	[6059226, 6059272]
328_2024	chr8	20072615	20073015	+	1000	120.5	[9.670113]	[166]	[]	[]	[20072865]	[]
328_2028	chr1	202341881	202342281	+	1000	120.0	[]	[]	[4.6362133]	[190]	[]	[202342102]
328_2031	chr22	21045625	21046025	+	1000	120.0	[]	[]	[3.8577232, 6.0121346]	[113, 132]	[]	[21045828, 21045847]
328_2034	chr5	90529515	90529915	+	1000	120.0	[]	[]	[13.499411]	[226]	[]	[90529755]
328_2035	chr7	27361361	27361761	+	1000	120.0	[]	[]	[3.3180373]	[73]	[]	[27361532]
328_2038	chr1	18579339	18579739	+	1000	119.5	[4.7556267, 3.8814056, 12.159073]	[96, 123, 128]	[]	[]	[18579526, 18579553, 18579558]	[]
328_2039	chr10	101830504	101830904	+	1000	119.5	[14.0042305, 8.357032, 10.602403]	[106, 157, 162]	[]	[]	[101830672, 101830723, 101830728]	[]
328_204	chr10	28302893	28303293	+	1000	340.5	[]	[]	[7.420619, 10.413139, 11.288374, 2.6384938]	[95, 115, 120, 145]	[]	[28303082, 28303102, 28303107, 28303132]
328_2040	chr10	102714260	102714660	+	1000	119.5	[]	[]	[3.5577562]	[148]	[]	[102714461]
328_2041	chr12	31659023	31659423	+	1000	119.5	[5.8911376]	[116]	[9.991709]	[89]	[31659205]	[31659178]
328_2042	chr16	89926296	89926696	+	1000	119.5	[5.277882, 8.258217]	[72, 73]	[3.7959652]	[143]	[89926460, 89926461]	[89926531]
328_2044	chr17	44968204	44968604	+	1000	119.5	[3.2781606, 10.072305]	[92, 112]	[9.188614, 9.91024]	[152, 164]	[44968382, 44968402]	[44968442, 44968454]
328_2045	chr19	39046128	39046528	+	1000	119.5	[3.528919, 2.8000762]	[193, 194]	[]	[]	[39046344, 39046345]	[]
328_2052	chr1	51878693	51879093	+	1000	119.0	[]	[]	[15.302202]	[228]	[]	[51878936]
328_2054	chr12	118135813	118136213	+	1000	119.0	[]	[]	[11.206567, 9.430473]	[154, 173]	[]	[118136035, 118136054]
328_2055	chr14	23237674	23238074	+	1000	119.0	[14.83831, 6.200871, 9.173884, 17.08989, 19.091042]	[61, 67, 72, 91, 121]	[]	[]	[23237833, 23237839, 23237844, 23237863, 23237893]	[]
328_2058	chr17	36948701	36949101	+	1000	119.0	[8.784505, 19.063852]	[135, 158]	[]	[]	[36948912, 36948935]	[]
328_2061	chr6	33317781	33318181	+	1000	119.0	[8.114702]	[267]	[]	[]	[33318002]	[]
328_2065	chr3	125916055	125916455	+	1000	118.5	[14.403408, 8.336533]	[196, 236]	[]	[]	[125916257, 125916297]	[]
328_2071	chr10	131900397	131900797	+	1000	118.0	[3.8238559]	[72]	[12.095856]	[153]	[131900557]	[131900638]
328_2072	chr12	53006035	53006435	+	1000	118.0	[5.6886024, 3.7277443, 17.300081]	[86, 137, 142]	[]	[]	[53006207, 53006258, 53006263]	[]
328_2076	chr16	79770113	79770513	+	1000	118.0	[]	[]	[3.4473517]	[140]	[]	[79770272]
328_2079	chr19	44747387	44747787	+	1000	118.0	[4.421936, 4.2384243]	[151, 191]	[4.6905413]	[112]	[44747584, 44747624]	[44747545]
328_2080	chr21	14215888	14216288	+	1000	118.0	[10.806789, 15.4701605]	[101, 132]	[16.50567, 15.965972]	[81, 174]	[14216066, 14216097]	[14216046, 14216139]
328_2086	chr1	28552685	28553085	+	1000	117.5	[3.604346, 9.536294]	[92, 113]	[]	[]	[28552864, 28552885]	[]
328_2088	chr11	73761120	73761520	+	1000	117.5	[]	[]	[10.346245, 3.7732263]	[129, 211]	[]	[73761275, 73761357]
328_2096	chr5	168579578	168579978	+	1000	117.5	[5.641519]	[181]	[7.3912115]	[242]	[168579758]	[168579819]
328_2101	chr1	959098	959498	+	1000	117.0	[17.300081, 4.4222174, 8.500792]	[134, 146, 161]	[]	[]	[959311, 959323, 959338]	[]
328_2102	chr11	329447	329847	+	1000	117.0	[]	[]	[12.131885]	[176]	[]	[329659]
328_2104	chr14	23301502	23301902	+	1000	117.0	[7.5851464, 12.453082]	[192, 219]	[]	[]	[23301723, 23301750]	[]
328_2115	chr11	62855794	62856194	+	1000	116.5	[]	[]	[6.17754]	[202]	[]	[62856025]
328_2117	chr17	43388189	43388589	+	1000	116.5	[7.6344113, 4.424848]	[90, 102]	[15.602369]	[70]	[43388372, 43388384]	[43388352]
328_2119	chr2	200963556	200963956	+	1000	116.5	[13.73358]	[151]	[]	[]	[200963784]	[]
328_2121	chr3	32106314	32106714	+	1000	116.5	[]	[]	[7.344716]	[186]	[]	[32106521]
328_2127	chr11	76860569	76860969	+	1000	116.0	[7.2055993]	[186]	[16.804495, 19.091042]	[134, 215]	[76860775]	[76860723, 76860804]
328_2129	chr17	47649630	47650030	+	1000	116.0	[]	[]	[3.3003771, 2.5841758]	[108, 129]	[]	[47649800, 47649821]
328_214	chr22	19122261	19122661	+	1000	332.5	[7.4380927, 7.5164657]	[92, 97]	[18.568264]	[149]	[19122443, 19122448]	[19122500]
328_2140	chr11	66843229	66843629	+	1000	115.5	[]	[]	[5.4699078]	[170]	[]	[66843465]
328_2143	chr17	74748262	74748662	+	1000	115.5	[14.325035]	[141]	[]	[]	[74748479]	[]
328_2146	chr2	238288710	238289110	+	1000	115.5	[4.451208, 6.549087]	[85, 103]	[17.300081]	[68]	[238288892, 238288910]	[238288875]
328_2147	chr20	56468352	56468752	+	1000	115.5	[3.9976919, 7.4380927, 7.4380927, 6.1295013]	[121, 153, 158, 173]	[]	[]	[56468528, 56468560, 56468565, 56468580]	[]
328_2157	chr14	49862729	49863129	+	1000	115.0	[10.146342]	[149]	[3.6029217]	[118]	[49862937]	[49862906]
328_2159	chr16	352898	353298	+	1000	115.0	[]	[]	[14.580015, 10.731344, 6.621884, 15.214021]	[140, 159, 198, 225]	[]	[353049, 353068, 353107, 353134]
328_2161	chr17_GL000205v2_random	140614	141014	+	1000	115.0	[4.251895]	[150]	[]	[]	[140845]	[]
328_2164	chr19	17555362	17555762	+	1000	115.0	[]	[]	[14.403408, 3.5500813]	[128, 133]	[]	[17555577, 17555582]
328_2166	chr19	53431700	53432100	+	1000	115.0	[9.754101, 19.091042, 3.8137224]	[108, 130, 151]	[]	[]	[53431894, 53431916, 53431937]	[]
328_2169	chr22	49918262	49918662	+	1000	115.0	[15.7706]	[160]	[3.9084458, 9.475606]	[126, 140]	[49918494]	[49918460, 49918474]
328_2172	chr6	33789045	33789445	+	1000	115.0	[5.3979278]	[55]	[]	[]	[33789199]	[]
328_2180	chr15	65869107	65869507	+	1000	114.5	[6.1855893]	[247]	[]	[]	[65869347]	[]
328_2181	chr16	2178534	2178934	+	1000	114.5	[20.29, 15.716737, 8.771435, 9.3437]	[58, 78, 138, 149]	[]	[]	[2178690, 2178710, 2178770, 2178781]	[]
328_2182	chr16	66934249	66934649	+	1000	114.5	[]	[]	[17.465149, 5.632662]	[89, 94]	[]	[66934438, 66934443]
328_2183	chr17	2399535	2399935	+	1000	114.5	[]	[]	[7.0825424, 2.657287, 2.6483073, 10.286185]	[56, 95, 101, 107]	[]	[2399687, 2399726, 2399732, 2399738]
328_2184	chr19	32580867	32581267	+	1000	114.5	[14.580015, 17.300081]	[132, 144]	[]	[]	[32581043, 32581055]	[]
328_2190	chr6	53544935	53545335	+	1000	114.5	[]	[]	[16.097958]	[138]	[]	[53545171]
328_2199	chr17	77140460	77140860	+	1000	114.0	[4.7555223, 2.6982973, 4.6645255, 15.4701605]	[109, 136, 141, 146]	[8.688438]	[175]	[77140631, 77140658, 77140663, 77140668]	[77140697]
328_22	chr7	106112174	106112574	+	1000	699.5	[]	[]	[4.424848, 7.6930723, 7.4380927, 2.9131565]	[86, 107, 112, 117]	[]	[106112326, 106112347, 106112352, 106112357]
328_2201	chr19	34172209	34172609	+	1000	114.0	[7.0599914, 4.1395545]	[133, 151]	[4.0297775]	[126]	[34172408, 34172426]	[34172401]
328_2203	chr19	52962763	52963163	+	1000	114.0	[]	[]	[19.091042, 6.063046, 5.4449434]	[98, 109, 120]	[]	[52962930, 52962941, 52962952]
328_2206	chr22	23220294	23220694	+	1000	114.0	[4.260466, 6.2407565]	[248, 253]	[]	[]	[23220505, 23220510]	[]
328_2209	chr6	30907808	30908208	+	1000	114.0	[]	[]	[10.195333]	[73]	[]	[30907976]
328_2211	chr1	11934486	11934886	+	1000	113.5	[5.658961]	[80]	[4.3111215, 9.079029, 7.4445786]	[60, 70, 92]	[11934665]	[11934645, 11934655, 11934677]
328_2214	chr12	122974474	122974874	+	1000	113.5	[13.519471]	[123]	[]	[]	[122974638]	[]
328_2215	chr16	23510320	23510720	+	1000	113.5	[13.239608, 4.61628, 7.799919]	[127, 138, 143]	[10.731344]	[111]	[23510535, 23510546, 23510551]	[23510519]
328_2216	chr18	59359183	59359583	+	1000	113.5	[15.368152, 5.1701374]	[81, 141]	[18.595453, 2.7386346, 10.958337]	[134, 152, 153]	[59359360, 59359420]	[59359413, 59359431, 59359432]
328_222	chr1	43358630	43359030	+	1000	328.5	[13.236013, 4.072745]	[129, 130]	[]	[]	[43358855, 43358856]	[]
328_2220	chr19	18322970	18323370	+	1000	113.5	[]	[]	[6.6126027, 6.6984577, 4.6469154]	[200, 222, 227]	[]	[18323183, 18323205, 18323210]
328_2221	chr19	35557797	35558197	+	1000	113.5	[]	[]	[6.2663307]	[143]	[]	[35558036]
328_2226	chr6	42563634	42564034	+	1000	113.5	[14.060962]	[168]	[]	[]	[42563828]	[]
328_2227	chr6	73564769	73565169	+	1000	113.5	[]	[]	[3.9112475]	[93]	[]	[73564955]
328_2228	chr1	16032741	16033141	+	1000	113.0	[18.568264, 11.315562]	[83, 140]	[]	[]	[16032918, 16032975]	[]
328_2229	chr1	162561295	162561695	+	1000	113.0	[8.878428, 14.386477]	[150, 168]	[]	[]	[162561462, 162561480]	[]
328_2235	chr19	54448918	54449318	+	1000	113.0	[]	[]	[3.8708274]	[196]	[]	[54449151]
328_2236	chr19	58408357	58408757	+	1000	113.0	[2.6352265]	[110]	[]	[]	[58408522]	[]
328_224	chr12	57547021	57547421	+	1000	328.0	[6.764558]	[143]	[]	[]	[57547250]	[]
328_2242	chr6	42984247	42984647	+	1000	113.0	[]	[]	[7.779876]	[218]	[]	[42984493]
328_2248	chr11	78014919	78015319	+	1000	112.5	[]	[]	[7.6370716, 8.013524]	[73, 107]	[]	[78015078, 78015112]
328_2249	chr12	56221773	56222173	+	1000	112.5	[15.033877, 11.862557, 4.878629]	[102, 148, 166]	[]	[]	[56221930, 56221976, 56221994]	[]
328_2250	chr16	4371558	4371958	+	1000	112.5	[6.2064075, 17.300081, 9.085292]	[138, 163, 183]	[4.025808, 10.230077]	[116, 121]	[4371754, 4371779, 4371799]	[4371732, 4371737]
328_2252	chr17	81711920	81712320	+	1000	112.5	[]	[]	[2.8576057]	[204]	[]	[81712126]
328_2255	chr19	40609904	40610304	+	1000	112.5	[10.481752, 2.9348092, 13.585401, 18.499043]	[109, 117, 128, 143]	[4.467934]	[87]	[40610113, 40610121, 40610132, 40610147]	[40610091]
328_2256	chr19	53867473	53867873	+	1000	112.5	[]	[]	[2.618266, 19.42429]	[157, 194]	[]	[53867684, 53867721]
328_2257	chr2	130372353	130372753	+	1000	112.5	[15.523996]	[259]	[]	[]	[130372598]	[]
328_2258	chr21	43789316	43789716	+	1000	112.5	[6.1024275]	[127]	[2.9490051, 4.1561584]	[100, 164]	[43789528]	[43789501, 43789565]
328_2261	chr6	2245481	2245881	+	1000	112.5	[17.300081]	[200]	[2.6695383]	[145]	[2245711]	[2245656]
328_2265	chr11	6234641	6235041	+	1000	112.0	[16.523]	[129]	[8.6575985]	[57]	[6234864]	[6234792]
328_2267	chr16	28212056	28212456	+	1000	112.0	[]	[]	[9.842424, 3.6536508]	[160, 227]	[]	[28212213, 28212280]
328_2272	chr7	36389461	36389861	+	1000	112.0	[]	[]	[8.968522]	[86]	[]	[36389623]
328_2281	chr13	19958393	19958793	+	1000	111.5	[]	[]	[9.04326]	[134]	[]	[19958623]
328_2287	chr3	45388305	45388705	+	1000	111.5	[11.031784, 9.184389]	[118, 180]	[]	[]	[45388463, 45388525]	[]
328_2288	chr9	130845316	130845716	+	1000	111.5	[7.8257203]	[187]	[6.980511]	[220]	[130845492]	[130845525]
328_2291	chr10	102641994	102642394	+	1000	111.0	[]	[]	[4.803666]	[91]	[]	[102642179]
328_2296	chr19	45506380	45506780	+	1000	111.0	[]	[]	[5.8232355, 10.731344]	[112, 141]	[]	[45506553, 45506582]
328_2298	chr2	224585362	224585762	+	1000	111.0	[]	[]	[15.302202]	[115]	[]	[224585560]
328_2299	chr22	20131015	20131415	+	1000	111.0	[5.411861]	[147]	[5.578826, 3.13008, 6.373128]	[66, 121, 128]	[20131255]	[20131174, 20131229, 20131236]
328_2301	chr3	141737973	141738373	+	1000	111.0	[]	[]	[15.34917]	[117]	[]	[141738134]
328_2304	chr1	22052422	22052822	+	1000	110.5	[5.4539986]	[93]	[]	[]	[22052588]	[]
328_2308	chr12	56104174	56104574	+	1000	110.5	[8.139941, 2.5700986]	[124, 152]	[]	[]	[56104332, 56104360]	[]
328_2309	chr15	40694922	40695322	+	1000	110.5	[]	[]	[8.619195, 4.659979]	[120, 145]	[]	[40695115, 40695140]
328_231	chr1	54715589	54715989	+	1000	323.5	[9.964076, 17.16471]	[94, 104]	[6.077467]	[79]	[54715758, 54715768]	[54715743]
328_2312	chr17	76501343	76501743	+	1000	110.5	[4.1036243]	[131]	[17.16471, 4.2524533, 19.063852]	[62, 68, 82]	[76501565]	[76501496, 76501502, 76501516]
328_2314	chr20	54058866	54059266	+	1000	110.5	[8.408158]	[134]	[]	[]	[54059100]	[]
328_2315	chr22	37608483	37608883	+	1000	110.5	[]	[]	[4.6638284, 9.618274]	[150, 152]	[]	[37608684, 37608686]
328_2318	chr1	179025614	179026014	+	1000	110.0	[]	[]	[4.5335116, 15.4701605]	[101, 107]	[]	[179025790, 179025796]
328_232	chr2	96857964	96858364	+	1000	323.0	[]	[]	[11.422362]	[120]	[]	[96858177]
328_2320	chr11	69048582	69048982	+	1000	110.0	[3.4550865, 10.116521, 7.195465]	[63, 119, 139]	[13.047352]	[104]	[69048744, 69048800, 69048820]	[69048785]
328_2322	chr11	134444466	134444866	+	1000	110.0	[5.2512145]	[83]	[]	[]	[134444648]	[]
328_2324	chr16	14630112	14630512	+	1000	110.0	[]	[]	[2.6470556, 18.568264, 8.838634, 19.056072]	[94, 100, 144, 149]	[]	[14630297, 14630303, 14630347, 14630352]
328_2325	chr16	67109679	67110079	+	1000	110.0	[6.461387, 5.656036, 4.936483]	[117, 129, 160]	[]	[]	[67109851, 67109863, 67109894]	[]
328_2326	chr16	89874014	89874414	+	1000	110.0	[]	[]	[12.462459, 14.784361, 7.2055993, 11.5326]	[97, 117, 137, 154]	[]	[89874185, 89874205, 89874225, 89874242]
328_2327	chr17	75405540	75405940	+	1000	110.0	[14.325035, 12.176909, 2.9440854]	[132, 137, 198]	[]	[]	[75405717, 75405722, 75405783]	[]
328_2329	chr19	8343133	8343533	+	1000	110.0	[5.006706]	[131]	[8.843489]	[198]	[8343312]	[8343379]
328_2331	chr22	45309591	45309991	+	1000	110.0	[3.869389]	[157]	[9.211578, 5.680776, 12.120035, 5.578826, 7.4380927, 6.7790537, 2.6756063]	[83, 89, 107, 128, 133, 138, 145]	[45309831]	[45309757, 45309763, 45309781, 45309802, 45309807, 45309812, 45309819]
328_2334	chr3	195687323	195687723	+	1000	110.0	[10.843215, 5.283295, 10.843215]	[94, 126, 156]	[]	[]	[195687498, 195687530, 195687560]	[]
328_2335	chr6	34236613	34237013	+	1000	110.0	[18.568264, 3.0190756]	[107, 143]	[3.525372]	[137]	[34236808, 34236844]	[34236838]
328_2338	chr7	106285008	106285408	+	1000	110.0	[]	[]	[6.0394187, 7.5164657]	[84, 119]	[]	[106285174, 106285209]
328_2339	chr7	119907210	119907610	+	1000	110.0	[4.2134986]	[159]	[]	[]	[119907455]	[]
328_2340	chr8	126558303	126558703	+	1000	110.0	[15.368152, 4.5063224, 12.204099]	[182, 188, 193]	[]	[]	[126558527, 126558533, 126558538]	[]
328_2341	chr1	16913800	16914200	+	1000	109.5	[10.986323, 3.8300574, 14.538916]	[150, 162, 189]	[]	[]	[16913999, 16914011, 16914038]	[]
328_2343	chr11	119057208	119057608	+	1000	109.5	[2.7796378]	[163]	[]	[]	[119057424]	[]
328_2345	chr12	49069785	49070185	+	1000	109.5	[10.286185]	[164]	[]	[]	[49070025]	[]
328_2347	chr19	9309722	9310122	+	1000	109.5	[]	[]	[14.580015]	[119]	[]	[9309885]
328_2348	chr19	38402874	38403274	+	1000	109.5	[]	[]	[10.0550785]	[144]	[]	[38403102]
328_2350	chr2	8583767	8584167	+	1000	109.5	[17.196825, 6.266765]	[102, 144]	[]	[]	[8583936, 8583978]	[]
328_2351	chr20	33686367	33686767	+	1000	109.5	[9.924946]	[219]	[2.7932575, 6.7790537]	[126, 169]	[33686617]	[33686524, 33686567]
328_2352	chr3	150703744	150704144	+	1000	109.5	[7.2487564]	[103]	[6.844968]	[78]	[150703932]	[150703907]
328_2356	chr8	101205637	101206037	+	1000	109.5	[]	[]	[12.678984, 7.558274]	[122, 152]	[]	[101205828, 101205858]
328_2357	chr8	102412623	102413023	+	1000	109.5	[4.0654435]	[138]	[3.6852193, 7.4814224, 8.943937]	[93, 99, 114]	[102412827]	[102412782, 102412788, 102412803]
328_2359	chr9	92764788	92765188	+	1000	109.5	[5.553061]	[73]	[10.915214]	[111]	[92764954]	[92764992]
328_2360	chr1	53196504	53196904	+	1000	109.0	[]	[]	[8.765116, 19.091042]	[122, 139]	[]	[53196712, 53196729]
328_2361	chr1	212857982	212858382	+	1000	109.0	[]	[]	[6.0159755, 10.518723]	[174, 205]	[]	[212858197, 212858228]
328_2367	chr19	39342103	39342503	+	1000	109.0	[3.9555051]	[117]	[]	[]	[39342272]	[]
328_2369	chr3	28241199	28241599	+	1000	109.0	[]	[]	[8.791556]	[155]	[]	[28241350]
328_2370	chr6	7589924	7590324	+	1000	109.0	[4.262967]	[138]	[]	[]	[7590121]	[]
328_2374	chr7	100158533	100158933	+	1000	109.0	[]	[]	[17.16471]	[103]	[]	[100158732]
328_2375	chr8	143541301	143541701	+	1000	109.0	[3.6822336]	[187]	[6.6169896, 2.9131565, 3.0487556]	[121, 126, 141]	[143541550]	[143541484, 143541489, 143541504]
328_2376	chr9	19408633	19409033	+	1000	109.0	[3.6483696, 4.041513]	[112, 129]	[21.342619, 10.301963]	[144, 160]	[19408819, 19408836]	[19408851, 19408867]
328_2385	chr8	28401874	28402274	+	1000	108.5	[2.5645936]	[188]	[5.115158]	[153]	[28402095]	[28402060]
328_2389	chr11	3380713	3381113	+	1000	108.0	[]	[]	[14.579218]	[67]	[]	[3380869]
328_2393	chr15	41231047	41231447	+	1000	108.0	[]	[]	[5.6603346]	[89]	[]	[41231205]
328_240	chr16	89586877	89587277	+	1000	320.0	[14.084427]	[148]	[]	[]	[89587112]	[]
328_2406	chr8	143289366	143289766	+	1000	108.0	[]	[]	[16.054379]	[76]	[]	[143289524]
328_2412	chr11	12110177	12110577	+	1000	107.5	[8.053511, 4.071889, 3.5430129]	[87, 92, 154]	[]	[]	[12110352, 12110357, 12110419]	[]
328_2415	chr18	23453015	23453415	+	1000	107.5	[]	[]	[9.161034]	[89]	[]	[23453194]
328_2416	chr19	3434795	3435195	+	1000	107.5	[2.6484225]	[91]	[]	[]	[3434981]	[]
328_2428	chr10	28811983	28812383	+	1000	107.0	[]	[]	[3.3542178]	[83]	[]	[28812153]
328_2429	chr11	32583492	32583892	+	1000	107.0	[8.287493, 5.1496353]	[87, 119]	[]	[]	[32583669, 32583701]	[]
328_2432	chr12	119988704	119989104	+	1000	107.0	[10.704169]	[86]	[16.54813, 17.16471]	[79, 150]	[119988883]	[119988876, 119988947]
328_2437	chr19	11597188	11597588	+	1000	107.0	[]	[]	[14.168166, 10.327285]	[88, 125]	[]	[11597366, 11597403]
328_244	chr22	20319884	20320284	+	1000	319.0	[3.4683292, 6.992934]	[88, 124]	[6.826179]	[154]	[20320059, 20320095]	[20320125]
328_2450	chr19	11090311	11090711	+	1000	106.5	[10.130733]	[62]	[9.329604, 11.288374]	[114, 136]	[11090468]	[11090520, 11090542]
328_2451	chr22	20429114	20429514	+	1000	106.5	[]	[]	[17.729742, 13.70639]	[199, 218]	[]	[20429345, 20429364]
328_2452	chr3	46979481	46979881	+	1000	106.5	[3.4996543]	[171]	[]	[]	[46979711]	[]
328_2454	chr4	87006744	87007144	+	1000	106.5	[]	[]	[4.7524776]	[74]	[]	[87006911]
328_2456	chr9	129178109	129178509	+	1000	106.5	[8.84614, 10.327285]	[75, 108]	[]	[]	[129178268, 129178301]	[]
328_2467	chr16	28924745	28925145	+	1000	106.0	[5.1911836, 16.50567, 19.063852, 16.804495]	[71, 93, 122, 148]	[6.192905]	[141]	[28924914, 28924936, 28924965, 28924991]	[28924984]
328_2470	chr19	1174097	1174497	+	1000	106.0	[8.214405]	[90]	[14.325035, 19.42429, 18.568264]	[117, 138, 157]	[1174271]	[1174298, 1174319, 1174338]
328_2473	chr6	166999121	166999521	+	1000	106.0	[]	[]	[12.029759, 14.882065]	[112, 138]	[]	[166999280, 166999306]
328_2474	chr6	170554064	170554464	+	1000	106.0	[4.3839583, 5.4849863]	[116, 175]	[]	[]	[170554226, 170554285]	[]
328_2475	chrX	49190797	49191197	+	1000	106.0	[3.4509974, 9.480465]	[144, 185]	[]	[]	[49190948, 49190989]	[]
328_2477	chr1	155609866	155610266	+	1000	105.5	[13.604382]	[90]	[]	[]	[155610030]	[]
328_2482	chr16	74606965	74607365	+	1000	105.5	[10.629334]	[124]	[8.891506, 3.2836814]	[99, 107]	[74607185]	[74607160, 74607168]
328_2484	chr17	28645061	28645461	+	1000	105.5	[]	[]	[10.16867]	[141]	[]	[28645296]
328_2487	chr22	50582841	50583241	+	1000	105.5	[13.047352]	[105]	[11.315562]	[143]	[50583003]	[50583041]
328_2491	chr7	128683782	128684182	+	1000	105.5	[7.129706]	[131]	[]	[]	[128684003]	[]
328_2494	chr9	136790643	136791043	+	1000	105.5	[12.982923, 5.471864, 10.563385]	[101, 106, 128]	[]	[]	[136790825, 136790830, 136790852]	[]
328_2497	chr10	101729999	101730399	+	1000	105.0	[4.7556267]	[163]	[]	[]	[101730214]	[]
328_250	chr7	112450707	112451107	+	1000	316.5	[]	[]	[13.379927]	[154]	[]	[112450898]
328_2507	chr1	85200883	85201283	+	1000	104.5	[4.720203]	[168]	[]	[]	[85201117]	[]
328_2515	chr4	1566480	1566880	+	1000	104.5	[]	[]	[12.015083, 16.267813, 16.267813, 3.00631]	[83, 99, 115, 144]	[]	[1566633, 1566649, 1566665, 1566694]
