#PeakID(python identify_motif.py ./ENCODE_processed_files/GATA2_idr.fa GATA2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
946_15553	chr3	31544619	31545019	+	1000	62.0	[7.6269035]	[86]	[]	[]	[31544802]	[]
946_15554	chr3	32699377	32699777	+	1000	62.0	[9.93833]	[114]	[12.699877]	[99]	[32699578]	[32699563]
946_15555	chr3	39639920	39640320	+	1000	62.0	[9.722767]	[167]	[]	[]	[39640142]	[]
946_15557	chr3	45165812	45166212	+	1000	62.0	[9.722767]	[109]	[]	[]	[45166019]	[]
946_15558	chr3	47962205	47962605	+	1000	62.0	[]	[]	[8.174054]	[131]	[]	[47962420]
946_15559	chr3	49025417	49025817	+	1000	62.0	[]	[]	[12.699877]	[182]	[]	[49025651]
946_1556	chr15	58429962	58430362	+	1000	199.0	[8.065871]	[83]	[]	[]	[58430142]	[]
946_15560	chr3	123636476	123636876	+	1000	62.0	[12.699877]	[89]	[]	[]	[123636659]	[]
946_15561	chr3	130242843	130243243	+	1000	62.0	[7.6269035, 7.7934723]	[84, 109]	[]	[]	[130243020, 130243045]	[]
946_15562	chr3	136642716	136643116	+	1000	62.0	[8.065871]	[92]	[]	[]	[136642904]	[]
946_15563	chr3	141359398	141359798	+	1000	62.0	[]	[]	[12.699877, 12.699877, 9.387603]	[98, 128, 155]	[]	[141359584, 141359614, 141359641]
946_15565	chr3	170717779	170718179	+	1000	62.0	[]	[]	[10.555019]	[120]	[]	[170717994]
946_15568	chr3	187041858	187042258	+	1000	62.0	[]	[]	[9.722767]	[117]	[]	[187042029]
946_1557	chr16	58859950	58860350	+	1000	199.0	[10.555019]	[80]	[]	[]	[58860122]	[]
946_15571	chr4	1163393	1163793	+	1000	62.0	[8.174054]	[69]	[]	[]	[1163547]	[]
946_15572	chr4	2021612	2022012	+	1000	62.0	[]	[]	[12.699877]	[150]	[]	[2021825]
946_15575	chr4	68361167	68361567	+	1000	62.0	[7.6269035]	[149]	[]	[]	[68361373]	[]
946_15576	chr4	78630142	78630542	+	1000	62.0	[]	[]	[10.555019, 12.699877]	[174, 196]	[]	[78630368, 78630390]
946_15577	chr4	87092947	87093347	+	1000	62.0	[]	[]	[10.555019]	[81]	[]	[87093119]
946_15578	chr4	99670372	99670772	+	1000	62.0	[]	[]	[12.699877]	[70]	[]	[99670528]
946_15580	chr4	185190438	185190838	+	1000	62.0	[]	[]	[9.93833]	[127]	[]	[185190663]
946_15581	chr5	38608203	38608603	+	906	62.0	[]	[]	[9.93833]	[134]	[]	[38608409]
946_15582	chr5	43155286	43155686	+	1000	62.0	[8.065871]	[96]	[]	[]	[43155481]	[]
946_15583	chr5	64760348	64760748	+	1000	62.0	[]	[]	[12.699877]	[175]	[]	[64760594]
946_15585	chr5	89396562	89396962	+	1000	62.0	[7.5779095]	[74]	[]	[]	[89396720]	[]
946_15586	chr5	95861893	95862293	+	1000	62.0	[7.5779095]	[131]	[]	[]	[95862115]	[]
946_15588	chr5	134099281	134099681	+	1000	62.0	[12.699877]	[77]	[]	[]	[134099450]	[]
946_15589	chr5	135382085	135382485	+	1000	62.0	[7.6269035]	[115]	[]	[]	[135382271]	[]
946_15591	chr5	149561877	149562277	+	1000	62.0	[7.083552, 10.555019]	[107, 143]	[]	[]	[149562067, 149562103]	[]
946_15592	chr5	157727830	157728230	+	1000	62.0	[]	[]	[12.699877]	[146]	[]	[157728055]
946_15593	chr5	160080896	160081296	+	1000	62.0	[8.065871]	[161]	[]	[]	[160081124]	[]
946_15594	chr5	173766374	173766774	+	1000	62.0	[9.93833]	[76]	[]	[]	[173766535]	[]
946_15597	chr6	4134881	4135281	+	1000	62.0	[]	[]	[7.5779095]	[130]	[]	[4135095]
946_15599	chr6	7691559	7691959	+	1000	62.0	[]	[]	[12.699877]	[151]	[]	[7691788]
946_1560	chr19	38152989	38153389	+	1000	199.0	[8.567237]	[82]	[10.555019]	[127]	[38153153]	[38153198]
946_15600	chr6	7693835	7694235	+	1000	62.0	[]	[]	[10.555019]	[123]	[]	[7694030]
946_15601	chr6	13550655	13551055	+	1000	62.0	[12.699877]	[86]	[]	[]	[13550821]	[]
946_15604	chr6	26493247	26493647	+	1000	62.0	[]	[]	[9.93833]	[100]	[]	[26493420]
946_15605	chr6	28505702	28506102	+	1000	62.0	[]	[]	[9.93833, 12.699877]	[97, 126]	[]	[28505896, 28505925]
946_1561	chr19	38862563	38862963	+	1000	199.0	[9.722767]	[106]	[]	[]	[38862760]	[]
946_15612	chr6	31903957	31904357	+	1000	62.0	[12.699877, 9.93833]	[62, 108]	[]	[]	[31904113, 31904159]	[]
946_15613	chr6	31969681	31970081	+	1000	62.0	[9.387603]	[71]	[8.174054]	[86]	[31969833]	[31969848]
946_15614	chr6	33440583	33440983	+	1000	62.0	[10.555019]	[167]	[]	[]	[33440814]	[]
946_15616	chr6	34197584	34197984	+	1000	62.0	[]	[]	[12.699877]	[153]	[]	[34197817]
946_15617	chr6	34349951	34350351	+	1000	62.0	[9.387603]	[141]	[7.242745]	[152]	[34350120]	[34350131]
946_1562	chr2	111642897	111643297	+	1000	199.0	[]	[]	[12.699877]	[85]	[]	[111643076]
946_15624	chr6	68196634	68197034	+	1000	62.0	[7.6269035]	[70]	[]	[]	[68196804]	[]
946_15627	chr6	125954870	125955270	+	1000	62.0	[9.93833]	[66]	[12.699877]	[137]	[125955022]	[125955093]
946_15629	chr6	146879560	146879960	+	1000	62.0	[]	[]	[9.93833]	[172]	[]	[146879804]
946_1563	chr2	218422467	218422867	+	1000	199.0	[]	[]	[8.065871]	[114]	[]	[218422681]
946_15633	chr7	2099240	2099640	+	1000	62.0	[8.065871]	[158]	[12.699877]	[143]	[2099441]	[2099426]
946_15634	chr7	2733017	2733417	+	1000	62.0	[]	[]	[9.93833]	[137]	[]	[2733183]
946_15635	chr7	39589695	39590095	+	1000	62.0	[7.373495]	[71]	[10.555019]	[109]	[39589849]	[39589887]
946_15636	chr7	45041702	45042102	+	1000	62.0	[10.555019]	[96]	[]	[]	[45041897]	[]
946_15638	chr7	50632973	50633373	+	1000	62.0	[]	[]	[12.699877]	[111]	[]	[50633167]
946_15639	chr7	74617520	74617920	+	1000	62.0	[9.93833]	[80]	[]	[]	[74617694]	[]
946_1564	chr2	219571939	219572339	+	1000	199.0	[]	[]	[12.699877, 7.6269035]	[112, 146]	[]	[219572144, 219572178]
946_15642	chr7	101817659	101818059	+	1000	62.0	[]	[]	[9.93833]	[112]	[]	[101817855]
946_15644	chr7	103121672	103122072	+	1000	62.0	[]	[]	[10.555019]	[71]	[]	[103121842]
946_15646	chr7	105283988	105284388	+	1000	62.0	[7.5779095]	[114]	[]	[]	[105284193]	[]
946_15647	chr7	106534187	106534587	+	1000	62.0	[]	[]	[7.7934723]	[97]	[]	[106534354]
946_15649	chr7	107075862	107076262	+	1000	62.0	[9.93833]	[133]	[]	[]	[107076084]	[]
946_15650	chr7	117208207	117208607	+	1000	62.0	[7.5779095]	[113]	[]	[]	[117208387]	[]
946_15651	chr7	121000379	121000779	+	1000	62.0	[10.555019, 9.93833]	[96, 141]	[]	[]	[121000547, 121000592]	[]
946_15655	chr7	134359764	134360164	+	1000	62.0	[8.567237]	[140]	[8.567237]	[103]	[134359988]	[134359951]
946_15657	chr7	138358938	138359338	+	1000	62.0	[9.387603]	[95]	[]	[]	[138359123]	[]
946_15658	chr7	141649926	141650326	+	1000	62.0	[9.387603]	[132]	[7.000952]	[147]	[141650156]	[141650171]
946_15659	chr7	142838485	142838885	+	1000	62.0	[12.699877]	[158]	[]	[]	[142838703]	[]
946_1566	chr22	21868517	21868917	+	1000	199.0	[]	[]	[7.6269035]	[171]	[]	[21868750]
946_15667	chr8	73633107	73633507	+	1000	62.0	[]	[]	[12.699877]	[131]	[]	[73633272]
946_1567	chr5	180781839	180782239	+	1000	199.0	[9.722767]	[102]	[]	[]	[180782033]	[]
946_15670	chr8	93730996	93731396	+	1000	62.0	[7.000952, 12.699877]	[97, 120]	[]	[]	[93731182, 93731205]	[]
946_15671	chr8	102656885	102657285	+	1000	62.0	[8.567237]	[69]	[]	[]	[102657047]	[]
946_15673	chr8	128014287	128014687	+	1000	62.0	[7.373495]	[170]	[10.555019]	[178]	[128014514]	[128014522]
946_15674	chr8	130637632	130638032	+	1000	62.0	[]	[]	[12.699877]	[117]	[]	[130637842]
946_15675	chr9	36304338	36304738	+	1000	62.0	[12.699877]	[88]	[9.387603]	[159]	[36304508]	[36304579]
946_15678	chr9	92765537	92765937	+	1000	62.0	[9.93833]	[134]	[9.722767]	[117]	[92765745]	[92765728]
946_1568	chr6	137863252	137863652	+	1000	199.0	[]	[]	[9.722767, 12.699877]	[109, 140]	[]	[137863446, 137863477]
946_15681	chr9	120844590	120844990	+	1000	62.0	[]	[]	[7.7934723]	[85]	[]	[120844764]
946_15682	chr9	121369722	121370122	+	1000	62.0	[]	[]	[9.722767]	[67]	[]	[121369885]
946_15683	chr9	124558814	124559214	+	1000	62.0	[9.387603, 12.699877]	[122, 159]	[12.699877]	[169]	[124559001, 124559038]	[124559048]
946_15684	chr9	124706691	124707091	+	1000	62.0	[12.699877]	[138]	[]	[]	[124706915]	[]
946_15685	chr9	124742919	124743319	+	1000	62.0	[8.174054]	[110]	[]	[]	[124743124]	[]
946_15687	chr9	127865572	127865972	+	1000	62.0	[12.699877]	[199]	[12.699877]	[151]	[127865821]	[127865773]
946_15688	chr9	128189305	128189705	+	1000	62.0	[7.5779095]	[132]	[]	[]	[128189509]	[]
946_1569	chr7	12687590	12687990	+	1000	199.0	[]	[]	[7.6269035]	[136]	[]	[12687811]
946_15692	chr9	131214955	131215355	+	1000	62.0	[7.6269035]	[162]	[]	[]	[131215179]	[]
946_15696	chr9	131636604	131637004	+	1000	62.0	[]	[]	[8.174054, 7.242745]	[112, 117]	[]	[131636800, 131636805]
946_15698	chrUn_KI270742v1	21040	21440	+	1000	62.0	[]	[]	[8.567237]	[102]	[]	[21237]
946_15699	chrX	2159355	2159755	+	1000	62.0	[9.93833]	[116]	[]	[]	[2159556]	[]
946_157	chr4	48203779	48204179	+	1000	486.0	[]	[]	[10.555019]	[120]	[]	[48203995]
946_1570	chr7	119925906	119926306	+	1000	199.0	[12.699877, 7.373495]	[70, 75]	[9.93833]	[112]	[119926070, 119926075]	[119926112]
946_15700	chrX	38841830	38842230	+	1000	62.0	[9.93833]	[69]	[10.555019]	[95]	[38841996]	[38842022]
946_15702	chrX	66030493	66030893	+	1000	62.0	[12.699877]	[88]	[7.373495, 12.699877]	[119, 166]	[66030664]	[66030695, 66030742]
946_15703	chrX	114071364	114071764	+	1000	62.0	[]	[]	[12.699877]	[93]	[]	[114071528]
946_15704	chr1	3926548	3926948	+	1000	61.0	[9.387603, 9.93833]	[150, 169]	[]	[]	[3926780, 3926799]	[]
946_15707	chr1	11448382	11448782	+	1000	61.0	[]	[]	[10.555019]	[117]	[]	[11448592]
946_15709	chr1	12183018	12183418	+	1000	61.0	[8.567237]	[216]	[]	[]	[12183252]	[]
946_1571	chr8	123241299	123241699	+	1000	199.0	[9.387603]	[119]	[]	[]	[123241501]	[]
946_15718	chr1	24803963	24804363	+	1000	61.0	[]	[]	[12.699877]	[135]	[]	[24804171]
946_15720	chr1	25482236	25482636	+	1000	61.0	[7.6269035]	[80]	[]	[]	[25482406]	[]
946_15721	chr1	25817905	25818305	+	1000	61.0	[12.699877]	[81]	[]	[]	[25818079]	[]
946_15723	chr1	27099166	27099566	+	1000	61.0	[]	[]	[7.083552]	[124]	[]	[27099384]
946_15726	chr1	29387077	29387477	+	1000	61.0	[]	[]	[12.699877]	[154]	[]	[29387314]
946_15727	chr1	31410200	31410600	+	1000	61.0	[12.699877]	[73]	[]	[]	[31410367]	[]
946_15729	chr1	31872820	31873220	+	1000	61.0	[9.387603]	[127]	[]	[]	[31873026]	[]
946_1573	chr1	15952732	15953132	+	1000	198.0	[]	[]	[9.722767]	[134]	[]	[15952957]
946_15733	chr1	41155958	41156358	+	970	61.0	[8.065871]	[140]	[]	[]	[41156169]	[]
946_15736	chr1	44830960	44831360	+	1000	61.0	[12.699877]	[86]	[]	[]	[44831135]	[]
946_1574	chr1	36307059	36307459	+	1000	198.0	[]	[]	[7.7934723]	[125]	[]	[36307275]
946_15742	chr1	59288023	59288423	+	1000	61.0	[9.387603, 12.699877]	[88, 130]	[12.699877]	[122]	[59288179, 59288221]	[59288213]
946_1575	chr1	93567436	93567836	+	1000	198.0	[]	[]	[7.7934723, 9.722767]	[102, 137]	[]	[93567615, 93567650]
946_15751	chr1	155072029	155072429	+	1000	61.0	[]	[]	[8.065871]	[91]	[]	[155072199]
946_15752	chr1	156423879	156424279	+	1000	61.0	[10.555019, 8.567237]	[111, 127]	[]	[]	[156424078, 156424094]	[]
946_15754	chr1	169529394	169529794	+	1000	61.0	[]	[]	[8.065871]	[143]	[]	[169529580]
946_15755	chr1	171985664	171986064	+	1000	61.0	[]	[]	[12.699877]	[109]	[]	[171985865]
946_15758	chr1	180926576	180926976	+	1000	61.0	[9.387603]	[81]	[]	[]	[180926747]	[]
946_1576	chr13	51590995	51591395	+	1000	198.0	[]	[]	[12.699877]	[78]	[]	[51591166]
946_15760	chr1	201456331	201456731	+	1000	61.0	[]	[]	[7.242745]	[150]	[]	[201456565]
946_15761	chr1	203519332	203519732	+	1000	61.0	[7.242745]	[133]	[]	[]	[203519518]	[]
946_15763	chr1	206487431	206487831	+	1000	61.0	[12.699877, 7.083552]	[125, 136]	[]	[]	[206487652, 206487663]	[]
946_15766	chr1	222707761	222708161	+	1000	61.0	[12.699877]	[87]	[]	[]	[222707926]	[]
946_15768	chr1	230073374	230073774	+	1000	61.0	[]	[]	[9.93833]	[186]	[]	[230073620]
946_15769	chr1	235125814	235126214	+	1000	61.0	[]	[]	[8.065871, 8.065871]	[172, 177]	[]	[235126059, 235126064]
946_1577	chr14	100142557	100142957	+	1000	198.0	[]	[]	[12.699877]	[91]	[]	[100142741]
946_15770	chr10	15169652	15170052	+	1000	61.0	[]	[]	[9.387603]	[153]	[]	[15169873]
946_15771	chr10	22598492	22598892	+	1000	61.0	[9.722767, 9.387603]	[161, 169]	[]	[]	[22598717, 22598725]	[]
946_15772	chr10	24930431	24930831	+	1000	61.0	[9.93833]	[66]	[]	[]	[24930583]	[]
946_15777	chr10	48307590	48307990	+	1000	61.0	[]	[]	[12.699877]	[77]	[]	[48307759]
946_15778	chr10	49212797	49213197	+	1000	61.0	[9.722767]	[99]	[10.555019]	[144]	[49212989]	[49213034]
946_1578	chr16	88799907	88800307	+	1000	198.0	[12.699877]	[77]	[]	[]	[88800076]	[]
946_15780	chr10	50339647	50340047	+	1000	61.0	[]	[]	[12.699877]	[122]	[]	[50339868]
946_15781	chr10	60781708	60782108	+	1000	61.0	[]	[]	[9.387603]	[90]	[]	[60781898]
946_15788	chr10	74067639	74068039	+	1000	61.0	[7.5779095]	[98]	[8.065871, 9.387603]	[89, 165]	[74067814]	[74067805, 74067881]
946_1579	chr2	33108618	33109018	+	1000	198.0	[10.555019]	[106]	[]	[]	[33108816]	[]
946_15792	chr10	79183066	79183466	+	1000	61.0	[]	[]	[8.250492]	[108]	[]	[79183250]
946_15793	chr10	95741843	95742243	+	1000	61.0	[]	[]	[10.555019]	[165]	[]	[95742083]
946_15794	chr10	98226700	98227100	+	1000	61.0	[]	[]	[12.699877]	[134]	[]	[98226934]
946_15795	chr11	3221424	3221824	+	1000	61.0	[]	[]	[10.555019]	[87]	[]	[3221593]
946_15796	chr11	5124058	5124458	+	1000	61.0	[8.174054]	[72]	[7.6269035]	[152]	[5124229]	[5124309]
946_15799	chr11	12258438	12258838	+	1000	61.0	[]	[]	[10.555019, 9.93833]	[110, 181]	[]	[12258600, 12258671]
946_1580	chr2	33122697	33123097	+	1000	198.0	[]	[]	[9.387603]	[106]	[]	[33122893]
946_15800	chr11	13208140	13208540	+	1000	61.0	[]	[]	[9.722767]	[125]	[]	[13208354]
946_15801	chr11	13753283	13753683	+	1000	61.0	[]	[]	[9.93833]	[108]	[]	[13753486]
946_15803	chr11	57383331	57383731	+	1000	61.0	[12.699877]	[158]	[]	[]	[57383555]	[]
946_15804	chr11	61964582	61964982	+	1000	61.0	[7.242745]	[75]	[]	[]	[61964736]	[]
946_15805	chr11	62889901	62890301	+	1000	61.0	[7.7934723]	[151]	[]	[]	[62890114]	[]
946_15806	chr11	63746140	63746540	+	1000	61.0	[7.5779095, 7.5779095]	[98, 120]	[]	[]	[63746319, 63746341]	[]
946_1581	chr2	230713631	230714031	+	1000	198.0	[]	[]	[12.699877]	[124]	[]	[230713854]
946_15810	chr11	67381375	67381775	+	1000	61.0	[]	[]	[7.169444]	[112]	[]	[67381565]
946_15813	chr11	76184674	76185074	+	1000	61.0	[10.555019, 12.699877]	[97, 170]	[]	[]	[76184848, 76184921]	[]
946_15815	chr11	78349060	78349460	+	1000	61.0	[8.174054]	[154]	[]	[]	[78349261]	[]
946_15816	chr11	86052828	86053228	+	1000	61.0	[9.722767, 10.555019, 12.699877, 12.699877]	[121, 131, 152, 184]	[]	[]	[86052994, 86053004, 86053025, 86053057]	[]
946_15817	chr11	86551331	86551731	+	1000	61.0	[]	[]	[12.699877]	[176]	[]	[86551574]
946_15818	chr11	95706908	95707308	+	1000	61.0	[]	[]	[7.5779095]	[106]	[]	[95707114]
946_1582	chr22	29780848	29781248	+	1000	198.0	[12.699877]	[124]	[]	[]	[29781064]	[]
946_15822	chr11	118007560	118007960	+	1000	61.0	[10.555019]	[111]	[9.93833]	[172]	[118007745]	[118007806]
946_15823	chr12	3599990	3600390	+	1000	61.0	[10.555019]	[148]	[]	[]	[3600230]	[]
946_15824	chr12	24950274	24950674	+	1000	61.0	[]	[]	[10.555019, 10.555019, 9.722767]	[117, 145, 150]	[]	[24950454, 24950482, 24950487]
946_15826	chr12	31650935	31651335	+	1000	61.0	[]	[]	[9.93833]	[136]	[]	[31651150]
946_15829	chr12	47834198	47834598	+	1000	61.0	[9.722767]	[98]	[]	[]	[47834385]	[]
946_15832	chr12	50309904	50310304	+	1000	61.0	[]	[]	[12.699877]	[155]	[]	[50310151]
946_15834	chr12	53090586	53090986	+	1000	61.0	[]	[]	[8.174054]	[101]	[]	[53090762]
946_15839	chr12	76871064	76871464	+	1000	61.0	[]	[]	[12.699877]	[58]	[]	[76871217]
946_1584	chr4	95289238	95289638	+	1000	198.0	[9.722767]	[70]	[]	[]	[95289399]	[]
946_15840	chr12	92340885	92341285	+	1000	61.0	[]	[]	[12.699877]	[86]	[]	[92341064]
946_15843	chr12	98002880	98003280	+	1000	61.0	[12.699877]	[70]	[]	[]	[98003035]	[]
946_15844	chr12	98579862	98580262	+	1000	61.0	[]	[]	[12.699877]	[151]	[]	[98580047]
946_1585	chr5	178127474	178127874	+	1000	198.0	[]	[]	[8.250492]	[126]	[]	[178127698]
946_15850	chr13	80571890	80572290	+	1000	61.0	[]	[]	[9.722767]	[172]	[]	[80572117]
946_15851	chr13	80726237	80726637	+	1000	61.0	[9.93833]	[165]	[]	[]	[80726486]	[]
946_15855	chr13	93228441	93228841	+	1000	61.0	[]	[]	[9.387603]	[139]	[]	[93228630]
946_15858	chr14	34301152	34301552	+	1000	61.0	[10.555019]	[96]	[]	[]	[34301344]	[]
946_15859	chr14	61690917	61691317	+	1000	61.0	[]	[]	[10.555019]	[118]	[]	[61691116]
946_1586	chr6	3650931	3651331	+	1000	198.0	[7.242745]	[84]	[10.555019]	[129]	[3651108]	[3651153]
946_15860	chr14	92994123	92994523	+	1000	61.0	[]	[]	[10.555019]	[131]	[]	[92994340]
946_15862	chr15	41634305	41634705	+	1000	61.0	[9.93833]	[220]	[]	[]	[41634544]	[]
946_15865	chr15	73781128	73781528	+	1000	61.0	[7.000952]	[95]	[]	[]	[73781295]	[]
946_15868	chr15	95804483	95804883	+	1000	61.0	[]	[]	[12.699877]	[92]	[]	[95804674]
946_15869	chr15	96162363	96162763	+	1000	61.0	[]	[]	[8.174054]	[138]	[]	[96162569]
946_1587	chr6	33905178	33905578	+	1000	198.0	[12.699877]	[89]	[]	[]	[33905356]	[]
946_15870	chr15	101008047	101008447	+	1000	61.0	[]	[]	[9.93833]	[86]	[]	[101008223]
946_15874	chr16	11133223	11133623	+	1000	61.0	[9.722767, 7.7934723]	[95, 101]	[]	[]	[11133406, 11133412]	[]
946_15877	chr16	31535706	31536106	+	1000	61.0	[]	[]	[12.699877]	[175]	[]	[31535955]
946_15878	chr16	49698384	49698784	+	1000	61.0	[10.555019, 9.93833]	[80, 142]	[]	[]	[49698552, 49698614]	[]
946_15879	chr16	56462452	56462852	+	1000	61.0	[]	[]	[9.93833]	[110]	[]	[56462642]
946_15881	chr16	67935854	67936254	+	1000	61.0	[]	[]	[9.722767]	[90]	[]	[67936022]
946_15882	chr16	69613448	69613848	+	1000	61.0	[]	[]	[9.722767]	[164]	[]	[69613692]
946_15883	chr16	84730444	84730844	+	1000	61.0	[7.7934723]	[153]	[]	[]	[84730689]	[]
946_15889	chr17	48440094	48440494	+	1000	61.0	[9.93833]	[140]	[]	[]	[48440296]	[]
946_1589	chr8	90646298	90646698	+	1000	198.0	[10.555019]	[110]	[]	[]	[90646499]	[]
946_15891	chr17	50631523	50631923	+	1000	61.0	[9.93833]	[66]	[]	[]	[50631680]	[]
946_15895	chr17	73369008	73369408	+	1000	61.0	[]	[]	[12.699877]	[136]	[]	[73369240]
946_15896	chr17	75983728	75984128	+	1000	61.0	[9.722767]	[120]	[]	[]	[75983930]	[]
946_159	chr15	66679634	66680034	+	1000	482.0	[8.250492]	[58]	[7.7934723]	[118]	[66679790]	[66679850]
946_1590	chr8	143387791	143388191	+	1000	198.0	[]	[]	[9.722767]	[87]	[]	[143387975]
946_15900	chr18	3633232	3633632	+	1000	61.0	[]	[]	[7.6269035]	[115]	[]	[3633445]
946_15901	chr18	3655610	3656010	+	1000	61.0	[]	[]	[7.373495]	[105]	[]	[3655783]
946_15902	chr18	8882078	8882478	+	1000	61.0	[7.7934723]	[162]	[]	[]	[8882260]	[]
946_15903	chr18	21735814	21736214	+	1000	61.0	[]	[]	[10.555019]	[207]	[]	[21736024]
946_15904	chr18	22551004	22551404	+	1000	61.0	[]	[]	[9.93833]	[114]	[]	[22551215]
946_15906	chr19	4089034	4089434	+	1000	61.0	[]	[]	[9.387603]	[111]	[]	[4089238]
946_15907	chr19	5790730	5791130	+	1000	61.0	[8.065871]	[144]	[]	[]	[5790960]	[]
946_1591	chr1	11983425	11983825	+	1000	197.0	[7.242745]	[119]	[]	[]	[11983631]	[]
946_15911	chr19	7637582	7637982	+	1000	61.0	[]	[]	[7.5779095]	[200]	[]	[7637799]
946_15913	chr19	8671214	8671614	+	1000	61.0	[]	[]	[7.5779095]	[199]	[]	[8671462]
946_15917	chr19	13726392	13726792	+	1000	61.0	[9.93833]	[94]	[]	[]	[13726566]	[]
946_15918	chr19	14425781	14426181	+	1000	61.0	[]	[]	[9.722767, 9.722767]	[146, 209]	[]	[14425967, 14426030]
946_1592	chr1	116679792	116680192	+	1000	197.0	[]	[]	[9.387603]	[157]	[]	[116680038]
946_15922	chr19	28535278	28535678	+	1000	61.0	[]	[]	[7.7934723]	[95]	[]	[28535458]
946_15924	chr19	35557520	35557920	+	1000	61.0	[]	[]	[10.555019]	[141]	[]	[35557745]
946_15928	chr19	46205189	46205589	+	1000	61.0	[]	[]	[9.722767]	[165]	[]	[46205402]
946_1593	chr1	166585057	166585457	+	1000	197.0	[12.699877]	[167]	[]	[]	[166585301]	[]
946_15930	chr19	49408015	49408415	+	1000	61.0	[12.699877]	[132]	[]	[]	[49408221]	[]
946_15931	chr19	50588582	50588982	+	1000	61.0	[]	[]	[7.6269035]	[135]	[]	[50588807]
946_15932	chr19	50679229	50679629	+	1000	61.0	[]	[]	[7.000952]	[82]	[]	[50679395]
946_15933	chr19	52891389	52891789	+	1000	61.0	[]	[]	[12.699877, 8.065871]	[129, 165]	[]	[52891586, 52891622]
946_15935	chr19	56186848	56187248	+	1000	61.0	[12.699877]	[185]	[]	[]	[56187092]	[]
946_1594	chr11	83007898	83008298	+	1000	197.0	[8.065871, 10.555019]	[66, 124]	[]	[]	[83008050, 83008108]	[]
946_15940	chr2	27703709	27704109	+	1000	61.0	[7.7934723]	[98]	[]	[]	[27703883]	[]
946_15941	chr2	28584064	28584464	+	1000	61.0	[]	[]	[7.083552]	[161]	[]	[28584244]
946_15942	chr2	39688180	39688580	+	1000	61.0	[]	[]	[7.7934723]	[112]	[]	[39688387]
946_15943	chr2	73069454	73069854	+	1000	61.0	[9.93833]	[216]	[]	[]	[73069682]	[]
946_15944	chr2	96507885	96508285	+	1000	61.0	[]	[]	[7.6269035]	[162]	[]	[96508072]
946_15948	chr2	134160711	134161111	+	1000	61.0	[9.722767]	[138]	[]	[]	[134160917]	[]
946_1595	chr11	93718190	93718590	+	1000	197.0	[7.5779095]	[148]	[]	[]	[93718429]	[]
946_15950	chr2	156343279	156343679	+	1000	61.0	[]	[]	[9.93833]	[141]	[]	[156343503]
946_15951	chr2	167898288	167898688	+	1000	61.0	[]	[]	[12.699877]	[136]	[]	[167898504]
946_15955	chr2	172461963	172462363	+	1000	61.0	[8.250492]	[121]	[]	[]	[172462173]	[]
946_15957	chr2	186590885	186591285	+	1000	61.0	[12.699877]	[100]	[]	[]	[186591085]	[]
946_1596	chr11	114082756	114083156	+	1000	197.0	[]	[]	[12.699877]	[127]	[]	[114082977]
946_15960	chr2	218406978	218407378	+	1000	61.0	[]	[]	[9.93833]	[101]	[]	[218407179]
946_15961	chr2	241730867	241731267	+	1000	61.0	[7.5779095]	[144]	[]	[]	[241731093]	[]
946_15963	chr20	44553264	44553664	+	1000	61.0	[]	[]	[7.6269035, 9.722767]	[108, 167]	[]	[44553445, 44553504]
946_15964	chr20	45771040	45771440	+	1000	61.0	[9.93833]	[133]	[]	[]	[45771264]	[]
946_15965	chr20	47487196	47487596	+	1000	61.0	[9.722767, 8.065871]	[92, 153]	[]	[]	[47487384, 47487445]	[]
946_15967	chr20	57415117	57415517	+	1000	61.0	[10.555019]	[190]	[8.250492]	[171]	[57415359]	[57415340]
946_15968	chr20	62531214	62531614	+	1000	61.0	[]	[]	[8.065871]	[126]	[]	[62531429]
946_15969	chr20	63498200	63498600	+	1000	61.0	[]	[]	[8.065871]	[101]	[]	[63498389]
946_1597	chr17	78258561	78258961	+	1000	197.0	[]	[]	[9.93833]	[140]	[]	[78258799]
946_15970	chr21	15155420	15155820	+	1000	61.0	[]	[]	[9.93833]	[114]	[]	[15155590]
946_15975	chr21	39349377	39349777	+	1000	61.0	[7.169444]	[55]	[8.567237]	[80]	[39349531]	[39349556]
946_15978	chr22	19098206	19098606	+	1000	61.0	[]	[]	[10.555019, 9.387603]	[74, 164]	[]	[19098361, 19098451]
946_15983	chr22	19509192	19509592	+	1000	61.0	[12.699877]	[165]	[]	[]	[19509427]	[]
946_15987	chr22	19672936	19673336	+	1000	61.0	[]	[]	[7.6269035]	[103]	[]	[19673105]
946_1599	chr3	9785643	9786043	+	1000	197.0	[]	[]	[12.699877]	[147]	[]	[9785876]
946_15995	chr22	20312840	20313240	+	1000	61.0	[9.387603]	[90]	[]	[]	[20313024]	[]
946_160	chr1	166705422	166705822	+	1000	481.0	[]	[]	[12.699877, 9.93833]	[85, 138]	[]	[166705598, 166705651]
946_1600	chr3	69791907	69792307	+	1000	197.0	[]	[]	[8.174054]	[126]	[]	[69792106]
946_16003	chr22	20574489	20574889	+	1000	61.0	[7.083552]	[145]	[]	[]	[20574649]	[]
