#PeakID(python identify_motif.py ./ENCODE_processed_files/NFATC3_idr.fa NFATC3 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
28_13542	chr21	46321259	46321659	+	837	34.0	[7.408826]	[88]	[]	[]	[46321427]	[]
28_13549	chr22	20101817	20102217	+	888	34.0	[7.408826]	[97]	[]	[]	[20101977]	[]
28_1355	chr7	128343714	128344114	+	1000	66.0	[]	[]	[7.408826]	[125]	[]	[128343932]
28_13550	chr22	20542802	20543202	+	981	34.0	[7.408826, 10.276439]	[90, 130]	[]	[]	[20542980, 20543020]	[]
28_13551	chr22	20789561	20789961	+	1000	34.0	[10.276439]	[206]	[]	[]	[20789801]	[]
28_13556	chr22	21661671	21662071	+	960	34.0	[7.657809]	[190]	[]	[]	[21661882]	[]
28_1356	chr7	153408432	153408832	+	1000	66.0	[10.276439]	[212]	[]	[]	[153408645]	[]
28_13562	chr22	22151546	22151946	+	737	34.0	[7.408826]	[169]	[]	[]	[22151787]	[]
28_13564	chr22	22672023	22672423	+	580	34.0	[]	[]	[7.408826]	[118]	[]	[22672204]
28_13567	chr22	22886915	22887315	+	1000	34.0	[7.657809]	[62]	[]	[]	[22887070]	[]
28_13569	chr22	23254188	23254588	+	976	34.0	[7.408826]	[137]	[]	[]	[23254394]	[]
28_1357	chr1	26237514	26237914	+	1000	65.5	[]	[]	[7.657809]	[102]	[]	[26237713]
28_13578	chr3	17442656	17443056	+	1000	34.0	[]	[]	[7.0441737]	[89]	[]	[17442826]
28_13581	chr3	32933974	32934374	+	839	34.0	[]	[]	[7.657809]	[139]	[]	[32934190]
28_13583	chr3	39177197	39177597	+	707	34.0	[10.276439]	[200]	[]	[]	[39177443]	[]
28_13585	chr3	44625385	44625785	+	1000	34.0	[]	[]	[7.0441737]	[147]	[]	[44625572]
28_13595	chr3	140953056	140953456	+	1000	34.0	[7.408826]	[176]	[]	[]	[140953268]	[]
28_13603	chr3	170766595	170766995	+	1000	34.0	[10.276439]	[78]	[]	[]	[170766756]	[]
28_13607	chr3	185280711	185281111	+	950	34.0	[]	[]	[7.408826]	[121]	[]	[185280928]
28_13609	chr3	186902842	186903242	+	629	34.0	[10.276439]	[214]	[]	[]	[186903088]	[]
28_13624	chr4	108987706	108988106	+	934	34.0	[7.408826]	[163]	[]	[]	[108987908]	[]
28_13627	chr4	122803664	122804064	+	1000	34.0	[]	[]	[7.408826]	[124]	[]	[122803883]
28_13628	chr4	122827856	122828256	+	1000	34.0	[7.408826]	[190]	[]	[]	[122828054]	[]
28_1363	chr1	143184964	143185364	+	1000	65.5	[]	[]	[7.657809, 7.657809, 9.601446, 7.657809]	[73, 89, 115, 138]	[]	[143185136, 143185152, 143185178, 143185201]
28_13630	chr4	153205776	153206176	+	983	34.0	[]	[]	[10.276439]	[117]	[]	[153205969]
28_13632	chr4	184534867	184535267	+	1000	34.0	[]	[]	[7.408826]	[146]	[]	[184535113]
28_13633	chr5	271124	271524	+	741	34.0	[9.601446]	[140]	[]	[]	[271317]	[]
28_1364	chr1	201954922	201955322	+	1000	65.5	[]	[]	[7.408826]	[136]	[]	[201955153]
28_13647	chr5	112996033	112996433	+	1000	34.0	[7.657809]	[153]	[]	[]	[112996281]	[]
28_13651	chr5	134223935	134224335	+	1000	34.0	[7.657809]	[132]	[]	[]	[134224150]	[]
28_13652	chr5	135456163	135456563	+	963	34.0	[7.408826]	[111]	[]	[]	[135456352]	[]
28_13660	chr5	159212954	159213354	+	955	34.0	[10.276439]	[183]	[]	[]	[159213142]	[]
28_13663	chr6	2978955	2979355	+	848	34.0	[7.657809]	[121]	[]	[]	[2979126]	[]
28_13667	chr6	6696705	6697105	+	675	34.0	[]	[]	[7.0441737]	[170]	[]	[6696947]
28_13668	chr6	10801317	10801717	+	1000	34.0	[]	[]	[7.408826, 7.657809]	[170, 186]	[]	[10801526, 10801542]
28_13669	chr6	11919308	11919708	+	1000	34.0	[7.657809]	[60]	[]	[]	[11919459]	[]
28_1367	chr10	13415638	13416038	+	1000	65.5	[7.408826]	[163]	[]	[]	[13415885]	[]
28_13670	chr6	11977277	11977677	+	944	34.0	[7.0441737]	[158]	[]	[]	[11977462]	[]
28_13673	chr6	15296666	15297066	+	1000	34.0	[10.276439, 10.276439]	[142, 154]	[]	[]	[15296878, 15296890]	[]
28_13675	chr6	16260617	16261017	+	1000	34.0	[]	[]	[7.408826]	[134]	[]	[16260781]
28_13676	chr6	16316633	16317033	+	887	34.0	[]	[]	[10.276439]	[74]	[]	[16316807]
28_13680	chr6	27224485	27224885	+	1000	34.0	[7.657809]	[189]	[]	[]	[27224694]	[]
28_13681	chr6	28707636	28708036	+	1000	34.0	[]	[]	[10.276439]	[123]	[]	[28707817]
28_13684	chr6	31789008	31789408	+	830	34.0	[]	[]	[7.408826]	[65]	[]	[31789167]
28_13687	chr6	33342119	33342519	+	604	34.0	[10.276439]	[75]	[]	[]	[33342279]	[]
28_13694	chr6	37109496	37109896	+	1000	34.0	[]	[]	[7.408826]	[169]	[]	[37109676]
28_13696	chr6	43058922	43059322	+	1000	34.0	[]	[]	[7.408826]	[141]	[]	[43059136]
28_13699	chr6	43807620	43808020	+	1000	34.0	[10.276439]	[171]	[]	[]	[43807865]	[]
28_13701	chr6	47415247	47415647	+	1000	34.0	[7.657809]	[163]	[]	[]	[47415482]	[]
28_13707	chr6	105740927	105741327	+	816	34.0	[10.276439]	[148]	[]	[]	[105741139]	[]
28_13714	chr6	147218734	147219134	+	1000	34.0	[7.408826]	[151]	[]	[]	[147218945]	[]
28_13715	chr6	147227869	147228269	+	1000	34.0	[7.408826]	[160]	[]	[]	[147228071]	[]
28_13716	chr6	149130051	149130451	+	1000	34.0	[]	[]	[7.0441737]	[70]	[]	[149130219]
28_13717	chr6	149755719	149756119	+	935	34.0	[7.657809]	[164]	[]	[]	[149755963]	[]
28_13719	chr6	150016860	150017260	+	1000	34.0	[]	[]	[10.276439]	[206]	[]	[150017103]
28_13721	chr7	610893	611293	+	969	34.0	[10.276439]	[122]	[7.408826]	[132]	[611094]	[611104]
28_13724	chr7	12722096	12722496	+	988	34.0	[7.408826]	[172]	[]	[]	[12722311]	[]
28_13726	chr7	22700641	22701041	+	1000	34.0	[7.408826]	[150]	[]	[]	[22700891]	[]
28_1373	chr15	45048967	45049367	+	1000	65.5	[10.276439]	[118]	[10.276439]	[138]	[45049156]	[45049176]
28_13731	chr7	43756742	43757142	+	877	34.0	[9.601446]	[153]	[]	[]	[43756983]	[]
28_13736	chr7	66030851	66031251	+	1000	34.0	[7.657809]	[111]	[10.276439]	[154]	[66031039]	[66031082]
28_13737	chr7	75842850	75843250	+	1000	34.0	[]	[]	[7.408826]	[61]	[]	[75843009]
28_13739	chr7	86933205	86933605	+	1000	34.0	[10.276439]	[66]	[]	[]	[86933365]	[]
28_1374	chr16	57300223	57300623	+	1000	65.5	[]	[]	[7.408826]	[147]	[]	[57300461]
28_13741	chr7	90345307	90345707	+	1000	34.0	[10.276439]	[99]	[]	[]	[90345461]	[]
28_13747	chr7	100434058	100434458	+	843	34.0	[]	[]	[7.408826, 7.0441737]	[125, 155]	[]	[100434278, 100434308]
28_1375	chr17	78975116	78975516	+	1000	65.5	[10.276439]	[147]	[10.276439]	[174]	[78975281]	[78975308]
28_13756	chr7	121035074	121035474	+	697	34.0	[]	[]	[7.408826]	[154]	[]	[121035309]
28_13770	chr7	151633235	151633635	+	1000	34.0	[]	[]	[7.408826, 10.276439]	[101, 123]	[]	[151633427, 151633449]
28_13772	chr7	153410561	153410961	+	1000	34.0	[]	[]	[7.408826]	[139]	[]	[153410798]
28_13775	chr7	159310763	159311163	+	949	34.0	[10.276439]	[116]	[7.657809]	[110]	[159310927]	[159310921]
28_13776	chr8	2885836	2886236	+	916	34.0	[7.408826]	[113]	[]	[]	[2885998]	[]
28_13779	chr8	18066255	18066655	+	1000	34.0	[]	[]	[7.408826]	[129]	[]	[18066472]
28_13781	chr8	26577804	26578204	+	1000	34.0	[10.276439, 9.601446]	[74, 138]	[]	[]	[26577959, 26578023]	[]
28_13784	chr8	63039571	63039971	+	989	34.0	[]	[]	[7.408826]	[201]	[]	[63039786]
28_13785	chr8	66114062	66114462	+	668	34.0	[7.408826]	[145]	[]	[]	[66114264]	[]
28_13790	chr8	102742573	102742973	+	987	34.0	[]	[]	[7.408826]	[204]	[]	[102742810]
28_13791	chr8	104593870	104594270	+	996	34.0	[7.408826]	[131]	[]	[]	[104594093]	[]
28_13796	chr8	127970554	127970954	+	1000	34.0	[]	[]	[7.408826]	[190]	[]	[127970777]
28_13799	chr9	4833066	4833466	+	774	34.0	[]	[]	[10.276439]	[101]	[]	[4833264]
28_13801	chr9	37121030	37121430	+	955	34.0	[7.657809]	[237]	[10.276439]	[168]	[37121280]	[37121211]
28_13806	chr9	110256970	110257370	+	1000	34.0	[]	[]	[10.276439]	[151]	[]	[110257208]
28_13808	chr9	112545485	112545885	+	1000	34.0	[]	[]	[10.276439]	[141]	[]	[112545695]
28_13809	chr9	113884557	113884957	+	1000	34.0	[7.408826]	[106]	[]	[]	[113884746]	[]
28_13813	chr9	130576125	130576525	+	870	34.0	[7.0441737]	[135]	[]	[]	[130576350]	[]
28_13820	chrX	151984262	151984662	+	885	34.0	[]	[]	[10.276439]	[113]	[]	[151984443]
28_13822	chrX	154762219	154762619	+	989	34.0	[]	[]	[10.276439]	[132]	[]	[154762373]
28_13824	chr1	1185631	1186031	+	892	33.5	[7.408826]	[144]	[]	[]	[1185796]	[]
28_13828	chr1	10427903	10428303	+	893	33.5	[7.408826]	[138]	[]	[]	[10428085]	[]
28_13829	chr1	12447697	12448097	+	980	33.5	[7.408826, 7.0441737, 10.276439]	[203, 211, 234]	[]	[]	[12447902, 12447910, 12447933]	[]
28_13831	chr1	14731935	14732335	+	877	33.5	[7.657809]	[124]	[]	[]	[14732136]	[]
28_13833	chr1	19881990	19882390	+	783	33.5	[7.0441737]	[125]	[]	[]	[19882154]	[]
28_13840	chr1	26865424	26865824	+	753	33.5	[]	[]	[10.276439]	[116]	[]	[26865600]
28_13843	chr1	31155458	31155858	+	809	33.5	[9.601446]	[159]	[]	[]	[31155682]	[]
28_13844	chr1	31816370	31816770	+	1000	33.5	[9.601446]	[134]	[]	[]	[31816587]	[]
28_13848	chr1	38508295	38508695	+	986	33.5	[7.0441737]	[73]	[]	[]	[38508456]	[]
28_13850	chr1	39720024	39720424	+	870	33.5	[]	[]	[9.601446]	[167]	[]	[39720252]
28_13855	chr1	45410801	45411201	+	1000	33.5	[]	[]	[7.408826]	[186]	[]	[45411022]
28_13857	chr1	47175290	47175690	+	1000	33.5	[7.0441737]	[93]	[10.276439]	[118]	[47175474]	[47175499]
28_13859	chr1	53837582	53837982	+	874	33.5	[7.657809]	[138]	[]	[]	[53837749]	[]
28_13860	chr1	65253913	65254313	+	772	33.5	[]	[]	[7.657809]	[192]	[]	[65254160]
28_13866	chr1	108079439	108079839	+	991	33.5	[7.408826]	[198]	[]	[]	[108079670]	[]
28_1387	chr6	27650801	27651201	+	1000	65.5	[]	[]	[9.601446]	[125]	[]	[27650994]
28_13879	chr1	161642705	161643105	+	745	33.5	[7.408826, 10.276439]	[95, 142]	[]	[]	[161642867, 161642914]	[]
28_13881	chr1	174157459	174157859	+	1000	33.5	[]	[]	[7.408826]	[132]	[]	[174157654]
28_13884	chr1	182334382	182334782	+	951	33.5	[10.276439]	[218]	[]	[]	[182334605]	[]
28_139	chr19	47891902	47892302	+	1000	157.0	[]	[]	[10.276439]	[165]	[]	[47892138]
28_13901	chr1	223153429	223153829	+	967	33.5	[10.276439]	[71]	[]	[]	[223153597]	[]
28_13904	chr1	234579897	234580297	+	858	33.5	[]	[]	[7.408826]	[129]	[]	[234580048]
28_13906	chr1	234868788	234869188	+	997	33.5	[]	[]	[7.408826, 7.408826, 7.408826, 7.408826, 7.408826, 7.408826]	[117, 122, 127, 132, 140, 145]	[]	[234868958, 234868963, 234868968, 234868973, 234868981, 234868986]
28_13907	chr1	244401446	244401846	+	983	33.5	[7.408826, 7.408826]	[60, 81]	[10.276439]	[141]	[244401601, 244401622]	[244401682]
28_13908	chr10	5433940	5434340	+	975	33.5	[7.408826]	[154]	[7.657809]	[110]	[5434136]	[5434092]
28_1391	chr7	87140310	87140710	+	1000	65.5	[7.0441737]	[118]	[7.408826]	[155]	[87140501]	[87140538]
28_13911	chr10	11603054	11603454	+	720	33.5	[10.276439]	[148]	[7.408826]	[213]	[11603228]	[11603293]
28_13917	chr10	30366847	30367247	+	1000	33.5	[10.276439]	[83]	[7.408826]	[123]	[30367018]	[30367058]
28_13918	chr10	35414369	35414769	+	648	33.5	[]	[]	[7.408826]	[180]	[]	[35414564]
28_13921	chr10	50314780	50315180	+	994	33.5	[]	[]	[10.276439]	[97]	[]	[50314941]
28_13928	chr10	72693077	72693477	+	1000	33.5	[7.408826]	[170]	[]	[]	[72693293]	[]
28_13929	chr10	73816150	73816550	+	1000	33.5	[7.408826]	[140]	[]	[]	[73816344]	[]
28_13932	chr10	74799810	74800210	+	840	33.5	[7.657809]	[148]	[]	[]	[74800044]	[]
28_13938	chr11	27241302	27241702	+	704	33.5	[7.0441737]	[118]	[10.276439]	[146]	[27241486]	[27241514]
28_13939	chr11	27372206	27372606	+	907	33.5	[]	[]	[10.276439]	[107]	[]	[27372400]
28_1394	chr8	109369491	109369891	+	1000	65.5	[10.276439, 7.0441737]	[110, 149]	[7.0441737]	[87]	[109369680, 109369719]	[109369657]
28_13940	chr11	43693709	43694109	+	991	33.5	[7.0441737]	[201]	[7.0441737]	[172]	[43693950]	[43693921]
28_13947	chr11	64166499	64166899	+	936	33.5	[]	[]	[10.276439, 7.657809, 7.408826]	[124, 133, 147]	[]	[64166698, 64166707, 64166721]
28_13949	chr11	70203839	70204239	+	1000	33.5	[7.408826]	[169]	[]	[]	[70204068]	[]
28_1395	chr8	127897448	127897848	+	1000	65.5	[]	[]	[7.408826, 7.408826, 7.408826]	[131, 186, 213]	[]	[127897613, 127897668, 127897695]
28_13950	chr11	71580202	71580602	+	987	33.5	[]	[]	[10.276439]	[166]	[]	[71580425]
28_13959	chr11	95107256	95107656	+	990	33.5	[]	[]	[10.276439]	[102]	[]	[95107451]
28_13960	chr11	95706821	95707221	+	988	33.5	[]	[]	[10.276439]	[154]	[]	[95706992]
28_13963	chr11	112042572	112042972	+	861	33.5	[7.408826, 7.408826]	[166, 175]	[]	[]	[112042788, 112042797]	[]
28_13964	chr12	622275	622675	+	920	33.5	[]	[]	[7.408826]	[87]	[]	[622434]
28_1397	chr1	34859701	34860101	+	1000	65.0	[]	[]	[10.276439]	[218]	[]	[34859950]
28_13972	chr12	47079161	47079561	+	1000	33.5	[7.408826]	[67]	[]	[]	[47079322]	[]
28_13973	chr12	49273065	49273465	+	1000	33.5	[]	[]	[7.0441737]	[172]	[]	[49273260]
28_13974	chr12	49306112	49306512	+	928	33.5	[7.408826, 7.408826]	[100, 131]	[]	[]	[49306311, 49306342]	[]
28_13975	chr12	49742641	49743041	+	1000	33.5	[7.408826]	[156]	[]	[]	[49742862]	[]
28_1398	chr1	40531050	40531450	+	1000	65.0	[10.276439]	[162]	[]	[]	[40531262]	[]
28_13988	chr12	116759700	116760100	+	914	33.5	[10.276439]	[106]	[]	[]	[116759858]	[]
28_13989	chr12	117025603	117026003	+	898	33.5	[]	[]	[7.408826]	[154]	[]	[117025783]
28_13994	chr12	126907906	126908306	+	980	33.5	[7.0441737, 10.276439]	[135, 197]	[7.408826]	[202]	[126908070, 126908132]	[126908137]
28_13998	chr13	107888825	107889225	+	967	33.5	[7.0441737]	[85]	[]	[]	[107888986]	[]
28_14000	chr14	23155282	23155682	+	941	33.5	[10.276439]	[144]	[]	[]	[23155504]	[]
28_14001	chr14	31031552	31031952	+	857	33.5	[7.408826]	[119]	[7.0441737]	[87]	[31031764]	[31031732]
28_14007	chr15	20356414	20356814	+	1000	33.5	[7.657809]	[235]	[]	[]	[20356653]	[]
28_14008	chr15	34488112	34488512	+	820	33.5	[10.276439]	[165]	[]	[]	[34488319]	[]
28_1401	chr1	182839920	182840320	+	1000	65.0	[]	[]	[10.276439]	[140]	[]	[182840129]
28_14010	chr15	41465950	41466350	+	857	33.5	[7.0441737]	[210]	[]	[]	[41466166]	[]
28_14012	chr15	48858461	48858861	+	727	33.5	[7.408826]	[178]	[]	[]	[48858708]	[]
28_14022	chr15	75597773	75598173	+	804	33.5	[]	[]	[10.276439]	[74]	[]	[75597944]
28_14029	chr16	15879564	15879964	+	872	33.5	[]	[]	[10.276439]	[198]	[]	[15879776]
28_14031	chr16	19393628	19394028	+	768	33.5	[7.657809, 7.408826]	[128, 165]	[7.408826]	[90]	[19393834, 19393871]	[19393796]
28_14037	chr16	30808833	30809233	+	997	33.5	[10.276439]	[113]	[]	[]	[30809019]	[]
28_14039	chr16	46629360	46629760	+	910	33.5	[10.276439, 10.276439]	[122, 146]	[10.276439]	[104]	[46629531, 46629555]	[46629513]
28_14043	chr16	74565432	74565832	+	624	33.5	[7.408826, 7.408826]	[107, 122]	[]	[]	[74565629, 74565644]	[]
28_14044	chr16	75305146	75305546	+	1000	33.5	[7.408826, 7.408826]	[137, 189]	[7.657809]	[172]	[75305317, 75305369]	[75305352]
28_14054	chr17	31052475	31052875	+	889	33.5	[]	[]	[10.276439]	[55]	[]	[31052628]
28_1406	chr10	73930141	73930541	+	1000	65.0	[]	[]	[10.276439]	[80]	[]	[73930318]
28_14060	chr17	41645638	41646038	+	1000	33.5	[7.408826]	[89]	[]	[]	[41645812]	[]
28_14065	chr17	45332951	45333351	+	959	33.5	[10.276439]	[154]	[]	[]	[45333180]	[]
28_14069	chr17	49764590	49764990	+	850	33.5	[10.276439]	[196]	[]	[]	[49764814]	[]
28_14071	chr17	62423415	62423815	+	879	33.5	[]	[]	[7.657809]	[159]	[]	[62423612]
28_14073	chr17	75323107	75323507	+	996	33.5	[]	[]	[10.276439]	[124]	[]	[75323296]
28_14079	chr17	81472248	81472648	+	971	33.5	[7.0441737]	[143]	[]	[]	[81472448]	[]
28_14081	chr18	826157	826557	+	1000	33.5	[7.657809]	[144]	[9.601446]	[135]	[826356]	[826347]
28_14085	chr18	9868640	9869040	+	908	33.5	[7.408826]	[194]	[]	[]	[9868856]	[]
28_14087	chr18	12934461	12934861	+	765	33.5	[10.276439, 7.0441737]	[83, 90]	[]	[]	[12934628, 12934635]	[]
28_14089	chr18	36284599	36284999	+	996	33.5	[]	[]	[7.408826]	[104]	[]	[36284777]
28_1409	chr2	151878904	151879304	+	1000	65.0	[7.408826]	[157]	[7.657809]	[107]	[151879153]	[151879103]
28_14091	chr18	55405823	55406223	+	1000	33.5	[10.276439]	[114]	[]	[]	[55406032]	[]
28_14093	chr19	4263645	4264045	+	786	33.5	[10.276439]	[141]	[]	[]	[4263861]	[]
28_141	chr7	139111906	139112306	+	1000	156.0	[]	[]	[7.408826, 7.408826, 7.408826, 7.408826, 7.408826, 7.408826, 7.408826]	[78, 97, 112, 131, 145, 162, 168]	[]	[139112059, 139112078, 139112093, 139112112, 139112126, 139112143, 139112149]
28_14102	chr19	38134474	38134874	+	924	33.5	[]	[]	[7.408826]	[192]	[]	[38134705]
28_14105	chr19	44553377	44553777	+	727	33.5	[]	[]	[7.408826]	[147]	[]	[44553544]
28_14106	chr19	45873981	45874381	+	931	33.5	[]	[]	[7.408826]	[76]	[]	[45874143]
28_14108	chr19	49761767	49762167	+	1000	33.5	[9.601446]	[190]	[]	[]	[49762009]	[]
28_14109	chr19	51507077	51507477	+	902	33.5	[7.0441737]	[202]	[]	[]	[51507301]	[]
28_14112	chr19	55026609	55027009	+	998	33.5	[7.657809]	[123]	[]	[]	[55026766]	[]
28_14113	chr19	55462166	55462566	+	1000	33.5	[7.408826]	[170]	[10.276439, 7.657809]	[141, 184]	[55462350]	[55462321, 55462364]
28_14118	chr2	8986511	8986911	+	930	33.5	[7.657809]	[110]	[]	[]	[8986720]	[]
28_1412	chr22	20741765	20742165	+	1000	65.0	[10.276439]	[104]	[]	[]	[20741965]	[]
28_14122	chr2	27032029	27032429	+	1000	33.5	[7.408826]	[234]	[]	[]	[27032271]	[]
28_14123	chr2	28396849	28397249	+	870	33.5	[10.276439]	[142]	[7.657809]	[176]	[28397001]	[28397035]
28_14124	chr2	32633043	32633443	+	1000	33.5	[9.601446]	[88]	[]	[]	[32633222]	[]
28_1413	chr22	21826223	21826623	+	1000	65.0	[]	[]	[7.408826]	[103]	[]	[21826425]
28_14137	chr2	70121258	70121658	+	1000	33.5	[]	[]	[7.0441737]	[207]	[]	[70121509]
28_14141	chr2	85421564	85421964	+	971	33.5	[7.0441737]	[227]	[7.408826]	[210]	[85421795]	[85421778]
28_14142	chr2	85707262	85707662	+	887	33.5	[]	[]	[7.408826]	[66]	[]	[85707415]
28_14149	chr2	151704499	151704899	+	1000	33.5	[]	[]	[9.601446]	[121]	[]	[151704654]
28_14150	chr2	151767574	151767974	+	1000	33.5	[7.408826]	[77]	[]	[]	[151767733]	[]
28_14154	chr2	166392983	166393383	+	754	33.5	[10.276439]	[148]	[]	[]	[166393229]	[]
28_14155	chr2	167945964	167946364	+	967	33.5	[10.276439]	[210]	[]	[]	[167946182]	[]
28_14165	chr20	375852	376252	+	938	33.5	[]	[]	[7.408826]	[211]	[]	[376064]
28_14167	chr20	660331	660731	+	1000	33.5	[7.657809]	[96]	[]	[]	[660509]	[]
28_1417	chr4	56981860	56982260	+	1000	65.0	[7.408826, 10.276439]	[117, 154]	[]	[]	[56982029, 56982066]	[]
28_14171	chr20	31739667	31740067	+	1000	33.5	[]	[]	[7.408826]	[194]	[]	[31739865]
28_14175	chr20	35773751	35774151	+	1000	33.5	[10.276439]	[82]	[]	[]	[35773911]	[]
28_14178	chr20	49281161	49281561	+	904	33.5	[]	[]	[7.408826]	[202]	[]	[49281382]
28_1418	chr4	83357212	83357612	+	1000	65.0	[10.276439]	[153]	[7.0441737]	[109]	[83357444]	[83357400]
28_14181	chr20	50739812	50740212	+	666	33.5	[]	[]	[10.276439]	[155]	[]	[50740039]
28_14185	chr21	38112443	38112843	+	1000	33.5	[]	[]	[7.408826]	[116]	[]	[38112600]
28_14193	chr22	19535074	19535474	+	1000	33.5	[]	[]	[7.657809]	[177]	[]	[19535294]
28_14194	chr22	19685332	19685732	+	991	33.5	[7.657809]	[75]	[]	[]	[19685505]	[]
28_142	chr8	80020451	80020851	+	1000	154.5	[7.408826]	[101]	[]	[]	[80020633]	[]
28_14201	chr22	20790556	20790956	+	970	33.5	[]	[]	[10.276439]	[107]	[]	[20790760]
28_14202	chr22	20830302	20830702	+	924	33.5	[10.276439, 10.276439]	[125, 132]	[]	[]	[20830476, 20830483]	[]
28_14207	chr22	22138142	22138542	+	925	33.5	[]	[]	[7.408826]	[113]	[]	[22138324]
28_14208	chr22	22174883	22175283	+	871	33.5	[7.657809]	[139]	[]	[]	[22175082]	[]
28_14209	chr22	22443581	22443981	+	953	33.5	[]	[]	[10.276439, 10.276439]	[137, 163]	[]	[22443759, 22443785]
28_14212	chr22	22979789	22980189	+	966	33.5	[10.276439]	[197]	[7.657809]	[113]	[22980025]	[22979941]
28_14213	chr22	41590133	41590533	+	781	33.5	[]	[]	[7.408826]	[100]	[]	[41590309]
28_14217	chr3	5190043	5190443	+	806	33.5	[10.276439]	[120]	[]	[]	[5190232]	[]
28_14219	chr3	9384507	9384907	+	777	33.5	[]	[]	[10.276439, 7.408826]	[202, 231]	[]	[9384721, 9384750]
28_14220	chr3	11290907	11291307	+	890	33.5	[7.657809]	[88]	[]	[]	[11291091]	[]
28_14222	chr3	24185838	24186238	+	881	33.5	[7.408826]	[152]	[]	[]	[24186076]	[]
28_14228	chr3	40371680	40372080	+	989	33.5	[]	[]	[7.0441737]	[116]	[]	[40371890]
28_14230	chr3	45078880	45079280	+	984	33.5	[7.0441737]	[102]	[]	[]	[45079062]	[]
28_14232	chr3	142929841	142930241	+	880	33.5	[]	[]	[7.0441737]	[156]	[]	[142930059]
28_14237	chr3	182975529	182975929	+	999	33.5	[]	[]	[7.0441737]	[175]	[]	[182975761]
28_14244	chr4	10403517	10403917	+	1000	33.5	[7.408826]	[193]	[]	[]	[10403749]	[]
28_14254	chr4	78714590	78714990	+	984	33.5	[]	[]	[10.276439]	[116]	[]	[78714759]
28_14255	chr4	79211215	79211615	+	720	33.5	[]	[]	[7.657809]	[108]	[]	[79211410]
28_14256	chr4	80137606	80138006	+	582	33.5	[7.408826, 7.657809]	[78, 107]	[]	[]	[80137765, 80137794]	[]
28_14258	chr4	83262626	83263026	+	1000	33.5	[7.408826]	[205]	[]	[]	[83262863]	[]
28_14263	chr4	173370431	173370831	+	1000	33.5	[7.657809]	[71]	[]	[]	[173370602]	[]
28_14265	chr5	39149020	39149420	+	1000	33.5	[]	[]	[7.657809]	[121]	[]	[39149193]
28_14266	chr5	43227614	43228014	+	794	33.5	[]	[]	[7.657809]	[118]	[]	[43227828]
28_14269	chr5	56838419	56838819	+	675	33.5	[]	[]	[7.408826]	[148]	[]	[56838625]
28_14270	chr5	80655100	80655500	+	994	33.5	[7.408826]	[126]	[]	[]	[80655293]	[]
28_14273	chr5	87115866	87116266	+	862	33.5	[7.657809]	[171]	[]	[]	[87116099]	[]
28_14275	chr5	131379586	131379986	+	992	33.5	[7.408826, 10.276439]	[165, 183]	[7.408826]	[188]	[131379773, 131379791]	[131379796]
28_14276	chr5	131589501	131589901	+	1000	33.5	[7.408826]	[155]	[]	[]	[131589748]	[]
28_14277	chr5	132458788	132459188	+	1000	33.5	[]	[]	[10.276439]	[76]	[]	[132458944]
28_14278	chr5	132506138	132506538	+	879	33.5	[]	[]	[7.0441737]	[131]	[]	[132506356]
28_1428	chr1	28581927	28582327	+	1000	64.5	[]	[]	[10.276439]	[144]	[]	[28582171]
28_14284	chr5	149317223	149317623	+	707	33.5	[10.276439]	[95]	[]	[]	[149317397]	[]
28_14291	chr6	10147025	10147425	+	982	33.5	[]	[]	[7.657809]	[194]	[]	[10147274]
28_14294	chr6	14932487	14932887	+	1000	33.5	[10.276439, 10.276439]	[194, 215]	[]	[]	[14932708, 14932729]	[]
28_14295	chr6	15730261	15730661	+	979	33.5	[7.408826]	[77]	[]	[]	[15730428]	[]
28_14296	chr6	17986388	17986788	+	1000	33.5	[7.408826]	[167]	[7.408826]	[211]	[17986587]	[17986631]
28_14303	chr6	35469497	35469897	+	992	33.5	[7.657809]	[136]	[]	[]	[35469714]	[]
28_14310	chr6	43189941	43190341	+	949	33.5	[7.408826]	[129]	[]	[]	[43190161]	[]
28_14317	chr6	57091495	57091895	+	1000	33.5	[]	[]	[7.657809]	[206]	[]	[57091731]
28_14322	chr6	110939422	110939822	+	1000	33.5	[]	[]	[7.0441737]	[135]	[]	[110939615]
28_14329	chr6	134123688	134124088	+	1000	33.5	[]	[]	[7.657809]	[133]	[]	[134123910]
28_14331	chr6	145734009	145734409	+	892	33.5	[]	[]	[7.408826]	[125]	[]	[145734180]
28_14333	chr6	150149996	150150396	+	1000	33.5	[]	[]	[10.276439]	[244]	[]	[150150241]
28_14341	chr6	158972280	158972680	+	980	33.5	[7.657809]	[102]	[]	[]	[158972467]	[]
28_1435	chr11	12174527	12174927	+	1000	64.5	[10.276439]	[140]	[7.657809]	[88]	[12174757]	[12174705]
28_14350	chr7	16433644	16434044	+	871	33.5	[7.657809, 7.657809]	[148, 161]	[]	[]	[16433811, 16433824]	[]
28_14351	chr7	22855408	22855808	+	929	33.5	[]	[]	[7.657809]	[142]	[]	[22855612]
