#PeakID(python scan_motif.py ./ENCODE_processed_files/E2F1_idr.fa E2F1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
562_2087	chr17	44266608	44267008	+	1000	57.0	[6.051324]	[116]	[]	[]	[44266819]	[]
562_2089	chr19	43575474	43575874	+	1000	57.0	[11.665144]	[95]	[]	[]	[43575652]	[]
562_209	chr17	60599600	60600000	+	1000	235.5	[]	[]	[11.665144]	[86]	[]	[60599764]
562_2091	chr20	44210192	44210592	+	1000	57.0	[5.667835, 11.7800665]	[70, 138]	[10.378438]	[128]	[44210356, 44210424]	[44210414]
562_2094	chr3	10248103	10248503	+	1000	57.0	[]	[]	[11.665144]	[90]	[]	[10248271]
562_2095	chr3	186570286	186570686	+	1000	57.0	[5.570742]	[151]	[]	[]	[186570494]	[]
562_2097	chr6	26171849	26172249	+	1000	57.0	[]	[]	[11.7800665]	[72]	[]	[26172012]
562_21	chr2	168890265	168890665	+	1000	595.5	[]	[]	[11.665144]	[80]	[]	[168890444]
562_210	chr5	138213302	138213702	+	1000	235.0	[11.665144]	[106]	[]	[]	[138213503]	[]
562_2103	chr9	107282785	107283185	+	1000	57.0	[10.378438]	[141]	[]	[]	[107283021]	[]
562_2106	chr1	204516441	204516841	+	1000	56.5	[11.7800665, 9.302818, 5.570742]	[90, 134, 141]	[]	[]	[204516602, 204516646, 204516653]	[]
562_2108	chr10	71859740	71860140	+	1000	56.5	[11.7800665]	[94]	[]	[]	[71859920]	[]
562_211	chr1	151070305	151070705	+	1000	234.5	[9.187896]	[97]	[9.187896]	[94]	[151070490]	[151070487]
562_2111	chr12	70242743	70243143	+	1000	56.5	[11.7800665]	[116]	[]	[]	[70242936]	[]
562_2112	chr15	72473746	72474146	+	1000	56.5	[11.665144]	[113]	[]	[]	[72473953]	[]
562_2113	chr16	3003750	3004150	+	1000	56.5	[11.665144]	[158]	[]	[]	[3003981]	[]
562_2115	chr16	31459138	31459538	+	1000	56.5	[]	[]	[10.378438]	[108]	[]	[31459344]
562_2119	chr19	13162833	13163233	+	1000	56.5	[]	[]	[11.7800665]	[143]	[]	[13163060]
562_2120	chr19	35154884	35155284	+	1000	56.5	[11.7800665]	[126]	[]	[]	[35155096]	[]
562_2121	chr19	45717140	45717540	+	1000	56.5	[10.589524]	[101]	[]	[]	[45717313]	[]
562_2127	chr22	36529086	36529486	+	1000	56.5	[5.570742]	[132]	[]	[]	[36529247]	[]
562_2128	chr4	184649597	184649997	+	1000	56.5	[6.051324, 9.302818]	[78, 117]	[5.570742]	[64]	[184649773, 184649812]	[184649759]
562_213	chr8	47960540	47960940	+	1000	234.5	[]	[]	[11.665144, 10.378438]	[101, 115]	[]	[47960712, 47960726]
562_2130	chr8	10839914	10840314	+	1000	56.5	[]	[]	[10.378438]	[103]	[]	[10840102]
562_2131	chr9	34665810	34666210	+	1000	56.5	[]	[]	[11.7800665]	[145]	[]	[34666015]
562_2132	chr9	98255658	98256058	+	1000	56.5	[9.302818]	[97]	[]	[]	[98255830]	[]
562_2133	chr1	42846445	42846845	+	1000	56.0	[11.7800665]	[105]	[]	[]	[42846647]	[]
562_2134	chr1	45499992	45500392	+	1000	56.0	[]	[]	[6.051324]	[200]	[]	[45500215]
562_2137	chr1	109099973	109100373	+	1000	56.0	[11.7800665]	[82]	[5.570742]	[124]	[109100143]	[109100185]
562_2139	chr1	171485765	171486165	+	1000	56.0	[11.665144, 11.7800665]	[93, 132]	[]	[]	[171485942, 171485981]	[]
562_214	chrX	48254966	48255366	+	1000	233.5	[11.665144]	[102]	[]	[]	[48255164]	[]
562_2140	chr1	182838962	182839362	+	1000	56.0	[]	[]	[9.302818]	[187]	[]	[182839174]
562_2142	chr12	31715211	31715611	+	1000	56.0	[]	[]	[5.570742]	[90]	[]	[31715384]
562_2145	chr14	22713091	22713491	+	1000	56.0	[]	[]	[5.552912, 11.7800665, 5.570742]	[101, 112, 155]	[]	[22713280, 22713291, 22713334]
562_2146	chr14	56992384	56992784	+	1000	56.0	[11.665144]	[121]	[]	[]	[56992596]	[]
562_2147	chr16	1308979	1309379	+	1000	56.0	[11.7800665]	[136]	[]	[]	[1309158]	[]
562_2148	chr17	8138551	8138951	+	1000	56.0	[11.7800665]	[172]	[]	[]	[8138794]	[]
562_215	chr7	139359548	139359948	+	1000	233.0	[11.7800665]	[130]	[]	[]	[139359759]	[]
562_2151	chr19	46193089	46193489	+	1000	56.0	[]	[]	[6.051324]	[122]	[]	[46193280]
562_2153	chr2	189784473	189784873	+	1000	56.0	[10.589524, 11.665144]	[123, 163]	[]	[]	[189784674, 189784714]	[]
562_2154	chr20	5126444	5126844	+	1000	56.0	[9.302818, 11.7800665]	[111, 138]	[11.665144]	[182]	[5126604, 5126631]	[5126675]
562_2156	chr21	39349431	39349831	+	1000	56.0	[5.552912]	[109]	[11.7800665]	[55]	[39349639]	[39349585]
562_2158	chr5	163461499	163461899	+	1000	56.0	[5.552912]	[106]	[]	[]	[163461698]	[]
562_2162	chr6	67888410	67888810	+	1000	56.0	[11.665144]	[104]	[]	[]	[67888612]	[]
562_2163	chr6	70413006	70413406	+	1000	56.0	[11.665144]	[141]	[5.552912]	[136]	[70413242]	[70413237]
562_2164	chr7	27662952	27663352	+	1000	56.0	[11.7800665]	[90]	[11.7800665]	[149]	[27663134]	[27663193]
562_2165	chr7	128697373	128697773	+	1000	56.0	[]	[]	[11.665144]	[183]	[]	[128697563]
562_2168	chrX	107206352	107206752	+	1000	56.0	[11.665144, 11.665144]	[119, 148]	[]	[]	[107206563, 107206592]	[]
562_217	chr3	6518749	6519149	+	1000	230.5	[]	[]	[11.665144]	[115]	[]	[6518955]
562_2171	chr1	215569514	215569914	+	1000	55.5	[]	[]	[10.589524]	[95]	[]	[215569692]
562_2174	chr10	118482744	118483144	+	1000	55.5	[11.7800665]	[109]	[]	[]	[118482947]	[]
562_2175	chr11	38221268	38221668	+	1000	55.5	[11.665144]	[123]	[]	[]	[38221460]	[]
562_2176	chr11	73142349	73142749	+	1000	55.5	[10.378438]	[105]	[]	[]	[73142531]	[]
562_2177	chr12	53625786	53626186	+	1000	55.5	[11.7800665]	[122]	[]	[]	[53626008]	[]
562_2178	chr13	78658933	78659333	+	1000	55.5	[]	[]	[6.051324, 6.051324, 5.570742]	[121, 138, 149]	[]	[78659134, 78659151, 78659162]
562_218	chr12	6851087	6851487	+	1000	229.5	[]	[]	[11.665144]	[112]	[]	[6851291]
562_2181	chr14	105015225	105015625	+	1000	55.5	[]	[]	[10.378438]	[114]	[]	[105015418]
562_2182	chr16	46620968	46621368	+	1000	55.5	[]	[]	[11.665144]	[80]	[]	[46621138]
562_2183	chr17	29622783	29623183	+	1000	55.5	[11.665144]	[93]	[5.570742]	[128]	[29622966]	[29623001]
562_2184	chr19	571955	572355	+	1000	55.5	[]	[]	[10.2635145, 11.665144]	[111, 150]	[]	[572142, 572181]
562_2187	chr19	43619760	43620160	+	1000	55.5	[6.051324]	[108]	[11.7800665]	[125]	[43619951]	[43619968]
562_2188	chr2	151288929	151289329	+	1000	55.5	[5.552912]	[171]	[]	[]	[151289168]	[]
562_2189	chr20	49188387	49188787	+	1000	55.5	[]	[]	[10.589524]	[136]	[]	[49188597]
562_219	chr8	56074444	56074844	+	1000	229.5	[11.665144]	[113]	[6.051324]	[163]	[56074635]	[56074685]
562_2190	chr3	141313121	141313521	+	1000	55.5	[]	[]	[11.665144]	[139]	[]	[141313358]
562_2191	chr3	195150380	195150780	+	1000	55.5	[]	[]	[11.665144, 10.378438]	[100, 142]	[]	[195150558, 195150600]
562_2193	chr7	2670931	2671331	+	1000	55.5	[]	[]	[11.665144]	[129]	[]	[2671147]
562_2195	chr7	44999642	45000042	+	1000	55.5	[]	[]	[11.7800665, 11.7800665, 5.552912]	[66, 78, 128]	[]	[44999801, 44999813, 44999863]
562_2197	chr7	135170503	135170903	+	1000	55.5	[]	[]	[9.302818, 6.051324]	[128, 192]	[]	[135170679, 135170743]
562_2198	chr9	129883074	129883474	+	1000	55.5	[]	[]	[6.051324]	[194]	[]	[129883322]
562_2199	chrX	49268965	49269365	+	1000	55.5	[]	[]	[11.7800665]	[172]	[]	[49269201]
562_22	chr6	31739615	31740015	+	1000	595.5	[11.665144]	[104]	[]	[]	[31739811]	[]
562_220	chr19	48364082	48364482	+	1000	229.0	[6.051324]	[133]	[]	[]	[48364295]	[]
562_2201	chr1	45687064	45687464	+	1000	55.0	[5.667835]	[81]	[]	[]	[45687223]	[]
562_2202	chr10	16817747	16818147	+	1000	55.0	[]	[]	[11.665144]	[91]	[]	[16817915]
562_2203	chr11	64888946	64889346	+	1000	55.0	[11.7800665]	[138]	[]	[]	[64889182]	[]
562_2205	chr12	46383276	46383676	+	1000	55.0	[9.302818]	[127]	[]	[]	[46383465]	[]
562_2206	chr12	93677070	93677470	+	1000	55.0	[11.665144]	[108]	[]	[]	[93677266]	[]
562_2208	chr13	46182202	46182602	+	1000	55.0	[]	[]	[6.051324]	[96]	[]	[46182397]
562_221	chr11	65040812	65041212	+	1000	228.5	[10.589524]	[93]	[9.187896]	[107]	[65040987]	[65041001]
562_2210	chr14	22918904	22919304	+	1000	55.0	[10.378438]	[165]	[11.665144]	[152]	[22919139]	[22919126]
562_2211	chr19	9140244	9140644	+	1000	55.0	[5.570742]	[60]	[]	[]	[9140403]	[]
562_2212	chr19	38930555	38930955	+	1000	55.0	[]	[]	[6.051324]	[113]	[]	[38930764]
562_2213	chr3	9843908	9844308	+	1000	55.0	[6.051324]	[106]	[]	[]	[9844094]	[]
562_2215	chr3	170869935	170870335	+	1000	55.0	[5.667835]	[196]	[]	[]	[170870182]	[]
562_2216	chr5	72319991	72320391	+	1000	55.0	[9.302818]	[110]	[10.2635145, 6.051324]	[105, 121]	[72320182]	[72320177, 72320193]
562_2217	chr5	138464958	138465358	+	1000	55.0	[11.665144]	[135]	[]	[]	[138465192]	[]
562_222	chr15	90717145	90717545	+	1000	227.5	[11.665144, 11.665144]	[107, 151]	[9.187896]	[126]	[90717349, 90717393]	[90717368]
562_2220	chr6	35259407	35259807	+	1000	55.0	[]	[]	[10.378438]	[117]	[]	[35259600]
562_2221	chr7	149787349	149787749	+	1000	55.0	[11.665144]	[134]	[9.302818]	[69]	[149787576]	[149787511]
562_2226	chr1	226110956	226111356	+	1000	54.5	[11.7800665]	[164]	[]	[]	[226111204]	[]
562_2228	chr11	236620	237020	+	1000	54.5	[11.665144]	[126]	[]	[]	[236837]	[]
562_2229	chr11	62771036	62771436	+	1000	54.5	[11.665144]	[117]	[]	[]	[62771247]	[]
562_223	chr3	186806279	186806679	+	1000	227.5	[11.665144]	[107]	[11.665144]	[75]	[186806486]	[186806454]
562_2230	chr12	6961735	6962135	+	1000	54.5	[11.665144]	[103]	[]	[]	[6961929]	[]
562_2231	chr14	75069023	75069423	+	1000	54.5	[]	[]	[11.7800665]	[156]	[]	[75069264]
562_2233	chr15	76311378	76311778	+	1000	54.5	[11.665144]	[125]	[]	[]	[76311567]	[]
562_2236	chr16	88802416	88802816	+	1000	54.5	[]	[]	[5.552912]	[85]	[]	[88802586]
562_224	chr2	218568426	218568826	+	1000	226.5	[]	[]	[11.665144, 5.552912]	[95, 132]	[]	[218568607, 218568644]
562_2244	chr2	200889195	200889595	+	1000	54.5	[6.051324, 5.570742]	[125, 210]	[]	[]	[200889354, 200889439]	[]
562_2246	chr22	17628664	17629064	+	1000	54.5	[]	[]	[6.051324]	[84]	[]	[17628838]
562_2247	chr22	38181794	38182194	+	1000	54.5	[11.7800665]	[112]	[]	[]	[38182005]	[]
562_2248	chr4	128811050	128811450	+	1000	54.5	[]	[]	[11.665144]	[94]	[]	[128811231]
562_2249	chr4	177442246	177442646	+	1000	54.5	[10.704447, 5.552912]	[71, 73]	[9.302818]	[133]	[177442397, 177442399]	[177442459]
562_225	chr1	151281134	151281534	+	1000	226.0	[11.665144]	[98]	[]	[]	[151281330]	[]
562_2250	chr5	134758356	134758756	+	1000	54.5	[10.589524]	[146]	[9.302818]	[143]	[134758560]	[134758557]
562_2252	chr6	113971342	113971742	+	1000	54.5	[]	[]	[11.7800665, 11.7800665]	[86, 134]	[]	[113971507, 113971555]
562_2253	chr7	54774180	54774580	+	1000	54.5	[5.552912, 11.665144]	[99, 125]	[]	[]	[54774345, 54774371]	[]
562_2254	chr9	124862103	124862503	+	1000	54.5	[9.302818]	[163]	[]	[]	[124862320]	[]
562_2259	chr1	167936182	167936582	+	1000	54.0	[5.667835]	[205]	[]	[]	[167936411]	[]
562_226	chr15	69414110	69414510	+	1000	225.5	[9.302818, 11.7800665]	[103, 110]	[]	[]	[69414302, 69414309]	[]
562_2260	chr1	184754849	184755249	+	1000	54.0	[6.051324]	[100]	[5.667835]	[118]	[184755029]	[184755047]
562_2261	chr11	22829165	22829565	+	1000	54.0	[]	[]	[10.589524]	[123]	[]	[22829338]
562_2263	chr12	103965587	103965987	+	1000	54.0	[9.187896, 5.570742]	[112, 195]	[]	[]	[103965749, 103965832]	[]
562_2265	chr15	67254118	67254518	+	1000	54.0	[11.665144]	[121]	[]	[]	[67254316]	[]
562_2266	chr17	1400148	1400548	+	1000	54.0	[11.665144]	[175]	[]	[]	[1400385]	[]
562_2267	chr17	43170217	43170617	+	1000	54.0	[]	[]	[5.667835]	[156]	[]	[43170441]
562_2268	chr17	81923368	81923768	+	1000	54.0	[11.7800665]	[94]	[]	[]	[81923529]	[]
562_2269	chr18	3261555	3261955	+	1000	54.0	[9.302818]	[69]	[]	[]	[3261713]	[]
562_227	chr3	6507552	6507952	+	1000	225.5	[]	[]	[11.665144, 11.7800665]	[105, 116]	[]	[6507744, 6507755]
562_2271	chr19	45443298	45443698	+	1000	54.0	[]	[]	[10.589524]	[97]	[]	[45443489]
562_2275	chr22	50498271	50498671	+	1000	54.0	[11.665144]	[83]	[]	[]	[50498444]	[]
562_2277	chr3	194003195	194003595	+	1000	54.0	[11.7800665]	[153]	[]	[]	[194003417]	[]
562_2278	chr4	1521208	1521608	+	1000	54.0	[10.589524]	[157]	[]	[]	[1521445]	[]
562_2279	chr5	54310624	54311024	+	1000	54.0	[5.570742]	[141]	[]	[]	[54310787]	[]
562_228	chr15	66356547	66356947	+	1000	225.0	[5.552912, 9.187896]	[103, 126]	[9.187896]	[123]	[66356721, 66356744]	[66356741]
562_2280	chr5	90474571	90474971	+	1000	54.0	[]	[]	[9.302818]	[100]	[]	[90474737]
562_2281	chr6	25992660	25993060	+	1000	54.0	[5.667835]	[135]	[]	[]	[25992848]	[]
562_2283	chr8	70669215	70669615	+	1000	54.0	[10.704447, 5.667835, 5.667835]	[101, 108, 118]	[9.302818]	[98]	[70669389, 70669396, 70669406]	[70669386]
562_2289	chr1	109548270	109548670	+	1000	53.5	[]	[]	[5.570742]	[158]	[]	[109548493]
562_229	chr10	72626093	72626493	+	1000	224.5	[11.665144]	[95]	[]	[]	[72626281]	[]
562_2290	chr1	202927210	202927610	+	1000	53.5	[]	[]	[5.667835]	[112]	[]	[202927416]
562_2291	chr1	228463576	228463976	+	1000	53.5	[11.7800665]	[90]	[]	[]	[228463746]	[]
562_2292	chr10	67884397	67884797	+	1000	53.5	[11.7800665]	[89]	[11.7800665]	[148]	[67884572]	[67884631]
562_2294	chr12	49742009	49742409	+	1000	53.5	[11.665144]	[118]	[]	[]	[49742193]	[]
562_23	chr9	131125192	131125592	+	1000	593.5	[11.7800665]	[136]	[]	[]	[131125414]	[]
562_230	chr11	63974300	63974700	+	1000	224.5	[9.187896]	[147]	[]	[]	[63974507]	[]
562_2301	chr19	15836846	15837246	+	1000	53.5	[10.704447]	[89]	[]	[]	[15837023]	[]
562_2306	chr3	48089021	48089421	+	1000	53.5	[5.667835]	[150]	[]	[]	[48089233]	[]
562_2307	chr4	2395576	2395976	+	1000	53.5	[6.051324]	[152]	[]	[]	[2395825]	[]
562_2308	chr4	48127874	48128274	+	1000	53.5	[11.665144]	[100]	[]	[]	[48128066]	[]
562_2309	chr4	151099476	151099876	+	1000	53.5	[10.2635145]	[114]	[]	[]	[151099687]	[]
562_231	chr1	32650971	32651371	+	1000	223.5	[10.589524, 10.704447]	[102, 112]	[6.051324, 9.187896, 10.704447]	[65, 99, 125]	[32651168, 32651178]	[32651131, 32651165, 32651191]
562_2311	chr5	142324994	142325394	+	1000	53.5	[11.665144]	[81]	[]	[]	[142325168]	[]
562_2312	chr6	28708976	28709376	+	1000	53.5	[5.552912]	[133]	[]	[]	[28709163]	[]
562_2313	chr6	143511582	143511982	+	1000	53.5	[11.7800665]	[108]	[]	[]	[143511777]	[]
562_2314	chr7	158863859	158864259	+	1000	53.5	[6.051324, 11.665144]	[94, 132]	[]	[]	[158864013, 158864051]	[]
562_2316	chr9	35914320	35914720	+	1000	53.5	[5.570742]	[128]	[]	[]	[35914498]	[]
562_2317	chr9	128276110	128276510	+	1000	53.5	[9.302818]	[107]	[11.7800665]	[169]	[128276271]	[128276333]
562_232	chr1	154982905	154983305	+	1000	221.5	[]	[]	[11.665144, 6.051324]	[91, 112]	[]	[154983095, 154983116]
562_2321	chr1	27321960	27322360	+	1000	53.0	[5.570742, 5.570742]	[191, 197]	[]	[]	[27322201, 27322207]	[]
562_2322	chr1	35641342	35641742	+	1000	53.0	[5.667835]	[147]	[9.187896]	[90]	[35641582]	[35641525]
562_2323	chr1	70205432	70205832	+	1000	53.0	[]	[]	[10.704447]	[139]	[]	[70205654]
562_2325	chr10	35414394	35414794	+	1000	53.0	[11.665144]	[108]	[5.667835]	[60]	[35414601]	[35414553]
562_2326	chr10	75234072	75234472	+	1000	53.0	[11.7800665, 5.570742, 11.7800665]	[100, 158, 192]	[]	[]	[75234228, 75234286, 75234320]	[]
562_2327	chr11	64778958	64779358	+	1000	53.0	[11.7800665]	[142]	[9.302818]	[160]	[64779162]	[64779180]
562_2329	chr12	53675863	53676263	+	1000	53.0	[11.665144]	[134]	[]	[]	[53676091]	[]
562_233	chr2	24793257	24793657	+	1000	221.5	[11.665144]	[144]	[5.552912]	[151]	[24793477]	[24793484]
562_2330	chr13	102394407	102394807	+	1000	53.0	[]	[]	[11.665144, 5.570742]	[81, 111]	[]	[102394587, 102394617]
562_2331	chr15	50355346	50355746	+	1000	53.0	[]	[]	[11.665144]	[129]	[]	[50355529]
562_2333	chr17	73231286	73231686	+	1000	53.0	[]	[]	[11.7800665]	[87]	[]	[73231469]
562_2335	chr1_KI270713v1_random	15900	16300	+	1000	53.0	[11.665144]	[137]	[]	[]	[16122]	[]
562_2336	chr20	44966219	44966619	+	1000	53.0	[]	[]	[5.667835, 11.7800665]	[91, 133]	[]	[44966400, 44966442]
562_234	chr16	8112562	8112962	+	1000	220.5	[10.589524]	[94]	[10.589524]	[132]	[8112755]	[8112793]
562_2342	chr4	128288097	128288497	+	1000	53.0	[]	[]	[11.7800665]	[110]	[]	[128288272]
562_2343	chr6	27134483	27134883	+	1000	53.0	[]	[]	[5.552912]	[172]	[]	[27134710]
562_2347	chr6	36885690	36886090	+	1000	53.0	[5.570742]	[119]	[]	[]	[36885861]	[]
562_235	chr2	202265446	202265846	+	1000	220.0	[11.665144, 10.378438]	[113, 145]	[6.051324]	[70]	[202265659, 202265691]	[202265616]
562_2351	chr9	36190544	36190944	+	1000	53.0	[]	[]	[5.570742, 11.7800665]	[118, 157]	[]	[36190729, 36190768]
562_2352	chr9	112379369	112379769	+	1000	53.0	[11.7800665]	[135]	[]	[]	[112379577]	[]
562_2356	chr1	145927124	145927524	+	1000	52.5	[]	[]	[5.667835]	[187]	[]	[145927313]
562_2358	chr1	236349328	236349728	+	1000	52.5	[6.051324]	[91]	[]	[]	[236349518]	[]
562_236	chr5	112976360	112976760	+	1000	220.0	[11.665144]	[112]	[]	[]	[112976556]	[]
562_2361	chr10	84138774	84139174	+	1000	52.5	[11.665144]	[134]	[]	[]	[84138996]	[]
562_2362	chr12	49673527	49673927	+	1000	52.5	[11.7800665]	[114]	[]	[]	[49673736]	[]
562_2363	chr12	54473194	54473594	+	1000	52.5	[9.187896]	[101]	[]	[]	[54473362]	[]
562_2364	chr16	75464604	75465004	+	1000	52.5	[]	[]	[11.665144]	[116]	[]	[75464796]
562_2366	chr17	40647632	40648032	+	1000	52.5	[]	[]	[6.051324, 5.570742]	[91, 124]	[]	[40647818, 40647851]
562_2369	chr2	73177223	73177623	+	1000	52.5	[]	[]	[11.665144, 11.7800665]	[167, 179]	[]	[73177451, 73177463]
562_237	chr7	105012382	105012782	+	1000	220.0	[9.187896]	[55]	[]	[]	[105012537]	[]
562_2372	chr3	9642470	9642870	+	1000	52.5	[10.378438]	[113]	[]	[]	[9642644]	[]
562_2373	chr3	61251406	61251806	+	1000	52.5	[11.665144]	[127]	[]	[]	[61251595]	[]
562_2374	chr3	121834853	121835253	+	1000	52.5	[11.665144, 6.051324]	[114, 132]	[]	[]	[121835059, 121835077]	[]
562_2376	chr3	160240708	160241108	+	1000	52.5	[11.665144]	[123]	[]	[]	[160240929]	[]
562_238	chr11	74592391	74592791	+	1000	218.5	[11.7800665]	[109]	[11.665144]	[100]	[74592599]	[74592590]
562_2381	chr7	23181719	23182119	+	1000	52.5	[10.704447, 5.552912]	[238, 240]	[]	[]	[23181964, 23181966]	[]
562_2386	chrX	14872880	14873280	+	1000	52.5	[]	[]	[11.7800665]	[105]	[]	[14873047]
562_239	chr6	27472869	27473269	+	1000	218.0	[9.187896]	[130]	[]	[]	[27473082]	[]
562_2390	chr1	194858867	194859267	+	1000	52.0	[10.704447, 11.665144]	[106, 112]	[]	[]	[194859072, 194859078]	[]
562_2391	chr10	13302109	13302509	+	1000	52.0	[11.665144]	[137]	[6.051324]	[130]	[13302340]	[13302333]
562_2392	chr11	20387257	20387657	+	1000	52.0	[9.187896, 10.378438]	[145, 156]	[]	[]	[20387473, 20387484]	[]
562_2394	chr11	66638128	66638528	+	1000	52.0	[]	[]	[9.187896]	[132]	[]	[66638343]
562_2396	chr11	134469619	134470019	+	1000	52.0	[11.665144]	[77]	[]	[]	[134469786]	[]
562_2397	chr12	45991758	45992158	+	1000	52.0	[]	[]	[10.589524, 10.2635145]	[123, 185]	[]	[45991947, 45992009]
562_2398	chr16	4272807	4273207	+	1000	52.0	[11.665144]	[132]	[]	[]	[4273032]	[]
562_24	chr1	150236170	150236570	+	1000	590.0	[]	[]	[9.187896]	[102]	[]	[150236372]
562_240	chr4	1712602	1713002	+	1000	216.5	[11.665144]	[118]	[]	[]	[1712815]	[]
562_2401	chr18	74148226	74148626	+	1000	52.0	[11.665144]	[94]	[]	[]	[74148389]	[]
562_2402	chr19	12890661	12891061	+	1000	52.0	[9.302818]	[102]	[10.704447]	[99]	[12890825]	[12890822]
562_2404	chr19	19364844	19365244	+	1000	52.0	[]	[]	[11.665144]	[153]	[]	[19365083]
562_2405	chr19	19515899	19516299	+	1000	52.0	[]	[]	[11.665144]	[124]	[]	[19516096]
562_241	chr10	110567201	110567601	+	1000	216.0	[]	[]	[9.187896]	[105]	[]	[110567402]
562_2410	chr22	19171366	19171766	+	1000	52.0	[10.2635145]	[130]	[]	[]	[19171566]	[]
562_2411	chr22	42070522	42070922	+	1000	52.0	[]	[]	[11.665144]	[122]	[]	[42070707]
562_2412	chr3	99817383	99817783	+	1000	52.0	[]	[]	[11.7800665]	[86]	[]	[99817553]
562_2414	chr5	134648300	134648700	+	1000	52.0	[11.665144]	[156]	[]	[]	[134648551]	[]
562_2417	chr6	39229236	39229636	+	1000	52.0	[11.665144]	[66]	[]	[]	[39229390]	[]
562_2419	chr6	87702167	87702567	+	1000	52.0	[11.665144]	[134]	[]	[]	[87702386]	[]
562_242	chr17	62423612	62424012	+	1000	216.0	[]	[]	[6.051324, 11.665144]	[89, 104]	[]	[62423796, 62423811]
562_2420	chr6	158644270	158644670	+	1000	52.0	[11.665144, 10.2635145]	[105, 152]	[11.665144]	[126]	[158644451, 158644498]	[158644472]
562_2423	chr9	14320666	14321066	+	1000	52.0	[]	[]	[11.665144, 9.187896]	[83, 164]	[]	[14320823, 14320904]
562_2424	chr9	128296181	128296581	+	1000	52.0	[5.552912]	[151]	[]	[]	[128296348]	[]
562_2427	chr1	19251376	19251776	+	1000	51.5	[6.051324, 10.704447]	[124, 148]	[]	[]	[19251573, 19251597]	[]
562_2428	chr1	23368601	23369001	+	1000	51.5	[10.378438]	[197]	[]	[]	[23368817]	[]
562_2429	chr1	70221225	70221625	+	1000	51.5	[]	[]	[10.704447]	[112]	[]	[70221435]
562_2430	chr1	150568098	150568498	+	1000	51.5	[11.665144]	[105]	[]	[]	[150568297]	[]
562_2431	chr1	172443833	172444233	+	1000	51.5	[]	[]	[11.665144]	[108]	[]	[172444038]
562_2433	chr11	78290311	78290711	+	1000	51.5	[]	[]	[9.187896]	[169]	[]	[78290549]
562_2434	chr12	14803337	14803737	+	1000	51.5	[]	[]	[6.051324]	[106]	[]	[14803516]
562_2438	chr15	72230374	72230774	+	1000	51.5	[5.667835, 11.665144, 11.7800665]	[91, 109, 145]	[]	[]	[72230553, 72230571, 72230607]	[]
562_2439	chr16	10944125	10944525	+	1000	51.5	[]	[]	[11.665144]	[190]	[]	[10944347]
562_244	chr15	89575238	89575638	+	1000	214.0	[11.7800665]	[131]	[]	[]	[89575464]	[]
562_2440	chr16	22190835	22191235	+	1000	51.5	[]	[]	[6.051324]	[124]	[]	[22191028]
562_2442	chr16	28846302	28846702	+	1000	51.5	[]	[]	[10.704447]	[133]	[]	[28846504]
562_2444	chr16	67935659	67936059	+	1000	51.5	[]	[]	[6.051324, 6.051324]	[177, 194]	[]	[67935877, 67935894]
562_2446	chr18	51197761	51198161	+	1000	51.5	[11.665144]	[139]	[]	[]	[51197965]	[]
562_2447	chr19	5622647	5623047	+	1000	51.5	[]	[]	[11.7800665, 10.704447]	[88, 159]	[]	[5622820, 5622891]
562_2449	chr19	10695536	10695936	+	1000	51.5	[]	[]	[11.7800665]	[135]	[]	[10695757]
562_245	chr22	19854879	19855279	+	1000	214.0	[10.378438, 9.187896, 10.704447]	[74, 124, 164]	[9.302818]	[69]	[19855036, 19855086, 19855126]	[19855031]
562_2450	chr19	43774536	43774936	+	1000	51.5	[11.7800665, 6.051324]	[126, 148]	[]	[]	[43774748, 43774770]	[]
562_2451	chr2	86194811	86195211	+	1000	51.5	[]	[]	[5.552912]	[95]	[]	[86194978]
562_2453	chr22	20858303	20858703	+	1000	51.5	[]	[]	[6.051324]	[106]	[]	[20858500]
562_2455	chr4	183504437	183504837	+	1000	51.5	[11.7800665, 5.570742]	[134, 160]	[]	[]	[183504657, 183504683]	[]
562_2459	chr5	141618918	141619318	+	1000	51.5	[5.570742]	[160]	[11.7800665, 5.570742]	[82, 101]	[141619153]	[141619075, 141619094]
562_246	chr6	49463186	49463586	+	1000	214.0	[10.589524]	[129]	[]	[]	[49463403]	[]
562_2463	chr6	138773218	138773618	+	1000	51.5	[5.552912]	[96]	[]	[]	[138773386]	[]
562_2464	chr7	33062926	33063326	+	1000	51.5	[]	[]	[10.589524]	[93]	[]	[33063109]
562_2468	chr7	148698193	148698593	+	1000	51.5	[11.665144]	[135]	[]	[]	[148698421]	[]
562_247	chr22	21001591	21001991	+	1000	213.5	[10.589524]	[92]	[]	[]	[21001748]	[]
562_2470	chr8	117520429	117520829	+	1000	51.5	[]	[]	[11.665144]	[131]	[]	[117520627]
562_2471	chrX	107685085	107685485	+	1000	51.5	[]	[]	[11.665144]	[73]	[]	[107685249]
562_2472	chr1	12617837	12618237	+	1000	51.0	[]	[]	[10.704447]	[141]	[]	[12618044]
562_2474	chr1	26695410	26695810	+	1000	51.0	[]	[]	[10.378438]	[96]	[]	[26695589]
