#PeakID(python identify_motif.py ./ENCODE_processed_files/CREB1_idr.fa CREB1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
789_13683	chr12	108563532	108563932	+	1000	51.0	[11.507445]	[139]	[]	[]	[108563750]	[]
789_13688	chr12	116172150	116172550	+	1000	51.0	[7.8243337]	[111]	[7.778084]	[111]	[116172348]	[116172348]
789_13692	chr13	21140190	21140590	+	1000	51.0	[7.0666766]	[119]	[6.9910398]	[119]	[21140397]	[21140397]
789_13697	chr13	113219504	113219904	+	1000	51.0	[10.268989]	[113]	[]	[]	[113219714]	[]
789_137	chr4	103019520	103019920	+	1000	614.0	[7.3216233]	[159]	[7.573706]	[159]	[103019763]	[103019763]
789_1372	chr8	100951902	100952302	+	1000	249.0	[12.391855]	[114]	[12.391855]	[114]	[100952114]	[100952114]
789_13726	chr17	40820426	40820826	+	1000	51.0	[14.340561]	[105]	[7.304901]	[105]	[40820621]	[40820621]
789_1373	chr9	94166623	94167023	+	1000	249.0	[12.391855]	[119]	[12.391855]	[119]	[94166837]	[94166837]
789_13734	chr17	67800427	67800827	+	1000	51.0	[9.015383]	[176]	[]	[]	[67800669]	[]
789_13737	chr17	80362700	80363100	+	1000	51.0	[14.340561]	[90]	[7.304901]	[90]	[80362884]	[80362884]
789_13740	chr18	23529689	23530089	+	1000	51.0	[6.6461034]	[134]	[9.479219]	[61]	[23529916]	[23529843]
789_13752	chr19	18514831	18515231	+	1000	51.0	[14.340561]	[91]	[7.304901]	[91]	[18515000]	[18515000]
789_13758	chr19	45455744	45456144	+	1000	51.0	[7.304901]	[117]	[14.340561]	[117]	[45455935]	[45455935]
789_13759	chr19	48230746	48231146	+	1000	51.0	[7.587105]	[90]	[11.325602, 6.730626]	[90, 127]	[48230933]	[48230933, 48230970]
789_1376	chr10	100267472	100267872	+	1000	248.0	[7.573706]	[112]	[7.3216233]	[112]	[100267681]	[100267681]
789_13764	chr2	11403733	11404133	+	1000	51.0	[7.587105]	[78]	[11.325602]	[78]	[11403900]	[11403900]
789_13766	chr2	20098178	20098578	+	1000	51.0	[9.479219]	[121]	[]	[]	[20098370]	[]
789_13769	chr2	37561656	37562056	+	1000	51.0	[9.55974]	[152]	[]	[]	[37561868]	[]
789_13774	chr2	65527311	65527711	+	1000	51.0	[9.015383]	[159]	[6.6389275]	[162]	[65527558]	[65527561]
789_13778	chr2	73911455	73911855	+	1000	51.0	[7.778084, 14.340561, 14.340561]	[122, 127, 139]	[7.8243337, 7.304901, 7.304901]	[122, 127, 139]	[73911670, 73911675, 73911687]	[73911670, 73911675, 73911687]
789_1378	chr12	121016328	121016728	+	1000	248.0	[12.391855]	[103]	[12.391855]	[103]	[121016529]	[121016529]
789_13783	chr2	145768995	145769395	+	701	51.0	[9.55974]	[166]	[6.6389275]	[72]	[145769246]	[145769152]
789_13785	chr2	178471358	178471758	+	1000	51.0	[14.340561]	[56]	[7.304901, 7.2208457]	[56, 104]	[178471514]	[178471514, 178471562]
789_13797	chr20	33688891	33689291	+	1000	51.0	[]	[]	[6.9124703]	[144]	[]	[33689135]
789_1380	chr4	105708543	105708943	+	1000	248.0	[7.611034]	[139]	[7.5305133]	[139]	[105708780]	[105708780]
789_1382	chr6	119311548	119311948	+	1000	248.0	[14.340561]	[100]	[7.304901]	[100]	[119311741]	[119311741]
789_13823	chr3	129461840	129462240	+	1000	51.0	[10.066811]	[62]	[7.5523715]	[62]	[129461994]	[129461994]
789_13828	chr3	172129909	172130309	+	1000	51.0	[9.472043]	[134]	[]	[]	[172130134]	[]
789_1383	chr9	32572980	32573380	+	1000	248.0	[8.105255]	[113]	[8.320283]	[113]	[32573181]	[32573181]
789_13835	chr4	3045454	3045854	+	1000	51.0	[12.391855]	[91]	[12.391855]	[91]	[3045644]	[3045644]
789_13837	chr4	26931039	26931439	+	1000	51.0	[7.0666766, 6.9910398]	[84, 119]	[6.9910398, 7.0666766]	[84, 119]	[26931216, 26931251]	[26931216, 26931251]
789_13843	chr4	128454298	128454698	+	1000	51.0	[]	[]	[6.893674]	[123]	[]	[128454503]
789_13847	chr4	185115921	185116321	+	1000	51.0	[6.6679616]	[183]	[]	[]	[185116170]	[]
789_13859	chr5	178232390	178232790	+	1000	51.0	[7.302018]	[111]	[7.6658115]	[111]	[178232576]	[178232576]
789_13860	chr6	3383472	3383872	+	968	51.0	[11.507445]	[174]	[]	[]	[3383713]	[]
789_13868	chr6	28220526	28220926	+	1000	51.0	[]	[]	[6.6389275]	[86]	[]	[28220707]
789_1387	chr12	54280386	54280786	+	1000	247.0	[7.611034]	[102]	[7.5305133]	[102]	[54280581]	[54280581]
789_13871	chr6	29849962	29850362	+	1000	51.0	[7.144837]	[93]	[6.9573374]	[93]	[29850154]	[29850154]
789_13883	chr6	135088801	135089201	+	1000	51.0	[]	[]	[7.2208457]	[108]	[]	[135089008]
789_13884	chr6	137589348	137589748	+	1000	51.0	[7.5233374, 7.304901]	[59, 139]	[7.2848296, 14.340561]	[59, 139]	[137589502, 137589582]	[137589502, 137589582]
789_13887	chr6	147205731	147206131	+	1000	51.0	[14.340561]	[129]	[7.304901]	[129]	[147205948]	[147205948]
789_13895	chr7	75842994	75843394	+	1000	51.0	[]	[]	[11.507445]	[99]	[]	[75843177]
789_13896	chr7	87545765	87546165	+	1000	51.0	[12.391855]	[99]	[12.391855]	[99]	[87545958]	[87545958]
789_13899	chr7	106216401	106216801	+	1000	51.0	[9.253607]	[75]	[9.253607]	[75]	[106216559]	[106216559]
789_139	chr1	26169657	26170057	+	1000	610.0	[12.391855]	[92]	[12.391855]	[92]	[26169846]	[26169846]
789_1390	chr15	42057360	42057760	+	1000	246.0	[10.268989, 7.144837]	[80, 118]	[9.015383, 6.9573374]	[107, 118]	[42057538, 42057576]	[42057565, 42057576]
789_13906	chr7	143426607	143427007	+	1000	51.0	[9.501078]	[139]	[]	[]	[143426764]	[]
789_1391	chr16	58129422	58129822	+	1000	246.0	[9.614517, 7.778084]	[135, 166]	[6.939924, 7.8243337]	[138, 166]	[58129638, 58129669]	[58129641, 58129669]
789_13910	chr8	37864343	37864743	+	1000	51.0	[]	[]	[9.77304]	[92]	[]	[37864531]
789_13914	chr8	81841908	81842308	+	1000	51.0	[7.2540293]	[117]	[7.2540293]	[136]	[81842099]	[81842118]
789_13915	chr8	99404225	99404625	+	1000	51.0	[11.507445]	[71]	[]	[]	[99404393]	[]
789_13918	chr8	141414637	141415037	+	1000	51.0	[9.253607]	[127]	[9.253607]	[127]	[141414857]	[141414857]
789_1392	chr2	95402480	95402880	+	1000	246.0	[12.391855]	[116]	[12.391855]	[116]	[95402687]	[95402687]
789_13922	chr9	73093365	73093765	+	1000	51.0	[14.340561]	[138]	[7.304901]	[138]	[73093592]	[73093592]
789_13924	chr9	97944690	97945090	+	1000	51.0	[11.507445, 6.893674]	[143, 166]	[]	[]	[97944903, 97944926]	[]
789_13926	chr9	98929809	98930209	+	1000	51.0	[8.320283]	[148]	[8.105255]	[148]	[98930031]	[98930031]
789_13929	chr9	130916478	130916878	+	1000	51.0	[7.302018]	[122]	[7.6658115]	[122]	[130916643]	[130916643]
789_13930	chr9	131015945	131016345	+	1000	51.0	[8.492485]	[103]	[]	[]	[131016114]	[]
789_13932	chr9	131051986	131052386	+	1000	51.0	[7.0666766]	[168]	[6.9910398]	[168]	[131052220]	[131052220]
789_13933	chr9	131234077	131234477	+	1000	51.0	[7.2336946]	[160]	[]	[]	[131234313]	[]
789_13942	chrX	39753301	39753701	+	1000	51.0	[6.6892962, 7.304901]	[101, 104]	[14.340561]	[104]	[39753485, 39753488]	[39753488]
789_13944	chrX	48617516	48617916	+	1000	51.0	[6.6892962]	[120]	[]	[]	[48617732]	[]
789_13946	chrX	129931306	129931706	+	1000	51.0	[7.302018]	[125]	[7.6658115]	[125]	[129931504]	[129931504]
789_1395	chr1	212035537	212035937	+	1000	245.0	[12.391855]	[104]	[12.391855]	[104]	[212035731]	[212035731]
789_13951	chr1	8859411	8859811	+	1000	50.0	[]	[]	[9.479219]	[82]	[]	[8859563]
789_13952	chr1	12619748	12620148	+	1000	50.0	[7.2336946]	[141]	[]	[]	[12619976]	[]
789_13954	chr1	19508880	19509280	+	1000	50.0	[11.325602]	[92]	[7.587105, 7.435873]	[92, 112]	[19509048]	[19509048, 19509068]
789_13955	chr1	26275495	26275895	+	1000	50.0	[]	[]	[6.6389275]	[113]	[]	[26275707]
789_13960	chr1	39183769	39184169	+	1000	50.0	[6.6461034, 14.340561]	[128, 139]	[7.435873, 7.304901]	[100, 139]	[39183970, 39183981]	[39183942, 39183981]
789_13967	chr1	109257560	109257960	+	896	50.0	[14.340561]	[103]	[7.304901]	[103]	[109257762]	[109257762]
789_13971	chr1	155860429	155860829	+	1000	50.0	[8.105255]	[170]	[8.320283]	[170]	[155860670]	[155860670]
789_13973	chr1	160085599	160085999	+	1000	50.0	[7.302018]	[134]	[7.6658115]	[134]	[160085817]	[160085817]
789_13977	chr1	183604253	183604653	+	1000	50.0	[12.391855]	[97]	[12.391855]	[97]	[183604444]	[183604444]
789_1398	chr22	19947715	19948115	+	1000	245.0	[7.611034]	[91]	[7.5305133]	[91]	[19947906]	[19947906]
789_13981	chr1	202166499	202166899	+	1000	50.0	[9.614517]	[126]	[6.7814016]	[129]	[202166722]	[202166725]
789_13988	chr1	228838437	228838837	+	1000	50.0	[7.587105]	[66]	[11.325602]	[66]	[228838598]	[228838598]
789_1399	chr5	81971784	81972184	+	1000	245.0	[7.8243337]	[95]	[7.778084]	[95]	[81971977]	[81971977]
789_13990	chr1	244353726	244354126	+	1000	50.0	[9.77304]	[115]	[]	[]	[244353928]	[]
789_13991	chr1	246197089	246197489	+	1000	50.0	[6.9910398]	[92]	[7.0666766]	[92]	[246197278]	[246197278]
789_13993	chr10	5284405	5284805	+	1000	50.0	[]	[]	[9.535811]	[91]	[]	[5284581]
789_13998	chr10	24988798	24989198	+	1000	50.0	[]	[]	[6.726624, 9.726789]	[93, 98]	[]	[24988984, 24988989]
789_13999	chr10	32059480	32059880	+	1000	50.0	[6.9124703]	[113]	[6.6892962]	[122]	[32059691]	[32059700]
789_14	chr7	66844789	66845189	+	1000	742.0	[7.7968802, 12.391855]	[77, 102]	[9.55874, 12.391855]	[77, 102]	[66844963, 66844988]	[66844963, 66844988]
789_140	chr5	71455400	71455800	+	1000	610.0	[12.391855]	[79]	[12.391855]	[79]	[71455579]	[71455579]
789_14000	chr10	42654448	42654848	+	1000	50.0	[]	[]	[6.7118297]	[118]	[]	[42654659]
789_14001	chr10	50576527	50576927	+	1000	50.0	[14.340561]	[119]	[7.2208457, 7.304901]	[82, 119]	[50576744]	[50576707, 50576744]
789_14002	chr10	79132725	79133125	+	1000	50.0	[]	[]	[6.6679616]	[88]	[]	[79132906]
789_14010	chr11	43738856	43739256	+	1000	50.0	[9.614517]	[124]	[]	[]	[43739068]	[]
789_14012	chr11	58770762	58771162	+	1000	50.0	[]	[]	[9.614517]	[155]	[]	[58770983]
789_14015	chr11	66190773	66191173	+	820	50.0	[7.5523715]	[149]	[10.066811]	[149]	[66191005]	[66191005]
789_14020	chr11	69640919	69641319	+	1000	50.0	[7.5305133]	[82]	[7.611034]	[82]	[69641099]	[69641099]
789_14022	chr11	73351239	73351639	+	1000	50.0	[8.320283]	[104]	[8.105255]	[104]	[73351441]	[73351441]
789_1403	chr17	7252306	7252706	+	1000	244.0	[7.302018]	[101]	[7.6658115]	[101]	[7252504]	[7252504]
789_14031	chr12	49126965	49127365	+	741	50.0	[]	[]	[7.2540293]	[165]	[]	[49127158]
789_14034	chr12	51917754	51918154	+	1000	50.0	[9.614517]	[67]	[]	[]	[51917910]	[]
789_14037	chr12	54472494	54472894	+	1000	50.0	[]	[]	[10.053962]	[115]	[]	[54472703]
789_1404	chr17	30116594	30116994	+	1000	244.0	[9.55874]	[90]	[7.7968802]	[90]	[30116783]	[30116783]
789_14040	chr12	92404915	92405315	+	1000	50.0	[]	[]	[6.6389275]	[144]	[]	[92405143]
789_14049	chr13	91350528	91350928	+	1000	50.0	[6.7814016]	[145]	[]	[]	[91350682]	[]
789_1405	chr17	42998146	42998546	+	1000	244.0	[11.325602]	[157]	[7.587105]	[157]	[42998389]	[42998389]
789_14050	chr13	98781091	98781491	+	1000	50.0	[7.0666766]	[130]	[9.522412, 8.939746, 6.9910398]	[70, 100, 130]	[98781320]	[98781260, 98781290, 98781320]
789_14052	chr13	113883421	113883821	+	1000	50.0	[7.8243337]	[96]	[7.778084]	[96]	[113883606]	[113883606]
789_14054	chr14	93184707	93185107	+	1000	50.0	[12.391855]	[120]	[12.391855]	[120]	[93184915]	[93184915]
789_14058	chr15	41233455	41233855	+	1000	50.0	[6.7814016, 6.939924]	[99, 161]	[10.053962]	[164]	[41233624, 41233686]	[41233689]
789_14064	chr16	1492966	1493366	+	1000	50.0	[7.304901]	[171]	[14.340561]	[171]	[1493154]	[1493154]
789_14066	chr16	3101310	3101710	+	1000	50.0	[6.599558]	[145]	[]	[]	[3101554]	[]
789_14067	chr16	4780262	4780662	+	1000	50.0	[7.304901]	[108]	[14.340561]	[108]	[4780470]	[4780470]
789_14074	chr16	88781706	88782106	+	1000	50.0	[6.7814016]	[75]	[]	[]	[88781859]	[]
789_14077	chr17	8247958	8248358	+	1000	50.0	[12.391855]	[67]	[12.391855]	[67]	[8248112]	[8248112]
789_14084	chr17	30728630	30729030	+	1000	50.0	[]	[]	[9.614517, 9.614517]	[53, 148]	[]	[30728783, 30728878]
789_1409	chr19	42255010	42255410	+	1000	243.0	[6.9573374]	[90]	[7.144837]	[90]	[42255198]	[42255198]
789_14096	chr17	78783742	78784142	+	1000	50.0	[]	[]	[6.599558]	[195]	[]	[78783949]
789_14097	chr17	81926770	81927170	+	1000	50.0	[7.587105]	[83]	[11.325602]	[83]	[81926953]	[81926953]
789_141	chr1	171781342	171781742	+	1000	609.0	[6.7580795, 6.7118297]	[76, 144]	[]	[]	[171781513, 171781581]	[]
789_14100	chr18	3339909	3340309	+	1000	50.0	[7.778084]	[105]	[7.8243337]	[105]	[3340090]	[3340090]
789_14103	chr18	9681170	9681570	+	1000	50.0	[14.340561]	[64]	[7.304901]	[64]	[9681333]	[9681333]
789_14106	chr19	790871	791271	+	900	50.0	[6.9910398]	[126]	[7.0666766]	[126]	[791079]	[791079]
789_14110	chr19	8240345	8240745	+	1000	50.0	[]	[]	[6.599558]	[91]	[]	[8240530]
789_14118	chr19	41367795	41368195	+	1000	50.0	[6.7118297]	[79]	[]	[]	[41367946]	[]
789_1412	chr18	79988397	79988797	+	1000	242.0	[7.2848296, 7.2848296]	[96, 130]	[7.5233374, 7.5233374]	[96, 130]	[79988593, 79988627]	[79988593, 79988627]
789_14122	chr19	53772875	53773275	+	1000	50.0	[7.3216233]	[142]	[7.573706]	[142]	[53773102]	[53773102]
789_14125	chr2	9673780	9674180	+	934	50.0	[]	[]	[9.233536]	[93]	[]	[9673972]
789_14129	chr2	54599878	54600278	+	1000	50.0	[7.304901]	[166]	[14.340561]	[166]	[54600051]	[54600051]
789_1413	chr19	49877433	49877833	+	1000	242.0	[]	[]	[9.745586]	[135]	[]	[49877665]
789_14130	chr2	55175628	55176028	+	1000	50.0	[14.340561]	[149]	[7.304901, 6.6461034]	[149, 152]	[55175876]	[55175876, 55175879]
789_14143	chr2	215420542	215420942	+	1000	50.0	[14.340561]	[137]	[7.304901, 11.507445]	[137, 140]	[215420778]	[215420778, 215420781]
789_14146	chr20	553421	553821	+	1000	50.0	[7.304901, 7.8243337]	[87, 133]	[14.340561, 7.778084]	[87, 133]	[553602, 553648]	[553602, 553648]
789_14152	chr20	41317670	41318070	+	1000	50.0	[7.144837]	[97]	[6.9573374]	[97]	[41317854]	[41317854]
789_14167	chr22	21951753	21952153	+	1000	50.0	[]	[]	[9.745586]	[122]	[]	[21951918]
789_14171	chr22	36123869	36124269	+	1000	50.0	[12.391855]	[121]	[12.391855]	[121]	[36124074]	[36124074]
789_14176	chr3	24303332	24303732	+	1000	50.0	[]	[]	[6.730626]	[149]	[]	[24303541]
789_14186	chr3	124951016	124951416	+	1000	50.0	[6.7814016]	[134]	[9.472043, 6.939924]	[137, 159]	[124951238]	[124951241, 124951263]
789_14188	chr3	128467125	128467525	+	1000	50.0	[14.340561, 6.7814016, 6.7814016, 6.6389275]	[75, 122, 139, 150]	[7.304901]	[75]	[128467282, 128467329, 128467346, 128467357]	[128467282]
789_14189	chr3	128547569	128547969	+	1000	50.0	[]	[]	[6.7814016]	[151]	[]	[128547727]
789_14191	chr3	133753761	133754161	+	1000	50.0	[]	[]	[6.7580795]	[131]	[]	[133753971]
789_14193	chr3	171960977	171961377	+	1000	50.0	[10.066811]	[91]	[6.730626, 7.5523715]	[67, 91]	[171961160]	[171961136, 171961160]
789_14195	chr3	183287181	183287581	+	1000	50.0	[]	[]	[9.726789, 6.702695]	[76, 133]	[]	[183287351, 183287408]
789_142	chr16	81314710	81315110	+	1000	608.0	[7.5523715]	[107]	[10.066811]	[107]	[81314916]	[81314916]
789_1420	chr11	119318725	119319125	+	1000	241.0	[11.325602, 6.9910398]	[77, 102]	[7.587105, 7.0666766]	[77, 102]	[119318897, 119318922]	[119318897, 119318922]
789_14202	chr4	95248998	95249398	+	1000	50.0	[7.435873]	[167]	[9.501078]	[170]	[95249217]	[95249220]
789_14203	chr4	109735743	109736143	+	1000	50.0	[9.522412]	[192]	[]	[]	[109735968]	[]
789_14204	chr4	123396559	123396959	+	1000	50.0	[9.253607]	[118]	[9.253607]	[118]	[123396731]	[123396731]
789_14206	chr4	126850240	126850640	+	1000	50.0	[9.522412]	[101]	[]	[]	[126850406]	[]
789_1421	chr17	28335296	28335696	+	1000	241.0	[12.391855]	[93]	[12.391855]	[93]	[28335472]	[28335472]
789_14211	chr5	54313299	54313699	+	1000	50.0	[]	[]	[6.599558]	[159]	[]	[54313494]
789_1422	chr17	40054484	40054884	+	1000	241.0	[6.9573374]	[88]	[7.144837]	[88]	[40054670]	[40054670]
789_14221	chr5	149667523	149667923	+	1000	50.0	[6.9910398]	[119]	[7.0666766]	[119]	[149667739]	[149667739]
789_14222	chr5	150847035	150847435	+	1000	50.0	[7.2540293, 6.702695]	[88, 110]	[]	[]	[150847217, 150847239]	[]
789_14223	chr5	157611028	157611428	+	1000	50.0	[6.893674]	[136]	[]	[]	[157611252]	[]
789_14224	chr5	164354115	164354515	+	941	50.0	[9.522412]	[138]	[]	[]	[164354337]	[]
789_14225	chr5	176675648	176676048	+	1000	50.0	[7.5523715]	[119]	[10.066811]	[119]	[176675862]	[176675862]
789_14229	chr6	3911867	3912267	+	960	50.0	[]	[]	[6.7814016]	[92]	[]	[3912049]
789_14232	chr6	14452681	14453081	+	1000	50.0	[9.522412, 6.599558]	[113, 123]	[]	[]	[14452887, 14452897]	[]
789_14235	chr6	20213461	20213861	+	1000	50.0	[9.522412]	[67]	[6.7814016]	[70]	[20213623]	[20213626]
789_14239	chr6	28490173	28490573	+	1000	50.0	[7.573706]	[112]	[7.3216233]	[112]	[28490384]	[28490384]
789_14243	chr6	41846743	41847143	+	1000	50.0	[]	[]	[9.270329]	[124]	[]	[41846967]
789_14254	chr6	137218552	137218952	+	1000	50.0	[6.6892962, 7.0390015]	[141, 162]	[]	[]	[137218767, 137218788]	[]
789_14257	chr6	157848666	157849066	+	1000	50.0	[6.7814016]	[127]	[9.522412]	[130]	[157848867]	[157848870]
789_14258	chr7	1176974	1177374	+	1000	50.0	[]	[]	[9.250724]	[78]	[]	[1177147]
789_1426	chr3	46406914	46407314	+	1000	241.0	[7.304901]	[106]	[14.340561]	[106]	[46407111]	[46407111]
789_14262	chr7	22990566	22990966	+	1000	50.0	[7.304901]	[129]	[14.340561]	[129]	[22990782]	[22990782]
789_14264	chr7	74478013	74478413	+	1000	50.0	[14.340561]	[167]	[7.304901]	[167]	[74478243]	[74478243]
789_14267	chr7	107079437	107079837	+	1000	50.0	[]	[]	[9.233536]	[216]	[]	[107079664]
789_14268	chr7	108081051	108081451	+	1000	50.0	[6.6389275]	[102]	[]	[]	[108081228]	[]
789_14272	chr7	158975757	158976157	+	1000	50.0	[]	[]	[9.233536]	[94]	[]	[158975917]
789_14273	chr8	1436874	1437274	+	1000	50.0	[7.302018, 7.302018]	[83, 124]	[7.6658115, 7.6658115]	[83, 124]	[1437050, 1437091]	[1437050, 1437091]
789_14274	chr8	1758329	1758729	+	1000	50.0	[12.391855]	[106]	[12.391855]	[106]	[1758528]	[1758528]
789_14275	chr8	10924527	10924927	+	1000	50.0	[7.3216233]	[112]	[7.573706]	[112]	[10924733]	[10924733]
789_14276	chr8	29737393	29737793	+	1000	50.0	[12.391855]	[119]	[12.391855]	[119]	[29737592]	[29737592]
789_14279	chr8	47431352	47431752	+	1000	50.0	[6.599558]	[109]	[]	[]	[47431549]	[]
789_1428	chr5	170307626	170308026	+	1000	241.0	[7.8243337]	[104]	[7.778084]	[104]	[170307829]	[170307829]
789_14286	chr8	100472174	100472574	+	1000	50.0	[]	[]	[6.7580795]	[108]	[]	[100472378]
789_14288	chr8	129692264	129692664	+	1000	50.0	[7.304901]	[136]	[14.340561]	[136]	[129692488]	[129692488]
789_1429	chr6	3157404	3157804	+	1000	241.0	[12.391855]	[95]	[12.391855]	[95]	[3157597]	[3157597]
789_14291	chr9	76359319	76359719	+	1000	50.0	[11.325602]	[155]	[7.587105]	[155]	[76359569]	[76359569]
789_14292	chr9	85743338	85743738	+	869	50.0	[7.304901, 7.611034]	[77, 144]	[14.340561, 7.5305133]	[77, 144]	[85743501, 85743568]	[85743501, 85743568]
789_14298	chr9	120584025	120584425	+	1000	50.0	[12.391855]	[83]	[12.391855, 9.745586]	[83, 129]	[120584208]	[120584208, 120584254]
789_143	chr1	3992043	3992443	+	1000	607.0	[14.340561, 14.340561, 14.340561, 14.340561, 14.340561, 14.340561]	[56, 72, 86, 103, 120, 136]	[7.304901, 7.304901, 7.304901, 7.304901, 7.304901, 7.304901]	[56, 72, 86, 103, 120, 136]	[3992199, 3992215, 3992229, 3992246, 3992263, 3992279]	[3992199, 3992215, 3992229, 3992246, 3992263, 3992279]
789_14300	chr9	124774368	124774768	+	1000	50.0	[6.7580795, 7.2848296]	[85, 131]	[7.5233374]	[131]	[124774547, 124774593]	[124774593]
789_14301	chr9	125234745	125235145	+	1000	50.0	[7.2540293]	[101]	[]	[]	[125234934]	[]
789_14307	chr9	131755569	131755969	+	1000	50.0	[14.340561, 9.472043]	[97, 110]	[7.304901]	[97]	[131755762, 131755775]	[131755762]
789_1431	chr1	152071010	152071410	+	1000	240.0	[6.7814016, 6.7814016]	[67, 87]	[]	[]	[152071170, 152071190]	[]
789_14319	chr1	15897777	15898177	+	1000	49.0	[14.340561]	[120]	[7.304901, 6.6892962]	[120, 123]	[15897992]	[15897992, 15897995]
789_1432	chr10	5548850	5549250	+	1000	240.0	[12.391855]	[107]	[6.730626, 12.391855, 6.7118297]	[83, 107, 112]	[5549048]	[5549024, 5549048, 5549053]
789_14327	chr1	32308638	32309038	+	1000	49.0	[9.726789, 6.702695]	[145, 150]	[6.702695]	[148]	[32308870, 32308875]	[32308873]
789_1433	chr19	40443064	40443464	+	1000	240.0	[7.144837]	[131]	[6.9573374]	[131]	[40443272]	[40443272]
789_14333	chr1	91706175	91706575	+	1000	49.0	[]	[]	[8.492485]	[125]	[]	[91706396]
789_14338	chr1	113140519	113140919	+	1000	49.0	[7.6658115]	[106]	[7.302018]	[106]	[113140724]	[113140724]
789_14346	chr1	160205167	160205567	+	1000	49.0	[7.304901]	[77]	[14.340561]	[77]	[160205334]	[160205334]
789_14347	chr1	162421301	162421701	+	1000	49.0	[]	[]	[6.9124703]	[97]	[]	[162421480]
789_1435	chr19	50679358	50679758	+	1000	240.0	[12.391855]	[107]	[12.391855]	[107]	[50679563]	[50679563]
789_14350	chr1	200640847	200641247	+	1000	49.0	[11.325602]	[84]	[7.587105]	[84]	[200641026]	[200641026]
789_14353	chr1	201019434	201019834	+	1000	49.0	[11.507445]	[166]	[10.053962]	[169]	[201019669]	[201019672]
789_14369	chr10	35533497	35533897	+	1000	49.0	[10.066811]	[158]	[6.6389275, 7.5523715]	[140, 158]	[35533733]	[35533715, 35533733]
789_14372	chr10	69237545	69237945	+	1000	49.0	[9.745586]	[85]	[]	[]	[69237714]	[]
789_14379	chr10	102478957	102479357	+	1000	49.0	[6.7814016]	[166]	[]	[]	[102479203]	[]
789_14386	chr11	45339984	45340384	+	1000	49.0	[6.6461034]	[112]	[9.745586]	[115]	[45340186]	[45340189]
789_14389	chr11	66336594	66336994	+	1000	49.0	[6.730626, 6.7580795]	[89, 118]	[]	[]	[66336754, 66336783]	[]
789_14391	chr11	93820843	93821243	+	1000	49.0	[11.507445]	[119]	[]	[]	[93821054]	[]
789_14395	chr12	6904519	6904919	+	1000	49.0	[8.320283]	[104]	[8.105255]	[104]	[6904720]	[6904720]
789_144	chr18	79679571	79679971	+	1000	606.0	[12.391855]	[117]	[12.391855]	[117]	[79679782]	[79679782]
789_14407	chr12	57452168	57452568	+	1000	49.0	[8.320283]	[129]	[8.105255]	[129]	[57452373]	[57452373]
789_14408	chr12	76402285	76402685	+	905	49.0	[]	[]	[6.730626]	[164]	[]	[76402513]
789_1441	chr3	25789800	25790200	+	1000	239.0	[7.587105]	[89]	[11.325602]	[89]	[25789964]	[25789964]
789_14412	chr12	117128247	117128647	+	975	49.0	[7.8243337, 7.8243337, 7.8243337, 9.77304]	[148, 166, 184, 189]	[7.778084, 7.778084, 7.778084]	[148, 166, 184]	[117128422, 117128440, 117128458, 117128463]	[117128422, 117128440, 117128458]
789_14423	chr14	37089393	37089793	+	1000	49.0	[11.507445, 7.304901]	[113, 116]	[14.340561]	[116]	[37089605, 37089608]	[37089608]
789_14424	chr14	56514779	56515179	+	1000	49.0	[14.340561]	[128]	[7.304901, 11.507445]	[128, 131]	[56514975]	[56514975, 56514978]
789_14428	chr14	75279415	75279815	+	1000	49.0	[7.573706]	[128]	[7.3216233]	[128]	[75279601]	[75279601]
789_14446	chr16	46649470	46649870	+	1000	49.0	[12.391855]	[117]	[12.391855]	[117]	[46649683]	[46649683]
789_14449	chr16	81730344	81730744	+	1000	49.0	[12.391855]	[129]	[12.391855]	[129]	[81730564]	[81730564]
789_14458	chr17	28861584	28861984	+	1000	49.0	[6.730626]	[154]	[]	[]	[28861754]	[]
789_14462	chr17	38676961	38677361	+	1000	49.0	[9.726789]	[103]	[]	[]	[38677162]	[]
789_14464	chr17	42518436	42518836	+	1000	49.0	[9.270329]	[143]	[]	[]	[42518632]	[]
789_1447	chr11	28108029	28108429	+	1000	238.0	[14.340561]	[85]	[7.304901, 11.507445]	[85, 88]	[28108214]	[28108214, 28108217]
789_14472	chr17	76354868	76355268	+	1000	49.0	[6.7814016]	[173]	[]	[]	[76355111]	[]
789_14477	chr18	8890989	8891389	+	1000	49.0	[10.053962, 9.253607]	[96, 129]	[6.6461034, 9.253607]	[99, 129]	[8891163, 8891196]	[8891166, 8891196]
789_1449	chr4	122803725	122804125	+	1000	238.0	[12.391855]	[113]	[12.391855, 8.939746]	[113, 135]	[122803935]	[122803935, 122803957]
789_14495	chr19	16258390	16258790	+	1000	49.0	[11.325602]	[108]	[7.587105]	[108]	[16258572]	[16258572]
789_14496	chr19	16890595	16890995	+	1000	49.0	[]	[]	[8.492485]	[98]	[]	[16890786]
789_145	chr2	105337284	105337684	+	1000	606.0	[9.55874]	[108]	[7.7968802]	[108]	[105337490]	[105337490]
