#PeakID(python identify_motif.py ./ENCODE_processed_files/GABPA_idr.fa GABPA --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
0_11709	chr10	87546225	87546625	+	1000	68.0	[13.077335]	[117]	[]	[]	[87546439]	[]
0_11710	chr10	102814487	102814887	+	1000	68.0	[]	[]	[10.266081]	[68]	[]	[102814650]
0_11713	chr10	120460850	120461250	+	1000	68.0	[13.077335, 6.7343373, 6.800773]	[62, 75, 117]	[6.725526]	[105]	[120461012, 120461025, 120461067]	[120461055]
0_11716	chr11	64885674	64886074	+	1000	68.0	[]	[]	[16.797768, 6.5890117]	[105, 137]	[]	[64885841, 64885873]
0_11719	chr11	73162323	73162723	+	1000	68.0	[13.584]	[103]	[9.499273]	[151]	[73162517]	[73162565]
0_11723	chr12	3752256	3752656	+	1000	68.0	[14.022644, 8.016659]	[150, 162]	[]	[]	[3752489, 3752501]	[]
0_11729	chr12	89258571	89258971	+	1000	68.0	[9.406017]	[132]	[]	[]	[89258790]	[]
0_11736	chr14	93906683	93907083	+	1000	68.0	[]	[]	[7.9993815]	[112]	[]	[93906879]
0_11738	chr15	23536654	23537054	+	1000	68.0	[12.640427]	[119]	[8.1455]	[155]	[23536863]	[23536899]
0_11739	chr15	26091182	26091582	+	1000	68.0	[11.570496]	[99]	[]	[]	[26091381]	[]
0_11740	chr15	28955104	28955504	+	1000	68.0	[14.741034]	[134]	[]	[]	[28955335]	[]
0_11741	chr15	66497020	66497420	+	1000	68.0	[]	[]	[8.677165]	[189]	[]	[66497270]
0_11745	chr16	6002992	6003392	+	1000	68.0	[7.7140174]	[124]	[]	[]	[6003213]	[]
0_11748	chr16	81718953	81719353	+	1000	68.0	[7.7140174]	[100]	[]	[]	[81719131]	[]
0_1175	chr2	85611893	85612293	+	1000	602.0	[7.043316, 10.85517]	[91, 99]	[]	[]	[85612083, 85612091]	[]
0_11753	chr17	48002648	48003048	+	1000	68.0	[14.455669]	[145]	[]	[]	[48002859]	[]
0_11754	chr17	63433175	63433575	+	1000	68.0	[12.044184]	[230]	[]	[]	[63433410]	[]
0_11755	chr17	74308160	74308560	+	1000	68.0	[8.31793]	[139]	[10.906923]	[88]	[74308395]	[74308344]
0_11756	chr17	77235521	77235921	+	1000	68.0	[8.08774, 13.864238]	[120, 147]	[]	[]	[77235727, 77235754]	[]
0_11759	chr19	792455	792855	+	1000	68.0	[]	[]	[8.403745]	[105]	[]	[792650]
0_1176	chr20	35284607	35285007	+	1000	602.0	[8.403745, 8.561428]	[87, 103]	[]	[]	[35284794, 35284810]	[]
0_11768	chr2	27303326	27303726	+	1000	68.0	[]	[]	[8.348509]	[189]	[]	[27303530]
0_1177	chr6	42879417	42879817	+	1000	602.0	[]	[]	[11.617513]	[84]	[]	[42879599]
0_11774	chr2	113675919	113676319	+	1000	68.0	[11.10404]	[147]	[6.9503016]	[102]	[113676115]	[113676070]
0_11776	chr2	175805597	175805997	+	1000	68.0	[9.863568]	[118]	[]	[]	[175805794]	[]
0_11777	chr2	199772589	199772989	+	1000	68.0	[10.402516]	[146]	[10.184014]	[73]	[199772816]	[199772743]
0_11779	chr2	237674799	237675199	+	1000	68.0	[9.784637, 11.482137]	[121, 132]	[]	[]	[237675003, 237675014]	[]
0_1178	chr7	6577206	6577606	+	1000	602.0	[8.705017]	[91]	[9.157671, 12.640427]	[98, 144]	[6577395]	[6577402, 6577448]
0_11780	chr20	1523995	1524395	+	1000	68.0	[13.885272, 9.59458]	[77, 145]	[]	[]	[1524167, 1524235]	[]
0_11784	chr21	17612714	17613114	+	1000	68.0	[]	[]	[7.6212845]	[126]	[]	[17612939]
0_1179	chr8	123241191	123241591	+	1000	602.0	[]	[]	[8.332634]	[80]	[]	[123241369]
0_11794	chr22	50270339	50270739	+	1000	68.0	[9.784637]	[73]	[]	[]	[50270498]	[]
0_11795	chr3	5197581	5197981	+	1000	68.0	[6.911281]	[174]	[]	[]	[5197826]	[]
0_11796	chr3	13895313	13895713	+	1000	68.0	[]	[]	[7.4689865]	[103]	[]	[13895508]
0_11801	chr3	60325776	60326176	+	1000	68.0	[16.797768]	[120]	[]	[]	[60325995]	[]
0_11803	chr3	193853627	193854027	+	1000	68.0	[]	[]	[10.937941, 8.455303]	[146, 159]	[]	[193853815, 193853828]
0_11806	chr4	140096111	140096511	+	1000	68.0	[7.4037266]	[89]	[8.263244]	[68]	[140096289]	[140096268]
0_11817	chr5	142537936	142538336	+	1000	68.0	[]	[]	[14.741034]	[98]	[]	[142538131]
0_11826	chr6	41818695	41819095	+	1000	68.0	[14.741034]	[184]	[]	[]	[41818940]	[]
0_11828	chr6	57316709	57317109	+	1000	68.0	[9.58887, 6.6892085, 10.626375]	[83, 104, 167]	[]	[]	[57316873, 57316894, 57316957]	[]
0_11829	chr6	72386373	72386773	+	1000	68.0	[7.4575276]	[127]	[]	[]	[72386589]	[]
0_11831	chr6	87333812	87334212	+	1000	68.0	[]	[]	[8.42165, 11.482137, 6.791317]	[67, 126, 145]	[]	[87333977, 87334036, 87334055]
0_11835	chr6	161654176	161654576	+	1000	68.0	[11.02127]	[122]	[]	[]	[161654395]	[]
0_11836	chr7	5596080	5596480	+	1000	68.0	[]	[]	[10.993419]	[75]	[]	[5596248]
0_11837	chr7	28179687	28180087	+	1000	68.0	[]	[]	[8.928876]	[111]	[]	[28179877]
0_11842	chr7	76364048	76364448	+	1000	68.0	[11.8865, 10.184014, 8.787787]	[101, 143, 153]	[]	[]	[76364239, 76364281, 76364291]	[]
0_11843	chr7	111954453	111954853	+	1000	68.0	[16.797768]	[171]	[]	[]	[111954688]	[]
0_11845	chr7	131007463	131007863	+	1000	68.0	[11.02127]	[139]	[7.035609]	[121]	[131007686]	[131007668]
0_11852	chr8	29296351	29296751	+	1000	68.0	[7.5106626]	[78]	[]	[]	[29296529]	[]
0_11853	chr8	53884517	53884917	+	1000	68.0	[11.404396]	[82]	[]	[]	[53884687]	[]
0_11857	chr8	142304104	142304504	+	1000	68.0	[]	[]	[6.8913064]	[140]	[]	[142304323]
0_11860	chr9	98851931	98852331	+	1000	68.0	[9.67735, 7.32774]	[77, 101]	[]	[]	[98852082, 98852106]	[]
0_11861	chr9	112224688	112225088	+	1000	68.0	[]	[]	[6.9723463]	[144]	[]	[112224869]
0_11862	chr9	123866440	123866840	+	1000	68.0	[]	[]	[8.19779]	[93]	[]	[123866595]
0_11863	chr9	124832581	124832981	+	1000	68.0	[]	[]	[8.907843]	[69]	[]	[124832733]
0_11865	chrX	9745383	9745783	+	1000	68.0	[13.864238, 16.797768, 6.8511086]	[136, 150, 157]	[]	[]	[9745598, 9745612, 9745619]	[]
0_11866	chrX	119468061	119468461	+	1000	68.0	[10.374664, 6.8660955]	[80, 159]	[]	[]	[119468227, 119468306]	[]
0_11867	chrX	153411109	153411509	+	1000	68.0	[]	[]	[8.729895, 10.402516]	[125, 131]	[]	[153411319, 153411325]
0_11873	chr1	32390861	32391261	+	1000	67.0	[11.435111]	[144]	[10.485287, 7.1075187]	[165, 171]	[32391045]	[32391066, 32391072]
0_11880	chr1	175192817	175193217	+	1000	67.0	[11.680546]	[97]	[]	[]	[175192974]	[]
0_11881	chr1	176208540	176208940	+	1000	67.0	[]	[]	[14.455669]	[116]	[]	[176208736]
0_11886	chr1	201535015	201535415	+	1000	67.0	[9.0510845, 14.504025]	[100, 157]	[]	[]	[201535184, 201535241]	[]
0_11888	chr1	206501243	206501643	+	1000	67.0	[]	[]	[6.651009]	[168]	[]	[206501428]
0_11889	chr1	207029990	207030390	+	1000	67.0	[]	[]	[11.379836]	[111]	[]	[207030188]
0_11892	chr10	6239244	6239644	+	1000	67.0	[8.1455]	[142]	[10.353631]	[102]	[6239476]	[6239436]
0_11893	chr10	16891284	16891684	+	1000	67.0	[]	[]	[8.677165]	[81]	[]	[16891453]
0_11896	chr10	79413197	79413597	+	1000	67.0	[]	[]	[8.907843, 7.209997]	[141, 152]	[]	[79413437, 79413448]
0_11897	chr10	102467985	102468385	+	1000	67.0	[8.853755, 8.556916, 6.673161]	[121, 126, 161]	[6.831237]	[153]	[102468171, 102468176, 102468211]	[102468203]
0_11898	chr10	103197103	103197503	+	1000	67.0	[12.75817]	[100]	[]	[]	[103197302]	[]
0_11903	chr11	35650474	35650874	+	1000	67.0	[]	[]	[8.296897, 9.544402, 6.4812818]	[77, 103, 118]	[]	[35650634, 35650660, 35650675]
0_11907	chr11	97973308	97973708	+	1000	67.0	[11.10404]	[160]	[]	[]	[97973544]	[]
0_1191	chr1	959071	959471	+	1000	599.0	[11.617513, 8.705017]	[95, 127]	[]	[]	[959265, 959297]	[]
0_11911	chr12	53324275	53324675	+	1000	67.0	[]	[]	[9.155027, 11.42543]	[98, 122]	[]	[53324472, 53324496]
0_11916	chr12	121649758	121650158	+	1000	67.0	[9.643549]	[94]	[]	[]	[121649948]	[]
0_11919	chr13	31200323	31200723	+	1000	67.0	[]	[]	[13.538871, 10.782356]	[92, 103]	[]	[31200491, 31200502]
0_11922	chr14	50044926	50045326	+	1000	67.0	[11.196773]	[126]	[]	[]	[50045131]	[]
0_11924	chr14	99733842	99734242	+	1000	67.0	[]	[]	[13.28716, 13.28716, 9.155027]	[65, 89, 95]	[]	[99734002, 99734026, 99734032]
0_11926	chr15	58352236	58352636	+	1000	67.0	[9.67735]	[158]	[]	[]	[58352454]	[]
0_11927	chr16	20538136	20538536	+	1000	67.0	[16.797768]	[106]	[]	[]	[20538317]	[]
0_1193	chr9	136410428	136410828	+	1000	599.0	[]	[]	[10.402516]	[109]	[]	[136410632]
0_11930	chr16	69529524	69529924	+	1000	67.0	[9.1883955]	[119]	[6.86551]	[158]	[69529727]	[69529766]
0_11931	chr16	70289381	70289781	+	1000	67.0	[]	[]	[7.2585464]	[122]	[]	[70289567]
0_11935	chr17	27473967	27474367	+	1000	67.0	[11.543174]	[136]	[]	[]	[27474176]	[]
0_11940	chr17	51365045	51365445	+	1000	67.0	[6.9121447, 11.680546, 13.885272]	[70, 107, 133]	[]	[]	[51365213, 51365250, 51365276]	[]
0_11945	chr19	2269152	2269552	+	1000	67.0	[10.184014]	[164]	[6.755474]	[117]	[2269353]	[2269306]
0_11946	chr19	4867448	4867848	+	1000	67.0	[]	[]	[6.7861285]	[95]	[]	[4867627]
0_11947	chr19	6863458	6863858	+	1000	67.0	[7.627393]	[123]	[]	[]	[6863657]	[]
0_11949	chr19	16584228	16584628	+	1000	67.0	[]	[]	[13.864238]	[131]	[]	[16584447]
0_11953	chr19	46639692	46640092	+	1000	67.0	[10.330545, 12.479856]	[57, 120]	[]	[]	[46639849, 46639912]	[]
0_11957	chr19	48634434	48634834	+	1000	67.0	[8.677165]	[73]	[]	[]	[48634590]	[]
0_11959	chr2	30713988	30714388	+	1000	67.0	[9.157671]	[121]	[]	[]	[30714198]	[]
0_11961	chr2	64854725	64855125	+	1000	67.0	[7.4114175, 9.1883955]	[94, 143]	[8.284277]	[134]	[64854893, 64854942]	[64854933]
0_11963	chr2	85615836	85616236	+	1000	67.0	[]	[]	[8.166533, 7.382371]	[103, 116]	[]	[85616021, 85616034]
0_11964	chr2	100589566	100589966	+	1000	67.0	[11.02127]	[127]	[]	[]	[100589784]	[]
0_11966	chr2	152421580	152421980	+	1000	67.0	[]	[]	[9.454752]	[127]	[]	[152421762]
0_11970	chr20	53331387	53331787	+	1000	67.0	[]	[]	[7.046324, 7.6414027]	[113, 164]	[]	[53331586, 53331637]
0_11978	chr3	15332399	15332799	+	1000	67.0	[6.7806845]	[200]	[10.951742]	[178]	[15332605]	[15332583]
0_11983	chr3	158641833	158642233	+	1000	67.0	[]	[]	[8.6276045, 8.403745]	[209, 221]	[]	[158642048, 158642060]
0_11985	chr3	184993364	184993764	+	1000	67.0	[]	[]	[15.100268, 8.563595]	[116, 139]	[]	[184993576, 184993599]
0_11986	chr3	194476675	194477075	+	1000	67.0	[]	[]	[6.792237]	[128]	[]	[194476882]
0_11987	chr4	2262351	2262751	+	1000	67.0	[]	[]	[10.626375]	[80]	[]	[2262510]
0_11988	chr4	38562647	38563047	+	1000	67.0	[]	[]	[12.75817, 7.3535852, 8.284277]	[85, 124, 166]	[]	[38562811, 38562850, 38562892]
0_11990	chr4	101345914	101346314	+	1000	67.0	[]	[]	[8.6276045]	[117]	[]	[101346120]
0_11994	chr5	57173720	57174120	+	1000	67.0	[11.10404]	[115]	[]	[]	[57173902]	[]
0_11999	chr5	172868568	172868968	+	1000	67.0	[]	[]	[10.735237, 8.446307]	[108, 152]	[]	[172868758, 172868802]
0_120	chr16	21599318	21599718	+	1000	778.0	[]	[]	[8.106905]	[115]	[]	[21599532]
0_12003	chr6	13406896	13407296	+	1000	67.0	[10.464252]	[134]	[]	[]	[13407074]	[]
0_12006	chr6	16130912	16131312	+	1000	67.0	[11.562802]	[95]	[6.673161, 6.8511086]	[176, 183]	[16131072]	[16131153, 16131160]
0_12007	chr6	25971121	25971521	+	1000	67.0	[]	[]	[6.565744]	[143]	[]	[25971349]
0_12008	chr6	26172650	26173050	+	1000	67.0	[7.5729284]	[104]	[]	[]	[26172853]	[]
0_12012	chr6	36862256	36862656	+	1000	67.0	[6.645546]	[119]	[]	[]	[36862450]	[]
0_12021	chr6	144543335	144543735	+	1000	67.0	[10.485287, 8.973371]	[89, 149]	[]	[]	[144543490, 144543550]	[]
0_12023	chr6	146915679	146916079	+	1000	67.0	[]	[]	[12.75817, 9.8456745]	[112, 127]	[]	[146915890, 146915905]
0_12024	chr6	157376810	157377210	+	1000	67.0	[]	[]	[8.775023, 8.729895, 7.4689865]	[99, 113, 119]	[]	[157377008, 157377022, 157377028]
0_12027	chr6	158366398	158366798	+	1000	67.0	[13.397782]	[118]	[]	[]	[158366602]	[]
0_1203	chr1	42335032	42335432	+	1000	596.0	[7.235666, 7.0071845]	[102, 142]	[6.597271]	[61]	[42335232, 42335272]	[42335191]
0_12030	chr7	35761809	35762209	+	1000	67.0	[]	[]	[13.864238]	[104]	[]	[35762005]
0_12031	chr7	44257856	44258256	+	1000	67.0	[]	[]	[10.782356]	[179]	[]	[44258088]
0_12036	chr8	42790189	42790589	+	1000	67.0	[]	[]	[14.741034]	[95]	[]	[42790382]
0_1204	chr11	236759	237159	+	1000	596.0	[8.683983]	[121]	[11.617513]	[105]	[236979]	[236963]
0_12040	chr8	141001011	141001411	+	1000	67.0	[8.928876]	[83]	[]	[]	[141001194]	[]
0_12042	chr9	131057775	131058175	+	1000	67.0	[13.28716]	[130]	[]	[]	[131057960]	[]
0_12043	chr9	135468891	135469291	+	1000	67.0	[6.5682387]	[128]	[]	[]	[135469099]	[]
0_12044	chr9	135511431	135511831	+	1000	67.0	[]	[]	[11.089114]	[163]	[]	[135511642]
0_12045	chrUn_KI270744v1	142251	142651	+	1000	67.0	[9.643549]	[82]	[11.543174]	[61]	[142433]	[142412]
0_12048	chrX	63351313	63351713	+	1000	67.0	[9.254243]	[105]	[]	[]	[63351494]	[]
0_12049	chrX	65610036	65610436	+	1000	67.0	[8.564825, 7.9942603]	[116, 123]	[]	[]	[65610251, 65610258]	[]
0_12052	chr1	7899773	7900173	+	1000	66.0	[6.4690347]	[96]	[6.542592]	[87]	[7899956]	[7899947]
0_12057	chr1	21669755	21670155	+	1000	66.0	[]	[]	[7.6212845, 6.540387]	[115, 155]	[]	[21669964, 21670004]
0_12061	chr1	32066462	32066862	+	1000	66.0	[6.580146, 8.176619]	[69, 111]	[]	[]	[32066627, 32066669]	[]
0_12062	chr1	32133423	32133823	+	1000	66.0	[]	[]	[7.708896]	[105]	[]	[32133625]
0_12063	chr1	35593267	35593667	+	1000	66.0	[7.569826]	[96]	[]	[]	[35593440]	[]
0_12064	chr1	39189516	39189916	+	1000	66.0	[]	[]	[13.864238]	[103]	[]	[39189708]
0_1207	chr5	115262683	115263083	+	1000	596.0	[]	[]	[7.280992]	[81]	[]	[115262857]
0_12071	chr1	160262162	160262562	+	1000	66.0	[8.808626]	[145]	[]	[]	[160262349]	[]
0_12074	chr1	206967409	206967809	+	1000	66.0	[10.485287, 16.797768]	[123, 139]	[]	[]	[206967630, 206967646]	[]
0_12077	chr1	222357255	222357655	+	1000	66.0	[8.440258, 13.397782]	[80, 120]	[7.1111274]	[156]	[222357423, 222357463]	[222357499]
0_12078	chr1	223715097	223715497	+	1000	66.0	[]	[]	[9.2660885, 6.905513]	[232, 238]	[]	[223715266, 223715272]
0_12081	chr1	236416228	236416628	+	1000	66.0	[11.404396]	[130]	[]	[]	[236416450]	[]
0_12082	chr10	35641960	35642360	+	1000	66.0	[9.532927]	[108]	[7.344563]	[141]	[35642154]	[35642187]
0_12084	chr10	67795026	67795426	+	1000	66.0	[9.695049, 12.640427]	[83, 105]	[]	[]	[67795179, 67795201]	[]
0_12085	chr10	72356985	72357385	+	1000	66.0	[10.143806]	[136]	[]	[]	[72357206]	[]
0_12088	chr10	99395735	99396135	+	1000	66.0	[13.077335]	[117]	[6.773451]	[149]	[99395950]	[99395982]
0_12089	chr10	102673995	102674395	+	1000	66.0	[]	[]	[6.6204314, 8.375894]	[112, 116]	[]	[102674160, 102674164]
0_12090	chr10	104121650	104122050	+	1000	66.0	[]	[]	[6.8423476]	[100]	[]	[104121802]
0_12094	chr11	12017872	12018272	+	1000	66.0	[10.827319]	[120]	[]	[]	[12018090]	[]
0_12099	chr11	58727160	58727560	+	1000	66.0	[]	[]	[16.797768]	[68]	[]	[58727317]
0_121	chr18	35972429	35972829	+	1000	778.0	[9.157671]	[139]	[]	[]	[35972666]	[]
0_12100	chr11	65692442	65692842	+	1000	66.0	[14.504025]	[126]	[11.482137]	[136]	[65692633]	[65692643]
0_12101	chr11	66069845	66070245	+	1000	66.0	[6.540387]	[64]	[]	[]	[66069999]	[]
0_12104	chr11	83044941	83045341	+	1000	66.0	[]	[]	[13.315012]	[116]	[]	[83045150]
0_12108	chr12	42098016	42098416	+	1000	66.0	[]	[]	[11.241901]	[117]	[]	[42098222]
0_12109	chr12	57280232	57280632	+	1000	66.0	[]	[]	[12.75817]	[85]	[]	[57280413]
0_12111	chr12	74170871	74171271	+	1000	66.0	[]	[]	[10.626375, 7.0025306]	[150, 156]	[]	[74171059, 74171065]
0_12114	chr12	89756687	89757087	+	1000	66.0	[]	[]	[8.108106]	[212]	[]	[89756910]
0_12116	chr12	104478364	104478764	+	1000	66.0	[8.1455]	[146]	[9.155027, 7.1864915]	[108, 159]	[104478567]	[104478529, 104478580]
0_12123	chr14	88554636	88555036	+	1000	66.0	[16.797768]	[92]	[]	[]	[88554792]	[]
0_12124	chr14	102525309	102525709	+	1000	66.0	[]	[]	[14.741034]	[113]	[]	[102525512]
0_12127	chr15	96053659	96054059	+	1000	66.0	[9.303506]	[144]	[]	[]	[96053885]	[]
0_12129	chr16	2484986	2485386	+	1000	66.0	[8.588806]	[88]	[]	[]	[2485170]	[]
0_12131	chr16	30491998	30492398	+	1000	66.0	[]	[]	[14.455669]	[135]	[]	[30492203]
0_12133	chr16	66873237	66873637	+	1000	66.0	[]	[]	[9.863568]	[129]	[]	[66873452]
0_12137	chr17	51461569	51461969	+	1000	66.0	[7.596274]	[140]	[]	[]	[51461786]	[]
0_12139	chr17	63998203	63998603	+	1000	66.0	[7.0619245]	[170]	[]	[]	[63998445]	[]
0_1214	chr8	100150413	100150813	+	1000	595.0	[]	[]	[9.275414]	[128]	[]	[100150633]
0_12141	chr18	46250391	46250791	+	1000	66.0	[11.807504]	[147]	[8.903031]	[106]	[46250607]	[46250566]
0_12148	chr19	32421896	32422296	+	1000	66.0	[12.75817]	[66]	[7.5685887]	[125]	[32422054]	[32422113]
0_12151	chr19	45449922	45450322	+	1000	66.0	[]	[]	[8.455303, 11.42543]	[164, 183]	[]	[45450121, 45450140]
0_12153	chr19	48759056	48759456	+	1000	66.0	[7.3897166]	[142]	[]	[]	[48759281]	[]
0_12155	chr19	55188637	55189037	+	1000	66.0	[11.570496]	[136]	[]	[]	[55188848]	[]
0_12157	chr2	9169579	9169979	+	1000	66.0	[7.32774]	[136]	[]	[]	[9169752]	[]
0_12159	chr2	19130945	19131345	+	1000	66.0	[]	[]	[13.043534, 13.043534]	[70, 102]	[]	[19131109, 19131141]
0_12161	chr2	47088501	47088901	+	1000	66.0	[]	[]	[8.29477]	[105]	[]	[47088688]
0_12163	chr2	118748516	118748916	+	1000	66.0	[9.839043]	[79]	[]	[]	[118748683]	[]
0_12166	chr20	671473	671873	+	1000	66.0	[]	[]	[8.835999, 13.885272]	[70, 80]	[]	[671637, 671647]
0_12173	chr21	38120996	38121396	+	1000	66.0	[]	[]	[10.763748]	[136]	[]	[38121155]
0_12177	chr22	19722197	19722597	+	1000	66.0	[]	[]	[7.3325515]	[169]	[]	[19722439]
0_1218	chr7	102363589	102363989	+	1000	594.0	[10.85517, 6.651009]	[109, 139]	[]	[]	[102363798, 102363828]	[]
0_12186	chr22	50526094	50526494	+	1000	66.0	[6.8660955, 6.832558]	[127, 174]	[]	[]	[50526265, 50526312]	[]
0_12195	chr3	171524229	171524629	+	1000	66.0	[]	[]	[13.864238]	[103]	[]	[171524410]
0_12204	chr4	184884161	184884561	+	1000	66.0	[]	[]	[7.352951]	[63]	[]	[184884312]
0_12205	chr5	7714143	7714543	+	1000	66.0	[8.486515]	[82]	[]	[]	[7714307]	[]
0_12207	chr5	76402720	76403120	+	1000	66.0	[]	[]	[7.551757]	[138]	[]	[76402921]
0_12208	chr5	87524157	87524557	+	1000	66.0	[7.156256]	[153]	[]	[]	[87524402]	[]
0_1221	chr19	18374337	18374737	+	1000	593.0	[14.504025, 8.705017]	[85, 143]	[8.322515]	[104]	[18374516, 18374574]	[18374535]
0_12210	chr5	132460123	132460523	+	1000	66.0	[]	[]	[11.341048]	[174]	[]	[132460350]
0_12215	chr6	36443842	36444242	+	1000	66.0	[7.9426746]	[95]	[]	[]	[36444025]	[]
0_12216	chr6	43631145	43631545	+	1000	66.0	[]	[]	[8.486515]	[125]	[]	[43631361]
0_12218	chr6	111872142	111872542	+	1000	66.0	[]	[]	[8.016659, 10.485287]	[87, 131]	[]	[111872314, 111872358]
0_12219	chr6	119312861	119313261	+	1000	66.0	[8.016659]	[148]	[6.846359, 9.544402]	[105, 137]	[119313076]	[119313033, 119313065]
0_12235	chr7	100372222	100372622	+	1000	66.0	[6.819938, 13.885272]	[69, 102]	[]	[]	[100372386, 100372419]	[]
0_12236	chr7	100640967	100641367	+	1000	66.0	[8.025445, 8.787787]	[82, 88]	[]	[]	[100641142, 100641148]	[]
0_12248	chr8	37891776	37892176	+	1000	66.0	[7.3771515]	[149]	[]	[]	[37891951]	[]
0_12250	chr8	89796804	89797204	+	1000	66.0	[]	[]	[6.902227, 13.077335]	[91, 148]	[]	[89796974, 89797031]
0_12257	chr9	99057915	99058315	+	1000	66.0	[7.851252, 10.16484]	[96, 114]	[]	[]	[99058109, 99058127]	[]
0_12260	chrX	121197617	121198017	+	1000	66.0	[6.981497]	[123]	[]	[]	[121197820]	[]
0_12261	chrX	130705624	130706024	+	1000	66.0	[11.10404]	[93]	[]	[]	[130705811]	[]
0_12265	chr1	30912925	30913325	+	1000	65.0	[10.972914]	[125]	[]	[]	[30913130]	[]
0_12270	chr1	89088596	89088996	+	1000	65.0	[14.504025]	[136]	[]	[]	[89088808]	[]
0_12271	chr1	89973471	89973871	+	1000	65.0	[13.397782]	[137]	[]	[]	[89973695]	[]
0_12273	chr1	150604617	150605017	+	1000	65.0	[]	[]	[7.3922048]	[75]	[]	[150604776]
0_12277	chr1	180609814	180610214	+	1000	65.0	[]	[]	[7.5501113, 10.101244]	[86, 149]	[]	[180609967, 180610030]
0_12281	chr1	205449745	205450145	+	1000	65.0	[15.100268]	[113]	[]	[]	[205449928]	[]
0_12285	chr1	230191129	230191529	+	1000	65.0	[]	[]	[7.851252]	[83]	[]	[230191312]
0_12286	chr1	244647816	244648216	+	1000	65.0	[14.337926, 7.4623065]	[111, 126]	[6.8660955]	[97]	[244648018, 244648033]	[244648004]
0_12287	chr1	248857989	248858389	+	1000	65.0	[9.997256]	[160]	[]	[]	[248858230]	[]
0_12288	chr10	329796	330196	+	1000	65.0	[16.797768]	[128]	[7.6456685]	[106]	[329996]	[329974]
0_12289	chr10	6337292	6337692	+	1000	65.0	[6.703358]	[76]	[]	[]	[6337466]	[]
0_12295	chr10	72316907	72317307	+	1000	65.0	[11.07903]	[155]	[9.887399]	[114]	[72317126]	[72317085]
0_12296	chr10	72364267	72364667	+	1000	65.0	[11.230427]	[151]	[]	[]	[72364503]	[]
0_123	chr6	31652256	31652656	+	1000	778.0	[10.101244, 9.560779]	[100, 141]	[]	[]	[31652438, 31652479]	[]
0_12302	chr11	61718520	61718920	+	1000	65.0	[14.022644]	[103]	[]	[]	[61718711]	[]
0_12306	chr11	95147418	95147818	+	1000	65.0	[]	[]	[6.9985275, 8.903031]	[84, 114]	[]	[95147571, 95147601]
0_12310	chr12	26328188	26328588	+	1000	65.0	[14.741034]	[104]	[14.455669]	[124]	[26328386]	[26328406]
0_12317	chr12	105423934	105424334	+	1000	65.0	[]	[]	[7.300838]	[121]	[]	[105424139]
0_12319	chr12	116919372	116919772	+	1000	65.0	[11.828538]	[84]	[7.0619245]	[152]	[116919552]	[116919620]
0_12320	chr12	121627280	121627680	+	1000	65.0	[8.629273]	[168]	[9.275414]	[125]	[121627519]	[121627476]
0_12321	chr12	129109427	129109827	+	1000	65.0	[8.296897, 6.8721423]	[76, 150]	[]	[]	[129109591, 129109665]	[]
0_12322	chr13	32586964	32587364	+	1000	65.0	[7.5106626]	[127]	[]	[]	[32587115]	[]
0_12323	chr13	42040445	42040845	+	1000	65.0	[]	[]	[8.677165]	[165]	[]	[42040669]
0_12326	chr14	51926471	51926871	+	1000	65.0	[10.184014, 6.981497]	[105, 111]	[11.680546]	[64]	[51926675, 51926681]	[51926634]
0_12331	chr15	41513752	41514152	+	1000	65.0	[7.7623734]	[96]	[]	[]	[41513937]	[]
0_12332	chr15	44724273	44724673	+	1000	65.0	[13.885272]	[128]	[]	[]	[44724497]	[]
0_12334	chr15	63226952	63227352	+	1000	65.0	[9.130675, 9.67735]	[108, 118]	[]	[]	[63227125, 63227135]	[]
0_12335	chr15	67150336	67150736	+	1000	65.0	[]	[]	[6.71829, 16.797768, 7.0071845]	[62, 101, 144]	[]	[67150493, 67150532, 67150575]
0_12336	chr15	73127344	73127744	+	1000	65.0	[7.627393]	[76]	[]	[]	[73127515]	[]
0_12338	chr15	78811461	78811861	+	1000	65.0	[]	[]	[7.071649]	[75]	[]	[78811618]
0_12339	chr16	1244937	1245337	+	1000	65.0	[]	[]	[7.2726054, 7.8970804]	[102, 114]	[]	[1245111, 1245123]
0_12341	chr16	4433849	4434249	+	1000	65.0	[8.166069]	[170]	[9.643549]	[191]	[4434061]	[4434082]
0_12343	chr16	22784645	22785045	+	1000	65.0	[6.627249]	[111]	[]	[]	[22784855]	[]
0_12344	chr16	30634078	30634478	+	1000	65.0	[6.6009245]	[89]	[]	[]	[30634254]	[]
0_12345	chr16	56932589	56932989	+	1000	65.0	[]	[]	[6.651009]	[156]	[]	[56932750]
0_12350	chr16	85616525	85616925	+	1000	65.0	[7.627393]	[142]	[]	[]	[85616762]	[]
0_12351	chr16	88650454	88650854	+	1000	65.0	[9.8456745]	[125]	[]	[]	[88650671]	[]
0_12352	chr17	16419106	16419506	+	1000	65.0	[12.18114, 7.5106626]	[60, 113]	[]	[]	[16419263, 16419316]	[]
0_12353	chr17	20868315	20868715	+	1000	65.0	[10.137757]	[115]	[]	[]	[20868527]	[]
