#PeakID(python identify_motif.py ./ENCODE_processed_files/MYC_idr.fa MYC --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
640_16510	chr1	234528036	234528436	+	1000	57.0	[9.3206]	[149]	[9.3206]	[150]	[234528255]	[234528256]
640_16512	chr1	247936878	247937278	+	1000	57.0	[7.5613456]	[87]	[8.334265]	[88]	[247937035]	[247937036]
640_16528	chr10	104347309	104347709	+	1000	57.0	[9.859796]	[104]	[12.820818]	[105]	[104347502]	[104347503]
640_1653	chr6	151452033	151452433	+	1000	213.0	[12.820818, 12.820818]	[77, 93]	[9.3206, 9.3206]	[78, 94]	[151452204, 151452220]	[151452205, 151452221]
640_16531	chr10	133261690	133262090	+	1000	57.0	[]	[]	[8.344066]	[60]	[]	[133261848]
640_1654	chr7	44606854	44607254	+	1000	213.0	[9.3206]	[84]	[12.820818]	[85]	[44607037]	[44607038]
640_16559	chr12	8227502	8227902	+	1000	57.0	[12.820818]	[83]	[12.820818]	[84]	[8227680]	[8227681]
640_1656	chr9	124771451	124771851	+	1000	213.0	[9.957076]	[103]	[9.957076]	[104]	[124771644]	[124771645]
640_1657	chr1	32650766	32651166	+	1000	212.0	[9.3206]	[126]	[9.3206]	[127]	[32650970]	[32650971]
640_16580	chr12	124169617	124170017	+	1000	57.0	[12.820818]	[125]	[9.957076]	[126]	[124169835]	[124169836]
640_16582	chr12	127280653	127281053	+	1000	57.0	[7.3805842]	[135]	[7.981569]	[136]	[127280887]	[127280888]
640_16584	chr13	49585337	49585737	+	1000	57.0	[9.3206]	[174]	[12.820818]	[175]	[49585582]	[49585583]
640_1659	chr1	155970472	155970872	+	1000	212.0	[7.3805842]	[94]	[7.981569]	[95]	[155970659]	[155970660]
640_16592	chr14	64220463	64220863	+	1000	57.0	[12.820818]	[143]	[12.820818]	[144]	[64220682]	[64220683]
640_16595	chr14	93184687	93185087	+	1000	57.0	[8.334265]	[159]	[]	[]	[93184864]	[]
640_166	chr6	30557130	30557530	+	1000	434.0	[8.415534]	[62]	[]	[]	[30557287]	[]
640_1660	chr11	46237601	46238001	+	1000	212.0	[8.415534]	[134]	[8.415534, 8.344066]	[102, 135]	[46237810]	[46237778, 46237811]
640_16601	chr15	45403231	45403631	+	1000	57.0	[7.5613456]	[91]	[]	[]	[45403398]	[]
640_16608	chr15	78740374	78740774	+	1000	57.0	[]	[]	[7.981569]	[88]	[]	[78740557]
640_16611	chr16	456812	457212	+	1000	57.0	[9.081068]	[73]	[]	[]	[456983]	[]
640_1662	chr11	125569171	125569571	+	1000	212.0	[7.981569]	[140]	[7.3805842]	[141]	[125569407]	[125569408]
640_16633	chr17	7560994	7561394	+	1000	57.0	[7.5613456]	[152]	[]	[]	[7561242]	[]
640_1664	chr12	131710603	131711003	+	1000	212.0	[7.3805842]	[97]	[7.981569]	[98]	[131710775]	[131710776]
640_16640	chr17	43994872	43995272	+	1000	57.0	[]	[]	[8.344066]	[107]	[]	[43995056]
640_16648	chr17	58325846	58326246	+	1000	57.0	[9.957076]	[97]	[12.820818]	[98]	[58326030]	[58326031]
640_16654	chr17	75754460	75754860	+	1000	57.0	[8.334265, 9.859796, 8.415534]	[117, 129, 141]	[9.957076]	[130]	[75754670, 75754682, 75754694]	[75754683]
640_16655	chr17	82104019	82104419	+	1000	57.0	[9.081068]	[156]	[8.415787]	[157]	[82104257]	[82104258]
640_16658	chr18	959875	960275	+	1000	57.0	[12.820818]	[84]	[9.957076]	[85]	[960057]	[960058]
640_1668	chr18	36129715	36130115	+	1000	212.0	[9.3206]	[181]	[9.859796]	[182]	[36129960]	[36129961]
640_16683	chr2	19989503	19989903	+	1000	57.0	[9.3206, 9.957076]	[104, 145]	[12.820818, 12.820818]	[105, 146]	[19989677, 19989718]	[19989678, 19989719]
640_16688	chr2	26767263	26767663	+	1000	57.0	[9.957076]	[100]	[9.957076]	[101]	[26767458]	[26767459]
640_16706	chr2	241844079	241844479	+	1000	57.0	[]	[]	[8.344066]	[107]	[]	[241844261]
640_16708	chr2	242088454	242088854	+	1000	57.0	[8.344066]	[55]	[]	[]	[242088608]	[]
640_1671	chr7	101100246	101100646	+	1000	212.0	[9.081068]	[139]	[8.415787]	[140]	[101100479]	[101100480]
640_1672	chr8	47960721	47961121	+	1000	212.0	[7.5613456]	[145]	[8.334265]	[146]	[47960962]	[47960963]
640_16720	chr22	20022706	20023106	+	1000	57.0	[]	[]	[9.081068]	[150]	[]	[20022923]
640_16723	chr22	21055693	21056093	+	1000	57.0	[9.859796]	[101]	[12.820818]	[102]	[21055876]	[21055877]
640_16728	chr3	4904781	4905181	+	1000	57.0	[8.415787]	[108]	[]	[]	[4904975]	[]
640_1674	chrX	130594391	130594791	+	1000	212.0	[8.415787, 12.820818]	[115, 142]	[9.957076]	[143]	[130594601, 130594628]	[130594629]
640_16740	chr3	130111162	130111562	+	1000	57.0	[8.334265]	[200]	[]	[]	[130111373]	[]
640_16746	chr4	1746197	1746597	+	1000	57.0	[7.5613456]	[164]	[8.334265]	[165]	[1746442]	[1746443]
640_16752	chr4	138259774	138260174	+	1000	57.0	[12.820818]	[122]	[12.820818]	[123]	[138259974]	[138259975]
640_1676	chr1	234373306	234373706	+	1000	211.0	[8.415534]	[104]	[]	[]	[234373505]	[]
640_16762	chr5	77077517	77077917	+	1000	57.0	[7.5613456]	[106]	[8.334265, 8.334265]	[63, 107]	[77077716]	[77077673, 77077717]
640_16767	chr5	132419664	132420064	+	1000	57.0	[]	[]	[8.334265]	[75]	[]	[132419820]
640_16772	chr6	5303238	5303638	+	1000	57.0	[9.957076]	[70]	[12.820818]	[71]	[5303405]	[5303406]
640_16773	chr6	13251278	13251678	+	1000	57.0	[9.081068]	[94]	[]	[]	[13251467]	[]
640_16784	chr6	43477376	43477776	+	1000	57.0	[7.3538165]	[74]	[]	[]	[43477538]	[]
640_16789	chr6	108592636	108593036	+	1000	57.0	[9.957076]	[122]	[12.820818]	[123]	[108592852]	[108592853]
640_16791	chr6	110537198	110537598	+	1000	57.0	[12.820818]	[103]	[9.957076]	[104]	[110537396]	[110537397]
640_16792	chr6	118650864	118651264	+	1000	57.0	[]	[]	[8.415534]	[118]	[]	[118651067]
640_16793	chr6	135148840	135149240	+	1000	57.0	[9.859796]	[121]	[9.957076]	[122]	[135149059]	[135149060]
640_16796	chr6	157459278	157459678	+	1000	57.0	[9.859796]	[182]	[9.859796]	[183]	[157459512]	[157459513]
640_16798	chr6	160160388	160160788	+	1000	57.0	[9.957076]	[149]	[9.859796]	[150]	[160160624]	[160160625]
640_168	chr6	44247294	44247694	+	1000	433.0	[9.957076]	[82]	[12.820818]	[83]	[44247469]	[44247470]
640_16809	chr7	100692526	100692926	+	1000	57.0	[12.820818]	[101]	[9.081068, 12.820818]	[78, 102]	[100692719]	[100692696, 100692720]
640_16817	chr8	19940214	19940614	+	1000	57.0	[9.957076, 8.415534]	[101, 121]	[12.820818, 8.344066]	[102, 122]	[19940401, 19940421]	[19940402, 19940422]
640_16821	chr8	38936637	38937037	+	1000	57.0	[7.5613456]	[117]	[8.334265]	[118]	[38936844]	[38936845]
640_16823	chr8	58318278	58318678	+	1000	57.0	[12.820818]	[107]	[12.820818]	[108]	[58318470]	[58318471]
640_16832	chr8	143741562	143741962	+	1000	57.0	[]	[]	[7.5613456, 9.081068]	[115, 129]	[]	[143741755, 143741769]
640_16837	chr9	124595706	124596106	+	1000	57.0	[]	[]	[7.3538165]	[72]	[]	[124595858]
640_16839	chr9	129886814	129887214	+	1000	57.0	[7.2921777]	[115]	[]	[]	[129887003]	[]
640_16846	chr9	136769905	136770305	+	1000	57.0	[8.415534]	[114]	[]	[]	[136770107]	[]
640_1685	chr1	9539260	9539660	+	1000	210.0	[12.820818]	[81]	[9.3206]	[82]	[9539438]	[9539439]
640_16864	chr1	36299851	36300251	+	1000	56.0	[]	[]	[9.081068]	[150]	[]	[36300085]
640_1687	chr1	89524151	89524551	+	1000	210.0	[9.859796]	[96]	[9.3206, 8.415534]	[97, 122]	[89524338]	[89524339, 89524364]
640_16874	chr1	150235252	150235652	+	1000	56.0	[7.3805842]	[119]	[7.981569]	[120]	[150235460]	[150235461]
640_16875	chr1	150559919	150560319	+	1000	56.0	[8.334265]	[120]	[]	[]	[150560138]	[]
640_16876	chr1	156706599	156706999	+	1000	56.0	[9.957076]	[176]	[12.820818]	[177]	[156706847]	[156706848]
640_16879	chr1	180252596	180252996	+	1000	56.0	[]	[]	[8.415787]	[98]	[]	[180252787]
640_1688	chr1	163321650	163322050	+	1000	210.0	[8.334265]	[148]	[]	[]	[163321874]	[]
640_16890	chr10	7252056	7252456	+	1000	56.0	[7.3984704]	[66]	[]	[]	[7252211]	[]
640_16896	chr10	32109537	32109937	+	1000	56.0	[12.820818]	[133]	[9.957076]	[134]	[32109745]	[32109746]
640_16898	chr10	49298924	49299324	+	1000	56.0	[8.344066]	[162]	[7.3805842, 8.415534]	[95, 163]	[49299150]	[49299083, 49299151]
640_16899	chr10	49299482	49299882	+	1000	56.0	[8.415787]	[165]	[9.081068]	[166]	[49299722]	[49299723]
640_1690	chr10	119597130	119597530	+	1000	210.0	[8.415534]	[106]	[8.344066]	[107]	[119597323]	[119597324]
640_1691	chr14	63641480	63641880	+	1000	210.0	[9.859796]	[71]	[9.957076]	[72]	[63641648]	[63641649]
640_16911	chr11	316126	316526	+	1000	56.0	[9.859796]	[145]	[9.957076]	[146]	[316336]	[316337]
640_16914	chr11	12047370	12047770	+	1000	56.0	[7.981569]	[149]	[7.3805842]	[150]	[12047606]	[12047607]
640_16922	chr11	61392425	61392825	+	1000	56.0	[7.4328523]	[116]	[7.3984704]	[117]	[61392638]	[61392639]
640_16929	chr11	67805676	67806076	+	1000	56.0	[9.957076]	[90]	[12.820818]	[91]	[67805860]	[67805861]
640_1693	chr17	28725793	28726193	+	1000	210.0	[7.5613456, 9.957076]	[89, 112]	[9.957076]	[113]	[28725969, 28725992]	[28725993]
640_16930	chr11	71786819	71787219	+	1000	56.0	[12.820818]	[85]	[9.957076]	[86]	[71786995]	[71786996]
640_16934	chr11	107840725	107841125	+	1000	56.0	[]	[]	[7.3805842]	[77]	[]	[107840898]
640_16938	chr12	9283832	9284232	+	1000	56.0	[8.415534]	[132]	[]	[]	[9284054]	[]
640_16949	chr12	57846530	57846930	+	1000	56.0	[]	[]	[7.3984704]	[134]	[]	[57846742]
640_1695	chr19	42244647	42245047	+	1000	210.0	[8.344066]	[121]	[8.334265]	[109]	[42244866]	[42244854]
640_16954	chr12	109460983	109461383	+	1000	56.0	[]	[]	[7.5613456]	[132]	[]	[109461136]
640_16957	chr12	121132583	121132983	+	1000	56.0	[8.415787]	[106]	[8.415787]	[109]	[121132787]	[121132790]
640_1696	chr2	241701324	241701724	+	1000	210.0	[8.344066]	[109]	[8.415534]	[110]	[241701521]	[241701522]
640_16960	chr13	20189146	20189546	+	1000	56.0	[]	[]	[9.957076]	[61]	[]	[20189297]
640_16964	chr13	52012023	52012423	+	1000	56.0	[7.4328523]	[89]	[7.3984704]	[90]	[52012209]	[52012210]
640_1697	chr3	177197836	177198236	+	1000	210.0	[8.415534]	[72]	[8.415534, 8.415787]	[117, 128]	[177197990]	[177198035, 177198046]
640_16973	chr15	29815375	29815775	+	1000	56.0	[9.957076]	[91]	[9.3206]	[92]	[29815553]	[29815554]
640_16986	chr15	88639333	88639733	+	1000	56.0	[]	[]	[9.081068]	[153]	[]	[88639553]
640_17002	chr17	17819645	17820045	+	1000	56.0	[9.081068]	[86]	[8.415787]	[87]	[17819829]	[17819830]
640_17007	chr17	40322709	40323109	+	1000	56.0	[9.3206]	[137]	[12.820818]	[138]	[40322945]	[40322946]
640_17014	chr17	48623520	48623920	+	1000	56.0	[8.415787]	[95]	[9.081068]	[96]	[48623675]	[48623676]
640_1702	chr1	43969787	43970187	+	1000	209.0	[12.820818]	[110]	[9.859796]	[111]	[43969991]	[43969992]
640_1703	chr1	155194327	155194727	+	1000	209.0	[9.957076]	[89]	[7.981569, 12.820818]	[56, 90]	[155194513]	[155194480, 155194514]
640_1705	chr10	67884317	67884717	+	1000	209.0	[12.820818, 8.415534]	[126, 155]	[9.3206, 8.344066]	[127, 156]	[67884532, 67884561]	[67884533, 67884562]
640_17051	chr19	50328094	50328494	+	1000	56.0	[9.081068]	[97]	[8.415534]	[73]	[50328279]	[50328255]
640_17052	chr19	50893090	50893490	+	1000	56.0	[7.2921777]	[125]	[9.081068]	[112]	[50893287]	[50893274]
640_17063	chr2	84939632	84940032	+	1000	56.0	[9.957076]	[108]	[12.820818]	[109]	[84939833]	[84939834]
640_17064	chr2	85420660	85421060	+	1000	56.0	[]	[]	[7.4328523]	[105]	[]	[85420844]
640_17068	chr2	151923294	151923694	+	1000	56.0	[7.3984704]	[89]	[]	[]	[151923476]	[]
640_1707	chr11	61816770	61817170	+	1000	209.0	[7.981569]	[85]	[7.3805842]	[86]	[61816938]	[61816939]
640_1708	chr11	66371039	66371439	+	1000	209.0	[7.3805842]	[99]	[7.981569]	[100]	[66371212]	[66371213]
640_1709	chr12	49265393	49265793	+	1000	209.0	[7.981569]	[98]	[]	[]	[49265582]	[]
640_17091	chr20	35172100	35172500	+	1000	56.0	[]	[]	[9.081068]	[98]	[]	[35172285]
640_171	chr1	89823013	89823413	+	1000	432.0	[9.081068]	[97]	[8.415787]	[98]	[89823210]	[89823211]
640_17106	chr3	9398334	9398734	+	1000	56.0	[7.3984704]	[163]	[7.4328523]	[164]	[9398553]	[9398554]
640_17111	chr3	52682023	52682423	+	1000	56.0	[7.3538165]	[96]	[8.415787]	[72]	[52682219]	[52682195]
640_17112	chr3	58491754	58492154	+	1000	56.0	[]	[]	[7.3805842]	[132]	[]	[58491971]
640_17127	chr4	47913733	47914133	+	1000	56.0	[7.5613456]	[118]	[8.415534]	[127]	[47913936]	[47913945]
640_1713	chr17	64506583	64506983	+	1000	209.0	[8.415534]	[139]	[]	[]	[64506818]	[]
640_17135	chr4	139606568	139606968	+	1000	56.0	[9.957076]	[102]	[9.859796]	[103]	[139606764]	[139606765]
640_17146	chr5	91314149	91314549	+	1000	56.0	[]	[]	[9.081068]	[121]	[]	[91314356]
640_17155	chr5	159094767	159095167	+	1000	56.0	[8.415534]	[92]	[]	[]	[159094956]	[]
640_17166	chr6	16770950	16771350	+	1000	56.0	[]	[]	[8.415787]	[166]	[]	[16771201]
640_17169	chr6	28383170	28383570	+	1000	56.0	[9.3206]	[162]	[9.957076]	[163]	[28383414]	[28383415]
640_17172	chr6	30942612	30943012	+	1000	56.0	[9.081068]	[172]	[8.415787]	[173]	[30942860]	[30942861]
640_17173	chr6	31403238	31403638	+	1000	56.0	[8.415534]	[110]	[]	[]	[31403392]	[]
640_17179	chr6	39228116	39228516	+	1000	56.0	[]	[]	[7.4328523]	[165]	[]	[39228357]
640_17182	chr6	99603600	99604000	+	1000	56.0	[9.859796]	[88]	[9.957076]	[89]	[99603776]	[99603777]
640_17189	chr6	169790082	169790482	+	1000	56.0	[]	[]	[7.3984704]	[155]	[]	[169790305]
640_17192	chr7	27740655	27741055	+	1000	56.0	[]	[]	[7.5613456]	[116]	[]	[27740868]
640_17195	chr7	74206550	74206950	+	1000	56.0	[7.3805842]	[105]	[7.981569]	[106]	[74206749]	[74206750]
640_1720	chr5	111092078	111092478	+	1000	209.0	[9.081068]	[91]	[]	[]	[111092262]	[]
640_17200	chr7	100547915	100548315	+	1000	56.0	[9.3206]	[111]	[9.859796]	[112]	[100548120]	[100548121]
640_1721	chr6	35688926	35689326	+	1000	209.0	[12.820818]	[110]	[9.859796]	[111]	[35689136]	[35689137]
640_17221	chr8	140597666	140598066	+	1000	56.0	[8.334265]	[142]	[7.5613456]	[143]	[140597902]	[140597903]
640_17235	chr9	135478867	135479267	+	1000	56.0	[]	[]	[9.081068]	[139]	[]	[135479066]
640_17241	chrX	101051745	101052145	+	1000	56.0	[]	[]	[7.3984704]	[116]	[]	[101051946]
640_17245	chr1	1891527	1891927	+	1000	55.0	[7.3984704]	[134]	[7.4328523]	[135]	[1891717]	[1891718]
640_17247	chr1	9539956	9540356	+	1000	55.0	[]	[]	[7.4328523]	[183]	[]	[9540140]
640_17248	chr1	11804887	11805287	+	1000	55.0	[8.334265]	[116]	[]	[]	[11805047]	[]
640_1725	chr1	159015427	159015827	+	1000	208.0	[]	[]	[9.081068]	[75]	[]	[159015595]
640_17252	chr1	21768283	21768683	+	1000	55.0	[8.415787]	[69]	[]	[]	[21768451]	[]
640_17277	chr1	202184639	202185039	+	1000	55.0	[7.5613456]	[123]	[8.334265]	[124]	[202184857]	[202184858]
640_17279	chr1	223698210	223698610	+	1000	55.0	[12.820818]	[81]	[12.820818]	[82]	[223698371]	[223698372]
640_1728	chr12	53501311	53501711	+	1000	208.0	[]	[]	[7.5613456]	[143]	[]	[53501541]
640_17285	chr10	3539098	3539498	+	1000	55.0	[7.981569]	[122]	[7.3805842]	[123]	[3539309]	[3539310]
640_17287	chr10	5317679	5318079	+	1000	55.0	[9.859796]	[151]	[12.820818]	[152]	[5317913]	[5317914]
640_17288	chr10	21526457	21526857	+	1000	55.0	[7.1483927]	[183]	[]	[]	[21526687]	[]
640_17296	chr10	100371155	100371555	+	1000	55.0	[8.344066]	[198]	[8.415534]	[199]	[100371389]	[100371390]
640_17297	chr10	110871512	110871912	+	1000	55.0	[8.415787]	[175]	[]	[]	[110871736]	[]
640_173	chr9	37119939	37120339	+	1000	432.0	[12.820818]	[111]	[12.820818]	[112]	[37120150]	[37120151]
640_17306	chr11	12746536	12746936	+	1000	55.0	[]	[]	[7.3538165]	[69]	[]	[12746695]
640_17324	chr12	42238161	42238561	+	1000	55.0	[9.957076]	[121]	[9.3206]	[122]	[42238373]	[42238374]
640_17327	chr12	52790153	52790553	+	1000	55.0	[8.334265]	[93]	[]	[]	[52790319]	[]
640_17332	chr12	111741320	111741720	+	1000	55.0	[8.334265]	[138]	[]	[]	[111741536]	[]
640_17334	chr12	118061020	118061420	+	1000	55.0	[]	[]	[9.081068]	[101]	[]	[118061185]
640_17339	chr13	39036168	39036568	+	1000	55.0	[]	[]	[9.081068]	[108]	[]	[39036371]
640_1734	chr17	64505399	64505799	+	1000	208.0	[8.415787]	[135]	[9.081068]	[136]	[64505630]	[64505631]
640_17343	chr13	114280480	114280880	+	1000	55.0	[8.415534]	[116]	[]	[]	[114280691]	[]
640_17344	chr14	23322143	23322543	+	1000	55.0	[]	[]	[8.415534]	[95]	[]	[23322314]
640_17346	chr14	73758280	73758680	+	1000	55.0	[]	[]	[7.5613456]	[103]	[]	[73758471]
640_17349	chr14	95560930	95561330	+	1000	55.0	[8.344066]	[169]	[8.334265]	[112]	[95561180]	[95561123]
640_17353	chr14	103104925	103105325	+	1000	55.0	[]	[]	[8.344066]	[157]	[]	[103105159]
640_17355	chr14	104768820	104769220	+	1000	55.0	[12.820818]	[108]	[7.5613456, 12.820818]	[84, 109]	[104768999]	[104768975, 104769000]
640_17358	chr15	52009013	52009413	+	1000	55.0	[]	[]	[9.081068, 8.415787]	[106, 157]	[]	[52009210, 52009261]
640_1738	chr5	173327641	173328041	+	1000	208.0	[9.957076]	[104]	[9.957076]	[105]	[173327842]	[173327843]
640_17383	chr17	28643940	28644340	+	1000	55.0	[8.334265]	[162]	[7.3538165]	[136]	[28644184]	[28644158]
640_17386	chr17	38728249	38728649	+	1000	55.0	[]	[]	[8.415787]	[170]	[]	[38728493]
640_1739	chr6	17705913	17706313	+	1000	208.0	[9.859796]	[64]	[9.859796]	[65]	[17706073]	[17706074]
640_17396	chr17	76414562	76414962	+	1000	55.0	[]	[]	[7.3538165]	[149]	[]	[76414803]
640_17410	chr19	7500939	7501339	+	1000	55.0	[]	[]	[7.981569]	[147]	[]	[7501168]
640_17413	chr19	12401048	12401448	+	1000	55.0	[]	[]	[8.334265]	[98]	[]	[12401203]
640_17427	chr19	44113117	44113517	+	1000	55.0	[]	[]	[8.334265]	[115]	[]	[44113299]
640_17429	chr19	46638528	46638928	+	1000	55.0	[8.415787]	[97]	[]	[]	[46638720]	[]
640_1743	chr6	149545920	149546320	+	1000	208.0	[8.344066]	[67]	[]	[]	[149546080]	[]
640_17430	chr19	46954969	46955369	+	1000	55.0	[9.081068]	[148]	[7.981569]	[63]	[46955207]	[46955122]
640_17432	chr19	47480125	47480525	+	1000	55.0	[12.820818]	[89]	[12.820818]	[90]	[47480313]	[47480314]
640_17438	chr19	54190988	54191388	+	1000	55.0	[]	[]	[8.334265]	[169]	[]	[54191215]
640_17440	chr2	26978146	26978546	+	1000	55.0	[9.081068]	[94]	[]	[]	[26978333]	[]
640_17455	chr2	127415785	127416185	+	1000	55.0	[9.957076]	[94]	[12.820818]	[95]	[127415959]	[127415960]
640_17463	chr2	229922612	229923012	+	1000	55.0	[8.415534, 8.415534]	[75, 141]	[]	[]	[229922781, 229922847]	[]
640_1747	chr9	136372868	136373268	+	1000	208.0	[12.820818]	[110]	[12.820818]	[111]	[136373077]	[136373078]
640_17471	chr20	44745646	44746046	+	1000	55.0	[8.415534]	[99]	[8.344066]	[100]	[44745820]	[44745821]
640_17473	chr21	15065797	15066197	+	1000	55.0	[]	[]	[7.981569]	[59]	[]	[15065948]
640_17478	chr21	42199432	42199832	+	1000	55.0	[]	[]	[9.081068]	[105]	[]	[42199635]
640_17481	chr22	18048513	18048913	+	1000	55.0	[12.820818]	[67]	[9.957076]	[68]	[18048678]	[18048679]
640_17482	chr22	21753602	21754002	+	1000	55.0	[7.5613456]	[104]	[8.334265]	[105]	[21753784]	[21753785]
640_17485	chr22	23119462	23119862	+	1000	55.0	[9.081068]	[116]	[]	[]	[23119653]	[]
640_17487	chr22	26645227	26645627	+	1000	55.0	[8.334265]	[177]	[7.5613456]	[178]	[26645463]	[26645464]
640_1749	chr1	154999718	155000118	+	1000	207.0	[9.957076]	[67]	[12.820818, 7.5613456]	[68, 90]	[154999883]	[154999884, 154999906]
640_17493	chr3	11704989	11705389	+	1000	55.0	[12.820818]	[121]	[12.820818]	[122]	[11705210]	[11705211]
640_17497	chr3	51982645	51983045	+	1000	55.0	[9.859796]	[109]	[9.957076]	[110]	[51982835]	[51982836]
640_17508	chr3	186596869	186597269	+	1000	55.0	[8.334265]	[133]	[]	[]	[186597102]	[]
640_17511	chr4	3955158	3955558	+	1000	55.0	[8.334265]	[69]	[]	[]	[3955320]	[]
640_17513	chr4	127781624	127782024	+	1000	55.0	[]	[]	[9.081068]	[112]	[]	[127781818]
640_17517	chr5	1204665	1205065	+	1000	55.0	[8.334265]	[204]	[]	[]	[1204899]	[]
640_1752	chr14	35122067	35122467	+	1000	207.0	[12.820818]	[126]	[9.3206]	[127]	[35122290]	[35122291]
640_17522	chr5	81579507	81579907	+	1000	55.0	[8.415787]	[107]	[]	[]	[81579696]	[]
640_1753	chr16	1971837	1972237	+	1000	207.0	[7.3538165]	[66]	[]	[]	[1971998]	[]
640_17535	chr6	13194871	13195271	+	1000	55.0	[7.981569]	[150]	[]	[]	[13195120]	[]
640_1754	chr16	29613659	29614059	+	1000	207.0	[9.957076, 8.415534]	[91, 134]	[9.957076, 8.344066]	[92, 135]	[29613849, 29613892]	[29613850, 29613893]
640_17555	chr6	106883906	106884306	+	1000	55.0	[9.3206]	[133]	[9.859796]	[134]	[106884125]	[106884126]
640_17556	chr6	131134967	131135367	+	1000	55.0	[]	[]	[9.081068]	[140]	[]	[131135168]
640_1756	chr17	56960887	56961287	+	1000	207.0	[7.4328523]	[65]	[7.3984704]	[66]	[56961052]	[56961053]
640_17562	chr7	23696973	23697373	+	1000	55.0	[8.415787]	[168]	[]	[]	[23697202]	[]
640_17566	chr7	50418081	50418481	+	1000	55.0	[7.981569]	[149]	[7.3805842]	[150]	[50418315]	[50418316]
640_1757	chr19	17751307	17751707	+	1000	207.0	[7.981569]	[107]	[7.3805842]	[108]	[17751511]	[17751512]
640_17570	chr7	106588954	106589354	+	1000	55.0	[8.415787]	[104]	[]	[]	[106589154]	[]
640_17577	chr7	151782908	151783308	+	1000	55.0	[]	[]	[7.4328523]	[148]	[]	[151783148]
640_1758	chr19	49151645	49152045	+	1000	207.0	[8.334265, 12.820818]	[96, 127]	[7.5613456, 9.957076]	[97, 128]	[49151831, 49151862]	[49151832, 49151863]
640_17586	chr8	115648200	115648600	+	1000	55.0	[]	[]	[8.344066]	[134]	[]	[115648421]
640_1759	chr19	58513915	58514315	+	1000	207.0	[7.5613456]	[141]	[8.334265]	[142]	[58514074]	[58514075]
640_17590	chr9	14315078	14315478	+	1000	55.0	[7.3984704, 9.957076]	[151, 157]	[12.820818]	[158]	[14315311, 14315317]	[14315318]
640_17591	chr9	14531679	14532079	+	1000	55.0	[9.859796]	[127]	[9.957076]	[128]	[14531853]	[14531854]
640_17593	chr9	90815333	90815733	+	1000	55.0	[9.3206]	[124]	[9.957076]	[125]	[90815554]	[90815555]
640_17594	chr9	93003738	93004138	+	1000	55.0	[9.859796]	[153]	[12.820818]	[154]	[93003977]	[93003978]
640_176	chr11	57741190	57741590	+	1000	429.0	[12.820818]	[147]	[12.820818]	[148]	[57741430]	[57741431]
640_17616	chr1	25517947	25518347	+	1000	54.0	[8.415534, 7.3805842]	[89, 112]	[7.981569]	[113]	[25518116, 25518139]	[25518140]
640_17618	chr1	28236559	28236959	+	1000	54.0	[8.415534]	[101]	[8.344066]	[102]	[28236739]	[28236740]
640_17628	chr1	68046778	68047178	+	1000	54.0	[]	[]	[7.1483927]	[109]	[]	[68046983]
640_17629	chr1	70041279	70041679	+	1000	54.0	[]	[]	[7.5613456]	[105]	[]	[70041482]
640_17637	chr1	148264669	148265069	+	1000	54.0	[7.3984704]	[174]	[7.3984704, 7.4328523]	[100, 175]	[148264905]	[148264831, 148264906]
640_17639	chr1	151008160	151008560	+	1000	54.0	[7.2921777]	[75]	[]	[]	[151008335]	[]
640_1764	chr7	100852399	100852799	+	1000	207.0	[9.957076]	[109]	[12.820818]	[110]	[100852595]	[100852596]
640_17642	chr1	155982172	155982572	+	1000	54.0	[]	[]	[9.081068]	[147]	[]	[155982387]
640_1765	chr7	159006813	159007213	+	1000	207.0	[9.859796]	[114]	[12.820818]	[115]	[159007021]	[159007022]
640_17653	chr1	225426888	225427288	+	1000	54.0	[8.344066, 7.981569]	[147, 176]	[]	[]	[225427096, 225427125]	[]
640_1766	chr9	37079347	37079747	+	1000	207.0	[12.820818]	[118]	[12.820818]	[119]	[37079557]	[37079558]
640_17660	chr10	7933224	7933624	+	1000	54.0	[8.334265]	[63]	[7.3538165]	[140]	[7933375]	[7933452]
640_1767	chr1	16613732	16614132	+	1000	206.0	[]	[]	[8.415534]	[116]	[]	[16613945]
640_17672	chr10	80535825	80536225	+	1000	54.0	[7.3984704]	[134]	[]	[]	[80536012]	[]
640_17673	chr10	86535327	86535727	+	1000	54.0	[8.415534]	[81]	[8.344066]	[82]	[86535485]	[86535486]
640_17674	chr10	95741880	95742280	+	1000	54.0	[9.081068]	[147]	[]	[]	[95742112]	[]
640_17679	chr10	131981846	131982246	+	1000	54.0	[9.957076]	[112]	[9.957076]	[113]	[131982051]	[131982052]
640_1768	chr1	151070573	151070973	+	1000	206.0	[7.3805842]	[127]	[7.981569]	[128]	[151070784]	[151070785]
640_17680	chr11	3579592	3579992	+	1000	54.0	[12.820818]	[96]	[9.3206]	[97]	[3579777]	[3579778]
640_1769	chr1	186375542	186375942	+	1000	206.0	[8.334265]	[187]	[]	[]	[186375773]	[]
640_17694	chr11	68313158	68313558	+	1000	54.0	[8.415534, 7.5613456, 7.3984704]	[119, 156, 180]	[8.344066]	[120]	[68313325, 68313362, 68313386]	[68313326]
