#PeakID(python identify_motif.py ./ENCODE_processed_files/IRF9_idr.fa IRF9 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
432_12851	chr12	75934480	75934880	+	605	26.5	[]	[]	[0.2386635]	[109]	[]	[75934631]
432_12852	chr12	89244470	89244870	+	613	26.5	[-0.263956, -0.64335436, -1.3335878]	[143, 149, 155]	[]	[]	[89244627, 89244633, 89244639]	[]
432_12853	chr12	93978529	93978929	+	557	26.5	[]	[]	[-0.84793377]	[192]	[]	[93978780]
432_12859	chr12	124905426	124905826	+	597	26.5	[]	[]	[-0.6779089]	[138]	[]	[124905581]
432_12864	chr13	90522850	90523250	+	570	26.5	[-1.5120453, -0.5660213, -0.26685846, 2.3583596, -0.7468332]	[120, 146, 152, 157, 163]	[]	[]	[90523030, 90523056, 90523062, 90523067, 90523073]	[]
432_12869	chr13	92424802	92425202	+	581	26.5	[3.5814734]	[97]	[]	[]	[92424995]	[]
432_1287	chr20	380693	381093	+	1000	66.5	[]	[]	[0.82699335, 0.82699335]	[91, 124]	[]	[380883, 380916]
432_12872	chr14	75068329	75068729	+	592	26.5	[2.9349523, -1.9748112, 2.3432367]	[139, 198, 204]	[]	[]	[75068510, 75068569, 75068575]	[]
432_12882	chr16	25049917	25050317	+	541	26.5	[]	[]	[-1.8969585]	[192]	[]	[25050151]
432_12892	chr17	8139024	8139424	+	543	26.5	[-1.4237826]	[207]	[]	[]	[8139266]	[]
432_12893	chr17	27334009	27334409	+	563	26.5	[]	[]	[0.5423729, -0.67287856]	[183, 221]	[]	[27334201, 27334239]
432_129	chr17	26883835	26884235	+	1000	192.0	[]	[]	[-0.53348017]	[137]	[]	[26884070]
432_12902	chr17	67278349	67278749	+	590	26.5	[-0.9023465]	[187]	[]	[]	[67278570]	[]
432_12905	chr18	3703487	3703887	+	579	26.5	[-1.8349586]	[224]	[-0.7468332]	[173]	[3703715]	[3703664]
432_12911	chr19	1605554	1605954	+	550	26.5	[-1.1244143]	[125]	[]	[]	[1605740]	[]
432_12918	chr19	21601416	21601816	+	560	26.5	[]	[]	[-0.30850372, -0.37191042, 9.286218]	[75, 94, 132]	[]	[21601567, 21601586, 21601624]
432_12927	chr19	54102225	54102625	+	565	26.5	[]	[]	[0.22209617]	[179]	[]	[54102461]
432_12928	chr19	55466450	55466850	+	580	26.5	[]	[]	[1.4445676, 1.7825859]	[104, 110]	[]	[55466639, 55466645]
432_12934	chr2	43174625	43175025	+	590	26.5	[1.434335]	[145]	[]	[]	[43174866]	[]
432_12936	chr2	89837840	89838240	+	554	26.5	[2.9536176]	[153]	[]	[]	[89838060]	[]
432_1294	chr7	75843693	75844093	+	1000	66.5	[-0.23685198]	[151]	[]	[]	[75843936]	[]
432_12942	chr2	155982049	155982449	+	573	26.5	[]	[]	[3.5711555, 7.775979]	[87, 92]	[]	[155982225, 155982230]
432_12943	chr2	175743921	175744321	+	598	26.5	[0.89147484]	[89]	[]	[]	[175744090]	[]
432_12946	chr20	50440754	50441154	+	595	26.5	[-0.91662]	[167]	[]	[]	[50440949]	[]
432_12948	chr21	10352492	10352892	+	569	26.5	[]	[]	[-1.4490825, -1.9250219]	[115, 203]	[]	[10352654, 10352742]
432_1295	chr7	106796712	106797112	+	1000	66.5	[]	[]	[6.53904]	[102]	[]	[106796881]
432_12954	chr22	20009630	20010030	+	596	26.5	[-1.0912224]	[125]	[]	[]	[20009794]	[]
432_12956	chr22	20442697	20443097	+	550	26.5	[-0.18019263, 3.5383456]	[156, 162]	[]	[]	[20442911, 20442917]	[]
432_12962	chr22	22193066	22193466	+	552	26.5	[0.19584931]	[145]	[]	[]	[22193241]	[]
432_12966	chr22	22764344	22764744	+	568	26.5	[]	[]	[-1.0872148]	[185]	[]	[22764592]
432_12970	chr22	36481179	36481579	+	540	26.5	[-1.9582748]	[72]	[]	[]	[36481350]	[]
432_12977	chr3	20352685	20353085	+	599	26.5	[]	[]	[0.028846601]	[103]	[]	[20352873]
432_12978	chr3	47502929	47503329	+	573	26.5	[-0.62829876]	[133]	[]	[]	[47503161]	[]
432_12982	chr3	193925857	193926257	+	550	26.5	[2.7416468]	[125]	[]	[]	[193926027]	[]
432_12984	chr4	40055552	40055952	+	567	26.5	[-1.7911522]	[96]	[]	[]	[40055737]	[]
432_12986	chr4	127975023	127975423	+	569	26.5	[11.864441]	[142]	[]	[]	[127975263]	[]
432_12990	chr4	159002973	159003373	+	600	26.5	[]	[]	[-1.7949569]	[208]	[]	[159003200]
432_12991	chr4	159006102	159006502	+	568	26.5	[7.247348]	[130]	[]	[]	[159006323]	[]
432_12999	chr5	69093458	69093858	+	543	26.5	[4.7519345, 2.337102]	[150, 156]	[]	[]	[69093662, 69093668]	[]
432_13001	chr5	76402635	76403035	+	614	26.5	[3.437576, 3.075349]	[181, 187]	[]	[]	[76402862, 76402868]	[]
432_13008	chr5	154948282	154948682	+	589	26.5	[]	[]	[-1.2617648]	[87]	[]	[154948463]
432_13010	chr5	172361514	172361914	+	597	26.5	[]	[]	[0.5644795]	[62]	[]	[172361666]
432_13011	chr5	177425584	177425984	+	550	26.5	[]	[]	[-0.9303035]	[168]	[]	[177425835]
432_13014	chr6	193194	193594	+	590	26.5	[-1.363908]	[161]	[]	[]	[193436]	[]
432_13018	chr6	14394003	14394403	+	568	26.5	[]	[]	[-1.6264529]	[68]	[]	[14394170]
432_13035	chr6	42091408	42091808	+	581	26.5	[-1.8515567, -0.6779089, -1.3460748]	[107, 112, 118]	[]	[]	[42091589, 42091594, 42091600]	[]
432_13040	chr6	111259609	111260009	+	547	26.5	[]	[]	[1.0761943]	[142]	[]	[111259824]
432_1305	chr12	116492830	116493230	+	1000	66.0	[-1.848394]	[64]	[]	[]	[116492994]	[]
432_13052	chr7	64697863	64698263	+	595	26.5	[]	[]	[3.7261045, 8.787925, 2.3295567]	[124, 130, 156]	[]	[64698035, 64698041, 64698067]
432_13053	chr7	64944746	64945146	+	572	26.5	[2.4977567]	[203]	[]	[]	[64944985]	[]
432_13054	chr7	65762879	65763279	+	571	26.5	[10.743202, -1.4766068]	[72, 78]	[7.330392]	[117]	[65763034, 65763040]	[65763079]
432_13055	chr7	74452768	74453168	+	584	26.5	[]	[]	[0.38685277]	[155]	[]	[74453010]
432_13057	chr7	77692057	77692457	+	579	26.5	[]	[]	[-0.050704375]	[110]	[]	[77692210]
432_1306	chr12	126903379	126903779	+	1000	66.0	[]	[]	[-0.048248388]	[123]	[]	[126903557]
432_13063	chr7	106446964	106447364	+	591	26.5	[-1.7973212]	[154]	[]	[]	[106447121]	[]
432_13069	chr7	149655791	149656191	+	577	26.5	[2.1550765]	[142]	[]	[]	[149656022]	[]
432_13071	chr7	157771642	157772042	+	561	26.5	[2.9349523]	[141]	[]	[]	[157771815]	[]
432_13072	chr8	12565422	12565822	+	552	26.5	[-0.34395346, 2.2455096, 7.20733]	[57, 82, 88]	[]	[]	[12565574, 12565599, 12565605]	[]
432_13077	chr9	19457459	19457859	+	573	26.5	[0.5353736]	[114]	[]	[]	[19457637]	[]
432_13078	chr9	37295672	37296072	+	594	26.5	[-0.24616979]	[136]	[]	[]	[37295901]	[]
432_13079	chr9	87612533	87612933	+	598	26.5	[-1.9840269]	[57]	[]	[]	[87612685]	[]
432_13080	chr9	97943601	97944001	+	579	26.5	[]	[]	[-1.7576883]	[149]	[]	[97943793]
432_13081	chr9	98368459	98368859	+	587	26.5	[2.911069]	[241]	[]	[]	[98368702]	[]
432_13085	chr9	128080005	128080405	+	590	26.5	[2.7332826]	[207]	[]	[]	[128080248]	[]
432_13096	chr1	26922192	26922592	+	546	26.0	[]	[]	[-0.17479385, 1.1929647]	[180, 186]	[]	[26922429, 26922435]
432_13098	chr1	31936160	31936560	+	567	26.0	[-1.6552136, -0.37191042]	[138, 167]	[]	[]	[31936380, 31936409]	[]
432_13106	chr1	61077612	61078012	+	547	26.0	[]	[]	[-1.9824919, 2.9115179]	[68, 135]	[]	[61077774, 61077841]
432_13109	chr1	70675787	70676187	+	545	26.0	[6.704126]	[89]	[]	[]	[70675967]	[]
432_13124	chr1	190475637	190476037	+	563	26.0	[]	[]	[-1.8969585, -0.19367513]	[132, 139]	[]	[190475825, 190475832]
432_13127	chr1	206253331	206253731	+	545	26.0	[]	[]	[-1.6324881]	[139]	[]	[206253553]
432_13130	chr1	223785839	223786239	+	563	26.0	[-1.2069637]	[122]	[]	[]	[223786054]	[]
432_13134	chr1	241689647	241690047	+	562	26.0	[-1.0848315]	[177]	[]	[]	[241689877]	[]
432_13140	chr11	34685542	34685942	+	549	26.0	[]	[]	[-0.44163224]	[93]	[]	[34685709]
432_13144	chr12	30531664	30532064	+	544	26.0	[0.010729488, -1.8411539]	[83, 147]	[]	[]	[30531822, 30531886]	[]
432_13151	chr14	91425418	91425818	+	542	26.0	[]	[]	[1.7214193]	[125]	[]	[91425632]
432_13152	chr15	35874235	35874635	+	552	26.0	[6.2936544]	[104]	[]	[]	[35874412]	[]
432_13154	chr15	50765912	50766312	+	553	26.0	[]	[]	[3.1739154]	[160]	[]	[50766106]
432_13164	chr16	31452808	31453208	+	567	26.0	[]	[]	[4.7160125, 3.437576]	[130, 136]	[]	[31452981, 31452987]
432_13165	chr16	53055582	53055982	+	556	26.0	[-0.2828669]	[132]	[]	[]	[53055812]	[]
432_13167	chr16	56478483	56478883	+	577	26.0	[-0.886967]	[105]	[]	[]	[56478676]	[]
432_13168	chr16	80171290	80171690	+	559	26.0	[-0.94708806, -1.1003011]	[149, 155]	[]	[]	[80171492, 80171498]	[]
432_13169	chr16	81451802	81452202	+	567	26.0	[]	[]	[0.20917654]	[89]	[]	[81451962]
432_13173	chr17	49515104	49515504	+	566	26.0	[2.7361293]	[86]	[]	[]	[49515281]	[]
432_13179	chr19	4831893	4832293	+	577	26.0	[]	[]	[11.30016]	[216]	[]	[4832124]
432_13186	chr19	49848967	49849367	+	555	26.0	[]	[]	[-0.98457056]	[206]	[]	[49849217]
432_13190	chr2	69734070	69734470	+	563	26.0	[-0.7292403]	[135]	[]	[]	[69734284]	[]
432_13194	chr2	171877960	171878360	+	540	26.0	[4.3056498]	[202]	[]	[]	[171878195]	[]
432_13199	chr20	43445057	43445457	+	560	26.0	[]	[]	[14.331399]	[179]	[]	[43445280]
432_13211	chr22	22338047	22338447	+	553	26.0	[-0.025476975]	[67]	[]	[]	[22338200]	[]
432_13237	chr5	43210957	43211357	+	574	26.0	[-1.8343383]	[172]	[]	[]	[43211175]	[]
432_13243	chr5	139670215	139670615	+	563	26.0	[-0.82097745]	[172]	[3.1296318]	[231]	[139670396]	[139670455]
432_13247	chr6	7200134	7200534	+	567	26.0	[]	[]	[-0.113588914, 2.796657]	[103, 109]	[]	[7200304, 7200310]
432_13265	chr7	123530194	123530594	+	578	26.0	[3.506237]	[164]	[]	[]	[123530445]	[]
432_13268	chr7	139654295	139654695	+	560	26.0	[-1.3558514]	[242]	[]	[]	[139654538]	[]
432_13276	chr8	94819396	94819796	+	541	26.0	[]	[]	[2.2682023]	[126]	[]	[94819616]
432_13282	chr8	129929022	129929422	+	568	26.0	[-1.8509812]	[108]	[]	[]	[129929223]	[]
432_13285	chr9	99076158	99076558	+	578	26.0	[]	[]	[2.1265676, 3.9269319]	[127, 133]	[]	[99076373, 99076379]
432_13295	chr1	179045660	179046060	+	544	25.5	[-0.6417813]	[203]	[]	[]	[179045897]	[]
432_13308	chr22	19924556	19924956	+	540	25.5	[6.4091673, -0.6765754]	[124, 130]	[]	[]	[19924717, 19924723]	[]
432_1331	chr12	122064203	122064603	+	1000	65.5	[0.17153923, -1.0233418]	[114, 120]	[]	[]	[122064395, 122064401]	[]
432_13315	chr6	31035804	31036204	+	544	25.5	[1.2912141]	[117]	[]	[]	[31035986]	[]
432_1339	chr20	34680541	34680941	+	1000	65.5	[-0.86686575]	[148]	[]	[]	[34680778]	[]
432_134	chr15	45584009	45584409	+	1000	184.5	[]	[]	[-0.048248388]	[102]	[]	[45584199]
432_1345	chr6	106887533	106887933	+	1000	65.5	[5.2771525, 1.2499073]	[86, 92]	[]	[]	[106887692, 106887698]	[]
432_1346	chr7	101081491	101081891	+	1000	65.5	[]	[]	[0.71685994]	[94]	[]	[101081646]
432_1354	chr15	34656015	34656415	+	1000	65.0	[]	[]	[0.8404434]	[122]	[]	[34656186]
432_1357	chr17	75674972	75675372	+	1000	65.0	[]	[]	[-1.4657279, -1.3460748, -0.6779089, -0.7441324, 2.8795516, 11.30016]	[67, 84, 90, 95, 108, 114]	[]	[75675128, 75675145, 75675151, 75675156, 75675169, 75675175]
432_1360	chr22	19648503	19648903	+	1000	65.0	[0.5780984, -0.97707176, -0.6779089, -0.31297004]	[104, 109, 114, 171]	[]	[]	[19648679, 19648684, 19648689, 19648746]	[]
432_1362	chr22	21607336	21607736	+	1000	65.0	[]	[]	[2.4567876]	[222]	[]	[21607561]
432_1367	chr5	154648685	154649085	+	1000	65.0	[1.1155318]	[85]	[]	[]	[154648861]	[]
432_1369	chr7	12747561	12747961	+	1000	65.0	[-0.8809152]	[133]	[]	[]	[12747789]	[]
432_137	chr6	137904510	137904910	+	1000	183.0	[-1.8538393]	[75]	[]	[]	[137904684]	[]
432_1374	chr1	143222001	143222401	+	1000	64.5	[-1.4737619]	[113]	[]	[]	[143222187]	[]
432_1377	chr11	64318465	64318865	+	1000	64.5	[]	[]	[-1.9914508]	[63]	[]	[64318628]
432_1378	chr12	31734041	31734441	+	1000	64.5	[]	[]	[0.22083738, 8.660044]	[101, 155]	[]	[31734228, 31734282]
432_1386	chr3	37025008	37025408	+	1000	64.5	[]	[]	[11.278947]	[86]	[]	[37025191]
432_1387	chr3	125353119	125353519	+	1000	64.5	[]	[]	[2.2169197]	[136]	[]	[125353323]
432_1395	chr7	149494796	149495196	+	1000	64.5	[]	[]	[-1.8969585]	[145]	[]	[149495039]
432_1396	chr9	130999235	130999635	+	1000	64.5	[]	[]	[2.57435, 0.793214]	[120, 192]	[]	[130999399, 130999471]
432_1406	chr16	15574318	15574718	+	1000	64.0	[]	[]	[-1.7459292]	[142]	[]	[15574548]
432_1421	chr1	9775091	9775491	+	1000	63.5	[]	[]	[-0.3897092]	[139]	[]	[9775304]
432_1423	chr1	155025160	155025560	+	1000	63.5	[]	[]	[-0.6779089, -0.6779089]	[82, 87]	[]	[155025324, 155025329]
432_1428	chr11	33507962	33508362	+	1000	63.5	[]	[]	[1.0518869]	[145]	[]	[33508203]
432_1442	chr5	54021787	54022187	+	1000	63.5	[-1.2497574]	[144]	[]	[]	[54022021]	[]
432_1446	chr6	144578918	144579318	+	1000	63.5	[]	[]	[2.653923]	[79]	[]	[144579090]
432_1450	chr9	130810456	130810856	+	1000	63.5	[3.885682]	[110]	[]	[]	[130810616]	[]
432_1451	chr1	16513820	16514220	+	1000	63.0	[-0.652195]	[139]	[]	[]	[16514050]	[]
432_1456	chr10	43380697	43381097	+	1000	63.0	[-0.627748]	[105]	[]	[]	[43380877]	[]
432_1461	chr12	48351078	48351478	+	1000	63.0	[0.6164648]	[123]	[]	[]	[48351301]	[]
432_1465	chr17	26883334	26883734	+	1000	63.0	[]	[]	[1.8909811]	[144]	[]	[26883561]
432_1469	chr19	11181465	11181865	+	1000	63.0	[]	[]	[13.06415]	[93]	[]	[11181637]
432_1475	chr22	21866187	21866587	+	1000	63.0	[3.3018162]	[136]	[]	[]	[21866396]	[]
432_1483	chr1	11798547	11798947	+	1000	62.5	[]	[]	[1.7591181, 0.33238313]	[167, 173]	[]	[11798741, 11798747]
432_1486	chr1	61866948	61867348	+	1000	62.5	[]	[]	[-0.048248388]	[130]	[]	[61867166]
432_1487	chr1	212234488	212234888	+	1000	62.5	[]	[]	[-0.70075095, 1.8875533]	[135, 141]	[]	[212234719, 212234725]
432_1493	chr15	58415684	58416084	+	1000	62.5	[-1.0251276]	[115]	[-1.9883332]	[72]	[58415892]	[58415849]
432_1496	chr17	62172774	62173174	+	1000	62.5	[0.35565397]	[183]	[]	[]	[62173014]	[]
432_150	chr2	39467987	39468387	+	1000	170.5	[-0.048248388]	[156]	[]	[]	[39468232]	[]
432_1510	chr5	39102668	39103068	+	1000	62.5	[2.390798]	[88]	[]	[]	[39102853]	[]
432_1513	chr6	28554013	28554413	+	1000	62.5	[6.215858]	[154]	[]	[]	[28554246]	[]
432_1515	chr6	135147630	135148030	+	1000	62.5	[]	[]	[0.1493575]	[137]	[]	[135147850]
432_1518	chr7	84912926	84913326	+	1000	62.5	[11.042735]	[151]	[]	[]	[84913115]	[]
432_1541	chr22	16810174	16810574	+	1000	62.0	[]	[]	[-0.5017533]	[106]	[]	[16810371]
432_1543	chr22	21824105	21824505	+	1000	62.0	[-0.7389811, 0.63381433]	[79, 98]	[]	[]	[21824280, 21824299]	[]
432_1545	chr22	22860445	22860845	+	1000	62.0	[-0.26685846, 2.3583596, -0.7468332]	[60, 65, 71]	[]	[]	[22860601, 22860606, 22860612]	[]
432_1547	chr22	23176322	23176722	+	1000	62.0	[]	[]	[-1.55904]	[144]	[]	[23176519]
432_1549	chr5	121977002	121977402	+	1000	62.0	[3.7687135]	[134]	[3.555442, 3.555442, 3.555442, -0.94825345, 0.30256754]	[59, 64, 69, 74, 80]	[121977236]	[121977161, 121977166, 121977171, 121977176, 121977182]
432_1554	chr6	134291208	134291608	+	1000	62.0	[3.2325838]	[79]	[]	[]	[134291383]	[]
432_1558	chr9	129882965	129883365	+	1000	62.0	[]	[]	[-1.9986724]	[84]	[]	[129883141]
432_1560	chrX	48867772	48868172	+	1000	62.0	[1.4030017]	[148]	[]	[]	[48867999]	[]
432_1562	chr1	155244626	155245026	+	1000	61.5	[-0.96148175]	[91]	[]	[]	[155244799]	[]
432_1565	chr10	91608926	91609326	+	1000	61.5	[1.6184074]	[178]	[]	[]	[91609125]	[]
432_1580	chr22	30537101	30537501	+	1000	61.5	[10.197952]	[104]	[]	[]	[30537279]	[]
432_1582	chr3	48742064	48742464	+	1000	61.5	[1.7591181]	[105]	[]	[]	[48742250]	[]
432_1599	chr1	201170457	201170857	+	1000	61.0	[2.1364481]	[96]	[]	[]	[201170641]	[]
432_16	chr1	143214539	143214939	+	1000	605.5	[-0.706872]	[136]	[]	[]	[143214774]	[]
432_1613	chr3	101686615	101687015	+	1000	61.0	[]	[]	[-1.3223357]	[134]	[]	[101686838]
432_1615	chr5	10303677	10304077	+	1000	61.0	[1.6088398]	[153]	[]	[]	[10303869]	[]
432_1618	chr7	91300235	91300635	+	1000	61.0	[-1.0966885]	[115]	[1.3765658]	[91]	[91300446]	[91300422]
432_1619	chr7	111475995	111476395	+	1000	61.0	[-1.3805516]	[107]	[]	[]	[111476195]	[]
432_162	chr5	49601902	49602302	+	1000	168.0	[-1.626975]	[65]	[]	[]	[49602064]	[]
432_1622	chr9	33290140	33290540	+	1000	61.0	[-1.5945421]	[83]	[]	[]	[33290296]	[]
432_1633	chr14	23975559	23975959	+	1000	60.5	[1.4105647, 1.5708072]	[110, 168]	[]	[]	[23975715, 23975773]	[]
432_164	chr14	24011101	24011501	+	1000	167.0	[]	[]	[3.787955, -0.19367513]	[95, 101]	[]	[24011284, 24011290]
432_1646	chr20	53638073	53638473	+	1000	60.5	[]	[]	[-1.1888964]	[121]	[]	[53638268]
432_1647	chr22	23228645	23229045	+	1000	60.5	[]	[]	[-1.3548216, 2.188578]	[109, 132]	[]	[23228830, 23228853]
432_165	chr4	184339711	184340111	+	1000	165.5	[]	[]	[1.0761943]	[76]	[]	[184339875]
432_1650	chr7	121006989	121007389	+	1000	60.5	[0.8475319]	[105]	[-0.91491336, 1.4236338]	[168, 174]	[121007156]	[121007219, 121007225]
432_1655	chrX	63434769	63435169	+	1000	60.5	[5.7663107]	[166]	[]	[]	[63435020]	[]
432_166	chr3	44441326	44441726	+	1000	165.0	[-0.8414775]	[101]	[]	[]	[44441516]	[]
432_1662	chr1	236352093	236352493	+	1000	60.0	[]	[]	[-0.82187515]	[163]	[]	[236352342]
432_1663	chr10	4867085	4867485	+	1000	60.0	[]	[]	[9.842316]	[139]	[]	[4867290]
432_1664	chr11	125273518	125273918	+	1000	60.0	[]	[]	[-1.1244143]	[107]	[]	[125273708]
432_1667	chr15	35700248	35700648	+	1000	60.0	[]	[]	[6.53904]	[90]	[]	[35700426]
432_1674	chr22	22122861	22123261	+	1000	60.0	[0.12222423]	[122]	[]	[]	[22123068]	[]
432_1676	chr4	6633508	6633908	+	1000	60.0	[2.5709383]	[73]	[]	[]	[6633679]	[]
432_1683	chr9	130905396	130905796	+	1000	60.0	[]	[]	[-1.8395222, 2.3818276]	[135, 142]	[]	[130905606, 130905613]
432_1691	chr1	143220103	143220503	+	1000	59.5	[-1.7151434]	[119]	[]	[]	[143220292]	[]
432_1694	chr11	35786143	35786543	+	1000	59.5	[]	[]	[-1.7617911]	[101]	[]	[35786332]
432_1696	chr14	24018258	24018658	+	1000	59.5	[2.4868462]	[133]	[]	[]	[24018489]	[]
432_1698	chr14	72907283	72907683	+	1000	59.5	[6.53904]	[163]	[]	[]	[72907518]	[]
432_170	chr8	100501651	100502051	+	1000	162.5	[]	[]	[13.462886]	[117]	[]	[100501860]
432_1717	chr6	41961632	41962032	+	1000	59.5	[3.5626519]	[230]	[]	[]	[41961873]	[]
432_1719	chr7	123499577	123499977	+	1000	59.5	[1.1639905]	[148]	[]	[]	[123499805]	[]
432_1720	chr7	150355672	150356072	+	1000	59.5	[]	[]	[-0.648035, 14.267195]	[69, 86]	[]	[150355832, 150355849]
432_1726	chr11	12124810	12125210	+	1000	59.0	[]	[]	[1.5372066]	[93]	[]	[12124983]
432_1732	chr14	69101318	69101718	+	1000	59.0	[-0.03448999, -0.9250011]	[116, 131]	[]	[]	[69101520, 69101535]	[]
432_1736	chr19	28528510	28528910	+	1000	59.0	[13.126328]	[94]	[]	[]	[28528703]	[]
432_1742	chr22	22779731	22780131	+	1000	59.0	[2.57435]	[52]	[]	[]	[22779882]	[]
432_175	chrX	110001095	110001495	+	1000	161.5	[-0.8414775]	[126]	[-0.048248388]	[72]	[110001320]	[110001266]
432_1750	chr6	18242451	18242851	+	1000	59.0	[]	[]	[3.6250927]	[157]	[]	[18242662]
432_1753	chr7	99173720	99174120	+	1000	59.0	[0.3768559]	[61]	[]	[]	[99173875]	[]
432_1755	chr8	42266347	42266747	+	1000	59.0	[-0.048248388]	[156]	[]	[]	[42266593]	[]
432_1756	chr9	131073641	131074041	+	1000	59.0	[]	[]	[4.45551]	[105]	[]	[131073826]
432_1759	chr1	25232677	25233077	+	1000	58.5	[]	[]	[-1.6127241]	[196]	[]	[25232909]
432_1760	chr1	42937188	42937588	+	1000	58.5	[0.8149015]	[146]	[]	[]	[42937428]	[]
432_1762	chr1	204711268	204711668	+	1000	58.5	[-0.16685334]	[100]	[]	[]	[204711434]	[]
432_177	chr5	71398833	71399233	+	1000	161.0	[]	[]	[-0.017960513]	[116]	[]	[71399032]
432_1771	chr16	47038241	47038641	+	1000	58.5	[]	[]	[4.453584, 0.27284786]	[101, 107]	[]	[47038429, 47038435]
432_1772	chr16	57109658	57110058	+	1000	58.5	[]	[]	[1.0761943]	[142]	[]	[57109861]
432_1773	chr17	58658881	58659281	+	1000	58.5	[0.20865776]	[136]	[]	[]	[58659084]	[]
432_178	chr1	143202617	143203017	+	1000	160.5	[-1.4737619]	[130]	[]	[]	[143202847]	[]
432_1782	chr22	22727180	22727580	+	1000	58.5	[-1.4087616, 1.1780531, -1.1450828]	[139, 151, 157]	[]	[]	[22727405, 22727417, 22727423]	[]
432_1787	chr3	45273742	45274142	+	1000	58.5	[-1.8681402, -1.7598968]	[128, 134]	[]	[]	[45273942, 45273948]	[]
432_1799	chr8	18122648	18123048	+	1000	58.5	[]	[]	[2.1715322, 0.25761226]	[132, 138]	[]	[18122877, 18122883]
432_18	chr17	26603706	26604106	+	1000	590.0	[-1.2980614]	[75]	[]	[]	[26603877]	[]
432_180	chr4	151038452	151038852	+	1000	159.5	[-0.048248388]	[124]	[]	[]	[151038663]	[]
432_1801	chr9	133283223	133283623	+	1000	58.5	[]	[]	[0.51049113]	[133]	[]	[133283425]
432_1806	chr1	203600263	203600663	+	1000	58.0	[]	[]	[-1.6473156]	[105]	[]	[203600465]
432_1811	chr11	76911406	76911806	+	1000	58.0	[]	[]	[0.028846601]	[101]	[]	[76911562]
432_1814	chr14	24153383	24153783	+	1000	58.0	[1.3649691]	[168]	[]	[]	[24153580]	[]
432_1815	chr14	24153998	24154398	+	1000	58.0	[]	[]	[4.789967]	[155]	[]	[24154182]
432_182	chr8	49110477	49110877	+	1000	159.0	[-1.8774399]	[108]	[]	[]	[49110659]	[]
432_1823	chr20	22411837	22412237	+	1000	58.0	[]	[]	[-0.19361866]	[79]	[]	[22412008]
432_1825	chr22	20072150	20072550	+	1000	58.0	[]	[]	[-1.0501734, -1.6748906, -1.7973212]	[111, 117, 144]	[]	[20072311, 20072317, 20072344]
432_1829	chr5	109558996	109559396	+	1000	58.0	[3.6524963]	[87]	[]	[]	[109559181]	[]
432_183	chr1	223732512	223732912	+	1000	158.5	[]	[]	[-0.048248388]	[105]	[]	[223732687]
432_1831	chr6	16322714	16323114	+	1000	58.0	[]	[]	[-0.07824312]	[80]	[]	[16322892]
432_1835	chr7	108246276	108246676	+	1000	58.0	[1.8586041]	[94]	[]	[]	[108246466]	[]
432_1839	chr1	26070416	26070816	+	1000	57.5	[-0.3274816]	[137]	[]	[]	[26070631]	[]
432_1840	chr1	27979505	27979905	+	1000	57.5	[]	[]	[2.273382]	[89]	[]	[27979680]
432_1841	chr1	35280045	35280445	+	1000	57.5	[]	[]	[-1.3726503, 2.488857]	[106, 112]	[]	[35280221, 35280227]
432_1847	chr12	47276848	47277248	+	1000	57.5	[]	[]	[4.116852]	[58]	[]	[47277004]
432_1848	chr14	24139653	24140053	+	1000	57.5	[-1.7546043, 11.375772, -0.910125]	[103, 148, 154]	[]	[]	[24139826, 24139871, 24139877]	[]
432_185	chr5	49657100	49657500	+	1000	158.5	[]	[]	[0.12783878]	[74]	[]	[49657271]
432_1854	chr18	9009237	9009637	+	1000	57.5	[-1.4026444]	[147]	[]	[]	[9009458]	[]
432_1863	chr22	23211455	23211855	+	1000	57.5	[]	[]	[-1.3460748, -0.6779089, -0.6779089, -1.8515567]	[116, 122, 127, 132]	[]	[23211653, 23211659, 23211664, 23211669]
432_1865	chr4	38317235	38317635	+	1000	57.5	[]	[]	[-2.0010495]	[86]	[]	[38317408]
432_1868	chr7	138355189	138355589	+	1000	57.5	[0.09101324]	[174]	[]	[]	[138355414]	[]
432_1874	chr9	131188416	131188816	+	1000	57.5	[]	[]	[0.2844086]	[167]	[]	[131188660]
432_1877	chr1	10055674	10056074	+	1000	57.0	[-0.6779089]	[156]	[]	[]	[10055923]	[]
432_1896	chr22	22696235	22696635	+	1000	57.0	[4.450719]	[152]	[0.8673545]	[90]	[22696467]	[22696405]
432_1897	chr3	43647594	43647994	+	1000	57.0	[]	[]	[2.0393498, 6.8093843]	[103, 165]	[]	[43647758, 43647820]
432_19	chr21	8234303	8234703	+	1000	586.5	[]	[]	[-1.8473364]	[124]	[]	[8234522]
432_190	chr21	36327603	36328003	+	1000	157.0	[]	[]	[13.462886]	[101]	[]	[36327770]
432_191	chr12	32946473	32946873	+	1000	155.5	[-0.048248388]	[147]	[]	[]	[32946717]	[]
432_192	chr7	107318459	107318859	+	1000	155.0	[]	[]	[-1.3821869]	[62]	[]	[107318620]
432_1921	chr10	87500664	87501064	+	1000	56.5	[0.94964886]	[147]	[]	[]	[87500901]	[]
