#PeakID(python identify_motif.py ./ENCODE_processed_files/SP1_idr.fa SP1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
328_1876	chr4	55853400	55853800	+	1000	126.0	[9.754101, 3.2261274]	[137, 160]	[]	[]	[55853562, 55853585]	[]
328_1877	chr5	115626036	115626436	+	1000	126.0	[]	[]	[5.8232355, 9.132642]	[101, 119]	[]	[115626205, 115626223]
328_1878	chr5	138464789	138465189	+	1000	126.0	[4.217223]	[76]	[]	[]	[138464945]	[]
328_1879	chr5	151252797	151253197	+	1000	126.0	[5.5348887]	[118]	[10.945224]	[193]	[151252959]	[151253034]
328_1880	chr9	98255525	98255925	+	1000	126.0	[18.499043, 4.0043197, 20.7584]	[207, 212, 228]	[]	[]	[98255744, 98255749, 98255765]	[]
328_1881	chr16	30896410	30896810	+	1000	125.5	[16.50567]	[142]	[]	[]	[30896563]	[]
328_1882	chr17	2041740	2042140	+	1000	125.5	[5.268601]	[103]	[4.8129563]	[115]	[2041941]	[2041953]
328_1883	chr17	3893026	3893426	+	1000	125.5	[16.96956]	[131]	[5.5805664, 4.38824]	[84, 115]	[3893252]	[3893205, 3893236]
328_1884	chr19	18281561	18281961	+	1000	125.5	[3.2837389]	[131]	[16.804495]	[124]	[18281732]	[18281725]
328_1885	chr7	98106597	98106997	+	1000	125.5	[8.150719]	[193]	[17.32727]	[132]	[98106842]	[98106781]
328_1887	chr9	93058427	93058827	+	1000	125.5	[5.260224, 4.567485, 5.8159833, 19.063852]	[91, 125, 149, 155]	[19.451479, 15.34917]	[68, 115]	[93058611, 93058645, 93058669, 93058675]	[93058588, 93058635]
328_1888	chr1	32753701	32754101	+	1000	125.0	[17.300081, 9.085292]	[100, 117]	[9.181455, 15.830599]	[73, 155]	[32753896, 32753913]	[32753869, 32753951]
328_1889	chr1	35192989	35193389	+	1000	125.0	[10.8369055]	[110]	[]	[]	[35193188]	[]
328_189	chr6	151390355	151390755	+	1000	345.5	[2.8050861]	[93]	[9.802169, 4.3422613]	[106, 110]	[151390525]	[151390538, 151390542]
328_1890	chr10	16436674	16437074	+	1000	125.0	[]	[]	[12.217401, 10.211096, 10.950731, 10.757947]	[57, 77, 119, 142]	[]	[16436830, 16436850, 16436892, 16436915]
328_1892	chr12	55829547	55829947	+	1000	125.0	[6.491729, 10.180972]	[105, 121]	[]	[]	[55829751, 55829767]	[]
328_1893	chr17	81683670	81684070	+	1000	125.0	[]	[]	[3.325472]	[168]	[]	[81683878]
328_1895	chr19	37078186	37078586	+	1000	125.0	[5.964529]	[127]	[5.427772]	[139]	[37078391]	[37078403]
328_1898	chr9	129080742	129081142	+	1000	125.0	[4.472534]	[190]	[]	[]	[129080952]	[]
328_1900	chr15	58749863	58750263	+	1000	124.5	[7.543676]	[122]	[13.6263275]	[105]	[58750032]	[58750015]
328_1901	chr15	74938006	74938406	+	1000	124.5	[3.1454573]	[186]	[6.2407475]	[147]	[74938218]	[74938179]
328_1902	chr19	1885346	1885746	+	1000	124.5	[]	[]	[4.404313, 4.502232, 16.02719]	[112, 113, 159]	[]	[1885535, 1885536, 1885582]
328_1903	chr19	40810688	40811088	+	1000	124.5	[8.96619]	[64]	[]	[]	[40810848]	[]
328_1904	chr19	50476148	50476548	+	1000	124.5	[]	[]	[7.371467, 3.7960937]	[123, 150]	[]	[50476348, 50476375]
328_1906	chr22	21468138	21468538	+	1000	124.5	[12.808319, 17.857111]	[108, 123]	[]	[]	[21468324, 21468339]	[]
328_1907	chr22	37844436	37844836	+	1000	124.5	[4.21048]	[138]	[]	[]	[37844653]	[]
328_1908	chr9	32384359	32384759	+	1000	124.5	[12.775146, 4.127368, 5.647068]	[79, 111, 142]	[]	[]	[32384529, 32384561, 32384592]	[]
328_1909	chr1	205749259	205749659	+	1000	124.0	[6.7403874, 3.5112941]	[139, 192]	[3.2618954]	[218]	[205749429, 205749482]	[205749508]
328_191	chr17	78140357	78140757	+	1000	344.5	[]	[]	[14.940454, 14.811122, 9.0855875, 3.653502, 2.5329735]	[54, 78, 94, 121, 145]	[]	[78140510, 78140534, 78140550, 78140577, 78140601]
328_1910	chr1	225428028	225428428	+	1000	124.0	[7.6930723]	[128]	[6.3312545]	[149]	[225428227]	[225428248]
328_1911	chr16	69186877	69187277	+	1000	124.0	[13.70639, 7.3215218]	[100, 162]	[10.538037, 10.301963, 6.4235034]	[119, 151, 156]	[69187052, 69187114]	[69187071, 69187103, 69187108]
328_1913	chr19	18879985	18880385	+	1000	124.0	[12.131885, 5.5206256, 10.150678, 10.518723, 10.146342, 11.02315]	[54, 70, 91, 113, 130, 149]	[]	[]	[18880137, 18880153, 18880174, 18880196, 18880213, 18880232]	[]
328_1914	chr19	18932289	18932689	+	1000	124.0	[]	[]	[5.31816, 4.6816225]	[131, 180]	[]	[18932476, 18932525]
328_1915	chr2	219543692	219544092	+	1000	124.0	[]	[]	[8.952075]	[214]	[]	[219543932]
328_1916	chr7	7182258	7182658	+	1000	124.0	[13.306828]	[174]	[3.0471458]	[124]	[7182474]	[7182424]
328_1917	chr7	7640482	7640882	+	1000	124.0	[]	[]	[8.674666, 6.4893746]	[146, 163]	[]	[7640685, 7640702]
328_1919	chr11	118565772	118566172	+	1000	123.5	[4.290669]	[136]	[]	[]	[118565986]	[]
328_192	chr6	28895609	28896009	+	1000	344.0	[3.0916598]	[184]	[]	[]	[28895787]	[]
328_1920	chr16	234645	235045	+	1000	123.5	[]	[]	[18.568264, 7.7716484]	[93, 143]	[]	[234812, 234862]
328_1921	chr17	82450629	82451029	+	1000	123.5	[]	[]	[15.4701605, 15.4701605, 10.986323]	[139, 169, 198]	[]	[82450800, 82450830, 82450859]
328_1922	chr18	62522690	62523090	+	1000	123.5	[]	[]	[16.858782, 9.4293585]	[134, 169]	[]	[62522891, 62522926]
328_1923	chr19	40603828	40604228	+	1000	123.5	[9.304511, 3.2104275]	[158, 208]	[3.7410252]	[228]	[40603998, 40604048]	[40604068]
328_1924	chr19	48391437	48391837	+	1000	123.5	[14.538916, 2.952037]	[71, 147]	[15.34917]	[84]	[48391589, 48391665]	[48391602]
328_1926	chr4	112231427	112231827	+	1000	123.5	[]	[]	[2.8744206]	[276]	[]	[112231632]
328_1927	chr6	25278952	25279352	+	1000	123.5	[]	[]	[3.7245033, 3.0077872]	[151, 202]	[]	[25279107, 25279158]
328_1928	chr6	159693226	159693626	+	1000	123.5	[7.812585, 4.091104]	[99, 140]	[]	[]	[159693419, 159693460]	[]
328_193	chr12	118016500	118016900	+	1000	343.5	[]	[]	[9.184389]	[63]	[]	[118016655]
328_1930	chr8	63038675	63039075	+	1000	123.5	[]	[]	[8.919923]	[100]	[]	[63038865]
328_1932	chr14	74084516	74084916	+	1000	123.0	[3.479175, 13.989046]	[100, 149]	[]	[]	[74084681, 74084730]	[]
328_1933	chr14	92793934	92794334	+	1000	123.0	[2.8571742]	[120]	[18.499043]	[158]	[92794143]	[92794181]
328_1934	chr16	4433954	4434354	+	1000	123.0	[5.873302]	[153]	[]	[]	[4434198]	[]
328_1935	chr16	88856853	88857253	+	1000	123.0	[]	[]	[14.403408, 3.5500813, 14.580015, 15.137045]	[116, 121, 147, 178]	[]	[88857015, 88857020, 88857046, 88857077]
328_1936	chr17	2711693	2712093	+	1000	123.0	[5.431081, 3.966908]	[90, 132]	[]	[]	[2711876, 2711918]	[]
328_1937	chr17	7572486	7572886	+	1000	123.0	[]	[]	[8.497196]	[80]	[]	[7572640]
328_1939	chr17	75855326	75855726	+	1000	123.0	[14.282984]	[141]	[]	[]	[75855514]	[]
328_194	chr20	63553225	63553625	+	1000	343.5	[]	[]	[8.565382, 5.913327, 3.7098854, 9.397907, 4.6590905, 10.329152]	[68, 74, 83, 99, 115, 147]	[]	[63553390, 63553396, 63553405, 63553421, 63553437, 63553469]
328_1940	chr19	17419735	17420135	+	1000	123.0	[9.878472]	[137]	[4.074581]	[130]	[17419943]	[17419936]
328_1941	chr19	46639081	46639481	+	1000	123.0	[]	[]	[13.547955, 10.120802, 11.436817, 11.307706]	[89, 106, 130, 144]	[]	[46639238, 46639255, 46639279, 46639293]
328_1942	chr20	34676966	34677366	+	1000	123.0	[]	[]	[2.7726347]	[94]	[]	[34677125]
328_1943	chr3	53197021	53197421	+	1000	123.0	[9.656622]	[172]	[4.7556267]	[100]	[53197267]	[53197195]
328_1944	chr5	16577594	16577994	+	1000	123.0	[]	[]	[4.4217014, 3.1680408]	[71, 98]	[]	[16577746, 16577773]
328_1945	chr5	33440732	33441132	+	1000	123.0	[4.303858]	[66]	[17.791183]	[116]	[33440891]	[33440941]
328_1946	chr7	2631515	2631915	+	1000	123.0	[]	[]	[7.2441573, 16.804495, 8.444955]	[110, 128, 148]	[]	[2631671, 2631689, 2631709]
328_1948	chr7	155205271	155205671	+	1000	123.0	[13.400066]	[151]	[]	[]	[155205423]	[]
328_1949	chr9	137461682	137462082	+	1000	123.0	[]	[]	[16.046774, 6.2280602, 16.53286, 4.0698967, 10.459932]	[92, 111, 117, 136, 155]	[]	[137461839, 137461858, 137461864, 137461883, 137461902]
328_195	chr1	228174320	228174720	+	1000	343.0	[4.0527024]	[126]	[17.08989, 17.08989]	[65, 81]	[228174544]	[228174483, 228174499]
328_1950	chr1	33430889	33431289	+	1000	122.5	[]	[]	[5.446371, 2.7858822]	[167, 172]	[]	[33431092, 33431097]
328_1951	chr1	108746426	108746826	+	1000	122.5	[3.3312871]	[157]	[9.319572, 10.42747, 16.804495]	[106, 125, 150]	[108746658]	[108746607, 108746626, 108746651]
328_1952	chr1	173867857	173868257	+	1000	122.5	[5.7770267]	[142]	[]	[]	[173868068]	[]
328_1953	chr1	225924155	225924555	+	1000	122.5	[13.829447]	[121]	[]	[]	[225924313]	[]
328_1954	chr10	70403843	70404243	+	1000	122.5	[4.044875, 7.724916, 9.624506, 15.957969, 10.536196]	[121, 137, 150, 174, 194]	[]	[]	[70403999, 70404015, 70404028, 70404052, 70404072]	[]
328_1955	chr12	56116348	56116748	+	1000	122.5	[13.646842]	[116]	[3.9465516]	[127]	[56116541]	[56116552]
328_1956	chr19	2785259	2785659	+	1000	122.5	[]	[]	[15.39534]	[99]	[]	[2785448]
328_1957	chr19	36054284	36054684	+	1000	122.5	[]	[]	[5.13217]	[212]	[]	[36054501]
328_1959	chr19	41397300	41397700	+	1000	122.5	[9.3317]	[117]	[]	[]	[41397470]	[]
328_196	chr11	8682503	8682903	+	1000	343.0	[9.020095, 6.57282, 15.006688]	[106, 118, 151]	[]	[]	[8682698, 8682710, 8682743]	[]
328_1960	chr3	15601524	15601924	+	1000	122.5	[]	[]	[8.179078]	[110]	[]	[15601730]
328_1961	chr6	27472857	27473257	+	1000	122.5	[6.222328]	[220]	[]	[]	[27473093]	[]
328_1962	chr7	92528430	92528830	+	1000	122.5	[]	[]	[3.6733, 6.1545486]	[65, 120]	[]	[92528591, 92528646]
328_1963	chr9	93095362	93095762	+	1000	122.5	[]	[]	[9.620428, 3.269727]	[282, 299]	[]	[93095593, 93095610]
328_1964	chr1	1032990	1033390	+	1000	122.0	[12.495337]	[110]	[]	[]	[1033172]	[]
328_1966	chr1	206635272	206635672	+	1000	122.0	[7.866057]	[148]	[6.8275504]	[120]	[206635497]	[206635469]
328_1967	chr11	518681	519081	+	1000	122.0	[]	[]	[2.5690284, 11.993847]	[122, 127]	[]	[518900, 518905]
328_1968	chr11	66002116	66002516	+	1000	122.0	[]	[]	[4.7072515]	[202]	[]	[66002330]
328_197	chr17	67717680	67718080	+	1000	342.5	[3.0744905]	[78]	[4.177957]	[137]	[67717858]	[67717917]
328_1970	chr16	138506	138906	+	1000	122.0	[]	[]	[2.8212347]	[127]	[]	[138687]
328_1971	chr17	7404088	7404488	+	1000	122.0	[]	[]	[14.69308, 9.12484]	[131, 143]	[]	[7404308, 7404320]
328_1972	chr19	38224091	38224491	+	1000	122.0	[5.4250016]	[79]	[4.346475]	[101]	[38224253]	[38224275]
328_1973	chr2	69386995	69387395	+	1000	122.0	[]	[]	[3.1783206, 4.218778]	[179, 180]	[]	[69387163, 69387164]
328_1974	chr2	85418287	85418687	+	1000	122.0	[]	[]	[12.990925]	[119]	[]	[85418501]
328_1975	chr22	39520026	39520426	+	1000	122.0	[9.188223]	[143]	[3.2536256]	[173]	[39520242]	[39520272]
328_1976	chr5	179732485	179732885	+	1000	122.0	[7.029858]	[226]	[]	[]	[179732718]	[]
328_1977	chr6	43369510	43369910	+	1000	122.0	[11.110157, 4.3619943]	[200, 234]	[]	[]	[43369726, 43369760]	[]
328_1978	chr7	1044195	1044595	+	1000	122.0	[2.7697217]	[114]	[]	[]	[1044399]	[]
328_198	chr22	42500070	42500470	+	1000	342.5	[]	[]	[5.870418, 7.7793875, 4.4846845, 10.688726]	[70, 76, 92, 150]	[]	[42500232, 42500238, 42500254, 42500312]
328_1982	chr1	15834753	15835153	+	1000	121.5	[7.679162, 12.672721]	[140, 151]	[]	[]	[15834939, 15834950]	[]
328_1983	chr1	89994843	89995243	+	1000	121.5	[12.706172, 6.033701]	[90, 124]	[]	[]	[89995030, 89995064]	[]
328_1984	chr12	49264806	49265206	+	1000	121.5	[4.711571]	[113]	[12.990925]	[100]	[49265013]	[49265000]
328_1985	chr12	112382261	112382661	+	1000	121.5	[13.503932, 7.679162]	[106, 118]	[15.368152]	[65]	[112382461, 112382473]	[112382420]
328_1986	chr16	58001152	58001552	+	1000	121.5	[6.2064075, 2.7793214, 3.1707146, 17.300081]	[119, 141, 142, 147]	[2.693586]	[130]	[58001358, 58001380, 58001381, 58001386]	[58001369]
328_1987	chr16	85688814	85689214	+	1000	121.5	[6.606056]	[124]	[]	[]	[85688993]	[]
328_1988	chr17	44200020	44200420	+	1000	121.5	[3.0055277]	[139]	[2.6685436, 4.904422, 17.32727, 3.1566477]	[80, 86, 98, 166]	[44200239]	[44200180, 44200186, 44200198, 44200266]
328_1989	chr2	73214042	73214442	+	1000	121.5	[]	[]	[15.683595, 8.391923, 2.8274646]	[73, 93, 119]	[]	[73214206, 73214226, 73214252]
328_1990	chr22	23281784	23282184	+	1000	121.5	[]	[]	[11.133082]	[99]	[]	[23281958]
328_1991	chr5	173331930	173332330	+	1000	121.5	[5.795598, 15.7706]	[104, 120]	[]	[]	[173332131, 173332147]	[]
328_1993	chr7	75739192	75739592	+	1000	121.5	[13.024539]	[87]	[8.444955]	[147]	[75739374]	[75739434]
328_1994	chr7	129952797	129953197	+	1000	121.5	[]	[]	[9.194568, 4.6792946, 3.1964796]	[144, 166, 182]	[]	[129952995, 129953017, 129953033]
328_1995	chrX	154516112	154516512	+	1000	121.5	[14.403408, 4.5341234]	[164, 176]	[12.159073]	[210]	[154516303, 154516315]	[154516349]
328_1997	chr17	42181114	42181514	+	1000	121.0	[10.147991, 7.243655]	[122, 175]	[3.104432, 17.8843]	[137, 156]	[42181303, 42181356]	[42181318, 42181337]
328_1998	chr17	48892143	48892543	+	1000	121.0	[5.579906, 6.4438624]	[135, 136]	[]	[]	[48892378, 48892379]	[]
328_1999	chr19	13833569	13833969	+	1000	121.0	[7.0358257, 5.7349105]	[100, 137]	[5.0395474]	[86]	[13833743, 13833780]	[13833729]
328_200	chr1	8878579	8878979	+	1000	341.5	[10.120802]	[95]	[2.9028428]	[166]	[8878750]	[8878821]
328_2001	chr19	55353906	55354306	+	1000	121.0	[4.3287973, 4.127368, 6.359074, 12.439831, 9.427467]	[141, 171, 186, 191, 232]	[]	[]	[55354059, 55354089, 55354104, 55354109, 55354150]	[]
328_2002	chr2	191677791	191678191	+	1000	121.0	[6.76158]	[208]	[10.286185]	[142]	[191678010]	[191677944]
328_2003	chr20	38926024	38926424	+	1000	121.0	[5.7176523]	[96]	[10.945224]	[161]	[38926196]	[38926261]
328_2004	chr5	181027983	181028383	+	1000	121.0	[]	[]	[13.603134]	[115]	[]	[181028195]
328_2005	chr6	18155106	18155506	+	1000	121.0	[8.157188]	[122]	[3.3008976, 3.9018242]	[142, 169]	[18155282]	[18155302, 18155329]
328_2006	chr7	98401114	98401514	+	1000	121.0	[]	[]	[17.261343]	[70]	[]	[98401279]
328_2007	chr8	143278555	143278955	+	1000	121.0	[3.3704493]	[157]	[4.567485, 18.568264]	[139, 150]	[143278782]	[143278764, 143278775]
328_2008	chr9	132354864	132355264	+	1000	121.0	[19.063852, 14.325035]	[127, 160]	[15.502276]	[203]	[132355031, 132355064]	[132355107]
328_2012	chr14	36661593	36661993	+	1000	120.5	[8.637538]	[138]	[3.2382984]	[153]	[36661797]	[36661812]
328_2013	chr19	2841202	2841602	+	1000	120.5	[4.8123426]	[204]	[]	[]	[2841446]	[]
328_2016	chr2	130181432	130181832	+	1000	120.5	[12.323883, 2.5486119]	[150, 155]	[]	[]	[130181615, 130181620]	[]
328_2018	chr3	155870349	155870749	+	1000	120.5	[3.77574]	[118]	[15.4701605]	[97]	[155870522]	[155870501]
328_2019	chr4	128061020	128061420	+	1000	120.5	[2.9063473, 2.7917027, 14.325035]	[142, 147, 165]	[]	[]	[128061231, 128061236, 128061254]	[]
328_202	chr16	1964671	1965071	+	1000	341.0	[11.543353]	[119]	[]	[]	[1964883]	[]
328_2020	chr5	109689152	109689552	+	1000	120.5	[8.426253]	[101]	[18.568264]	[133]	[109689331]	[109689363]
328_2021	chr5	177086813	177087213	+	1000	120.5	[]	[]	[4.150653, 6.085312]	[142, 223]	[]	[177086972, 177087053]
328_2022	chr7	6059023	6059423	+	1000	120.5	[7.7263536]	[141]	[16.02719, 7.6392083]	[124, 170]	[6059243]	[6059226, 6059272]
328_2023	chr7	90244951	90245351	+	1000	120.5	[18.568264]	[110]	[]	[]	[90245160]	[]
328_2024	chr8	20072615	20073015	+	1000	120.5	[9.670113]	[166]	[]	[]	[20072865]	[]
328_2026	chr9	36258298	36258698	+	1000	120.5	[17.748928]	[104]	[]	[]	[36258487]	[]
328_2027	chr1	23559390	23559790	+	1000	120.0	[8.506349, 8.931656]	[108, 141]	[]	[]	[23559543, 23559576]	[]
328_2028	chr1	202341881	202342281	+	1000	120.0	[]	[]	[4.6362133]	[190]	[]	[202342102]
328_2029	chr1	248906011	248906411	+	1000	120.0	[]	[]	[4.4077635, 16.019585, 17.196825]	[53, 58, 76]	[]	[248906162, 248906167, 248906185]
328_2030	chr11	560627	561027	+	1000	120.0	[]	[]	[11.51787, 5.840709, 5.8635864, 5.5535927, 2.6179235]	[157, 162, 188, 193, 215]	[]	[560805, 560810, 560836, 560841, 560863]
328_2031	chr22	21045625	21046025	+	1000	120.0	[]	[]	[3.8577232, 6.0121346]	[113, 132]	[]	[21045828, 21045847]
328_2033	chr3	197736768	197737168	+	1000	120.0	[3.6402473, 11.270485]	[94, 140]	[]	[]	[197736955, 197737001]	[]
328_2034	chr5	90529515	90529915	+	1000	120.0	[]	[]	[13.499411]	[226]	[]	[90529755]
328_2035	chr7	27361361	27361761	+	1000	120.0	[]	[]	[3.3180373]	[73]	[]	[27361532]
328_2036	chr8	66774985	66775385	+	1000	120.0	[]	[]	[15.34917, 19.063852]	[86, 105]	[]	[66775156, 66775175]
328_2038	chr1	18579339	18579739	+	1000	119.5	[4.7556267, 3.8814056, 12.159073]	[96, 123, 128]	[]	[]	[18579526, 18579553, 18579558]	[]
328_2039	chr10	101830504	101830904	+	1000	119.5	[14.0042305, 8.357032, 10.602403]	[106, 157, 162]	[]	[]	[101830672, 101830723, 101830728]	[]
328_204	chr10	28302893	28303293	+	1000	340.5	[]	[]	[7.420619, 10.413139, 11.288374, 2.6384938]	[95, 115, 120, 145]	[]	[28303082, 28303102, 28303107, 28303132]
328_2040	chr10	102714260	102714660	+	1000	119.5	[]	[]	[3.5577562]	[148]	[]	[102714461]
328_2041	chr12	31659023	31659423	+	1000	119.5	[5.8911376]	[116]	[9.991709]	[89]	[31659205]	[31659178]
328_2042	chr16	89926296	89926696	+	1000	119.5	[5.277882, 8.258217]	[72, 73]	[3.7959652]	[143]	[89926460, 89926461]	[89926531]
328_2044	chr17	44968204	44968604	+	1000	119.5	[3.2781606, 10.072305]	[92, 112]	[9.188614, 9.91024]	[152, 164]	[44968382, 44968402]	[44968442, 44968454]
328_2045	chr19	39046128	39046528	+	1000	119.5	[3.528919, 2.8000762]	[193, 194]	[]	[]	[39046344, 39046345]	[]
328_2046	chr19	45769294	45769694	+	1000	119.5	[9.403342]	[65]	[4.5335116, 12.588434]	[113, 119]	[45769451]	[45769499, 45769505]
328_2047	chr2	219597957	219598357	+	1000	119.5	[]	[]	[7.983356]	[220]	[]	[219598197]
328_2048	chr20	43513905	43514305	+	1000	119.5	[]	[]	[4.5439596, 15.137045]	[79, 112]	[]	[43514073, 43514106]
328_2050	chr22	38705431	38705831	+	1000	119.5	[2.7183967]	[183]	[]	[]	[38705672]	[]
328_2051	chr7	128455668	128456068	+	1000	119.5	[]	[]	[4.961893, 6.5501246, 3.3579204, 3.9891994]	[61, 82, 93, 96]	[]	[128455829, 128455850, 128455861, 128455864]
328_2052	chr1	51878693	51879093	+	1000	119.0	[]	[]	[15.302202]	[228]	[]	[51878936]
328_2053	chr1	156728652	156729052	+	1000	119.0	[5.474059]	[178]	[]	[]	[156728850]	[]
328_2054	chr12	118135813	118136213	+	1000	119.0	[]	[]	[11.206567, 9.430473]	[154, 173]	[]	[118136035, 118136054]
328_2055	chr14	23237674	23238074	+	1000	119.0	[14.83831, 6.200871, 9.173884, 17.08989, 19.091042]	[61, 67, 72, 91, 121]	[]	[]	[23237833, 23237839, 23237844, 23237863, 23237893]	[]
328_2056	chr16	2603197	2603597	+	1000	119.0	[]	[]	[5.6500025, 2.8020978]	[93, 149]	[]	[2603389, 2603445]
328_2058	chr17	36948701	36949101	+	1000	119.0	[8.784505, 19.063852]	[135, 158]	[]	[]	[36948912, 36948935]	[]
328_2060	chr6	33299258	33299658	+	1000	119.0	[3.236725]	[97]	[11.908585]	[116]	[33299413]	[33299432]
328_2061	chr6	33317781	33318181	+	1000	119.0	[8.114702]	[267]	[]	[]	[33318002]	[]
328_2062	chr1	110407524	110407924	+	1000	118.5	[]	[]	[3.5867753, 5.921199]	[118, 123]	[]	[110407698, 110407703]
328_2063	chr1	150268867	150269267	+	1000	118.5	[8.700421]	[126]	[5.942334]	[161]	[150269058]	[150269093]
328_2064	chr12	131440917	131441317	+	1000	118.5	[11.729688, 12.504489, 10.774897]	[99, 129, 148]	[]	[]	[131441103, 131441133, 131441152]	[]
328_2065	chr3	125916055	125916455	+	1000	118.5	[14.403408, 8.336533]	[196, 236]	[]	[]	[125916257, 125916297]	[]
328_2066	chr5	87412784	87413184	+	1000	118.5	[]	[]	[14.566105]	[210]	[]	[87413032]
328_2067	chr6	31660507	31660907	+	1000	118.5	[]	[]	[7.744344]	[205]	[]	[31660717]
328_2070	chr1	151146552	151146952	+	1000	118.0	[7.79073, 2.8791986]	[104, 128]	[]	[]	[151146722, 151146746]	[]
328_2071	chr10	131900397	131900797	+	1000	118.0	[3.8238559]	[72]	[12.095856]	[153]	[131900557]	[131900638]
328_2072	chr12	53006035	53006435	+	1000	118.0	[5.6886024, 3.7277443, 17.300081]	[86, 137, 142]	[]	[]	[53006207, 53006258, 53006263]	[]
328_2073	chr14	45134104	45134504	+	1000	118.0	[2.8052588]	[127]	[6.0003076]	[101]	[45134320]	[45134294]
328_2074	chr16	2223312	2223712	+	1000	118.0	[5.816098, 8.193903]	[125, 164]	[]	[]	[2223471, 2223510]	[]
328_2076	chr16	79770113	79770513	+	1000	118.0	[]	[]	[3.4473517]	[140]	[]	[79770272]
328_2078	chr19	16897350	16897750	+	1000	118.0	[2.710025, 11.366746, 6.481151, 6.9758525, 6.9792857]	[69, 81, 107, 149, 160]	[]	[]	[16897503, 16897515, 16897541, 16897583, 16897594]	[]
328_2079	chr19	44747387	44747787	+	1000	118.0	[4.421936, 4.2384243]	[151, 191]	[4.6905413]	[112]	[44747584, 44747624]	[44747545]
328_2080	chr21	14215888	14216288	+	1000	118.0	[10.806789, 15.4701605]	[101, 132]	[16.50567, 15.965972]	[81, 174]	[14216066, 14216097]	[14216046, 14216139]
328_2081	chr3	48663932	48664332	+	1000	118.0	[3.300262]	[118]	[]	[]	[48664102]	[]
328_2082	chr5	131796939	131797339	+	1000	118.0	[]	[]	[6.9873977, 7.018417]	[132, 139]	[]	[131797138, 131797145]
328_2083	chr7	4883702	4884102	+	1000	118.0	[]	[]	[19.063852, 11.862557]	[151, 170]	[]	[4883920, 4883939]
328_2084	chr7	102748747	102749147	+	1000	118.0	[]	[]	[2.8308053]	[148]	[]	[102748960]
328_2085	chr1	6602695	6603095	+	1000	117.5	[]	[]	[6.8799114, 3.3193514, 2.7932575, 7.692777]	[114, 165, 189, 198]	[]	[6602847, 6602898, 6602922, 6602931]
328_2086	chr1	28552685	28553085	+	1000	117.5	[3.604346, 9.536294]	[92, 113]	[]	[]	[28552864, 28552885]	[]
328_2087	chr11	66466524	66466924	+	1000	117.5	[6.2099605]	[150]	[9.282294, 13.945839, 9.079445]	[84, 123, 143]	[66466754]	[66466688, 66466727, 66466747]
328_2088	chr11	73761120	73761520	+	1000	117.5	[]	[]	[10.346245, 3.7732263]	[129, 211]	[]	[73761275, 73761357]
328_2089	chr17	79797175	79797575	+	1000	117.5	[]	[]	[8.952075, 4.1041303, 4.1511416, 2.8549025]	[110, 151, 157, 208]	[]	[79797326, 79797367, 79797373, 79797424]
328_2090	chr19	9324062	9324462	+	1000	117.5	[]	[]	[2.6988816]	[117]	[]	[9324243]
328_2091	chr19	35744790	35745190	+	1000	117.5	[]	[]	[9.397907]	[131]	[]	[35744971]
328_2095	chr5	10353525	10353925	+	1000	117.5	[12.604595, 4.673068, 7.0087113]	[146, 162, 167]	[]	[]	[10353678, 10353694, 10353699]	[]
328_2096	chr5	168579578	168579978	+	1000	117.5	[5.641519]	[181]	[7.3912115]	[242]	[168579758]	[168579819]
328_2097	chr6	32853872	32854272	+	1000	117.5	[]	[]	[7.573692]	[104]	[]	[32854032]
328_2098	chr8	66925384	66925784	+	1000	117.5	[12.144051, 13.70639]	[108, 130]	[]	[]	[66925580, 66925602]	[]
328_2100	chr9	128947459	128947859	+	1000	117.5	[13.802416]	[118]	[10.953835, 17.791183]	[158, 173]	[128947632]	[128947672, 128947687]
328_2101	chr1	959098	959498	+	1000	117.0	[17.300081, 4.4222174, 8.500792]	[134, 146, 161]	[]	[]	[959311, 959323, 959338]	[]
328_2102	chr11	329447	329847	+	1000	117.0	[]	[]	[12.131885]	[176]	[]	[329659]
328_2103	chr12	98644875	98645275	+	1000	117.0	[16.081026, 3.6340857]	[196, 201]	[]	[]	[98645110, 98645115]	[]
328_2104	chr14	23301502	23301902	+	1000	117.0	[7.5851464, 12.453082]	[192, 219]	[]	[]	[23301723, 23301750]	[]
328_2105	chr16	67481052	67481452	+	1000	117.0	[]	[]	[17.0627, 4.313016, 6.082324]	[158, 213, 219]	[]	[67481224, 67481279, 67481285]
328_2106	chr17	30831700	30832100	+	1000	117.0	[3.0971124]	[104]	[]	[]	[30831869]	[]
328_2107	chr2	44168282	44168682	+	1000	117.0	[]	[]	[12.996861, 2.9817605, 7.24732, 3.1184204]	[103, 108, 133, 179]	[]	[44168440, 44168445, 44168470, 44168516]
328_2109	chr4	76148289	76148689	+	1000	117.0	[7.8981147]	[182]	[]	[]	[76148539]	[]
328_211	chr6	41920980	41921380	+	1000	334.5	[]	[]	[7.5100102]	[102]	[]	[41921179]
328_2111	chr8	144755404	144755804	+	1000	117.0	[6.0629306]	[93]	[]	[]	[144755563]	[]
328_2112	chr9	114398374	114398774	+	1000	117.0	[3.423363]	[150]	[19.063852]	[184]	[114398544]	[114398578]
