#PeakID(python scan_motif.py ./ENCODE_processed_files/NR2F1_idr.fa NR2F1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
504_14143	chr8	9171970	9172370	+	939	56.0	[11.876825]	[79]	[]	[]	[9172147]	[]
504_14144	chr8	10636487	10636887	+	981	56.0	[5.7237425]	[208]	[]	[]	[10636719]	[]
504_14145	chr8	23246383	23246783	+	948	56.0	[5.7237425]	[124]	[]	[]	[23246605]	[]
504_14148	chr8	128543246	128543646	+	945	56.0	[11.876825, 10.737563]	[146, 168]	[]	[]	[128543457, 128543479]	[]
504_1415	chr12	56333700	56334100	+	1000	247.0	[7.6574984]	[159]	[]	[]	[56333851]	[]
504_14151	chr9	94238635	94239035	+	845	56.0	[]	[]	[12.247973]	[190]	[]	[94238850]
504_14153	chr9	120792926	120793326	+	884	56.0	[]	[]	[8.580908]	[151]	[]	[120793145]
504_14158	chr9	132937617	132938017	+	881	56.0	[]	[]	[6.4042497]	[232]	[]	[132937793]
504_14159	chr9	137340104	137340504	+	933	56.0	[11.876825, 12.247973]	[130, 145]	[]	[]	[137340260, 137340275]	[]
504_14161	chrX	30283509	30283909	+	984	56.0	[12.247973]	[162]	[]	[]	[30283733]	[]
504_14163	chrX	153724742	153725142	+	975	56.0	[]	[]	[11.876825]	[232]	[]	[153724989]
504_14167	chr1	23867566	23867966	+	621	55.5	[10.737563]	[134]	[]	[]	[23867789]	[]
504_14168	chr1	25167931	25168331	+	932	55.5	[]	[]	[11.876825, 12.247973]	[247, 256]	[]	[25168173, 25168182]
504_14169	chr1	26723271	26723671	+	599	55.5	[]	[]	[8.580908]	[149]	[]	[26723480]
504_1417	chr6	28396652	28397052	+	1000	247.0	[]	[]	[11.876825]	[111]	[]	[28396832]
504_14171	chr1	35505930	35506330	+	709	55.5	[8.580908]	[148]	[]	[]	[35506148]	[]
504_14174	chr1	51237932	51238332	+	600	55.5	[7.441646]	[162]	[]	[]	[51238163]	[]
504_14175	chr1	109241494	109241894	+	961	55.5	[]	[]	[12.247973]	[231]	[]	[109241677]
504_14177	chr1	119205155	119205555	+	674	55.5	[]	[]	[11.876825]	[202]	[]	[119205396]
504_14178	chr1	148279926	148280326	+	970	55.5	[7.441646, 12.247973]	[304, 312]	[]	[]	[148280161, 148280169]	[]
504_1418	chr15	88639339	88639739	+	1000	246.5	[7.441646, 10.737563]	[119, 128]	[]	[]	[88639529, 88639538]	[]
504_14183	chr1	179037521	179037921	+	919	55.5	[]	[]	[11.876825]	[101]	[]	[179037714]
504_14185	chr1	203315166	203315566	+	978	55.5	[11.876825, 6.0331016]	[182, 190]	[]	[]	[203315376, 203315384]	[]
504_14187	chr1	211711277	211711677	+	748	55.5	[]	[]	[8.79676]	[216]	[]	[211711435]
504_1419	chr20	53175390	53175790	+	1000	246.5	[8.580908]	[125]	[]	[]	[53175606]	[]
504_14191	chr10	17655865	17656265	+	985	55.5	[8.580908]	[121]	[]	[]	[17656077]	[]
504_14192	chr10	49177345	49177745	+	953	55.5	[]	[]	[11.876825]	[292]	[]	[49177573]
504_14195	chr10	126638428	126638828	+	948	55.5	[]	[]	[8.580908]	[101]	[]	[126638608]
504_14199	chr11	46541429	46541829	+	975	55.5	[12.247973]	[313]	[]	[]	[46541623]	[]
504_142	chr11	43920819	43921219	+	1000	551.0	[]	[]	[11.876825]	[136]	[]	[43921034]
504_1420	chr3	31486801	31487201	+	1000	246.5	[]	[]	[11.108711]	[104]	[]	[31486967]
504_14203	chr11	76319022	76319422	+	975	55.5	[]	[]	[11.876825]	[173]	[]	[76319260]
504_14204	chr11	78355295	78355695	+	982	55.5	[8.580908]	[101]	[7.6574984]	[83]	[78355480]	[78355462]
504_14205	chr11	94826346	94826746	+	825	55.5	[12.247973]	[152]	[]	[]	[94826537]	[]
504_14208	chr11	126062961	126063361	+	926	55.5	[]	[]	[8.580908]	[167]	[]	[126063136]
504_1421	chr3	186997050	186997450	+	1000	246.5	[]	[]	[11.876825]	[89]	[]	[186997202]
504_14210	chr12	47652938	47653338	+	917	55.5	[11.108711, 11.108711]	[177, 210]	[]	[]	[47653103, 47653136]	[]
504_14215	chr12	124490695	124491095	+	924	55.5	[]	[]	[11.108711]	[123]	[]	[124490877]
504_14217	chr15	34121729	34122129	+	915	55.5	[]	[]	[5.7237425]	[139]	[]	[34121953]
504_1422	chr9	306923	307323	+	1000	246.5	[]	[]	[11.876825]	[89]	[]	[307103]
504_14221	chr16	29604757	29605157	+	758	55.5	[11.876825]	[88]	[]	[]	[29604911]	[]
504_14224	chr16	47448749	47449149	+	935	55.5	[]	[]	[6.0948906]	[95]	[]	[47448910]
504_14227	chr16	70653737	70654137	+	931	55.5	[]	[]	[10.737563]	[138]	[]	[70653894]
504_14228	chr16	85379860	85380260	+	962	55.5	[11.108711]	[135]	[]	[]	[85380083]	[]
504_14233	chr17	10702575	10702975	+	966	55.5	[11.876825]	[133]	[]	[]	[10702771]	[]
504_14234	chr17	39134922	39135322	+	972	55.5	[]	[]	[8.580908]	[124]	[]	[39135140]
504_14236	chr17	44098343	44098743	+	544	55.5	[11.876825]	[174]	[]	[]	[44098523]	[]
504_14237	chr17	80899368	80899768	+	961	55.5	[12.247973]	[139]	[]	[]	[80899555]	[]
504_14238	chr17	81285415	81285815	+	599	55.5	[5.7237425]	[127]	[10.737563]	[139]	[81285616]	[81285628]
504_1424	chrX	68186944	68187344	+	1000	246.5	[]	[]	[11.876825]	[97]	[]	[68187114]
504_14241	chr18	50806249	50806649	+	960	55.5	[]	[]	[7.6574984]	[287]	[]	[50806495]
504_14244	chr19	3821897	3822297	+	656	55.5	[6.4042497]	[170]	[]	[]	[3822132]	[]
504_14247	chr19	15844473	15844873	+	712	55.5	[]	[]	[6.0948906]	[131]	[]	[15844692]
504_14251	chr2	7028801	7029201	+	807	55.5	[]	[]	[10.737563]	[157]	[]	[7028964]
504_14252	chr2	17646169	17646569	+	964	55.5	[6.0948906]	[239]	[]	[]	[17646415]	[]
504_14253	chr2	28621155	28621555	+	712	55.5	[8.580908]	[121]	[7.441646]	[169]	[28621349]	[28621397]
504_1426	chr5	56085159	56085559	+	1000	246.0	[11.876825]	[99]	[]	[]	[56085324]	[]
504_14262	chr2	216316047	216316447	+	955	55.5	[12.247973]	[112]	[]	[]	[216316241]	[]
504_14263	chr2	233343154	233343554	+	758	55.5	[]	[]	[11.876825]	[85]	[]	[233343310]
504_14264	chr20	25188200	25188600	+	977	55.5	[8.79676]	[147]	[]	[]	[25188424]	[]
504_14265	chr20	25623538	25623938	+	969	55.5	[10.737563]	[144]	[]	[]	[25623777]	[]
504_14267	chr20	50368857	50369257	+	943	55.5	[11.108711]	[120]	[6.0948906]	[200]	[50369023]	[50369103]
504_14269	chr21	42893305	42893705	+	973	55.5	[]	[]	[6.0331016, 10.737563, 5.7237425]	[82, 110, 135]	[]	[42893479, 42893507, 42893532]
504_14272	chr22	32700209	32700609	+	902	55.5	[11.108711]	[145]	[11.108711]	[152]	[32700416]	[32700423]
504_14273	chr22	39486966	39487366	+	868	55.5	[11.876825]	[185]	[]	[]	[39487208]	[]
504_14274	chr3	101642875	101643275	+	580	55.5	[]	[]	[11.876825]	[114]	[]	[101643036]
504_14276	chr4	6732435	6732835	+	792	55.5	[]	[]	[8.79676]	[228]	[]	[6732664]
504_14277	chr4	78730526	78730926	+	899	55.5	[11.876825]	[151]	[]	[]	[78730689]	[]
504_14278	chr4	163166911	163167311	+	861	55.5	[12.247973]	[164]	[]	[]	[163167075]	[]
504_1428	chr1	186375327	186375727	+	1000	245.5	[]	[]	[12.247973]	[146]	[]	[186375550]
504_14282	chr5	82290002	82290402	+	745	55.5	[12.247973]	[122]	[11.876825]	[111]	[82290199]	[82290188]
504_14287	chr5	141708023	141708423	+	945	55.5	[12.247973]	[139]	[]	[]	[141708226]	[]
504_14288	chr5	143162821	143163221	+	639	55.5	[12.247973]	[136]	[]	[]	[143163042]	[]
504_14290	chr5	171405502	171405902	+	967	55.5	[]	[]	[12.247973]	[107]	[]	[171405662]
504_14295	chr6	16337722	16338122	+	881	55.5	[10.737563]	[158]	[]	[]	[16337904]	[]
504_14296	chr6	20397040	20397440	+	776	55.5	[7.441646]	[72]	[]	[]	[20397208]	[]
504_14299	chr6	27288216	27288616	+	964	55.5	[7.6574984]	[138]	[]	[]	[27288371]	[]
504_143	chr6	42104105	42104505	+	1000	549.0	[11.876825, 11.876825]	[68, 80]	[]	[]	[42104270, 42104282]	[]
504_14300	chr6	27591180	27591580	+	981	55.5	[5.7237425]	[233]	[]	[]	[27591422]	[]
504_14305	chr6	146741596	146741996	+	952	55.5	[]	[]	[12.247973]	[134]	[]	[146741788]
504_14307	chr6	152095198	152095598	+	971	55.5	[5.7237425]	[170]	[11.876825]	[184]	[152095383]	[152095397]
504_14309	chr6	163353973	163354373	+	624	55.5	[11.108711]	[137]	[]	[]	[163354186]	[]
504_1431	chr17	62191532	62191932	+	1000	245.5	[]	[]	[12.247973, 11.876825]	[102, 110]	[]	[62191731, 62191739]
504_14310	chr7	873333	873733	+	955	55.5	[10.737563]	[127]	[]	[]	[873534]	[]
504_14311	chr7	2408274	2408674	+	949	55.5	[8.79676, 8.580908]	[118, 128]	[]	[]	[2408468, 2408478]	[]
504_14312	chr7	74165102	74165502	+	644	55.5	[12.247973]	[213]	[]	[]	[74165310]	[]
504_14313	chr7	95608678	95609078	+	970	55.5	[12.247973, 11.108711]	[75, 150]	[]	[]	[95608845, 95608920]	[]
504_14314	chr7	101058400	101058800	+	748	55.5	[]	[]	[10.737563]	[140]	[]	[101058618]
504_14315	chr7	129953283	129953683	+	976	55.5	[12.247973]	[112]	[]	[]	[129953478]	[]
504_1432	chr9	5849868	5850268	+	1000	245.5	[12.247973]	[98]	[]	[]	[5850066]	[]
504_14320	chr8	124447232	124447632	+	657	55.5	[6.0948906, 7.6574984]	[125, 153]	[]	[]	[124447388, 124447416]	[]
504_14321	chr8	141280321	141280721	+	961	55.5	[7.6574984, 7.6574984]	[137, 189]	[]	[]	[141280518, 141280570]	[]
504_14322	chr9	87041911	87042311	+	811	55.5	[10.737563]	[104]	[]	[]	[87042085]	[]
504_14325	chrX	23931180	23931580	+	764	55.5	[]	[]	[5.9149733]	[201]	[]	[23931343]
504_14326	chrX	30275515	30275915	+	981	55.5	[]	[]	[11.108711]	[147]	[]	[30275754]
504_14328	chrX	71057096	71057496	+	978	55.5	[7.6574984]	[97]	[]	[]	[71057283]	[]
504_14329	chrX	152204910	152205310	+	954	55.5	[12.247973]	[190]	[12.247973, 11.108711]	[143, 173]	[152205142]	[152205095, 152205125]
504_1433	chr1	27074230	27074630	+	1000	245.0	[]	[]	[11.108711]	[125]	[]	[27074389]
504_14332	chr1	16013106	16013506	+	971	55.0	[]	[]	[10.737563]	[96]	[]	[16013295]
504_14333	chr1	23389848	23390248	+	836	55.0	[7.6574984]	[281]	[]	[]	[23390095]	[]
504_14338	chr1	34844208	34844608	+	902	55.0	[8.580908]	[107]	[]	[]	[34844410]	[]
504_14339	chr1	35564577	35564977	+	968	55.0	[11.108711, 11.108711]	[180, 213]	[]	[]	[35564755, 35564788]	[]
504_1434	chr1	53837171	53837571	+	1000	245.0	[11.876825]	[108]	[]	[]	[53837357]	[]
504_14340	chr1	42686034	42686434	+	626	55.0	[11.876825]	[184]	[12.247973]	[199]	[42686249]	[42686264]
504_14342	chr1	65363092	65363492	+	966	55.0	[12.247973, 7.6574984, 12.247973]	[137, 146, 156]	[]	[]	[65363283, 65363292, 65363302]	[]
504_14347	chr1	109190996	109191396	+	914	55.0	[8.79676, 12.247973]	[125, 131]	[]	[]	[109191199, 109191205]	[]
504_14348	chr1	144551668	144552068	+	934	55.0	[10.737563, 5.7237425]	[92, 149]	[]	[]	[144551854, 144551911]	[]
504_14349	chr1	150613570	150613970	+	960	55.0	[5.9149733]	[75]	[]	[]	[150613732]	[]
504_1435	chr17	64320950	64321350	+	1000	245.0	[10.737563]	[113]	[11.876825]	[104]	[64321148]	[64321139]
504_14352	chr1	200886544	200886944	+	960	55.0	[11.876825]	[230]	[11.876825]	[248]	[200886713]	[200886731]
504_14353	chr1	206907262	206907662	+	813	55.0	[]	[]	[11.876825]	[186]	[]	[206907444]
504_14354	chr1	211524032	211524432	+	949	55.0	[]	[]	[12.247973, 10.737563]	[153, 172]	[]	[211524262, 211524281]
504_14355	chr1	214326351	214326751	+	973	55.0	[11.876825]	[165]	[]	[]	[214326558]	[]
504_14357	chr10	13526915	13527315	+	754	55.0	[11.876825]	[138]	[]	[]	[13527108]	[]
504_1436	chr17	77389419	77389819	+	1000	245.0	[12.247973]	[89]	[7.6574984]	[71]	[77389599]	[77389581]
504_14360	chr10	24958770	24959170	+	967	55.0	[]	[]	[6.0331016]	[121]	[]	[24958926]
504_14365	chr11	59201374	59201774	+	748	55.0	[]	[]	[12.247973]	[107]	[]	[59201557]
504_14368	chr11	66322785	66323185	+	971	55.0	[11.876825]	[286]	[]	[]	[66323035]	[]
504_1437	chr19	55517253	55517653	+	1000	245.0	[]	[]	[6.0331016]	[171]	[]	[55517456]
504_14370	chr11	72314233	72314633	+	885	55.0	[12.247973]	[74]	[]	[]	[72314387]	[]
504_14371	chr11	77043031	77043431	+	870	55.0	[12.247973]	[108]	[]	[]	[77043220]	[]
504_14374	chr11	117232223	117232623	+	960	55.0	[]	[]	[5.7237425]	[110]	[]	[117232381]
504_14375	chr11	118838886	118839286	+	768	55.0	[8.580908]	[150]	[]	[]	[118839118]	[]
504_14379	chr12	101865920	101866320	+	651	55.0	[12.247973, 7.6574984]	[92, 122]	[]	[]	[101866077, 101866107]	[]
504_1438	chr20	35954587	35954987	+	1000	245.0	[]	[]	[12.247973, 11.108711]	[76, 106]	[]	[35954755, 35954785]
504_14386	chr14	67715803	67716203	+	841	55.0	[11.876825]	[98]	[]	[]	[67715978]	[]
504_14388	chr14	75536109	75536509	+	963	55.0	[12.247973]	[205]	[]	[]	[75536357]	[]
504_14389	chr14	96508877	96509277	+	914	55.0	[7.6574984]	[150]	[11.876825]	[166]	[96509100]	[96509116]
504_14390	chr14	103372716	103373116	+	902	55.0	[11.876825]	[122]	[8.580908]	[194]	[103372871]	[103372943]
504_14391	chr14	103390464	103390864	+	968	55.0	[7.6574984]	[196]	[]	[]	[103390641]	[]
504_14394	chr15	68400026	68400426	+	966	55.0	[]	[]	[12.247973]	[174]	[]	[68400235]
504_14395	chr15	74800102	74800502	+	940	55.0	[5.7237425]	[162]	[]	[]	[74800339]	[]
504_14399	chr16	46573563	46573963	+	894	55.0	[11.108711]	[355]	[]	[]	[46573801]	[]
504_144	chr16	88992485	88992885	+	1000	548.5	[10.737563]	[135]	[]	[]	[88992713]	[]
504_1440	chr1	204177165	204177565	+	1000	244.5	[8.580908]	[112]	[]	[]	[204177365]	[]
504_14402	chr16	84484591	84484991	+	971	55.0	[]	[]	[7.6574984]	[84]	[]	[84484771]
504_14405	chr17	6575093	6575493	+	564	55.0	[]	[]	[12.247973]	[171]	[]	[6575319]
504_14407	chr17	7241669	7242069	+	788	55.0	[]	[]	[11.876825]	[192]	[]	[7241835]
504_14408	chr17	29147294	29147694	+	974	55.0	[12.247973]	[89]	[]	[]	[29147447]	[]
504_14411	chr17	73467007	73467407	+	975	55.0	[]	[]	[10.737563]	[180]	[]	[73467217]
504_14412	chr17	77444476	77444876	+	954	55.0	[11.876825]	[223]	[]	[]	[77444720]	[]
504_14413	chr18	12302372	12302772	+	952	55.0	[]	[]	[10.737563]	[188]	[]	[12302597]
504_14414	chr18	22559877	22560277	+	898	55.0	[11.108711]	[173]	[]	[]	[22560039]	[]
504_14416	chr18	55096701	55097101	+	973	55.0	[6.0331016]	[174]	[]	[]	[55096861]	[]
504_14418	chr19	2962006	2962406	+	766	55.0	[]	[]	[8.580908]	[186]	[]	[2962249]
504_14423	chr19	11597396	11597796	+	909	55.0	[10.737563]	[236]	[8.580908]	[164]	[11597641]	[11597569]
504_14424	chr19	13203089	13203489	+	690	55.0	[8.79676]	[134]	[11.876825]	[150]	[13203290]	[13203306]
504_14425	chr19	34316654	34317054	+	907	55.0	[12.247973]	[129]	[]	[]	[34316859]	[]
504_14426	chr19	47005312	47005712	+	969	55.0	[10.737563, 12.247973]	[217, 252]	[6.0331016]	[193]	[47005520, 47005555]	[47005496]
504_14427	chr19	49528244	49528644	+	548	55.0	[]	[]	[10.737563, 10.737563]	[116, 123]	[]	[49528433, 49528440]
504_1443	chr17	16488431	16488831	+	1000	244.5	[12.247973]	[90]	[]	[]	[16488609]	[]
504_14430	chr19	55270419	55270819	+	672	55.0	[8.580908]	[79]	[]	[]	[55270592]	[]
504_14431	chr19	58554806	58555206	+	949	55.0	[7.441646]	[265]	[]	[]	[58555019]	[]
504_14432	chr2	11863746	11864146	+	968	55.0	[12.247973]	[125]	[]	[]	[11863971]	[]
504_14433	chr2	16767914	16768314	+	972	55.0	[12.247973]	[191]	[]	[]	[16768107]	[]
504_14436	chr2	88057452	88057852	+	884	55.0	[12.247973]	[111]	[]	[]	[88057629]	[]
504_1444	chr19	38338956	38339356	+	1000	244.5	[11.876825]	[108]	[]	[]	[38339132]	[]
504_14441	chr2	190896528	190896928	+	637	55.0	[]	[]	[12.247973]	[135]	[]	[190896738]
504_14442	chr20	38592440	38592840	+	931	55.0	[10.737563]	[83]	[]	[]	[38592594]	[]
504_14444	chr21	29646853	29647253	+	973	55.0	[]	[]	[12.247973]	[156]	[]	[29647073]
504_14449	chr22	29383687	29384087	+	927	55.0	[10.737563, 11.876825, 11.876825]	[70, 132, 139]	[]	[]	[29383842, 29383904, 29383911]	[]
504_1445	chr4	705204	705604	+	1000	244.5	[]	[]	[10.737563, 11.108711]	[87, 106]	[]	[705380, 705399]
504_14453	chr3	24451604	24452004	+	972	55.0	[10.737563]	[182]	[12.247973]	[114]	[24451852]	[24451784]
504_14455	chr3	42740461	42740861	+	739	55.0	[6.0948906]	[137]	[]	[]	[42740616]	[]
504_1446	chr6	43393122	43393522	+	1000	244.5	[]	[]	[8.79676]	[78]	[]	[43393290]
504_14469	chr5	131373439	131373839	+	967	55.0	[]	[]	[7.441646]	[133]	[]	[131373592]
504_1447	chr8	105243984	105244384	+	1000	244.5	[]	[]	[8.79676]	[163]	[]	[105244198]
504_14471	chr5	172443363	172443763	+	973	55.0	[]	[]	[11.876825]	[113]	[]	[172443564]
504_14473	chr6	15096989	15097389	+	940	55.0	[]	[]	[8.79676, 8.79676]	[167, 212]	[]	[15097161, 15097206]
504_14474	chr6	15555050	15555450	+	959	55.0	[6.0948906]	[177]	[]	[]	[15555237]	[]
504_14478	chr6	52578095	52578495	+	942	55.0	[]	[]	[12.247973]	[141]	[]	[52578271]
504_14479	chr6	111646625	111647025	+	854	55.0	[11.108711, 11.876825]	[118, 125]	[]	[]	[111646842, 111646849]	[]
504_1448	chrUn_KI270745v1	22346	22746	+	1000	244.5	[11.876825, 11.876825]	[165, 213]	[]	[]	[22545, 22593]	[]
504_14483	chr6	157487383	157487783	+	962	55.0	[8.580908]	[181]	[]	[]	[157487623]	[]
504_14484	chr6	167735244	167735644	+	905	55.0	[]	[]	[11.876825, 11.876825, 11.876825, 11.876825, 11.876825]	[165, 191, 217, 230, 243]	[]	[167735416, 167735442, 167735468, 167735481, 167735494]
504_14486	chr7	65006660	65007060	+	672	55.0	[]	[]	[7.6574984]	[293]	[]	[65006888]
504_1449	chr1	1239752	1240152	+	1000	244.0	[11.876825, 10.737563, 11.108711, 10.737563]	[74, 116, 123, 130]	[]	[]	[1239911, 1239953, 1239960, 1239967]	[]
504_14491	chr7	140647098	140647498	+	941	55.0	[]	[]	[12.247973]	[127]	[]	[140647297]
504_14492	chr7	150406707	150407107	+	960	55.0	[11.876825]	[137]	[]	[]	[150406925]	[]
504_14493	chr8	22141772	22142172	+	647	55.0	[11.876825]	[105]	[]	[]	[22141972]	[]
504_14494	chr8	40990729	40991129	+	911	55.0	[]	[]	[12.247973]	[223]	[]	[40990937]
504_14497	chr8	95074183	95074583	+	820	55.0	[]	[]	[8.580908]	[166]	[]	[95074421]
504_145	chr6	13987346	13987746	+	1000	548.5	[11.876825]	[106]	[]	[]	[13987546]	[]
504_1450	chr1	236168742	236169142	+	1000	244.0	[11.108711, 8.580908]	[86, 91]	[]	[]	[236168923, 236168928]	[]
504_14500	chr8	141346819	141347219	+	947	55.0	[6.4042497]	[231]	[]	[]	[141347052]	[]
504_14501	chr9	94085345	94085745	+	958	55.0	[]	[]	[11.108711]	[198]	[]	[94085588]
504_14502	chr9	123326656	123327056	+	849	55.0	[11.876825, 11.876825, 11.876825]	[136, 163, 181]	[]	[]	[123326836, 123326863, 123326881]	[]
504_14506	chrX	12944953	12945353	+	911	55.0	[]	[]	[8.580908]	[170]	[]	[12945168]
504_14507	chrX	47940460	47940860	+	793	55.0	[12.247973]	[111]	[]	[]	[47940651]	[]
504_14509	chrX	120286622	120287022	+	952	55.0	[11.108711]	[233]	[]	[]	[120286842]	[]
504_1451	chr21	44012555	44012955	+	1000	244.0	[]	[]	[12.247973, 6.0331016, 10.737563]	[109, 125, 132]	[]	[44012739, 44012755, 44012762]
504_14510	chrX	154730585	154730985	+	963	55.0	[]	[]	[12.247973]	[245]	[]	[154730795]
504_14515	chr1	120273354	120273754	+	926	54.5	[11.108711]	[81]	[]	[]	[120273505]	[]
504_14521	chr1	203955013	203955413	+	652	54.5	[]	[]	[12.247973]	[76]	[]	[203955170]
504_14524	chr1	247210554	247210954	+	937	54.5	[8.580908]	[107]	[]	[]	[247210747]	[]
504_14526	chr10	42722427	42722827	+	903	54.5	[6.0948906]	[225]	[]	[]	[42722631]	[]
504_14527	chr10	91312314	91312714	+	947	54.5	[8.580908]	[174]	[]	[]	[91312551]	[]
504_14529	chr10	110008445	110008845	+	942	54.5	[]	[]	[10.737563]	[126]	[]	[110008659]
504_1453	chr6	43059701	43060101	+	1000	244.0	[]	[]	[11.876825]	[109]	[]	[43059897]
504_14531	chr11	9652101	9652501	+	769	54.5	[]	[]	[12.247973]	[121]	[]	[9652289]
504_14533	chr11	44556861	44557261	+	962	54.5	[12.247973]	[78]	[]	[]	[44557035]	[]
504_14536	chr11	64845226	64845626	+	958	54.5	[]	[]	[8.580908]	[104]	[]	[64845410]
504_14537	chr11	75314018	75314418	+	596	54.5	[10.737563]	[139]	[]	[]	[75314243]	[]
504_14539	chr11	113584857	113585257	+	939	54.5	[]	[]	[7.441646]	[249]	[]	[113585098]
504_14542	chr12	106357996	106358396	+	933	54.5	[]	[]	[11.108711]	[166]	[]	[106358240]
504_14545	chr12	131242848	131243248	+	957	54.5	[]	[]	[8.580908]	[201]	[]	[131243065]
504_14547	chr15	55936847	55937247	+	957	54.5	[]	[]	[11.876825]	[147]	[]	[55937020]
504_14548	chr15	74010862	74011262	+	955	54.5	[]	[]	[8.580908, 8.580908]	[99, 160]	[]	[74011029, 74011090]
504_1455	chr1	212485610	212486010	+	1000	243.5	[11.876825, 11.876825]	[84, 103]	[]	[]	[212485767, 212485786]	[]
504_14553	chr16	47624946	47625346	+	959	54.5	[8.580908]	[121]	[]	[]	[47625132]	[]
504_14554	chr16	68141991	68142391	+	859	54.5	[5.7237425]	[152]	[]	[]	[68142171]	[]
504_14559	chr17	50427650	50428050	+	965	54.5	[8.580908]	[160]	[]	[]	[50427811]	[]
504_14567	chr19	510575	510975	+	916	54.5	[8.580908]	[188]	[]	[]	[510775]	[]
504_1457	chr21	46018616	46019016	+	1000	243.5	[]	[]	[11.108711, 11.876825]	[84, 93]	[]	[46018798, 46018807]
504_14572	chr19	33595769	33596169	+	941	54.5	[11.876825]	[221]	[]	[]	[33596012]	[]
504_14576	chr2	25322847	25323247	+	958	54.5	[]	[]	[11.876825]	[223]	[]	[25323078]
504_14578	chr2	37672608	37673008	+	965	54.5	[8.580908]	[183]	[]	[]	[37672856]	[]
504_14579	chr2	43193361	43193761	+	634	54.5	[]	[]	[11.108711, 8.580908]	[196, 217]	[]	[43193584, 43193605]
504_1458	chr6	20272665	20273065	+	1000	243.5	[]	[]	[8.580908, 11.876825]	[127, 144]	[]	[20272877, 20272894]
504_14586	chr2	235460509	235460909	+	886	54.5	[7.6574984]	[174]	[]	[]	[235460723]	[]
504_14587	chr20	3847006	3847406	+	958	54.5	[]	[]	[11.876825]	[203]	[]	[3847205]
504_14589	chr20	35742427	35742827	+	959	54.5	[6.4042497]	[159]	[]	[]	[35742664]	[]
504_1459	chr7	158740754	158741154	+	1000	243.5	[12.247973]	[70]	[]	[]	[158740921]	[]
504_14591	chr21	39322813	39323213	+	598	54.5	[8.580908, 7.6574984]	[88, 96]	[]	[]	[39322982, 39322990]	[]
504_14595	chr22	30870239	30870639	+	937	54.5	[]	[]	[6.0948906]	[119]	[]	[30870399]
504_14598	chr22	46935681	46936081	+	957	54.5	[]	[]	[10.737563]	[98]	[]	[46935851]
504_146	chr1	22451492	22451892	+	1000	548.0	[12.247973, 11.876825]	[134, 141]	[]	[]	[22451709, 22451716]	[]
504_1460	chr19	11578271	11578671	+	1000	243.0	[]	[]	[5.7237425, 11.108711]	[112, 126]	[]	[11578469, 11578483]
504_14600	chr3	9398740	9399140	+	915	54.5	[7.6574984]	[120]	[8.580908]	[139]	[9398923]	[9398942]
504_14601	chr3	12679527	12679927	+	918	54.5	[]	[]	[8.79676, 8.79676]	[124, 132]	[]	[12679736, 12679744]
504_14605	chr3	57951453	57951853	+	962	54.5	[]	[]	[11.876825]	[95]	[]	[57951626]
504_14609	chr4	10205209	10205609	+	946	54.5	[]	[]	[12.247973]	[150]	[]	[10205422]
504_1461	chr11	44333307	44333707	+	1000	242.5	[]	[]	[12.247973]	[175]	[]	[44333534]
504_14612	chr4	153058288	153058688	+	781	54.5	[11.876825]	[110]	[]	[]	[153058495]	[]
504_14618	chr5	132076506	132076906	+	937	54.5	[10.737563, 12.247973]	[104, 176]	[]	[]	[132076673, 132076745]	[]
504_1462	chr19	14507695	14508095	+	1000	242.5	[11.108711]	[116]	[]	[]	[14507895]	[]
504_14620	chr6	4803460	4803860	+	961	54.5	[]	[]	[12.247973]	[104]	[]	[4803635]
504_14622	chr6	6678224	6678624	+	725	54.5	[]	[]	[8.79676, 8.580908]	[125, 174]	[]	[6678423, 6678472]
504_14628	chr6	83006249	83006649	+	708	54.5	[11.876825]	[93]	[]	[]	[83006413]	[]
504_14629	chr6	108083419	108083819	+	839	54.5	[]	[]	[10.737563]	[146]	[]	[108083646]
504_1463	chr2	152134457	152134857	+	1000	242.5	[12.247973]	[98]	[]	[]	[152134617]	[]
504_14630	chr6	108736208	108736608	+	879	54.5	[8.580908]	[142]	[]	[]	[108736419]	[]
504_14633	chr6	143840604	143841004	+	674	54.5	[]	[]	[12.247973]	[93]	[]	[143840793]
504_14634	chr6	144779175	144779575	+	913	54.5	[]	[]	[11.108711]	[95]	[]	[144779364]
504_14635	chr7	874037	874437	+	954	54.5	[11.108711]	[99]	[]	[]	[874213]	[]
504_14638	chr7	100152436	100152836	+	964	54.5	[10.737563]	[203]	[]	[]	[100152652]	[]
504_14640	chr7	128005651	128006051	+	900	54.5	[]	[]	[6.4042497]	[239]	[]	[128005900]
504_14642	chr7	139116077	139116477	+	572	54.5	[]	[]	[11.876825, 12.247973]	[67, 74]	[]	[139116242, 139116249]
504_14645	chr7	143989260	143989660	+	956	54.5	[11.108711]	[125]	[]	[]	[143989473]	[]
504_14646	chr8	23221473	23221873	+	829	54.5	[8.79676]	[194]	[]	[]	[23221711]	[]
504_14647	chr8	37881859	37882259	+	859	54.5	[]	[]	[11.876825]	[287]	[]	[37882054]
504_14649	chr8	97207777	97208177	+	747	54.5	[11.108711]	[152]	[]	[]	[97207996]	[]
