#PeakID(python scan_motif.py ./ENCODE_processed_files/E2F7_idr.fa E2F7 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
103_12813	chr13	102394408	102394808	+	557	25.0	[13.948019]	[163]	[]	[]	[102394587]	[]
103_12819	chr15	40512126	40512526	+	594	25.0	[4.3509426]	[91]	[]	[]	[40512298]	[]
103_12832	chr16	15550776	15551176	+	583	25.0	[]	[]	[8.3977785]	[189]	[]	[15550999]
103_12835	chr16	23510597	23510997	+	573	25.0	[]	[]	[4.3509426]	[107]	[]	[23510765]
103_12843	chr16	78437410	78437810	+	565	25.0	[]	[]	[8.3977785]	[154]	[]	[78437623]
103_12848	chr17	27569230	27569630	+	592	25.0	[]	[]	[8.3977785]	[108]	[]	[27569437]
103_12853	chr17	42291581	42291981	+	601	25.0	[4.3509426]	[107]	[]	[]	[42291770]	[]
103_12862	chr17	79810333	79810733	+	587	25.0	[13.948019]	[116]	[]	[]	[79810489]	[]
103_12863	chr17	79845443	79845843	+	633	25.0	[]	[]	[7.2898073]	[115]	[]	[79845628]
103_12864	chr17	81832261	81832661	+	598	25.0	[8.3977785, 8.468314]	[135, 154]	[]	[]	[81832465, 81832484]	[]
103_12867	chr17	82876900	82877300	+	620	25.0	[]	[]	[8.3977785]	[212]	[]	[82877135]
103_12875	chr19	2151670	2152070	+	559	25.0	[7.2898073]	[155]	[]	[]	[2151914]	[]
103_12884	chr19	17234683	17235083	+	560	25.0	[]	[]	[7.2898073]	[193]	[]	[17234921]
103_12886	chr19	19385429	19385829	+	626	25.0	[8.3977785]	[119]	[4.3509426]	[150]	[19385589]	[19385620]
103_12893	chr19	41325191	41325591	+	602	25.0	[8.3977785]	[224]	[]	[]	[41325425]	[]
103_12899	chr19	49426069	49426469	+	591	25.0	[]	[]	[4.3509426]	[136]	[]	[49426286]
103_129	chr15	43824687	43825087	+	1000	191.5	[]	[]	[15.05599]	[88]	[]	[43824860]
103_1290	chr1	234546780	234547180	+	1000	53.5	[]	[]	[8.3977785, 8.3977785]	[102, 142]	[]	[234546966, 234547006]
103_12904	chr19	58347619	58348019	+	601	25.0	[4.3509426]	[118]	[]	[]	[58347833]	[]
103_12906	chr2	26344584	26344984	+	609	25.0	[8.3977785]	[175]	[8.3977785]	[209]	[26344797]	[26344831]
103_12907	chr2	38602989	38603389	+	570	25.0	[7.2898073]	[104]	[4.3509426]	[144]	[38603173]	[38603213]
103_12917	chr2	205885528	205885928	+	578	25.0	[8.933427, 8.3977785]	[92, 117]	[8.3977785]	[155]	[205885715, 205885740]	[205885778]
103_1292	chr11	67826383	67826783	+	1000	53.5	[15.05599]	[116]	[]	[]	[67826572]	[]
103_12929	chr21	42496242	42496642	+	573	25.0	[]	[]	[7.2898073]	[119]	[]	[42496411]
103_1294	chr16	2215138	2215538	+	1000	53.5	[7.2898073]	[124]	[]	[]	[2215350]	[]
103_12956	chr22	23158481	23158881	+	572	25.0	[8.3977785]	[205]	[]	[]	[23158701]	[]
103_12958	chr22	39532753	39533153	+	612	25.0	[]	[]	[8.3977785]	[131]	[]	[39532907]
103_12969	chr3	98593480	98593880	+	630	25.0	[]	[]	[15.05599, 8.3977785]	[105, 173]	[]	[98593657, 98593725]
103_1297	chr18	158217	158617	+	1000	53.5	[15.05599]	[108]	[]	[]	[158405]	[]
103_12970	chr3	123961045	123961445	+	556	25.0	[8.3977785]	[166]	[7.2898073]	[73]	[123961294]	[123961201]
103_12988	chr4	143184241	143184641	+	591	25.0	[]	[]	[4.3509426]	[131]	[]	[143184437]
103_130	chr19	50384194	50384594	+	1000	191.5	[]	[]	[15.05599]	[91]	[]	[50384367]
103_13005	chr5	131634873	131635273	+	564	25.0	[7.2898073]	[145]	[]	[]	[131635113]	[]
103_13011	chr5	173029647	173030047	+	613	25.0	[8.3977785]	[123]	[]	[]	[173029862]	[]
103_13012	chr5	177086813	177087213	+	575	25.0	[]	[]	[4.3509426]	[170]	[]	[177087054]
103_13014	chr5	177516707	177517107	+	603	25.0	[8.468314]	[165]	[]	[]	[177516875]	[]
103_13018	chr6	3978180	3978580	+	623	25.0	[8.3977785]	[135]	[]	[]	[3978387]	[]
103_13027	chr6	27830690	27831090	+	607	25.0	[]	[]	[4.3509426]	[150]	[]	[27830908]
103_1303	chr4	24584470	24584870	+	1000	53.5	[8.3977785]	[114]	[15.05599]	[101]	[24584654]	[24584641]
103_13036	chr6	34424118	34424518	+	594	25.0	[]	[]	[7.2898073]	[212]	[]	[34424358]
103_13039	chr6	37259092	37259492	+	550	25.0	[8.3977785]	[244]	[]	[]	[37259339]	[]
103_1304	chr5	62305697	62306097	+	1000	53.5	[13.948019]	[154]	[4.3509426]	[144]	[62305946]	[62305936]
103_13052	chr6	129710322	129710722	+	608	25.0	[8.3977785]	[130]	[]	[]	[129710519]	[]
103_13062	chr6	159989030	159989430	+	595	25.0	[4.3509426]	[140]	[]	[]	[159989229]	[]
103_13067	chr7	44082109	44082509	+	570	25.0	[]	[]	[7.2898073]	[157]	[]	[44082353]
103_1307	chr6	8102358	8102758	+	1000	53.5	[8.3977785]	[94]	[]	[]	[8102523]	[]
103_131	chr5	137754497	137754897	+	1000	191.0	[11.009154]	[131]	[]	[]	[137754720]	[]
103_1310	chr7	135557734	135558134	+	1000	53.5	[7.2898073]	[114]	[8.3977785]	[177]	[135557896]	[135557959]
103_13105	chr7	158976942	158977342	+	573	25.0	[8.3977785]	[56]	[8.3977785]	[60]	[158977098]	[158977102]
103_13108	chr8	27837643	27838043	+	543	25.0	[]	[]	[8.468314]	[200]	[]	[27837862]
103_1311	chr7	156893411	156893811	+	1000	53.5	[7.2898073]	[135]	[7.2898073]	[139]	[156893636]	[156893640]
103_13114	chr8	119832638	119833038	+	572	25.0	[]	[]	[4.3509426]	[119]	[]	[119832800]
103_13117	chr8	129939912	129940312	+	620	25.0	[4.3509426, 8.3977785]	[158, 193]	[]	[]	[129940080, 129940115]	[]
103_13120	chr8	144508153	144508553	+	603	25.0	[8.3977785]	[146]	[]	[]	[144508336]	[]
103_13122	chr9	37913567	37913967	+	608	25.0	[8.3977785]	[151]	[]	[]	[37913806]	[]
103_13124	chr9	69170965	69171365	+	575	25.0	[8.933427]	[135]	[]	[]	[69171197]	[]
103_13138	chrX	30652813	30653213	+	585	25.0	[]	[]	[8.3977785]	[127]	[]	[30652992]
103_1314	chr1	16519286	16519686	+	1000	53.0	[8.3977785, 8.3977785]	[97, 138]	[]	[]	[16519465, 16519506]	[]
103_13140	chrX	71283160	71283560	+	593	25.0	[8.3977785]	[236]	[]	[]	[71283401]	[]
103_13145	chr1	6613420	6613820	+	587	24.5	[7.2898073]	[148]	[]	[]	[6613652]	[]
103_13150	chr1	16151313	16151713	+	574	24.5	[]	[]	[8.3977785]	[226]	[]	[16151544]
103_13152	chr1	23691573	23691973	+	587	24.5	[]	[]	[8.3977785]	[188]	[]	[23691788]
103_13178	chr1	160362323	160362723	+	569	24.5	[]	[]	[8.3977785]	[139]	[]	[160362537]
103_1318	chr1	155050350	155050750	+	1000	53.0	[15.05599]	[143]	[13.948019, 4.3509426]	[85, 164]	[155050571]	[155050513, 155050592]
103_13196	chr1	231215973	231216373	+	559	24.5	[8.3977785]	[124]	[]	[]	[231216182]	[]
103_13202	chr10	13586713	13587113	+	593	24.5	[]	[]	[7.2898073]	[203]	[]	[13586945]
103_13211	chr10	70404673	70405073	+	584	24.5	[7.2898073]	[113]	[]	[]	[70404847]	[]
103_13228	chr11	86143636	86144036	+	579	24.5	[]	[]	[8.3977785]	[172]	[]	[86143826]
103_13231	chr11	96507593	96507993	+	588	24.5	[]	[]	[8.468314]	[186]	[]	[96507809]
103_1326	chr13	107931291	107931691	+	1000	53.0	[]	[]	[8.3977785, 8.3977785]	[124, 139]	[]	[107931507, 107931522]
103_13266	chr15	66323582	66323982	+	553	24.5	[8.3977785]	[201]	[]	[]	[66323788]	[]
103_13268	chr15	75204351	75204751	+	550	24.5	[]	[]	[8.3977785]	[140]	[]	[75204551]
103_13274	chr16	2154421	2154821	+	565	24.5	[8.3977785]	[166]	[]	[]	[2154592]	[]
103_13277	chr16	14633951	14634351	+	580	24.5	[8.3977785]	[80]	[]	[]	[14634120]	[]
103_13281	chr16	19718010	19718410	+	556	24.5	[8.3977785]	[64]	[]	[]	[19718172]	[]
103_13285	chr16	29663483	29663883	+	574	24.5	[7.2898073]	[170]	[]	[]	[29663657]	[]
103_13287	chr16	46831405	46831805	+	571	24.5	[]	[]	[4.3509426]	[157]	[]	[46831611]
103_1329	chr19	12789851	12790251	+	1000	53.0	[8.3977785]	[97]	[]	[]	[12790009]	[]
103_13294	chr17	29722380	29722780	+	572	24.5	[]	[]	[7.2898073, 8.3977785]	[164, 180]	[]	[29722592, 29722608]
103_133	chr16	88803564	88803964	+	1000	190.0	[4.3509426]	[66]	[13.948019, 15.05599]	[94, 106]	[88803725]	[88803753, 88803765]
103_1330	chr19	35612591	35612991	+	1000	53.0	[]	[]	[7.2898073, 13.948019]	[124, 133]	[]	[35612805, 35612814]
103_13315	chr19	14571994	14572394	+	558	24.5	[]	[]	[8.3977785]	[130]	[]	[14572179]
103_1332	chr2	10044156	10044556	+	1000	53.0	[]	[]	[15.05599]	[62]	[]	[10044309]
103_13326	chr19	50724366	50724766	+	571	24.5	[4.3509426]	[140]	[]	[]	[50724569]	[]
103_13328	chr19	58543609	58544009	+	569	24.5	[8.3977785]	[114]	[]	[]	[58543799]	[]
103_1333	chr2	86195430	86195830	+	1000	53.0	[4.3509426]	[164]	[11.009154]	[126]	[86195642]	[86195604]
103_13348	chr2	181954159	181954559	+	580	24.5	[7.2898073]	[128]	[7.2898073]	[186]	[181954352]	[181954410]
103_1335	chr3	9646039	9646439	+	1000	53.0	[8.468314]	[219]	[]	[]	[9646276]	[]
103_13356	chr20	44521883	44522283	+	575	24.5	[]	[]	[8.3977785]	[159]	[]	[44522051]
103_1336	chr3	121834913	121835313	+	1000	53.0	[]	[]	[8.3977785]	[102]	[]	[121835076]
103_1337	chr3	196842761	196843161	+	1000	53.0	[]	[]	[8.3977785]	[93]	[]	[196842954]
103_1338	chr4	128288084	128288484	+	1000	53.0	[4.3509426, 8.3977785]	[90, 104]	[]	[]	[128288258, 128288272]	[]
103_13386	chr22	21728110	21728510	+	552	24.5	[]	[]	[8.3977785]	[227]	[]	[21728355]
103_13391	chr22	22663827	22664227	+	558	24.5	[]	[]	[8.3977785]	[105]	[]	[22663981]
103_13396	chr22	41565406	41565806	+	606	24.5	[8.3977785]	[154]	[]	[]	[41565631]	[]
103_1340	chr6	32178104	32178504	+	1000	53.0	[15.05599]	[203]	[]	[]	[32178318]	[]
103_13402	chr3	128416337	128416737	+	572	24.5	[8.3977785]	[67]	[]	[]	[128416499]	[]
103_13404	chr3	139343824	139344224	+	554	24.5	[7.2898073]	[107]	[]	[]	[139344000]	[]
103_13422	chr4	159192085	159192485	+	545	24.5	[]	[]	[8.3977785]	[137]	[]	[159192285]
103_13426	chr5	6632988	6633388	+	570	24.5	[]	[]	[9.901183]	[178]	[]	[6633238]
103_13431	chr5	103562371	103562771	+	568	24.5	[7.2898073]	[112]	[13.948019]	[182]	[103562549]	[103562619]
103_13453	chr6	27127812	27128212	+	562	24.5	[]	[]	[8.3977785]	[59]	[]	[27127963]
103_13454	chr6	27147706	27148106	+	560	24.5	[]	[]	[4.3509426]	[119]	[]	[27147880]
103_13456	chr6	30530035	30530435	+	578	24.5	[8.3977785]	[148]	[]	[]	[30530201]	[]
103_13461	chr6	42746695	42747095	+	584	24.5	[]	[]	[7.2898073]	[154]	[]	[42746920]
103_13475	chr6	149749812	149750212	+	557	24.5	[7.2898073]	[189]	[]	[]	[149750045]	[]
103_135	chrX	154478903	154479303	+	1000	188.0	[15.05599, 9.901183]	[95, 179]	[]	[]	[154479070, 154479154]	[]
103_13506	chr7	140943332	140943732	+	592	24.5	[]	[]	[4.3509426]	[214]	[]	[140943563]
103_13524	chr8	143683965	143684365	+	597	24.5	[8.468314]	[195]	[]	[]	[143684175]	[]
103_13539	chr9	131216275	131216675	+	587	24.5	[]	[]	[8.468314]	[190]	[]	[131216503]
103_1355	chr11	78292090	78292490	+	1000	52.5	[]	[]	[8.933427]	[66]	[]	[78292248]
103_1356	chr11	108498360	108498760	+	1000	52.5	[8.3977785, 4.3509426]	[55, 109]	[15.05599]	[75]	[108498512, 108498566]	[108498532]
103_13568	chr1	202349208	202349608	+	543	24.0	[8.3977785]	[115]	[]	[]	[202349373]	[]
103_1357	chr17	36482883	36483283	+	1000	52.5	[]	[]	[13.948019]	[131]	[]	[36483108]
103_13582	chr10	69312759	69313159	+	558	24.0	[]	[]	[8.3977785]	[145]	[]	[69312954]
103_13586	chr10	79346868	79347268	+	552	24.0	[8.3977785]	[84]	[]	[]	[79347031]	[]
103_13587	chr10	80662676	80663076	+	546	24.0	[8.3977785]	[134]	[]	[]	[80662897]	[]
103_13588	chr10	100359088	100359488	+	552	24.0	[8.3977785]	[124]	[]	[]	[100359271]	[]
103_136	chr7	152675886	152676286	+	1000	187.5	[15.05599]	[140]	[]	[]	[152676114]	[]
103_1360	chr19	39845560	39845960	+	1000	52.5	[]	[]	[15.05599]	[87]	[]	[39845730]
103_13611	chr12	71664034	71664434	+	548	24.0	[]	[]	[8.3977785]	[137]	[]	[71664211]
103_13613	chr12	108857906	108858306	+	562	24.0	[4.3509426]	[139]	[]	[]	[108858134]	[]
103_13615	chr13	41194243	41194643	+	559	24.0	[7.2898073, 7.2898073]	[69, 126]	[]	[]	[41194401, 41194458]	[]
103_1363	chr20	3203876	3204276	+	1000	52.5	[]	[]	[15.05599]	[103]	[]	[3204054]
103_13630	chr16	13919361	13919761	+	546	24.0	[]	[]	[7.2898073]	[153]	[]	[13919588]
103_13634	chr16	46689202	46689602	+	574	24.0	[]	[]	[8.3977785]	[172]	[]	[46689426]
103_13668	chr19	45244770	45245170	+	559	24.0	[15.05599]	[174]	[]	[]	[45245008]	[]
103_13675	chr2	53991948	53992348	+	567	24.0	[8.3977785]	[68]	[]	[]	[53992100]	[]
103_13688	chr20	44960310	44960710	+	547	24.0	[8.3977785]	[116]	[]	[]	[44960487]	[]
103_1369	chr4	98864538	98864938	+	1000	52.5	[15.05599]	[98]	[]	[]	[98864720]	[]
103_13692	chr21	14677030	14677430	+	554	24.0	[8.3977785]	[178]	[]	[]	[14677232]	[]
103_13696	chr21	46634443	46634843	+	547	24.0	[]	[]	[8.3977785]	[188]	[]	[46634649]
103_137	chr9	131125416	131125816	+	1000	186.5	[4.3509426]	[137]	[7.2898073]	[116]	[131125595]	[131125574]
103_1371	chr5	139293366	139293766	+	1000	52.5	[15.05599]	[116]	[]	[]	[139293517]	[]
103_13729	chr4	169008793	169009193	+	560	24.0	[]	[]	[8.468314]	[155]	[]	[169008987]
103_13733	chr5	115262654	115263054	+	551	24.0	[7.2898073]	[183]	[]	[]	[115262891]	[]
103_13745	chr6	27124333	27124733	+	568	24.0	[]	[]	[8.3977785]	[176]	[]	[27124546]
103_13761	chr6	157304697	157305097	+	549	24.0	[]	[]	[8.3977785]	[173]	[]	[157304902]
103_13788	chr8	26577721	26578121	+	561	24.0	[8.3977785]	[225]	[]	[]	[26577970]	[]
103_13799	chr9	128692968	128693368	+	565	24.0	[]	[]	[8.3977785]	[169]	[]	[128693168]
103_13803	chr9	130943705	130944105	+	556	24.0	[]	[]	[8.468314]	[121]	[]	[130943901]
103_13818	chr17	46188949	46189349	+	544	23.5	[]	[]	[8.3977785]	[98]	[]	[46189116]
103_1382	chr1	34859728	34860128	+	1000	52.0	[4.3509426]	[80]	[]	[]	[34859893]	[]
103_13825	chr4	86895644	86896044	+	542	23.5	[8.3977785]	[135]	[]	[]	[86895811]	[]
103_13832	chr7	24980396	24980796	+	553	23.5	[]	[]	[7.2898073]	[129]	[]	[24980560]
103_1386	chr1	153634299	153634699	+	1000	52.0	[]	[]	[8.3977785]	[138]	[]	[153634525]
103_1387	chr1	174999354	174999754	+	1000	52.0	[7.360343]	[132]	[]	[]	[174999570]	[]
103_1389	chr10	42645046	42645446	+	1000	52.0	[7.2898073]	[134]	[]	[]	[42645259]	[]
103_139	chr19	46788659	46789059	+	1000	185.5	[15.05599]	[81]	[]	[]	[46788839]	[]
103_1390	chr11	47578688	47579088	+	1000	52.0	[8.3977785]	[183]	[]	[]	[47578938]	[]
103_1391	chr11	64007792	64008192	+	1000	52.0	[]	[]	[13.948019]	[124]	[]	[64007998]
103_1392	chr12	49092207	49092607	+	1000	52.0	[]	[]	[8.3977785, 4.3509426]	[68, 141]	[]	[49092373, 49092446]
103_1397	chr17	75784977	75785377	+	1000	52.0	[]	[]	[15.05599, 8.3977785]	[168, 203]	[]	[75785181, 75785216]
103_1401	chr19	43639904	43640304	+	1000	52.0	[]	[]	[13.948019]	[157]	[]	[43640088]
103_141	chr19	35744721	35745121	+	1000	183.5	[7.2898073]	[129]	[4.3509426, 7.2898073, 4.3509426]	[117, 131, 142]	[35744945]	[35744933, 35744947, 35744958]
103_1413	chr22	50525557	50525957	+	1000	52.0	[8.3977785, 4.3509426]	[83, 107]	[7.2898073]	[109]	[50525729, 50525753]	[50525755]
103_1416	chr7	2353885	2354285	+	1000	52.0	[7.2898073]	[165]	[]	[]	[2354098]	[]
103_142	chr12	121686845	121687245	+	1000	183.0	[7.2898073]	[139]	[]	[]	[121687072]	[]
103_1420	chr1	9495245	9495645	+	1000	51.5	[]	[]	[8.3977785, 13.948019]	[95, 104]	[]	[9495431, 9495440]
103_1421	chr1	27608567	27608967	+	1000	51.5	[]	[]	[8.3977785]	[130]	[]	[27608754]
103_1423	chr1	40979650	40980050	+	1000	51.5	[7.2898073]	[172]	[4.3509426]	[191]	[40979866]	[40979885]
103_1426	chr10	11898468	11898868	+	1000	51.5	[]	[]	[8.3977785]	[185]	[]	[11898717]
103_1428	chr11	73983330	73983730	+	1000	51.5	[]	[]	[8.3977785]	[116]	[]	[73983519]
103_143	chr15	64381294	64381694	+	1000	182.0	[8.3977785, 13.948019, 4.3509426]	[76, 103, 149]	[]	[]	[64381453, 64381480, 64381526]	[]
103_1436	chr17	78665821	78666221	+	1000	51.5	[]	[]	[8.3977785]	[159]	[]	[78666059]
103_144	chr11	9573386	9573786	+	1000	180.0	[15.05599, 7.2898073, 4.3509426]	[78, 105, 121]	[]	[]	[9573539, 9573566, 9573582]	[]
103_1447	chr3	165918640	165919040	+	1000	51.5	[15.05599]	[97]	[]	[]	[165918812]	[]
103_1448	chr5	134648304	134648704	+	1000	51.5	[]	[]	[15.05599]	[178]	[]	[134648550]
103_1451	chr7	66606895	66607295	+	1000	51.5	[13.948019]	[78]	[7.2898073]	[152]	[66607072]	[66607146]
103_1454	chr7	150994588	150994988	+	1000	51.5	[]	[]	[8.3977785]	[130]	[]	[150994811]
103_1455	chr8	10777308	10777708	+	1000	51.5	[8.3977785]	[84]	[]	[]	[10777483]	[]
103_1457	chr8	134832274	134832674	+	1000	51.5	[8.3977785]	[110]	[]	[]	[134832444]	[]
103_1459	chr9	129246547	129246947	+	1000	51.5	[]	[]	[7.2898073]	[115]	[]	[129246722]
103_1464	chr1	31928610	31929010	+	1000	51.0	[]	[]	[8.3977785, 8.3977785]	[126, 200]	[]	[31928771, 31928845]
103_1467	chr1	163321715	163322115	+	1000	51.0	[]	[]	[8.3977785, 8.3977785]	[168, 187]	[]	[163321942, 163321961]
103_147	chr3	36993323	36993723	+	1000	177.5	[]	[]	[4.3509426]	[125]	[]	[36993539]
103_1470	chr1	236794997	236795397	+	1000	51.0	[]	[]	[8.3977785]	[188]	[]	[236795247]
103_1471	chr11	65261781	65262181	+	1000	51.0	[8.3977785]	[74]	[]	[]	[65261950]	[]
103_1472	chr11	66438748	66439148	+	1000	51.0	[]	[]	[4.3509426]	[162]	[]	[66438979]
103_1474	chr14	21104007	21104407	+	1000	51.0	[15.05599]	[143]	[7.2898073]	[206]	[21104189]	[21104252]
103_1479	chr19	5803815	5804215	+	1000	51.0	[]	[]	[8.3977785, 7.2898073, 8.3977785]	[101, 148, 167]	[]	[5803979, 5804026, 5804045]
103_148	chr1	111755662	111756062	+	1000	176.5	[8.3977785]	[117]	[13.948019]	[71]	[111755879]	[111755833]
103_1481	chr19	45092796	45093196	+	1000	51.0	[8.3977785]	[146]	[7.2898073]	[178]	[45092999]	[45093031]
103_1483	chr22	20328334	20328734	+	1000	51.0	[8.3977785]	[83]	[]	[]	[20328502]	[]
103_1486	chr22	22442906	22443306	+	1000	51.0	[]	[]	[8.3977785]	[111]	[]	[22443104]
103_149	chrX	24693718	24694118	+	1000	176.5	[]	[]	[4.3509426]	[118]	[]	[24693936]
103_1490	chr6	27545533	27545933	+	1000	51.0	[7.2898073]	[134]	[]	[]	[27545739]	[]
103_1491	chr6	31827568	31827968	+	1000	51.0	[7.2898073]	[149]	[]	[]	[31827792]	[]
103_1492	chr6	33410179	33410579	+	1000	51.0	[4.3509426]	[105]	[8.3977785, 7.2898073, 4.3509426]	[142, 153, 163]	[33410370]	[33410407, 33410418, 33410428]
103_1496	chr7	604406	604806	+	1000	51.0	[]	[]	[8.3977785]	[107]	[]	[604588]
103_1506	chr1	31705075	31705475	+	1000	50.5	[15.05599]	[149]	[]	[]	[31705306]	[]
103_1508	chr1	117613254	117613654	+	1000	50.5	[7.2898073]	[87]	[8.3977785]	[137]	[117613424]	[117613474]
103_151	chr11	113665078	113665478	+	1000	174.5	[8.3977785, 15.05599]	[99, 174]	[]	[]	[113665244, 113665319]	[]
103_1516	chr16	8112548	8112948	+	1000	50.5	[11.009154]	[161]	[8.3977785, 11.009154]	[111, 122]	[8112793]	[8112743, 8112754]
103_1517	chr16	81495793	81496193	+	1000	50.5	[]	[]	[4.3509426]	[121]	[]	[81495994]
103_152	chr2	168890276	168890676	+	1000	174.5	[15.05599]	[82]	[]	[]	[168890444]	[]
103_1520	chr19	36528265	36528665	+	1000	50.5	[9.901183]	[73]	[9.901183]	[75]	[36528421]	[36528423]
103_1521	chr19	40750308	40750708	+	1000	50.5	[15.05599]	[174]	[]	[]	[40750540]	[]
103_1525	chr2	241149338	241149738	+	1000	50.5	[]	[]	[8.3977785]	[133]	[]	[241149550]
103_153	chr9	131180456	131180856	+	1000	174.0	[]	[]	[4.3509426]	[91]	[]	[131180640]
103_1535	chr3	142046345	142046745	+	1000	50.5	[]	[]	[8.3977785]	[161]	[]	[142046595]
103_1537	chr6	11938579	11938979	+	1000	50.5	[8.3977785]	[141]	[]	[]	[11938818]	[]
103_1538	chr6	27132801	27133201	+	1000	50.5	[11.009154]	[101]	[]	[]	[27132994]	[]
103_154	chr11	74592380	74592780	+	1000	173.5	[15.05599]	[114]	[8.3977785]	[122]	[74592590]	[74592598]
103_1541	chr6	47497161	47497561	+	1000	50.5	[8.3977785]	[84]	[]	[]	[47497343]	[]
103_1546	chr7	130070232	130070632	+	1000	50.5	[8.3977785]	[119]	[]	[]	[130070447]	[]
103_156	chr16	75432845	75433245	+	1000	171.0	[13.948019]	[100]	[]	[]	[75433044]	[]
103_1569	chr2	130181410	130181810	+	1000	50.0	[]	[]	[15.05599]	[143]	[]	[130181634]
103_1578	chr4	82373832	82374232	+	1000	50.0	[9.901183]	[119]	[]	[]	[82374035]	[]
103_1579	chr5	65925840	65926240	+	1000	50.0	[]	[]	[15.05599]	[130]	[]	[65926049]
103_158	chr6	31664921	31665321	+	1000	170.5	[13.948019]	[116]	[7.2898073]	[122]	[31665132]	[31665138]
103_1584	chr6	37083416	37083816	+	1000	50.0	[8.933427]	[105]	[]	[]	[37083605]	[]
103_159	chr7	7640258	7640658	+	1000	170.0	[]	[]	[15.05599]	[90]	[]	[7640442]
103_1590	chr8	126292645	126293045	+	1000	50.0	[]	[]	[8.3977785, 11.009154]	[73, 84]	[]	[126292799, 126292810]
103_1595	chr1	53196422	53196822	+	1000	49.5	[15.05599]	[171]	[]	[]	[53196655]	[]
103_1597	chr1	113812371	113812771	+	1000	49.5	[8.3977785]	[150]	[4.886591]	[100]	[113812618]	[113812568]
103_1598	chr10	42768811	42769211	+	1000	49.5	[7.2898073]	[156]	[7.2898073]	[160]	[42769057]	[42769061]
103_1599	chr11	2992233	2992633	+	1000	49.5	[11.009154]	[122]	[]	[]	[2992419]	[]
103_160	chr10	51699734	51700134	+	1000	169.0	[]	[]	[15.05599]	[126]	[]	[51699952]
103_1603	chr12	6534111	6534511	+	1000	49.5	[8.3977785]	[69]	[]	[]	[6534279]	[]
103_1604	chr12	6663282	6663682	+	1000	49.5	[8.3977785]	[76]	[]	[]	[6663441]	[]
103_1608	chr16	90077404	90077804	+	1000	49.5	[7.2898073]	[132]	[]	[]	[90077594]	[]
103_1609	chr17	63741837	63742237	+	1000	49.5	[15.05599]	[102]	[]	[]	[63741997]	[]
103_1619	chr22	23241823	23242223	+	1000	49.5	[8.3977785]	[117]	[]	[]	[23242000]	[]
103_162	chr19	13905873	13906273	+	1000	168.5	[13.948019, 8.3977785]	[109, 126]	[]	[]	[13906078, 13906095]	[]
103_1621	chr5	21459269	21459669	+	1000	49.5	[7.2898073]	[147]	[]	[]	[21459485]	[]
103_1622	chr5	176578265	176578665	+	1000	49.5	[]	[]	[15.05599]	[137]	[]	[176578477]
103_1623	chr6	20846550	20846950	+	1000	49.5	[]	[]	[8.3977785]	[129]	[]	[20846747]
103_1629	chr6	150167948	150168348	+	1000	49.5	[8.3977785]	[88]	[]	[]	[150168109]	[]
103_1637	chr1	32013331	32013731	+	1000	49.0	[8.3977785]	[150]	[]	[]	[32013536]	[]
103_1643	chr11	77300005	77300405	+	1000	49.0	[8.3977785]	[82]	[]	[]	[77300180]	[]
103_165	chr16	30052850	30053250	+	1000	166.5	[]	[]	[15.05599, 4.3509426, 15.05599]	[85, 99, 106]	[]	[30053030, 30053044, 30053051]
103_1651	chr16	19886208	19886608	+	1000	49.0	[15.05599]	[130]	[]	[]	[19886399]	[]
103_1652	chr16	89786680	89787080	+	1000	49.0	[8.3977785]	[102]	[]	[]	[89786879]	[]
103_1656	chr19	46638637	46639037	+	1000	49.0	[]	[]	[8.3977785]	[93]	[]	[46638806]
103_1669	chr4	121801153	121801553	+	1000	49.0	[7.2898073, 13.948019]	[86, 139]	[4.3509426]	[110]	[121801329, 121801382]	[121801353]
103_1670	chr5	94618424	94618824	+	1000	49.0	[]	[]	[15.05599]	[159]	[]	[94618654]
103_1671	chr5	131996749	131997149	+	1000	49.0	[]	[]	[8.3977785]	[74]	[]	[131996907]
103_1673	chr6	13678355	13678755	+	1000	49.0	[8.3977785]	[172]	[]	[]	[13678543]	[]
103_168	chr2	218568119	218568519	+	1000	165.5	[]	[]	[15.05599]	[128]	[]	[218568326]
103_1681	chr7	100148562	100148962	+	1000	49.0	[]	[]	[8.3977785]	[137]	[]	[100148730]
103_1688	chr9	134164662	134165062	+	1000	49.0	[7.2898073]	[129]	[4.3509426, 15.05599]	[153, 195]	[134164843]	[134164867, 134164909]
103_169	chr22	21754586	21754986	+	1000	165.5	[]	[]	[8.3977785]	[97]	[]	[21754772]
103_1690	chrX	77899162	77899562	+	1000	49.0	[]	[]	[13.948019]	[122]	[]	[77899377]
103_1694	chr1	30727716	30728116	+	1000	48.5	[8.3977785]	[118]	[]	[]	[30727902]	[]
103_1695	chr1	38012336	38012736	+	1000	48.5	[]	[]	[4.886591]	[121]	[]	[38012509]
103_1697	chr1	182839846	182840246	+	1000	48.5	[]	[]	[8.3977785, 8.468314]	[106, 142]	[]	[182840048, 182840084]
103_1698	chr1	193059220	193059620	+	1000	48.5	[8.3977785]	[78]	[7.2898073]	[121]	[193059386]	[193059429]
