#PeakID(python identify_motif.py ./ENCODE_processed_files/MYC_idr.fa MYC --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
640_17395	chr17	76189780	76190180	+	1000	55.0	[7.3538165]	[118]	[9.081068]	[111]	[76189988]	[76189981]
640_17397	chr17	76465905	76466305	+	1000	55.0	[9.081068, 7.3538165]	[77, 136]	[8.415787]	[78]	[76466077, 76466136]	[76466078]
640_17407	chr18	66257947	66258347	+	1000	55.0	[9.081068]	[87]	[8.415787]	[88]	[66258130]	[66258131]
640_17408	chr19	532762	533162	+	1000	55.0	[]	[]	[8.334265]	[99]	[]	[532938]
640_17415	chr19	14425815	14426215	+	1000	55.0	[9.081068]	[145]	[8.415787]	[146]	[14426051]	[14426052]
640_17416	chr19	15300596	15300996	+	1000	55.0	[7.3538165]	[86]	[]	[]	[15300781]	[]
640_17417	chr19	15836085	15836485	+	1000	55.0	[]	[]	[8.415787]	[162]	[]	[15836252]
640_17418	chr19	16141028	16141428	+	1000	55.0	[12.820818]	[108]	[9.859796]	[109]	[16141214]	[16141215]
640_17420	chr19	21134961	21135361	+	1000	55.0	[9.081068]	[134]	[8.415787]	[135]	[21135190]	[21135191]
640_17425	chr19	41350902	41351302	+	1000	55.0	[9.859796]	[109]	[9.957076]	[110]	[41351099]	[41351100]
640_17426	chr19	41957780	41958180	+	1000	55.0	[8.334265]	[90]	[7.5613456, 8.415787]	[91, 170]	[41957938]	[41957939, 41958018]
640_17433	chr19	49527625	49528025	+	1000	55.0	[]	[]	[7.2921777]	[144]	[]	[49527864]
640_17435	chr19	52527009	52527409	+	1000	55.0	[]	[]	[8.334265]	[74]	[]	[52527183]
640_17437	chr19	52690775	52691175	+	1000	55.0	[8.334265]	[86]	[]	[]	[52690957]	[]
640_17441	chr2	41840648	41841048	+	1000	55.0	[]	[]	[7.981569, 7.3538165]	[72, 95]	[]	[41840818, 41840841]
640_17442	chr2	42925316	42925716	+	1000	55.0	[9.081068]	[139]	[8.334265]	[96]	[42925535]	[42925492]
640_1745	chr8	6708822	6709222	+	1000	208.0	[9.957076]	[92]	[9.957076]	[93]	[6709008]	[6709009]
640_17454	chr2	121895841	121896241	+	1000	55.0	[12.820818]	[85]	[9.957076]	[86]	[121896014]	[121896015]
640_17464	chr2	231985983	231986383	+	1000	55.0	[]	[]	[9.081068]	[161]	[]	[231986229]
640_17476	chr21	37533122	37533522	+	1000	55.0	[7.981569]	[82]	[7.3805842]	[83]	[37533303]	[37533304]
640_17479	chr21	44021650	44022050	+	1000	55.0	[8.334265]	[94]	[]	[]	[44021817]	[]
640_1748	chr1	65480938	65481338	+	1000	207.0	[9.3206]	[92]	[12.820818]	[93]	[65481117]	[65481118]
640_17480	chr21	46147374	46147774	+	1000	55.0	[7.4328523]	[121]	[]	[]	[46147589]	[]
640_17502	chr3	148957668	148958068	+	1000	55.0	[]	[]	[9.081068]	[120]	[]	[148957875]
640_17514	chr4	159018038	159018438	+	1000	55.0	[12.820818]	[124]	[7.2921777, 12.820818]	[76, 125]	[159018241]	[159018193, 159018242]
640_17520	chr5	49600385	49600785	+	1000	55.0	[]	[]	[7.5613456]	[186]	[]	[49600635]
640_17528	chr5	136619906	136620306	+	1000	55.0	[]	[]	[9.081068]	[87]	[]	[136620091]
640_17532	chr5	163462355	163462755	+	1000	55.0	[9.859796]	[108]	[9.859796]	[109]	[163462563]	[163462564]
640_17537	chr6	24855969	24856369	+	1000	55.0	[]	[]	[7.4328523]	[163]	[]	[24856220]
640_17539	chr6	26543931	26544331	+	1000	55.0	[9.081068]	[91]	[]	[]	[26544120]	[]
640_17541	chr6	27502982	27503382	+	1000	55.0	[9.3206]	[108]	[9.859796]	[109]	[27503180]	[27503181]
640_17542	chr6	27806913	27807313	+	1000	55.0	[8.334265]	[121]	[7.5613456]	[122]	[27807132]	[27807133]
640_17563	chr7	27677860	27678260	+	1000	55.0	[]	[]	[9.081068]	[89]	[]	[27678030]
640_17567	chr7	98300958	98301358	+	1000	55.0	[9.081068]	[104]	[]	[]	[98301145]	[]
640_17578	chr7	157525642	157526042	+	1000	55.0	[9.081068]	[143]	[]	[]	[157525851]	[]
640_17582	chr8	27937726	27938126	+	1000	55.0	[12.820818]	[159]	[7.3984704, 9.859796]	[138, 160]	[27937969]	[27937948, 27937970]
640_17583	chr8	41421057	41421457	+	1000	55.0	[7.981569]	[79]	[7.3805842]	[80]	[41421218]	[41421219]
640_17585	chr8	100981943	100982343	+	1000	55.0	[12.820818, 8.415787]	[98, 135]	[12.820818, 9.081068]	[99, 136]	[100982126, 100982163]	[100982127, 100982164]
640_17588	chr8	139340829	139341229	+	1000	55.0	[9.081068]	[138]	[8.415787]	[139]	[139341034]	[139341035]
640_17592	chr9	83986997	83987397	+	1000	55.0	[9.957076]	[111]	[9.957076]	[112]	[83987206]	[83987207]
640_17599	chr9	104991197	104991597	+	1000	55.0	[12.820818]	[106]	[12.820818]	[107]	[104991402]	[104991403]
640_1760	chr2	27086416	27086816	+	1000	207.0	[7.3984704, 12.820818]	[82, 136]	[9.3206]	[137]	[27086595, 27086649]	[27086650]
640_17601	chr9	124771994	124772394	+	1000	55.0	[7.5613456]	[118]	[8.334265]	[119]	[124772197]	[124772198]
640_17607	chrX	71283118	71283518	+	1000	55.0	[]	[]	[7.3538165]	[157]	[]	[71283302]
640_17609	chrX	151082293	151082693	+	1000	55.0	[]	[]	[8.415534]	[94]	[]	[151082476]
640_1761	chr21	38965819	38966219	+	1000	207.0	[8.415787]	[99]	[9.081068]	[100]	[38966014]	[38966015]
640_17612	chr1	7826335	7826735	+	1000	54.0	[9.859796]	[142]	[12.820818]	[143]	[7826556]	[7826557]
640_17619	chr1	32186061	32186461	+	1000	54.0	[8.415787]	[122]	[9.081068]	[123]	[32186275]	[32186276]
640_17622	chr1	41241134	41241534	+	1000	54.0	[12.820818]	[176]	[9.859796]	[177]	[41241333]	[41241334]
640_17623	chr1	44707912	44708312	+	1000	54.0	[]	[]	[9.081068]	[94]	[]	[44708085]
640_17631	chr1	93033776	93034176	+	1000	54.0	[9.859796]	[141]	[9.957076]	[142]	[93034010]	[93034011]
640_17634	chr1	116762745	116763145	+	1000	54.0	[9.081068]	[126]	[]	[]	[116762967]	[]
640_17645	chr1	167865643	167866043	+	1000	54.0	[]	[]	[9.081068]	[77]	[]	[167865800]
640_17654	chr1	230167369	230167769	+	1000	54.0	[7.5613456]	[77]	[8.334265]	[78]	[230167534]	[230167535]
640_17656	chr1	244796790	244797190	+	1000	54.0	[9.859796]	[104]	[9.859796, 7.5613456]	[105, 128]	[244796979]	[244796980, 244797003]
640_17657	chr1	246696438	246696838	+	1000	54.0	[7.981569]	[113]	[7.3805842]	[114]	[246696651]	[246696652]
640_17662	chr10	13302248	13302648	+	1000	54.0	[]	[]	[8.334265]	[127]	[]	[13302433]
640_17669	chr10	78047276	78047676	+	1000	54.0	[]	[]	[7.2921777]	[107]	[]	[78047483]
640_17671	chr10	79059162	79059562	+	1000	54.0	[7.1483927]	[118]	[]	[]	[79059373]	[]
640_17677	chr10	102760538	102760938	+	1000	54.0	[9.081068]	[113]	[8.415787]	[114]	[102760744]	[102760745]
640_17681	chr11	5564250	5564650	+	1000	54.0	[]	[]	[8.415787]	[84]	[]	[5564422]
640_17683	chr11	6554779	6555179	+	1000	54.0	[7.5613456]	[153]	[8.334265]	[154]	[6555010]	[6555011]
640_17684	chr11	32385962	32386362	+	1000	54.0	[7.5613456]	[153]	[]	[]	[32386202]	[]
640_17685	chr11	35579678	35580078	+	1000	54.0	[8.415787]	[154]	[9.081068]	[155]	[35579921]	[35579922]
640_17688	chr11	57527121	57527521	+	1000	54.0	[8.334265]	[138]	[]	[]	[57527337]	[]
640_17689	chr11	62961036	62961436	+	1000	54.0	[9.957076, 9.081068]	[97, 117]	[9.957076]	[98]	[62961218, 62961238]	[62961219]
640_17696	chr11	72812922	72813322	+	1000	54.0	[]	[]	[8.415787]	[157]	[]	[72813160]
640_17697	chr11	75337207	75337607	+	1000	54.0	[]	[]	[7.981569]	[134]	[]	[75337415]
640_177	chr5	176388398	176388798	+	1000	429.0	[7.981569]	[109]	[]	[]	[176388591]	[]
640_17703	chr12	22543574	22543974	+	1000	54.0	[]	[]	[8.334265]	[119]	[]	[22543781]
640_17716	chr12	101823875	101824275	+	1000	54.0	[9.3206]	[114]	[12.820818]	[115]	[101824063]	[101824064]
640_17717	chr12	111368926	111369326	+	1000	54.0	[7.4328523]	[113]	[]	[]	[111369106]	[]
640_17718	chr12	120640290	120640690	+	1000	54.0	[7.981569]	[74]	[]	[]	[120640464]	[]
640_17721	chr12	123494810	123495210	+	1000	54.0	[9.081068, 9.081068]	[130, 150]	[8.415787]	[131]	[123495018, 123495038]	[123495019]
640_17723	chr12	131642107	131642507	+	1000	54.0	[12.820818]	[123]	[12.820818]	[124]	[131642299]	[131642300]
640_1773	chr11	65890448	65890848	+	1000	206.0	[8.415534, 8.415534]	[79, 134]	[]	[]	[65890627, 65890682]	[]
640_17731	chr14	21268670	21269070	+	1000	54.0	[8.344066]	[99]	[8.415534]	[100]	[21268839]	[21268840]
640_17732	chr14	22337955	22338355	+	1000	54.0	[12.820818]	[98]	[12.820818]	[99]	[22338150]	[22338151]
640_17735	chr14	97021774	97022174	+	1000	54.0	[]	[]	[9.081068]	[99]	[]	[97021968]
640_17737	chr14	103730634	103731034	+	1000	54.0	[12.820818]	[74]	[9.859796]	[75]	[103730796]	[103730797]
640_17738	chr15	40826090	40826490	+	1000	54.0	[8.334265]	[100]	[]	[]	[40826273]	[]
640_1774	chr12	93784466	93784866	+	1000	206.0	[9.859796]	[114]	[12.820818]	[115]	[93784673]	[93784674]
640_17740	chr15	42079612	42080012	+	1000	54.0	[9.859796]	[175]	[12.820818]	[176]	[42079848]	[42079849]
640_17751	chr16	21534576	21534976	+	1000	54.0	[9.957076]	[134]	[12.820818]	[135]	[21534794]	[21534795]
640_17774	chr17	45332884	45333284	+	1000	54.0	[]	[]	[7.3538165, 8.334265]	[82, 131]	[]	[45333060, 45333109]
640_17778	chr17	49763254	49763654	+	1000	54.0	[7.3984704]	[179]	[7.3984704]	[149]	[49763470]	[49763440]
640_17779	chr17	50943915	50944315	+	1000	54.0	[12.820818]	[119]	[8.334265, 9.859796]	[92, 120]	[50944108]	[50944081, 50944109]
640_1778	chr2	27092589	27092989	+	1000	206.0	[9.859796]	[139]	[12.820818]	[140]	[27092814]	[27092815]
640_17790	chr18	9809317	9809717	+	1000	54.0	[12.820818]	[140]	[8.415787, 12.820818]	[86, 141]	[9809551]	[9809497, 9809552]
640_17794	chr19	1237695	1238095	+	1000	54.0	[9.957076]	[123]	[9.3206]	[124]	[1237914]	[1237915]
640_1780	chr2	169798911	169799311	+	1000	206.0	[8.415534]	[128]	[8.344066]	[129]	[169799111]	[169799112]
640_17801	chr19	3253250	3253650	+	1000	54.0	[12.820818]	[133]	[12.820818]	[134]	[3253450]	[3253451]
640_17802	chr19	4145731	4146131	+	1000	54.0	[7.3538165]	[89]	[]	[]	[4145904]	[]
640_17803	chr19	4471926	4472326	+	1000	54.0	[9.957076]	[121]	[12.820818]	[122]	[4472120]	[4472121]
640_1782	chr22	39520798	39521198	+	1000	206.0	[]	[]	[7.1483927]	[145]	[]	[39521028]
640_17830	chr19	51441558	51441958	+	1000	54.0	[]	[]	[7.3805842]	[81]	[]	[51441714]
640_17831	chr2	10272418	10272818	+	1000	54.0	[12.820818]	[129]	[9.3206]	[130]	[10272604]	[10272605]
640_17839	chr2	70743678	70744078	+	1000	54.0	[]	[]	[9.081068]	[122]	[]	[70743888]
640_17845	chr2	108652480	108652880	+	1000	54.0	[9.081068]	[59]	[]	[]	[108652635]	[]
640_1785	chr5	126864060	126864460	+	1000	206.0	[12.820818, 8.415787]	[111, 128]	[12.820818, 9.081068]	[112, 129]	[126864262, 126864279]	[126864263, 126864280]
640_17851	chr2	190180623	190181023	+	1000	54.0	[8.415787]	[180]	[7.3538165]	[191]	[190180861]	[190180872]
640_17854	chr2	230411803	230412203	+	1000	54.0	[]	[]	[7.3984704]	[145]	[]	[230412041]
640_17855	chr20	325300	325700	+	1000	54.0	[]	[]	[7.3984704]	[68]	[]	[325460]
640_17862	chr20	49537066	49537466	+	1000	54.0	[]	[]	[9.081068]	[101]	[]	[49537246]
640_17863	chr20	53939879	53940279	+	1000	54.0	[12.820818]	[138]	[12.820818]	[139]	[53940082]	[53940083]
640_17866	chr21	34509168	34509568	+	1000	54.0	[8.415787]	[61]	[9.081068]	[62]	[34509322]	[34509323]
640_17871	chr21	45142399	45142799	+	1000	54.0	[9.081068]	[132]	[9.081068]	[122]	[45142617]	[45142607]
640_17883	chr22	49999024	49999424	+	1000	54.0	[7.2921777]	[113]	[]	[]	[49999211]	[]
640_17887	chr3	5494952	5495352	+	1000	54.0	[9.957076]	[137]	[9.957076]	[138]	[5495167]	[5495168]
640_17891	chr3	45210571	45210971	+	1000	54.0	[8.334265]	[111]	[7.5613456]	[112]	[45210734]	[45210735]
640_17892	chr3	49397408	49397808	+	1000	54.0	[]	[]	[9.081068]	[82]	[]	[49397590]
640_179	chr1	35279268	35279668	+	1000	427.0	[12.820818]	[121]	[12.820818]	[122]	[35279486]	[35279487]
640_1790	chr1	193105391	193105791	+	1000	205.0	[12.820818]	[103]	[9.859796]	[104]	[193105579]	[193105580]
640_17910	chr4	102871716	102872116	+	1000	54.0	[8.415787]	[117]	[9.081068]	[118]	[102871924]	[102871925]
640_17930	chr6	28370492	28370892	+	1000	54.0	[]	[]	[9.081068]	[137]	[]	[28370709]
640_17931	chr6	31771880	31772280	+	1000	54.0	[12.820818]	[77]	[9.957076]	[78]	[31772057]	[31772058]
640_17933	chr6	42044179	42044579	+	1000	54.0	[8.334265, 7.4328523]	[132, 157]	[7.3984704, 7.5613456]	[117, 133]	[42044393, 42044418]	[42044378, 42044394]
640_1794	chr19	4809550	4809950	+	1000	205.0	[12.820818]	[92]	[12.820818]	[93]	[4809736]	[4809737]
640_17945	chr6	136740282	136740682	+	1000	54.0	[12.820818]	[94]	[9.859796]	[95]	[136740476]	[136740477]
640_17948	chr6	150559936	150560336	+	1000	54.0	[9.081068]	[99]	[8.415787]	[100]	[150560112]	[150560113]
640_1795	chr19	10096148	10096548	+	1000	205.0	[7.981569]	[119]	[7.3805842]	[120]	[10096344]	[10096345]
640_17959	chr7	64944944	64945344	+	1000	54.0	[]	[]	[9.081068]	[109]	[]	[64945111]
640_17966	chr7	113421675	113422075	+	1000	54.0	[7.3984704, 8.334265]	[106, 117]	[7.4328523]	[107]	[113421872, 113421883]	[113421873]
640_17979	chr8	98840859	98841259	+	1000	54.0	[9.081068, 7.3538165]	[83, 133]	[8.415787]	[84]	[98841034, 98841084]	[98841035]
640_17980	chr8	104530275	104530675	+	1000	54.0	[9.081068]	[86]	[]	[]	[104530458]	[]
640_17983	chr8	143018419	143018819	+	1000	54.0	[8.334265]	[131]	[8.415534]	[176]	[143018621]	[143018666]
640_17984	chr8	143218890	143219290	+	1000	54.0	[8.334265]	[112]	[]	[]	[143219099]	[]
640_17987	chr9	35690527	35690927	+	1000	54.0	[12.820818, 8.344066]	[57, 77]	[9.957076, 8.415534]	[58, 78]	[35690680, 35690700]	[35690681, 35690701]
640_1799	chr20	46684259	46684659	+	1000	205.0	[12.820818]	[110]	[12.820818]	[111]	[46684467]	[46684468]
640_17994	chr9	128231893	128232293	+	1000	54.0	[9.859796]	[110]	[12.820818]	[111]	[128232089]	[128232090]
640_17997	chr9	136949969	136950369	+	1000	54.0	[9.3206]	[87]	[9.957076]	[88]	[136950140]	[136950141]
640_18000	chrX	16882831	16883231	+	1000	54.0	[7.5613456]	[152]	[]	[]	[16883065]	[]
640_18009	chr1	6148379	6148779	+	1000	53.0	[9.957076]	[82]	[12.820818]	[83]	[6148559]	[6148560]
640_18010	chr1	9724981	9725381	+	1000	53.0	[8.415534]	[152]	[]	[]	[9725228]	[]
640_18017	chr1	30911344	30911744	+	1000	53.0	[8.334265]	[128]	[]	[]	[30911544]	[]
640_18018	chr1	31373544	31373944	+	1000	53.0	[9.859796]	[147]	[9.957076]	[148]	[31373770]	[31373771]
640_18025	chr1	46198122	46198522	+	1000	53.0	[8.344066]	[117]	[8.415534]	[118]	[46198318]	[46198319]
640_18027	chr1	58699884	58700284	+	1000	53.0	[]	[]	[7.3984704]	[147]	[]	[58700129]
640_18029	chr1	65221995	65222395	+	1000	53.0	[9.859796]	[151]	[12.820818]	[152]	[65222235]	[65222236]
640_1804	chr7	20219646	20220046	+	1000	205.0	[]	[]	[9.081068]	[65]	[]	[20219804]
640_18041	chr1	168281612	168282012	+	1000	53.0	[7.3984704]	[81]	[]	[]	[168281793]	[]
640_18047	chr1	186112244	186112644	+	1000	53.0	[8.415787]	[108]	[]	[]	[186112433]	[]
640_18048	chr1	202144625	202145025	+	1000	53.0	[]	[]	[8.334265]	[154]	[]	[202144872]
640_18051	chr1	226111077	226111477	+	1000	53.0	[7.5613456]	[156]	[]	[]	[226111323]	[]
640_18052	chr1	228130928	228131328	+	1000	53.0	[]	[]	[8.334265]	[131]	[]	[228131158]
640_18053	chr1	231065512	231065912	+	1000	53.0	[]	[]	[7.2921777]	[163]	[]	[231065731]
640_18062	chr10	72007222	72007622	+	1000	53.0	[12.820818, 8.344066]	[122, 142]	[9.957076]	[123]	[72007430, 72007450]	[72007431]
640_18066	chr10	119784734	119785134	+	1000	53.0	[12.820818]	[148]	[12.820818]	[149]	[119784960]	[119784961]
640_18071	chr11	32334804	32335204	+	1000	53.0	[9.859796]	[150]	[12.820818]	[151]	[32335044]	[32335045]
640_1808	chr1	207828453	207828853	+	1000	204.0	[]	[]	[9.081068]	[131]	[]	[207828673]
640_18081	chr11	64917298	64917698	+	1000	53.0	[7.5613456]	[90]	[]	[]	[64917474]	[]
640_18086	chr11	75816483	75816883	+	1000	53.0	[9.957076]	[95]	[9.957076]	[96]	[75816673]	[75816674]
640_18088	chr11	118001532	118001932	+	1000	53.0	[8.334265, 9.3206]	[104, 111]	[12.820818]	[112]	[118001699, 118001706]	[118001707]
640_18090	chr11	119205635	119206035	+	1000	53.0	[8.334265]	[124]	[]	[]	[119205803]	[]
640_18091	chr11	124195104	124195504	+	1000	53.0	[8.415787]	[74]	[]	[]	[124195275]	[]
640_18098	chr12	101830770	101831170	+	1000	53.0	[8.334265]	[165]	[7.5613456]	[166]	[101830982]	[101830983]
640_181	chr5	171388373	171388773	+	1000	427.0	[9.957076, 12.820818]	[103, 114]	[12.820818, 12.820818]	[104, 115]	[171388573, 171388584]	[171388574, 171388585]
640_1810	chr12	46256340	46256740	+	1000	204.0	[12.820818]	[100]	[12.820818]	[101]	[46256537]	[46256538]
640_18100	chr12	117685565	117685965	+	1000	53.0	[9.081068, 8.415787]	[73, 142]	[]	[]	[117685721, 117685790]	[]
640_18107	chr13	110965449	110965849	+	1000	53.0	[9.081068]	[147]	[]	[]	[110965666]	[]
640_18108	chr14	39102997	39103397	+	1000	53.0	[7.2921777]	[191]	[]	[]	[39103232]	[]
640_18117	chr15	40470663	40471063	+	1000	53.0	[8.415534]	[113]	[]	[]	[40470873]	[]
640_18118	chr15	41494242	41494642	+	1000	53.0	[]	[]	[7.2921777, 7.3984704]	[152, 207]	[]	[41494405, 41494460]
640_1812	chr13	100588653	100589053	+	1000	204.0	[9.859796]	[133]	[12.820818]	[134]	[100588885]	[100588886]
640_18120	chr15	45200859	45201259	+	1000	53.0	[]	[]	[7.1483927]	[118]	[]	[45201033]
640_1813	chr16	405719	406119	+	1000	204.0	[12.820818]	[141]	[7.1483927, 12.820818]	[123, 142]	[405947]	[405929, 405948]
640_18134	chr16	31480902	31481302	+	1000	53.0	[9.859796]	[160]	[9.859796]	[161]	[31481143]	[31481144]
640_18136	chr16	50065850	50066250	+	1000	53.0	[9.081068]	[67]	[]	[]	[50066003]	[]
640_18137	chr16	55991839	55992239	+	1000	53.0	[9.081068]	[53]	[]	[]	[55991990]	[]
640_18144	chr17	8186150	8186550	+	1000	53.0	[7.981569]	[123]	[7.3805842]	[124]	[8186360]	[8186361]
640_18151	chr17	32141307	32141707	+	1000	53.0	[8.415787]	[140]	[]	[]	[32141513]	[]
640_18163	chr18	23200751	23201151	+	826	53.0	[]	[]	[8.415787]	[79]	[]	[23200917]
640_18166	chr18	63366852	63367252	+	1000	53.0	[8.415787, 7.3805842]	[88, 163]	[7.981569]	[164]	[63367013, 63367088]	[63367089]
640_18169	chr19	1218034	1218434	+	1000	53.0	[]	[]	[8.344066]	[127]	[]	[1218246]
640_18174	chr19	4813058	4813458	+	1000	53.0	[9.081068]	[148]	[8.415787]	[149]	[4813272]	[4813273]
640_18185	chr19	35352738	35353138	+	1000	53.0	[9.081068]	[106]	[]	[]	[35352928]	[]
640_1819	chr3	13650562	13650962	+	1000	204.0	[]	[]	[8.334265]	[117]	[]	[13650772]
640_18193	chr19	42018704	42019104	+	1000	53.0	[7.3805842]	[108]	[7.981569]	[109]	[42018895]	[42018896]
640_18195	chr19	43682780	43683180	+	1000	53.0	[7.981569]	[76]	[]	[]	[43682950]	[]
640_18201	chr19	48780755	48781155	+	1000	53.0	[9.3206, 9.081068]	[90, 98]	[9.859796]	[91]	[48780923, 48780931]	[48780924]
640_18209	chr2	28382714	28383114	+	1000	53.0	[9.957076]	[170]	[9.957076]	[171]	[28382939]	[28382940]
640_18212	chr2	43171795	43172195	+	1000	53.0	[8.415787]	[129]	[]	[]	[43172022]	[]
640_18219	chr2	96809927	96810327	+	1000	53.0	[7.3805842]	[114]	[]	[]	[96810135]	[]
640_1822	chr6	26537513	26537913	+	1000	204.0	[12.820818]	[127]	[12.820818]	[128]	[26537721]	[26537722]
640_18225	chr2	207491920	207492320	+	557	53.0	[9.859796]	[109]	[9.957076]	[110]	[207492106]	[207492107]
640_1824	chr6	109483056	109483456	+	1000	204.0	[12.820818, 7.3805842]	[128, 164]	[12.820818]	[129]	[109483270, 109483306]	[109483271]
640_18247	chr22	29058924	29059324	+	1000	53.0	[8.415787]	[87]	[]	[]	[29059110]	[]
640_18252	chr22	46314281	46314681	+	1000	53.0	[9.081068]	[148]	[8.415787]	[149]	[46314527]	[46314528]
640_18255	chr3	13200979	13201379	+	1000	53.0	[8.415787]	[121]	[9.081068]	[122]	[13201182]	[13201183]
640_18257	chr3	39021868	39022268	+	1000	53.0	[7.3538165]	[72]	[]	[]	[39022034]	[]
640_18260	chr3	46078816	46079216	+	1000	53.0	[8.334265]	[80]	[7.5613456]	[81]	[46078982]	[46078983]
640_18265	chr3	158713141	158713541	+	1000	53.0	[9.957076]	[120]	[9.957076]	[121]	[158713344]	[158713345]
640_18267	chr3	171935468	171935868	+	1000	53.0	[8.415787]	[69]	[]	[]	[171935631]	[]
640_18282	chr4	40242270	40242670	+	1000	53.0	[9.081068]	[110]	[]	[]	[40242472]	[]
640_18284	chr4	54588324	54588724	+	1000	53.0	[8.415787]	[105]	[]	[]	[54588514]	[]
640_18289	chr4	139203009	139203409	+	1000	53.0	[9.081068]	[139]	[8.415787]	[140]	[139203240]	[139203241]
640_18295	chr5	10826249	10826649	+	1000	53.0	[9.081068, 8.415787]	[69, 107]	[8.415787]	[70]	[10826414, 10826452]	[10826415]
640_18298	chr5	56310814	56311214	+	1000	53.0	[]	[]	[8.415787]	[159]	[]	[56311033]
640_183	chr7	44796880	44797280	+	1000	425.0	[9.957076]	[109]	[8.415787, 9.957076]	[81, 110]	[44797083]	[44797055, 44797084]
640_18301	chr5	112742411	112742811	+	1000	53.0	[9.3206]	[126]	[12.820818]	[127]	[112742617]	[112742618]
640_18302	chr5	115329342	115329742	+	1000	53.0	[8.415787, 12.820818]	[109, 147]	[9.859796]	[148]	[115329543, 115329581]	[115329582]
640_18306	chr5	136466823	136467223	+	1000	53.0	[8.415787, 8.415787]	[92, 160]	[]	[]	[136466995, 136467063]	[]
640_18308	chr5	138469673	138470073	+	1000	53.0	[9.081068]	[133]	[]	[]	[138469867]	[]
640_1831	chr11	47642380	47642780	+	1000	203.0	[9.3206]	[67]	[9.957076]	[68]	[47642533]	[47642534]
640_18320	chr6	26554722	26555122	+	1000	53.0	[12.820818]	[86]	[12.820818]	[87]	[26554903]	[26554904]
640_18322	chr6	27503570	27503970	+	1000	53.0	[]	[]	[8.415534]	[135]	[]	[27503779]
640_18323	chr6	27545555	27545955	+	1000	53.0	[7.5613456]	[190]	[]	[]	[27545777]	[]
640_1833	chr14	34873341	34873741	+	1000	203.0	[8.415787]	[135]	[]	[]	[34873558]	[]
640_18331	chr6	37170770	37171170	+	1000	53.0	[7.5613456, 9.859796]	[122, 137]	[8.334265, 12.820818]	[123, 138]	[37170977, 37170992]	[37170978, 37170993]
640_18332	chr6	105992390	105992790	+	1000	53.0	[9.3206]	[129]	[9.3206]	[130]	[105992608]	[105992609]
640_18333	chr6	106890449	106890849	+	1000	53.0	[9.081068]	[87]	[]	[]	[106890627]	[]
640_18335	chr6	116072373	116072773	+	1000	53.0	[9.859796]	[146]	[9.859796]	[147]	[116072594]	[116072595]
640_18338	chr6	132813144	132813544	+	1000	53.0	[9.957076]	[103]	[9.957076]	[104]	[132813331]	[132813332]
640_18342	chr6	159959798	159960198	+	1000	53.0	[]	[]	[9.081068]	[120]	[]	[159960014]
640_18343	chr6	159966292	159966692	+	1000	53.0	[]	[]	[9.081068]	[98]	[]	[159966489]
640_18347	chr7	1177011	1177411	+	1000	53.0	[9.081068, 8.344066]	[76, 98]	[8.415787]	[77]	[1177179, 1177201]	[1177180]
640_18348	chr7	1664622	1665022	+	1000	53.0	[]	[]	[8.415534]	[80]	[]	[1664794]
640_18355	chr7	73787293	73787693	+	1000	53.0	[]	[]	[8.415787]	[96]	[]	[73787483]
640_1836	chr16	58129400	58129800	+	1000	203.0	[]	[]	[7.1483927]	[158]	[]	[58129650]
640_18367	chr8	2732549	2732949	+	1000	53.0	[9.3206]	[110]	[9.957076]	[111]	[2732735]	[2732736]
640_18375	chr8	61055896	61056296	+	1000	53.0	[9.081068]	[160]	[]	[]	[61056142]	[]
640_18379	chr8	101501402	101501802	+	1000	53.0	[]	[]	[8.415787]	[139]	[]	[101501626]
640_18381	chr8	140341174	140341574	+	1000	53.0	[12.820818]	[83]	[9.859796]	[84]	[140341354]	[140341355]
640_18387	chr9	99266499	99266899	+	1000	53.0	[12.820818]	[57]	[12.820818]	[58]	[99266651]	[99266652]
640_18394	chr9	130847922	130848322	+	1000	53.0	[7.3805842]	[91]	[7.981569]	[92]	[130848104]	[130848105]
640_18396	chr9	136785028	136785428	+	1000	53.0	[8.415787]	[144]	[]	[]	[136785270]	[]
640_18397	chrUn_GL000220v1	119679	120079	+	1000	53.0	[9.957076]	[51]	[9.859796]	[52]	[119830]	[119831]
640_18399	chrX	48470249	48470649	+	1000	53.0	[12.820818]	[113]	[9.859796]	[114]	[48470460]	[48470461]
640_184	chr1	46340582	46340982	+	1000	424.0	[7.3984704]	[127]	[7.4328523]	[128]	[46340808]	[46340809]
640_1840	chr20	38961926	38962326	+	1000	203.0	[9.3206]	[170]	[12.820818]	[171]	[38962159]	[38962160]
640_18401	chrX	104166169	104166569	+	1000	53.0	[]	[]	[7.3984704]	[127]	[]	[104166394]
640_18406	chr1	1406210	1406610	+	1000	52.0	[9.957076]	[160]	[12.820818]	[161]	[1406433]	[1406434]
640_18409	chr1	9067206	9067606	+	1000	52.0	[12.820818]	[142]	[8.415787, 12.820818]	[86, 143]	[9067439]	[9067383, 9067440]
640_18411	chr1	12658979	12659379	+	1000	52.0	[8.334265]	[100]	[7.5613456]	[101]	[12659158]	[12659159]
