#PeakID(python identify_motif.py ./ENCODE_processed_files/NFE2_idr.fa NFE2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
314_20317	chr3	50577312	50577712	+	1000	55.0	[3.8951416]	[167]	[3.8185804]	[127]	[50577551]	[50577511]
314_20324	chr3	150602966	150603366	+	1000	55.0	[5.076393]	[103]	[7.6537538]	[103]	[150603169]	[150603169]
314_20326	chr3	159872295	159872695	+	1000	55.0	[8.735081]	[103]	[10.383591]	[103]	[159872489]	[159872489]
314_2033	chr2	235460584	235460984	+	1000	254.0	[8.742208]	[100]	[10.376464]	[100]	[235460783]	[235460783]
314_20349	chr4	84967281	84967681	+	1000	55.0	[]	[]	[3.825743]	[122]	[]	[84967499]
314_20350	chr4	86942141	86942541	+	1000	55.0	[13.2684965, 8.904404]	[134, 158]	[12.570218, 10.545787]	[134, 158]	[86942356, 86942380]	[86942356, 86942380]
314_20352	chr4	118835105	118835505	+	1000	55.0	[3.825743]	[145]	[]	[]	[118835347]	[]
314_20354	chr4	138659846	138660246	+	1000	55.0	[6.7177763, 4.2323103]	[111, 142]	[6.01237, 4.326686]	[111, 142]	[138660046, 138660077]	[138660046, 138660077]
314_20362	chr5	43352945	43353345	+	1000	55.0	[8.904404]	[132]	[10.545787]	[132]	[43353172]	[43353172]
314_20368	chr5	120252820	120253220	+	1000	55.0	[8.742208, 6.64487]	[106, 143]	[10.376464, 5.946591]	[106, 143]	[120253024, 120253061]	[120253024, 120253061]
314_20369	chr5	128038681	128039081	+	1000	55.0	[11.627113]	[107]	[14.211601]	[107]	[128038870]	[128038870]
314_20372	chr5	136080482	136080882	+	1000	55.0	[]	[]	[3.7822251]	[114]	[]	[136080689]
314_20376	chr5	164277732	164278132	+	1000	55.0	[15.292928]	[108]	[16.93431]	[108]	[164277934]	[164277934]
314_20378	chr5	164360618	164361018	+	1000	55.0	[8.904404]	[87]	[10.545787]	[87]	[164360802]	[164360802]
314_2038	chr5	77893514	77893914	+	1000	254.0	[8.735081, 6.7177763]	[95, 106]	[10.383591, 6.01237]	[95, 106]	[77893701, 77893712]	[77893701, 77893712]
314_20386	chr6	34243078	34243478	+	1000	55.0	[10.369301, 8.735081]	[81, 95]	[8.727918, 10.383591]	[81, 95]	[34243235, 34243249]	[34243235, 34243249]
314_20387	chr6	34281933	34282333	+	1000	55.0	[8.669301, 6.64487]	[57, 125]	[10.332946, 5.9761972]	[57, 125]	[34282085, 34282153]	[34282085, 34282153]
314_20395	chr6	52818300	52818700	+	1000	55.0	[4.268303]	[123]	[4.392465]	[123]	[52818502]	[52818502]
314_20403	chr6	108785644	108786044	+	1000	55.0	[4.392465]	[101]	[4.268303]	[101]	[108785844]	[108785844]
314_20406	chr6	116969204	116969604	+	1000	55.0	[4.195397]	[138]	[4.326686]	[138]	[116969437]	[116969437]
314_2041	chr6	24719281	24719681	+	1000	254.0	[]	[]	[3.8540423]	[101]	[]	[24719477]
314_20411	chr6	135054668	135055068	+	1000	55.0	[3.839962]	[108]	[]	[]	[135054871]	[]
314_20419	chr6	164108089	164108489	+	1000	55.0	[6.01237]	[101]	[6.7177763]	[101]	[164108285]	[164108285]
314_20429	chr7	20301587	20301987	+	1000	55.0	[16.93431]	[139]	[15.292928]	[139]	[20301815]	[20301815]
314_20440	chr7	86939182	86939582	+	1000	55.0	[6.6523285]	[134]	[5.96147]	[134]	[86939404]	[86939404]
314_20444	chr7	99128092	99128492	+	1000	55.0	[10.310684, 3.7822251]	[64, 140]	[8.811605]	[64]	[99128246, 99128322]	[99128246]
314_20455	chr7	128455478	128455878	+	1000	55.0	[10.310684]	[90]	[8.706215]	[90]	[128455664]	[128455664]
314_2046	chr8	9082126	9082526	+	1000	254.0	[10.347598]	[78]	[8.669301]	[78]	[9082290]	[9082290]
314_20478	chr8	79666087	79666487	+	1000	55.0	[8.735081]	[113]	[10.383591]	[113]	[79666294]	[79666294]
314_20487	chr9	72577456	72577856	+	1000	55.0	[10.383591]	[123]	[8.735081]	[123]	[72577672]	[72577672]
314_2049	chr1	167819922	167820322	+	1000	253.0	[10.383591]	[108]	[8.735081]	[108]	[167820123]	[167820123]
314_205	chr11	66892138	66892538	+	1000	461.0	[3.825743, 13.2684965]	[85, 127]	[12.570218]	[127]	[66892318, 66892360]	[66892360]
314_20501	chr9	130578714	130579114	+	1000	55.0	[6.7177763]	[109]	[6.01237]	[109]	[130578903]	[130578903]
314_20507	chrX	40945294	40945694	+	1000	55.0	[11.627113]	[116]	[14.211601]	[116]	[40945493]	[40945493]
314_2051	chr14	50061034	50061434	+	1000	253.0	[6.01237]	[81]	[6.7177763]	[81]	[50061211]	[50061211]
314_20515	chrX	72475292	72475692	+	1000	55.0	[10.376464]	[107]	[8.742208]	[107]	[72475497]	[72475497]
314_2052	chr14	81221251	81221651	+	1000	253.0	[]	[]	[3.8540423]	[98]	[]	[81221449]
314_20520	chr1	15902894	15903294	+	1000	54.0	[8.735081]	[83]	[10.383591]	[83]	[15903075]	[15903075]
314_20521	chr1	19505683	19506083	+	1000	54.0	[3.825743]	[108]	[]	[]	[19505890]	[]
314_20527	chr1	25001534	25001934	+	1000	54.0	[10.383591]	[69]	[8.735081]	[69]	[25001702]	[25001702]
314_2053	chr14	103332092	103332492	+	1000	253.0	[]	[]	[3.7822251]	[92]	[]	[103332280]
314_20535	chr1	33007221	33007621	+	1000	54.0	[4.3341446, 6.64487]	[77, 131]	[4.2102757, 5.983505]	[77, 131]	[33007391, 33007445]	[33007391, 33007445]
314_2054	chr15	67091247	67091647	+	1000	253.0	[8.904404, 3.92216]	[97, 101]	[10.545787]	[97]	[67091436, 67091440]	[67091436]
314_2055	chr17	69013510	69013910	+	1000	253.0	[3.8611343]	[107]	[]	[]	[69013698]	[]
314_20566	chr1	154993841	154994241	+	1000	54.0	[3.832835]	[121]	[]	[]	[154994050]	[]
314_20584	chr1	214328806	214329206	+	1000	54.0	[5.076393, 5.0034866]	[146, 150]	[7.6537538, 7.587974]	[146, 150]	[214329040, 214329044]	[214329040, 214329044]
314_20594	chr10	3468238	3468638	+	1000	54.0	[8.735081]	[104]	[10.383591]	[104]	[3468437]	[3468437]
314_20596	chr10	7252151	7252551	+	1000	54.0	[]	[]	[3.8442411]	[185]	[]	[7252393]
314_2060	chr22	24510620	24511020	+	1000	253.0	[]	[]	[3.825743]	[91]	[]	[24510800]
314_20600	chr10	62433119	62433519	+	1000	54.0	[14.211601, 8.735081]	[70, 101]	[11.627113, 10.383591]	[70, 101]	[62433287, 62433318]	[62433287, 62433318]
314_20604	chr10	77582764	77583164	+	1000	54.0	[3.825743]	[102]	[]	[]	[77582966]	[]
314_20618	chr11	60196065	60196465	+	1000	54.0	[]	[]	[3.825743]	[144]	[]	[60196286]
314_20620	chr11	61890457	61890857	+	1000	54.0	[8.904404]	[150]	[10.545787]	[150]	[61890685]	[61890685]
314_20623	chr11	70111586	70111986	+	1000	54.0	[]	[]	[3.7822251]	[105]	[]	[70111791]
314_20627	chr11	125070709	125071109	+	623	54.0	[3.825743]	[104]	[]	[]	[125070903]	[]
314_20630	chr11	129930375	129930775	+	1000	54.0	[8.67676]	[103]	[10.325563]	[103]	[129930571]	[129930571]
314_20631	chr12	1605976	1606376	+	1000	54.0	[8.742208]	[109]	[10.376464]	[109]	[1606181]	[1606181]
314_2064	chr5	68554966	68555366	+	1000	253.0	[10.383591]	[115]	[8.735081]	[115]	[68555172]	[68555172]
314_20647	chr12	92224803	92225203	+	1000	54.0	[8.735081]	[132]	[10.383591]	[132]	[92225024]	[92225024]
314_20662	chr12	131347269	131347669	+	1000	54.0	[3.7822251, 5.097565]	[102, 130]	[7.587974]	[130]	[131347461, 131347489]	[131347489]
314_20665	chr13	110616260	110616660	+	1000	54.0	[8.735081]	[106]	[10.383591]	[106]	[110616463]	[110616463]
314_20666	chr14	49962629	49963029	+	1000	54.0	[10.545787]	[83]	[8.904404]	[83]	[49962812]	[49962812]
314_20668	chr14	65006452	65006852	+	1000	54.0	[14.211601, 6.01237]	[73, 91]	[11.627113, 6.7177763]	[73, 91]	[65006619, 65006637]	[65006619, 65006637]
314_2067	chr1	183476124	183476524	+	1000	252.0	[3.832835]	[138]	[]	[]	[183476360]	[]
314_20683	chr15	65862683	65863083	+	1000	54.0	[3.7968774]	[190]	[]	[]	[65862894]	[]
314_20686	chr15	72281718	72282118	+	1000	54.0	[5.076393, 8.67676]	[111, 131]	[7.6537538, 10.325563]	[111, 131]	[72281908, 72281928]	[72281908, 72281928]
314_20691	chr16	1420571	1420971	+	1000	54.0	[3.8180497]	[76]	[]	[]	[1420731]	[]
314_207	chr21	37455340	37455740	+	1000	461.0	[8.735081]	[85]	[10.383591]	[85]	[37455524]	[37455524]
314_20700	chr16	90060274	90060674	+	1000	54.0	[3.8185804]	[73]	[]	[]	[90060445]	[]
314_20705	chr17	27471638	27472038	+	1000	54.0	[10.376464]	[141]	[8.742208]	[141]	[27471859]	[27471859]
314_20707	chr17	42101499	42101899	+	1000	54.0	[4.268303]	[98]	[4.392465]	[98]	[42101676]	[42101676]
314_20721	chr18	37391913	37392313	+	1000	54.0	[10.383591]	[86]	[8.735081]	[86]	[37392098]	[37392098]
314_20726	chr19	6092344	6092744	+	1000	54.0	[]	[]	[3.8180497]	[183]	[]	[6092541]
314_20729	chr19	11346326	11346726	+	1000	54.0	[6.7177763]	[92]	[6.01237]	[92]	[11346517]	[11346517]
314_20731	chr19	14507648	14508048	+	1000	54.0	[7.6028533]	[135]	[5.0109453]	[135]	[14507871]	[14507871]
314_20744	chr2	10386162	10386562	+	1000	54.0	[10.376464]	[104]	[8.742208]	[104]	[10386357]	[10386357]
314_20758	chr2	61575619	61576019	+	1000	54.0	[3.9022686]	[122]	[]	[]	[61575828]	[]
314_20766	chr2	112891294	112891694	+	1000	54.0	[8.742208]	[92]	[10.376464]	[92]	[112891485]	[112891485]
314_20767	chr2	126657879	126658279	+	1000	54.0	[11.627113]	[120]	[14.211601]	[120]	[126658069]	[126658069]
314_2077	chr4	185504083	185504483	+	1000	252.0	[10.376464]	[95]	[8.742208]	[95]	[185504273]	[185504273]
314_20779	chr2	216315950	216316350	+	1000	54.0	[4.261176]	[67]	[4.399592]	[67]	[216316102]	[216316102]
314_20787	chr20	35305728	35306128	+	1000	54.0	[8.227603, 7.6537538]	[78, 118]	[7.153209, 5.076393]	[78, 118]	[35305896, 35305936]	[35305896, 35305936]
314_208	chr3	13352741	13353141	+	1000	461.0	[6.7177763]	[72]	[6.01237]	[72]	[13352910]	[13352910]
314_20811	chr22	39965708	39966108	+	1000	54.0	[11.627113]	[141]	[14.211601]	[141]	[39965868]	[39965868]
314_2082	chr10	50279562	50279962	+	1000	251.0	[10.376464]	[104]	[8.742208]	[104]	[50279763]	[50279763]
314_20840	chr3	158709653	158710053	+	1000	54.0	[6.01237]	[119]	[6.7177763]	[119]	[158709870]	[158709870]
314_20859	chr4	94278758	94279158	+	1000	54.0	[5.983505]	[66]	[6.64487]	[66]	[94278918]	[94278918]
314_20862	chr4	121827858	121828258	+	1000	54.0	[4.261176, 10.950313, 10.310684]	[65, 83, 90]	[4.399592, 10.819023, 8.669301]	[65, 83, 90]	[121828012, 121828030, 121828037]	[121828012, 121828030, 121828037]
314_20863	chr4	138259757	138260157	+	1000	54.0	[8.735081]	[87]	[10.383591]	[87]	[138259941]	[138259941]
314_20872	chr5	38291300	38291700	+	1000	54.0	[10.376464]	[103]	[8.742208]	[103]	[38291488]	[38291488]
314_20882	chr5	89556181	89556581	+	1000	54.0	[13.2684965, 3.825743]	[106, 138]	[12.570218]	[106]	[89556382, 89556414]	[89556382]
314_20883	chr5	95375754	95376154	+	1000	54.0	[3.7822251]	[94]	[]	[]	[95375942]	[]
314_20898	chr6	4853963	4854363	+	1000	54.0	[10.376464]	[67]	[8.742208]	[67]	[4854128]	[4854128]
314_20910	chr6	29602537	29602937	+	1000	54.0	[10.383591]	[116]	[8.735081]	[116]	[29602750]	[29602750]
314_20912	chr6	31560372	31560772	+	1000	54.0	[6.7177763]	[143]	[6.01237]	[143]	[31560603]	[31560603]
314_2095	chr8	125271351	125271751	+	1000	251.0	[8.735081, 10.404763]	[101, 133]	[10.383591, 8.669301]	[101, 133]	[125271546, 125271578]	[125271546, 125271578]
314_2097	chr10	32139308	32139708	+	1000	250.0	[8.735081]	[107]	[10.383591]	[107]	[32139513]	[32139513]
314_2098	chr10	86959107	86959507	+	1000	250.0	[10.383591]	[107]	[8.735081]	[107]	[86959308]	[86959308]
314_20980	chr8	66421223	66421623	+	1000	54.0	[10.383591]	[136]	[8.735081]	[136]	[66421443]	[66421443]
314_20986	chr8	115613080	115613480	+	1000	54.0	[8.742208]	[103]	[10.376464]	[103]	[115613271]	[115613271]
314_20997	chr9	77926276	77926676	+	1000	54.0	[10.318143, 3.7968774]	[86, 154]	[8.68418]	[86]	[77926459, 77926527]	[77926459]
314_21	chr3	9976968	9977368	+	1000	587.0	[6.01237]	[139]	[6.7177763]	[139]	[9977202]	[9977202]
314_21008	chr9	131139882	131140282	+	1000	54.0	[10.347598]	[151]	[8.669301]	[151]	[131140121]	[131140121]
314_21013	chrX	13593747	13594147	+	1000	54.0	[8.735081]	[111]	[10.383591]	[111]	[13593952]	[13593952]
314_21017	chrX	123424556	123424956	+	1000	54.0	[8.735081]	[81]	[10.383591, 3.825743]	[81, 111]	[123424735]	[123424735, 123424765]
314_21024	chr1	12480701	12481101	+	1000	53.0	[10.325563, 10.545787]	[116, 139]	[8.706215, 8.904404]	[116, 139]	[12480908, 12480931]	[12480908, 12480931]
314_21035	chr1	27010934	27011334	+	1000	53.0	[5.076393]	[220]	[7.6537538]	[220]	[27011182]	[27011182]
314_21040	chr1	29145723	29146123	+	1000	53.0	[10.390682]	[95]	[8.691563]	[95]	[29145897]	[29145897]
314_21043	chr1	31932472	31932872	+	705	53.0	[8.727918]	[109]	[10.369301]	[109]	[31932655]	[31932655]
314_2105	chr15	67779721	67780121	+	1000	250.0	[10.383591]	[114]	[8.735081]	[114]	[67779924]	[67779924]
314_21067	chr1	116388108	116388508	+	1000	53.0	[16.93431]	[166]	[15.292928]	[166]	[116388341]	[116388341]
314_21069	chr1	121164365	121164765	+	1000	53.0	[14.211601]	[108]	[11.627113]	[108]	[121164570]	[121164570]
314_21076	chr1	156725676	156726076	+	1000	53.0	[]	[]	[3.92216, 3.7893171]	[120, 164]	[]	[156725846, 156725890]
314_21089	chr1	209627610	209628010	+	1000	53.0	[3.825743]	[86]	[]	[]	[209627791]	[]
314_21091	chr1	212290626	212291026	+	1000	53.0	[16.93431]	[116]	[15.292928]	[116]	[212290831]	[212290831]
314_21096	chr1	226875923	226876323	+	1000	53.0	[5.076393]	[99]	[7.6537538]	[99]	[226876108]	[226876108]
314_2111	chr3	10370451	10370851	+	1000	250.0	[7.6537538]	[98]	[5.076393]	[98]	[10370649]	[10370649]
314_2112	chr3	172857136	172857536	+	1000	250.0	[5.076393]	[101]	[3.8589683, 7.6537538]	[65, 101]	[172857334]	[172857298, 172857334]
314_21121	chr10	79239306	79239706	+	1000	53.0	[]	[]	[3.8185804]	[104]	[]	[79239498]
314_21125	chr10	93555141	93555541	+	1000	53.0	[8.735081]	[100]	[10.383591]	[100]	[93555336]	[93555336]
314_21130	chr10	104391355	104391755	+	1000	53.0	[10.347598]	[154]	[3.7968774, 8.669301]	[103, 154]	[104391599]	[104391548, 104391599]
314_21152	chr11	67353365	67353765	+	1000	53.0	[3.9022686]	[115]	[]	[]	[67353524]	[]
314_21158	chr11	86559195	86559595	+	1000	53.0	[3.825743]	[113]	[]	[]	[86559405]	[]
314_21181	chr12	111767269	111767669	+	1000	53.0	[10.376464]	[132]	[8.742208]	[132]	[111767500]	[111767500]
314_21182	chr12	113360119	113360519	+	1000	53.0	[7.6537538]	[104]	[5.076393]	[104]	[113360316]	[113360316]
314_21190	chr13	108272335	108272735	+	1000	53.0	[10.950313]	[97]	[10.819023]	[97]	[108272523]	[108272523]
314_212	chr3	196279363	196279763	+	1000	460.0	[7.6537538]	[98]	[5.076393]	[98]	[196279557]	[196279557]
314_21205	chr15	40098670	40099070	+	1000	53.0	[10.383591]	[145]	[8.735081]	[145]	[40098909]	[40098909]
314_21209	chr15	58348480	58348880	+	1000	53.0	[8.735081]	[110]	[3.8039694, 10.383591]	[90, 110]	[58348686]	[58348666, 58348686]
314_2123	chr14	61662492	61662892	+	1000	249.0	[6.7871747, 8.735081]	[70, 83]	[5.946591, 10.383591]	[70, 83]	[61662660, 61662673]	[61662660, 61662673]
314_21235	chr16	66457959	66458359	+	1000	53.0	[]	[]	[3.825743]	[111]	[]	[66458161]
314_2124	chr15	41981360	41981760	+	1000	249.0	[8.742208]	[119]	[10.376464]	[119]	[41981568]	[41981568]
314_21248	chr17	39229260	39229660	+	1000	53.0	[8.735081]	[105]	[10.383591]	[105]	[39229465]	[39229465]
314_21254	chr17	45487679	45488079	+	1000	53.0	[15.292928]	[152]	[16.93431]	[152]	[45487916]	[45487916]
314_21262	chr17	65370651	65371051	+	1000	53.0	[10.347598]	[95]	[8.68418]	[95]	[65370843]	[65370843]
314_21267	chr17	76053515	76053915	+	1000	53.0	[10.383591]	[102]	[8.735081]	[102]	[76053713]	[76053713]
314_21285	chr19	46068597	46068997	+	1000	53.0	[10.383591]	[102]	[8.735081]	[102]	[46068794]	[46068794]
314_2130	chr20	46350398	46350798	+	1000	249.0	[6.01237]	[99]	[6.7177763]	[99]	[46350597]	[46350597]
314_21301	chr2	11830220	11830620	+	1000	53.0	[13.2684965]	[97]	[12.570218]	[97]	[11830410]	[11830410]
314_21308	chr2	53958422	53958822	+	1000	53.0	[4.268303]	[118]	[4.392465]	[118]	[53958637]	[53958637]
314_21316	chr2	84057878	84058278	+	1000	53.0	[3.8368208]	[76]	[]	[]	[84058035]	[]
314_21317	chr2	103119340	103119740	+	1000	53.0	[10.383591]	[127]	[8.735081]	[127]	[103119546]	[103119546]
314_21318	chr2	112764417	112764817	+	1000	53.0	[10.347598]	[89]	[8.68418]	[89]	[112764597]	[112764597]
314_2132	chr21	37564346	37564746	+	1000	249.0	[8.735081]	[97]	[10.383591]	[97]	[37564542]	[37564542]
314_21341	chr20	35092991	35093391	+	1000	53.0	[10.545787]	[89]	[8.904404]	[89]	[35093168]	[35093168]
314_21352	chr22	19984285	19984685	+	1000	53.0	[8.742208]	[142]	[10.376464]	[142]	[19984514]	[19984514]
314_21386	chr3	72339082	72339482	+	1000	53.0	[10.545787]	[165]	[8.904404]	[165]	[72339298]	[72339298]
314_21391	chr3	125901466	125901866	+	1000	53.0	[4.268303]	[126]	[3.8589683, 4.392465]	[84, 126]	[125901676]	[125901634, 125901676]
314_214	chr11	119087628	119088028	+	1000	459.0	[6.7177763]	[96]	[6.01237]	[96]	[119087821]	[119087821]
314_2140	chrX	154799039	154799439	+	1000	249.0	[5.96147]	[87]	[6.6817837]	[87]	[154799221]	[154799221]
314_21415	chr4	94548475	94548875	+	1000	53.0	[10.545787]	[99]	[8.904404]	[99]	[94548665]	[94548665]
314_2143	chr1	117612790	117613190	+	1000	248.0	[8.735081, 4.326686]	[111, 145]	[10.383591, 4.2894754]	[111, 145]	[117612999, 117613033]	[117612999, 117613033]
314_21434	chr5	72480851	72481251	+	1000	53.0	[6.7177763]	[113]	[6.01237]	[113]	[72481061]	[72481061]
314_21435	chr5	78530354	78530754	+	1000	53.0	[5.076393]	[155]	[7.6537538]	[155]	[78530579]	[78530579]
314_21440	chr5	88108847	88109247	+	1000	53.0	[5.076393]	[94]	[7.6537538]	[94]	[88109036]	[88109036]
314_21443	chr5	96932785	96933185	+	1000	53.0	[4.3853025]	[95]	[4.2540135]	[95]	[96932937]	[96932937]
314_21446	chr5	122089577	122089977	+	1000	53.0	[6.7177763]	[179]	[6.01237]	[179]	[122089792]	[122089792]
314_21448	chr5	126971527	126971927	+	1000	53.0	[5.96147]	[221]	[6.6523285]	[221]	[126971766]	[126971766]
314_2145	chr11	76700502	76700902	+	1000	248.0	[6.7177763]	[122]	[6.01237]	[122]	[76700717]	[76700717]
314_21455	chr5	163503137	163503537	+	1000	53.0	[3.8442411]	[120]	[]	[]	[163503352]	[]
314_2146	chr11	124440598	124440998	+	1000	248.0	[8.735081]	[88]	[10.383591]	[88]	[124440786]	[124440786]
314_21463	chr6	16047450	16047850	+	1000	53.0	[6.6817837]	[156]	[5.96147]	[156]	[16047684]	[16047684]
314_21473	chr6	34652198	34652598	+	1000	53.0	[8.735081]	[113]	[10.383591]	[113]	[34652402]	[34652402]
314_21474	chr6	35497809	35498209	+	1000	53.0	[3.7885947]	[106]	[]	[]	[35498009]	[]
314_21477	chr6	37051441	37051841	+	1000	53.0	[3.8293622]	[92]	[]	[]	[37051621]	[]
314_21481	chr6	46437635	46438035	+	1000	53.0	[10.310684]	[104]	[8.706215]	[104]	[46437833]	[46437833]
314_215	chr8	101149601	101150001	+	1000	459.0	[4.392465]	[95]	[4.268303]	[95]	[101149796]	[101149796]
314_21503	chr6	139323841	139324241	+	1000	53.0	[5.946591]	[77]	[6.7389483]	[77]	[139324003]	[139324003]
314_21507	chr6	148441555	148441955	+	1000	53.0	[10.545787, 5.018366]	[92, 155]	[8.904404, 7.624888]	[92, 155]	[148441742, 148441805]	[148441742, 148441805]
314_2152	chr3	36707600	36708000	+	1000	248.0	[3.7822251]	[99]	[]	[]	[36707797]	[]
314_21534	chr7	152709664	152710064	+	1000	53.0	[6.7177763]	[98]	[6.01237]	[98]	[152709855]	[152709855]
314_21543	chr8	38690955	38691355	+	1000	53.0	[8.735081, 4.195397]	[97, 114]	[10.383591, 4.468991]	[97, 114]	[38691150, 38691167]	[38691150, 38691167]
314_21546	chr8	55864390	55864790	+	1000	53.0	[8.904404]	[124]	[10.545787]	[124]	[55864602]	[55864602]
314_21548	chr8	109606958	109607358	+	1000	53.0	[4.3415647, 16.93431]	[67, 104]	[4.2028556, 15.292928]	[67, 104]	[109607121, 109607158]	[109607121, 109607158]
314_21549	chr8	123516959	123517359	+	1000	53.0	[13.2684965]	[101]	[12.570218]	[101]	[123517148]	[123517148]
314_21554	chr8	142633350	142633750	+	605	53.0	[6.01237]	[209]	[6.7177763]	[209]	[142633599]	[142633599]
314_21565	chr9	79624368	79624768	+	1000	53.0	[4.392465]	[100]	[4.268303]	[100]	[79624562]	[79624562]
314_21568	chr9	92964046	92964446	+	1000	53.0	[6.7871747]	[130]	[5.946591]	[130]	[92964257]	[92964257]
314_21569	chr9	93621896	93622296	+	1000	53.0	[6.01237]	[92]	[6.7177763]	[92]	[93622082]	[93622082]
314_21576	chr9	127209187	127209587	+	642	53.0	[15.292928]	[120]	[16.93431]	[120]	[127209383]	[127209383]
314_21585	chrX	13398449	13398849	+	1000	53.0	[10.383591, 15.292928]	[92, 147]	[8.735081, 16.93431]	[92, 147]	[13398623, 13398678]	[13398623, 13398678]
314_21587	chrX	31127713	31128113	+	1000	53.0	[10.383591]	[101]	[8.735081]	[101]	[31127909]	[31127909]
314_2160	chr6	135231112	135231512	+	1000	248.0	[4.392465]	[103]	[4.268303]	[103]	[135231311]	[135231311]
314_21602	chr1	14946883	14947283	+	1000	52.0	[6.01237]	[98]	[6.7177763]	[98]	[14947076]	[14947076]
314_21619	chr1	61385482	61385882	+	1000	52.0	[7.730279]	[147]	[5.0034866]	[147]	[61385714]	[61385714]
314_2162	chr8	25000580	25000980	+	1000	248.0	[6.01237]	[102]	[6.7177763]	[102]	[25000775]	[25000775]
314_21620	chr1	65811949	65812349	+	1000	52.0	[10.347598]	[98]	[8.669301]	[98]	[65812133]	[65812133]
314_21623	chr1	88891407	88891807	+	1000	52.0	[7.646591]	[119]	[5.0621037]	[119]	[88891598]	[88891598]
314_2163	chr8	26265810	26266210	+	1000	248.0	[8.742208]	[117]	[10.376464]	[117]	[26266016]	[26266016]
314_21630	chr1	110963097	110963497	+	1000	52.0	[5.983505]	[133]	[6.64487]	[133]	[110963309]	[110963309]
314_2164	chr8	125191835	125192235	+	1000	248.0	[8.742208]	[98]	[10.376464]	[98]	[125192032]	[125192032]
314_21642	chr1	167563832	167564232	+	1000	52.0	[10.545787]	[77]	[8.904404]	[77]	[167563996]	[167563996]
314_21643	chr1	168178682	168179082	+	1000	52.0	[]	[]	[4.064465]	[99]	[]	[168178850]
314_21647	chr1	180156778	180157178	+	1000	52.0	[7.6537538]	[97]	[5.076393]	[97]	[180156974]	[180156974]
314_2165	chr1	21687765	21688165	+	1000	247.0	[3.832835]	[119]	[]	[]	[21687980]	[]
314_21651	chr1	197976382	197976782	+	1000	52.0	[10.383591]	[98]	[8.735081]	[98]	[197976576]	[197976576]
314_21652	chr1	200233368	200233768	+	1000	52.0	[6.01237]	[99]	[6.7177763]	[99]	[200233563]	[200233563]
314_21655	chr1	207051409	207051809	+	1000	52.0	[3.832835]	[118]	[3.839753]	[148]	[207051601]	[207051631]
314_21658	chr1	214002509	214002909	+	1000	52.0	[15.292928]	[97]	[16.93431]	[97]	[214002700]	[214002700]
314_21661	chr1	224584450	224584850	+	1000	52.0	[4.268303]	[119]	[4.392465]	[119]	[224584667]	[224584667]
314_21679	chr10	6927442	6927842	+	1000	52.0	[]	[]	[3.825743]	[106]	[]	[6927633]
314_21691	chr10	97889534	97889934	+	1000	52.0	[13.2684965]	[130]	[12.570218]	[130]	[97889764]	[97889764]
314_21692	chr10	99316222	99316622	+	1000	52.0	[3.8662758]	[147]	[3.7968774]	[110]	[99316468]	[99316431]
314_21693	chr10	102646237	102646637	+	1000	52.0	[12.570218]	[157]	[13.2684965]	[157]	[102646471]	[102646471]
314_21698	chr10	125513766	125514166	+	1000	52.0	[3.796015]	[84]	[]	[]	[125513948]	[]
314_217	chr16	46394608	46395008	+	1000	458.0	[7.284498]	[118]	[8.096313]	[118]	[46394815]	[46394815]
314_21707	chr11	20097403	20097803	+	1000	52.0	[4.195397, 5.076393]	[84, 102]	[4.326686, 7.6537538]	[84, 102]	[20097583, 20097601]	[20097583, 20097601]
314_21711	chr11	44301876	44302276	+	1000	52.0	[5.076393]	[83]	[7.6537538]	[83]	[44302031]	[44302031]
314_21715	chr11	61920196	61920596	+	1000	52.0	[]	[]	[3.951766]	[161]	[]	[61920440]
314_21725	chr11	74092437	74092837	+	1000	52.0	[4.268303]	[99]	[4.392465]	[99]	[74092634]	[74092634]
314_2173	chr16	34582028	34582428	+	1000	247.0	[7.587974]	[74]	[5.1457915]	[74]	[34582202]	[34582202]
314_21732	chr11	108872932	108873332	+	1000	52.0	[4.399592]	[75]	[4.261176]	[75]	[108873102]	[108873102]
314_2174	chr17	7581054	7581454	+	1000	247.0	[6.01237]	[100]	[6.7177763]	[100]	[7581254]	[7581254]
314_21743	chr12	28550967	28551367	+	1000	52.0	[7.6537538]	[116]	[5.076393]	[116]	[28551178]	[28551178]
314_21757	chr12	110269585	110269985	+	1000	52.0	[15.292928]	[98]	[16.93431]	[98]	[110269766]	[110269766]
314_21778	chr13	108711397	108711797	+	1000	52.0	[10.325563]	[125]	[8.706215]	[125]	[108711610]	[108711610]
314_21780	chr14	23645846	23646246	+	1000	52.0	[8.735081]	[87]	[10.383591]	[87]	[23646033]	[23646033]
314_21788	chr14	97180298	97180698	+	1000	52.0	[13.2684965, 10.310684]	[112, 148]	[12.570218, 3.9296186, 8.698907]	[112, 134, 148]	[97180500, 97180536]	[97180500, 97180522, 97180536]
314_21791	chr15	34837287	34837687	+	1000	52.0	[5.076393]	[123]	[7.6537538]	[123]	[34837509]	[34837509]
314_21792	chr15	35168372	35168772	+	1000	52.0	[16.93431]	[114]	[15.292928]	[114]	[35168580]	[35168580]
