#PeakID(python identify_motif.py ./ENCODE_processed_files/FOXA3_idr.fa FOXA3 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
876_13108	chr10	15548420	15548820	+	880	36.5	[]	[]	[10.2047415]	[167]	[]	[15548637]
876_13122	chr11	5810367	5810767	+	776	36.5	[7.764176]	[187]	[7.764176]	[186]	[5810610]	[5810609]
876_13129	chr11	102599867	102600267	+	778	36.5	[12.570299]	[162]	[]	[]	[102600109]	[]
876_13133	chr12	15152860	15153260	+	861	36.5	[]	[]	[10.2047415]	[107]	[]	[15153064]
876_13135	chr12	46556077	46556477	+	724	36.5	[]	[]	[9.53014]	[132]	[]	[46556256]
876_13139	chr12	57940688	57941088	+	830	36.5	[12.570299]	[131]	[]	[]	[57940895]	[]
876_1314	chr10	74021333	74021733	+	1000	121.0	[12.570299]	[101]	[]	[]	[74021527]	[]
876_13143	chr12	92002604	92003004	+	868	36.5	[8.84223]	[138]	[]	[]	[92002785]	[]
876_13144	chr12	95214386	95214786	+	810	36.5	[]	[]	[10.2047415]	[145]	[]	[95214614]
876_13150	chr13	48161893	48162293	+	578	36.5	[9.53014]	[115]	[]	[]	[48162089]	[]
876_13169	chr13	91401664	91402064	+	709	36.5	[7.7748694]	[188]	[]	[]	[91401873]	[]
876_13172	chr13	92547259	92547659	+	712	36.5	[]	[]	[7.7748694, 9.53014]	[61, 69]	[]	[92547416, 92547424]
876_13184	chr14	100142552	100142952	+	741	36.5	[7.764176]	[108]	[]	[]	[100142750]	[]
876_13192	chr15	82040861	82041261	+	825	36.5	[8.361351]	[122]	[]	[]	[82041078]	[]
876_13193	chr15	94793579	94793979	+	605	36.5	[]	[]	[12.570299]	[110]	[]	[94793776]
876_13196	chr16	21525236	21525636	+	764	36.5	[8.182752]	[87]	[]	[]	[21525392]	[]
876_13207	chr17	67238827	67239227	+	860	36.5	[10.2047415]	[119]	[]	[]	[67239030]	[]
876_13215	chr18	31199297	31199697	+	789	36.5	[]	[]	[12.570299, 12.570299]	[96, 183]	[]	[31199451, 31199538]
876_13233	chr2	151619318	151619718	+	807	36.5	[]	[]	[9.53014]	[179]	[]	[151619530]
876_1324	chr5	155311706	155312106	+	1000	121.0	[8.361351]	[65]	[9.53014]	[107]	[155311870]	[155311912]
876_13243	chr20	44521504	44521904	+	774	36.5	[12.570299]	[91]	[]	[]	[44521682]	[]
876_13244	chr21	10466453	10466853	+	853	36.5	[8.84223]	[119]	[7.7748694]	[182]	[10466627]	[10466690]
876_1325	chr6	31826914	31827314	+	1000	121.0	[]	[]	[12.570299]	[82]	[]	[31827077]
876_13257	chr22	22084707	22085107	+	647	36.5	[9.53014]	[154]	[]	[]	[22084909]	[]
876_13273	chr3	7684153	7684553	+	870	36.5	[10.2047415]	[180]	[8.264141]	[158]	[7684393]	[7684371]
876_13279	chr3	32454913	32455313	+	839	36.5	[]	[]	[12.570299]	[114]	[]	[32455121]
876_13287	chr3	93973804	93974204	+	846	36.5	[12.570299]	[126]	[]	[]	[93974016]	[]
876_13288	chr3	126389153	126389553	+	570	36.5	[]	[]	[12.570299]	[97]	[]	[126389311]
876_13289	chr3	170781049	170781449	+	852	36.5	[8.361351]	[145]	[]	[]	[170781274]	[]
876_13293	chr4	48212140	48212540	+	863	36.5	[]	[]	[8.84223]	[164]	[]	[48212367]
876_13294	chr4	87011505	87011905	+	816	36.5	[12.570299]	[92]	[]	[]	[87011695]	[]
876_13300	chr5	81579472	81579872	+	875	36.5	[12.570299, 7.5891633]	[105, 144]	[]	[]	[81579674, 81579713]	[]
876_13301	chr5	90640737	90641137	+	779	36.5	[]	[]	[7.5891633]	[153]	[]	[90640956]
876_13306	chr5	112958472	112958872	+	560	36.5	[]	[]	[9.252844]	[103]	[]	[112958662]
876_13307	chr5	119327037	119327437	+	880	36.5	[]	[]	[8.361351]	[124]	[]	[119327255]
876_13310	chr5	154197264	154197664	+	857	36.5	[8.182752]	[111]	[]	[]	[154197418]	[]
876_13313	chr5	173303849	173304249	+	759	36.5	[8.361351]	[133]	[]	[]	[173304015]	[]
876_13322	chr6	16002259	16002659	+	671	36.5	[]	[]	[7.5891633, 7.677661]	[120, 183]	[]	[16002446, 16002509]
876_13324	chr6	16849480	16849880	+	670	36.5	[]	[]	[8.361351]	[178]	[]	[16849709]
876_13332	chr6	44446614	44447014	+	860	36.5	[]	[]	[9.53014, 9.53014]	[70, 117]	[]	[44446781, 44446828]
876_13335	chr6	90079009	90079409	+	838	36.5	[]	[]	[7.7748694, 7.676677]	[86, 119]	[]	[90079195, 90079228]
876_13337	chr6	108576616	108577016	+	806	36.5	[8.84223]	[152]	[]	[]	[108576852]	[]
876_1334	chr8	1745313	1745713	+	1000	120.5	[12.570299]	[119]	[]	[]	[1745527]	[]
876_13370	chr7	112451719	112452119	+	773	36.5	[10.2047415]	[111]	[]	[]	[112451907]	[]
876_13371	chr7	116809640	116810040	+	815	36.5	[]	[]	[8.361351]	[162]	[]	[116809889]
876_13377	chr7	133003148	133003548	+	820	36.5	[7.7748694]	[187]	[]	[]	[133003341]	[]
876_13378	chr7	133759917	133760317	+	718	36.5	[7.5891633, 12.570299]	[111, 142]	[]	[]	[133760107, 133760138]	[]
876_13388	chr8	10778898	10779298	+	812	36.5	[]	[]	[12.570299]	[151]	[]	[10779126]
876_1339	chr2	19900083	19900483	+	1000	120.0	[]	[]	[12.570299]	[93]	[]	[19900274]
876_13395	chr8	66022194	66022594	+	753	36.5	[]	[]	[12.570299]	[108]	[]	[66022356]
876_13398	chr8	102657305	102657705	+	851	36.5	[]	[]	[8.361351]	[105]	[]	[102657498]
876_134	chr10	61588768	61589168	+	1000	367.5	[]	[]	[12.570299]	[113]	[]	[61588975]
876_13444	chr1	115671419	115671819	+	839	36.0	[]	[]	[9.53014]	[118]	[]	[115671608]
876_13455	chr1	184843811	184844211	+	664	36.0	[]	[]	[8.264141]	[83]	[]	[184843974]
876_13467	chr1	227424177	227424577	+	847	36.0	[]	[]	[12.570299]	[113]	[]	[227424355]
876_13471	chr1	243255449	243255849	+	808	36.0	[]	[]	[8.264141]	[146]	[]	[243255664]
876_13472	chr1	244447068	244447468	+	833	36.0	[10.2047415]	[118]	[]	[]	[244447280]	[]
876_13475	chr10	5569591	5569991	+	622	36.0	[]	[]	[12.570299]	[95]	[]	[5569762]
876_13478	chr10	22228805	22229205	+	828	36.0	[]	[]	[8.84223, 12.570299]	[101, 122]	[]	[22228972, 22228993]
876_1348	chr1	181084090	181084490	+	1000	119.5	[12.570299, 10.2047415, 8.361351]	[96, 108, 117]	[]	[]	[181084273, 181084285, 181084294]	[]
876_1349	chr10	60978793	60979193	+	1000	119.5	[9.53014]	[131]	[]	[]	[60979011]	[]
876_13490	chr10	98237016	98237416	+	718	36.0	[]	[]	[12.570299]	[102]	[]	[98237209]
876_13493	chr11	17386639	17387039	+	747	36.0	[9.252844]	[159]	[9.252844]	[156]	[17386883]	[17386880]
876_135	chr12	56126723	56127123	+	1000	366.5	[12.570299]	[86]	[]	[]	[56126906]	[]
876_13510	chr12	65566169	65566569	+	742	36.0	[]	[]	[7.764176, 8.182752]	[151, 178]	[]	[65566391, 65566418]
876_13513	chr12	96902085	96902485	+	811	36.0	[12.570299]	[93]	[]	[]	[96902272]	[]
876_1353	chr4	73740451	73740851	+	1000	119.5	[12.570299]	[103]	[]	[]	[73740653]	[]
876_13533	chr13	91808294	91808694	+	847	36.0	[]	[]	[9.53014, 8.009179]	[107, 140]	[]	[91808486, 91808519]
876_13553	chr16	29595440	29595840	+	818	36.0	[12.570299]	[109]	[]	[]	[29595644]	[]
876_1356	chr10	61758007	61758407	+	1000	119.0	[10.2047415]	[121]	[]	[]	[61758214]	[]
876_13566	chr17	48244289	48244689	+	793	36.0	[9.53014]	[78]	[]	[]	[48244443]	[]
876_13585	chr19	12887379	12887779	+	793	36.0	[12.570299]	[135]	[]	[]	[12887574]	[]
876_1359	chr3	167887071	167887471	+	1000	119.0	[9.252844]	[100]	[9.252844]	[97]	[167887253]	[167887250]
876_13591	chr1_KI270709v1_random	14357	14757	+	803	36.0	[]	[]	[7.5891633]	[128]	[]	[14583]
876_13594	chr2	12430689	12431089	+	794	36.0	[7.553737]	[225]	[]	[]	[12430919]	[]
876_1361	chr6	45446951	45447351	+	1000	119.0	[12.570299]	[139]	[]	[]	[45447182]	[]
876_1362	chr7	97512793	97513193	+	1000	119.0	[8.361351]	[96]	[]	[]	[97512983]	[]
876_13639	chr22	22339977	22340377	+	761	36.0	[]	[]	[9.53014, 7.676677]	[84, 114]	[]	[22340160, 22340190]
876_13640	chr22	22496398	22496798	+	660	36.0	[]	[]	[8.84223]	[175]	[]	[22496584]
876_13655	chr3	99920862	99921262	+	760	36.0	[12.570299]	[149]	[7.553737]	[120]	[99921092]	[99921063]
876_13668	chr4	70703765	70704165	+	775	36.0	[]	[]	[12.570299]	[223]	[]	[70703996]
876_13671	chr4	150573567	150573967	+	809	36.0	[7.764176]	[128]	[7.764176]	[127]	[150573754]	[150573753]
876_13687	chr6	722084	722484	+	563	36.0	[12.570299]	[131]	[]	[]	[722254]	[]
876_13693	chr6	13407597	13407997	+	699	36.0	[]	[]	[8.84223]	[180]	[]	[13407841]
876_13696	chr6	15390314	15390714	+	541	36.0	[]	[]	[8.361351]	[132]	[]	[15390530]
876_13698	chr6	20212849	20213249	+	558	36.0	[]	[]	[12.570299]	[132]	[]	[20213069]
876_13704	chr6	28480322	28480722	+	699	36.0	[8.84223]	[167]	[8.84223]	[124]	[28480548]	[28480505]
876_13734	chr7	24973081	24973481	+	839	36.0	[12.570299]	[107]	[7.5891633]	[80]	[24973268]	[24973241]
876_13736	chr7	30336055	30336455	+	726	36.0	[12.570299]	[149]	[]	[]	[30336255]	[]
876_13737	chr7	87004281	87004681	+	826	36.0	[9.252844]	[199]	[]	[]	[87004529]	[]
876_13739	chr7	92448081	92448481	+	575	36.0	[7.677661]	[139]	[]	[]	[92448236]	[]
876_13751	chr7	121002286	121002686	+	827	36.0	[9.53014]	[104]	[]	[]	[121002485]	[]
876_13755	chr7	127795176	127795576	+	724	36.0	[]	[]	[12.570299]	[93]	[]	[127795367]
876_13768	chr7	151113527	151113927	+	557	36.0	[]	[]	[12.570299]	[131]	[]	[151113751]
876_13772	chr8	59300902	59301302	+	701	36.0	[]	[]	[9.53014]	[104]	[]	[59301106]
876_13773	chr8	66036449	66036849	+	849	36.0	[]	[]	[12.570299]	[133]	[]	[66036649]
876_13780	chr9	1458433	1458833	+	560	36.0	[]	[]	[10.2047415]	[92]	[]	[1458601]
876_13783	chr9	91245855	91246255	+	822	36.0	[]	[]	[10.2047415]	[160]	[]	[91246078]
876_13791	chrUn_KI270742v1	38147	38547	+	856	36.0	[]	[]	[8.84223]	[152]	[]	[38336]
876_13793	chrX	11341937	11342337	+	816	36.0	[8.84223]	[127]	[]	[]	[11342157]	[]
876_13794	chrX	24862243	24862643	+	806	36.0	[]	[]	[9.53014]	[126]	[]	[24862461]
876_13796	chrX	109943726	109944126	+	850	36.0	[]	[]	[12.570299]	[85]	[]	[109943906]
876_138	chr1	58815168	58815568	+	1000	364.5	[10.2047415]	[96]	[]	[]	[58815363]	[]
876_13817	chr1	109762858	109763258	+	796	35.5	[]	[]	[7.676677, 9.53014]	[111, 188]	[]	[109763016, 109763093]
876_13824	chr1	164774927	164775327	+	779	35.5	[]	[]	[7.5891633]	[115]	[]	[164775135]
876_13832	chr1	206558225	206558625	+	621	35.5	[]	[]	[9.53014]	[160]	[]	[206558436]
876_13835	chr1	221672185	221672585	+	808	35.5	[8.361351]	[124]	[]	[]	[221672346]	[]
876_13836	chr1	221897172	221897572	+	812	35.5	[12.570299]	[104]	[]	[]	[221897376]	[]
876_13842	chr1	233973285	233973685	+	784	35.5	[10.2047415]	[127]	[]	[]	[233973461]	[]
876_13850	chr10	90921167	90921567	+	780	35.5	[]	[]	[8.361351]	[126]	[]	[90921376]
876_13864	chr11	67507976	67508376	+	799	35.5	[10.2047415]	[111]	[]	[]	[67508186]	[]
876_13868	chr11	111870672	111871072	+	833	35.5	[]	[]	[8.361351]	[143]	[]	[111870911]
876_13870	chr11	124249914	124250314	+	801	35.5	[]	[]	[8.182752]	[149]	[]	[124250163]
876_13887	chr13	24694077	24694477	+	747	35.5	[]	[]	[12.570299]	[112]	[]	[24694281]
876_13891	chr13	80725049	80725449	+	714	35.5	[10.2047415]	[124]	[]	[]	[80725216]	[]
876_13900	chr13	91126347	91126747	+	758	35.5	[9.252844]	[225]	[]	[]	[91126587]	[]
876_13904	chr13	91817355	91817755	+	607	35.5	[]	[]	[7.677661]	[81]	[]	[91817514]
876_13907	chr13	92384320	92384720	+	561	35.5	[7.5891633]	[79]	[9.252844]	[148]	[92384494]	[92384563]
876_13913	chr13	107857567	107857967	+	793	35.5	[]	[]	[9.53014]	[174]	[]	[107857773]
876_13917	chr14	61537550	61537950	+	653	35.5	[8.264141]	[140]	[8.361351]	[121]	[61537766]	[61537747]
876_13921	chr15	56496459	56496859	+	788	35.5	[12.570299]	[197]	[]	[]	[56496661]	[]
876_13939	chr17	27651379	27651779	+	791	35.5	[9.252844]	[90]	[]	[]	[27651566]	[]
876_13941	chr17	37067671	37068071	+	799	35.5	[9.53014]	[137]	[12.570299]	[109]	[37067901]	[37067873]
876_13942	chr17	42023620	42024020	+	627	35.5	[]	[]	[7.676677]	[85]	[]	[42023800]
876_13943	chr17	42459472	42459872	+	573	35.5	[]	[]	[8.182752, 8.84223]	[70, 96]	[]	[42459640, 42459666]
876_13945	chr17	55730722	55731122	+	693	35.5	[7.7748694]	[180]	[12.570299]	[124]	[55730956]	[55730900]
876_1395	chr2	20438517	20438917	+	1000	117.0	[10.2047415]	[127]	[]	[]	[20438729]	[]
876_13952	chr18	9017287	9017687	+	675	35.5	[9.53014]	[102]	[]	[]	[9017447]	[]
876_13954	chr18	31262200	31262600	+	685	35.5	[]	[]	[10.2047415]	[61]	[]	[31262360]
876_13956	chr19	14081281	14081681	+	784	35.5	[]	[]	[8.361351]	[122]	[]	[14081439]
876_13962	chr19	49876396	49876796	+	750	35.5	[7.764176]	[150]	[]	[]	[49876579]	[]
876_1399	chr7	25495350	25495750	+	1000	117.0	[8.182752]	[121]	[]	[]	[25495569]	[]
876_13992	chr2	168803341	168803741	+	710	35.5	[]	[]	[9.53014]	[179]	[]	[168803551]
876_140	chr1	150477824	150478224	+	1000	361.5	[12.570299]	[99]	[]	[]	[150478021]	[]
876_1401	chr10	22316822	22317222	+	1000	116.5	[]	[]	[8.361351, 12.570299]	[80, 147]	[]	[22317001, 22317068]
876_14038	chr3	179375143	179375543	+	807	35.5	[7.553737]	[157]	[]	[]	[179375316]	[]
876_14041	chr3	198076662	198077062	+	777	35.5	[7.676677]	[133]	[12.570299]	[147]	[198076892]	[198076906]
876_14042	chr4	693181	693581	+	675	35.5	[]	[]	[10.2047415, 10.2047415]	[99, 162]	[]	[693360, 693423]
876_14044	chr4	54961549	54961949	+	605	35.5	[12.570299]	[142]	[]	[]	[54961777]	[]
876_1405	chr15	92667162	92667562	+	1000	116.5	[10.2047415]	[94]	[]	[]	[92667355]	[]
876_14053	chr5	38718958	38719358	+	670	35.5	[]	[]	[12.570299]	[114]	[]	[38719169]
876_14060	chr5	141338451	141338851	+	708	35.5	[8.361351]	[135]	[]	[]	[141338642]	[]
876_14063	chr5	164376826	164377226	+	773	35.5	[8.84223]	[184]	[]	[]	[164377061]	[]
876_14064	chr5	177529516	177529916	+	794	35.5	[]	[]	[10.2047415]	[138]	[]	[177529727]
876_14088	chr6	104704941	104705341	+	749	35.5	[]	[]	[8.84223, 10.2047415]	[82, 114]	[]	[104705099, 104705131]
876_1409	chr2	120938335	120938735	+	1000	116.5	[]	[]	[12.570299]	[115]	[]	[120938532]
876_14090	chr6	106103018	106103418	+	652	35.5	[]	[]	[9.53014]	[69]	[]	[106103169]
876_1410	chr2	151789316	151789716	+	1000	116.5	[12.570299]	[96]	[]	[]	[151789484]	[]
876_14124	chr7	106281499	106281899	+	752	35.5	[9.53014]	[176]	[]	[]	[106281737]	[]
876_14132	chr7	117011777	117012177	+	728	35.5	[]	[]	[9.53014, 7.578352]	[65, 135]	[]	[117011942, 117012012]
876_14135	chr7	127907671	127908071	+	634	35.5	[]	[]	[8.84223]	[122]	[]	[127907835]
876_1414	chr7	137992223	137992623	+	1000	116.5	[]	[]	[7.553737]	[77]	[]	[137992389]
876_14142	chr7	139776091	139776491	+	785	35.5	[8.182752]	[165]	[10.2047415, 10.2047415]	[206, 224]	[139776258]	[139776299, 139776317]
876_1415	chr8	125191742	125192142	+	1000	116.5	[]	[]	[10.2047415]	[63]	[]	[125191901]
876_14151	chr8	92966230	92966630	+	823	35.5	[12.570299]	[160]	[]	[]	[92966470]	[]
876_1416	chr1	223264567	223264967	+	1000	116.0	[]	[]	[12.570299]	[125]	[]	[223264777]
876_14161	chr9	126499351	126499751	+	657	35.5	[12.570299, 12.570299]	[68, 160]	[]	[]	[126499507, 126499599]	[]
876_1417	chr2	173354077	173354477	+	1000	116.0	[12.570299]	[96]	[]	[]	[173354271]	[]
876_14174	chr1	27428058	27428458	+	657	35.0	[]	[]	[9.252844]	[112]	[]	[27428233]
876_14185	chr1	67095017	67095417	+	688	35.0	[]	[]	[10.2047415]	[101]	[]	[67095202]
876_14188	chr1	89995158	89995558	+	732	35.0	[]	[]	[12.570299]	[177]	[]	[89995338]
876_14189	chr1	99716543	99716943	+	801	35.0	[8.361351, 10.2047415]	[88, 122]	[]	[]	[99716727, 99716761]	[]
876_1422	chr17	18017942	18018342	+	1000	115.5	[]	[]	[8.84223]	[161]	[]	[18018183]
876_14226	chr1	246306576	246306976	+	708	35.0	[]	[]	[8.264141]	[153]	[]	[246306782]
876_14232	chr10	61964436	61964836	+	735	35.0	[]	[]	[12.570299]	[106]	[]	[61964642]
876_14238	chr10	77111792	77112192	+	789	35.0	[]	[]	[12.570299]	[186]	[]	[77111989]
876_14242	chr11	27395439	27395839	+	747	35.0	[9.53014]	[113]	[7.5891633]	[172]	[27395627]	[27395686]
876_14243	chr11	34668121	34668521	+	556	35.0	[]	[]	[10.2047415, 8.182752]	[100, 145]	[]	[34668307, 34668352]
876_14249	chr11	64843027	64843427	+	663	35.0	[8.361351]	[129]	[]	[]	[64843238]	[]
876_14254	chr11	94493153	94493553	+	777	35.0	[10.2047415, 9.53014]	[136, 140]	[]	[]	[94493376, 94493380]	[]
876_14255	chr11	118227728	118228128	+	705	35.0	[]	[]	[10.2047415]	[141]	[]	[118227926]
876_14264	chr12	92003814	92004214	+	646	35.0	[8.361351]	[121]	[]	[]	[92004030]	[]
876_14270	chr13	25302502	25302902	+	574	35.0	[8.361351]	[104]	[]	[]	[25302701]	[]
876_14281	chr13	90346740	90347140	+	673	35.0	[]	[]	[8.264141]	[189]	[]	[90346985]
876_14300	chr13	92533386	92533786	+	704	35.0	[]	[]	[7.7748694]	[115]	[]	[92533542]
876_14301	chr13	92602281	92602681	+	772	35.0	[]	[]	[12.570299]	[104]	[]	[92602474]
876_14307	chr14	36285091	36285491	+	669	35.0	[9.252844]	[134]	[]	[]	[36285322]	[]
876_14311	chr15	73593635	73594035	+	780	35.0	[12.570299]	[162]	[]	[]	[73593876]	[]
876_14312	chr15	82855804	82856204	+	632	35.0	[10.2047415]	[119]	[]	[]	[82856019]	[]
876_1433	chr2	242031725	242032125	+	1000	115.0	[9.53014]	[133]	[]	[]	[242031949]	[]
876_14331	chr18	33751585	33751985	+	741	35.0	[]	[]	[8.182752, 10.2047415]	[93, 121]	[]	[33751774, 33751802]
876_14350	chr2	68093618	68094018	+	752	35.0	[12.570299]	[122]	[]	[]	[68093834]	[]
876_14358	chr2	170367342	170367742	+	763	35.0	[]	[]	[9.53014]	[97]	[]	[170367531]
876_14361	chr2	189836594	189836994	+	656	35.0	[]	[]	[12.570299]	[114]	[]	[189836795]
876_14365	chr2	204454663	204455063	+	797	35.0	[]	[]	[10.2047415]	[96]	[]	[204454856]
876_14415	chr3	24339545	24339945	+	774	35.0	[8.84223]	[131]	[]	[]	[24339741]	[]
876_14433	chr3	182436484	182436884	+	540	35.0	[8.361351, 8.361351]	[83, 117]	[]	[]	[182436667, 182436701]	[]
876_14434	chr3	182920289	182920689	+	769	35.0	[7.578352, 7.5891633]	[103, 110]	[]	[]	[182920458, 182920465]	[]
876_14442	chr4	70688006	70688406	+	628	35.0	[9.252844]	[76]	[]	[]	[70688171]	[]
876_14443	chr4	81069705	81070105	+	772	35.0	[]	[]	[10.2047415]	[86]	[]	[81069881]
876_14444	chr4	102760224	102760624	+	736	35.0	[7.677661, 8.264141]	[107, 141]	[7.677661]	[106]	[102760412, 102760446]	[102760411]
876_14450	chr5	14696216	14696616	+	756	35.0	[7.676677]	[140]	[]	[]	[14696406]	[]
876_14453	chr5	36305640	36306040	+	612	35.0	[9.53014]	[101]	[9.53014]	[74]	[36305839]	[36305812]
876_14455	chr5	96921566	96921966	+	785	35.0	[]	[]	[10.2047415]	[92]	[]	[96921729]
876_14479	chr6	42260287	42260687	+	727	35.0	[12.570299, 12.570299]	[184, 198]	[]	[]	[42260490, 42260504]	[]
876_14487	chr6	116012293	116012693	+	672	35.0	[]	[]	[8.182752, 12.570299]	[116, 132]	[]	[116012501, 116012517]
876_14500	chr7	25832113	25832513	+	808	35.0	[]	[]	[12.570299]	[137]	[]	[25832336]
876_14529	chr8	11808840	11809240	+	764	35.0	[]	[]	[12.570299]	[108]	[]	[11809033]
876_14541	chr9	92877895	92878295	+	648	35.0	[7.5891633]	[107]	[]	[]	[92878071]	[]
876_1455	chr1	198156799	198157199	+	1000	113.5	[]	[]	[12.570299]	[96]	[]	[198156993]
876_14551	chrUn_GL000219v1	42478	42878	+	656	35.0	[7.578352]	[166]	[]	[]	[42662]	[]
876_14588	chr1	173507046	173507446	+	731	34.5	[]	[]	[9.53014]	[83]	[]	[173507225]
876_14602	chr1	234597585	234597985	+	754	34.5	[8.84223]	[85]	[]	[]	[234597756]	[]
876_14603	chr1	234891447	234891847	+	593	34.5	[12.570299]	[125]	[]	[]	[234891614]	[]
876_14607	chr10	21527628	21528028	+	695	34.5	[9.252844]	[112]	[7.5891633]	[92]	[21527825]	[21527805]
876_14615	chr10	72215701	72216101	+	721	34.5	[7.553737]	[164]	[]	[]	[72215898]	[]
876_14623	chr11	10351749	10352149	+	671	34.5	[]	[]	[8.361351]	[122]	[]	[10351960]
876_14641	chr12	65675081	65675481	+	698	34.5	[]	[]	[9.53014, 12.570299, 8.84223]	[86, 110, 133]	[]	[65675261, 65675285, 65675308]
876_14642	chr12	68320420	68320820	+	758	34.5	[8.182752]	[187]	[12.570299, 12.570299]	[147, 174]	[68320668]	[68320628, 68320655]
876_1465	chr10	21172435	21172835	+	1000	113.0	[10.2047415]	[118]	[12.570299]	[97]	[21172641]	[21172620]
876_14667	chr13	91053756	91054156	+	754	34.5	[8.84223]	[141]	[12.570299]	[148]	[91053934]	[91053941]
876_14669	chr13	91315448	91315848	+	747	34.5	[]	[]	[7.677661]	[174]	[]	[91315660]
876_14673	chr13	92391104	92391504	+	736	34.5	[]	[]	[7.7748694]	[144]	[]	[92391307]
876_14677	chr13	92617985	92618385	+	696	34.5	[]	[]	[7.7748694]	[99]	[]	[92618138]
876_14694	chr15	60006496	60006896	+	732	34.5	[12.570299]	[144]	[12.570299]	[120]	[60006714]	[60006690]
876_14709	chr17	46078640	46079040	+	698	34.5	[]	[]	[7.7748694]	[166]	[]	[46078841]
876_14710	chr17	55683545	55683945	+	648	34.5	[8.361351]	[141]	[]	[]	[55683765]	[]
876_14713	chr18	9848564	9848964	+	647	34.5	[8.84223]	[164]	[8.84223]	[161]	[9848771]	[9848768]
876_1473	chr1	202810599	202810999	+	1000	112.5	[]	[]	[12.570299]	[99]	[]	[202810786]
876_14733	chr2	55617799	55618199	+	684	34.5	[7.578352]	[182]	[]	[]	[55618028]	[]
876_14735	chr2	62527704	62528104	+	710	34.5	[]	[]	[9.252844]	[111]	[]	[62527880]
876_1474	chr11	64165903	64166303	+	1000	112.5	[]	[]	[10.2047415]	[70]	[]	[64166065]
876_14741	chr2	126655128	126655528	+	770	34.5	[12.570299]	[124]	[]	[]	[126655348]	[]
876_14743	chr2	144584119	144584519	+	720	34.5	[8.361351]	[117]	[]	[]	[144584308]	[]
876_14751	chr2	178478670	178479070	+	736	34.5	[9.53014]	[99]	[]	[]	[178478848]	[]
876_14758	chr20	43849847	43850247	+	543	34.5	[9.53014]	[112]	[12.570299]	[148]	[43850039]	[43850075]
876_14761	chr20	51437580	51437980	+	699	34.5	[]	[]	[12.570299]	[91]	[]	[51437763]
876_14763	chr21	29495949	29496349	+	723	34.5	[]	[]	[12.570299]	[93]	[]	[29496101]
876_14764	chr21	34086923	34087323	+	629	34.5	[]	[]	[7.7748694]	[154]	[]	[34087123]
876_14797	chr22	31901702	31902102	+	590	34.5	[]	[]	[8.009179]	[157]	[]	[31901950]
876_14798	chr3	4722048	4722448	+	766	34.5	[10.2047415]	[87]	[]	[]	[4722230]	[]
876_148	chr17	81393925	81394325	+	1000	348.5	[]	[]	[12.570299]	[100]	[]	[81394121]
876_14801	chr3	17342178	17342578	+	570	34.5	[]	[]	[10.2047415]	[164]	[]	[17342425]
876_14804	chr3	32686971	32687371	+	695	34.5	[]	[]	[8.182752]	[97]	[]	[32687131]
876_14808	chr3	129183614	129184014	+	563	34.5	[]	[]	[9.53014]	[148]	[]	[129183852]
876_14816	chr3	171494539	171494939	+	549	34.5	[12.570299]	[101]	[]	[]	[171494723]	[]
876_14819	chr3	194672426	194672826	+	551	34.5	[]	[]	[9.53014]	[240]	[]	[194672675]
876_14820	chr3	196082393	196082793	+	714	34.5	[7.677661]	[175]	[7.677661]	[174]	[196082598]	[196082597]
876_14830	chr4	140012699	140013099	+	714	34.5	[12.570299]	[115]	[]	[]	[140012898]	[]
876_14831	chr4	147518864	147519264	+	778	34.5	[8.361351, 7.578352]	[101, 150]	[]	[]	[147519061, 147519110]	[]
876_14846	chr5	142024576	142024976	+	757	34.5	[9.53014]	[208]	[]	[]	[142024813]	[]
876_14853	chr6	6892700	6893100	+	683	34.5	[12.570299]	[98]	[]	[]	[6892871]	[]
876_14860	chr6	24583320	24583720	+	731	34.5	[10.2047415]	[135]	[]	[]	[24583528]	[]
876_14866	chr6	28105034	28105434	+	710	34.5	[9.53014]	[178]	[]	[]	[28105273]	[]
876_14878	chr6	47047551	47047951	+	737	34.5	[]	[]	[12.570299]	[135]	[]	[47047780]
876_14882	chr6	70371348	70371748	+	762	34.5	[12.570299, 12.570299]	[143, 176]	[]	[]	[70371556, 70371589]	[]
876_14883	chr6	105210934	105211334	+	761	34.5	[9.53014]	[183]	[]	[]	[105211128]	[]
876_14896	chr6	160810097	160810497	+	752	34.5	[]	[]	[9.53014, 9.252844]	[82, 130]	[]	[160810270, 160810318]
876_14898	chr7	2030797	2031197	+	637	34.5	[]	[]	[7.553737, 8.361351]	[102, 109]	[]	[2030984, 2030991]
876_14901	chr7	25897282	25897682	+	682	34.5	[]	[]	[7.764176]	[184]	[]	[25897528]
876_14929	chr8	58553710	58554110	+	757	34.5	[]	[]	[8.182752]	[167]	[]	[58553934]
876_14934	chr8	100944086	100944486	+	636	34.5	[]	[]	[8.84223]	[166]	[]	[100944311]
876_1494	chr6	4848717	4849117	+	1000	112.0	[8.182752]	[137]	[12.570299]	[103]	[4848953]	[4848919]
876_14940	chr9	87499608	87500008	+	765	34.5	[12.570299]	[122]	[]	[]	[87499818]	[]
